pXC50,N.070,nArNHR,ATS6m,IDMT,LPRS,ATSC8m,ATS7v,Eig11_EA.ri.,ON0,X0,ATS7p,ATS7s,Psi_i_0,GMTI,IDET,SMTI,IAC,TIC0,Eig10_AEA.dm.,PHI,ATS8s,ATSC8i,Eta_epsi,S1K,AECC,MSD,HVcpx,ON1,Dz,SpMax8_Bh.s.,ATSC6i,ATSC7i,X0sol,Eig09_EA.ri.,Sv,Psi_e_0,X2,GMTIV,Chi0_EA.ri.,IDE,Chi1_EA.ri.,ATS8e,ICR,SMTIV,Eta_C,DECC,SpMin3_Bh.m.,SpAD_AEA.dm.,Eta_alpha,S0K,Eta_betaS,SAtot,Eig09_EA,SM03_AEA.dm.,Eig06_AEA.dm.,ATSC7p,ATS5v,Chi0_AEA.bo.,Chi0_AEA.dm.,Chi0_AEA.ed.,Chi0_AEA.ri.,Chi0_EA,X1,Eig11_AEA.dm.,HDcpx,IDM,Sp,SpMaxA_AEA.ri.
5.6,0,0,4.231,34561.7,188.014,35.087,4.182,1.261,18.917,25.165,4.228,6.241,24.057,16895.0,2230.4,16365.0,93.571,93.571,1.618,6.833,6.333,1.706,37.033,24.336,12.286,7.374,3.546,7.5,76.5,4.321,1.62,1.662,25.165,1.618,39.433,13.002,16.097,50029.0,23.131,3.749,19.124,5.059,3.05,28359.0,30.556,1.812,1.989,61.017,16.367,170.77,21.75,613.251,1.618,1.618,2.788,11.821,4.188,22.902,22.902,22.902,22.902,22.902,16.63,1.519,1.773,8.986,40.665,0.115
6.3,0,0,4.324,50493.8,218.698,52.059,4.4,1.303,21.25,28.156,4.485,6.377,27.763,23555.0,2947.57,22910.0,112.031,112.031,1.799,8.86,6.393,2.36,42.633,28.5,14.462,8.448,3.755,8.417,83.0,4.222,2.205,2.251,28.156,1.724,46.987,14.464,17.782,53050.0,25.865,3.978,21.333,5.386,3.246,34644.0,39.521,2.264,1.992,65.568,18.567,197.376,24.75,734.795,1.774,1.774,2.583,15.081,4.356,25.471,25.471,25.471,25.471,25.471,18.524,1.618,1.798,9.287,50.126,0.104
5.6,0,0,3.813,21866.5,150.058,11.303,3.435,1.0,16.25,21.181,3.415,6.094,18.875,11213.0,1546.09,11004.0,81.316,81.316,1.62,5.714,5.644,1.012,32.09,20.562,12.655,7.54,3.595,6.167,68.0,4.604,1.559,1.006,17.811,1.332,29.736,11.313,13.53,48099.0,19.012,3.808,16.056,4.158,3.047,23018.0,21.486,2.059,1.837,48.07,12.91,132.127,18.5,438.508,1.386,1.386,2.534,5.438,3.714,18.574,18.574,18.574,18.574,18.574,13.63,1.0,1.714,8.384,29.012,0.135
5.6,0,0,3.105,3596.78,69.766,16.899,2.734,-0.782,8.5,11.828,2.866,4.433,11.988,2434.0,409.512,2374.0,42.302,42.302,0.001,2.54,4.174,0.294,16.167,10.635,7.647,4.448,2.958,3.639,35.25,3.13,0.422,0.367,12.828,-0.16,19.197,6.223,7.69,7203.0,11.816,3.011,10.055,3.342,2.469,4211.0,11.17,1.197,1.631,28.81,9.033,65.487,11.0,283.118,-0.173,-0.173,1.315,2.249,3.053,11.464,11.464,11.464,11.464,11.464,8.22,-0.79,1.567,6.851,20.415,0.212
5.6,0,0,4.168,51279.8,215.093,30.528,4.074,1.309,19.333,26.648,4.159,5.963,26.306,25638.0,2945.19,24232.0,109.897,109.897,1.88,7.901,5.992,1.586,40.133,26.127,17.184,9.446,4.008,8.417,83.0,4.563,1.681,1.591,27.001,1.793,42.443,14.002,16.542,77122.0,26.59,4.189,21.629,4.877,3.55,42162.0,31.425,2.73,1.899,64.309,18.067,191.421,24.75,649.367,1.878,1.878,2.575,10.373,4.246,25.927,25.927,25.927,25.927,25.927,18.444,1.438,1.783,9.159,44.114,0.102
5.6,0,0,4.118,44417.1,201.144,25.13,3.98,1.264,17.667,24.907,4.066,5.816,25.182,23404.0,2614.93,21727.0,99.787,99.787,1.537,7.462,5.793,1.416,37.319,24.249,15.972,9.277,3.907,7.889,77.333,4.369,1.647,1.486,25.407,1.533,40.653,13.243,15.727,65915.0,25.226,4.151,20.748,4.765,3.372,36678.0,27.715,2.917,1.924,60.416,17.281,178.117,23.5,587.851,1.611,1.611,2.592,9.847,4.143,24.654,24.654,24.654,24.654,24.654,17.564,1.457,1.77,9.002,42.415,0.107
6.5,0,0,3.894,8991.94,105.583,13.921,3.404,-0.04,12.5,16.56,3.469,5.548,15.366,4980.0,810.666,4956.0,62.707,62.707,0.982,4.259,5.556,0.567,23.538,15.804,8.435,5.176,3.072,4.972,50.167,4.058,0.843,0.695,17.56,0.888,24.584,8.403,10.394,19922.0,15.524,3.204,13.147,4.0,2.546,10013.0,16.04,1.323,1.614,39.239,11.262,104.042,15.25,374.895,0.948,0.948,2.167,5.358,3.657,15.085,15.085,15.085,15.085,15.085,10.952,0.345,1.663,7.772,25.244,0.168
4.4,0,0,0.547,565.637,30.378,0.0,0.441,-1.786,5.333,7.138,0.77,2.197,6.838,453.0,93.416,505.0,28.881,28.881,-1.772,1.172,0.0,0.0,10.667,6.098,4.0,2.599,2.15,2.139,22.0,1.041,0.072,0.031,7.491,-1.424,10.8,3.633,4.555,1527.0,6.979,2.076,6.084,0.0,1.571,1007.0,5.635,0.6,1.181,16.942,4.933,33.219,7.0,167.002,-1.662,-1.662,-0.485,0.891,1.672,6.585,6.585,6.585,6.585,6.585,4.771,-2.0,1.396,5.336,11.432,0.364
6.5,0,0,3.709,10016.6,111.395,20.692,3.648,0.626,12.0,16.681,3.751,5.702,17.027,5865.0,890.773,5637.0,66.422,66.422,1.199,3.742,5.526,0.889,25.367,15.169,8.708,5.219,3.113,5.278,52.0,3.626,1.27,1.151,16.681,1.025,27.004,8.876,10.491,16521.0,16.867,3.227,13.879,4.449,2.534,9545.0,20.044,1.316,1.709,44.755,11.233,110.039,17.0,395.442,1.074,1.074,2.151,7.256,3.87,16.508,16.508,16.508,16.508,16.508,11.686,1.111,1.675,7.893,28.057,0.158
4.0,0,0,0.258,766.962,35.143,0.0,0.13,-1.764,5.833,7.845,0.255,1.099,7.3,579.0,113.646,633.0,28.881,28.881,-1.686,1.389,0.0,0.0,11.486,6.731,3.909,2.697,2.132,2.417,24.333,1.812,0.041,0.007,8.345,-1.16,11.44,3.972,4.8,2351.0,7.678,2.066,6.504,0.0,1.435,1344.0,5.217,0.496,1.099,18.438,5.314,38.054,7.75,177.087,-1.404,-1.404,0.248,0.241,1.596,7.345,7.345,7.345,7.345,7.345,5.288,-1.89,1.435,5.639,11.642,0.337
5.6,0,1,4.562,67935.8,248.419,42.762,4.446,1.451,21.167,29.761,4.526,6.27,30.425,33352.0,3708.46,31093.0,117.803,117.803,2.149,8.68,6.204,2.266,44.0,28.841,15.814,9.119,3.904,9.417,91.5,4.221,2.465,2.39,30.114,1.881,49.088,15.848,18.971,85171.0,30.343,4.107,25.065,5.209,3.383,49967.0,37.022,2.693,2.006,72.658,20.8,225.329,28.75,716.012,1.902,1.902,2.657,14.047,4.481,29.488,29.488,29.488,29.488,29.488,20.962,1.735,1.82,9.562,51.733,0.089
6.4,0,0,2.757,2857.94,63.375,6.479,2.533,-0.852,7.667,10.958,2.652,4.513,11.317,2039.0,339.066,1971.0,37.468,37.468,-0.643,2.051,4.022,0.297,15.7,9.254,6.438,4.045,2.753,3.5,33.5,3.065,0.487,0.434,10.958,-0.349,18.171,5.854,6.95,5129.0,11.213,2.826,9.098,3.237,2.203,3201.0,8.715,1.063,1.706,27.167,7.7,64.0,10.0,255.969,-0.355,-0.355,1.127,2.519,3.041,11.069,11.069,11.069,11.069,11.069,7.843,-0.871,1.551,6.693,19.063,0.227
5.6,0,0,3.366,8369.5,100.9,6.094,3.038,-0.13,11.333,15.527,2.999,5.63,14.454,4932.0,761.315,4794.0,58.138,58.138,0.735,3.794,5.036,0.621,23.095,14.146,8.909,5.459,3.15,4.833,50.5,4.016,0.774,0.651,13.786,0.914,22.169,8.137,9.653,19495.0,15.195,3.296,12.555,3.683,2.517,9656.0,12.013,1.298,1.59,36.831,9.905,98.107,15.25,320.779,1.0,1.0,1.73,2.927,3.308,14.792,14.792,14.792,14.792,14.792,10.631,0.444,1.645,7.616,21.642,0.172
5.6,0,0,3.639,12817.5,121.005,8.393,3.246,0.112,13.583,18.027,3.204,5.988,16.325,7007.0,1041.29,6873.0,69.551,69.551,1.065,4.687,5.227,0.765,26.895,17.308,9.76,6.173,3.289,5.306,57.833,4.131,0.866,0.752,16.027,1.043,25.412,9.702,11.705,31280.0,16.813,3.471,14.461,3.876,2.661,14683.0,16.517,1.488,1.604,41.238,11.505,111.342,16.75,376.411,1.112,1.112,2.096,3.764,3.506,16.212,16.212,16.212,16.212,16.212,11.826,0.638,1.679,7.981,24.955,0.154
4.3,0,0,2.223,1323.28,45.329,0.0,0.0,-1.48,7.583,9.638,0.0,0.0,8.524,865.0,181.6,956.0,37.08,37.08,-1.0,1.702,0.0,0.0,13.952,8.691,4.769,3.055,2.317,2.681,29.833,2.964,0.034,0.0,10.388,-0.936,13.234,4.997,6.359,4889.0,8.381,2.328,7.379,0.0,1.826,2340.0,6.87,0.746,1.013,24.127,6.448,46.106,8.25,207.503,-1.0,-1.0,0.815,0.0,2.102,8.11,8.11,8.11,8.11,8.11,6.005,-1.213,1.493,6.126,13.398,0.318
9.2,1,2,4.106,31126.3,176.629,28.461,3.96,1.211,16.833,23.112,4.013,6.192,23.691,16999.0,2049.49,15765.0,99.671,99.671,1.957,6.084,5.916,1.496,36.781,22.269,13.424,7.862,3.676,7.028,72.0,4.1,1.993,1.792,22.242,1.642,38.569,12.314,15.046,39985.0,22.605,3.882,19.1,4.791,3.132,24411.0,32.525,2.169,1.923,57.719,15.419,162.465,22.75,566.251,1.722,1.722,2.64,8.797,4.174,22.118,22.118,22.118,22.118,22.118,15.885,1.623,1.75,8.77,40.569,0.116
6.1,1,1,3.397,8617.27,101.475,12.759,3.465,0.442,10.667,15.2,3.561,5.309,15.425,5126.0,771.295,4946.0,48.681,48.681,1.0,4.247,5.3,0.751,21.1,14.009,9.227,5.599,3.221,5.056,45.5,3.674,0.865,0.787,15.2,0.983,25.225,8.045,8.981,13453.0,15.56,3.339,12.029,4.106,2.698,8101.0,12.002,1.43,1.828,37.494,10.7,90.107,13.25,377.715,1.0,1.0,1.795,5.351,3.553,15.422,15.422,15.422,15.422,15.422,10.865,0.813,1.647,7.619,26.586,0.166
7.5,0,2,3.968,30326.4,171.755,27.032,3.839,1.049,15.333,21.916,3.92,5.631,22.887,17141.0,1978.53,15705.0,88.336,88.336,1.534,6.233,5.627,1.143,33.786,21.161,14.625,8.334,3.816,7.0,68.333,3.984,1.353,1.207,22.416,1.38,36.74,11.768,13.988,41755.0,22.825,3.989,18.889,4.603,3.296,24854.0,26.006,2.336,1.932,53.963,15.414,152.0,22.25,531.777,1.454,1.454,2.414,7.47,3.995,22.143,22.143,22.143,22.143,22.143,15.674,1.146,1.739,8.662,38.756,0.109
4.3,0,0,0.203,766.962,35.143,0.0,0.0,-1.762,5.833,7.845,0.0,0.0,7.17,579.0,113.646,633.0,27.384,27.384,-1.686,1.356,0.0,0.0,11.586,6.67,3.909,2.697,2.132,2.417,24.833,1.687,0.02,0.0,8.345,-1.142,10.935,3.956,4.8,2599.0,7.741,2.066,6.603,0.0,1.435,1412.0,5.007,0.496,1.077,18.438,5.214,38.054,8.25,171.767,-1.404,-1.404,0.248,0.0,1.456,7.345,7.345,7.345,7.345,7.345,5.288,-1.89,1.435,5.639,10.886,0.337
5.6,0,1,4.314,54303.4,225.694,40.963,4.429,1.398,19.0,27.313,4.506,6.179,28.787,27841.0,3100.98,25688.0,110.161,110.161,1.631,8.007,6.183,2.279,42.233,26.394,14.2,8.513,3.762,8.778,85.5,4.146,1.992,2.163,27.313,1.817,46.428,14.803,17.464,64000.0,28.294,3.976,23.127,5.234,3.295,39214.0,35.918,2.27,1.977,67.778,18.967,208.877,26.5,661.741,1.906,1.906,2.692,13.95,4.294,27.781,27.781,27.781,27.781,27.781,19.64,1.534,1.806,9.368,48.847,0.091
5.6,0,0,3.669,14738.3,128.014,9.285,3.316,0.399,14.083,18.734,3.259,5.796,16.872,7844.0,1169.2,7733.0,67.047,67.047,1.242,4.644,5.419,0.893,27.31,17.509,10.962,6.52,3.412,5.639,60.0,4.328,1.0,0.997,16.234,1.179,26.079,10.001,11.874,34093.0,17.561,3.598,14.647,3.991,2.888,16281.0,15.837,1.66,1.638,44.638,11.69,117.457,17.25,384.608,1.206,1.206,2.227,4.012,3.533,17.082,17.082,17.082,17.082,17.082,12.364,1.042,1.689,8.085,25.341,0.151
7.8,1,1,3.92,14397.0,127.384,24.156,3.649,0.981,13.0,18.096,3.771,5.495,18.793,8322.0,1157.82,7876.0,74.858,74.858,1.036,5.008,5.315,0.901,28.186,17.564,10.808,6.355,3.399,5.611,55.333,3.728,1.138,0.953,18.596,1.161,30.697,9.595,11.649,19585.0,18.161,3.563,15.305,4.419,2.907,12321.0,23.316,1.669,1.8,43.855,12.614,116.211,18.0,463.275,1.233,1.233,2.061,7.073,3.844,17.602,17.602,17.602,17.602,17.602,12.597,1.0,1.69,8.088,32.745,0.143
5.6,0,1,4.64,82158.5,270.466,47.98,4.542,1.589,22.0,31.459,4.622,6.373,32.875,41136.0,4297.43,37538.0,127.256,127.256,2.11,8.971,6.312,2.667,47.4,30.36,16.478,9.409,3.957,9.972,98.0,4.221,2.742,2.606,31.813,1.886,52.636,16.997,20.373,101903.0,32.691,4.152,27.326,5.33,3.463,59350.0,42.036,2.696,2.011,79.241,22.2,242.084,31.5,751.942,2.049,2.049,2.611,16.147,4.589,31.739,31.739,31.739,31.739,31.739,22.513,2.011,1.836,9.761,55.5,0.082
5.6,0,0,3.562,12822.2,120.908,11.758,3.374,0.688,12.167,17.225,3.476,5.486,17.648,7633.0,1061.03,7178.0,67.56,67.56,1.256,4.31,5.091,0.644,26.033,15.952,10.76,6.262,3.375,5.528,54.0,3.792,1.045,0.863,17.225,0.956,28.203,9.216,10.822,20690.0,17.744,3.537,14.474,4.006,2.919,11934.0,17.749,1.728,1.869,44.78,11.767,112.096,16.75,415.338,1.0,1.0,2.232,6.088,3.75,17.317,17.317,17.317,17.317,17.317,12.242,1.0,1.678,7.964,29.262,0.152
5.6,0,0,3.547,15890.8,130.088,12.568,3.412,1.0,12.667,17.933,3.476,5.261,17.888,9530.0,1214.74,8841.0,66.618,66.618,1.06,4.38,5.281,0.81,26.181,16.308,11.846,7.165,3.543,5.639,56.5,3.797,0.929,0.842,17.062,1.165,28.345,9.565,11.519,28626.0,17.981,3.738,14.729,4.128,2.969,15452.0,15.358,2.024,1.891,44.063,12.219,118.211,16.5,393.991,1.181,1.181,2.289,4.843,3.582,17.756,17.756,17.756,17.756,17.756,12.67,1.0,1.683,8.054,28.983,0.138
6.5,0,0,4.054,31831.2,177.318,20.768,3.87,1.166,16.5,22.949,3.964,5.74,22.81,17373.0,2078.24,16124.0,90.163,90.163,1.413,5.729,5.69,1.301,33.348,21.407,13.909,8.116,3.736,7.083,71.5,4.243,1.466,1.401,22.432,1.611,36.101,12.151,14.874,53129.0,22.806,3.936,19.089,4.601,3.268,28354.0,24.265,2.226,1.893,56.979,15.852,162.465,21.5,508.39,1.704,1.704,2.379,8.75,4.062,22.325,22.325,22.325,22.325,22.325,15.974,1.275,1.748,8.757,37.404,0.116
5.5,0,0,2.99,3298.05,68.232,5.907,2.465,-0.554,8.5,11.828,2.54,5.038,11.617,2198.0,370.535,2165.0,43.057,43.057,-0.356,2.265,4.007,0.208,17.233,10.173,5.882,3.93,2.645,3.694,37.0,3.286,0.593,0.415,11.828,-0.344,18.58,6.208,7.519,6781.0,11.669,2.725,9.551,3.033,1.904,3888.0,8.836,0.858,1.434,28.704,7.967,69.487,10.75,269.751,-0.362,-0.362,1.215,3.07,3.225,11.569,11.569,11.569,11.569,11.569,8.254,-0.484,1.576,6.9,18.966,0.222
5.6,0,0,4.347,13426.3,128.7,55.294,4.025,0.992,14.167,19.129,4.213,6.0,19.055,7197.0,1109.63,7041.0,69.212,69.212,1.186,4.862,5.762,1.272,26.757,18.318,8.37,5.166,3.019,5.944,56.9,3.74,1.446,1.487,20.629,1.038,31.224,10.006,11.866,21949.0,18.817,3.161,15.645,4.722,2.476,12391.0,24.353,1.199,1.82,47.218,14.043,124.382,16.75,472.56,1.152,1.152,2.269,14.331,4.151,18.267,18.267,18.267,18.267,18.267,13.024,1.088,1.713,8.267,33.881,0.149
4.1,0,1,2.656,3209.82,67.771,4.213,2.465,-0.806,8.5,11.828,2.692,4.277,11.947,2161.0,370.017,2118.0,42.559,42.559,-0.106,2.286,3.62,0.198,17.067,10.209,6.294,3.824,2.692,3.667,36.0,3.343,0.526,0.372,11.828,0.0,19.392,6.266,7.595,5439.0,11.598,2.721,9.528,2.93,1.971,3443.0,9.747,0.934,1.55,29.628,8.133,69.487,10.75,273.382,0.0,0.0,1.482,3.471,3.278,11.516,11.516,11.516,11.516,11.516,8.237,-0.397,1.576,6.903,20.273,0.215
6.3,0,0,3.26,4567.59,76.672,8.136,2.729,-0.57,10.0,13.121,2.784,5.176,12.139,2628.0,484.403,2727.0,54.413,54.413,0.332,3.939,4.644,0.322,19.567,12.988,8.389,4.912,3.04,4.056,40.0,3.533,0.607,0.465,13.475,-0.326,20.008,6.619,7.755,9424.0,12.415,3.166,10.122,3.429,2.53,5281.0,12.154,1.5,1.508,31.214,8.633,75.059,11.25,333.37,-0.356,-0.356,1.638,3.282,3.234,11.886,11.886,11.886,11.886,11.886,8.597,-0.037,1.585,7.016,20.83,0.207
5.9,0,0,2.928,3360.41,68.555,5.819,2.426,-0.627,8.5,11.828,2.51,4.816,11.661,2246.0,383.668,2209.0,42.302,42.302,-0.403,2.251,4.751,0.378,17.214,10.149,6.529,4.049,2.722,3.694,37.0,3.246,0.679,0.534,10.958,-0.11,18.555,6.232,7.507,7190.0,11.727,2.821,9.635,2.983,2.184,4023.0,9.215,1.087,1.543,29.179,7.986,65.487,10.5,252.452,-0.122,-0.122,1.187,3.082,3.214,11.569,11.569,11.569,11.569,11.569,8.254,-0.538,1.574,6.886,19.0,0.222
5.0,0,0,1.982,1101.24,41.124,1.096,0.952,-1.545,6.333,8.552,1.172,3.258,8.121,792.0,160.433,848.0,33.549,33.549,-1.211,1.716,1.099,0.02,12.033,7.528,4.917,3.196,2.432,2.639,26.0,1.873,0.192,0.125,8.906,-1.026,12.998,4.377,5.28,3007.0,8.21,2.431,6.795,1.02,1.555,1712.0,6.326,0.764,1.192,20.135,5.967,43.02,7.5,199.619,-1.0,-1.0,0.347,1.015,2.129,8.0,8.0,8.0,8.0,8.0,5.771,-1.838,1.458,5.858,13.636,0.305
5.6,0,0,3.67,19838.9,143.389,22.33,3.703,1.0,14.667,19.933,3.824,5.667,19.589,10396.0,1441.41,10153.0,77.21,77.21,1.129,6.648,5.754,1.108,29.948,19.879,13.0,7.438,3.646,6.361,60.5,3.915,1.331,1.176,19.062,1.211,32.651,10.377,11.726,28428.0,19.283,3.813,15.233,4.56,3.128,16978.0,21.656,2.071,1.895,45.245,13.252,130.606,17.0,504.835,1.232,1.232,1.925,9.137,3.908,18.991,18.991,18.991,18.991,18.991,13.58,1.11,1.706,8.283,34.233,0.133
5.6,0,1,4.022,17945.4,140.577,18.872,3.641,0.799,14.667,19.836,3.595,6.061,18.702,10024.0,1353.15,9499.0,78.985,78.985,1.452,4.853,5.98,1.061,29.581,18.566,10.464,6.64,3.322,5.972,63.333,4.334,1.491,1.532,18.596,1.46,29.071,10.369,12.794,36754.0,19.246,3.58,16.581,4.319,2.691,18375.0,20.155,1.969,1.752,47.905,13.019,128.606,19.5,415.142,1.77,1.77,2.425,6.431,3.757,18.549,18.549,18.549,18.549,18.549,13.402,1.212,1.709,8.304,29.029,0.134
7.6,0,0,4.156,52098.5,215.764,29.063,4.02,1.404,19.333,26.648,4.096,5.98,25.898,26126.0,2962.61,24661.0,111.83,111.83,1.928,7.835,5.982,1.597,40.395,26.04,17.316,9.628,4.021,8.333,85.0,4.764,1.744,1.591,25.424,1.652,40.968,14.08,16.802,92278.0,26.611,4.214,22.125,4.826,3.514,46555.0,30.278,2.701,1.895,64.153,17.805,187.421,25.0,600.58,1.855,1.855,2.649,9.575,4.212,25.764,25.764,25.764,25.764,25.764,18.406,1.609,1.782,9.153,41.773,0.102
6.3,0,0,2.901,4711.18,77.35,8.359,2.932,-0.546,10.0,13.121,2.964,5.021,11.937,2783.0,485.377,2841.0,42.884,42.884,-0.07,3.551,5.131,0.383,19.267,12.482,8.111,5.069,3.039,3.944,40.0,3.504,0.46,0.429,13.121,-0.32,20.02,6.593,7.994,10056.0,11.819,3.172,9.665,3.687,2.461,5464.0,9.46,1.235,1.484,28.106,8.333,69.059,10.5,347.083,-0.347,-0.347,1.715,3.634,3.048,11.671,11.671,11.671,11.671,11.671,8.542,-0.304,1.582,7.011,20.386,0.201
6.1,0,0,3.737,9654.52,110.506,12.758,3.503,0.328,12.333,16.845,3.55,5.597,16.468,5720.0,873.079,5462.0,61.06,61.06,1.163,3.408,5.176,0.67,24.867,14.937,8.375,5.011,3.039,5.194,53.0,3.852,0.997,0.861,16.845,1.29,26.063,8.881,10.79,16947.0,16.654,3.163,13.867,4.123,2.539,9528.0,16.674,1.323,1.745,42.455,11.133,110.039,16.0,375.069,1.33,1.33,2.303,6.805,3.762,16.248,16.248,16.248,16.248,16.248,11.58,0.702,1.676,7.901,26.398,0.16
4.9,0,0,0.028,561.937,30.339,0.0,0.0,-1.876,5.0,6.975,0.0,0.0,6.838,468.0,87.805,506.0,26.729,26.729,-1.894,1.224,0.0,0.0,9.967,5.893,3.7,2.543,2.093,2.222,21.5,1.477,0.029,0.0,7.328,-1.433,10.778,3.633,4.263,1644.0,7.205,1.951,5.991,0.0,0.881,1010.0,4.574,0.42,1.163,16.332,5.033,31.219,6.75,164.021,-1.618,-1.618,-0.228,0.0,1.454,6.845,6.845,6.845,6.845,6.845,4.877,-2.0,1.397,5.352,11.426,0.36
6.3,1,2,3.791,4535.35,76.528,48.898,3.069,-0.693,10.0,13.121,3.273,4.848,12.613,2612.0,475.7,2705.0,57.034,57.034,-0.225,4.512,4.654,0.468,19.133,13.686,7.778,4.812,2.995,3.944,38.25,3.386,0.647,0.576,14.475,-0.117,20.953,6.588,8.066,8098.0,12.352,3.109,10.63,3.792,2.489,4923.0,16.065,1.247,1.715,28.558,9.667,73.059,12.0,358.575,-0.133,-0.133,1.571,5.184,3.251,11.671,11.671,11.671,11.671,11.671,8.542,-0.474,1.587,7.032,22.836,0.201
5.6,1,1,4.378,72866.2,251.569,44.044,4.385,1.45,22.917,30.725,4.46,6.362,30.401,34805.0,3844.96,32916.0,120.421,120.421,2.158,8.93,6.341,2.095,46.267,30.37,17.395,9.965,4.041,9.222,92.5,4.452,2.325,2.19,30.725,1.82,50.395,15.985,19.506,85699.0,28.806,4.258,23.801,5.238,3.543,51965.0,43.151,2.981,1.97,75.21,20.333,220.574,27.75,768.498,1.831,1.831,2.717,14.546,4.472,28.333,28.333,28.333,28.333,28.333,20.507,1.999,1.815,9.532,53.029,0.092
6.9,0,0,3.253,6193.19,88.332,4.298,2.795,-0.601,10.667,14.276,2.774,5.005,13.05,3692.0,615.186,3675.0,51.586,51.586,0.671,2.857,5.012,0.28,21.067,12.536,8.55,5.162,3.116,4.278,46.0,3.81,0.481,0.391,14.276,0.648,19.998,7.309,9.146,15470.0,13.354,3.238,11.157,3.327,2.546,7638.0,10.339,1.45,1.569,35.691,8.933,84.439,14.0,291.496,0.649,0.649,1.77,2.565,3.119,13.171,13.171,13.171,13.171,13.171,9.542,0.461,1.615,7.321,19.364,0.185
6.6,0,2,3.917,32892.5,178.405,21.899,3.891,1.05,15.833,22.623,3.95,5.752,23.435,18196.0,2107.08,16750.0,85.098,85.098,1.558,6.185,5.735,1.333,34.2,21.357,14.667,8.363,3.809,7.333,70.5,3.991,1.492,1.376,22.623,1.399,37.407,12.122,14.179,43720.0,23.587,3.991,19.086,4.641,3.283,26282.0,25.168,2.303,1.933,57.504,15.6,158.465,22.75,539.975,1.491,1.491,2.646,7.174,4.022,23.013,23.013,23.013,23.013,23.013,16.212,1.534,1.749,8.76,39.142,0.107
8.699,1,1,3.859,10888.1,113.484,21.267,3.555,0.458,11.667,16.518,3.674,5.435,17.171,6632.0,940.624,6220.0,67.622,67.622,1.0,4.293,5.204,0.773,25.586,15.67,9.958,5.772,3.289,5.167,51.333,3.717,0.929,0.83,17.018,1.0,27.644,8.848,10.75,16747.0,16.865,3.408,14.213,4.273,2.736,10055.0,19.971,1.465,1.79,40.828,11.614,106.039,16.5,405.628,1.028,1.028,1.957,6.426,3.66,16.394,16.394,16.394,16.394,16.394,11.687,0.499,1.67,7.867,29.222,0.153
6.1,1,0,3.833,13437.3,125.595,24.143,3.485,0.977,13.417,18.311,3.58,5.494,17.996,7713.0,1107.94,7339.0,70.559,70.559,1.206,4.252,5.582,0.659,25.533,17.132,9.577,5.868,3.254,5.597,55.75,3.824,0.915,0.803,19.561,1.104,28.56,9.823,11.852,26492.0,17.882,3.409,14.951,4.085,2.687,13757.0,18.929,1.456,1.917,47.609,13.467,120.211,15.75,425.115,1.125,1.125,2.105,6.625,3.78,17.48,17.48,17.48,17.48,17.48,12.492,1.095,1.692,8.105,29.943,0.15
6.0,0,0,2.836,3541.97,69.503,5.231,2.602,-0.794,8.167,11.665,2.654,4.631,11.8,2435.0,401.331,2350.0,39.86,39.86,-0.365,2.319,4.458,0.292,16.467,9.943,7.118,4.335,2.893,3.722,36.0,3.193,0.502,0.382,11.665,-0.194,18.865,6.216,7.41,7013.0,11.893,2.951,9.682,3.184,2.278,4061.0,8.084,1.08,1.541,28.149,8.133,65.487,10.75,277.282,-0.21,-0.21,1.173,2.385,3.128,11.723,11.723,11.723,11.723,11.723,8.326,-0.801,1.569,6.864,19.512,0.211
5.6,0,0,4.179,41039.0,198.391,33.211,4.137,1.383,18.333,25.233,4.172,6.138,25.257,21341.0,2520.35,19946.0,104.195,104.195,1.934,7.013,6.109,1.803,39.062,24.386,14.611,8.442,3.811,7.806,79.5,4.322,1.84,1.876,23.493,1.685,40.625,13.4,16.098,59849.0,24.923,4.001,20.614,4.983,3.266,33688.0,31.37,2.367,1.918,61.52,16.738,176.117,23.75,581.0,1.831,1.831,2.724,11.218,4.19,24.298,24.298,24.298,24.298,24.298,17.389,1.752,1.773,9.026,41.949,0.103
7.9,1,2,3.771,12470.9,120.143,23.0,3.717,0.217,13.167,17.811,3.78,5.71,17.686,6797.0,1020.17,6664.0,74.513,74.513,1.202,5.512,5.642,1.086,27.867,17.648,9.48,5.908,3.233,5.5,54.0,3.95,1.194,1.154,17.811,1.18,29.584,9.243,10.978,16018.0,16.872,3.401,13.741,4.603,2.668,10395.0,21.353,1.462,1.805,40.58,11.733,114.096,16.25,456.387,1.185,1.185,2.02,5.892,3.759,16.654,16.654,16.654,16.654,16.654,12.025,0.479,1.684,8.004,31.341,0.148
5.4,0,0,2.814,2951.09,63.894,4.712,2.396,-0.894,7.667,10.958,2.427,4.602,10.955,2090.0,350.821,2029.0,42.758,42.758,-0.598,2.148,4.085,0.198,16.633,9.423,7.063,4.229,2.863,3.556,35.5,3.108,0.352,0.334,10.958,0.259,17.074,5.835,6.872,6753.0,11.303,2.924,9.041,3.01,2.281,3728.0,8.596,1.078,1.465,27.273,7.367,64.0,10.5,250.798,0.294,0.294,1.097,1.998,2.821,11.179,11.179,11.179,11.179,11.179,7.865,-0.8,1.548,6.677,17.21,0.223
