pXC50,nBO,nCsp2,nCsp3,nSK,nBM,nC,nHet,nBT,Se,nAT,Mi,MW,Sv,Si,C.,Sp,nH,nAB,nX,nDB,Mv,nF,Me,RBN,SCBO,X.,nO,nHM,O.,Mp
7.066,50,11,24,48,11,35,13,104,102.443,102,1.14,674.93,58.689,116.258,34.3,62.148,54,6,0,5,0.575,0,1.004,11,58.0,0.0,9,0,8.8,0.609
6.638,46,10,21,43,10,31,12,91,88.807,88,1.137,603.79,51.56,100.099,35.2,54.097,45,6,0,4,0.586,0,1.009,8,53.0,0.0,9,0,10.2,0.615
8.469,46,11,21,44,11,32,12,93,91.69,91,1.138,617.82,53.087,103.514,35.2,55.858,47,6,0,5,0.583,0,1.008,9,54.0,0.0,9,0,9.9,0.614
9.638,60,12,29,57,12,41,16,123,120.734,120,1.14,802.09,69.247,136.836,34.2,73.109,63,6,0,6,0.577,0,1.006,15,69.0,0.0,11,0,9.2,0.609
6.481,50,11,25,48,11,36,12,105,103.225,103,1.138,673.94,59.194,117.175,35.0,62.904,55,6,0,5,0.575,0,1.002,11,58.0,0.0,9,0,8.7,0.611
5.5,35,21,5,31,23,26,5,61,56.454,57,1.119,410.56,36.595,63.77,45.6,38.853,26,22,0,1,0.642,0,0.99,4,47.0,0.0,1,0,1.8,0.682
7.62,47,27,8,42,29,35,7,81,75.938,76,1.12,563.72,49.021,85.106,46.1,51.5,34,28,1,1,0.645,1,0.999,9,62.0,1.3,3,0,3.9,0.678
7.919,48,19,16,44,19,35,9,89,85.04,85,1.122,660.13,53.447,95.385,41.2,57.392,41,18,3,1,0.629,0,1.0,14,58.0,3.5,4,3,4.7,0.675
8.092,47,19,15,43,19,34,9,86,82.156,82,1.122,646.1,51.92,91.97,41.5,55.631,39,18,3,1,0.633,0,1.002,13,57.0,3.7,4,3,4.9,0.678
7.04,47,19,15,43,19,34,9,87,82.93,83,1.124,645.12,52.227,93.259,41.0,56.182,40,18,3,1,0.629,0,0.999,13,57.0,3.6,3,3,3.6,0.677
7.449,46,19,14,42,19,33,9,84,80.047,80,1.123,631.09,50.7,89.844,41.3,54.421,38,18,3,1,0.634,0,1.001,12,56.0,3.8,3,3,3.8,0.68
7.793,47,19,15,43,19,34,9,87,82.93,83,1.124,645.12,52.227,93.259,41.0,56.182,40,18,3,1,0.629,0,0.999,13,57.0,3.6,3,3,3.6,0.677
7.719,48,19,16,44,19,35,9,90,85.814,86,1.124,659.15,53.754,96.674,40.7,57.944,42,18,3,1,0.625,0,0.998,14,58.0,3.5,3,3,3.5,0.674
8.086,50,19,17,45,19,36,9,92,86.814,87,1.123,671.16,54.754,97.674,41.4,58.944,42,18,3,1,0.629,0,0.998,14,60.0,3.4,3,3,3.4,0.678
8.509,50,19,16,46,19,35,11,90,86.839,86,1.132,695.13,54.52,97.354,40.7,57.819,40,18,5,1,0.634,2,1.01,14,60.0,5.8,3,3,3.5,0.672
8.125,49,19,16,44,19,35,9,89,83.93,84,1.122,657.13,53.227,94.259,41.7,57.182,40,18,3,1,0.634,0,0.999,13,59.0,3.6,3,3,3.6,0.681
8.131,48,19,15,44,19,34,10,87,83.443,83,1.128,663.11,52.61,93.599,41.0,56.12,39,18,4,1,0.634,1,1.005,13,58.0,4.8,3,3,3.6,0.676
7.839,49,19,15,45,19,34,11,87,83.956,83,1.132,681.1,52.994,93.939,41.0,56.057,38,18,5,1,0.638,2,1.012,13,59.0,6.0,3,3,3.6,0.675
8.854,49,20,15,45,20,35,10,89,85.258,85,1.123,673.13,53.942,95.469,41.2,57.637,40,18,3,2,0.635,0,1.003,13,60.0,3.5,4,3,4.7,0.678
8.721,49,20,15,45,20,35,10,89,85.258,85,1.123,673.13,53.942,95.469,41.2,57.637,40,18,3,2,0.635,0,1.003,13,60.0,3.5,4,3,4.7,0.678
8.022,53,20,16,49,20,36,13,92,89.679,88,1.135,741.13,56.619,99.903,40.9,59.211,39,18,6,2,0.643,3,1.019,14,64.0,6.8,4,3,4.5,0.673
8.432,54,20,19,50,20,39,11,102,98.119,98,1.126,745.25,60.764,110.339,39.8,65.137,48,18,3,2,0.62,0,1.001,16,65.0,3.1,5,3,5.1,0.665
8.602,49,20,15,45,20,35,10,89,85.258,85,1.123,673.13,53.942,95.469,41.2,57.637,40,18,3,2,0.635,0,1.003,13,60.0,3.5,4,3,4.7,0.678
8.387,48,20,14,44,20,34,10,86,82.374,82,1.123,659.1,52.415,92.053,41.5,55.875,38,18,3,2,0.639,0,1.005,12,59.0,3.7,4,3,4.9,0.681
8.469,48,20,14,44,20,34,10,86,82.374,82,1.123,659.1,52.415,92.053,41.5,55.875,38,18,3,2,0.639,0,1.005,12,59.0,3.7,4,3,4.9,0.681
8.337,49,20,15,45,20,35,10,89,85.258,85,1.123,673.13,53.942,95.469,41.2,57.637,40,18,3,2,0.635,0,1.003,13,60.0,3.5,4,3,4.7,0.678
8.469,51,20,16,46,20,36,10,91,86.258,86,1.122,685.14,54.942,96.469,41.9,58.637,40,18,3,2,0.639,0,1.003,13,62.0,3.5,4,3,4.7,0.682
8.553,51,20,16,46,20,36,10,91,86.258,86,1.122,685.14,54.942,96.469,41.9,58.637,40,18,3,2,0.639,0,1.003,13,62.0,3.5,4,3,4.7,0.682
9.495,52,20,15,48,20,35,13,89,86.796,85,1.135,727.1,55.092,96.488,41.2,57.449,37,18,6,2,0.648,3,1.021,13,63.0,7.1,4,3,4.7,0.676
8.357,49,20,14,45,20,34,11,87,83.701,83,1.124,675.1,53.13,93.263,41.0,56.33,38,18,3,2,0.64,0,1.008,13,60.0,3.6,5,3,6.0,0.679
7.979,50,20,15,46,20,35,11,90,86.585,86,1.124,689.13,54.657,96.678,40.7,58.091,40,18,3,2,0.636,0,1.007,14,61.0,3.5,5,3,5.8,0.675
8.137,50,20,15,46,20,35,11,90,86.585,86,1.124,689.13,54.657,96.678,40.7,58.091,40,18,3,2,0.636,0,1.007,14,61.0,3.5,5,3,5.8,0.675
8.699,49,20,14,45,20,34,11,87,83.701,83,1.124,675.1,53.13,93.263,41.0,56.33,38,18,3,2,0.64,0,1.008,13,60.0,3.6,5,3,6.0,0.679
8.456,48,18,16,44,19,34,10,88,84.258,84,1.125,661.12,52.942,94.469,40.5,56.637,40,18,3,1,0.63,0,1.003,14,58.0,3.6,4,3,4.8,0.674
9.301,49,18,16,45,20,34,11,89,85.585,85,1.126,677.12,53.657,95.678,40.0,57.091,40,18,3,2,0.631,0,1.007,14,60.0,3.5,5,3,5.9,0.672
8.252,48,19,15,44,19,34,10,87,83.483,83,1.123,662.1,52.635,93.18,41.0,56.086,39,18,3,1,0.634,0,1.006,13,58.0,3.6,5,3,6.0,0.676
7.452,48,19,15,44,19,34,10,87,83.483,83,1.123,662.1,52.635,93.18,41.0,56.086,39,18,3,1,0.634,0,1.006,13,58.0,3.6,5,3,6.0,0.676
7.575,48,21,14,44,20,35,9,87,83.156,83,1.12,658.11,52.92,92.97,42.2,56.631,39,18,3,2,0.638,0,1.002,14,59.0,3.6,4,3,4.8,0.682
8.444,48,18,16,44,19,34,10,88,84.258,84,1.125,661.12,52.942,94.469,40.5,56.637,40,18,3,1,0.63,0,1.003,14,58.0,3.6,4,3,4.8,0.674
8.854,47,18,15,43,19,33,10,85,81.374,81,1.124,647.09,51.415,91.053,40.7,54.875,38,18,3,1,0.635,0,1.005,13,57.0,3.7,4,3,4.9,0.677
9.046,49,19,15,45,20,34,11,88,84.476,84,1.126,674.12,53.436,94.552,40.5,56.881,39,18,3,2,0.636,0,1.006,13,60.0,3.6,4,3,4.8,0.677
8.585,52,19,15,48,20,34,14,88,86.014,84,1.138,728.09,54.586,95.571,40.5,56.694,36,18,6,2,0.65,3,1.024,13,63.0,7.1,4,3,4.8,0.675
8.678,49,19,14,45,20,33,12,86,82.92,82,1.126,676.09,52.624,92.346,40.2,55.574,37,18,3,2,0.642,0,1.011,13,60.0,3.7,5,3,6.1,0.678
8.721,48,17,16,44,19,33,11,87,83.476,83,1.127,662.11,52.436,93.552,39.8,55.881,39,18,3,1,0.632,0,1.006,14,58.0,3.6,4,3,4.8,0.673
9.301,49,17,16,45,20,33,12,88,84.803,84,1.128,678.11,53.151,94.761,39.3,56.336,39,18,3,2,0.633,0,1.01,14,60.0,3.6,5,3,6.0,0.671
9.301,53,23,13,48,25,36,12,89,85.294,84,1.129,697.66,54.849,94.872,42.9,57.137,36,23,4,2,0.653,2,1.015,12,66.5,4.8,4,2,4.8,0.68
8.18,52,22,14,47,24,36,11,89,85.076,84,1.128,684.66,54.354,94.789,42.9,56.892,37,23,4,1,0.647,2,1.013,13,64.5,4.8,4,2,4.8,0.677
9.435,53,23,12,48,25,35,13,87,83.738,82,1.13,699.63,54.037,92.666,42.7,55.83,34,23,4,2,0.659,2,1.021,12,66.5,4.9,5,2,6.1,0.681
9.536,52,21,14,47,24,35,12,88,84.294,83,1.131,685.65,53.849,93.872,42.2,56.137,36,23,4,1,0.649,2,1.016,13,64.5,4.8,4,2,4.8,0.676
9.722,53,21,14,48,25,35,13,89,85.621,84,1.132,701.65,54.564,95.081,41.7,56.591,36,23,4,2,0.65,2,1.019,13,66.5,4.8,5,2,6.0,0.674
9.222,51,21,13,46,24,34,12,85,81.41,80,1.131,671.62,52.322,90.457,42.5,54.375,34,23,4,1,0.654,2,1.018,12,63.5,5.0,4,2,5.0,0.68
9.594,52,20,14,47,24,34,13,87,83.512,82,1.134,686.64,53.343,92.955,41.5,55.381,35,23,4,1,0.651,2,1.018,13,64.5,4.9,4,2,4.9,0.675
9.699,53,20,14,48,25,34,14,88,84.84,83,1.135,702.64,54.058,94.164,41.0,55.836,35,23,4,2,0.651,2,1.022,13,66.5,4.8,5,2,6.0,0.673
8.409,50,18,17,45,19,35,10,91,86.032,86,1.125,672.15,54.248,96.757,40.7,58.188,41,18,3,1,0.631,0,1.0,11,60.0,3.5,3,3,3.5,0.677
8.301,50,18,17,45,19,35,10,91,86.032,86,1.125,672.15,54.248,96.757,40.7,58.188,41,18,3,1,0.631,0,1.0,11,60.0,3.5,3,3,3.5,0.677
8.745,51,17,18,46,19,35,11,93,88.134,88,1.128,687.17,55.27,99.256,39.8,59.194,42,18,3,1,0.628,0,1.002,12,61.0,3.4,3,3,3.4,0.673
9.155,52,17,18,47,20,35,12,94,89.461,89,1.129,703.17,55.985,100.465,39.3,59.648,42,18,3,2,0.629,0,1.005,12,63.0,3.4,4,3,4.5,0.67
9.0,52,17,18,47,20,35,12,94,89.461,89,1.129,703.17,55.985,100.465,39.3,59.648,42,18,3,2,0.629,0,1.005,12,63.0,3.4,4,3,4.5,0.67
9.5,52,20,14,47,20,34,13,88,84.621,83,1.134,689.64,53.564,94.081,41.0,55.591,36,18,4,2,0.645,2,1.02,12,63.0,4.8,5,2,6.0,0.67
8.921,51,18,17,46,19,35,11,92,87.36,87,1.126,688.15,54.963,97.967,40.2,58.642,41,18,3,1,0.632,0,1.004,11,61.0,3.4,4,3,4.6,0.674
5.42,33,15,9,29,17,24,5,61,56.338,57,1.126,388.56,35.122,64.185,42.1,37.614,28,16,0,1,0.616,0,0.988,3,42.0,0.0,1,0,1.8,0.66
5.87,38,21,6,34,23,27,7,64,60.403,60,1.124,459.56,38.913,67.445,45.0,40.455,26,22,1,1,0.649,1,1.007,5,50.0,1.7,3,0,5.0,0.674
8.699,37,21,5,33,23,26,7,61,57.52,57,1.123,445.53,37.387,64.03,45.6,38.693,24,22,1,1,0.656,1,1.009,4,49.0,1.8,3,0,5.3,0.679
8.222,39,22,5,35,24,27,8,64,60.621,60,1.125,472.56,39.408,67.528,45.0,40.699,25,22,1,2,0.657,1,1.01,5,52.0,1.7,3,0,5.0,0.678
5.161,32,14,6,30,14,20,10,51,51.174,49,1.156,425.42,32.01,56.634,40.8,31.745,19,12,4,2,0.653,4,1.044,6,40.0,8.2,3,0,6.1,0.648
5.046,38,21,5,34,23,26,8,60,57.218,56,1.134,465.51,37.438,63.5,46.4,38.114,22,22,3,1,0.669,3,1.022,4,50.0,5.4,2,0,3.6,0.681
6.167,36,21,5,32,23,26,6,61,57.007,57,1.117,427.54,37.003,63.69,45.6,38.756,25,22,0,1,0.649,0,1.0,5,48.0,0.0,3,0,5.3,0.68
6.914,39,22,5,35,24,27,8,63,59.847,59,1.123,473.54,39.101,66.239,45.8,40.148,24,22,1,2,0.663,1,1.014,5,52.0,1.7,4,0,6.8,0.68
7.538,42,21,9,38,23,30,8,75,71.156,71,1.129,516.67,44.515,80.189,42.3,46.745,33,22,1,1,0.627,1,1.002,8,54.0,1.4,3,0,4.2,0.658
7.678,35,21,5,31,23,26,5,60,55.68,56,1.116,411.54,36.289,62.481,46.4,38.301,25,22,0,1,0.648,0,0.994,4,47.0,0.0,2,0,3.6,0.684
7.149,35,21,5,31,23,26,5,60,55.429,56,1.111,427.61,36.761,62.192,46.4,39.495,25,22,0,1,0.656,0,0.99,4,47.0,0.0,1,1,1.8,0.705
6.886,41,22,6,37,24,28,9,67,64.058,63,1.125,503.57,41.343,70.864,44.4,42.364,26,22,1,2,0.656,1,1.017,7,54.0,1.6,5,0,7.9,0.672
7.921,38,21,7,34,23,28,6,66,61.96,62,1.123,457.59,39.725,69.651,45.2,41.762,28,22,1,1,0.641,1,0.999,5,50.0,1.6,2,0,3.2,0.674
6.112,35,21,5,31,23,26,5,60,55.68,56,1.116,411.54,36.289,62.481,46.4,38.301,25,22,0,1,0.648,0,0.994,4,47.0,0.0,2,0,3.6,0.684
7.201,35,21,4,31,23,25,6,57,53.309,53,1.121,415.5,35.145,59.405,47.2,36.478,22,22,1,1,0.663,1,1.006,4,47.0,1.9,2,0,3.8,0.688
8.398,37,21,6,33,23,27,6,63,59.076,59,1.123,443.56,38.199,66.236,45.8,40.0,26,22,1,1,0.647,1,1.001,4,49.0,1.7,2,0,3.4,0.678
8.398,37,21,6,33,23,27,6,63,59.076,59,1.123,443.56,38.199,66.236,45.8,40.0,26,22,1,1,0.647,1,1.001,4,49.0,1.7,2,0,3.4,0.678
5.319,33,14,6,30,15,22,8,51,49.451,48,1.139,413.43,32.385,54.67,45.8,32.591,18,12,3,2,0.675,3,1.03,3,43.0,6.3,2,0,4.2,0.679
5.066,32,14,5,30,14,19,11,48,48.803,46,1.164,429.38,30.866,53.558,41.3,29.921,16,12,5,2,0.671,5,1.061,5,40.0,10.9,3,0,6.5,0.65
7.194,36,21,6,32,23,27,5,63,58.563,59,1.117,425.57,37.815,65.896,45.8,40.063,27,22,0,1,0.641,0,0.993,4,48.0,0.0,2,0,3.4,0.679
8.301,36,21,5,32,23,26,6,60,56.192,56,1.122,429.53,36.672,62.821,46.4,38.239,24,22,1,1,0.655,1,1.003,4,48.0,1.8,2,0,3.6,0.683
7.076,37,21,6,33,23,27,6,62,58.261,58,1.127,445.55,37.867,65.366,46.6,39.483,25,22,2,1,0.653,2,1.005,4,49.0,3.4,1,0,1.7,0.681
7.509,40,21,8,36,23,29,7,70,66.17,66,1.125,487.62,41.967,74.276,43.9,43.978,30,22,1,1,0.636,1,1.003,7,52.0,1.5,3,0,4.5,0.666
5.222,34,14,7,31,15,23,8,54,52.334,51,1.139,427.46,33.912,58.085,45.1,34.353,20,12,3,2,0.665,3,1.026,3,44.0,5.9,2,0,3.9,0.674
7.796,36,21,5,32,23,26,6,60,56.192,56,1.122,429.53,36.672,62.821,46.4,38.239,24,22,1,1,0.655,1,1.003,4,48.0,1.8,2,0,3.6,0.683
7.959,36,21,5,32,23,26,6,60,56.192,56,1.122,429.53,36.672,62.821,46.4,38.239,24,22,1,1,0.655,1,1.003,4,48.0,1.8,2,0,3.6,0.683
7.357,40,21,7,36,25,28,8,68,64.363,64,1.122,505.66,41.627,71.78,43.8,43.864,28,22,1,3,0.65,1,1.006,5,54.0,1.6,3,1,4.7,0.685
4.521,33,14,6,31,14,20,11,51,51.687,49,1.163,443.41,32.393,56.974,40.8,31.682,18,12,5,2,0.661,5,1.055,5,41.0,10.2,3,0,6.1,0.647
8.046,36,21,6,32,23,27,5,62,57.749,58,1.121,427.56,37.484,65.026,46.6,39.546,26,22,1,1,0.646,1,0.996,4,48.0,1.7,1,0,1.7,0.682
5.066,33,14,7,30,15,23,7,54,51.821,51,1.132,409.47,33.528,57.745,45.1,34.415,21,12,2,2,0.657,2,1.016,3,43.0,3.9,2,0,3.9,0.675
4.78,32,14,5,30,15,21,9,49,48.963,47,1.149,419.41,31.768,54.009,44.7,31.529,17,12,4,2,0.676,4,1.042,3,42.0,8.5,2,0,4.3,0.671
7.893,44,19,14,40,19,33,7,82,77.621,78,1.121,581.63,48.851,87.402,42.3,52.557,38,18,2,1,0.626,0,0.995,10,54.0,2.6,3,2,3.8,0.674
7.745,36,21,5,32,23,26,6,59,55.189,55,1.119,447.97,36.785,61.555,47.3,38.642,23,22,2,1,0.669,1,1.003,4,48.0,3.6,1,1,1.8,0.703
5.19,35,21,5,31,23,26,5,60,55.68,56,1.116,411.54,36.289,62.481,46.4,38.301,25,22,0,1,0.648,0,0.994,4,47.0,0.0,2,0,3.6,0.684
7.347,45,19,14,41,19,33,8,83,78.949,79,1.122,597.63,49.566,88.611,41.8,53.012,38,18,2,1,0.627,0,0.999,10,55.0,2.5,4,2,5.1,0.671
5.137,36,21,6,32,23,27,5,63,58.563,59,1.117,425.57,37.815,65.896,45.8,40.063,27,22,0,1,0.641,0,0.993,4,48.0,0.0,2,0,3.4,0.679
5.347,42,27,5,37,29,32,5,71,65.447,66,1.111,487.64,43.342,73.311,48.5,45.824,29,28,0,1,0.657,0,0.992,6,57.0,0.0,2,0,3.0,0.694
4.772,33,14,7,31,15,23,8,55,54.218,53,1.142,429.48,34.438,60.5,43.4,35.114,22,12,3,2,0.65,3,1.023,4,43.0,5.7,2,0,3.8,0.663
5.229,33,14,6,31,15,22,9,52,51.847,50,1.148,433.44,33.295,57.425,44.0,33.29,19,12,4,2,0.666,4,1.037,4,43.0,8.0,2,0,4.0,0.666
5.796,36,21,5,32,23,26,6,61,57.007,57,1.117,427.54,37.003,63.69,45.6,38.756,25,22,0,1,0.649,0,1.0,5,48.0,0.0,3,0,5.3,0.68
5.467,35,21,5,31,23,26,5,60,55.68,56,1.116,411.54,36.289,62.481,46.4,38.301,25,22,0,1,0.648,0,0.994,4,47.0,0.0,2,0,3.6,0.684
5.252,29,14,4,27,15,20,7,46,45.054,44,1.134,369.4,29.475,49.915,45.5,29.892,17,12,2,2,0.67,2,1.024,3,39.0,4.5,2,0,4.5,0.679
5.304,34,20,4,30,23,24,6,56,52.014,52,1.118,398.5,34.256,58.149,46.2,35.784,22,22,0,1,0.659,0,1.0,4,46.0,0.0,2,0,3.8,0.688
6.151,35,21,4,31,23,25,6,57,53.309,53,1.121,415.5,35.145,59.405,47.2,36.478,22,22,1,1,0.663,1,1.006,4,47.0,1.9,2,0,3.8,0.688
5.229,31,14,6,29,15,22,7,52,50.821,50,1.135,397.46,32.528,56.745,44.0,33.415,21,12,2,2,0.651,2,1.016,4,41.0,4.0,2,0,4.0,0.668
6.757,40,21,8,36,23,29,7,71,66.985,67,1.122,485.63,42.299,75.145,43.3,44.495,31,22,0,1,0.631,0,1.0,9,52.0,0.0,4,0,6.0,0.664
6.117,40,21,8,36,23,29,7,71,66.985,67,1.122,485.63,42.299,75.145,43.3,44.495,31,22,0,1,0.631,0,1.0,9,52.0,0.0,4,0,6.0,0.664
5.215,33,14,7,31,15,23,8,55,54.218,53,1.142,429.48,34.438,60.5,43.4,35.114,22,12,3,2,0.65,3,1.023,5,43.0,5.7,2,0,3.8,0.663
7.469,36,15,12,32,17,27,5,68,63.399,64,1.129,433.62,39.064,72.272,42.2,41.83,32,16,1,1,0.61,1,0.991,4,45.0,1.6,1,0,1.6,0.654
7.699,35,15,11,31,17,26,5,65,60.516,61,1.129,419.59,37.537,68.857,42.6,40.069,30,16,1,1,0.615,1,0.992,4,44.0,1.6,1,0,1.6,0.657
4.963,31,14,6,29,15,22,7,52,50.821,50,1.135,397.46,32.528,56.745,44.0,33.415,21,12,2,2,0.651,2,1.016,3,41.0,4.0,2,0,4.0,0.668
5.114,32,14,6,29,15,22,7,51,48.938,48,1.132,395.44,32.002,54.33,45.8,32.654,19,12,2,2,0.667,2,1.02,3,42.0,4.2,2,0,4.2,0.68
6.124,36,15,11,32,17,26,6,66,61.843,62,1.13,435.59,38.252,70.066,41.9,40.523,30,16,1,1,0.617,1,0.997,4,45.0,1.6,2,0,3.2,0.654
5.029,37,20,6,33,23,26,7,62,58.294,58,1.126,444.55,37.693,65.319,44.8,39.245,25,22,1,1,0.65,1,1.005,4,49.0,1.7,2,0,3.4,0.677
4.357,26,14,3,24,14,17,7,41,40.171,39,1.141,331.35,25.948,44.5,43.6,26.131,15,12,2,2,0.665,2,1.03,3,34.0,5.1,2,0,5.1,0.67
5.276,31,14,5,29,15,21,8,50,49.265,48,1.136,399.43,31.716,54.539,43.8,32.108,19,12,2,2,0.661,2,1.026,4,41.0,4.2,3,0,6.3,0.669
6.444,38,20,7,34,23,27,7,65,61.178,61,1.127,458.58,39.22,68.734,44.3,41.006,27,22,1,1,0.643,1,1.003,5,50.0,1.6,2,0,3.3,0.672
7.62,38,21,6,34,23,27,7,64,60.403,60,1.124,459.56,38.913,67.445,45.0,40.455,26,22,1,1,0.649,1,1.007,5,50.0,1.7,3,0,5.0,0.674
5.092,32,14,6,30,15,22,8,53,52.149,51,1.136,413.46,33.243,57.955,43.1,33.87,21,12,2,2,0.652,2,1.023,5,42.0,3.9,3,0,5.9,0.664
7.602,47,10,22,47,12,32,15,104,103.919,104,1.144,700.1,58.983,118.965,30.8,64.097,57,6,0,6,0.567,0,0.999,22,56.0,0.0,6,2,5.8,0.616
6.538,40,14,17,38,14,31,7,84,81.145,82,1.128,540.84,48.152,92.473,37.8,52.466,44,12,0,2,0.587,0,0.99,12,48.0,0.0,4,1,4.9,0.64
5.377,50,14,21,47,16,35,12,102,98.981,99,1.135,672.98,57.919,112.344,35.4,62.126,52,12,0,4,0.585,0,1.0,15,60.0,0.0,7,1,7.1,0.628
7.699,50,13,22,48,15,35,13,105,102.883,103,1.143,669.97,59.082,117.709,34.0,63.04,55,11,0,4,0.574,0,0.999,13,59.5,0.0,6,0,5.8,0.612
9.523,46,9,26,45,9,35,10,106,104.112,105,1.142,632.99,58.125,119.875,33.3,63.069,60,6,0,3,0.554,0,0.992,20,52.0,0.0,6,0,5.7,0.601
8.398,48,20,19,46,20,39,7,104,100.363,102,1.132,628.99,58.927,115.417,38.2,64.183,56,18,0,2,0.578,0,0.984,20,59.0,0.0,3,0,2.9,0.629
7.745,50,20,16,45,20,36,9,94,88.716,89,1.127,612.84,54.196,100.344,40.4,57.523,44,18,0,2,0.609,0,0.997,14,61.0,0.0,5,0,5.6,0.646
9.222,48,19,17,44,19,36,8,95,90.381,91,1.128,601.86,54.228,102.676,39.6,58.04,47,18,0,1,0.596,0,0.993,15,58.0,0.0,5,0,5.5,0.638
8.658,50,22,15,46,23,37,9,95,91.159,91,1.124,631.83,55.329,102.308,40.7,58.392,45,23,0,0,0.608,0,1.002,17,61.5,0.0,8,0,8.8,0.642
9.301,48,17,18,44,15,35,9,96,91.483,92,1.132,604.87,54.249,104.175,38.0,58.046,48,12,0,3,0.59,0,0.994,15,57.0,0.0,5,0,5.4,0.631
9.538,49,18,17,45,16,35,10,95,90.927,91,1.132,618.85,54.437,102.969,38.5,57.739,46,12,0,4,0.598,0,0.999,15,59.0,0.0,6,0,6.6,0.634
9.167,49,18,16,45,16,34,11,92,88.596,88,1.13,621.8,53.319,99.474,38.6,55.881,43,12,0,4,0.606,0,1.007,16,59.0,0.0,8,0,9.1,0.635
9.745,49,18,16,45,16,34,11,92,88.345,88,1.127,637.87,53.791,99.185,38.6,57.074,43,12,0,4,0.611,0,1.004,16,59.0,0.0,7,1,8.0,0.649
6.519,52,24,12,48,26,36,12,95,91.254,91,1.132,653.86,56.206,103.009,39.6,59.018,43,24,0,2,0.618,0,1.003,13,66.0,0.0,5,0,5.5,0.649
9.208,50,21,16,45,20,37,8,95,89.498,90,1.125,611.85,54.701,101.261,41.1,58.279,45,18,0,2,0.608,0,0.994,14,61.0,0.0,5,0,5.6,0.648
9.301,39,9,20,38,9,29,9,87,85.483,86,1.142,532.81,48.249,98.175,33.7,52.046,48,6,0,3,0.561,0,0.994,14,45.0,0.0,5,0,5.8,0.605
8.398,35,10,17,34,12,27,7,79,77.061,78,1.14,472.75,43.766,88.925,34.6,47.614,44,10,0,2,0.561,0,0.988,14,42.0,0.0,3,0,3.8,0.61
7.959,40,11,19,38,13,30,8,86,83.272,84,1.138,526.8,48.008,95.55,35.7,51.83,46,11,0,2,0.572,0,0.991,14,47.5,0.0,4,0,4.8,0.617
7.409,39,12,18,37,13,30,7,83,80.396,81,1.133,512.76,46.68,91.763,37.0,50.273,44,12,0,1,0.576,0,0.993,14,46.0,0.0,5,0,6.2,0.621
9.0,39,16,14,37,18,30,7,80,77.403,78,1.131,507.74,45.933,88.221,38.5,49.302,41,16,0,2,0.589,0,0.992,15,49.0,0.0,4,0,5.1,0.632
6.35,35,7,20,33,7,27,6,80,76.843,78,1.139,459.75,43.271,88.842,34.6,47.37,45,6,0,1,0.555,0,0.985,12,39.0,0.0,3,0,3.8,0.607
8.48,38,8,18,36,8,26,10,79,77.156,77,1.141,525.16,44.496,87.873,33.8,47.62,41,6,1,2,0.578,0,1.002,12,43.0,1.3,5,1,6.5,0.618
7.959,38,7,24,36,7,31,5,89,85.501,87,1.135,501.83,48.051,98.716,35.6,52.859,51,6,0,1,0.552,0,0.983,12,42.0,0.0,4,0,4.6,0.608
7.215,42,22,11,38,23,33,5,80,75.09,76,1.12,510.73,46.67,85.098,43.4,50.08,38,23,0,0,0.614,0,0.988,12,53.5,0.0,3,0,3.9,0.659
7.208,54,26,14,50,30,40,10,101,96.701,97,1.126,677.92,59.744,109.258,41.2,63.29,47,27,0,3,0.616,0,0.997,16,70.5,0.0,5,0,5.2,0.652
8.114,57,17,21,53,21,38,15,111,107.261,107,1.133,771.12,64.149,121.26,35.5,68.785,54,17,0,4,0.6,0,1.002,19,69.5,0.0,7,2,6.5,0.643
7.658,56,16,26,54,16,42,12,121,118.308,119,1.138,752.12,67.915,135.413,35.3,73.052,65,12,0,4,0.571,0,0.994,22,66.0,0.0,7,0,5.9,0.614
8.268,50,12,24,47,14,36,11,106,102.337,103,1.14,652.98,58.872,117.417,35.0,63.342,56,11,0,3,0.572,0,0.994,16,58.5,0.0,5,0,4.9,0.615
4.387,46,9,24,45,10,33,12,102,100.756,101,1.14,653.89,56.93,115.104,32.7,61.893,56,6,0,4,0.564,0,0.998,19,53.0,0.0,8,1,7.9,0.613
6.398,45,9,25,43,10,34,9,101,97.774,99,1.136,617.9,55.785,112.476,34.3,61.529,56,6,0,4,0.563,0,0.988,16,52.0,0.0,5,1,5.1,0.622
8.409,49,11,23,46,15,34,12,101,97.73,98,1.133,677.04,57.392,111.054,34.7,62.319,52,11,0,4,0.586,0,0.997,17,58.5,0.0,6,2,6.1,0.636
7.77,52,13,22,49,15,35,14,105,102.327,102,1.142,683.95,59.27,116.504,34.3,62.734,53,11,0,4,0.581,0,1.003,17,61.5,0.0,7,0,6.9,0.615
6.921,52,12,24,49,14,36,13,108,104.741,105,1.139,701.05,60.774,119.546,34.3,65.444,56,11,0,3,0.579,0,0.998,16,60.5,0.0,6,1,5.7,0.623
6.77,52,12,25,49,14,37,12,109,105.523,106,1.136,700.06,61.28,120.463,34.9,66.2,57,11,0,3,0.578,0,0.995,17,60.5,0.0,6,1,5.7,0.625
8.092,50,12,25,48,14,37,11,109,106.079,107,1.137,686.08,61.092,121.669,34.6,66.506,59,11,0,3,0.571,0,0.991,20,58.5,0.0,5,1,4.7,0.622
