pXC50,nF,nCsp,nHet,nTB,Mi,Me,Sv,H.,nCL,nHM,Mv,Mp,nC,X.,AMW,Sp,nX,SCBO,nBM,Si,nAB,nCsp2,RBF,nCsp3,MW,Se,N.,RBN
6.759,3,0,8,0,1.129,1.006,53.206,46.4,1,1,0.633,0.667,37,4.8,7.598,56.029,4,61.0,25,94.809,24,25,0.172,12,638.22,84.501,1.2,15
7.959,3,0,8,0,1.128,1.008,51.679,45.7,1,1,0.638,0.67,36,4.9,7.706,54.268,4,60.0,25,91.394,24,25,0.155,11,624.19,81.618,1.2,13
4.523,0,0,3,0,1.101,0.996,28.665,40.5,0,0,0.683,0.714,22,0.0,7.795,30.006,0,39.0,20,46.239,18,20,0.089,2,327.4,41.825,2.4,4
7.959,3,0,10,0,1.128,1.036,37.507,35.2,0,1,0.695,0.702,25,5.6,9.269,37.904,3,52.5,26,60.925,23,22,0.105,3,500.53,55.963,3.7,6
8.699,3,0,10,0,1.126,1.037,38.727,35.7,0,1,0.692,0.698,26,5.4,9.206,39.114,3,53.5,26,63.052,23,22,0.119,4,515.54,58.072,1.8,7
7.546,3,0,8,0,1.127,1.013,47.099,43.1,1,1,0.654,0.68,33,5.6,8.085,48.983,4,57.0,25,81.148,24,25,0.173,8,582.1,72.967,1.4,13
5.968,3,0,10,0,1.124,1.046,35.674,32.0,0,1,0.713,0.712,24,6.0,9.75,35.591,3,51.5,26,56.221,23,22,0.094,2,487.48,52.305,2.0,5
5.276,3,0,12,0,1.134,1.044,37.276,30.8,0,1,0.717,0.715,24,5.8,9.837,37.182,3,56.0,30,58.965,28,22,0.089,2,511.52,54.291,9.6,5
7.114,3,0,9,0,1.129,1.031,35.792,36.5,0,1,0.688,0.701,24,5.8,9.087,36.449,3,49.5,25,58.716,23,21,0.091,3,472.52,53.636,3.8,5
5.29,3,0,10,0,1.131,1.036,36.287,34.6,0,1,0.698,0.706,24,5.8,9.337,36.693,3,51.5,26,58.799,23,22,0.091,2,485.52,53.854,5.8,5
7.745,4,0,11,0,1.134,1.051,36.363,31.4,0,1,0.713,0.707,24,7.8,9.892,36.08,4,52.5,26,57.85,23,22,0.093,2,504.49,53.592,3.9,5
5.796,3,0,10,0,1.128,1.041,35.98,33.3,0,1,0.705,0.709,24,5.9,9.539,36.142,3,51.5,26,57.51,23,22,0.093,2,486.5,53.08,3.9,5
6.435,3,0,10,0,1.128,1.036,37.507,35.2,0,1,0.695,0.702,25,5.6,9.269,37.904,3,52.5,26,60.925,23,22,0.088,3,500.53,55.963,3.7,5
8.699,3,0,8,0,1.117,1.022,41.824,36.7,0,1,0.697,0.716,30,5.0,8.893,42.966,3,58.5,31,67.048,29,27,0.094,3,533.6,61.301,1.7,6
6.391,3,0,6,0,1.118,1.018,38.396,36.4,0,0,0.698,0.711,29,5.5,8.573,39.103,3,53.5,29,61.503,29,27,0.085,2,471.5,56.014,1.8,5
7.398,3,0,8,0,1.123,1.035,33.244,34.0,0,1,0.707,0.717,23,6.4,9.436,33.682,3,47.5,25,52.802,23,21,0.08,2,443.47,48.651,2.1,4
6.201,0,0,8,0,1.105,1.02,34.131,35.4,1,2,0.711,0.738,23,2.1,9.436,35.426,1,48.5,26,53.02,23,22,0.098,1,452.94,48.982,4.2,5
6.889,0,0,6,0,1.098,1.013,31.395,36.4,1,2,0.714,0.749,22,2.3,9.316,32.966,1,44.5,25,48.312,23,21,0.085,1,409.91,44.553,2.3,4
8.328,3,0,9,0,1.127,1.029,38.539,38.6,0,1,0.676,0.692,26,5.3,8.799,39.421,3,51.5,25,64.257,23,21,0.117,5,501.56,58.629,1.8,7
8.215,3,0,8,0,1.125,1.027,36.298,37.7,0,1,0.685,0.702,25,5.7,8.897,37.205,3,49.5,25,59.633,23,21,0.089,4,471.53,54.418,1.9,5
8.301,3,0,10,0,1.129,1.032,39.034,36.8,0,1,0.685,0.696,26,5.3,9.027,39.665,3,53.5,26,64.341,23,22,0.1,4,514.56,58.847,3.5,6
6.229,1,0,8,0,1.113,1.024,33.687,35.4,0,1,0.702,0.719,23,2.1,9.094,34.506,1,48.5,26,53.416,23,22,0.098,1,436.49,49.171,4.2,5
7.004,0,0,7,0,1.109,1.011,32.943,39.6,1,2,0.686,0.724,22,2.1,8.895,34.733,1,45.0,24,53.226,22,19,0.098,3,426.95,48.538,4.2,5
6.815,3,0,8,0,1.124,1.031,34.771,36.0,0,1,0.695,0.709,24,6.0,9.15,35.443,3,48.5,25,56.218,23,21,0.075,3,457.5,51.534,2.0,4
6.19,3,0,6,0,1.118,1.018,38.396,36.4,0,0,0.698,0.711,29,5.5,8.573,39.103,3,53.5,29,61.503,29,27,0.085,2,471.5,56.014,1.8,5
6.606,3,0,9,0,1.132,1.028,36.319,38.9,0,1,0.673,0.689,24,5.6,8.788,37.21,3,49.0,24,61.131,22,19,0.088,5,474.54,55.52,3.7,5
8.585,4,0,10,0,1.129,1.035,40.702,34.5,0,1,0.702,0.709,28,6.9,9.32,41.148,4,58.0,30,65.471,28,25,0.097,3,540.57,60.032,3.4,6
7.585,0,0,7,0,1.111,1.008,34.47,41.2,1,2,0.676,0.716,23,2.0,8.647,36.494,1,46.0,24,56.641,22,19,0.093,4,440.98,51.422,3.9,5
6.928,3,0,8,0,1.127,1.017,40.878,41.9,0,1,0.659,0.685,28,4.8,8.284,42.489,3,52.5,25,69.878,23,21,0.108,7,513.62,63.069,1.6,7
8.18,4,0,9,0,1.131,1.041,35.154,34.0,0,1,0.703,0.708,24,8.0,9.51,35.381,4,49.5,25,56.557,23,21,0.075,3,475.49,52.047,2.0,4
7.553,3,0,9,0,1.123,1.037,35.598,34.0,1,2,0.712,0.726,24,8.0,9.839,36.301,4,49.5,25,56.162,23,21,0.075,3,491.94,51.858,2.0,4
7.469,3,0,10,0,1.13,1.049,32.566,31.1,1,2,0.724,0.729,21,8.9,10.375,32.784,4,47.0,24,50.83,22,19,0.083,2,466.89,47.193,4.4,4
7.456,3,0,10,0,1.13,1.043,34.093,33.3,1,2,0.71,0.72,22,8.3,10.019,34.546,4,48.0,24,54.245,22,19,0.098,3,480.92,50.076,4.2,5
6.893,3,0,9,0,1.131,1.037,33.265,35.4,0,1,0.693,0.702,22,6.3,9.302,33.688,3,47.0,24,54.301,22,19,0.078,3,446.48,49.752,4.2,4
5.469,3,0,7,0,1.126,1.029,34.584,36.0,0,0,0.692,0.696,25,6.0,8.749,34.796,3,47.5,24,56.298,23,22,0.094,3,437.44,51.458,2.0,5
6.502,4,0,10,0,1.138,1.047,33.649,33.3,0,1,0.701,0.701,22,8.3,9.676,33.625,4,48.0,24,54.64,22,19,0.078,3,464.47,50.265,4.2,4
6.311,4,0,10,0,1.138,1.042,35.175,35.3,0,1,0.69,0.694,23,7.8,9.382,35.387,4,49.0,24,58.056,22,19,0.093,4,478.5,53.149,3.9,5
7.0,0,0,7,0,1.107,1.015,31.416,37.8,1,2,0.698,0.733,21,2.2,9.176,32.972,1,44.0,24,49.81,22,19,0.083,2,412.92,45.654,4.4,4
6.0,3,0,8,0,1.131,1.022,35.604,39.6,0,1,0.672,0.694,24,5.7,8.652,36.756,3,48.0,24,59.922,22,19,0.071,5,458.54,54.192,3.8,4
6.0,3,0,8,0,1.131,1.022,35.604,39.6,0,1,0.672,0.694,24,5.7,8.652,36.756,3,48.0,24,59.922,22,19,0.071,5,458.54,54.192,3.8,4
7.032,3,0,9,0,1.129,1.031,35.792,36.5,0,1,0.688,0.701,24,5.8,9.087,36.449,3,50.0,24,58.716,22,19,0.089,5,472.52,53.636,3.8,5
8.495,3,0,9,0,1.132,1.025,37.846,40.4,0,1,0.664,0.684,25,5.3,8.571,38.972,3,50.0,24,64.546,22,19,0.1,6,488.57,58.403,3.5,6
6.0,3,0,8,0,1.124,1.031,34.771,36.0,0,1,0.695,0.709,24,6.0,9.15,35.443,3,48.5,25,56.218,23,21,0.075,3,457.5,51.534,2.0,4
8.102,3,0,8,0,1.126,1.023,37.824,39.3,0,1,0.675,0.696,26,5.4,8.671,38.966,3,50.5,25,63.048,23,21,0.085,5,485.56,57.301,1.8,5
6.633,3,0,6,0,1.127,1.024,32.869,37.5,0,0,0.685,0.695,24,6.3,8.53,33.341,3,44.5,23,54.088,23,21,0.078,3,409.43,49.131,2.1,4
6.0,3,0,7,0,1.126,1.029,34.584,36.0,0,0,0.692,0.696,25,6.0,8.749,34.796,3,47.5,24,56.298,23,22,0.094,3,437.44,51.458,2.0,5
7.509,3,0,6,0,1.121,1.01,42.976,40.6,0,0,0.672,0.694,32,4.7,8.025,44.387,3,56.5,29,71.749,29,27,0.088,5,513.59,64.665,1.6,6
5.863,3,0,6,0,1.127,1.024,32.869,37.5,0,0,0.685,0.695,24,6.3,8.53,33.341,3,44.5,23,54.088,23,21,0.078,3,409.43,49.131,2.1,4
6.055,3,0,9,0,1.131,1.042,31.739,33.3,0,1,0.705,0.709,21,6.7,9.61,31.926,3,46.0,24,50.886,22,19,0.083,2,432.45,46.869,4.4,4
8.328,3,0,9,0,1.122,1.03,38.792,34.5,0,1,0.705,0.717,27,5.5,9.246,39.449,3,56.0,30,61.716,28,25,0.085,2,508.55,56.636,3.6,5
7.347,3,0,10,0,1.131,1.038,35.62,35.3,1,2,0.698,0.712,23,7.8,9.705,36.307,4,49.0,24,57.66,22,19,0.093,4,494.95,52.96,3.9,5
7.921,0,0,8,0,1.108,1.018,33.771,37.5,2,3,0.704,0.741,22,4.2,9.612,35.591,2,46.0,24,53.17,22,19,0.098,3,461.39,48.862,4.2,5
8.398,3,0,8,0,1.125,1.027,36.298,37.7,0,1,0.685,0.702,25,5.7,8.897,37.205,3,49.5,25,59.633,23,21,0.089,4,471.53,54.418,1.9,5
7.215,3,0,8,0,1.126,1.02,39.351,40.7,0,1,0.667,0.69,27,5.1,8.468,40.728,3,51.5,25,66.463,23,21,0.097,6,499.59,60.185,1.7,6
7.444,0,0,8,0,1.11,1.015,35.297,39.2,2,3,0.692,0.732,23,3.9,9.322,37.352,2,47.0,24,56.585,22,19,0.093,4,475.42,51.745,3.9,5
7.357,1,0,9,0,1.113,1.033,32.627,33.3,2,3,0.725,0.75,21,6.7,10.341,33.767,3,46.0,24,50.094,22,19,0.083,2,465.35,46.491,4.4,4
5.194,0,0,6,0,1.108,1.007,30.589,40.0,0,1,0.68,0.714,21,0.0,8.411,32.114,0,43.0,24,49.866,22,19,0.083,2,378.48,45.331,4.4,4
6.893,3,0,9,0,1.132,1.032,34.792,37.3,0,1,0.682,0.695,23,5.9,9.03,35.449,3,48.0,24,57.716,22,19,0.093,4,460.51,52.636,3.9,5
7.638,3,0,8,0,1.126,1.023,37.824,39.3,0,1,0.675,0.696,26,5.4,8.671,38.966,3,50.5,25,63.048,23,21,0.102,5,485.56,57.301,1.8,6
6.738,3,0,8,0,1.124,1.031,34.771,36.0,0,1,0.695,0.709,24,6.0,9.15,35.443,3,48.5,25,56.218,23,21,0.075,3,457.5,51.534,2.0,4
8.469,0,0,6,0,1.101,1.009,32.922,38.3,1,2,0.7,0.739,23,2.1,9.02,34.727,1,45.5,25,51.727,23,21,0.08,2,423.94,47.436,2.1,4
7.721,3,0,9,0,1.128,1.025,40.066,40.0,0,1,0.668,0.686,27,5.0,8.593,41.182,3,52.5,25,67.673,23,21,0.127,6,515.59,61.512,1.7,8
6.032,0,0,9,0,1.114,1.006,46.313,42.9,1,2,0.662,0.7,31,1.4,8.231,49.0,1,60.0,30,78.009,28,25,0.122,6,576.16,70.385,4.3,9
5.793,0,0,8,0,1.116,1.01,35.491,41.5,1,2,0.67,0.708,23,1.9,8.604,37.5,1,47.0,24,59.139,22,19,0.107,4,456.0,53.523,5.7,6
7.658,3,0,9,0,1.132,1.032,34.792,37.3,0,1,0.682,0.695,23,5.9,9.03,35.449,3,48.0,24,57.716,22,19,0.093,4,460.51,52.636,3.9,5
5.642,3,0,9,0,1.132,1.032,34.792,37.3,0,1,0.682,0.695,23,5.9,9.03,35.449,3,48.0,24,57.716,22,19,0.093,4,460.51,52.636,3.9,5
6.028,0,0,4,0,1.102,1.001,31.02,40.0,1,1,0.689,0.725,23,2.2,8.353,32.625,1,41.5,23,49.598,23,21,0.083,2,375.87,45.033,2.2,4
5.409,0,1,7,1,1.111,1.006,35.137,40.4,0,1,0.676,0.709,24,0.0,8.299,36.881,0,49.0,25,57.78,22,19,0.091,4,431.55,52.316,5.8,5
6.0,6,0,12,0,1.151,1.057,37.469,33.3,0,1,0.694,0.686,24,11.1,9.787,37.023,6,52.0,24,62.15,22,19,0.088,5,528.51,57.058,3.7,5
6.378,3,0,6,0,1.119,1.015,39.922,37.9,0,0,0.688,0.705,30,5.2,8.371,40.864,3,54.5,29,64.919,29,27,0.097,3,485.53,58.898,1.7,6
5.996,0,0,4,0,1.096,0.998,36.546,38.5,1,1,0.703,0.738,28,1.9,8.422,38.387,1,50.5,29,57.013,29,27,0.089,1,437.94,51.916,1.9,5
5.387,3,0,9,0,1.132,1.028,36.319,38.9,0,1,0.673,0.689,24,5.6,8.788,37.21,3,49.0,24,61.131,22,19,0.088,5,474.54,55.52,3.7,5
5.187,3,0,9,0,1.132,1.025,37.846,40.4,0,1,0.664,0.684,25,5.3,8.571,38.972,3,50.0,24,64.546,22,19,0.1,6,488.57,58.403,3.5,6
6.86,0,0,7,0,1.111,1.008,34.47,41.2,1,2,0.676,0.716,23,2.0,8.647,36.495,1,46.0,24,56.641,22,19,0.093,4,440.98,51.422,3.9,5
6.361,3,0,10,0,1.133,1.034,37.034,38.2,0,1,0.673,0.685,24,5.5,8.919,37.665,3,50.0,24,62.341,22,19,0.121,5,490.54,56.847,3.6,7
6.738,3,0,10,0,1.13,1.049,32.566,31.1,1,2,0.724,0.729,21,8.9,10.375,32.784,4,47.0,24,50.83,22,19,0.083,2,466.89,47.193,4.4,4
8.658,3,1,9,1,1.123,1.039,34.739,31.3,0,1,0.724,0.728,24,6.3,9.76,34.926,3,51.5,26,53.886,23,21,0.078,2,468.48,49.869,4.2,4
6.137,3,0,10,0,1.129,1.032,39.034,36.8,0,1,0.685,0.696,26,5.3,9.027,39.665,3,53.5,26,64.341,23,22,0.1,4,514.56,58.847,3.5,6
5.531,3,0,11,0,1.127,1.047,36.808,31.4,1,2,0.722,0.725,24,7.8,10.215,37.0,4,52.5,26,57.454,23,22,0.093,2,520.94,53.403,3.9,5
7.796,3,0,9,0,1.132,1.028,36.319,38.9,0,1,0.673,0.689,24,5.6,8.788,37.21,3,49.0,24,61.131,22,19,0.088,5,474.54,55.52,3.7,5
6.678,3,0,6,0,1.118,1.018,38.396,36.4,0,0,0.698,0.711,29,5.5,8.573,39.103,3,53.5,29,61.503,29,27,0.085,2,471.5,56.014,1.8,5
5.78,0,0,7,0,1.111,1.008,34.47,41.2,1,2,0.676,0.716,23,2.0,8.647,36.494,1,46.0,24,56.641,22,19,0.093,4,440.98,51.422,3.9,5
7.553,0,0,7,0,1.108,1.011,34.83,39.2,0,1,0.683,0.712,24,0.0,8.481,36.33,0,48.5,26,56.491,23,22,0.093,2,432.53,51.542,3.9,5
5.987,3,0,6,0,1.119,1.015,39.922,37.9,0,0,0.688,0.705,30,5.2,8.371,40.864,3,54.5,29,64.919,29,27,0.097,3,485.53,58.898,1.7,6
6.917,3,0,9,0,1.128,1.022,41.593,41.3,0,1,0.66,0.682,28,4.8,8.407,42.943,3,53.5,25,71.088,23,21,0.106,7,529.62,64.396,1.6,7
5.222,3,0,10,0,1.133,1.034,37.034,38.2,0,1,0.673,0.685,24,5.5,8.919,37.665,3,50.0,24,62.341,22,19,0.121,5,490.54,56.847,3.6,7
6.0,3,0,9,0,1.135,1.024,36.626,40.0,0,1,0.666,0.687,24,5.5,8.61,37.762,3,49.0,24,62.42,22,19,0.086,5,473.56,56.294,5.5,5
6.0,3,0,9,0,1.132,1.025,37.846,40.4,0,1,0.664,0.684,25,5.3,8.571,38.972,3,50.0,24,64.546,22,19,0.1,6,488.57,58.403,3.5,6
6.0,3,0,9,0,1.132,1.028,36.319,38.9,0,1,0.673,0.689,24,5.6,8.788,37.21,3,49.0,24,61.131,22,19,0.105,5,474.54,55.52,3.7,6
6.335,3,0,9,0,1.132,1.028,36.319,38.9,0,1,0.673,0.689,24,5.6,8.788,37.21,3,49.0,24,61.131,22,19,0.105,5,474.54,55.52,3.7,6
6.0,0,0,8,0,1.114,1.013,33.964,40.0,1,2,0.679,0.715,22,2.0,8.839,35.739,1,46.0,24,55.724,22,19,0.094,3,441.97,50.64,6.0,5
5.595,3,0,9,0,1.131,1.037,33.265,35.4,0,1,0.693,0.702,22,6.3,9.302,33.688,3,47.0,24,54.301,22,19,0.078,3,446.48,49.752,4.2,4
7.071,3,0,11,0,1.128,1.056,33.394,28.9,2,3,0.742,0.748,21,11.1,11.141,33.642,5,48.0,24,50.774,22,19,0.083,2,501.33,47.516,4.4,4
8.292,6,0,12,0,1.152,1.069,34.415,29.2,0,1,0.717,0.698,22,12.5,10.426,33.5,6,50.0,24,55.32,22,19,0.078,3,500.45,51.291,4.2,4
6.0,3,0,9,0,1.132,1.025,37.846,40.4,0,1,0.664,0.684,25,5.3,8.571,38.972,3,50.0,24,64.546,22,19,0.1,6,488.57,58.403,3.5,6
7.244,3,0,10,0,1.129,1.032,39.034,36.8,0,1,0.685,0.696,26,5.3,9.027,39.665,3,53.5,26,64.341,23,22,0.117,4,514.56,58.847,3.5,7
7.854,0,0,8,0,1.106,1.022,32.244,35.6,2,3,0.717,0.752,21,4.4,9.941,33.83,2,45.0,24,49.754,22,19,0.083,2,447.36,45.978,4.4,4
6.967,0,0,4,0,1.106,0.996,34.073,43.1,1,1,0.668,0.709,25,2.0,7.92,36.148,1,43.5,23,56.428,23,21,0.074,4,403.93,50.8,2.0,4
8.481,0,0,6,0,1.098,1.004,39.975,38.6,1,2,0.701,0.741,29,1.8,8.773,42.25,1,55.5,31,62.558,29,27,0.098,2,500.04,57.203,1.8,6
5.495,3,0,8,0,1.131,1.022,35.604,39.6,0,1,0.672,0.694,24,5.7,8.652,36.756,3,48.0,24,59.922,22,19,0.089,5,458.54,54.192,3.8,5
5.545,0,0,7,0,1.106,1.014,33.304,37.5,0,1,0.694,0.72,23,0.0,8.719,34.568,0,47.5,26,53.076,23,22,0.098,1,418.5,48.658,4.2,5
7.252,3,0,9,0,1.127,1.032,37.012,37.0,0,1,0.685,0.697,25,5.6,9.028,37.659,3,50.5,25,60.842,23,21,0.088,4,487.53,55.745,1.9,5
5.77,3,0,11,0,1.132,1.04,36.781,32.7,0,1,0.707,0.71,24,5.8,9.587,36.938,3,54.5,29,58.882,27,22,0.089,2,498.52,54.072,7.7,5
5.914,3,0,9,0,1.132,1.032,34.792,37.3,0,1,0.682,0.695,23,5.9,9.03,35.449,3,48.0,24,57.716,22,19,0.093,4,460.51,52.636,3.9,5
5.73,3,0,9,0,1.132,1.028,36.319,38.9,0,1,0.673,0.689,24,5.6,8.788,37.21,3,49.0,24,61.131,22,19,0.088,5,474.54,55.52,3.7,5
5.662,3,0,9,0,1.132,1.025,37.846,40.4,0,1,0.664,0.684,25,5.3,8.571,38.972,3,50.0,24,64.546,22,19,0.083,6,488.57,58.403,3.5,5
5.955,3,0,9,0,1.122,1.03,38.792,34.5,0,1,0.705,0.717,27,5.5,9.246,39.449,3,56.0,30,61.716,28,25,0.085,2,508.55,56.636,3.6,5
6.842,3,0,9,0,1.123,1.026,40.319,36.2,0,1,0.695,0.711,28,5.2,9.01,41.21,3,57.0,30,65.131,28,25,0.097,3,522.58,59.52,3.4,6
6.0,3,0,10,0,1.134,1.025,39.867,40.0,0,1,0.664,0.683,26,5.0,8.593,40.978,3,53.0,24,68.045,22,19,0.094,7,515.6,61.505,5.0,6
6.018,3,0,10,0,1.134,1.022,41.394,41.3,0,1,0.657,0.678,27,4.8,8.407,42.739,3,54.0,24,71.46,22,19,0.09,8,529.63,64.389,4.8,6
6.77,3,0,11,0,1.13,1.029,39.527,37.9,0,2,0.682,0.705,25,5.2,9.201,40.864,3,53.0,24,65.549,22,19,0.097,6,533.64,59.698,5.2,6
7.523,9,0,14,0,1.192,1.107,30.071,27.9,0,1,0.699,0.653,17,20.9,11.195,28.068,9,40.0,14,51.256,12,12,0.114,5,481.37,47.61,2.3,5
6.527,3,0,10,0,1.111,1.021,47.813,33.3,0,2,0.724,0.749,34,4.5,9.481,49.409,3,67.5,33,73.34,29,32,0.099,2,625.73,67.371,4.5,7
