pXC50,Sp,Sv,nBT,nAB,nSK,Si,Se,nN,nBO,nAT,MW,SCBO,nH,X.,nHet,nC,Mi,N.,Mv,AMW,H.,Mp
6.2,27.466,26.402,43.0,11,23,45.946,41.254,2,25,41.0,310.38,33.5,18,0.0,5,18,1.121,4.9,0.644,7.57,43.9,0.67
5.4,46.904,43.724,76.0,22,36,79.929,70.09,5,41,71.0,481.7,52.0,35,0.0,6,30,1.126,7.0,0.616,6.785,49.3,0.661
5.4,34.296,32.267,53.0,18,27,56.983,50.578,2,29,51.0,360.49,39.0,24,0.0,4,23,1.117,3.9,0.633,7.068,47.1,0.672
5.4,36.284,34.989,58.0,22,31,62.774,55.505,7,34,55.0,421.53,45.0,24,1.8,9,22,1.141,12.7,0.636,7.664,43.6,0.66
5.4,26.932,25.622,41.0,16,23,41.199,37.229,4,27,37.0,322.42,36.0,14,0.0,6,17,1.113,10.8,0.692,8.714,37.8,0.728
6.013,30.364,29.525,46.0,22,27,48.346,43.789,5,30,43.0,381.85,41.0,16,2.3,8,19,1.124,11.6,0.687,8.88,37.2,0.706
6.585,37.75,35.718,59.0,22,31,62.169,54.989,7,35,55.0,433.99,46.0,24,1.8,8,23,1.13,12.7,0.649,7.891,43.6,0.686
6.77,39.256,38.035,63.0,22,34,66.853,59.647,7,38,59.0,459.56,50.0,25,0.0,10,24,1.133,11.9,0.645,7.789,42.4,0.665
6.553,36.733,35.982,59.0,22,33,61.023,54.88,7,38,54.0,443.51,50.0,21,0.0,10,23,1.13,13.0,0.666,8.213,38.9,0.68
5.921,34.069,33.047,54.0,22,30,56.687,50.443,8,34,50.0,400.49,46.0,20,0.0,9,21,1.134,16.0,0.661,8.01,40.0,0.681
6.398,34.006,33.43,54.0,22,31,57.027,50.956,8,35,50.0,418.48,47.0,19,2.0,10,21,1.141,16.0,0.669,8.37,38.0,0.68
6.387,38.046,36.815,61.0,22,33,64.727,57.538,8,37,57.0,444.55,49.0,24,0.0,10,23,1.136,14.0,0.646,7.799,42.1,0.667
6.959,40.262,39.057,65.0,22,35,69.351,61.749,8,39,61.0,474.58,51.0,26,0.0,11,24,1.137,13.1,0.64,7.78,42.6,0.66
7.337,38.046,36.815,61.0,22,33,64.727,57.538,8,37,57.0,444.55,49.0,24,0.0,10,23,1.136,14.0,0.646,7.799,42.1,0.667
7.076,44.239,42.825,72.0,22,38,77.391,68.843,8,42,68.0,518.64,54.0,30,0.0,12,26,1.138,11.8,0.63,7.627,44.1,0.651
7.125,42.023,40.584,68.0,22,36,72.767,64.632,8,40,64.0,488.61,52.0,28,0.0,11,25,1.137,12.5,0.634,7.635,43.8,0.657
6.658,38.801,37.321,62.0,22,33,65.644,58.32,7,37,58.0,443.56,49.0,25,0.0,9,24,1.132,12.1,0.643,7.648,43.1,0.669
5.347,41.017,39.562,66.0,22,35,70.268,62.531,7,39,62.0,473.59,51.0,27,0.0,10,25,1.133,11.3,0.638,7.639,43.5,0.662
7.102,41.017,39.562,66.0,22,35,70.268,62.531,7,39,62.0,473.59,51.0,27,0.0,10,25,1.133,11.3,0.638,7.639,43.5,0.662
5.481,39.256,38.035,63.0,22,34,66.853,59.647,7,38,59.0,459.56,50.0,25,0.0,10,24,1.133,11.9,0.645,7.789,42.4,0.665
4.26,17.921,16.579,27.0,5,14,29.202,26.025,2,15,26.0,208.31,19.5,12,0.0,4,10,1.123,7.7,0.638,8.012,46.2,0.689
4.215,19.767,19.402,31.0,16,18,32.947,29.487,5,20,29.0,241.28,28.0,11,0.0,6,12,1.136,17.2,0.669,8.32,37.9,0.682
4.022,20.858,20.261,30.0,11,19,31.079,28.687,3,21,28.0,271.32,29.5,9,0.0,6,13,1.11,10.7,0.724,9.69,32.1,0.745
4.824,18.398,17.525,26.0,11,16,26.372,24.258,2,18,24.0,228.29,25.5,8,0.0,4,12,1.099,8.3,0.73,9.512,33.3,0.767
4.481,25.858,24.962,37.0,17,23,37.542,34.538,2,26,34.0,322.38,36.5,11,2.9,5,18,1.104,5.9,0.734,9.482,32.4,0.761
4.959,30.29,29.445,45.0,17,27,46.791,42.96,2,30,42.0,382.44,40.5,15,2.4,7,20,1.114,4.8,0.701,9.106,35.7,0.721
4.409,28.62,27.489,41.0,17,25,41.957,38.422,2,28,38.0,348.42,39.5,13,2.6,5,20,1.104,5.3,0.723,9.169,34.2,0.753
5.284,23.347,22.951,34.0,16,22,34.708,31.974,4,25,31.0,312.35,35.0,9,3.2,7,15,1.12,12.9,0.74,10.076,29.0,0.753
5.4,19.642,20.578,30.0,11,21,32.538,30.356,3,23,28.0,317.67,29.5,7,14.3,9,12,1.162,10.7,0.735,11.345,25.0,0.702
5.4,23.534,23.659,34.0,12,23,37.309,34.465,5,24,33.0,331.74,34.0,10,3.0,9,14,1.131,15.2,0.717,10.053,30.3,0.713
5.4,17.977,17.622,28.0,6,16,32.073,28.596,4,16,28.0,220.26,22.0,12,0.0,6,10,1.145,14.3,0.629,7.866,42.9,0.642
5.4,24.745,24.171,38.0,12,22,41.986,37.582,5,23,37.0,297.35,32.0,15,0.0,7,15,1.135,13.5,0.653,8.036,40.5,0.669
5.4,29.932,29.159,47.0,12,26,52.152,46.785,4,27,46.0,356.42,36.0,20,0.0,8,18,1.134,8.7,0.634,7.748,43.5,0.651
5.4,27.409,27.106,43.0,16,25,46.322,42.018,4,27,41.0,340.37,38.0,16,0.0,8,17,1.13,9.8,0.661,8.302,39.0,0.669
5.4,33.864,32.636,52.0,12,29,57.767,52.505,3,30,51.0,443.95,39.0,22,2.0,11,18,1.133,5.9,0.64,8.705,43.1,0.664
5.4,34.25,33.303,53.0,12,30,58.906,53.4,4,31,52.0,434.52,42.0,22,0.0,11,19,1.133,7.7,0.64,8.356,42.3,0.659
5.4,29.75,29.192,46.0,22,27,48.485,43.683,6,30,43.0,360.41,42.0,16,0.0,8,19,1.128,14.0,0.679,8.382,37.2,0.692
5.0,28.682,28.255,45.0,21,26,47.788,42.945,4,29,42.0,354.39,39.5,16,4.8,7,19,1.138,9.5,0.673,8.438,38.1,0.683
5.0,28.62,28.638,45.0,21,27,48.128,43.458,4,30,42.0,372.38,40.5,15,7.1,8,19,1.146,9.5,0.682,8.866,35.7,0.681
5.0,26.858,27.111,42.0,21,26,44.713,40.574,4,29,39.0,358.35,39.5,13,7.7,8,18,1.146,10.3,0.695,9.188,33.3,0.689
5.0,26.228,25.839,41.0,21,24,43.117,38.767,5,27,38.0,323.36,37.5,14,2.6,7,17,1.135,13.2,0.68,8.509,36.8,0.69
5.4,29.563,30.342,46.0,22,30,49.504,45.222,6,33,43.0,414.38,45.0,13,7.0,11,19,1.151,14.0,0.706,9.637,30.2,0.688
5.0,27.472,27.034,43.0,21,25,45.662,40.836,5,28,40.0,339.38,38.5,15,5.0,7,18,1.142,12.5,0.676,8.484,37.5,0.687
5.2,43.478,41.999,70.0,22,37,76.438,67.81,7,40,67.0,507.63,52.0,30,1.5,11,26,1.141,10.4,0.627,7.577,44.8,0.649
5.444,31.341,31.193,46.0,18,30,50.154,46.218,5,32,44.0,453.89,44.0,14,6.8,12,18,1.14,11.4,0.709,10.316,31.8,0.712
5.444,33.165,32.337,49.0,18,30,53.23,48.589,5,32,47.0,449.93,44.0,17,4.3,11,19,1.133,10.6,0.688,9.573,36.2,0.706
6.0,34.483,33.466,56.0,21,30,57.441,51.56,5,35,51.0,403.48,45.5,21,0.0,8,22,1.126,9.8,0.656,7.911,41.2,0.676
5.0,44.813,42.862,73.0,17,37,76.797,68.738,4,42,68.0,527.07,50.5,31,1.5,10,27,1.129,5.9,0.63,7.751,45.6,0.659
5.0,45.818,43.884,75.0,17,38,79.295,70.84,5,43,70.0,542.09,51.5,32,1.4,11,27,1.133,7.1,0.627,7.744,45.7,0.655
4.886,33.784,31.632,47.0,17,28,49.504,45.658,0,30,45.0,488.29,41.5,17,2.2,6,22,1.1,0.0,0.703,10.851,37.8,0.751
4.067,27.938,28.465,43.0,12,27,47.803,44.127,0,28,42.0,380.34,37.0,15,7.1,8,19,1.138,0.0,0.678,9.056,35.7,0.665
4.222,29.023,27.105,40.0,12,24,43.089,39.774,0,25,39.0,438.23,34.0,15,2.6,6,18,1.105,0.0,0.695,11.237,38.5,0.744
4.52,34.131,33.337,52.0,21,30,54.282,49.691,1,33,49.0,401.44,46.5,19,0.0,6,24,1.108,2.0,0.68,8.193,38.8,0.697
6.0,45.245,43.228,69.0,22,38,72.99,65.742,5,42,65.0,552.5,55.0,27,3.1,10,28,1.123,7.7,0.665,8.5,41.5,0.696
5.4,30.051,28.983,46.0,22,26,48.192,43.138,5,29,43.0,343.42,41.0,17,0.0,6,20,1.121,11.6,0.674,7.987,39.5,0.699
5.4,31.813,30.509,49.0,22,27,51.607,46.022,5,30,46.0,357.45,42.0,19,0.0,6,21,1.122,10.9,0.663,7.771,41.3,0.692
5.4,47.693,46.54,77.0,27,42,81.601,73.171,8,47,72.0,570.67,61.5,30,0.0,13,29,1.133,11.1,0.646,7.926,41.7,0.662
7.149,36.034,34.772,56.0,18,31,59.73,53.334,6,34,53.0,414.51,46.0,22,0.0,8,23,1.127,11.3,0.656,7.821,41.5,0.68
5.0,28.159,26.906,44.0,16,24,47.82,42.643,6,26,42.0,346.46,36.0,18,0.0,9,15,1.139,14.3,0.641,8.249,42.9,0.67
6.658,33.387,31.498,52.0,12,27,57.034,50.414,5,29,50.0,436.37,36.0,23,4.0,8,19,1.141,10.0,0.63,8.727,46.0,0.668
7.167,31.625,29.972,49.0,12,26,53.619,47.531,5,28,47.0,422.34,35.0,21,4.3,8,18,1.141,10.6,0.638,8.986,44.7,0.673
6.237,34.796,33.0,57.0,12,28,61.608,54.069,5,31,54.0,383.52,38.0,26,1.9,7,21,1.141,9.3,0.611,7.102,48.1,0.644
7.959,41.563,39.06,63.0,17,34,67.821,60.509,7,37,60.0,544.53,47.5,26,1.7,11,23,1.13,11.7,0.651,9.075,43.3,0.693
6.886,31.75,30.105,46.0,17,27,49.709,44.84,5,29,44.0,450.37,38.5,17,4.5,9,18,1.13,11.4,0.684,10.236,38.6,0.722
5.0,27.819,26.531,45.0,10,23,49.106,43.123,6,25,43.0,312.42,33.0,20,0.0,7,16,1.142,14.0,0.617,7.266,46.5,0.647
5.4,35.466,34.964,56.0,12,32,61.429,55.749,5,34,54.0,463.92,43.0,22,1.9,12,20,1.138,9.3,0.647,8.591,40.7,0.657
5.2,31.75,30.893,49.0,22,28,51.947,46.534,5,31,46.0,375.44,43.0,18,2.2,7,21,1.129,10.9,0.672,8.162,39.1,0.69
6.116,34.557,33.535,54.0,12,30,59.01,53.094,5,32,52.0,431.92,41.0,22,1.9,10,20,1.135,9.6,0.645,8.306,42.3,0.665
5.2,34.142,33.405,52.0,12,31,56.807,51.833,6,33,50.0,466.95,44.0,19,2.0,13,18,1.136,12.0,0.668,9.339,38.0,0.683
5.4,18.517,17.886,29.0,11,16,30.365,27.167,3,18,27.0,213.26,24.5,11,0.0,4,12,1.125,11.1,0.662,7.899,40.7,0.686
5.4,30.046,28.961,46.0,22,26,46.694,42.036,4,30,42.0,340.41,42.0,16,0.0,5,21,1.112,9.5,0.69,8.105,38.1,0.715
5.4,25.978,25.323,40.0,17,23,41.535,37.447,3,26,37.0,307.35,35.5,14,2.7,5,18,1.123,8.1,0.684,8.307,37.8,0.702
7.699,29.955,29.391,46.0,17,27,48.113,43.691,4,30,43.0,360.4,41.5,16,0.0,7,20,1.119,9.3,0.684,8.381,37.2,0.697
6.0,31.96,31.412,49.0,17,29,51.611,46.793,5,32,46.0,387.43,44.5,17,0.0,8,21,1.122,10.9,0.683,8.422,37.0,0.695
5.0,23.886,24.052,37.0,11,23,39.492,36.251,4,25,35.0,312.31,34.5,12,0.0,8,15,1.128,11.4,0.687,8.923,34.3,0.682
8.262,23.739,23.149,37.0,11,21,39.488,35.48,4,23,35.0,282.33,31.5,14,0.0,6,15,1.128,11.4,0.661,8.067,40.0,0.678
5.0,30.932,30.159,49.0,11,27,53.152,47.785,4,29,47.0,368.43,38.5,20,0.0,8,19,1.131,8.5,0.642,7.839,42.6,0.658
6.0,37.012,35.541,60.0,11,31,64.77,57.429,6,34,57.0,422.54,43.5,26,0.0,9,22,1.136,10.5,0.624,7.413,45.6,0.649
6.0,29.722,28.939,47.0,11,26,51.026,45.676,5,28,45.0,353.42,37.5,19,0.0,8,18,1.134,11.1,0.643,7.854,42.2,0.66
5.0,31.409,31.106,48.0,17,29,50.322,46.018,4,32,45.0,388.41,44.5,16,0.0,8,21,1.118,8.9,0.691,8.631,35.6,0.698
7.0,40.012,38.541,63.0,17,34,67.77,60.429,6,37,60.0,458.57,49.5,26,0.0,9,25,1.13,10.0,0.642,7.643,43.3,0.667
6.0,40.534,38.594,66.0,11,33,71.6,63.196,6,36,63.0,450.6,45.5,30,0.0,9,24,1.137,9.5,0.613,7.152,47.6,0.643
5.0,27.989,27.665,43.0,23,26,45.069,40.8,6,29,40.0,346.38,40.5,14,0.0,8,18,1.127,15.0,0.692,8.659,35.0,0.7
8.469,37.688,36.665,61.0,24,33,60.069,54.567,3,40,54.0,439.5,53.0,21,0.0,7,26,1.112,5.6,0.679,8.139,38.9,0.698
6.84,50.739,48.793,81.0,30,43,81.228,73.203,4,51,73.0,570.69,68.0,30,0.0,8,35,1.113,5.5,0.668,7.818,41.1,0.695
5.4,30.631,29.532,45.0,22,27,46.954,42.625,4,30,42.0,378.46,42.0,15,2.4,7,20,1.118,9.5,0.703,9.011,35.7,0.729
6.0,18.966,18.58,29.0,11,17,30.076,27.393,2,19,27.0,226.25,26.5,10,0.0,4,13,1.114,7.4,0.688,8.38,37.0,0.702
6.046,18.966,18.58,29.0,11,17,30.076,27.393,2,19,27.0,226.25,26.5,10,0.0,4,13,1.114,7.4,0.688,8.38,37.0,0.702
7.097,20.727,20.106,32.0,11,18,33.491,30.276,2,20,30.0,240.28,27.5,12,0.0,4,14,1.116,6.7,0.67,8.009,40.0,0.691
6.174,22.182,21.821,34.0,11,20,35.701,32.604,2,22,32.0,268.29,30.5,12,0.0,5,15,1.116,6.3,0.682,8.384,37.5,0.693
5.268,31.58,30.346,49.0,11,27,53.072,47.862,4,29,47.0,388.49,39.5,20,0.0,9,18,1.129,8.5,0.646,8.266,42.6,0.672
6.553,20.727,20.106,32.0,11,18,33.491,30.276,2,20,30.0,240.28,27.5,12,0.0,4,14,1.116,6.7,0.67,8.009,40.0,0.691
6.553,20.727,20.106,32.0,11,18,33.491,30.276,2,20,30.0,240.28,27.5,12,0.0,4,14,1.116,6.7,0.67,8.009,40.0,0.691
6.167,20.727,20.106,32.0,11,18,33.491,30.276,2,20,30.0,240.28,27.5,12,0.0,4,14,1.116,6.7,0.67,8.009,40.0,0.691
6.699,22.012,21.897,34.0,16,21,35.03,31.705,6,24,31.0,278.3,34.0,10,0.0,7,14,1.13,19.4,0.706,8.977,32.3,0.71
6.237,19.517,18.886,30.0,11,17,31.365,28.167,3,19,28.0,225.27,26.5,11,0.0,4,13,1.12,10.7,0.675,8.045,39.3,0.697
8.523,25.5,24.676,40.0,11,22,42.903,38.363,4,24,38.0,296.36,32.5,16,0.0,6,16,1.129,10.5,0.649,7.799,42.1,0.671
8.0,28.745,28.171,44.0,17,26,45.986,41.582,5,29,41.0,345.39,40.5,15,0.0,7,19,1.122,12.2,0.687,8.424,36.6,0.701
6.237,20.727,20.106,32.0,11,18,33.491,30.276,2,20,30.0,240.28,27.5,12,0.0,4,14,1.116,6.7,0.67,8.009,40.0,0.691
6.276,23.835,23.03,36.0,11,21,38.119,34.782,3,23,34.0,303.37,32.5,13,0.0,7,14,1.121,8.8,0.677,8.923,38.2,0.701
5.377,23.983,23.933,36.0,11,23,38.123,35.553,3,25,34.0,333.35,35.5,11,0.0,9,14,1.121,8.8,0.704,9.804,32.4,0.705
5.699,35.932,35.471,55.0,27,33,57.832,52.116,5,37,51.0,445.48,51.5,18,5.9,8,25,1.134,9.8,0.696,8.735,35.3,0.705
7.577,41.613,40.004,63.0,6,39,70.829,67.117,0,40,62.0,670.21,48.0,23,0.0,26,13,1.142,0.0,0.645,10.81,37.1,0.671
4.523,42.807,40.132,70.0,12,33,75.849,66.643,4,36,67.0,450.64,44.0,34,0.0,7,26,1.132,6.0,0.599,6.726,50.7,0.639
5.569,20.273,19.392,31.0,11,17,32.282,28.949,2,19,29.0,224.28,26.5,12,0.0,3,14,1.113,6.9,0.669,7.734,41.4,0.699
5.4,27.819,26.531,45.0,10,23,49.106,43.123,6,25,43.0,312.42,33.0,20,0.0,7,16,1.142,14.0,0.617,7.266,46.5,0.647
7.174,23.835,23.03,36.0,11,21,38.119,34.782,3,23,34.0,303.37,32.5,13,0.0,7,14,1.121,8.8,0.677,8.923,38.2,0.701
7.854,25.597,24.557,39.0,11,22,41.534,37.665,3,24,37.0,317.4,33.5,15,0.0,7,15,1.123,8.1,0.664,8.578,40.5,0.692
7.222,29.262,28.203,46.0,21,25,48.318,43.247,4,28,43.0,334.41,38.5,18,0.0,6,19,1.124,9.3,0.656,7.777,41.9,0.681
5.128,25.489,24.633,39.0,21,22,39.907,36.16,2,25,36.0,290.34,35.5,14,0.0,4,18,1.109,5.6,0.684,8.065,38.9,0.708
6.174,27.5,26.676,43.0,21,24,44.903,40.363,4,27,40.0,320.38,37.5,16,0.0,6,18,1.123,10.0,0.667,8.009,40.0,0.688
6.585,28.256,27.181,44.0,21,24,45.82,41.145,3,27,41.0,319.39,37.5,17,0.0,5,19,1.118,7.3,0.663,7.79,41.5,0.689
5.674,29.114,28.009,44.0,21,25,45.764,41.469,3,28,41.0,353.83,38.5,16,2.4,6,19,1.116,7.3,0.683,8.63,39.0,0.71
6.569,32.784,31.256,52.0,21,27,55.149,49.014,4,30,49.0,362.47,40.5,22,0.0,6,21,1.125,8.2,0.638,7.397,44.9,0.669
6.523,38.313,36.331,62.0,21,31,65.478,57.883,5,35,58.0,417.56,45.5,27,0.0,7,24,1.129,8.6,0.626,7.199,46.6,0.661
6.538,41.08,38.88,67.0,21,33,71.391,62.869,6,37,63.0,446.61,47.5,30,0.0,8,25,1.133,9.5,0.617,7.089,47.6,0.652
5.604,36.103,34.111,58.0,21,29,62.351,54.774,6,32,55.0,390.54,42.5,26,0.0,7,22,1.134,10.9,0.62,7.101,47.3,0.656
6.237,26.983,26.345,42.0,21,24,44.034,39.549,4,27,39.0,322.37,37.5,15,2.6,6,18,1.129,10.3,0.676,8.266,38.5,0.692
6.013,37.864,35.638,61.0,21,30,65.766,57.658,6,33,58.0,404.57,43.5,28,0.0,7,23,1.134,10.3,0.614,6.975,48.3,0.653
7.222,38.767,37.046,63.0,21,32,66.687,59.211,5,36,59.0,433.56,46.5,27,0.0,8,24,1.13,8.5,0.628,7.348,45.8,0.657
5.928,35.302,33.289,56.0,21,28,59.481,52.68,3,31,53.0,375.51,41.5,25,0.0,5,23,1.122,5.7,0.628,7.085,47.2,0.666
6.8,26.193,25.864,40.0,18,24,42.697,38.807,4,26,38.0,322.35,36.0,14,0.0,7,17,1.124,10.5,0.681,8.483,36.8,0.689
7.7,27.989,27.665,43.0,22,26,45.069,40.8,6,29,40.0,346.38,41.0,14,0.0,8,18,1.127,15.0,0.692,8.659,35.0,0.7
5.4,34.415,32.654,55.0,12,28,60.505,53.425,6,30,53.0,404.95,38.0,25,1.9,9,19,1.142,11.3,0.616,7.641,47.2,0.649
5.0,36.597,34.718,57.0,17,30,61.161,54.523,4,33,54.0,475.4,41.5,24,3.7,8,22,1.133,7.4,0.643,8.804,44.4,0.678
5.5,35.477,34.47,53.0,17,32,56.472,51.396,7,35,50.0,471.97,46.5,18,2.0,12,20,1.129,14.0,0.689,9.439,36.0,0.71
5.4,34.029,32.751,54.0,17,29,56.232,50.232,5,33,50.0,387.48,43.5,21,0.0,7,22,1.125,10.0,0.655,7.75,42.0,0.681
5.0,23.597,22.268,38.0,15,19,40.983,35.811,5,21,36.0,255.36,28.5,17,0.0,5,14,1.138,13.9,0.619,7.093,47.2,0.655
5.18,31.648,30.369,49.0,12,26,53.614,48.356,0,27,48.0,354.43,36.0,22,0.0,5,21,1.117,0.0,0.633,7.384,45.8,0.659
5.4,37.642,36.025,58.0,11,32,64.128,57.541,5,34,56.0,532.46,41.5,24,5.4,12,20,1.145,8.9,0.643,9.508,42.9,0.672
5.0,42.159,41.756,65.0,29,39,69.453,62.53,7,43,61.0,529.57,58.5,22,4.9,11,28,1.139,11.5,0.685,8.681,36.1,0.691
5.4,31.722,30.64,51.0,17,27,54.489,48.527,4,30,48.0,368.45,38.5,21,2.1,7,20,1.135,8.3,0.638,7.676,43.8,0.661
5.0,35.995,35.797,53.0,24,34,54.942,50.596,4,38,49.0,476.89,52.0,15,6.1,9,25,1.121,8.2,0.731,9.732,30.6,0.735
5.4,22.534,22.239,34.0,11,21,37.412,34.327,4,22,33.0,308.35,30.5,12,0.0,9,12,1.134,12.1,0.674,9.344,36.4,0.683
5.4,33.756,33.213,52.0,27,31,53.983,48.785,7,35,48.0,411.46,49.5,17,0.0,9,22,1.125,14.6,0.692,8.572,35.4,0.703
5.8,33.637,33.702,53.0,18,32,57.623,51.763,7,35,50.0,441.46,46.0,18,6.0,11,21,1.152,14.0,0.674,8.829,36.0,0.673
5.4,25.074,24.214,38.0,22,22,39.152,35.043,5,25,35.0,287.35,36.0,13,0.0,5,17,1.119,14.3,0.692,8.21,37.1,0.716
5.0,32.239,30.971,51.0,18,27,55.358,49.342,4,29,49.0,366.46,38.0,22,0.0,7,20,1.13,8.2,0.632,7.479,44.9,0.658
5.4,30.881,30.048,46.0,22,28,48.535,43.945,6,31,43.0,394.47,43.0,15,2.3,9,19,1.129,14.0,0.699,9.174,34.9,0.718
7.538,29.597,28.557,44.0,17,26,45.534,41.665,3,29,41.0,365.44,41.5,15,0.0,7,19,1.111,7.3,0.697,8.913,36.6,0.722
4.036,16.767,16.402,28.0,10,15,29.947,26.487,5,17,26.0,205.25,22.0,11,0.0,6,9,1.152,19.2,0.631,7.894,42.3,0.645
5.4,33.068,31.943,49.0,22,29,51.369,46.803,4,32,46.0,453.32,44.0,17,2.2,8,21,1.117,8.7,0.694,9.855,37.0,0.719
7.469,33.836,32.741,49.0,27,30,49.568,44.927,5,34,45.0,385.45,51.5,15,0.0,5,25,1.102,11.1,0.728,8.566,33.3,0.752
5.4,32.574,31.745,49.0,22,29,51.472,46.898,4,32,46.0,408.87,44.0,17,2.2,8,21,1.119,8.7,0.69,8.888,37.0,0.708
5.4,29.302,28.199,47.0,17,25,50.236,44.309,6,28,44.0,338.43,36.5,19,2.3,7,18,1.142,13.6,0.641,7.692,43.2,0.666
5.0,27.978,27.323,42.0,23,25,43.535,39.447,3,28,39.0,331.37,39.5,14,2.6,5,20,1.116,7.7,0.701,8.497,35.9,0.717
4.699,31.801,31.127,48.0,22,29,51.081,46.309,6,32,45.0,459.31,43.0,16,4.4,10,19,1.135,13.3,0.692,10.207,35.6,0.707
6.0,41.336,38.798,63.0,21,33,67.571,60.087,5,36,60.0,484.47,47.5,27,3.3,8,25,1.126,8.3,0.647,8.074,45.0,0.689
5.0,44.006,41.755,68.0,17,36,73.405,65.625,5,39,65.0,530.5,49.5,29,3.1,10,26,1.129,7.7,0.642,8.162,44.6,0.677
5.0,32.841,30.157,51.0,10,25,55.404,49.051,4,27,49.0,380.59,33.0,24,0.0,8,17,1.131,8.2,0.615,7.767,49.0,0.67
5.9,23.625,22.417,34.0,16,20,34.124,31.178,2,23,31.0,327.19,32.0,11,3.2,4,16,1.101,6.5,0.723,10.555,35.5,0.762
5.0,47.074,44.858,74.0,26,39,75.893,67.767,5,45,68.0,515.66,61.0,29,0.0,7,32,1.116,7.4,0.66,7.583,42.6,0.692
7.9,33.807,32.488,52.0,24,29,52.109,46.92,4,34,47.0,378.46,49.0,18,0.0,5,24,1.109,8.5,0.691,8.052,38.3,0.719
5.4,26.358,24.795,42.0,16,21,45.398,39.694,5,23,40.0,281.4,31.0,19,0.0,5,16,1.135,12.5,0.62,7.035,47.5,0.659
5.4,27.461,26.992,41.0,23,25,42.666,38.632,3,28,38.0,333.36,39.5,13,5.3,5,20,1.123,7.9,0.71,8.773,34.2,0.723
5.0,39.563,38.257,62.0,17,34,66.971,60.047,5,37,59.0,485.99,47.5,25,3.4,10,24,1.135,8.5,0.648,8.237,42.4,0.671
5.4,28.818,27.621,40.0,17,25,40.656,37.913,1,28,37.0,392.67,37.5,12,8.1,6,19,1.099,2.7,0.747,10.613,32.4,0.779
5.4,22.87,21.911,33.0,16,20,33.207,30.396,3,23,30.0,328.18,32.0,10,3.3,5,15,1.107,10.0,0.73,10.939,33.3,0.762
5.4,30.807,30.197,45.0,18,28,46.558,42.913,3,31,42.0,391.83,43.0,14,2.4,7,21,1.109,7.1,0.719,9.329,33.3,0.733
5.4,31.71,30.896,48.0,18,28,50.03,45.473,3,31,45.0,371.42,43.0,17,0.0,6,22,1.112,6.7,0.687,8.254,37.8,0.705
5.5,42.949,41.924,69.0,20,38,71.11,63.941,6,44,63.0,512.59,58.0,25,1.6,10,28,1.129,9.5,0.665,8.136,39.7,0.682
5.4,35.972,33.707,53.0,23,29,55.361,49.662,3,32,50.0,399.55,44.5,21,0.0,5,24,1.107,6.0,0.674,7.991,42.0,0.719
5.9,35.222,33.223,53.0,22,29,55.943,49.982,5,32,50.0,403.55,44.0,21,0.0,7,22,1.119,10.0,0.664,8.071,42.0,0.704
8.0,43.466,40.953,64.0,22,36,67.159,60.498,6,40,60.0,539.53,53.0,24,3.3,10,26,1.119,10.0,0.683,8.992,40.0,0.724
5.692,35.012,34.25,55.0,12,31,60.219,54.422,5,33,53.0,447.92,42.0,22,1.9,11,20,1.136,9.4,0.646,8.451,41.5,0.661
6.0,33.722,32.939,52.0,17,30,55.026,49.676,5,33,49.0,401.46,45.5,19,0.0,8,22,1.123,10.2,0.672,8.193,38.8,0.688
7.0,28.745,28.171,44.0,17,26,45.986,41.582,5,29,41.0,345.39,40.5,15,0.0,7,19,1.122,12.2,0.687,8.424,36.6,0.701
5.4,30.807,29.488,47.0,22,26,49.109,43.92,4,29,44.0,342.43,41.0,18,0.0,5,21,1.116,9.1,0.67,7.782,40.9,0.7
5.0,30.415,29.828,49.0,20,27,52.283,46.971,4,30,46.0,370.42,40.0,19,2.2,8,19,1.137,8.7,0.648,8.053,41.3,0.661
5.41,29.432,28.152,44.0,12,25,48.518,44.084,3,26,43.0,383.89,35.0,18,2.3,9,16,1.128,7.0,0.655,8.928,41.9,0.684
5.4,29.063,28.314,44.0,12,26,48.74,44.196,5,27,43.0,375.45,38.0,17,0.0,10,16,1.133,11.6,0.658,8.731,39.5,0.676
5.4,36.012,34.83,56.0,12,31,62.322,56.283,4,32,55.0,448.55,43.0,24,0.0,11,20,1.133,7.3,0.633,8.155,43.6,0.655
4.699,33.33,31.542,52.0,22,27,54.939,48.687,4,30,49.0,358.48,41.0,22,0.0,5,22,1.121,8.2,0.644,7.316,44.9,0.68
5.4,25.591,24.955,38.0,17,23,38.934,35.702,3,26,35.0,325.77,35.5,12,2.9,6,17,1.112,8.6,0.713,9.308,34.3,0.731
5.0,27.046,25.961,42.0,21,23,43.694,39.036,4,26,39.0,304.38,36.5,16,0.0,5,18,1.12,10.3,0.666,7.805,41.0,0.693
5.4,24.904,23.369,39.0,11,20,41.74,37.222,3,22,37.0,291.41,29.5,17,0.0,6,14,1.128,8.1,0.632,7.876,45.9,0.673
5.0,33.222,32.661,53.0,12,30,58.665,52.872,5,32,51.0,441.51,41.0,21,3.9,12,18,1.15,9.8,0.64,8.657,41.2,0.651
5.0,34.171,32.33,48.0,18,29,49.917,45.644,4,32,45.0,443.38,43.0,16,4.4,8,21,1.109,8.9,0.718,9.853,35.6,0.759
