pXC50,Eig04_EA.ed.,SM13_AEA.dm.,Eig04_AEA.bo.,Eig04_AEA.ed.,Eig09_AEA.dm.,SpMax7_Bh.m.,LLS_01,SM10_EA.bo.,GGI2,SM13_EA.bo.,SM12_EA.bo.,Depressant.80,SM11_EA.bo.,SM03_AEA.bo.,Eig08_AEA.bo.,ZM1Per,Eig12_AEA.dm.,SM04_EA.bo.,Eig08_EA.bo.,SpMax6_Bh.s.,Eta_betaS,Eta_F,CMC.80,Eig08_EA,SM02_AEA.dm.,Eig08_EA.ri.,ZM1V,SM02_AEA.bo.,ATS3s,ZM2V,SpMax7_Bh.p.,cRo5,ZM2MulPer,Eig08_AEA.ri.,AECC,Eig06_AEA.ed.,ATS1s,Xu,Eig08_AEA.dm.,ZM2Kup,HVcpx,VAR,Eig06_EA.bo.,IC2,MSD,Eig15_EA,SM09_AEA.dm.,Inflammat.80,ZM1MulPer,SpMaxA_AEA.bo.,ATS2s,RDCHI,SpMaxA_AEA.ri.,ECC,ON0,SpMax5_Bh.s.,TIC1,ZM1Mad,Psi_i_s,GGI10,Infective.80,GMTIV,CSI,SpMaxA_AEA.ed.,ZM2Per,Eta_epsi,SpMin7_Bh.p.
10.319,9.549,9.549,4.157,6.362,3.831,3.856,0.17,15.899,29.111,19.894,18.563,0,17.134,8.17,4.105,5192.67,3.8,8.777,3.315,7.461,157.25,545.424,0,2.948,2.948,2.89,3762.0,7.002,8.356,3193.0,3.726,0,3407.26,3.931,67.425,6.257,7.437,141.406,3.843,3424.8,5.942,6165.0,3.478,5.485,37.623,2.812,2.812,0,4109.74,0.018,8.014,15.034,0.016,16654.0,144.833,7.471,1813.04,1383.96,708.667,5.105,0,12944100.0,33998.0,0.026,4894.68,296.0,2.005
10.06,9.549,9.549,4.157,6.362,3.83,3.856,0.17,15.895,28.889,19.892,18.561,0,17.13,8.154,4.105,5102.03,3.799,8.765,3.315,7.461,154.75,528.928,0,2.948,2.948,2.889,3694.0,6.986,8.341,3142.0,3.726,0,3352.57,3.93,67.568,6.256,7.419,140.059,3.843,3369.32,5.942,5980.0,3.478,5.49,37.836,2.811,2.811,0,4033.95,0.018,7.994,14.965,0.016,16419.0,142.5,7.471,1786.22,1362.72,695.0,4.956,0,12552700.0,33532.0,0.026,4819.01,291.133,2.005
10.167,9.549,9.549,4.157,6.362,3.83,3.856,0.17,15.901,29.333,19.894,18.564,0,17.135,8.176,4.103,5206.64,3.798,8.785,3.315,7.461,159.25,550.384,0,2.947,2.947,2.886,3768.0,7.01,8.361,3211.0,3.727,0,3426.18,3.928,67.348,6.257,7.449,142.437,3.841,3442.12,5.939,6308.0,3.477,5.512,37.525,2.81,2.81,0,4114.54,0.018,8.022,15.126,0.016,16837.0,146.333,7.471,1854.64,1396.66,711.667,5.104,0,13123100.0,34361.0,0.026,4920.95,299.933,2.005
10.137,9.76,9.76,4.164,6.411,3.834,3.856,0.17,15.916,30.444,19.904,18.576,0,17.149,8.203,4.113,5360.08,3.802,8.808,3.316,7.461,163.75,571.266,0,2.952,2.952,2.893,3880.0,7.037,8.395,3303.0,3.727,0,3523.78,3.935,69.412,6.257,7.478,145.253,3.846,3542.0,5.983,6644.0,3.478,5.514,38.483,2.829,2.829,0,4237.03,0.017,8.051,15.388,0.016,17839.0,150.833,7.471,1906.64,1437.03,733.5,5.361,0,14231100.0,36379.0,0.025,5064.85,308.867,2.008
10.097,9.549,9.549,4.157,6.362,3.831,3.856,0.17,15.898,28.889,19.893,18.563,0,17.132,8.159,4.102,5110.28,3.799,8.772,3.313,7.46,156.25,533.501,0,2.947,2.947,2.887,3696.0,6.992,8.343,3156.0,3.726,0,3367.55,3.929,67.216,6.257,7.428,140.672,3.842,3382.64,5.935,6072.0,3.478,5.515,37.469,2.811,2.811,0,4034.68,0.018,8.0,15.022,0.016,16468.0,143.5,7.471,1819.59,1371.42,696.5,4.931,0,12563100.0,33628.0,0.026,4840.11,293.767,2.005
7.301,9.705,9.705,4.158,6.399,3.829,3.823,0.17,15.846,29.333,19.856,18.516,0,17.091,8.147,4.104,5146.14,3.8,8.739,3.306,7.471,154.0,524.823,0,2.95,2.95,2.888,3734.0,6.977,8.339,3151.0,3.692,0,3365.21,3.93,67.402,6.335,7.418,139.283,3.846,3387.1,5.934,6206.0,3.329,5.416,37.581,2.814,2.814,0,4082.49,0.018,8.008,14.834,0.017,16244.0,142.833,7.472,1755.22,1356.78,699.833,4.911,0,12478500.0,33057.0,0.027,4832.42,290.067,2.004
8.432,9.549,9.549,4.157,6.362,3.831,3.856,0.17,15.905,29.333,19.896,18.567,0,17.138,8.181,4.106,5277.88,3.8,8.791,3.315,7.471,159.0,556.14,0,2.949,2.949,2.89,3824.0,7.012,8.361,3245.0,3.726,0,3463.72,3.931,67.341,6.257,7.449,142.089,3.843,3482.36,5.938,6260.0,3.478,5.496,37.536,2.812,2.812,0,4178.59,0.018,8.03,15.088,0.016,16768.0,146.167,7.472,1832.44,1398.39,717.833,5.105,0,13291600.0,34224.0,0.026,4972.84,298.267,2.005
8.62,9.549,9.549,4.157,6.362,3.831,3.856,0.17,15.888,29.111,19.889,18.556,0,17.125,8.138,4.1,5054.48,3.798,8.749,3.314,7.471,151.75,513.547,0,2.945,2.945,2.885,3664.0,6.97,8.329,3102.0,3.726,0,3308.54,3.927,67.544,6.256,7.399,138.634,3.842,3329.88,5.94,5799.0,3.477,5.423,37.826,2.812,2.812,0,4001.09,0.018,7.985,14.865,0.017,16143.0,140.167,7.472,1733.47,1343.15,686.833,4.807,0,12227000.0,32984.0,0.027,4761.58,286.367,2.004
6.0,9.708,9.708,4.158,6.399,3.817,3.797,0.17,15.835,29.778,19.851,18.509,0,17.083,8.126,4.095,4956.75,3.772,8.715,3.304,7.472,151.5,498.144,0,2.948,2.948,2.883,3588.0,6.959,8.327,3054.0,3.695,0,3256.16,3.928,71.265,6.362,7.397,138.783,3.824,3286.2,6.004,6062.0,3.329,5.355,39.108,2.792,2.792,0,3919.35,0.019,7.983,15.006,0.017,16961.0,140.667,7.472,1728.79,1317.98,680.167,4.712,0,12099100.0,34524.0,0.027,4685.04,287.167,2.007
9.921,9.549,9.549,4.157,6.362,3.831,3.856,0.17,15.899,28.889,19.894,18.564,0,17.133,8.161,4.105,5124.58,3.8,8.773,3.315,7.436,157.0,537.374,0,2.948,2.948,2.887,3708.0,6.995,8.349,3161.0,3.726,0,3373.05,3.93,67.537,6.256,7.434,141.09,3.843,3386.97,5.943,6118.0,3.478,5.517,37.721,2.811,2.811,0,4046.95,0.018,8.0,15.046,0.016,16614.0,144.0,7.462,1829.2,1375.67,700.0,5.022,0,12764800.0,33919.0,0.026,4848.72,295.167,2.005
10.337,9.549,9.549,4.157,6.362,3.832,3.856,0.17,15.906,29.333,19.897,18.567,0,17.139,8.183,4.106,5259.14,3.801,8.794,3.315,7.461,159.0,559.104,0,2.949,2.949,2.89,3806.0,7.014,8.361,3243.0,3.727,0,3460.38,3.931,64.589,6.257,7.437,141.107,3.845,3478.6,5.876,6132.0,3.478,5.469,35.917,2.812,2.812,0,4155.92,0.018,8.018,14.871,0.016,16018.0,144.667,7.471,1809.27,1399.21,710.333,5.286,0,12660000.0,32798.0,0.026,4971.94,296.2,2.004
10.237,9.549,9.549,4.157,6.362,3.832,3.856,0.17,15.903,29.111,19.896,18.566,0,17.137,8.176,4.105,5201.86,3.801,8.786,3.315,7.46,158.75,552.602,0,2.948,2.948,2.889,3762.0,7.009,8.358,3213.0,3.727,0,3427.31,3.93,64.81,6.257,7.435,141.114,3.845,3444.54,5.877,6212.0,3.478,5.514,35.94,2.812,2.812,0,4105.59,0.018,8.012,14.88,0.016,16073.0,144.333,7.471,1826.17,1394.66,704.667,5.286,0,12517000.0,32912.0,0.026,4927.96,296.633,2.005
10.108,9.549,9.549,4.157,6.362,3.832,3.856,0.17,15.901,28.889,19.895,18.564,0,17.135,8.163,4.105,5145.2,3.801,8.776,3.315,7.46,157.0,540.132,0,2.948,2.948,2.887,3722.0,6.996,8.348,3175.0,3.726,0,3386.53,3.93,65.363,6.256,7.424,140.201,3.845,3403.57,5.886,6072.0,3.478,5.528,36.414,2.811,2.811,0,4059.87,0.018,7.998,14.843,0.016,16014.0,142.5,7.471,1810.32,1378.86,696.5,5.204,0,12369300.0,32827.0,0.026,4873.98,293.233,2.004
10.119,9.549,9.549,4.157,6.362,3.832,3.856,0.17,15.9,29.111,19.894,18.564,0,17.134,8.165,4.104,5150.92,3.801,8.777,3.315,7.46,157.5,539.544,0,2.948,2.948,2.887,3726.0,6.999,8.351,3179.0,3.727,0,3390.47,3.93,65.862,6.256,7.427,140.851,3.845,3407.57,5.897,6118.0,3.478,5.519,37.166,2.81,2.81,0,4063.95,0.018,8.001,14.948,0.016,16202.0,143.0,7.471,1818.71,1382.86,698.0,5.253,0,12607600.0,33238.0,0.026,4879.17,294.533,2.01
9.229,9.549,9.549,4.157,6.362,3.83,3.855,0.17,15.886,29.333,19.888,18.555,0,17.124,8.138,4.1,5005.68,3.793,8.748,3.314,7.471,151.5,509.695,0,2.944,2.944,2.885,3624.0,6.97,8.326,3083.0,3.725,0,3288.74,3.927,68.1,6.256,7.394,138.687,3.842,3306.9,5.946,6014.0,3.477,5.454,37.928,2.811,2.811,0,3957.43,0.018,7.977,14.909,0.017,16276.0,140.167,7.471,1740.21,1340.19,680.833,4.787,0,12037400.0,33257.0,0.027,4729.3,286.133,2.004
10.26,9.549,9.549,4.157,6.362,3.83,3.855,0.17,15.888,29.333,19.888,18.556,0,17.125,8.14,4.1,4986.9,3.793,8.751,3.314,7.461,151.5,512.781,0,2.944,2.944,2.885,3606.0,6.972,8.325,3081.0,3.726,0,3285.17,3.926,65.496,6.256,7.382,137.684,3.842,3303.14,5.89,5968.0,3.477,5.448,36.241,2.811,2.811,0,3934.66,0.018,7.965,14.677,0.017,15588.0,138.667,7.471,1718.83,1341.01,673.333,4.969,0,11440900.0,31961.0,0.027,4727.9,284.067,2.004
5.222,6.299,6.299,3.632,5.194,1.0,2.791,0.5,15.061,3.111,19.371,17.942,0,16.44,5.936,2.408,414.76,-0.061,6.977,1.392,4.174,13.0,20.177,1,1.0,1.0,1.0,286.0,4.71,5.715,286.0,2.735,1,303.892,2.0,7.348,4.786,4.992,21.604,1.075,299.665,2.82,75.0,1.901,4.044,4.651,-1.0,-1.0,0,306.712,0.195,5.436,3.15,0.18,169.0,13.5,4.557,152.659,123.324,53.833,0.0,0,10501.0,337.0,0.294,446.56,25.581,1.239
5.125,6.27,6.27,3.628,5.178,1.0,2.693,0.5,15.017,3.111,19.312,17.889,0,16.39,5.89,2.405,396.47,-0.137,6.946,1.389,4.043,12.5,17.186,1,1.0,1.0,1.0,274.0,4.654,5.686,272.0,2.723,1,289.702,2.0,7.318,4.669,4.936,20.841,1.067,285.665,2.825,70.0,1.788,3.876,4.596,-1.0,-1.0,0,293.637,0.202,5.407,3.091,0.187,161.0,13.0,4.191,141.373,119.324,50.833,0.0,0,9241.0,322.0,0.305,424.7,24.881,1.239
6.155,6.308,6.308,3.631,5.196,1.173,2.993,0.5,15.039,3.111,19.341,17.915,0,16.415,6.0,2.5,432.03,0.684,6.988,1.5,4.178,15.5,19.35,0,1.259,1.259,1.249,298.0,4.812,5.904,298.0,2.995,1,315.869,2.252,10.071,4.801,5.139,26.17,1.312,311.665,3.181,142.0,1.911,4.022,5.861,-0.455,-0.455,0,318.299,0.161,5.63,3.658,0.149,282.0,16.0,4.213,183.201,143.324,59.833,0.099,0,15255.0,566.0,0.243,463.68,32.681,1.438
5.022,6.552,6.552,3.649,5.406,1.175,2.81,0.33,15.141,3.333,19.473,18.035,1,16.531,6.01,2.5,514.67,0.424,7.038,1.5,4.48,14.75,23.418,1,1.129,1.129,1.074,362.0,4.779,5.827,338.0,2.735,1,362.526,2.085,7.44,4.829,5.094,23.133,1.461,359.847,2.819,85.0,2.145,4.109,4.799,-1.0,-1.0,1,389.239,0.181,5.608,3.257,0.168,186.0,14.833,4.575,161.655,138.527,63.0,0.0,1,14823.0,369.0,0.275,532.72,28.514,1.239
6.398,6.307,6.307,3.631,5.196,1.0,2.81,0.5,15.039,3.111,19.341,17.915,0,16.415,5.928,2.407,408.99,0.189,6.966,1.392,4.102,13.5,18.113,0,1.058,1.058,1.038,282.0,4.71,5.761,282.0,2.735,1,299.222,2.042,7.417,4.799,5.008,22.434,1.133,295.665,2.825,80.0,1.866,3.958,4.779,-1.0,-1.0,0,301.653,0.187,5.487,3.233,0.173,178.0,14.0,4.194,156.771,127.324,53.833,0.0,0,10643.0,354.0,0.282,440.62,27.481,1.239
6.0,6.312,6.312,3.632,5.198,1.093,2.84,0.5,15.04,3.333,19.342,17.916,0,16.416,5.995,2.5,423.45,0.369,6.99,1.5,4.177,14.5,18.958,0,1.161,1.161,1.106,292.0,4.779,5.856,292.0,2.758,1,310.871,2.117,7.885,4.818,5.083,24.142,1.22,305.665,2.919,90.0,2.174,3.978,5.126,-1.0,-1.0,0,312.768,0.173,5.566,3.392,0.16,205.0,15.333,4.248,171.871,137.324,57.167,0.0,0,12489.0,407.0,0.261,455.72,30.081,1.239
5.745,6.308,6.308,3.631,5.196,1.203,3.051,0.5,15.039,3.111,19.341,17.915,0,16.415,6.017,2.5,437.79,0.844,6.993,1.5,4.182,16.0,19.586,0,1.389,1.389,1.384,302.0,4.836,5.937,302.0,3.081,1,320.031,2.386,10.931,4.801,5.17,27.146,1.421,315.665,3.276,161.0,1.919,3.982,6.23,-0.262,-0.262,0,322.461,0.156,5.662,3.773,0.144,317.0,16.5,4.22,188.844,147.324,61.333,0.14,0,16808.0,638.0,0.235,469.44,33.981,1.507
6.658,6.432,6.432,3.638,5.33,1.039,2.812,0.5,15.078,3.111,19.394,17.962,0,16.461,5.978,2.429,420.33,0.193,6.992,1.422,4.103,14.0,18.78,0,1.101,1.101,1.055,288.0,4.754,5.848,294.0,2.735,1,311.199,2.063,7.44,4.84,5.045,23.151,1.161,308.423,2.815,85.0,2.025,3.871,4.812,-1.0,-1.0,0,308.802,0.181,5.547,3.266,0.167,186.0,14.833,4.195,162.369,133.988,55.667,0.0,0,11268.0,369.0,0.274,458.88,28.781,1.239
4.699,5.234,5.234,3.287,4.867,0.938,2.84,0.5,14.922,2.222,19.225,17.802,0,16.294,5.798,2.267,329.8,0.067,6.85,1.255,3.94,12.75,15.922,0,1.0,1.0,1.0,222.0,4.625,5.559,240.0,2.825,1,252.034,2.0,7.87,3.768,4.922,21.911,1.0,244.332,2.917,88.0,1.665,4.048,4.91,-0.903,-0.903,0,233.955,0.193,5.363,3.299,0.178,181.0,12.5,4.056,148.897,113.493,45.5,0.012,0,8050.0,364.0,0.291,372.08,25.967,1.299
6.523,6.433,6.433,3.638,5.33,1.161,2.952,0.5,15.078,3.111,19.394,17.962,0,16.461,6.012,2.5,431.85,0.42,7.003,1.5,4.157,15.0,19.465,0,1.221,1.221,1.171,296.0,4.804,5.916,302.0,2.977,1,319.523,2.185,8.519,4.843,5.111,24.94,1.367,316.423,2.975,110.0,2.036,3.987,5.247,-0.667,-0.667,0,317.126,0.168,5.617,3.464,0.155,230.0,15.833,4.201,176.629,141.988,58.667,0.029,0,13322.0,458.0,0.255,470.42,31.381,1.384
4.699,4.973,4.973,3.25,4.764,0.91,2.79,0.67,14.888,2.222,19.185,17.765,1,16.257,5.754,2.083,316.32,-0.168,6.819,1.056,3.873,11.75,15.011,1,1.0,1.0,0.97,214.0,4.564,5.451,228.0,2.764,1,241.543,1.973,7.762,3.68,4.844,20.312,1.0,232.332,2.886,78.0,1.646,4.173,4.726,-1.0,-1.0,1,226.349,0.21,5.276,3.164,0.194,163.0,11.5,3.962,137.399,105.493,42.5,0.012,1,6888.0,330.0,0.317,352.42,23.367,1.191
6.602,6.433,6.433,3.638,5.33,1.161,2.837,0.5,15.078,3.111,19.394,17.962,0,16.461,5.995,2.5,426.09,0.337,6.997,1.5,4.135,14.5,19.145,0,1.181,1.181,1.136,292.0,4.779,5.883,298.0,2.848,1,315.361,2.147,7.808,4.842,5.079,24.024,1.271,312.423,2.879,90.0,2.032,3.943,5.001,-1.0,-1.0,0,312.964,0.174,5.583,3.361,0.161,203.0,15.333,4.198,169.871,137.988,57.167,0.0,0,12217.0,403.0,0.264,464.66,30.081,1.294
6.0,6.299,6.299,3.631,5.194,1.0,2.795,0.5,15.037,3.111,19.339,17.914,0,16.414,5.909,2.406,403.19,-0.06,6.96,1.39,4.067,13.0,17.686,1,1.0,1.0,1.0,278.0,4.682,5.721,278.0,2.735,1,294.883,2.0,7.348,4.786,4.972,21.604,1.094,291.665,2.82,75.0,1.842,3.806,4.651,-1.0,-1.0,0,297.407,0.194,5.449,3.15,0.18,169.0,13.5,4.192,147.272,123.324,52.333,0.0,0,9870.0,337.0,0.294,434.38,26.181,1.239
6.456,6.308,6.308,3.631,5.196,1.121,2.944,0.5,15.039,3.111,19.341,17.915,0,16.415,5.983,2.5,426.27,0.532,6.982,1.5,4.17,15.0,19.091,0,1.172,1.172,1.123,294.0,4.787,5.87,294.0,2.911,1,311.708,2.132,9.185,4.801,5.108,25.2,1.241,307.665,3.08,123.0,1.901,4.052,5.524,-0.571,-0.571,0,314.137,0.167,5.596,3.545,0.154,248.0,15.5,4.206,177.284,139.324,58.333,0.07,0,13866.0,496.0,0.252,457.92,31.381,1.368
6.125,6.308,6.308,3.631,5.196,1.063,2.83,0.5,15.039,3.111,19.341,17.915,0,16.415,5.947,2.442,414.75,0.331,6.971,1.439,4.134,14.0,18.48,0,1.15,1.15,1.097,286.0,4.736,5.798,286.0,2.751,1,303.384,2.108,7.8,4.801,5.042,23.319,1.186,299.665,2.892,85.0,1.88,4.025,4.973,-1.0,-1.0,0,305.814,0.18,5.525,3.33,0.166,195.0,14.5,4.197,164.269,131.324,55.333,0.0,0,11564.0,388.0,0.271,446.4,28.781,1.239
4.387,6.234,6.234,3.483,5.131,1.446,2.79,0.33,15.199,2.667,19.488,18.07,1,16.569,5.953,2.796,509.76,0.359,7.098,1.854,4.319,14.0,20.713,1,1.321,1.321,1.295,354.0,4.736,5.614,346.0,2.719,1,370.061,2.311,9.636,4.235,4.927,21.961,1.532,352.34,3.288,62.0,2.055,4.381,5.945,-1.0,-1.0,1,378.681,0.186,5.363,3.506,0.164,212.0,11.333,4.341,133.205,148.644,53.0,0.114,1,16665.0,456.0,0.26,539.21,22.967,1.043
4.699,7.514,7.514,3.83,5.74,1.707,2.799,0.33,15.358,3.333,19.689,18.252,1,16.747,6.045,2.81,636.48,0.495,7.207,1.873,4.493,14.75,21.542,1,1.387,1.387,1.34,454.0,4.796,5.81,405.0,2.737,1,432.067,2.367,10.304,4.618,4.958,22.794,1.895,395.55,3.363,73.0,2.439,4.329,6.164,-0.919,-0.919,0,492.986,0.181,5.422,3.526,0.16,237.0,12.5,4.777,131.246,186.908,61.056,0.134,1,25208.0,506.0,0.254,633.09,23.838,1.025
4.26,7.529,7.529,3.838,5.749,1.707,2.795,0.33,15.402,3.333,19.704,18.277,1,16.784,6.114,2.832,635.65,0.541,7.275,1.954,5.038,15.5,25.783,1,1.403,1.403,1.343,446.0,4.868,5.864,422.0,2.735,1,451.789,2.37,10.958,4.432,5.095,23.729,1.866,442.189,3.438,80.0,2.29,4.4,6.471,-0.861,-0.861,1,486.914,0.174,5.641,3.629,0.154,263.0,13.0,6.402,138.505,166.046,69.167,0.147,1,27425.0,558.0,0.242,653.86,25.4,1.054
4.137,6.232,6.232,3.483,5.131,1.446,2.796,0.33,15.188,2.667,19.477,18.058,1,16.557,5.935,2.794,520.58,0.347,7.086,1.854,4.287,12.75,18.62,1,1.321,1.321,1.274,362.0,4.71,5.633,352.0,2.72,1,375.34,2.302,9.524,4.198,4.871,21.088,1.532,341.314,3.263,60.0,2.047,4.073,5.759,-1.0,-1.0,1,390.035,0.194,5.29,3.424,0.17,200.0,10.833,4.471,112.697,172.962,52.833,0.094,1,16366.0,433.0,0.271,549.72,21.233,1.003
4.222,5.984,5.984,3.477,5.014,1.0,2.687,0.5,15.084,2.222,19.377,17.958,1,16.448,5.875,2.5,448.77,0.254,7.016,1.5,3.852,12.5,17.978,1,1.0,1.0,1.0,310.0,4.663,5.469,309.0,2.717,1,328.468,2.0,9.45,4.133,4.807,20.265,1.446,310.794,3.245,62.0,2.044,4.0,5.634,-1.0,-1.0,1,332.42,0.203,5.252,3.384,0.178,189.0,10.0,4.337,110.0,135.765,47.833,0.068,1,13011.0,412.0,0.284,477.81,20.2,1.042
4.022,7.535,7.535,3.846,5.75,1.896,3.045,0.17,15.419,3.778,19.666,18.262,0,16.765,6.346,3.017,764.37,1.526,7.445,2.267,5.071,20.25,35.82,1,1.524,1.524,1.464,534.0,5.121,6.099,512.0,2.905,1,546.538,2.487,14.688,5.204,5.338,30.749,2.349,528.946,3.833,148.0,2.918,4.644,8.661,0.367,0.367,0,576.541,0.128,5.856,4.452,0.113,470.0,16.667,6.351,189.49,209.84,84.167,0.197,1,57338.0,1007.0,0.179,796.21,33.467,1.329
4.921,6.232,6.232,3.483,5.131,1.446,2.79,0.17,15.188,2.667,19.477,18.058,1,16.557,5.935,2.794,520.78,0.347,7.086,1.854,4.273,13.25,18.895,1,1.321,1.321,1.221,366.0,4.71,5.593,344.0,2.719,1,366.11,2.311,9.524,4.198,4.836,21.088,1.532,338.657,3.263,60.0,2.047,4.261,5.759,-1.0,-1.0,1,394.497,0.194,5.292,3.424,0.171,200.0,10.833,4.338,118.697,157.285,51.611,0.094,1,16582.0,433.0,0.271,535.22,21.286,1.011
7.475,7.525,7.525,3.857,5.748,1.996,3.215,0.17,14.913,4.889,18.849,17.573,0,16.129,6.398,3.078,927.38,1.517,7.345,2.208,6.471,22.25,42.096,0,1.695,1.695,1.583,670.0,5.173,6.263,569.0,2.958,1,610.275,2.634,16.917,5.337,5.447,34.193,2.132,612.064,3.998,190.0,3.033,4.767,9.952,0.509,0.509,0,728.386,0.117,6.308,4.703,0.11,609.0,20.083,7.427,224.795,229.11,104.528,0.318,0,92638.0,1268.0,0.187,897.63,39.795,1.425
7.947,7.764,7.764,4.023,5.748,2.075,3.368,0.17,15.613,5.111,19.967,18.522,0,16.996,6.514,3.318,866.91,1.817,7.557,2.54,4.829,24.75,44.255,0,1.975,1.975,1.829,608.0,5.307,6.249,576.0,3.09,0,612.738,2.924,17.154,5.509,5.44,36.004,2.301,582.057,4.017,248.0,2.925,4.532,9.661,1.0,1.0,0,655.145,0.108,5.927,4.99,0.098,669.0,19.833,4.911,234.071,251.176,91.556,0.305,0,88233.0,1453.0,0.159,893.46,40.371,1.433
8.18,8.458,8.458,3.94,5.988,2.129,3.402,0.17,15.608,5.778,19.927,18.495,0,16.978,6.548,3.387,911.28,1.647,7.598,2.756,4.769,24.75,44.451,0,1.951,1.951,1.893,640.0,5.336,6.276,604.0,3.155,0,641.666,2.926,18.075,5.698,5.464,36.951,2.314,610.27,4.088,258.0,3.141,4.913,10.199,1.0,1.0,0,688.455,0.104,5.943,5.124,0.094,723.0,20.333,4.832,249.99,306.989,93.861,0.264,0,100225.0,1570.0,0.152,934.47,40.519,1.503
8.237,7.607,7.607,3.852,5.749,1.918,3.102,0.17,15.726,4.667,20.098,18.646,0,17.131,6.377,3.061,666.44,1.421,7.526,2.326,4.622,19.5,33.731,0,1.609,1.609,1.555,458.0,5.133,6.009,464.0,3.125,1,495.941,2.575,13.813,5.018,5.269,30.322,1.93,471.798,3.698,150.0,2.773,4.525,7.989,0.101,0.101,0,492.944,0.132,5.705,4.305,0.119,442.0,17.0,4.714,205.82,195.36,72.444,0.181,0,41974.0,948.0,0.192,719.01,33.019,1.496
7.199,7.526,7.526,3.848,5.748,1.928,3.24,0.17,15.518,4.222,19.804,18.385,0,16.883,6.392,3.045,804.69,1.546,7.483,2.318,4.828,21.0,37.812,0,1.546,1.546,1.483,564.0,5.173,6.089,536.0,3.0,1,573.113,2.505,15.382,5.22,5.345,32.352,1.943,539.464,3.871,172.0,2.864,4.941,8.988,0.537,0.537,0,607.333,0.122,5.796,4.605,0.109,523.0,17.667,4.852,214.915,228.375,83.278,0.222,0,65209.0,1130.0,0.177,828.7,35.019,1.353
7.706,7.516,7.516,3.848,5.701,1.928,3.379,0.17,15.537,4.222,19.878,18.44,0,16.914,6.383,2.982,786.25,1.496,7.469,2.083,4.655,21.75,36.758,0,1.696,1.696,1.556,554.0,5.186,6.116,518.0,3.135,0,549.968,2.63,17.333,4.889,5.364,34.241,1.953,518.943,4.023,234.0,2.763,4.749,9.904,0.847,0.847,0,595.446,0.118,5.82,4.891,0.106,624.0,18.333,4.745,226.366,275.747,82.028,0.223,0,75428.0,1333.0,0.172,796.63,36.952,1.478
6.742,7.525,7.525,3.844,5.748,1.836,3.178,0.17,16.181,4.667,20.777,19.244,0,17.683,6.329,2.981,705.87,1.202,7.531,2.042,4.828,17.75,33.221,1,1.544,1.544,1.5,492.0,5.064,6.108,476.0,2.914,1,510.082,2.521,12.5,4.817,5.187,28.507,1.906,458.696,3.581,132.0,2.554,4.574,7.306,-0.382,-0.382,0,538.946,0.154,5.85,4.0,0.136,375.0,16.75,4.913,191.016,219.246,77.694,0.227,1,38862.0,782.0,0.232,738.05,32.119,1.239
8.229,7.524,7.524,3.944,5.748,1.908,3.334,0.17,15.596,4.667,19.954,18.508,0,16.981,6.413,3.037,797.93,1.526,7.507,2.199,4.829,21.25,39.921,0,1.609,1.609,1.572,562.0,5.197,6.134,526.0,3.069,0,558.925,2.593,15.686,5.114,5.354,33.019,1.929,528.818,3.892,203.0,2.877,4.542,8.967,0.742,0.742,0,607.526,0.122,5.823,4.666,0.11,549.0,18.167,4.91,199.048,222.4,85.556,0.28,0,68902.0,1173.0,0.179,810.15,35.671,1.35
8.553,8.37,8.37,3.917,5.993,2.209,3.296,0.17,15.577,5.111,19.949,18.495,0,16.978,6.524,3.333,784.37,1.649,7.479,2.215,4.924,24.0,43.84,0,1.744,1.744,1.746,540.0,5.324,6.325,544.0,3.152,1,576.565,2.747,13.744,5.771,5.472,35.126,2.249,568.672,3.68,209.0,2.92,4.333,8.326,0.785,0.785,0,582.818,0.108,5.938,4.768,0.1,536.0,19.833,6.466,247.926,221.63,94.333,0.217,0,65275.0,1164.0,0.163,843.22,40.967,1.683
6.516,7.525,7.525,3.844,5.657,1.913,3.203,0.17,15.628,3.778,20.034,18.57,0,17.037,6.358,2.973,819.86,1.216,7.458,2.078,4.831,21.0,37.636,0,1.753,1.753,1.494,584.0,5.139,6.017,522.0,2.893,1,559.213,2.635,14.333,5.19,5.327,31.257,1.929,550.161,3.784,168.0,2.823,4.676,8.337,0.207,0.207,0,629.104,0.129,6.042,4.478,0.116,473.0,17.167,4.971,192.379,210.68,87.944,0.317,0,64205.0,1009.0,0.188,821.42,34.914,1.315
7.015,7.695,7.695,3.851,5.747,1.995,3.366,0.17,15.544,4.444,19.882,18.444,0,16.919,6.466,3.317,799.83,1.647,7.509,2.495,4.631,24.0,40.148,0,1.941,1.941,1.829,560.0,5.267,6.178,534.0,3.091,0,568.691,2.903,17.237,5.329,5.399,35.415,2.231,535.717,4.021,240.0,2.807,4.425,9.749,1.0,1.0,0,601.776,0.109,5.876,4.991,0.099,655.0,19.0,4.829,232.502,242.628,84.389,0.243,0,80137.0,1426.0,0.16,825.92,39.505,1.44
