pXC50,N.,nN,nS,Sv,nHM,MW,Se,Sp,nCsp2,Si,nAT,nCsp3,C.,nBT,nAB,nSK,SCBO,nBO,AMW,H.,Me,Mi,Mp,Mv,nB,nBM,nBR,nC
6.013,0.0,0,0,31.422,0,358.47,52.123,33.171,12,58.445,52,9,40.4,54,12,26,34.0,28,6.894,50.0,1.002,1.124,0.638,0.604,0,12,0,21
6.367,0.0,0,0,31.422,0,358.47,52.123,33.171,12,58.445,52,9,40.4,54,12,26,34.0,28,6.894,50.0,1.002,1.124,0.638,0.604,0,12,0,21
6.292,0.0,0,0,29.896,0,344.44,49.24,31.409,12,55.029,49,8,40.8,51,12,25,33.0,27,7.029,49.0,1.005,1.123,0.641,0.61,0,12,0,20
6.721,0.0,0,0,28.369,0,330.41,46.356,29.648,12,51.614,46,7,41.3,48,12,24,32.0,26,7.183,47.8,1.008,1.122,0.645,0.617,0,12,0,19
6.206,0.0,0,0,26.842,0,316.38,43.473,27.887,12,48.199,43,6,41.9,45,12,23,31.0,25,7.358,46.5,1.011,1.121,0.649,0.624,0,12,0,18
5.921,0.0,0,0,32.949,0,372.5,55.007,34.932,12,61.86,55,10,40.0,57,12,27,35.0,29,6.773,50.9,1.0,1.125,0.635,0.599,0,12,0,22
5.921,0.0,0,0,28.369,0,330.41,46.356,29.648,12,51.614,46,7,41.3,48,12,24,32.0,26,7.183,47.8,1.008,1.122,0.645,0.617,0,12,0,19
6.538,0.0,0,0,28.369,0,330.41,46.356,29.648,12,51.614,46,7,41.3,48,12,24,32.0,26,7.183,47.8,1.008,1.122,0.645,0.617,0,12,0,19
7.658,0.0,0,0,29.896,0,344.44,49.24,31.409,12,55.029,49,8,40.8,51,12,25,33.0,27,7.029,49.0,1.005,1.123,0.641,0.61,0,12,0,20
6.268,0.0,0,0,29.084,0,346.41,47.683,30.102,12,52.824,47,7,40.4,49,12,25,33.0,27,7.37,46.8,1.015,1.124,0.64,0.619,0,12,0,19
7.881,3.1,2,0,38.663,0,464.57,66.076,40.068,10,73.9,65,13,35.4,67,11,33,41.5,35,7.147,49.2,1.017,1.137,0.616,0.595,0,12,0,23
8.699,0.0,0,0,31.422,0,358.47,52.123,33.171,12,58.445,52,9,40.4,54,12,26,34.0,28,6.894,50.0,1.002,1.124,0.638,0.604,0,12,0,21
7.921,0.0,0,0,32.25,1,392.91,52.447,34.029,12,58.389,52,9,40.4,54,12,27,35.0,29,7.556,48.1,1.009,1.123,0.654,0.62,0,12,0,21
6.305,1.6,1,0,40.513,1,498.01,63.76,42.25,19,70.512,63,8,42.9,66,18,35,48.0,38,7.905,44.4,1.012,1.119,0.671,0.643,0,19,0,27
6.013,0.0,0,0,29.911,1,380.85,48.007,30.96,12,52.768,47,7,40.4,49,12,26,34.0,28,8.103,44.7,1.021,1.123,0.659,0.636,0,12,0,19
6.914,2.2,3,1,84.009,2,1009.73,134.756,88.745,30,150.326,134,25,41.0,143,24,71,98.0,80,7.535,47.0,1.006,1.122,0.662,0.627,0,30,0,55
6.991,2.2,3,1,85.536,2,1023.76,137.639,90.506,30,153.741,137,26,40.9,146,24,72,99.0,81,7.473,47.4,1.005,1.122,0.661,0.624,0,30,0,56
6.839,2.3,3,1,82.482,2,995.7,131.872,86.984,30,146.911,131,24,41.2,140,24,70,97.0,79,7.601,46.6,1.007,1.121,0.664,0.63,0,30,0,54
5.62,6.3,4,0,42.426,1,557.0,66.069,42.892,18,72.18,64,8,40.6,68,22,39,56.0,43,8.703,39.1,1.032,1.128,0.67,0.663,0,24,0,26
6.544,6.0,4,0,43.953,1,571.03,68.953,44.653,18,75.595,67,9,40.3,71,22,40,57.0,44,8.523,40.3,1.029,1.128,0.666,0.656,0,24,0,27
6.432,1.8,2,0,70.925,1,850.45,111.949,74.069,33,124.207,111,15,43.2,117,24,61,85.0,67,7.662,45.0,1.009,1.119,0.667,0.639,0,30,0,48
6.83,3.0,3,0,34.442,1,754.15,101.039,65.546,22,113.078,100,17,39.0,105,17,53,70.5,58,7.541,47.0,1.01,1.131,0.655,0.633,1,21,0,39
6.573,3.2,3,0,34.442,1,726.09,95.272,62.023,22,106.248,94,15,39.4,99,17,51,68.5,56,7.724,45.7,1.014,1.13,0.66,0.633,1,21,0,37
6.201,0.0,0,0,32.949,0,372.5,55.007,34.932,12,61.86,55,10,40.0,57,12,27,35.0,29,6.773,50.9,1.0,1.125,0.635,0.599,0,12,0,22
5.699,2.8,3,0,34.442,1,782.21,106.807,69.069,22,119.909,106,19,38.7,111,17,55,72.5,60,7.379,48.1,1.008,1.131,0.652,0.633,1,21,0,41
6.693,3.3,3,0,34.442,1,712.06,92.389,60.262,22,102.833,91,14,39.6,96,17,50,67.5,55,7.825,45.1,1.015,1.13,0.662,0.633,1,21,0,36
5.804,2.9,3,0,34.442,1,768.18,103.923,67.307,22,116.493,103,18,38.8,108,17,54,71.5,59,7.458,47.6,1.009,1.131,0.653,0.633,1,21,0,40
6.502,3.3,3,0,34.442,1,712.06,92.389,60.262,22,102.833,91,14,39.6,96,17,50,67.5,55,7.825,45.1,1.015,1.13,0.662,0.633,1,21,0,36
6.688,2.8,3,0,34.442,1,782.21,106.807,69.069,22,119.909,106,19,38.7,111,17,55,72.5,60,7.379,48.1,1.008,1.131,0.652,0.633,1,21,0,41
6.319,0.0,0,0,31.422,0,358.47,52.123,33.171,12,58.445,52,9,40.4,54,12,26,34.0,28,6.894,50.0,1.002,1.124,0.638,0.604,0,12,0,21
6.149,0.0,0,0,29.896,0,344.44,49.24,31.409,12,55.029,49,8,40.8,51,12,25,33.0,27,7.029,49.0,1.005,1.123,0.641,0.61,0,12,0,20
7.347,1.5,1,0,42.04,1,512.04,66.643,44.012,19,73.927,66,9,42.4,69,18,36,49.0,39,7.758,45.5,1.01,1.12,0.667,0.637,0,19,0,28
5.699,2.4,2,0,50.958,0,606.73,83.054,52.807,16,92.355,82,17,40.2,88,12,44,59.0,50,7.399,46.3,1.013,1.126,0.644,0.621,0,15,0,33
7.284,1.8,1,1,34.819,1,431.55,55.745,36.517,14,61.657,55,8,40.0,58,16,30,41.0,33,7.846,45.5,1.014,1.121,0.664,0.633,0,16,0,22
8.0,5.5,3,0,35.26,1,445.94,55.985,36.523,12,62.053,55,10,40.0,58,12,31,42.0,34,8.108,43.6,1.018,1.128,0.664,0.641,0,14,0,22
9.097,0.0,0,0,32.821,1,424.88,52.403,33.659,12,57.523,51,9,41.2,54,12,29,38.0,32,8.331,43.1,1.028,1.128,0.66,0.644,0,12,0,21
7.0,0.0,0,0,32.821,1,424.88,52.403,33.659,12,57.523,51,9,41.2,54,12,29,38.0,32,8.331,43.1,1.028,1.128,0.66,0.644,0,12,0,21
9.523,0.0,0,0,34.303,1,476.86,54.756,33.989,12,59.411,52,9,40.4,55,12,32,41.0,35,9.17,38.5,1.053,1.143,0.654,0.66,0,12,0,21
8.187,0.0,0,0,34.68,1,436.92,56.102,35.938,12,61.807,55,10,40.0,58,12,30,39.0,33,7.944,45.5,1.02,1.124,0.653,0.631,0,12,0,22
7.367,0.0,0,0,37.206,1,462.96,59.985,38.699,13,66.223,59,11,40.7,62,12,32,42.0,35,7.847,45.8,1.017,1.122,0.656,0.631,0,13,0,24
7.167,0.0,0,0,35.507,2,471.36,56.425,36.795,12,61.751,55,10,40.0,58,12,31,40.0,34,8.57,43.6,1.026,1.123,0.669,0.646,0,12,0,22
7.155,0.0,0,0,38.168,1,502.95,62.08,38.818,12,68.448,60,12,40.0,63,12,34,43.0,37,8.382,43.3,1.035,1.141,0.647,0.636,0,12,0,24
6.0,0.0,0,0,35.063,1,454.91,56.614,35.875,12,62.147,55,10,40.0,58,12,31,40.0,34,8.271,43.6,1.029,1.13,0.652,0.638,0,12,0,22
6.824,1.9,1,1,35.12,2,463.97,54.185,36.614,15,59.186,53,7,41.5,56,17,31,42.5,34,8.754,41.5,1.022,1.117,0.691,0.663,0,17,0,22
8.886,0.0,0,0,36.491,1,446.96,58.658,38.244,12,65.013,58,12,41.4,62,12,31,41.0,35,7.706,46.6,1.011,1.121,0.659,0.629,0,12,0,24
7.0,1.8,1,0,34.271,1,419.94,55.549,36.034,12,61.887,55,10,40.0,58,12,29,38.0,32,7.635,47.3,1.01,1.125,0.655,0.623,0,12,0,22
7.237,0.0,0,0,34.492,1,422.94,56.658,36.245,12,63.013,56,10,39.3,58,12,29,37.0,31,7.552,48.2,1.012,1.125,0.647,0.616,0,12,0,22
6.77,1.6,1,0,38.04,1,464.0,62.643,40.012,12,69.927,62,12,38.7,65,12,32,41.0,35,7.484,48.4,1.01,1.128,0.645,0.614,0,12,0,24
8.0,0.0,0,0,34.68,1,436.92,56.102,35.938,12,61.807,55,10,40.0,58,12,30,39.0,33,7.944,45.5,1.02,1.124,0.653,0.631,0,12,0,22
6.222,0.0,0,0,32.633,1,410.9,52.96,33.966,12,58.728,52,9,40.4,54,12,28,36.0,30,7.902,46.2,1.018,1.129,0.653,0.628,0,12,0,21
7.658,0.0,0,0,34.153,1,434.9,54.218,35.176,13,59.392,53,9,41.5,56,12,30,40.0,33,8.206,43.4,1.023,1.121,0.664,0.644,0,13,0,22
8.155,0.0,0,0,34.731,1,456.9,55.8,35.358,12,61.277,54,10,40.7,57,12,31,40.0,34,8.461,42.6,1.033,1.135,0.655,0.643,0,12,0,22
8.149,0.0,0,0,35.491,1,434.95,57.658,37.244,12,64.013,57,11,40.4,60,12,30,39.0,33,7.631,47.4,1.012,1.123,0.653,0.623,0,12,0,23
6.553,0.0,0,0,31.438,1,394.88,50.891,32.722,12,56.183,50,8,40.0,52,12,27,35.0,29,7.898,46.0,1.018,1.124,0.654,0.629,0,12,0,20
5.62,0.0,0,0,32.153,1,410.88,52.218,33.176,12,57.392,51,8,39.2,53,12,28,36.0,30,8.056,45.1,1.024,1.125,0.651,0.63,0,12,0,20
8.42,0.0,0,0,33.633,1,422.91,53.96,34.966,12,59.728,53,10,41.5,56,12,29,38.0,32,7.979,45.3,1.018,1.127,0.66,0.635,0,12,0,22
7.0,0.0,0,0,33.153,1,422.89,53.218,34.176,13,58.392,52,8,40.4,54,12,29,38.0,31,8.132,44.2,1.023,1.123,0.657,0.638,0,13,0,21
7.444,0.0,0,0,33.68,1,424.91,55.102,34.938,12,60.807,54,9,38.9,56,12,29,37.0,31,7.869,46.3,1.02,1.126,0.647,0.624,0,12,0,21
5.337,0.0,0,0,30.61,0,360.44,50.567,31.864,12,56.239,50,8,40.0,52,12,26,34.0,28,7.209,48.0,1.011,1.125,0.637,0.612,0,12,0,20
6.208,0.0,0,0,40.018,1,485.01,63.542,42.006,18,70.428,63,9,42.9,66,18,34,46.0,37,7.699,46.0,1.009,1.118,0.667,0.635,0,18,0,27
7.347,0.0,0,0,35.206,1,438.94,57.985,36.699,12,64.223,57,10,38.6,59,12,30,38.0,32,7.701,47.4,1.017,1.127,0.644,0.618,0,12,0,22
5.444,1.6,1,0,38.566,1,466.02,64.527,40.773,12,72.342,64,12,37.5,66,12,32,40.0,34,7.282,50.0,1.008,1.13,0.637,0.603,0,12,0,24
7.495,0.0,0,0,29.911,1,380.85,48.007,30.96,12,52.768,47,7,40.4,49,12,26,34.0,28,8.103,44.7,1.021,1.123,0.659,0.636,0,12,0,19
5.959,0.0,0,0,32.137,0,374.47,53.451,33.625,12,59.654,53,9,39.6,55,12,27,35.0,29,7.065,49.1,1.009,1.126,0.634,0.606,0,12,0,21
6.131,1.8,1,1,36.173,2,468.01,57.953,38.136,13,64.016,57,9,38.6,59,12,31,40.0,33,8.211,45.6,1.017,1.123,0.669,0.635,0,13,0,22
7.602,0.0,0,0,32.965,1,408.91,53.774,34.483,12,59.598,53,9,39.6,55,12,28,36.0,30,7.715,47.2,1.015,1.124,0.651,0.622,0,12,0,21
7.444,0.0,0,0,35.206,1,438.94,57.985,36.699,12,64.223,57,10,38.6,59,12,30,38.0,32,7.701,47.4,1.017,1.127,0.644,0.618,0,12,0,22
7.149,0.0,0,0,33.852,0,402.48,55.778,35.08,12,61.863,55,10,40.0,58,12,29,38.0,32,7.318,47.3,1.014,1.125,0.638,0.615,0,12,0,22
7.149,0.0,0,0,33.852,0,402.48,55.778,35.08,12,61.863,55,10,40.0,58,12,29,38.0,32,7.318,47.3,1.014,1.125,0.638,0.615,0,12,0,22
4.523,0.0,0,0,32.25,1,392.91,52.447,34.029,12,58.389,52,9,40.4,54,12,27,35.0,29,7.556,48.1,1.009,1.123,0.654,0.62,0,12,0,21
8.18,0.0,0,0,33.965,1,420.92,54.774,35.483,12,60.598,54,10,40.7,57,12,29,38.0,32,7.795,46.3,1.014,1.122,0.657,0.629,0,12,0,22
6.745,0.0,0,1,31.098,2,412.92,49.084,32.608,12,53.688,48,7,39.6,50,12,27,35.0,29,8.602,43.8,1.023,1.118,0.679,0.648,0,12,0,19
4.523,0.0,0,0,32.965,1,408.91,53.774,34.483,12,59.598,53,9,39.6,55,12,28,36.0,30,7.715,47.2,1.015,1.124,0.651,0.622,0,12,0,21
6.229,0.0,0,0,34.492,1,422.94,56.658,36.245,12,63.013,56,10,39.3,58,12,29,37.0,31,7.552,48.2,1.012,1.125,0.647,0.616,0,12,0,22
8.066,0.0,0,0,33.521,0,404.47,54.963,34.563,12,60.994,54,10,40.7,57,12,29,38.0,32,7.49,46.3,1.018,1.13,0.64,0.621,0,12,0,22
6.0,0.0,0,0,33.137,0,386.48,54.451,34.625,12,60.654,54,10,40.7,57,12,28,37.0,31,7.157,48.1,1.008,1.123,0.641,0.614,0,12,0,22
8.533,0.0,0,0,33.965,1,420.92,54.774,35.483,12,60.598,54,10,40.7,57,12,29,38.0,32,7.795,46.3,1.014,1.122,0.657,0.629,0,12,0,22
6.0,0.0,0,0,36.206,1,450.95,58.985,37.699,12,65.223,58,11,39.7,61,12,31,40.0,34,7.775,46.6,1.017,1.125,0.65,0.624,0,12,0,23
7.886,0.0,0,0,37.018,1,448.98,60.542,39.006,12,67.428,60,12,40.0,63,12,31,40.0,34,7.483,48.3,1.009,1.124,0.65,0.617,0,12,0,24
8.602,0.0,0,0,33.153,1,422.89,53.218,34.176,12,58.392,52,9,40.4,55,12,29,38.0,32,8.132,44.2,1.023,1.123,0.657,0.638,0,12,0,21
8.237,0.0,0,0,35.491,1,434.95,57.658,37.244,12,64.013,57,11,40.4,60,12,30,39.0,33,7.631,47.4,1.012,1.123,0.653,0.623,0,12,0,23
6.0,0.0,0,0,35.507,2,471.36,56.425,36.795,12,61.751,55,10,40.0,58,12,31,40.0,34,8.57,43.6,1.026,1.123,0.669,0.646,0,12,0,22
7.26,0.0,0,0,33.664,0,388.5,56.334,35.387,12,63.069,56,10,39.3,58,12,28,36.0,30,6.937,50.0,1.006,1.126,0.632,0.601,0,12,0,22
6.377,0.0,0,0,36.018,1,436.97,59.542,38.006,12,66.428,59,11,39.0,61,12,30,38.0,32,7.406,49.2,1.009,1.126,0.644,0.61,0,12,0,23
5.0,5.7,3,1,34.636,2,467.97,54.505,35.864,11,59.767,53,9,37.7,56,16,31,42.0,34,8.83,41.5,1.028,1.128,0.677,0.654,0,16,0,20
6.0,2.9,2,0,44.234,0,516.64,70.421,46.159,16,78.481,70,14,42.9,76,12,38,53.0,44,7.381,45.7,1.006,1.121,0.659,0.632,0,15,0,30
6.0,2.7,2,0,46.76,0,542.68,74.305,48.921,18,82.896,74,14,43.2,80,12,40,56.0,46,7.334,45.9,1.004,1.12,0.661,0.632,0,16,0,32
7.088,5.4,3,1,37.921,2,500.01,57.178,39.409,17,62.558,56,7,42.9,60,22,34,49.0,38,8.929,39.3,1.021,1.117,0.704,0.677,0,22,0,24
9.0,0.0,0,0,31.438,1,394.88,50.891,32.722,12,56.183,50,8,40.0,52,12,27,35.0,29,7.898,46.0,1.018,1.124,0.654,0.629,0,12,0,20
5.0,5.4,3,1,36.162,2,482.0,57.389,37.625,11,63.183,56,10,37.5,59,16,32,43.0,35,8.607,42.9,1.025,1.128,0.672,0.646,0,16,0,21
6.914,3.2,2,1,37.533,2,471.07,62.494,40.21,8,70.136,62,14,35.5,64,11,31,38.5,33,7.598,50.0,1.008,1.131,0.649,0.605,0,11,0,22
5.848,3.9,2,1,33.072,1,414.52,51.753,34.546,14,57.116,51,7,41.2,54,17,29,40.5,32,8.128,43.1,1.015,1.12,0.677,0.648,0,17,0,21
6.25,5.4,3,1,37.921,2,500.01,57.178,39.409,17,62.558,56,7,42.9,60,22,34,49.0,38,8.929,39.3,1.021,1.117,0.704,0.677,0,22,0,24
6.12,4.3,2,1,31.049,2,454.89,49.614,31.216,8,54.079,47,9,36.2,49,11,29,36.5,31,9.679,38.3,1.056,1.151,0.664,0.661,0,11,0,17
7.74,4.2,2,2,33.387,4,489.43,49.593,35.148,12,53.508,48,7,39.6,51,16,30,41.0,33,10.196,37.5,1.033,1.115,0.732,0.696,0,16,0,19
7.352,3.7,2,2,37.086,3,505.05,55.153,39.051,16,59.98,54,7,42.6,58,21,33,47.5,37,9.353,38.9,1.021,1.111,0.723,0.687,0,21,0,23
7.604,3.3,2,1,38.48,2,491.05,60.727,40.688,14,67.305,60,10,40.0,63,17,33,44.5,36,8.184,45.0,1.012,1.122,0.678,0.641,0,17,0,24
7.344,6.0,3,1,33.394,2,449.95,51.294,34.648,13,56.143,50,7,40.0,53,17,30,41.5,33,8.999,40.0,1.026,1.123,0.693,0.668,0,17,0,20
7.662,6.4,3,2,32.054,3,455.98,48.487,33.534,11,52.648,47,7,38.3,50,16,29,40.0,32,9.702,38.3,1.032,1.12,0.713,0.682,0,16,0,18
7.139,7.1,4,2,38.602,3,533.07,57.473,40.301,16,62.561,56,7,41.1,60,22,35,50.0,39,9.519,37.5,1.026,1.117,0.72,0.689,0,22,0,23
6.195,5.7,3,1,34.921,2,463.98,54.178,36.409,13,59.558,53,8,39.6,56,17,31,42.5,34,8.754,41.5,1.022,1.124,0.687,0.659,0,17,0,21
7.519,6.0,3,1,33.394,2,449.95,51.294,34.648,13,56.143,50,7,40.0,53,17,30,41.5,33,8.999,40.0,1.026,1.123,0.693,0.668,0,17,0,20
6.59,6.0,3,1,33.109,2,453.94,51.622,34.102,11,56.352,50,8,38.0,53,16,30,41.0,33,9.079,40.0,1.032,1.127,0.682,0.662,0,16,0,19
7.011,5.7,3,1,34.921,2,463.98,54.178,36.409,13,59.558,53,8,39.6,56,17,31,42.5,34,8.754,41.5,1.022,1.124,0.687,0.659,0,17,0,21
4.108,3.2,2,0,38.707,0,454.57,63.538,40.398,10,71.066,63,15,39.7,68,6,33,44.0,38,7.215,47.6,1.009,1.128,0.641,0.614,0,9,0,25
7.752,4.2,2,1,32.087,2,438.92,49.52,33.097,12,53.854,48,7,39.6,51,16,29,40.0,32,9.144,39.6,1.032,1.122,0.69,0.668,0,16,0,19
6.975,3.9,2,1,33.614,2,452.95,52.404,34.858,12,57.269,51,8,39.2,54,16,30,41.0,33,8.881,41.2,1.028,1.123,0.683,0.659,0,16,0,20
4.0,2.8,2,0,44.046,0,502.66,70.978,46.466,15,79.687,71,15,42.3,77,12,37,51.0,43,7.08,47.9,1.0,1.122,0.654,0.62,0,14,0,30
7.234,3.9,2,1,33.614,2,452.95,52.404,34.858,12,57.269,51,8,39.2,54,16,30,41.0,33,8.881,41.2,1.028,1.123,0.683,0.659,0,16,0,20
7.975,3.4,2,1,39.141,2,515.02,59.287,40.619,18,64.684,58,7,43.1,62,22,35,50.0,39,8.88,39.7,1.022,1.115,0.7,0.675,0,22,0,25
6.118,3.9,2,2,34.087,3,469.02,52.153,36.051,12,56.98,51,8,39.2,54,16,30,41.0,33,9.196,41.2,1.023,1.117,0.707,0.668,0,16,0,20
6.352,3.7,2,1,33.953,2,440.99,54.843,35.926,8,60.89,54,12,37.0,57,11,29,37.5,32,8.166,46.3,1.016,1.128,0.665,0.629,0,11,0,20
6.421,3.8,2,1,32.953,2,428.98,53.843,34.926,8,59.89,53,11,35.8,55,11,28,35.5,30,8.094,47.2,1.016,1.13,0.659,0.622,0,11,0,19
6.836,4.4,2,1,29.087,2,402.89,46.52,30.097,8,50.854,45,8,35.6,47,11,26,33.5,28,8.953,42.2,1.034,1.13,0.669,0.646,0,11,0,16
7.963,4.4,2,2,29.56,3,418.96,46.269,31.29,8,50.564,45,8,35.6,47,11,26,33.5,28,9.31,42.2,1.028,1.124,0.695,0.657,0,11,0,16
5.91,6.0,3,1,32.567,1,415.51,50.971,33.79,13,56.199,50,7,40.0,53,17,29,40.5,32,8.31,42.0,1.019,1.124,0.676,0.651,0,17,0,20
6.266,3.5,2,1,35.48,2,455.02,57.727,37.688,8,64.305,57,13,36.8,60,11,30,38.5,33,7.983,47.4,1.013,1.128,0.661,0.622,0,11,0,21
8.391,8.2,4,1,32.889,2,450.94,50.513,33.892,12,55.226,49,7,38.8,52,17,30,41.5,33,9.203,38.8,1.031,1.127,0.692,0.671,0,17,0,19
6.721,8.2,4,1,32.889,2,450.94,50.513,33.892,12,55.226,49,7,38.8,52,17,30,41.5,33,9.203,38.8,1.031,1.127,0.692,0.671,0,17,0,19
5.161,4.0,2,1,30.599,1,380.51,50.636,32.307,8,56.531,50,10,36.0,52,11,26,33.5,28,7.61,48.0,1.013,1.131,0.646,0.612,0,11,0,18
5.0,3.8,2,1,32.126,1,394.54,53.52,34.068,8,59.946,53,11,35.8,55,11,27,34.5,29,7.444,49.1,1.01,1.131,0.643,0.606,0,11,0,19
4.398,2.8,2,0,44.948,0,532.64,71.749,46.614,16,79.69,71,14,42.3,77,12,39,54.0,45,7.502,45.1,1.011,1.122,0.657,0.633,0,15,0,30
4.398,2.5,2,0,49.432,0,592.7,80.171,51.046,16,88.94,79,16,40.5,85,12,43,58.0,49,7.503,45.6,1.015,1.126,0.646,0.626,0,15,0,32
4.456,2.7,2,0,47.19,0,562.67,75.96,48.83,16,84.315,75,15,41.3,81,12,41,56.0,47,7.502,45.3,1.013,1.124,0.651,0.629,0,15,0,31
6.301,2.6,2,0,48.717,0,576.7,78.843,50.591,16,87.73,78,16,41.0,84,12,42,57.0,48,7.394,46.2,1.011,1.125,0.649,0.625,0,15,0,32
5.0,3.3,2,1,39.307,3,525.49,61.051,41.546,14,67.249,60,10,40.0,63,17,34,45.5,37,8.758,43.3,1.018,1.121,0.692,0.655,0,17,0,24
6.924,5.8,3,1,33.921,2,451.97,53.178,35.409,12,58.558,52,8,38.5,55,16,30,41.0,33,8.692,42.3,1.023,1.126,0.681,0.652,0,16,0,20
5.484,7.0,4,1,37.942,2,503.02,58.28,39.415,15,64.056,57,8,40.4,61,21,34,48.5,38,8.825,40.4,1.022,1.124,0.691,0.666,0,21,0,23
6.0,0.0,0,0,34.68,1,436.92,56.102,35.938,12,61.807,55,10,40.0,58,12,30,39.0,33,7.944,45.5,1.02,1.124,0.653,0.631,0,12,0,22
7.439,5.7,3,1,34.921,2,463.98,54.178,36.409,13,59.558,53,8,39.6,56,17,31,42.5,34,8.754,41.5,1.022,1.124,0.687,0.659,0,17,0,21
7.276,6.0,3,1,33.394,2,449.95,51.294,34.648,13,56.143,50,7,40.0,53,17,30,41.5,33,8.999,40.0,1.026,1.123,0.693,0.668,0,17,0,20
8.455,4.2,2,2,32.56,3,454.99,49.269,34.29,12,53.564,48,7,39.6,51,16,29,40.0,32,9.479,39.6,1.026,1.116,0.714,0.678,0,16,0,19
4.921,3.0,2,0,40.234,0,468.6,66.421,42.159,10,74.481,66,16,39.4,71,6,34,45.0,39,7.1,48.5,1.006,1.129,0.639,0.61,0,9,0,26
6.452,3.6,2,1,34.48,2,443.01,56.727,36.688,8,63.305,56,12,35.7,58,11,29,36.5,31,7.911,48.2,1.013,1.13,0.655,0.616,0,11,0,20
5.155,2.9,2,0,44.851,0,550.61,71.52,45.761,16,78.694,70,13,41.4,76,12,40,55.0,46,7.866,42.9,1.022,1.124,0.654,0.641,0,15,0,29
4.456,2.5,2,0,49.432,0,592.7,80.171,51.046,16,88.94,79,16,40.5,85,12,43,58.0,49,7.503,45.6,1.015,1.126,0.646,0.626,0,15,0,32
4.959,2.4,2,0,51.673,0,622.73,84.381,53.262,16,93.564,83,17,39.8,89,12,45,60.0,51,7.503,45.8,1.017,1.127,0.642,0.623,0,15,0,33
6.9,3.9,2,1,34.727,3,483.4,52.4,36.261,14,57.004,51,7,41.2,54,17,31,42.5,34,9.478,39.2,1.027,1.118,0.711,0.681,0,17,0,21
6.81,4.5,2,1,29.523,2,440.86,46.731,29.455,8,50.664,44,8,36.4,46,11,28,35.5,30,10.02,36.4,1.062,1.151,0.669,0.671,0,11,0,16
6.604,3.7,2,1,36.614,2,488.98,55.404,37.858,16,60.269,54,7,42.6,58,21,33,47.5,37,9.055,38.9,1.026,1.116,0.701,0.678,0,21,0,23
6.148,4.2,2,2,33.387,4,489.43,49.593,35.148,12,53.508,48,7,39.6,51,16,30,41.0,33,10.196,37.5,1.033,1.115,0.732,0.696,0,16,0,19
7.78,3.9,2,1,33.899,2,448.96,52.076,35.404,14,57.06,51,7,41.2,54,17,30,41.5,33,8.803,41.2,1.021,1.119,0.694,0.665,0,17,0,21
8.153,4.2,2,1,32.087,2,438.92,49.52,33.097,12,53.854,48,7,39.6,51,16,29,40.0,32,9.144,39.6,1.032,1.122,0.69,0.668,0,16,0,19
6.987,3.7,2,1,35.426,2,462.99,54.96,37.165,14,60.475,54,8,40.7,57,17,31,42.5,34,8.574,42.6,1.018,1.12,0.688,0.656,0,17,0,22
7.842,4.2,2,2,32.56,3,454.99,49.269,34.29,12,53.564,48,7,39.6,51,16,29,40.0,32,9.479,39.6,1.026,1.116,0.714,0.678,0,16,0,19
6.67,4.0,2,1,31.426,2,414.95,50.96,33.165,8,56.475,50,10,36.0,52,11,27,34.5,29,8.299,46.0,1.019,1.129,0.663,0.629,0,11,0,18
5.622,3.7,2,1,36.254,3,497.43,55.284,38.023,14,60.419,54,8,40.7,57,17,32,43.5,35,9.212,40.7,1.024,1.119,0.704,0.671,0,17,0,22
