pXC50,GGI7,Eig11_AEA.ri.,Eig11_EA.ri.,Eig11_EA,SM05_AEA.dm.,ATSC5p,Eig11_EA.ed.,SM06_AEA.ri.,Psi_i_1,TIC3,SpMax6_Bh.p.,Eig13_AEA.ed.,ATSC5m,SpMin5_Bh.i.,TIC4,TIC5,Eig14_AEA.bo.,SpMin7_Bh.i.,SpMax8_Bh.v.,Eig12_AEA.ed.,SNar,Xt,Eig12_AEA.ri.,Chi1_AEA.bo.,Chi1_AEA.dm.,Chi1_AEA.ed.,Chi1_AEA.ri.,Chi1_EA,X1v,RDCHI,SpMin6_Bh.i.,Eig12_EA,Eig12_EA.bo.,SM06_AEA.dm.,Eig14_AEA.ri.,Eig12_EA.ed.,Eig12_EA.ri.,SM07_AEA.ri.,SpMin5_Bh.s.,Yindex,SpMax7_Bh.e.,SpMax6_Bh.v.,Eig13_AEA.ri.,Eig15_AEA.ri.,SpMin7_Bh.p.,Eig11_AEA.ed.,SpMin7_Bh.e.,Eig14_AEA.ed.,X1MulPer,SpMax8_Bh.p.,Eig12_AEA.bo.,SpMax7_Bh.i.,X1sol,Chi0_EA.ri.,GMTI,Eig14_EA.ri.,CATS2D_07_AL,SpMin6_Bh.e.,Chi1_EA.ed.,ATS1p,X1Per,ATS1v,SpMax7_Bh.p.,SpMax3_Bh.i.,X1Kup
6.86,0.18,1.689,0.696,0.719,0.719,9.957,1.699,1.699,14.246,212.379,2.941,2.543,27.267,1.229,215.133,215.133,0.733,0.875,2.715,2.994,18.375,0.233,1.334,12.875,12.875,12.875,12.875,12.875,8.327,3.805,1.064,0.383,0.513,0.383,0.337,0.934,0.363,0.934,0.825,0.44,2.933,2.91,0.717,0.116,1.168,3.231,0.941,2.294,8.072,2.735,1.695,3.006,11.382,16.512,7061.0,-0.616,3,1.153,4.668,3.449,6.651,3.412,2.781,3.806,8.233
7.883,0.239,1.698,0.705,0.728,0.728,10.968,1.711,1.711,15.138,244.366,2.966,2.756,32.074,1.229,246.366,246.366,0.946,1.064,2.777,2.998,19.474,0.227,1.381,13.78,13.78,13.78,13.78,13.78,8.857,3.91,1.124,0.488,0.578,0.488,0.723,0.959,0.429,0.959,0.825,0.439,3.111,2.973,1.31,0.371,1.376,3.241,1.153,2.514,8.516,2.779,1.732,3.206,12.331,18.051,8503.0,-0.223,3,1.197,4.864,3.501,7.035,3.474,2.941,3.809,8.72
7.072,0.273,1.736,0.729,0.807,0.807,12.642,2.032,2.032,15.295,221.133,2.941,2.665,53.686,1.229,223.133,223.133,1.047,0.876,2.77,3.143,19.186,0.228,1.477,13.826,13.826,13.826,13.826,13.826,9.71,3.864,1.064,0.565,0.65,0.565,0.533,1.371,0.483,1.371,0.825,0.446,2.947,2.91,0.817,0.4,1.167,3.414,0.939,2.569,8.275,2.799,1.735,2.998,13.07,17.752,8383.0,-0.204,3,1.153,4.801,3.517,6.769,3.471,2.86,3.806,8.523
5.301,0.066,-0.611,-1.642,-1.615,-1.615,3.894,-4.154,-4.154,6.865,102.341,2.618,0.198,11.092,0.816,105.096,105.096,0.0,0.368,1.638,0.671,8.148,0.35,-0.925,6.411,6.411,6.411,6.411,6.411,4.429,2.522,0.804,-1.904,-2.214,-1.904,0.0,-4.789,-1.875,-4.789,0.253,1.184,2.485,2.57,-1.0,0.0,0.76,1.0,0.451,0.0,4.161,1.645,-0.5,2.558,6.198,8.551,995.0,0.0,1,0.881,2.538,2.893,3.552,2.83,2.213,3.4,4.375
6.222,0.477,1.923,0.909,1.033,1.033,16.02,2.283,2.283,19.773,340.918,3.236,3.209,50.888,1.466,346.918,348.918,1.614,1.151,2.958,3.417,22.652,0.21,1.85,16.658,16.658,16.658,16.658,16.658,11.91,4.196,1.394,0.876,0.922,0.876,1.388,1.745,0.847,1.745,1.118,0.464,3.249,3.223,1.618,1.251,1.507,3.602,1.209,3.201,11.445,2.933,1.983,3.312,15.049,21.658,13507.0,0.409,5,1.454,5.635,3.765,9.449,3.721,2.979,3.814,11.752
5.695,0.295,1.763,0.766,0.788,0.788,12.06,1.813,1.813,15.188,256.158,3.149,2.61,32.47,1.353,267.668,271.668,1.034,0.899,2.715,2.83,18.781,0.231,1.363,13.797,13.797,13.797,13.797,13.797,9.239,3.855,1.235,0.389,0.437,0.389,0.668,0.806,0.377,0.806,0.836,0.563,3.0,3.136,0.974,0.467,1.223,3.194,0.969,2.449,8.926,2.735,1.567,3.066,12.669,18.037,8144.0,-0.267,0,1.293,5.097,3.57,7.45,3.524,2.805,3.788,9.162
7.35,0.367,1.92,0.907,1.03,1.03,14.893,2.283,2.283,19.093,326.49,3.141,3.198,44.059,1.502,336.49,338.49,1.696,1.225,2.848,3.417,22.076,0.213,1.855,16.158,16.158,16.158,16.158,16.158,11.516,4.169,1.402,0.878,0.895,0.878,1.451,1.721,0.853,1.721,1.142,0.449,3.249,3.152,1.653,1.266,1.548,3.48,1.284,2.941,11.098,2.858,1.916,3.312,14.635,21.164,12743.0,0.451,6,1.466,5.547,3.724,9.161,3.684,2.979,3.815,11.357
7.699,0.43,1.992,0.981,1.047,1.047,15.543,2.284,2.284,20.01,348.438,3.286,3.306,50.299,1.46,354.438,356.438,1.618,1.178,2.958,3.418,23.345,0.207,1.905,17.158,17.158,17.158,17.158,17.158,12.065,4.321,1.391,0.992,1.044,0.992,1.618,2.056,0.892,2.056,1.104,0.429,3.25,3.276,1.618,1.277,1.511,3.618,1.224,3.209,11.59,2.933,2.09,3.313,15.549,22.395,15318.0,0.615,8,1.448,5.882,3.768,9.566,3.733,2.979,3.809,11.879
5.523,0.442,1.912,0.898,1.028,1.028,14.801,2.282,2.282,19.107,324.49,3.118,3.209,49.93,1.418,326.49,328.49,1.563,1.129,2.958,3.417,21.959,0.213,1.703,16.158,16.158,16.158,16.158,16.158,11.41,4.066,1.351,0.726,0.777,0.726,1.282,1.464,0.703,1.464,1.032,0.506,3.242,3.101,1.618,0.982,1.503,3.512,1.198,3.101,10.955,2.933,1.859,3.309,14.549,20.952,11832.0,0.348,7,1.412,5.41,3.724,9.034,3.684,2.979,3.802,11.252
8.398,0.367,2.002,0.996,1.017,1.017,15.351,2.056,2.056,19.548,334.175,3.293,3.209,47.919,1.507,344.175,344.175,1.618,1.217,2.92,3.307,22.246,0.212,1.659,16.254,16.254,16.254,16.254,16.254,11.881,4.224,1.4,0.712,0.814,0.712,1.532,1.606,0.666,1.606,1.141,0.427,3.166,3.281,1.618,0.989,1.515,3.607,1.278,3.173,11.491,2.933,1.901,3.22,14.6,20.823,13248.0,0.54,4,1.464,5.678,3.768,9.483,3.711,2.935,3.823,11.764
8.26,0.301,1.74,0.738,0.808,0.808,11.788,2.032,2.032,15.62,244.366,2.968,2.757,37.571,1.229,246.366,246.366,1.065,1.064,2.814,3.143,19.879,0.224,1.494,14.264,14.264,14.264,14.264,14.264,9.34,3.938,1.124,0.581,0.672,0.581,0.724,1.378,0.51,1.378,0.825,0.442,3.111,2.977,1.344,0.519,1.376,3.414,1.153,2.652,8.617,2.819,1.759,3.206,13.03,18.659,9206.0,-0.219,3,1.197,4.953,3.527,7.096,3.499,2.941,3.809,8.856
7.046,0.427,2.06,1.058,1.069,1.069,16.388,2.65,2.65,19.546,324.896,3.305,3.361,48.228,1.449,339.65,341.65,1.763,1.129,2.992,3.418,23.057,0.208,1.942,17.154,17.154,17.154,17.154,17.154,12.598,4.241,1.392,1.031,1.089,1.031,1.536,2.283,0.933,2.283,0.935,0.453,3.252,3.288,1.893,1.274,1.501,3.607,1.198,3.062,10.722,2.979,2.114,3.314,16.257,22.322,14694.0,0.536,5,1.43,5.816,3.761,8.886,3.715,2.998,3.815,11.114
7.151,0.514,1.913,0.899,1.0,1.0,14.536,2.275,2.275,17.177,306.811,3.157,2.852,44.238,1.408,308.811,310.811,1.12,1.128,2.823,3.093,20.167,0.223,1.675,15.174,15.174,15.174,15.174,15.174,11.517,3.984,1.246,0.726,0.757,0.726,0.797,1.347,0.685,1.347,0.903,0.559,3.245,3.134,1.274,0.695,1.475,3.414,1.197,2.701,9.555,2.857,1.792,3.309,14.762,20.038,10615.0,-0.156,7,1.301,5.213,3.683,7.987,3.625,2.979,3.802,10.012
6.0,0.582,2.082,1.077,1.1,1.1,19.788,2.287,2.287,21.291,387.235,3.296,3.434,61.595,1.507,393.235,395.235,1.618,1.232,2.991,3.545,23.633,0.206,1.906,17.61,17.61,17.61,17.61,17.61,13.015,4.311,1.41,1.015,1.073,1.015,1.618,2.11,0.893,2.11,1.161,0.449,3.265,3.285,1.738,1.283,1.548,3.618,1.297,3.251,12.47,2.979,2.096,3.334,15.895,22.766,16045.0,0.618,4,1.479,5.792,3.844,10.353,3.793,3.028,3.881,12.836
6.26,0.242,1.732,0.731,0.805,0.805,8.851,2.03,2.03,14.343,203.329,2.941,2.658,31.678,1.285,203.329,203.329,0.887,0.846,2.602,3.131,18.781,0.231,1.475,13.359,13.359,13.359,13.359,13.359,8.531,3.832,1.064,0.557,0.639,0.557,0.512,1.356,0.492,1.356,0.76,0.446,2.952,2.91,0.708,0.227,1.166,3.247,0.918,2.501,7.89,2.599,1.724,3.011,12.082,17.251,7672.0,-0.255,5,1.153,4.757,3.404,6.468,3.389,2.798,3.784,8.056
6.564,0.293,1.967,0.965,1.0,1.0,10.486,2.275,2.275,15.983,237.323,2.959,2.998,32.886,1.232,239.323,239.323,0.947,1.053,2.775,3.243,20.167,0.223,1.69,14.833,14.833,14.833,14.833,14.833,9.055,4.019,1.064,0.719,0.864,0.719,0.718,1.706,0.696,1.706,0.825,0.422,3.111,2.967,1.334,0.357,1.376,3.414,1.092,2.745,8.772,2.777,2.0,3.206,11.776,18.683,10385.0,-0.245,3,1.153,5.009,3.498,7.162,3.496,2.941,3.831,8.885
6.0,0.18,1.685,0.693,0.719,0.719,8.0,1.699,1.699,13.861,203.329,2.941,2.543,25.351,1.229,203.329,203.329,0.733,0.855,2.617,2.994,18.375,0.233,1.333,12.875,12.875,12.875,12.875,12.875,8.047,3.805,1.064,0.383,0.513,0.383,0.324,0.934,0.363,0.934,0.76,0.44,2.927,2.91,0.707,0.094,1.163,3.231,0.923,2.294,7.79,2.611,1.695,3.001,11.382,16.642,7061.0,-0.605,5,1.153,4.668,3.375,6.408,3.361,2.766,3.785,7.92
7.523,0.365,1.942,0.934,1.036,1.036,15.114,2.283,2.283,18.649,307.51,3.186,3.238,42.709,1.406,320.265,322.265,1.731,1.129,2.862,3.417,22.77,0.21,1.942,16.658,16.658,16.658,16.658,16.658,11.116,4.238,1.284,0.927,1.088,0.927,1.482,2.21,0.933,2.21,0.931,0.444,3.25,3.2,1.889,1.269,1.498,3.592,1.198,2.951,10.686,2.872,2.106,3.312,15.135,21.871,13843.0,0.48,6,1.327,5.794,3.711,8.865,3.682,2.979,3.815,10.958
7.0,0.208,0.67,-0.269,-0.285,-0.285,12.261,-0.632,-0.632,13.143,203.819,2.923,2.231,30.663,1.303,210.574,212.574,0.543,0.869,2.619,2.338,15.603,0.253,0.552,11.311,11.311,11.311,11.311,11.311,8.206,3.295,1.0,-0.425,-0.445,-0.425,0.188,-0.686,-0.413,-0.686,0.663,0.773,2.973,2.911,0.521,-0.022,1.211,2.54,0.962,2.0,7.887,2.632,0.956,3.049,10.33,14.946,3957.0,-0.784,1,1.065,4.091,3.444,6.611,3.377,2.725,3.626,8.142
7.398,0.451,1.907,0.894,1.0,1.0,14.918,2.11,2.11,18.244,329.91,3.118,3.021,47.791,1.402,339.91,341.91,1.097,1.128,2.958,3.209,20.572,0.22,1.612,15.689,15.689,15.689,15.689,15.689,11.203,4.055,1.225,0.634,0.675,0.634,0.986,1.296,0.614,1.296,0.93,0.526,3.249,3.129,1.278,0.718,1.497,3.384,1.198,2.814,10.626,2.933,1.76,3.312,14.342,20.398,11892.0,0.006,6,1.291,5.356,3.718,8.882,3.672,2.979,3.809,11.044
6.046,0.202,1.905,0.893,0.991,0.991,12.514,2.227,2.227,18.493,303.02,2.979,3.209,42.106,1.452,309.02,311.02,1.498,1.128,2.92,3.378,21.553,0.215,1.618,15.722,15.722,15.722,15.722,15.722,10.954,4.183,1.22,0.618,0.618,0.618,1.263,1.464,0.618,1.464,0.942,0.392,3.166,2.993,1.436,0.803,1.491,3.441,1.198,3.027,10.566,2.933,1.655,3.22,14.1,20.244,12809.0,0.316,2,1.281,5.399,3.686,8.691,3.649,2.933,3.792,10.804
6.699,0.161,0.785,-0.18,-0.187,-0.187,10.371,-0.515,-0.515,12.923,177.995,2.805,2.382,26.582,1.011,181.995,181.995,0.278,0.678,2.418,2.596,15.433,0.255,0.584,11.317,11.317,11.317,11.317,11.317,7.028,3.079,0.886,-0.397,-0.46,-0.397,-0.021,-1.093,-0.388,-1.093,0.59,0.899,2.752,2.796,0.321,-0.245,0.967,2.746,0.727,2.247,6.773,2.422,0.856,2.799,9.665,13.735,3277.0,-0.913,0,0.925,3.579,3.326,5.554,3.297,2.592,3.609,6.963
5.394,0.059,-0.215,-1.071,-1.152,-1.152,4.38,-2.972,-2.972,8.225,122.382,2.333,1.089,12.904,0.66,122.382,122.382,-0.5,0.23,1.639,1.392,10.345,0.311,-0.408,7.847,7.847,7.847,7.847,7.847,4.728,2.648,0.485,-1.341,-1.645,-1.341,-0.861,-3.339,-1.262,-3.339,0.001,1.192,2.44,2.35,-0.753,-1.0,0.729,1.677,0.324,0.748,4.587,1.605,-0.086,2.517,7.22,10.233,1386.0,-1.819,0,0.596,2.755,2.926,3.805,2.922,2.033,3.459,4.669
7.319,0.271,1.192,0.221,0.232,0.232,15.199,0.533,0.533,15.105,246.568,3.032,2.498,37.701,1.227,246.568,246.568,0.67,0.99,2.558,2.771,17.107,0.242,0.653,12.328,12.328,12.328,12.328,12.328,10.027,3.338,1.066,-0.303,-0.309,-0.303,0.5,-0.543,-0.279,-0.543,0.765,0.774,3.058,2.971,0.528,0.111,1.297,2.877,1.069,2.337,8.28,2.586,0.886,3.156,11.417,15.902,4402.0,-0.448,0,1.145,4.231,3.56,6.863,3.464,2.855,3.638,8.707
6.585,0.267,0.378,-0.36,-0.445,-0.445,11.438,-0.996,-0.996,11.45,190.905,2.727,1.555,34.727,1.08,192.905,196.905,-0.071,0.703,2.464,1.872,12.83,0.279,0.12,9.791,9.791,9.791,9.791,9.791,7.525,3.043,0.832,-0.775,-0.843,-0.775,-0.263,-1.612,-0.702,-1.612,0.747,0.922,2.802,2.727,-0.033,-0.506,1.046,2.241,0.761,1.476,6.736,2.483,0.354,2.858,9.505,13.138,2830.0,-1.019,0,0.918,3.497,3.295,5.564,3.236,2.583,3.552,6.973
4.365,0.075,-0.008,-0.97,-1.0,-1.0,10.826,-2.134,-2.134,11.25,198.114,2.83,1.322,26.295,1.151,213.624,217.624,-0.719,0.864,2.35,1.488,11.326,0.297,-0.029,8.37,8.37,8.37,8.37,8.37,7.533,2.844,0.963,-1.0,-1.0,-1.0,-0.754,-2.632,-0.991,-2.632,0.893,0.982,2.921,2.815,-0.414,-0.932,1.218,1.729,0.966,1.049,7.253,2.396,0.0,3.028,7.809,11.099,1829.0,-1.645,0,1.067,3.14,3.329,6.101,3.215,2.725,3.611,7.501
5.527,0.161,0.063,-0.807,-0.867,-0.867,9.039,-2.232,-2.232,9.712,158.219,2.61,1.236,28.983,0.993,158.219,158.219,-0.5,0.627,2.077,1.39,11.038,0.301,-0.25,8.347,8.347,8.347,8.347,8.347,6.309,2.812,0.707,-1.218,-1.501,-1.218,-0.745,-3.372,-1.183,-3.372,0.586,0.957,2.695,2.597,-0.545,-0.974,0.951,1.762,0.702,1.106,5.531,2.133,0.016,2.78,8.056,11.033,1827.0,-1.535,0,0.768,2.978,3.145,4.557,3.079,2.502,3.476,5.767
4.524,0.267,0.118,-0.339,-0.445,-0.445,14.203,-0.996,-0.996,11.454,161.421,2.698,1.555,65.217,1.076,163.421,167.421,-0.071,0.656,2.295,1.872,12.83,0.279,0.108,9.791,9.791,9.791,9.791,9.791,8.794,3.043,0.759,-0.775,-0.843,-0.775,-0.386,-1.612,-0.587,-1.612,0.743,0.922,2.769,2.69,-0.033,-0.506,1.028,2.241,0.723,1.476,6.335,2.383,0.354,2.826,10.566,13.361,2830.0,-0.96,0,0.797,3.497,3.298,5.137,3.224,2.552,3.49,6.628
7.611,0.227,1.971,0.96,0.959,0.959,12.204,2.149,2.149,15.48,227.611,2.941,2.58,33.457,1.117,233.121,233.121,1.041,0.881,2.715,3.048,18.375,0.233,1.136,13.749,13.749,13.749,13.749,13.749,9.336,3.893,1.064,0.171,0.181,0.171,0.621,0.393,0.16,0.393,0.825,0.477,2.982,2.91,0.71,0.454,1.164,3.343,0.923,2.445,8.693,2.735,1.278,3.026,12.355,17.55,9030.0,-0.224,4,1.153,4.747,3.552,7.115,3.509,2.823,3.812,8.902
4.0,0.267,0.361,-0.359,-0.445,-0.445,12.6,-0.996,-0.996,11.539,190.905,2.746,1.555,46.618,1.081,192.905,196.905,-0.071,0.703,2.464,1.872,12.83,0.279,0.109,9.791,9.791,9.791,9.791,9.791,8.112,3.043,0.834,-0.775,-0.843,-0.775,-0.29,-1.612,-0.696,-1.612,0.749,0.922,2.801,2.733,-0.033,-0.506,1.046,2.241,0.761,1.476,6.736,2.483,0.354,2.858,9.859,13.174,2830.0,-1.004,0,0.919,3.497,3.313,5.564,3.244,2.587,3.552,6.999
7.097,0.499,1.942,0.934,1.03,1.03,14.41,2.283,2.283,17.983,291.498,3.122,3.124,40.513,1.401,300.253,302.253,1.604,1.128,2.858,3.417,22.076,0.213,1.915,16.158,16.158,16.158,16.158,16.158,10.616,4.112,1.2,0.914,1.085,0.914,1.303,2.21,0.901,2.21,0.919,0.482,3.246,3.132,1.77,1.19,1.477,3.532,1.197,2.874,10.196,2.843,2.104,3.309,14.635,21.164,12150.0,0.357,6,1.239,5.547,3.667,8.448,3.643,2.979,3.803,10.458
4.723,0.043,-0.009,-0.991,-1.0,-1.0,9.05,-2.347,-2.347,10.554,172.703,2.827,1.008,22.133,1.064,187.722,187.722,-0.898,0.789,2.345,1.348,10.92,0.303,-0.031,7.903,7.903,7.903,7.903,7.903,7.122,2.813,0.961,-1.0,-1.0,-1.0,-0.926,-2.564,-1.0,-2.564,0.825,0.954,2.844,2.813,-0.749,-1.0,1.14,1.555,0.89,0.46,6.906,2.39,0.0,2.95,7.398,10.599,1604.0,-1.859,0,1.065,3.095,3.264,5.788,3.152,2.651,3.61,7.09
6.574,0.134,-0.033,-0.958,-1.0,-1.0,7.517,-2.497,-2.497,9.592,140.0,2.548,1.125,27.136,0.776,142.0,146.0,-0.469,0.386,1.782,1.388,11.038,0.301,-0.377,8.354,8.354,8.354,8.354,8.354,6.656,2.824,0.662,-1.184,-1.242,-1.184,-0.735,-2.857,-1.006,-2.857,0.251,0.94,2.534,2.536,-0.506,-0.984,0.843,1.588,0.497,1.096,5.368,1.806,-0.098,2.638,8.41,11.053,1839.0,-1.549,0,0.729,3.059,3.11,4.388,3.056,2.332,3.471,5.552
7.523,0.483,1.924,0.911,1.0,1.0,15.507,2.275,2.275,17.843,322.896,3.285,2.932,46.648,1.419,328.896,330.896,1.315,1.129,2.853,3.2,20.86,0.219,1.85,15.674,15.674,15.674,15.674,15.674,12.017,4.11,1.359,0.894,0.923,0.894,1.184,1.665,0.85,1.665,0.919,0.518,3.249,3.263,1.314,0.757,1.499,3.414,1.198,2.739,10.046,2.878,1.943,3.312,15.262,20.744,12120.0,0.226,4,1.394,5.459,3.726,8.403,3.665,2.979,3.814,10.512
4.656,0.122,0.0,-0.982,-1.0,-1.0,8.404,-2.415,-2.415,10.133,168.621,2.748,1.326,20.079,0.968,176.621,176.621,-0.5,0.821,2.345,1.494,11.326,0.297,-0.017,8.369,8.369,8.369,8.369,8.369,6.582,2.879,0.883,-1.0,-1.5,-1.0,-0.764,-3.0,-1.0,-3.0,0.644,0.907,2.854,2.719,-0.327,-0.933,1.062,1.73,0.886,0.853,6.294,2.39,0.0,2.925,7.792,11.046,1909.0,-1.653,1,0.983,3.132,3.244,5.314,3.15,2.735,3.61,6.551
4.799,0.102,-0.008,-0.97,-1.0,-1.0,8.613,-2.177,-2.177,10.133,178.621,2.819,1.313,20.459,1.026,184.621,184.621,-0.5,0.644,2.344,1.462,11.326,0.297,-0.028,8.386,8.386,8.386,8.386,8.386,6.582,2.864,0.95,-1.0,-1.229,-1.0,-0.761,-2.7,-0.991,-2.7,0.643,0.942,2.688,2.807,-0.375,-0.933,1.003,1.715,0.727,1.067,6.293,2.389,0.0,2.784,7.792,11.046,1869.0,-1.651,0,1.052,3.152,3.244,5.315,3.15,2.535,3.608,6.551
4.246,0.193,0.093,-0.728,-0.76,-0.76,9.354,-2.111,-2.111,10.133,162.77,2.613,1.448,31.973,0.994,164.77,164.77,-0.308,0.65,2.077,1.501,11.444,0.296,-0.244,8.788,8.788,8.788,8.788,8.788,6.455,2.843,0.711,-1.188,-1.346,-1.188,-0.546,-3.084,-1.095,-3.084,0.583,0.977,2.766,2.604,-0.491,-0.753,1.019,1.852,0.706,1.252,5.675,2.133,0.028,2.828,8.484,11.606,2076.0,-1.327,0,0.769,3.012,3.155,4.661,3.108,2.516,3.477,5.898
4.0,0.134,-0.033,-0.958,-1.0,-1.0,6.818,-2.497,-2.497,9.503,140.0,2.541,1.125,21.569,0.774,142.0,146.0,-0.469,0.378,1.781,1.388,11.038,0.301,-0.348,8.354,8.354,8.354,8.354,8.354,6.07,2.824,0.661,-1.184,-1.242,-1.184,-0.727,-2.857,-1.026,-2.857,0.246,0.94,2.541,2.534,-0.506,-0.976,0.854,1.588,0.492,1.096,5.368,1.801,-0.098,2.643,8.056,11.017,1839.0,-1.555,0,0.728,3.059,3.088,4.388,3.046,2.256,3.474,5.525
4.664,0.043,-0.009,-0.991,-1.0,-1.0,7.766,-2.347,-2.347,9.49,154.608,2.735,1.008,18.622,0.953,161.362,161.362,-0.653,0.614,2.344,1.348,10.92,0.303,-0.031,7.903,7.903,7.903,7.903,7.903,6.172,2.813,0.821,-1.0,-1.5,-1.0,-0.926,-2.564,-1.0,-2.564,0.634,0.954,2.66,2.715,-0.749,-1.0,1.003,1.555,0.706,0.46,5.957,2.389,0.0,2.778,7.398,10.599,1604.0,-1.859,0,0.886,3.095,3.173,5.007,3.082,2.506,3.602,6.14
4.447,0.122,0.0,-0.982,-1.0,-1.0,9.96,-2.415,-2.415,11.248,186.404,2.847,1.326,24.193,1.064,205.624,205.624,-0.728,0.913,2.349,1.494,11.326,0.297,-0.017,8.369,8.369,8.369,8.369,8.369,7.516,2.879,0.979,-1.0,-1.0,-1.0,-0.764,-3.0,-1.0,-3.0,0.825,0.907,2.981,2.826,-0.327,-0.933,1.269,1.73,1.016,0.853,7.23,2.394,0.0,3.086,7.792,11.046,1909.0,-1.653,1,1.079,3.132,3.329,6.083,3.215,2.776,3.619,7.484
4.569,0.102,-0.008,-0.97,-1.0,-1.0,10.247,-2.177,-2.177,11.248,204.114,2.828,1.313,24.768,1.137,217.624,217.624,-0.726,0.802,2.411,1.462,11.326,0.297,-0.028,8.386,8.386,8.386,8.386,8.386,7.516,2.864,0.961,-1.0,-1.0,-1.0,-0.761,-2.7,-0.991,-2.7,0.879,0.942,2.858,2.814,-0.375,-0.933,1.156,1.715,0.904,1.067,7.229,2.457,0.0,2.966,7.792,11.046,1869.0,-1.651,0,1.066,3.152,3.329,6.087,3.215,2.664,3.616,7.484
5.0,0.505,1.942,0.934,1.018,1.018,13.235,2.21,2.21,17.316,275.71,3.019,3.025,39.427,1.393,280.465,282.465,1.561,1.084,2.858,3.414,21.383,0.216,1.908,15.658,15.658,15.658,15.658,15.658,10.116,3.982,1.129,0.914,1.082,0.914,1.272,2.167,0.895,2.167,0.901,0.528,3.195,3.02,1.575,0.878,1.386,3.444,1.13,2.787,9.706,2.843,2.102,3.251,14.135,20.459,10589.0,0.336,7,1.198,5.321,3.621,8.033,3.602,2.979,3.788,9.958
5.585,0.193,0.066,-0.798,-0.856,-0.856,9.151,-2.18,-2.18,10.128,154.77,2.621,1.383,30.982,0.993,156.77,160.77,-0.32,0.634,2.077,1.484,11.444,0.296,-0.034,8.815,8.815,8.815,8.815,8.815,6.449,2.856,0.725,-1.0,-1.136,-1.0,-0.557,-2.85,-0.959,-2.85,0.584,0.96,2.743,2.623,-0.504,-0.762,1.013,1.854,0.702,1.248,5.665,2.133,0.151,2.804,8.467,11.56,2096.0,-1.323,0,0.77,3.046,3.155,4.655,3.108,2.506,3.479,5.892
4.573,0.075,-0.008,-0.97,-1.0,-1.0,9.293,-2.134,-2.134,10.138,174.621,2.819,1.322,22.14,1.075,182.621,184.621,-0.5,0.686,2.345,1.488,11.326,0.297,-0.029,8.37,8.37,8.37,8.37,8.37,6.588,2.844,0.952,-1.0,-1.271,-1.0,-0.754,-2.632,-0.991,-2.632,0.635,0.982,2.727,2.807,-0.414,-0.932,1.004,1.729,0.765,1.049,6.303,2.39,0.0,2.812,7.809,11.099,1829.0,-1.645,0,1.056,3.14,3.244,5.317,3.15,2.579,3.604,6.557
5.616,0.267,0.467,-0.402,-0.445,-0.445,10.27,-0.996,-0.996,11.38,197.722,2.712,1.555,29.737,1.081,199.722,203.722,-0.071,0.703,2.464,1.872,12.83,0.279,0.161,9.791,9.791,9.791,9.791,9.791,7.04,3.043,0.836,-0.775,-0.843,-0.775,-0.18,-1.612,-0.722,-1.612,0.745,0.922,2.803,2.722,-0.032,-0.506,1.046,2.241,0.761,1.476,6.789,2.483,0.354,2.858,9.151,13.028,2830.0,-1.079,0,0.922,3.497,3.272,5.625,3.229,2.58,3.553,6.958
7.0,0.358,1.995,0.989,1.048,1.048,14.344,2.284,2.284,17.793,306.811,3.115,3.049,41.501,1.403,319.566,321.566,1.565,1.128,2.844,3.405,22.364,0.211,1.906,16.211,16.211,16.211,16.211,16.211,10.68,4.202,1.208,1.0,1.081,1.0,1.291,2.172,0.893,2.172,0.912,0.448,3.249,3.142,1.664,1.138,1.496,3.423,1.197,2.835,10.254,2.839,2.102,3.312,14.707,21.522,12786.0,0.356,4,1.26,5.732,3.643,8.512,3.63,2.979,3.81,10.492
5.106,0.181,0.14,-0.816,-0.837,-0.837,9.784,-1.951,-1.951,10.781,186.213,2.836,1.338,23.176,1.103,194.213,200.213,-0.172,0.879,2.405,1.544,11.731,0.292,-0.017,8.837,8.837,8.837,8.837,8.837,6.999,2.918,0.968,-1.0,-1.0,-1.0,-0.414,-2.436,-0.982,-2.436,0.644,0.916,2.937,2.819,-0.313,-0.771,1.213,2.0,0.976,1.281,6.641,2.439,0.0,3.037,8.203,11.546,2182.0,-1.414,1,1.07,3.191,3.31,5.622,3.213,2.747,3.613,6.967
5.996,0.193,-0.032,-0.716,-1.0,-1.0,7.996,-2.0,-2.0,10.275,156.77,2.586,1.383,28.234,0.881,158.77,162.77,-0.174,0.621,2.015,1.489,11.444,0.296,-0.196,8.872,8.872,8.872,8.872,8.872,6.887,2.899,0.705,-1.0,-1.132,-1.0,-0.507,-2.838,-0.959,-2.838,0.494,0.886,2.724,2.578,-0.457,-0.735,1.003,1.855,0.696,1.1,5.75,2.189,0.0,2.795,8.636,11.398,2200.0,-1.304,0,0.761,3.111,3.186,4.728,3.125,2.488,3.542,5.976
5.623,0.205,0.445,-0.535,-0.544,-0.544,11.155,-1.242,-1.242,11.213,189.82,2.791,1.555,28.137,1.096,189.82,189.82,-0.113,0.691,2.48,1.781,12.425,0.284,0.162,9.307,9.307,9.307,9.307,9.307,7.296,2.973,0.915,-0.809,-0.872,-0.809,-0.42,-1.851,-0.781,-1.851,0.76,0.971,2.775,2.777,-0.085,-0.616,1.062,2.163,0.759,1.335,7.012,2.492,0.307,2.836,8.758,12.505,2425.0,-1.312,0,1.012,3.403,3.319,5.899,3.239,2.589,3.586,7.251
