pXC50,SM15_EA.bo.,SM14_EA.bo.,SM13_EA.bo.,SM11_EA.bo.,SpMax1_Bh.v.,SpMax1_Bh.e.,SM12_EA.bo.,Eig01_EA.bo.,SM11_AEA.ri.,SpDiam_EA.bo.,SpMax_EA.bo.,GGI6,MPC08,Eig01_AEA.bo.,SpMax_AEA.bo.,SM10_EA.bo.,GGI5,MPC09,CATS2D_09_AP,piPC10,SM15_EA.ri.,MPC07,SRW09,SpDiam_AEA.ri.,Eig06_AEA.dm.,SM08_EA.ed.,nRCONH2,SM13_EA.ri.,SM15_EA.ed.,SM15_EA,SM09_EA.bo.,SpDiam_AEA.bo.,SM13_EA.ed.,SM14_EA.ed.,CATS2D_02_AP,SM11_EA.ed.,SM12_EA.ed.,Eig01_EA.ri.,SpDiam_EA.ri.,SpMax_EA.ri.,CATS2D_09_DA,piPC09,Eig01_AEA.ri.,SpMax_AEA.ri.,ATS5m,SM07_EA.ed.,SM14_AEA.ed.,SM15_AEA.ed.,piPC06,MPC05,Eig01_EA,SM09_AEA.bo.,SpDiam_EA,SpMax_EA,ATS7s,SpDiam_EA.ed.,CATS2D_07_PL,CATS2D_05_AP,MPC06,SM14_EA,SM13_AEA.ed.,ATS6m,SM06_EA.ed.,ATS8s,X5A,MPC10,Eig05_AEA.dm.
4.071,23.188,21.7,20.185,17.217,4.071,4.171,18.736,4.648,4.648,7.648,4.648,2.314,5.927,4.717,4.717,15.84,3.177,6.019,5,8.64,18.061,5.73,7.066,5.38,3.58,20.369,1,15.891,37.047,18.533,14.299,5.707,32.197,34.625,5,27.384,29.803,3.166,5.166,3.166,15,8.305,4.268,4.268,5.239,17.907,27.978,29.836,7.011,5.464,3.314,3.314,5.314,3.314,7.406,19.278,2,1,5.557,17.411,26.128,5.253,15.844,7.63,0.076,6.105,3.633
4.699,22.877,21.43,19.956,17.055,4.056,4.137,18.537,4.474,4.474,7.474,4.474,1.559,5.398,4.53,4.53,15.688,2.285,5.434,0,7.662,17.819,5.273,7.847,5.222,3.535,20.043,0,15.682,35.98,18.224,14.177,5.509,31.379,33.688,0,26.791,29.105,3.051,5.051,3.051,5,7.439,4.08,4.08,4.903,17.637,27.764,29.602,6.631,5.081,3.113,3.113,5.113,3.113,7.014,17.205,0,0,5.142,17.135,25.929,4.908,15.613,7.219,0.078,5.497,3.574
4.149,21.785,20.42,19.016,16.277,3.924,4.033,17.688,4.185,4.185,7.185,4.185,1.678,5.187,4.478,4.478,15.011,2.362,5.22,2,7.265,17.397,5.106,7.402,5.186,3.574,19.67,0,15.327,35.355,17.889,13.576,5.467,30.811,33.092,2,26.288,28.573,2.925,4.925,2.925,15,7.094,4.044,4.044,5.061,17.292,27.427,29.243,6.233,4.997,3.11,3.11,5.11,3.11,7.195,17.123,0,0,5.011,16.823,25.616,5.0,15.34,7.476,0.085,5.204,3.607
4.728,20.154,18.907,17.529,14.914,3.907,3.995,16.326,3.797,3.797,6.797,3.797,0.494,4.5,4.264,4.264,13.783,0.597,4.554,0,6.151,16.33,4.431,6.529,5.033,2.542,18.511,0,14.241,34.088,16.716,12.312,5.264,29.574,31.843,0,25.076,27.352,2.931,4.931,2.931,2,5.964,3.966,3.966,3.959,16.15,26.294,28.105,5.316,4.317,2.985,2.985,4.985,2.985,5.992,16.429,0,0,4.331,15.682,24.489,3.931,14.241,5.902,0.088,4.644,2.791
5.456,19.801,18.599,17.214,14.634,3.898,3.997,16.063,3.707,3.707,6.707,3.707,0.452,4.5,4.169,4.169,13.562,0.618,4.595,0,6.303,15.625,4.443,6.529,4.917,2.273,18.15,0,13.646,33.239,16.394,12.061,5.169,28.872,31.065,0,24.519,26.719,2.767,4.767,2.767,0,6.07,3.85,3.85,3.915,15.845,25.887,27.661,5.284,4.29,2.899,2.899,4.899,2.899,5.833,15.191,0,0,4.317,15.391,24.119,3.839,13.993,5.758,0.089,4.7,2.722
5.567,19.801,18.599,17.214,14.634,3.899,3.998,16.063,3.707,3.707,6.707,3.707,0.452,4.522,4.169,4.169,13.563,0.618,4.615,0,6.307,15.625,4.466,6.529,4.917,2.273,18.151,0,13.646,33.239,16.394,12.061,5.169,28.872,31.065,0,24.519,26.719,2.767,4.767,2.767,0,6.074,3.85,3.85,3.968,15.845,25.888,27.661,5.295,4.317,2.899,2.899,4.899,2.899,5.902,15.191,0,0,4.344,15.393,24.119,3.896,13.995,5.833,0.09,4.718,2.722
5.959,20.556,19.262,17.874,15.198,3.904,3.998,16.617,3.892,3.892,6.892,3.892,0.469,4.585,4.327,4.327,14.003,0.681,4.654,0,6.336,16.546,4.533,6.555,5.056,2.254,18.803,0,14.433,34.433,16.966,12.528,5.327,29.927,32.192,0,25.425,27.702,2.951,4.951,2.951,0,6.255,3.989,3.989,4.017,16.425,26.561,28.385,5.575,4.382,3.008,3.008,5.008,3.008,6.022,16.473,0,0,4.431,15.91,24.741,3.922,14.458,5.946,0.087,4.682,2.783
4.649,23.315,21.776,20.219,17.132,4.094,4.171,18.698,4.728,4.728,7.728,4.728,0.555,4.99,4.761,4.761,15.652,1.313,4.99,0,7.76,17.678,4.852,7.209,5.374,2.189,19.986,1,15.355,37.265,18.129,14.06,5.693,32.299,34.786,1,27.336,29.827,3.241,5.241,3.241,0,7.523,4.309,4.309,4.076,17.434,27.432,29.351,6.44,4.575,3.34,3.34,5.34,3.34,5.96,19.244,1,1,4.673,16.941,25.52,4.012,15.201,5.938,0.073,4.99,2.735
7.658,23.414,21.87,20.312,17.222,4.11,4.179,18.787,4.756,4.756,7.756,4.756,0.854,5.142,4.786,4.786,15.738,1.616,5.136,0,7.909,17.827,5.011,7.222,5.442,2.735,20.173,1,15.494,37.551,18.286,14.15,5.674,32.552,35.054,1,27.559,30.064,3.269,5.269,3.269,0,7.689,4.339,4.339,4.283,17.614,27.587,29.507,6.591,4.673,3.37,3.37,5.37,3.37,6.161,19.487,3,1,4.828,17.093,25.673,4.199,15.366,6.099,0.069,5.112,2.908
5.276,20.151,18.905,17.526,14.913,3.907,3.995,16.325,3.796,3.796,6.796,3.796,0.485,4.466,4.264,4.264,13.782,0.677,4.533,0,6.056,16.324,4.419,6.529,5.033,2.614,18.509,0,14.236,34.086,16.711,12.311,5.264,29.572,31.841,0,25.074,27.35,2.931,4.931,2.931,0,5.759,3.966,3.966,3.967,16.149,26.293,28.104,5.286,4.317,2.984,2.984,4.984,2.984,6.02,16.429,0,0,4.331,15.678,24.488,3.934,14.24,5.945,0.089,4.625,2.746
5.294,20.199,18.934,17.537,14.881,3.901,3.994,16.318,3.828,3.828,6.828,3.828,0.347,4.522,4.276,4.276,13.739,0.5,4.575,0,6.144,15.831,4.419,6.555,4.959,2.289,18.179,0,13.807,33.373,16.437,12.234,5.276,28.973,31.183,0,24.587,26.805,2.829,4.829,2.829,0,6.107,3.892,3.892,3.96,15.86,25.9,27.677,5.403,4.331,2.926,2.926,4.926,2.926,5.902,15.476,0,0,4.331,15.427,24.128,3.875,14.005,5.806,0.09,4.605,2.686
6.097,20.188,18.937,17.558,14.937,3.906,3.997,16.351,3.804,3.804,6.804,3.804,0.534,4.564,4.269,4.269,13.801,0.618,4.615,0,6.324,16.363,4.511,6.529,5.035,2.372,18.543,0,14.27,34.109,16.752,12.327,5.269,29.6,31.867,0,25.105,27.38,2.933,4.933,2.933,0,6.078,3.968,3.968,4.056,16.175,26.311,28.123,5.403,4.369,2.987,2.987,4.987,2.987,6.071,16.432,0,0,4.394,15.716,24.506,3.994,14.27,5.976,0.089,4.718,2.85
4.0,20.199,18.934,17.537,14.881,3.901,3.993,16.318,3.828,3.828,6.828,3.828,0.347,4.5,4.276,4.276,13.739,0.5,4.554,0,6.14,15.831,4.394,6.555,4.959,2.289,18.178,0,13.807,33.373,16.437,12.234,5.276,28.973,31.183,0,24.587,26.805,2.829,4.829,2.829,0,6.102,3.892,3.892,3.906,15.86,25.899,27.677,5.394,4.304,2.926,2.926,4.926,2.926,5.832,15.476,0,0,4.304,15.426,24.128,3.817,14.003,5.729,0.089,4.585,2.686
7.0,20.188,18.937,17.558,14.937,3.907,3.999,16.351,3.804,3.804,6.804,3.804,0.534,4.585,4.269,4.269,13.801,0.618,4.635,0,6.327,16.363,4.533,6.529,5.035,2.372,18.543,0,14.27,34.109,16.752,12.327,5.269,29.6,31.867,0,25.105,27.38,2.933,4.933,2.933,0,6.082,3.968,3.968,4.102,16.175,26.311,28.123,5.412,4.394,2.987,2.987,4.987,2.987,6.126,16.432,0,0,4.419,15.717,24.506,4.043,14.272,6.036,0.089,4.736,2.85
5.046,20.188,18.937,17.558,14.937,3.905,3.995,16.35,3.804,3.804,6.804,3.804,0.534,4.522,4.269,4.269,13.8,0.618,4.575,0,6.317,16.363,4.466,6.529,5.035,2.372,18.542,0,14.27,34.109,16.752,12.327,5.269,29.6,31.867,0,25.105,27.38,2.933,4.933,2.933,0,6.069,3.968,3.968,3.956,16.175,26.31,28.122,5.385,4.317,2.987,2.987,4.987,2.987,5.951,16.432,0,0,4.344,15.714,24.505,3.888,14.267,5.843,0.087,4.682,2.85
4.0,20.199,18.934,17.537,14.881,3.9,3.992,16.317,3.828,3.828,6.828,3.828,0.347,4.477,4.276,4.276,13.738,0.5,4.533,0,6.135,15.831,4.369,6.555,4.959,2.289,18.178,0,13.807,33.373,16.437,12.234,5.276,28.973,31.183,0,24.587,26.805,2.829,4.829,2.829,0,6.098,3.892,3.892,3.85,15.86,25.899,27.677,5.385,4.277,2.926,2.926,4.926,2.926,5.758,15.476,0,0,4.277,15.424,24.127,3.755,14.001,5.646,0.088,4.564,2.686
4.0,20.556,19.262,17.874,15.198,3.903,3.996,16.617,3.892,3.892,6.892,3.892,0.469,4.564,4.327,4.327,14.003,0.681,4.635,0,6.332,16.546,4.511,6.555,5.056,2.254,18.802,0,14.433,34.433,16.966,12.528,5.327,29.927,32.192,0,25.425,27.702,2.951,4.951,2.951,0,6.251,3.989,3.989,3.967,16.425,26.561,28.385,5.568,4.357,3.008,3.008,5.008,3.008,5.96,16.473,0,0,4.407,15.91,24.74,3.866,14.457,5.88,0.086,4.663,2.783
4.0,20.556,19.262,17.874,15.198,3.903,3.995,16.617,3.892,3.892,6.892,3.892,0.469,4.543,4.327,4.327,14.002,0.681,4.615,0,6.329,16.546,4.489,6.555,5.056,2.254,18.802,0,14.433,34.433,16.966,12.528,5.327,29.927,32.192,0,25.425,27.702,2.951,4.951,2.951,0,6.247,3.989,3.989,3.914,16.425,26.56,28.385,5.56,4.331,3.008,3.008,5.008,3.008,5.895,16.473,0,0,4.382,15.909,24.74,3.808,14.455,5.809,0.084,4.644,2.783
5.0,19.624,18.449,17.06,14.502,3.903,3.991,15.939,3.663,3.663,6.663,3.663,0.493,4.454,4.119,4.119,13.465,0.382,4.511,0,6.178,15.418,4.369,6.529,4.833,2.382,17.621,0,13.477,31.812,16.044,11.953,5.119,27.7,29.778,0,23.593,25.693,2.72,4.72,2.72,0,5.96,3.766,3.766,3.895,15.367,25.34,27.045,5.173,4.263,2.798,2.798,4.798,2.798,5.849,13.777,0,0,4.234,15.086,23.638,3.839,13.685,5.698,0.09,4.605,2.732
5.0,19.624,18.449,17.06,14.502,3.903,3.993,15.939,3.663,3.663,6.663,3.663,0.493,4.477,4.119,4.119,13.466,0.382,4.533,0,6.182,15.418,4.394,6.529,4.833,2.382,17.622,0,13.477,31.812,16.044,11.953,5.119,27.7,29.778,0,23.593,25.693,2.72,4.72,2.72,0,5.965,3.766,3.766,3.949,15.367,25.341,27.045,5.184,4.29,2.798,2.798,4.798,2.798,5.917,13.777,0,0,4.263,15.088,23.639,3.896,13.688,5.777,0.091,4.625,2.732
5.319,21.209,19.859,18.509,15.825,4.061,4.139,17.171,4.0,4.0,6.509,4.0,1.829,5.858,4.96,4.96,14.509,2.799,5.999,0,6.535,20.908,5.663,0.0,5.959,3.143,23.162,0,18.227,42.705,20.943,13.165,5.96,37.095,39.9,0,31.497,34.297,3.941,5.941,3.941,0,6.395,4.948,4.948,4.666,20.353,30.451,32.546,5.663,5.182,3.95,3.95,5.95,3.95,6.741,26.668,0,0,5.438,19.6,28.359,4.48,17.676,6.708,0.055,6.091,3.482
7.824,21.051,19.707,18.36,15.686,4.06,4.138,17.028,3.971,3.971,6.477,3.971,1.565,5.768,4.95,4.95,14.376,2.424,5.903,0,6.431,20.875,5.583,0.0,5.952,2.879,23.119,0,18.196,42.635,20.907,13.033,5.95,37.033,39.834,0,31.443,34.24,3.936,5.936,3.936,0,6.297,4.942,4.942,4.505,20.312,30.419,32.515,5.606,5.112,3.944,3.944,5.944,3.944,6.553,26.583,0,0,5.38,19.564,28.327,4.344,17.635,6.494,0.055,5.976,3.012
4.0,18.891,17.854,16.443,14.001,3.865,3.945,15.46,3.464,3.464,6.464,3.464,0.449,3.258,4.093,4.093,13.087,0.785,3.135,0,4.545,16.198,3.367,0.0,4.933,1.799,18.29,0,14.142,33.529,16.554,11.565,5.04,29.121,31.347,0,24.72,26.963,2.877,4.877,2.877,0,4.516,3.932,3.932,3.728,15.926,26.219,28.027,4.341,3.664,2.955,2.955,4.955,2.955,5.925,15.986,1,0,3.466,15.512,24.415,3.616,14.049,5.605,0.093,3.045,2.32
5.678,23.462,21.917,20.359,17.269,4.092,4.17,18.832,4.768,4.768,7.768,4.768,0.77,4.883,4.82,4.82,15.783,1.115,4.883,0,7.383,18.173,4.828,7.248,5.406,2.187,20.484,0,15.803,38.183,18.479,14.198,5.78,33.097,35.642,0,28.016,30.562,3.34,5.34,3.34,1,7.135,4.391,4.391,4.239,17.897,27.866,29.807,6.512,4.7,3.414,3.414,5.414,3.414,6.253,20.261,0,0,4.771,17.273,25.932,4.145,15.58,6.19,0.074,4.977,2.723
5.31,23.497,21.957,20.404,17.327,4.089,4.168,18.883,4.768,4.768,7.768,4.768,0.77,4.956,4.82,4.82,15.844,1.288,4.977,0,7.443,18.2,4.898,7.248,5.476,2.343,20.541,0,15.836,38.191,18.543,14.268,5.78,33.111,35.653,0,28.042,30.582,3.34,5.34,3.34,2,7.18,4.391,4.391,4.373,17.965,27.942,29.876,6.569,4.779,3.414,3.414,5.414,3.414,6.313,20.261,0,0,4.844,17.343,26.014,4.27,15.666,6.215,0.074,5.088,3.05
5.638,23.5,21.96,20.408,17.329,4.089,4.168,18.886,4.768,4.768,7.768,4.768,0.77,4.92,4.82,4.82,15.845,1.17,4.92,0,7.42,18.222,4.852,7.248,5.471,2.501,20.543,0,15.858,38.194,18.547,14.268,5.78,33.115,35.656,0,28.046,30.586,3.34,5.34,3.34,1,7.153,4.391,4.391,4.281,17.964,27.951,29.887,6.544,4.727,3.414,3.414,5.414,3.414,6.226,20.261,0,0,4.804,17.346,26.02,4.199,15.661,6.187,0.073,5.037,2.939
4.398,21.363,20.035,18.641,15.925,3.957,4.017,17.344,3.983,3.983,6.983,3.983,0.733,4.174,4.59,4.59,14.681,1.535,4.19,0,7.12,18.654,4.205,0.0,5.429,2.52,20.587,0,16.243,38.268,18.655,13.213,5.516,33.186,35.728,0,28.115,30.654,3.429,5.429,3.429,2,6.832,4.429,4.429,3.981,18.028,28.209,30.179,5.944,4.263,3.429,3.429,5.429,3.429,6.185,20.451,0,0,4.317,17.451,26.245,4.019,15.668,6.179,0.077,4.19,2.614
5.538,23.5,21.96,20.408,17.329,4.089,4.168,18.886,4.768,4.768,7.768,4.768,0.77,4.92,4.82,4.82,15.845,1.17,4.92,0,7.42,18.185,4.852,7.248,5.473,2.655,20.543,0,15.816,38.194,18.547,14.268,5.78,33.115,35.656,0,28.046,30.586,3.34,5.34,3.34,1,7.153,4.391,4.391,4.301,17.964,27.951,29.887,6.544,4.727,3.414,3.414,5.414,3.414,6.204,20.261,0,0,4.804,17.346,26.02,4.225,15.661,6.165,0.073,5.037,3.016
5.469,19.947,18.623,17.299,14.658,3.731,3.879,15.981,3.777,3.777,5.777,3.777,0.449,3.135,4.441,4.441,13.354,0.444,2.996,0,3.045,17.195,3.367,0.0,5.168,1.673,19.063,0,14.923,35.65,17.385,12.03,5.424,30.9,33.275,0,26.153,28.527,3.141,5.118,3.141,0,3.091,4.167,4.167,3.838,16.679,26.665,28.554,3.497,3.401,3.179,3.179,5.163,3.179,6.149,16.427,0,0,3.367,16.244,24.778,3.831,14.395,5.932,0.11,2.944,1.849
5.745,23.539,22.003,20.455,17.384,4.089,4.168,18.936,4.768,4.768,7.768,4.768,0.77,4.956,4.82,4.82,15.901,1.115,4.997,0,7.456,18.189,4.905,7.248,5.478,2.623,20.588,0,15.822,38.205,18.607,14.331,5.78,33.131,35.669,0,28.07,30.606,3.34,5.34,3.34,1,7.193,4.391,4.391,4.532,18.014,28.008,29.941,6.581,4.787,3.414,3.414,5.414,3.414,6.213,20.261,0,0,4.844,17.41,26.082,4.293,15.723,6.211,0.074,5.094,3.053
6.244,23.493,21.952,20.4,17.321,4.089,4.168,18.878,4.768,4.768,7.768,4.768,0.77,4.92,4.82,4.82,15.838,1.115,4.942,0,7.42,18.212,4.868,7.248,5.472,2.264,20.522,0,15.849,38.187,18.53,14.262,5.78,33.105,35.648,0,28.031,30.574,3.34,5.34,3.34,1,7.164,4.391,4.391,4.315,17.942,27.924,29.859,6.543,4.745,3.414,3.414,5.414,3.414,6.213,20.261,0,0,4.804,17.329,25.995,4.21,15.641,6.17,0.074,5.037,3.039
6.284,23.493,21.952,20.4,17.321,4.089,4.168,18.878,4.768,4.768,7.768,4.768,0.77,4.92,4.82,4.82,15.838,1.115,4.942,0,7.42,18.174,4.868,7.248,5.474,2.347,20.522,0,15.804,38.187,18.53,14.262,5.78,33.105,35.648,0,28.031,30.574,3.34,5.34,3.34,1,7.164,4.391,4.391,4.403,17.942,27.924,29.859,6.543,4.745,3.414,3.414,5.414,3.414,6.197,20.261,0,0,4.804,17.329,25.995,4.236,15.641,6.18,0.074,5.037,3.052
5.523,20.501,19.184,17.77,15.041,3.867,3.958,16.489,3.922,3.922,6.922,3.922,0.325,3.892,4.281,4.281,13.824,0.583,3.892,0,5.213,15.682,3.97,0.0,4.951,1.865,17.689,0,13.608,32.718,16.046,12.314,5.237,28.371,30.559,0,24.028,26.232,2.84,4.84,2.84,0,5.184,3.884,3.884,3.866,15.351,25.457,27.229,5.18,3.932,2.906,2.906,4.906,2.906,5.933,14.844,0,0,3.932,15.024,23.691,3.759,13.544,5.908,0.095,3.892,1.914
5.77,19.947,18.624,17.299,14.658,3.737,3.891,15.982,3.777,3.777,5.777,3.777,0.449,3.526,4.441,4.441,13.359,0.444,3.434,0,3.466,17.195,3.689,0.0,5.239,1.958,19.064,0,14.923,35.65,17.385,12.03,5.433,30.9,33.275,0,26.153,28.527,3.141,5.107,3.141,1,3.497,4.167,4.167,4.131,16.679,26.666,28.555,3.784,3.714,3.179,3.179,5.172,3.179,6.402,16.427,0,0,3.689,16.247,24.78,4.125,14.403,6.237,0.114,3.401,2.221
7.222,23.663,22.115,20.553,17.458,4.101,4.187,19.026,4.819,4.819,7.819,4.819,1.114,5.371,4.85,4.85,15.977,1.73,5.451,1,8.389,18.419,5.226,7.248,5.469,2.792,20.718,1,16.049,38.404,18.698,14.384,5.668,33.31,35.858,1,28.229,30.775,3.367,5.367,3.367,2,8.059,4.418,4.418,4.427,18.132,28.099,30.037,6.843,4.927,3.442,3.442,5.442,3.442,6.452,20.552,2,1,5.063,17.492,26.167,4.434,15.827,6.422,0.067,5.485,2.845
7.071,23.39,21.848,20.29,17.2,4.091,4.16,18.765,4.749,4.749,7.749,4.749,0.519,4.787,4.775,4.775,15.715,1.359,4.682,0,7.614,17.346,4.736,7.209,5.301,2.22,20.029,1,15.069,37.312,18.204,14.125,5.548,32.342,34.83,1,27.376,29.869,3.168,5.168,3.168,0,7.42,4.298,4.298,4.48,17.473,27.49,29.408,6.459,4.5,3.354,3.354,5.354,3.354,5.732,19.29,1,1,4.595,17.012,25.579,4.405,15.243,5.517,0.069,4.564,2.319
5.365,23.327,21.79,20.236,17.156,4.093,4.17,18.717,4.728,4.728,7.728,4.728,0.632,4.89,4.761,4.761,15.678,1.286,4.86,0,7.744,17.704,4.796,7.209,5.319,2.158,19.994,0,15.385,37.268,18.144,14.092,5.57,32.302,34.788,0,27.34,29.83,3.243,5.243,3.243,0,7.496,4.311,4.311,3.907,17.443,27.441,29.36,6.458,4.522,3.341,3.341,5.341,3.341,5.895,19.244,5,1,4.644,16.957,25.53,3.865,15.212,5.754,0.069,4.812,2.345
6.638,23.497,21.946,20.382,17.276,4.094,4.171,18.847,4.783,4.783,7.783,4.783,0.578,4.852,4.803,4.803,15.779,1.341,4.86,0,7.752,17.862,4.771,7.222,5.366,2.191,20.264,0,15.511,37.78,18.327,14.185,5.613,32.747,35.266,0,27.718,30.24,3.281,5.281,3.281,0,7.51,4.353,4.353,3.997,17.686,27.661,29.595,6.45,4.554,3.384,3.384,5.384,3.384,5.905,19.913,2,0,4.654,17.126,25.732,3.963,15.402,5.741,0.068,4.812,2.508
6.256,23.391,21.863,20.315,17.254,4.1,4.177,18.811,4.734,4.734,7.734,4.734,0.673,5.176,4.77,4.77,15.8,1.64,5.278,0,8.164,17.936,5.043,7.222,5.395,2.628,20.25,1,15.632,37.534,18.325,14.213,5.608,32.555,35.046,1,27.588,30.079,3.256,5.256,3.256,0,7.817,4.324,4.324,4.232,17.713,27.702,29.614,6.641,4.787,3.355,3.355,5.355,3.355,6.23,19.431,2,1,4.883,17.147,25.795,4.166,15.478,6.053,0.071,5.366,2.751
5.748,23.311,21.771,20.214,17.124,4.093,4.17,18.691,4.727,4.727,7.727,4.727,0.398,4.663,4.759,4.759,15.641,1.167,4.575,0,7.521,17.679,4.615,7.209,5.312,1.972,19.97,1,15.35,37.26,18.112,14.045,5.532,32.294,34.78,1,27.329,29.821,3.242,5.242,3.242,0,7.32,4.309,4.309,3.754,17.413,27.412,29.335,6.353,4.431,3.339,3.339,5.339,3.339,5.715,19.232,3,2,4.489,16.92,25.495,3.605,15.165,5.384,0.071,4.454,2.205
4.419,23.334,21.792,20.235,17.143,4.098,4.175,18.711,4.734,4.734,7.734,4.734,0.632,4.927,4.77,4.77,15.66,1.421,4.89,0,7.731,17.747,4.868,7.222,5.329,2.179,20.109,1,15.409,37.514,18.192,14.064,5.56,32.515,35.017,1,27.518,30.025,3.257,5.257,3.257,0,7.533,4.326,4.326,4.001,17.545,27.498,29.425,6.49,4.575,3.356,3.356,5.356,3.356,6.064,19.446,3,1,4.71,16.996,25.577,3.963,15.276,5.857,0.068,4.779,2.264
5.434,23.026,21.519,19.992,16.973,4.08,4.159,18.508,4.626,4.626,7.626,4.626,0.576,4.883,4.661,4.661,15.536,1.178,4.934,0,7.778,17.728,4.745,7.034,5.25,2.207,19.733,1,15.475,36.354,18.026,13.976,5.494,31.571,33.965,1,26.798,29.193,3.136,5.136,3.136,0,7.523,4.195,4.195,3.948,17.291,27.252,29.129,6.361,4.443,3.223,3.223,5.223,3.223,5.879,18.254,2,1,4.554,16.884,25.38,3.903,15.11,5.766,0.072,4.913,2.637
4.616,23.363,21.821,20.262,17.171,4.1,4.176,18.737,4.743,4.743,7.743,4.743,0.733,4.97,4.792,4.792,15.687,1.449,4.92,0,7.773,18.076,4.89,7.222,5.378,2.107,20.359,0,15.709,37.886,18.41,14.094,5.601,32.845,35.368,0,27.812,30.337,3.322,5.322,3.322,0,7.537,4.375,4.375,4.069,17.781,27.77,29.705,6.494,4.595,3.399,3.399,5.399,3.399,6.025,20.14,1,0,4.718,17.207,25.842,3.99,15.497,5.821,0.068,4.852,2.375
6.796,23.588,22.03,20.46,17.343,4.096,4.174,18.918,4.814,4.814,7.814,4.814,1.0,5.063,4.842,4.842,15.841,1.48,5.037,1,7.955,18.253,4.949,7.235,5.471,2.587,20.521,1,15.869,38.21,18.557,14.247,5.664,33.123,35.669,1,28.042,30.59,3.361,5.361,3.361,2,7.681,4.408,4.408,4.173,17.925,27.922,29.863,6.573,4.663,3.43,3.43,5.43,3.43,6.218,20.414,2,1,4.787,17.346,25.989,4.141,15.625,6.255,0.066,5.004,2.84
7.658,23.639,22.088,20.527,17.431,4.097,4.174,18.994,4.814,4.814,7.814,4.814,0.975,5.124,4.843,4.843,15.935,1.674,5.147,1,8.025,18.262,4.977,7.235,5.459,2.762,20.594,1,15.879,38.225,18.629,14.355,5.659,33.148,35.688,1,28.082,30.622,3.361,5.361,3.361,2,7.753,4.409,4.409,4.298,18.009,28.019,29.955,6.633,4.71,3.432,3.432,5.432,3.432,6.243,20.406,2,1,4.852,17.423,26.088,4.396,15.717,6.309,0.065,5.094,2.837
5.032,23.324,21.787,20.233,17.152,4.093,4.17,18.714,4.728,4.728,7.728,4.728,0.629,4.898,4.761,4.761,15.674,1.341,4.852,0,7.745,17.687,4.787,7.209,5.323,2.199,19.989,0,15.362,37.267,18.138,14.087,5.57,32.301,34.787,0,27.338,29.829,3.242,5.242,3.242,0,7.494,4.31,4.31,3.926,17.438,27.437,29.356,6.45,4.533,3.341,3.341,5.341,3.341,5.845,19.244,1,0,4.635,16.951,25.526,3.894,15.205,5.685,0.069,4.804,2.616
6.907,23.333,21.792,20.235,17.145,4.101,4.173,18.711,4.734,4.734,7.734,4.734,0.692,5.024,4.77,4.77,15.663,1.369,5.056,0,7.838,17.733,4.905,7.222,5.425,2.716,20.103,1,15.399,37.499,18.189,14.069,5.655,32.502,35.003,1,27.507,30.013,3.254,5.254,3.254,0,7.604,4.324,4.324,4.217,17.541,27.498,29.424,6.496,4.605,3.355,3.355,5.355,3.355,6.085,19.431,3,1,4.736,16.996,25.579,4.12,15.278,5.91,0.07,5.043,2.797
4.208,23.101,21.581,20.041,16.992,4.081,4.16,18.542,4.658,4.658,7.658,4.658,0.736,4.92,4.704,4.704,15.539,1.094,4.97,0,7.877,17.696,4.812,7.05,5.316,2.596,19.735,1,15.391,36.671,17.876,13.961,5.589,31.793,34.237,1,26.923,29.371,3.234,5.234,3.234,0,7.582,4.26,4.26,3.941,17.222,27.261,29.156,6.461,4.489,3.276,3.276,5.276,3.276,5.969,18.964,2,1,4.635,16.716,25.372,3.893,15.053,5.918,0.071,5.004,2.848
7.602,23.611,22.053,20.485,17.372,4.1,4.177,18.944,4.818,4.818,7.818,4.818,0.919,5.118,4.849,4.849,15.87,1.563,5.153,1,8.033,18.286,4.997,7.248,5.469,2.803,20.595,1,15.89,38.372,18.588,14.28,5.665,33.262,35.819,1,28.158,30.717,3.371,5.371,3.371,2,7.771,4.418,4.418,4.272,17.99,27.945,29.892,6.646,4.727,3.44,3.44,5.44,3.44,6.332,20.549,2,1,4.875,17.372,26.004,4.284,15.667,6.264,0.066,5.1,2.846
6.851,23.604,22.044,20.473,17.355,4.1,4.178,18.931,4.819,4.819,7.819,4.819,1.056,5.136,4.85,4.85,15.851,1.591,5.13,1,8.003,18.298,5.017,7.248,5.482,2.606,20.607,1,15.907,38.378,18.605,14.257,5.672,33.268,35.825,1,28.165,30.723,3.372,5.372,3.372,2,7.746,4.419,4.419,4.262,18.005,27.97,29.914,6.631,4.727,3.442,3.442,5.442,3.442,6.362,20.56,2,1,4.875,17.39,26.033,4.27,15.687,6.318,0.065,5.069,2.841
7.84,23.586,22.028,20.457,17.339,4.095,4.173,18.915,4.813,4.813,7.813,4.813,0.782,4.997,4.841,4.841,15.835,1.452,4.984,1,7.907,18.238,4.89,7.235,5.457,2.568,20.502,1,15.846,38.203,18.527,14.238,5.657,33.116,35.662,1,28.033,30.582,3.36,5.36,3.36,2,7.65,4.407,4.407,4.12,17.902,27.887,29.832,6.551,4.635,3.429,3.429,5.429,3.429,6.145,20.402,2,1,4.745,17.313,25.947,4.064,15.588,6.14,0.067,4.92,2.835
