pXC50,D.Dtr07,PDI,X5A,H.047,nR07,ATSC7s,SpDiam_EA.ri.,nHM,SpMax2_Bh.m.,P_VSA_m_4,H.051,C.006,GATS7m,P_VSA_i_1,PW5,Eig01_EA.ri.,SpMax_EA.ri.,SpDiam_EA.ed.,RBF,X4A,Eig01_AEA.ed.,SpMax_AEA.ed.,Chi1_EA.dm.,TPSA.Tot.,SpDiam_EA,ATSC7m,SM14_AEA.ed.,SM11_EA.ed.,SM12_EA.ed.,SM13_EA.ed.,GATS5v,SM14_EA.ed.,SM15_EA.ed.,Eig01_EA,SM09_AEA.bo.,SpMax_EA,SM10_EA.ed.,SM12_AEA.ed.,CATS2D_05_NL,ATSC7e,piPC04,SM08_EA.bo.,GATS6i,SM06_EA.ed.,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,SM08_EA.ed.,SpMin5_Bh.i.,SM10_AEA.ed.,SpMin3_Bh.s.,SM13_AEA.ed.,MPC06,SpMax3_Bh.m.,Xindex,ATSC7p,ATSC8s,nCrs,SM15_AEA.ed.,SpDiam_AEA.bo.,LOC,MWC09,MWC10,SM09_EA.ed.,piPC05,piPC06,MATS2m,CATS2D_02_AN
6.125,0.0,0.874,0.088,8,0,101.156,4.737,2,3.942,63.497,4,3,1.245,63.497,0.077,2.869,2.869,16.263,0.216,0.129,6.354,6.354,13.924,128.22,4.949,32.952,26.044,24.809,27.093,29.308,1.005,31.575,33.81,2.965,2.965,2.965,22.634,22.415,3,0.642,4.228,10.705,1.0,13.904,9.521,9.521,9.521,18.221,1.309,18.816,0.729,24.226,3.497,3.629,0.615,9.152,58.268,0,27.867,5.068,2.482,10.241,11.079,20.316,4.188,4.339,0.057,1
7.071,0.0,0.856,0.07,6,0,119.907,5.658,1,3.929,32.22,4,3,1.037,32.22,0.089,3.658,3.658,22.839,0.14,0.109,7.793,7.793,9.481,99.98,5.659,43.039,28.847,29.212,31.869,34.515,0.9,37.169,39.821,3.659,3.659,3.659,26.58,24.798,3,0.71,4.174,10.91,0.956,16.146,14.218,14.218,14.218,21.322,1.33,20.782,1.125,26.819,4.331,3.651,0.451,12.063,87.213,2,30.88,5.659,2.228,11.198,12.13,23.917,4.431,4.477,0.109,1
7.523,0.0,0.839,0.083,5,0,79.935,4.841,1,3.71,38.564,1,2,1.231,38.564,0.08,2.988,2.988,17.53,0.172,0.118,6.611,6.611,12.589,96.41,5.068,20.317,26.562,25.799,28.165,30.488,1.059,32.842,35.177,3.104,3.104,3.104,23.503,22.833,1,0.422,3.367,9.952,1.014,14.317,10.433,10.433,10.433,18.875,0.869,19.125,0.825,24.695,2.773,3.428,0.697,4.074,16.038,3,28.432,5.167,2.148,10.186,11.057,21.11,3.466,2.996,-0.07,1
7.102,0.0,0.833,0.077,4,0,88.408,4.931,1,3.714,38.564,1,1,1.331,38.564,0.078,3.077,3.077,18.47,0.156,0.112,6.871,6.871,13.883,96.41,5.179,26.801,27.112,26.676,29.115,31.524,1.166,33.954,36.373,3.212,3.212,3.212,24.289,23.314,1,0.467,3.526,10.191,0.983,14.783,11.3,11.3,11.3,19.497,0.869,19.541,0.825,25.211,2.833,3.484,0.72,5.681,16.733,3,29.017,5.268,2.085,10.4,11.285,21.828,3.584,3.045,-0.027,1
6.959,0.0,0.866,0.085,11,0,125.391,4.962,1,3.859,32.22,4,2,1.053,32.22,0.097,2.962,2.962,17.496,0.195,0.122,6.599,6.599,20.105,109.21,5.078,32.353,26.584,25.783,28.144,30.46,1.022,32.81,35.14,3.078,3.078,3.078,23.499,22.88,2,0.924,4.539,11.124,1.037,14.395,10.405,10.405,10.405,18.898,1.119,19.209,0.784,24.729,3.784,3.556,0.638,9.033,69.414,0,28.444,5.222,2.246,10.492,11.349,21.111,5.003,5.016,0.1,1
6.886,0.0,0.8,0.099,7,0,62.667,4.618,1,3.568,38.564,1,2,1.151,38.564,0.047,2.833,2.833,15.567,0.167,0.158,6.261,6.261,6.554,96.41,4.782,9.107,25.732,24.183,26.431,28.594,1.227,30.819,33.0,2.897,2.897,2.897,22.056,22.094,1,0.312,2.833,9.643,0.816,13.422,9.029,9.029,9.029,17.709,0.64,18.475,0.516,23.911,1.792,3.274,1.162,1.384,15.146,0,27.556,4.94,1.792,9.417,10.224,19.765,2.639,2.079,-0.009,1
7.292,0.0,0.873,0.085,8,0,198.129,4.959,1,3.861,32.22,4,2,1.08,32.22,0.096,2.959,2.959,17.486,0.189,0.122,6.598,6.598,15.698,99.98,5.076,30.152,26.56,25.767,28.13,30.447,1.033,32.798,35.128,3.076,3.076,3.076,23.481,22.851,2,1.088,4.49,11.094,1.019,14.361,10.399,10.399,10.399,18.874,0.883,19.174,0.778,24.703,3.689,3.555,0.641,8.126,95.597,0,28.423,5.217,2.22,10.437,11.294,21.09,4.94,4.914,0.088,1
6.26,0.0,0.873,0.084,8,0,132.353,5.016,1,3.864,32.22,4,2,1.209,32.22,0.098,3.016,3.016,18.067,0.175,0.121,6.712,6.712,13.245,99.98,5.128,32.267,26.835,26.191,28.586,30.942,1.082,33.327,35.695,3.128,3.128,3.128,23.863,23.088,4,0.756,4.498,11.227,1.013,14.58,10.796,10.796,10.796,19.179,1.128,19.369,0.794,24.959,3.689,3.549,0.651,9.262,56.511,0,28.715,5.292,2.22,10.487,11.35,21.443,4.951,4.865,0.121,1
6.569,0.0,0.816,0.102,6,0,90.833,4.643,1,3.601,38.564,1,3,1.258,38.564,0.08,2.857,2.857,16.037,0.192,0.142,6.335,6.335,8.294,96.41,4.821,12.361,25.904,24.64,26.917,29.13,1.15,31.389,33.616,2.933,2.933,2.933,22.457,22.245,2,0.368,3.296,9.749,0.925,13.659,9.406,9.406,9.406,18.026,0.799,18.606,0.556,24.073,2.398,3.313,1.172,2.95,26.604,0,27.738,4.978,1.877,9.657,10.475,20.144,3.434,3.178,-0.055,1
5.397,0.0,0.915,0.077,16,0,125.757,5.085,0,3.849,0.0,0,2,1.055,0.0,0.101,3.085,3.085,18.189,0.156,0.119,6.737,6.737,22.388,95.94,5.189,43.234,27.21,26.464,28.844,31.187,0.985,33.564,35.928,3.189,3.189,3.189,24.16,23.504,3,0.649,5.078,11.628,0.924,15.018,10.913,10.913,10.913,19.537,1.407,19.822,1.057,25.354,4.575,3.692,0.339,14.159,101.874,2,29.071,5.328,1.172,11.126,12.005,21.763,5.54,5.532,0.021,1
8.301,0.0,0.871,0.083,8,0,91.739,4.957,1,3.757,38.564,1,2,1.256,38.564,0.096,2.957,2.957,17.397,0.143,0.122,6.592,6.592,14.06,96.41,5.067,24.433,26.533,25.724,28.083,30.399,0.969,32.746,35.075,3.067,3.067,3.067,23.437,22.82,3,0.436,4.405,11.024,1.001,14.309,10.363,10.363,10.363,18.83,0.874,19.135,0.817,24.674,3.526,3.509,0.674,7.284,48.331,0,28.397,5.155,1.928,10.32,11.175,21.051,4.891,4.825,-0.002,1
6.658,0.0,0.85,0.086,5,0,105.751,4.964,1,3.791,32.22,4,2,1.172,32.22,0.087,2.964,2.964,17.423,0.189,0.119,6.596,6.596,13.749,99.98,5.078,29.969,26.534,25.743,28.104,30.422,1.108,32.77,35.1,3.078,3.078,3.078,23.453,22.815,2,0.664,3.584,10.068,1.015,14.308,10.381,10.381,10.381,18.838,0.801,19.123,0.807,24.672,3.332,3.485,0.635,6.942,36.283,4,28.401,5.19,2.391,10.302,11.16,21.065,3.807,3.664,0.064,1
6.796,0.0,0.853,0.067,6,0,110.446,5.658,1,3.809,38.564,1,3,1.058,38.564,0.088,3.658,3.658,22.839,0.115,0.108,7.793,7.793,8.321,96.41,5.659,37.936,28.846,29.212,31.868,34.515,0.883,37.169,39.821,3.659,3.659,3.659,26.579,24.795,3,0.591,4.094,10.85,0.94,16.142,14.218,14.218,14.218,21.321,1.143,20.776,1.113,26.817,4.248,3.58,0.48,10.726,73.997,2,30.879,5.659,1.97,11.151,12.087,23.916,4.317,4.344,0.022,1
7.125,0.0,0.808,0.11,6,0,76.978,4.639,1,3.588,38.564,1,3,1.192,38.564,0.069,2.854,2.854,15.979,0.185,0.146,6.33,6.33,8.321,96.41,4.814,17.219,25.893,24.596,26.869,29.078,1.129,31.333,33.556,2.929,2.929,2.929,22.417,22.235,1,0.394,3.045,9.69,0.937,13.63,9.369,9.369,9.369,17.992,0.763,18.596,0.715,24.062,1.946,3.285,1.181,3.145,16.1,0,27.726,4.965,1.834,9.577,10.389,20.108,2.944,2.197,-0.011,1
7.086,0.0,0.853,0.086,5,0,116.819,4.842,1,3.782,32.22,4,2,1.237,32.22,0.088,2.955,2.955,17.435,0.175,0.123,6.593,6.593,13.749,99.98,5.048,34.376,26.525,25.729,28.09,30.406,1.141,32.755,35.083,3.068,3.068,3.068,23.441,22.806,3,0.723,3.714,10.052,1.011,14.297,10.369,10.369,10.369,18.828,1.294,19.115,1.153,24.663,3.466,3.505,0.641,8.443,40.335,5,28.391,5.161,2.327,10.313,11.165,21.052,3.85,3.761,0.065,1
6.886,0.0,0.873,0.086,8,0,105.008,4.958,1,3.861,32.22,4,2,1.149,32.22,0.096,2.958,2.958,17.432,0.175,0.122,6.593,6.593,15.219,99.98,5.069,29.599,26.545,25.735,28.095,30.41,0.991,32.758,35.086,3.069,3.069,3.069,23.449,22.838,3,0.61,4.464,11.075,1.01,14.336,10.371,10.371,10.371,18.845,1.099,19.164,0.821,24.689,3.689,3.562,0.633,8.614,54.016,0,28.407,5.204,2.22,10.425,11.279,21.062,4.956,4.91,0.121,1
4.824,0.0,0.845,0.085,5,0,105.229,5.009,1,3.788,32.22,3,2,1.119,32.22,0.074,3.122,3.122,17.437,0.173,0.129,6.593,6.593,14.273,99.98,5.119,40.494,27.027,26.311,28.655,30.97,1.276,33.306,35.629,3.132,3.132,3.132,24.014,23.308,3,0.627,3.932,10.426,1.113,14.837,10.369,10.369,10.369,19.397,1.299,19.607,1.211,25.166,3.611,3.581,0.592,11.283,41.719,5,28.891,5.174,2.519,10.525,11.39,21.651,3.932,3.871,0.109,1
6.658,0.0,0.841,0.082,4,0,98.94,4.933,1,3.819,32.22,4,1,1.186,32.22,0.08,3.078,3.078,18.497,0.189,0.114,6.871,6.871,15.043,99.98,5.19,32.497,27.119,26.68,29.119,31.528,1.16,33.959,36.378,3.213,3.213,3.213,24.294,23.326,1,0.643,3.664,10.304,0.997,14.801,11.304,11.304,11.304,19.506,1.049,19.56,0.825,25.219,3.135,3.495,0.654,7.084,24.73,3,29.023,5.28,2.393,10.499,11.38,21.833,3.807,3.466,0.1,1
8.824,0.0,0.839,0.082,5,0,76.91,4.892,1,3.693,38.564,1,2,1.34,38.564,0.076,3.005,3.005,17.875,0.103,0.122,6.693,6.693,9.615,96.41,5.071,19.151,26.762,26.065,28.449,30.797,1.135,33.173,35.532,3.122,3.122,3.122,23.741,23.008,1,0.402,3.555,10.055,1.069,14.456,10.681,10.681,10.681,19.065,0.815,19.272,0.938,24.883,3.045,3.279,0.725,3.82,16.038,3,28.644,5.185,1.747,10.193,11.059,21.333,3.526,3.296,-0.046,1
5.432,0.0,0.843,0.082,5,0,97.742,5.133,1,3.791,32.22,1,2,1.226,32.22,0.072,3.245,3.245,18.417,0.163,0.122,7.053,7.053,19.733,99.98,5.272,38.709,27.711,27.026,29.44,31.838,1.285,34.249,36.655,3.286,3.286,3.286,24.643,23.864,3,0.538,3.784,10.678,0.928,15.154,11.338,11.338,11.338,19.871,1.297,20.036,1.197,25.786,3.638,3.545,0.614,10.758,80.17,5,29.639,5.361,2.376,10.55,11.408,22.218,3.912,3.892,0.12,1
6.699,0.0,0.845,0.089,5,0,46.578,4.824,1,3.681,38.564,2,2,1.698,38.564,0.081,2.941,2.941,17.292,0.115,0.129,6.607,6.607,8.254,96.41,5.013,13.844,26.502,25.771,28.132,30.461,1.084,32.812,35.149,3.072,3.072,3.072,23.461,22.758,0,0.229,3.497,9.864,0.863,14.227,10.416,10.416,10.416,18.814,0.631,19.031,0.915,24.628,2.833,3.244,0.72,2.83,15.043,3,28.378,5.122,1.793,10.028,10.886,21.077,3.434,3.091,-0.087,1
7.638,0.0,0.839,0.082,5,0,76.91,4.892,1,3.693,38.564,1,2,1.34,38.564,0.076,3.005,3.005,17.875,0.103,0.122,6.693,6.693,9.615,96.41,5.071,19.151,26.762,26.065,28.449,30.797,1.135,33.173,35.532,3.122,3.122,3.122,23.741,23.008,1,0.402,3.555,10.055,1.069,14.456,10.681,10.681,10.681,19.065,0.815,19.272,0.938,24.883,3.045,3.279,0.725,3.82,16.038,3,28.644,5.185,1.747,10.193,11.059,21.333,3.526,3.296,-0.046,1
9.398,0.0,0.89,0.077,11,0,83.811,5.032,2,3.822,70.783,1,2,1.141,70.783,0.093,3.032,3.032,18.069,0.122,0.116,6.726,6.726,11.35,121.71,5.172,37.45,26.895,26.264,28.659,31.02,1.074,33.408,35.782,3.172,3.172,3.172,23.933,23.161,1,0.445,4.484,10.874,1.021,14.676,10.858,10.858,10.858,19.255,0.881,19.455,1.04,25.025,4.007,3.691,0.468,10.662,50.154,3,28.771,5.221,1.444,10.707,11.59,21.517,4.832,4.652,-0.036,1
5.0,0.0,0.834,0.085,4,0,48.301,4.7,2,3.763,70.783,0,1,0.872,70.783,0.076,2.939,2.939,17.755,0.083,0.12,6.681,6.681,6.735,121.71,5.053,8.754,26.717,26.005,28.385,30.731,1.294,33.102,35.457,3.114,3.114,3.114,23.682,22.963,1,0.277,3.466,10.026,1.111,14.4,10.63,10.63,10.63,19.009,0.599,19.227,0.789,24.838,2.89,3.314,0.747,1.797,4.36,1,28.598,5.165,1.515,10.122,10.987,21.278,3.466,3.178,-0.128,1
4.0,0.0,0.881,0.068,7,0,94.986,5.486,1,3.897,32.22,3,1,1.048,32.22,0.101,3.486,3.486,22.683,0.095,0.109,7.843,7.843,15.449,99.98,5.605,26.591,28.905,29.386,32.057,34.724,0.96,37.394,40.064,3.605,3.605,3.605,26.728,24.831,4,0.486,4.708,11.556,1.01,16.185,14.452,14.452,14.452,21.422,1.091,20.785,0.933,26.865,4.317,3.584,0.514,8.806,105.714,1,30.95,5.631,1.651,11.049,11.968,24.053,5.192,5.288,0.198,1
5.167,0.0,0.834,0.079,3,0,94.195,4.907,1,3.694,38.564,0,0,1.09,38.564,0.086,3.022,3.022,18.304,0.114,0.115,6.849,6.849,13.304,96.41,5.146,26.549,27.047,26.586,29.017,31.421,1.255,33.844,36.256,3.177,3.177,3.177,24.203,23.251,3,0.529,3.638,10.127,1.177,14.711,11.213,11.213,11.213,19.419,0.814,19.479,0.981,25.147,3.219,3.507,0.728,6.209,13.816,5,28.952,5.243,1.781,10.346,11.214,21.748,3.689,3.434,0.052,1
7.546,34.939,0.97,0.07,9,1,25.92,5.089,1,3.83,32.22,1,2,1.276,32.22,0.112,3.089,3.089,18.24,0.0,0.108,6.757,6.757,13.627,62.68,5.207,11.956,27.079,26.466,28.866,31.23,1.04,33.623,36.003,3.207,3.207,3.207,24.134,23.339,0,0.114,4.653,11.26,0.705,14.859,10.996,10.996,10.996,19.452,0.978,19.621,0.885,25.207,4.407,3.434,0.456,4.41,15.593,2,28.956,5.319,0.662,10.856,11.759,21.714,5.158,5.306,0.022,0
5.333,41.24,0.981,0.074,7,1,28.382,5.052,1,3.728,32.22,0,1,1.514,32.22,0.105,3.052,3.052,18.316,0.029,0.114,6.739,6.739,12.749,62.68,5.173,15.272,26.969,26.381,28.779,31.138,1.066,33.528,35.902,3.173,3.173,3.173,24.052,23.219,0,0.149,4.726,11.329,0.961,14.76,10.923,10.923,10.923,19.365,1.065,19.492,1.089,25.092,4.205,3.557,0.448,5.412,9.985,5,28.85,5.413,0.584,10.748,11.639,21.63,5.143,5.248,0.095,0
6.637,0.0,0.916,0.073,4,0,4.741,4.759,2,3.772,64.439,0,1,0.0,64.439,0.091,2.97,2.97,18.377,0.0,0.114,6.745,6.745,5.585,87.98,5.188,3.128,26.852,26.274,28.686,31.051,1.345,33.451,35.829,3.188,3.188,3.188,23.935,23.086,0,0.038,3.761,10.159,0.829,14.574,10.898,10.898,10.898,19.217,0.612,19.34,0.783,24.967,3.497,3.223,0.637,0.717,0.0,2,28.741,5.309,0.799,10.393,11.287,21.495,3.912,3.784,-0.089,0
4.0,0.0,0.947,0.065,7,0,33.163,5.487,1,3.83,32.22,0,1,0.981,32.22,0.116,3.487,3.487,23.026,0.0,0.103,7.867,7.867,13.988,62.68,5.635,15.967,28.944,29.492,32.175,34.851,0.963,37.532,40.211,3.635,3.635,3.635,26.825,24.862,0,0.163,4.735,11.553,0.966,16.237,14.596,14.596,14.596,21.497,0.927,20.808,0.906,26.9,4.454,3.329,0.472,5.402,14.166,2,30.992,5.715,0.714,11.118,12.055,24.137,5.241,5.365,0.169,0
4.0,0.0,0.813,0.068,2,0,63.705,5.184,2,3.929,64.439,3,0,1.072,64.439,0.102,3.408,3.408,22.99,0.098,0.11,7.849,7.849,9.974,125.28,5.704,30.006,29.053,29.68,32.367,35.051,1.304,37.74,40.429,3.738,3.738,3.738,27.009,24.996,2,0.384,4.234,11.074,0.697,16.431,14.797,14.797,14.797,21.683,1.106,20.964,0.981,27.022,3.761,3.365,0.745,8.685,99.131,2,31.087,5.724,1.697,11.101,12.058,24.32,4.317,4.007,0.35,1
5.167,0.0,0.841,0.078,3,0,103.812,4.911,1,3.767,32.22,3,0,1.083,32.22,0.084,3.025,3.025,18.478,0.15,0.121,6.859,6.859,13.486,99.98,5.165,30.99,27.094,26.639,29.075,31.48,1.218,33.907,36.321,3.186,3.186,3.186,24.258,23.303,4,0.577,3.85,10.278,1.024,14.781,11.261,11.261,11.261,19.477,1.283,19.54,1.018,25.196,3.497,3.52,0.688,8.282,104.249,5,28.997,5.264,2.109,10.495,11.367,21.799,3.932,3.714,0.159,1
7.244,0.0,0.839,0.084,4,0,85.482,4.792,1,3.69,38.564,0,1,1.461,38.564,0.087,2.909,2.909,17.237,0.125,0.121,6.573,6.573,12.01,96.41,5.021,21.203,26.453,25.635,27.988,30.3,1.251,32.64,34.963,3.055,3.055,3.055,23.349,22.731,3,0.471,3.497,9.871,1.029,14.202,10.287,10.287,10.287,18.739,0.765,19.03,0.962,24.59,3.135,3.445,0.705,4.866,15.507,5,28.32,5.133,1.824,10.124,10.976,20.967,3.584,3.367,0.018,1
7.328,0.0,0.935,0.078,7,0,18.218,4.934,1,3.813,32.22,0,1,1.24,32.22,0.101,2.934,2.934,17.571,0.033,0.118,6.61,6.61,12.384,62.68,5.107,10.586,26.58,25.805,28.174,30.494,0.943,32.849,35.183,3.107,3.107,3.107,23.517,22.866,0,0.089,4.487,11.059,0.834,14.379,10.438,10.438,10.438,18.902,0.821,19.182,0.773,24.72,3.738,3.221,0.525,3.883,23.329,1,28.445,5.305,0.75,10.459,11.334,21.118,4.984,4.925,0.166,0
7.585,0.0,0.865,0.084,7,0,72.105,4.913,1,3.764,38.564,0,1,1.365,38.564,0.097,2.913,2.913,17.233,0.125,0.12,6.573,6.573,13.481,96.41,5.056,18.448,26.476,25.641,27.993,30.304,1.046,32.644,34.966,3.056,3.056,3.056,23.357,22.765,3,0.365,4.368,11.014,1.019,14.245,10.289,10.289,10.289,18.758,0.821,19.083,0.798,24.618,3.434,3.474,0.681,5.608,35.806,0,28.338,5.123,1.738,10.258,11.112,20.978,4.876,4.793,0.08,1
7.816,49.154,0.913,0.079,5,1,25.069,4.851,1,3.712,32.22,1,2,1.246,32.22,0.091,2.961,2.961,17.448,0.03,0.119,6.597,6.597,12.469,62.68,5.083,15.635,26.537,25.749,28.111,30.429,1.147,32.779,35.109,3.083,3.083,3.083,23.459,22.817,0,0.166,3.738,9.979,0.925,14.312,10.387,10.387,10.387,18.844,0.827,19.122,1.158,24.674,3.689,3.392,0.557,4.635,7.683,5,28.403,5.2,0.725,10.347,11.213,21.069,3.912,3.951,0.031,0
4.563,42.085,0.859,0.066,3,1,21.827,5.217,2,3.84,64.439,1,1,0.174,64.439,0.114,3.412,3.412,23.051,0.0,0.103,7.853,7.853,10.198,87.98,5.742,16.853,29.06,29.698,32.388,35.073,1.399,37.764,40.455,3.742,3.742,3.742,27.026,25.003,0,0.144,4.248,11.048,0.941,16.443,14.822,14.822,14.822,21.698,0.812,20.969,1.07,27.029,4.094,3.438,0.624,5.118,7.136,2,31.096,5.768,0.768,11.151,12.116,24.336,4.407,4.331,0.277,0
4.481,0.0,0.912,0.073,4,0,7.624,4.88,1,3.523,32.22,0,1,0.0,32.22,0.091,3.002,3.002,18.377,0.0,0.114,6.745,6.745,7.838,62.68,5.188,4.129,26.852,26.274,28.686,31.051,1.447,33.451,35.829,3.188,3.188,3.188,23.935,23.086,0,0.057,3.761,10.159,0.727,14.574,10.898,10.898,10.898,19.217,0.619,19.34,0.854,24.967,3.497,3.222,0.637,0.992,0.0,4,28.741,5.309,0.799,10.393,11.287,21.495,3.912,3.784,0.119,0
6.292,0.0,0.846,0.083,4,0,98.633,4.799,1,3.754,32.22,3,1,1.367,32.22,0.086,2.915,2.915,17.478,0.162,0.126,6.595,6.595,12.193,99.98,5.049,25.288,26.536,25.743,28.105,30.421,1.208,32.77,35.099,3.072,3.072,3.072,23.457,22.817,4,0.543,3.738,10.062,0.897,14.315,10.379,10.379,10.379,18.845,1.267,19.124,1.013,24.674,3.401,3.469,0.667,6.733,95.143,5,28.402,5.164,2.159,10.303,11.16,21.066,3.85,3.638,0.135,1
4.678,0.0,0.803,0.069,2,0,63.542,5.18,2,3.78,70.783,0,0,1.088,70.783,0.109,3.408,3.408,22.961,0.056,0.105,7.849,7.849,9.791,121.71,5.679,25.5,29.046,29.676,32.363,35.047,1.345,37.736,40.425,3.737,3.737,3.737,27.005,24.987,1,0.349,4.094,11.008,0.82,16.418,14.793,14.793,14.793,21.676,0.804,20.95,0.935,27.014,3.526,3.362,0.808,6.497,17.617,2,31.082,5.698,1.33,11.018,11.979,24.316,4.159,3.784,0.285,1
7.921,34.939,0.97,0.07,9,1,25.92,5.089,1,3.83,32.22,1,2,1.276,32.22,0.112,3.089,3.089,18.24,0.0,0.108,6.757,6.757,13.627,62.68,5.207,11.956,27.079,26.466,28.866,31.23,1.04,33.623,36.003,3.207,3.207,3.207,24.134,23.339,0,0.114,4.653,11.26,0.705,14.859,10.996,10.996,10.996,19.452,0.978,19.621,0.885,25.207,4.407,3.434,0.456,4.41,15.593,2,28.956,5.319,0.662,10.856,11.759,21.714,5.158,5.306,0.022,0
6.77,49.773,0.85,0.092,6,1,68.183,4.81,1,3.594,38.564,1,3,1.143,38.564,0.087,2.903,2.903,16.427,0.103,0.135,6.394,6.394,8.321,96.41,4.917,10.922,26.049,24.957,27.257,29.5,1.034,31.784,34.041,2.972,2.972,2.972,22.743,22.376,2,0.354,3.434,9.764,0.956,13.846,9.675,9.675,9.675,18.26,0.659,18.723,0.774,24.21,3.219,3.384,0.714,1.842,13.558,3,27.891,5.058,1.461,9.938,10.775,20.411,3.526,3.401,-0.092,1
4.027,0.0,0.919,0.069,7,0,202.634,5.257,0,3.807,0.0,0,1,0.968,0.0,0.101,3.257,3.257,19.665,0.118,0.106,7.213,7.213,13.863,121.52,5.369,24.595,28.36,28.03,30.509,32.967,1.053,35.443,37.912,3.369,3.369,3.369,25.594,24.496,1,1.373,5.737,13.071,1.154,15.912,11.99,11.99,11.99,20.716,1.265,20.656,1.049,26.426,4.779,3.723,0.345,6.986,154.16,0,30.299,5.738,1.811,11.441,12.36,23.102,6.362,6.86,0.199,0
7.523,0.0,0.861,0.079,11,0,123.34,4.975,1,3.767,38.564,1,4,1.042,38.564,0.106,2.975,2.975,17.521,0.196,0.12,6.606,6.606,24.56,114.87,5.1,36.444,26.82,25.986,28.333,30.638,1.137,32.976,35.297,3.1,3.1,3.1,23.713,23.116,2,0.947,4.69,11.406,1.099,14.629,10.441,10.441,10.441,19.132,1.334,19.434,0.935,24.966,4.007,3.524,0.655,10.128,79.758,0,28.677,5.24,1.99,10.649,11.52,21.341,5.176,5.319,0.026,1
7.721,0.0,0.891,0.081,10,0,113.333,4.974,1,3.807,38.564,1,2,1.161,38.564,0.096,2.974,2.974,17.41,0.122,0.121,6.593,6.593,15.53,96.41,5.075,39.943,26.8,25.921,28.259,30.556,1.048,32.886,35.2,3.075,3.075,3.075,23.654,23.102,3,0.579,4.512,10.884,1.016,14.604,10.368,10.368,10.368,19.09,1.065,19.426,1.081,24.949,4.025,3.656,0.447,11.72,44.658,5,28.654,5.19,1.681,10.682,11.545,21.292,4.884,4.7,-0.07,1
7.06,0.0,0.89,0.063,5,0,125.101,5.22,1,3.786,38.564,1,2,1.332,38.564,0.117,3.22,3.22,19.119,0.104,0.102,6.94,6.94,12.589,96.41,5.291,40.442,27.368,27.132,29.598,32.039,1.031,34.499,36.951,3.291,3.291,3.291,24.72,23.578,5,0.661,4.29,10.344,0.942,15.17,11.731,11.731,11.731,19.891,1.192,19.821,0.981,25.469,4.682,3.54,0.43,11.842,61.408,6,29.272,5.33,1.767,11.123,12.058,22.236,4.644,4.771,-0.051,1
5.097,0.0,0.891,0.076,10,0,134.099,5.101,1,3.792,38.564,1,2,1.103,38.564,0.109,3.101,3.101,18.739,0.122,0.115,6.819,6.819,13.556,96.41,5.189,47.211,27.167,26.705,29.13,31.522,1.023,33.94,36.345,3.189,3.189,3.189,24.341,23.396,4,0.635,4.566,10.924,1.045,14.928,11.252,11.252,11.252,19.593,1.086,19.647,1.083,25.279,4.159,3.642,0.497,14.913,83.163,5,29.058,5.292,1.681,10.79,11.672,21.897,4.975,4.888,-0.07,1
7.638,0.0,0.889,0.067,9,0,116.073,5.196,1,3.762,38.564,1,1,1.19,38.564,0.112,3.196,3.196,19.338,0.105,0.104,7.024,7.024,19.058,105.64,5.321,29.409,27.476,27.346,29.836,32.306,1.006,34.791,37.27,3.321,3.321,3.321,24.898,23.654,2,0.833,4.799,11.52,1.176,15.203,11.993,11.993,11.993,20.002,0.917,19.863,0.96,25.562,4.344,3.513,0.525,8.042,36.922,2,29.396,5.442,1.58,10.958,11.877,22.393,5.317,5.536,-0.002,1
8.119,71.885,0.859,0.087,13,1,99.174,4.721,3,3.799,103.003,1,6,1.324,103.003,0.096,2.935,2.935,17.392,0.135,0.126,6.59,6.59,9.867,147.01,5.036,52.523,26.509,25.716,28.075,30.392,0.85,32.739,35.067,3.061,3.061,3.061,23.426,22.785,3,0.59,3.638,9.903,1.083,14.268,10.358,10.358,10.358,18.809,0.875,19.084,1.098,24.645,3.555,3.555,0.681,13.253,48.935,1,28.377,5.152,1.913,10.23,11.076,21.038,3.807,3.714,-0.208,1
7.721,0.0,0.851,0.084,5,0,119.132,4.695,2,3.76,70.545,1,2,0.891,70.545,0.073,2.88,2.88,16.2,0.167,0.13,6.35,6.35,6.396,121.71,4.938,28.682,26.023,24.785,27.066,29.281,1.18,31.546,33.779,2.96,2.96,2.96,22.607,22.386,3,0.603,3.526,9.818,1.053,13.861,9.502,9.502,9.502,18.192,0.88,18.775,1.155,24.202,3.296,3.543,0.655,8.078,65.306,5,27.849,5.083,2.207,10.114,10.953,20.294,3.555,3.497,-0.008,1
7.721,0.0,0.898,0.067,6,0,87.783,5.198,1,3.762,38.564,1,1,1.262,38.564,0.113,3.198,3.198,19.335,0.081,0.103,7.023,7.023,16.04,96.41,5.32,26.704,27.466,27.342,29.832,32.303,1.053,34.788,37.267,3.32,3.32,3.32,24.893,23.641,3,0.426,4.761,11.5,1.028,15.188,11.992,11.992,11.992,19.993,0.898,19.845,0.991,25.55,4.277,3.515,0.539,7.974,64.028,2,29.388,5.44,1.538,10.921,11.84,22.387,5.271,5.457,0.019,1
