pXC50,C.019,nCconjX,nCXr.,C.036,nC.N.N.,P_VSA_MR_7,SsCl,NdsN,Cl.089,nCL,NsCl,P_VSA_e_4,CATS2D_02_DA,P_VSA_LogP_2,N.074,NssNH,D.Dtr06,P_VSA_m_4,CATS2D_03_AA,GATS1m,nR06,SpMax3_Bh.m.,Hy,Eig03_AEA.bo.,CATS2D_05_DL,P_VSA_LogP_6,CATS2D_04_DL,NdssC,nHDon,SAdon,CATS2D_07_DL,nRCONHR,H.050,MATS3s,CATS2D_06_DL,P_VSA_s_5,nArOR,GATS5m,CATS2D_03_DL,GATS2m,X.,nCsp2,P_VSA_LogP_8,CATS2D_03_DA,H.049,C.,TPSA.NO.,nCbH,nX,PCD,X5Av,P_VSA_LogP_5,P_VSA_p_3,P_VSA_v_3,nBnz,TPSA.Tot.,Eig03_EA.bo.,SM13_AEA.ri.,SssO,P_VSA_p_2,P_VSA_s_4,CATS2D_05_DA,GATS4m,SdsN,nR.Cs,P_VSA_v_2,CATS2D_03_AL
4.928,1,1,1,1,1,51.697,6.091,1,1,1,1,39.149,1,42.597,1,0,239.352,39.149,1,0.596,3,3.587,0.282,3.947,1,0.0,0,5,2,32.897,1,0,2,-0.112,1,0.0,0,0.836,1,0.666,2.2,16,39.149,0,1,43.5,104.28,7,1,3.198,0.024,39.18,161.671,161.671,2,104.28,3.168,3.168,4.879,138.997,87.208,2,0.908,4.056,1,138.997,10
5.071,2,1,1,1,1,56.94,6.222,1,1,1,1,39.149,0,7.642,1,0,317.839,39.149,3,0.595,4,3.824,-0.813,4.046,0,0.0,0,3,0,0.0,0,0,0,0.187,0,0.0,1,0.803,0,0.689,2.1,20,39.149,0,1,48.9,44.12,11,1,4.062,0.024,44.423,196.109,196.109,3,44.12,3.629,3.629,5.843,55.81,125.113,0,0.818,4.208,2,55.81,7
4.699,1,1,1,1,1,68.482,6.377,1,1,1,1,39.149,0,9.7,1,0,367.977,39.149,1,0.588,4,3.777,-0.767,4.036,0,0.0,0,4,0,0.0,0,0,0,-0.047,0,0.0,0,0.805,0,0.716,2.0,20,39.149,0,2,47.1,74.08,7,1,3.863,0.024,50.984,197.2,197.2,2,74.08,3.48,3.48,5.233,97.74,124.684,0,0.935,4.222,1,97.74,11
6.174,2,1,1,1,1,56.94,6.121,1,1,1,1,39.149,0,5.107,1,0,264.43,39.149,3,0.579,3,3.806,-0.722,4.014,0,0.0,0,3,0,0.0,0,0,0,0.126,0,0.0,3,0.746,0,0.71,2.3,16,39.149,0,1,44.2,62.58,8,1,2.878,0.022,68.579,180.242,180.242,2,62.58,3.6,3.6,16.104,77.809,109.625,0,0.917,4.095,2,77.809,10
4.699,2,1,1,0,0,8.0,0.0,1,0,0,0,0.0,0,18.98,1,0,404.962,0.0,5,0.507,4,3.89,-0.788,4.031,0,0.0,0,4,0,0.0,0,0,0,0.162,0,45.954,2,1.958,0,0.578,1.7,20,0.0,0,0,45.0,56.59,11,1,3.794,0.025,60.605,209.146,209.146,3,56.59,3.623,3.623,11.764,69.934,119.19,0,0.92,4.639,2,69.934,9
4.738,2,2,2,0,0,47.893,6.366,1,1,1,1,39.149,0,9.7,1,0,369.441,39.149,2,0.474,4,3.951,-0.759,4.031,0,0.0,0,4,0,0.0,0,0,0,0.185,0,45.954,2,1.222,0,0.562,4.2,20,39.149,0,0,47.9,53.35,11,2,3.844,0.025,57.481,239.758,239.758,3,53.35,3.619,3.619,11.243,66.81,116.066,0,0.768,4.365,2,66.81,12
4.921,1,1,1,1,1,12.103,0.0,1,0,0,0,0.0,0,5.107,1,0,266.657,0.0,1,0.468,4,3.871,-0.83,3.793,0,0.0,0,3,0,0.0,0,0,0,0.059,0,45.954,0,1.078,0,0.581,2.5,20,45.954,0,1,52.5,34.89,12,1,4.021,0.027,31.366,193.285,193.285,3,34.89,3.214,3.214,0.0,44.81,125.764,0,0.782,4.323,1,44.81,7
4.699,2,0,0,1,1,15.842,0.0,1,0,0,0,0.0,0,9.7,1,0,354.607,32.22,3,0.716,4,3.818,-0.792,4.021,0,0.0,0,3,0,0.0,0,0,0,0.124,0,0.0,2,0.856,0,1.026,0.0,20,0.0,0,1,46.2,53.35,11,0,4.029,0.025,57.481,198.537,198.537,3,78.65,3.606,3.606,11.445,66.81,132.304,0,0.909,4.375,2,66.81,9
6.367,2,1,1,1,1,56.94,6.203,1,1,1,1,39.149,0,5.107,1,0,321.875,71.368,3,0.597,4,3.933,-0.778,4.016,0,0.0,0,3,0,0.0,0,0,0,0.18,0,0.0,1,0.641,0,0.893,2.2,20,39.149,0,1,48.9,44.12,11,1,4.045,0.026,42.789,222.525,222.525,3,69.42,3.602,3.602,5.791,55.81,123.478,0,0.872,4.198,2,55.81,7
6.081,2,1,1,1,1,56.94,6.266,1,1,1,1,39.149,0,12.711,1,0,301.379,39.149,3,0.581,4,3.899,-0.819,4.269,0,0.0,0,3,0,0.0,0,0,0,0.191,0,0.0,1,0.788,0,0.695,2.1,20,39.149,0,1,50.0,44.12,10,1,4.177,0.025,47.609,186.063,186.063,3,44.12,3.817,3.817,5.926,55.81,106.812,0,0.82,4.232,2,55.81,7
4.759,1,1,1,1,1,51.697,5.974,1,1,1,1,39.149,0,5.107,3,0,192.973,39.149,1,0.517,3,3.486,-0.74,3.817,0,0.0,0,3,0,0.0,0,0,0,-0.016,0,33.203,0,0.753,0,0.678,2.9,14,39.149,0,1,51.4,82.47,7,1,3.354,0.024,90.299,169.561,169.561,2,82.47,2.966,2.966,0.0,106.928,78.383,0,0.991,4.045,1,106.928,9
6.276,2,1,1,1,1,112.874,12.416,2,2,2,2,78.297,0,3.002,2,0,323.858,78.297,5,0.485,4,3.823,-0.691,4.136,0,4.815,0,4,0,0.0,0,0,0,0.069,0,0.0,3,0.617,0,0.609,4.3,22,78.297,0,2,48.9,92.27,7,2,4.539,0.018,100.669,238.326,238.326,2,92.27,3.756,3.756,16.866,111.38,117.266,0,0.807,8.818,2,111.38,14
4.699,1,0,0,1,1,10.598,0.0,1,0,0,0,0.0,0,5.107,2,0,319.054,38.564,1,0.788,4,3.783,-0.394,3.998,0,0.0,0,3,0,0.0,0,0,1,-0.004,0,16.602,0,0.835,0,0.743,0.0,20,0.0,0,1,51.1,58.68,12,0,3.965,0.025,62.425,200.992,200.992,3,97.48,3.463,3.463,0.0,75.869,125.764,0,0.941,4.269,1,75.869,8
4.699,2,1,1,1,1,135.237,18.094,1,3,3,3,117.446,0,5.107,1,0,319.155,117.446,3,0.47,4,3.948,-0.742,4.196,0,0.0,0,3,0,0.0,0,0,0,0.139,0,0.0,1,0.63,0,0.595,7.3,20,117.446,0,1,51.2,44.12,10,3,4.053,0.024,48.239,257.386,257.386,3,44.12,3.792,3.792,5.693,55.81,106.812,0,0.838,4.159,2,55.81,6
6.444,2,1,1,1,1,56.94,6.129,1,1,1,1,39.149,0,5.107,1,0,336.155,39.149,3,0.543,4,3.838,-0.751,4.22,0,14.96,0,3,0,0.0,0,0,0,0.099,0,0.0,2,0.865,0,0.674,4.4,20,39.149,0,1,48.9,53.35,10,2,4.072,0.022,66.602,197.335,197.335,3,53.35,3.803,3.803,10.471,66.81,117.695,0,0.86,4.125,2,81.77,8
4.699,2,1,1,1,1,56.94,5.874,1,1,1,1,39.149,1,5.107,1,0,143.458,39.149,4,0.55,2,3.52,-0.151,3.675,0,0.0,0,4,1,42.683,1,0,1,-0.124,0,0.0,2,0.718,0,0.647,3.1,11,39.149,1,1,40.6,90.65,4,1,1.957,0.02,49.15,123.935,123.935,1,90.65,2.847,2.847,10.415,134.638,60.837,1,0.831,3.639,2,134.638,6
4.699,0,0,0,0,0,5.67,0.0,0,0,0,0,0.0,0,23.362,0,0,517.58,0.0,3,0.781,5,3.803,-0.788,4.186,0,0.0,0,1,0,0.0,0,0,0,0.05,0,0.0,0,1.072,0,0.947,0.0,17,50.747,0,0,42.2,72.61,11,0,3.347,0.033,20.094,143.026,143.026,3,72.61,3.379,3.379,0.0,90.935,119.282,0,1.09,0.0,0,90.935,13
4.699,0,0,0,0,0,5.67,0.0,0,0,0,0,0.0,0,26.325,0,0,498.998,0.0,3,0.79,5,3.779,-0.81,4.155,0,0.0,0,1,0,0.0,0,0,0,0.045,0,0.0,0,1.026,0,0.946,0.0,19,50.747,0,0,43.1,72.61,12,0,3.457,0.032,24.504,159.877,159.877,3,72.61,3.665,3.665,0.0,90.935,128.758,0,1.081,0.0,0,90.935,15
4.699,0,0,0,0,0,5.67,0.0,0,0,0,0,0.0,0,21.256,0,0,491.531,0.0,3,0.756,5,3.783,-0.799,4.18,0,0.0,0,1,0,0.0,0,0,0,0.051,0,0.0,0,1.075,0,0.922,0.0,19,50.747,0,0,43.9,72.61,12,0,3.52,0.03,24.504,154.808,154.808,3,72.61,3.38,3.38,0.0,90.935,128.758,0,1.063,0.0,0,90.935,15
4.699,0,0,0,0,0,5.67,0.0,0,0,0,0,0.0,0,23.362,0,0,611.297,0.0,3,0.767,6,3.805,-0.81,4.187,0,0.0,0,1,0,0.0,0,0,0,0.048,0,0.0,0,1.055,0,0.93,0.0,21,50.747,0,0,44.3,72.61,13,0,4.613,0.03,25.24,167.125,167.125,4,72.61,3.798,3.798,0.0,90.935,138.234,0,1.076,0.0,0,90.935,13
4.699,1,0,0,1,1,23.767,0.0,1,0,0,0,0.0,0,3.002,1,0,254.259,0.0,3,0.758,3,3.68,-0.79,3.994,0,0.0,0,2,0,0.0,0,0,0,0.177,0,0.0,2,0.881,0,0.796,0.0,16,0.0,0,1,44.4,53.35,8,0,2.899,0.021,55.092,149.244,149.244,2,53.35,3.488,3.488,10.819,66.81,125.869,0,1.047,4.157,2,66.81,10
4.699,2,0,0,1,1,17.048,0.0,1,0,0,0,0.0,0,35.899,1,0,265.787,0.0,3,0.784,3,3.702,0.251,4.009,2,0.0,0,3,2,32.897,2,0,2,0.196,4,0.0,2,0.913,0,0.761,0.0,16,0.0,2,1,42.6,79.37,8,0,2.856,0.02,55.092,142.525,142.525,2,79.37,3.582,3.582,10.824,99.707,116.393,0,1.029,4.131,2,99.707,8
4.699,2,0,0,1,1,17.048,0.0,1,0,0,0,0.0,1,21.013,1,1,303.54,0.0,3,0.759,3,3.723,-0.336,4.012,2,0.0,0,4,1,18.011,2,1,1,-0.002,4,18.011,2,0.87,0,0.738,0.0,17,0.0,2,1,42.3,82.45,8,0,2.764,0.02,55.092,156.055,156.055,2,82.45,3.59,3.59,10.956,109.965,125.218,0,0.936,4.195,2,109.965,8
5.678,2,1,1,0,0,47.893,6.263,1,1,1,1,39.149,0,3.002,1,0,259.95,39.149,4,0.579,3,3.796,-0.722,4.013,0,0.0,0,4,0,0.0,0,0,0,0.196,0,0.0,2,1.097,0,0.642,2.3,16,39.149,0,0,44.2,62.58,8,1,2.749,0.019,66.092,180.242,180.242,2,62.58,3.598,3.598,16.052,77.809,109.403,0,0.812,4.181,2,77.809,11
6.796,2,1,1,1,1,56.94,6.167,1,1,1,1,39.149,0,3.002,1,0,310.417,39.149,3,0.547,4,3.808,-0.769,4.024,0,0.0,0,3,0,0.0,0,0,0,0.165,0,0.0,2,0.758,0,0.678,2.4,20,39.149,0,1,50.0,53.35,11,1,4.039,0.021,57.052,195.156,195.156,3,53.35,3.609,3.609,10.85,66.81,127.171,0,0.846,4.157,2,66.81,10
5.886,2,1,1,1,1,56.94,6.045,1,1,1,1,39.149,0,3.002,1,0,225.018,39.149,3,0.564,3,3.787,-0.284,3.964,0,0.0,0,3,1,42.683,0,0,1,0.065,0,0.0,1,0.716,2,0.613,2.8,16,39.149,0,1,47.2,64.35,8,1,2.807,0.021,38.849,157.466,157.466,2,64.35,3.544,3.544,5.564,98.493,96.684,1,0.772,4.046,2,98.493,8
5.319,2,1,1,1,1,56.94,6.087,1,1,1,1,39.149,0,3.002,1,0,252.133,39.149,3,0.606,3,3.794,-0.317,3.986,0,0.0,0,3,1,42.683,0,0,1,0.116,0,0.0,1,0.719,2,0.621,2.4,16,39.149,0,1,45.2,64.35,8,1,2.836,0.021,38.849,166.291,166.291,2,64.35,3.565,3.565,5.603,98.493,105.51,1,0.765,4.091,2,98.493,8
5.678,2,1,1,1,1,56.94,6.138,1,1,1,1,39.149,0,38.005,1,0,293.505,39.149,3,0.625,3,3.825,0.247,4.108,2,0.0,2,4,2,32.897,0,0,2,0.164,0,0.0,1,0.792,1,0.645,2.1,17,39.149,1,1,43.8,87.21,8,1,2.97,0.022,42.034,176.716,176.716,2,87.21,3.644,3.644,5.685,113.852,105.51,0,0.824,4.107,2,113.852,10
6.678,2,1,1,1,1,56.94,6.157,1,1,1,1,39.149,0,7.594,1,0,261.98,39.149,3,0.608,3,3.803,-0.76,4.011,0,0.0,0,3,0,0.0,0,0,0,0.12,0,0.0,2,0.897,0,0.625,2.2,16,39.149,0,1,44.4,53.35,7,1,2.874,0.021,58.278,178.661,178.661,2,53.35,3.594,3.594,11.135,66.81,104.859,0,0.719,4.143,2,66.81,10
6.357,2,1,1,1,1,56.94,6.119,1,1,1,1,39.149,0,3.002,1,0,247.916,39.149,3,0.606,3,3.808,-0.317,4.007,0,0.0,2,3,1,42.683,0,0,1,0.116,0,0.0,1,0.884,2,0.631,2.4,16,39.149,0,1,45.2,64.35,7,1,2.859,0.021,45.22,163.186,163.186,2,64.35,3.592,3.592,5.675,98.493,96.033,0,0.69,4.119,2,98.493,8
6.108,2,1,1,1,1,17.346,0.0,1,0,0,0,0.0,0,3.002,1,0,238.672,0.0,3,0.478,3,3.83,-0.74,3.984,0,0.0,0,3,0,0.0,0,0,0,0.148,0,45.954,2,0.699,0,0.576,2.6,16,45.954,0,1,46.2,53.35,8,1,2.824,0.023,55.092,179.952,179.952,2,53.35,3.557,3.557,10.862,66.81,107.567,0,0.691,4.165,2,66.81,10
4.699,1,0,0,1,1,14.291,0.0,1,0,0,0,0.0,1,3.002,1,0,290.226,0.0,3,0.729,3,3.73,-0.323,4.018,0,0.0,0,4,1,42.683,4,0,1,0.061,2,0.0,2,0.802,0,0.72,0.0,17,0.0,0,1,43.8,90.65,8,0,2.8,0.019,58.278,143.864,143.864,2,90.65,3.608,3.608,10.698,134.638,116.393,2,0.954,3.997,1,134.638,10
6.125,2,1,1,1,1,56.94,6.008,1,1,1,1,39.149,0,3.002,1,0,279.344,39.149,3,0.501,3,3.803,-0.659,4.038,0,0.0,0,3,0,0.0,0,0,0,0.042,0,0.0,2,0.899,0,0.596,10.3,16,46.908,0,1,46.2,53.35,8,4,2.867,0.019,99.972,172.526,172.526,2,53.35,3.605,3.605,10.579,66.81,98.742,0,0.957,3.861,2,111.69,10
6.114,2,1,1,1,1,56.94,6.134,1,1,1,1,39.149,0,3.002,1,0,280.194,39.149,3,0.599,3,3.795,-0.733,3.995,0,0.0,0,3,0,0.0,0,0,0,0.088,0,0.0,3,0.805,0,0.662,2.2,16,39.149,0,1,43.5,62.58,8,1,2.867,0.021,68.15,184.475,184.475,2,62.58,3.568,3.568,16.414,77.809,116.393,0,0.789,4.1,2,77.809,12
6.161,2,1,1,1,1,56.94,6.09,1,1,1,1,39.149,0,3.002,1,0,238.672,39.149,3,0.464,3,3.814,-0.699,3.984,0,0.0,0,3,0,0.0,0,0,0,0.136,0,45.954,2,0.377,0,0.586,5.6,16,85.103,0,1,47.2,53.35,8,2,2.824,0.023,54.961,210.591,210.591,2,53.35,3.557,3.557,10.747,66.81,98.742,0,0.879,4.064,2,66.81,10
5.752,2,1,1,1,1,96.089,11.94,1,2,2,2,78.297,0,3.002,1,0,238.672,78.297,3,0.492,3,3.807,-0.699,3.984,0,0.0,0,3,0,0.0,0,0,0,0.096,0,0.0,2,0.617,0,0.618,5.6,16,78.297,0,1,47.2,53.35,8,2,2.824,0.021,55.407,204.231,204.231,2,53.35,3.557,3.557,10.724,66.81,98.742,0,0.913,4.037,2,66.81,10
5.59,2,1,1,1,1,56.94,6.168,1,1,1,1,39.149,0,13.14,1,0,295.149,39.149,3,0.648,3,3.8,-0.778,3.992,0,0.0,0,3,0,0.0,0,0,0,0.251,0,0.0,2,0.712,0,0.718,2.0,16,39.149,0,1,43.1,53.35,8,1,2.876,0.024,55.092,183.73,183.73,2,53.35,3.566,3.566,10.857,66.81,107.567,0,0.771,4.155,2,66.81,10
5.767,2,1,1,1,1,56.94,6.177,1,1,1,1,39.149,0,3.002,1,0,399.773,39.149,3,0.566,4,3.81,-0.785,4.03,0,0.0,0,3,0,0.0,0,0,0,0.178,0,0.0,2,0.783,0,0.705,2.2,22,39.149,0,1,50.0,53.35,13,1,3.88,0.022,58.278,215.334,215.334,3,53.35,3.611,3.611,10.862,66.81,146.123,0,0.852,4.152,2,66.81,10
6.009,2,1,1,1,1,56.94,6.137,1,1,1,1,39.149,0,3.002,1,0,248.254,39.149,3,0.586,3,3.799,-0.751,4.007,0,0.0,0,3,0,0.0,0,0,0,0.151,0,0.0,2,0.777,0,0.615,2.4,16,39.149,0,1,45.2,53.35,7,1,2.878,0.021,58.278,176.127,176.127,2,53.35,3.592,3.592,10.813,66.81,106.916,0,0.799,4.14,2,66.81,11
6.229,2,1,1,1,1,56.94,6.128,1,1,1,1,39.149,0,3.002,1,0,249.801,39.149,3,0.586,3,3.8,-0.751,4.014,0,0.0,0,3,0,0.0,0,0,0,0.162,0,0.0,2,0.66,0,0.615,2.4,16,39.149,0,1,45.2,53.35,7,1,2.851,0.021,58.278,176.127,176.127,2,53.35,3.599,3.599,10.802,66.81,106.916,0,0.847,4.121,2,66.81,10
6.149,2,1,1,1,1,56.94,6.094,1,1,1,1,39.149,0,3.002,1,0,236.787,39.149,3,0.464,3,3.813,-0.699,3.99,0,0.0,0,3,0,0.0,0,0,0,0.125,0,45.954,2,0.786,0,0.586,5.6,16,85.103,0,1,47.2,53.35,8,2,2.834,0.023,54.961,210.591,210.591,2,53.35,3.566,3.566,10.752,66.81,98.742,0,0.8,4.07,2,66.81,9
6.638,2,1,1,1,1,56.94,6.13,1,1,1,1,39.149,0,5.536,1,0,248.612,39.149,3,0.586,3,3.796,-0.751,3.996,0,0.0,0,3,0,0.0,0,0,0,0.197,0,0.0,2,0.743,0,0.663,2.4,16,39.149,0,1,45.2,53.35,8,1,2.86,0.022,55.092,176.127,176.127,2,53.35,3.573,3.573,10.805,66.81,107.567,0,0.812,4.125,2,66.81,10
6.367,2,1,1,1,1,56.94,6.19,1,1,1,1,39.149,0,5.107,1,0,482.516,39.149,4,0.592,4,3.809,-0.781,4.017,0,0.0,0,4,0,0.0,0,0,0,0.022,0,0.0,2,0.786,0,0.745,1.9,23,39.149,0,1,48.1,70.42,14,1,2.822,0.024,55.521,229.292,229.292,3,70.42,3.602,3.602,10.849,91.954,155.6,0,0.792,4.069,2,91.954,9
6.137,2,1,1,1,1,56.94,6.096,1,1,1,1,39.149,0,3.002,1,0,235.24,39.149,3,0.585,3,3.796,-0.301,4.001,0,0.0,2,3,1,42.683,0,0,1,0.153,0,0.0,1,0.761,2,0.661,2.6,16,39.149,0,1,46.2,64.35,8,1,2.865,0.021,42.034,160.651,160.651,2,64.35,3.58,3.58,5.655,98.493,96.684,0,0.797,4.098,2,98.493,9
5.357,2,1,1,1,1,56.94,6.167,1,1,1,1,39.149,0,5.107,1,0,321.875,39.149,3,0.586,4,3.82,-0.358,4.016,0,0.0,2,3,1,42.683,0,0,1,0.138,0,0.0,1,0.774,2,0.721,2.2,20,39.149,0,1,48.9,64.35,11,1,4.045,0.023,44.423,184.75,184.75,3,64.35,3.602,3.602,5.718,98.493,116.288,0,0.846,4.169,2,98.493,7
7.0,2,1,1,1,1,56.94,6.205,1,1,1,1,39.149,0,9.7,1,0,339.389,39.149,3,0.588,4,3.812,-0.785,4.02,0,0.0,0,3,0,0.0,0,0,0,0.14,0,0.0,2,0.792,0,0.709,2.1,20,39.149,0,1,47.9,53.35,11,1,4.065,0.023,57.481,200.225,200.225,3,53.35,3.604,3.604,11.2,66.81,125.113,0,0.873,4.193,2,66.81,9
5.959,2,1,1,1,1,56.94,6.224,1,1,1,1,39.149,0,12.234,1,0,357.331,39.149,3,0.607,4,3.814,-0.792,4.021,0,0.0,0,3,0,0.0,0,0,0,0.173,0,0.0,2,0.79,0,0.724,2.0,20,39.149,0,1,47.1,53.35,11,1,4.082,0.024,57.481,202.76,202.76,3,53.35,3.604,3.604,11.375,66.81,125.113,0,0.862,4.202,2,66.81,10
6.602,2,1,1,1,1,56.94,6.207,1,1,1,1,39.149,0,7.642,1,0,321.875,39.149,3,0.595,4,3.824,-0.813,4.016,0,0.0,0,3,0,0.0,0,0,0,0.196,0,0.0,1,0.751,0,0.689,2.1,20,39.149,0,1,48.9,44.12,11,1,4.045,0.024,44.423,196.109,196.109,3,44.12,3.602,3.602,5.8,55.81,125.113,0,0.849,4.202,2,55.81,7
5.26,2,1,1,1,1,56.94,6.094,1,1,1,1,39.149,0,5.107,1,0,374.416,39.149,3,0.505,4,3.823,-0.703,4.198,0,0.0,0,3,0,0.0,0,0,0,0.053,0,0.0,2,0.879,0,0.601,8.9,20,48.966,0,1,48.9,53.35,11,4,4.096,0.022,102.361,196.625,196.625,3,53.35,3.627,3.627,9.366,66.81,116.288,0,0.808,4.084,2,111.69,9
6.276,2,1,1,1,1,56.94,6.224,1,1,1,1,39.149,0,5.107,1,0,356.902,39.149,3,0.607,4,3.817,-0.792,4.031,0,0.0,0,3,0,0.0,0,0,0,0.095,0,0.0,2,0.824,0,0.686,2.0,20,39.149,0,1,47.1,53.35,11,1,4.082,0.023,57.481,204.458,204.458,3,53.35,3.608,3.608,11.435,66.81,133.938,0,0.801,4.201,2,66.81,9
4.699,2,1,1,1,1,56.94,6.179,1,1,1,1,39.149,0,5.107,1,0,356.389,39.149,3,0.557,4,3.84,-0.759,4.174,0,0.0,0,4,0,0.0,0,0,0,0.123,0,0.0,1,0.859,0,0.69,2.1,21,39.149,0,1,48.9,70.42,11,1,4.166,0.023,55.423,202.824,202.824,3,70.42,3.732,3.732,10.39,91.954,127.171,0,0.921,4.162,2,91.954,11
6.215,2,1,1,1,1,56.94,6.191,1,1,1,1,39.149,0,5.107,1,0,317.839,39.149,3,0.568,4,3.809,-0.778,4.046,0,0.0,0,3,0,0.0,0,0,0,0.132,0,0.0,2,0.783,0,0.705,2.2,20,39.149,0,1,48.9,53.35,11,1,4.062,0.023,57.481,197.691,197.691,3,53.35,3.629,3.629,10.951,66.81,127.171,0,0.833,4.183,2,66.81,7
6.086,2,1,1,1,1,56.94,6.227,1,1,1,1,39.149,0,5.107,1,0,301.379,39.149,3,0.534,4,3.941,-0.785,4.378,0,16.607,0,3,0,0.0,0,0,0,0.137,0,0.0,1,0.806,0,0.686,2.3,22,39.149,0,1,52.3,57.26,10,1,4.974,0.022,53.318,200.713,200.713,3,57.26,3.855,3.855,5.836,65.317,128.027,0,0.869,4.201,2,65.317,9
6.367,2,1,1,1,1,56.94,6.241,1,1,1,1,39.149,0,12.234,1,0,301.379,39.149,3,0.555,4,3.883,-0.785,4.269,0,0.0,0,3,0,0.0,0,0,0,0.141,0,0.0,2,0.799,0,0.7,2.2,20,39.149,0,1,50.0,53.35,10,1,4.177,0.023,60.667,187.644,187.644,3,53.35,3.817,3.817,11.384,66.81,106.812,0,0.863,4.212,2,66.81,9
6.602,2,1,1,1,1,56.94,6.314,1,1,1,1,39.149,0,7.594,1,0,313.553,39.149,3,0.573,4,3.811,-0.799,4.02,0,0.0,0,3,0,0.0,0,0,0,0.138,0,0.0,2,0.769,0,0.692,2.0,22,39.149,0,1,50.0,53.35,12,1,4.224,0.022,61.892,212.006,212.006,3,53.35,3.604,3.604,11.343,66.81,134.589,0,0.8,4.371,2,66.81,12
6.62,2,1,1,1,1,56.94,6.316,1,1,1,1,39.149,0,5.536,1,0,297.143,39.149,3,0.579,4,3.823,-0.825,4.017,0,0.0,0,3,0,0.0,0,0,0,0.191,0,0.0,1,0.731,0,0.672,2.0,22,39.149,0,1,51.0,44.12,12,1,4.2,0.022,48.834,207.891,207.891,3,44.12,3.602,3.602,5.91,55.81,134.589,0,0.782,4.379,2,55.81,10
4.699,2,1,1,1,1,56.94,6.203,1,1,1,1,39.149,0,3.002,1,0,346.374,39.149,3,0.495,4,3.822,-0.721,4.198,0,0.0,0,3,0,0.0,0,0,0,0.058,0,0.0,2,0.852,0,0.591,8.5,22,48.966,0,1,51.1,53.35,12,4,4.262,0.021,106.772,208.406,208.406,3,53.35,3.627,3.627,9.509,66.81,125.764,0,0.744,4.261,2,111.69,12
4.699,2,1,1,1,1,56.94,6.333,1,1,1,1,39.149,0,10.129,1,0,330.422,39.149,3,0.592,4,3.813,-0.805,4.021,0,0.0,0,3,0,0.0,0,0,0,0.169,0,0.0,2,0.766,0,0.707,1.9,22,39.149,0,1,49.1,53.35,12,1,4.244,0.022,61.892,214.541,214.541,3,53.35,3.604,3.604,11.518,66.81,134.589,0,0.795,4.38,2,66.81,13
5.432,2,1,1,1,1,56.94,6.101,1,1,1,1,39.149,0,15.246,1,0,154.703,39.149,3,0.617,2,3.732,-0.729,3.661,0,0.0,0,3,0,0.0,0,0,0,0.235,0,0.0,2,0.759,0,0.716,2.4,10,39.149,0,1,40.5,53.35,4,1,1.859,0.027,49.15,133.163,133.163,1,53.35,2.786,2.786,10.787,66.81,60.837,0,0.715,4.143,2,66.81,9
6.108,2,1,1,1,1,56.94,6.087,1,1,1,1,39.149,0,5.107,1,0,243.609,39.149,3,0.565,3,3.801,-0.74,3.91,0,0.0,0,3,0,0.0,0,0,0,0.138,0,0.0,2,0.72,0,0.708,2.6,16,39.149,0,1,46.2,53.35,9,1,2.762,0.023,52.335,173.592,173.592,2,53.35,3.446,3.446,10.752,66.81,108.218,0,0.845,4.075,2,66.81,9
6.432,2,1,1,1,1,56.94,6.119,1,1,1,1,39.149,0,5.107,1,0,253.658,39.149,3,0.586,3,3.806,-0.751,4.013,0,0.0,0,3,0,0.0,0,0,0,0.143,0,0.0,2,0.663,0,0.675,2.4,16,39.149,0,1,45.2,53.35,8,1,2.828,0.023,55.521,176.127,176.127,2,53.35,3.599,3.599,10.793,66.81,107.567,0,0.879,4.116,2,66.81,9
5.854,2,1,1,1,1,56.94,6.113,1,1,1,1,39.149,0,5.107,1,0,255.11,39.149,3,0.586,3,3.806,-0.751,4.007,0,0.0,0,3,0,0.0,0,0,0,0.121,0,0.0,2,0.757,0,0.675,2.4,16,39.149,0,1,45.2,53.35,8,1,2.797,0.023,55.521,176.127,176.127,2,53.35,3.596,3.596,10.785,66.81,107.567,0,0.808,4.105,2,66.81,9
6.432,2,1,1,1,1,56.94,6.011,1,1,1,1,39.149,0,5.107,1,0,285.972,39.149,3,0.517,3,3.808,-0.671,4.017,0,0.0,0,3,0,0.0,0,0,0,0.028,0,0.0,2,0.948,0,0.619,9.5,16,46.908,0,1,45.2,53.35,8,4,2.949,0.021,100.401,175.061,175.061,2,53.35,3.601,3.601,10.574,66.81,98.742,0,0.874,3.831,2,111.69,9
5.745,2,1,1,1,1,56.94,6.024,1,1,1,1,39.149,0,5.107,1,0,291.528,39.149,3,0.517,3,3.808,-0.671,4.018,0,0.0,0,3,0,0.0,0,0,0,0.042,0,0.0,2,0.783,0,0.619,9.5,16,46.908,0,1,45.2,53.35,8,4,2.864,0.022,100.401,175.061,175.061,2,53.35,3.602,3.602,10.603,66.81,98.742,0,0.925,3.886,2,111.69,9
6.0,2,1,1,1,1,56.94,6.033,1,1,1,1,39.149,0,5.107,1,0,298.075,39.149,3,0.517,3,3.808,-0.671,4.019,0,0.0,0,3,0,0.0,0,0,0,0.043,0,0.0,2,0.837,0,0.619,9.5,16,46.908,0,1,45.2,53.35,8,4,2.835,0.022,100.401,175.061,175.061,2,53.35,3.602,3.602,10.626,66.81,98.742,0,0.949,3.924,2,111.69,9
