pXC50,nCsp3,nC,MW,RBN,nSK,Se,SCBO,nAT,Si,nBT,nDB,Sp,Sv,nCsp2,nBO,nHet,nH,nCsp,nTB
8.951,13,29,534.73,8,39,77.058,52.5,77,87.471,80,2,49.035,46.416,16,42,10,38,0,0
8.893,12,28,518.68,8,38,72.29,52.5,72,81.64,76,2,46.512,44.363,16,42,10,34,0,0
5.678,4,23,414.51,5,31,53.334,46.0,53,59.73,56,3,36.034,34.772,19,34,8,22,0,0
7.824,14,30,548.76,7,40,79.941,53.5,80,90.886,83,2,50.796,47.943,16,43,10,40,0,0
7.979,15,31,562.79,8,41,82.825,54.5,83,94.301,86,2,52.557,49.47,16,44,10,42,0,0
8.745,13,29,534.73,7,39,77.058,52.5,77,87.471,80,2,49.035,46.416,16,42,10,38,0,0
5.0,8,16,312.42,3,23,43.123,33.0,43,49.106,45,1,27.819,26.531,7,25,7,20,1,1
7.0,8,20,463.92,4,32,55.749,43.0,54,61.429,56,1,35.466,34.964,11,34,12,22,1,1
8.469,1,21,375.44,3,28,46.534,43.0,46,51.947,49,1,31.75,30.893,20,31,7,18,0,0
7.7,8,20,431.92,3,30,53.094,41.0,52,59.01,54,1,34.557,33.535,11,32,10,22,1,1
7.8,6,18,466.95,2,31,51.833,44.0,50,56.807,52,3,34.142,33.405,11,33,13,19,1,1
8.046,6,23,431.56,7,31,52.309,47.5,52,58.152,56,0,36.676,34.938,15,35,8,21,2,1
5.6,2,12,213.26,1,16,27.167,24.5,27,30.365,29,1,18.517,17.886,10,18,4,11,0,0
5.6,2,21,340.41,2,26,42.036,42.0,42,46.694,46,1,30.046,28.961,19,30,5,16,0,0
5.6,2,18,307.35,2,23,37.447,35.5,37,41.535,40,1,25.978,25.323,16,26,5,14,0,0
5.0,0,18,346.38,2,26,40.8,40.5,40,45.069,43,0,27.989,27.665,18,29,8,14,0,0
6.959,7,26,439.5,1,33,54.567,53.0,54,60.069,61,1,37.688,36.665,19,40,7,21,0,0
6.665,9,35,570.69,3,43,73.203,68.0,73,81.228,81,2,50.739,48.793,26,51,8,30,0,0
5.6,0,20,378.46,3,27,42.625,42.0,42,46.954,45,1,30.631,29.532,20,30,7,15,0,0
7.097,7,26,508.02,8,36,62.862,52.0,62,69.84,66,1,42.08,40.588,19,40,10,26,0,0
5.0,6,23,401.52,3,29,48.105,45.0,48,53.155,52,2,34.665,32.895,16,33,6,19,1,1
5.0,4,20,332.45,2,24,39.793,38.0,40,44.032,43,1,29.443,27.632,15,27,4,16,1,1
7.658,7,16,315.42,4,23,44.232,31.5,44,50.232,46,1,28.029,26.751,9,25,7,21,0,0
7.921,4,19,384.5,5,27,47.534,40.5,47,52.863,49,3,32.125,30.632,15,29,8,20,0,0
7.77,6,21,410.54,6,29,51.418,43.5,51,57.278,54,3,34.887,33.158,15,32,8,22,0,0
7.398,5,20,396.51,5,28,48.534,42.5,48,53.863,51,3,33.125,31.632,15,31,8,20,0,0
5.6,8,16,312.42,3,23,43.123,33.0,43,49.106,45,1,27.819,26.531,7,25,7,20,1,1
5.569,10,20,383.5,4,28,53.327,38.0,53,60.272,56,1,34.006,32.519,10,31,8,25,0,0
5.6,3,19,334.41,2,25,43.247,38.5,43,48.318,46,0,29.262,28.203,16,28,6,18,0,0
6.26,4,28,467.63,5,34,58.756,53.0,59,65.401,63,1,41.949,39.476,24,38,6,25,0,0
5.6,0,17,351.35,6,26,40.353,40.0,39,43.99,41,3,26.892,27.073,17,28,9,13,0,0
6.5,0,17,322.35,5,24,38.807,36.0,38,42.697,40,1,26.193,25.864,17,26,7,14,0,0
6.5,0,18,346.38,5,26,40.8,41.0,40,45.069,43,1,27.989,27.665,18,29,8,14,0,0
7.347,8,30,523.71,6,38,66.843,57.0,67,74.813,72,1,46.722,44.045,20,43,8,29,2,1
6.947,4,26,455.57,6,33,54.316,51.0,54,59.78,58,1,38.881,37.137,20,37,7,21,2,1
5.896,6,28,499.63,9,36,61.411,54.0,61,67.82,65,1,42.858,40.905,20,40,8,25,2,1
6.721,3,26,469.55,6,34,53.76,53.0,53,58.574,57,2,38.574,37.325,21,38,8,19,2,1
5.6,9,19,404.95,8,28,53.425,38.0,53,60.505,55,2,34.415,32.654,10,30,9,25,0,0
5.796,8,22,475.4,6,30,54.523,41.5,54,61.161,57,0,36.597,34.718,14,33,8,24,0,0
7.398,1,22,388.43,5,29,46.76,44.5,46,51.658,49,1,32.199,31.586,21,32,7,17,0,0
8.9,5,20,471.97,3,32,51.396,46.5,50,56.472,53,1,35.477,34.47,14,35,12,18,1,1
6.796,1,22,388.88,4,28,45.243,43.5,45,50.053,48,1,32.665,31.316,21,31,6,17,0,0
7.398,2,24,382.5,5,29,50.687,44.5,51,56.939,54,1,35.33,33.542,22,32,5,22,0,0
7.495,1,22,404.88,5,29,46.571,44.5,46,51.262,49,1,33.12,32.03,21,32,7,17,0,0
5.0,6,17,331.41,8,24,45.567,33.5,45,51.069,46,3,28.688,27.665,11,25,7,21,0,0
5.0,0,17,323.33,5,24,38.033,37.5,37,41.409,39,3,25.642,25.557,17,26,7,13,0,0
6.643,5,16,331.36,4,24,42.127,34.5,41,46.448,43,3,26.619,26.326,11,26,8,17,0,0
7.0,3,26,407.5,6,31,51.912,48.5,52,57.651,56,2,36.779,35.235,23,35,5,21,0,0
7.495,5,28,435.56,6,33,57.68,50.5,58,64.481,62,2,40.301,38.289,23,37,5,25,0,0
7.602,2,24,431.55,6,31,52.316,48.5,52,57.78,55,3,36.881,35.137,22,34,7,21,0,0
5.0,3,14,287.3,4,21,35.033,31.5,34,38.409,36,3,22.642,22.557,11,23,7,13,0,0
7.301,0,23,364.43,4,28,44.036,45.5,44,48.694,47,1,32.046,30.961,22,31,5,16,1,1
7.796,0,21,340.41,4,26,42.036,41.5,42,46.694,45,1,30.046,28.961,21,29,5,16,0,0
7.201,1,22,370.44,5,28,46.247,43.5,46,51.318,49,1,32.262,31.203,21,31,6,18,0,0
5.6,7,22,387.48,5,29,50.232,43.5,50,56.232,54,0,34.029,32.751,14,33,7,21,1,1
5.854,6,17,345.39,5,25,45.011,35.5,44,49.864,46,3,28.381,27.853,11,27,8,19,0,0
5.0,5,17,314.37,4,23,41.582,32.5,41,46.156,43,2,26.921,26.116,12,25,6,18,0,0
6.495,0,23,364.43,4,28,44.036,45.5,44,48.694,47,1,32.046,30.961,22,31,5,16,1,1
6.886,1,22,386.51,5,28,45.996,43.5,46,51.029,49,1,33.455,31.675,21,31,6,18,0,0
5.0,6,17,338.36,3,24,42.349,32.5,41,47.171,43,1,26.586,26.364,11,26,7,17,0,0
6.432,5,17,295.37,3,22,39.145,32.5,39,43.82,41,1,26.256,25.181,11,24,5,17,1,1
7.0,2,23,402.46,6,30,49.643,45.5,49,55.073,52,1,33.961,33.113,21,33,7,19,0,0
6.0,3,24,416.49,6,31,52.527,46.5,52,58.489,55,1,35.722,34.64,21,34,7,21,0,0
7.201,2,23,383.49,5,29,49.905,44.5,50,56.023,53,1,34.574,33.036,21,32,6,21,0,0
6.201,3,24,398.5,6,30,52.014,45.5,52,58.149,55,1,35.784,34.256,21,33,6,22,0,0
5.0,4,14,255.36,3,19,35.811,28.5,36,40.983,38,0,23.597,22.268,10,21,5,17,0,0
5.569,5,17,311.37,3,23,40.473,33.5,40,45.03,42,1,26.71,25.896,11,25,6,17,1,1
6.018,6,18,325.4,4,24,43.356,34.5,43,48.445,45,1,28.472,27.423,11,26,6,19,1,1
5.509,6,18,324.42,4,24,44.131,34.5,44,49.734,46,1,29.023,27.73,11,26,6,20,1,1
6.796,0,22,380.44,4,29,45.356,47.5,45,50.275,49,1,32.296,31.477,22,33,7,16,0,0
6.602,0,22,339.42,4,26,42.818,41.5,43,47.611,46,1,30.801,29.467,22,29,4,17,0,0
7.495,0,21,376.39,4,28,43.062,43.5,42,47.373,45,1,29.921,29.728,21,31,7,14,0,0
7.301,1,22,372.43,4,28,45.432,43.5,45,50.449,48,1,31.745,30.871,21,31,6,17,0,0
6.481,5,18,323.38,4,24,41.473,35.5,41,46.03,43,2,27.71,26.896,12,26,6,17,1,1
5.699,5,18,339.38,4,25,42.8,36.5,42,47.239,44,2,28.165,27.611,12,27,7,17,1,1
7.445,10,22,378.52,4,28,53.781,39.5,54,60.979,57,1,35.307,33.31,11,31,6,26,1,1
7.301,2,24,431.55,6,31,52.316,48.5,52,57.78,55,3,36.881,35.137,22,34,7,21,0,0
5.721,4,15,301.33,4,22,37.916,32.5,37,41.824,39,3,24.404,24.084,11,24,7,15,0,0
5.996,11,23,407.57,5,30,58.767,41.5,59,66.893,62,1,38.074,35.858,11,33,7,29,1,1
6.509,7,19,402.52,6,28,50.745,40.5,50,56.488,52,3,33.341,31.873,11,30,9,22,1,1
6.699,2,24,431.55,6,31,52.316,48.5,52,57.78,55,3,36.881,35.137,22,34,7,21,0,0
7.796,5,28,450.58,5,34,59.781,51.5,60,66.979,64,2,41.307,39.31,23,38,6,26,0,0
5.699,0,17,323.33,4,24,38.033,37.5,37,41.409,39,6,25.642,25.557,17,26,7,13,0,0
6.143,6,17,329.39,4,24,43.683,34.5,43,48.654,45,3,27.926,27.138,11,26,7,19,0,0
7.097,4,27,452.55,5,34,58.225,51.5,58,64.773,62,2,40.0,38.498,23,38,7,24,0,0
7.796,1,23,417.52,5,30,49.433,47.5,49,54.365,52,3,35.12,33.61,22,33,7,19,0,0
8.097,3,25,445.58,5,32,55.2,49.5,55,61.195,58,3,38.642,36.664,22,35,7,23,0,0
7.201,2,24,449.54,5,32,52.829,49.5,52,58.12,55,3,36.818,35.52,22,35,8,20,0,0
5.0,5,16,270.36,3,20,37.927,28.5,38,42.737,40,1,25.012,23.687,11,22,4,18,0,0
6.796,1,23,435.51,5,31,49.945,48.5,49,54.704,52,3,35.057,33.993,22,34,8,18,0,0
7.0,2,24,465.54,6,33,54.156,50.5,53,59.329,56,3,37.273,36.235,22,36,9,20,0,0
5.0,5,22,361.48,5,27,49.796,39.5,50,56.066,53,1,33.54,31.762,17,30,5,23,0,0
5.0,5,22,346.46,4,26,47.694,38.5,48,53.567,51,1,32.534,30.74,17,29,4,22,0,0
5.357,5,16,349.25,3,21,38.156,29.5,38,42.579,40,1,26.364,24.712,11,23,5,17,0,0
5.721,5,16,304.8,3,21,38.251,29.5,38,42.681,40,1,25.87,24.514,11,23,5,17,0,0
7.301,1,23,353.45,4,27,45.702,42.5,46,51.026,49,1,32.563,30.993,22,30,4,19,0,0
7.602,1,23,369.45,5,28,47.029,43.5,47,52.235,50,1,33.017,31.708,22,31,5,19,0,0
6.638,7,18,359.42,6,26,47.894,36.5,47,53.279,49,3,30.142,29.379,11,28,8,21,0,0
7.495,0,22,357.41,4,27,43.331,42.5,43,47.95,46,1,30.739,29.85,22,30,5,16,0,0
5.959,4,15,317.33,4,23,39.244,33.5,38,43.033,40,3,24.858,24.799,11,25,8,15,0,0
5.0,4,15,316.35,4,23,40.018,33.5,39,44.322,41,3,25.409,25.106,11,25,8,16,0,0
5.0,5,16,317.38,7,23,42.683,32.5,42,47.654,43,3,26.926,26.138,11,24,7,19,0,0
6.523,6,17,329.39,4,24,43.683,34.5,43,48.654,45,3,27.926,27.138,11,26,7,19,0,0
5.854,5,16,330.38,4,24,42.902,34.5,42,47.737,44,3,27.171,26.632,11,26,8,18,0,0
6.143,11,22,408.56,4,30,57.985,41.5,58,65.976,61,1,37.319,35.353,10,33,8,28,1,1
9.0,11,23,407.57,4,30,58.767,41.5,59,66.893,62,1,38.074,35.858,11,33,7,29,1,1
8.201,10,22,411.53,4,30,56.396,41.5,56,63.817,59,1,36.25,34.715,11,33,8,26,1,1
7.222,9,22,407.52,4,30,55.327,42.5,55,62.272,58,2,36.006,34.519,12,33,8,25,1,1
9.155,9,21,428.56,4,30,54.629,43.5,54,60.903,57,3,36.103,34.4,11,33,9,24,1,1
7.097,9,21,395.51,4,29,54.327,40.5,54,61.272,57,1,35.006,33.519,11,32,8,25,1,1
8.0,11,22,408.56,4,30,57.985,41.5,58,65.976,61,1,37.319,35.353,10,33,8,28,1,1
7.194,6,21,375.47,4,28,49.232,42.0,49,55.232,52,1,33.029,31.751,14,31,7,21,1,1
8.523,5,20,361.44,4,27,46.349,41.0,46,51.817,49,1,31.267,30.224,14,30,7,19,1,1
6.398,5,15,271.35,3,20,37.145,28.5,37,41.82,39,1,24.256,23.181,10,22,5,17,0,0
7.678,7,19,339.43,5,25,46.24,35.5,46,51.86,48,1,30.233,28.95,11,27,6,21,1,1
7.444,9,27,537.63,11,39,69.323,55.0,68,77.778,72,1,44.415,43.382,18,43,12,29,0,0
5.7,9,20,532.46,10,32,57.541,41.5,56,64.128,58,2,37.642,36.025,11,34,12,24,0,0
7.959,10,22,394.52,4,29,55.109,40.5,55,62.189,58,1,35.762,34.025,11,32,7,26,1,1
7.081,11,24,450.6,4,33,63.196,45.5,63,71.6,66,2,40.534,38.594,12,36,9,30,1,1
9.108,11,23,406.59,4,30,59.541,41.5,60,68.182,63,1,38.625,36.165,11,33,7,30,1,1
9.0,10,22,392.56,4,29,56.658,40.5,57,64.766,60,1,36.864,34.638,11,32,7,28,1,1
9.155,11,24,434.6,4,32,61.869,44.5,62,70.391,65,2,40.08,37.88,12,35,8,30,1,1
9.046,11,23,471.64,5,33,62.498,46.5,62,70.232,65,3,40.631,38.475,11,36,10,29,1,1
7.167,10,30,523.7,6,39,71.854,56.0,72,81.305,77,3,47.847,45.428,20,44,9,33,0,0
7.509,9,29,509.67,5,38,68.97,55.0,69,77.889,74,3,46.086,43.901,20,43,9,31,0,0
7.046,3,21,364.85,3,26,43.251,39.5,43,47.681,46,2,30.87,29.514,18,29,5,17,0,0
6.959,2,20,350.82,2,25,40.367,38.5,40,44.266,43,2,29.108,27.988,18,28,5,15,0,0
9.097,9,23,390.53,4,29,54.781,41.5,55,61.979,58,2,36.307,34.31,13,32,6,26,1,1
7.824,9,23,390.53,4,29,54.781,41.5,55,61.979,57,1,36.307,34.31,11,31,6,26,3,2
8.097,8,28,495.64,5,37,66.087,54.0,66,74.474,71,3,44.324,42.374,20,42,9,29,0,0
6.77,1,19,352.79,2,25,38.811,38.5,38,42.06,41,2,27.801,27.176,18,28,6,13,0,0
8.155,9,29,509.67,5,38,68.97,55.0,69,77.889,74,3,46.086,43.901,20,43,9,31,0,0
6.169,3,28,529.57,6,39,62.53,58.5,61,69.453,65,1,42.159,41.756,25,43,11,22,0,0
8.523,1,20,412.41,3,30,46.778,45.0,45,51.71,48,1,30.87,31.154,19,33,10,15,0,0
7.678,6,26,454.58,6,34,60.101,50.0,60,67.561,64,3,40.557,38.826,20,38,8,26,0,0
7.658,8,28,496.62,6,37,65.312,54.0,65,73.185,70,3,43.773,42.068,20,42,9,28,0,0
8.523,7,27,468.61,7,35,62.985,51.0,63,70.976,67,3,42.319,40.353,20,39,8,28,0,0
8.66,10,24,417.56,4,31,57.883,44.5,58,65.478,61,3,38.313,36.331,13,34,7,27,1,1
5.6,7,20,368.45,4,27,48.527,38.5,48,54.489,51,0,31.722,30.64,13,30,7,21,0,0
6.469,1,19,347.35,3,26,40.033,41.5,39,43.409,42,4,27.642,27.557,18,29,7,13,0,0
7.854,9,29,509.67,6,38,68.97,55.0,69,77.889,74,3,46.086,43.901,20,43,9,31,0,0
8.097,8,21,361.49,4,27,49.789,39.5,50,56.438,53,2,33.336,31.563,12,30,6,23,1,1
7.222,8,21,425.56,4,30,53.52,44.5,53,59.777,56,4,35.892,34.18,12,33,9,23,1,1
9.0,9,22,375.52,4,28,52.672,40.5,53,59.853,56,2,35.097,33.09,12,31,6,25,1,1
5.638,6,23,429.53,7,32,55.436,47.5,55,62.229,59,3,37.04,35.794,17,36,9,23,0,0
5.959,8,28,496.62,5,37,65.312,54.0,65,73.185,70,3,43.773,42.068,20,42,9,28,0,0
6.0,2,18,327.78,4,23,37.593,34.0,37,40.977,39,3,26.557,25.681,16,25,5,14,0,0
6.444,0,19,320.79,2,23,36.156,36.5,36,39.641,39,2,26.892,25.746,19,26,4,13,0,0
8.097,8,28,480.62,5,36,63.985,53.0,64,71.976,69,3,43.319,41.353,20,41,8,28,0,0
9.097,12,25,434.59,4,32,61.876,44.5,62,70.019,65,2,40.284,38.078,12,35,7,30,1,1
6.377,7,27,483.63,6,36,65.087,52.0,65,73.474,69,3,43.324,41.374,20,40,9,29,0,0
7.092,12,26,473.64,5,35,65.97,49.0,66,74.889,71,3,43.086,40.901,14,40,9,31,0,0
6.854,1,19,336.79,2,24,37.484,37.5,37,40.851,40,2,27.347,26.461,18,27,5,13,0,0
6.137,5,25,455.57,5,34,59.32,50.0,59,66.644,63,3,39.801,38.321,20,38,9,25,0,0
6.745,0,18,321.78,2,23,35.374,36.5,35,38.724,38,2,26.137,25.241,18,26,5,12,0,0
6.824,9,23,418.55,4,31,57.101,44.5,57,64.561,60,3,37.557,35.826,13,34,8,26,1,1
6.745,2,21,387.43,6,29,46.793,44.0,46,51.611,49,3,31.96,31.412,19,32,8,17,0,0
6.328,6,22,406.55,4,29,51.091,43.0,51,57.069,54,1,35.432,33.444,15,32,7,22,1,1
6.201,6,24,400.52,4,30,53.898,44.5,54,60.564,57,1,36.546,34.783,17,33,6,24,1,1
6.051,5,23,404.48,4,30,51.527,44.5,51,57.489,54,1,34.722,33.64,17,33,7,21,1,1
8.0,6,23,386.49,4,29,51.014,43.5,51,57.149,54,1,34.784,33.256,16,32,6,22,1,1
5.3,1,25,476.89,4,34,50.596,52.0,49,54.942,53,2,35.995,35.797,24,38,9,15,0,0
5.6,2,12,308.35,5,21,34.327,30.5,33,37.412,34,3,22.534,22.239,10,22,9,12,0,0
7.6,1,22,411.46,5,31,48.785,49.5,48,53.983,52,1,33.756,33.213,21,35,9,17,0,0
6.7,3,21,441.46,3,32,51.763,46.0,50,57.623,53,2,33.637,33.702,18,35,11,18,0,0
5.6,0,17,287.35,2,22,35.043,36.0,35,39.152,38,0,25.074,24.214,17,25,5,13,0,0
8.699,6,21,379.45,5,28,49.567,40.5,49,55.069,51,3,32.688,31.665,14,30,7,21,1,1
7.462,4,20,366.46,7,27,49.342,38.0,49,55.358,51,0,32.239,30.971,16,29,7,22,0,0
5.9,1,19,394.47,3,28,43.945,43.0,43,48.535,46,1,30.881,30.048,18,31,9,15,0,0
4.0,2,13,239.31,1,18,31.043,27.0,31,35.152,33,1,21.074,20.214,11,20,5,13,0,0
7.745,9,23,390.53,4,29,54.781,41.5,55,61.979,58,2,36.307,34.31,13,32,6,26,1,1
6.027,6,22,406.55,4,29,51.091,43.0,51,57.069,54,1,35.432,33.444,15,32,7,22,1,1
7.398,1,21,408.87,4,29,46.898,44.0,46,51.472,49,1,32.574,31.745,20,32,8,17,0,0
7.569,2,22,406.45,4,30,49.971,45.0,49,55.283,52,1,33.415,32.828,20,33,8,19,0,0
6.658,5,19,340.83,2,24,41.251,35.5,41,45.681,44,3,28.87,27.514,14,27,5,17,0,0
6.854,2,20,366.82,3,26,41.694,39.5,41,45.475,44,2,29.563,28.702,18,29,6,15,0,0
5.678,1,18,337.78,2,24,36.702,37.5,36,39.934,39,2,26.591,25.955,17,27,6,12,0,0
6.469,7,19,342.85,2,24,43.134,34.5,43,48.096,46,2,29.631,28.041,12,27,5,19,0,0
6.143,1,18,337.78,2,24,36.702,37.5,36,39.934,39,2,26.591,25.955,17,27,6,12,0,0
7.1,1,21,453.32,4,29,46.803,44.0,46,51.369,49,1,33.068,31.943,20,32,8,17,0,0
9.1,1,20,376.43,3,28,45.752,43.0,45,51.03,48,1,30.995,30.387,19,31,8,17,0,0
6.553,3,23,397.47,4,30,49.349,46.0,49,54.817,53,3,34.267,33.224,20,34,7,19,0,0
8.301,7,27,481.61,5,36,63.203,53.0,63,71.059,68,3,42.563,40.847,20,41,9,27,0,0
6.523,3,21,364.85,3,26,43.251,39.5,43,47.681,46,2,30.87,29.514,18,29,5,17,0,0
5.301,1,19,317.37,2,24,39.262,37.5,39,43.405,42,2,27.495,26.655,18,27,5,15,0,0
7.252,10,24,447.6,5,33,62.087,46.0,62,70.474,66,3,40.324,38.374,14,37,9,29,0,0
7.046,1,20,327.36,2,25,38.378,40.5,38,41.99,41,2,27.733,27.128,18,28,5,13,1,1
7.456,11,25,461.63,5,34,64.97,47.0,65,73.889,69,3,42.086,39.901,14,38,9,31,0,0
6.8,1,21,408.87,4,29,46.898,44.0,46,51.472,49,1,32.574,31.745,20,32,8,17,0,0
5.745,11,25,461.63,7,34,64.97,47.0,65,73.889,69,3,42.086,39.901,14,38,9,31,0,0
7.252,8,29,494.65,5,37,66.869,54.0,67,75.391,72,3,45.08,42.88,21,42,8,30,0,0
5.481,9,23,434.55,6,32,58.429,45.0,58,65.77,62,3,38.012,36.541,14,36,9,26,0,0
7.398,7,31,589.68,7,43,74.392,61.0,73,83.324,77,2,48.66,47.578,24,47,12,30,0,0
9.2,1,20,358.44,3,27,45.24,42.0,45,50.69,48,1,31.057,30.004,19,30,7,18,0,0
6.26,1,20,326.38,2,25,39.153,40.5,39,43.279,42,2,28.284,27.434,18,28,5,14,1,1
9.5,1,20,376.43,3,28,45.752,43.0,45,51.03,48,1,30.995,30.387,19,31,8,17,0,0
7.921,6,27,496.57,6,37,61.872,55.0,61,68.564,66,4,41.705,40.729,21,42,10,24,0,0
6.602,10,30,524.68,7,39,71.08,56.0,71,80.016,76,3,47.296,45.121,20,44,9,32,0,0
8.602,3,22,354.44,3,27,44.92,42.5,45,50.109,48,2,31.807,30.488,18,30,5,18,1,1
5.6,5,18,338.43,3,25,44.309,36.5,44,50.236,47,0,29.302,28.199,13,28,7,19,0,0
7.076,2,15,238.31,1,18,31.833,27.5,32,35.697,34,2,22.034,20.918,13,20,3,14,0,0
5.35,0,20,331.37,3,25,39.447,39.5,39,43.535,42,0,27.978,27.323,20,28,5,14,0,0
6.42,10,26,530.5,9,36,65.625,49.5,65,73.405,68,0,44.006,41.755,15,39,10,29,1,1
4.2,0,14,221.28,2,17,27.84,27.5,28,31.156,30,0,20.063,19.171,14,19,3,11,0,0
5.4,10,17,380.59,6,25,49.051,33.0,49,55.404,51,1,32.841,30.157,7,27,8,24,0,0
5.7,1,16,327.19,0,20,31.178,32.0,31,34.124,34,1,23.625,22.417,15,23,4,11,0,0
5.0,7,32,515.66,5,39,67.767,61.0,68,75.893,74,3,47.074,44.858,25,45,7,29,0,0
5.8,4,24,378.46,2,29,46.92,49.0,47,52.109,52,1,33.807,32.488,19,34,5,18,1,1
6.2,5,16,281.4,2,21,39.694,31.0,40,45.398,42,0,26.358,24.795,11,23,5,19,0,0
5.6,0,20,333.36,3,25,38.632,39.5,38,42.666,41,0,27.461,26.992,20,28,5,13,0,0
5.0,7,24,485.99,9,34,60.047,47.5,59,66.971,62,2,39.563,38.257,17,37,10,25,0,0
4.523,7,22,423.59,5,30,55.076,42.5,55,61.982,58,1,37.199,34.992,15,33,8,25,0,0
4.523,6,21,472.38,4,30,52.672,42.5,52,58.698,55,1,35.597,34.018,15,33,9,22,0,0
4.699,1,15,235.31,2,18,30.723,28.5,31,34.571,33,0,21.824,20.698,14,20,3,13,0,0
5.6,3,19,392.67,1,25,37.913,37.5,37,40.656,40,1,28.818,27.621,16,28,6,12,0,0
5.398,1,12,225.28,2,17,28.16,27.0,28,31.737,30,0,19.313,18.687,11,19,5,11,0,0
5.6,1,15,328.18,0,20,30.396,32.0,30,33.207,33,1,22.87,21.911,14,23,5,10,0,0
6.4,0,21,391.83,3,28,42.913,43.0,42,46.558,45,3,30.807,30.197,21,31,7,14,0,0
6.0,1,22,371.42,3,28,45.473,43.0,45,50.03,48,3,31.71,30.896,21,31,6,17,0,0
7.004,1,28,430.54,6,33,54.687,52.5,55,60.939,59,1,39.33,37.542,27,37,5,22,0,0
4.2,0,13,212.27,2,16,27.949,24.0,28,31.282,29,1,19.273,18.392,13,17,3,12,0,0
7.284,2,18,392.26,5,26,42.12,37.5,41,45.918,43,1,29.426,28.551,16,28,8,15,0,0
5.6,8,28,468.6,2,35,62.992,53.0,63,70.604,68,3,42.523,40.552,20,40,7,28,0,0
5.6,3,24,399.55,5,29,49.662,44.5,50,55.361,53,1,35.972,33.707,21,32,5,21,0,0
5.9,3,19,387.85,5,27,46.007,38.5,45,50.598,47,1,30.784,29.965,16,29,8,18,0,0
6.8,3,22,403.55,3,29,49.982,44.0,50,55.943,53,1,35.222,33.223,19,32,7,21,0,0
7.4,8,20,447.92,4,31,54.422,42.0,53,60.219,55,1,35.012,34.25,11,33,11,22,1,1
9.2,0,20,361.41,3,27,43.651,42.0,43,48.532,46,1,29.989,29.366,20,30,7,16,0,0
4.602,8,29,598.67,11,43,75.007,59.0,73,84.162,76,1,47.603,46.982,21,46,14,30,0,0
9.0,1,21,375.44,3,28,46.534,43.0,46,51.947,49,1,31.75,30.893,20,31,7,18,0,0
8.6,1,21,342.43,3,26,43.92,41.0,44,49.109,47,1,30.807,29.488,20,29,5,18,0,0
5.721,5,19,370.42,5,27,46.971,40.0,46,52.283,49,0,30.415,29.828,14,30,8,19,0,0
5.601,4,16,383.89,6,25,44.084,35.0,43,48.518,44,3,29.432,28.152,12,26,9,18,0,0
6.2,3,16,375.45,6,26,44.196,38.0,43,48.74,44,3,29.063,28.314,12,27,10,17,1,1
5.601,7,20,448.55,8,31,56.283,43.0,55,62.322,56,3,36.012,34.83,12,32,11,24,1,1
5.0,4,22,358.48,6,27,48.687,41.0,49,54.939,52,0,33.33,31.542,18,30,5,22,0,0
5.6,1,17,325.77,1,23,35.702,35.5,35,38.934,38,1,25.591,24.955,16,26,6,12,0,0
5.6,0,20,362.78,1,26,37.927,42.5,37,40.645,41,2,28.04,27.649,20,30,6,11,0,0
7.244,2,21,461.48,3,32,49.149,47.0,47,53.886,50,1,33.211,33.23,19,35,11,15,0,0
5.6,5,14,291.41,2,20,37.222,29.5,37,41.74,39,2,24.904,23.369,9,22,6,17,0,0
5.0,7,18,441.51,6,30,52.872,41.0,51,58.665,53,3,33.222,32.661,11,32,12,21,0,0
7.0,6,17,293.41,3,22,40.694,33.0,41,46.398,44,0,27.358,25.795,11,25,5,19,0,0
9.174,2,21,443.38,4,29,45.644,43.0,45,49.917,48,2,34.171,32.33,19,32,8,16,0,0
7.8,10,26,476.65,7,34,62.069,49.0,62,69.524,66,1,42.171,39.739,14,38,8,28,2,1
5.0,8,34,577.74,6,43,78.072,62.0,78,87.557,83,2,52.267,49.868,26,48,9,35,0,0
8.097,8,29,480.68,5,35,62.414,53.0,63,70.105,68,0,44.262,41.309,19,40,6,28,2,1
5.6,10,20,416.61,9,29,57.061,39.0,57,64.896,59,2,36.966,34.54,10,31,9,28,0,0
8.2,1,21,374.5,3,27,44.996,42.0,45,50.029,48,1,32.455,30.675,20,30,6,18,0,0
6.0,0,20,394.91,3,27,42.436,42.0,42,46.558,45,1,31.551,29.976,20,30,7,15,0,0
5.527,5,28,497.61,8,36,59.527,55.0,59,65.405,63,2,42.097,40.378,21,40,8,23,2,1
6.3,0,18,346.38,5,26,40.8,41.0,40,45.069,43,1,27.989,27.665,18,29,8,14,0,0
9.222,12,24,437.6,6,32,62.978,43.5,63,71.517,66,1,40.29,38.1,11,35,8,31,1,1
7.77,10,22,378.52,4,28,53.781,39.5,54,60.979,57,1,35.307,33.31,11,31,6,26,1,1
6.77,9,21,399.49,8,29,54.662,39.5,54,61.109,56,1,34.665,33.433,11,31,8,25,1,1
7.097,0,22,418.51,5,30,48.651,47.5,48,53.448,51,3,34.364,33.105,22,33,8,18,0,0
7.284,11,23,394.57,8,29,58.549,39.5,59,66.81,61,1,37.83,35.364,11,31,6,30,1,1
9.097,10,22,393.54,4,29,55.883,40.5,56,63.478,59,1,36.313,34.331,11,32,7,27,1,1
