pXC50,nCsp2,Ui,Eig07_EA.bo.,Eta_betaP,Eig06_EA.bo.,piID,Eig03_EA.bo.,SM13_AEA.ri.,Eta_beta,C.,PCD,SpMaxA_AEA.ed.,Eta_FL,piPC03,piPC02,SM02_EA.bo.,Eig05_EA.bo.,SM15_AEA.ri.,Eig12_AEA.bo.,Eig09_AEA.bo.,Eig07_AEA.bo.,Eig15_AEA.dm.,SpMaxA_EA,SpMaxA_EA.ed.,piPC05,piPC08,Eig09_EA.bo.,piPC01,SCBO,Eig08_AEA.bo.,Eig12_AEA.ri.,S0K,SpMaxA_AEA.ri.,Eig15_AEA.bo.,Eig12_EA.ri.,nBM,Uc,Eig12_EA,SM06_AEA.dm.,ZM2Kup,piPC04,SpMaxA_AEA.bo.,piPC06,SpAD_EA.bo.,ZM2Per,ZM2V,Eig08_EA,SM02_AEA.dm.,Chi1_EA.ed.,Eig13_AEA.bo.,Eig08_AEA.ed.,ZM2MulPer,Eig05_AEA.bo.,Mi,nC,Eig12_EA.bo.,SpMax6_Bh.m.,piPC07,Eig09_AEA.ri.,Eig14_AEA.bo.,Eig07_AEA.ed.,Eta_F,P_VSA_e_2,SM02_AEA.bo.,C.028,ZM1Per,Eig06_AEA.bo.,Eig08_EA.ed.,SM03_AEA.ri.
4.0,17,3.858,2.461,23.0,2.668,12.19,3.63,3.63,40.75,47.7,4.421,0.239,7.837,5.171,4.463,5.15,2.976,2.976,1.975,2.896,3.205,0.052,0.114,0.42,6.596,8.281,2.033,3.795,43.5,3.11,1.435,124.382,0.145,1.109,0.452,23,4.585,0.472,0.472,444.157,5.901,0.161,7.142,63.421,667.3,427.0,1.414,1.414,4.975,1.548,4.426,452.066,3.68,1.118,21,0.605,3.039,7.731,2.383,1.396,4.761,30.779,136.905,5.039,3,582.2,3.442,4.056,4.056
6.48,21,3.755,2.566,22.0,2.762,11.698,3.669,3.669,42.25,47.9,3.75,0.19,8.597,5.039,4.48,5.168,3.006,3.006,2.5,2.969,3.362,1.0,0.09,0.303,6.039,7.095,2.018,3.882,47.5,3.26,2.0,156.0,0.117,1.647,0.994,21,4.459,1.0,1.0,546.619,5.571,0.127,6.323,69.679,861.07,548.0,1.851,1.851,5.722,2.183,4.703,586.311,3.686,1.097,23,1.475,3.3,6.697,2.435,1.998,5.057,34.175,221.526,5.131,0,833.36,3.476,4.767,4.767
4.1,19,3.7,2.378,23.0,2.612,10.855,3.808,3.808,44.5,42.1,3.19,0.189,8.913,5.035,4.483,5.17,2.804,2.804,2.5,2.846,3.197,0.993,0.089,0.312,5.98,6.927,1.967,3.892,48.0,2.94,2.0,155.71,0.114,1.811,1.0,23,4.585,1.0,1.0,534.239,5.596,0.126,6.185,70.329,790.7,510.0,1.604,1.604,6.335,2.368,4.307,542.63,3.608,1.128,24,1.5,3.266,6.59,2.402,2.16,4.906,35.299,191.638,5.109,0,743.19,3.324,4.076,4.076
4.0,9,2.807,1.5,11.0,2.12,7.818,2.864,2.864,24.5,37.1,1.553,0.32,4.937,4.252,3.839,4.522,2.335,2.335,0.5,1.594,2.5,-1.0,0.15,0.518,5.171,5.619,0.232,3.332,27.0,1.729,0.212,80.439,0.195,-0.027,-0.782,9,3.322,-0.789,-0.789,337.592,4.77,0.209,5.289,38.711,484.92,310.0,0.611,0.611,3.638,0.406,3.31,331.464,3.223,1.15,13,-0.946,2.751,5.507,1.169,0.0,3.414,18.068,79.99,4.57,0,473.75,3.085,1.446,1.446
4.0,7,2.322,1.325,8.5,1.629,8.344,2.836,2.836,22.25,38.1,1.336,0.302,4.284,4.341,3.818,4.5,2.073,2.073,0.791,1.937,2.329,-0.603,0.143,0.512,5.329,6.028,0.848,3.332,27.0,2.116,0.542,92.239,0.186,0.146,-0.384,7,3.0,-0.407,-0.407,300.154,4.839,0.196,5.542,39.679,443.77,280.0,1.052,1.052,3.904,0.66,3.563,296.952,2.92,1.131,16,-0.446,2.888,5.829,1.706,0.45,3.719,15.516,80.768,4.59,0,422.71,2.634,2.339,2.339
4.0,10,3.0,0.927,11.5,1.073,7.72,2.917,2.917,21.5,42.3,2.103,0.331,4.412,4.223,3.75,4.431,1.789,1.789,0.04,1.022,2.151,-1.7,0.161,0.458,4.661,5.16,-0.407,3.219,24.0,2.118,-0.415,64.0,0.218,-0.335,-1.264,12,3.7,-1.405,-1.405,269.313,4.706,0.242,4.814,33.845,397.29,263.0,0.444,0.444,3.183,-0.118,2.934,281.191,2.754,1.115,11,-1.837,2.659,5.051,0.668,-0.157,3.0,12.401,108.973,4.388,0,385.31,2.216,1.027,1.027
4.0,9,2.807,1.5,11.0,1.728,7.887,2.86,2.86,25.25,35.9,1.536,0.306,5.36,4.266,3.839,4.522,2.303,2.303,0.938,1.651,2.5,-0.703,0.143,0.494,5.165,5.64,0.383,3.367,28.0,2.09,0.579,88.239,0.186,0.07,-0.407,9,3.322,-0.417,-0.417,320.986,4.778,0.199,5.294,39.206,470.04,300.0,1.0,1.0,4.091,0.5,3.306,323.304,3.161,1.142,14,-0.49,2.95,5.495,1.299,0.481,3.414,18.76,83.239,4.58,0,455.33,2.732,1.938,1.938
5.277,20,3.7,2.366,23.0,2.652,11.674,3.636,3.636,41.5,46.9,4.012,0.204,8.338,5.026,4.434,5.121,2.8,2.8,1.94,2.873,3.128,0.347,0.097,0.322,6.173,7.299,2.036,3.807,44.0,3.032,1.702,136.881,0.128,1.367,0.707,23,4.585,0.769,0.769,464.464,5.63,0.142,6.469,64.609,682.32,440.0,1.532,1.532,5.54,1.847,4.414,466.336,3.516,1.114,23,0.859,3.171,6.861,2.401,1.566,4.662,30.883,151.267,5.021,1,623.72,3.396,4.312,4.312
4.0,0,1.585,0.969,2.0,1.25,5.517,1.86,1.86,11.5,34.5,0.166,0.209,0.736,2.996,3.045,3.714,1.497,1.497,0.468,1.44,2.047,-1.327,0.104,0.208,2.89,2.708,0.335,3.091,21.0,1.753,0.382,84.439,0.157,-0.375,-0.618,1,1.0,-0.618,-0.618,86.0,2.944,0.184,2.833,24.716,122.16,86.0,0.618,0.618,4.894,0.162,2.491,91.299,2.547,1.136,20,-0.661,3.093,2.773,1.313,-0.121,2.803,2.272,92.264,4.159,0,131.7,2.314,1.074,1.074
4.1,12,3.0,1.5,14.5,1.823,8.338,3.209,3.209,27.25,43.8,2.142,0.295,5.466,4.437,3.932,4.615,1.991,1.991,0.697,1.406,2.5,-1.0,0.141,0.436,5.437,5.665,0.169,3.367,28.0,2.186,0.219,86.439,0.186,-0.011,-0.516,13,3.807,-0.665,-0.665,318.535,4.918,0.206,5.435,40.199,492.68,319.0,1.0,1.0,3.713,0.5,3.221,339.289,2.867,1.119,14,-0.806,3.002,5.605,1.025,0.374,3.414,17.997,92.309,4.564,0,509.25,2.794,1.881,1.881
5.268,9,2.585,1.146,9.0,1.617,8.269,2.848,2.848,19.75,44.8,1.677,0.365,3.886,4.287,3.773,4.454,2.077,2.077,0.327,1.193,2.248,-1.341,0.174,0.616,5.307,6.084,-0.078,3.219,24.0,1.773,-0.009,69.487,0.225,-0.5,-0.968,8,3.17,-1.0,-1.0,263.972,4.823,0.237,5.565,35.857,385.49,246.0,0.61,0.61,3.049,-0.017,3.36,260.022,2.921,1.129,13,-1.326,2.588,5.816,0.859,-0.162,3.474,13.119,65.889,4.494,0,376.89,2.701,1.611,1.611
5.724,18,3.585,2.145,19.5,2.616,9.687,3.396,3.396,37.25,44.7,2.516,0.214,7.451,4.736,4.277,4.963,2.667,2.667,2.377,2.755,3.051,0.628,0.102,0.341,5.629,6.128,1.751,3.761,42.0,2.792,2.0,132.881,0.131,1.237,1.0,17,4.17,1.0,1.0,443.828,5.193,0.142,5.691,59.525,688.87,444.0,1.429,1.429,5.467,1.71,3.782,473.727,3.458,1.106,21,1.265,3.276,5.973,2.251,1.292,4.638,28.64,200.347,4.984,0,675.68,3.418,3.081,3.081
5.296,9,2.585,1.604,9.0,1.973,8.591,3.027,3.027,21.75,43.8,1.685,0.332,4.362,4.404,3.902,4.585,2.077,2.077,0.452,1.769,2.696,-0.62,0.157,0.574,5.452,6.29,0.673,3.332,27.0,2.172,0.038,81.684,0.199,0.0,-0.7,8,3.17,-0.946,-0.946,354.638,4.958,0.211,5.749,41.224,520.31,318.0,0.897,0.897,3.38,0.303,3.477,338.135,2.928,1.151,14,-1.0,2.644,6.1,1.573,0.0,3.878,17.642,67.713,4.649,0,525.51,2.885,2.211,2.211
4.0,9,2.807,1.78,11.0,2.05,8.144,2.73,2.73,26.75,35.4,1.555,0.257,5.32,4.327,3.902,4.585,2.096,2.096,1.17,1.937,2.783,-0.308,0.121,0.392,5.055,5.306,0.842,3.466,31.0,2.302,0.878,110.039,0.159,0.575,-0.121,9,3.322,-0.123,-0.123,339.1,4.744,0.171,5.062,43.069,494.32,317.0,1.196,1.196,4.659,1.0,3.49,339.726,2.92,1.141,17,-0.13,3.061,5.117,1.69,0.836,3.633,19.832,90.843,4.668,0,474.81,2.916,2.449,2.449
4.0,8,2.807,1.065,10.0,1.101,7.338,2.828,2.828,21.0,38.7,1.579,0.313,4.349,4.186,3.773,4.454,2.155,2.155,0.284,1.022,2.206,-1.698,0.153,0.433,4.577,4.605,-0.383,3.219,24.0,1.721,0.028,69.487,0.207,-0.335,-1.03,11,3.585,-1.0,-1.0,288.186,4.683,0.229,4.477,34.931,396.34,263.0,0.481,0.481,3.254,-0.016,3.07,280.704,3.014,1.133,12,-1.267,2.586,4.691,0.675,-0.191,3.271,12.64,74.527,4.413,0,383.2,2.224,1.158,1.158
6.076,17,3.644,2.461,20.0,2.661,11.417,3.518,3.518,40.5,44.2,3.484,0.198,7.771,5.072,4.454,5.142,2.907,2.907,2.166,2.667,3.272,0.618,0.094,0.325,6.24,7.815,1.735,3.839,45.5,3.145,1.801,143.207,0.123,2.0,0.802,22,4.524,0.811,0.811,491.068,5.708,0.135,6.759,67.464,724.89,464.0,1.66,1.66,5.854,2.118,4.531,491.011,3.57,1.122,23,1.0,3.182,7.299,2.254,2.118,4.707,30.168,135.65,5.077,4,642.95,3.339,4.643,4.643
4.0,9,2.585,1.266,9.0,1.623,8.386,2.883,2.883,20.0,42.9,1.676,0.35,3.764,4.347,3.839,4.522,2.481,2.481,0.379,1.176,2.351,-1.255,0.166,0.596,5.401,6.158,-0.07,3.258,25.0,1.778,-0.008,75.059,0.216,-0.231,-0.968,8,3.17,-1.0,-1.0,240.638,4.921,0.227,5.703,37.678,363.39,232.0,0.588,0.588,3.169,0.221,3.434,246.818,3.264,1.121,15,-1.174,2.611,5.944,0.936,-0.168,3.508,12.746,71.313,4.549,0,330.54,2.711,1.591,1.591
5.662,10,2.807,1.602,10.5,1.949,8.723,3.026,3.026,23.75,42.1,1.728,0.3,4.637,4.434,3.922,4.605,1.978,1.978,0.672,2.061,2.7,-0.667,0.143,0.503,5.48,6.431,0.941,3.401,29.0,2.151,0.393,92.239,0.186,0.307,-0.575,9,3.322,-0.592,-0.592,312.729,4.958,0.195,5.823,42.688,462.28,295.0,0.884,0.884,3.801,0.657,3.48,312.359,2.911,1.123,16,-0.681,2.748,6.164,1.803,0.47,3.829,17.427,80.562,4.668,0,443.03,2.868,2.059,2.059
6.076,10,2.807,1.839,10.5,1.969,9.239,3.033,3.033,26.25,41.7,1.671,0.246,4.577,4.535,4.052,4.736,2.485,2.485,1.772,2.404,2.816,0.074,0.117,0.413,5.557,6.524,1.373,3.555,34.0,2.695,1.575,112.096,0.152,0.665,0.58,9,3.322,0.599,0.599,345.638,5.046,0.16,5.882,50.245,512.1,327.0,1.225,1.225,4.742,1.097,3.828,345.222,3.437,1.123,20,0.676,2.879,6.229,2.164,1.0,4.129,18.919,79.818,4.832,0,481.41,2.887,2.822,2.822
4.1,6,2.0,1.116,6.5,1.443,7.374,2.377,2.377,19.0,36.4,1.168,0.289,3.532,4.03,3.624,4.304,1.733,1.733,0.619,1.549,2.133,-0.945,0.137,0.419,4.909,5.198,0.457,3.219,24.0,2.0,0.251,82.439,0.182,0.0,-0.544,6,2.807,-0.649,-0.649,225.066,4.459,0.202,4.935,33.86,343.98,221.0,1.0,1.0,4.196,0.233,3.17,235.512,2.719,1.133,16,-0.756,2.921,5.025,1.351,0.022,3.247,10.997,76.881,4.401,0,357.51,2.444,1.989,1.989
5.873,17,3.644,2.469,20.0,2.663,11.216,3.518,3.518,38.75,46.5,3.612,0.217,7.616,5.014,4.407,5.094,2.833,2.833,2.118,2.666,3.228,0.404,0.103,0.356,6.211,7.799,1.734,3.773,42.5,3.139,1.618,122.382,0.134,1.3,0.618,22,4.524,0.618,0.618,471.223,5.678,0.148,6.735,62.875,693.49,445.0,1.655,1.655,5.357,2.118,4.51,470.062,3.602,1.119,20,0.927,3.139,7.285,2.227,1.407,4.667,27.821,122.614,5.006,4,616.23,3.347,4.584,4.584
5.633,11,3.087,1.63,13.5,1.769,8.92,2.939,2.939,27.25,42.9,2.23,0.291,5.538,4.606,4.021,4.705,2.079,2.079,1.272,2.052,2.654,-0.83,0.137,0.469,5.446,5.901,0.984,3.45,30.5,2.576,0.835,92.239,0.18,0.16,-0.187,13,3.807,-0.186,-0.186,365.095,5.137,0.196,5.598,44.412,528.71,339.0,1.123,1.123,3.849,0.69,3.57,362.301,2.917,1.124,15,-0.251,2.774,5.781,1.805,0.491,3.779,19.393,85.621,4.68,1,498.63,2.707,2.6,2.6
4.1,17,3.585,2.229,19.5,2.413,11.382,3.454,3.454,36.25,44.4,3.916,0.243,7.388,5.003,4.353,5.04,2.5,2.5,2.01,2.787,3.127,-0.158,0.115,0.412,6.084,7.199,1.83,3.714,40.0,2.831,1.517,118.211,0.148,0.907,0.524,19,4.322,0.538,0.538,430.574,5.62,0.16,6.346,59.406,640.29,410.0,1.354,1.354,4.789,1.388,3.75,435.533,3.261,1.125,20,0.736,2.964,6.794,2.269,1.128,4.762,26.735,134.539,4.963,0,548.51,3.224,2.944,2.944
4.0,16,3.392,1.862,18.0,2.081,10.004,3.5,3.5,31.25,48.6,3.219,0.284,6.359,4.786,4.178,4.864,2.697,2.697,1.114,2.3,2.774,-0.82,0.134,0.468,5.844,6.673,1.2,3.541,33.5,2.5,0.754,94.107,0.175,0.333,-0.27,18,4.248,-0.266,-0.266,347.699,5.362,0.19,6.067,49.684,530.98,343.0,1.0,1.0,4.013,0.715,3.498,365.147,3.387,1.11,17,-0.344,2.722,6.341,1.774,0.5,3.954,22.326,108.339,4.764,1,506.03,2.931,2.275,2.275
4.1,15,3.17,2.379,17.0,2.482,10.312,3.207,3.207,36.25,41.8,2.536,0.203,7.408,4.758,4.248,4.934,2.658,2.658,2.0,2.627,3.219,0.422,0.096,0.317,5.761,6.311,1.621,3.714,40.0,2.709,1.967,132.881,0.127,1.152,0.965,14,3.907,1.0,1.0,428.839,5.261,0.139,5.949,58.274,626.71,403.0,1.522,1.522,5.479,1.652,4.345,429.245,3.462,1.124,23,1.0,3.049,6.119,2.146,1.378,4.921,26.274,142.689,4.956,0,585.32,3.419,4.135,4.135
4.1,19,3.755,2.667,23.0,2.908,11.018,3.457,3.457,50.75,39.2,2.528,0.152,10.006,5.039,4.588,5.276,2.919,2.919,2.808,3.074,3.481,1.326,0.072,0.256,5.878,6.332,2.174,4.086,58.5,3.472,2.42,218.477,0.093,2.5,1.416,21,4.459,1.424,1.424,602.377,5.53,0.099,5.912,84.316,881.37,569.0,2.137,2.137,8.179,2.656,4.999,605.254,3.771,1.134,31,1.886,3.49,6.178,2.915,2.503,5.034,44.313,159.391,5.329,1,831.65,3.721,5.919,5.919
4.1,14,3.322,1.643,15.5,1.893,9.456,3.389,3.389,27.75,48.4,2.98,0.298,5.799,4.641,4.039,4.723,2.244,2.244,0.882,2.118,2.623,-1.124,0.142,0.448,5.677,6.603,0.927,3.434,30.0,2.152,0.367,80.711,0.188,0.028,-0.608,17,4.17,-0.618,-0.618,298.507,5.202,0.211,5.944,43.521,436.26,284.0,0.668,0.668,3.797,0.451,3.16,300.676,3.041,1.113,15,-0.927,2.72,6.309,1.618,0.391,3.456,17.545,107.282,4.615,2,405.28,2.797,1.554,1.554
4.1,12,3.087,1.256,13.5,1.968,8.312,2.872,2.872,25.75,41.7,2.275,0.289,5.603,4.352,3.907,4.59,2.04,2.04,0.796,1.941,2.374,-1.03,0.136,0.415,5.031,5.164,0.802,3.384,28.5,2.118,0.485,84.439,0.182,-0.006,-0.515,13,3.807,-0.515,-0.515,304.554,4.804,0.201,5.081,40.055,432.68,284.0,0.645,0.645,3.901,0.314,3.0,305.461,2.96,1.126,15,-0.621,2.863,4.953,1.581,0.176,3.283,17.053,112.179,4.562,0,425.02,2.844,1.425,1.425
4.0,18,3.7,2.17,22.5,2.562,12.323,3.651,3.651,39.75,46.5,4.299,0.217,7.684,5.064,4.425,5.112,2.812,2.812,2.453,2.605,3.004,0.367,0.103,0.355,6.154,7.417,1.65,3.784,43.0,2.687,1.977,120.382,0.133,1.089,0.971,23,4.585,1.0,1.0,461.841,5.68,0.147,6.514,64.758,704.0,452.0,1.408,1.408,5.277,2.19,4.256,480.258,3.425,1.116,20,1.419,3.053,7.006,2.118,1.855,4.439,26.295,157.555,5.014,1,603.3,3.315,3.834,3.834
4.1,14,3.17,1.657,15.0,1.91,10.355,2.963,2.963,27.5,50.0,3.158,0.31,5.256,4.763,4.107,4.792,2.514,2.514,0.74,2.151,2.613,-0.999,0.146,0.514,5.919,7.155,0.995,3.434,30.0,2.469,0.305,70.711,0.191,0.106,-0.412,16,4.087,-0.673,-0.673,309.95,5.412,0.21,6.233,45.393,484.85,309.0,1.169,1.169,3.668,0.554,3.521,325.513,3.293,1.104,15,-0.89,2.64,6.684,1.674,0.449,3.822,15.448,97.237,4.673,0,433.34,2.774,2.668,2.668
4.1,21,3.7,2.543,23.5,2.738,11.362,3.864,3.864,42.75,48.1,3.408,0.198,8.762,5.032,4.46,5.147,2.867,2.867,2.42,2.951,3.297,0.571,0.094,0.323,6.123,6.954,2.109,3.85,46.0,3.014,1.922,153.58,0.123,1.41,0.914,21,4.459,0.947,0.947,485.915,5.569,0.133,6.299,68.138,724.87,463.0,1.734,1.734,5.578,2.208,4.656,493.999,3.609,1.11,25,1.278,3.146,6.626,2.488,1.745,4.918,36.468,156.973,5.103,0,678.66,3.435,4.723,4.723
4.0,7,2.322,0.0,7.5,0.653,6.606,2.443,2.443,15.75,44.0,1.204,0.529,2.871,4.03,3.541,4.22,1.5,1.5,-0.5,0.5,1.019,-2.0,0.241,0.993,4.854,4.707,-1.309,2.996,19.0,1.0,-0.653,47.303,0.308,-1.0,-1.637,7,3.0,-1.629,-1.629,193.529,4.423,0.314,4.826,27.532,301.84,194.0,-0.276,-0.276,2.314,-0.575,2.447,206.518,2.5,1.114,11,-1.872,2.235,4.973,0.0,-0.718,3.215,9.097,53.105,4.256,0,309.3,1.752,-0.61,-0.61
5.416,17,3.459,2.349,19.0,2.647,10.376,3.523,3.523,35.75,44.4,3.158,0.213,7.153,4.705,4.234,4.92,2.763,2.763,1.747,2.5,3.197,0.367,0.103,0.319,5.71,6.588,1.5,3.689,39.0,2.77,1.54,120.382,0.135,0.954,0.563,16,4.087,0.585,0.585,421.571,5.2,0.15,5.861,55.635,640.33,414.0,1.273,1.273,5.135,1.368,4.128,441.182,3.535,1.113,20,0.652,3.015,6.213,2.0,1.21,4.603,26.129,155.688,4.905,0,613.98,3.419,3.523,3.523
4.1,10,3.392,1.997,16.0,2.215,9.507,4.247,4.247,32.0,34.8,2.424,0.284,6.06,4.798,4.311,4.997,2.427,2.427,1.032,2.362,2.852,-0.6,0.131,0.505,5.785,6.798,1.256,3.624,36.5,2.62,0.545,106.096,0.166,0.882,-0.417,15,4.0,-0.433,-0.433,392.644,5.22,0.183,6.134,55.552,691.21,440.0,1.289,1.289,4.131,1.0,3.828,473.626,3.137,1.128,16,-0.509,3.081,6.576,1.985,1.0,4.277,26.161,109.622,4.911,0,618.55,3.118,2.943,2.943
4.0,13,3.524,1.683,19.0,2.302,9.669,3.411,3.411,34.75,40.5,2.87,0.294,6.691,4.786,4.266,4.952,2.425,2.425,1.119,2.5,2.655,-0.686,0.135,0.517,5.701,6.289,1.5,3.624,36.5,2.5,0.583,104.039,0.17,0.667,-0.123,19,4.322,-0.222,-0.222,427.368,5.268,0.189,5.887,54.204,690.01,445.0,1.0,1.0,4.392,1.0,3.478,477.861,3.198,1.121,15,-0.279,3.042,6.137,1.958,0.822,3.978,24.233,106.401,4.854,0,650.01,3.083,2.492,2.492
4.1,7,2.322,1.0,7.0,1.43,7.167,2.757,2.757,18.5,37.8,1.153,0.303,3.205,4.03,3.676,4.357,1.974,1.974,0.31,1.202,2.0,-1.056,0.143,0.435,4.824,4.693,0.0,3.219,24.0,1.938,0.0,76.711,0.19,-0.082,-0.785,7,3.0,-1.0,-1.0,223.759,4.417,0.212,4.703,34.246,369.49,241.0,0.727,0.727,3.708,0.112,3.18,256.318,2.846,1.123,14,-1.0,2.932,4.442,0.882,0.0,3.247,10.007,98.87,4.425,0,398.03,2.435,1.659,1.659
4.1,13,3.322,2.065,17.5,2.142,9.344,3.454,3.454,32.5,39.5,2.367,0.274,6.185,4.625,4.205,4.89,2.455,2.455,1.104,2.612,2.932,-0.693,0.128,0.45,5.62,5.915,1.655,3.584,35.0,2.758,0.747,108.039,0.163,0.668,-0.262,15,4.0,-0.263,-0.263,359.387,5.142,0.185,5.648,51.953,575.35,373.0,1.354,1.354,4.297,1.0,3.615,400.341,3.301,1.125,17,-0.328,2.815,5.967,2.108,0.719,4.433,23.848,110.037,4.844,0,531.34,2.985,2.935,2.935
4.0,15,3.524,2.02,18.5,2.166,11.532,3.682,3.682,34.25,44.7,4.004,0.253,6.731,5.012,4.331,5.017,2.571,2.571,1.71,2.52,2.862,-0.6,0.12,0.418,6.216,7.574,1.527,3.651,37.5,2.715,1.158,104.039,0.154,0.626,0.224,21,4.459,0.262,0.262,417.051,5.674,0.173,6.664,57.136,662.58,421.0,1.28,1.28,4.447,1.055,3.822,449.961,3.263,1.117,17,0.371,3.185,7.187,2.066,0.908,4.245,22.468,139.766,4.885,0,585.99,2.963,3.034,3.034
5.399,22,3.954,2.477,25.5,2.738,11.975,3.519,3.519,45.75,50.0,4.081,0.198,9.37,5.183,4.538,5.226,3.345,3.345,2.294,2.822,3.158,0.618,0.094,0.325,6.358,7.86,1.9,3.902,48.5,2.964,1.798,147.207,0.123,2.118,0.799,28,4.858,0.809,0.809,517.152,5.811,0.136,6.822,71.532,762.42,491.0,1.567,1.567,6.03,2.145,4.177,519.28,3.856,1.111,23,1.194,3.136,7.357,2.335,2.118,4.554,34.43,160.741,5.11,5,684.7,3.342,3.78,3.78
5.216,15,3.524,2.058,19.5,2.554,11.607,3.467,3.467,36.5,43.6,4.042,0.234,7.398,4.982,4.331,5.017,2.804,2.804,1.643,2.5,2.886,-0.24,0.111,0.372,6.087,7.253,1.5,3.676,38.5,2.683,1.345,112.096,0.144,0.807,0.407,21,4.459,0.469,0.469,463.639,5.619,0.163,6.43,57.332,704.84,449.0,1.255,1.255,4.691,1.526,4.115,480.606,3.476,1.118,17,0.537,3.039,6.853,2.0,1.077,4.201,24.371,146.052,4.892,1,630.56,3.241,3.421,3.421
4.0,13,3.0,2.006,15.0,2.124,8.956,2.973,2.973,31.5,40.4,1.988,0.239,6.645,4.511,4.06,4.745,2.464,2.464,1.257,2.472,2.859,-0.23,0.111,0.368,5.407,5.549,1.461,3.555,34.0,2.5,1.065,108.096,0.146,0.632,0.116,13,3.807,0.125,0.125,357.698,4.968,0.158,5.298,48.913,513.78,333.0,1.129,1.129,4.766,1.138,3.583,355.888,3.3,1.136,19,0.135,2.87,5.456,2.0,0.959,3.904,22.76,121.804,4.771,0,509.48,3.043,2.79,2.79
4.0,12,3.17,2.06,15.5,2.103,11.293,3.097,3.097,33.25,42.9,3.296,0.241,6.366,4.895,4.245,4.931,2.171,2.171,1.994,2.486,2.924,-0.237,0.113,0.411,6.048,7.2,1.48,3.638,37.0,2.792,1.582,112.096,0.146,0.874,0.608,16,4.087,0.705,0.705,418.601,5.527,0.161,6.344,56.166,645.52,407.0,1.372,1.372,5.023,1.844,3.833,430.794,3.021,1.118,18,0.874,2.877,6.767,2.087,0.901,4.327,21.489,122.329,4.883,0,582.16,2.98,2.999,2.999
5.824,20,3.907,2.552,24.0,2.936,13.061,3.761,3.761,44.5,47.7,4.838,0.188,8.732,5.245,4.598,5.286,3.147,3.147,2.5,2.913,3.258,0.499,0.09,0.298,6.33,7.452,2.105,3.912,49.0,3.185,2.0,147.58,0.116,1.779,0.984,27,4.807,1.0,1.0,581.963,5.874,0.132,6.73,74.078,911.14,582.0,1.776,1.776,5.699,2.431,4.744,618.085,3.738,1.109,21,1.5,3.403,7.127,2.38,2.161,4.951,32.107,160.378,5.156,0,842.26,3.576,4.965,4.965
5.202,7,2.807,1.09,10.0,1.567,7.621,2.779,2.779,21.25,36.1,1.619,0.285,3.566,4.193,3.773,4.454,1.627,1.627,0.722,1.746,2.216,-1.253,0.139,0.403,4.615,4.937,0.698,3.296,26.0,2.118,0.464,80.711,0.184,-0.103,-0.567,11,3.585,-0.564,-0.564,266.495,4.715,0.207,4.805,36.409,426.04,279.0,0.618,0.618,3.959,0.084,3.0,296.928,2.618,1.124,13,-0.772,2.682,5.037,1.463,0.015,3.272,10.718,118.148,4.46,0,410.85,2.562,1.372,1.372
4.1,12,3.087,1.912,13.5,2.08,9.396,2.862,2.862,27.25,41.7,2.862,0.295,6.088,4.61,4.034,4.718,2.339,2.339,0.96,1.694,2.81,-0.5,0.139,0.486,5.832,6.905,0.657,3.45,30.5,2.318,0.486,96.107,0.181,0.301,-0.502,13,3.807,-0.508,-0.508,379.997,5.222,0.2,6.172,44.054,551.29,346.0,0.884,0.884,4.037,0.655,3.513,374.763,3.097,1.145,15,-0.707,2.875,6.565,1.558,0.44,3.637,21.888,109.833,4.661,0,565.07,3.03,2.157,2.157
5.374,17,3.585,2.193,21.0,2.514,11.749,3.572,3.572,37.0,48.6,4.274,0.243,7.558,5.0,4.334,5.021,2.814,2.814,1.704,2.5,2.984,-0.488,0.116,0.385,6.246,7.584,1.5,3.664,38.0,2.562,1.384,106.039,0.152,0.742,0.442,22,4.524,0.51,0.51,434.233,5.649,0.169,6.642,56.905,637.26,409.0,1.11,1.11,4.589,1.189,3.649,436.257,3.433,1.113,18,0.588,2.887,7.126,2.0,0.988,4.291,25.828,119.849,4.879,1,566.04,3.2,2.691,2.691
6.004,6,2.322,0.961,6.0,1.0,6.423,2.368,2.368,16.25,38.5,0.792,0.399,3.632,3.85,3.434,4.111,1.339,1.339,0.0,0.438,2.0,-1.681,0.186,0.604,4.443,4.078,-0.829,3.045,20.0,1.313,-0.185,54.603,0.247,-0.848,-1.286,4,2.322,-1.23,-1.23,243.09,4.111,0.267,4.489,27.832,348.27,223.0,-0.256,-0.256,2.922,-0.305,2.306,238.724,2.548,1.131,10,-1.712,2.661,4.263,0.227,-0.756,3.247,11.007,58.964,4.263,0,360.55,2.127,-0.549,-0.549
4.0,16,3.459,2.076,18.0,2.571,9.003,3.456,3.456,37.5,41.5,1.786,0.221,7.82,4.741,4.277,4.963,2.742,2.742,2.246,2.841,2.916,0.429,0.105,0.379,5.583,6.004,1.968,3.761,42.0,2.903,1.933,141.207,0.134,1.209,0.918,16,4.087,0.925,0.925,466.491,5.185,0.141,5.562,60.224,689.28,438.0,1.48,1.48,5.354,1.96,3.982,467.926,3.599,1.126,22,1.099,3.061,5.716,2.414,1.39,4.246,34.522,132.977,5.011,0,657.77,3.431,3.174,3.174
