pXC50,nDB,N.,nBM,nN,AMW,Mp,nAB,H.,C.,Me,Mi,Mv,MW,nAT,nB
7.301,1,3.6,29,3,7.348,0.677,28,47.0,43.4,0.995,1.117,0.634,609.85,83,0
4.796,3,9.8,20,5,9.214,0.701,17,35.3,45.1,1.031,1.134,0.693,469.91,51,0
5.301,1,8.1,23,5,7.155,0.662,22,46.8,41.9,0.996,1.127,0.627,443.6,62,0
5.796,1,7.2,23,5,7.01,0.661,22,47.8,42.0,0.993,1.126,0.622,483.67,69,0
7.481,0,9.1,18,4,8.757,0.723,17,40.9,45.5,1.003,1.118,0.681,385.32,44,0
7.041,0,9.5,18,4,9.221,0.727,17,38.1,45.2,1.014,1.119,0.694,387.29,42,0
5.301,3,8.1,25,5,8.38,0.679,22,38.7,45.2,1.023,1.137,0.669,519.57,62,0
7.481,0,11.6,18,5,8.984,0.723,17,39.5,44.2,1.008,1.123,0.685,386.31,43,0
5.194,0,11.8,12,6,7.313,0.657,11,49.0,37.3,0.996,1.139,0.612,372.95,51,0
5.046,1,4.5,19,2,7.192,0.689,18,45.5,47.7,0.988,1.112,0.648,316.43,44,0
5.824,0,9.1,18,5,8.399,0.674,17,41.8,41.8,1.02,1.146,0.652,461.96,55,0
6.0,1,3.9,19,2,8.832,0.666,18,37.3,45.1,1.042,1.151,0.67,450.44,51,0
6.481,0,15.4,18,6,9.571,0.732,17,35.9,43.6,1.017,1.127,0.703,373.27,39,0
6.523,0,11.8,18,6,8.419,0.698,17,43.1,41.2,1.004,1.13,0.657,429.39,51,0
4.678,3,9.8,20,5,8.861,0.702,17,37.3,45.1,1.021,1.128,0.686,451.92,51,0
6.959,0,10.2,18,5,8.457,0.706,17,42.9,42.9,1.002,1.125,0.663,414.37,49,0
7.481,0,13.3,18,6,8.918,0.713,17,40.0,42.2,1.01,1.129,0.677,401.33,45,0
5.0,3,5.4,19,2,9.902,0.701,16,32.4,43.2,1.052,1.133,0.703,366.37,37,0
5.301,3,8.1,25,5,8.38,0.679,22,38.7,45.2,1.023,1.137,0.669,519.57,62,0
7.097,0,12.5,18,6,8.653,0.705,17,41.7,41.7,1.007,1.129,0.667,415.36,48,0
7.481,0,9.1,18,4,8.757,0.723,17,40.9,45.5,1.003,1.118,0.681,385.32,44,0
5.538,1,1.6,13,1,7.123,0.66,12,50.0,40.3,0.996,1.121,0.612,441.64,62,0
5.585,1,2.0,7,1,6.539,0.622,6,52.9,37.3,0.998,1.132,0.583,333.47,51,0
5.553,1,2.1,7,1,8.517,0.655,6,48.9,38.3,1.009,1.134,0.615,400.32,47,0
4.569,4,8.2,20,6,7.27,0.651,16,46.6,39.7,1.004,1.132,0.621,530.69,73,0
5.18,4,4.0,25,2,11.847,0.798,21,30.0,46.0,1.042,1.106,0.76,592.34,50,0
5.409,1,2.0,7,1,7.597,0.618,6,47.1,37.3,1.028,1.152,0.605,387.44,51,0
5.824,1,2.0,7,1,7.429,0.622,6,48.0,38.0,1.022,1.151,0.603,371.44,50,0
4.387,1,8.9,17,4,8.242,0.686,16,42.2,42.2,1.01,1.126,0.657,370.87,45,0
5.337,2,3.0,8,2,6.457,0.615,6,53.7,35.8,0.998,1.136,0.576,432.62,67,0
5.42,1,4.1,7,2,6.499,0.623,6,53.1,36.7,0.996,1.135,0.582,318.46,49,0
4.658,4,8.6,20,6,7.873,0.666,16,44.3,40.0,1.01,1.131,0.638,551.1,70,0
5.585,3,6.1,19,3,7.662,0.678,16,42.9,44.9,1.005,1.12,0.652,375.46,49,0
5.301,2,1.9,8,1,6.916,0.633,6,50.0,38.9,1.004,1.129,0.601,373.49,54,0
5.097,4,8.6,20,6,7.381,0.654,16,45.7,40.0,1.006,1.132,0.626,516.66,70,0
4.538,1,8.9,17,4,8.242,0.686,16,42.2,42.2,1.01,1.126,0.657,370.87,45,0
5.432,1,2.0,7,1,7.597,0.618,6,47.1,37.3,1.028,1.152,0.605,387.44,51,0
5.301,1,4.3,7,2,6.618,0.625,6,52.2,37.0,0.998,1.135,0.587,304.43,46,0
5.495,3,4.1,9,2,7.111,0.626,6,49.0,36.7,1.011,1.135,0.6,348.44,49,0
5.301,3,3.8,9,2,7.356,0.636,6,50.0,34.6,1.01,1.134,0.599,382.53,52,0
5.824,0,0.0,17,0,8.305,0.732,17,41.2,50.0,0.998,1.095,0.685,282.38,34,0
6.027,0,0.0,17,0,8.305,0.732,17,41.2,50.0,0.998,1.095,0.685,282.38,34,0
4.328,5,8.2,21,6,7.68,0.653,16,43.8,39.7,1.015,1.132,0.634,560.67,73,0
4.345,5,8.8,21,7,7.347,0.647,16,46.3,38.8,1.008,1.135,0.62,587.75,80,0
5.0,0,9.4,27,6,7.447,0.685,26,43.8,45.3,0.995,1.121,0.651,476.63,64,0
5.745,1,2.1,7,1,8.135,0.657,6,51.1,38.3,0.998,1.127,0.607,382.33,47,0
4.959,1,15.5,22,9,7.958,0.664,21,41.4,39.7,1.014,1.144,0.647,461.56,58,0
6.5,1,5.3,18,2,9.506,0.736,17,36.8,47.4,1.018,1.111,0.706,361.24,38,0
4.886,5,9.5,21,7,7.563,0.651,16,44.6,39.2,1.011,1.134,0.629,559.69,74,0
4.921,5,9.1,21,7,7.451,0.649,16,45.5,39.0,1.009,1.134,0.625,573.72,77,0
6.5,1,4.9,18,2,9.153,0.725,17,39.0,46.3,1.014,1.113,0.691,375.27,41,0
5.301,1,1.7,7,1,6.094,0.62,6,55.9,37.3,0.987,1.132,0.569,359.56,59,0
5.824,0,0.0,17,0,9.237,0.744,17,35.5,51.6,1.018,1.102,0.715,286.34,31,0
5.301,2,2.0,8,1,6.949,0.628,6,50.0,38.0,1.007,1.131,0.598,347.45,50,0
5.678,1,2.1,7,1,7.189,0.646,6,51.1,38.3,1.0,1.129,0.602,337.88,47,0
4.432,5,9.5,21,7,7.563,0.651,16,44.6,39.2,1.011,1.134,0.629,559.69,74,0
5.0,1,10.5,18,4,9.707,0.758,16,34.2,47.4,1.015,1.109,0.722,368.87,38,0
5.409,2,1.9,8,1,6.82,0.626,6,50.9,37.7,1.004,1.131,0.593,361.48,53,0
5.658,1,3.2,7,2,6.235,0.622,6,54.8,37.1,0.989,1.133,0.574,386.59,62,0
5.357,1,3.3,7,2,6.476,0.621,6,53.3,36.7,0.996,1.134,0.58,388.56,60,0
5.638,1,3.6,7,2,6.3,0.619,6,54.5,36.4,0.992,1.135,0.574,346.52,55,0
5.398,1,2.0,7,1,6.854,0.645,6,52.9,37.3,0.993,1.126,0.592,349.54,51,0
5.301,0,8.7,12,4,6.445,0.644,12,52.2,39.1,0.984,1.134,0.595,296.46,46,0
5.638,1,1.9,7,1,6.435,0.62,6,53.7,37.0,0.996,1.132,0.579,347.5,54,0
7.0,1,4.3,7,2,6.618,0.625,6,52.2,37.0,0.998,1.135,0.587,304.43,46,0
5.721,1,1.8,7,1,6.609,0.617,6,52.7,36.4,1.002,1.134,0.581,363.5,55,0
5.301,1,1.7,7,1,6.67,0.613,6,52.5,35.6,1.005,1.135,0.58,393.53,59,0
5.337,1,2.0,7,1,7.244,0.62,6,49.0,37.3,1.018,1.145,0.598,369.45,51,0
5.143,3,8.3,19,4,7.843,0.677,16,41.7,43.8,1.01,1.124,0.655,376.45,48,0
5.0,0,8.3,22,4,8.57,0.721,22,41.7,45.8,1.0,1.117,0.677,411.36,48,0
5.0,3,6.7,19,4,7.143,0.668,16,46.7,43.3,0.994,1.123,0.631,428.58,60,0
5.538,1,1.9,7,1,6.644,0.629,6,51.9,38.5,0.998,1.129,0.591,345.48,52,0
5.301,1,1.9,7,1,6.82,0.626,6,50.9,37.7,1.004,1.131,0.593,361.48,53,0
4.444,3,8.3,19,4,7.843,0.677,16,41.7,43.8,1.01,1.124,0.655,376.45,48,0
4.77,3,8.3,19,4,7.843,0.677,16,41.7,43.8,1.01,1.124,0.655,376.45,48,0
4.301,1,5.8,19,3,9.566,0.666,18,32.7,44.2,1.062,1.16,0.688,497.43,52,0
4.721,1,9.3,13,4,8.867,0.692,12,41.9,39.5,1.018,1.131,0.66,381.29,43,0
4.398,1,9.7,7,3,7.01,0.646,6,48.4,38.7,0.998,1.135,0.611,217.3,31,0
5.0,0,2.6,6,1,8.007,0.687,6,48.7,41.0,0.998,1.122,0.632,312.26,39,0
5.097,1,7.0,12,3,8.218,0.642,11,41.9,39.5,1.034,1.155,0.637,353.38,43,0
4.658,2,9.1,21,5,7.737,0.687,18,41.8,45.5,1.002,1.121,0.66,425.53,55,0
4.523,4,5.8,25,4,7.632,0.669,21,43.5,43.5,1.008,1.122,0.645,526.64,69,0
5.699,0,8.3,31,5,7.726,0.693,31,41.7,46.7,1.0,1.118,0.663,463.58,60,0
5.301,2,2.6,14,1,8.456,0.7,12,41.0,46.2,1.012,1.113,0.672,329.8,39,0
4.523,2,3.8,24,2,7.663,0.692,22,42.3,48.1,1.0,1.111,0.663,398.49,52,0
6.0,2,3.8,24,2,7.663,0.692,22,42.3,48.1,1.0,1.111,0.663,398.49,52,0
5.222,0,3.1,6,1,8.506,0.696,6,46.9,40.6,1.005,1.122,0.644,272.19,32,0
4.523,2,4.8,14,3,6.864,0.637,12,50.0,38.7,1.0,1.131,0.602,425.58,62,0
5.0,0,8.9,16,5,6.492,0.646,16,51.8,39.3,0.984,1.133,0.597,363.56,56,0
5.0,1,12.5,17,6,8.019,0.676,16,43.8,39.6,1.007,1.135,0.643,384.91,48,0
5.398,0,2.6,11,1,6.668,0.666,11,50.0,44.7,0.984,1.117,0.618,253.37,38,0
4.523,2,5.4,20,3,7.491,0.664,18,44.6,42.9,1.006,1.123,0.638,419.52,56,0
5.0,0,2.6,6,1,8.007,0.687,6,48.7,41.0,0.998,1.122,0.632,312.26,39,0
4.523,2,4.8,20,3,7.295,0.662,18,46.0,42.9,1.002,1.123,0.631,459.59,63,0
4.523,2,4.8,20,3,7.219,0.657,18,46.8,41.9,1.002,1.125,0.625,447.58,62,0
4.959,2,4.1,17,3,7.024,0.662,15,50.0,40.5,0.992,1.123,0.613,519.77,74,0
5.0,1,10.0,18,5,7.829,0.67,17,42.0,42.0,1.011,1.129,0.649,391.47,50,0
4.0,0,1.7,18,1,9.991,0.648,18,31.7,43.3,1.082,1.176,0.685,599.46,60,0
4.523,2,4.8,14,3,6.864,0.637,12,50.0,38.7,1.0,1.131,0.602,425.58,62,0
4.523,2,5.0,20,3,7.426,0.666,18,45.0,43.3,1.004,1.122,0.637,445.56,60,0
4.903,2,4.9,20,3,7.075,0.66,18,47.5,42.6,0.996,1.123,0.624,431.58,61,0
5.097,0,2.6,6,1,7.901,0.679,6,50.0,39.5,0.998,1.125,0.623,300.25,38,0
4.523,1,3.7,23,2,7.417,0.681,22,44.4,46.3,0.998,1.115,0.648,400.51,54,0
5.046,0,2.9,6,1,8.178,0.687,6,48.6,40.0,1.001,1.124,0.632,286.22,35,0
4.523,2,4.2,14,2,8.819,0.691,12,41.7,41.7,1.021,1.122,0.663,423.32,48,0
6.0,1,5.6,13,3,7.814,0.654,12,46.3,38.9,1.013,1.137,0.625,421.94,54,0
5.301,1,0.0,13,0,7.97,0.654,12,42.3,42.3,1.026,1.12,0.644,414.44,52,0
5.523,0,2.6,6,1,8.007,0.687,6,48.7,41.0,0.998,1.122,0.632,312.26,39,0
6.0,3,4.7,16,2,10.01,0.682,12,32.6,41.9,1.063,1.15,0.694,430.41,43,0
5.28,0,12.8,17,5,8.958,0.663,17,35.9,41.0,1.043,1.159,0.67,349.35,39,0
5.0,1,17.6,7,3,8.068,0.647,6,41.2,35.3,1.024,1.149,0.637,137.16,17,0
4.071,0,6.4,17,3,7.572,0.68,17,46.8,42.6,0.996,1.123,0.636,355.9,47,0
6.0,3,3.2,3,2,5.914,0.617,0,57.1,36.5,0.982,1.135,0.562,372.61,63,0
5.699,4,0.0,4,0,6.235,0.625,0,54.8,38.7,0.989,1.127,0.578,386.58,62,0
7.398,0,5.1,17,2,9.787,0.747,17,38.5,46.2,1.015,1.112,0.704,381.7,39,0
6.255,0,2.7,12,1,8.277,0.718,12,45.9,45.9,0.992,1.111,0.66,306.25,37,0
4.06,0,3.2,11,1,8.51,0.737,11,45.2,45.2,0.99,1.105,0.669,263.81,31,0
5.523,1,2.6,18,1,7.883,0.723,17,43.6,48.7,0.989,1.101,0.67,307.44,39,0
5.699,1,2.9,7,1,7.052,0.652,6,52.9,38.2,0.991,1.129,0.597,239.77,34,0
7.796,0,5.1,17,2,10.67,0.769,17,35.9,46.2,1.023,1.11,0.725,416.14,39,0
7.796,2,4.0,14,2,7.658,0.683,12,46.0,44.0,0.998,1.119,0.642,382.92,50,0
