pXC50,Eig03_EA,SM11_AEA.bo.,Eig03_EA.bo.,SM13_AEA.ri.,RDSQ,Eig06_AEA.bo.,X2,ZM2V,ZM2Per,ATS1m,ATS5m,ZM2MulPer,Eig08_AEA.dm.,SM03_AEA.bo.,ZM2Kup,Psi_e_1,Eig05_AEA.dm.,Eta_epsi,MW,ZM1Per,Eig03_AEA.ri.,Eig13_AEA.bo.,Eig13_AEA.ed.,GGI5,Eig07_AEA.bo.,ZM1MulPer,ATSC6p,Eig08_EA.bo.,MPC01,MWC01,nBO,SRW02,ZM1V,ZM2Mad,SpAD_AEA.ed.,Dz,GGI10,Eig07_EA,SM15_AEA.bo.,XMOD,ATS8m,ATS4m,X3sol,piPC02,SM02_EA.bo.,SRW04,SpAD_EA.ed.,Eig07_AEA.ri.,ATSC4i,ATS2m,Eig15_AEA.ed.,SpMax4_Bh.m.,P_VSA_LogP_5,Eig08_EA.ed.,SM03_AEA.ri.,GMTIV,SM08_AEA.bo.,Eig06_AEA.ed.,SpMax4_Bh.p.,SpMax4_Bh.v.,IC3,Eig07_EA.bo.,ATSC5p,GMTI,SpAD_EA.bo.,S1K,Pol,X5v
5.418,2.179,2.179,2.569,2.569,127.175,2.5,7.848,216.0,336.55,3.196,3.28,230.187,1.0,5.554,229.521,2.872,1.742,22.133,261.4,313.26,3.149,0.32,1.699,0.504,2.187,230.555,6.025,0.985,3.045,3.045,20,3.714,216.0,113.199,30.024,40.5,0.037,1.0,1.0,57.148,2.731,3.371,6.173,3.651,4.331,4.977,77.45,2.0,1.027,3.516,1.245,3.194,16.942,1.829,1.829,6367.0,12.137,3.711,3.192,3.184,4.463,1.12,7.397,3259.0,34.132,14.232,24,1.593
5.921,1.966,1.966,2.205,2.205,132.321,2.5,7.933,214.0,331.89,3.243,3.331,226.791,1.0,5.522,227.521,3.011,1.76,23.433,275.43,312.23,2.958,0.5,1.609,0.393,2.406,230.022,7.384,0.998,3.091,3.091,21,3.761,216.0,114.199,30.582,42.5,0.057,1.0,1.0,60.784,2.848,3.409,6.263,3.624,4.304,4.99,76.374,2.0,1.075,3.533,1.36,3.326,13.757,2.136,2.136,7708.0,11.992,3.469,3.321,3.315,4.17,1.399,8.213,4058.0,34.93,15.212,24,1.719
6.102,1.95,1.95,2.202,2.202,109.628,2.5,6.872,202.0,314.61,3.095,3.172,214.306,0.893,5.435,215.521,2.579,1.631,19.533,233.34,294.95,2.94,-0.108,1.441,0.393,2.083,217.537,5.254,0.686,2.944,2.944,18,3.611,204.0,102.199,26.855,36.5,0.021,0.868,0.868,51.784,2.364,3.263,5.513,3.541,4.22,4.86,68.813,1.827,0.841,3.407,1.0,3.081,13.757,1.172,1.172,4965.0,11.972,3.456,3.063,3.058,4.35,0.998,6.095,2329.0,31.162,12.28,21,1.334
5.886,1.94,1.94,2.198,2.198,102.046,2.4,6.519,198.0,308.85,3.041,3.113,210.144,0.731,5.404,211.521,2.434,1.471,18.233,219.31,289.19,2.929,-0.39,1.084,0.393,2.06,213.376,4.542,0.233,2.89,2.89,17,3.555,200.0,98.199,25.49,34.5,0.012,0.848,0.848,48.784,2.069,3.21,5.263,3.512,4.19,4.812,66.185,1.787,0.762,3.362,1.0,2.957,13.757,0.364,0.364,4272.0,11.965,3.396,2.928,2.925,4.332,0.979,5.381,1902.0,29.831,11.308,20,1.257
4.6,2.274,2.274,2.967,2.967,136.789,2.78,8.116,256.0,396.41,3.209,3.333,271.547,1.0,5.715,269.521,2.971,1.76,19.733,253.32,367.04,3.244,0.5,1.617,0.424,2.5,268.202,5.438,1.5,3.091,3.091,21,3.761,252.0,122.199,31.373,40.5,0.016,1.0,1.0,57.89,2.643,3.377,6.688,3.871,4.554,5.043,84.255,2.0,0.874,3.547,1.555,3.045,16.942,2.136,2.136,8693.0,12.278,3.585,2.986,2.994,4.102,1.5,6.191,3480.0,40.282,12.092,25,1.505
5.456,2.349,2.349,2.977,2.977,144.08,2.876,8.458,284.0,440.67,3.274,3.347,301.337,1.081,5.738,302.976,3.106,1.775,21.2,269.32,415.72,3.308,0.587,1.673,0.372,2.5,305.717,5.509,1.5,3.135,3.135,22,3.807,288.0,129.964,32.759,43.5,0.016,1.0,1.0,61.799,2.833,3.401,7.005,3.892,4.575,5.081,87.456,2.0,0.809,3.605,1.555,3.108,30.0,2.136,2.136,11182.0,12.28,3.634,2.95,2.982,4.172,1.5,5.841,4183.0,41.844,13.005,26,1.363
6.602,2.178,2.178,2.603,2.603,137.294,2.697,8.029,248.0,383.42,3.233,3.393,264.51,1.124,5.695,262.93,3.034,2.267,22.333,272.38,367.4,3.143,0.603,1.699,0.542,2.619,275.678,6.303,0.958,3.091,3.091,21,3.761,256.0,118.865,31.39,43.0,0.037,1.025,1.025,60.729,2.755,3.469,6.514,3.726,4.407,5.017,80.529,2.022,1.011,3.542,1.411,3.207,48.002,1.819,1.819,8924.0,12.3,3.711,3.183,3.181,4.665,1.076,7.129,3666.0,36.647,14.715,26,1.563
6.119,2.229,2.229,2.685,2.685,136.222,2.697,8.017,248.0,383.15,3.233,3.32,264.374,1.112,5.695,262.93,3.029,2.332,22.333,272.38,367.38,3.191,0.5,1.727,0.566,2.5,275.613,6.234,1.027,3.091,3.091,21,3.761,256.0,118.865,31.545,43.0,0.037,1.0,1.0,60.729,2.937,3.437,6.582,3.726,4.407,5.017,80.513,2.0,1.007,3.542,1.256,3.217,48.002,1.832,1.832,9304.0,12.297,3.711,3.193,3.191,4.465,1.275,7.045,3770.0,36.656,14.715,26,1.545
6.194,2.178,2.178,2.507,2.507,137.294,2.693,8.029,242.0,378.16,3.262,3.422,259.142,1.072,5.581,260.067,3.0,1.743,23.6,277.4,361.08,3.124,0.572,1.699,0.542,2.13,268.065,6.621,0.942,3.091,3.091,21,3.761,252.0,120.857,31.39,43.5,0.037,1.025,1.025,61.491,2.827,3.496,6.514,3.676,4.357,5.017,80.529,2.022,1.022,3.566,1.411,3.191,30.0,1.819,1.819,8100.0,12.173,3.711,3.173,3.169,4.705,1.072,7.769,3666.0,35.389,15.173,26,1.592
5.932,2.229,2.229,2.608,2.608,136.222,2.5,8.017,242.0,377.87,3.262,3.346,259.006,1.0,5.581,260.067,2.997,1.743,23.6,277.4,361.06,3.171,0.5,1.727,0.566,2.214,268.0,6.45,0.998,3.091,3.091,21,3.761,252.0,120.857,31.545,43.5,0.037,1.0,1.0,61.491,2.948,3.454,6.582,3.676,4.357,5.017,80.513,2.0,1.022,3.566,1.256,3.197,30.0,1.832,1.832,8404.0,12.169,3.711,3.175,3.173,4.519,1.149,7.932,3770.0,35.4,15.173,26,1.56
6.102,2.179,2.179,2.569,2.569,127.175,2.5,7.848,240.0,373.63,3.209,3.295,254.978,1.0,5.554,262.854,2.948,1.743,22.348,265.36,372.06,3.122,0.32,1.699,0.504,2.187,283.791,5.993,0.985,3.045,3.045,20,3.714,264.0,116.109,30.024,42.0,0.037,1.0,1.0,58.014,2.709,3.376,5.763,3.651,4.331,4.977,77.45,2.0,0.969,3.542,1.245,3.189,22.878,1.829,1.829,8341.0,12.137,3.711,3.17,3.167,4.407,1.12,6.781,3259.0,34.132,14.168,24,1.487
4.523,2.385,2.385,2.978,2.978,186.432,2.906,10.388,351.0,544.14,3.445,3.704,373.386,1.508,5.936,375.866,3.734,2.602,26.067,326.38,521.79,3.336,0.882,2.417,0.657,2.88,389.119,7.631,1.914,3.296,3.296,26,3.97,364.0,156.512,39.332,53.0,0.066,1.45,1.45,73.611,3.332,3.713,8.083,4.06,4.745,5.263,105.731,2.434,1.013,3.794,2.0,3.418,32.757,2.997,2.997,19367.0,12.567,4.145,3.289,3.31,4.633,1.985,7.457,6539.0,48.991,16.493,33,1.6
5.523,2.348,2.348,2.992,2.992,163.431,2.697,9.749,315.0,491.45,3.58,3.867,339.162,1.133,5.867,308.246,3.742,2.231,26.033,325.47,465.84,3.296,0.74,2.0,1.0,2.665,354.706,8.942,1.079,3.178,3.178,23,3.85,324.0,179.146,35.275,48.5,0.07,1.162,1.162,74.46,3.043,3.874,7.725,3.942,4.625,5.165,98.866,2.142,1.198,3.818,2.0,3.495,15.307,2.357,2.357,11684.0,13.039,3.782,3.459,3.45,4.714,1.692,10.054,4388.0,42.222,17.138,31,2.353
5.569,2.375,2.375,2.994,2.994,160.557,2.697,9.818,314.0,487.96,3.58,3.674,338.388,1.127,5.867,307.246,3.705,2.473,26.033,325.47,465.24,3.327,0.738,2.0,0.834,2.619,354.876,8.272,1.071,3.178,3.178,23,3.85,324.0,176.031,35.084,48.5,0.07,1.125,1.125,74.359,3.061,3.732,7.796,3.942,4.625,5.165,98.542,2.112,1.151,3.818,1.751,3.484,15.307,2.357,2.357,12444.0,13.005,3.874,3.442,3.423,4.758,1.662,9.141,4596.0,42.293,17.138,30,2.178
4.523,2.036,2.036,2.206,2.206,128.763,2.697,7.753,217.0,338.95,3.196,3.388,230.844,1.074,5.554,230.521,2.874,1.737,22.133,261.4,313.78,3.016,0.302,1.699,0.528,2.155,230.328,7.077,0.966,3.045,3.045,20,3.714,216.0,114.366,30.208,40.5,0.037,1.025,1.025,57.249,2.691,3.441,6.235,3.651,4.331,4.977,77.851,2.022,1.06,3.516,1.244,3.183,16.942,1.819,1.819,6215.0,12.205,3.708,3.17,3.165,4.606,1.086,8.134,3155.0,34.13,14.232,25,1.61
5.523,2.055,2.055,2.208,2.208,138.896,2.697,7.945,243.0,381.53,3.262,3.529,259.917,1.077,5.581,261.067,3.006,1.741,23.6,277.4,361.68,3.023,0.561,1.727,0.646,2.165,267.895,7.55,0.976,3.091,3.091,21,3.761,252.0,122.411,31.671,43.5,0.037,1.025,1.025,61.592,2.79,3.561,6.55,3.676,4.357,5.017,80.975,2.022,1.033,3.566,1.285,3.183,30.0,1.82,1.82,7796.0,12.238,3.711,3.17,3.165,4.658,1.092,7.94,3562.0,35.401,15.173,27,1.623
5.107,2.179,2.179,2.569,2.569,127.175,2.5,7.848,232.0,360.47,3.204,3.288,246.642,1.0,5.554,248.551,2.914,1.742,22.3,263.37,344.38,3.131,0.32,1.699,0.504,2.187,258.045,5.856,0.985,3.045,3.045,20,3.714,240.0,114.86,30.024,41.5,0.037,1.0,1.0,57.725,2.712,3.372,6.173,3.651,4.331,4.977,77.45,2.0,0.941,3.53,1.245,3.188,13.757,1.829,1.829,7683.0,12.137,3.711,3.171,3.167,4.465,1.12,6.952,3259.0,34.132,14.194,24,1.499
6.194,2.133,2.133,2.463,2.463,127.796,2.677,7.86,216.0,336.79,3.196,3.322,230.322,1.068,5.554,229.521,2.873,1.741,22.133,261.4,313.28,3.104,0.305,1.691,0.479,2.129,230.62,6.815,0.94,3.045,3.045,20,3.714,216.0,113.199,30.027,40.5,0.037,1.025,1.025,57.148,2.69,3.405,6.09,3.651,4.331,4.977,77.64,2.022,1.032,3.516,1.242,3.189,16.942,1.819,1.819,6291.0,12.141,3.711,3.183,3.176,4.654,1.072,7.345,3207.0,34.216,14.232,24,1.595
4.523,2.38,2.38,2.994,2.994,158.58,2.697,9.806,314.0,487.67,3.58,3.499,338.251,1.114,5.867,307.246,3.681,2.527,26.033,325.47,465.22,3.334,0.741,2.0,0.747,2.5,354.811,7.359,1.093,3.178,3.178,23,3.85,324.0,176.031,35.14,48.5,0.07,1.03,1.03,74.359,3.426,3.663,7.866,3.942,4.625,5.165,98.396,2.025,1.14,3.818,2.0,3.479,15.307,2.275,2.275,13204.0,13.003,3.893,3.433,3.413,4.58,1.5,8.602,4804.0,42.235,17.138,30,2.002
6.444,2.444,2.444,2.984,2.984,174.085,2.894,9.979,308.0,478.75,3.399,3.502,327.464,1.124,5.882,326.976,3.558,2.5,25.1,311.41,444.57,3.386,0.846,2.364,0.608,2.5,325.162,7.104,1.5,3.258,3.258,25,3.932,306.0,148.964,38.232,49.5,0.122,1.282,1.282,69.626,3.098,3.602,8.114,4.007,4.691,5.231,103.731,2.262,1.136,3.747,1.839,3.35,33.186,2.301,2.301,14473.0,12.501,4.0,3.36,3.347,4.544,1.5,8.681,6168.0,46.923,15.879,32,1.611
6.456,2.514,2.514,3.091,3.091,187.971,2.914,11.05,318.0,496.01,3.437,3.646,340.697,1.211,5.98,336.976,3.728,2.519,26.4,325.44,457.21,3.455,0.799,2.429,0.671,2.885,334.779,8.081,1.601,3.296,3.296,26,3.97,314.0,157.964,39.62,51.5,0.115,1.457,1.457,71.43,3.306,3.699,8.288,4.06,4.745,5.303,114.709,2.442,1.344,3.816,2.0,3.426,33.186,2.562,2.562,15194.0,12.792,4.5,3.441,3.43,4.463,1.964,9.658,6611.0,49.018,16.844,34,1.75
6.62,2.525,2.525,3.165,3.165,186.151,2.922,11.038,318.0,495.73,3.437,3.549,340.56,1.216,5.98,336.976,3.725,2.523,26.4,325.44,457.19,3.466,0.852,2.419,0.726,2.889,334.714,7.787,1.5,3.296,3.296,26,3.97,314.0,157.964,39.638,51.5,0.175,1.458,1.458,71.43,3.156,3.671,8.352,4.06,4.745,5.303,114.579,2.442,1.344,3.816,2.0,3.434,33.186,2.305,2.305,15626.0,12.79,4.578,3.437,3.429,4.362,1.966,9.704,6867.0,48.97,16.844,34,1.655
5.928,2.514,2.514,3.091,3.091,187.971,2.914,11.05,390.0,629.57,3.468,3.711,416.293,1.291,5.98,436.976,4.455,2.543,27.043,337.32,635.77,3.434,0.799,2.429,0.671,2.885,494.292,6.122,1.601,3.296,3.296,26,3.97,458.0,168.44,39.62,56.0,0.115,1.457,1.457,73.68,3.421,3.749,7.325,4.06,4.745,5.303,114.709,2.441,1.251,3.929,2.0,3.353,78.066,2.562,2.562,25526.0,12.792,4.5,3.034,3.091,4.649,1.964,6.67,6611.0,49.018,16.656,34,1.527
4.523,2.036,2.036,2.206,2.206,128.763,2.697,7.753,241.0,377.53,3.263,3.596,255.966,1.075,5.554,247.384,2.9,1.74,21.919,281.81,372.7,3.002,0.302,1.699,0.528,2.155,283.711,6.452,0.966,3.045,3.045,20,3.714,264.0,126.401,30.208,40.833,0.037,1.025,1.025,60.424,2.818,3.6,6.594,3.651,4.331,4.977,77.851,2.022,0.896,3.618,1.244,3.291,17.257,1.819,1.819,7733.0,12.205,3.708,3.17,3.165,4.561,1.086,7.617,3155.0,34.13,14.512,25,1.636
6.229,2.133,2.133,2.463,2.463,127.796,2.677,7.86,240.0,373.93,3.263,3.44,255.115,1.069,5.554,246.384,2.892,1.742,21.919,281.81,372.08,3.064,0.305,1.691,0.479,2.129,283.856,6.662,0.94,3.045,3.045,20,3.714,264.0,122.958,30.027,40.833,0.037,1.025,1.025,60.323,2.818,3.525,6.352,3.651,4.331,4.977,77.64,2.022,0.906,3.618,1.242,3.289,17.257,1.819,1.819,8037.0,12.141,3.711,3.173,3.167,4.612,1.072,7.431,3207.0,34.216,14.512,24,1.619
5.352,2.179,2.179,2.569,2.569,127.175,2.5,7.848,240.0,373.63,3.263,3.352,254.978,1.0,5.554,246.384,2.889,1.743,21.919,281.81,372.06,3.098,0.32,1.699,0.504,2.187,283.791,6.477,0.985,3.045,3.045,20,3.714,264.0,122.958,30.024,40.833,0.037,1.0,1.0,60.323,2.803,3.429,6.462,3.651,4.331,4.977,77.45,2.0,0.91,3.618,1.245,3.289,17.257,1.829,1.829,8341.0,12.137,3.711,3.175,3.169,4.407,1.12,7.132,3259.0,34.132,14.512,24,1.616
5.754,2.055,2.055,2.265,2.265,138.896,2.697,7.945,249.0,386.35,3.233,3.481,265.168,1.131,5.695,263.93,3.044,2.01,22.333,272.38,367.96,3.031,0.584,1.727,0.646,2.659,275.459,6.254,1.014,3.091,3.091,21,3.761,256.0,120.032,31.671,43.0,0.037,1.025,1.025,60.83,2.761,3.532,6.55,3.726,4.407,5.017,80.975,2.022,1.033,3.542,1.285,3.183,48.002,1.82,1.82,8544.0,12.359,3.711,3.17,3.165,4.615,1.123,7.198,3562.0,36.656,14.715,27,1.583
6.229,2.392,2.392,2.98,2.98,163.438,2.894,9.249,300.0,466.01,3.359,3.452,318.146,1.095,5.827,318.976,3.4,2.443,23.8,297.38,434.95,3.345,0.809,2.271,0.49,2.5,318.287,6.398,1.5,3.219,3.219,24,3.892,300.0,141.964,36.104,47.5,0.086,1.0,1.0,67.39,3.036,3.529,7.824,3.97,4.654,5.176,96.718,2.0,0.995,3.694,1.676,3.247,33.186,2.275,2.275,13324.0,12.424,4.0,3.242,3.228,4.638,1.5,7.647,5473.0,44.873,14.917,30,1.557
4.523,2.388,2.388,2.978,2.978,177.469,2.906,9.906,309.0,481.86,3.399,3.578,328.268,1.143,5.882,327.976,3.564,2.287,25.1,311.41,445.15,3.339,0.833,2.366,0.608,2.875,325.008,8.636,1.5,3.258,3.258,25,3.932,306.0,150.296,38.405,49.5,0.066,1.448,1.448,69.727,3.228,3.693,8.067,4.007,4.691,5.231,104.186,2.433,1.141,3.747,1.836,3.314,33.186,2.306,2.306,13825.0,12.551,4.0,3.366,3.344,4.57,1.957,8.947,5784.0,46.919,15.879,33,1.694
6.237,2.418,2.418,2.98,2.98,175.483,2.895,9.991,308.0,479.02,3.399,3.571,327.601,1.139,5.882,326.976,3.56,2.477,25.1,311.41,444.59,3.364,0.794,2.377,0.553,2.74,325.227,7.414,1.5,3.258,3.258,25,3.932,306.0,148.964,38.218,49.5,0.082,1.367,1.367,69.626,3.209,3.632,8.046,4.007,4.691,5.231,103.821,2.347,1.136,3.747,1.75,3.337,33.186,2.324,2.324,14149.0,12.504,4.0,3.362,3.346,4.652,1.827,8.636,5976.0,46.957,15.879,32,1.678
4.523,2.379,2.379,2.979,2.979,154.774,2.894,9.092,302.0,468.68,3.321,3.401,321.385,1.122,5.807,321.821,3.273,2.229,22.6,284.34,439.81,3.332,0.729,2.0,0.372,2.668,324.383,5.583,1.5,3.178,3.178,23,3.85,304.0,137.797,34.768,46.0,0.049,1.205,1.205,64.45,2.992,3.496,7.325,3.951,4.635,5.142,93.802,2.193,0.884,3.667,1.618,3.126,32.757,2.3,2.3,13033.0,12.402,4.0,2.956,2.99,4.594,1.744,6.116,4718.0,43.678,13.922,28,1.403
4.523,2.418,2.418,2.988,2.988,175.483,2.896,9.991,342.0,531.21,3.402,3.578,364.09,1.28,5.918,365.457,3.624,2.536,24.767,312.35,509.85,3.366,0.818,2.377,0.553,2.825,381.997,6.151,1.5,3.258,3.258,25,3.932,356.0,151.458,38.218,51.0,0.082,1.367,1.367,70.492,3.234,3.637,8.046,4.043,4.727,5.231,103.821,2.358,0.95,3.757,1.75,3.293,33.186,2.324,2.324,18572.0,12.566,4.0,3.089,3.132,4.773,1.903,6.768,5976.0,48.049,15.529,32,1.51
4.523,2.444,2.444,3.047,3.047,174.085,2.895,9.979,342.0,530.93,3.402,3.494,363.953,1.255,5.918,365.457,3.616,2.533,24.767,312.35,509.83,3.389,0.86,2.364,0.608,2.774,381.932,6.066,1.5,3.258,3.258,25,3.932,356.0,151.458,38.232,51.0,0.122,1.282,1.282,70.492,3.105,3.606,8.114,4.043,4.727,5.231,103.731,2.288,0.95,3.757,1.839,3.31,33.186,2.301,2.301,19328.0,12.564,4.0,3.098,3.145,4.651,1.774,6.771,6168.0,48.011,15.529,32,1.488
5.409,2.377,2.377,2.978,2.978,155.615,2.882,8.976,319.0,498.06,3.377,3.466,338.9,1.138,5.807,330.838,3.281,2.138,22.286,303.76,487.73,3.328,0.671,2.0,0.483,2.833,367.754,5.847,1.5,3.178,3.178,23,3.85,344.0,150.655,34.952,45.833,0.033,1.414,1.414,67.438,3.165,3.589,7.912,3.951,4.635,5.142,94.063,2.339,0.79,3.75,1.626,3.297,33.501,2.299,2.299,14525.0,12.448,4.0,2.951,2.982,4.512,1.931,6.246,4654.0,43.616,14.233,29,1.484
6.076,2.379,2.379,2.979,2.979,154.774,2.894,9.092,318.0,494.24,3.377,3.451,337.985,1.126,5.807,329.838,3.274,2.444,22.286,303.76,487.09,3.328,0.729,2.0,0.372,2.668,367.874,5.863,1.5,3.178,3.178,23,3.85,344.0,146.723,34.768,45.833,0.049,1.205,1.205,67.337,3.165,3.609,7.587,3.951,4.635,5.142,93.802,2.178,0.797,3.75,1.618,3.344,33.501,2.3,2.3,14957.0,12.402,4.0,2.956,2.987,4.615,1.744,6.108,4718.0,43.678,14.233,28,1.48
4.523,2.38,2.38,2.979,2.979,154.215,2.894,9.08,302.0,468.41,3.321,3.403,321.249,1.094,5.807,321.821,3.27,2.31,22.6,284.34,439.79,3.334,0.621,2.0,0.428,2.5,324.318,5.49,1.5,3.178,3.178,23,3.85,304.0,137.797,34.78,46.0,0.049,1.0,1.0,64.45,2.986,3.454,7.415,3.951,4.635,5.142,93.667,2.0,0.883,3.667,1.627,3.142,32.757,2.275,2.275,13249.0,12.399,4.0,2.965,3.001,4.432,1.5,6.257,4782.0,43.613,13.922,28,1.418
5.463,2.379,2.379,2.979,2.979,154.774,2.894,9.092,294.0,457.1,3.317,3.402,313.193,1.123,5.807,312.976,3.256,2.291,22.5,283.35,428.29,3.333,0.729,2.0,0.372,2.668,314.638,6.038,1.5,3.178,3.178,23,3.85,296.0,136.964,34.768,45.5,0.049,1.205,1.205,64.162,2.983,3.489,7.325,3.951,4.635,5.142,93.802,2.196,0.925,3.661,1.618,3.138,33.186,2.3,2.3,12071.0,12.402,4.0,3.042,3.043,4.649,1.744,6.552,4718.0,43.678,13.959,28,1.461
6.18,2.38,2.38,2.979,2.979,154.215,2.894,9.08,294.0,456.85,3.317,3.399,313.057,1.094,5.807,312.976,3.256,2.371,22.5,283.35,428.27,3.335,0.621,2.0,0.428,2.5,314.573,5.664,1.5,3.178,3.178,23,3.85,296.0,136.964,34.78,45.5,0.049,1.0,1.0,64.162,2.971,3.454,7.415,3.951,4.635,5.142,93.667,2.0,0.925,3.661,1.627,3.159,33.186,2.275,2.275,12179.0,12.399,4.0,3.056,3.066,4.524,1.5,6.599,4782.0,43.613,13.959,28,1.488
4.523,2.38,2.38,2.978,2.978,165.829,2.905,9.167,301.0,468.85,3.359,3.495,318.904,1.138,5.827,319.976,3.404,2.045,23.8,297.38,435.51,3.332,0.797,2.284,0.546,2.869,318.109,7.59,1.5,3.219,3.219,24,3.892,300.0,143.296,36.252,47.5,0.033,1.447,1.447,67.491,3.112,3.597,7.833,3.97,4.654,5.176,97.174,2.432,0.999,3.694,1.676,3.18,33.186,2.299,2.299,12892.0,12.474,4.0,3.241,3.216,4.666,1.948,7.939,5217.0,44.877,14.917,31,1.6
6.444,2.386,2.386,2.979,2.979,164.416,2.894,9.261,300.0,466.27,3.359,3.49,318.281,1.126,5.827,318.976,3.401,2.379,23.8,297.38,434.97,3.339,0.78,2.375,0.434,2.684,318.352,6.735,1.5,3.219,3.219,24,3.892,300.0,141.964,36.039,47.5,0.049,1.235,1.235,67.39,3.103,3.562,7.749,3.97,4.654,5.176,96.692,2.224,0.995,3.694,1.644,3.225,33.186,2.3,2.3,13108.0,12.427,4.0,3.242,3.223,4.754,1.763,7.602,5345.0,44.851,14.917,30,1.589
6.108,2.525,2.525,3.165,3.165,186.151,2.922,11.038,390.0,629.29,3.468,3.561,416.157,1.261,5.98,436.976,4.414,2.538,27.043,337.32,635.75,3.451,0.852,2.419,0.726,2.889,494.227,5.667,1.5,3.296,3.296,26,3.97,458.0,168.44,39.638,56.0,0.175,1.458,1.458,73.68,3.209,3.722,7.415,4.06,4.745,5.303,114.579,2.442,1.251,3.929,2.0,3.366,78.066,2.305,2.305,26930.0,12.79,4.578,3.049,3.109,4.524,1.966,6.726,6867.0,48.97,16.656,34,1.5
4.523,2.464,2.464,2.98,2.98,190.529,2.906,10.971,391.0,632.85,3.468,3.685,417.013,1.341,5.98,437.976,4.526,2.56,27.043,337.32,636.35,3.374,0.841,2.419,0.726,2.876,494.098,6.71,1.617,3.296,3.296,26,3.97,458.0,169.773,39.813,56.0,0.099,1.449,1.449,73.781,3.408,3.875,7.532,4.06,4.745,5.303,115.032,2.433,1.265,3.929,2.0,3.326,78.066,2.827,2.827,24122.0,12.83,4.153,3.017,3.068,4.554,1.962,7.124,6355.0,48.962,16.656,35,1.534
9.244,2.224,2.224,2.732,2.732,106.817,1.648,7.366,257.0,416.87,3.004,3.227,275.284,0.501,5.73,284.148,3.315,2.585,18.248,217.17,435.02,3.259,-0.544,1.805,0.347,1.0,353.264,0.909,-0.683,2.833,2.833,16,3.497,318.0,132.783,29.851,37.0,0.0,-0.313,-0.313,44.438,0.007,3.466,5.21,3.555,4.234,4.977,94.374,0.709,0.59,3.496,1.0,2.818,0.0,-1.49,-1.49,6623.0,13.299,3.873,2.567,2.624,4.263,-0.329,2.37,1154.0,29.128,10.365,26,1.373
5.509,2.637,2.637,3.081,3.081,143.376,2.698,9.087,259.0,400.54,3.23,3.485,277.798,0.721,5.824,274.023,3.412,2.259,23.267,278.34,402.34,3.629,0.399,2.0,0.757,2.627,315.794,5.847,0.622,3.091,3.091,21,3.761,286.0,132.751,34.215,45.0,0.025,1.188,1.188,58.9,3.054,3.516,6.763,3.818,4.5,5.118,96.588,2.186,1.062,3.568,1.658,3.113,5.942,1.362,1.362,11407.0,12.862,4.261,3.003,3.029,4.932,1.57,7.453,3356.0,38.205,14.817,30,1.463
6.658,2.794,2.794,3.102,3.102,176.4,2.946,11.045,347.0,561.43,3.39,3.736,372.706,1.203,5.995,389.178,4.669,2.725,27.71,331.32,598.3,3.791,0.452,2.406,1.056,2.646,485.703,6.629,1.568,3.219,3.219,24,3.892,440.0,163.395,39.493,55.0,0.124,1.302,1.302,68.13,3.552,3.766,6.763,3.942,4.625,5.283,117.494,2.297,1.37,3.854,2.0,3.347,51.251,2.551,2.551,22804.0,13.125,4.522,3.066,3.116,4.856,1.608,8.261,4865.0,43.545,17.611,36,1.61
6.658,2.756,2.756,3.298,3.298,210.992,3.081,11.075,319.0,493.41,3.445,4.035,339.638,1.38,6.065,333.178,4.275,2.361,27.267,339.42,479.26,3.753,0.719,2.601,1.194,2.781,366.564,12.006,1.568,3.332,3.332,27,4.007,336.0,166.918,42.759,54.5,0.049,1.317,1.317,74.148,3.446,3.879,8.813,4.111,4.796,5.352,122.033,2.317,1.485,3.781,2.198,3.462,6.371,2.88,2.88,17900.0,13.034,4.412,3.351,3.363,4.404,1.908,12.478,5976.0,51.328,17.497,40,2.318
6.0,2.637,2.637,3.081,3.081,143.376,2.698,9.087,267.0,412.92,3.234,3.486,286.062,0.722,5.824,284.209,3.447,2.335,23.333,279.32,421.94,3.622,0.399,2.0,0.757,2.627,333.539,5.745,0.622,3.091,3.091,21,3.761,302.0,133.579,34.215,45.5,0.025,1.188,1.188,59.189,3.079,3.521,6.763,3.818,4.5,5.118,96.588,2.183,1.032,3.575,1.658,3.103,3.186,1.362,1.362,12277.0,12.862,4.261,2.993,3.018,4.939,1.57,7.443,3356.0,38.205,14.817,30,1.441
6.745,2.637,2.637,3.081,3.081,143.376,2.698,9.087,251.0,388.96,3.226,3.484,269.606,0.721,5.824,265.178,3.389,2.3,23.167,277.35,390.82,3.636,0.399,2.0,0.757,2.627,306.049,6.491,0.622,3.091,3.091,21,3.761,278.0,131.918,34.215,44.5,0.025,1.188,1.188,58.612,3.027,3.511,6.763,3.818,4.5,5.118,96.588,2.188,1.124,3.561,1.658,3.131,6.371,1.362,1.362,10537.0,12.862,4.261,3.072,3.08,4.856,1.57,8.176,3356.0,38.205,14.855,30,1.534
