pXC50,nCsp2,H.,C.,N.,Me,nC,nBM,SCBO,nSK,nBO,Sv,MW,Sp
5.168,20,39.1,45.7,8.7,1.012,21,22,43.5,28,30,30.918,374.43,31.716
5.349,22,35.8,49.1,9.4,1.013,26,20,53.5,34,38,36.939,449.5,37.722
5.783,23,34.0,48.9,4.3,1.023,23,24,49.0,31,34,33.492,432.48,34.261
5.672,18,41.8,45.5,1.8,1.01,25,19,48.0,32,35,36.577,449.56,38.301
4.268,14,35.5,48.4,6.5,1.016,15,17,31.0,20,22,22.132,331.18,23.08
5.449,18,32.4,48.6,5.4,1.031,18,19,37.5,25,27,27.003,375.22,27.659
5.958,24,40.6,43.8,6.3,1.013,28,26,55.5,38,41,42.641,530.65,44.318
5.191,20,39.1,47.8,4.3,1.013,22,20,42.0,28,31,31.116,374.42,31.921
5.304,20,34.9,46.5,14.0,1.008,20,24,44.0,28,31,30.975,451.38,32.841
4.973,22,41.2,49.0,5.9,0.998,25,24,47.0,30,34,34.235,395.49,35.779
5.408,18,38.8,42.9,10.2,1.005,21,23,45.5,30,33,34.071,453.66,36.756
5.66,14,41.2,44.1,5.9,1.007,15,14,29.0,20,21,22.82,286.38,24.137
5.513,18,37.5,43.8,8.3,1.015,21,22,46.5,30,33,33.292,438.57,35.012
5.814,16,22.9,45.7,11.4,1.063,16,22,44.0,27,30,26.615,384.35,25.92
5.216,14,32.4,41.2,14.7,1.043,14,19,36.0,23,25,23.547,313.3,23.131
5.459,25,39.0,47.5,5.1,1.013,28,26,54.5,36,40,39.906,481.54,40.904
5.427,22,32.7,46.9,6.1,1.031,23,22,49.5,33,36,35.34,481.94,36.125
5.526,13,37.5,35.4,8.3,1.048,17,17,43.0,30,32,31.679,438.46,31.636
5.588,23,31.4,45.1,15.7,1.028,23,24,54.5,35,39,36.61,484.54,37.102
5.339,21,37.7,45.3,7.5,1.021,24,23,50.0,33,36,35.874,444.48,36.386
4.917,21,32.6,48.8,7.0,1.027,21,24,45.5,29,32,31.109,452.28,31.756
4.903,12,25.8,38.7,6.5,1.082,12,18,36.0,23,24,22.529,340.29,21.579
4.0,17,50.0,39.2,5.4,0.996,29,18,49.5,37,40,45.013,525.15,48.188
4.0,12,46.2,34.6,7.7,1.014,18,16,39.0,28,29,32.587,424.6,34.75
5.0,36,47.3,38.7,6.7,1.003,58,41,109.5,79,86,93.465,1135.98,99.45
5.0,35,48.0,38.5,6.8,1.001,57,40,106.5,77,84,91.75,1107.97,97.995
5.0,37,45.7,39.3,7.9,1.005,55,45,108.0,76,83,88.664,1090.89,93.955
5.0,36,45.7,40.6,5.8,1.005,56,42,106.5,75,81,87.842,1075.86,93.154
5.0,35,46.3,40.4,5.9,1.002,55,41,103.5,73,79,86.127,1047.85,91.7
5.0,35,47.9,38.2,6.9,1.002,55,40,103.5,75,81,89.223,1081.93,95.234
5.0,35,48.0,38.5,6.8,1.001,57,40,106.5,77,84,91.75,1107.97,97.995
5.0,30,45.5,41.4,6.1,1.001,41,34,78.0,54,59,63.725,785.51,68.234
4.0,18,45.2,38.7,6.5,1.008,24,22,49.0,34,36,39.641,500.7,42.273
4.0,18,47.4,36.8,7.9,1.004,28,22,56.0,40,43,47.264,584.84,50.569
5.0,35,47.4,39.4,7.3,0.999,54,40,101.5,72,79,85.74,1033.88,91.802
5.699,35,44.7,41.2,7.0,1.003,47,40,91.5,63,69,73.537,907.65,78.222
5.699,34,44.9,42.1,6.5,1.001,45,39,86.5,59,65,69.274,850.59,74.001
5.699,35,44.8,41.4,6.0,1.004,48,40,92.5,64,70,74.757,922.66,79.432
5.699,35,43.6,41.8,6.4,1.006,46,40,90.5,62,68,71.703,894.6,75.91
5.699,35,44.8,41.4,6.0,1.004,48,40,92.5,64,70,74.757,922.66,79.432
4.0,17,50.0,40.9,6.1,0.99,27,18,45.5,33,36,40.53,465.09,43.756
4.0,36,47.2,39.4,7.0,1.001,56,41,105.5,75,82,88.982,1075.92,95.018
5.0,35,47.9,39.3,7.1,0.998,55,40,102.5,73,80,87.267,1047.91,93.563
5.0,35,45.3,41.0,6.8,1.002,48,40,92.5,64,70,75.063,921.68,79.984
5.699,35,44.2,41.6,6.2,1.005,47,40,91.5,63,69,73.23,908.63,77.671
5.0,34,45.5,41.8,6.4,0.999,46,39,87.5,60,66,70.8,864.62,75.762
5.699,35,44.8,41.4,6.0,1.004,48,40,92.5,64,70,74.757,922.66,79.432
5.699,35,45.4,41.2,5.9,1.003,49,40,93.5,65,71,76.284,936.69,81.194
5.699,35,44.4,41.9,6.0,1.004,49,40,94.5,65,72,75.757,934.67,80.432
8.301,57,48.8,32.9,9.0,1.016,124,59,243.0,193,198,223.256,2711.42,231.206
4.495,57,48.5,32.1,9.8,1.018,121,59,243.0,194,198,223.453,2748.48,231.348
7.432,44,50.3,30.7,9.5,1.016,116,44,227.0,188,189,219.539,2681.49,228.388
5.678,18,48.3,45.0,5.0,0.985,27,22,46.0,31,35,37.627,411.59,40.37
5.456,18,47.5,44.3,4.9,0.991,27,22,47.0,32,36,38.342,427.59,40.824
5.102,18,48.4,43.8,4.7,0.99,28,22,48.0,33,37,39.869,441.62,42.586
4.936,18,48.4,43.8,4.7,0.99,28,22,48.0,33,37,39.869,441.62,42.586
5.638,18,49.2,44.6,6.2,0.981,29,22,49.0,33,38,40.461,436.65,43.682
5.987,25,46.1,43.4,1.3,1.002,33,27,59.0,41,44,48.453,573.76,51.324
7.252,20,29.7,54.1,0.0,1.025,20,20,40.0,26,29,28.232,427.28,29.386
7.42,20,35.0,52.5,0.0,1.014,21,20,40.0,26,29,28.734,362.42,29.796
7.276,20,32.4,54.1,0.0,1.019,20,20,39.0,25,28,27.207,348.39,28.034
7.886,20,39.1,50.0,0.0,1.007,23,20,42.0,28,31,31.788,390.48,33.318
6.971,14,26.9,53.8,0.0,1.041,14,14,29.0,19,21,19.992,319.11,20.216
6.506,14,30.8,53.8,0.0,1.032,14,14,28.0,18,20,18.966,240.22,18.864
5.383,20,36.2,46.8,6.4,1.013,22,21,45.5,30,33,33.27,435.56,35.006
5.469,21,27.3,47.7,2.3,1.052,21,22,48.0,32,35,33.667,512.76,34.284
7.745,24,43.6,43.6,0.0,1.017,34,22,61.0,44,48,50.104,602.68,51.489
5.772,9,45.7,40.0,0.0,1.02,14,8,25.0,19,20,21.788,264.3,22.364
5.0,15,41.7,45.8,4.2,1.004,22,15,41.5,28,32,32.116,392.51,33.875
5.0,15,40.0,46.7,4.4,1.007,21,15,40.5,27,31,30.589,378.48,32.114
7.527,20,44.6,46.4,5.4,0.99,26,20,46.5,31,35,36.761,427.61,39.495
8.0,26,40.4,50.9,5.3,0.992,29,26,53.5,34,39,39.234,461.62,41.733
6.822,20,42.3,48.1,3.8,0.996,25,20,45.5,30,34,34.927,414.56,37.182
7.109,20,44.8,46.6,3.4,0.992,27,20,47.5,32,36,37.981,442.62,40.705
7.379,26,38.6,50.9,3.5,1.002,29,26,54.5,35,40,39.642,478.6,41.637
6.851,20,45.6,47.4,3.5,0.991,27,20,46.5,31,35,36.794,410.55,39.057
7.113,20,47.6,46.0,3.2,0.988,29,20,48.5,33,37,39.848,438.61,42.58
7.41,26,43.8,50.0,3.1,0.99,32,26,55.5,36,41,42.321,472.62,44.819
7.432,14,47.2,43.4,5.7,0.989,23,14,40.5,28,32,33.761,391.58,36.495
5.602,14,44.7,44.7,6.4,0.993,21,14,38.5,26,30,30.707,363.52,32.972
6.283,20,41.2,49.0,5.9,0.993,25,20,46.5,30,35,34.707,411.56,36.972
5.959,20,46.0,46.0,4.8,0.987,29,20,50.5,34,39,40.814,467.68,44.017
7.101,14,46.0,44.0,6.0,0.991,22,14,39.5,27,31,32.234,377.55,34.733
7.431,14,48.2,42.9,5.4,0.988,24,14,41.5,29,33,35.288,405.61,38.256
7.822,20,43.9,47.4,5.3,0.99,27,20,48.5,32,37,37.761,439.62,40.495
7.301,20,42.0,48.0,6.0,0.993,24,20,44.5,29,33,33.707,399.55,35.972
6.854,15,43.8,43.8,2.1,1.009,21,17,38.0,27,29,31.616,406.33,33.46
6.538,25,43.1,50.0,1.7,0.995,29,28,51.5,33,37,38.487,435.55,40.506
6.495,15,43.2,45.5,0.0,1.005,20,17,36.0,25,27,29.427,374.91,31.483
5.886,15,40.9,45.5,0.0,1.012,20,17,37.0,26,28,30.255,409.35,32.341
5.796,19,38.6,50.0,0.0,1.008,22,22,41.5,27,30,30.9,396.91,32.722
6.602,15,40.9,45.5,0.0,1.012,20,17,37.0,26,28,30.255,409.35,32.341
6.921,19,38.6,50.0,0.0,1.008,22,22,41.5,27,30,30.9,396.91,32.722
6.125,15,40.9,45.5,0.0,1.012,20,17,37.0,26,28,30.255,409.35,32.341
6.143,19,38.6,50.0,0.0,1.008,22,22,41.5,27,30,30.9,396.91,32.722
5.523,15,43.2,45.5,0.0,1.011,20,17,36.0,25,27,28.955,358.84,30.29
5.602,19,38.6,50.0,0.0,1.013,22,22,41.5,27,30,30.428,380.84,31.529
5.921,15,42.9,45.2,2.4,1.009,19,17,35.0,24,26,27.735,343.83,29.08
6.387,15,44.4,44.4,2.2,1.005,20,17,36.0,25,27,29.261,357.86,30.841
6.328,19,42.2,48.9,2.2,1.001,22,22,40.5,26,29,29.907,345.42,31.222
5.721,15,45.2,45.2,2.4,1.001,19,17,34.0,23,25,26.907,309.39,28.222
5.77,15,38.1,45.2,2.4,1.037,19,17,37.0,26,28,28.057,363.36,28.034
4.796,15,45.2,45.2,2.4,1.001,19,17,34.0,23,25,26.907,309.39,28.222
5.009,15,41.0,46.2,2.6,1.012,18,17,34.0,23,25,26.208,329.8,27.318
5.004,15,38.1,45.2,2.4,1.037,19,17,37.0,26,28,28.057,363.36,28.034
6.42,15,42.9,45.2,2.4,1.009,19,17,35.0,24,26,27.735,343.83,29.08
5.959,15,44.4,44.4,2.2,1.005,20,17,36.0,25,27,29.261,357.86,30.841
6.523,15,44.4,44.4,2.2,1.005,20,17,36.0,25,27,29.261,357.86,30.841
5.114,21,42.9,49.0,2.0,0.998,24,23,43.0,28,31,32.434,371.46,33.983
5.119,21,42.9,49.0,2.0,0.998,24,23,43.0,28,31,32.434,371.46,33.983
5.284,21,42.0,48.0,2.0,1.005,24,23,44.0,29,32,33.149,387.46,34.438
5.194,21,42.0,48.0,2.0,1.005,24,23,44.0,29,32,33.149,387.46,34.438
6.481,19,42.2,48.9,2.2,1.001,22,22,40.5,26,29,29.907,345.42,31.222
5.125,19,42.2,48.9,2.2,1.001,22,22,40.5,26,29,29.907,345.42,31.222
6.319,19,40.0,48.9,2.2,1.008,22,22,41.5,27,30,30.735,379.86,32.08
6.523,15,46.9,44.9,2.0,0.996,22,17,38.0,26,29,30.961,349.46,32.745
5.538,15,45.7,45.7,2.2,0.998,21,17,37.0,25,28,29.434,335.43,30.983
4.208,18,40.9,47.7,4.5,1.006,21,22,40.5,26,29,29.402,346.41,30.466
4.854,17,41.9,46.5,4.7,1.006,20,21,39.0,25,28,28.402,334.4,29.466
6.092,15,40.5,45.2,2.4,1.016,19,17,36.0,25,27,28.562,378.27,29.938
6.796,15,42.2,44.4,2.2,1.013,20,17,37.0,26,28,30.089,392.3,31.699
6.155,19,40.0,48.9,2.2,1.008,22,22,41.5,27,30,30.735,379.86,32.08
6.721,15,40.5,45.2,2.4,1.016,19,17,36.0,25,27,28.562,378.27,29.938
7.26,15,42.2,44.4,2.2,1.013,20,17,37.0,26,28,30.089,392.3,31.699
7.125,19,40.0,48.9,2.2,1.008,22,22,41.5,27,30,30.735,379.86,32.08
4.28,13,25.0,62.5,8.3,1.012,15,15,31.5,18,20,18.811,230.23,18.989
5.199,15,34.5,55.2,6.9,1.002,16,18,31.5,19,21,20.865,246.28,21.512
5.087,11,30.4,52.2,8.7,1.022,12,13,25.0,16,17,17.166,230.66,17.608
4.9,17,36.4,54.5,6.1,0.998,18,19,34.0,21,23,23.392,272.32,24.273
4.085,11,33.3,50.0,8.3,1.011,12,13,25.0,16,17,17.525,228.29,18.398
4.2,11,37.0,48.1,7.4,1.005,13,13,26.0,17,18,19.052,242.32,20.159
6.051,11,42.4,45.5,6.1,0.997,15,13,28.0,19,20,22.106,270.38,23.682
5.149,11,46.2,43.6,5.1,0.992,17,13,30.0,21,22,25.159,298.44,27.205
5.316,11,29.2,50.0,8.3,1.02,12,13,26.0,17,18,18.55,307.18,19.75
5.275,11,34.6,46.2,11.5,1.014,12,13,26.0,17,18,18.547,243.31,19.404
4.816,17,43.5,47.8,4.3,0.99,22,16,39.0,26,28,30.686,360.51,32.966
6.315,12,48.9,40.0,4.4,0.995,18,13,31.0,23,24,27.928,330.49,30.182
6.634,12,50.0,39.6,4.2,0.993,19,13,32.0,24,25,29.454,344.52,31.944
7.269,18,44.9,44.9,4.1,0.995,22,19,39.0,27,29,31.928,378.53,34.182
6.719,18,47.3,43.6,3.6,0.992,24,19,41.0,29,31,34.981,406.59,37.705
7.18,15,44.9,44.9,2.0,1.003,22,17,39.0,27,30,31.788,383.9,33.603
6.745,15,45.8,43.8,2.1,1.003,21,17,37.0,26,28,30.788,371.89,32.603
6.585,19,43.8,47.9,2.1,0.998,23,22,41.5,27,30,31.434,359.45,32.983
4.284,9,33.3,47.6,0.0,1.04,10,11,21.0,14,15,15.079,210.62,15.267
4.638,9,33.3,47.6,0.0,1.04,10,11,21.0,14,15,15.079,210.62,15.267
4.046,9,22.2,50.0,0.0,1.066,9,11,21.0,14,15,14.578,275.48,14.858
4.092,9,36.4,45.5,4.5,1.024,10,11,21.0,14,15,15.583,254.09,16.313
4.222,7,46.4,39.3,0.0,1.018,11,7,19.0,15,15,17.66,228.69,18.551
4.066,12,39.3,46.4,10.7,0.997,13,16,27.0,17,19,19.359,241.34,20.71
4.903,19,40.0,52.5,0.0,0.995,21,22,38.5,24,27,27.831,332.44,29.648
5.018,19,41.9,51.2,0.0,0.993,22,22,39.5,25,28,29.358,346.47,31.409
6.432,19,40.9,50.0,0.0,1.0,22,22,40.5,26,29,30.073,362.47,31.864
5.022,19,40.0,52.5,0.0,1.001,21,22,38.5,24,27,27.359,316.37,28.455
4.836,19,41.9,51.2,0.0,0.998,22,22,39.5,25,28,28.886,330.4,30.216
6.0,19,40.9,50.0,0.0,1.006,22,22,40.5,26,29,29.6,346.4,30.671
4.456,15,43.6,46.2,2.6,1.004,18,17,33.0,22,24,25.38,295.36,26.46
4.824,15,45.2,45.2,2.4,1.001,19,17,34.0,23,25,26.907,309.39,28.222
5.056,15,38.1,45.2,2.4,1.037,19,17,37.0,26,28,28.057,363.36,28.034
4.398,9,33.3,47.6,0.0,1.028,10,11,21.0,14,15,15.551,226.69,16.46
5.699,35,44.7,39.8,6.5,1.007,49,42,98.5,68,74,79.207,999.78,84.302
5.699,35,45.2,39.7,6.3,1.006,50,42,99.5,69,75,80.734,1013.81,86.063
4.87,1,40.0,30.0,20.0,1.041,3,2,8.0,6,5,6.284,84.09,6.227
5.973,11,40.0,48.0,8.0,1.003,12,10,23.0,15,15,16.865,198.24,17.512
5.081,1,46.2,30.8,15.4,1.023,4,2,9.0,7,6,7.811,98.12,7.989
5.179,1,50.0,31.3,12.5,1.011,5,2,10.0,8,7,9.338,112.15,9.75
5.37,1,52.6,31.6,10.5,1.003,6,2,11.0,9,8,10.865,126.18,11.511
5.801,7,43.5,43.5,8.7,1.003,10,8,19.0,13,13,14.865,174.22,15.511
6.798,17,42.1,50.0,5.3,0.993,19,16,34.0,22,23,25.445,288.37,26.796
5.372,19,25.7,60.0,5.7,1.02,21,21,43.5,26,29,27.407,356.77,27.824
5.309,19,30.8,56.4,5.1,1.015,22,21,44.5,27,30,28.821,352.36,29.182
5.431,19,36.4,54.5,4.5,1.001,24,21,45.5,28,31,31.16,364.42,32.25
5.84,19,40.0,52.0,4.0,0.996,26,21,47.5,30,33,34.214,392.48,35.773
5.165,13,32.1,46.4,10.7,1.034,13,18,31.0,19,21,19.789,255.25,19.665
4.727,15,31.3,46.9,0.0,1.053,15,14,32.0,22,24,22.638,302.25,21.989
5.454,13,33.3,43.3,13.3,1.026,13,17,30.5,20,22,21.283,286.34,21.864
4.755,7,34.8,39.1,8.7,1.04,9,11,22.0,15,16,15.955,224.26,16.307
5.546,10,41.9,41.9,6.5,1.013,13,12,25.5,18,19,20.658,309.18,21.841
4.615,15,42.9,40.5,14.3,1.006,17,18,35.0,24,26,27.004,322.41,28.057
4.268,17,30.3,51.5,6.1,1.032,17,22,37.5,23,26,24.009,306.29,23.875
4.268,22,38.2,45.5,5.5,1.018,25,22,50.5,34,37,37.566,475.56,38.79
4.268,11,40.5,40.5,2.7,1.02,15,10,30.5,22,23,24.942,337.45,26.449
7.432,27,32.7,51.9,1.9,1.023,27,30,55.0,35,39,37.712,483.52,38.472
6.469,20,40.8,46.9,0.0,1.016,23,20,42.0,29,31,32.557,392.43,33.341
5.921,30,35.7,53.6,0.0,1.014,30,31,56.5,36,40,39.557,476.5,40.341
5.337,13,44.4,44.4,0.0,1.011,16,13,28.0,20,21,23.074,272.32,23.909
6.42,19,42.6,46.8,0.0,1.01,22,19,39.0,27,29,30.842,364.42,31.887
5.525,15,31.3,46.9,0.0,1.053,15,14,32.0,22,24,22.638,302.25,21.989
5.722,12,24.0,48.0,0.0,1.058,12,12,26.0,19,20,20.561,356.05,21.795
6.398,16,33.3,53.3,6.7,1.013,16,21,33.5,20,23,21.58,262.28,21.966
5.693,16,38.1,42.9,0.0,1.04,18,15,36.0,26,27,27.933,360.34,27.727
4.217,11,38.9,41.7,2.8,1.018,15,10,30.0,22,23,25.253,400.34,27.347
4.268,14,39.3,50.0,3.6,1.006,14,14,26.0,17,18,19.085,225.26,19.722
5.644,14,30.8,53.8,0.0,1.032,14,14,28.0,18,20,18.966,240.22,18.864
6.824,25,44.0,40.5,3.6,1.013,34,29,68.0,47,51,54.112,679.88,56.892
4.35,31,44.6,41.6,5.9,1.004,42,35,81.0,56,61,65.44,813.52,69.688
4.686,18,37.2,44.2,4.7,1.014,19,18,41.0,27,29,30.436,416.58,32.648
6.398,15,44.4,44.4,0.0,1.011,20,14,35.0,25,27,28.842,340.4,29.887
3.49,12,30.0,60.0,0.0,1.015,12,13,23.5,14,16,15.01,182.18,15.193
5.601,20,44.7,42.1,0.0,1.017,32,22,58.0,42,47,48.104,578.66,49.489
5.817,16,30.8,46.2,5.1,1.03,18,19,41.5,27,30,29.097,416.53,30.58
6.151,17,44.2,46.5,7.0,0.993,20,18,37.5,24,27,27.993,317.42,29.563
7.603,34,49.9,29.5,10.3,1.021,100,36,203.5,170,170,196.535,2438.11,203.314
5.808,28,28.2,43.6,0.0,1.076,34,28,79.0,56,63,55.52,782.56,52.374
5.859,16,33.3,45.2,4.8,1.025,19,19,42.5,28,31,30.624,430.56,32.341
6.355,1,52.2,43.5,0.0,0.984,20,5,30.0,22,21,27.751,296.44,30.046
5.826,22,36.7,46.7,0.0,1.033,28,24,56.0,38,43,40.943,518.5,40.92
5.439,14,39.0,41.5,0.0,1.041,17,14,34.0,25,26,26.933,348.33,26.727
5.382,13,40.0,42.9,0.0,1.033,15,13,29.0,21,22,22.976,290.29,23.057
5.404,13,40.0,45.7,0.0,1.023,16,13,30.0,21,23,23.262,286.3,23.602
5.814,15,33.3,50.0,0.0,1.035,15,14,30.0,20,22,21.208,270.25,21.08
4.829,12,22.2,48.1,0.0,1.07,13,12,28.0,21,22,22.555,406.89,23.625
5.24,17,44.4,42.6,0.0,1.017,23,15,41.0,30,32,34.325,412.47,35.318
5.577,22,44.1,44.1,0.0,1.013,30,24,54.0,38,41,43.62,518.6,45.057
5.565,30,31.0,51.7,0.0,1.038,30,28,61.0,40,45,41.889,538.48,41.398
4.873,16,41.0,46.2,5.1,1.003,18,15,34.5,23,25,26.347,324.43,27.898
6.517,34,43.5,45.7,2.2,1.007,42,36,76.0,52,57,59.77,700.84,62.114
6.638,34,39.5,46.5,2.3,1.017,40,36,76.0,52,57,58.372,741.66,60.307
6.108,22,47.8,41.3,2.2,1.004,38,24,66.0,48,53,56.824,656.84,59.637
6.456,34,40.9,47.7,2.3,1.01,42,36,78.0,52,59,58.717,696.8,60.591
6.229,34,44.9,44.9,2.0,1.004,44,36,78.0,54,59,62.824,728.9,65.637
4.268,21,31.0,50.0,4.8,1.035,21,21,44.5,29,32,30.605,408.81,30.71
5.585,20,46.9,43.8,0.0,1.003,28,22,48.0,34,37,40.191,462.58,42.148
6.523,34,41.9,46.5,2.3,1.01,40,36,74.0,50,55,56.717,672.78,58.591
6.081,32,43.6,48.7,0.0,1.0,38,34,66.0,44,49,51.244,586.72,53.671
5.495,34,39.5,46.5,2.3,1.017,40,36,76.0,52,57,58.372,741.66,60.307
5.959,34,44.9,44.9,2.0,1.004,44,36,78.0,54,59,62.824,728.9,65.637
5.79,14,30.8,53.8,0.0,1.032,14,14,28.0,18,20,18.966,240.22,18.864
4.931,15,40.0,48.6,0.0,1.014,17,14,31.0,21,23,23.547,282.31,24.148
6.398,21,36.0,48.0,4.0,1.025,24,24,49.0,32,36,34.546,430.44,34.83
5.283,8,40.5,35.1,13.5,1.02,13,12,31.0,22,24,24.545,337.47,26.04
5.597,8,40.0,40.0,8.0,1.019,10,11,22.0,15,16,16.767,222.29,17.614
5.229,18,35.6,44.4,8.9,1.019,20,22,45.5,29,32,31.765,424.54,33.25
7.237,14,35.1,51.4,8.1,1.003,19,15,38.5,24,28,26.6,331.42,27.926
5.049,22,38.6,45.6,3.5,1.015,26,22,51.0,35,38,39.259,506.64,41.193
5.595,22,34.1,50.0,6.8,1.021,22,25,46.0,29,32,31.084,385.4,31.404
5.475,20,40.8,46.9,6.1,1.005,23,23,43.5,29,32,33.063,405.91,34.637
5.037,12,51.3,43.6,5.1,0.978,17,12,27.0,19,21,23.784,252.39,25.864
5.161,22,38.6,45.6,3.5,1.015,26,22,51.0,35,38,39.259,506.64,41.193
5.448,22,40.4,45.6,8.8,1.008,26,19,51.5,34,38,37.993,453.54,39.245
5.186,18,36.5,44.2,5.8,1.022,23,22,50.5,33,36,36.227,481.59,37.676
4.268,14,21.4,50.0,0.0,1.081,14,14,33.0,22,25,21.299,302.2,19.92
5.787,30,31.0,51.7,0.0,1.038,30,28,61.0,40,45,41.889,538.48,41.398
4.268,11,33.3,45.8,0.0,1.049,11,9,23.0,16,17,16.681,220.19,16.318
5.716,10,25.0,41.7,8.3,1.06,10,11,27.5,18,19,18.33,282.32,18.648
5.423,12,49.0,40.8,6.1,0.988,20,12,34.0,25,28,30.874,373.99,33.898
5.362,14,33.3,51.9,3.7,1.023,14,14,28.0,18,20,19.273,239.24,19.415
