pXC50,nC,SCBO,nCL,RBN,nBO,Sp,Si,Se,MW,nCsp3,nF,nBT,nX,nHet,X.,nAT,Mi,nH,nSK,Sv,nCsp,nTB,N.,nBM,nCsp2,C.,RBF,nAB
7.262,20,36.5,0,3,28,30.813,52.07,45.872,336.45,6,1,49,1,5,2.2,46,1.132,21,25,29.21,0,0,8.7,17,14,43.5,0.061,17
5.9,23,42.5,0,4,30,31.495,48.867,44.112,356.42,1,1,47,1,4,2.3,44,1.111,17,27,30.355,0,0,4.5,24,22,52.3,0.085,23
7.056,21,41.5,1,3,32,35.199,58.88,52.214,410.95,7,0,55,1,8,1.9,52,1.132,23,29,33.412,0,0,11.5,18,14,40.4,0.055,17
7.167,21,39.5,1,3,30,33.188,53.883,48.011,380.91,6,0,51,1,6,2.1,48,1.123,21,27,31.369,0,0,8.3,18,15,43.8,0.059,17
6.955,21,40.5,1,4,31,33.642,55.093,49.338,396.91,6,0,52,1,7,2.0,49,1.124,21,28,32.084,0,0,8.2,18,15,42.9,0.077,17
7.149,22,41.5,1,5,32,35.404,58.508,52.222,410.94,7,0,55,1,7,1.9,52,1.125,23,29,33.611,0,0,7.7,18,15,42.3,0.091,17
8.097,25,48.5,0,4,37,37.421,62.243,55.923,448.51,6,2,59,2,8,3.6,55,1.132,22,33,36.55,0,0,7.3,20,19,45.5,0.068,17
8.959,23,47.5,1,4,36,34.756,55.357,50.48,454.89,4,2,53,3,9,6.1,49,1.13,17,32,34.324,0,0,8.2,20,19,46.9,0.075,17
9.097,24,48.5,0,4,37,35.597,59.168,53.552,452.47,5,3,56,3,9,5.8,52,1.138,19,33,35.406,0,0,7.7,20,19,46.2,0.071,17
8.824,21,43.5,0,3,32,31.137,50.998,46.272,394.41,2,2,48,2,8,4.4,45,1.133,16,29,30.969,0,0,8.9,20,19,46.7,0.063,17
7.509,22,41.5,1,4,33,35.955,59.797,52.996,409.96,9,0,57,1,7,1.9,53,1.128,24,29,33.917,0,0,9.4,17,13,41.5,0.07,17
8.77,25,48.5,0,4,37,37.421,62.243,55.923,448.51,6,2,59,2,8,3.6,55,1.132,22,33,36.55,0,0,7.3,20,19,45.5,0.068,17
9.0,24,52.0,0,4,38,35.597,57.706,52.702,461.46,2,2,55,2,10,3.9,51,1.131,17,34,35.706,0,0,9.8,25,22,47.1,0.073,22
9.745,24,46.5,0,4,35,35.722,58.489,52.527,416.49,5,1,56,1,7,1.9,52,1.125,21,31,34.64,0,0,7.7,20,19,46.2,0.071,17
6.745,25,43.0,0,6,33,38.614,65.185,57.338,400.57,8,0,61,0,5,0.0,58,1.124,28,30,36.122,0,0,6.9,19,17,43.1,0.098,18
7.097,23,42.5,1,5,33,37.716,63.212,55.88,423.99,8,0,59,1,7,1.8,56,1.129,26,30,35.444,0,0,8.9,18,15,41.1,0.085,17
5.123,30,57.5,0,8,41,44.648,70.156,63.152,511.66,3,1,67,1,7,1.6,63,1.114,26,37,42.386,0,0,4.8,31,27,47.6,0.119,29
7.092,21,39.0,1,6,29,33.188,53.883,48.011,380.91,4,0,50,1,6,2.1,48,1.123,21,27,31.369,0,0,8.3,19,17,43.8,0.12,18
6.504,21,39.0,1,6,29,33.188,53.883,48.011,380.91,4,0,50,1,6,2.1,48,1.123,21,27,31.369,0,0,8.3,19,17,43.8,0.12,18
6.9,21,40.5,1,5,31,33.642,55.093,49.338,396.91,6,0,52,1,7,2.0,49,1.124,21,28,32.084,0,0,8.2,18,15,42.9,0.096,17
6.688,23,42.5,1,4,34,37.716,63.212,55.88,423.99,10,0,60,1,7,1.8,56,1.129,26,30,35.444,0,0,8.9,17,13,41.1,0.067,17
7.886,22,39.0,0,6,29,34.091,57.355,50.571,360.5,5,0,53,0,5,0.0,51,1.125,24,27,32.068,0,0,7.8,19,17,43.1,0.113,18
7.041,23,40.0,0,6,30,35.853,60.77,53.454,374.53,6,0,56,0,5,0.0,54,1.125,26,28,33.595,0,0,7.4,19,17,42.6,0.107,18
7.092,23,40.0,0,6,30,35.853,60.77,53.454,374.53,6,0,56,0,5,0.0,54,1.125,26,28,33.595,0,0,7.4,19,17,42.6,0.107,18
7.187,23,40.0,0,7,30,35.853,60.77,53.454,374.53,6,0,56,0,5,0.0,54,1.125,26,28,33.595,0,0,7.4,19,17,42.6,0.125,18
6.983,24,42.0,0,7,32,36.853,61.77,54.454,386.54,7,0,58,0,5,0.0,55,1.123,26,29,34.595,0,0,7.3,19,17,43.6,0.121,18
7.319,19,36.5,1,3,28,30.978,50.757,44.902,353.89,6,0,48,1,6,2.2,45,1.128,20,25,29.149,0,0,11.1,17,13,42.2,0.063,17
7.301,26,52.0,0,5,38,38.142,61.279,55.894,455.5,3,0,59,0,8,0.0,55,1.114,21,34,37.379,0,0,5.5,25,23,47.3,0.085,22
6.044,26,51.0,1,9,38,41.625,68.631,61.534,492.02,5,0,64,1,9,1.6,61,1.125,26,35,39.874,0,0,8.2,24,21,42.6,0.141,22
7.086,21,39.5,0,3,30,32.267,54.279,48.2,364.46,6,1,51,1,6,2.1,48,1.131,21,27,30.925,0,0,8.3,18,15,43.8,0.059,17
7.5,20,36.5,1,3,28,31.733,51.674,45.683,352.9,6,0,49,1,5,2.2,46,1.123,21,25,29.654,0,0,8.7,17,14,43.5,0.061,17
7.407,20,36.5,1,3,28,31.733,51.674,45.683,352.9,6,0,49,1,5,2.2,46,1.123,21,25,29.654,0,0,8.7,17,14,43.5,0.061,17
6.735,22,40.5,1,5,32,36.716,62.212,54.88,411.98,9,0,58,1,7,1.8,55,1.131,26,29,34.444,0,0,9.1,17,13,40.0,0.086,17
7.056,22,40.5,1,5,32,36.716,62.212,54.88,411.98,9,0,58,1,7,1.8,55,1.131,26,29,34.444,0,0,9.1,17,13,40.0,0.086,17
6.173,26,46.5,0,6,34,37.784,61.611,54.865,413.53,4,1,58,1,5,1.8,55,1.12,24,31,35.957,0,0,5.5,24,22,47.3,0.103,23
6.23,27,48.0,0,7,35,38.784,62.611,55.865,425.54,3,1,59,1,5,1.8,56,1.118,24,32,36.957,0,0,5.4,25,24,48.2,0.119,24
6.389,22,39.0,0,6,29,33.023,55.196,48.981,363.47,4,1,51,1,5,2.0,49,1.126,22,27,31.43,0,0,6.1,19,18,44.9,0.118,18
5.108,31,55.5,0,7,40,43.546,69.026,61.749,475.6,3,1,66,1,5,1.6,62,1.113,26,36,41.484,0,0,4.8,30,28,50.0,0.106,29
5.914,30,54.5,0,7,39,41.784,65.611,58.865,461.57,2,1,63,1,5,1.7,59,1.112,24,35,39.957,0,0,5.1,30,28,50.8,0.111,29
5.294,23,43.5,0,4,31,32.5,51.366,46.214,371.44,1,1,49,1,5,2.2,46,1.117,18,28,31.377,0,0,6.5,24,22,50.0,0.082,23
6.785,22,42.0,0,6,32,34.239,57.358,51.342,390.48,5,0,54,0,7,0.0,51,1.125,22,29,32.971,0,0,7.8,19,17,43.1,0.111,18
6.714,21,38.0,0,6,28,32.33,53.939,47.687,346.47,4,0,50,0,5,0.0,48,1.124,22,26,30.542,0,0,8.3,19,17,43.8,0.12,18
6.573,21,39.0,1,6,29,33.188,53.883,48.011,380.91,4,0,50,1,6,2.1,48,1.123,21,27,31.369,0,0,8.3,19,17,43.8,0.12,18
7.194,25,45.5,0,6,33,37.091,60.355,53.571,396.53,4,0,57,0,5,0.0,54,1.118,24,30,35.068,0,0,7.4,24,21,46.3,0.105,23
7.77,23,42.0,0,6,32,35.546,59.564,52.898,388.51,6,0,56,0,6,0.0,53,1.124,24,29,33.783,0,0,7.5,19,17,43.4,0.107,18
7.456,20,38.5,1,5,30,33.194,55.382,49.112,383.92,7,0,52,1,7,2.0,49,1.13,22,27,31.391,0,0,10.2,17,13,40.8,0.096,17
6.726,23,44.0,0,6,32,35.978,56.859,50.763,402.56,4,0,54,0,6,0.0,51,1.115,22,29,33.729,0,0,7.8,23,19,45.1,0.111,22
6.462,31,55.5,0,7,40,43.546,69.026,61.749,475.6,3,1,66,1,5,1.6,62,1.113,26,36,41.484,0,0,4.8,30,28,50.0,0.106,29
7.149,23,44.0,0,6,32,34.784,57.149,51.014,386.49,4,0,54,0,6,0.0,51,1.121,22,29,33.256,0,0,7.8,23,19,45.1,0.111,22
7.328,24,46.5,1,5,35,37.745,60.671,53.887,430.98,6,0,58,1,7,1.9,54,1.124,23,31,35.697,0,0,11.1,23,18,44.4,0.086,23
7.187,23,43.5,0,6,32,35.461,55.99,49.949,404.55,3,1,53,1,6,2.0,50,1.12,21,29,33.397,0,0,8.0,23,20,46.0,0.113,23
7.194,22,42.0,0,6,32,33.904,58.374,52.109,414.47,5,3,53,3,8,5.9,51,1.145,21,30,33.218,0,0,7.8,19,17,43.1,0.113,18
7.387,21,38.5,1,5,30,33.949,56.299,49.894,382.93,7,0,53,1,6,2.0,50,1.126,23,27,31.896,0,0,8.0,17,14,42.0,0.094,17
6.339,21,43.5,0,3,32,30.585,49.709,45.498,395.39,2,2,47,2,8,4.5,44,1.13,15,29,30.663,0,0,6.8,20,19,47.7,0.064,17
6.172,27,54.0,0,8,42,46.398,79.145,70.483,536.72,10,0,74,0,11,0.0,70,1.131,32,38,44.023,0,0,8.6,21,17,38.6,0.108,18
5.0,24,44.0,0,8,34,38.313,65.478,57.883,417.56,7,0,61,0,7,0.0,58,1.129,27,31,36.331,0,0,8.6,19,17,41.4,0.131,18
8.398,25,45.0,0,9,35,40.074,68.893,60.767,431.59,8,0,64,0,7,0.0,61,1.129,29,32,37.858,0,0,8.2,19,17,41.0,0.141,18
7.018,25,45.0,0,9,35,39.523,67.604,59.992,432.57,8,0,63,0,7,0.0,60,1.127,28,32,37.552,0,0,6.7,19,17,41.7,0.143,18
5.0,27,48.0,0,7,38,42.836,73.308,64.65,457.63,10,0,69,0,7,0.0,65,1.128,31,34,40.385,0,0,7.7,19,17,41.5,0.101,18
5.538,21,41.5,1,5,30,31.79,46.605,42.403,395.91,1,1,45,2,6,4.8,42,1.11,15,27,30.15,0,0,7.1,23,20,50.0,0.111,23
7.143,25,49.0,0,9,37,41.625,69.733,62.396,480.64,8,0,65,0,9,0.0,62,1.125,28,34,39.453,0,0,6.5,21,17,40.3,0.138,18
7.62,22,39.0,0,6,32,37.074,65.893,57.767,395.56,11,0,61,0,7,0.0,58,1.136,29,29,34.858,0,0,8.6,13,11,37.9,0.098,12
7.268,27,49.5,0,8,38,41.557,70.023,61.952,457.6,8,1,66,1,7,1.6,62,1.129,28,34,39.527,0,0,8.1,23,19,43.5,0.121,23
4.0,18,34.0,0,5,25,27.603,42.163,38.273,371.25,2,0,40,1,5,2.6,38,1.11,15,23,26.185,0,0,5.3,15,16,47.4,0.125,12
4.613,17,33.0,0,4,24,25.841,38.748,35.389,357.22,1,0,37,1,5,2.9,35,1.107,13,22,24.658,0,0,5.7,15,16,48.6,0.108,12
5.0,23,46.5,0,5,37,39.569,69.557,61.305,448.59,9,0,65,0,10,0.0,61,1.14,28,33,37.869,0,0,13.1,18,14,37.7,0.077,17
5.569,17,35.0,0,4,26,25.716,39.428,36.414,393.2,1,2,37,3,7,8.6,35,1.127,11,24,25.425,0,0,5.7,15,16,48.6,0.108,12
5.857,17,35.0,2,4,26,27.557,38.636,36.036,426.1,1,0,37,3,7,8.6,35,1.104,11,24,26.313,0,0,5.7,15,16,48.6,0.108,12
4.91,17,36.0,2,4,27,28.046,40.265,37.324,443.11,1,1,38,4,8,11.1,36,1.118,11,25,27.003,0,0,8.3,15,16,47.2,0.105,12
5.684,17,37.0,2,4,28,27.432,39.316,37.062,462.08,1,2,37,5,9,14.3,35,1.123,9,26,27.08,0,0,5.7,15,16,48.6,0.108,12
6.167,19,34.0,0,5,25,28.358,43.08,39.054,370.26,2,0,41,1,4,2.6,39,1.105,16,23,26.691,0,0,2.6,15,17,48.7,0.122,12
4.539,22,45.0,0,4,36,38.017,67.268,59.531,437.56,10,0,63,0,10,0.0,59,1.14,27,32,36.562,0,0,11.9,17,12,37.3,0.063,16
4.301,25,48.0,0,5,39,43.302,77.514,68.181,479.65,13,0,72,0,10,0.0,68,1.14,33,35,41.143,0,0,10.3,17,12,36.8,0.069,16
5.243,17,35.0,2,4,26,28.108,39.925,36.811,425.12,1,0,38,3,7,8.3,36,1.109,12,24,26.62,0,0,8.3,15,16,47.2,0.105,12
5.503,18,36.0,2,5,27,29.318,42.051,38.92,440.13,2,0,40,3,7,7.9,38,1.107,13,25,27.84,0,0,5.3,15,16,47.4,0.125,12
5.419,18,36.0,2,5,27,29.87,43.34,39.694,439.15,2,0,41,3,7,7.7,39,1.111,14,25,28.147,0,0,7.7,15,16,46.2,0.122,12
5.879,17,36.0,2,4,27,27.494,38.976,36.549,444.09,1,1,37,4,8,11.4,35,1.114,10,25,26.697,0,0,5.7,15,16,48.6,0.108,12
6.796,17,37.0,2,4,28,27.432,39.316,37.062,462.08,1,2,37,5,9,14.3,35,1.123,9,26,27.08,0,0,5.7,15,16,48.6,0.108,12
6.268,17,38.0,2,4,29,27.369,39.655,37.574,480.07,1,3,37,6,10,17.1,35,1.133,8,27,27.463,0,0,5.7,15,16,48.6,0.108,12
6.328,17,38.0,2,4,29,27.369,39.655,37.574,480.07,1,3,37,6,10,17.1,35,1.133,8,27,27.463,0,0,5.7,15,16,48.6,0.108,12
7.824,20,41.0,0,5,31,31.699,50.966,46.611,464.29,3,2,47,3,9,6.7,45,1.133,16,29,31.215,0,0,6.7,16,17,44.4,0.106,12
5.996,17,37.0,3,4,28,28.352,38.92,36.873,478.53,1,1,37,5,9,14.3,35,1.112,9,26,27.524,0,0,5.7,15,16,48.6,0.108,12
6.602,16,37.0,2,4,28,26.676,38.399,36.28,463.07,1,2,36,5,10,14.7,34,1.129,8,26,26.575,0,0,8.8,15,15,47.1,0.111,12
6.229,17,37.0,0,4,28,25.591,40.107,37.44,429.18,1,4,37,5,9,14.3,35,1.146,9,26,26.192,0,0,5.7,15,16,48.6,0.108,12
7.0,20,41.0,0,6,31,31.148,49.677,45.836,465.27,3,2,46,3,9,6.8,44,1.129,15,29,30.908,0,0,4.5,16,17,45.5,0.13,12
6.588,21,41.5,0,5,30,30.87,47.001,42.592,379.46,1,2,45,2,6,4.8,42,1.119,15,27,29.706,0,0,7.1,23,20,50.0,0.111,23
6.312,21,42.0,2,3,31,32.523,48.997,44.567,411.31,2,0,47,2,7,4.5,44,1.114,16,28,31.143,0,0,9.1,20,19,47.7,0.064,18
6.42,23,43.5,0,6,32,35.461,55.99,49.949,404.55,3,1,53,1,6,2.0,50,1.12,21,29,33.397,0,0,8.0,23,20,46.0,0.113,23
6.253,15,31.5,0,3,23,23.347,36.17,32.825,303.36,1,2,34,2,6,6.3,32,1.13,11,21,22.652,0,0,9.4,17,14,46.9,0.088,17
5.398,22,44.5,0,6,32,34.796,52.206,47.367,423.57,2,1,50,1,7,2.1,47,1.111,18,29,32.751,0,0,6.4,24,20,46.8,0.12,23
5.983,15,31.5,1,3,23,24.267,35.775,32.636,319.81,1,1,34,2,6,6.3,32,1.118,11,21,23.096,0,0,9.4,17,14,46.9,0.088,17
6.201,15,30.5,0,3,22,23.409,35.831,32.313,285.37,1,1,34,1,5,3.1,32,1.12,12,20,22.269,0,0,9.4,17,14,46.9,0.088,17
6.398,19,40.0,2,3,29,29.642,40.588,37.775,400.3,0,0,40,2,7,5.4,37,1.097,11,26,28.255,0,0,8.1,17,19,51.4,0.075,12
6.055,19,42.0,4,3,31,31.358,40.476,38.422,469.18,0,0,40,4,9,10.8,37,1.094,9,28,29.91,0,0,8.1,17,19,51.4,0.075,12
6.246,20,41.0,2,3,30,31.404,44.004,40.658,414.33,1,0,43,2,7,5.0,40,1.1,13,27,29.782,0,0,7.5,17,19,50.0,0.07,12
6.456,19,41.0,3,3,30,30.5,40.532,38.098,434.74,0,0,40,3,8,8.1,37,1.095,10,27,29.083,0,0,8.1,17,19,51.4,0.075,12
6.347,19,41.0,2,3,30,29.58,40.928,38.287,418.29,0,1,40,3,8,8.1,37,1.106,10,27,28.638,0,0,8.1,17,19,51.4,0.075,12
5.0,18,34.0,0,4,25,26.801,43.611,38.818,291.38,4,0,42,0,4,0.0,39,1.118,17,22,25.467,0,0,7.7,17,14,46.2,0.095,16
6.745,20,42.0,3,3,31,32.261,43.948,40.982,448.77,1,0,43,3,8,7.5,40,1.099,12,28,30.609,0,0,7.5,17,19,50.0,0.07,12
7.205,19,39.0,0,3,28,27.983,45.034,40.549,334.38,1,1,43,1,6,2.5,40,1.126,15,25,27.345,0,0,10.0,22,18,47.5,0.07,22
4.739,32,51.0,0,10,43,54.472,95.972,84.247,567.87,18,0,88,0,8,0.0,85,1.129,45,40,50.173,0,0,3.5,14,14,37.6,0.114,12
4.301,28,53.0,0,5,41,45.296,78.016,69.08,500.66,9,0,73,0,9,0.0,69,1.131,32,37,43.121,0,0,8.7,23,19,40.6,0.068,22
5.4,25,48.0,1,4,39,40.841,69.935,62.076,503.02,9,3,65,4,10,6.6,61,1.146,26,35,39.427,0,0,9.8,18,16,41.0,0.062,18
6.268,26,51.0,0,5,36,37.574,59.023,52.905,419.52,2,0,57,0,6,0.0,53,1.114,21,32,36.036,0,0,9.4,29,24,49.1,0.088,28
5.0,24,43.5,0,6,33,37.307,62.979,55.781,402.54,6,0,59,0,6,0.0,56,1.125,26,30,35.31,0,0,7.1,19,18,42.9,0.102,17
5.5,20,38.5,0,5,28,28.887,47.416,42.952,354.38,2,2,44,2,6,4.8,42,1.129,16,26,28.453,0,0,4.8,19,18,47.6,0.114,17
6.5,21,38.5,0,6,28,31.228,51.362,46.138,348.43,3,0,48,0,5,0.0,46,1.117,20,26,29.928,0,0,4.3,19,18,45.7,0.125,17
5.7,17,32.5,2,4,25,27.727,43.625,39.574,351.25,5,0,41,2,6,5.1,39,1.119,16,23,26.342,0,0,5.1,13,12,43.6,0.098,11
4.6,20,41.5,0,5,31,29.216,49.305,45.305,406.36,2,4,45,4,9,9.3,43,1.147,14,29,29.935,0,0,4.7,19,18,46.5,0.111,17
4.7,21,42.5,0,5,30,31.352,47.451,43.447,376.46,1,0,46,0,6,0.0,43,1.104,16,27,30.062,0,0,4.7,23,20,48.8,0.109,21
5.8,18,37.5,0,4,27,25.301,40.926,37.698,344.31,0,3,38,3,7,8.3,36,1.137,11,25,25.783,0,0,5.6,19,18,50.0,0.105,17
5.9,19,38.5,0,5,28,27.58,45.211,41.396,356.35,1,2,42,2,7,5.0,40,1.13,14,26,27.641,0,0,5.0,19,18,47.5,0.119,17
6.4,18,35.0,0,5,25,26.705,43.531,39.371,308.36,2,0,41,0,5,0.0,39,1.116,16,23,25.875,0,0,5.1,18,16,46.2,0.122,16
6.1,17,36.0,2,5,26,27.852,39.715,36.884,379.28,1,0,38,2,7,5.6,36,1.103,12,24,26.475,0,0,5.6,18,16,47.2,0.132,16
4.6,18,36.0,0,6,26,28.352,44.451,40.447,340.43,2,0,42,0,6,0.0,40,1.111,16,24,27.062,0,0,5.0,18,16,45.0,0.143,16
6.75,18,31.5,0,5,24,28.472,49.907,44.207,316.41,6,1,45,1,5,2.3,44,1.134,21,23,27.124,0,0,4.5,13,12,40.9,0.111,11
6.1,19,37.5,0,5,27,27.642,44.871,40.883,338.36,1,1,42,1,6,2.5,40,1.122,15,25,27.258,0,0,5.0,19,18,47.5,0.119,17
6.33,14,29.0,0,2,21,20.455,32.705,29.68,255.27,0,1,31,1,5,3.4,29,1.128,10,19,20.27,0,0,10.3,14,14,48.3,0.065,12
5.4,20,39.5,0,5,29,28.824,47.756,43.465,372.37,2,3,44,3,7,7.1,42,1.137,15,27,28.837,0,0,4.8,19,18,47.6,0.114,17
5.8,19,38.5,0,5,28,27.063,44.341,40.582,358.34,1,3,41,3,7,7.7,39,1.137,13,26,27.31,0,0,5.1,19,18,48.7,0.122,17
5.7,24,44.5,0,6,34,37.245,63.319,56.294,420.53,6,1,59,1,7,1.8,56,1.131,25,31,35.693,0,0,7.1,19,18,42.9,0.102,17
5.9,17,32.5,0,5,25,27.103,48.041,43.163,336.37,5,2,43,2,7,4.8,42,1.144,18,24,26.695,0,0,4.8,13,12,40.5,0.116,11
7.638,20,38.0,0,4,30,31.722,54.489,48.527,368.45,6,1,51,1,7,2.1,48,1.135,21,27,30.64,0,0,8.3,14,14,41.7,0.078,12
6.444,19,41.0,2,3,30,30.097,41.798,39.102,416.3,0,0,41,2,8,5.3,38,1.1,11,27,28.97,0,0,7.9,17,19,50.0,0.073,12
7.31,19,35.0,0,5,27,30.267,52.279,46.2,340.44,5,1,48,1,6,2.2,46,1.137,21,25,28.925,0,0,8.7,14,14,41.3,0.104,12
6.489,22,42.0,0,5,31,32.506,52.864,47.316,374.45,2,1,50,1,6,2.1,47,1.125,19,28,31.398,0,0,8.5,20,20,46.8,0.1,18
5.886,24,47.5,1,8,37,39.563,66.971,60.047,485.99,7,1,62,2,10,3.4,59,1.135,25,34,38.257,0,0,8.5,19,17,40.7,0.129,17
4.4,15,29.5,0,3,21,22.279,35.78,32.051,251.31,1,0,34,0,4,0.0,32,1.118,13,19,21.413,0,0,9.4,17,14,46.9,0.088,17
6.092,17,38.5,0,3,28,27.716,45.759,41.76,381.41,2,3,42,3,9,7.5,40,1.144,14,26,27.518,0,0,7.5,19,15,42.5,0.071,17
4.699,19,33.5,0,2,25,28.108,45.817,40.374,289.41,5,0,44,0,3,0.0,41,1.117,19,22,26.279,0,0,7.3,17,14,46.3,0.045,17
4.509,15,29.5,0,2,21,22.279,35.78,32.051,251.31,1,0,34,0,4,0.0,32,1.118,13,19,21.413,0,0,9.4,17,14,46.9,0.059,17
8.3,19,42.0,2,3,31,29.517,41.268,38.8,436.28,0,2,40,4,9,10.8,37,1.115,9,28,29.022,0,0,8.1,17,19,51.4,0.075,12
5.796,22,42.0,0,4,31,33.762,52.235,46.552,372.53,5,0,51,0,5,0.0,47,1.111,20,27,31.487,0,0,8.5,22,17,46.8,0.078,22
6.167,21,40.0,0,2,29,30.353,47.9,42.592,326.43,4,0,47,0,4,0.0,43,1.114,18,25,28.773,0,0,9.3,22,17,48.8,0.043,22
5.337,19,34.5,0,3,26,28.563,47.026,41.702,305.41,5,0,45,0,4,0.0,42,1.12,19,23,26.993,0,0,7.1,17,14,45.2,0.067,17
4.824,23,42.0,0,3,31,33.875,54.73,48.36,354.49,6,0,53,0,4,0.0,49,1.117,22,27,31.827,0,0,8.2,22,17,46.9,0.057,22
7.229,23,43.0,0,4,32,34.33,55.939,49.687,370.49,6,0,54,0,5,0.0,50,1.119,22,28,32.542,0,0,8.0,22,17,46.0,0.074,22
4.699,18,34.5,0,2,26,26.222,43.081,38.516,311.36,4,2,41,2,5,5.3,38,1.134,15,23,25.518,0,0,7.9,17,14,47.4,0.049,17
4.699,17,32.5,0,2,24,24.523,39.326,35.12,279.34,3,1,38,1,4,2.9,35,1.124,14,21,23.608,0,0,8.6,17,14,48.6,0.053,17
7.155,29,50.5,1,9,40,46.324,78.631,70.301,525.09,11,0,73,1,8,1.4,70,1.123,33,37,43.873,0,0,2.9,19,18,41.4,0.123,17
7.325,30,56.5,0,11,44,50.79,87.939,78.694,583.77,12,0,81,0,11,0.0,78,1.127,37,41,48.21,0,0,3.8,21,18,38.5,0.136,17
6.854,33,57.5,0,11,46,52.449,91.225,81.174,573.75,14,0,85,0,9,0.0,81,1.126,39,42,49.835,0,0,3.7,20,19,40.7,0.129,17
6.699,30,57.5,0,11,45,51.796,90.437,80.796,598.79,12,0,83,0,12,0.0,80,1.13,38,42,49.232,0,0,5.0,21,18,37.5,0.133,17
6.409,30,55.5,0,11,44,51.551,90.354,80.578,585.79,13,0,83,0,11,0.0,80,1.129,39,41,48.737,0,0,3.8,20,17,37.5,0.133,17
6.721,30,54.5,0,11,43,51.097,89.145,79.25,569.79,13,0,82,0,10,0.0,79,1.128,39,40,48.022,0,0,3.8,20,17,38.0,0.134,17
7.143,28,57.5,0,9,42,46.085,76.441,68.825,547.69,6,0,71,0,11,0.0,68,1.124,29,39,44.19,0,0,7.4,27,22,41.2,0.127,23
7.602,29,57.5,0,9,42,46.841,77.358,69.607,546.7,6,0,72,0,10,0.0,69,1.121,30,39,44.695,0,0,5.8,27,23,42.0,0.125,23
7.292,29,54.5,0,7,39,42.762,69.189,62.109,478.59,5,0,65,0,7,0.0,62,1.116,26,36,41.025,1,1,6.5,26,23,46.8,0.108,23
7.678,29,59.5,0,10,44,48.853,82.354,73.811,576.74,7,0,76,0,12,0.0,73,1.128,32,41,46.738,0,0,8.2,27,22,39.7,0.132,23
7.653,32,64.5,0,10,49,53.279,90.105,81.131,633.79,10,0,84,0,13,0.0,80,1.126,35,45,51.2,0,0,6.3,27,22,40.0,0.119,23
7.108,29,53.5,0,6,38,41.756,66.69,60.007,463.57,5,0,63,0,6,0.0,60,1.112,25,35,40.003,1,1,5.0,26,23,48.3,0.095,23
7.222,29,53.5,0,6,38,41.756,66.69,60.007,463.57,5,0,63,0,6,0.0,60,1.112,25,35,40.003,1,1,5.0,26,23,48.3,0.095,23
6.721,29,54.5,0,6,39,41.693,67.03,60.52,481.56,5,1,63,1,7,1.7,60,1.117,24,36,40.387,1,1,5.0,26,23,48.3,0.095,23
7.658,30,54.5,0,6,39,43.517,70.106,62.891,477.6,6,0,66,0,6,0.0,63,1.113,27,36,41.53,1,1,4.8,26,23,47.6,0.091,23
4.699,18,33.5,0,3,25,26.801,43.611,38.818,291.38,4,0,42,0,4,0.0,39,1.118,17,22,25.467,0,0,7.7,17,14,46.2,0.071,17
4.777,21,38.5,0,5,29,34.097,58.853,51.672,363.51,5,0,54,0,6,0.0,52,1.132,25,27,32.09,0,0,9.6,18,16,40.4,0.093,17
5.638,23,43.5,0,7,33,38.319,66.976,58.985,420.57,6,0,61,0,8,0.0,59,1.135,28,31,36.353,0,0,10.2,19,17,39.0,0.115,17
6.648,25,48.5,0,9,37,41.989,73.81,65.523,478.61,7,0,67,0,10,0.0,65,1.136,30,35,40.309,0,0,9.2,20,18,38.5,0.134,17
6.479,24,46.5,0,8,35,39.773,69.185,61.312,448.58,6,0,63,0,9,0.0,61,1.134,28,33,38.068,0,0,9.8,20,18,39.3,0.127,17
7.469,25,47.5,0,8,36,41.534,72.6,64.196,462.61,7,0,66,0,9,0.0,64,1.134,30,34,39.594,0,0,9.4,20,18,39.1,0.121,17
6.564,30,56.5,0,9,42,47.296,80.016,71.08,524.68,6,0,74,0,9,0.0,71,1.127,32,39,45.121,0,0,8.5,26,24,42.3,0.122,23
6.688,29,56.5,0,9,42,46.54,79.099,70.298,525.67,6,0,73,0,10,0.0,70,1.13,31,39,44.616,0,0,10.0,26,23,41.4,0.123,23
7.469,23,40.5,0,3,31,33.569,54.987,48.654,359.48,6,1,53,1,4,2.0,49,1.122,22,27,31.716,0,0,6.1,18,17,46.9,0.057,17
6.614,28,56.0,0,9,42,45.995,79.308,70.625,529.66,7,0,73,0,11,0.0,70,1.133,31,39,44.331,0,0,10.0,25,21,40.0,0.123,22
7.401,28,55.0,0,9,41,44.989,76.81,68.523,514.64,6,0,71,0,10,0.0,68,1.13,30,38,43.309,0,0,8.8,25,22,41.2,0.127,22
6.547,26,48.5,0,8,37,43.296,76.016,67.08,476.64,8,0,69,0,9,0.0,67,1.135,32,35,41.121,0,0,9.0,20,18,38.8,0.116,17
5.342,29,52.5,0,8,41,47.819,83.846,73.847,516.71,11,0,77,0,9,0.0,74,1.133,36,38,45.175,0,0,8.1,20,18,39.2,0.104,17
6.578,24,49.5,0,9,37,42.637,73.73,65.6,498.67,7,0,67,0,11,0.0,65,1.134,30,35,40.496,0,0,9.2,21,17,36.9,0.134,17
5.796,26,48.5,0,8,37,43.296,76.016,67.08,476.64,8,0,69,0,9,0.0,67,1.135,32,35,41.121,0,0,9.0,20,18,38.8,0.116,17
