pXC50,SpMax1_Bh.e.,piPC08,SpMax1_Bh.i.,piPC07,SRW07,SRW09,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,CATS2D_04_AP,SM14_EA.bo.,SaasN,SM13_EA.bo.,SpMax1_Bh.m.,SM12_EA.bo.,SM15_EA.bo.,SM11_EA.bo.,Eig01_EA.bo.,SM11_AEA.ri.,SpDiam_EA.bo.,SpMax_EA.bo.,SM09_EA.bo.,SM10_EA.bo.,piPC10,NaasN,Eig01_AEA.ri.,SpMax_AEA.ri.,C.043,piPC06,SM15_EA.ed.,SM07_EA.bo.,SM14_EA.ed.,SpDiam_EA.ed.,SM13_EA.ed.,D.Dtr09,SM08_EA.bo.,SaaN,SpMAD_EA.ed.,SpMAD_EA.dm.,Eig01_EA,SM09_AEA.bo.,SpDiam_EA,SpMax_EA,piPC04,D.Dtr05,piPC09,PW3,piPC05,C.030,nR09,CATS2D_02_PL,SM12_EA.ed.,SRW05,nPyrazoles,SM12_EA.dm.,SM14_EA.dm.,Eig04_AEA.ed.,Eta_sh_y,SM04_EA.dm.,nR05,nPyrimidines,SpDiam_AEA.ri.,SM08_EA.dm.,SM10_EA.dm.,SpAD_EA.dm.,SM02_EA.dm.,SM11_EA.ed.
5.959,4.109,7.104,4.155,6.667,4.727,6.862,11.497,11.497,11.497,2,21.494,0.0,19.958,4.087,18.464,23.007,16.914,4.627,4.627,7.627,4.627,13.875,15.462,7.53,0,4.204,4.204,0,6.241,36.636,10.834,34.2,18.697,31.756,56.484,12.516,12.201,4.427,0.0,3.231,3.231,5.231,3.231,5.377,29.314,7.278,0.348,5.91,1,1,1,29.327,2.398,1,0.0,0.0,5.015,0.375,0.0,1,1,5.276,0.0,0.0,0.0,0.0,26.878
5.149,4.111,7.085,4.157,6.661,4.727,6.862,11.659,11.659,11.659,2,21.54,0.0,20.005,4.089,18.51,23.055,16.962,4.637,4.637,7.637,4.637,13.921,15.506,7.512,0,4.231,4.231,0,6.248,36.858,10.875,34.411,19.046,31.956,55.403,12.554,12.227,4.437,0.0,3.256,3.256,5.256,3.256,5.388,28.675,7.266,0.359,5.92,1,1,1,29.518,2.398,1,0.0,0.0,4.981,0.375,0.0,1,1,5.304,0.0,0.0,0.0,0.0,27.059
5.432,4.115,7.159,4.16,6.733,4.727,6.862,11.722,11.722,11.722,2,21.604,0.0,20.073,4.093,18.58,23.115,17.038,4.642,4.642,7.642,4.642,14.007,15.582,7.639,0,4.25,4.25,0,6.314,36.959,10.972,34.51,19.26,32.054,59.906,12.633,12.302,4.55,0.0,3.272,3.272,5.272,3.272,5.428,31.017,7.364,0.368,5.964,1,1,1,29.617,2.398,1,0.0,0.0,5.034,0.412,0.0,1,1,5.322,0.0,0.0,0.0,0.0,27.156
5.301,4.114,7.222,4.159,6.788,4.727,6.862,11.668,11.668,11.668,2,21.529,0.0,20.001,4.09,18.513,23.037,16.974,4.626,4.626,7.626,4.626,13.957,15.528,7.755,0,4.319,4.319,0,6.335,37.431,10.947,34.984,18.871,32.532,75.978,12.6,12.312,4.766,0.0,3.321,3.321,5.321,3.321,5.428,39.96,7.49,0.346,5.964,1,1,1,30.09,2.398,1,0.0,0.0,5.034,0.316,0.0,1,1,5.391,0.0,0.0,0.0,0.0,27.635
6.208,4.131,7.321,4.178,6.884,4.844,7.081,12.08,12.08,12.08,3,21.792,1.829,20.237,4.113,18.716,23.331,17.152,4.73,4.73,7.73,4.73,14.077,15.669,7.749,1,4.298,4.298,1,6.472,37.382,11.009,34.897,19.53,32.406,71.625,12.682,12.937,4.588,0.0,3.335,3.335,5.335,3.335,5.495,37.451,7.539,0.35,6.085,1,1,1,29.93,2.398,1,0.0,0.0,5.037,0.418,0.0,1,1,5.37,0.0,0.0,0.0,0.0,27.436
6.357,4.107,7.104,4.154,6.667,4.727,6.862,11.497,11.497,11.497,2,21.494,0.0,19.958,4.087,18.464,23.007,16.914,4.627,4.627,7.627,4.627,13.875,15.462,7.53,0,4.203,4.203,1,6.241,36.636,10.834,34.2,18.697,31.756,56.484,12.516,12.12,4.427,0.0,3.231,3.231,5.231,3.231,5.377,29.314,7.278,0.348,5.91,1,1,1,29.327,2.398,1,0.0,0.0,5.015,0.383,0.0,1,1,5.275,0.0,0.0,0.0,0.0,26.878
6.602,4.15,7.312,4.189,6.894,4.844,7.081,12.085,12.085,12.085,2,21.797,2.062,20.243,4.125,18.721,23.336,17.157,4.731,4.731,7.731,4.731,14.082,15.674,7.765,1,4.301,4.301,1,6.472,37.389,11.013,34.904,19.546,32.413,70.309,12.686,8.421,4.598,0.0,3.336,3.336,5.336,3.336,5.504,36.651,7.512,0.349,6.085,1,1,1,29.937,2.398,0,0.0,0.0,5.034,0.413,0.0,1,1,5.374,0.0,0.0,0.0,0.0,27.443
6.321,4.109,7.188,4.155,6.733,4.727,6.862,11.501,11.501,11.501,2,21.539,0.0,20.009,4.089,18.519,23.048,16.978,4.629,4.629,7.629,4.629,13.954,15.529,7.635,0,4.208,4.208,0,6.308,36.647,10.93,34.213,18.709,31.771,62.303,12.592,12.052,4.534,0.0,3.236,3.236,5.236,3.236,5.408,32.457,7.389,0.361,5.955,1,1,1,29.346,2.398,1,0.0,0.0,5.034,0.42,0.0,1,1,5.28,0.0,0.0,0.0,0.0,26.901
6.762,4.124,7.274,4.17,6.833,4.844,7.05,11.872,11.872,11.872,3,21.79,1.652,20.243,4.106,18.729,23.322,17.174,4.718,4.718,7.718,4.718,14.115,15.698,7.702,1,4.27,4.27,1,6.405,37.122,11.063,34.655,19.202,32.181,66.566,12.722,12.587,4.653,0.0,3.304,3.304,5.304,3.304,5.476,34.705,7.504,0.365,6.051,1,1,1,29.723,2.398,1,0.0,0.0,5.493,0.442,0.0,1,1,5.343,0.0,0.0,0.0,0.0,27.247
7.921,4.121,7.274,4.168,6.833,4.844,7.05,11.872,11.872,11.872,3,21.79,1.641,20.243,6.88,18.729,23.322,17.174,4.718,4.718,7.718,4.718,14.115,15.698,7.702,1,4.27,4.27,1,6.405,37.122,11.063,34.655,19.202,32.181,66.566,12.722,12.553,4.653,0.0,3.304,3.304,5.304,3.304,5.476,34.705,7.504,0.365,6.051,1,1,1,29.723,2.398,1,0.0,0.0,5.493,0.403,0.0,1,1,5.342,0.0,0.0,0.0,0.0,27.247
6.24,4.108,7.227,4.153,6.774,4.727,6.862,11.502,11.502,11.502,2,21.545,0.0,20.015,4.088,18.526,23.053,16.985,4.629,4.629,7.629,4.629,13.962,15.536,7.714,0,4.208,4.208,0,6.338,36.656,10.939,34.223,18.714,31.784,68.362,12.6,12.024,4.468,0.082,3.236,3.236,5.236,3.236,5.435,35.739,7.453,0.364,5.973,1,1,1,29.362,2.398,1,0.283,0.217,5.034,0.404,0.739,1,1,5.28,0.469,0.366,1.72,0.908,26.92
6.824,4.122,7.311,4.169,6.871,4.844,7.05,11.873,11.873,11.873,3,21.795,1.629,20.248,4.106,18.734,23.326,17.18,4.718,4.718,7.718,4.718,14.122,15.704,7.786,1,4.271,4.271,1,6.432,37.127,11.071,34.662,19.205,32.19,72.626,12.729,12.555,4.585,0.078,3.304,3.304,5.304,3.304,5.501,37.987,7.569,0.368,6.067,1,1,1,29.734,2.398,1,0.283,0.217,5.499,0.425,0.739,1,1,5.343,0.469,0.366,1.72,0.908,27.26
4.921,4.107,7.085,4.154,6.661,4.727,6.862,11.659,11.659,11.659,2,21.54,0.0,20.005,4.088,18.51,23.055,16.962,4.637,4.637,7.637,4.637,13.921,15.506,7.512,0,4.229,4.229,1,6.248,36.858,10.875,34.411,19.046,31.956,55.403,12.554,12.067,4.437,0.0,3.256,3.256,5.256,3.256,5.388,28.675,7.266,0.359,5.92,1,1,1,29.518,2.398,1,0.0,0.0,4.981,0.383,0.0,1,1,5.301,0.0,0.0,0.0,0.0,27.059
6.398,4.107,7.117,4.154,6.661,4.727,6.862,11.489,11.489,11.489,2,21.487,0.0,19.951,4.086,18.457,23.001,16.907,4.626,4.626,7.626,4.626,13.869,15.456,7.507,0,4.201,4.201,0,6.241,36.624,10.83,34.187,18.66,31.744,57.8,12.511,12.104,4.416,0.0,3.229,3.229,5.229,3.229,5.367,30.114,7.293,0.349,5.91,1,1,3,29.315,2.398,1,0.0,0.0,5.024,0.38,0.0,1,1,5.273,0.0,0.0,0.0,0.0,26.866
5.62,4.107,7.104,4.154,6.667,4.727,6.862,11.497,11.497,11.497,2,21.494,0.0,19.958,4.086,18.464,23.007,16.914,4.627,4.627,7.627,4.627,13.875,15.462,7.53,0,4.204,4.204,0,6.241,36.636,10.834,34.2,18.697,31.756,56.484,12.516,12.098,4.427,0.0,3.231,3.231,5.231,3.231,5.377,29.314,7.278,0.348,5.91,1,1,3,29.327,2.398,1,0.0,0.0,5.015,0.38,0.0,1,1,5.276,0.0,0.0,0.0,0.0,26.878
4.0,4.116,7.254,4.161,6.828,4.727,6.862,11.489,11.489,11.489,2,21.565,0.0,20.04,4.095,18.555,23.07,17.02,4.626,4.626,7.626,4.626,14.01,15.576,7.826,0,4.202,4.202,1,6.365,36.63,11.002,34.196,18.665,31.756,69.919,12.65,12.05,4.477,0.249,3.23,3.23,5.23,3.23,5.448,36.678,7.547,0.353,5.981,1,1,1,29.332,2.398,1,11.563,13.468,5.034,0.397,4.154,1,1,5.274,7.794,9.67,5.225,2.501,26.888
5.301,4.118,7.258,4.163,6.833,4.727,6.862,11.501,11.501,11.501,2,21.576,0.0,20.051,4.097,18.565,23.082,17.029,4.629,4.629,7.629,4.629,14.017,15.583,7.806,0,4.207,4.207,1,6.365,36.65,11.005,34.216,18.715,31.775,66.172,12.655,11.995,4.482,0.249,3.234,3.234,5.234,3.234,5.457,34.419,7.502,0.352,6.004,1,1,1,29.351,2.398,1,11.563,13.468,5.034,0.397,4.154,1,1,5.279,7.794,9.67,5.225,2.501,26.907
5.561,4.127,7.237,4.177,6.836,4.844,7.081,12.08,12.08,12.08,3,21.78,1.857,20.222,4.11,18.698,23.32,17.129,4.729,4.729,7.729,4.729,14.042,15.643,7.635,1,4.297,4.297,1,6.416,37.381,10.957,34.896,19.528,32.405,65.806,12.644,17.092,4.514,0.0,3.334,3.334,5.334,3.334,5.467,34.308,7.412,0.35,6.046,1,1,1,29.929,2.398,1,0.0,0.0,4.82,0.382,0.0,1,1,5.369,0.0,0.0,0.0,0.0,27.435
4.996,4.125,7.237,4.175,6.836,4.844,7.081,12.08,12.08,12.08,3,21.78,1.829,20.222,4.109,18.698,23.32,17.129,4.729,4.729,7.729,4.729,14.042,15.643,7.635,1,4.296,4.296,1,6.416,37.381,10.957,34.896,19.528,32.405,65.806,12.644,20.91,4.514,0.0,3.334,3.334,5.334,3.334,5.467,34.308,7.412,0.35,6.046,2,1,1,29.929,2.398,1,0.0,0.0,4.82,0.386,0.0,1,2,5.369,0.0,0.0,0.0,0.0,27.435
6.133,4.135,7.345,4.179,6.907,5.416,7.554,12.087,12.087,12.087,3,21.813,1.756,20.263,4.12,18.738,23.352,17.183,4.732,4.732,7.732,4.732,14.115,15.692,7.696,1,4.302,4.302,1,6.495,37.393,11.054,34.908,19.558,32.417,72.016,12.702,12.722,4.614,0.0,3.338,3.338,5.338,3.338,5.52,82.849,7.522,0.358,6.028,1,1,1,29.942,3.045,1,0.0,0.0,5.244,0.425,0.0,2,1,5.375,0.0,0.0,0.0,0.0,27.449
5.357,4.116,6.964,4.165,6.527,4.727,6.862,11.505,11.505,11.505,2,21.431,0.0,19.906,4.084,18.424,22.934,16.886,4.596,4.596,7.596,4.596,13.871,15.446,7.427,0,4.213,4.213,1,6.146,36.68,10.854,34.251,18.72,31.815,64.465,12.524,12.724,4.491,0.0,3.238,3.238,5.238,3.238,5.411,33.306,7.145,0.358,5.898,1,1,1,29.397,2.398,1,0.0,0.0,5.034,0.368,0.0,1,1,5.285,0.0,0.0,0.0,0.0,26.96
6.824,4.147,7.705,4.183,7.171,4.727,6.862,11.505,11.505,11.505,2,21.803,0.0,20.275,4.119,18.789,23.306,17.246,4.638,4.638,7.638,4.638,14.213,15.798,8.414,0,4.213,4.213,1,6.662,36.68,11.166,34.251,18.72,31.815,64.465,12.852,12.502,4.491,0.0,3.238,3.238,5.238,3.238,5.676,33.306,8.106,0.358,6.271,1,1,1,29.397,2.398,1,0.0,0.0,5.034,0.368,0.0,1,1,5.285,0.0,0.0,0.0,0.0,26.96
5.194,4.136,7.541,4.182,7.079,4.844,7.081,12.088,12.088,12.088,3,21.846,1.808,20.3,4.118,18.787,23.379,17.236,4.732,4.732,7.732,4.732,14.192,15.764,8.175,1,4.302,4.302,1,6.628,37.48,11.171,35.011,19.555,32.54,125.819,12.806,13.157,4.657,0.22,3.339,3.339,5.339,3.339,5.647,66.73,7.839,0.328,6.209,1,1,1,30.086,2.398,1,9.436,10.981,6.072,0.366,3.523,1,1,5.376,6.388,7.902,6.825,2.399,27.619
5.433,4.143,7.843,4.186,7.345,5.416,7.545,11.969,11.969,11.969,3,21.921,1.621,20.385,4.126,18.893,23.438,17.348,4.725,4.725,7.725,4.725,14.328,15.904,8.595,1,4.287,4.287,1,6.839,37.335,11.316,34.875,19.371,32.409,113.201,12.983,17.312,4.505,0.031,3.321,3.321,5.321,3.321,5.908,132.537,8.22,0.356,6.451,1,1,1,29.963,3.045,1,0.001,0.0,5.807,0.39,0.138,2,1,5.361,0.011,0.003,1.043,0.434,27.498
6.084,4.133,7.429,4.18,6.98,4.844,7.081,12.087,12.087,12.087,3,21.835,1.776,20.287,4.117,18.77,23.37,17.214,4.732,4.732,7.732,4.732,14.153,15.735,7.931,1,4.302,4.302,1,6.55,37.4,11.101,34.917,19.553,32.429,80.972,12.758,12.889,4.612,0.072,3.338,3.338,5.338,3.338,5.555,42.346,7.679,0.363,6.142,1,1,1,29.958,2.398,1,0.283,0.217,5.688,0.435,0.739,1,1,5.374,0.469,0.366,1.72,0.908,27.469
7.77,4.132,7.39,4.178,6.946,4.844,7.081,12.086,12.086,12.086,3,21.831,1.786,20.281,4.13,18.765,23.366,17.208,4.732,4.732,7.732,4.732,14.146,15.729,7.866,1,4.301,4.301,1,6.526,37.394,11.093,34.91,19.551,32.421,76.128,12.75,12.872,4.683,0.0,3.338,3.338,5.338,3.338,5.531,39.793,7.628,0.36,6.123,1,1,1,29.947,2.398,1,0.0,0.0,5.657,0.438,0.0,1,1,5.374,0.0,0.0,0.0,0.0,27.456
6.194,4.133,7.429,4.18,6.98,4.844,7.081,12.087,12.087,12.087,3,21.835,1.839,20.287,4.116,18.77,23.37,17.214,4.732,4.732,7.732,4.732,14.153,15.735,7.931,1,4.302,4.302,1,6.55,37.4,11.101,34.917,19.553,32.429,80.972,12.758,13.069,4.612,0.072,3.338,3.338,5.338,3.338,5.555,42.346,7.679,0.363,6.142,1,1,2,29.958,2.398,1,0.283,0.217,5.688,0.43,0.739,1,1,5.375,0.469,0.366,1.72,0.908,27.469
5.237,4.136,7.509,4.182,7.05,4.844,7.081,12.088,12.088,12.088,3,21.841,1.842,20.293,4.118,18.777,23.375,17.222,4.732,4.732,7.732,4.732,14.164,15.744,8.107,1,4.302,4.302,1,6.605,37.411,11.115,34.93,19.555,32.445,106.01,12.77,13.197,4.473,0.09,3.339,3.339,5.339,3.339,5.604,55.938,7.797,0.353,6.191,1,1,1,29.977,2.398,1,0.283,0.217,5.716,0.406,0.763,1,1,5.375,0.47,0.367,2.52,1.029,27.492
4.0,4.145,7.518,4.193,7.058,5.352,7.455,12.146,12.146,12.146,3,21.834,1.961,20.285,4.124,18.768,23.369,17.212,4.733,4.733,7.733,4.733,14.151,15.733,8.05,1,4.311,4.311,1,6.598,37.476,11.1,34.989,19.683,32.497,82.153,12.756,13.25,4.606,0.0,3.347,3.347,5.347,3.347,5.581,92.649,7.792,0.36,6.169,1,1,2,30.022,3.045,1,0.0,0.0,5.68,0.41,0.0,2,1,5.386,0.0,0.0,0.0,0.0,27.529
6.456,4.159,7.849,4.197,7.33,4.844,7.066,11.958,11.958,11.958,3,22.014,1.797,20.471,4.135,18.964,23.538,17.409,4.729,4.729,7.729,4.729,14.349,15.939,8.596,1,4.282,4.282,1,6.811,37.247,11.281,34.776,19.331,32.301,78.704,12.963,13.127,4.456,0.04,3.315,3.315,5.315,3.315,5.769,40.881,8.274,0.353,6.392,1,1,1,29.842,2.398,1,0.001,0.0,5.585,0.355,0.138,1,1,5.355,0.011,0.003,1.043,0.434,27.366
6.699,4.162,7.841,4.201,7.316,4.844,7.081,12.088,12.088,12.088,3,22.034,1.901,20.49,4.138,18.982,23.56,17.426,4.737,4.737,7.737,4.737,14.365,15.954,8.596,1,4.303,4.303,1,6.819,37.41,11.297,34.929,19.555,32.444,78.29,12.976,13.284,4.628,0.0,3.339,3.339,5.339,3.339,5.772,40.642,8.264,0.357,6.396,1,1,1,29.975,2.398,1,0.0,0.0,5.712,0.4,0.0,1,1,5.376,0.0,0.0,0.0,0.0,27.49
6.519,4.166,7.804,4.2,7.281,5.416,7.554,12.088,12.088,12.088,3,22.055,1.877,20.513,4.143,19.001,23.583,17.449,4.737,4.737,7.737,4.737,14.388,15.97,8.545,1,4.304,4.304,1,6.781,37.411,11.321,34.93,19.555,32.445,147.247,12.984,13.181,4.715,0.0,3.339,3.339,5.339,3.339,5.756,81.99,8.115,0.361,6.317,1,2,1,29.977,3.045,1,0.0,0.0,5.713,0.426,0.0,2,1,5.377,0.0,0.0,0.0,0.0,27.492
6.658,4.173,7.89,4.21,7.362,5.733,7.803,12.147,12.147,12.147,3,22.058,2.051,20.516,4.149,19.004,23.586,17.452,4.738,4.738,7.738,4.738,14.392,15.973,8.651,1,4.313,4.313,1,6.837,37.491,11.326,35.008,19.687,32.52,160.199,12.989,13.554,4.64,0.0,3.349,3.349,5.349,3.349,5.796,139.283,8.22,0.362,6.355,1,2,1,30.05,3.434,1,0.0,0.0,5.751,0.388,0.0,3,1,5.388,0.0,0.0,0.0,0.0,27.562
5.921,4.153,7.804,4.196,7.281,5.416,7.554,12.088,12.088,12.088,3,22.055,1.841,20.513,4.136,19.001,23.583,17.449,4.737,4.737,7.737,4.737,14.388,15.97,8.545,1,4.303,4.303,1,6.781,37.411,11.321,34.93,19.555,32.445,147.247,12.984,20.748,4.715,0.0,3.339,3.339,5.339,3.339,5.756,81.99,8.115,0.361,6.317,1,2,1,29.977,3.045,1,0.0,0.0,5.713,0.434,0.0,2,1,5.376,0.0,0.0,0.0,0.0,27.492
7.77,4.132,7.39,4.178,6.946,4.844,7.081,12.086,12.086,12.086,3,21.831,1.807,20.281,6.88,18.765,23.366,17.208,4.732,4.732,7.732,4.732,14.146,15.729,7.866,1,4.301,4.301,1,6.526,37.394,11.093,34.91,19.551,32.421,76.128,12.75,12.933,4.683,0.0,3.338,3.338,5.338,3.338,5.531,39.793,7.628,0.36,6.123,1,1,1,29.947,2.398,1,0.0,0.0,5.657,0.413,0.0,1,1,5.374,0.0,0.0,0.0,0.0,27.456
6.745,4.133,7.424,4.18,6.983,4.844,7.081,12.109,12.109,12.109,4,21.832,1.717,20.283,4.131,18.766,23.367,17.209,4.732,4.732,7.732,4.732,14.148,15.73,7.911,1,4.304,4.304,1,6.548,37.425,11.096,34.94,19.605,32.449,81.322,12.752,12.85,4.591,0.0,3.341,3.341,5.341,3.341,5.543,42.576,7.67,0.365,6.137,1,1,1,29.975,2.398,1,0.0,0.0,5.667,0.421,0.0,1,1,5.377,0.0,0.0,0.0,0.0,27.483
7.367,4.148,7.501,4.196,7.046,4.844,7.081,12.147,12.147,12.147,3,21.835,1.928,20.286,4.139,18.769,23.37,17.212,4.733,4.733,7.733,4.733,14.152,15.734,8.014,1,4.312,4.312,1,6.589,37.478,11.101,34.991,19.676,32.499,78.94,12.758,13.12,4.601,0.0,3.35,3.35,5.35,3.35,5.562,41.015,7.759,0.364,6.164,1,1,1,30.024,2.398,1,0.0,0.0,5.682,0.417,0.0,1,1,5.385,0.0,0.0,0.0,0.0,27.531
6.293,4.146,7.552,4.193,7.088,5.352,7.455,12.147,12.147,12.147,3,21.839,2.012,20.29,4.124,18.774,23.373,17.218,4.733,4.733,7.733,4.733,14.158,15.74,8.107,1,4.311,4.311,1,6.62,37.481,11.108,34.996,19.685,32.505,86.997,12.764,13.443,4.546,0.064,3.348,3.348,5.348,3.348,5.604,97.793,7.836,0.363,6.187,1,1,2,30.032,3.045,1,0.283,0.217,5.719,0.392,0.739,2,1,5.386,0.469,0.366,1.72,0.908,27.541
5.87,4.134,7.349,4.181,6.929,4.844,7.081,12.085,12.085,12.085,3,21.8,1.842,20.245,4.115,18.724,23.338,17.161,4.731,4.731,7.731,4.731,14.087,15.679,7.836,1,4.3,4.3,1,6.498,37.39,11.02,34.905,19.548,32.415,75.153,12.692,13.032,4.523,0.066,3.336,3.336,5.336,3.336,5.522,39.203,7.57,0.355,6.105,1,1,1,29.939,2.398,1,0.077,0.046,5.257,0.397,0.521,1,1,5.373,0.21,0.128,1.529,0.775,27.446
6.054,4.134,7.415,4.181,6.978,4.844,7.081,12.085,12.085,12.085,3,21.8,1.847,20.246,4.116,18.726,23.338,17.163,4.731,4.731,7.731,4.731,14.089,15.681,7.958,1,4.3,4.3,1,6.538,37.39,11.021,34.906,19.549,32.415,80.288,12.697,13.083,4.444,0.21,3.336,3.336,5.336,3.336,5.558,41.933,7.653,0.345,6.135,1,1,1,29.939,2.398,1,11.769,13.615,5.281,0.375,4.398,1,1,5.373,8.077,9.923,5.034,2.615,27.446
6.108,4.17,7.925,4.211,7.394,5.352,7.455,12.147,12.147,12.147,3,22.037,2.074,20.493,4.145,18.985,23.563,17.429,4.738,4.738,7.738,4.738,14.369,15.958,8.697,1,4.312,4.312,1,6.873,37.49,11.303,35.007,19.686,32.519,84.315,12.981,13.657,4.565,0.0,3.348,3.348,5.348,3.348,5.811,95.706,8.356,0.358,6.431,1,1,1,30.048,3.045,1,0.0,0.0,5.749,0.367,0.0,2,1,5.387,0.0,0.0,0.0,0.0,27.561
5.678,4.165,8.011,4.204,7.454,4.844,7.066,11.967,11.967,11.967,3,22.028,1.896,20.485,4.141,18.986,23.548,17.429,4.73,4.73,7.73,4.73,14.379,15.976,8.85,1,4.286,4.286,1,6.907,37.259,11.326,34.789,19.359,32.313,95.178,13.025,13.502,4.4,0.034,3.319,3.319,5.319,3.319,5.9,49.333,8.474,0.347,6.522,1,1,1,29.855,2.398,1,0.001,0.0,5.637,0.338,0.138,1,1,5.359,0.011,0.003,1.043,0.434,27.379
6.73,4.14,7.595,4.186,7.113,5.476,7.644,12.088,12.088,12.088,3,21.852,1.826,20.305,4.122,18.791,23.385,17.238,4.732,4.732,7.732,4.732,14.183,15.761,8.246,1,4.304,4.304,1,6.646,37.42,11.141,34.941,19.557,32.458,157.005,12.791,13.069,4.788,0.146,3.34,3.34,5.34,3.34,5.647,86.914,7.888,0.358,6.23,1,2,1,29.992,3.045,1,6.091,7.083,5.724,0.461,2.415,2,1,5.377,4.156,5.111,3.806,1.758,27.509
6.263,4.14,7.521,4.185,7.056,5.416,7.554,12.088,12.088,12.088,3,21.843,1.895,20.295,4.121,18.78,23.377,17.225,4.732,4.732,7.732,4.732,14.166,15.747,8.117,1,4.303,4.303,1,6.605,37.411,11.115,34.93,19.555,32.445,147.247,12.771,13.233,4.715,0.069,3.339,3.339,5.339,3.339,5.604,81.99,7.796,0.361,6.182,1,2,1,29.977,3.045,1,0.283,0.217,5.713,0.426,0.739,2,1,5.376,0.469,0.366,1.72,0.908,27.492
6.311,4.136,7.527,4.181,7.062,4.844,7.081,12.088,12.088,12.088,3,21.841,1.861,20.293,4.118,18.777,23.375,17.222,4.732,4.732,7.732,4.732,14.163,15.744,8.126,1,4.302,4.302,1,6.612,37.41,11.111,34.929,19.555,32.444,78.29,12.768,13.168,4.628,0.132,3.339,3.339,5.339,3.339,5.607,40.642,7.831,0.357,6.199,1,1,1,29.975,2.398,1,0.504,0.395,5.712,0.413,1.159,1,1,5.443,0.787,0.634,3.44,1.376,27.49
6.387,4.187,7.905,4.228,7.364,5.476,7.662,12.1,12.1,12.1,3,22.121,1.839,20.577,4.164,19.061,23.652,17.507,4.748,4.748,7.748,4.748,14.44,16.023,8.637,1,4.309,4.309,1,6.861,37.439,11.371,34.96,19.606,32.475,156.45,13.031,13.105,4.789,0.0,3.347,3.347,5.347,3.347,5.798,79.825,8.215,0.356,6.388,1,2,1,30.009,3.045,1,0.0,0.0,5.668,0.457,0.0,2,1,5.382,0.0,0.0,0.0,0.0,27.524
7.276,4.178,7.89,4.227,7.362,5.733,7.803,12.147,12.147,12.147,3,22.058,2.047,20.516,4.154,19.004,23.586,17.452,4.738,4.738,7.738,4.738,14.392,15.973,8.651,1,4.311,4.311,2,6.837,37.491,11.326,35.008,19.687,32.52,160.199,12.989,17.9,4.64,0.0,3.349,3.349,5.349,3.349,5.796,139.283,8.22,0.362,6.355,1,2,1,30.05,3.434,1,0.0,0.0,5.751,0.381,0.0,3,1,5.387,0.0,0.0,0.0,0.0,27.562
7.886,4.144,7.518,4.191,7.058,5.352,7.455,12.146,12.146,12.146,3,21.834,1.96,20.285,4.137,18.768,23.369,17.212,4.733,4.733,7.733,4.733,14.151,15.733,8.05,1,4.31,4.31,1,6.598,37.476,11.1,34.989,19.683,32.497,82.153,12.756,13.245,4.606,0.0,3.347,3.347,5.347,3.347,5.581,92.649,7.792,0.36,6.169,1,1,1,30.022,3.045,1,0.0,0.0,5.68,0.398,0.0,2,1,5.385,0.0,0.0,0.0,0.0,27.529
7.114,4.142,7.518,4.19,7.058,5.352,7.455,12.146,12.146,12.146,3,21.834,1.897,20.285,4.136,18.768,23.369,17.212,4.733,4.733,7.733,4.733,14.151,15.733,8.05,1,4.31,4.31,1,6.598,37.476,11.1,34.989,19.683,32.497,82.153,12.756,13.161,4.606,0.031,3.347,3.347,5.347,3.347,5.581,92.649,7.792,0.36,6.169,1,1,1,30.022,3.045,1,0.0,0.0,5.68,0.402,0.05,2,1,5.387,0.001,0.0,0.8,0.278,27.529
7.553,4.14,7.518,4.185,7.058,5.352,7.455,12.146,12.146,12.146,3,21.834,1.835,20.285,4.136,18.768,23.369,17.212,4.733,4.733,7.733,4.733,14.151,15.733,8.05,1,4.31,4.31,1,6.598,37.476,11.1,34.989,19.683,32.497,82.153,12.756,13.078,4.606,0.066,3.347,3.347,5.347,3.347,5.581,92.649,7.792,0.36,6.169,1,1,1,30.022,3.045,1,0.283,0.217,5.68,0.404,0.739,2,1,5.395,0.469,0.366,1.72,0.908,27.529
5.91,4.133,7.418,4.18,6.996,4.844,7.081,12.085,12.085,12.085,3,21.807,1.821,20.254,4.115,18.734,23.344,17.172,4.731,4.731,7.731,4.731,14.101,15.692,7.966,1,4.3,4.3,1,6.548,37.39,11.037,34.905,19.548,32.415,75.153,12.711,12.973,4.523,0.177,3.336,3.336,5.336,3.336,5.558,39.203,7.676,0.355,6.145,1,1,1,29.939,2.398,1,9.217,10.638,5.257,0.394,3.563,1,1,5.373,6.378,7.797,4.069,2.228,27.446
5.222,4.134,7.501,4.181,7.044,4.844,7.081,12.087,12.087,12.087,3,21.848,1.734,20.3,4.118,18.785,23.381,17.23,4.732,4.732,7.732,4.732,14.172,15.753,8.049,1,4.302,4.302,1,6.597,37.4,11.12,34.917,19.553,32.429,80.972,12.779,12.768,4.612,0.17,3.338,3.338,5.338,3.338,5.6,42.346,7.775,0.363,6.18,1,1,1,29.958,2.398,1,9.217,10.638,5.688,0.432,3.563,1,1,5.375,6.378,7.797,4.069,2.228,27.469
