pXC50,CMC.80,Infective.80,Neoplastic.80,DLS_07,Inflammat.80,Hypertens.80,Mv,cRo5,CATS2D_08_LL,H.,SpMax3_Bh.m.,ATSC5p,GATS1v,CATS2D_03_LL,Eta_L_A,Depressant.80,CATS2D_02_DD,SpMin2_Bh.s.,Eig08_AEA.ri.,ATS8m,Eig09_AEA.ri.,Eig01_AEA.dm.,SpMax_AEA.dm.,Eig14_AEA.bo.,SRW08,SpMin4_Bh.e.,RDCHI,Eta_FL_A,Eig09_EA.ri.,Chi1_EA.ri.,Chi1_EA.ed.,SpMaxA_AEA.ed.,X1v,Vindex,Yindex,SpMax3_Bh.i.,CATS2D_08_DL,Eta_betaS,SpMaxA_EA.ed.,S2K,Chi0_EA.ri.,Chi0_EA.dm.,Xt,SNar,SpMaxA_EA,Chi0_AEA.bo.,Chi0_AEA.dm.,Chi0_AEA.ed.,Chi0_AEA.ri.,Chi0_EA,Eig09_AEA.dm.,X3v,MDDD,TIC2,Sp,AMR,Chi0_EA.ed.,Eig14_AEA.ri.,piPC07,Eig14_EA.ri.,SRW10,CID,ATS7p,SM03_AEA.ed.,TIC3,Psi_i_1,Eig11_EA.ed.,SM06_AEA.ri.,IVDM,Eig08_EA,SM02_AEA.dm.,ATSC2m,SpAD_AEA.dm.,CENT,SpMax8_Bh.i.,Eig12_AEA.ri.,Psi_i_0,X1,SpMaxA_EA.ri.,SpMaxA_AEA.dm.,Eig09_EA,SM03_AEA.dm.,Eig07_EA.ed.,SM02_AEA.ri.,Eig13_EA.ed.,SM08_AEA.ri.,Chi0_EA.bo.,piPC01,SCBO,ATS8v,VAR,Chi1_AEA.bo.,Chi1_AEA.dm.,Chi1_AEA.ed.,Chi1_AEA.ri.,Chi1_EA,NdssC,NRS,CMC.50,SpMin5_Bh.m.,ATS1p,ATSC8i,X1Mad,Eig08_EA.ri.,Eig07_EA,SM15_AEA.bo.,Psychotic.80,ATS1i,SpAD_AEA.ed.,ATS2v,ON0V,TIC1,X3,ATS5p,Eig14_EA.ed.,SM09_AEA.ri.,Eig11_AEA.dm.,ATSC1i,SpAD_AEA.ri.,Eig15_EA,SM09_AEA.dm.,S0K,X2,SpMin8_Bh.v.,SpDiam_AEA.dm.,SpMin8_Bh.p.,ATSC5m,nH,C.003,TIC4,ATSC8p,Eig10_EA,SM04_AEA.dm.,SpMin5_Bh.p.,SRW04,SpMaxA_AEA.ri.,SpAD_EA,SpAD_AEA.bo.,PHI,Chi1_EA.dm.
6.71,0,0,0,1.0,0,0,0.652,1,14,45.9,3.836,13.862,0.865,15,0.261,0,0,1.235,2.486,3.854,2.464,4.504,4.504,2.243,8.622,1.742,4.853,0.234,1.42,19.504,6.841,0.169,13.319,0.118,0.295,3.943,2,20.5,0.256,11.174,23.757,24.961,0.196,26.118,0.081,23.101,23.101,23.101,23.101,23.101,1.587,7.703,46.171,270.06,43.455,144.619,14.133,2.0,6.43,1.0,10.209,4.248,4.194,7.396,320.165,20.308,2.655,2.655,5.02,1.532,1.532,27.758,56.597,2163.0,3.157,2.019,24.276,16.315,0.074,0.122,1.491,1.491,5.407,5.407,2.275,2.275,20.258,3.912,49.0,3.93,168.0,18.37,18.37,18.37,18.37,18.37,1,4,0,1.718,3.87,1.562,15.139,1.48,1.881,1.881,0,4.311,54.17,4.142,10.65,209.458,11.796,4.186,2.136,2.136,1.462,0.871,54.124,0.604,0.604,158.465,14.175,1.257,6.504,1.247,39.37,28.0,0,333.775,13.378,1.414,1.414,1.724,5.602,0.105,54.067,54.522,7.595,33.303
6.479,0,0,0,1.0,0,0,0.628,1,16,49.2,3.829,14.196,0.924,12,0.31,0,0,1.238,2.464,3.69,2.391,4.504,4.504,2.0,8.611,1.643,4.614,0.185,1.366,18.503,6.38,0.178,13.296,0.125,0.316,3.935,0,19.5,0.271,10.355,22.391,21.323,0.201,24.731,0.085,21.739,21.739,21.739,21.739,21.739,1.532,8.233,37.673,276.001,42.216,136.396,13.228,1.894,6.379,0.874,10.218,4.189,4.124,7.386,316.265,20.037,2.422,2.422,4.929,1.532,1.532,30.834,54.161,1670.0,3.184,2.0,23.282,15.332,0.08,0.129,1.415,1.415,4.312,4.312,2.275,2.275,19.647,3.807,44.0,3.841,132.0,17.375,17.375,17.375,17.375,17.375,1,4,0,1.716,3.844,1.383,14.157,1.421,1.723,1.723,0,4.317,51.718,4.135,10.567,209.827,11.336,4.207,2.136,2.136,1.256,0.907,51.613,0.347,0.347,145.58,13.386,1.38,6.504,1.326,41.631,30.0,1,323.775,11.932,1.276,1.276,1.714,5.557,0.111,51.567,51.961,7.105,29.915
5.907,0,0,0,1.0,0,0,0.69,1,6,40.5,3.828,8.419,0.766,7,0.256,0,0,1.099,2.128,3.384,2.003,4.513,4.513,1.015,8.362,1.429,4.029,0.234,1.0,15.307,5.032,0.224,10.274,0.153,0.389,3.75,0,16.25,0.342,7.937,18.06,19.726,0.227,19.474,0.108,17.256,17.256,17.256,17.256,17.256,1.526,5.933,25.76,194.826,31.506,110.92,10.386,0.686,6.38,-0.195,9.955,3.968,3.628,7.175,210.477,14.948,1.372,1.372,4.606,1.202,1.202,17.248,44.409,910.0,2.925,1.353,18.028,12.259,0.098,0.161,1.07,1.07,4.271,4.271,0.442,0.442,15.086,3.638,37.0,3.336,90.0,13.887,13.887,13.887,13.887,13.887,1,3,0,1.296,3.556,0.791,10.773,1.1,1.522,1.522,0,3.959,41.248,3.831,7.46,161.174,9.007,3.728,-0.596,-0.596,1.0,0.631,41.402,-0.445,-0.445,112.096,10.98,1.049,6.513,1.007,24.513,17.0,0,210.477,7.163,1.0,1.0,1.423,5.342,0.14,41.26,41.423,5.439,24.357
6.333,0,0,0,1.0,0,0,0.668,1,16,43.6,3.84,11.874,0.822,12,0.247,0,0,1.234,2.464,3.664,2.391,4.506,4.506,2.195,8.611,1.627,4.614,0.248,1.366,18.503,6.38,0.178,12.346,0.125,0.316,3.936,0,19.5,0.271,9.841,22.391,22.871,0.201,24.731,0.085,21.739,21.739,21.739,21.739,21.739,1.532,7.191,37.673,240.259,39.932,135.264,13.228,1.894,6.532,0.874,10.218,4.189,4.037,7.386,280.365,18.972,2.422,2.422,4.929,1.532,1.532,23.909,54.034,1670.0,3.006,2.0,22.643,15.332,0.08,0.129,1.415,1.415,4.312,4.312,2.275,2.275,18.92,3.871,47.0,3.773,132.0,17.375,17.375,17.375,17.375,17.375,1,4,0,1.715,3.794,1.233,14.157,1.421,1.723,1.723,0,4.215,51.718,4.073,9.65,189.234,11.336,4.108,2.136,2.136,1.287,0.785,51.613,0.347,0.347,141.58,13.386,1.158,6.506,1.114,33.141,24.0,0,293.975,10.446,1.276,1.276,1.705,5.557,0.111,51.567,52.062,6.519,32.438
7.26,0,0,0,1.0,0,0,0.668,1,16,43.6,3.84,11.874,0.822,12,0.247,0,0,1.234,2.464,3.664,2.391,4.506,4.506,2.195,8.611,1.627,4.614,0.248,1.366,18.503,6.38,0.178,12.346,0.125,0.316,3.936,0,19.5,0.271,9.841,22.391,22.871,0.201,24.731,0.085,21.739,21.739,21.739,21.739,21.739,1.532,7.191,37.673,240.259,39.932,135.264,13.228,1.894,6.532,0.874,10.218,4.189,4.037,7.386,280.365,18.972,2.422,2.422,4.929,1.532,1.532,23.909,54.034,1670.0,3.006,2.0,22.643,15.332,0.08,0.129,1.415,1.415,4.312,4.312,2.275,2.275,18.92,3.871,47.0,3.773,132.0,17.375,17.375,17.375,17.375,17.375,1,4,0,1.715,3.794,1.233,14.157,1.421,1.723,1.723,0,4.215,51.718,4.073,9.65,189.234,11.336,4.108,2.136,2.136,1.287,0.785,51.613,0.347,0.347,141.58,13.386,1.158,6.506,1.114,33.141,24.0,0,293.975,10.446,1.276,1.276,1.705,5.557,0.111,51.567,52.062,6.519,32.438
6.317,0,0,0,1.0,0,0,0.642,1,11,47.1,3.83,10.521,0.89,8,0.28,0,0,1.235,2.39,3.477,2.057,4.531,4.531,1.433,8.405,1.524,4.231,0.212,1.046,15.962,5.467,0.208,11.262,0.146,0.366,3.843,0,17.0,0.316,9.071,19.462,19.706,0.219,20.86,0.099,18.834,18.834,18.834,18.834,18.834,1.462,6.55,30.557,240.539,35.932,119.659,11.49,1.134,6.31,0.183,9.99,4.042,3.803,7.219,264.539,16.491,1.97,1.97,4.719,1.414,1.414,24.976,46.569,1189.0,2.939,1.504,19.857,13.297,0.091,0.151,1.1,1.1,4.312,4.312,0.86,0.86,16.741,3.689,39.0,3.58,130.0,14.853,14.853,14.853,14.853,14.853,1,3,0,1.613,3.675,1.053,12.148,1.366,1.532,1.532,0,4.138,44.507,3.936,9.233,183.991,9.543,3.921,0.483,0.483,1.175,0.768,43.766,-0.205,-0.205,122.382,11.529,1.124,6.531,1.062,31.965,24.0,0,266.539,8.986,1.033,1.033,1.539,5.398,0.13,43.816,44.184,6.304,26.247
7.161,0,0,0,1.0,0,0,0.634,1,11,48.1,3.83,11.32,0.913,9,0.288,0,0,1.235,2.393,3.516,2.339,4.531,4.531,1.464,8.42,1.525,4.341,0.205,1.322,16.462,5.761,0.201,11.762,0.142,0.356,3.855,0,17.5,0.306,9.752,20.169,19.706,0.215,21.553,0.096,19.541,19.541,19.541,19.541,19.541,1.462,6.819,33.633,254.499,37.694,124.26,12.015,1.212,6.319,0.247,10.002,4.077,3.894,7.233,284.009,17.157,2.275,2.275,4.772,1.416,1.416,26.781,47.834,1328.0,3.008,1.556,20.673,13.797,0.088,0.146,1.36,1.36,4.312,4.312,0.86,0.86,17.448,3.714,40.0,3.622,146.0,15.353,15.353,15.353,15.353,15.353,1,3,0,1.708,3.719,1.103,12.648,1.368,1.532,1.532,0,4.191,45.776,3.976,9.733,192.009,9.812,3.984,0.551,0.551,1.201,0.808,44.986,0.149,0.149,130.606,11.883,1.285,6.531,1.235,34.092,26.0,0,286.009,8.999,1.077,1.077,1.633,5.425,0.126,44.992,45.238,6.868,26.247
6.21,1,0,0,1.0,0,0,0.65,1,8,45.8,3.821,9.829,0.866,8,0.267,0,0,1.216,2.374,3.368,2.042,4.499,4.499,1.048,8.404,1.514,4.117,0.224,1.029,15.528,5.282,0.216,10.707,0.15,0.38,3.782,0,16.5,0.33,8.404,18.626,22.167,0.223,20.167,0.104,17.963,17.963,17.963,17.963,17.963,1.526,6.209,27.817,226.917,34.171,116.022,10.886,0.768,6.385,-0.135,10.001,4.007,3.745,7.191,242.568,15.78,2.136,2.136,4.663,1.425,1.425,23.297,45.215,1022.0,2.939,1.389,19.058,12.759,0.096,0.155,1.098,1.098,4.271,4.271,0.573,0.573,15.794,3.664,38.0,3.46,104.0,14.387,14.387,14.387,14.387,14.387,1,3,0,1.525,3.629,0.973,11.576,1.34,1.522,1.522,0,4.082,42.84,3.893,8.817,176.67,9.257,3.84,-0.378,-0.378,1.0,0.727,42.606,-0.425,-0.425,118.211,11.333,1.145,6.499,1.082,29.525,22.0,0,245.323,8.408,1.0,1.0,1.452,5.371,0.136,42.592,42.89,5.757,27.219
6.606,1,1,0,1.0,0,0,0.67,1,6,42.9,3.824,8.207,0.81,7,0.254,0,0,1.1,2.12,3.263,2.0,4.513,4.513,0.955,8.298,1.429,3.977,0.241,1.0,14.558,4.953,0.231,9.796,0.155,0.394,3.75,0,15.5,0.351,7.536,17.477,18.125,0.229,19.068,0.11,16.809,16.809,16.809,16.809,16.809,1.462,5.66,23.819,188.477,30.648,106.115,10.249,0.68,6.262,-0.227,9.882,3.933,3.596,7.101,208.477,14.471,1.372,1.372,4.56,1.194,1.194,19.142,42.218,812.0,2.925,1.242,17.467,11.865,0.101,0.167,1.052,1.052,3.013,3.013,0.434,0.434,14.664,3.611,36.0,3.29,82.0,13.404,13.404,13.404,13.404,13.404,1,3,0,1.303,3.531,0.805,10.688,1.093,1.416,1.416,1,3.96,39.423,3.795,7.4,152.477,8.671,3.694,-0.639,-0.639,1.0,0.643,39.49,-0.707,-0.707,104.039,10.346,1.054,6.513,1.021,23.689,18.0,0,210.477,6.878,1.0,1.0,1.425,5.293,0.144,39.534,39.669,4.997,23.716
7.26,0,0,0,1.0,0,0,0.66,1,16,44.1,3.845,13.275,0.855,11,0.246,0,0,1.234,2.464,3.845,2.411,4.506,4.506,2.234,8.678,1.627,4.759,0.247,1.378,19.588,6.556,0.169,12.869,0.122,0.306,3.938,0,21.0,0.256,10.684,23.888,27.184,0.197,25.83,0.081,23.057,23.057,23.057,23.057,23.057,1.723,7.508,43.923,277.302,42.148,141.727,13.813,1.979,6.601,0.942,10.289,4.246,4.094,7.465,312.321,19.86,2.551,2.551,5.01,1.532,1.532,26.423,57.112,2095.0,3.157,2.0,23.952,16.263,0.076,0.122,1.453,1.453,5.821,5.821,2.275,2.275,20.266,3.912,49.0,3.887,176.0,18.269,18.269,18.269,18.269,18.269,1,4,0,1.714,3.831,1.386,14.932,1.422,1.996,1.996,0,4.284,55.116,4.117,10.733,214.017,12.155,4.187,2.275,2.275,1.462,0.848,54.415,0.491,0.491,151.71,14.177,1.258,6.506,1.248,36.914,26.0,0,318.321,11.319,1.409,1.409,1.71,5.617,0.105,54.408,54.822,7.25,37.089
6.914,0,0,0,1.0,0,0,0.683,1,17,41.8,3.936,12.031,0.788,13,0.249,0,0,1.234,2.464,3.922,2.396,4.506,4.506,2.226,8.657,1.624,4.672,0.242,1.368,19.246,6.417,0.173,12.823,0.124,0.311,3.936,1,20.25,0.263,10.242,22.975,24.472,0.199,25.137,0.083,22.187,22.187,22.187,22.187,22.187,1.696,7.514,40.539,252.955,40.79,140.068,13.315,1.958,6.561,0.917,10.267,4.217,4.078,7.442,287.975,19.45,2.542,2.542,4.964,1.532,1.532,22.22,55.887,1876.0,3.003,2.0,23.204,15.725,0.078,0.125,1.432,1.432,5.73,5.73,2.275,2.275,19.343,3.892,48.0,3.819,154.0,17.841,17.841,17.841,17.841,17.841,1,4,0,1.713,3.813,1.203,14.242,1.421,1.983,1.983,0,4.214,53.703,4.1,9.71,199.406,11.747,4.122,2.275,2.275,1.462,0.773,53.368,0.347,0.347,150.0,14.008,1.131,6.506,1.088,33.052,23.0,0,293.975,10.775,1.403,1.403,1.701,5.595,0.108,53.121,53.707,6.962,33.079
6.971,0,0,0,1.0,0,0,0.683,1,14,41.8,3.933,12.145,0.788,13,0.249,0,0,1.234,2.464,3.741,2.395,4.506,4.506,2.198,8.658,1.624,4.659,0.242,1.367,19.254,6.437,0.173,12.823,0.125,0.314,3.936,0,20.25,0.263,10.242,22.975,24.472,0.199,25.137,0.083,22.187,22.187,22.187,22.187,22.187,1.68,7.476,39.941,255.445,40.79,140.068,13.351,1.9,6.563,0.878,10.27,4.217,4.082,7.442,294.465,19.45,2.629,2.629,4.964,1.532,1.532,22.22,55.854,1858.0,3.005,2.021,23.204,15.725,0.078,0.125,1.429,1.429,5.618,5.618,2.401,2.401,19.343,3.892,48.0,3.797,142.0,17.858,17.858,17.858,17.858,17.858,1,4,0,1.714,3.813,1.223,14.242,1.421,1.957,1.957,0,4.214,53.703,4.1,9.71,199.406,11.663,4.141,2.275,2.275,1.462,0.773,53.449,0.347,0.347,154.0,14.02,1.154,6.506,1.11,35.784,23.0,0,301.975,10.622,1.405,1.405,1.702,5.595,0.108,53.227,53.765,6.962,34.05
6.421,1,0,0,1.0,0,0,0.659,1,7,44.4,3.828,8.191,0.839,8,0.261,0,0,1.104,2.389,3.323,2.023,4.53,4.53,0.999,8.358,1.521,4.035,0.23,1.009,15.007,5.025,0.223,10.224,0.152,0.386,3.8,0,16.0,0.338,7.752,17.893,19.706,0.227,19.474,0.107,17.256,17.256,17.256,17.256,17.256,1.462,6.112,25.808,206.379,32.409,110.534,10.383,0.718,6.284,-0.197,9.944,3.969,3.7,7.175,226.379,15.152,1.738,1.738,4.606,1.413,1.413,21.19,44.102,930.0,2.938,1.243,18.224,12.259,0.097,0.162,1.078,1.078,4.312,4.312,0.493,0.493,15.164,3.638,37.0,3.4,98.0,13.887,13.887,13.887,13.887,13.887,1,3,0,1.308,3.581,0.924,11.105,1.365,1.532,1.532,0,4.023,41.714,3.849,8.233,163.914,9.0,3.732,-0.561,-0.561,1.0,0.685,41.3,-0.643,-0.643,110.096,10.98,1.107,6.53,1.062,24.337,20.0,0,228.379,8.007,1.0,1.0,1.434,5.342,0.139,41.357,41.762,5.229,26.247
6.815,0,0,0,1.0,0,0,0.65,1,9,45.8,3.829,9.994,0.866,8,0.272,0,0,1.219,2.39,3.409,2.026,4.531,4.531,1.306,8.387,1.524,4.128,0.22,1.012,15.427,5.172,0.215,10.762,0.149,0.376,3.826,0,16.5,0.327,8.404,18.755,19.706,0.223,20.167,0.103,18.127,18.127,18.127,18.127,18.127,1.462,6.399,28.201,225.323,34.171,115.058,10.885,1.107,6.297,0.156,9.974,4.006,3.767,7.204,245.323,15.824,1.79,1.79,4.663,1.414,1.414,23.115,45.217,1056.0,2.939,1.288,19.04,12.797,0.094,0.156,1.081,1.081,4.312,4.312,0.628,0.628,16.034,3.664,38.0,3.509,114.0,14.315,14.315,14.315,14.315,14.315,1,3,0,1.476,3.629,0.993,11.648,1.365,1.532,1.532,0,4.082,43.11,3.893,8.733,175.059,9.424,3.83,0.347,0.347,1.0,0.727,42.405,-0.24,-0.24,116.211,11.149,1.107,6.531,1.062,30.375,22.0,0,247.323,8.449,1.0,1.0,1.451,5.371,0.134,42.423,42.558,5.757,26.247
6.02,0,0,0,1.0,0,0,0.683,1,16,41.8,3.924,12.213,0.788,12,0.249,0,0,1.234,2.464,3.801,2.391,4.506,4.506,2.21,8.671,1.626,4.642,0.243,1.366,19.204,6.425,0.179,12.829,0.125,0.317,3.936,0,20.25,0.278,10.242,23.002,23.127,0.199,25.137,0.084,22.239,22.239,22.239,22.239,22.239,1.626,7.615,39.344,252.2,40.79,140.068,13.387,1.905,6.554,0.883,10.291,4.217,4.058,7.456,291.22,19.455,2.865,2.865,4.964,1.532,1.532,22.22,55.921,1840.0,3.006,2.021,23.204,15.742,0.079,0.125,1.415,1.415,5.183,5.183,2.407,2.407,19.368,3.892,48.0,3.81,142.0,17.842,17.842,17.842,17.842,17.842,1,4,0,1.714,3.813,1.222,14.276,1.421,1.818,1.818,0,4.214,53.886,4.1,9.71,199.406,11.803,4.151,2.275,2.275,1.462,0.773,53.345,0.347,0.347,152.0,13.914,1.156,6.506,1.111,36.537,23.0,0,301.975,10.608,1.414,1.414,1.704,5.595,0.11,53.108,53.685,6.962,31.452
6.656,1,0,0,1.0,0,0,0.659,1,7,44.4,3.821,8.369,0.839,7,0.263,0,0,1.216,2.364,3.32,2.021,4.499,4.499,1.008,8.342,1.513,4.065,0.231,1.009,15.049,5.203,0.223,10.296,0.152,0.385,3.782,0,16.0,0.338,8.196,18.178,19.742,0.225,19.761,0.107,17.516,17.516,17.516,17.516,17.516,1.462,5.977,25.891,207.133,32.409,110.981,10.749,0.761,6.267,-0.146,9.931,3.973,3.707,7.117,227.133,15.137,2.136,2.136,4.619,1.402,1.402,21.158,43.28,932.0,2.937,1.243,18.284,12.365,0.097,0.161,1.075,1.075,3.056,3.056,0.568,0.568,15.371,3.638,37.0,3.391,96.0,13.904,13.904,13.904,13.904,13.904,1,3,0,1.296,3.581,0.913,11.183,1.333,1.437,1.437,1,4.023,41.0,3.841,7.9,163.914,8.921,3.739,-0.405,-0.405,1.0,0.685,40.9,-0.591,-0.591,110.096,10.699,1.107,6.499,1.062,24.595,20.0,0,229.133,7.912,1.0,1.0,1.389,5.323,0.139,40.868,41.16,5.528,25.748
5.0,1,1,1,1.0,1,1,0.713,1,6,35.0,3.78,9.777,0.687,10,0.234,0,0,1.128,2.709,3.701,2.503,4.409,4.409,0.91,8.886,1.38,3.511,0.243,1.455,15.633,4.49,0.276,9.048,0.23,0.716,3.709,1,17.5,0.551,5.379,17.684,20.645,0.225,19.709,0.127,17.245,17.245,17.245,17.245,17.245,1.911,5.794,17.657,192.513,29.455,98.669,9.486,0.479,7.309,-0.357,10.672,4.012,3.844,7.738,206.122,16.316,2.342,2.342,4.602,1.72,1.72,9.755,49.856,878.0,2.835,1.121,18.181,12.397,0.124,0.147,1.548,1.548,5.75,5.75,0.0,0.0,15.194,3.689,39.0,3.249,76.0,14.776,14.776,14.776,14.776,14.776,1,1,0,1.357,3.494,0.829,11.446,1.618,1.824,1.824,1,3.947,50.668,3.953,7.595,163.393,11.105,4.134,-1.279,-1.279,1.155,0.645,47.658,-0.49,-0.49,122.211,12.435,1.0,6.409,0.963,22.774,14.0,0,206.122,7.341,1.149,1.149,1.461,5.533,0.159,47.402,48.047,3.398,25.682
8.268,0,0,0,0.5,0,0,0.614,1,4,48.2,3.764,20.483,1.047,18,0.248,0,1,1.29,2.965,4.181,2.823,3.927,3.927,2.5,8.938,1.751,5.09,0.237,1.812,23.356,8.069,0.155,14.526,0.152,0.396,3.86,3,27.5,0.271,15.612,29.897,42.942,0.182,30.224,0.073,29.283,29.283,29.283,29.283,29.283,2.415,7.968,58.53,408.56,53.796,169.714,17.566,2.084,6.582,1.079,10.598,4.479,4.57,7.755,455.844,24.422,3.72,3.72,5.352,1.997,1.997,34.065,70.989,4291.0,3.393,2.342,30.409,20.854,0.072,0.085,1.832,1.832,6.011,6.011,2.671,2.671,26.48,4.094,59.0,4.316,296.0,22.536,22.536,22.536,22.536,22.536,7,4,0,1.83,3.988,2.328,19.985,1.923,2.108,2.108,0,4.615,71.294,4.321,15.917,312.709,14.963,4.726,2.546,2.546,1.869,1.196,66.693,1.0,1.0,225.329,17.84,1.576,5.927,1.578,59.884,40.0,2,476.109,15.131,1.698,1.698,1.791,5.832,0.094,66.801,68.574,11.665,55.624
6.572,0,0,0,0.5,0,0,0.615,0,3,47.6,3.763,18.77,1.055,10,0.241,0,1,1.205,2.954,4.185,2.823,3.927,3.927,2.5,8.938,1.749,5.09,0.244,1.811,23.532,8.069,0.155,14.331,0.152,0.396,3.857,3,28.25,0.271,15.584,29.982,44.635,0.182,30.224,0.073,29.283,29.283,29.283,29.283,29.283,2.392,7.574,58.53,401.506,53.04,170.658,17.566,2.071,6.582,1.064,10.598,4.479,4.556,7.755,448.79,24.053,3.72,3.72,5.352,1.997,1.997,33.518,70.985,4291.0,3.392,2.328,30.25,20.854,0.069,0.085,1.832,1.832,6.011,6.011,2.671,2.671,26.48,4.094,59.0,4.3,296.0,22.536,22.536,22.536,22.536,22.536,7,4,0,1.83,3.96,2.278,19.903,1.902,2.108,2.108,0,4.612,71.294,4.291,15.783,311.124,14.963,4.689,2.546,2.546,1.869,1.207,66.708,1.0,1.0,225.329,17.84,1.576,5.927,1.577,57.449,39.0,1,468.3,14.523,1.698,1.698,1.791,5.832,0.094,66.801,68.574,11.63,61.569
6.879,0,0,0,1.0,0,0,0.589,1,4,52.3,3.814,23.014,1.116,11,0.294,0,1,1.317,2.917,4.212,2.79,3.896,3.896,2.148,8.91,1.746,4.984,0.189,1.747,22.567,7.628,0.162,15.159,0.147,0.377,3.849,0,26.5,0.283,15.372,28.396,41.354,0.186,28.838,0.076,27.706,27.706,27.706,27.706,27.706,2.334,8.68,55.694,410.845,54.722,168.747,16.458,2.08,6.402,1.075,10.574,4.432,4.585,7.73,466.129,24.424,3.707,3.707,5.28,1.967,1.967,40.136,67.229,3750.0,3.386,2.291,29.792,19.816,0.076,0.089,1.827,1.827,5.738,5.738,2.647,2.647,25.889,3.97,52.0,4.28,276.0,21.571,21.571,21.571,21.571,21.571,7,4,0,1.818,3.998,2.253,18.712,1.845,2.094,2.094,0,4.654,68.485,4.332,16.217,294.218,14.419,4.758,2.529,2.529,1.733,1.234,64.299,1.0,1.0,211.66,17.29,1.528,5.896,1.491,69.447,45.0,1,485.639,17.936,1.698,1.698,1.778,5.796,0.099,64.325,64.718,11.922,57.631
6.256,0,0,0,0.5,0,0,0.606,0,2,48.8,3.758,19.486,1.089,8,0.246,0,1,1.204,3.053,4.124,2.933,3.816,3.816,2.429,8.962,1.747,5.112,0.236,1.892,23.433,7.83,0.155,14.387,0.143,0.363,3.85,3,28.25,0.271,15.388,29.754,46.685,0.183,29.937,0.073,29.024,29.024,29.024,29.024,29.024,2.436,7.694,59.965,413.896,53.461,167.884,17.083,2.094,6.563,1.092,10.627,4.477,4.554,7.786,463.406,24.162,3.998,3.998,5.343,2.094,2.094,35.796,70.033,4207.0,3.39,2.362,30.319,20.748,0.069,0.083,1.964,1.964,6.574,6.574,2.894,2.894,26.508,4.06,57.0,4.267,295.0,22.482,22.482,22.482,22.482,22.482,7,4,0,1.824,3.965,2.191,19.687,1.996,2.255,2.255,0,4.633,71.831,4.305,16.383,309.483,15.17,4.684,2.547,2.547,1.739,1.194,66.955,1.091,1.091,229.329,18.093,1.543,5.816,1.551,59.993,41.0,1,487.18,15.739,1.698,1.698,1.788,5.844,0.094,67.164,67.663,11.648,65.268
6.0,0,0,0,1.0,0,0,0.59,1,3,51.8,3.814,21.312,1.125,3,0.287,0,1,1.317,2.907,4.213,2.789,3.817,3.817,2.148,8.91,1.744,4.984,0.196,1.745,22.742,7.628,0.162,14.964,0.147,0.377,3.847,0,27.25,0.283,15.345,28.48,43.047,0.186,28.838,0.076,27.706,27.706,27.706,27.706,27.706,2.315,8.286,55.694,400.985,53.966,169.691,16.458,2.069,6.402,1.062,10.574,4.432,4.571,7.73,456.269,24.054,3.707,3.707,5.28,1.967,1.967,39.65,67.223,3750.0,3.386,2.282,29.633,19.816,0.072,0.087,1.827,1.827,5.738,5.738,2.647,2.647,25.889,3.97,52.0,4.27,276.0,21.571,21.571,21.571,21.571,21.571,7,4,0,1.818,3.97,2.21,18.63,1.832,2.094,2.094,0,4.65,68.485,4.302,16.083,291.029,14.419,4.723,2.529,2.529,1.72,1.241,64.312,1.0,1.0,211.66,17.29,1.527,5.817,1.488,67.351,44.0,0,477.779,17.418,1.698,1.698,1.778,5.796,0.098,64.325,64.718,11.886,63.576
9.0,0,0,0,0.5,0,0,0.588,1,2,51.8,3.762,20.897,1.149,15,0.274,0,1,1.29,2.965,4.154,2.676,3.927,3.927,2.397,8.92,1.677,4.765,0.201,1.663,21.842,7.222,0.166,14.115,0.191,0.503,3.854,3,26.0,0.289,14.75,27.594,38.091,0.192,27.046,0.078,26.979,26.979,26.979,26.979,26.979,2.415,7.922,53.472,424.23,53.319,163.243,15.844,1.984,6.461,0.983,10.589,4.417,4.542,7.789,454.985,23.328,3.72,3.72,5.251,1.997,1.997,36.807,67.889,3745.0,3.393,2.329,29.114,19.493,0.077,0.091,1.698,1.698,6.011,6.011,2.547,2.547,24.903,3.989,53.0,4.306,246.0,21.023,21.023,21.023,21.023,21.023,7,3,0,1.796,3.961,2.268,18.624,1.922,2.108,2.108,0,4.633,67.528,4.299,17.25,308.539,13.826,4.723,2.275,2.275,1.762,1.208,62.92,1.0,1.0,210.905,17.745,1.57,5.927,1.576,65.83,44.0,2,466.494,14.967,1.689,1.689,1.751,5.79,0.101,63.081,65.045,11.692,48.848
