pXC50,MATS2i,SssNH,CATS2D_04_DL,JGI1,nCrs,C.002,P_VSA_i_4,P_VSA_e_3,JGI7,NssCH2,NssNH,C.028,MATS3v,Chi1_EA.ed.,Chi0_EA.ed.,SaaN,nArCN,nTB,NtN,StN,NtsC,StsC,BLI,GATS3v,GMTI,GATS5v,NNRS,nCIR,CATS2D_06_LL,Rbrid,SpMAD_AEA.dm.,Eta_FL_A,GATS3p,ALOGP,ALOGP2,ATS3i,Yindex,JGI6,AMR,IDMT,SpMax2_Bh.p.,Eig15_EA.bo.,CATS2D_05_LL,SpMax7_Bh.m.,ON1V,Eta_alpha,RBN,JGT,Eig14_EA,SM08_AEA.dm.,CATS2D_06_AA,DLS_02,MATS5v,SpMax8_Bh.m.,SpMin1_Bh.p.,C.026,D.Dtr10,Eig12_EA.ed.,SM07_AEA.ri.,IAC,TIC0,GATS2p,GATS2v,Chi0_AEA.bo.,Chi0_AEA.dm.,Chi0_AEA.ed.
4.658,0.067,0.0,0,0.18,0,0,19.91,19.91,0.013,3,0,0,-0.293,4.636,9.73,0.0,0,1,0,0.0,1,2.655,0.918,1.238,6196.0,1.043,0.667,4,11,1,1.482,0.282,1.263,5.248,27.539,4.716,0.541,0.011,94.221,10810.1,3.841,-1.1,7,2.803,2.393,11.133,6,0.372,-0.619,-0.619,0,1.0,-0.089,2.687,2.034,1,0.0,-0.469,-0.469,58.452,58.452,0.9,0.89,15.817,15.817,15.817
5.152,0.085,0.0,0,0.173,0,0,19.91,19.91,0.012,3,0,0,-0.284,4.929,10.254,0.0,0,1,0,0.0,2,6.013,0.936,1.238,7049.0,0.925,0.667,4,11,1,1.506,0.275,1.266,5.197,27.012,4.746,0.52,0.011,99.722,12576.3,3.841,-1.096,7,2.803,2.622,11.633,6,0.361,-0.468,-0.468,0,1.0,0.024,2.687,2.034,1,0.0,0.376,0.376,61.738,61.738,0.884,0.873,16.524,16.524,16.524
5.18,-0.002,0.0,3,0.15,1,1,52.807,52.807,0.01,4,0,2,-0.134,3.45,7.43,4.713,0,1,0,0.0,1,2.69,0.917,1.07,2608.0,1.1,0.333,6,2,2,1.522,0.267,1.122,2.752,7.575,4.564,0.862,0.023,73.534,4077.2,3.628,-1.901,5,2.512,1.942,8.7,1,0.408,-1.175,-1.175,0,1.0,-0.135,2.468,2.159,1,106.72,-2.028,-2.028,44.503,44.503,0.894,0.868,12.439,12.439,12.439
4.0,0.07,0.0,2,0.196,1,1,100.652,100.652,0.014,4,0,1,-0.146,3.753,8.264,8.721,1,2,1,9.053,2,4.651,0.893,1.044,3835.0,0.989,0.333,6,4,2,1.671,0.271,1.088,2.55,6.501,4.535,0.8,0.025,81.491,6695.94,3.635,-1.39,3,2.746,1.919,10.214,1,0.488,-0.847,-0.847,2,1.0,0.029,2.647,2.15,1,133.264,-0.813,-0.813,53.232,53.232,0.764,0.739,14.257,14.257,14.257
4.0,0.141,0.0,2,0.188,1,1,100.652,100.652,0.013,4,0,1,-0.158,3.908,8.787,8.903,1,2,1,9.189,2,4.718,0.862,1.084,4332.0,1.117,0.333,6,2,2,1.639,0.277,1.228,2.199,4.835,4.598,0.782,0.025,82.402,7785.6,3.627,-1.114,3,2.762,2.092,10.333,2,0.469,-0.754,-0.754,2,1.0,-0.124,2.658,2.155,1,142.684,-0.397,-0.397,58.537,58.537,0.716,0.701,15.127,15.127,15.127
4.0,0.243,0.0,2,0.2,1,1,103.776,103.776,0.016,4,0,1,-0.198,4.058,8.948,9.22,1,2,1,9.36,2,4.848,0.888,1.152,4833.0,1.174,0.333,6,2,2,1.647,0.269,1.288,2.377,5.653,4.725,0.774,0.027,90.367,8919.31,3.641,-1.0,3,2.771,2.333,10.9,2,0.494,-0.747,-0.747,2,1.0,-0.195,2.66,2.16,1,152.103,-0.374,-0.374,59.604,59.604,0.654,0.658,15.464,15.464,15.464
4.569,0.065,0.0,2,0.161,3,3,103.776,103.776,0.014,8,0,1,-0.065,4.672,10.168,9.492,1,2,1,9.571,2,4.962,0.926,1.033,6697.0,1.074,0.5,7,4,2,1.619,0.244,1.117,2.838,8.057,4.965,0.631,0.024,97.908,11616.5,3.693,-0.692,5,2.807,2.883,11.9,2,0.411,-0.186,-0.186,2,1.0,-0.113,2.679,2.159,1,166.274,1.084,1.084,64.474,64.474,0.88,0.851,17.326,17.326,17.326
5.0,0.049,0.0,2,0.155,4,4,103.776,103.776,0.015,9,0,1,-0.032,4.922,10.668,9.557,1,2,1,9.642,2,4.988,0.945,1.007,7471.0,1.0,0.5,7,5,2,1.617,0.234,1.092,3.295,10.855,5.058,0.614,0.023,102.509,13222.8,3.697,-0.565,6,2.868,3.133,12.4,2,0.401,-0.163,-0.163,2,1.0,-0.03,2.866,2.165,1,174.746,1.138,1.138,68.022,68.022,0.916,0.886,18.033,18.033,18.033
5.421,0.078,0.0,2,0.258,9,11,0.0,0.0,0.019,11,0,0,-0.051,4.906,10.856,0.0,0,0,0,0.0,0,0.0,1.236,1.186,10778.0,1.019,0.25,10,35,3,1.542,0.024,1.187,8.219,67.554,5.774,0.568,0.025,129.612,20948.2,3.83,-0.152,37,3.126,5.976,14.833,6,0.606,0.114,0.114,0,0.83,-0.056,3.045,2.148,0,185.57,1.566,1.566,82.68,82.68,1.137,1.126,19.658,19.658,19.658
7.824,-0.115,6.754,9,0.115,4,9,69.593,69.593,0.01,11,2,2,0.078,7.024,14.759,4.899,0,0,0,0.0,0,0.0,1.018,0.898,23380.0,1.055,0.4,9,18,3,1.51,0.217,0.901,6.75,45.556,5.42,0.301,0.013,143.95,42532.2,4.027,0.91,13,3.333,4.608,17.148,10,0.324,1.011,1.011,0,0.67,-0.09,3.181,2.156,2,299.277,2.913,2.913,98.601,98.601,1.057,1.042,24.311,24.311,24.311
4.827,0.145,3.324,1,0.182,3,3,21.135,21.135,0.018,5,1,0,-0.066,4.009,8.724,0.0,0,1,0,0.0,1,2.598,1.006,1.061,4009.0,0.982,0.5,3,6,1,1.506,0.214,1.144,3.961,15.693,4.835,0.782,0.02,83.341,7626.66,3.515,-1.444,5,2.737,2.774,9.967,6,0.437,-0.858,-0.858,0,1.0,-0.02,2.557,1.99,1,0.0,-0.907,-0.907,61.735,61.735,0.947,0.949,14.223,14.223,14.223
5.658,0.176,3.315,1,0.19,3,2,21.135,21.135,0.02,4,1,0,-0.069,3.714,8.119,0.0,0,1,0,0.0,1,2.592,0.983,1.058,3442.0,0.846,0.5,3,6,1,1.501,0.225,1.133,3.438,11.818,4.739,0.819,0.021,78.817,6429.6,3.458,-1.471,5,2.694,2.524,9.467,5,0.452,-1.137,-1.137,0,1.0,0.105,2.557,1.989,1,0.0,-1.675,-1.675,58.439,58.439,0.906,0.91,13.516,13.516,13.516
8.071,-0.063,0.0,0,0.083,6,11,73.391,73.391,0.007,15,0,0,0.113,7.739,16.146,0.0,0,0,0,0.0,0,0.0,1.026,0.848,27582.0,1.076,0.333,12,22,4,1.48,0.202,0.882,6.893,47.516,5.57,0.273,0.011,150.588,49169.3,3.899,1.279,14,3.227,5.4,17.9,8,0.262,1.247,1.247,0,0.5,-0.102,3.068,2.103,2,605.348,3.121,3.121,98.65,98.65,1.099,1.057,26.225,26.225,26.225
7.886,-0.08,0.0,0,0.078,8,14,73.391,73.391,0.006,18,0,0,0.133,8.489,17.646,0.0,0,0,0,0.0,0,0.0,1.058,0.839,34115.0,0.983,0.333,12,26,4,1.456,0.187,0.874,8.262,68.257,5.717,0.26,0.009,164.391,63397.9,3.897,1.433,17,3.296,6.15,19.4,9,0.246,1.347,1.347,0,0.5,-0.011,3.178,2.072,2,322.269,3.325,3.325,108.256,108.256,1.135,1.095,28.346,28.346,28.346
5.639,-0.031,0.0,0,0.143,2,4,36.695,36.695,0.015,6,0,0,0.121,3.774,7.994,0.0,0,0,0,0.0,0,0.0,1.052,0.817,2978.0,1.025,0.333,6,9,2,1.489,0.201,0.838,4.069,16.554,4.773,0.851,0.019,78.699,4889.34,3.6,-1.527,5,2.647,2.68,9.414,3,0.389,-1.187,-1.187,0,1.0,-0.093,2.483,2.044,2,60.937,-1.206,-1.206,54.333,54.333,0.921,0.921,13.146,13.146,13.146
7.215,-0.038,0.0,0,0.131,4,9,73.391,73.391,0.011,13,0,0,0.097,7.404,15.419,0.0,0,0,0,0.0,0,0.0,1.023,0.854,27628.0,1.073,0.333,12,18,4,1.507,0.206,0.87,7.31,53.43,5.456,0.271,0.016,150.995,49546.4,3.912,1.098,10,3.342,4.86,18.329,8,0.34,1.112,1.112,0,0.5,-0.124,3.265,2.049,4,316.072,3.163,3.163,103.097,103.097,0.943,0.948,25.706,25.706,25.706
7.343,-0.04,3.808,5,0.128,4,10,74.616,74.616,0.011,14,1,0,0.07,7.654,15.919,0.0,0,0,0,0.0,0,0.0,1.046,0.885,30509.0,1.028,0.333,12,18,4,1.499,0.192,0.897,7.443,55.397,5.561,0.256,0.016,155.875,55317.7,3.913,1.158,11,3.35,5.206,18.829,10,0.333,1.113,1.113,0,0.33,-0.063,3.292,2.06,4,333.832,3.202,3.202,108.666,108.666,0.975,0.986,26.413,26.413,26.413
8.319,-0.056,0.0,0,0.085,4,10,73.391,73.391,0.008,14,0,0,0.099,7.495,15.646,0.0,0,0,0,0.0,0,0.0,1.014,0.86,26979.0,1.133,0.333,12,18,4,1.485,0.208,0.889,6.437,41.435,5.506,0.258,0.009,145.987,47035.2,3.903,1.148,13,3.244,5.15,17.4,9,0.263,1.111,1.111,0,0.5,-0.152,3.047,2.056,2,314.404,3.103,3.103,95.401,95.401,1.085,1.043,25.518,25.518,25.518
8.119,-0.069,0.0,0,0.081,6,12,73.391,73.391,0.007,16,0,0,0.112,7.989,16.646,0.0,0,0,0,0.0,0,0.0,1.037,0.852,30459.0,1.069,0.333,12,22,4,1.476,0.197,0.885,7.349,54.014,5.614,0.259,0.011,155.189,54919.0,3.899,1.331,15,3.268,5.65,18.4,9,0.257,1.247,1.247,0,0.5,-0.091,3.101,2.102,2,640.131,3.176,3.176,101.874,101.874,1.112,1.07,26.932,26.932,26.932
7.119,-0.09,0.0,0,0.074,10,16,73.391,73.391,0.007,20,0,0,0.129,8.989,18.646,0.0,0,0,0,0.0,0,0.0,1.076,0.846,38291.0,1.027,0.333,12,28,4,1.446,0.178,0.88,9.174,84.166,5.791,0.26,0.009,173.593,73204.6,3.895,1.507,17,3.331,6.65,20.4,9,0.238,1.414,1.414,0,0.5,-0.054,3.255,2.095,2,327.465,3.429,3.429,114.562,114.562,1.156,1.116,29.761,29.761,29.761
5.144,-0.027,0.0,4,0.125,2,2,51.582,51.582,0.0,3,0,0,0.05,2.677,5.683,0.0,0,0,0,0.0,0,0.0,0.917,0.874,1295.0,1.258,0.333,6,3,2,1.527,0.255,0.899,1.87,3.496,4.368,1.139,0.006,55.125,1680.08,3.586,-2.61,4,2.286,1.613,6.7,0,0.333,-1.946,-1.946,0,0.67,-0.325,1.505,2.042,1,37.086,-4.301,-4.301,35.234,35.234,1.01,0.946,9.707,9.707,9.707
7.569,-0.085,0.0,0,0.076,10,15,73.391,73.391,0.007,19,0,0,0.131,8.739,18.146,0.0,0,0,0,0.0,0,0.0,1.067,0.843,34902.0,1.03,0.333,12,28,4,1.451,0.182,0.877,8.718,76.004,5.755,0.274,0.009,168.992,66106.8,3.895,1.471,16,3.311,6.4,19.9,8,0.242,1.414,1.414,0,0.5,-0.06,3.249,2.096,2,310.368,3.373,3.373,111.418,111.418,1.146,1.106,29.053,29.053,29.053
5.26,-0.043,0.0,0,0.1,2,4,36.695,36.695,0.013,6,0,0,0.121,3.694,7.858,0.0,0,0,0,0.0,0,0.0,1.033,0.822,2611.0,1.105,0.333,6,9,2,1.471,0.208,0.853,3.404,11.589,4.775,0.872,0.013,73.895,4112.84,3.59,-1.641,6,2.546,2.7,8.7,3,0.318,-1.33,-1.33,0,1.0,-0.141,2.317,2.053,1,56.94,-1.735,-1.735,48.681,48.681,1.044,1.001,12.698,12.698,12.698
7.62,-0.075,0.0,0,0.08,8,13,73.391,73.391,0.006,17,0,0,0.135,8.239,17.146,0.0,0,0,0,0.0,0,0.0,1.047,0.835,30990.0,0.985,0.333,12,26,4,1.461,0.192,0.871,7.806,60.927,5.678,0.275,0.009,159.79,57001.7,3.896,1.391,16,3.266,5.9,18.9,8,0.25,1.345,1.345,0,0.5,-0.016,3.165,2.073,2,305.025,3.277,3.277,105.076,105.076,1.124,1.083,27.639,27.639,27.639
6.509,0.2,4.242,2,0.153,3,1,33.632,33.632,0.011,13,1,0,-0.194,14.166,29.528,0.0,0,0,0,0.0,0,0.0,0.849,1.141,121851.0,0.933,0.438,30,10,12,1.59,0.262,1.166,9.123,83.229,5.954,0.272,0.016,257.108,243722.0,3.865,2.679,6,3.878,7.231,33.9,13,0.366,2.227,2.227,5,0.33,0.074,3.565,2.097,12,269.807,7.049,7.049,195.232,195.232,0.784,0.782,51.567,51.567,51.567
5.167,0.294,0.0,0,0.208,0,2,6.249,6.249,0.016,4,0,0,-0.037,4.0,8.843,0.0,0,0,0,0.0,0,0.0,0.977,1.078,4651.0,0.986,0.5,3,3,1,1.55,0.22,1.17,2.565,6.578,4.875,0.892,0.027,88.255,9436.97,3.495,-1.24,3,2.797,2.881,10.633,7,0.491,-0.713,-0.713,4,1.0,-0.006,2.717,1.996,2,0.0,-0.371,-0.371,71.54,71.54,0.79,0.804,15.223,15.223,15.223
6.252,0.118,3.306,2,0.188,0,2,21.135,21.135,0.014,5,1,0,0.058,4.183,9.228,0.0,0,0,0,0.0,0,0.0,1.002,0.946,4911.0,0.972,0.5,3,4,1,1.523,0.211,1.014,2.56,6.554,4.926,0.82,0.023,88.768,9845.45,3.502,-1.2,4,2.827,3.135,10.633,8,0.444,-0.72,-0.72,0,1.0,-0.015,2.703,1.994,2,0.0,-0.485,-0.485,71.54,71.54,0.98,0.946,15.43,15.43,15.43
6.523,0.133,3.233,3,0.205,0,2,21.135,21.135,0.015,4,1,0,-0.016,3.767,8.159,0.0,0,0,0,0.0,0,0.0,0.96,1.03,3693.0,0.919,0.5,3,3,1,1.53,0.223,1.1,1.96,3.842,4.802,0.898,0.026,79.251,7152.69,3.488,-1.377,3,2.721,2.56,9.633,6,0.47,-1.0,-1.0,0,1.0,0.038,2.56,1.993,2,0.0,-1.776,-1.776,64.618,64.618,0.995,0.959,13.853,13.853,13.853
5.013,0.245,0.0,1,0.217,0,2,6.249,6.249,0.015,4,0,0,-0.044,3.867,8.374,0.0,0,0,0,0.0,0,0.0,0.968,1.075,4060.0,0.989,0.5,3,3,1,1.544,0.22,1.145,2.314,5.353,4.851,0.927,0.029,83.486,8099.74,3.488,-1.32,3,2.743,2.722,10.133,6,0.503,-0.938,-0.938,3,1.0,-0.013,2.562,1.995,2,0.0,-1.476,-1.476,68.107,68.107,0.876,0.864,14.353,14.353,14.353
5.071,0.128,3.274,3,0.205,0,2,54.032,54.032,0.015,4,1,0,-0.026,3.767,8.159,0.0,0,0,0,0.0,0,0.0,0.969,1.042,3693.0,0.913,0.5,3,3,1,1.54,0.222,1.116,1.358,1.844,4.826,0.898,0.026,81.073,7152.69,3.499,-1.377,3,2.731,2.593,9.7,6,0.47,-1.0,-1.0,0,1.0,0.046,2.57,1.994,2,0.0,-1.776,-1.776,66.126,66.126,1.004,0.962,13.853,13.853,13.853
5.337,0.173,3.308,2,0.183,0,2,21.135,21.135,0.012,3,1,0,-0.051,5.06,11.068,0.0,0,0,0,0.0,0,0.0,0.906,1.044,9371.0,0.988,0.667,4,5,1,1.55,0.26,1.124,3.423,11.714,4.948,0.589,0.023,105.513,18437.3,3.828,-0.258,3,2.94,2.932,12.967,8,0.433,0.14,0.14,0,1.0,-0.01,2.828,2.02,4,0.0,1.248,1.248,80.535,80.535,0.852,0.843,18.947,18.947,18.947
5.409,0.193,3.292,2,0.217,0,2,21.135,21.135,0.017,4,1,0,-0.041,3.895,8.565,0.0,0,0,0,0.0,0,0.0,0.968,1.062,4704.0,0.879,0.5,3,2,1,1.535,0.222,1.134,2.211,4.889,4.828,0.728,0.022,84.02,9145.0,3.501,-1.369,2,2.765,2.711,10.133,7,0.489,-0.894,-0.894,0,1.0,0.085,2.69,1.992,2,0.0,-0.599,-0.599,68.107,68.107,0.892,0.886,14.671,14.671,14.671
5.0,0.133,3.233,3,0.227,0,2,21.135,21.135,0.017,4,1,0,-0.046,3.762,8.096,0.0,0,0,0,0.0,0,0.0,0.959,1.059,4085.0,0.872,0.5,3,2,1,1.529,0.222,1.106,1.96,3.842,4.802,0.755,0.024,79.251,7785.42,3.495,-1.377,2,2.726,2.553,9.633,6,0.505,-1.0,-1.0,0,1.0,0.09,2.584,1.992,2,0.0,-1.877,-1.877,64.618,64.618,0.995,0.959,13.801,13.801,13.801
4.175,0.233,0.0,0,0.212,0,4,6.249,6.249,0.016,6,0,0,-0.049,4.587,9.911,0.0,0,0,0,0.0,0,0.0,1.016,1.095,6653.0,0.972,0.5,3,2,1,1.536,0.201,1.17,3.545,12.564,5.039,0.705,0.023,97.38,13675.8,3.567,-0.887,2,2.874,3.374,11.633,9,0.489,-0.663,-0.663,4,1.0,0.009,2.761,1.997,2,0.0,0.161,0.161,78.263,78.263,0.875,0.884,16.585,16.585,16.585
4.268,0.173,3.308,2,0.2,0,2,21.135,21.135,0.012,3,1,0,-0.076,5.055,11.005,0.0,0,0,0,0.0,0,0.0,0.906,1.068,10267.0,0.957,0.667,4,4,1,1.549,0.259,1.128,3.423,11.714,4.948,0.509,0.022,105.513,19969.5,3.829,-0.29,2,2.941,2.925,12.967,8,0.459,0.134,0.134,0,1.0,0.033,2.796,2.019,4,0.0,1.111,1.111,80.535,80.535,0.852,0.843,18.894,18.894,18.894
8.097,0.193,3.275,2,0.196,0,2,21.135,21.135,0.018,4,1,0,-0.021,3.888,8.614,0.0,0,0,0,0.0,0,0.0,0.969,1.043,4424.0,0.907,0.5,3,2,1,1.536,0.223,1.132,2.211,4.889,4.828,0.803,0.021,84.02,8694.76,3.497,-1.367,2,2.784,2.718,10.133,7,0.466,-0.908,-0.908,0,1.0,0.054,2.651,1.992,2,0.0,-0.478,-0.478,68.107,68.107,0.892,0.886,14.723,14.723,14.723
5.886,0.327,3.238,1,0.188,1,1,21.135,21.135,0.023,2,1,0,-0.176,2.73,5.837,0.0,0,0,0,0.0,0,0.0,0.925,1.174,1483.0,1.094,0.5,3,0,1,1.558,0.255,1.329,1.683,2.832,4.336,1.053,0.024,59.164,2364.84,3.338,-2.271,0,2.369,1.651,6.967,2,0.426,-1.807,-1.807,0,1.0,-0.136,2.131,1.975,2,0.0,-4.12,-4.12,45.525,45.525,0.765,0.779,9.914,9.914,9.914
6.155,0.183,3.252,1,0.176,1,1,21.135,21.135,0.017,3,1,0,-0.01,2.879,6.337,0.0,0,0,0,0.0,0,0.0,0.972,0.997,1798.0,0.866,0.5,3,2,1,1.516,0.238,1.109,2.032,4.128,4.493,0.986,0.02,63.912,2961.11,3.434,-2.115,0,2.369,2.051,7.467,3,0.425,-1.618,-1.618,0,1.0,0.05,2.133,1.978,2,0.0,-2.84,-2.84,48.98,48.98,0.883,0.872,10.784,10.784,10.784
6.155,0.212,0.0,0,0.196,1,2,6.249,6.249,0.018,5,0,0,0.001,3.888,8.614,0.0,0,0,0,0.0,0,0.0,0.969,1.004,4424.0,0.939,0.5,3,3,1,1.531,0.23,1.081,2.341,5.478,4.803,0.803,0.021,83.699,8694.76,3.457,-1.367,1,2.782,2.739,10.133,7,0.466,-0.908,-0.908,2,1.0,0.052,2.654,1.987,2,0.0,-0.478,-0.478,68.107,68.107,0.827,0.83,14.723,14.723,14.723
4.231,0.316,0.0,0,0.222,1,1,6.249,6.249,0.022,3,0,0,-0.082,2.962,6.463,0.0,0,0,0,0.0,0,0.0,0.981,1.095,2181.0,0.766,0.5,3,2,1,1.529,0.233,1.174,2.385,5.689,4.559,0.898,0.024,68.146,3704.19,3.441,-1.903,0,2.573,2.207,7.967,3,0.506,-1.57,-1.57,2,1.0,0.155,2.363,1.982,2,0.0,-2.827,-2.827,52.361,52.361,0.748,0.765,11.232,11.232,11.232
5.167,0.212,0.0,0,0.217,1,2,6.249,6.249,0.019,5,0,0,-0.028,3.9,8.567,0.0,0,0,0,0.0,0,0.0,0.968,1.032,4536.0,0.874,0.5,3,3,1,1.53,0.229,1.087,2.341,5.478,4.803,0.771,0.021,83.699,8853.34,3.461,-1.343,1,2.758,2.732,10.133,7,0.484,-0.858,-0.858,2,1.0,0.112,2.686,1.988,2,0.0,-0.562,-0.562,68.107,68.107,0.827,0.83,14.671,14.671,14.671
6.699,0.163,3.331,2,0.175,0,1,54.032,54.032,0.018,4,1,0,0.04,3.419,7.655,0.0,0,0,0,0.0,0,0.0,1.0,0.987,2747.0,0.953,0.5,3,2,1,1.507,0.215,1.095,1.292,1.669,4.788,0.971,0.022,76.57,5077.61,3.45,-1.629,1,2.639,2.51,8.867,5,0.433,-1.303,-1.303,0,1.0,-0.015,2.401,1.992,2,0.0,-2.161,-2.161,60.581,60.581,0.967,0.952,12.861,12.861,12.861
5.022,0.222,0.0,2,0.196,0,2,19.91,19.91,0.015,3,0,0,-0.003,3.9,8.628,0.0,0,0,0,0.0,0,0.0,0.933,1.006,4256.0,0.9,0.5,3,3,1,1.532,0.245,1.111,2.788,7.774,4.69,0.861,0.024,82.173,8399.59,3.477,-1.391,3,2.792,2.531,10.133,7,0.458,-0.911,-0.911,0,1.0,0.065,2.659,2.028,1,0.0,-0.502,-0.502,66.039,66.039,0.828,0.82,14.723,14.723,14.723
6.523,0.193,3.292,2,0.196,0,2,21.135,21.135,0.015,4,1,0,-0.012,3.9,8.628,0.0,0,0,0,0.0,0,0.0,0.969,1.034,4256.0,0.922,0.5,3,3,1,1.536,0.223,1.129,2.211,4.889,4.828,0.861,0.024,84.02,8399.59,3.494,-1.372,3,2.783,2.718,10.133,7,0.458,-0.911,-0.911,0,1.0,0.04,2.653,1.993,2,0.0,-0.502,-0.502,68.107,68.107,0.892,0.886,14.723,14.723,14.723
5.888,-0.019,0.0,7,0.227,2,4,0.0,0.0,0.019,4,0,0,-0.161,5.509,11.61,0.0,0,0,0,0.0,0,0.0,0.932,1.151,12541.0,0.882,0.667,4,14,1,1.548,0.228,1.242,5.714,32.644,5.099,0.554,0.02,120.169,25916.8,3.817,-0.098,13,2.977,3.45,14.5,6,0.521,0.025,0.025,0,1.0,0.11,2.831,2.085,5,147.918,1.868,1.868,80.864,80.864,1.083,0.952,20.068,20.068,20.068
4.469,-0.014,2.655,2,0.183,0,1,34.796,34.796,0.015,2,1,0,-0.131,5.229,11.345,0.0,0,0,0,0.0,0,0.0,0.871,1.083,10147.0,0.994,0.667,4,0,1,1.57,0.282,1.069,2.994,8.962,4.86,0.532,0.016,103.194,19296.0,3.846,-0.261,1,2.976,2.611,12.967,9,0.41,0.157,0.157,3,1.0,-0.02,2.785,2.023,1,0.0,1.348,1.348,75.791,75.791,0.986,0.955,19.102,19.102,19.102
5.708,0.13,2.981,1,0.182,2,3,34.796,34.796,0.013,6,1,1,-0.033,5.327,11.316,4.543,0,0,0,0.0,0,0.0,0.946,1.005,11594.0,0.832,0.4,13,7,4,1.593,0.253,1.011,1.59,2.527,5.186,0.451,0.023,111.183,19707.3,3.792,0.008,12,2.994,3.54,13.867,4,0.436,0.557,0.557,0,1.0,0.147,2.831,2.185,1,366.221,1.544,1.544,76.747,76.747,0.867,0.854,19.706,19.706,19.706
5.71,0.226,2.878,1,0.172,0,1,37.921,37.921,0.014,2,1,1,-0.042,4.86,10.211,4.508,0,0,0,0.0,0,0.0,0.885,0.981,7655.0,0.938,0.25,12,7,4,1.599,0.279,1.009,2.484,6.168,4.845,0.577,0.023,100.844,13629.4,3.77,-0.675,12,2.841,2.665,12.367,4,0.425,-0.423,-0.423,0,1.0,0.017,2.632,2.185,1,307.944,1.16,1.16,67.429,67.429,0.763,0.755,17.499,17.499,17.499
5.357,0.198,2.905,1,0.167,0,2,37.921,37.921,0.015,3,1,1,-0.014,5.091,10.697,4.517,0,0,0,0.0,0,0.0,0.906,0.971,8748.0,0.971,0.25,12,9,4,1.581,0.269,1.001,2.805,7.867,4.932,0.537,0.018,105.598,15834.4,3.77,-0.632,14,2.902,2.915,12.867,5,0.413,-0.263,-0.263,0,1.0,-0.022,2.786,2.185,1,331.359,1.492,1.492,70.977,70.977,0.805,0.796,18.206,18.206,18.206
5.625,0.289,2.929,1,0.21,0,2,34.796,34.796,0.017,3,1,1,-0.129,5.035,10.606,4.526,0,0,0,0.0,0,0.0,0.939,1.108,9737.0,0.956,0.25,12,9,4,1.592,0.263,1.136,1.45,2.103,5.077,0.516,0.018,108.397,17924.5,3.772,-0.631,14,2.922,3.29,13.367,5,0.468,-0.237,-0.237,0,1.0,0.003,2.793,2.185,1,353.886,1.494,1.494,75.587,75.587,0.74,0.745,18.447,18.447,18.447
5.272,0.024,5.782,1,0.133,0,1,52.807,52.807,0.012,4,2,1,0.162,5.313,11.232,4.494,0,0,0,0.0,0,0.0,0.887,0.801,8860.0,0.993,0.25,12,7,4,1.576,0.273,0.797,1.408,1.983,4.93,0.528,0.02,101.841,16020.7,3.77,-0.577,12,2.911,2.765,12.7,6,0.367,-0.031,-0.031,0,1.0,-0.034,2.793,2.185,1,332.165,1.489,1.489,71.625,71.625,0.956,0.93,18.629,18.629,18.629
4.0,-0.02,0.0,1,0.136,0,0,49.683,49.683,0.016,0,0,1,-0.014,3.525,7.48,4.45,0,0,0,0.0,0,0.0,0.829,0.889,2924.0,1.079,0.25,12,6,4,1.601,0.311,0.948,2.362,5.58,4.383,0.915,0.025,74.333,4288.29,3.759,-1.7,10,2.494,1.707,9.133,0,0.397,-0.874,-0.874,0,0.83,-0.148,2.449,2.184,1,170.85,-1.568,-1.568,41.662,41.662,0.855,0.799,13.069,13.069,13.069
5.618,0.029,2.947,1,0.141,2,3,37.921,37.921,0.011,6,1,1,0.058,5.411,11.364,4.532,0,0,0,0.0,0,0.0,0.918,0.904,10691.0,0.947,0.4,13,7,4,1.585,0.256,0.907,2.945,8.671,5.06,0.458,0.021,108.384,17730.0,3.772,0.0,12,2.896,3.215,13.367,4,0.369,0.468,0.468,0,1.0,0.018,2.778,2.185,1,344.583,1.51,1.51,72.085,72.085,0.942,0.914,19.361,19.361,19.361
5.442,0.015,2.957,1,0.136,2,4,37.921,37.921,0.014,7,1,1,0.069,5.639,11.85,4.538,0,0,0,0.0,0,0.0,0.936,0.901,12134.0,0.976,0.4,13,9,4,1.571,0.248,0.907,3.266,10.665,5.132,0.426,0.018,113.138,20449.5,3.772,0.088,16,3.02,3.465,13.867,5,0.361,0.578,0.578,0,1.0,-0.018,2.821,2.185,1,369.732,1.941,1.941,75.587,75.587,0.968,0.939,20.068,20.068,20.068
5.36,0.258,2.839,1,0.179,0,0,37.921,37.921,0.015,1,1,1,-0.094,4.627,9.748,4.497,0,0,0,0.0,0,0.0,0.863,1.011,6678.0,1.028,0.25,12,6,4,1.605,0.289,1.026,2.449,5.997,4.746,0.621,0.022,96.294,11675.5,3.769,-0.772,10,2.821,2.415,11.867,3,0.436,-0.459,-0.459,0,1.0,-0.151,2.52,2.185,1,285.321,0.218,0.218,63.797,63.797,0.715,0.708,16.792,16.792,16.792
4.619,0.049,0.0,6,0.221,2,4,0.0,0.0,0.019,4,0,0,-0.14,5.659,12.131,0.0,0,0,0,0.0,0,0.0,0.939,1.138,13606.0,0.908,0.667,4,14,1,1.537,0.228,1.232,5.965,35.575,5.118,0.55,0.019,124.938,28600.7,3.82,-0.057,13,3.012,3.608,15.0,7,0.51,0.077,0.077,0,1.0,0.077,2.954,2.086,5,153.465,1.868,1.868,84.232,84.232,1.007,0.9,20.938,20.938,20.938
