pXC50,nR09,D.Dtr09,Eig02_EA.ri.,Eig02_EA,SM10_AEA.bo.,Eig02_AEA.ri.,nR05,N.072,Eig10_EA.ed.,SM05_AEA.ri.,Eig09_EA.bo.,Eig07_EA.bo.,CATS2D_07_DL,Eig02_EA.ed.,SM11_AEA.dm.,MAXDP,CATS2D_05_AN,CATS2D_07_AL,X5,Eig09_AEA.bo.,SpMax2_Bh.p.,ATS8p,Eig12_AEA.ed.,Eig11_EA,SM05_AEA.dm.,Eta_beta,Eig12_AEA.ri.,Eig11_AEA.bo.,Eig10_AEA.ed.,Eig02_AEA.bo.,MATS6m,Eig01_AEA.dm.,SpMax_AEA.dm.,SNar,Xt,ATSC8i,Eig07_EA,SM15_AEA.bo.,Eig07_AEA.bo.,Eig11_EA.ed.,SM06_AEA.ri.,Eig07_AEA.ri.,Eig11_AEA.ri.,Eig11_EA.ri.,Eig09_EA.ri.,Eig11_EA.bo.,SRW05,ATSC6i,Eig13_AEA.ri.,Eig11_AEA.ed.,Eig13_EA,Eig13_EA.bo.,Eig13_EA.ed.,Eig13_EA.ri.,SM07_AEA.dm.,SM08_AEA.ri.,Eig07_EA.ri.,SpMin4_Bh.e.,SpMin4_Bh.p.,CATS2D_02_DA,Rbrid,ATS6i,ATS7p,MATS6i,X3sol,SdssC,Eig09_AEA.ri.,Eig09_EA
5.959,0,0.0,2.761,2.809,2.809,3.795,0,2,-0.351,-0.351,0.865,1.348,3,8.757,8.757,5.298,0,6,3.278,2.011,3.622,3.809,2.26,-0.299,-0.299,19.25,0.61,0.893,2.74,3.964,-0.073,4.081,4.081,14.334,0.264,1.051,1.291,1.291,2.387,-0.659,-0.659,2.251,0.701,-0.296,0.763,-0.322,3.932,1.088,0.388,2.519,-0.609,-0.71,-1.16,-0.59,-0.609,-1.16,1.229,1.475,1.726,2,0,5.096,3.822,0.042,6.556,-1.191,1.777,0.76
4.921,0,0.0,2.6,2.587,2.587,3.593,0,1,0.246,0.246,1.35,1.5,0,7.349,7.349,5.127,0,5,4.149,2.421,3.842,3.545,2.179,0.0,0.0,27.75,0.758,1.191,2.851,3.939,0.069,3.827,3.827,15.197,0.257,0.724,1.149,1.149,2.5,0.0,0.0,2.115,0.915,0.0,1.0,0.0,0.0,0.884,0.281,2.566,-0.745,-0.955,-1.748,-0.751,-0.745,-1.748,1.076,1.349,1.562,1,0,4.645,3.668,0.033,7.297,-0.35,2.0,1.0
4.602,0,0.0,2.634,2.791,2.791,3.742,0,1,1.375,1.375,1.377,1.976,1,8.552,8.552,5.199,0,5,4.469,2.438,3.856,3.637,2.459,0.178,0.178,29.0,0.864,1.465,3.101,4.049,0.137,3.824,3.824,16.296,0.248,0.748,1.414,1.414,2.845,0.241,0.241,2.344,0.928,0.1,1.0,0.207,0.0,0.973,0.654,2.676,-0.256,-0.316,-0.561,-0.206,-0.256,-0.561,1.236,1.472,1.652,1,0,4.764,3.722,-0.049,8.536,-0.374,2.0,1.0
4.77,0,0.0,2.549,2.544,2.544,3.547,0,1,1.268,1.268,1.41,1.5,1,7.022,7.022,5.044,0,5,4.313,2.484,3.849,3.507,2.418,0.176,0.176,29.75,0.848,1.465,3.039,3.959,0.07,3.815,3.815,15.89,0.251,0.691,1.19,1.19,2.5,0.24,0.24,2.15,0.926,0.099,1.0,0.206,0.0,0.883,0.427,2.647,-0.585,-0.741,-1.311,-0.586,-0.585,-1.311,1.111,1.44,1.606,1,0,4.617,3.618,-0.042,7.629,-0.509,2.0,1.0
4.201,0,0.0,2.549,2.544,2.544,3.547,0,1,1.268,1.268,1.377,1.5,1,7.022,7.022,5.131,0,5,4.313,2.438,3.848,3.581,2.418,0.176,0.176,28.25,0.848,1.465,3.039,3.906,0.084,3.824,3.824,15.89,0.251,0.763,1.19,1.19,2.5,0.24,0.24,2.15,0.926,0.099,1.0,0.206,0.0,0.983,0.427,2.647,-0.585,-0.725,-1.311,-0.586,-0.585,-1.311,1.111,1.472,1.653,1,0,4.766,3.693,-0.036,7.629,-0.295,2.0,1.0
5.097,0,0.0,2.803,2.999,2.999,3.94,1,2,2.136,2.136,1.5,2.018,0,10.351,10.351,5.702,0,8,5.656,2.5,3.833,3.228,2.707,0.427,0.427,34.75,0.883,1.583,3.247,4.267,-0.295,4.755,4.755,16.701,0.245,0.562,1.434,1.434,2.902,0.621,0.621,2.426,1.293,0.366,1.0,0.48,2.398,0.912,0.43,3.099,-0.589,-0.766,-1.384,-0.589,-0.589,-1.384,1.414,1.357,1.599,0,0,4.554,3.385,-0.143,10.386,-1.694,2.0,1.0
6.0,0,0.0,2.836,3.006,3.006,3.951,1,2,2.321,2.321,1.5,2.03,0,10.356,10.356,5.672,3,8,5.804,2.529,3.834,3.196,3.081,0.888,0.888,36.25,0.883,2.165,3.436,4.275,-0.226,4.755,4.755,17.107,0.242,0.562,1.472,1.472,2.913,2.136,2.136,2.468,1.85,0.851,1.0,1.08,2.398,0.883,0.43,3.247,-0.589,-0.766,-1.385,-0.589,-0.589,-1.385,1.455,1.358,1.598,1,0,4.544,3.376,0.103,10.683,-3.228,2.005,1.0
5.745,0,0.0,2.839,3.022,3.022,3.967,1,2,2.136,2.136,1.5,2.017,0,10.486,10.486,5.711,0,8,5.274,2.5,3.835,3.158,2.626,-0.153,-0.153,33.25,0.728,1.444,3.247,4.281,-0.134,4.772,4.772,16.008,0.25,0.532,1.414,1.414,2.863,-0.364,-0.364,2.414,0.903,-0.155,1.0,-0.202,2.398,0.854,0.43,3.085,-0.589,-0.769,-1.385,-0.591,-0.589,-1.385,1.414,1.356,1.596,0,0,4.493,3.372,-0.122,10.076,-1.619,2.0,1.0
4.0,0,0.0,2.812,3.003,3.003,3.945,1,3,2.275,2.275,1.5,2.27,0,10.343,10.343,5.686,0,5,6.012,2.5,3.848,3.418,3.171,1.0,1.0,38.25,1.008,2.256,3.414,4.28,0.004,4.754,4.754,18.205,0.234,0.65,1.682,1.682,3.15,2.275,2.275,2.71,1.972,0.962,1.0,1.189,2.398,0.953,0.831,3.414,-0.185,-0.236,-0.422,-0.134,-0.185,-0.422,1.702,1.467,1.706,1,0,4.655,3.504,-0.081,11.39,-2.085,2.0,1.022
4.0,0,0.0,2.751,2.995,2.995,3.919,1,2,2.136,2.136,1.5,2.013,0,10.339,10.339,5.517,0,5,5.3,2.5,3.688,2.937,2.631,-0.151,-0.151,34.5,0.581,1.444,3.247,4.263,0.079,4.754,4.754,16.008,0.25,0.409,1.411,1.411,2.898,-0.356,-0.356,2.387,0.889,-0.119,0.916,-0.2,2.398,0.696,0.407,3.115,-0.589,-0.769,-1.386,-0.572,-0.589,-1.386,1.345,1.354,1.591,0,0,4.323,3.174,0.011,10.344,-1.895,1.917,1.0
5.347,0,0.0,2.8,2.995,2.995,3.935,1,2,2.136,2.136,1.5,2.013,0,10.339,10.339,5.601,0,8,5.3,2.5,3.834,3.183,2.631,-0.151,-0.151,33.25,0.736,1.444,3.247,4.263,-0.342,4.754,4.754,16.008,0.25,0.518,1.411,1.411,2.898,-0.356,-0.356,2.412,0.903,-0.153,1.0,-0.2,2.398,0.816,0.43,3.115,-0.589,-0.769,-1.386,-0.591,-0.589,-1.386,1.407,1.363,1.6,0,0,4.399,3.337,-0.182,10.055,-1.624,2.0,1.0
4.0,0,0.0,2.939,3.034,3.034,3.997,1,3,3.215,3.215,2.104,2.319,0,10.35,10.35,5.846,0,7,7.565,3.021,3.874,3.734,3.414,1.0,1.0,41.75,2.0,2.5,4.196,4.322,0.0,4.754,4.754,22.482,0.211,0.976,1.947,1.947,3.232,2.275,2.275,2.899,2.0,1.0,1.43,1.5,2.398,1.262,1.967,3.663,1.0,1.01,2.275,0.965,1.0,2.275,1.855,1.519,1.707,0,0,4.916,3.868,-0.082,14.058,-1.939,2.523,1.571
5.319,0,0.0,2.932,3.03,3.03,3.992,1,3,2.659,2.659,1.953,2.371,0,10.369,10.369,6.152,0,9,7.572,2.87,3.835,3.837,3.44,1.0,1.0,41.0,1.967,2.5,3.699,4.294,-0.058,4.755,4.755,22.076,0.213,1.183,1.8,1.8,3.255,2.417,2.417,2.824,2.0,1.0,1.42,1.5,2.398,1.371,1.854,3.533,0.891,1.064,2.136,0.854,0.891,2.136,1.828,1.534,1.728,0,0,4.978,3.97,0.03,13.288,-2.063,2.429,1.433
4.125,0,0.0,2.795,2.995,2.995,3.934,1,2,2.136,2.136,1.0,1.56,0,10.339,10.339,5.609,0,5,5.3,2.0,3.768,3.306,2.631,-0.151,-0.151,27.0,0.581,1.434,3.247,4.195,-0.136,4.754,4.754,16.008,0.25,0.56,1.411,1.411,2.581,-0.356,-0.356,2.398,0.892,-0.119,1.0,-0.196,2.398,0.896,0.43,3.115,-0.589,-0.668,-1.386,-0.59,-0.589,-1.386,1.358,1.398,1.646,0,0,4.65,3.458,-0.029,10.344,-1.438,2.0,1.0
5.347,0,0.0,2.794,2.992,2.992,3.931,1,2,2.136,2.136,1.5,1.759,0,10.338,10.338,5.49,0,8,5.133,2.5,3.833,3.009,2.543,-0.197,-0.197,32.75,0.43,1.443,3.247,4.26,-0.257,4.754,4.754,15.603,0.253,0.445,1.193,1.193,2.694,-0.498,-0.498,2.185,0.883,-0.209,1.0,-0.285,2.398,0.758,0.229,3.017,-0.731,-1.042,-1.646,-0.683,-0.731,-1.646,1.179,1.355,1.595,0,0,4.367,3.225,-0.022,9.644,-1.627,2.0,1.0
5.071,0,0.0,2.771,2.995,2.995,3.926,1,2,2.136,2.136,1.5,2.013,0,10.339,10.339,5.538,0,5,5.3,2.5,3.76,3.028,2.631,-0.151,-0.151,34.0,0.581,1.444,3.247,4.263,0.002,4.754,4.754,16.008,0.25,0.418,1.411,1.411,2.898,-0.356,-0.356,2.393,0.89,-0.119,0.957,-0.2,2.398,0.721,0.418,3.115,-0.589,-0.769,-1.386,-0.581,-0.589,-1.386,1.351,1.354,1.592,0,0,4.344,3.234,-0.014,10.344,-1.792,1.959,1.0
4.0,0,0.0,2.894,3.044,3.044,3.994,1,2,3.121,3.121,1.948,2.272,0,10.408,10.408,5.982,0,8,6.451,2.82,3.89,3.619,2.998,0.657,0.657,37.75,1.185,1.879,4.031,4.341,-0.101,4.755,4.755,18.611,0.232,0.911,1.631,1.631,3.101,1.186,1.186,2.591,1.552,0.581,1.414,0.779,2.398,1.214,1.115,3.25,0.121,0.144,0.27,0.12,0.121,0.27,1.569,1.412,1.652,0,0,4.869,3.761,-0.138,12.203,-1.735,2.414,1.414
6.481,0,0.0,2.802,2.995,2.995,3.936,1,2,2.136,2.136,1.5,2.019,0,10.339,10.339,5.606,0,8,5.418,2.5,3.834,3.14,2.768,0.488,0.488,37.0,0.883,2.166,3.247,4.265,-0.178,4.754,4.754,16.701,0.245,0.493,1.425,1.425,2.92,0.744,0.744,2.425,1.433,0.459,1.0,0.952,2.398,0.8,0.43,3.158,-0.551,-0.764,-1.089,-0.517,-0.551,-1.089,1.418,1.36,1.597,0,0,4.372,3.308,-0.152,10.463,-1.747,2.0,1.0
5.187,0,0.0,2.808,2.998,2.998,3.94,1,2,2.275,2.275,1.5,2.034,0,10.34,10.34,5.601,0,5,5.515,2.5,3.834,3.123,3.083,0.892,0.892,38.0,0.887,2.166,3.414,4.281,-0.109,4.754,4.754,17.107,0.242,0.523,1.463,1.463,2.918,2.136,2.136,2.458,1.853,0.854,1.0,1.084,2.398,0.808,0.455,3.247,-0.507,-0.712,-1.215,-0.48,-0.507,-1.215,1.447,1.362,1.616,0,0,4.398,3.297,-0.033,10.754,-1.887,2.0,1.0
4.0,0,0.0,2.753,2.938,2.938,3.879,1,2,2.136,2.136,1.5,2.015,0,10.043,10.043,5.458,0,11,5.139,2.5,3.832,3.183,2.753,-0.06,-0.06,33.25,0.779,1.449,3.247,4.228,-0.087,4.601,4.601,16.296,0.248,0.586,1.413,1.413,2.875,-0.159,-0.159,2.414,0.952,-0.058,1.0,-0.075,2.398,0.824,0.43,3.23,-0.589,-0.769,-1.385,-0.591,-0.589,-1.385,1.411,1.368,1.604,0,0,4.46,3.374,-0.032,9.328,-1.577,2.0,1.0
5.319,0,0.0,2.808,3.004,3.004,3.944,1,2,2.968,2.968,2.018,2.285,0,10.344,10.344,5.795,0,6,7.191,2.865,3.867,3.565,3.414,1.0,1.0,44.5,2.0,2.5,3.589,4.282,-0.025,4.754,4.754,21.671,0.215,0.743,1.699,1.699,3.175,2.275,2.275,2.73,2.0,1.0,1.373,1.5,2.398,1.082,1.968,3.414,1.0,1.192,2.136,0.958,1.0,2.136,1.722,1.519,1.707,0,0,4.738,3.709,-0.092,12.977,-1.772,2.393,1.414
5.229,0,0.0,2.887,3.09,3.09,4.029,1,2,2.904,2.904,2.013,2.262,0,10.867,10.867,5.978,0,10,7.378,2.898,3.868,3.815,3.414,1.0,1.0,44.5,2.0,2.5,3.628,4.382,0.005,4.754,4.754,21.671,0.215,1.015,1.647,1.647,3.077,2.557,2.557,2.62,2.0,1.0,1.358,1.5,2.398,1.217,1.881,3.551,0.921,1.126,2.136,0.879,0.921,2.136,1.549,1.519,1.707,0,0,4.824,3.951,-0.073,12.967,-1.83,2.398,1.411
5.481,0,0.0,2.804,3.001,3.001,3.941,1,2,2.588,2.588,1.958,2.262,0,10.352,10.352,6.039,0,14,7.129,2.825,3.833,3.654,3.247,1.0,1.0,43.75,2.0,2.5,3.546,4.268,-0.125,4.755,4.755,21.266,0.217,0.912,1.633,1.633,3.065,2.411,2.411,2.614,2.0,1.0,1.324,1.5,2.398,1.154,1.851,3.476,0.889,1.081,2.136,0.852,0.889,2.136,1.587,1.516,1.712,0,0,4.766,3.81,-0.045,12.2,-1.719,2.334,1.347
5.699,0,0.0,2.825,3.066,3.066,3.996,1,2,2.275,2.275,1.5,2.044,0,10.73,10.73,5.61,0,7,5.577,2.5,3.85,3.185,2.667,-0.076,-0.076,34.25,0.626,1.454,3.414,4.357,0.124,4.754,4.754,16.414,0.247,0.407,1.414,1.414,2.9,-0.182,-0.182,2.399,0.918,-0.06,1.0,-0.097,2.398,0.726,0.579,3.148,-0.327,-0.464,-0.763,-0.293,-0.327,-0.763,1.359,1.355,1.593,0,0,4.363,3.35,-0.039,11.175,-1.821,2.0,1.0
6.469,0,0.0,2.825,2.999,2.999,3.942,1,2,2.275,2.275,1.5,2.029,0,10.34,10.34,5.724,0,8,5.695,2.5,3.834,3.299,3.115,0.902,0.902,37.0,1.129,2.166,3.414,4.27,-0.011,4.754,4.754,17.8,0.237,0.594,1.484,1.484,2.914,2.136,2.136,2.472,1.859,0.859,1.0,1.084,2.398,0.944,0.885,3.247,-0.194,-0.28,-0.488,-0.205,-0.194,-0.488,1.456,1.362,1.608,0,0,4.602,3.448,-0.156,11.26,-2.424,2.0,1.0
5.77,0,0.0,2.9,3.039,3.039,3.992,1,2,3.108,3.108,1.946,2.267,0,10.398,10.398,5.874,0,14,6.01,2.819,3.892,3.59,2.783,0.134,0.134,34.75,1.08,1.47,4.024,4.338,-0.267,4.755,4.755,17.224,0.241,0.896,1.573,1.573,3.073,0.299,0.299,2.569,1.13,0.132,1.414,0.16,2.398,1.089,0.849,3.219,-0.232,-0.334,-0.577,-0.247,-0.232,-0.577,1.563,1.415,1.652,0,0,4.731,3.703,0.007,11.613,-1.608,2.414,1.414
4.0,0,0.0,2.874,3.025,3.025,3.974,1,2,2.321,2.321,1.5,2.259,0,10.386,10.386,5.639,0,5,5.912,2.531,3.861,3.282,3.147,0.912,0.912,37.0,0.892,2.17,3.436,4.32,-0.091,4.754,4.754,17.512,0.239,0.533,1.609,1.609,3.066,2.275,2.275,2.561,1.867,0.865,1.0,1.091,2.398,0.845,0.581,3.414,-0.27,-0.374,-0.639,-0.237,-0.27,-0.639,1.473,1.369,1.621,1,0,4.492,3.455,-0.138,11.392,-3.228,2.005,1.0
5.409,0,0.0,2.802,3.009,3.009,3.947,1,2,2.275,2.275,1.5,2.223,0,10.367,10.367,5.599,0,4,5.5,2.5,3.849,3.182,2.663,-0.151,-0.151,34.25,0.581,1.444,3.414,4.287,-0.135,4.754,4.754,16.414,0.247,0.402,1.554,1.554,3.046,-0.357,-0.357,2.502,0.892,-0.119,1.0,-0.199,2.398,0.71,0.474,3.151,-0.403,-0.512,-0.898,-0.262,-0.403,-0.898,1.404,1.353,1.587,0,0,4.36,3.356,-0.073,10.933,-1.785,2.0,1.0
6.155,0,0.0,2.795,2.995,2.995,3.934,1,2,2.136,2.136,1.5,2.013,0,10.339,10.339,5.558,0,5,5.3,2.5,3.834,3.111,2.631,-0.151,-0.151,33.5,0.581,1.444,3.247,4.263,-0.065,4.754,4.754,16.008,0.25,0.418,1.411,1.411,2.898,-0.356,-0.356,2.398,0.892,-0.119,1.0,-0.2,2.398,0.74,0.43,3.115,-0.589,-0.769,-1.386,-0.59,-0.589,-1.386,1.358,1.355,1.594,0,0,4.364,3.291,-0.047,10.344,-1.69,2.0,1.0
4.796,0,0.0,2.923,3.015,3.015,3.977,1,3,2.516,2.516,1.984,2.377,0,10.342,10.342,6.008,0,10,7.346,2.888,3.834,3.731,3.414,1.0,1.0,41.0,1.967,2.5,3.694,4.283,-0.05,4.754,4.754,22.076,0.213,0.98,1.803,1.803,3.255,2.275,2.275,2.825,2.0,1.0,1.415,1.5,2.398,1.292,1.917,3.534,0.939,1.062,2.136,0.908,0.939,2.136,1.829,1.538,1.731,0,0,4.908,3.853,-0.222,13.359,-1.93,2.423,1.425
5.377,0,0.0,2.798,2.995,2.995,3.935,1,2,2.136,2.136,1.5,2.016,0,10.339,10.339,5.649,0,5,5.418,2.5,3.833,3.187,2.768,0.488,0.488,34.75,0.882,1.655,3.247,4.264,-0.029,4.754,4.754,16.701,0.245,0.568,1.425,1.425,2.901,0.744,0.744,2.421,1.353,0.418,1.0,0.549,2.398,0.854,0.43,3.158,-0.551,-0.705,-1.089,-0.497,-0.551,-1.089,1.411,1.358,1.6,0,0,4.523,3.357,0.022,10.463,-1.679,2.0,1.0
5.824,0,0.0,2.797,2.995,2.995,3.934,1,2,2.136,2.136,1.5,2.013,0,10.339,10.339,5.479,0,5,5.3,2.5,3.833,3.002,2.631,-0.151,-0.151,33.5,0.653,1.444,3.247,4.263,-0.164,4.754,4.754,16.008,0.25,0.598,1.411,1.411,2.898,-0.356,-0.356,2.405,0.895,-0.143,1.0,-0.2,2.398,0.855,0.43,3.115,-0.589,-0.769,-1.386,-0.591,-0.589,-1.386,1.394,1.354,1.595,0,0,4.383,3.22,0.085,9.644,-1.811,2.0,1.0
4.0,0,0.0,2.751,2.783,2.783,3.775,1,2,2.136,2.136,1.5,1.657,0,8.555,8.555,5.305,0,10,5.094,2.5,3.83,3.175,2.561,0.527,0.527,32.25,0.828,1.917,3.247,4.139,-0.005,4.031,4.031,16.701,0.245,0.567,1.263,1.263,2.638,1.258,1.258,2.226,1.509,0.505,1.0,0.657,2.398,0.729,0.43,3.129,-0.585,-0.75,-1.379,-0.582,-0.585,-1.379,1.205,1.339,1.599,0,0,4.396,3.257,-0.041,8.391,-1.48,2.0,1.0
6.638,0,0.0,2.945,3.029,3.029,3.999,1,2,5.278,5.278,2.404,2.652,2,11.012,11.012,6.792,0,16,10.967,3.25,3.853,4.531,4.155,1.615,1.615,54.25,2.461,2.917,4.751,4.355,0.049,4.474,4.474,31.323,0.179,2.257,2.119,2.119,3.434,4.951,4.951,3.078,2.543,1.473,1.901,2.054,2.398,2.09,2.232,4.731,1.372,1.751,3.233,1.205,1.372,3.233,2.019,1.614,1.859,3,1,5.45,4.472,0.087,17.062,-2.919,2.925,1.942
4.0,0,0.0,2.796,2.865,2.865,3.842,0,1,2.275,2.275,1.67,2.215,0,8.74,8.74,5.729,0,7,5.946,2.719,3.833,4.021,3.414,1.0,1.0,41.0,2.0,2.5,3.538,4.198,0.126,3.79,3.79,21.383,0.216,1.35,1.841,1.841,3.15,2.275,2.275,2.804,2.0,1.0,1.138,1.5,0.0,1.5,1.963,3.414,1.0,1.108,1.802,0.946,1.0,1.802,1.761,1.535,1.756,0,0,5.207,4.077,0.081,10.728,-0.999,2.149,1.171
4.0,0,0.0,2.795,2.865,2.865,3.842,0,1,2.275,2.275,1.67,2.187,1,8.74,8.74,5.469,0,5,5.774,2.719,3.833,3.787,3.414,1.0,1.0,39.75,2.0,2.5,3.516,4.198,0.13,3.763,3.763,19.997,0.224,1.072,1.778,1.778,3.127,2.275,2.275,2.756,2.0,1.0,1.136,1.5,0.0,1.331,1.577,3.414,0.543,0.769,1.122,0.552,0.543,1.122,1.723,1.532,1.686,1,0,5.096,3.89,0.041,10.015,-1.811,2.148,1.169
4.0,0,0.0,2.65,2.7,2.7,3.681,0,1,2.275,2.275,1.5,2.481,0,7.601,7.601,5.195,0,5,5.205,2.5,3.823,3.574,2.946,1.0,1.0,37.5,1.352,2.384,3.414,4.049,-0.225,3.777,3.777,18.898,0.23,0.881,1.872,1.872,3.277,2.275,2.275,2.821,2.0,1.0,1.146,1.323,0.0,0.945,1.09,3.414,0.115,0.143,0.267,0.109,0.115,0.267,1.761,1.383,1.693,0,0,4.65,3.691,0.063,9.161,-1.572,2.17,1.205
