pXC50,Si,nBT,Sv,Se,nAT,MW,nH,nSK,nBO,Sp,nC,nCsp3,SCBO,nBM,nO,nAB,N.
5.0,37.056,35,21.273,33.04,33,262.76,15,18,20,22.654,14,5,25.5,11,1,11,6.1
6.0,69.517,63,36.1,60.978,61,413.58,31,30,32,38.29,22,11,40.0,16,3,16,8.2
6.02,81.059,76,44.847,71.97,72,514.68,34,38,42,47.262,30,10,53.0,20,4,18,5.6
6.0,57.137,52,31.301,50.509,50,391.92,23,27,29,32.892,19,8,37.0,16,1,16,10.0
6.07,84.474,79,46.374,74.854,75,528.71,36,39,43,49.023,31,11,54.0,20,4,18,5.3
5.48,34.152,32,19.214,30.043,30,227.3,13,17,19,20.074,12,3,25.5,12,0,11,16.7
6.0,51.694,48,27.961,45.803,46,313.43,23,23,25,29.745,19,7,31.0,12,3,12,2.2
6.0,60.943,56,32.444,54.225,54,373.49,27,27,29,34.176,21,9,35.0,12,5,12,1.9
6.0,51.694,48,27.961,45.803,46,313.43,23,23,25,29.745,19,7,31.0,12,3,12,2.2
6.52,56.318,52,30.202,50.014,50,343.46,25,25,27,31.961,20,8,33.0,12,4,12,2.0
6.0,60.943,56,32.444,54.225,54,373.49,27,27,29,34.176,21,9,35.0,12,5,12,1.9
6.0,60.943,56,32.444,54.225,54,373.49,27,27,29,34.176,21,9,35.0,12,5,12,1.9
7.13,67.149,63,37.256,59.781,60,419.56,29,31,34,39.483,26,8,43.0,18,4,18,1.7
6.9,71.773,67,39.497,63.992,64,449.59,31,33,36,41.699,27,9,45.0,18,5,18,1.6
6.92,62.524,59,35.014,55.571,56,389.53,27,29,32,37.267,25,7,41.0,18,3,18,1.8
7.455,67.149,63,37.256,59.781,60,419.56,29,31,34,39.483,26,8,43.0,18,4,18,1.7
6.0,60.943,56,32.444,54.225,54,373.49,27,27,29,34.176,21,9,35.0,12,5,12,1.9
6.6,71.773,67,39.497,63.992,64,449.59,31,33,36,41.699,27,9,45.0,18,5,18,1.6
5.49,30.737,29,17.687,27.16,27,213.27,11,16,18,18.313,11,2,24.5,12,0,11,18.5
6.55,56.318,52,30.202,50.014,50,343.46,25,25,27,31.961,20,8,33.0,12,4,12,2.0
6.85,62.524,59,35.014,55.571,56,389.53,27,29,32,37.267,25,7,41.0,18,3,18,1.8
6.7,70.856,66,38.771,62.734,63,453.66,31,32,35,41.688,25,10,45.5,19,3,17,4.8
7.866,62.322,59,36.261,55.64,55,472.42,23,32,36,38.063,22,7,46.0,18,1,16,12.7
6.07,91.308,85,50.33,81.392,81,586.75,38,43,47,52.694,33,12,59.0,21,6,18,4.9
6.456,77.699,72,43.791,69.876,68,554.61,28,40,44,44.318,27,9,55.0,17,5,12,8.8
5.0,36.12,35,21.796,32.563,32,269.3,12,20,23,22.216,15,3,31.0,16,1,16,9.4
5.9,87.893,82,48.803,78.509,78,572.72,36,42,46,50.932,32,11,58.0,21,6,18,5.1
5.0,32.432,31,19.031,28.829,29,232.73,13,16,18,20.438,13,4,23.5,11,0,11,6.9
6.921,84.738,80,48.613,75.996,75,586.69,32,43,48,50.137,33,10,61.0,22,4,18,5.3
5.0,38.409,37,23.103,34.338,34,280.33,13,21,24,23.767,16,3,32.5,17,0,17,11.8
6.0,61.478,56,32.331,53.883,54,369.52,27,27,29,34.313,20,9,37.0,16,2,16,9.3
5.0,38.409,37,23.103,34.338,34,280.33,13,21,24,23.767,16,3,32.5,17,0,17,11.8
5.0,33.697,32,18.918,29.833,30,214.29,14,16,18,20.034,13,4,23.5,11,1,11,6.7
5.0,37.409,36,22.103,33.338,33,268.32,13,20,23,22.767,15,3,31.0,16,0,16,12.1
5.0,37.409,36,22.103,33.338,33,268.32,13,20,23,22.767,15,3,31.0,16,0,16,12.1
6.469,84.157,78,47.043,75.65,74,582.66,32,42,46,48.046,30,12,57.0,17,6,12,5.4
7.807,62.378,59,35.433,55.316,55,437.98,24,31,35,37.205,22,7,45.0,18,1,16,12.7
5.0,37.409,36,22.103,33.338,33,268.32,13,20,23,22.767,15,3,31.0,16,0,16,12.1
5.752,29.412,28,17.06,26.134,26,202.25,11,15,17,17.756,12,3,22.5,11,0,11,7.7
5.0,37.112,35,20.445,32.716,33,228.32,16,17,19,21.796,14,5,24.5,11,1,11,6.1
5.0,39.903,39,23.73,35.389,36,260.36,16,20,23,25.341,18,3,31.5,17,0,17,5.6
5.0,38.986,38,23.225,34.607,35,261.35,15,20,23,24.586,17,3,31.5,17,0,17,8.6
5.187,38.069,37,22.72,33.825,34,262.34,14,20,23,23.83,16,3,31.5,17,0,17,11.8
5.0,49.155,47,28.895,44.105,44,353.48,19,25,28,30.665,19,4,38.5,19,2,17,6.8
7.18,73.64,68,38.417,64.316,65,422.63,34,31,34,41.353,25,13,41.0,13,2,12,6.2
6.301,66.034,60,34.834,58.363,58,405.53,29,29,31,36.665,23,11,37.0,12,3,12,1.7
6.26,63.619,58,34.308,56.48,56,403.51,27,29,31,35.904,23,10,38.0,13,3,12,1.8
6.678,75.493,70,42.979,68.32,66,556.58,26,40,44,43.012,26,9,56.0,18,6,12,9.1
6.58,56.318,52,30.202,50.014,50,343.46,25,25,27,31.961,20,8,33.0,12,4,12,2.0
6.0,51.694,48,27.961,45.803,46,313.43,23,23,25,29.745,19,7,31.0,12,3,12,2.2
6.8,75.271,71,41.298,66.618,67,479.7,33,34,38,44.449,27,12,48.5,19,3,17,4.5
7.1,67.378,60,35.612,59.927,58,458.51,26,32,34,36.035,21,11,40.0,9,3,6,6.9
5.8,73.351,68,39.111,64.541,65,435.62,33,32,35,41.802,26,12,43.0,14,3,12,4.6
5.6,72.766,66,36.637,63.425,64,401.61,35,29,31,39.563,23,15,36.0,8,3,6,4.7
5.5,71.276,67,38.967,63.17,63,451.59,30,33,37,40.978,26,12,45.0,14,3,12,4.8
6.492,73.64,68,38.417,64.316,65,422.63,34,31,34,41.353,25,13,41.0,13,2,12,6.2
6.424,82.777,76,43.67,73.334,73,520.73,37,36,39,46.574,27,15,47.0,14,5,12,2.7
7.49,37.321,34,19.939,32.567,33,235.39,17,16,17,21.995,12,5,21.0,7,0,6,9.1
7.18,33.906,31,18.412,29.683,30,221.36,15,15,16,20.233,11,4,20.0,7,0,6,10.0
5.6,70.936,67,38.584,62.658,63,433.6,31,32,36,41.04,26,12,44.0,14,3,12,4.8
5.6,70.88,67,39.411,62.981,63,468.04,30,33,37,41.898,26,12,45.0,14,3,12,4.8
5.7,57.059,54,33.678,51.6,51,452.04,22,29,32,36.148,20,6,42.0,18,3,16,5.9
4.0,35.116,32,19.127,31.011,31,237.36,15,16,17,20.688,11,4,22.0,8,1,6,9.7
6.175,66.936,62,34.584,58.658,59,385.56,31,28,31,37.04,22,14,36.0,8,3,6,5.1
4.0,36.325,33,19.842,32.338,32,253.36,15,17,18,21.142,11,4,24.0,9,2,6,9.4
7.65,76.936,73,42.529,68.632,68,505.63,31,37,42,44.199,27,12,51.5,18,5,17,7.4
7.4,62.706,56,33.196,55.749,54,427.48,24,30,32,33.58,19,10,38.0,9,3,6,9.3
7.866,65.615,61,35.524,57.978,58,438.44,29,29,32,38.301,22,14,37.0,8,2,6,5.2
6.77,40.737,37,21.466,35.451,36,249.42,19,17,18,23.756,13,6,22.0,7,0,6,8.3
6.08,43.155,39,22.895,38.105,38,281.42,19,19,20,24.665,13,6,26.0,9,2,6,7.9
5.0,53.824,51,30.629,47.989,48,351.45,22,26,29,32.228,22,7,38.0,17,2,16,2.1
7.2,68.038,62,36.228,60.414,59,452.53,27,32,35,37.097,22,12,41.0,9,3,6,6.8
7.268,62.991,58,33.109,55.472,55,391.51,27,28,31,34.699,21,13,36.0,8,2,6,5.5
6.8,65.172,58,34.8,58.37,56,460.48,24,32,34,34.728,20,10,40.0,9,4,6,7.1
7.575,65.671,61,34.697,57.654,58,404.0,30,28,31,37.444,22,14,36.0,8,2,6,5.2
6.09,64.757,60,35.094,57.643,57,434.97,27,30,33,36.836,21,13,40.0,10,4,6,7.0
5.7,74.351,70,40.111,65.541,66,447.63,33,33,37,42.802,27,13,45.0,14,3,12,4.5
8.0,67.378,60,35.612,59.927,58,458.51,26,32,34,36.035,21,11,40.0,9,3,6,6.9
6.038,64.615,59,34.524,56.978,57,426.43,29,28,30,37.301,21,13,35.0,8,2,6,5.3
5.0,47.595,45,26.063,42.236,42,321.84,20,22,25,27.637,16,9,29.0,7,2,6,7.1
7.099,58.784,55,32.47,52.211,52,410.38,25,27,30,34.779,20,12,35.0,8,2,6,5.8
8.851,76.936,73,42.529,68.632,68,505.63,31,37,42,44.199,27,12,51.5,18,5,17,7.4
5.6,69.936,65,37.584,61.658,62,421.59,31,31,34,40.04,25,11,42.0,14,3,12,4.8
6.0,48.69,44,24.058,42.032,43,247.42,25,18,19,26.597,16,10,22.0,6,1,6,2.3
9.03,81.767,75,43.583,72.4,72,509.67,35,37,40,45.722,27,12,49.5,18,5,17,6.9
6.886,87.861,81,47.876,78.309,77,583.7,35,42,46,49.358,30,14,56.0,16,5,12,6.5
8.11,63.172,59,33.675,55.552,56,388.98,29,27,30,36.438,22,14,35.0,8,2,6,3.6
7.5,63.623,57,33.702,56.53,55,426.49,25,30,32,34.336,20,10,38.0,9,3,6,7.3
6.6,68.797,61,36.041,61.581,59,478.5,26,33,35,35.944,20,12,40.0,8,5,6,6.8
5.55,62.199,58,33.997,55.094,55,424.41,27,28,31,36.54,21,13,36.0,8,2,6,5.5
9.38,76.936,73,42.529,68.632,68,505.63,31,37,42,44.199,27,12,51.5,18,5,17,7.4
6.8,63.963,57,34.085,57.043,55,444.48,24,31,33,34.273,20,10,39.0,9,3,6,7.3
7.078,58.784,55,32.47,52.211,52,410.38,25,27,30,34.779,20,12,35.0,8,2,6,5.8
7.449,70.142,66,36.396,61.214,62,395.6,33,29,33,39.347,24,16,38.0,8,2,6,4.8
8.3,66.623,61,36.701,59.53,58,462.52,25,33,36,37.336,23,9,44.0,14,3,12,6.9
6.914,62.153,58,33.367,54.676,55,434.42,28,27,30,36.177,21,13,35.0,8,2,6,5.5
7.323,61.995,58,34.393,54.905,55,513.31,27,28,31,37.529,21,13,36.0,8,2,6,5.5
6.552,83.182,78,45.164,73.309,74,499.71,37,37,41,48.324,31,12,51.0,19,3,18,4.1
7.854,88.944,82,49.371,79.527,78,608.71,34,44,48,50.603,31,13,60.0,17,5,12,7.7
6.0,75.059,69,38.847,65.97,66,442.62,34,32,35,41.262,24,15,41.0,9,4,6,6.1
6.0,69.434,64,35.605,60.76,61,400.58,32,29,32,38.046,22,14,37.0,8,3,6,6.6
7.363,61.199,56,32.997,54.094,54,412.4,27,27,29,35.54,20,12,34.0,8,2,6,5.6
6.657,62.255,58,33.17,54.771,55,389.97,28,27,30,35.682,21,13,35.0,8,2,6,5.5
6.88,65.727,61,33.869,57.33,58,369.56,31,27,30,36.586,22,13,35.0,8,2,6,5.2
6.593,62.651,58,32.726,54.96,55,373.52,28,27,30,34.762,21,13,35.0,8,2,6,5.5
7.061,62.255,58,33.17,54.771,55,389.97,28,27,30,35.682,21,13,35.0,8,2,6,5.5
6.538,87.861,81,47.876,78.309,77,583.7,35,42,46,49.358,30,14,56.0,16,5,12,6.5
7.0,70.793,63,37.138,62.81,61,472.54,28,33,35,37.796,22,12,41.0,9,3,6,6.6
7.26,68.142,63,34.396,59.214,60,371.58,33,27,30,37.347,22,15,34.0,7,2,6,5.0
7.769,63.338,59,34.664,55.989,56,414.98,27,29,32,36.927,22,13,39.0,9,2,6,7.1
6.0,67.085,61,35.402,59.381,58,441.52,27,31,34,36.336,22,14,39.0,8,2,6,5.2
7.947,68.026,66,39.717,60.967,61,473.64,27,34,39,42.165,27,9,49.5,19,3,17,4.9
6.349,61.976,58,34.487,54.84,55,515.86,27,28,31,38.341,21,13,36.0,8,2,6,5.5
6.924,66.066,61,34.252,57.843,58,387.55,30,28,31,36.523,22,14,36.0,8,2,6,5.2
6.719,71.145,67,38.299,62.985,63,437.59,31,32,36,40.495,25,12,43.0,13,4,12,4.8
7.536,70.145,65,37.299,61.985,62,425.58,31,31,34,39.495,24,11,41.0,13,4,12,4.8
8.48,73.355,69,40.013,65.312,65,465.6,31,34,38,41.949,26,12,46.0,14,5,12,4.6
9.18,65.315,62,36.245,58.218,58,421.54,27,31,35,37.972,24,10,43.0,14,4,12,5.2
6.714,65.671,61,34.697,57.654,58,404.0,30,28,31,37.444,22,14,36.0,8,2,6,5.2
6.9,62.963,56,33.085,56.043,54,432.47,24,30,32,33.273,19,11,37.0,8,3,6,7.4
8.269,69.03,64,37.051,60.861,61,452.47,31,30,33,40.063,23,15,38.0,8,2,6,4.9
5.0,58.77,54,31.595,51.454,52,350.51,26,26,28,33.853,21,7,36.5,17,1,17,7.7
6.936,73.268,69,38.616,64.323,65,422.62,34,31,35,41.557,26,14,41.0,12,3,12,3.1
6.244,82.972,77,45.449,72.981,74,495.72,37,37,40,48.87,32,12,52.0,20,2,18,4.1
7.324,45.026,42,24.993,39.702,40,281.39,19,21,23,26.563,17,4,30.0,13,1,12,7.5
5.699,81.212,77,47.222,72.17,73,556.22,34,39,43,51.16,33,12,56.0,21,1,18,4.1
8.567,60.634,58,34.831,54.331,54,425.95,24,30,34,36.614,23,9,42.0,14,3,12,5.6
8.39,67.521,64,37.057,59.774,60,419.57,29,31,35,39.279,25,11,43.0,14,3,12,5.0
8.304,73.766,68,37.637,64.425,65,413.62,35,30,33,40.563,24,16,38.0,8,3,6,4.6
6.58,83.68,78,44.186,73.41,74,490.71,38,36,40,47.33,29,15,48.0,14,3,12,5.4
8.893,60.61,58,34.191,54.083,54,411.57,25,29,33,36.404,22,10,40.5,13,3,11,5.6
8.48,59.773,57,33.498,53.225,53,392.5,24,29,33,35.0,22,9,41.0,14,3,12,7.5
8.684,60.481,56,32.234,53.654,53,387.49,25,28,31,33.461,19,10,37.5,12,4,11,9.4
8.425,65.315,62,36.245,58.218,58,421.54,27,31,35,37.972,24,10,43.0,14,4,12,5.2
9.481,68.026,66,39.717,60.967,61,473.64,27,34,39,42.165,27,9,49.5,19,3,17,4.9
8.936,60.69,58,34.003,54.007,54,391.51,25,29,33,35.756,23,9,41.0,14,3,12,5.6
9.076,68.813,65,38.266,61.32,61,448.57,28,33,37,39.978,25,10,46.0,15,4,12,6.6
5.745,79.557,74,43.923,70.098,71,481.69,35,36,39,47.108,31,11,51.0,20,2,18,4.2
5.0,52.713,47,29.111,47.341,46,367.4,20,26,27,29.557,19,6,34.0,13,3,12,2.2
9.131,61.82,59,34.905,55.411,55,427.57,25,30,34,36.858,22,10,41.5,13,4,11,5.5
8.807,61.773,59,35.498,55.225,55,416.52,24,31,35,37.0,24,9,45.0,15,3,12,7.3
7.009,81.501,77,46.75,72.421,73,540.15,34,39,43,49.966,33,12,56.0,21,2,18,4.1
8.033,65.259,62,37.072,58.542,58,455.98,26,32,36,38.83,24,10,44.0,14,4,12,5.2
8.983,64.106,61,35.53,56.891,57,405.54,27,30,34,37.517,24,10,42.0,14,3,12,5.3
7.9,58.857,56,32.993,52.443,52,393.49,23,29,33,34.245,21,9,41.0,14,3,12,9.6
5.824,86.182,81,48.164,76.309,77,535.74,37,40,44,51.324,34,13,57.0,21,3,18,3.9
5.0,32.697,31,17.918,28.833,29,202.28,14,15,17,19.034,12,4,22.0,10,1,10,6.9
6.77,40.911,41,26.745,37.054,37,377.26,13,24,28,28.182,19,0,40.5,25,0,25,10.8
7.3,57.216,54,32.401,50.676,51,381.94,24,27,30,34.705,22,8,38.0,14,1,12,5.9
5.59,66.647,62,35.056,58.407,59,401.63,31,28,31,38.233,22,12,36.5,11,2,11,5.1
6.317,82.399,77,46.23,73.483,73,544.68,33,40,44,48.199,31,10,56.0,21,4,18,5.5
5.699,92.597,86,50.637,82.167,82,585.77,39,43,47,53.245,33,12,59.0,21,5,18,6.1
6.416,71.062,66,37.583,62.29,63,427.67,33,30,33,40.995,24,13,39.5,12,2,11,4.8
6.121,44.704,42,25.711,39.789,40,367.34,19,21,23,28.319,16,6,28.5,11,1,11,5.0
5.699,76.778,72,43.891,69.043,68,532.62,29,39,43,45.131,29,8,55.0,21,5,18,5.9
5.757,87.893,82,48.803,78.509,78,572.72,36,42,46,50.932,32,11,58.0,21,6,18,5.1
6.228,68.856,64,36.771,60.734,61,429.64,31,30,33,39.688,23,12,39.5,12,3,11,4.9
5.785,87.893,82,48.803,78.509,78,572.72,36,42,46,50.932,32,11,58.0,21,6,18,5.1
6.218,83.212,78,47.389,74.621,74,577.13,33,41,45,49.574,31,10,57.0,21,5,18,5.4
5.699,84.478,79,47.276,75.625,75,558.69,34,41,45,49.171,31,10,57.0,21,6,18,5.3
5.699,96.929,90,52.669,85.832,86,598.81,42,44,48,55.762,35,14,60.0,21,5,18,4.7
5.699,85.77,80,48.486,77.171,76,587.69,33,43,47,49.87,31,10,61.0,23,7,18,6.6
5.699,97.142,90,53.286,86.93,86,632.78,40,46,50,55.364,34,13,62.0,21,8,18,4.7
5.699,83.268,78,46.562,74.298,74,542.69,34,40,44,48.716,31,10,56.0,21,5,18,5.4
5.699,87.023,81,48.472,77.694,77,574.71,35,42,46,50.415,32,11,58.0,21,5,18,5.2
6.333,91.388,85,49.922,80.839,81,569.77,39,42,46,52.79,33,12,58.0,21,4,18,6.2
5.699,86.683,81,48.088,77.181,77,556.72,36,41,45,50.478,32,11,57.0,21,5,18,5.2
5.301,67.647,63,36.056,59.407,60,413.64,31,29,32,39.233,23,12,38.5,12,2,11,5.0
6.3,79.046,73,42.4,70.185,70,503.09,35,35,38,45.086,27,14,45.0,13,5,12,2.9
6.587,67.647,63,36.056,59.407,60,413.64,31,29,32,39.233,23,12,38.5,12,2,11,5.0
5.699,92.517,86,51.045,82.72,82,602.75,38,44,48,53.148,33,12,60.0,21,7,18,4.9
5.301,60.816,57,33.003,53.64,54,385.58,27,27,30,35.711,21,10,36.5,12,2,11,5.6
4.0,36.665,33,20.225,32.851,32,271.35,14,18,19,21.08,11,4,25.0,9,2,6,9.4
4.0,36.269,33,20.669,32.662,32,287.8,14,18,19,22.0,11,4,25.0,9,2,6,9.4
5.53,36.269,33,20.669,32.662,32,287.8,14,18,19,22.0,11,4,25.0,9,2,6,9.4
5.72,30.458,29,19.004,27.229,27,339.16,10,17,19,20.972,11,2,25.5,12,0,11,18.5
6.16,38.531,35,20.654,33.894,34,251.39,17,17,18,22.449,12,5,22.0,7,1,6,8.8
6.62,34.246,31,18.795,30.196,30,239.35,14,16,17,20.171,11,4,21.0,7,0,6,10.0
9.09,65.691,62,36.949,58.982,58,451.53,25,33,37,37.915,23,8,46.5,18,5,17,8.6
4.0,40.74,38,22.369,36.222,36,279.4,17,19,21,23.904,13,6,27.0,9,2,6,8.3
7.16,33.85,31,19.24,30.007,30,255.8,14,16,17,21.091,11,4,21.0,7,0,6,10.0
6.593,83.268,78,46.562,74.298,74,542.69,34,40,44,48.716,31,10,56.0,21,5,18,5.4
8.277,62.896,57,32.761,55.538,55,389.51,27,28,30,34.222,19,10,36.5,12,4,11,9.1
4.0,39.74,36,21.369,35.222,35,267.39,17,18,19,22.904,12,5,25.0,9,2,6,8.6
4.0,40.95,37,22.083,36.549,36,283.39,17,19,20,23.358,12,5,26.0,9,3,6,8.3
5.699,83.608,78,46.945,74.81,74,560.68,33,41,45,48.654,31,10,57.0,21,5,18,5.4
5.46,39.74,36,21.369,35.222,35,267.39,17,18,19,22.904,12,5,25.0,9,2,6,8.6
6.218,83.212,78,47.389,74.621,74,577.13,33,41,45,49.574,31,10,57.0,21,5,18,5.4
4.0,33.994,32,20.239,30.273,30,306.19,12,18,20,21.426,12,3,26.5,12,0,11,16.7
6.91,37.321,34,19.939,32.567,33,235.39,17,16,17,21.995,12,5,21.0,7,0,6,9.1
7.676,68.358,64,37.971,61.109,61,435.56,29,32,35,39.938,26,8,44.0,18,5,18,1.6
5.69,38.34,34,21.089,34.105,33,289.36,14,19,20,21.807,12,5,24.0,7,0,6,9.1
4.98,30.681,29,18.515,27.484,27,247.71,10,17,19,19.171,11,2,25.5,12,0,11,18.5
7.39,34.246,31,18.795,30.196,30,239.35,14,16,17,20.171,11,4,21.0,7,0,6,10.0
4.0,33.376,29,17.918,30.076,29,248.31,13,16,16,18.529,9,3,21.0,8,3,6,6.9
4.0,33.994,32,20.239,30.273,30,306.19,12,18,20,21.426,12,3,26.5,12,0,11,16.7
3.85,29.29,28,18.406,26.614,26,293.14,9,17,19,19.114,11,2,25.5,12,1,11,15.4
4.22,29.0,28,18.878,26.364,26,309.21,9,17,19,20.307,11,2,25.5,12,0,11,15.4
5.0,43.155,39,22.895,38.105,38,281.42,19,19,20,24.665,13,6,26.0,9,2,6,7.9
4.0,36.665,33,20.225,32.851,32,271.35,14,18,19,21.08,11,4,25.0,9,2,6,9.4
5.36,35.409,33,19.766,31.156,31,296.2,14,17,19,21.188,11,4,23.0,7,0,6,16.1
3.98,41.824,40,24.293,37.04,37,346.26,16,21,24,25.949,15,6,30.5,12,0,11,13.5
4.0,36.665,33,20.225,32.851,32,271.35,14,18,19,21.08,11,4,25.0,9,2,6,9.4
5.61,36.112,34,19.445,31.716,32,216.31,16,16,18,20.796,13,6,22.0,7,1,6,6.3
3.0,26.491,24,13.106,23.276,23,156.21,12,11,12,13.727,7,6,13.0,1,2,0,8.7
5.0,75.221,69,38.933,65.636,66,438.64,34,32,35,41.603,24,13,42.0,13,2,12,9.1
5.3,33.488,32,19.204,29.505,30,210.3,14,16,18,20.58,14,3,24.5,12,0,11,6.7
8.801,68.517,62,35.1,59.978,60,401.57,31,29,31,37.29,21,11,37.0,9,3,6,8.3
5.3,48.773,44,24.552,42.251,43,260.42,24,19,20,26.841,16,9,24.0,7,1,6,4.7
5.0,72.849,67,37.132,63.643,64,414.61,34,30,33,39.807,23,15,38.0,8,3,6,6.3
5.558,75.138,69,38.439,65.418,66,425.64,35,31,34,41.358,24,14,40.5,12,2,11,7.6
8.842,76.877,71,42.454,68.185,68,510.09,32,36,39,44.909,27,10,49.0,16,3,12,7.4
7.302,66.102,60,34.573,58.094,58,399.55,29,29,31,36.529,21,10,38.0,10,3,6,8.6
6.587,64.189,60,36.025,57.109,57,418.54,26,31,34,37.762,24,7,44.0,16,3,12,7.0
8.697,71.252,66,39.212,62.974,63,468.05,30,33,36,41.694,25,9,45.0,15,2,12,7.9
8.259,71.308,66,38.385,62.65,63,433.61,31,32,35,40.836,25,9,44.0,15,2,12,7.9
8.839,76.933,71,41.627,67.861,68,475.65,33,35,38,44.052,27,10,48.0,16,3,12,7.4
7.273,69.517,63,36.1,60.978,61,413.58,31,30,32,38.29,22,11,39.0,10,3,6,8.2
5.658,67.305,63,38.48,60.727,60,491.05,27,33,36,40.688,24,10,46.0,16,5,12,3.3
5.301,74.434,70,40.605,65.76,66,460.63,32,34,38,43.046,27,11,47.5,18,3,17,6.1
5.301,67.019,62,35.078,58.876,59,398.56,30,29,32,37.285,22,12,38.5,12,3,11,6.8
5.301,69.813,66,39.266,62.32,62,460.58,28,34,38,40.978,26,9,48.5,19,4,17,6.5
5.301,80.474,75,42.374,70.854,71,480.67,36,35,39,45.023,27,16,46.5,13,4,11,5.6
5.301,67.604,64,37.552,59.992,60,432.57,28,32,36,39.523,25,9,45.5,18,3,17,6.7
5.43,56.275,53,31.477,50.123,50,365.47,23,27,30,32.995,21,6,38.5,17,3,17,6.0
7.48,60.478,55,31.331,52.883,53,357.51,27,26,28,33.313,19,9,34.0,9,2,6,9.4
7.693,76.933,71,41.627,67.861,68,475.65,33,35,38,44.052,27,10,48.0,16,3,12,7.4
8.403,73.461,68,40.927,65.301,65,496.06,30,35,38,43.148,26,9,48.0,16,3,12,7.7
8.095,69.461,63,36.927,61.301,61,448.02,30,31,33,39.148,22,11,40.0,10,3,6,8.2
8.483,73.517,68,40.1,64.978,65,461.62,31,34,37,42.29,26,9,47.0,16,3,12,7.7
9.194,80.348,74,43.153,70.745,71,489.68,35,36,39,45.813,28,11,49.0,16,3,12,7.0
7.699,67.444,64,38.147,60.622,60,469.61,27,33,37,40.074,24,10,47.0,16,5,12,5.0
5.301,70.434,65,36.605,61.76,62,412.59,32,30,33,39.046,23,13,39.5,12,3,11,6.5
8.167,70.783,67,40.764,64.353,63,533.68,27,36,40,42.631,24,10,52.0,18,7,12,4.8
8.754,67.837,63,37.686,60.091,60,454.02,28,32,35,39.932,24,8,44.0,15,2,12,8.3
5.657,71.019,67,39.078,62.876,63,446.6,30,33,37,41.284,26,10,46.5,18,3,17,6.3
5.939,67.444,64,38.147,60.622,60,469.61,27,33,37,40.074,24,10,47.0,16,5,12,5.0
6.77,70.72,66,40.007,63.611,63,505.08,29,34,37,42.449,25,11,47.0,16,5,12,3.2
5.301,70.434,65,36.605,61.76,62,412.59,32,30,33,39.046,23,13,39.5,12,3,11,6.5
7.125,66.531,63,38.544,60.611,59,500.58,24,35,39,39.466,23,9,51.0,18,7,12,6.8
6.521,67.444,64,38.147,60.622,60,469.61,27,33,37,40.074,24,10,47.0,16,5,12,5.0
6.876,66.531,63,38.544,60.611,59,500.58,24,35,39,39.466,23,9,51.0,18,7,12,6.8
8.137,64.369,61,37.003,58.251,57,473.57,24,33,37,38.25,23,9,47.0,16,5,12,5.3
7.824,68.654,65,38.862,61.949,61,485.61,27,34,38,40.529,24,10,48.0,16,6,12,4.9
7.301,64.369,61,37.003,58.251,57,473.57,24,33,37,38.25,23,9,47.0,16,5,12,5.3
8.9,63.361,57,33.652,56.403,56,408.57,28,28,29,35.83,20,8,37.0,14,5,12,3.6
5.301,73.849,68,38.132,64.643,65,426.62,34,31,34,40.807,24,14,40.5,12,3,11,6.2
6.658,57.777,54,32.18,51.52,51,401.54,23,28,31,33.892,19,8,40.0,15,3,12,9.8
5.27,30.579,29,18.713,27.389,27,292.16,10,17,19,19.665,11,2,25.5,12,0,11,18.5
9.018,63.106,59,34.53,55.891,56,393.53,27,29,32,36.517,23,9,40.0,14,3,12,5.4
7.8,65.172,61,35.675,57.552,58,413.0,29,29,32,38.438,24,10,40.0,16,2,16,3.4
6.42,95.221,90,52.933,84.403,85,591.81,41,44,49,56.302,37,13,62.0,22,4,18,3.5
6.62,98.929,92,54.669,87.832,88,622.83,42,46,50,57.762,37,13,65.0,24,5,18,4.5
5.75,97.72,92,53.954,86.505,87,606.83,42,45,50,57.307,37,13,63.0,22,4,18,4.6
6.82,94.095,88,52.712,83.294,84,588.81,40,44,48,56.091,37,12,63.0,23,3,18,4.8
6.58,94.304,88,52.427,83.621,84,592.8,40,44,48,55.546,36,12,63.0,24,4,18,4.8
6.886,77.742,71,43.062,69.072,68,525.63,30,38,41,44.41,28,11,52.0,16,2,12,7.4
5.959,77.742,71,43.062,69.072,68,525.63,30,38,41,44.41,28,11,52.0,16,2,12,7.4
8.102,74.327,68,41.535,66.189,65,511.6,28,37,40,42.648,27,10,51.0,16,2,12,7.7
6.569,74.263,67,41.19,66.508,64,540.56,26,38,41,41.216,26,10,50.0,15,2,12,6.3
5.733,68.572,63,37.625,60.792,60,455.56,27,33,36,38.949,24,9,45.0,15,2,12,8.3
7.699,80.074,73,43.094,70.738,70,514.65,33,37,40,44.927,28,12,49.0,15,2,12,5.7
6.921,76.659,70,41.567,67.854,67,500.62,31,36,39,43.165,27,11,48.0,15,2,12,6.0
7.481,82.284,75,44.809,73.065,72,542.66,33,39,42,46.381,29,12,52.0,16,3,12,5.6
8.319,76.659,70,41.567,67.854,67,500.62,31,36,39,43.165,27,11,48.0,15,2,12,6.0
6.538,70.572,65,39.625,62.792,62,479.58,27,35,38,40.949,26,9,49.0,16,2,12,8.1
7.87,84.683,78,46.088,75.181,75,532.7,36,39,42,48.478,30,12,54.0,18,5,12,5.3
