pXC50,Me,nH,AMW,nN,nDB,N.,nHet,nC,H.,C.,nCsp2,nCsp3,nHM,nS,Si,Sv,nAT,RBN,Sp,RBF,Mi,nBO,SCBO,nSK,Mv,X.,nAB,nBT,MW,Se
7.027,1.016,14,8.733,0,2,0.0,5,17,38.9,47.2,16,1,1,1,39.664,24.734,36,3,25.796,0.079,1.102,24,34.5,22,0.687,0.0,17,38,314.38,36.571
4.487,0.993,22,7.116,4,0,8.5,5,20,46.8,42.6,14,6,0,0,52.939,29.542,47,3,31.33,0.06,1.126,28,36.5,25,0.629,0.0,17,50,334.46,46.687
4.301,1.016,20,8.166,2,2,3.9,7,24,39.2,47.1,21,3,0,0,56.78,34.358,51,8,35.137,0.148,1.113,34,47.0,31,0.674,0.0,22,54,416.46,51.793
4.453,1.018,25,7.472,1,3,1.9,8,21,46.3,38.9,13,8,0,0,60.947,33.347,54,12,34.324,0.218,1.129,30,38.5,29,0.618,0.0,11,55,403.47,54.996
4.301,1.003,22,8.365,2,3,3.9,7,22,43.1,43.1,19,3,2,2,56.617,33.829,51,7,36.284,0.132,1.11,31,43.0,29,0.663,0.0,18,53,426.6,51.174
5.392,1.02,21,8.156,1,3,2.1,8,19,43.8,39.6,11,8,1,1,53.827,30.765,48,4,31.994,0.078,1.121,30,38.5,27,0.641,0.0,11,51,391.48,48.978
4.028,1.017,19,8.38,3,1,6.5,8,19,41.3,41.3,15,4,1,1,51.574,30.325,46,7,31.574,0.146,1.121,29,38.5,27,0.659,0.0,17,48,385.48,46.76
6.321,1.008,19,7.946,3,1,6.4,6,22,40.4,46.8,17,5,0,0,52.445,31.423,47,4,32.472,0.078,1.116,32,43.5,28,0.669,0.0,21,51,373.44,47.356
4.301,1.007,13,8.807,1,4,3.4,5,11,44.8,37.9,6,5,2,2,32.248,18.986,29,3,20.779,0.1,1.112,17,21.0,16,0.655,0.0,0,30,255.39,29.211
8.553,0.993,16,7.589,2,1,5.3,3,19,42.1,50.0,19,0,0,0,42.112,25.445,38,3,26.796,0.075,1.108,24,34.0,22,0.67,0.0,18,40,288.37,37.716
7.212,1.037,21,8.772,2,5,3.8,11,21,39.6,39.6,13,8,1,0,59.768,34.857,53,2,35.119,0.036,1.128,35,43.0,32,0.658,1.9,6,56,464.89,54.982
4.864,1.031,13,9.85,4,1,10.8,9,15,35.1,40.5,13,2,2,2,41.668,25.907,37,7,26.972,0.179,1.126,26,35.0,24,0.7,2.7,16,39,364.46,38.145
4.301,1.009,27,7.416,3,3,5.1,8,24,45.8,40.7,15,9,0,0,66.524,36.96,59,6,38.426,0.097,1.128,35,44.0,32,0.626,0.0,12,62,437.54,59.545
4.301,1.01,19,8.125,5,0,11.4,8,17,43.2,38.6,12,5,1,1,49.737,28.411,44,5,29.915,0.109,1.13,27,35.5,25,0.646,0.0,17,46,357.48,44.425
4.301,1.023,13,10.102,2,2,6.5,6,12,41.9,38.7,7,5,1,0,34.958,20.373,31,4,21.296,0.125,1.128,19,24.0,18,0.657,3.2,6,32,313.17,31.716
5.226,1.029,24,8.325,3,2,5.0,10,26,40.0,43.3,18,8,0,0,68.334,39.395,60,4,39.784,0.063,1.139,40,50.5,36,0.657,5.0,17,64,499.53,61.756
4.301,1.013,16,9.012,2,2,5.0,7,17,40.0,42.5,13,4,2,2,44.371,27.249,40,3,29.0,0.07,1.109,27,37.0,24,0.681,0.0,16,43,360.49,40.524
5.483,1.017,25,7.856,3,3,5.1,9,25,42.4,42.4,18,7,0,0,66.319,38.148,59,7,39.119,0.113,1.124,37,48.5,34,0.647,0.0,17,62,463.53,59.989
7.224,1.025,17,8.35,5,2,11.4,9,18,38.6,40.9,15,3,0,0,49.82,29.127,44,8,29.415,0.174,1.132,29,39.5,27,0.662,0.0,17,46,367.4,45.12
4.301,1.01,22,8.512,4,0,7.7,9,21,42.3,40.4,13,8,2,2,58.198,34.345,52,7,36.534,0.125,1.119,34,44.0,30,0.66,0.0,20,56,442.61,52.494
7.638,1.011,20,7.464,2,0,4.5,6,18,45.5,40.9,11,7,0,0,49.571,27.643,44,1,28.682,0.021,1.127,27,34.5,24,0.628,0.0,15,47,328.4,44.465
4.301,1.017,17,8.499,5,3,10.6,8,22,36.2,46.8,22,0,0,0,52.611,32.412,47,6,32.96,0.12,1.119,33,47.0,30,0.69,0.0,22,50,399.44,47.793
4.301,1.009,23,7.48,1,2,2.0,6,22,45.1,43.1,14,8,0,0,57.113,32.39,51,5,33.654,0.093,1.12,31,39.0,28,0.635,0.0,12,54,381.46,51.458
4.301,1.017,20,8.491,6,4,12.0,10,20,40.0,40.0,13,7,1,1,56.444,33.148,50,3,34.375,0.056,1.129,34,45.5,30,0.663,0.0,15,54,424.53,50.854
4.737,1.025,10,8.768,4,1,13.8,6,13,34.5,44.8,9,2,0,0,32.658,20.096,29,4,20.216,0.133,1.126,20,30.0,19,0.693,0.0,10,30,254.27,29.713
4.301,1.009,19,7.461,1,3,2.4,5,18,45.2,42.9,12,6,0,0,47.073,26.622,42,5,27.676,0.114,1.121,25,33.0,23,0.634,0.0,10,44,313.38,42.363
7.678,1.009,12,8.259,2,0,6.3,4,16,37.5,50.0,12,2,0,0,35.491,22.106,32,3,22.727,0.091,1.109,21,31.0,20,0.691,0.0,12,33,264.3,32.276
5.55,1.005,14,7.952,0,1,0.0,3,18,40.0,51.4,17,1,0,0,38.535,23.832,35,3,24.693,0.081,1.101,23,32.5,21,0.681,0.0,17,37,278.32,35.167
4.732,0.994,14,7.143,2,1,6.7,3,13,46.7,43.3,11,2,0,0,33.697,18.918,30,3,20.034,0.097,1.123,17,23.5,16,0.631,0.0,11,31,214.29,29.833
5.293,1.025,17,8.431,3,5,6.7,8,20,37.8,44.4,17,3,0,0,50.448,30.326,45,6,30.619,0.128,1.121,30,41.0,28,0.674,0.0,12,47,379.4,46.127
8.699,1.038,13,8.554,0,0,0.0,5,15,39.4,45.5,12,3,0,0,37.76,21.794,33,3,21.813,0.088,1.144,21,27.0,20,0.66,9.1,12,34,282.28,34.262
8.432,0.995,14,7.715,0,0,0.0,2,18,41.2,52.9,12,2,0,0,37.325,23.117,34,3,24.239,0.086,1.098,21,31.0,20,0.68,0.0,12,35,262.32,33.84
4.671,1.011,13,10.154,4,1,11.8,6,15,38.2,44.1,13,2,1,0,38.12,23.46,34,3,24.637,0.083,1.121,23,32.0,21,0.69,2.9,16,36,345.22,34.382
4.301,1.012,20,8.01,2,3,4.4,7,18,44.4,40.0,13,5,1,1,50.491,28.83,45,7,30.33,0.149,1.122,27,36.0,25,0.641,0.0,12,47,360.47,45.542
4.301,1.028,23,8.416,6,1,10.2,11,25,39.0,42.4,14,11,0,0,67.58,38.976,59,4,39.37,0.062,1.145,42,53.0,36,0.661,5.1,20,65,496.54,60.64
7.101,0.992,27,7.045,3,1,5.3,5,25,47.4,43.9,19,6,0,0,63.896,35.815,57,6,38.063,0.1,1.121,33,43.0,30,0.628,0.0,18,60,401.55,56.563
4.301,1.007,19,7.946,5,3,10.6,7,21,40.4,44.7,18,3,0,0,52.817,31.224,47,3,32.267,0.06,1.124,31,42.5,28,0.664,0.0,17,50,373.45,47.349
5.455,1.0,24,7.626,4,0,7.7,7,21,46.2,40.4,14,7,1,1,58.484,32.97,52,7,35.194,0.127,1.125,31,39.5,28,0.634,0.0,17,55,396.56,51.974
6.796,1.045,13,8.865,0,1,0.0,6,16,37.1,45.7,13,3,0,0,39.969,23.509,35,4,23.267,0.111,1.142,23,30.0,22,0.672,8.6,12,36,310.29,36.589
4.942,1.022,15,8.521,3,1,7.3,7,19,36.6,46.3,17,2,0,0,45.824,28.084,41,5,28.404,0.114,1.118,29,40.5,26,0.685,0.0,21,44,349.37,41.916
5.468,1.032,9,9.216,3,0,10.3,6,14,31.0,48.3,14,0,0,0,32.369,20.789,29,2,20.665,0.063,1.116,23,33.0,20,0.717,0.0,20,32,267.26,29.938
4.301,0.997,14,8.194,4,0,12.1,5,14,42.4,42.4,9,5,1,1,36.989,21.907,33,1,23.478,0.028,1.121,22,29.5,19,0.664,0.0,15,36,270.39,32.902
4.46,1.027,10,9.459,2,1,6.9,6,13,34.5,44.8,12,1,1,1,32.206,20.482,29,3,21.068,0.097,1.111,21,29.5,19,0.706,0.0,15,31,274.32,29.796
5.069,1.028,18,8.75,6,2,13.0,11,17,39.1,37.0,13,4,1,1,52.239,30.336,46,8,31.068,0.167,1.136,30,40.0,28,0.659,0.0,16,48,402.48,47.298
4.301,1.001,19,6.878,3,2,7.9,5,14,50.0,36.8,8,6,0,0,43.235,22.708,38,2,24.017,0.051,1.138,20,25.0,19,0.598,0.0,6,39,261.36,38.029
4.836,1.012,19,8.5,3,2,7.0,8,16,44.2,37.2,8,8,2,2,48.285,27.797,43,4,29.767,0.089,1.123,26,33.0,24,0.646,0.0,10,45,365.52,43.509
4.301,1.017,19,8.215,3,2,6.8,8,17,43.2,38.6,12,5,1,1,49.574,28.325,44,8,29.574,0.178,1.127,26,34.0,25,0.644,0.0,12,45,361.46,44.76
4.301,1.0,28,7.288,2,1,3.3,6,27,45.9,44.3,18,9,0,0,68.232,38.75,61,6,40.728,0.092,1.119,37,48.5,33,0.635,0.0,21,65,444.57,61.0
5.343,1.023,14,8.18,2,2,5.7,6,15,40.0,42.9,11,4,0,0,39.325,23.063,35,4,23.398,0.108,1.124,23,30.5,21,0.659,0.0,11,37,286.31,35.814
4.301,1.008,18,8.187,3,1,7.1,6,18,42.9,42.9,14,4,1,0,47.179,27.536,42,5,28.875,0.114,1.123,26,35.0,24,0.656,2.4,16,44,343.84,42.353
4.301,1.013,18,8.786,6,5,12.2,9,22,36.7,44.9,19,3,1,1,54.82,33.906,49,4,35.159,0.075,1.119,35,48.0,31,0.692,0.0,16,53,430.53,49.643
4.301,1.007,15,7.815,3,1,8.3,5,16,41.7,44.4,14,2,0,0,40.405,23.655,36,3,24.495,0.079,1.122,23,32.0,21,0.657,0.0,16,38,281.34,36.262
7.638,1.017,19,8.299,3,3,6.7,8,18,42.2,40.0,11,7,1,1,50.574,29.325,45,4,30.574,0.083,1.124,29,37.0,26,0.652,0.0,10,48,373.47,45.76
4.57,1.053,10,11.265,2,3,6.5,9,12,32.3,38.7,9,3,3,1,34.718,22.378,31,2,23.0,0.063,1.12,22,28.0,21,0.722,6.5,6,32,349.21,32.655
4.301,1.0,24,7.358,2,3,4.1,6,19,49.0,38.8,13,6,1,1,55.112,30.169,49,7,32.398,0.14,1.125,26,35.0,25,0.616,0.0,12,50,360.52,48.982
4.301,1.004,26,7.187,4,2,7.8,8,17,51.0,33.3,4,13,1,1,58.109,30.212,51,7,32.409,0.132,1.139,27,31.5,25,0.592,0.0,5,53,366.54,51.185
4.301,1.02,21,7.552,1,2,2.2,7,18,45.7,39.1,12,6,0,0,51.907,28.578,46,10,29.347,0.213,1.128,26,33.5,25,0.621,0.0,11,47,347.4,46.902
6.487,0.993,22,6.782,4,1,9.1,5,17,50.0,38.6,10,7,0,0,49.939,26.542,44,4,28.33,0.087,1.135,24,30.5,22,0.603,0.0,11,46,298.43,43.687
4.301,1.009,19,8.293,3,2,6.5,7,20,41.3,43.5,13,6,1,1,51.365,30.61,46,4,32.12,0.082,1.117,30,39.5,27,0.665,0.0,11,49,381.49,46.433
5.461,0.982,14,6.653,2,0,7.1,2,12,50.0,42.9,8,4,0,0,31.488,17.204,28,0,18.58,0.0,1.125,16,21.0,14,0.614,0.0,10,30,186.28,27.505
4.301,0.996,16,8.554,2,1,5.4,5,16,43.2,43.2,10,5,2,2,40.952,24.819,37,5,27.091,0.132,1.107,22,30.5,21,0.671,0.0,11,38,316.48,36.869
4.301,1.005,28,7.276,6,1,10.0,9,23,46.7,38.3,14,9,0,0,68.185,37.068,60,8,38.773,0.127,1.136,35,44.5,32,0.618,0.0,17,63,436.57,60.312
4.863,1.041,7,8.508,1,1,5.6,4,7,38.9,38.9,7,0,0,0,20.372,11.746,18,1,11.653,0.056,1.132,11,15.0,11,0.653,0.0,6,18,153.15,18.735
4.301,1.029,16,8.742,5,3,11.1,9,20,35.6,44.4,18,2,0,0,50.951,30.796,45,4,30.898,0.083,1.132,32,43.5,29,0.684,2.2,17,48,393.41,46.305
4.841,1.006,18,7.459,2,1,5.0,5,17,45.0,42.5,13,4,0,0,44.946,25.402,40,3,26.466,0.071,1.124,24,31.0,22,0.635,0.0,12,42,298.37,40.254
7.638,1.006,11,8.045,3,1,10.7,4,13,39.3,46.4,11,2,0,0,31.365,18.886,28,1,19.517,0.033,1.12,19,26.0,17,0.675,0.0,12,30,225.27,28.167
4.301,1.015,28,7.696,2,2,3.1,9,27,43.8,42.2,18,9,0,0,71.86,40.895,64,8,42.091,0.118,1.123,40,50.5,36,0.639,0.0,17,68,492.57,64.982
5.31,1.015,16,8.618,4,1,8.7,7,23,34.8,50.0,22,1,0,0,51.113,32.391,46,5,32.955,0.1,1.111,34,48.5,30,0.704,0.0,27,50,396.43,46.691
8.097,0.998,15,7.451,1,0,2.9,3,16,44.1,47.1,12,3,0,0,37.824,22.139,34,3,23.245,0.086,1.112,20,28.0,19,0.651,0.0,12,35,253.32,33.942
4.301,1.001,19,6.739,1,3,2.7,4,14,51.4,37.8,4,10,0,0,41.863,21.907,37,0,23.222,0.0,1.131,20,23.0,18,0.592,0.0,0,39,249.34,37.036
5.013,1.049,14,9.326,2,3,5.3,10,14,36.8,36.8,10,4,1,1,42.874,25.394,38,5,25.409,0.125,1.128,26,34.5,24,0.668,0.0,11,40,354.37,39.873
4.301,1.032,10,9.138,3,6,9.7,6,15,32.3,48.4,15,0,0,0,34.914,21.984,31,2,21.909,0.061,1.126,23,32.0,21,0.709,3.2,6,33,283.28,32.007
4.608,1.029,10,8.249,2,0,8.0,5,10,40.0,40.0,8,2,0,0,28.286,16.294,25,2,16.421,0.077,1.131,16,21.5,15,0.652,0.0,11,26,206.22,25.72
5.806,1.025,14,9.602,4,3,10.3,9,16,35.9,41.0,15,1,2,2,43.537,27.238,39,6,28.489,0.146,1.116,27,38.5,25,0.698,0.0,17,41,374.48,39.96
6.314,1.019,11,9.335,0,1,0.0,4,17,34.4,53.1,17,0,1,0,35.063,23.133,32,3,23.79,0.088,1.096,23,32.5,21,0.723,3.1,17,34,298.73,32.607
4.301,0.995,19,7.211,2,1,5.4,4,14,51.4,37.8,7,7,1,0,41.887,22.326,37,1,24.176,0.026,1.132,19,23.0,18,0.603,2.7,6,38,266.8,36.807
7.523,0.998,15,7.451,1,0,2.9,3,16,44.1,47.1,12,3,0,0,37.824,22.139,34,4,23.245,0.114,1.112,20,28.0,19,0.651,0.0,12,35,253.32,33.942
9.854,0.998,15,7.451,1,0,2.9,3,16,44.1,47.1,12,3,0,0,37.824,22.139,34,3,23.245,0.086,1.112,20,28.0,19,0.651,0.0,12,35,253.32,33.942
4.782,1.019,14,9.252,1,6,2.9,6,15,40.0,42.9,12,3,2,1,38.897,23.868,35,2,25.205,0.056,1.111,22,31.0,21,0.682,2.9,6,36,323.82,35.669
8.699,0.983,24,6.191,0,0,0.0,2,18,54.5,40.9,6,12,0,0,49.401,25.751,44,0,28.046,0.0,1.123,23,26.0,20,0.585,0.0,6,47,272.42,43.258
4.301,1.026,10,8.652,2,2,7.1,5,13,35.7,46.4,12,1,0,0,31.286,19.294,28,2,19.421,0.067,1.117,20,27.5,18,0.689,0.0,11,30,242.25,28.72
7.328,0.991,18,7.416,0,0,0.0,3,16,48.6,43.2,8,8,1,1,41.076,23.358,37,0,25.409,0.0,1.11,22,27.0,19,0.631,0.0,10,40,274.41,36.683
4.301,1.01,21,8.139,5,8,9.3,8,25,38.9,46.3,22,3,0,0,60.441,36.466,54,6,37.483,0.103,1.119,37,50.5,33,0.675,0.0,11,58,439.51,54.56
7.62,0.987,20,6.709,0,0,0.0,2,18,50.0,45.0,10,8,0,0,44.571,24.698,40,0,26.523,0.0,1.114,23,28.5,20,0.617,0.0,11,43,268.38,39.491
4.301,1.007,17,8.769,3,1,7.3,7,17,41.5,41.5,13,4,2,2,45.66,27.556,41,6,29.551,0.14,1.114,26,35.0,24,0.672,0.0,16,43,359.51,41.298
4.301,0.999,17,8.207,3,1,8.3,6,13,47.2,36.1,7,6,2,2,40.451,22.841,36,7,25.097,0.189,1.124,20,26.0,19,0.634,0.0,10,37,295.47,35.971
4.301,1.01,20,7.842,2,4,4.2,6,22,41.7,45.8,16,6,0,0,53.571,31.643,48,3,32.682,0.059,1.116,31,41.0,28,0.659,0.0,12,51,376.44,48.465
8.77,0.998,15,7.451,1,0,2.9,3,16,44.1,47.1,12,3,0,0,37.824,22.139,34,3,23.245,0.086,1.112,20,28.0,19,0.651,0.0,12,35,253.32,33.942
7.456,1.001,16,7.323,0,1,0.0,3,16,45.7,45.7,13,3,0,0,38.95,22.359,35,4,23.455,0.111,1.113,20,27.0,19,0.639,0.0,12,36,256.32,35.051
9.432,0.998,15,7.451,1,0,2.9,3,16,44.1,47.1,12,3,0,0,37.824,22.139,34,3,23.245,0.086,1.112,20,28.0,19,0.651,0.0,12,35,253.32,33.942
7.959,0.991,18,7.416,0,0,0.0,3,16,48.6,43.2,8,8,1,1,41.076,23.358,37,0,25.409,0.0,1.11,22,27.0,19,0.631,0.0,10,40,274.41,36.683
9.824,0.995,17,7.226,1,0,2.7,3,17,45.9,45.9,12,4,0,0,41.239,23.665,37,4,25.006,0.105,1.115,21,29.0,20,0.64,0.0,12,38,267.35,36.825
8.288,1.007,47,6.896,0,1,0.0,9,32,53.4,36.4,6,26,1,1,101.042,50.945,88,14,54.495,0.154,1.148,44,48.0,41,0.579,5.7,6,91,606.86,88.595
4.301,1.014,14,8.176,2,1,5.6,5,17,38.9,47.2,14,3,0,0,40.116,24.348,36,2,24.943,0.051,1.114,25,34.0,22,0.676,0.0,16,39,294.33,36.487
5.057,1.032,11,9.197,2,1,6.9,6,12,37.9,41.4,10,2,1,0,32.645,19.649,29,3,20.04,0.1,1.126,19,25.5,18,0.678,3.4,11,30,266.7,29.927
4.301,1.01,15,8.042,3,2,9.1,6,12,45.5,36.4,9,3,1,1,37.325,20.842,33,5,22.142,0.147,1.131,19,26.5,18,0.632,0.0,11,34,265.37,33.338
8.678,0.992,16,7.209,0,0,0.0,2,17,45.7,48.6,12,3,0,0,38.74,22.644,35,3,24.0,0.083,1.107,20,28.0,19,0.647,0.0,12,36,252.33,34.723
4.709,1.037,13,8.847,5,1,13.5,9,15,35.1,40.5,12,3,0,0,41.99,25.073,37,5,24.892,0.125,1.135,27,36.0,24,0.678,0.0,16,40,327.33,38.353
4.0,1.012,20,8.01,2,3,4.4,7,18,44.4,40.0,9,9,1,1,50.491,28.83,45,3,30.33,0.061,1.122,29,37.0,25,0.641,0.0,10,49,360.47,45.542
4.775,1.006,10,8.732,2,1,8.0,4,11,40.0,44.0,10,1,1,1,27.787,17.052,25,3,18.159,0.115,1.111,16,22.5,15,0.682,0.0,11,26,218.3,25.142
5.621,0.998,23,7.659,4,0,8.0,6,21,46.0,42.0,14,7,1,0,56.299,31.896,50,4,33.949,0.075,1.126,30,38.5,27,0.638,2.0,17,53,382.93,49.894
4.301,1.017,18,7.959,4,1,10.3,8,13,46.2,33.3,7,6,1,1,44.448,24.105,39,6,25.364,0.15,1.14,22,28.0,21,0.618,0.0,10,40,310.42,39.651
4.301,0.998,24,7.33,4,1,7.5,6,23,45.3,43.4,17,5,0,0,59.564,33.783,53,5,35.546,0.091,1.124,31,42.5,29,0.637,0.0,17,55,388.51,52.898
4.301,1.018,21,8.584,5,9,9.3,10,23,38.9,42.6,17,5,1,1,60.571,36.368,54,5,37.585,0.088,1.122,36,50.0,33,0.673,0.0,6,57,463.56,54.963
4.748,1.019,9,10.109,0,1,0.0,4,12,36.0,48.0,11,1,2,1,27.359,18.078,25,4,19.222,0.154,1.094,17,23.5,16,0.723,4.0,11,26,252.73,25.473
4.792,1.022,17,8.474,1,3,2.4,7,17,41.5,41.5,13,4,1,1,45.787,26.997,41,3,28.017,0.07,1.117,26,35.0,24,0.658,0.0,12,43,347.42,41.884
4.301,1.02,22,8.417,2,4,3.7,9,23,40.7,42.6,18,5,1,1,60.325,35.787,54,8,37.0,0.14,1.117,35,47.5,32,0.663,0.0,17,57,454.54,55.08
4.301,1.009,15,8.564,3,5,7.9,6,17,39.5,44.7,13,4,1,1,42.325,25.842,38,1,27.142,0.024,1.114,26,34.0,23,0.68,0.0,6,41,325.42,38.338
7.238,1.028,12,9.455,2,1,5.6,7,17,33.3,47.2,15,2,1,1,39.83,25.723,36,5,26.284,0.128,1.106,27,38.0,24,0.715,0.0,20,39,340.38,37.007
4.301,1.009,16,8.009,2,2,5.0,5,19,40.0,47.5,16,3,0,0,44.531,26.875,40,3,27.705,0.07,1.113,27,37.0,24,0.672,0.0,16,43,320.37,40.371
4.301,1.012,18,8.972,6,1,11.5,9,25,34.6,48.1,23,2,1,1,57.82,36.906,52,5,38.159,0.088,1.112,39,55.5,34,0.71,0.0,31,57,466.56,52.643
5.957,0.992,32,7.149,6,1,9.2,8,25,49.2,38.5,13,12,1,1,73.517,39.879,65,6,43.035,0.087,1.131,37,46.0,33,0.614,0.0,16,69,464.7,64.501
4.301,1.015,12,9.423,2,1,6.7,6,12,40.0,40.0,11,1,2,0,33.574,20.384,30,4,22.029,0.129,1.119,19,26.0,18,0.679,3.3,12,31,282.68,30.458
4.301,1.02,24,8.077,4,5,6.8,10,25,40.7,42.4,19,6,0,0,66.402,38.642,59,8,39.364,0.129,1.125,38,51.0,35,0.655,0.0,16,62,476.53,60.207
4.301,1.022,12,8.811,4,1,13.3,7,11,40.0,36.7,8,3,1,1,33.993,19.81,30,5,20.625,0.161,1.133,19,25.5,18,0.66,0.0,11,31,264.34,30.673
4.656,1.014,21,8.823,3,3,5.7,9,23,39.6,43.4,17,6,2,2,58.909,36.039,53,7,37.983,0.123,1.111,36,47.0,32,0.68,0.0,16,57,467.61,53.72
5.772,0.986,17,6.982,1,1,2.8,2,17,47.2,47.2,11,6,0,0,40.029,22.951,36,0,24.551,0.0,1.112,22,28.5,19,0.638,0.0,11,39,251.35,35.498
4.745,1.008,21,7.656,2,2,4.5,6,17,47.7,38.6,9,8,1,0,49.721,27.283,44,3,28.847,0.065,1.13,25,30.0,23,0.62,2.3,6,46,336.85,44.345
7.638,0.987,28,6.317,2,1,3.8,4,20,53.8,38.5,11,9,0,0,58.813,30.321,52,9,32.819,0.17,1.131,25,31.5,24,0.583,0.0,11,53,328.5,51.345
6.959,1.009,12,8.259,2,0,6.3,4,16,37.5,50.0,12,2,0,0,35.491,22.106,32,3,22.727,0.091,1.109,21,31.0,20,0.691,0.0,12,33,264.3,32.276
5.564,1.029,14,10.365,5,2,12.8,9,16,35.9,41.0,12,4,1,0,44.037,26.911,39,2,27.551,0.048,1.129,28,37.5,25,0.69,2.6,15,42,404.25,40.138
4.301,1.02,20,8.581,6,8,10.7,10,26,35.7,46.4,23,3,0,0,62.734,38.675,56,5,39.182,0.082,1.12,41,55.0,36,0.691,0.0,12,61,480.52,57.105
4.95,1.024,14,8.93,4,2,10.8,8,15,37.8,40.5,11,3,1,1,41.617,25.051,37,6,25.841,0.158,1.125,24,33.5,23,0.677,0.0,11,38,330.4,37.884
4.844,1.009,23,7.48,1,2,2.0,6,22,45.1,43.1,14,8,0,0,57.113,32.39,51,4,33.654,0.074,1.12,31,39.0,28,0.635,0.0,12,54,381.46,51.458
6.274,1.023,21,9.214,1,5,2.0,10,20,41.2,39.2,15,5,3,1,56.91,34.043,51,8,36.296,0.151,1.116,32,43.0,30,0.668,2.0,12,53,469.91,52.16
4.301,1.022,16,10.759,1,3,2.5,8,16,40.0,40.0,11,5,3,2,44.339,27.494,40,6,29.563,0.143,1.108,26,34.5,24,0.687,2.5,11,42,430.37,40.862
6.44,1.034,11,11.035,4,1,11.8,8,15,32.4,44.1,13,2,1,0,38.124,24.362,34,3,24.784,0.081,1.121,26,35.0,23,0.717,2.9,16,37,375.2,35.153
5.047,1.017,21,8.141,3,1,5.7,8,24,39.6,45.3,17,7,0,0,59.279,35.379,53,3,36.142,0.052,1.118,37,48.5,32,0.668,0.0,21,58,431.48,53.894
4.301,1.005,10,8.858,2,0,7.7,4,12,38.5,46.2,11,1,1,1,28.787,18.052,26,2,19.159,0.071,1.107,18,25.5,16,0.694,0.0,15,28,230.31,26.142
7.638,1.012,15,8.749,5,2,14.7,8,11,44.1,32.4,5,5,2,2,38.617,21.83,34,6,23.585,0.176,1.136,19,25.5,19,0.642,0.0,5,34,297.45,34.407
4.355,1.012,14,8.559,4,7,10.0,6,20,35.0,50.0,17,2,0,0,44.488,28.149,40,1,28.739,0.023,1.112,29,41.0,26,0.704,0.0,6,43,342.38,40.48
4.301,1.024,12,9.062,2,0,5.3,6,20,31.6,52.6,20,0,0,0,41.91,27.536,38,4,27.636,0.095,1.103,30,43.0,26,0.725,0.0,26,42,344.34,38.931
4.301,1.02,12,9.102,6,2,18.2,8,13,36.4,39.4,10,2,1,1,37.365,22.611,33,5,23.421,0.147,1.132,22,31.5,21,0.685,0.0,11,34,300.38,33.665
4.301,1.014,18,7.668,4,5,9.8,7,16,43.9,39.0,12,4,0,0,46.528,25.918,41,6,26.716,0.143,1.135,24,32.0,23,0.632,0.0,6,42,314.38,41.574
4.432,1.023,11,9.148,1,1,2.8,5,20,30.6,55.6,20,0,0,0,39.412,26.515,36,2,26.631,0.05,1.095,29,41.0,25,0.737,0.0,22,40,329.32,36.829
4.301,1.059,11,10.008,0,3,0.0,8,21,27.5,52.5,19,2,0,0,44.973,29.412,40,3,28.415,0.07,1.124,32,43.5,29,0.735,7.5,17,43,400.32,42.36
7.137,0.991,18,7.416,0,0,0.0,3,16,48.6,43.2,8,8,1,1,41.076,23.358,37,0,25.409,0.0,1.11,22,27.0,19,0.631,0.0,10,40,274.41,36.683
4.301,1.025,12,9.724,2,4,6.3,6,14,37.5,43.8,11,3,2,0,35.795,22.288,32,4,23.205,0.121,1.119,21,28.0,20,0.697,6.3,6,33,311.18,32.807
4.996,1.017,23,7.87,3,3,6.0,9,18,46.0,36.0,13,5,1,1,56.614,31.093,50,8,32.551,0.157,1.132,28,37.0,27,0.622,0.0,12,51,393.51,50.854
4.301,1.028,14,9.439,1,3,2.8,7,15,38.9,41.7,11,4,2,1,40.106,24.583,36,5,25.659,0.132,1.114,24,32.5,22,0.683,2.8,11,38,339.82,36.996
4.423,1.032,9,9.216,3,0,10.3,6,14,31.0,48.3,13,1,0,0,32.369,20.789,29,2,20.665,0.063,1.116,23,31.5,20,0.717,0.0,17,32,267.26,29.938
4.842,1.027,15,9.371,3,3,7.7,9,15,38.5,38.5,7,7,2,2,43.664,26.458,39,5,27.699,0.122,1.12,26,33.5,24,0.678,0.0,5,41,365.47,40.069
4.301,1.019,25,8.063,3,5,5.3,10,22,43.9,38.6,15,7,1,1,64.239,36.335,57,10,37.767,0.169,1.127,34,45.0,32,0.637,0.0,12,59,459.57,58.065
4.301,1.011,21,7.99,1,2,1.9,6,25,40.4,48.1,20,5,0,0,57.697,34.863,52,4,35.892,0.071,1.11,35,46.0,31,0.67,0.0,18,56,415.47,52.574
4.301,0.996,31,7.123,3,3,4.8,7,24,50.0,38.7,13,11,1,1,69.856,37.771,62,4,40.688,0.062,1.127,34,43.0,31,0.609,0.0,12,65,441.65,61.734
4.301,1.004,24,7.803,6,4,10.3,8,26,41.4,44.8,19,7,0,0,65.145,38.299,58,5,39.796,0.079,1.123,39,53.0,34,0.66,0.0,20,63,452.56,58.218
4.578,1.006,18,7.676,2,1,4.8,5,19,42.9,45.2,14,5,0,0,46.946,27.402,42,4,28.466,0.089,1.118,27,36.0,24,0.652,0.0,16,45,322.39,42.254
