pXC50,nN.CO.2,NaaNH,nPyrimidines,Eig01_EA.bo.,SM11_AEA.ri.,SpMax_EA.bo.,SpDiam_EA.bo.,C.041,C.042,Eig01_AEA.ed.,SpMax_AEA.ed.,nCconj,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,nROH,P_VSA_MR_3,SpDiam_EA.ed.,O.056,nOHs,Eig07_EA.dm.,NsOH,CATS2D_04_DD,C.009,SM09_EA.dm.,P_VSA_e_3,nOxolanes,SRW09,SpDiam_AEA.dm.,Eig01_AEA.ri.,SpMax_AEA.ri.,Eig01_EA,SM09_AEA.bo.,SpDiam_EA,SpMax_EA,Eig01_AEA.dm.,SpMax_AEA.dm.,SM07_EA.dm.,O.058,CATS2D_03_AP,P_VSA_i_4,ALOGP2,NdO,Eig02_AEA.ed.,SM05_EA.dm.,P_VSA_LogP_4,CATS2D_03_DD,Eig02_EA.bo.,SM12_AEA.ri.,Eig02_EA.ed.,SM11_AEA.dm.,Eig01_EA.ri.,SpMax_EA.ri.,P_VSA_LogP_5,SM14_EA.bo.,SM11_EA.dm.,nPyrroles,C.031,GATS1e,nDB,NdssC,SM15_EA.bo.,SM12_EA.bo.,NaasN,SM13_EA.dm.,SM12_EA.dm.,SpMax2_Bh.s.,SM13_EA.bo.,C.008,JGI6
7.481,0,0,0,4.196,4.196,4.196,7.196,0,0,6.699,6.699,0,10.884,10.884,10.884,0,0.0,18.031,0,0,0.0,0,0,0,5.75,68.367,0,7.226,5.736,4.123,4.123,3.139,3.139,5.139,3.139,3.736,3.736,4.409,1,0,68.367,5.111,1,6.116,3.032,127.291,0,3.483,3.483,8.899,8.899,3.089,3.089,48.503,20.222,7.068,0,0,0.706,1,1,21.59,17.435,0,8.374,7.771,4.999,18.755,0,0.012
7.854,0,0,0,4.196,4.196,4.196,7.196,0,0,6.699,6.699,0,10.884,10.884,10.884,0,0.0,18.031,0,0,0.0,0,0,0,5.75,68.367,0,7.226,5.736,4.123,4.123,3.139,3.139,5.139,3.139,3.736,3.736,4.409,1,0,68.367,5.111,1,6.116,3.032,127.291,0,3.483,3.483,8.899,8.899,3.091,3.091,48.503,20.222,7.068,0,0,0.706,1,1,21.59,17.435,0,8.374,7.771,4.997,18.755,0,0.012
6.682,0,0,1,4.196,4.196,4.196,7.196,0,0,6.699,6.699,0,10.884,10.884,10.884,0,0.0,18.031,0,0,0.0,0,0,0,5.75,85.153,0,7.226,5.736,4.118,4.118,3.139,3.139,5.139,3.139,3.736,3.736,4.409,1,0,85.153,4.249,1,6.116,3.032,144.076,0,3.483,3.483,8.899,8.899,3.075,3.075,47.645,20.222,7.068,0,0,0.729,1,1,21.59,17.435,0,8.374,7.771,5.059,18.755,0,0.012
7.409,0,0,1,4.593,4.593,4.593,7.593,0,0,6.792,6.792,1,11.184,11.184,11.184,0,0.0,18.613,0,0,0.0,0,0,0,0.125,71.492,0,7.31,5.622,4.18,4.18,3.235,3.235,5.235,3.235,3.622,3.622,0.188,1,0,71.492,17.447,1,6.162,0.268,122.188,0,3.744,3.744,9.002,9.002,3.065,3.065,30.235,21.433,0.082,0,0,0.777,1,1,22.93,18.443,0,0.054,0.079,5.03,19.913,0,0.017
6.305,0,0,1,4.531,4.531,4.531,7.531,0,0,6.689,6.689,1,10.817,10.817,10.817,0,0.0,17.958,0,0,0.0,0,0,0,0.0,86.378,0,6.605,5.593,4.1,4.1,3.155,3.155,5.155,3.155,3.593,3.593,0.0,1,0,86.378,3.03,1,5.668,0.0,121.759,0,3.449,3.449,7.406,7.406,2.979,2.979,26.181,21.193,0.0,0,0,0.833,1,1,22.683,18.209,0,0.0,1.602,5.033,19.674,0,0.014
6.921,0,0,1,4.531,4.531,4.531,7.531,0,0,6.69,6.69,1,10.824,10.824,10.824,0,0.0,17.978,0,0,0.0,0,0,0,0.0,86.378,0,6.605,5.597,4.101,4.101,3.156,3.156,5.156,3.156,3.597,3.597,0.0,1,0,86.378,4.366,1,5.675,0.0,121.759,0,3.449,3.449,7.454,7.454,2.981,2.981,26.181,21.194,0.0,0,0,0.821,1,1,22.683,18.209,0,0.0,1.602,5.033,19.675,0,0.013
6.42,0,0,2,4.2,4.2,4.2,7.2,0,0,6.699,6.699,0,10.884,10.884,10.884,0,0.0,18.038,0,0,0.0,0,0,0,5.75,85.153,0,6.293,5.534,4.115,4.115,3.139,3.139,5.139,3.139,3.534,3.534,4.409,1,0,85.153,1.447,1,5.776,3.032,132.305,0,3.497,3.497,7.86,7.86,3.065,3.065,44.92,20.217,7.068,0,0,0.837,1,1,21.601,17.416,0,8.374,7.771,5.148,18.76,0,0.017
7.328,0,0,1,4.2,4.2,4.2,7.2,0,0,6.699,6.699,0,10.884,10.884,10.884,0,0.0,18.038,0,0,0.0,0,0,0,5.75,68.367,0,6.293,5.534,4.118,4.118,3.139,3.139,5.139,3.139,3.534,3.534,4.409,1,0,68.367,3.42,1,5.776,3.032,103.748,0,3.497,3.497,7.86,7.86,3.076,3.076,35.872,20.217,7.068,0,0,0.806,1,1,21.601,17.416,0,8.374,7.771,5.129,18.76,0,0.017
8.155,0,0,0,4.2,4.2,4.2,7.2,0,0,6.699,6.699,0,10.884,10.884,10.884,0,0.0,18.038,0,0,0.0,0,0,0,5.75,51.582,0,6.293,5.534,4.123,4.123,3.139,3.139,5.139,3.139,3.534,3.534,4.409,1,0,51.582,4.198,1,5.776,3.032,86.963,0,3.497,3.497,7.86,7.86,3.093,3.093,36.73,20.217,7.068,0,0,0.78,1,1,21.601,17.416,0,8.374,7.771,5.12,18.76,0,0.017
9.0,0,0,0,4.2,4.2,4.2,7.2,0,0,6.7,6.7,0,10.885,10.885,10.885,0,0.0,18.039,0,0,0.0,0,0,0,5.75,51.582,0,7.557,5.736,4.126,4.126,3.141,3.141,5.141,3.141,3.736,3.736,4.409,1,0,51.582,7.877,1,6.116,3.032,86.963,0,3.498,3.498,8.899,8.899,3.094,3.094,36.73,20.233,7.068,0,0,0.756,1,1,21.615,17.44,0,8.374,7.771,5.12,18.782,0,0.013
7.959,0,0,1,4.297,4.297,4.297,7.297,1,0,6.807,6.807,0,11.257,11.257,11.257,0,0.0,18.431,0,0,0.0,0,0,0,4.717,71.492,0,7.402,5.77,4.229,4.229,3.266,3.266,5.266,3.266,3.77,3.77,3.608,1,0,71.492,3.231,1,6.527,2.473,99.044,0,3.675,3.675,10.159,10.159,3.151,3.151,38.629,20.584,5.808,0,0,0.846,1,1,21.996,17.743,0,6.887,6.409,5.128,19.123,0,0.019
6.963,0,0,1,4.542,4.542,4.542,7.542,0,0,6.767,6.767,1,11.064,11.064,11.064,0,0.0,18.461,0,0,0.0,0,0,0,0.0,85.153,0,6.605,5.617,4.158,4.158,3.195,3.195,5.195,3.195,3.617,3.617,0.0,1,0,85.153,7.763,1,6.059,0.0,162.516,0,3.694,3.694,8.637,8.637,3.094,3.094,47.462,21.276,0.0,0,0,0.747,1,1,22.756,18.308,0,0.0,0.013,5.037,19.758,0,0.011
8.398,0,0,1,4.2,4.2,4.2,7.2,0,0,6.7,6.7,0,10.885,10.885,10.885,0,0.0,18.039,0,0,0.0,0,0,0,5.75,68.367,0,7.557,5.736,4.121,4.121,3.141,3.141,5.141,3.141,3.736,3.736,4.409,1,0,68.367,6.796,1,6.116,3.032,103.748,0,3.498,3.498,8.899,8.899,3.078,3.078,35.872,20.233,7.068,0,0,0.777,1,1,21.615,17.44,0,8.374,7.771,5.13,18.782,0,0.013
8.097,0,1,1,4.582,4.582,4.582,7.582,0,0,6.769,6.769,0,11.147,11.147,11.147,0,0.0,18.32,0,0,0.0,0,0,0,0.0,116.58,0,7.273,5.237,4.204,4.204,3.228,3.228,5.228,3.228,3.237,3.237,0.0,0,1,116.58,2.384,0,6.379,0.0,90.562,0,3.923,3.923,9.68,9.68,3.15,3.15,59.152,21.445,0.0,0,1,0.968,0,0,22.936,18.462,0,0.0,0.0,5.085,19.93,0,0.014
7.638,0,1,1,4.493,4.493,4.493,7.493,0,0,6.736,6.736,0,11.037,11.037,11.037,0,0.0,18.209,0,0,0.0,0,0,0,0.0,83.683,0,7.14,5.193,4.171,4.171,3.193,3.193,5.193,3.193,3.193,3.193,0.0,0,0,83.683,3.583,0,6.085,0.0,104.048,0,3.85,3.85,8.836,8.836,3.124,3.124,64.156,21.182,0.0,0,0,0.854,0,0,22.649,18.242,0,0.0,0.0,5.029,19.682,0,0.01
6.42,0,0,0,4.067,4.067,4.067,7.067,0,0,6.461,6.461,0,9.99,9.99,9.99,0,0.0,16.732,0,0,0.0,0,0,0,5.75,51.582,0,7.226,5.736,3.987,3.987,3.028,3.028,5.028,3.028,3.736,3.736,4.409,1,0,51.582,5.467,1,6.116,3.032,86.963,0,3.388,3.388,8.898,8.898,2.924,2.924,24.466,19.768,7.068,0,0,0.651,1,1,21.107,17.031,0,8.374,7.771,5.054,18.325,0,0.02
5.436,0,0,0,4.148,4.148,4.148,7.148,0,0,6.65,6.65,1,10.651,10.651,10.651,0,0.0,17.651,0,0,0.0,0,0,0,5.75,51.582,0,7.226,5.737,4.102,4.102,3.112,3.112,5.112,3.112,3.737,3.737,4.409,2,0,51.582,2.666,2,6.116,3.032,117.241,0,3.405,3.405,8.899,8.899,3.082,3.082,27.223,20.026,7.068,0,0,0.627,2,2,21.396,17.247,0,8.374,7.787,7.426,18.577,0,0.02
8.301,0,0,0,4.218,4.218,4.218,7.218,0,0,6.704,6.704,0,10.907,10.907,10.907,0,0.0,18.098,0,0,0.0,0,0,0,5.75,51.582,0,7.639,5.736,4.137,4.137,3.151,3.151,5.151,3.151,3.736,3.736,4.409,1,0,51.582,8.715,1,6.116,3.032,86.963,0,3.636,3.636,8.899,8.899,3.106,3.106,36.73,20.338,7.068,0,0,0.753,1,1,21.722,17.543,0,8.374,7.771,5.1,18.889,0,0.017
7.377,0,0,0,4.2,4.2,4.2,7.2,0,0,6.7,6.7,0,10.885,10.885,10.885,0,0.0,18.039,0,0,0.0,0,0,0,5.75,68.367,0,7.557,5.736,4.107,4.107,3.141,3.141,5.141,3.141,3.736,3.736,4.409,1,0,68.367,5.169,1,6.116,3.032,116.449,0,3.498,3.498,8.899,8.899,3.043,3.043,36.27,20.233,7.068,0,0,0.715,1,1,21.615,17.44,0,8.374,7.771,4.995,18.782,0,0.013
8.699,0,0,0,4.247,4.247,4.247,7.247,0,0,6.786,6.786,0,11.167,11.167,11.167,0,0.0,18.506,0,0,0.0,0,0,0,5.75,51.582,0,7.226,5.736,4.163,4.163,3.183,3.183,5.183,3.183,3.736,3.736,4.409,1,0,66.542,13.082,1,6.116,3.032,86.963,0,3.666,3.666,8.9,8.9,3.121,3.121,39.529,20.434,7.068,0,0,0.582,1,1,21.821,17.625,0,8.374,7.771,7.428,18.97,0,0.014
6.243,0,0,1,4.531,4.531,4.531,7.531,0,0,6.693,6.693,1,10.838,10.838,10.838,0,0.0,18.024,0,0,0.0,0,0,0,0.0,86.378,0,6.605,5.611,4.107,4.107,3.161,3.161,5.161,3.161,3.611,3.611,0.0,1,0,86.378,12.954,1,5.73,0.0,121.759,0,3.449,3.449,7.768,7.768,2.989,2.989,26.181,21.195,0.0,0,0,0.788,1,1,22.684,18.212,0,0.0,1.602,5.034,19.676,1,0.012
7.886,0,0,1,4.534,4.534,4.534,7.534,0,0,6.768,6.768,1,11.068,11.068,11.068,0,0.0,18.468,0,0,0.0,0,0,0,1.37,71.492,0,7.154,5.721,4.148,4.148,3.199,3.199,5.199,3.199,3.721,3.721,1.001,1,0,71.492,7.757,1,6.075,0.653,121.759,0,3.546,3.546,8.74,8.74,3.033,3.033,26.181,21.219,1.754,0,0,0.763,1,1,22.707,18.24,0,2.143,2.552,5.034,19.703,1,0.014
7.108,0,0,0,4.2,4.2,4.2,7.2,0,1,6.7,6.7,0,10.885,10.885,10.885,0,0.0,18.039,0,0,0.0,0,0,0,5.75,68.367,0,7.557,5.736,4.111,4.111,3.141,3.141,5.141,3.141,3.736,3.736,4.409,1,0,68.367,4.658,1,6.116,3.032,134.511,0,3.498,3.498,8.899,8.899,3.051,3.051,36.27,20.233,7.068,0,0,0.715,1,1,21.615,17.44,0,8.374,7.771,4.988,18.782,0,0.013
7.523,0,0,0,4.207,4.207,4.207,7.207,0,0,6.703,6.703,0,10.901,10.901,10.901,0,0.0,18.074,0,0,0.0,0,0,0,5.75,51.582,0,0.0,5.534,4.127,4.127,3.143,3.143,5.143,3.143,3.534,3.534,4.409,1,0,66.542,8.174,1,5.804,3.032,86.963,0,3.598,3.598,7.979,7.979,3.095,3.095,39.529,20.285,7.068,0,0,0.596,1,1,21.658,17.492,0,8.374,7.771,7.43,18.82,0,0.018
7.432,1,1,0,4.235,4.235,4.235,7.235,1,0,6.968,6.968,1,11.703,11.703,11.703,0,0.0,19.703,0,0,0.0,0,0,0,5.056,39.82,0,6.88,5.983,4.283,4.283,3.332,3.332,5.332,3.332,3.983,3.983,3.872,2,0,39.82,5.0,2,6.228,2.659,74.108,0,3.607,3.607,9.276,9.276,3.164,3.164,19.971,20.33,6.22,0,0,0.722,3,2,21.738,17.501,0,7.373,6.859,7.411,18.883,0,0.022
4.0,0,0,0,4.574,4.574,4.574,7.574,0,0,6.621,6.621,0,10.686,10.686,10.686,0,0.0,17.714,0,0,0.0,0,0,0,6.091,86.194,0,7.31,5.636,4.103,4.103,3.181,3.181,5.181,3.181,3.636,3.636,4.654,1,0,86.194,16.888,1,6.074,3.168,96.869,0,3.702,3.702,8.836,8.836,2.944,2.944,35.614,21.389,7.5,0,1,0.814,1,1,22.873,18.419,0,8.894,8.273,5.285,19.87,0,0.015
4.0,0,0,0,4.577,4.577,4.577,7.577,0,0,6.76,6.76,0,11.042,11.042,11.042,0,0.0,18.127,0,0,0.0,0,0,0,6.811,89.319,0,7.31,5.889,4.156,4.156,3.207,3.207,5.207,3.207,3.889,3.889,5.235,1,0,89.319,17.692,1,6.621,3.623,96.869,0,3.803,3.803,10.667,10.667,3.131,3.131,25.68,21.437,8.364,0,1,0.792,1,1,22.918,18.475,0,9.904,9.178,5.267,19.924,0,0.017
4.0,0,0,0,4.576,4.576,4.576,7.576,0,0,6.632,6.632,0,10.72,10.72,10.72,0,0.0,17.748,0,0,0.0,0,0,0,6.091,89.319,0,7.31,5.636,4.113,4.113,3.191,3.191,5.191,3.191,3.636,3.636,4.656,1,0,89.319,7.352,1,6.092,3.181,96.869,0,3.703,3.703,8.89,8.89,2.952,2.952,22.495,21.378,7.501,0,1,0.818,1,1,22.87,18.394,0,8.894,8.273,5.266,19.86,0,0.02
5.0,0,0,1,4.857,4.857,4.857,7.857,0,0,6.865,6.865,0,11.486,11.486,11.486,0,0.0,19.02,0,0,0.0,0,0,0,0.0,102.735,0,7.554,5.312,4.241,4.241,3.296,3.296,5.296,3.296,3.312,3.312,0.0,0,1,102.735,5.805,0,6.181,0.0,68.612,0,3.979,3.979,9.216,9.216,3.116,3.116,18.142,22.209,0.0,0,2,0.776,0,0,23.768,19.097,1,0.0,0.0,4.964,20.638,0,0.019
5.0,0,0,1,4.856,4.856,4.856,7.856,0,0,6.863,6.863,0,11.477,11.477,11.477,0,50.747,19.011,0,0,0.0,0,0,0,8.548,108.405,0,7.545,5.778,4.239,4.239,3.294,3.294,5.294,3.294,3.778,3.778,6.556,0,1,108.405,1.666,2,6.183,4.506,68.612,0,4.029,4.029,9.205,9.205,3.114,3.114,17.398,22.244,10.509,0,2,0.543,2,0,23.797,19.146,1,12.452,11.563,6.999,20.68,0,0.019
4.0,0,0,0,4.574,4.574,4.574,7.574,0,0,6.621,6.621,0,10.686,10.686,10.686,0,0.0,17.714,0,0,0.0,0,0,0,6.091,86.194,0,7.31,5.636,4.103,4.103,3.181,3.181,5.181,3.181,3.636,3.636,4.654,1,0,86.194,16.753,1,6.074,3.168,96.869,0,3.702,3.702,8.836,8.836,2.944,2.944,51.857,21.409,7.5,0,1,0.842,1,1,22.89,18.446,0,8.894,8.274,5.285,19.893,0,0.016
4.0,0,0,0,4.574,4.574,4.574,7.574,0,0,6.621,6.621,0,10.686,10.686,10.686,0,0.0,17.711,0,0,0.0,0,0,0,5.75,86.194,0,7.31,5.6,4.102,4.102,3.18,3.18,5.18,3.18,3.6,3.6,4.409,1,0,86.194,19.766,1,6.073,3.032,96.869,0,3.701,3.701,8.834,8.834,2.943,2.943,32.428,21.367,7.068,0,1,0.809,1,1,22.859,18.382,0,8.374,7.771,5.285,19.848,0,0.015
5.052,0,0,0,4.574,4.574,4.574,7.574,1,0,6.621,6.621,0,10.686,10.686,10.686,0,0.0,17.714,0,0,0.0,0,0,0,4.464,104.205,0,7.31,5.573,4.102,4.102,3.181,3.181,5.181,3.181,3.573,3.573,3.407,1,0,104.205,15.863,1,6.074,2.324,92.165,0,3.702,3.702,8.836,8.836,2.943,2.943,35.185,21.389,5.504,0,1,0.874,1,1,22.873,18.419,0,6.531,6.092,5.285,19.87,0,0.015
4.699,0,0,0,4.574,4.574,4.574,7.574,1,0,6.621,6.621,0,10.686,10.686,10.686,0,0.0,17.714,0,0,0.0,0,0,0,4.464,104.205,0,7.31,5.573,4.102,4.102,3.181,3.181,5.181,3.181,3.573,3.573,3.407,1,0,104.205,19.973,1,6.074,2.324,92.165,0,3.702,3.702,8.836,8.836,2.943,2.943,38.37,21.406,5.504,0,1,0.862,1,1,22.887,18.442,0,6.531,6.092,5.285,19.89,0,0.017
4.0,0,0,0,4.576,4.576,4.576,7.576,0,0,6.632,6.632,0,10.72,10.72,10.72,0,0.0,17.748,0,0,0.0,0,0,0,6.091,89.319,0,7.31,5.636,4.113,4.113,3.191,3.191,5.191,3.191,3.636,3.636,4.656,1,0,89.319,7.264,1,6.092,3.181,96.869,0,3.704,3.704,8.89,8.89,2.952,2.952,38.738,21.398,7.501,0,1,0.849,1,1,22.887,18.422,0,8.894,8.273,5.267,19.884,0,0.021
4.0,0,0,0,4.576,4.576,4.576,7.576,1,0,6.632,6.632,0,10.72,10.72,10.72,0,0.0,17.748,0,0,0.0,0,0,0,4.466,107.329,0,7.31,5.573,4.112,4.112,3.191,3.191,5.191,3.191,3.573,3.573,3.414,1,0,107.329,9.432,1,6.092,2.354,92.165,0,3.704,3.704,8.89,8.89,2.95,2.95,25.251,21.395,5.504,0,1,0.873,1,1,22.885,18.418,0,6.531,6.091,5.266,19.88,0,0.022
4.0,0,0,0,4.576,4.576,4.576,7.576,0,0,6.632,6.632,0,10.72,10.72,10.72,0,0.0,17.745,0,0,0.0,0,0,0,5.75,89.319,0,7.31,5.6,4.112,4.112,3.19,3.19,5.19,3.19,3.6,3.6,4.412,1,0,89.319,9.29,1,6.092,3.047,96.869,0,3.703,3.703,8.888,8.888,2.951,2.951,19.309,21.356,7.068,0,1,0.814,1,1,22.857,18.357,0,8.374,7.771,5.266,19.838,0,0.02
4.0,0,0,0,4.576,4.576,4.576,7.576,1,0,6.632,6.632,0,10.72,10.72,10.72,0,0.0,17.748,0,0,0.0,0,0,0,4.466,107.329,0,7.31,5.572,4.112,4.112,3.191,3.191,5.191,3.191,3.572,3.572,3.414,1,0,107.329,6.682,1,6.092,2.354,92.165,0,3.703,3.703,8.89,8.89,2.95,2.95,22.066,21.378,5.504,0,1,0.887,1,1,22.87,18.394,0,6.531,6.091,5.266,19.86,0,0.02
5.0,0,0,1,4.857,4.857,4.857,7.857,0,0,6.865,6.865,0,11.487,11.487,11.487,0,0.0,19.021,0,0,0.0,0,0,0,0.0,102.735,0,7.554,5.313,4.242,4.242,3.297,3.297,5.297,3.297,3.313,3.313,0.0,0,1,102.735,15.724,0,6.182,0.0,68.612,0,3.98,3.98,9.221,9.221,3.116,3.116,21.328,22.218,0.0,0,2,0.741,0,0,23.773,19.114,1,0.0,0.0,4.964,20.647,0,0.015
5.0,0,0,1,4.857,4.857,4.857,7.857,0,0,6.865,6.865,0,11.487,11.487,11.487,0,0.0,19.021,0,0,0.0,0,0,0,0.0,148.689,0,7.554,5.313,4.241,4.241,3.297,3.297,5.297,3.297,3.313,3.313,0.0,0,1,102.735,16.397,0,6.182,0.0,68.612,0,3.98,3.98,9.221,9.221,3.116,3.116,20.882,22.218,0.0,0,2,0.782,0,0,23.773,19.114,1,0.0,0.0,4.917,20.647,0,0.015
5.0,0,0,1,4.857,4.857,4.857,7.857,0,0,6.865,6.865,0,11.487,11.487,11.487,0,0.0,19.021,0,0,0.0,0,0,0,0.0,102.735,0,7.554,5.313,4.242,4.242,3.297,3.297,5.297,3.297,3.313,3.313,0.0,0,1,102.735,10.788,0,6.183,0.0,68.612,0,3.982,3.982,9.225,9.225,3.117,3.117,34.07,22.219,0.0,0,2,0.842,0,0,23.774,19.116,1,0.0,0.283,4.929,20.648,0,0.014
5.0,0,0,1,4.86,4.86,4.86,7.86,0,0,6.883,6.883,1,11.576,11.576,11.576,0,0.0,19.142,0,0,0.0,0,0,0,0.0,87.848,0,7.545,5.583,4.251,4.251,3.307,3.307,5.307,3.307,3.583,3.583,0.0,1,0,87.848,8.57,1,6.178,0.0,98.462,0,3.965,3.965,9.186,9.186,3.122,3.122,17.827,22.228,0.0,0,2,0.691,1,1,23.784,19.125,1,0.0,1.599,5.247,20.657,0,0.016
5.0,0,0,1,4.86,4.86,4.86,7.86,0,0,6.883,6.883,1,11.576,11.576,11.576,0,0.0,19.142,0,0,0.0,0,0,0,0.0,87.848,0,7.545,5.583,4.251,4.251,3.307,3.307,5.307,3.307,3.583,3.583,0.0,1,0,87.848,12.902,1,6.181,0.0,98.462,0,3.976,3.976,9.196,9.196,3.123,3.123,21.328,22.236,0.0,0,2,0.668,1,1,23.79,19.137,1,0.0,1.599,5.248,20.667,0,0.016
4.827,0,0,0,4.565,4.565,4.565,7.565,0,0,6.577,6.577,0,10.488,10.488,10.488,0,0.0,17.429,0,0,0.0,0,0,0,0.0,101.081,0,7.31,6.331,4.08,4.08,3.158,3.158,5.158,3.158,4.331,4.331,0.0,0,1,101.081,2.326,0,6.048,0.0,67.02,0,3.688,3.688,8.703,8.703,2.927,2.927,16.185,21.316,0.0,0,1,1.016,0,0,22.816,18.318,0,0.0,13.675,5.077,19.799,0,0.019
4.472,0,0,0,4.569,4.569,4.569,7.569,0,0,6.59,6.59,0,10.529,10.529,10.529,0,0.0,17.47,0,0,0.0,0,0,0,0.125,104.205,0,7.31,5.218,4.094,4.094,3.171,3.171,5.171,3.171,3.218,3.218,0.188,0,1,104.205,1.312,0,6.075,0.268,67.02,0,3.696,3.696,8.804,8.804,2.937,2.937,19.309,21.331,0.082,0,1,1.009,0,0,22.83,18.332,0,0.054,0.066,5.078,19.813,0,0.02
4.0,0,0,0,4.573,4.573,4.573,7.573,0,0,6.759,6.759,0,11.038,11.038,11.038,0,0.0,18.123,0,0,0.0,0,0,0,6.811,86.194,0,7.31,6.332,4.151,4.151,3.197,3.197,5.197,3.197,4.332,4.332,5.234,1,0,86.194,21.03,1,6.609,3.614,96.869,0,3.803,3.803,10.632,10.632,3.13,3.13,22.556,21.425,8.364,0,1,0.766,1,1,22.905,18.463,0,9.904,13.686,5.263,19.911,0,0.016
4.0,0,0,0,4.573,4.573,4.573,7.573,0,0,6.62,6.62,0,10.681,10.681,10.681,0,0.0,17.709,0,0,0.0,0,0,0,6.091,86.194,0,7.31,6.332,4.1,4.1,3.178,3.178,5.178,3.178,4.332,4.332,4.654,1,0,86.194,9.555,1,6.072,3.168,96.869,0,3.695,3.695,8.825,8.825,2.941,2.941,19.37,21.365,7.5,0,1,0.797,1,1,22.857,18.38,0,8.894,13.679,5.263,19.846,0,0.018
5.0,0,0,1,4.86,4.86,4.86,7.86,0,0,6.883,6.883,1,11.576,11.576,11.576,0,0.0,19.142,0,0,0.0,0,0,0,0.0,133.802,0,7.545,5.583,4.251,4.251,3.307,3.307,5.307,3.307,3.583,3.583,0.0,1,0,87.848,13.512,1,6.181,0.0,98.462,0,3.976,3.976,9.196,9.196,3.123,3.123,20.882,22.236,0.0,0,2,0.687,1,1,23.79,19.137,1,0.0,1.599,5.247,20.667,0,0.016
5.0,0,0,1,4.86,4.86,4.86,7.86,0,0,6.883,6.883,1,11.576,11.576,11.576,0,0.0,19.142,0,0,0.0,0,0,0,0.0,87.848,0,7.545,5.583,4.251,4.251,3.307,3.307,5.307,3.307,3.583,3.583,0.0,1,0,87.848,8.475,1,6.182,0.0,98.462,0,3.978,3.978,9.2,9.2,3.123,3.123,34.07,22.237,0.0,0,2,0.752,1,1,23.791,19.139,1,0.0,1.663,5.248,20.669,0,0.016
5.0,0,0,1,4.86,4.86,4.86,7.86,0,0,6.883,6.883,1,11.576,11.576,11.576,0,50.747,19.142,0,0,0.0,0,0,0,8.548,93.518,0,7.545,5.778,4.251,4.251,3.307,3.307,5.307,3.307,3.778,3.778,6.556,1,0,93.518,7.963,3,6.188,4.506,98.462,0,4.03,4.03,9.213,9.213,3.123,3.123,20.584,22.274,10.509,0,2,0.501,3,1,23.822,19.188,1,12.452,11.563,7.429,20.712,0,0.017
5.0,0,0,1,4.86,4.86,4.86,7.86,0,0,6.883,6.883,0,11.574,11.574,11.574,0,50.747,19.137,0,0,0.0,0,0,0,8.63,93.518,0,7.545,5.778,4.25,4.25,3.306,3.306,5.306,3.306,3.778,3.778,6.694,1,0,93.518,8.161,3,6.186,4.731,98.462,0,4.03,4.03,9.211,9.211,3.122,3.122,20.584,22.264,10.557,0,2,0.494,3,1,23.814,19.175,1,12.48,11.6,7.429,20.7,0,0.018
5.0,0,0,1,4.856,4.856,4.856,7.856,0,0,6.863,6.863,0,11.476,11.476,11.476,0,0.0,19.011,0,0,0.0,0,0,0,0.0,102.735,0,7.545,5.309,4.239,4.239,3.294,3.294,5.294,3.294,3.309,3.309,0.0,0,1,117.695,2.565,0,6.175,0.0,68.612,0,3.974,3.974,9.185,9.185,3.113,3.113,23.762,22.205,0.0,0,2,0.694,0,0,23.764,19.093,1,0.0,0.0,5.329,20.633,0,0.017
4.373,0,0,0,4.573,4.573,4.573,7.573,0,0,6.62,6.62,0,10.681,10.681,10.681,0,0.0,17.709,0,0,0.0,0,0,0,6.091,86.194,0,7.31,6.332,4.1,4.1,3.178,3.178,5.178,3.178,4.332,4.332,4.654,1,0,86.194,9.454,1,6.072,3.168,96.869,0,3.696,3.696,8.825,8.825,2.941,2.941,35.614,21.385,7.5,0,1,0.835,1,1,22.874,18.408,0,8.894,13.679,5.263,19.87,0,0.019
5.0,0,0,1,4.856,4.856,4.856,7.856,0,0,6.863,6.863,0,11.476,11.476,11.476,0,0.0,19.011,0,0,0.0,0,0,0,0.0,102.735,0,7.545,5.309,4.239,4.239,3.294,3.294,5.294,3.294,3.309,3.309,0.0,0,1,102.735,4.246,0,6.175,0.0,68.612,0,3.974,3.974,9.185,9.185,3.113,3.113,18.142,22.205,0.0,0,2,0.797,0,0,23.764,19.093,1,0.0,0.0,4.964,20.633,0,0.017
5.0,0,0,1,4.856,4.856,4.856,7.856,0,0,6.863,6.863,0,11.476,11.476,11.476,0,0.0,19.011,0,0,0.0,0,0,0,0.0,148.689,0,7.545,5.309,4.239,4.239,3.294,3.294,5.294,3.294,3.309,3.309,0.0,0,1,102.735,4.599,0,6.175,0.0,68.612,0,3.974,3.974,9.185,9.185,3.113,3.113,17.696,22.205,0.0,0,2,0.845,0,0,23.764,19.093,1,0.0,0.0,4.918,20.633,0,0.017
5.0,0,0,1,4.856,4.856,4.856,7.856,0,0,6.863,6.863,0,11.476,11.476,11.476,0,0.0,19.011,0,0,0.0,0,0,0,0.0,102.735,0,7.545,5.308,4.239,4.239,3.294,3.294,5.294,3.294,3.308,3.308,0.0,0,1,102.735,1.904,0,6.176,0.0,68.612,0,3.976,3.976,9.189,9.189,3.114,3.114,30.885,22.206,0.0,0,2,0.887,0,0,23.765,19.095,1,0.0,0.283,4.929,20.635,0,0.016
