pXC50,SpMin3_Bh.v.,SpMin3_Bh.p.,SpMin8_Bh.p.,Sp,IDDE,SpMin3_Bh.m.,TIC2,LLS_02,SpMin6_Bh.p.,SpMax2_Bh.v.,SpMin4_Bh.m.,S2K,Eta_epsi,Eig08_AEA.bo.,TIC4,Eig12_AEA.ri.,Eig08_AEA.ri.,SM05_EA.bo.,Eig08_EA.ri.,P_VSA_LogP_3,SpMaxA_AEA.dm.,IC4,Eta_C,Eig06_AEA.ri.,ATS6e,NaasN,DLS_cons,NdO,ATS2i,Uindex,ATS7i,SpMin4_Bh.s.,SpMax5_Bh.e.,TIE,ATSC2i,ATSC6m,ATS3e,SpMax7_Bh.s.,N.073,P_VSA_i_3,GGI9,SpMax4_Bh.i.,CIC0,ATSC8v,SM07_EA.bo.,DLS_07,ZM2MulPer,ATSC1m,TPSA.NO.,P_VSA_MR_1,ATS4e,SpMin5_Bh.e.,SM10_EA.bo.,SpMax8_Bh.p.,nHAcc,ATSC1v,SpMax7_Bh.m.,Rperim,SpMax7_Bh.p.,SpMax5_Bh.i.,ATS5i,nH,nR06,ATS4i,ATSC3m,Eig07_EA.bo.,SpMax8_Bh.i.,Eig02_AEA.bo.
5.959,2.002,1.992,1.697,61.307,5.11,2.011,431.729,0.5,1.877,3.882,1.981,17.258,53.667,3.421,516.7,2.537,3.166,8.461,2.104,166.904,0.089,5.678,48.381,3.499,5.542,0,0.42,5,5.318,88.016,5.762,1.131,3.8,141.804,2.229,65.781,5.42,4.738,0,591.049,0.591,3.908,4.854,24.502,11.408,0.0,752.877,21.928,130.81,447.302,5.568,1.718,15.928,3.281,10,11.127,3.603,30,3.514,3.824,5.766,42,5,5.804,57.466,2.999,3.563,4.371
6.237,1.983,1.964,1.697,62.04,4.871,1.991,478.323,0.63,1.811,3.88,1.981,17.106,54.833,3.413,536.362,2.545,3.05,8.482,2.034,119.522,0.092,5.646,55.39,3.499,5.678,0,0.52,5,5.38,98.275,5.849,1.167,3.775,173.381,2.238,78.158,5.487,4.725,0,660.904,0.682,3.879,4.944,24.77,11.414,0.0,721.624,24.623,136.8,435.531,5.679,1.715,15.911,3.281,10,12.403,3.445,24,3.44,3.811,5.919,47,4,5.92,63.356,2.998,3.563,4.372
6.125,1.989,1.974,1.697,63.802,5.094,2.004,486.654,0.63,1.842,3.883,1.981,16.823,56.133,3.628,544.693,2.548,3.36,8.528,2.285,119.522,0.09,5.558,59.013,3.576,5.743,0,0.52,5,5.413,101.633,5.945,1.171,3.781,182.036,2.307,82.748,5.523,4.725,0,684.446,0.701,3.89,5.004,25.315,11.442,0.0,733.056,25.601,136.8,459.073,5.758,1.716,15.923,3.281,10,12.933,3.503,24,3.501,3.813,5.946,49,4,6.017,64.981,2.999,3.563,4.444
6.495,2.031,2.016,1.697,66.563,5.069,2.013,494.47,0.5,1.902,3.888,1.981,18.179,58.133,3.42,588.323,2.552,3.36,8.486,2.285,119.522,0.085,5.768,61.278,3.5,5.751,0,0.52,5,5.47,93.776,5.982,1.173,3.8,164.949,2.456,82.64,5.606,4.725,0,707.989,0.646,3.907,5.077,31.141,11.417,0.0,742.953,26.639,136.8,482.615,5.761,1.748,15.912,3.281,10,13.631,3.614,30,3.52,3.828,6.011,51,5,6.007,71.265,2.998,3.563,4.374
6.638,1.996,1.986,1.697,65.137,5.224,2.0,482.508,0.5,1.882,3.909,1.981,18.04,57.419,3.628,561.892,2.553,3.36,8.578,2.285,157.427,0.084,5.853,57.216,3.569,5.662,0,0.45,5,5.367,96.739,5.853,1.135,3.804,169.809,2.264,78.513,5.494,4.757,0,664.74,0.686,3.909,4.883,27.331,11.505,0.0,817.089,22.069,136.8,400.217,5.668,1.744,15.99,3.281,10,11.732,3.615,30,3.521,3.827,5.911,44,5,5.888,62.315,3.148,3.563,4.414
6.602,1.996,1.987,1.697,65.137,5.224,2.0,486.117,0.5,1.881,3.908,1.981,18.04,57.419,3.628,561.892,2.692,3.36,8.565,2.285,157.427,0.084,5.853,56.979,3.525,5.658,0,0.45,5,5.367,96.741,5.853,1.135,3.805,168.611,2.264,75.117,5.494,4.759,0,664.74,0.686,3.909,4.883,27.522,11.486,0.0,816.39,22.069,136.8,400.217,5.664,1.743,15.971,3.281,10,11.732,3.615,30,3.521,3.827,5.911,44,5,5.889,62.734,3.152,3.563,4.393
6.398,1.997,1.987,1.697,65.137,5.147,2.001,485.362,0.5,1.88,3.907,1.981,18.04,57.419,3.628,553.892,2.696,3.36,8.565,2.285,157.427,0.084,5.77,56.803,3.503,5.657,0,0.45,5,5.367,96.749,5.854,1.135,3.805,168.182,2.264,75.388,5.494,4.759,0,664.74,0.673,3.909,4.883,27.51,11.484,0.0,816.254,22.069,136.8,400.217,5.664,1.743,15.968,3.281,10,11.732,3.615,30,3.521,3.827,5.912,44,5,5.889,62.734,3.154,3.563,4.39
6.745,1.999,1.995,1.697,64.216,5.224,2.004,482.508,0.5,1.889,3.905,1.981,17.803,57.848,3.628,561.892,2.554,3.36,8.578,2.285,157.427,0.084,5.853,56.045,3.573,5.666,0,0.45,5,5.371,96.739,5.864,1.13,3.805,180.843,2.376,74.483,5.497,4.771,0,625.591,0.686,3.91,4.883,27.274,11.505,0.0,817.089,22.512,136.8,415.178,5.671,1.743,15.99,3.281,11,11.744,3.615,30,3.521,3.828,5.916,44,5,5.896,61.066,3.148,3.563,4.414
6.824,2.015,2.006,1.697,66.04,5.224,2.012,499.903,0.5,1.895,3.917,1.981,17.847,57.633,3.628,579.287,2.554,3.36,8.578,2.285,157.427,0.084,5.851,57.357,3.576,5.697,0,0.45,5,5.403,96.739,5.927,1.168,3.807,166.052,2.343,76.671,5.513,4.738,0,660.904,0.686,3.91,5.013,30.463,11.505,0.0,791.97,24.371,136.8,435.531,5.7,1.751,15.99,3.281,10,12.568,3.615,30,3.521,3.831,5.974,47,5,5.927,62.792,3.148,3.563,4.414
6.824,2.002,1.998,1.697,66.495,5.388,2.006,503.982,0.5,1.892,3.906,1.981,18.499,59.1,3.628,589.366,2.558,3.36,8.582,2.285,157.427,0.082,5.894,57.816,3.577,5.732,0,0.52,5,5.412,99.736,5.921,1.137,3.805,172.117,2.341,79.818,5.515,4.753,0,671.904,0.686,3.909,5.005,31.244,11.51,0.0,821.041,24.298,146.03,435.531,5.701,1.744,15.995,3.281,11,12.46,3.615,30,3.521,3.828,5.97,47,5,5.92,62.553,3.149,3.563,4.419
7.0,1.995,1.983,1.697,65.631,5.224,1.996,482.508,0.5,1.88,3.911,1.981,18.172,56.8,3.628,561.892,2.553,3.36,8.578,2.285,157.427,0.084,5.853,59.431,3.568,5.66,0,0.41,5,5.367,96.739,5.85,1.141,3.804,166.985,2.272,89.599,5.493,4.739,0,625.591,0.686,3.908,4.883,27.355,11.505,0.0,817.089,20.699,136.8,400.217,5.666,1.744,15.99,3.281,10,11.726,3.626,30,3.521,3.827,5.91,44,5,5.886,65.267,3.148,3.563,4.414
7.456,2.043,2.037,1.766,71.802,5.377,2.013,513.272,0.38,1.909,3.964,1.981,19.275,61.733,3.64,630.14,2.705,3.36,8.643,2.285,204.809,0.076,5.945,61.691,3.584,5.799,0,0.34,5,5.456,99.28,6.017,1.172,3.828,167.374,2.497,82.781,5.584,4.75,0,684.446,0.764,3.912,5.136,35.254,11.576,0.0,866.511,25.106,136.8,459.073,5.751,1.809,16.068,3.521,10,13.225,3.618,36,3.609,3.855,6.02,49,6,5.972,65.945,3.183,3.715,4.462
6.222,2.046,2.039,1.764,71.802,5.307,2.013,513.862,0.38,1.91,3.958,1.982,19.275,61.733,3.72,624.895,2.797,3.36,8.631,2.32,204.809,0.076,5.895,60.953,3.588,5.743,0,0.34,5,5.456,99.346,5.93,1.172,3.839,166.768,2.497,79.528,5.584,4.751,0,684.446,0.687,3.912,5.136,30.351,11.553,0.0,865.871,25.106,136.8,459.073,5.75,1.826,16.038,3.521,10,13.225,3.615,36,3.599,3.867,6.008,49,6,5.975,65.911,3.208,3.71,4.395
6.602,1.993,1.987,1.697,61.239,5.189,1.997,444.128,0.38,1.87,3.91,1.981,17.256,54.481,3.628,520.757,2.546,3.301,8.548,2.277,166.904,0.087,5.786,49.86,3.5,5.544,0,0.55,5,5.288,90.902,5.758,1.094,3.8,160.423,2.249,65.073,5.407,4.764,0,567.507,0.631,3.909,4.787,23.63,11.49,0.5,791.442,20.417,127.57,391.635,5.539,1.731,15.99,3.281,10,10.727,3.615,30,3.52,3.823,5.727,40,5,5.764,55.478,3.001,3.563,4.371
6.208,1.99,1.978,1.697,62.159,5.109,1.994,445.737,0.38,1.862,3.912,1.981,17.495,54.052,3.628,512.757,2.652,3.302,8.535,2.236,166.904,0.087,5.697,50.59,3.5,5.535,0,0.53,5,5.284,90.92,5.751,1.099,3.8,149.544,2.134,65.011,5.404,4.755,0,606.655,0.617,3.908,4.787,23.767,11.467,0.5,790.561,19.944,127.57,376.675,5.533,1.73,15.966,3.281,9,10.705,3.615,30,3.52,3.822,5.724,40,5,5.757,57.176,3.07,3.563,4.371
6.824,2.002,2.001,1.697,62.875,5.299,2.005,463.248,0.38,1.877,3.925,1.981,17.771,58.81,3.628,539.877,2.672,3.36,8.622,2.285,166.904,0.082,5.805,55.025,3.501,5.583,0,0.53,5,5.34,99.8,5.843,1.121,3.803,192.853,2.891,65.573,5.438,6.999,0,567.507,0.711,3.911,4.756,23.658,11.555,0.5,869.556,19.677,127.57,376.675,5.597,1.736,16.044,3.281,12,10.712,3.615,30,3.52,3.826,5.804,40,5,5.814,54.882,3.094,3.563,4.549
5.585,2.002,2.001,1.697,62.875,5.223,2.005,464.858,0.38,1.881,3.921,1.981,17.771,58.81,3.628,531.877,2.672,3.36,8.61,2.285,166.904,0.082,5.719,54.392,3.548,5.55,0,0.53,5,5.34,99.867,5.782,1.117,3.805,186.657,2.891,63.733,5.438,6.999,0,567.507,0.656,3.911,4.756,23.596,11.531,0.5,868.87,19.677,127.57,376.675,5.595,1.74,16.01,3.281,12,10.712,3.615,30,3.521,3.828,5.774,40,5,5.818,54.797,3.182,3.563,4.442
6.523,1.995,1.991,1.697,63.517,5.148,2.0,471.237,0.5,1.873,3.911,1.981,17.96,55.733,3.628,547.867,2.556,3.316,8.552,2.285,166.904,0.085,5.828,51.478,3.5,5.604,0,0.42,5,5.332,93.825,5.808,1.1,3.8,152.907,2.215,69.593,5.426,4.751,0,613.82,0.631,3.908,4.914,26.918,11.495,0.0,795.393,22.23,136.8,411.989,5.574,1.732,15.995,3.281,10,11.464,3.615,30,3.52,3.823,5.79,43,5,5.793,56.95,3.002,3.563,4.371
5.959,1.999,1.992,1.697,62.546,5.148,2.006,452.07,0.5,1.873,3.924,1.981,17.638,54.467,3.628,528.7,2.567,3.324,8.561,2.285,166.904,0.085,5.81,49.977,3.5,5.547,0,0.42,5,5.289,93.825,5.775,1.104,3.801,157.791,2.176,64.001,5.409,4.772,0,567.507,0.631,3.91,4.851,23.802,11.508,0.0,800.644,20.443,151.36,376.675,5.549,1.736,16.009,3.281,10,10.704,3.615,30,3.52,3.825,5.745,40,5,5.771,54.944,3.005,3.563,4.371
6.26,1.984,1.977,1.697,60.546,5.11,1.983,447.962,0.5,1.864,3.89,1.976,17.061,53.067,3.578,512.831,2.538,3.193,8.491,2.169,157.427,0.089,5.762,47.858,3.499,5.514,0,0.42,5,5.278,88.016,5.728,1.077,3.795,142.784,2.158,63.153,5.385,4.753,0,567.507,0.591,3.905,4.81,23.525,11.434,0.0,768.983,20.721,140.46,376.675,5.513,1.721,15.946,3.281,10,10.651,3.611,30,3.52,3.821,5.718,40,5,5.739,54.888,2.999,3.563,4.371
5.721,1.985,1.978,1.697,60.546,5.11,1.983,451.753,0.5,1.862,3.893,1.978,17.061,53.067,3.578,512.831,2.535,3.199,8.491,2.186,147.951,0.089,5.762,47.878,3.499,5.528,0,0.42,5,5.278,88.016,5.73,1.08,3.795,142.783,2.156,64.49,5.383,4.753,0,567.507,0.591,3.906,4.81,23.134,11.434,0.0,767.691,20.721,140.46,376.675,5.52,1.718,15.946,3.281,10,10.651,3.608,30,3.519,3.821,5.712,40,5,5.748,54.567,2.999,3.563,4.371
6.796,2.038,2.032,1.759,68.824,5.259,2.013,472.863,0.38,1.905,3.967,1.981,18.723,58.367,3.628,584.876,2.678,3.36,8.614,2.285,214.285,0.078,5.849,55.085,3.5,5.673,0,0.44,5,5.379,93.885,5.901,1.171,3.819,149.669,2.356,72.222,5.501,4.749,0,626.362,0.693,3.912,5.057,30.085,11.562,0.5,840.863,23.045,127.57,435.531,5.632,1.807,16.068,3.52,9,12.197,3.615,36,3.598,3.846,5.847,45,6,5.852,60.367,3.184,3.705,4.399
6.387,2.015,2.005,1.697,63.069,5.189,2.012,460.283,0.5,1.883,3.896,1.981,17.451,54.967,3.444,543.867,2.547,3.255,8.52,2.17,157.427,0.087,5.786,51.255,3.5,5.576,0,0.42,5,5.355,90.902,5.833,1.168,3.802,146.957,2.292,67.654,5.446,4.733,0,614.591,0.631,3.91,4.916,26.341,11.464,0.0,765.103,22.953,130.81,470.844,5.611,1.718,15.969,3.281,10,11.676,3.607,30,3.514,3.826,5.842,44,5,5.845,58.81,2.999,3.563,4.371
6.409,2.008,2.007,1.697,62.881,5.299,2.009,460.283,0.5,1.883,3.9,1.981,17.918,59.51,3.628,543.867,2.667,3.36,8.596,2.284,157.427,0.082,5.786,55.266,3.5,5.593,0,0.42,5,5.373,99.8,5.853,1.155,3.802,192.186,2.942,66.766,5.459,6.999,0,579.278,0.711,3.911,4.748,24.326,11.531,0.0,868.336,20.316,130.81,435.531,5.633,1.718,16.024,3.281,13,10.835,3.614,30,3.514,3.827,5.862,41,5,5.857,56.53,2.999,3.563,4.537
6.409,2.0,1.996,1.697,63.523,5.148,2.005,470.288,0.5,1.88,3.885,1.981,18.112,56.433,3.449,553.872,2.554,3.261,8.524,2.166,157.427,0.085,5.83,51.692,3.5,5.625,0,0.45,5,5.365,93.825,5.818,1.133,3.801,152.138,2.288,71.87,5.448,4.751,0,625.591,0.631,3.909,4.905,27.483,11.47,0.0,794.174,22.867,140.04,470.844,5.612,1.718,15.974,3.281,11,11.569,3.607,30,3.514,3.825,5.834,44,5,5.838,58.577,2.999,3.563,4.371
7.022,1.994,1.98,1.697,64.716,5.148,1.998,467.533,0.5,1.872,3.89,1.981,18.382,55.933,3.449,551.117,2.551,3.257,8.524,2.158,157.427,0.085,5.801,53.595,3.5,5.62,0,0.45,5,5.357,93.825,5.813,1.149,3.8,151.277,2.343,75.404,5.443,4.727,0,614.591,0.631,3.908,4.893,27.576,11.47,0.0,794.174,22.903,130.81,470.844,5.607,1.718,15.974,3.281,10,11.734,3.615,30,3.514,3.824,5.831,44,5,5.832,59.866,2.999,3.563,4.371
5.26,2.04,2.021,1.697,65.625,5.299,2.005,482.343,0.5,1.891,3.985,1.981,18.023,58.867,3.628,567.927,2.668,3.36,8.843,2.285,163.473,0.091,5.855,54.749,3.501,5.648,0,0.42,7,5.387,99.8,5.861,1.171,3.81,185.317,2.396,76.645,5.497,6.999,0,658.904,0.711,3.913,4.875,27.802,11.851,0.0,873.418,24.643,164.95,470.844,5.645,1.72,16.422,3.508,12,11.76,3.616,30,3.533,3.834,5.88,44,5,5.862,62.178,3.188,3.635,4.843
6.18,2.052,2.043,1.762,72.12,5.28,2.014,531.619,0.5,1.912,3.9,2.0,20.065,62.267,3.516,650.222,2.68,3.36,8.536,2.285,157.427,0.077,5.965,62.739,3.5,5.755,0,0.5,5,5.528,96.592,6.045,1.174,3.823,157.849,2.701,80.025,5.651,4.738,0,708.76,0.653,3.911,5.168,35.372,11.475,0.0,818.001,27.55,142.84,517.928,5.773,1.835,15.977,3.514,11,14.085,3.615,36,3.546,3.875,5.974,53,6,6.024,73.284,2.999,3.711,4.371
6.469,2.051,2.046,1.761,71.114,5.259,2.013,522.469,0.38,1.91,3.934,1.982,19.404,60.867,3.511,631.827,2.674,3.36,8.545,2.285,157.427,0.078,5.905,62.123,3.5,5.772,0,0.44,5,5.508,93.885,6.021,1.173,3.808,153.744,2.638,82.142,5.632,4.73,0,708.76,0.693,3.912,5.159,34.752,11.487,0.0,800.984,26.994,130.81,565.013,5.763,1.781,15.989,3.514,10,13.993,3.615,36,3.543,3.844,5.988,52,6,6.006,71.641,2.999,3.708,4.371
7.745,2.04,2.036,1.761,68.83,5.259,2.013,473.147,0.38,1.906,3.957,1.981,18.873,59.067,3.628,594.215,2.674,3.36,8.588,2.285,204.809,0.078,5.883,55.319,3.5,5.696,0,0.36,5,5.41,93.885,5.924,1.171,3.811,148.853,2.451,74.646,5.521,4.749,0,638.133,0.693,3.912,5.046,30.74,11.538,0.0,839.643,23.68,130.81,494.386,5.667,1.781,16.049,3.513,10,12.324,3.615,36,3.543,3.843,5.892,46,6,5.894,61.985,3.183,3.707,4.376
6.097,2.034,2.032,1.76,68.074,5.259,2.012,496.233,0.5,1.904,3.943,1.981,18.829,59.167,3.628,598.876,2.673,3.36,8.588,2.285,176.38,0.078,5.989,54.976,3.5,5.687,0,0.4,5,5.405,93.885,5.903,1.17,3.808,149.292,2.457,73.927,5.508,4.755,0,626.362,0.693,3.912,5.001,29.76,11.538,0.0,853.284,23.12,143.7,482.615,5.659,1.74,16.049,3.513,11,11.961,3.615,36,3.541,3.838,5.885,45,6,5.886,60.709,3.183,3.705,4.376
6.42,2.039,2.037,1.761,71.046,5.517,2.013,518.809,0.5,1.908,3.959,1.981,19.724,61.833,3.628,634.731,2.863,3.36,8.632,2.285,195.332,0.076,6.045,58.61,3.502,5.738,0,0.4,5,5.453,99.35,5.965,1.171,3.813,158.013,2.516,77.481,5.546,4.753,0,672.675,0.703,3.912,5.09,32.833,11.574,0.0,880.318,24.618,140.04,517.928,5.703,1.778,16.073,3.514,11,12.774,3.615,36,3.544,3.844,5.944,48,6,5.925,63.126,3.189,3.707,4.396
7.523,2.039,2.037,1.761,71.046,5.447,2.013,517.099,0.5,1.908,3.959,1.981,19.724,61.833,3.628,626.731,2.866,3.36,8.632,2.285,195.332,0.076,5.969,58.441,3.501,5.729,0,0.4,5,5.453,99.359,5.939,1.171,3.813,157.741,2.516,77.364,5.546,4.754,0,672.675,0.749,3.912,5.09,31.562,11.572,0.0,880.181,24.618,140.04,517.928,5.703,1.778,16.069,3.514,11,12.774,3.615,36,3.544,3.844,5.945,48,6,5.925,63.126,3.189,3.707,4.386
7.252,2.036,2.031,1.76,69.688,5.352,2.012,486.905,0.38,1.904,3.962,1.981,19.266,60.152,3.628,604.97,2.679,3.36,8.64,2.285,195.332,0.077,5.99,58.229,3.501,5.703,0,0.34,5,5.41,96.605,5.923,1.171,3.812,157.075,2.436,78.737,5.526,4.757,0,665.511,0.709,3.912,4.978,30.708,11.589,0.0,877.085,22.371,130.81,482.615,5.672,1.778,16.094,3.513,10,12.016,3.615,36,3.544,3.842,5.892,45,6,5.893,62.878,3.188,3.707,4.453
6.745,2.037,2.032,1.76,69.688,5.352,2.012,491.047,0.38,1.904,3.961,1.981,19.266,60.152,3.628,606.97,2.807,3.36,8.628,2.285,195.332,0.077,6.01,58.022,3.5,5.701,0,0.34,5,5.41,96.603,5.923,1.171,3.812,156.017,2.436,76.031,5.526,4.759,0,665.511,0.703,3.912,4.978,30.64,11.57,0.0,876.29,22.371,130.81,482.615,5.67,1.777,16.07,3.514,10,12.016,3.616,36,3.544,3.842,5.892,45,6,5.893,63.314,3.188,3.707,4.393
7.658,2.056,2.054,1.779,76.353,5.381,2.015,509.316,0.38,1.913,3.98,2.008,20.501,64.467,3.658,663.915,2.867,3.363,8.69,2.296,242.714,0.07,5.981,61.967,3.638,5.781,0,0.27,5,5.494,99.819,5.987,1.172,3.887,156.116,2.66,80.593,5.613,4.75,0,685.218,0.774,3.921,5.22,33.459,11.631,0.0,925.771,25.43,130.81,541.471,5.755,1.881,16.13,3.541,10,13.507,3.637,42,3.624,3.912,5.99,50,7,5.979,66.467,3.19,3.725,4.4
6.886,2.039,2.036,1.761,68.768,5.28,2.013,489.338,0.38,1.906,3.958,1.981,19.029,60.581,3.628,598.97,2.864,3.36,8.628,2.285,195.332,0.077,5.93,56.88,3.5,5.7,0,0.36,5,5.413,96.606,5.928,1.171,3.813,163.281,2.549,74.219,5.529,4.811,0,626.362,0.733,3.912,4.978,29.914,11.567,0.0,876.154,22.822,130.81,497.575,5.672,1.774,16.066,3.513,11,12.037,3.615,36,3.543,3.845,5.893,45,6,5.897,61.705,3.189,3.707,4.385
7.398,2.042,2.041,1.761,70.404,5.382,2.013,506.194,0.38,1.909,3.965,1.981,19.557,64.91,3.652,615.826,2.867,3.37,8.697,2.289,195.332,0.073,5.921,61.86,3.639,5.711,0,0.34,5,5.46,104.971,5.946,1.171,3.824,192.057,3.19,73.718,5.556,6.999,0,626.362,0.86,3.912,4.946,30.535,11.625,0.0,954.463,22.107,130.81,482.615,5.724,1.796,16.106,3.514,13,12.021,3.615,36,3.545,3.859,5.935,45,6,5.947,60.982,3.189,3.709,4.47
6.337,2.057,2.047,1.762,73.148,5.382,2.013,528.685,0.5,1.911,3.992,1.981,19.661,64.267,3.705,641.072,2.867,3.373,8.923,2.304,201.378,0.081,5.991,61.363,3.639,5.736,0,0.4,7,5.473,104.971,5.948,1.172,3.886,187.597,2.62,77.649,5.591,6.999,0,705.988,0.86,3.917,5.059,32.554,11.917,0.0,959.427,26.438,164.95,517.928,5.734,1.859,16.466,3.523,12,12.948,3.64,36,3.562,3.908,5.965,48,6,5.951,67.056,3.205,3.713,4.802
4.809,1.931,1.927,1.062,28.392,4.316,1.933,157.402,1.0,1.063,3.831,1.483,6.849,25.567,2.839,190.131,1.852,2.349,7.614,1.32,104.239,0.129,4.875,14.828,2.694,4.206,0,0.77,2,4.334,38.171,4.342,0.505,3.213,43.561,0.719,10.836,4.464,4.036,0,225.314,0.135,3.462,3.804,6.671,10.431,1.0,446.568,4.94,69.4,153.024,4.425,1.12,14.768,2.735,5,3.351,2.735,21,2.735,3.212,4.404,13,3,4.565,14.527,2.197,2.925,4.167
4.188,1.957,1.95,1.404,40.307,4.735,1.965,284.954,0.75,1.524,3.889,1.776,8.914,35.9,3.117,323.008,2.128,2.741,8.36,1.721,128.999,0.123,5.569,28.568,3.33,5.04,0,0.85,3,4.834,50.082,5.189,1.014,3.542,74.787,1.329,38.451,5.012,4.641,0,370.334,0.361,3.803,4.239,12.538,11.327,1.0,567.157,13.075,104.73,235.422,5.132,1.542,15.851,2.805,7,6.373,3.071,25,2.967,3.55,5.331,24,4,5.323,32.246,2.583,3.1,4.441
4.518,1.739,1.775,1.008,28.636,4.564,1.671,182.15,1.0,1.368,3.822,1.553,9.039,27.538,2.844,206.15,1.049,2.414,7.556,1.378,37.905,0.144,5.028,19.932,2.518,4.335,0,0.9,2,4.447,52.118,4.305,0.673,3.17,61.404,0.797,22.045,4.489,4.332,0,327.153,0.146,3.439,3.548,5.211,10.339,1.0,423.036,5.311,77.52,176.567,4.512,1.208,14.626,2.705,6,3.938,2.964,12,2.834,3.257,4.643,16,2,4.668,18.64,2.083,2.885,4.164
4.0,1.57,1.565,0.772,21.602,3.787,1.592,126.426,1.0,1.299,3.498,1.574,5.466,21.333,1.668,146.2,0.281,1.314,7.583,0.358,37.905,0.186,4.43,13.122,1.95,4.399,0,0.93,1,4.223,33.136,4.488,0.573,3.162,41.037,0.601,18.95,4.223,3.966,0,253.852,0.0,3.314,3.582,4.529,10.497,1.0,321.147,6.114,64.99,153.024,4.409,1.142,14.911,2.429,5,3.507,2.667,11,2.644,3.234,4.655,14,1,4.508,12.131,1.003,2.643,4.101
4.0,1.576,1.573,0.888,23.364,4.022,1.594,125.588,1.0,1.428,3.505,1.588,6.115,22.633,1.707,152.833,0.393,1.354,7.595,0.397,37.905,0.177,4.245,14.621,1.98,4.543,0,1.0,1,4.341,35.858,4.75,0.584,3.215,38.877,0.651,21.491,4.266,3.936,0,257.482,0.0,3.34,3.728,7.001,10.511,1.0,333.569,7.02,53.99,188.338,4.478,1.168,14.927,2.565,5,4.057,2.838,11,2.816,3.29,4.79,16,1,4.576,13.362,1.099,2.748,4.115
4.137,1.713,1.697,0.775,21.295,4.022,1.731,138.49,1.0,1.106,3.541,1.308,5.486,22.2,2.065,149.245,0.331,1.618,7.584,0.599,37.905,0.176,4.664,13.724,2.356,4.177,0,0.77,2,4.125,36.078,4.18,0.301,2.973,62.421,0.593,13.975,4.327,4.429,0,295.28,0.036,3.307,3.495,3.962,10.399,1.0,343.753,5.088,104.06,70.627,4.381,0.873,14.682,2.006,6,2.886,2.592,11,2.376,2.981,4.4,12,1,4.495,13.249,1.149,2.481,4.128
4.754,1.7,1.715,1.213,30.006,4.44,1.712,201.329,1.0,1.559,3.798,1.595,8.007,31.467,3.094,229.329,1.705,2.545,7.966,1.544,97.026,0.12,5.333,19.545,3.142,4.549,0,0.72,5,4.488,47.095,4.552,0.631,3.445,77.404,0.958,15.151,4.612,5.061,0,286.45,0.219,3.735,3.697,5.528,10.754,1.0,568.912,4.548,144.03,141.253,4.67,1.365,14.955,2.714,9,3.116,3.076,22,2.824,3.468,4.694,13,2,4.795,14.731,2.496,2.881,4.36
4.565,1.721,1.728,1.239,29.92,4.385,1.726,203.82,1.0,1.31,3.766,1.578,7.709,29.333,2.679,215.82,1.496,2.159,7.711,1.136,43.727,0.151,5.019,23.474,3.063,4.559,0,0.87,4,4.506,47.036,4.615,0.663,3.317,78.552,0.871,22.318,4.633,4.502,0,321.917,0.196,3.493,3.822,4.97,10.463,1.0,481.217,6.083,99.88,153.024,4.7,1.285,14.629,2.713,7,4.242,2.915,15,2.848,3.35,4.785,16,2,4.799,18.646,2.39,3.033,4.282
4.016,1.521,1.522,0.803,24.097,4.056,1.396,143.207,1.0,1.154,3.636,1.202,6.851,23.3,2.578,145.207,0.666,2.046,7.95,1.016,9.476,0.18,4.84,16.866,2.661,3.904,0,0.75,1,4.037,36.918,3.861,0.443,3.037,50.099,0.808,9.286,4.1,4.01,0,157.596,0.125,3.417,2.793,2.269,10.981,1.0,487.364,0.982,132.02,47.084,4.082,1.061,15.581,2.228,8,1.545,2.772,14,2.494,3.047,4.093,7,1,4.164,5.76,1.91,2.414,3.989
4.294,1.962,1.949,1.404,40.71,4.735,1.968,282.501,0.75,1.469,3.9,1.776,8.77,35.519,3.111,315.72,2.128,2.737,8.435,1.691,119.522,0.123,5.539,30.896,3.33,5.047,0,0.88,3,4.816,50.064,5.136,1.019,3.541,78.439,1.294,40.296,5.018,4.641,0,386.712,0.392,3.807,4.145,13.906,11.405,1.0,576.126,11.738,95.5,223.651,5.15,1.542,15.922,2.816,6,6.101,3.297,25,3.026,3.548,5.329,23,4,5.338,32.545,2.53,3.1,4.444
4.03,1.76,1.781,1.095,29.017,4.214,1.751,176.438,1.0,1.394,3.96,1.657,6.209,27.1,2.941,210.213,0.928,2.429,8.504,1.42,62.665,0.174,5.005,19.484,2.984,4.533,0,0.8,3,4.481,41.709,4.584,0.763,3.282,64.371,0.907,22.59,4.553,4.416,0,298.215,0.239,3.47,3.718,8.249,11.58,1.0,466.015,9.592,96.61,176.567,4.724,1.305,16.219,2.66,6,4.44,2.767,15,2.74,3.359,4.885,17,2,4.871,18.943,2.329,2.962,4.673
4.918,1.844,1.858,1.172,34.153,4.688,1.796,207.159,0.75,1.45,3.882,1.571,8.41,31.919,3.103,247.133,2.159,2.664,8.122,1.616,104.239,0.127,5.492,23.251,3.051,4.51,0,0.75,3,4.522,45.875,4.543,0.669,3.368,64.892,1.057,15.806,4.653,4.341,1,253.573,0.166,3.708,3.605,6.047,11.012,1.0,617.378,3.553,113.75,129.482,4.624,1.366,15.402,2.777,7,2.956,3.13,26,2.808,3.424,4.675,13,3,4.747,18.976,2.543,2.978,4.463
