pXC50,RBN,AMW,H.,SCBO,Si,nH,nCsp2,Se,nBT,Sv,Sp,nC,nSK,nBO,nN,MW,Mi,nCsp3,nAT,Mv,Mp,nHet,C.,nDB
4.887,6,6.92,49.3,46.0,75.561,33,15,66.869,70.0,40.825,43.256,27,34,37,3,463.63,1.128,12,67.0,0.609,0.646,7,40.3,3
7.222,6,6.902,49.2,45.0,73.434,32,15,64.76,68.0,39.605,42.046,26,33,36,4,448.62,1.13,11,65.0,0.609,0.647,7,40.0,3
7.409,7,6.714,50.7,47.0,80.265,36,15,70.527,74.0,42.659,45.569,28,35,38,4,476.68,1.13,13,71.0,0.601,0.642,7,39.4,3
7.174,8,6.631,51.4,48.0,83.68,38,15,73.41,77.0,44.186,47.33,29,36,39,4,490.71,1.131,14,74.0,0.597,0.64,7,39.2,3
4.538,7,6.92,49.3,46.0,75.561,33,15,66.869,70.0,40.825,43.256,27,34,37,3,463.63,1.128,12,67.0,0.609,0.646,7,40.3,3
7.854,6,6.804,50.0,46.0,76.849,34,15,67.643,71.0,41.132,43.807,27,34,37,4,462.65,1.13,12,68.0,0.605,0.644,7,39.7,3
6.562,5,6.324,54.3,40.0,79.68,38,7,69.41,73.0,40.186,43.33,25,32,35,4,442.67,1.138,18,70.0,0.574,0.619,7,35.7,5
7.328,7,6.841,49.4,54.5,86.68,38,19,76.41,81.0,47.186,50.33,32,39,43,4,526.74,1.126,13,77.0,0.613,0.654,7,41.6,3
6.694,9,7.01,48.2,61.0,95.803,41,22,84.723,89.0,52.449,55.552,35,44,48,5,595.81,1.127,13,85.0,0.617,0.654,9,41.2,4
4.0,5,6.894,50.0,34.0,59.189,26,9,52.109,54.0,31.025,32.762,19,26,28,4,358.49,1.138,10,52.0,0.597,0.63,7,36.5,3
6.824,5,6.773,50.9,35.0,62.604,28,9,54.992,57.0,32.552,34.523,20,27,29,4,372.52,1.138,11,55.0,0.592,0.628,7,36.4,3
5.851,6,6.402,53.6,33.0,63.81,30,8,55.549,58.0,32.364,34.83,20,26,28,4,358.54,1.139,12,56.0,0.578,0.622,6,35.7,2
6.854,7,6.558,52.1,46.5,82.68,38,13,72.41,76.0,43.186,46.33,28,35,38,4,478.7,1.133,15,73.0,0.592,0.635,7,38.4,3
5.553,7,6.804,50.0,46.0,76.849,34,15,67.643,71.0,41.132,43.807,27,34,37,4,462.65,1.13,12,68.0,0.605,0.644,7,39.7,3
5.824,6,6.434,53.4,43.0,83.178,39,9,72.512,76.0,42.207,45.336,26,34,37,5,469.7,1.139,17,73.0,0.578,0.621,8,35.6,3
6.721,7,6.483,52.6,47.5,86.095,40,13,75.294,79.0,44.712,48.091,29,36,39,4,492.73,1.133,16,76.0,0.588,0.633,7,38.2,3
5.092,8,6.942,52.1,45.0,83.019,38,9,73.141,75.0,42.802,45.887,25,35,37,4,506.74,1.137,16,73.0,0.586,0.629,10,34.2,5
5.585,7,7.093,47.2,54.0,80.849,34,21,71.643,76.0,45.132,47.807,31,38,42,4,510.69,1.123,10,72.0,0.627,0.664,7,43.1,3
4.588,7,6.996,48.0,55.0,84.265,36,21,74.527,79.0,46.659,49.569,32,39,43,4,524.72,1.124,11,75.0,0.622,0.661,7,42.7,3
5.854,5,6.879,49.3,48.0,77.849,34,15,68.643,73.0,42.132,44.807,28,35,39,4,474.66,1.128,13,69.0,0.611,0.649,7,40.6,3
6.194,7,6.695,51.4,45.0,79.474,36,11,69.854,73.0,41.374,44.023,26,34,37,4,468.66,1.135,15,70.0,0.591,0.629,8,37.1,3
6.237,7,6.607,52.8,42.0,82.518,38,9,72.025,74.0,41.59,44.273,25,34,36,5,475.68,1.146,16,72.0,0.578,0.615,9,34.7,3
5.824,7,6.807,50.7,45.0,78.929,35,9,69.065,72.0,40.669,43.063,24,34,37,7,469.66,1.144,15,69.0,0.589,0.624,10,34.8,3
5.745,7,6.752,51.4,43.0,79.683,36,9,70.181,73.0,41.088,43.478,25,34,37,4,472.65,1.138,16,70.0,0.587,0.621,9,35.7,3
5.066,7,6.921,50.0,45.0,77.64,34,9,68.29,71.0,40.363,42.512,24,34,37,6,470.64,1.142,15,68.0,0.594,0.625,10,35.3,3
6.068,8,6.553,51.9,52.0,91.51,42,15,80.178,85.0,48.239,51.853,32,39,43,4,530.78,1.13,17,81.0,0.596,0.64,7,39.5,3
7.824,5,6.563,52.3,40.0,73.849,34,9,64.643,68.0,38.132,40.807,24,31,34,4,426.62,1.136,15,65.0,0.587,0.628,7,36.9,3
6.12,7,6.841,49.4,54.5,86.68,38,19,76.41,81.0,47.186,50.33,32,39,43,4,526.74,1.126,13,77.0,0.613,0.654,7,41.6,3
6.538,5,6.894,50.0,34.0,59.189,26,9,52.109,54.0,31.025,32.762,19,26,28,4,358.49,1.138,10,52.0,0.597,0.63,7,36.5,3
5.851,6,6.773,50.9,35.0,62.604,28,9,54.992,57.0,32.552,34.523,20,27,29,4,372.52,1.138,11,55.0,0.592,0.628,7,36.4,3
6.456,7,6.902,49.2,45.0,73.434,32,15,64.76,68.0,39.605,42.046,26,33,36,4,448.62,1.13,11,65.0,0.609,0.647,7,40.0,3
4.65,6,6.773,50.9,35.0,62.604,28,9,54.992,57.0,32.552,34.523,20,27,29,4,372.52,1.138,11,55.0,0.592,0.628,7,36.4,3
5.35,5,6.894,50.0,34.0,59.189,26,9,52.109,54.0,31.025,32.762,19,26,28,4,358.49,1.138,10,52.0,0.597,0.63,7,36.5,3
4.0,7,6.665,51.7,36.0,66.019,30,9,57.876,60.0,34.078,36.285,21,28,30,4,386.55,1.138,12,58.0,0.588,0.626,7,36.2,3
4.0,4,7.03,49.0,33.0,55.773,24,9,49.225,51.0,29.498,31.0,18,25,27,4,344.46,1.138,9,49.0,0.602,0.633,7,36.7,3
5.633,6,7.01,48.4,44.0,70.019,30,15,61.876,65.0,38.078,40.284,25,32,35,4,434.59,1.129,10,62.0,0.614,0.65,7,40.3,3
4.365,6,6.665,51.7,36.0,66.019,30,9,57.876,60.0,34.078,36.285,21,28,30,4,386.55,1.138,12,58.0,0.588,0.626,7,36.2,3
4.0,5,6.894,50.0,34.0,59.189,26,9,52.109,54.0,31.025,32.762,19,26,28,4,358.49,1.138,10,52.0,0.597,0.63,7,36.5,3
6.544,11,7.257,48.3,64.0,100.347,43,21,89.01,93.0,54.877,58.415,35,46,50,5,645.9,1.127,14,89.0,0.617,0.656,11,39.3,5
5.253,5,7.381,48.1,38.5,60.899,26,11,53.858,57.0,33.497,35.955,21,28,31,4,398.58,1.128,10,54.0,0.62,0.666,7,38.9,2
4.432,5,7.381,48.1,38.5,60.899,26,11,53.858,57.0,33.497,35.955,21,28,31,4,398.58,1.128,10,54.0,0.62,0.666,7,38.9,2
6.447,10,6.944,49.4,52.0,87.099,38,16,77.065,80.0,46.615,49.239,30,39,42,4,534.72,1.131,14,77.0,0.605,0.639,9,39.0,4
6.558,8,6.968,48.6,51.0,81.348,35,15,71.745,75.0,44.153,46.813,29,37,40,5,501.69,1.13,13,72.0,0.613,0.65,8,40.3,3
6.696,11,6.445,52.9,52.0,96.424,45,15,84.163,88.0,49.787,53.62,32,40,43,5,547.82,1.134,17,85.0,0.586,0.631,8,37.6,3
6.669,9,6.756,50.7,49.0,84.889,38,15,74.738,78.0,44.9,47.785,29,37,40,4,506.71,1.132,14,75.0,0.599,0.637,8,38.7,3
7.134,9,6.654,51.3,49.0,86.178,39,15,75.512,79.0,45.207,48.336,29,37,40,5,505.73,1.134,14,76.0,0.595,0.636,8,38.2,3
6.554,8,6.843,50.0,48.0,81.474,36,15,71.854,75.0,43.374,46.023,28,36,39,4,492.68,1.132,13,72.0,0.602,0.639,8,38.9,3
6.532,10,7.213,49.4,54.0,89.517,39,15,79.243,82.0,47.824,50.892,29,40,43,5,569.8,1.133,14,79.0,0.605,0.644,11,36.7,5
7.111,12,6.445,52.9,52.0,96.424,45,15,84.163,88.0,49.787,53.62,32,40,43,5,547.82,1.134,17,85.0,0.586,0.631,8,37.6,3
6.602,9,6.654,51.3,49.0,86.178,39,15,75.512,79.0,45.207,48.336,29,37,40,5,505.73,1.134,14,76.0,0.595,0.636,8,38.2,3
6.596,10,6.859,50.0,53.0,90.886,40,16,79.941,83.0,47.943,50.796,30,40,43,6,548.76,1.136,14,80.0,0.599,0.635,10,37.5,4
6.854,10,6.579,51.9,50.0,89.593,41,15,78.396,82.0,46.734,50.097,30,38,41,5,519.76,1.134,15,79.0,0.592,0.634,8,38.0,3
6.545,11,6.918,49.4,59.5,98.799,43,17,86.927,91.0,52.491,55.563,33,44,48,7,601.83,1.136,16,87.0,0.603,0.639,11,37.9,3
6.921,11,6.93,48.9,62.0,99.218,43,22,87.607,92.0,53.975,57.313,36,45,49,5,609.84,1.127,14,88.0,0.613,0.651,9,40.9,4
6.921,12,6.856,49.5,63.0,102.633,45,22,90.49,95.0,55.502,59.074,37,46,50,5,623.87,1.128,15,91.0,0.61,0.649,9,40.7,4
6.481,10,6.974,50.6,54.0,94.012,42,16,82.574,86.0,49.942,53.751,31,41,44,6,578.86,1.133,15,83.0,0.602,0.648,10,37.3,4
6.854,12,6.87,49.5,64.0,105.131,46,22,92.592,97.0,56.524,60.08,37,47,51,6,638.89,1.13,15,93.0,0.608,0.646,10,39.8,4
6.959,13,6.629,51.1,61.0,103.839,47,21,91.047,96.0,55.314,59.381,37,45,49,5,609.89,1.129,16,92.0,0.601,0.645,8,40.2,3
7.111,13,6.801,50.0,65.0,108.547,48,22,95.476,100.0,58.05,61.842,38,48,52,6,652.92,1.131,16,96.0,0.605,0.644,10,39.6,4
7.383,12,6.695,50.6,60.0,100.424,45,21,88.163,93.0,53.787,57.62,36,44,48,5,595.86,1.128,15,89.0,0.604,0.647,8,40.4,3
5.357,9,6.843,50.0,52.0,88.76,39,16,77.832,81.0,46.723,49.586,29,39,42,7,533.75,1.138,13,78.0,0.599,0.636,10,37.2,4
6.553,9,6.756,50.7,49.0,84.889,38,15,74.738,78.0,44.9,47.785,29,37,40,4,506.71,1.132,14,75.0,0.599,0.637,8,38.7,3
6.886,10,6.676,51.3,50.0,88.304,40,15,77.621,81.0,46.427,49.546,30,38,41,4,520.74,1.132,15,78.0,0.595,0.635,8,38.5,3
6.486,8,6.736,50.7,48.0,82.763,37,15,72.629,76.0,43.68,46.574,28,36,39,5,491.7,1.134,13,73.0,0.598,0.638,8,38.4,3
6.601,9,6.843,50.0,52.0,88.388,39,16,77.839,81.0,46.922,49.79,30,39,42,5,533.74,1.133,14,78.0,0.602,0.638,9,38.5,4
6.62,10,6.579,51.9,50.0,89.593,41,15,78.396,82.0,46.734,50.097,30,38,41,5,519.76,1.134,15,79.0,0.592,0.634,8,38.0,3
6.959,11,6.51,52.4,51.0,93.009,43,15,81.279,85.0,48.261,51.859,31,39,42,5,533.79,1.134,16,82.0,0.589,0.632,8,37.8,3
6.484,9,7.092,47.9,52.0,82.929,35,15,73.065,76.0,44.669,47.063,28,38,41,7,517.7,1.136,13,73.0,0.612,0.645,10,38.4,5
6.545,9,6.945,49.4,52.0,87.471,38,16,77.058,80.0,46.416,49.035,29,39,42,6,534.73,1.136,13,77.0,0.603,0.637,10,37.7,4
6.62,11,6.943,48.9,63.0,101.716,44,22,89.708,94.0,54.997,58.319,36,46,50,6,624.86,1.13,14,90.0,0.611,0.648,10,40.0,4
6.42,11,7.121,48.9,63.0,101.427,44,22,89.458,94.0,55.469,59.512,36,46,50,6,640.93,1.127,14,90.0,0.616,0.661,10,40.0,4
6.658,9,7.153,49.4,52.0,87.181,38,16,76.807,80.0,46.889,50.228,29,39,42,6,550.8,1.132,13,77.0,0.609,0.652,10,37.7,4
6.523,12,7.021,48.3,62.0,97.929,42,22,86.832,91.0,53.669,56.762,36,45,49,4,610.82,1.126,14,87.0,0.617,0.652,9,41.4,4
6.772,10,7.01,48.2,61.0,95.803,41,22,84.723,89.0,52.449,55.552,35,44,48,5,595.81,1.127,13,85.0,0.617,0.654,9,41.2,4
6.495,11,6.765,50.0,59.0,97.009,43,21,85.279,90.0,52.261,55.859,35,43,47,5,581.83,1.128,14,86.0,0.608,0.65,8,40.7,3
6.506,11,6.695,50.6,60.0,100.424,45,21,88.163,93.0,53.787,57.62,36,44,48,5,595.86,1.128,15,89.0,0.604,0.647,8,40.4,3
6.658,12,6.629,51.1,61.0,103.839,47,21,91.047,96.0,55.314,59.381,37,45,49,5,609.89,1.129,16,92.0,0.601,0.645,8,40.2,3
6.622,10,6.781,50.6,54.0,94.301,42,16,82.825,86.0,49.47,52.557,31,41,44,6,562.79,1.136,15,83.0,0.596,0.633,10,37.3,4
4.0,2,8.008,42.1,15.0,21.289,8,7,19.516,19.0,12.252,12.409,8,11,11,0,152.16,1.12,1,19.0,0.645,0.653,3,42.1,1
6.504,0,8.861,33.3,28.0,29.787,9,14,27.618,29.0,19.273,19.415,14,18,20,1,239.24,1.103,0,27.0,0.714,0.719,4,51.9,2
