pXC50,Mp,Si,nBT,nH,nAT,Sv,X.,Sp,Se,Mv,H.,nBO,nCsp3,AMW,SCBO,nSK,nAB,C.,Me,Mi,MW,N.,nB,nBM,nBR,nC,nCL,nCsp
4.521,0.738,32.632,31,6,29,22.262,3.4,21.398,31.298,0.768,20.7,25,0,11.562,36.0,23,12,44.8,1.079,1.125,335.29,10.3,0,17,0,13,0,0
5.226,0.83,20.192,19,5,18,13.814,5.6,14.938,18.767,0.767,27.8,14,1,12.93,18.5,13,5,33.3,1.043,1.122,232.74,22.2,0,7,0,6,1,0
4.173,0.856,25.109,25,6,23,18.32,4.3,19.693,23.549,0.797,26.1,19,0,12.165,26.5,17,11,47.8,1.024,1.092,279.79,13.0,0,13,0,11,1,0
6.004,0.729,34.459,33,12,31,21.467,3.2,22.614,31.32,0.692,38.7,21,2,8.818,28.0,19,12,48.4,1.01,1.112,273.35,3.2,0,13,0,15,0,0
4.301,0.887,22.718,23,5,21,17.211,4.8,18.636,21.68,0.82,23.8,18,0,14.915,24.5,16,11,47.6,1.032,1.082,313.21,9.5,0,12,1,10,0,0
4.0,0.766,28.205,28,10,26,18.536,0.0,19.909,25.822,0.713,38.5,18,1,8.704,25.0,16,12,53.8,0.993,1.085,226.31,0.0,0,13,0,14,0,0
4.921,0.767,32.576,31,5,29,23.09,6.9,22.256,31.622,0.796,17.2,26,0,12.749,37.0,24,12,44.8,1.09,1.123,369.73,10.3,0,17,0,13,1,0
5.799,0.777,43.9,43,13,40,29.55,2.5,31.097,40.964,0.739,32.5,30,0,10.423,42.0,27,18,47.5,1.024,1.098,416.93,5.0,0,21,0,19,1,0
5.519,0.722,42.209,39,10,37,27.227,10.8,26.716,39.753,0.736,27.0,29,3,11.319,38.0,27,12,43.2,1.074,1.141,418.8,5.4,0,15,0,16,1,0
5.005,0.929,18.638,18,3,17,14.62,11.8,15.79,17.989,0.86,17.6,15,0,15.539,20.0,14,6,41.2,1.058,1.096,264.17,17.6,0,8,0,7,2,0
5.353,0.809,25.528,24,6,23,17.749,4.3,18.602,24.204,0.772,26.1,18,1,12.512,25.0,17,6,39.1,1.052,1.11,287.77,13.0,0,10,0,9,1,0
4.301,0.758,34.169,32,6,30,23.459,13.3,22.739,32.658,0.782,20.0,26,1,12.491,35.0,24,12,46.7,1.089,1.139,374.74,6.7,0,15,0,14,1,0
4.627,0.856,25.109,25,6,23,18.32,4.3,19.693,23.549,0.797,26.1,19,0,12.165,26.5,17,11,47.8,1.024,1.092,279.79,13.0,0,13,0,11,1,0
4.301,0.718,45.581,44,16,41,27.964,0.0,29.455,41.851,0.682,39.0,28,4,9.183,37.0,25,12,41.5,1.021,1.112,376.49,4.9,0,15,0,17,0,0
4.638,0.842,22.113,21,4,20,16.222,5.0,16.841,21.32,0.811,20.0,17,0,13.687,24.0,16,6,40.0,1.066,1.106,273.74,15.0,0,10,0,8,1,0
4.73,0.831,23.026,22,7,21,15.825,4.8,17.449,21.331,0.754,33.3,15,1,11.56,20.0,14,6,42.9,1.016,1.096,242.77,9.5,0,8,0,9,1,0
4.907,0.778,28.94,27,10,26,18.373,3.8,20.216,26.316,0.707,38.5,17,2,10.455,22.0,16,6,38.5,1.012,1.113,271.82,11.5,0,8,0,10,1,0
4.0,0.929,21.614,22,4,20,16.98,5.0,18.58,20.742,0.849,20.0,18,0,14.291,25.0,16,10,45.0,1.037,1.081,285.82,15.0,0,12,0,9,1,0
4.0,0.831,23.026,22,7,21,15.825,4.8,17.449,21.331,0.754,33.3,15,1,11.56,20.0,14,6,42.9,1.016,1.096,242.77,9.5,0,8,0,9,1,0
4.627,0.758,33.272,31,13,30,20.405,3.3,22.733,29.982,0.68,43.3,18,4,9.495,23.0,17,6,40.0,0.999,1.109,284.86,6.7,0,8,0,12,1,0
4.301,0.752,32.455,31,7,29,21.965,0.0,21.801,30.451,0.757,24.1,24,0,10.804,35.0,22,12,44.8,1.05,1.119,313.32,17.2,0,17,0,13,0,0
4.056,0.747,34.065,33,13,31,21.293,0.0,23.171,30.825,0.687,41.9,20,2,9.75,27.0,18,12,48.4,0.994,1.099,302.25,3.2,0,13,0,15,0,0
4.936,0.868,19.951,19,4,18,14.681,11.1,15.625,18.96,0.816,22.2,15,0,13.707,20.0,14,6,44.4,1.053,1.108,246.73,11.1,0,8,0,8,1,0
4.301,0.817,29.292,30,8,27,20.712,0.0,22.046,27.335,0.767,29.6,22,0,10.533,31.0,19,16,51.9,1.012,1.085,284.38,7.4,0,17,0,14,0,0
5.971,0.852,17.987,17,3,16,13.002,6.3,13.631,17.211,0.813,18.8,14,1,14.669,18.5,13,5,31.3,1.076,1.124,234.71,25.0,0,7,0,5,1,0
4.301,0.765,43.538,44,13,40,29.514,0.0,30.585,40.462,0.738,32.5,31,1,9.286,43.0,27,18,55.0,1.012,1.088,371.43,2.5,0,21,0,22,0,0
5.839,0.738,32.632,31,6,29,22.262,3.4,21.398,31.298,0.768,20.7,25,0,11.562,36.0,23,12,44.8,1.079,1.125,335.29,10.3,0,17,0,13,0,0
4.301,0.727,43.381,41,17,39,25.798,0.0,28.341,38.978,0.661,43.6,24,3,8.523,33.0,22,16,41.0,0.999,1.112,332.39,5.1,0,17,0,16,0,0
4.648,0.787,27.651,26,9,25,18.067,4.0,19.665,25.542,0.723,36.0,17,2,10.912,22.0,16,6,40.0,1.022,1.106,272.8,8.0,0,8,0,10,1,0
4.0,0.689,35.697,34,14,32,20.918,0.0,22.034,31.833,0.654,43.8,20,2,7.447,28.0,18,16,46.9,0.995,1.116,238.31,6.3,0,16,0,15,0,0
4.348,0.832,27.516,27,6,25,20.069,12.0,20.807,26.2,0.803,24.0,21,0,12.567,28.0,19,12,52.0,1.048,1.101,314.17,4.0,0,13,0,13,2,0
4.301,0.794,26.292,26,8,24,17.712,0.0,19.046,24.335,0.738,33.3,18,1,10.348,24.5,16,11,45.8,1.014,1.095,248.35,8.3,0,12,0,11,0,0
4.0,0.729,40.102,37,17,36,23.459,2.8,26.256,35.749,0.652,47.2,20,6,8.692,25.0,19,6,38.9,0.993,1.114,312.92,5.6,0,8,0,14,1,0
4.485,0.822,24.045,22,4,21,16.975,19.0,17.261,22.869,0.808,19.0,18,1,14.13,23.0,17,6,42.9,1.089,1.145,296.74,9.5,0,8,0,9,1,0
4.0,0.911,17.614,17,4,16,12.98,6.3,14.58,16.742,0.811,25.0,13,2,14.861,16.0,12,0,31.3,1.046,1.101,237.78,18.8,0,3,0,5,1,0
4.302,0.787,27.651,26,9,25,18.067,4.0,19.665,25.542,0.723,36.0,17,2,10.912,22.0,16,6,40.0,1.022,1.106,272.8,8.0,0,8,0,10,1,0
4.842,0.832,27.516,27,6,25,20.069,12.0,20.807,26.2,0.803,24.0,21,0,12.567,28.0,19,12,52.0,1.048,1.101,314.17,4.0,0,13,0,13,2,0
4.583,0.8,26.441,25,9,24,17.352,4.2,19.21,24.215,0.723,37.5,16,2,10.7,21.0,15,6,41.7,1.009,1.102,256.8,8.3,0,8,0,10,1,0
4.301,0.794,32.707,33,10,30,22.239,0.0,23.807,30.218,0.741,33.3,23,1,9.947,32.0,20,16,50.0,1.007,1.09,298.41,6.7,0,17,0,15,0,0
4.682,0.915,18.716,17,0,16,14.624,25.0,14.636,18.498,0.914,0.0,17,1,19.047,21.5,16,5,31.3,1.156,1.17,304.75,25.0,0,7,0,5,1,0
4.301,0.798,27.572,27,7,25,19.241,8.0,19.949,25.876,0.77,28.0,20,0,11.189,27.0,18,12,52.0,1.035,1.103,279.73,4.0,0,13,0,13,1,0
5.45,0.692,32.123,31,10,29,20.208,0.0,20.08,30.055,0.697,34.5,21,1,8.905,28.0,19,6,48.3,1.036,1.108,258.24,0.0,0,10,0,14,0,0
4.301,0.639,59.355,55,24,52,32.014,0.0,33.25,52.545,0.616,46.2,31,8,7.394,38.0,28,12,36.5,1.01,1.141,384.49,11.5,0,13,0,19,0,0
4.958,0.689,26.079,23,9,23,15.261,0.0,15.858,23.687,0.664,39.1,14,0,9.186,19.0,14,6,34.8,1.03,1.134,211.27,13.0,0,8,0,8,0,0
4.301,0.667,42.362,39,13,37,24.875,0.0,24.688,38.345,0.672,35.1,26,1,8.847,37.0,24,16,37.8,1.036,1.145,327.34,18.9,0,19,0,14,0,0
4.301,0.72,45.91,43,13,41,29.261,0.0,29.54,42.429,0.714,31.7,30,1,9.645,44.0,28,16,43.9,1.035,1.12,395.43,12.2,0,21,0,18,0,1
4.918,0.7,45.531,43,16,41,27.875,0.0,28.705,41.371,0.68,39.0,27,0,8.107,38.0,25,18,48.8,1.009,1.111,332.38,4.9,0,20,0,20,0,0
4.54,0.802,25.525,24,8,23,16.846,4.3,18.455,23.433,0.732,34.8,16,2,11.208,21.0,15,6,39.1,1.019,1.11,257.79,13.0,0,8,0,9,1,0
4.301,0.74,39.558,39,14,36,25.251,2.8,26.648,35.938,0.701,38.9,25,2,8.55,34.5,22,17,52.8,0.998,1.099,307.79,2.8,0,18,0,19,1,0
4.301,0.644,48.571,45,20,43,26.643,0.0,27.682,43.465,0.62,46.5,25,8,7.358,33.0,23,10,39.5,1.011,1.13,316.39,4.7,0,13,0,17,0,0
4.301,0.663,48.9,45,18,43,27.719,0.0,28.512,43.567,0.645,41.9,27,3,7.87,36.5,25,17,39.5,1.013,1.137,338.41,14.0,0,18,0,17,0,0
5.292,0.689,40.162,37,15,36,23.755,0.0,24.801,36.673,0.66,41.7,22,3,8.483,31.0,21,6,41.7,1.019,1.116,305.38,2.8,0,12,0,15,0,0
6.408,0.684,42.239,40,17,38,24.665,0.0,26.006,37.825,0.649,44.7,23,3,7.352,31.0,21,12,47.4,0.995,1.112,279.36,2.6,0,14,0,18,0,0
4.623,0.708,48.079,45,17,43,28.985,0.0,30.46,43.953,0.674,39.5,28,3,9.105,36.5,26,11,39.5,1.022,1.118,391.51,7.0,0,14,0,17,0,0
4.301,0.707,48.866,47,18,44,29.589,0.0,31.114,44.331,0.672,40.9,29,4,8.329,38.5,26,17,45.5,1.008,1.111,366.47,4.5,0,18,0,20,0,0
4.301,0.68,55.827,53,21,50,32.765,0.0,33.994,50.978,0.655,42.0,32,7,8.31,43.5,29,15,42.0,1.02,1.117,415.5,2.0,0,19,0,21,0,0
4.95,0.683,33.408,31,13,30,19.612,0.0,20.483,30.058,0.654,43.3,18,1,7.576,25.0,17,12,46.7,1.002,1.114,227.28,3.3,0,13,0,14,0,0
4.592,0.681,61.485,58,23,55,36.191,0.0,37.449,55.451,0.658,41.8,35,4,7.809,48.5,32,21,45.5,1.008,1.118,429.51,5.5,0,24,0,25,0,0
4.495,0.681,48.368,45,17,43,28.513,0.0,29.267,44.204,0.663,39.5,28,3,8.731,36.5,26,11,39.5,1.028,1.125,375.44,7.0,0,14,0,17,0,0
4.301,0.782,29.86,28,9,27,19.781,3.7,21.119,27.869,0.733,33.3,19,2,11.141,25.0,18,6,40.7,1.032,1.106,300.81,7.4,0,9,0,11,1,0
4.92,0.662,54.449,50,17,48,32.271,0.0,31.778,50.102,0.672,35.4,33,2,8.904,45.5,31,17,39.6,1.044,1.134,427.41,10.4,0,21,0,19,0,0
4.301,0.722,44.242,43,16,40,27.347,0.0,28.898,40.12,0.684,40.0,27,3,8.411,36.5,24,17,47.5,1.003,1.106,336.44,5.0,0,18,0,19,0,0
5.428,0.698,36.747,34,13,33,22.229,0.0,23.04,33.789,0.674,39.4,21,2,8.829,30.0,20,6,42.4,1.024,1.114,291.35,3.0,0,12,0,14,0,0
4.301,0.763,36.285,36,11,33,24.073,0.0,25.165,33.244,0.729,33.3,25,0,9.254,36.5,22,21,51.5,1.007,1.1,305.38,9.1,0,22,0,17,0,0
4.301,0.714,46.87,44,17,42,28.27,0.0,30.006,42.625,0.673,40.5,27,3,8.941,35.5,25,11,40.5,1.015,1.116,375.51,7.1,0,14,0,17,0,0
4.439,0.69,70.531,66,24,63,42.544,0.0,43.466,64.611,0.675,38.1,42,3,8.708,59.5,39,23,42.9,1.026,1.12,548.62,6.3,0,29,0,27,0,0
4.301,0.755,28.173,25,9,25,17.728,8.0,18.881,25.891,0.709,36.0,16,1,11.127,21.0,16,6,36.0,1.036,1.127,278.18,12.0,0,8,0,9,2,0
4.301,0.692,45.95,43,17,41,27.083,0.0,28.358,41.549,0.661,41.5,26,3,8.377,34.5,24,11,41.5,1.013,1.121,343.44,7.3,0,14,0,17,0,0
4.962,0.626,35.325,32,14,31,19.063,0.0,19.398,31.814,0.615,45.2,18,4,7.686,22.0,17,6,35.5,1.026,1.14,238.27,6.5,0,7,0,11,0,0
4.301,0.754,32.996,32,10,30,21.767,0.0,22.614,30.469,0.726,33.3,22,0,9.411,33.0,20,16,50.0,1.016,1.1,282.34,6.7,0,19,0,15,0,0
6.082,0.695,41.033,40,15,37,24.853,0.0,25.699,37.269,0.672,40.5,25,3,7.928,33.0,22,12,48.6,1.007,1.109,293.34,2.7,0,14,0,18,0,0
5.31,0.662,49.282,46,19,44,28.337,0.0,29.131,44.691,0.644,43.2,27,5,7.759,36.5,25,15,43.2,1.016,1.12,341.39,2.3,0,17,0,19,0,0
4.301,0.643,58.145,54,24,51,31.299,0.0,32.796,51.218,0.614,47.1,30,8,7.225,37.0,27,12,37.3,1.004,1.14,368.49,11.8,0,13,0,19,0,0
4.301,0.745,34.333,33,11,31,22.132,3.2,23.08,31.505,0.714,35.5,22,1,10.683,31.0,20,16,48.4,1.016,1.108,331.18,6.5,0,17,1,15,0,0
4.301,0.695,49.026,47,19,44,28.993,0.0,30.563,43.702,0.659,43.2,28,4,7.487,38.5,25,17,47.7,0.993,1.114,329.43,6.8,0,19,0,21,0,0
4.301,0.659,54.495,50,18,48,31.679,0.0,31.636,50.287,0.66,37.5,32,4,9.135,43.0,30,12,35.4,1.048,1.135,438.46,8.3,0,17,0,17,0,0
4.301,0.64,61.561,57,26,54,32.826,0.0,34.557,54.101,0.608,48.1,31,9,7.084,38.0,28,12,37.0,1.002,1.14,382.52,11.1,0,13,0,20,0,0
4.589,0.706,43.874,41,14,39,26.94,2.6,27.534,40.178,0.691,35.9,27,1,9.216,36.0,25,12,43.6,1.03,1.125,359.41,7.7,0,15,0,17,0,0
4.301,0.7,21.242,20,8,19,12.623,0.0,13.296,18.854,0.664,42.1,12,0,7.589,17.5,11,11,47.4,0.992,1.118,144.19,10.5,0,11,0,9,0,0
4.403,0.675,38.116,35,14,34,22.348,0.0,22.943,34.487,0.657,41.2,21,2,7.95,30.0,20,12,44.1,1.014,1.121,270.31,5.9,0,15,0,15,0,0
4.301,0.69,21.083,20,6,19,13.44,0.0,13.102,19.96,0.707,31.6,14,0,9.376,19.0,13,6,47.4,1.051,1.11,178.15,0.0,0,8,0,9,0,0
4.496,0.668,36.408,33,14,32,20.336,0.0,21.387,32.556,0.636,43.8,19,3,8.324,24.5,18,11,34.4,1.017,1.138,266.36,12.5,0,11,0,11,0,0
4.301,0.775,16.458,16,5,15,10.977,0.0,11.631,15.273,0.732,33.3,11,0,10.08,15.0,10,6,46.7,1.018,1.097,151.2,6.7,0,7,0,7,0,0
4.301,0.693,53.954,50,21,48,31.417,4.2,33.256,48.443,0.655,43.8,29,6,8.465,37.0,27,12,41.7,1.009,1.124,406.34,6.3,0,14,0,20,2,0
4.672,0.643,59.665,56,20,53,34.846,0.0,34.068,55.764,0.657,37.7,36,6,8.762,44.0,33,12,39.6,1.052,1.126,464.41,0.0,0,14,0,21,0,0
4.301,0.736,36.282,36,12,33,23.392,0.0,24.273,32.949,0.709,36.4,24,1,8.252,34.0,21,18,54.5,0.998,1.099,272.32,6.1,0,19,0,18,0,0
5.007,0.626,40.571,36,20,36,20.698,0.0,22.523,35.491,0.575,55.6,16,8,6.121,20.0,16,0,38.9,0.986,1.127,220.34,0.0,0,4,0,14,0,0
4.301,0.729,28.578,28,9,26,18.558,0.0,18.96,26.291,0.714,34.6,19,0,8.586,27.0,17,12,53.8,1.011,1.099,223.24,3.8,0,14,0,14,0,0
5.31,0.716,53.585,50,20,48,32.297,4.2,34.352,48.745,0.673,41.7,30,6,9.154,38.0,28,12,41.7,1.016,1.116,439.39,4.2,0,14,0,20,2,0
5.186,0.766,27.289,27,9,25,18.031,0.0,19.154,25.04,0.721,36.0,18,0,9.092,25.0,16,12,52.0,1.002,1.092,227.3,4.0,0,13,0,13,0,0
4.607,0.654,60.448,56,24,54,34.325,0.0,35.318,54.894,0.636,44.4,32,6,7.638,41.0,30,12,42.6,1.017,1.119,412.47,0.0,0,15,0,23,0,0
6.565,0.786,27.235,27,9,25,18.239,0.0,19.648,25.058,0.73,36.0,18,0,10.968,25.0,16,12,52.0,1.002,1.089,274.19,4.0,0,13,0,13,0,0
4.509,0.643,59.665,56,20,53,34.846,0.0,34.068,55.764,0.657,37.7,36,6,8.762,44.0,33,12,39.6,1.052,1.126,464.41,0.0,0,14,0,21,0,0
4.301,0.663,52.927,49,23,47,29.095,2.1,31.154,46.902,0.619,48.9,26,7,7.381,32.0,24,12,40.4,0.998,1.126,346.89,4.3,0,12,0,19,1,0
4.94,0.64,36.405,33,15,32,19.655,0.0,20.495,32.262,0.614,46.9,18,4,7.291,24.0,17,6,37.5,1.008,1.138,233.3,9.4,0,9,0,12,0,0
4.301,0.707,32.365,31,11,29,19.886,0.0,20.517,29.167,0.686,37.9,20,0,8.182,28.5,18,17,48.3,1.006,1.116,237.28,10.3,0,17,0,14,0,0
4.301,0.676,64.857,62,23,57,37.484,1.8,38.529,57.723,0.658,40.4,39,8,8.045,50.5,34,17,42.1,1.013,1.138,458.55,14.0,0,19,0,24,0,1
4.529,0.69,38.744,37,14,35,23.547,0.0,24.148,35.494,0.673,40.0,23,2,8.066,31.0,21,12,48.6,1.014,1.107,282.31,0.0,0,14,0,17,0,0
4.33,0.832,16.587,15,6,15,10.658,0.0,12.477,15.2,0.711,40.0,9,2,11.889,11.5,9,5,26.7,1.013,1.106,178.33,13.3,0,5,0,4,0,0
4.823,0.692,40.369,38,17,36,22.997,2.8,24.909,35.829,0.639,47.2,21,6,8.923,26.5,19,11,41.7,0.995,1.121,321.24,5.6,0,11,1,15,0,0
5.216,0.644,27.741,25,9,24,15.59,0.0,15.46,24.931,0.65,37.5,16,3,8.634,21.0,15,0,33.3,1.039,1.156,207.22,20.8,0,5,0,8,0,0
4.862,0.663,43.733,41,20,39,23.784,0.0,25.864,38.156,0.61,51.3,21,5,6.472,27.0,19,12,43.6,0.978,1.121,252.39,5.1,0,12,0,17,0,0
4.85,0.746,28.87,28,9,26,18.547,0.0,19.404,26.36,0.713,34.6,19,1,9.358,26.0,17,12,46.2,1.014,1.11,243.31,11.5,0,13,0,12,0,0
4.854,0.721,52.375,49,20,47,31.583,4.3,33.898,47.418,0.672,42.6,29,6,9.008,37.0,27,12,42.6,1.009,1.114,423.39,4.3,0,14,0,20,2,0
4.804,0.872,19.611,19,5,18,14.298,5.6,15.688,18.447,0.794,27.8,14,0,12.708,19.0,13,6,44.4,1.025,1.09,228.74,11.1,0,8,0,8,1,0
4.0,0.595,28.89,25,11,25,14.803,0.0,14.886,26.895,0.592,44.0,14,5,9.205,15.0,14,0,20.0,1.076,1.156,230.13,0.0,0,1,0,5,0,0
4.0,0.603,24.266,20,9,21,12.561,0.0,12.67,22.684,0.598,42.9,11,3,9.529,13.0,12,0,19.0,1.08,1.156,200.1,0.0,0,2,0,4,0,0
4.398,0.696,52.665,49,20,47,31.11,4.3,32.705,47.669,0.662,42.6,29,6,8.666,37.0,27,12,42.6,1.014,1.121,407.32,4.3,0,14,0,20,2,0
4.435,0.774,28.86,27,9,26,18.781,3.8,20.119,26.869,0.722,34.6,18,2,11.108,23.0,17,6,38.5,1.033,1.11,288.8,7.7,0,8,0,10,1,0
4.301,0.728,30.579,29,10,27,18.713,3.7,19.665,27.389,0.693,37.0,19,2,10.821,25.5,17,11,40.7,1.014,1.133,292.16,18.5,0,12,1,11,0,0
5.666,0.8,27.233,27,8,25,18.858,4.0,20.011,25.364,0.754,32.0,19,0,10.47,26.0,17,12,52.0,1.015,1.089,261.74,4.0,0,13,0,13,1,0
4.301,0.7,21.242,20,8,19,12.623,0.0,13.296,18.854,0.664,42.1,12,0,7.589,17.5,11,11,47.4,0.992,1.118,144.19,10.5,0,11,0,9,0,0
