pXC50,ATS8i,SddssS,nS..O.2,P_VSA_s_1,CATS2D_08_LL,NddssS,S.110,ATSC3p,SdO,SpMax3_Bh.v.,ATSC4p,ATSC2p,ATSC1p,ATS1p,CATS2D_07_LL,ATSC6p,ATS2p,ATSC5p,ATSC3v,DBI,nS,SpMax3_Bh.e.,P_VSA_LogP_3,Sp,X2v,SpMin6_Bh.s.,MATS6e,X4sol,AMR,X1v,ATSC2v,VvdwMG,Vx,ATSC4m,ATS4p,ATS3p,ATSC8p,ATSC5m,X1sol,X5v,ATSC4v,ATSC1v,ATSC3m,ATSC7p,ATS1v,ATS5v,ATSC8m,Eta_alpha,ATS4m,SpMin2_Bh.v.,ATS4v,X0sol,X4v,GATS8p,ATS5m,ATS3v,ATS6p,SpDiam_EA.bo.,X0v,X1Kup,ATS5p,HDcpx,ATSC5v,CATS2D_01_LL,ZM1Mad,ATSC7m,O.058,VvdwZAZ,SpMax3_Bh.i.
6.7,4.69,0.0,0,0.0,10,0,0,11.275,12.694,3.694,11.315,7.851,4.512,3.515,12,9.321,3.929,10.405,14.972,2.915,0,3.767,84.344,31.637,7.049,0.494,-0.198,7.116,99.138,8.972,10.453,187.061,448.189,33.312,4.033,4.094,8.331,32.199,11.937,2.35,15.333,5.881,30.289,8.382,3.47,3.843,22.101,12.133,3.958,2.043,3.923,17.441,3.526,1.149,3.877,3.987,3.855,7.231,14.945,8.54,3.939,1.684,13.792,12,152.673,27.001,1,329.27,3.792
5.4,4.665,0.0,0,0.0,10,0,0,11.199,12.713,3.69,11.258,7.796,4.477,3.516,13,9.196,3.932,10.328,15.553,2.828,0,3.76,93.821,31.699,6.933,0.494,-0.127,7.116,98.922,8.866,10.882,185.863,445.266,32.349,4.037,4.098,8.196,31.114,11.937,2.331,15.788,6.162,30.013,8.254,3.458,3.813,20.991,11.848,3.817,2.045,3.894,17.441,3.47,1.144,3.774,3.964,3.861,7.122,14.644,8.46,3.943,1.671,14.414,14,142.842,25.665,1,323.2,3.787
5.1,4.604,0.0,0,0.0,7,0,0,10.34,12.607,3.682,9.874,7.159,4.115,3.463,11,8.133,3.87,8.714,14.279,2.739,0,3.758,93.821,29.938,6.396,0.357,-0.212,6.792,94.45,8.455,9.906,176.271,421.86,28.221,3.916,4.01,7.597,25.706,11.526,2.21,13.624,5.61,28.225,7.773,3.409,3.727,19.964,11.348,3.743,2.032,3.785,16.571,3.197,1.128,3.732,3.877,3.788,7.122,13.774,8.049,3.834,1.659,11.856,13,136.842,23.842,1,305.9,3.786
5.0,4.577,0.0,0,0.0,6,0,0,9.863,12.323,3.59,11.726,7.414,4.554,3.512,7,8.522,3.898,11.874,12.7,3.808,0,3.759,66.334,32.517,7.027,0.391,0.307,7.572,105.318,9.409,9.199,196.252,470.615,33.344,4.075,4.073,7.362,40.506,12.352,2.31,14.374,5.421,27.691,6.768,3.505,3.88,21.88,13.105,4.105,2.008,3.991,18.311,3.486,1.276,3.992,4.015,3.767,6.961,16.147,8.894,3.984,1.706,15.112,7,187.301,18.39,1,352.41,3.819
5.569,4.762,0.0,0,0.0,6,0,0,10.642,12.49,3.591,13.053,8.173,4.994,3.557,7,9.494,3.947,12.938,12.431,4.583,0,3.76,56.857,34.091,7.705,0.396,0.15,7.926,111.292,10.143,8.891,209.439,502.791,33.804,4.156,4.139,8.705,46.973,12.762,2.502,14.284,5.169,26.113,8.572,3.582,4.023,23.678,14.462,4.365,2.016,4.137,19.181,3.8,1.203,4.297,4.122,3.858,7.174,17.704,9.552,4.059,1.745,15.241,7,228.318,23.463,1,387.92,3.82
8.886,5.45,-3.572,1,6.046,12,1,1,20.707,39.416,3.821,23.085,14.309,8.59,4.083,10,20.962,4.51,22.304,25.897,4.123,1,3.938,138.713,54.12,13.62,0.825,0.236,14.367,167.931,16.503,17.964,308.916,745.515,61.412,4.716,4.714,17.296,59.127,21.207,5.876,28.901,10.337,52.77,19.634,4.028,4.518,48.481,20.752,4.526,2.126,4.598,29.356,7.865,1.011,4.401,4.612,4.58,7.863,25.232,14.983,4.654,1.808,29.542,19,291.394,52.733,3,546.36,3.986
5.0,4.66,0.0,0,0.0,6,0,0,10.637,12.435,3.591,12.976,8.173,4.994,3.557,7,9.98,3.947,12.883,12.428,4.583,0,3.761,56.857,34.091,7.743,0.394,0.746,8.048,111.292,10.137,8.891,209.439,502.791,35.754,4.148,4.132,8.151,41.084,12.745,2.551,14.299,5.169,25.908,7.439,3.582,4.042,20.911,14.462,4.3,2.015,4.114,19.181,3.735,1.331,4.319,4.113,3.838,7.096,17.704,9.546,4.062,1.743,15.258,7,228.318,19.231,1,387.92,3.821
7.73,5.266,0.0,0,0.0,13,0,0,13.361,0.0,3.67,14.033,9.732,5.72,3.553,14,13.18,4.002,13.722,19.429,3.082,0,3.796,90.065,32.881,7.278,0.825,-0.11,6.257,93.204,9.292,14.225,182.445,436.927,36.756,4.199,4.199,12.368,35.849,10.789,3.339,20.243,8.175,34.46,12.917,3.468,3.994,29.557,10.733,3.719,2.026,4.008,15.253,4.403,1.056,3.72,4.028,4.168,6.873,13.844,9.245,4.183,1.652,19.995,14,116.85,32.79,0,318.45,3.846
5.161,4.569,0.0,0,0.0,8,0,0,9.743,12.322,3.59,11.527,7.222,4.459,3.517,7,8.283,3.904,11.714,13.889,2.915,0,3.758,66.334,32.705,6.815,0.631,0.141,7.429,104.386,9.092,10.472,192.657,461.844,33.076,4.077,4.079,7.168,38.375,12.352,2.263,16.111,6.247,29.482,6.339,3.47,3.799,22.841,12.248,3.914,2.018,3.925,18.311,3.354,1.142,3.764,3.972,3.757,6.946,15.514,8.653,3.974,1.675,16.095,8,152.284,19.359,1,334.2,3.818
5.0,4.511,0.0,0,0.0,4,0,0,9.282,12.185,3.59,10.555,6.733,4.179,3.459,4,8.07,3.841,11.018,11.751,3.0,0,3.757,56.857,30.819,6.578,0.377,0.195,7.278,99.777,8.887,8.666,185.461,444.286,29.892,3.997,4.003,6.727,38.189,11.958,2.169,13.549,5.15,28.077,6.171,3.446,3.779,21.678,12.319,3.977,1.986,3.891,17.441,3.287,1.211,3.856,3.946,3.71,6.967,15.192,8.397,3.92,1.686,14.772,4,165.945,16.78,1,329.04,3.816
7.509,4.0,0.0,0,0.0,0,0,0,7.646,0.0,3.262,7.111,5.517,3.162,3.198,4,4.279,3.647,5.207,10.453,1.732,0,3.38,47.381,21.79,5.043,0.316,-0.226,6.135,68.135,6.347,7.432,121.236,287.575,18.137,3.521,3.732,3.822,13.758,8.399,2.323,9.688,4.182,18.975,4.287,3.164,3.158,9.28,8.233,3.196,1.999,3.376,11.242,3.031,1.173,3.018,3.614,3.211,7.433,9.725,6.29,3.271,1.569,7.001,8,104.289,10.267,0,203.41,3.412
5.0,6.434,0.0,0,0.0,45,0,0,30.557,0.0,3.853,34.693,22.106,13.941,4.466,50,39.509,4.862,36.571,44.996,3.162,0,3.923,151.62,86.104,17.411,1.233,-0.056,15.145,254.437,23.2,33.104,482.238,1168.42,91.801,5.139,5.066,41.581,93.403,28.983,6.146,51.668,20.217,77.89,41.16,4.388,5.007,103.444,28.767,4.664,2.052,4.948,41.334,8.69,1.05,4.709,4.902,5.256,6.806,37.521,22.981,5.197,1.894,54.193,33,297.417,101.93,0,849.96,3.953
9.097,5.453,-3.679,1,6.046,8,1,1,19.511,39.533,3.817,22.77,13.362,8.028,4.052,7,23.22,4.485,24.29,23.923,4.301,1,3.913,100.808,53.597,14.262,0.901,0.226,15.178,168.291,16.843,16.455,312.252,753.654,63.419,4.739,4.707,17.918,67.797,21.978,5.67,28.202,9.481,57.762,20.554,4.005,4.557,57.9,21.129,4.608,2.079,4.615,31.552,8.024,1.014,4.53,4.607,4.636,7.869,26.538,14.6,4.712,1.81,32.37,8,329.777,62.773,3,554.78,3.941
5.581,4.607,0.0,0,0.0,2,0,0,7.938,0.0,3.575,7.337,5.492,3.265,3.349,3,8.493,3.745,7.168,10.21,1.871,0,3.759,84.344,26.659,5.819,0.229,-0.138,7.447,87.304,7.801,7.014,156.487,373.588,21.651,3.843,3.909,7.512,19.922,11.098,2.214,9.509,4.123,23.762,9.612,3.331,3.832,27.811,10.748,3.845,1.973,3.778,15.441,2.984,1.239,3.938,3.854,3.951,7.144,12.806,7.358,3.897,1.656,9.441,5,145.638,28.593,0,269.94,3.806
6.75,5.738,0.0,0,0.0,14,0,0,15.596,27.057,3.694,17.655,11.688,7.415,3.959,13,19.612,4.334,19.541,23.092,4.899,0,3.803,94.762,52.097,10.039,0.964,-0.02,11.714,160.049,14.302,17.385,301.911,728.422,52.596,4.61,4.536,19.992,58.861,19.55,3.433,26.181,10.558,46.209,19.129,3.921,4.549,55.198,19.0,4.465,2.003,4.516,28.321,5.204,1.037,4.463,4.456,4.624,7.126,23.936,14.114,4.657,1.807,28.769,12,218.381,55.434,2,532.35,3.871
7.95,5.86,0.0,0,0.0,13,0,0,20.556,26.056,3.691,21.381,15.314,9.497,4.14,12,21.252,4.53,21.806,32.011,5.831,0,3.785,74.868,63.745,12.597,1.104,0.016,11.159,186.776,17.472,24.099,366.048,884.917,66.65,4.746,4.72,19.774,67.445,22.007,4.01,33.754,14.547,61.789,20.637,4.075,4.597,56.415,21.467,4.455,2.017,4.597,32.116,5.923,1.022,4.438,4.575,4.694,7.126,28.073,17.279,4.748,1.816,33.884,16,226.918,61.43,2,645.94,3.858
8.75,5.988,0.0,0,0.0,13,0,0,24.535,50.346,3.674,23.459,20.225,12.71,4.28,14,22.296,4.649,22.663,36.35,6.964,0,3.811,47.381,73.387,13.951,1.2,0.116,9.503,202.725,20.38,29.358,423.33,1024.68,70.594,4.729,4.766,22.258,68.771,24.456,3.934,34.892,17.892,70.215,22.12,4.199,4.545,70.479,23.8,4.346,2.022,4.557,36.334,5.996,0.962,4.412,4.581,4.705,6.45,31.92,20.219,4.706,1.851,33.932,32,231.938,68.198,4,768.16,3.873
7.567,5.095,0.0,0,0.0,6,0,0,13.313,12.937,3.542,14.19,9.964,6.041,3.543,3,11.859,3.986,13.512,19.613,3.808,0,3.73,0.0,33.859,7.215,0.869,-0.147,5.888,91.782,9.622,14.709,190.098,455.598,40.171,4.239,4.209,8.901,41.407,10.726,3.254,20.73,8.678,35.919,9.893,3.454,3.989,25.363,10.567,3.825,1.957,4.067,15.839,4.568,0.917,3.723,4.04,4.043,5.738,14.741,9.543,4.173,1.649,19.994,13,113.949,29.084,1,338.48,3.797
8.301,4.956,0.0,0,0.0,7,0,0,12.303,12.824,3.6,13.368,9.304,5.833,3.591,12,11.819,3.971,13.034,17.54,4.472,0,3.758,90.065,35.79,6.858,0.825,-0.159,6.656,105.261,9.756,13.3,208.234,499.85,37.376,4.183,4.153,8.767,39.743,12.624,2.363,18.51,8.008,33.38,10.981,3.533,4.034,24.436,12.4,3.964,1.958,4.073,18.83,3.61,0.851,3.915,4.041,4.057,6.999,16.039,9.662,4.142,1.692,18.114,13,134.717,30.178,1,375.07,3.829
5.602,5.543,0.0,0,0.0,9,0,0,15.561,13.213,3.76,21.219,11.336,7.129,3.858,8,19.349,4.284,21.899,22.608,4.416,0,3.88,47.381,45.995,10.706,0.844,0.054,10.287,137.469,12.8,16.505,264.059,636.063,58.432,4.673,4.55,15.497,67.89,15.692,4.022,29.765,9.744,44.472,17.586,3.823,4.473,47.008,16.79,4.398,2.046,4.54,23.75,5.863,0.884,4.221,4.47,4.546,7.114,21.9,12.609,4.652,1.769,32.762,9,224.862,54.462,1,474.24,3.926
6.286,4.651,0.0,0,0.0,1,0,0,9.83,0.0,3.638,11.341,7.23,4.285,3.524,0,10.596,3.958,10.987,12.892,2.449,0,3.778,56.857,32.091,7.482,0.578,-0.087,9.785,101.668,9.53,9.043,185.863,445.266,35.182,4.113,4.113,6.585,31.937,13.475,3.136,15.077,5.155,27.058,9.421,3.524,3.929,21.555,12.914,4.057,1.985,4.009,18.88,4.262,0.905,3.99,4.04,3.956,7.583,15.523,9.029,4.04,1.696,14.409,4,184.423,30.4,0,316.16,3.83
5.804,4.593,0.0,0,0.0,3,0,0,10.069,0.0,3.638,11.822,7.297,4.317,3.522,2,10.227,3.948,11.106,14.067,2.345,0,3.77,66.334,31.944,7.28,0.586,-0.116,8.574,100.942,9.127,10.258,185.264,443.804,36.311,4.115,4.117,6.435,34.407,12.403,2.932,16.503,5.819,28.464,9.554,3.484,3.882,19.623,12.248,3.949,2.012,3.973,17.889,4.044,0.95,3.808,4.011,3.93,7.583,15.077,8.694,4.022,1.676,14.979,8,161.116,29.607,0,310.94,3.826
6.6,5.178,0.0,0,0.0,5,0,0,11.793,25.745,3.648,12.654,8.927,5.593,3.706,6,12.679,4.079,13.851,18.263,4.359,0,3.776,74.868,40.597,7.693,0.869,0.001,8.718,123.679,11.267,13.894,237.351,570.897,39.816,4.311,4.267,10.461,43.895,15.151,2.473,19.445,8.333,37.843,11.347,3.666,4.211,30.6,14.667,4.184,1.998,4.221,22.054,3.843,1.04,4.143,4.183,4.193,7.126,18.564,11.129,4.319,1.732,20.969,8,166.809,35.467,2,416.34,3.812
7.04,5.548,0.0,0,0.0,12,0,0,16.203,0.0,3.606,15.812,13.25,8.459,3.915,13,14.816,4.284,15.468,24.854,5.099,0,3.764,91.937,51.512,9.227,1.07,-0.046,6.394,144.503,13.823,20.22,294.354,709.983,45.308,4.382,4.407,13.792,43.795,16.381,2.681,24.415,12.7,45.188,14.328,3.821,4.114,37.477,15.933,3.813,2.013,4.157,23.661,4.131,0.99,3.728,4.191,4.303,6.8,21.644,13.697,4.354,1.738,23.96,15,143.735,39.301,0,514.57,3.836
7.945,5.907,0.0,0,0.0,16,0,0,21.793,0.0,3.699,22.965,16.706,10.835,4.173,18,22.449,4.544,23.02,32.789,5.831,0,3.845,111.831,66.535,12.534,1.161,-0.043,9.598,190.943,17.66,25.466,378.098,914.319,64.443,4.73,4.708,21.15,63.242,21.635,3.807,34.894,16.041,58.91,21.834,4.089,4.485,55.82,21.267,4.198,2.028,4.518,31.506,5.809,1.016,4.104,4.522,4.676,6.8,28.886,17.457,4.718,1.81,35.11,19,206.029,57.464,0,665.18,3.904
9.824,5.376,0.0,0,0.0,5,0,0,14.324,35.999,3.599,13.442,11.783,7.453,3.8,6,12.318,4.156,12.685,21.4,5.523,0,3.769,90.065,45.512,8.458,1.01,-0.015,6.517,129.133,12.439,17.159,268.783,647.591,44.325,4.201,4.263,11.83,41.717,16.062,2.208,20.173,10.42,43.885,11.988,3.742,4.023,39.024,15.467,3.94,2.009,4.065,24.15,3.471,0.983,3.967,4.112,4.137,6.45,20.151,12.304,4.155,1.744,19.248,18,157.51,38.585,3,485.21,3.822
8.215,5.462,0.0,0,0.0,10,0,0,21.463,13.529,3.75,22.373,15.397,8.882,4.063,16,22.514,4.497,22.233,28.47,4.123,1,3.873,94.762,54.557,13.522,1.05,0.024,12.441,165.421,15.718,20.92,306.309,739.153,56.906,4.694,4.69,17.525,55.604,19.26,5.186,31.004,12.059,58.102,19.708,3.983,4.513,45.988,19.3,4.337,2.098,4.533,27.708,7.068,1.095,4.286,4.539,4.63,7.498,24.883,14.813,4.683,1.786,31.215,17,242.874,50.316,1,536.59,3.916
5.343,5.029,0.0,0,0.0,3,0,0,12.486,12.83,3.769,13.853,8.894,5.399,3.726,6,14.183,4.136,14.442,17.16,2.915,0,3.843,132.667,39.063,8.298,0.762,-0.005,10.122,122.475,10.881,12.232,222.306,534.186,38.376,4.313,4.302,9.848,38.586,15.227,3.348,19.139,7.222,33.878,12.585,3.695,4.188,27.397,14.867,4.06,2.014,4.199,21.098,4.704,0.837,4.025,4.216,4.266,6.867,17.536,10.762,4.32,1.733,20.243,12,181.36,33.928,1,388.04,3.879
6.55,5.476,0.0,0,0.0,8,0,0,13.749,0.0,3.584,13.976,10.906,7.096,3.725,8,12.659,4.103,13.318,21.017,5.099,0,3.731,0.0,43.535,8.134,1.047,-0.019,4.174,119.242,11.476,16.979,248.979,599.269,38.02,4.27,4.264,11.631,36.487,12.702,2.225,21.438,10.939,37.063,12.282,3.61,3.959,31.675,12.6,3.553,1.996,4.002,19.297,3.453,1.027,3.513,4.015,4.179,4.369,18.191,11.376,4.225,1.679,20.486,11,106.885,33.478,0,433.16,3.801
5.791,4.931,0.0,0,0.0,11,0,0,10.946,12.586,3.584,11.416,8.496,5.368,3.505,8,9.793,3.879,11.178,15.818,3.464,0,3.73,56.857,32.574,6.158,0.685,-0.216,5.776,96.148,8.903,12.348,187.98,450.432,30.756,4.029,4.03,9.299,30.894,11.258,2.068,16.146,7.525,29.198,8.873,3.436,3.86,23.515,11.067,3.725,1.961,3.889,16.493,3.012,1.124,3.728,3.892,3.893,6.815,14.462,8.824,3.994,1.661,15.954,13,115.949,26.222,1,334.32,3.796
7.49,6.02,0.0,0,0.0,24,0,0,22.978,25.003,3.689,22.6,18.461,11.592,4.261,23,22.827,4.635,22.539,35.154,6.403,0,3.834,129.842,72.211,13.47,1.168,-0.064,10.704,206.86,19.621,27.803,415.807,1006.33,69.987,4.757,4.769,23.631,69.481,24.528,3.955,35.037,16.966,68.017,23.434,4.189,4.579,68.065,23.833,4.357,2.029,4.583,35.912,6.017,1.006,4.359,4.599,4.759,6.8,31.339,19.427,4.756,1.839,35.089,22,237.349,68.994,2,740.38,3.894
6.12,5.912,0.0,0,0.0,16,0,0,26.389,0.0,3.685,27.199,19.675,11.755,4.289,22,26.548,4.731,27.266,39.647,5.196,0,3.832,111.831,70.535,15.207,1.223,-0.033,14.196,201.445,20.213,29.538,386.894,935.781,75.338,4.905,4.903,22.088,71.62,23.882,6.47,40.837,17.162,72.266,24.511,4.215,4.665,57.595,23.267,4.442,2.053,4.717,32.644,9.006,0.983,4.304,4.732,4.814,6.902,30.024,20.039,4.88,1.827,40.713,21,256.69,63.65,0,684.94,3.899
8.51,6.029,0.0,0,0.0,17,0,0,24.216,26.146,3.704,25.518,17.964,11.259,4.311,17,26.01,4.697,26.385,37.109,6.164,0,3.851,130.784,75.245,14.797,1.122,-0.002,13.871,222.627,20.564,27.801,430.607,1042.44,78.283,4.913,4.883,24.459,79.622,26.474,4.801,39.698,16.852,71.005,25.293,4.251,4.765,68.071,25.8,4.624,2.023,4.768,38.221,7.101,1.023,4.587,4.748,4.87,7.126,33.421,20.32,4.921,1.856,40.568,20,276.49,72.905,2,761.95,3.912
8.44,3.725,0.0,0,0.0,0,0,0,2.965,0.0,3.386,3.52,3.058,2.133,2.867,0,2.101,3.119,3.634,3.905,2.55,0,3.49,30.263,17.972,3.082,0.0,0.022,3.966,59.221,4.827,3.949,112.31,265.797,8.57,3.06,3.06,2.076,12.376,7.86,0.484,4.74,2.63,9.426,1.983,2.898,2.753,8.245,7.367,2.815,1.678,2.952,11.217,1.149,0.434,2.692,3.016,2.601,6.588,8.882,4.709,2.861,1.537,5.367,1,88.444,6.28,0,187.08,3.524
5.824,4.908,0.0,0,0.0,10,0,0,10.221,12.517,3.55,10.696,7.928,5.027,3.451,8,9.116,3.822,10.474,14.722,3.317,0,3.707,56.857,30.813,5.805,0.682,-0.262,5.6,91.547,8.403,11.498,178.388,427.027,28.973,3.972,3.973,8.984,29.141,10.758,1.921,15.058,7.02,27.413,8.361,3.385,3.81,22.893,10.567,3.691,1.94,3.84,15.786,2.836,1.098,3.694,3.843,3.835,6.815,13.755,8.324,3.935,1.65,14.885,12,111.949,24.092,1,317.02,3.774
7.398,5.393,0.0,0,0.0,10,0,0,18.742,24.888,3.749,20.365,13.806,7.961,3.995,12,19.782,4.419,20.928,25.029,3.937,1,3.871,104.239,50.728,11.52,0.832,-0.014,12.007,156.378,14.974,18.303,288.193,694.95,52.172,4.607,4.599,16.575,55.014,19.056,5.048,27.526,10.471,50.915,17.266,3.928,4.405,43.54,18.633,4.291,2.098,4.45,26.675,6.635,1.07,4.244,4.467,4.496,7.472,23.128,13.955,4.573,1.778,28.41,19,233.193,44.81,2,508.14,3.914
5.969,4.057,0.0,0,0.0,4,0,0,8.49,0.0,3.54,8.241,6.318,3.444,3.387,3,5.773,3.802,6.694,11.31,2.646,1,3.698,47.381,27.449,6.354,0.258,-0.445,7.833,91.127,8.345,8.038,159.285,380.415,23.351,3.68,3.814,4.26,22.164,11.399,2.493,10.608,4.485,21.288,5.029,3.35,3.448,10.765,10.867,3.609,1.929,3.536,15.131,3.934,0.761,3.666,3.676,3.384,6.917,13.052,7.584,3.567,1.638,7.056,10,146.174,14.418,0,273.24,3.728
5.824,5.29,0.0,0,0.0,8,0,0,17.76,24.034,3.749,19.611,12.69,7.241,3.935,10,18.291,4.371,19.196,23.569,3.674,1,3.871,104.239,47.205,11.109,0.825,-0.012,11.371,146.86,13.998,16.715,269.008,648.14,50.119,4.554,4.557,14.977,49.088,18.018,4.87,26.545,9.386,47.388,16.477,3.87,4.346,40.071,17.633,4.211,2.098,4.394,25.261,6.357,1.03,4.173,4.423,4.429,7.472,21.46,12.997,4.503,1.765,26.587,19,223.754,43.401,2,473.54,3.914
6.971,4.727,0.0,0,0.0,1,0,0,10.018,0.0,3.633,10.406,6.842,3.793,3.46,4,11.261,3.896,10.567,13.897,1.871,0,3.765,65.392,28.722,6.478,0.528,-0.069,7.661,91.862,8.363,9.519,164.881,394.07,25.406,4.12,4.115,7.955,27.482,11.115,2.953,14.516,5.249,25.754,11.864,3.403,4.023,29.119,11.014,3.894,1.993,3.991,15.441,3.807,0.771,3.925,3.997,4.119,7.267,13.288,7.976,4.151,1.657,14.694,13,138.628,32.317,0,284.75,3.813
9.0,5.256,0.0,0,0.0,8,0,0,18.865,13.27,3.748,19.46,13.084,7.459,3.948,10,19.222,4.39,19.347,25.201,3.536,1,3.871,85.286,48.063,12.043,0.825,0.053,11.438,147.263,14.072,17.938,270.737,652.359,50.516,4.56,4.579,14.104,49.106,17.472,4.857,26.965,10.212,51.168,16.44,3.869,4.356,38.45,17.367,4.205,2.095,4.397,24.554,6.564,1.064,4.139,4.423,4.462,7.472,21.844,13.181,4.53,1.759,27.165,14,220.387,43.902,1,469.6,3.915
7.699,5.256,0.0,0,0.0,10,0,0,18.865,13.27,3.749,19.46,13.084,7.459,3.948,10,19.222,4.39,19.347,25.201,3.536,1,3.871,85.286,48.063,12.043,0.825,0.053,11.438,147.263,14.072,17.938,270.737,652.359,50.516,4.56,4.579,14.104,49.106,17.472,4.845,26.965,10.212,51.168,16.44,3.869,4.356,38.45,17.367,4.205,2.095,4.397,24.554,6.556,1.064,4.139,4.423,4.462,7.472,21.844,13.181,4.53,1.759,27.165,14,220.387,43.902,1,469.6,3.915
5.762,4.397,0.0,0,0.0,2,0,0,7.35,11.905,3.278,8.328,5.63,3.661,3.198,2,7.132,3.559,8.407,10.392,2.646,0,3.486,47.381,23.767,4.433,0.391,-0.235,4.795,72.986,6.34,8.002,140.019,333.405,21.945,3.762,3.734,5.015,22.817,8.758,1.663,11.441,4.968,18.569,5.814,3.154,3.595,13.385,8.567,3.508,1.911,3.644,12.958,2.358,0.969,3.484,3.632,3.546,6.988,10.979,6.253,3.716,1.595,11.795,9,95.285,17.236,1,247.82,3.53
6.866,4.962,0.0,0,0.0,14,0,0,11.338,12.781,3.637,12.534,8.685,5.39,3.598,10,10.149,3.974,12.108,15.773,3.162,0,3.758,85.286,34.813,6.813,0.701,-0.223,7.053,107.394,9.395,12.109,200.582,481.179,31.722,4.119,4.131,10.085,32.521,12.669,2.402,17.205,7.303,27.843,9.714,3.542,3.918,25.195,12.567,3.816,2.037,3.982,18.355,3.338,0.96,3.808,4.014,3.932,6.988,15.703,9.316,4.037,1.692,16.567,17,137.949,26.95,1,355.04,3.808
4.415,4.984,0.0,0,0.0,13,0,0,11.117,12.807,3.637,12.355,8.606,5.452,3.595,10,10.528,3.96,12.576,15.225,3.317,0,3.758,85.286,35.267,6.676,0.699,-0.201,7.363,108.816,9.508,11.705,204.578,490.93,31.498,4.134,4.121,10.375,33.993,13.207,2.344,16.738,7.195,27.95,9.427,3.554,3.958,25.72,12.9,3.87,2.016,4.013,19.062,3.375,1.062,3.846,4.023,3.95,6.988,16.111,9.387,4.078,1.701,17.297,14,144.827,26.748,1,363.83,3.808
6.39,6.023,0.0,0,0.0,16,0,0,22.537,25.092,3.703,24.552,16.921,11.066,4.21,18,25.067,4.58,25.073,33.607,6.481,0,3.85,75.81,69.444,13.472,1.173,-0.102,10.583,200.784,18.335,25.758,399.42,966.346,73.027,4.814,4.766,22.933,71.548,23.244,3.975,37.062,16.212,62.805,24.658,4.139,4.625,65.04,22.933,4.377,2.034,4.636,34.987,6.113,0.934,4.331,4.615,4.798,6.805,31.183,18.086,4.821,1.832,38.002,19,235.846,67.625,2,712.08,3.902
7.921,5.451,0.0,0,0.0,8,0,0,18.822,25.14,3.749,21.695,13.519,7.872,4.001,10,18.691,4.434,21.671,25.707,4.062,1,3.872,104.239,51.279,12.003,0.825,-0.012,11.765,158.476,14.892,18.508,290.991,701.777,56.828,4.642,4.632,17.218,57.904,18.928,5.064,29.242,10.662,50.459,17.75,3.93,4.403,45.495,18.7,4.303,2.098,4.469,26.838,6.745,1.043,4.218,4.495,4.498,7.472,23.46,13.87,4.582,1.778,29.322,19,233.289,45.956,2,510.35,3.915
6.112,5.094,0.0,0,0.0,11,0,0,12.392,12.689,3.62,12.846,9.643,6.057,3.606,8,11.201,3.984,12.585,17.967,3.742,0,3.753,56.857,36.097,6.866,0.865,-0.183,6.13,105.35,9.903,14.03,207.165,497.243,34.228,4.134,4.135,10.492,34.317,12.258,2.318,18.284,8.53,32.673,10.281,3.53,3.954,27.244,12.067,3.788,1.989,3.98,17.908,3.366,1.05,3.791,3.983,4.012,6.815,15.876,9.824,4.102,1.68,18.059,15,123.949,29.673,1,368.92,3.808
4.961,5.052,0.0,0,0.0,13,0,0,13.995,12.805,3.639,14.411,10.428,6.269,3.658,9,11.437,4.077,13.396,20.145,3.24,0,3.764,56.857,37.097,7.744,0.825,-0.203,7.082,108.096,10.421,15.017,209.364,502.608,37.819,4.22,4.249,10.485,36.164,12.775,3.153,20.488,8.77,35.986,10.14,3.587,3.987,27.209,12.567,3.829,2.07,4.051,18.192,4.331,1.04,3.825,4.092,4.018,6.815,16.161,10.341,4.139,1.691,19.147,17,135.949,29.607,1,373.86,3.811
6.717,5.083,0.0,0,0.0,8,0,0,18.319,12.82,3.736,18.616,12.537,7.051,3.873,8,18.517,4.315,18.166,23.946,3.464,1,3.849,75.81,44.915,11.554,0.825,0.019,10.26,138.146,13.285,16.976,256.747,618.223,52.771,4.468,4.506,12.356,47.349,16.188,4.49,25.282,9.61,51.545,15.543,3.783,4.246,35.343,16.181,4.192,2.026,4.29,23.355,6.125,1.046,4.052,4.332,4.386,6.939,20.876,12.063,4.438,1.736,25.145,12,214.186,44.433,1,450.45,3.888
6.602,5.397,0.0,0,0.0,12,0,0,20.47,13.478,3.752,21.102,14.212,8.112,4.02,13,21.497,4.456,21.148,27.266,3.536,1,3.872,123.191,51.58,12.579,0.948,0.026,11.786,158.478,14.879,19.428,289.793,698.854,52.906,4.635,4.644,16.702,52.027,18.472,5.036,29.085,11.118,53.386,18.981,3.935,4.47,43.285,18.467,4.264,2.07,4.471,25.968,6.813,1.05,4.247,4.48,4.593,7.114,23.129,14.004,4.637,1.774,29.56,21,226.666,48.476,1,507.86,3.915
9.155,5.364,0.0,0,0.0,8,0,0,18.057,24.644,3.749,20.096,13.196,7.6,3.962,10,18.511,4.39,20.481,24.077,3.808,1,3.871,104.239,48.966,11.291,0.825,-0.014,11.604,151.63,14.387,17.36,278.6,671.545,51.586,4.587,4.579,16.019,53.661,18.556,4.949,27.086,9.929,48.122,17.017,3.897,4.372,42.579,18.133,4.257,2.098,4.426,25.968,6.526,1.038,4.198,4.447,4.457,7.472,22.421,13.36,4.54,1.772,27.922,19,228.529,44.34,2,490.84,3.914
