pXC50,P_VSA_v_2,SAacc,P_VSA_p_2,TPSA.NO.,GMTI,SpMin4_Bh.e.,X0v,SpMax5_Bh.e.,CSI,SMTIV,X0sol,SpMax5_Bh.i.,SpMaxA_EA.ri.,UNIP,Xu,Psi_i_s,SMTI,SpMin5_Bh.i.,RDCHI,SpMaxA_AEA.ri.,IDDM,Sv,Eig07_EA,SM15_AEA.bo.,SpMaxA_EA,Eta_epsi,Eig15_EA.ed.,SM10_AEA.ri.,ECC,ON1,LPRS,SpMin5_Bh.v.,SpMax6_Bh.s.,Chi0_EA.ed.,X1sol,SpMin5_Bh.e.,SpMaxA_AEA.bo.,ATS1v,Dz,IVDM,X1,IDM,SpMax4_Bh.s.,SpMin5_Bh.m.,X1Mad,SpMaxA_AEA.ed.,ATS8p,MDDD,TIC5,BID,nSK,Psi_e_0,Eig15_EA,SM09_AEA.dm.,CID,Chi0_EA.ri.,VAR,SpMax8_Bh.s.,Chi0_EA.bo.,TIC4,TIC2,VvdwZAZ,Eig07_AEA.ri.,Eig15_AEA.ri.,Uindex,SpMin4_Bh.p.
6.304,151.961,151.961,151.961,107.95,26403.0,1.601,24.139,3.577,1255.0,42644.0,29.355,3.643,0.068,209.0,36.573,93.333,25742.0,1.462,4.841,0.093,5.326,48.244,2.061,2.061,0.072,47.033,2.107,2.107,597.0,9.528,232.902,1.726,4.621,16.665,19.913,1.517,0.102,3.907,91.0,5.28,19.913,9.437,4.91,1.751,18.766,0.15,4.532,53.55,427.96,3.741,41,15.222,0.955,0.955,4.432,29.178,222.0,4.474,25.862,408.714,361.92,528.64,2.972,1.856,75.863,1.803
6.523,166.433,166.433,166.433,116.74,14649.0,1.517,20.097,3.478,869.0,25976.0,24.665,3.517,0.084,152.0,31.183,80.667,14791.0,1.292,4.222,0.114,5.058,39.663,1.893,1.893,0.087,40.333,0.567,0.567,424.0,8.083,181.529,1.614,4.58,13.739,16.485,1.325,0.124,3.697,77.0,4.999,16.485,8.893,4.909,1.59,15.34,0.183,4.243,37.664,338.891,3.561,34,12.562,0.379,0.379,4.24,24.397,148.0,4.457,21.821,319.646,292.136,438.72,2.845,1.27,67.145,1.719
5.794,151.961,151.961,151.961,107.95,19653.0,1.601,23.329,3.568,1030.0,32787.0,27.819,3.634,0.075,180.0,34.159,87.0,19875.0,1.459,4.471,0.103,5.218,45.77,2.061,2.061,0.079,45.533,1.275,1.275,505.0,8.972,210.119,1.721,4.58,14.993,18.306,1.515,0.112,3.834,85.0,5.149,18.306,9.221,4.909,1.751,17.16,0.165,4.516,45.421,418.712,3.668,38,14.131,0.645,0.645,4.345,26.839,176.0,4.457,24.26,399.467,349.203,507.92,2.972,1.558,80.088,1.803
7.041,151.961,151.961,151.961,107.95,20600.0,1.601,23.873,3.589,1051.0,33922.0,28.363,3.659,0.075,182.0,34.779,88.167,20872.0,1.528,4.548,0.101,5.254,47.297,1.975,1.975,0.078,46.833,1.624,1.624,516.0,9.306,216.608,1.829,4.58,16.18,18.912,1.598,0.11,3.867,87.0,5.198,18.912,9.307,4.883,1.885,17.784,0.165,4.651,47.642,436.999,3.693,39,14.535,0.672,0.672,4.373,27.763,196.0,4.442,25.251,415.979,367.475,525.22,2.919,1.591,83.329,1.808
6.289,151.961,151.961,151.961,107.95,15748.0,1.519,21.045,3.543,898.0,27485.0,25.535,3.594,0.081,158.0,31.91,82.167,15914.0,1.358,4.271,0.111,5.1,41.19,2.003,2.003,0.085,41.633,0.603,0.603,439.0,8.194,188.488,1.7,4.58,13.853,16.858,1.416,0.121,3.73,79.0,5.033,16.858,8.979,4.909,1.665,15.693,0.178,4.34,39.298,356.694,3.589,35,12.961,0.396,0.396,4.266,24.746,151.0,4.457,22.183,337.449,309.939,456.02,2.939,1.27,70.274,1.775
7.229,151.961,151.961,151.961,107.95,19109.0,1.598,23.166,3.588,981.0,31927.0,27.656,3.658,0.076,174.0,34.004,86.667,19364.0,1.488,4.46,0.104,5.217,45.77,1.963,1.963,0.08,45.533,1.276,1.276,482.0,9.056,209.174,1.82,4.58,15.656,18.412,1.563,0.113,3.834,85.0,5.159,18.412,9.231,4.883,1.844,17.276,0.169,4.607,44.684,415.732,3.668,38,14.149,0.66,0.66,4.347,27.092,174.0,4.442,24.544,394.712,356.183,507.92,2.907,1.585,79.94,1.808
8.796,118.383,118.383,118.383,91.29,20726.0,1.677,24.251,3.64,1360.0,31521.0,26.668,3.698,0.093,239.0,34.451,77.806,22034.0,1.577,4.824,0.123,5.093,47.436,1.719,1.719,0.094,46.567,0.099,0.099,710.0,8.208,202.066,1.846,4.392,14.67,17.409,1.619,0.131,3.825,77.167,5.036,16.555,8.904,4.664,1.842,14.978,0.197,4.304,61.383,439.963,3.587,35,13.457,0.053,0.053,4.23,23.004,289.0,4.251,22.155,413.034,335.847,549.4,2.707,1.022,240.725,1.884
10.0,39.82,39.82,39.82,32.26,13070.0,1.635,22.408,3.597,754.0,18311.0,24.474,3.666,0.093,135.0,30.208,62.0,13121.0,1.564,4.111,0.122,5.015,42.755,2.088,2.088,0.094,36.967,0.985,0.985,366.0,7.278,172.971,1.836,4.179,12.679,16.122,1.628,0.132,3.795,68.0,4.943,15.668,8.827,4.33,1.884,14.88,0.199,4.512,33.906,349.818,3.532,33,12.22,0.419,0.419,4.207,22.004,132.0,3.922,19.574,333.289,310.269,464.57,3.022,1.365,63.751,1.798
7.866,110.312,110.312,110.312,89.52,13298.0,1.6,20.783,3.542,836.0,23300.0,24.423,3.578,0.087,143.0,30.316,77.917,13438.0,1.436,4.075,0.123,5.016,39.334,1.755,1.755,0.098,39.1,0.404,0.404,407.0,7.583,173.965,1.691,4.58,12.783,16.659,1.477,0.139,3.715,74.0,4.936,15.764,8.802,4.888,1.6,14.043,0.208,4.224,33.994,324.66,3.532,33,12.482,0.307,0.307,4.207,23.262,146.0,4.457,20.415,305.415,277.905,437.87,2.681,1.156,64.124,1.745
9.222,108.549,106.65,108.549,87.07,21415.0,1.627,21.469,3.554,1007.0,34526.0,26.535,3.602,0.076,171.0,33.278,84.944,19654.0,1.443,4.573,0.101,5.187,40.26,2.18,2.18,0.079,36.486,2.484,2.484,451.0,7.944,201.742,1.688,4.697,14.454,18.632,1.492,0.112,3.792,79.333,5.138,17.936,9.135,4.942,1.669,16.595,0.167,4.06,35.648,311.702,3.643,37,13.683,0.988,0.988,4.357,25.876,138.0,4.328,21.823,309.702,271.173,435.6,3.107,1.935,50.983,1.727
6.824,111.673,109.774,111.673,90.31,27795.0,1.641,24.33,3.688,1233.0,43869.0,29.526,3.728,0.069,208.0,36.225,91.944,25857.0,1.564,4.848,0.093,5.334,45.862,2.181,2.181,0.072,41.786,2.737,2.737,559.0,8.861,231.279,1.723,4.697,16.105,20.526,1.624,0.102,3.901,87.833,5.284,19.829,9.436,4.942,1.717,18.376,0.152,4.354,42.692,376.163,3.742,41,15.203,1.125,1.125,4.453,28.562,194.0,4.333,24.392,374.163,331.634,498.5,3.108,2.121,59.34,1.824
9.155,91.28,89.381,91.28,72.61,18909.0,1.628,20.229,3.529,951.0,29874.0,24.794,3.566,0.078,156.0,31.886,77.278,17193.0,1.445,4.513,0.107,5.105,38.239,1.957,1.957,0.083,34.386,1.953,1.953,422.0,7.528,187.663,1.672,4.513,14.051,17.794,1.492,0.117,3.75,74.833,5.074,17.097,8.973,4.862,1.644,15.79,0.175,4.003,34.327,292.825,3.589,35,12.911,0.792,0.792,4.309,24.842,144.0,4.294,20.813,292.825,254.296,409.94,2.897,1.73,46.989,1.72
8.0,120.385,118.486,105.425,82.14,20422.0,1.591,19.196,3.514,990.0,32123.0,23.941,3.561,0.08,162.0,32.666,87.0,18596.0,1.466,4.555,0.105,5.145,38.607,2.026,2.026,0.081,35.248,2.291,2.291,440.0,7.75,194.928,1.706,4.695,14.254,17.114,1.516,0.114,3.761,78.0,5.107,17.525,9.051,5.101,1.664,16.906,0.171,3.968,36.278,288.009,3.616,36,13.378,0.914,0.914,4.334,25.041,153.0,4.473,21.207,285.254,243.2,411.61,3.066,1.942,49.006,1.789
7.125,122.963,121.064,122.963,85.3,27209.0,1.637,22.577,3.703,1176.0,41711.0,28.07,3.727,0.071,194.0,35.429,89.111,24496.0,1.596,4.849,0.094,5.3,43.766,2.189,2.189,0.072,38.486,2.571,2.571,518.0,8.694,223.187,1.721,4.772,16.254,20.332,1.626,0.102,3.897,84.833,5.27,19.635,9.364,4.939,1.709,18.384,0.153,4.161,39.6,348.413,3.718,40,14.787,1.042,1.042,4.446,28.523,164.0,4.508,24.024,340.413,274.798,465.26,3.116,2.027,52.282,1.822
8.301,106.24,104.341,91.28,72.61,20361.0,1.577,19.403,3.536,988.0,31535.0,23.777,3.575,0.078,161.0,32.641,83.333,18523.0,1.451,4.576,0.104,5.145,39.134,2.024,2.024,0.081,35.848,2.38,2.38,439.0,7.778,194.775,1.678,4.693,14.494,17.187,1.497,0.114,3.766,78.0,5.116,17.597,9.055,4.879,1.663,16.913,0.171,4.028,36.278,314.457,3.616,36,13.337,0.935,0.935,4.337,25.321,156.0,4.3,21.39,314.457,264.403,414.25,2.973,1.901,48.959,1.759
7.347,120.385,118.486,105.425,82.14,22835.0,1.64,19.903,3.571,1088.0,35556.0,24.648,3.626,0.078,179.0,33.654,88.5,20788.0,1.487,4.676,0.102,5.184,40.134,2.026,2.026,0.079,36.548,2.363,2.363,484.0,8.0,203.543,1.736,4.694,14.754,17.614,1.545,0.111,3.795,80.0,5.147,18.025,9.118,5.101,1.724,17.406,0.166,3.991,39.673,307.72,3.642,37,13.755,0.932,0.932,4.36,25.748,166.0,4.476,21.914,304.965,262.911,428.91,3.066,1.942,51.147,1.835
8.155,105.425,103.526,105.425,82.14,18804.0,1.636,20.022,3.491,950.0,30344.0,24.957,3.528,0.082,156.0,31.86,80.944,17139.0,1.454,4.483,0.107,5.105,37.712,2.092,2.092,0.083,33.786,2.022,2.022,422.0,7.5,187.613,1.674,4.697,13.812,17.722,1.497,0.117,3.744,74.833,5.065,17.025,8.972,4.942,1.639,15.784,0.175,3.966,34.013,280.539,3.589,35,12.945,0.834,0.834,4.306,24.556,142.0,4.328,20.63,278.539,240.009,407.3,3.062,1.838,47.013,1.768
9.155,95.166,93.267,95.166,72.17,22077.0,1.64,21.71,3.543,1025.0,32154.0,26.001,3.584,0.086,167.0,33.147,78.194,19715.0,1.533,4.614,0.109,5.188,41.578,2.153,2.153,0.086,36.219,2.571,2.571,447.0,7.833,200.831,1.694,4.51,14.551,18.745,1.565,0.113,3.857,77.833,5.149,18.048,9.138,4.815,1.697,16.901,0.187,4.148,33.753,332.321,3.643,37,13.722,1.083,1.083,4.371,26.079,139.0,4.188,22.235,332.321,297.566,440.69,3.104,2.059,46.737,1.817
7.699,105.425,103.526,105.425,82.14,20422.0,1.591,19.952,3.514,990.0,32123.0,25.311,3.561,0.08,162.0,32.666,83.111,18596.0,1.467,4.555,0.105,5.145,39.052,2.026,2.026,0.081,34.819,2.291,2.291,440.0,7.75,194.928,1.706,4.684,14.254,17.814,1.516,0.114,3.771,76.833,5.107,17.525,9.051,4.943,1.664,16.725,0.171,4.019,36.278,288.009,3.616,36,13.314,0.914,0.914,4.334,25.101,153.0,4.346,21.207,285.254,243.2,420.75,3.066,1.942,49.006,1.789
7.0,106.24,104.341,91.28,72.61,22615.0,1.578,20.98,3.545,1044.0,34368.0,25.355,3.585,0.074,170.0,33.963,86.667,20760.0,1.476,4.639,0.1,5.222,42.188,2.232,2.232,0.078,38.448,2.38,2.38,468.0,8.306,208.24,1.699,4.713,15.236,18.135,1.517,0.109,3.834,82.0,5.187,18.546,9.217,4.856,1.713,17.845,0.164,4.231,40.158,353.65,3.668,38,14.107,0.937,0.937,4.386,26.745,176.0,4.437,22.838,353.65,299.597,448.85,3.216,1.907,52.944,1.785
8.523,63.011,61.111,63.011,52.3,13576.0,1.618,18.243,3.414,824.0,21455.0,22.062,3.458,0.089,126.0,29.095,65.444,12564.0,1.428,4.273,0.122,4.918,34.503,1.749,1.749,0.095,30.119,0.995,0.995,370.0,6.778,160.431,1.645,4.336,12.839,15.9,1.472,0.134,3.644,65.333,4.907,15.204,8.609,4.75,1.623,14.044,0.2,3.847,33.796,251.323,3.472,31,11.383,0.431,0.431,4.185,22.136,156.0,4.061,18.264,251.323,210.494,370.55,2.683,1.353,43.588,1.705
6.602,80.28,78.381,80.28,65.07,27067.0,1.672,23.293,3.706,1176.0,40193.0,28.233,3.73,0.071,194.0,35.392,85.444,24368.0,1.601,4.812,0.094,5.301,44.578,2.328,2.328,0.073,38.319,2.898,2.898,518.0,8.556,222.98,1.745,4.579,15.949,20.205,1.627,0.102,3.915,83.833,5.262,19.508,9.362,4.843,1.741,18.333,0.153,4.205,38.92,357.65,3.718,40,14.781,1.158,1.158,4.443,28.147,164.0,4.329,23.679,349.65,284.035,473.77,3.262,2.096,52.315,1.822
8.301,165.265,163.366,105.425,82.14,24205.0,1.58,19.829,3.52,1077.0,42854.0,23.941,3.565,0.074,177.0,34.728,110.25,22331.0,1.463,4.672,0.099,5.258,39.757,2.184,2.184,0.079,39.79,2.523,2.523,485.0,8.25,215.727,1.704,7.408,14.951,17.114,1.513,0.108,3.787,88.5,5.203,18.736,9.291,7.999,1.658,17.838,0.167,3.957,42.99,288.009,3.693,39,15.244,0.973,0.973,4.405,26.739,183.0,4.843,22.77,285.254,243.2,429.82,3.155,1.942,55.025,1.791
9.523,83.404,81.505,83.404,70.0,18804.0,1.636,20.561,3.493,950.0,29200.0,24.957,3.54,0.078,156.0,31.86,76.278,17139.0,1.447,4.483,0.107,5.105,38.545,2.092,2.092,0.083,34.319,2.022,2.022,422.0,7.5,187.613,1.683,4.512,13.812,17.722,1.497,0.117,3.752,74.333,5.065,17.025,8.972,4.82,1.656,15.748,0.175,3.998,34.013,295.254,3.589,35,12.902,0.834,0.834,4.306,24.686,142.0,4.189,20.707,291.254,254.725,412.15,3.018,1.798,47.013,1.792
6.523,119.772,118.486,104.812,82.15,19304.0,1.615,18.488,3.511,964.0,30593.0,23.233,3.559,0.082,159.0,31.999,85.5,17538.0,1.396,4.514,0.107,5.105,37.081,2.026,2.026,0.084,33.948,2.21,2.21,427.0,7.5,188.337,1.666,4.684,13.814,16.614,1.449,0.12,3.724,76.0,5.065,17.025,8.963,5.225,1.659,16.415,0.176,3.891,34.942,268.539,3.589,35,12.991,0.9,0.9,4.307,24.333,143.0,4.47,20.357,265.784,225.73,383.41,3.066,1.87,47.098,1.795
8.301,80.28,78.381,80.28,65.07,22805.0,1.64,21.268,3.505,1038.0,34001.0,25.949,3.549,0.077,172.0,33.334,79.611,20303.0,1.519,4.674,0.102,5.188,40.524,2.169,2.169,0.079,35.019,2.576,2.576,452.0,7.861,201.842,1.685,4.514,14.747,18.794,1.548,0.11,3.83,77.833,5.155,18.097,9.13,4.888,1.669,16.918,0.166,4.043,35.436,309.22,3.643,37,13.661,1.084,1.084,4.372,26.234,135.0,4.3,21.848,307.22,257.166,424.51,3.105,2.062,46.805,1.809
8.398,91.28,89.381,91.28,72.61,18909.0,1.627,20.229,3.497,951.0,29790.0,24.794,3.533,0.078,156.0,31.886,77.278,17193.0,1.436,4.513,0.107,5.105,38.239,1.957,1.957,0.083,34.386,1.953,1.953,422.0,7.528,187.663,1.663,4.512,14.051,17.794,1.483,0.117,3.75,74.833,5.074,17.097,8.973,4.825,1.634,15.792,0.175,3.983,34.327,292.825,3.589,35,12.906,0.792,0.792,4.309,24.863,144.0,4.324,20.813,292.825,254.296,409.94,2.896,1.728,46.989,1.715
7.523,86.529,84.629,86.529,73.24,24944.0,1.64,23.422,3.658,1176.0,38123.0,27.949,3.724,0.071,193.0,34.913,83.278,23098.0,1.551,4.771,0.097,5.26,44.147,2.154,2.154,0.076,39.619,2.54,2.54,530.0,8.417,217.264,1.743,4.512,15.464,19.616,1.611,0.107,3.866,82.833,5.217,18.919,9.283,4.819,1.724,17.529,0.159,4.273,41.453,359.189,3.693,39,14.408,1.019,1.019,4.407,27.372,192.0,4.324,23.276,355.189,314.66,475.05,3.096,1.99,55.143,1.824
8.155,80.28,78.381,80.28,63.38,20234.0,1.627,21.584,3.547,980.0,32449.0,26.164,3.577,0.076,164.0,32.616,79.056,18488.0,1.462,4.558,0.104,5.146,39.878,2.058,2.058,0.081,35.305,2.018,2.018,437.0,7.694,194.859,1.672,4.518,14.189,18.477,1.503,0.114,3.794,76.167,5.107,17.491,9.055,4.927,1.666,15.998,0.171,4.058,35.389,305.22,3.616,36,13.291,0.841,0.841,4.334,25.315,146.0,4.322,21.236,305.22,269.22,433.66,2.972,1.814,48.968,1.713
6.0,120.385,118.486,105.425,82.14,19329.0,1.568,18.273,3.509,963.0,30598.0,23.07,3.556,0.082,158.0,31.991,85.333,17510.0,1.454,4.528,0.107,5.105,37.081,2.026,2.026,0.083,33.948,2.21,2.21,426.0,7.556,188.205,1.703,4.696,14.067,16.704,1.509,0.116,3.724,76.0,5.074,17.114,8.965,5.12,1.658,16.492,0.174,3.853,34.338,271.294,3.589,35,12.996,0.914,0.914,4.309,24.523,143.0,4.473,20.76,268.539,228.485,394.31,3.066,1.896,47.073,1.777
8.046,80.28,78.381,80.28,63.38,21551.0,1.626,22.641,3.55,1058.0,36145.0,27.535,3.577,0.074,172.0,33.324,82.833,19780.0,1.462,4.589,0.101,5.186,40.706,2.034,2.034,0.079,36.39,2.334,2.334,473.0,7.889,201.974,1.667,4.628,14.408,19.176,1.501,0.112,3.812,78.5,5.138,17.902,9.134,4.941,1.644,16.12,0.167,4.096,36.145,305.22,3.643,37,13.661,0.959,0.959,4.358,25.923,167.0,4.329,21.683,305.22,272.814,448.87,2.96,1.895,50.994,1.71
6.886,79.796,77.897,79.796,65.19,14704.0,1.57,18.043,3.421,861.0,23276.0,22.416,3.463,0.088,129.0,29.861,68.611,13615.0,1.401,4.335,0.118,4.964,35.337,1.779,1.779,0.092,31.252,1.073,1.073,387.0,7.028,167.243,1.647,4.387,13.282,15.992,1.444,0.13,3.655,67.833,4.954,15.704,8.702,4.821,1.627,14.913,0.194,3.899,35.844,273.438,3.503,32,11.731,0.466,0.466,4.216,22.741,170.0,4.165,18.842,273.438,238.909,377.7,2.727,1.4,45.654,1.755
6.432,52.011,50.112,52.011,43.07,4368.0,1.358,15.277,3.007,345.0,7946.0,17.621,3.088,0.124,60.0,20.735,45.898,4172.0,1.234,3.285,0.17,4.434,24.524,1.414,1.414,0.133,20.71,-2.146,-2.146,156.0,4.694,97.02,1.309,3.806,8.585,12.211,1.252,0.187,3.316,45.733,4.388,10.648,7.666,4.351,1.145,9.114,0.28,2.968,13.273,153.245,3.15,22,8.084,-0.865,-0.865,3.844,15.749,54.0,3.458,12.71,153.245,137.635,267.8,2.355,-0.088,29.555,1.542
8.398,106.24,104.341,91.28,72.61,20350.0,1.626,20.529,3.54,1031.0,33869.0,24.794,3.574,0.076,165.0,32.658,84.944,18596.0,1.444,4.566,0.104,5.145,38.622,1.974,1.974,0.081,35.9,2.02,2.02,459.0,7.694,195.059,1.669,4.749,14.187,17.794,1.49,0.114,3.759,78.333,5.107,17.491,9.052,4.943,1.64,16.065,0.171,4.002,35.778,292.825,3.616,36,13.318,0.833,0.833,4.334,25.352,170.0,4.328,21.236,292.825,264.825,416.01,2.916,1.772,48.993,1.721
6.0,66.971,65.072,52.011,43.07,4872.0,1.399,14.451,3.039,361.0,8521.0,16.604,3.119,0.122,63.0,21.555,51.953,4656.0,1.074,3.354,0.164,4.498,25.42,1.414,1.414,0.127,22.171,-2.069,-2.069,164.0,4.944,103.089,1.258,3.824,9.032,11.603,1.116,0.179,3.342,48.9,4.454,11.148,7.802,4.595,1.236,10.036,0.269,3.204,14.348,172.77,3.191,23,8.5,-0.809,-0.809,3.888,16.151,59.0,3.584,13.287,172.77,149.119,272.11,2.383,0.17,31.434,1.638
7.0,80.28,78.381,80.28,63.38,20633.0,1.577,20.457,3.545,1023.0,31046.0,25.148,3.585,0.077,163.0,32.73,77.444,18774.0,1.469,4.607,0.104,5.144,40.39,2.098,2.098,0.08,35.252,2.275,2.275,455.0,7.75,195.25,1.693,4.575,14.42,17.869,1.515,0.113,3.801,75.833,5.116,17.581,9.052,4.844,1.713,16.822,0.17,4.132,37.66,319.008,3.616,36,13.284,0.935,0.935,4.337,25.242,156.0,4.154,21.366,319.008,274.954,431.9,3.053,1.904,48.968,1.755
7.824,53.91,50.112,53.91,48.0,24186.0,1.687,22.741,3.698,1065.0,33535.0,26.493,3.726,0.074,179.0,34.028,74.444,21613.0,1.601,4.759,0.098,5.226,43.916,2.154,2.154,0.076,37.352,2.678,2.678,466.0,8.167,208.87,1.811,4.332,15.59,19.384,1.641,0.108,3.901,78.833,5.203,18.687,9.213,4.767,1.761,17.571,0.16,4.217,36.618,365.245,3.668,38,14.047,1.128,1.128,4.399,27.165,142.0,4.174,22.907,365.245,311.206,455.6,3.083,2.126,48.567,1.845
7.046,53.91,50.112,53.91,48.0,24219.0,1.641,23.09,3.677,1115.0,35739.0,27.156,3.723,0.074,180.0,34.05,76.722,21689.0,1.591,4.75,0.098,5.225,43.217,2.164,2.164,0.076,37.138,2.543,2.543,488.0,8.083,209.055,1.712,4.492,15.229,19.566,1.614,0.108,3.887,79.167,5.194,18.581,9.211,4.802,1.711,17.156,0.16,4.187,36.953,345.02,3.668,38,14.027,1.0,1.0,4.397,27.042,166.0,4.174,22.622,345.02,303.02,453.51,3.091,2.0,48.591,1.824
7.602,102.28,100.381,102.28,81.84,25789.0,1.637,23.189,3.584,1244.0,40829.0,27.949,3.621,0.071,200.0,35.096,85.611,23796.0,1.464,4.782,0.097,5.26,43.534,2.162,2.162,0.076,39.752,2.438,2.438,559.0,8.556,218.341,1.685,4.518,15.39,19.675,1.51,0.107,3.861,83.833,5.217,18.978,9.267,4.91,1.667,17.486,0.159,4.154,42.084,348.304,3.693,39,14.405,0.982,0.982,4.408,27.776,203.0,4.334,23.567,346.304,318.652,470.63,3.092,1.924,55.311,1.782
6.921,53.91,50.112,53.91,48.0,22720.0,1.641,21.514,3.678,1035.0,32827.0,25.786,3.713,0.075,171.0,33.318,74.944,20234.0,1.591,4.704,0.1,5.187,41.336,2.151,2.151,0.078,34.852,2.511,2.511,451.0,7.917,201.729,1.704,4.512,15.09,18.884,1.611,0.112,3.848,76.833,5.164,18.187,9.134,4.78,1.703,17.071,0.164,4.123,35.705,303.72,3.643,37,13.615,1.0,1.0,4.374,26.458,138.0,4.198,21.675,303.72,250.104,422.12,3.08,2.0,46.756,1.824
6.444,108.428,100.858,108.428,88.89,6071.0,1.358,16.463,3.285,432.0,12252.0,20.068,3.351,0.111,74.0,23.283,61.564,5881.0,1.242,3.473,0.152,4.618,26.448,1.699,1.699,0.119,24.443,-1.871,-1.871,199.0,5.306,116.316,1.47,4.322,9.366,13.515,1.263,0.167,3.372,54.233,4.552,11.952,8.032,4.922,1.201,10.17,0.25,3.239,17.152,164.219,3.269,25,9.196,-0.756,-0.756,3.96,17.46,73.0,3.806,14.088,164.219,154.219,293.74,2.552,0.144,35.559,1.602
8.301,91.28,89.381,91.28,72.61,20234.0,1.627,21.285,3.535,980.0,33569.0,26.164,3.565,0.076,164.0,32.616,81.056,18488.0,1.445,4.558,0.104,5.146,39.066,2.058,2.058,0.081,35.471,2.018,2.018,437.0,7.694,194.859,1.668,4.583,14.189,18.477,1.491,0.114,3.769,77.167,5.107,17.491,9.055,4.939,1.639,15.874,0.171,4.019,35.389,292.825,3.616,36,13.274,0.841,0.841,4.334,25.426,146.0,4.328,21.236,292.825,260.825,425.15,2.937,1.768,48.968,1.713
6.0,52.011,50.112,52.011,43.07,4872.0,1.399,15.207,3.038,361.0,8521.0,17.974,3.119,0.121,63.0,21.555,48.064,4656.0,1.074,3.354,0.164,4.498,25.864,1.414,1.414,0.127,21.743,-2.069,-2.069,164.0,4.944,103.089,1.258,3.824,9.032,12.303,1.116,0.179,3.357,47.733,4.454,11.148,7.802,4.403,1.235,9.855,0.269,3.276,14.348,172.77,3.191,23,8.447,-0.809,-0.809,3.888,16.211,59.0,3.573,13.287,172.77,149.119,281.25,2.36,0.16,31.434,1.638
7.155,53.91,50.112,53.91,48.0,25711.0,1.687,23.797,3.701,1145.0,37669.0,27.863,3.726,0.072,188.0,34.746,78.222,23095.0,1.601,4.803,0.096,5.264,44.744,2.164,2.164,0.074,38.438,2.798,2.798,503.0,8.333,216.175,1.811,4.491,15.729,20.066,1.641,0.106,3.918,81.167,5.233,19.081,9.288,4.802,1.761,17.656,0.157,4.248,38.17,365.245,3.693,39,14.407,1.13,1.13,4.422,27.749,165.0,4.175,23.329,365.245,317.735,470.81,3.091,2.126,50.426,1.844
7.125,136.697,129.128,136.697,109.2,22856.0,1.633,21.714,3.553,1073.0,37846.0,27.242,3.589,0.073,175.0,34.054,90.944,21060.0,1.47,4.667,0.099,5.221,40.975,2.144,2.144,0.077,37.952,2.562,2.562,483.0,8.139,208.887,1.699,4.813,14.832,19.099,1.515,0.109,3.811,82.333,5.178,18.402,9.216,5.102,1.689,16.968,0.163,4.136,41.335,317.72,3.668,38,14.057,0.997,0.997,4.383,26.442,172.0,4.512,22.191,317.72,283.72,444.39,3.067,1.944,52.927,1.776
5.975,151.369,151.369,151.369,120.21,32153.0,1.7,24.464,3.589,1517.0,46367.0,28.985,3.638,0.077,244.0,37.462,88.583,30091.0,1.505,5.105,0.1,5.324,48.351,2.212,2.212,0.077,47.0,2.136,2.136,696.0,9.014,237.723,1.767,4.613,16.137,19.768,1.542,0.103,3.919,90.5,5.28,19.768,9.389,4.739,1.759,18.669,0.165,4.294,62.355,429.98,3.741,41,15.225,0.973,0.973,4.441,28.607,268.0,4.288,25.511,429.98,405.98,517.04,3.156,1.937,66.718,1.844
8.0,151.961,151.961,151.961,107.95,31185.0,1.545,26.42,3.605,1427.0,54313.0,31.786,3.649,0.066,234.0,38.292,98.944,30426.0,1.405,5.054,0.089,5.392,50.258,2.117,2.117,0.068,49.086,2.169,2.169,679.0,9.861,249.439,1.726,4.621,17.002,21.512,1.462,0.097,3.95,95.333,5.343,20.769,9.569,4.935,1.687,18.795,0.143,4.593,64.201,435.715,3.788,43,15.911,0.982,0.982,4.477,30.531,282.0,4.467,26.829,416.47,382.47,562.36,3.018,1.864,81.841,1.811
7.638,151.961,151.961,151.961,107.95,34355.0,1.698,28.664,3.665,1443.0,57813.0,33.7,3.697,0.063,243.0,39.555,100.583,33620.0,1.481,5.161,0.086,5.458,53.509,2.061,2.061,0.066,51.067,2.198,2.198,690.0,10.472,263.672,1.737,4.621,18.239,22.855,1.531,0.093,4.011,98.75,5.412,21.824,9.712,4.91,1.761,19.678,0.137,4.673,67.755,486.62,3.832,45,16.716,1.066,1.066,4.522,32.16,263.0,4.465,28.431,467.375,415.375,601.03,2.972,2.043,87.817,1.901
7.658,151.961,151.961,151.961,107.95,34519.0,1.698,28.664,3.665,1445.0,58252.0,33.7,3.697,0.063,244.0,39.592,100.583,33777.0,1.481,5.174,0.086,5.457,53.509,2.061,2.061,0.066,51.067,2.202,2.202,691.0,10.444,263.866,1.736,4.621,18.22,22.839,1.531,0.093,4.011,98.75,5.412,21.807,9.71,4.91,1.76,19.588,0.137,4.66,68.459,486.62,3.832,45,16.715,1.066,1.066,4.522,32.144,265.0,4.465,28.406,467.375,417.375,601.03,2.972,2.043,87.831,1.901
