pXC50,SpDiam_EA.ri.,SM08_EA.ri.,SM12_EA.ri.,SM13_EA.ri.,SM14_EA.ri.,Eig01_EA.ri.,SpMax_EA.ri.,SM10_EA.ri.,SM11_EA.ri.,SM15_EA.ri.,SM09_EA.ri.,SM07_EA.ri.,SM06_EA.ri.,SM05_EA.ri.,GGI5,Eig02_EA.ri.,SM04_EA.ri.,Eig03_EA.ed.,SM12_AEA.dm.,MWC10,TWC,BIC0,NdssC,Eig01_AEA.ri.,SpMax_AEA.ri.,MWC09,Eig03_AEA.ed.,CATS2D_07_AL,Eig03_EA.ri.,SM04_EA.ed.,SIC0,SpDiam_AEA.ri.,MWC08,AAC,IC0,SM03_EA.ri.,Eig02_AEA.ri.,SpDiam_EA.ed.,X.,MATS5s,SdO,Eig02_AEA.ed.,SM05_AEA.ed.,SM02_EA.ed.,CATS2D_02_LL,MWC06,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,Eig03_AEA.ri.,SM06_AEA.ed.,Eig02_EA.ed.,SM11_AEA.dm.,SM07_AEA.ed.,SM03_AEA.ed.,SM15_AEA.ed.,SpMin2_Bh.s.,nX,ATS6s,SM06_EA,SM04_AEA.ed.,SRW10,SM06_EA.ed.,nDB,SM07_EA.ed.,SM08_EA.ed.
5.854,5.278,10.209,14.629,15.754,16.909,3.278,3.278,12.387,13.473,18.055,11.216,8.977,8.134,6.73,1.757,2.925,6.237,8.54,8.54,12.233,12.764,0.25,3,4.281,4.281,11.343,6.019,6,2.712,11.007,0.262,5.34,10.464,1.556,1.556,4.366,3.963,19.32,0.0,0.167,37.006,6.503,11.104,6.919,14,8.702,11.775,11.775,11.775,3.773,12.885,10.016,10.016,14.692,7.673,29.634,1.142,0,6.452,8.23,9.36,10.476,15.47,3,17.633,20.141
8.523,5.278,10.393,14.797,15.914,17.06,3.278,3.278,12.568,13.65,18.197,11.403,9.166,8.314,6.91,2.063,2.953,6.404,9.674,9.674,12.453,12.978,0.255,4,4.281,4.281,11.554,6.311,8,2.902,11.181,0.268,5.365,10.666,1.62,1.62,4.517,4.015,19.322,0.0,0.054,50.203,6.504,11.264,7.083,13,8.883,11.775,11.775,11.775,3.938,13.046,10.034,10.034,14.852,7.827,29.759,1.181,0,6.597,8.398,9.518,10.632,15.631,4,17.779,20.277
8.398,5.278,10.328,14.735,15.854,17.002,3.278,3.278,12.503,13.587,18.142,11.338,9.102,8.248,6.845,1.903,2.933,6.339,9.415,9.415,12.382,12.909,0.264,4,4.281,4.281,11.487,6.253,8,2.866,11.131,0.279,5.372,10.601,1.648,1.648,4.45,3.983,19.322,0.0,0.033,49.712,6.504,11.213,7.027,12,8.825,11.775,11.775,11.775,3.905,12.998,10.027,10.027,14.808,7.773,29.734,1.14,0,6.514,8.344,9.465,10.582,15.591,4,17.743,20.242
9.222,5.278,10.337,14.743,15.862,17.01,3.278,3.278,12.512,13.595,18.149,11.346,9.108,8.257,6.849,1.903,2.935,6.348,9.415,9.415,12.382,12.909,0.251,4,4.281,4.281,11.487,6.253,8,2.871,11.131,0.266,5.364,10.601,1.576,1.576,4.45,3.984,19.322,0.0,0.028,49.781,6.504,11.213,7.027,13,8.825,11.775,11.775,11.775,3.908,12.998,10.027,10.027,14.808,7.773,29.734,1.178,0,6.527,8.344,9.465,10.582,15.591,4,17.743,20.242
4.347,5.274,10.077,14.544,15.677,16.838,3.274,3.274,12.283,13.381,17.99,11.099,8.828,7.973,6.541,1.465,2.89,6.053,9.659,9.659,12.357,12.861,0.275,2,4.331,4.331,11.427,6.393,1,2.725,11.052,0.29,5.432,10.511,1.621,1.621,4.143,3.955,19.814,2.1,-0.115,12.769,6.511,11.045,6.843,12,8.672,12.191,12.191,12.191,3.805,12.851,10.125,10.125,14.684,7.565,29.796,1.128,1,6.187,8.171,9.276,10.486,15.627,2,17.847,20.393
6.585,5.281,10.357,14.758,15.877,17.024,3.281,3.281,12.528,13.61,18.163,11.364,9.131,8.284,6.882,2.097,2.94,6.387,9.419,9.419,12.437,12.964,0.24,4,4.285,4.285,11.541,6.253,12,2.872,11.171,0.251,5.369,10.656,1.539,1.539,4.504,3.991,19.385,0.0,-0.037,51.334,6.519,11.257,7.081,14,8.881,11.808,11.808,11.808,3.912,13.037,10.094,10.094,14.843,7.828,29.757,1.178,0,6.593,8.39,9.514,10.629,15.624,4,17.772,20.275
7.699,5.278,10.392,14.795,15.913,17.059,3.278,3.278,12.566,13.648,18.196,11.401,9.164,8.312,6.909,2.063,2.952,6.402,9.674,9.674,12.453,12.978,0.249,4,4.281,4.281,11.554,6.311,8,2.901,11.181,0.262,5.365,10.666,1.58,1.58,4.517,4.015,19.322,0.0,0.03,50.121,6.504,11.264,7.083,13,8.883,11.775,11.775,11.775,3.938,13.046,10.034,10.034,14.852,7.827,29.759,1.181,0,6.598,8.398,9.518,10.632,15.631,4,17.779,20.277
7.284,5.405,10.478,15.108,16.284,17.48,3.405,3.405,12.765,13.911,18.671,11.553,9.205,8.302,6.845,1.779,3.111,6.336,10.243,10.243,12.721,13.215,0.237,4,4.422,4.422,11.777,6.535,16,2.866,11.336,0.251,5.512,10.84,1.502,1.502,4.365,4.167,20.497,0.0,0.022,26.371,6.82,11.278,7.093,14,8.969,12.66,12.66,12.66,3.918,13.091,11.317,11.317,14.933,7.8,30.167,1.204,0,6.486,8.435,9.508,10.641,15.986,3,18.269,20.836
8.523,5.278,10.375,14.779,15.897,17.044,3.278,3.278,12.55,13.632,18.181,11.385,9.148,8.294,6.894,2.063,2.945,6.384,9.618,9.618,12.431,12.956,0.259,4,4.281,4.281,11.532,6.299,8,2.893,11.166,0.273,5.365,10.645,1.634,1.634,4.511,4.006,19.322,0.0,0.013,49.949,6.504,11.25,7.067,13,8.864,11.775,11.775,11.775,3.933,13.032,10.032,10.032,14.839,7.812,29.752,1.164,0,6.611,8.384,9.503,10.617,15.62,4,17.768,20.268
7.699,5.29,10.617,15.162,16.313,17.483,3.29,3.29,12.867,13.991,18.647,11.682,9.38,8.456,7.062,2.187,3.268,6.472,10.012,10.012,12.502,13.025,0.25,4,4.409,4.409,11.599,6.502,8,2.917,11.468,0.263,5.494,10.709,1.606,1.606,4.617,4.279,20.864,0.0,0.078,50.724,6.99,11.423,7.162,13,8.92,13.289,13.289,13.289,3.952,13.263,11.775,11.775,15.134,7.898,30.649,1.156,0,6.697,8.589,9.627,10.698,16.209,4,18.577,21.158
6.602,5.278,10.138,14.583,15.714,16.874,3.278,3.278,12.329,13.421,18.025,11.147,8.889,8.055,6.621,1.451,2.925,6.16,8.433,8.433,12.134,12.667,0.24,3,4.281,4.281,11.245,5.998,7,2.594,10.904,0.254,5.327,10.368,1.473,1.473,4.233,3.962,19.32,0.0,0.135,36.519,6.503,10.988,6.815,16,8.612,11.775,11.775,11.775,3.617,12.769,10.016,10.016,14.578,7.569,29.576,1.143,0,6.299,8.119,9.248,10.388,15.395,3,17.576,20.095
5.0,5.103,9.893,14.11,15.171,16.275,3.103,3.103,11.977,12.995,17.358,10.827,8.652,7.894,6.43,1.153,2.832,6.047,8.836,8.836,12.238,12.757,0.27,1,4.181,4.181,11.332,6.09,4,2.726,10.803,0.292,5.235,10.43,1.606,1.606,4.028,3.871,18.299,0.0,-0.082,11.338,6.197,10.901,6.767,9,8.63,11.107,11.107,11.107,3.79,12.668,9.258,9.258,14.46,7.505,29.183,1.109,0,5.626,8.07,9.173,10.34,15.179,1,17.28,19.729
7.523,5.278,10.463,14.867,15.984,17.128,3.278,3.278,12.639,13.722,18.264,11.476,9.24,8.377,6.984,2.063,3.003,6.455,9.815,9.815,12.489,13.013,0.247,5,4.282,4.282,11.59,6.362,12,2.918,11.222,0.26,5.365,10.699,1.574,1.574,4.593,4.049,19.322,0.0,0.048,62.327,6.505,11.311,7.12,14,8.914,11.775,11.775,11.775,3.949,13.095,10.042,10.042,14.903,7.866,29.799,1.181,0,6.629,8.441,9.561,10.665,15.669,5,17.812,20.308
6.652,5.352,10.217,14.802,15.967,17.151,3.352,3.352,12.483,13.62,18.331,11.292,8.979,8.05,6.658,1.737,2.984,6.069,9.092,9.092,12.48,12.969,0.257,1,4.413,4.413,11.527,6.228,4,2.62,11.15,0.27,5.47,10.583,1.518,1.518,4.215,4.05,20.448,0.0,-0.125,12.84,6.742,11.083,6.851,6,8.693,12.678,12.678,12.678,3.64,12.91,10.821,10.821,14.762,7.555,30.032,1.264,0,6.05,8.214,9.292,10.406,15.816,1,18.103,20.678
4.456,5.279,10.538,14.993,16.12,17.274,3.279,3.279,12.74,13.835,18.417,11.562,9.294,8.43,7.004,2.257,3.143,6.497,10.017,10.017,12.608,13.125,0.242,4,4.282,4.282,11.699,6.503,11,2.923,11.325,0.257,5.365,10.799,1.548,1.548,4.581,4.191,19.322,0.0,0.067,50.75,6.765,11.371,7.18,20,8.995,11.775,11.775,11.775,3.958,13.165,11.14,11.14,14.984,7.915,29.977,1.153,0,6.617,8.507,9.615,10.753,15.829,4,18.009,20.518
5.0,4.991,9.498,13.668,14.713,15.798,2.991,2.991,11.561,12.568,16.861,10.424,8.268,7.522,6.069,0.802,2.853,5.713,7.218,7.218,11.765,12.307,0.324,2,4.079,4.079,10.887,5.445,4,2.428,10.508,0.342,5.122,10.028,1.842,1.842,3.713,3.945,17.556,4.8,-0.29,24.886,6.457,10.623,6.482,8,8.295,10.64,10.64,10.64,3.486,12.39,9.962,9.962,14.187,7.236,29.013,1.072,2,5.752,7.777,8.898,10.025,14.902,2,17.016,19.464
7.154,5.794,11.166,16.262,17.567,18.882,3.818,3.818,13.678,14.957,20.2,12.386,9.868,8.791,7.409,3.111,3.261,6.676,9.751,9.751,12.641,13.161,0.193,4,4.842,4.842,11.731,6.533,23,2.795,11.873,0.196,5.925,10.838,1.349,1.349,4.912,4.3,25.624,0.0,0.038,39.091,7.116,11.697,7.351,17,9.055,16.433,16.433,16.433,3.85,13.612,11.688,11.688,15.578,8.091,32.165,1.383,0,7.252,8.92,9.849,10.831,17.048,5,19.703,22.496
5.0,5.246,10.487,14.917,16.04,17.185,3.246,3.246,12.678,13.77,18.323,11.514,9.265,8.39,6.995,2.146,3.15,6.469,10.934,10.934,12.748,13.259,0.26,3,4.322,4.322,11.83,6.722,7,2.888,11.572,0.273,5.444,10.92,1.709,1.709,4.581,4.262,20.199,2.6,0.028,53.709,6.944,11.552,7.307,14,9.098,12.597,12.597,12.597,4.114,13.383,11.598,11.598,15.242,8.032,30.568,1.29,2,6.491,8.734,9.761,10.819,16.215,5,18.501,21.037
6.301,5.799,11.003,16.137,17.456,18.784,3.818,3.818,13.528,14.818,20.115,12.219,9.686,8.651,7.231,2.958,2.795,6.599,8.573,8.573,12.642,13.162,0.197,4,4.842,4.842,11.732,6.003,23,2.655,11.763,0.2,5.942,10.839,1.364,1.364,4.759,3.851,25.624,0.0,0.016,39.106,6.533,11.595,7.299,16,9.055,16.433,16.433,16.433,3.764,13.491,9.751,9.751,15.447,8.039,32.101,1.385,0,7.217,8.799,9.771,10.818,16.952,5,19.626,22.437
7.629,5.799,11.003,16.137,17.456,18.784,3.818,3.818,13.528,14.818,20.115,12.219,9.686,8.651,7.231,2.958,2.795,6.599,8.573,8.573,12.642,13.162,0.197,4,4.842,4.842,11.732,6.003,23,2.655,11.763,0.2,5.942,10.839,1.364,1.364,4.759,3.851,25.624,0.0,0.016,39.106,6.533,11.595,7.299,16,9.055,16.433,16.433,16.433,3.764,13.491,9.751,9.751,15.447,8.039,32.101,1.385,0,7.217,8.799,9.771,10.818,16.952,5,19.626,22.437
5.0,5.084,10.199,14.5,15.585,16.697,3.084,3.084,12.327,13.38,17.796,11.181,8.982,8.162,6.756,1.466,3.064,6.299,10.317,10.317,12.55,13.065,0.266,2,4.167,4.167,11.637,6.535,5,2.926,11.197,0.28,5.247,10.736,1.705,1.705,4.382,4.125,18.074,1.5,-0.22,25.216,6.721,11.254,7.091,5,8.928,10.944,10.944,10.944,4.004,13.034,10.873,10.873,14.841,7.822,29.704,1.098,1,6.317,8.401,9.509,10.664,15.638,2,17.773,20.245
6.347,5.123,9.99,14.292,15.379,16.503,3.123,3.123,12.112,13.159,17.61,10.949,8.743,7.974,6.507,1.115,3.027,6.141,7.919,7.919,12.244,12.777,0.228,0,4.161,4.161,11.359,5.795,10,2.532,10.867,0.24,5.229,10.476,1.448,1.448,4.107,4.049,18.193,0.0,0.057,0.0,6.605,10.986,6.866,11,8.715,10.937,10.937,10.937,3.584,12.742,10.441,10.441,14.527,7.615,29.29,1.229,0,5.976,8.148,9.27,10.469,15.243,0,17.35,19.814
6.027,5.106,9.886,14.146,15.221,16.337,3.106,3.106,11.987,13.018,17.433,10.824,8.628,7.89,6.396,1.01,2.955,6.078,8.022,8.022,12.195,12.729,0.232,0,4.147,4.147,11.31,5.806,7,2.543,10.791,0.246,5.215,10.43,1.462,1.462,4.003,3.986,18.125,0.0,0.036,0.0,6.494,10.905,6.808,10,8.672,10.946,10.946,10.946,3.596,12.655,10.151,10.151,14.433,7.555,29.165,1.192,0,5.982,8.079,9.199,10.414,15.158,0,17.266,19.722
5.0,5.249,10.098,14.505,15.627,16.772,3.249,3.249,12.273,13.362,17.912,11.12,8.897,8.024,6.67,1.215,2.887,6.13,9.146,9.146,12.301,12.828,0.295,1,4.367,4.367,11.406,6.161,1,2.705,11.154,0.31,5.479,10.521,1.811,1.811,4.326,4.012,19.836,1.8,-0.017,12.141,6.524,11.194,6.974,2,8.743,12.355,12.355,12.355,3.848,13.005,10.264,10.264,14.844,7.714,30.098,1.068,1,6.123,8.392,9.424,10.565,15.716,1,17.977,20.489
5.0,5.09,10.07,14.389,15.48,16.596,3.09,3.09,12.207,13.268,17.701,11.067,8.872,8.017,6.662,1.118,3.082,6.125,9.682,9.682,12.256,12.781,0.28,0,4.298,4.298,11.356,6.389,5,2.741,11.134,0.299,5.375,10.471,1.719,1.719,4.329,4.154,19.593,0.0,-0.078,23.56,6.671,11.173,6.934,8,8.688,12.181,12.181,12.181,3.878,12.992,10.671,10.671,14.838,7.673,30.105,1.185,0,5.83,8.374,9.393,10.47,15.71,2,17.963,20.477
4.292,5.113,9.978,14.28,15.366,16.482,3.113,3.113,12.104,13.156,17.585,10.955,8.753,7.945,6.517,0.921,3.009,6.087,8.562,8.562,12.297,12.818,0.259,1,4.178,4.178,11.395,6.024,7,2.689,10.923,0.278,5.31,10.495,1.587,1.587,4.095,4.066,18.343,0.0,-0.083,12.335,6.613,11.004,6.851,9,8.699,11.064,11.064,11.064,3.762,12.78,10.469,10.469,14.581,7.587,29.395,1.211,0,5.76,8.161,9.266,10.415,15.336,2,17.455,19.924
5.0,4.997,9.647,13.69,14.706,15.785,2.997,2.997,11.637,12.597,16.83,10.501,8.411,7.759,6.293,0.681,2.787,6.028,7.338,7.338,12.032,12.578,0.246,1,4.053,4.053,11.163,5.475,6,2.468,10.559,0.26,5.132,10.3,1.549,1.549,4.028,3.857,17.186,0.0,-0.076,11.491,6.104,10.779,6.725,11,8.578,10.341,10.341,10.341,3.542,12.487,8.927,8.927,14.222,7.493,28.61,1.129,0,5.905,7.962,9.107,10.328,14.742,2,16.724,19.136
6.301,5.28,10.278,14.695,15.818,16.97,3.28,3.28,12.457,13.542,18.113,11.286,9.042,8.199,6.781,1.722,2.938,6.296,9.355,9.355,12.357,12.883,0.247,3,4.284,4.284,11.46,6.229,8,2.824,11.088,0.26,5.374,10.573,1.551,1.551,4.379,3.986,19.369,0.0,0.109,38.032,6.516,11.161,6.986,15,8.794,11.803,11.803,11.803,3.879,12.944,10.08,10.08,14.752,7.73,29.699,1.144,0,6.472,8.296,9.417,10.547,15.558,3,17.719,20.226
9.111,5.278,10.337,14.743,15.862,17.01,3.278,3.278,12.512,13.595,18.149,11.346,9.108,8.257,6.849,1.903,2.935,6.348,9.415,9.415,12.382,12.909,0.251,4,4.281,4.281,11.487,6.253,8,2.871,11.131,0.266,5.364,10.601,1.576,1.576,4.45,3.984,19.322,0.0,0.028,49.781,6.504,11.213,7.027,13,8.825,11.775,11.775,11.775,3.908,12.998,10.027,10.027,14.808,7.773,29.734,1.178,0,6.527,8.344,9.465,10.582,15.591,4,17.743,20.242
7.398,5.28,10.289,14.705,15.827,16.979,3.28,3.28,12.468,13.551,18.122,11.295,9.05,8.209,6.785,1.722,2.94,6.305,9.355,9.355,12.357,12.883,0.23,3,4.284,4.284,11.46,6.229,8,2.84,11.088,0.242,5.366,10.573,1.448,1.448,4.379,3.987,19.369,0.0,0.108,38.074,6.516,11.161,6.986,19,8.794,11.803,11.803,11.803,3.884,12.944,10.08,10.08,14.752,7.73,29.699,1.198,0,6.476,8.296,9.417,10.547,15.558,3,17.719,20.226
8.0,5.278,10.22,14.639,15.764,16.918,3.278,3.278,12.399,13.485,18.064,11.228,8.987,8.147,6.732,1.584,2.931,6.255,9.351,9.351,12.334,12.861,0.24,3,4.281,4.281,11.438,6.228,6,2.734,11.069,0.254,5.374,10.552,1.487,1.487,4.348,3.978,19.322,0.0,0.134,37.174,6.504,11.145,6.969,11,8.774,11.775,11.775,11.775,3.851,12.927,10.027,10.027,14.736,7.713,29.681,1.156,0,6.408,8.281,9.4,10.53,15.536,3,17.696,20.201
5.0,5.047,9.824,14.056,15.124,16.229,3.047,3.047,11.912,12.94,17.316,10.766,8.593,7.839,6.392,0.941,2.991,6.036,8.715,8.715,12.284,12.809,0.26,0,4.141,4.141,11.387,6.051,4,2.455,10.879,0.274,5.244,10.494,1.62,1.62,4.034,4.067,18.01,1.7,0.076,0.0,6.571,10.98,6.855,3,8.711,10.723,10.723,10.723,3.597,12.741,10.452,10.452,14.528,7.595,29.259,1.211,1,5.997,8.145,9.258,10.452,15.246,0,17.332,19.789
4.786,5.097,9.818,14.069,15.138,16.246,3.097,3.097,11.919,12.95,17.335,10.767,8.577,7.804,6.342,0.948,2.88,5.952,9.071,9.071,12.086,12.614,0.259,0,4.135,4.135,11.195,6.156,6,2.684,10.717,0.279,5.176,10.305,1.542,1.542,3.928,3.916,18.083,0.0,-0.081,0.0,6.195,10.813,6.678,8,8.527,10.904,10.904,10.904,3.778,12.578,9.263,9.263,14.368,7.418,29.076,1.126,0,5.805,7.969,9.086,10.282,15.082,0,17.177,19.616
7.35,5.278,10.327,14.73,15.849,16.997,3.278,3.278,12.499,13.58,18.137,11.331,9.093,8.255,6.837,1.965,2.932,6.361,9.388,9.388,12.387,12.916,0.255,4,4.281,4.281,11.495,6.244,8,2.862,11.134,0.268,5.365,10.613,1.62,1.62,4.45,3.979,19.322,0.0,0.072,50.296,6.504,11.22,7.041,12,8.843,11.775,11.775,11.775,3.897,13.001,10.027,10.027,14.81,7.789,29.731,1.152,0,6.627,8.348,9.475,10.595,15.59,4,17.74,20.24
8.66,5.139,10.057,14.414,15.517,16.643,3.185,3.185,12.212,13.285,17.762,11.067,8.853,7.987,6.613,1.49,2.955,6.08,9.889,9.889,12.334,12.842,0.266,0,4.315,4.315,11.409,6.393,8,2.763,11.079,0.279,5.397,10.498,1.633,1.633,4.218,4.058,19.91,0.0,-0.024,0.0,6.46,11.068,6.868,4,8.677,12.281,12.281,12.281,3.848,12.876,9.999,9.999,14.71,7.595,29.813,1.146,0,6.093,8.291,9.3,10.389,15.672,0,17.931,20.451
5.0,5.028,9.928,14.021,15.05,16.127,3.028,3.028,11.949,12.934,17.179,10.829,8.723,7.995,6.59,1.722,2.863,6.218,9.113,9.113,12.453,12.985,0.253,0,4.389,4.389,11.566,6.164,7,2.7,11.371,0.262,5.487,10.684,1.669,1.669,4.315,3.966,21.688,1.2,0.034,25.817,6.301,11.384,7.146,5,8.919,13.626,13.626,13.626,3.829,13.213,9.609,9.609,15.079,7.892,30.736,1.331,1,6.38,8.566,9.603,10.715,16.09,2,18.478,21.081
5.0,5.179,10.085,14.362,15.45,16.572,3.179,3.179,12.192,13.239,17.682,11.049,8.872,8.083,6.672,1.576,2.92,6.252,9.008,9.008,12.508,13.025,0.235,2,4.309,4.309,11.599,6.218,10,2.606,11.165,0.243,5.394,10.694,1.525,1.525,4.306,3.962,20.265,0.0,-0.001,26.043,6.265,11.215,7.048,6,8.888,12.265,12.265,12.265,3.685,12.998,9.475,9.475,14.808,7.784,29.789,1.313,0,6.381,8.353,9.47,10.659,15.661,2,17.843,20.386
5.0,5.106,10.162,14.497,15.591,16.709,3.106,3.106,12.308,13.372,17.816,11.16,8.945,8.101,6.699,1.421,3.077,6.211,10.64,10.64,12.515,13.028,0.282,0,4.248,4.248,11.599,6.634,5,2.899,11.253,0.299,5.389,10.694,1.78,1.78,4.306,4.196,18.927,0.0,-0.064,23.689,6.793,11.262,7.06,5,8.879,11.657,11.657,11.657,4.021,13.076,11.247,11.247,14.919,7.785,30.109,1.224,0,5.882,8.474,9.491,10.631,15.815,2,18.05,20.542
5.0,5.24,10.062,14.472,15.591,16.739,3.24,3.24,12.238,13.32,17.877,11.065,8.82,7.989,6.557,1.487,2.917,6.098,9.293,9.293,12.388,12.897,0.274,3,4.293,4.293,11.465,6.242,2,2.663,11.026,0.291,5.36,10.554,1.644,1.644,4.163,3.999,19.431,2.0,-0.15,12.657,6.446,11.057,6.882,5,8.726,11.831,11.831,11.831,3.746,12.847,10.011,10.011,14.664,7.607,29.651,1.151,1,5.946,8.203,9.304,10.511,15.525,2,17.7,20.213
5.0,5.165,9.889,14.286,15.394,16.531,3.165,3.165,12.064,13.138,17.654,10.886,8.627,7.807,6.324,0.771,2.992,5.904,7.804,7.804,12.094,12.61,0.271,1,4.192,4.192,11.185,5.762,4,2.441,10.686,0.29,5.227,10.278,1.571,1.571,3.843,4.019,18.255,0.0,-0.073,0.0,6.521,10.731,6.594,14,8.468,11.05,11.05,11.05,3.454,12.509,10.25,10.25,14.314,7.322,29.18,1.066,0,5.524,7.904,8.995,10.159,15.137,1,17.286,19.757
9.111,5.278,10.337,14.743,15.862,17.01,3.278,3.278,12.512,13.595,18.149,11.346,9.108,8.257,6.849,1.903,2.935,6.348,9.415,9.415,12.382,12.909,0.251,4,4.281,4.281,11.487,6.253,8,2.871,11.131,0.266,5.364,10.601,1.576,1.576,4.45,3.984,19.322,0.0,0.028,49.781,6.504,11.213,7.027,13,8.825,11.775,11.775,11.775,3.908,12.998,10.027,10.027,14.808,7.773,29.734,1.178,0,6.527,8.344,9.465,10.582,15.591,4,17.743,20.242
7.398,5.4,10.464,15.084,16.258,17.452,3.4,3.4,12.747,13.889,18.641,11.535,9.189,8.285,6.822,1.456,3.1,6.306,9.941,9.941,12.673,13.167,0.239,4,4.416,4.416,11.73,6.451,12,2.841,11.3,0.255,5.455,10.79,1.481,1.481,4.316,4.156,20.464,0.0,0.084,26.058,6.828,11.235,7.038,15,8.914,12.636,12.636,12.636,3.879,13.053,11.33,11.33,14.9,7.744,30.148,1.196,0,6.189,8.39,9.458,10.617,15.96,3,18.243,20.81
5.0,5.22,10.084,14.58,15.718,16.874,3.22,3.22,12.309,13.42,18.022,11.131,8.85,7.96,6.556,1.07,3.113,6.031,7.519,7.519,12.154,12.673,0.262,3,4.245,4.245,11.247,5.705,6,2.375,10.853,0.273,5.284,10.348,1.584,1.584,4.139,4.136,18.419,1.8,-0.045,25.049,6.721,10.921,6.739,7,8.551,11.257,11.257,11.257,3.416,12.706,10.905,10.905,14.518,7.482,29.493,1.113,1,6.047,8.072,9.173,10.247,15.345,3,17.53,20.027
7.301,5.407,10.51,15.141,16.317,17.513,3.407,3.407,12.799,13.945,18.703,11.587,9.237,8.325,6.87,1.654,3.126,6.34,10.362,10.362,12.733,13.225,0.234,4,4.426,4.426,11.786,6.577,13,2.887,11.365,0.249,5.465,10.843,1.466,1.466,4.373,4.189,20.534,0.0,0.064,26.263,6.862,11.296,7.089,15,8.96,12.678,12.678,12.678,3.942,13.118,11.457,11.457,14.967,7.794,30.227,1.199,0,6.249,8.447,9.514,10.665,16.033,3,18.319,20.888
7.398,5.407,10.516,15.143,16.318,17.514,3.407,3.407,12.803,13.947,18.704,11.591,9.243,8.335,6.877,1.716,3.126,6.353,10.363,10.363,12.745,13.238,0.229,4,4.426,4.426,11.799,6.577,13,2.887,11.376,0.244,5.465,10.857,1.451,1.451,4.373,4.189,20.534,0.0,0.072,26.334,6.862,11.31,7.104,15,8.976,12.678,12.678,12.678,3.942,13.13,11.457,11.457,14.979,7.809,30.23,1.2,0,6.281,8.461,9.529,10.68,16.038,3,18.323,20.891
5.0,5.024,9.415,13.561,14.604,15.699,3.024,3.024,11.458,12.452,16.767,10.308,8.162,7.478,5.979,0.792,2.658,5.723,7.719,7.719,11.891,12.425,0.261,0,4.1,4.1,11.004,5.609,6,2.446,10.42,0.275,5.178,10.126,1.568,1.568,3.644,3.703,17.476,0.0,-0.007,0.0,6.058,10.558,6.491,8,8.374,10.539,10.539,10.539,3.548,12.291,8.765,8.765,14.053,7.245,28.626,1.065,0,5.839,7.736,8.869,10.116,14.709,0,16.752,19.187
7.301,5.407,10.586,15.179,16.348,17.539,3.407,3.407,12.854,13.99,18.724,11.65,9.324,8.422,6.983,1.71,3.126,6.448,10.363,10.363,12.807,13.302,0.223,4,4.426,4.426,11.865,6.577,15,2.888,11.424,0.237,5.475,10.926,1.432,1.432,4.514,4.189,20.534,0.0,0.072,26.464,6.862,11.373,7.175,15,9.052,12.678,12.678,12.678,3.943,13.187,11.457,11.457,15.028,7.883,30.242,1.2,0,6.338,8.541,9.598,10.754,16.064,3,18.339,20.903
5.0,5.053,9.937,14.023,15.048,16.131,3.053,3.053,11.952,12.927,17.184,10.819,8.711,8.009,6.57,1.153,2.799,6.229,9.089,9.089,12.276,12.815,0.283,0,4.091,4.091,11.394,6.141,6,2.635,10.949,0.3,5.17,10.531,1.816,1.816,4.281,3.952,17.268,3.0,-0.061,22.593,6.394,11.105,6.991,11,8.795,10.419,10.419,10.419,3.843,12.85,9.951,9.951,14.619,7.747,29.152,1.209,2,6.078,8.347,9.397,10.538,15.235,2,17.304,19.683
6.699,5.407,10.497,15.136,16.312,17.509,3.407,3.407,12.791,13.938,18.7,11.576,9.219,8.304,6.837,1.543,3.126,6.311,10.362,10.362,12.709,13.201,0.239,4,4.426,4.426,11.762,6.576,10,2.886,11.346,0.255,5.465,10.818,1.481,1.481,4.316,4.188,20.534,0.0,0.04,26.177,6.862,11.262,7.054,15,8.933,12.678,12.678,12.678,3.94,13.089,11.456,11.456,14.944,7.754,30.224,1.199,0,6.23,8.415,9.476,10.633,16.026,3,18.316,20.886
5.0,4.998,10.007,14.142,15.179,16.254,2.998,2.998,12.054,13.056,17.308,10.938,8.815,8.036,6.661,1.518,2.892,6.208,10.796,10.796,12.436,12.96,0.303,0,4.188,4.188,11.534,6.694,5,2.872,11.355,0.325,5.281,10.651,1.859,1.859,4.369,4.173,18.803,11.3,-0.092,0.0,7.111,11.385,7.132,6,8.87,11.714,11.714,11.714,4.124,13.216,11.657,11.657,15.075,7.869,30.389,1.097,6,6.101,8.63,9.595,10.627,15.949,0,18.224,20.709
8.215,5.375,10.369,14.942,16.106,17.293,3.375,3.375,12.626,13.755,18.474,11.422,9.101,8.222,6.764,1.601,3.019,6.277,9.55,9.55,12.623,13.123,0.253,4,4.391,4.391,11.689,6.323,13,2.79,11.243,0.271,5.466,10.759,1.568,1.568,4.294,4.07,20.276,0.0,0.065,26.127,6.661,11.21,7.029,12,8.901,12.545,12.545,12.545,3.838,13.015,10.735,10.735,14.85,7.742,30.012,1.208,0,6.223,8.362,9.445,10.637,15.851,3,18.107,20.663
