pXC50,P_VSA_e_3,P_VSA_LogP_3,GGI7,Eig02_AEA.ed.,SM11_EA.bo.,SM09_EA.bo.,SM10_EA.bo.,N.069,nArNH2,Eig02_AEA.ri.,SM12_EA.bo.,SaaN,Eig02_EA.ri.,SM08_EA.bo.,Eig02_EA,SM10_AEA.bo.,Chi0_EA.dm.,SM07_EA.bo.,Yindex,P_VSA_e_5,Eig08_EA.ed.,SM03_AEA.ri.,GGI3,GATS6p,IC2,SM07_EA,Eig13_EA.ri.,Vindex,Xindex,Eig01_AEA.ed.,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_AEA.ed.,SpMax_EA.ed.,Eig01_EA,SM09_AEA.bo.,SpDiam_EA,SpDiam_EA.ed.,SpMax_EA,JGI6,Eig05_EA,SM13_AEA.bo.,nRCOOH,SpDiam_AEA.ri.,Eig08_AEA.ed.,SpMin4_Bh.m.,SM03_EA.ed.,ATS7e,NssCH2,Eig06_EA.ri.,ICR,SpMin1_Bh.s.,Eig02_AEA.bo.,SM15_EA.ed.,GGI4,ATSC7e,ATSC7m,ATS8m,Eig13_EA,Eig13_EA.bo.,SM07_AEA.dm.,GATS8i,RBF,SM08_EA,ATS7i,HVcpx
5.58,102.49,37.905,0.243,5.917,15.291,12.6,14.084,0,0,3.615,16.718,0.0,2.542,11.498,2.658,2.658,18.642,9.91,0.963,11.0,0.651,0.651,2.563,0.918,4.125,8.938,-0.87,0.329,0.495,7.517,13.406,13.406,7.517,13.406,3.503,3.503,5.503,21.406,3.503,0.024,1.757,1.757,0,5.534,3.377,1.5,7.748,4.334,2,1.339,2.446,1.161,4.02,38.935,1.218,0.274,18.207,2.736,-0.893,-1.0,-0.893,0.988,0.095,10.224,4.603,2.975
5.63,135.387,75.81,0.267,5.93,15.663,12.992,14.492,0,0,3.794,17.099,0.0,2.8,11.929,2.789,2.789,23.619,10.317,0.512,36.145,3.003,3.003,2.688,0.894,4.247,9.113,-0.249,0.196,0.317,7.516,13.401,13.401,7.516,13.401,3.502,3.502,5.502,21.394,3.502,0.023,2.295,2.295,0,5.533,3.798,1.508,7.934,4.431,1,2.029,3.032,1.165,4.167,38.931,1.72,0.507,19.732,3.217,-0.271,-0.323,-0.271,0.901,0.098,10.385,4.674,3.506
5.57,102.49,37.905,0.2,5.889,15.257,12.577,14.061,0,0,3.586,16.683,0.0,2.517,11.49,2.628,2.628,18.642,9.899,0.513,11.0,2.768,2.768,2.438,0.909,3.757,8.934,0.07,0.207,0.346,7.516,13.401,13.401,7.516,13.401,3.502,3.502,5.502,21.394,3.502,0.023,1.931,1.931,0,5.533,3.544,1.866,7.748,4.831,10,1.724,3.315,1.429,3.996,38.93,1.298,0.392,28.139,3.321,0.074,0.077,0.074,0.943,0.182,10.239,5.135,3.788
4.046,99.365,94.223,0.366,5.984,15.723,12.977,14.521,2,2,3.722,17.192,7.898,2.65,11.898,2.765,2.765,19.689,10.223,0.717,78.828,2.857,2.857,1.25,0.931,4.833,8.188,-0.464,0.264,0.416,6.251,9.444,9.444,6.251,9.444,2.98,2.98,4.98,15.9,2.98,0.019,2.1,2.1,1,5.025,3.511,1.571,7.034,4.407,3,1.509,2.907,1.217,4.189,33.863,1.307,0.228,17.436,3.342,-0.486,-0.567,-0.486,0.956,0.116,9.43,4.618,3.374
5.585,118.663,99.231,0.656,6.193,16.706,13.78,15.332,1,1,3.913,18.222,7.813,2.883,12.522,2.933,2.933,26.153,10.882,0.499,203.485,5.121,5.121,2.313,0.958,5.089,8.811,0.968,0.189,0.305,6.503,10.183,10.183,6.503,10.183,3.085,3.085,5.085,17.077,3.085,0.017,2.334,2.334,2,5.122,4.645,1.684,7.647,4.855,4,2.155,3.254,1.252,4.241,35.114,2.28,0.867,26.939,3.957,1.0,1.396,1.0,1.061,0.169,10.043,5.05,3.791
4.31,101.265,80.278,0.507,6.116,16.685,13.754,15.31,1,1,3.887,18.204,11.874,2.873,12.494,2.892,2.892,20.768,10.851,0.452,203.485,5.12,5.12,1.813,1.111,4.862,8.675,0.712,0.177,0.289,6.502,10.175,10.175,6.502,10.175,3.079,3.079,5.079,17.069,3.079,0.013,2.289,2.289,2,5.109,4.645,1.681,7.509,4.725,4,2.153,3.233,1.294,4.207,34.944,2.16,0.917,25.28,3.668,0.722,0.841,0.722,1.013,0.164,9.906,4.928,3.803
4.921,119.275,89.755,0.507,6.116,16.685,13.754,15.31,1,1,3.886,18.204,11.969,2.868,12.494,2.892,2.892,24.772,10.851,0.452,203.485,5.12,5.12,1.813,0.932,4.965,8.675,0.675,0.177,0.289,6.502,10.175,10.175,6.502,10.175,3.079,3.079,5.079,17.069,3.079,0.013,2.289,2.289,2,5.1,4.645,1.606,7.509,4.643,3,2.151,3.233,1.222,4.207,34.944,2.16,0.876,22.132,3.679,0.722,0.841,0.722,1.06,0.167,9.906,4.833,3.803
4.26,120.5,70.802,0.507,6.116,15.872,13.127,14.623,1,1,3.886,17.32,7.878,2.868,11.986,2.892,2.892,30.446,10.401,0.452,203.485,5.12,5.12,1.813,0.96,4.995,8.675,0.675,0.177,0.289,6.502,10.175,10.175,6.502,10.175,3.079,3.079,5.079,17.069,3.079,0.013,2.289,2.289,2,5.1,4.645,1.654,7.509,4.798,5,2.151,3.233,1.348,4.206,34.944,2.16,0.908,28.304,3.691,0.722,0.788,0.722,1.057,0.155,9.906,5.022,3.803
8.301,168.958,103.699,0.507,6.116,16.685,13.754,15.31,2,2,3.886,18.204,16.352,2.868,12.494,2.892,2.892,25.778,10.851,0.452,160.801,5.12,5.12,1.813,1.026,5.047,8.675,0.674,0.177,0.289,6.502,10.175,10.175,6.502,10.175,3.079,3.079,5.079,17.069,3.079,0.013,2.289,2.289,2,5.102,4.645,1.621,7.509,4.664,3,2.151,3.233,1.222,4.207,34.944,2.16,0.907,23.363,3.673,0.722,0.841,0.722,1.074,0.167,9.906,4.872,3.803
8.602,117.376,103.699,0.474,6.116,15.961,13.196,14.692,2,2,3.887,17.413,8.372,2.873,12.033,2.892,2.892,24.793,10.449,0.444,160.801,5.011,5.011,2.347,0.946,4.772,8.768,0.789,0.174,0.286,6.78,11.107,11.107,6.78,11.107,3.187,3.187,5.187,17.997,3.187,0.014,2.315,2.315,2,5.236,4.645,1.828,7.588,4.848,7,2.153,3.222,1.389,4.206,36.154,1.752,0.766,30.072,3.707,0.806,0.868,0.806,1.078,0.164,10.007,5.077,3.794
5.36,102.49,37.905,0.259,5.917,15.291,12.6,14.086,0,0,3.615,16.719,0.0,2.542,11.505,2.659,2.659,18.642,9.91,0.478,11.0,3.19,3.19,2.563,0.913,3.618,8.938,0.273,0.195,0.329,7.517,13.406,13.406,7.517,13.406,3.503,3.503,5.503,21.406,3.503,0.015,1.956,1.956,0,5.534,3.636,1.901,7.748,5.08,13,1.818,3.453,1.445,4.02,38.935,1.218,0.36,35.737,3.519,0.283,0.29,0.283,0.99,0.2,10.251,5.373,3.94
5.83,99.365,103.699,0.233,5.39,15.259,12.558,14.114,2,2,3.553,16.734,7.872,2.527,11.536,2.568,2.568,14.194,9.844,0.873,0.0,-0.237,-0.237,0.813,1.083,3.882,7.781,-1.367,0.311,0.476,6.094,8.875,8.875,6.094,8.875,2.893,2.893,4.893,15.192,2.893,0.022,1.414,1.414,0,4.929,2.359,1.324,6.605,3.758,1,1.0,2.399,1.229,3.982,32.776,0.956,0.105,10.223,2.232,-1.414,-1.856,-1.414,1.493,0.065,9.021,4.071,2.953
5.9,99.365,103.699,0.155,5.475,15.287,12.578,14.134,2,2,3.542,16.761,7.816,2.449,11.548,2.596,2.596,13.37,9.856,0.906,0.0,-0.797,-0.797,1.063,0.777,4.088,7.793,-1.257,0.318,0.484,6.096,8.889,8.889,6.096,8.889,2.897,2.897,4.897,15.214,2.897,0.023,1.414,1.414,0,4.932,2.359,1.235,6.605,3.584,1,1.14,2.258,1.203,4.007,32.82,0.876,0.22,11.624,2.184,-1.414,-1.868,-1.414,0.93,0.071,9.035,3.837,2.878
6.05,99.365,103.699,0.276,5.474,15.285,12.583,14.137,2,2,3.574,16.758,7.895,2.508,11.56,2.615,2.615,19.002,9.869,0.674,22.0,1.438,1.438,0.813,0.999,4.333,7.832,-0.827,0.256,0.409,6.094,8.876,8.876,6.094,8.876,2.894,2.894,4.894,15.194,2.894,0.018,1.604,1.604,0,4.93,3.078,1.511,6.676,4.093,3,1.313,2.946,1.206,4.011,32.806,0.996,0.181,13.952,2.808,-0.904,-1.074,-0.904,0.967,0.154,9.103,4.351,3.353
7.658,117.376,103.699,0.408,6.116,15.961,13.196,14.693,2,2,3.887,17.414,8.343,2.873,12.032,2.892,2.892,24.793,10.449,0.472,160.801,4.968,4.968,2.222,0.923,4.753,8.768,0.599,0.183,0.298,6.78,11.107,11.107,6.78,11.107,3.188,3.188,5.188,17.998,3.188,0.016,2.28,2.28,2,5.237,4.645,1.828,7.588,4.793,6,2.146,3.208,1.366,4.206,36.155,1.832,0.726,27.805,3.628,0.609,0.666,0.609,1.019,0.155,10.004,5.008,3.715
5.31,87.603,99.231,0.656,6.193,16.706,13.78,15.332,1,1,3.913,18.222,7.853,2.883,12.522,2.933,2.933,27.234,10.882,0.499,203.485,5.121,5.121,2.313,0.955,5.127,8.811,0.968,0.189,0.305,6.503,10.183,10.183,6.503,10.183,3.085,3.085,5.085,17.077,3.085,0.017,2.334,2.334,2,5.122,4.645,1.715,7.647,4.889,4,2.155,3.254,1.252,4.241,35.114,2.28,0.783,28.178,3.953,1.0,1.396,1.0,0.989,0.167,10.043,5.085,3.791
5.678,117.376,115.439,0.467,6.139,16.942,13.954,15.511,2,2,3.911,18.473,7.998,2.901,12.622,2.915,2.915,22.987,10.995,0.494,170.309,5.091,5.091,2.597,1.018,5.04,8.872,0.797,0.189,0.305,6.786,11.135,11.135,6.786,11.135,3.198,3.198,5.198,18.028,3.198,0.017,2.299,2.299,2,5.248,4.645,1.741,7.684,4.798,3,2.147,3.222,1.325,4.231,36.21,1.907,0.897,26.47,3.7,0.815,1.142,0.815,0.952,0.158,10.099,4.99,3.716
5.92,99.365,111.449,0.28,6.096,16.684,13.775,15.288,2,2,3.858,18.171,7.746,2.794,12.45,2.892,2.892,16.439,10.874,0.797,52.858,0.861,0.861,1.563,1.091,4.359,8.577,-0.967,0.288,0.447,6.457,10.203,10.203,6.457,10.203,3.142,3.142,5.142,16.552,3.142,0.023,1.884,1.884,0,5.141,3.115,1.398,7.38,4.107,1,1.322,2.504,1.206,4.259,34.967,1.156,0.499,15.099,3.187,-1.0,-1.315,-1.0,1.144,0.114,9.787,4.33,3.108
7.62,101.265,79.85,0.408,6.116,16.927,13.935,15.495,1,1,3.887,18.461,8.401,2.873,12.603,2.892,2.892,21.037,10.971,0.472,160.801,4.968,4.968,2.222,0.95,4.935,8.768,0.597,0.183,0.298,6.78,11.107,11.107,6.78,11.107,3.188,3.188,5.188,17.998,3.188,0.016,2.28,2.28,2,5.232,4.645,1.751,7.588,4.718,4,2.147,3.208,1.289,4.206,36.155,1.832,0.737,25.007,3.618,0.609,0.716,0.609,0.988,0.161,10.004,4.918,3.715
8.77,163.33,84.747,0.58,6.086,15.97,13.212,14.703,2,2,3.795,17.417,7.876,2.714,12.047,2.851,2.851,29.413,10.473,0.624,182.801,5.11,5.11,2.563,1.174,5.153,8.646,0.369,0.237,0.382,6.434,9.88,9.88,6.434,9.88,3.049,3.049,5.049,16.814,3.049,0.02,2.25,2.25,2,5.049,4.644,1.751,7.466,4.931,5,2.081,3.184,1.225,4.225,34.589,2.058,1.547,41.069,4.33,0.398,0.467,0.398,1.2,0.207,9.86,5.136,3.739
8.387,163.33,84.747,0.517,6.086,15.944,13.17,14.673,2,2,3.795,17.398,7.884,2.654,12.001,2.851,2.851,25.309,10.407,0.676,114.973,3.658,3.658,2.063,1.216,5.028,8.447,0.06,0.252,0.401,6.434,9.88,9.88,6.434,9.88,3.049,3.049,5.049,16.814,3.049,0.022,2.13,2.13,1,5.049,4.136,1.619,7.269,4.681,4,1.877,3.084,1.214,4.225,34.524,1.658,1.068,31.943,4.217,0.08,0.093,0.08,1.311,0.184,9.674,4.885,3.551
8.276,163.33,102.758,0.464,6.086,15.933,13.149,14.659,2,2,3.794,17.391,7.963,2.654,11.976,2.851,2.851,28.26,10.367,0.632,89.828,3.586,3.586,1.938,1.211,5.032,8.373,0.069,0.24,0.386,6.434,9.88,9.88,6.434,9.88,3.049,3.049,5.049,16.814,3.049,0.022,2.107,2.107,1,5.049,3.841,1.746,7.191,4.775,6,1.839,3.128,1.23,4.225,34.524,1.498,0.825,41.003,4.196,0.089,0.099,0.089,1.264,0.208,9.62,5.006,3.625
5.824,120.5,103.699,0.458,6.225,16.01,13.253,14.741,2,2,3.919,17.457,8.467,2.9,12.086,2.927,2.927,30.107,10.515,0.437,160.801,5.121,5.121,2.569,0.896,5.01,9.016,1.0,0.165,0.266,6.907,11.603,11.603,6.907,11.603,3.278,3.278,5.278,18.899,3.278,0.018,2.398,2.398,2,5.303,4.645,1.743,7.837,4.887,6,2.155,3.222,1.38,4.239,36.827,2.276,0.757,30.406,3.743,1.0,1.246,1.0,0.948,0.113,10.261,5.107,3.715
5.638,87.603,99.231,0.596,6.216,16.709,13.787,15.336,1,1,3.928,18.223,7.961,2.889,12.529,2.955,2.955,26.868,10.898,0.429,203.485,5.76,5.76,2.215,1.003,5.058,8.934,1.0,0.162,0.259,6.504,10.184,10.184,6.504,10.184,3.087,3.087,5.087,17.078,3.087,0.015,2.512,2.512,2,5.124,4.973,1.721,7.769,5.091,6,2.25,3.238,1.268,4.244,35.158,2.28,0.789,36.271,4.03,1.005,1.426,1.005,0.974,0.167,10.154,5.309,3.775
6.699,119.275,84.747,0.467,6.547,17.098,14.106,15.666,2,2,4.035,18.628,12.603,2.913,12.762,3.091,3.091,27.56,11.126,0.636,33.0,3.92,3.92,2.875,1.078,4.478,8.921,0.231,0.229,0.357,6.837,11.242,11.242,6.837,11.242,3.219,3.219,5.219,18.52,3.219,0.019,2.061,2.061,0,5.266,4.379,1.59,7.758,4.924,1,1.867,2.839,1.243,4.44,36.561,2.693,0.486,33.168,3.667,0.263,0.299,0.263,0.765,0.111,10.164,5.206,3.386
6.71,99.365,170.114,0.326,6.088,15.956,13.159,14.673,2,2,3.817,17.417,7.896,2.75,11.973,2.856,2.856,21.704,10.355,0.879,85.367,0.887,0.887,1.813,0.865,4.51,8.356,-0.673,0.308,0.47,6.525,10.267,10.267,6.525,10.267,3.072,3.072,5.072,17.188,3.072,0.025,1.999,1.999,0,5.137,3.009,1.508,7.209,4.47,4,1.325,2.475,1.334,4.228,35.034,1.538,0.249,21.145,3.191,-0.694,-0.878,-0.694,1.24,0.119,9.591,4.764,3.08
6.678,119.275,84.747,0.71,6.591,17.104,14.114,15.672,2,2,4.063,18.632,12.732,2.941,12.77,3.117,3.117,30.723,11.138,0.677,33.0,5.196,5.196,3.125,1.16,4.542,9.014,0.28,0.239,0.368,6.84,11.253,11.253,6.84,11.253,3.226,3.226,5.226,18.532,3.226,0.021,2.061,2.061,0,5.272,4.901,1.614,7.856,5.206,1,1.867,2.802,1.271,4.45,36.669,2.773,0.683,43.613,3.934,0.33,0.358,0.33,1.024,0.117,10.255,5.464,3.367
6.41,99.365,151.081,0.248,6.087,15.646,12.912,14.493,2,2,3.809,17.136,7.967,2.76,11.893,2.831,2.831,11.769,10.157,0.584,0.0,2.275,2.275,1.0,1.015,3.715,8.12,-0.688,0.218,0.345,6.148,9.074,9.074,6.148,9.074,2.916,2.916,4.916,15.399,2.916,0.019,1.794,1.794,0,4.969,3.414,1.391,6.969,4.031,1,1.331,2.743,1.247,4.208,33.607,0.907,0.107,12.971,2.81,-0.698,-0.907,-0.698,1.048,0.077,9.394,4.311,3.292
6.34,99.365,94.223,0.217,6.077,15.658,12.911,14.434,2,2,3.787,17.115,7.87,2.689,11.792,2.837,2.837,18.37,10.15,0.707,22.0,1.286,1.286,1.069,0.99,4.215,8.169,-0.976,0.252,0.388,6.205,9.303,9.303,6.205,9.303,2.97,2.97,4.97,15.667,2.97,0.022,1.534,1.534,0,5.001,3.124,1.368,6.969,3.795,2,1.326,2.441,1.202,4.206,33.816,0.942,0.31,10.529,2.733,-1.0,-1.236,-1.0,1.304,0.063,9.415,4.042,2.997
6.35,99.365,151.081,0.313,5.495,15.422,12.738,14.333,2,2,3.602,16.921,7.949,2.536,11.789,2.643,2.643,19.314,10.038,0.502,11.0,2.275,2.275,0.75,0.927,4.009,8.005,-0.466,0.193,0.313,6.094,8.876,8.876,6.094,8.876,2.894,2.894,4.894,15.194,2.894,0.011,1.991,1.991,0,4.93,3.414,1.463,6.862,4.229,2,1.48,2.91,1.207,4.022,32.835,1.147,0.105,15.187,3.025,-0.514,-0.621,-0.514,0.847,0.116,9.291,4.476,3.479
5.7,99.365,84.747,0.432,6.088,15.958,13.16,14.676,2,2,3.81,17.42,8.021,2.721,11.977,2.857,2.857,22.999,10.356,0.656,33.0,3.22,3.22,1.813,1.147,4.352,8.36,0.328,0.247,0.395,6.53,10.305,10.305,6.53,10.305,3.077,3.077,5.077,17.226,3.077,0.02,2.01,2.01,0,5.096,3.792,1.8,7.209,5.037,8,1.858,3.196,1.395,4.229,35.085,1.538,0.657,36.516,3.713,0.347,0.376,0.347,1.079,0.197,9.63,5.314,3.629
7.25,99.365,84.747,0.326,6.088,15.956,13.159,14.673,2,2,3.807,17.417,7.942,2.708,11.973,2.856,2.856,20.428,10.355,0.879,22.0,0.887,0.887,1.813,1.151,4.253,8.356,-0.637,0.308,0.47,6.525,10.267,10.267,6.525,10.267,3.072,3.072,5.072,17.188,3.072,0.025,1.999,1.999,0,5.085,3.009,1.552,7.209,4.513,1,1.318,2.475,1.217,4.228,35.034,1.538,0.55,25.401,3.341,-0.694,-0.878,-0.694,1.398,0.125,9.591,4.821,3.08
6.19,99.365,94.223,0.319,5.768,15.534,12.805,14.336,2,2,3.705,16.993,8.0,2.616,11.721,2.755,2.755,22.552,10.066,0.791,22.0,2.519,2.519,1.5,1.225,4.315,8.033,-0.466,0.283,0.438,6.103,8.954,8.954,6.103,8.954,2.926,2.926,4.926,15.289,2.926,0.021,1.934,1.934,0,4.964,3.403,1.793,6.862,4.709,5,1.364,2.687,1.216,4.146,33.121,1.147,0.541,26.411,3.353,-0.515,-0.621,-0.515,1.201,0.167,9.299,4.963,3.223
5.87,99.365,94.223,0.17,5.633,15.485,12.761,14.293,2,2,3.683,16.946,7.927,2.64,11.681,2.703,2.703,16.62,10.025,0.904,0.0,-0.891,-0.891,1.5,0.574,3.862,7.948,-1.314,0.317,0.482,6.1,8.917,8.917,6.1,8.917,2.913,2.913,4.913,15.247,2.913,0.028,1.879,1.879,0,4.957,2.397,1.499,6.742,3.837,1,1.307,2.257,1.261,4.114,32.935,0.987,0.047,10.263,2.249,-1.356,-1.826,-1.356,0.645,0.059,9.171,4.078,2.879
6.38,99.365,103.699,0.233,5.39,15.259,12.558,14.114,2,2,3.539,16.734,7.773,2.489,11.536,2.568,2.568,13.926,9.844,0.873,42.683,-0.237,-0.237,0.813,0.987,4.022,7.781,-1.334,0.311,0.476,6.094,8.875,8.875,6.094,8.875,2.893,2.893,4.893,15.192,2.893,0.022,1.414,1.414,0,4.928,2.359,1.232,6.605,3.639,1,1.0,2.399,1.2,3.982,32.776,0.956,0.136,9.181,2.32,-1.414,-1.856,-1.414,1.016,0.069,9.021,3.928,2.953
6.54,99.365,94.223,0.354,6.073,15.638,12.894,14.417,2,2,3.765,17.094,7.917,2.662,11.78,2.82,2.82,21.921,10.136,0.736,33.0,1.574,1.574,1.25,1.154,4.434,8.124,-0.467,0.27,0.425,6.187,9.231,9.231,6.187,9.231,2.949,2.949,4.949,15.599,2.949,0.021,1.747,1.747,0,4.981,3.129,1.573,6.969,4.456,3,1.352,2.959,1.208,4.197,33.727,1.227,0.421,20.794,3.171,-0.516,-0.621,-0.516,1.045,0.163,9.378,4.721,3.338
6.23,99.365,94.223,0.292,5.768,15.534,12.805,14.336,2,2,3.704,16.993,7.974,2.615,11.72,2.754,2.754,22.552,10.066,0.809,22.0,1.787,1.787,1.5,1.163,4.408,8.033,-0.466,0.288,0.445,6.103,8.954,8.954,6.103,8.954,2.925,2.925,4.925,15.289,2.925,0.022,1.931,1.931,0,4.964,3.165,1.762,6.862,4.603,4,1.339,2.665,1.212,4.146,33.12,1.147,0.537,23.855,3.246,-0.515,-0.621,-0.515,1.164,0.156,9.291,4.85,3.2
6.5,99.365,94.223,0.354,6.073,15.638,12.894,14.418,2,2,3.765,17.094,8.02,2.662,11.782,2.82,2.82,20.08,10.136,0.626,22.0,2.909,2.909,1.25,1.038,4.392,8.124,-0.118,0.238,0.384,6.188,9.235,9.235,6.188,9.235,2.949,2.949,4.949,15.594,2.949,0.017,1.903,1.903,0,4.982,3.52,1.808,6.969,4.804,8,1.583,3.104,1.395,4.197,33.731,1.227,0.415,28.541,3.543,-0.125,-0.132,-0.125,0.985,0.193,9.401,5.075,3.615
6.82,117.376,127.43,0.358,6.088,15.973,13.181,14.691,2,2,3.818,17.432,7.912,2.749,11.998,2.858,2.858,23.563,10.39,0.871,67.828,2.241,2.241,1.938,1.032,4.88,8.417,-0.466,0.304,0.465,6.534,10.32,10.32,6.534,10.32,3.083,3.083,5.083,17.277,3.083,0.024,1.999,1.999,0,5.141,3.67,1.674,7.261,4.701,3,1.832,2.512,1.313,4.229,35.105,1.618,0.465,26.71,3.357,-0.515,-0.621,-0.515,1.173,0.111,9.647,4.97,3.122
6.44,99.365,101.973,0.311,6.116,16.779,13.875,15.381,2,2,3.874,18.261,7.784,2.803,12.542,2.909,2.909,19.359,10.977,0.789,63.858,1.315,1.315,1.625,1.123,4.557,8.721,-0.734,0.285,0.443,6.513,10.367,10.367,6.513,10.367,3.169,3.169,5.169,16.975,3.169,0.027,1.988,1.988,0,5.17,3.243,1.573,7.535,4.356,1,1.427,2.681,1.207,4.285,35.251,1.707,0.635,22.483,3.238,-0.796,-0.987,-0.796,1.0,0.128,9.929,4.609,3.192
6.88,99.365,84.747,0.326,6.088,15.956,13.159,14.673,2,2,3.817,17.417,8.075,2.751,11.973,2.856,2.856,19.547,10.355,0.879,0.0,0.887,0.887,1.813,0.999,3.946,8.356,-0.694,0.308,0.47,6.525,10.267,10.267,6.525,10.267,3.072,3.072,5.072,17.188,3.072,0.025,1.999,1.999,0,5.14,3.009,1.772,7.209,4.716,4,1.328,2.475,1.374,4.228,35.034,1.538,0.164,25.048,3.137,-0.694,-0.878,-0.694,1.225,0.109,9.591,5.06,3.08
7.34,99.365,84.747,0.358,6.092,16.112,13.29,14.803,2,2,3.828,17.577,7.946,2.761,12.075,2.867,2.867,22.821,10.468,0.883,22.0,0.986,0.986,2.313,1.319,4.386,8.494,-0.637,0.309,0.471,6.737,10.924,10.924,6.737,10.924,3.146,3.146,5.146,17.845,3.146,0.024,2.051,2.051,0,5.19,3.197,1.59,7.341,4.668,1,1.623,2.504,1.232,4.237,35.907,1.738,0.564,26.921,3.197,-0.694,-0.876,-0.694,1.266,0.116,9.728,4.995,3.095
6.47,99.365,94.223,0.28,6.03,15.606,12.866,14.39,2,2,3.743,17.062,7.796,2.646,11.756,2.795,2.795,16.845,10.114,0.861,53.683,0.778,0.778,1.25,1.064,4.39,8.077,-1.107,0.306,0.469,6.125,8.998,8.998,6.125,8.998,2.932,2.932,4.932,15.34,2.932,0.026,1.531,1.531,0,4.969,2.853,1.378,6.899,3.962,1,1.317,2.441,1.201,4.181,33.36,1.107,0.333,13.109,2.755,-1.193,-1.5,-1.193,1.398,0.091,9.302,4.242,3.003
6.456,21.135,159.63,0.331,6.4,15.092,12.526,13.835,0,0,4.086,16.389,0.0,3.005,11.311,3.097,3.097,13.797,9.966,0.902,248.105,1.71,1.71,2.264,1.188,4.682,9.026,-0.959,0.313,0.477,6.826,11.202,11.202,6.826,11.202,3.253,3.253,5.253,18.711,3.253,0.027,1.931,1.931,0,5.276,3.435,1.373,7.791,4.433,1,1.552,2.573,1.165,4.342,36.439,1.779,1.565,22.284,3.274,-1.0,-1.0,-1.0,0.901,0.105,10.233,4.602,3.064
6.41,99.365,94.223,0.264,5.767,15.534,12.805,14.335,2,2,3.704,16.993,7.947,2.615,11.72,2.754,2.754,22.552,10.066,0.834,22.0,1.707,1.707,1.5,1.093,4.18,8.033,-0.467,0.295,0.454,6.103,8.954,8.954,6.103,8.954,2.925,2.925,4.925,15.289,2.925,0.023,1.928,1.928,0,4.963,3.147,1.746,6.862,4.484,3,1.31,2.498,1.209,4.146,33.119,1.147,0.549,21.238,3.126,-0.515,-0.621,-0.515,1.12,0.143,9.284,4.722,3.129
4.0,102.49,70.802,0.523,6.116,15.956,13.197,14.691,1,1,3.887,17.407,7.993,2.873,12.038,2.892,2.892,28.138,10.46,0.465,203.485,5.12,5.12,2.5,1.03,5.115,8.85,0.771,0.18,0.295,6.835,11.231,11.231,6.835,11.231,3.212,3.212,5.212,18.466,3.212,0.014,2.334,2.334,2,5.257,4.645,1.7,7.681,4.937,5,2.154,3.233,1.451,4.206,36.317,2.311,0.913,32.669,3.721,0.789,0.862,0.789,0.977,0.145,10.084,5.163,3.792
5.87,102.49,75.81,0.333,7.116,15.803,13.109,14.601,0,0,4.179,17.237,0.0,2.885,12.01,3.319,3.319,28.489,10.412,0.434,22.0,4.5,4.5,3.313,0.963,4.44,9.427,0.297,0.172,0.284,7.517,13.406,13.406,7.517,13.406,3.503,3.503,5.503,21.406,3.503,0.019,2.311,2.311,0,5.534,4.512,1.857,8.222,4.83,4,2.003,3.167,1.262,4.452,39.056,1.778,0.817,30.558,3.585,0.335,0.366,0.335,0.872,0.133,10.702,5.078,3.724
4.796,101.265,70.802,0.523,6.116,16.962,13.976,15.54,1,1,3.887,18.498,12.057,2.873,12.66,2.892,2.892,21.626,11.023,0.465,203.485,5.12,5.12,2.5,1.051,4.968,8.85,0.771,0.18,0.295,6.835,11.231,11.231,6.835,11.231,3.212,3.212,5.212,18.466,3.212,0.014,2.334,2.334,2,5.257,4.645,1.681,7.681,4.804,4,2.154,3.233,1.316,4.207,36.317,2.311,0.895,26.747,3.71,0.789,0.934,0.789,0.969,0.155,10.084,5.001,3.792
4.57,148.444,37.905,0.062,5.886,15.231,12.551,14.034,0,0,3.529,16.657,0.0,2.433,11.46,2.586,2.586,14.894,9.875,1.138,0.0,-0.785,-0.785,2.438,0.571,3.744,8.918,-1.0,0.37,0.54,7.516,13.401,13.401,7.516,13.401,3.502,3.502,5.502,21.393,3.502,0.044,1.728,1.728,0,5.533,3.082,1.417,7.724,3.696,0,1.0,2.108,1.149,3.967,38.93,1.258,0.168,19.769,2.629,-1.303,-1.509,-1.303,0.886,0.031,10.195,3.991,2.704
4.7,102.49,47.381,0.047,5.879,15.067,12.384,13.891,0,0,3.465,16.509,0.0,2.412,11.325,2.503,2.503,13.25,9.702,1.23,0.0,-0.814,-0.814,2.375,0.8,3.539,8.87,-1.364,0.388,0.559,7.516,13.401,13.401,7.516,13.401,3.501,3.501,5.501,21.392,3.501,0.031,1.37,1.37,0,5.532,3.054,1.417,7.676,3.665,0,1.0,2.052,1.145,3.857,38.929,1.067,0.098,9.435,1.054,-1.509,-1.631,-1.509,0.594,0.031,10.159,4.008,2.572
4.24,102.49,37.905,0.137,6.031,15.456,12.756,14.226,0,0,3.798,16.876,0.0,2.817,11.622,2.788,2.788,15.678,10.058,1.084,25.145,0.636,0.636,2.688,0.784,4.107,9.006,-1.0,0.356,0.526,7.517,13.406,13.406,7.517,13.406,3.504,3.504,5.504,21.408,3.504,0.035,1.821,1.821,0,5.535,3.428,1.499,7.811,4.104,0,1.295,2.187,1.166,4.153,38.937,1.258,0.255,13.977,2.222,-1.0,-1.186,-1.0,0.807,0.054,10.275,4.349,2.789
