pXC50,nCsp3,nF,nN,nHet,Si,nAT,nBT,Se,nH,nX,X.,nCsp2,Sp,SCBO,Mv,nBO,nSK,Mi,RBN
7.071,10,0,3,4,54.272,48,51,47.352,25,0,0.0,9,30.847,32.0,0.595,26,23,1.131,4
6.301,6,0,5,6,51.023,45,48,44.905,21,0,0.0,12,29.574,35.5,0.623,27,24,1.134,5
6.622,6,0,4,6,49.734,44,47,44.131,20,0,0.0,12,29.023,34.5,0.63,27,24,1.13,4
7.523,5,0,5,7,45.402,40,43,40.465,17,0,0.0,11,26.506,33.5,0.642,26,23,1.135,1
6.638,9,0,4,7,56.773,50,53,50.225,24,0,0.0,10,32.0,36.0,0.61,29,26,1.135,5
7.066,8,0,5,7,60.062,53,56,53.0,25,0,0.0,13,34.552,40.0,0.619,31,28,1.133,4
7.602,8,0,5,7,54.647,48,51,48.116,23,0,0.0,10,30.79,35.0,0.61,28,25,1.138,3
6.638,10,0,5,7,72.308,64,68,63.65,31,0,0.0,16,41.836,47.0,0.615,37,33,1.13,5
5.959,10,0,5,8,61.272,54,58,54.327,25,0,0.0,11,35.006,40.5,0.621,33,29,1.135,3
7.046,11,0,5,8,64.687,57,61,57.211,27,0,0.0,11,36.767,41.5,0.615,34,30,1.135,5
6.0,5,0,5,7,45.402,40,43,40.465,17,0,0.0,11,26.506,33.5,0.642,26,23,1.135,1
6.301,5,0,4,5,55.939,50,54,49.687,22,0,0.0,18,34.33,43.5,0.651,32,28,1.119,5
7.013,4,0,4,6,48.318,43,46,43.247,18,0,0.0,15,29.262,38.0,0.656,28,25,1.124,4
7.357,4,0,4,6,48.318,43,46,43.247,18,0,0.0,15,29.262,38.0,0.656,28,25,1.124,4
6.523,5,0,5,7,45.402,40,43,40.465,17,0,0.0,11,26.506,33.5,0.642,26,23,1.135,1
6.699,2,0,3,6,43.614,39,42,39.589,15,0,0.0,16,26.949,36.5,0.676,27,24,1.118,3
6.409,9,2,5,9,58.742,51,54,52.025,23,2,3.9,10,32.427,38.0,0.619,31,28,1.152,3
6.0,5,0,5,7,56.232,50,54,50.232,21,0,0.0,17,34.029,43.5,0.655,33,29,1.125,2
7.569,9,0,5,7,58.062,51,54,51.0,25,0,0.0,10,32.552,36.0,0.604,29,26,1.138,3
7.155,7,0,5,7,52.232,46,49,46.232,21,0,0.0,11,30.029,35.5,0.625,28,25,1.135,3
6.0,0,1,3,5,34.705,31,34,31.68,10,1,3.2,16,22.455,33.5,0.718,24,21,1.12,1
6.0,6,0,5,8,50.026,44,47,44.676,19,0,0.0,11,28.722,35.5,0.635,28,25,1.137,4
7.523,3,0,3,7,48.239,43,46,43.8,17,0,0.0,16,29.165,38.5,0.665,29,26,1.122,4
6.523,8,0,5,7,53.232,47,51,47.232,21,0,0.0,11,31.029,37.5,0.633,30,26,1.133,3
6.789,2,0,3,4,44.611,40,43,39.818,17,0,0.0,17,27.801,35.5,0.662,26,23,1.115,4
4.364,5,0,3,6,55.445,50,55,50.356,19,0,0.0,20,35.472,48.5,0.688,36,31,1.109,3
7.276,9,0,4,6,55.564,49,52,48.898,24,0,0.0,10,31.546,35.0,0.608,28,25,1.134,4
6.0,3,0,3,4,44.611,40,43,39.818,17,0,0.0,16,27.801,35.5,0.662,26,23,1.115,3
5.602,7,0,5,7,60.647,54,59,54.116,23,0,0.0,17,36.79,46.5,0.653,36,31,1.123,2
6.222,7,0,5,7,49.817,44,48,44.349,19,0,0.0,11,29.267,36.5,0.641,29,25,1.132,1
6.699,2,0,3,6,43.614,39,42,39.589,15,0,0.0,16,26.949,36.5,0.676,27,24,1.118,3
6.854,6,0,5,8,50.026,44,47,44.676,19,0,0.0,11,28.722,35.5,0.635,28,25,1.137,4
6.796,9,0,4,6,55.564,49,52,48.898,24,0,0.0,10,31.546,35.0,0.608,28,25,1.134,4
6.155,10,0,5,8,61.272,54,58,54.327,25,0,0.0,11,35.006,40.5,0.621,33,29,1.135,3
6.921,9,0,6,8,64.561,57,61,57.101,26,0,0.0,14,37.557,45.0,0.629,35,31,1.133,5
6.301,0,0,3,5,34.309,31,34,31.491,10,1,3.2,16,23.375,33.5,0.733,24,21,1.107,1
6.886,8,0,3,4,49.856,44,46,43.469,23,0,0.0,9,28.086,29.0,0.592,23,21,1.133,5
7.237,10,0,5,7,61.478,54,57,53.883,27,0,0.0,10,34.313,37.0,0.599,30,27,1.138,3
6.0,0,1,3,5,34.705,31,34,31.68,10,1,3.2,16,22.455,33.5,0.718,24,21,1.12,1
7.387,9,0,5,7,65.478,58,62,57.883,27,0,0.0,15,38.313,45.0,0.626,35,31,1.129,5
6.0,4,0,3,4,48.026,43,46,42.702,19,0,0.0,16,29.563,36.5,0.651,27,24,1.117,2
8.658,0,0,5,6,40.362,36,39,36.371,13,0,0.0,17,25.529,37.5,0.692,26,23,1.121,3
9.062,0,0,4,6,39.073,35,38,35.596,12,0,0.0,17,24.977,37.5,0.703,26,23,1.116,3
7.699,0,0,7,8,38.528,34,37,34.807,11,0,0.0,15,24.017,37.5,0.703,26,23,1.133,3
6.0,0,0,4,6,39.073,35,38,35.596,12,0,0.0,17,24.977,37.5,0.703,26,23,1.116,3
7.086,7,0,3,4,46.441,41,43,40.585,21,0,0.0,9,26.324,28.0,0.598,22,20,1.133,4
8.432,0,0,5,7,38.156,34,37,34.814,11,0,0.0,16,24.222,37.5,0.709,26,23,1.122,3
6.469,5,0,5,6,47.607,42,45,42.022,19,0,0.0,12,27.813,34.5,0.631,26,23,1.134,5
7.699,1,3,5,9,51.211,45,49,46.676,14,3,6.7,21,31.864,49.0,0.714,35,31,1.138,3
6.484,0,0,5,8,39.076,35,38,35.891,11,0,0.0,16,25.869,38.5,0.723,27,24,1.116,3
6.285,3,0,4,5,36.279,32,34,32.153,14,0,0.0,10,21.284,26.5,0.639,20,18,1.134,2
7.0,0,0,3,4,34.365,31,34,31.167,11,0,0.0,16,22.517,32.5,0.706,23,20,1.109,1
8.262,5,0,3,4,41.611,37,40,36.818,17,0,0.0,11,24.801,29.5,0.634,23,20,1.125,2
9.011,0,0,4,5,42.279,38,41,38.153,14,0,0.0,19,27.284,39.0,0.696,27,24,1.113,3
6.959,5,0,3,4,50.441,45,48,44.585,21,0,0.0,15,30.324,36.0,0.634,27,24,1.121,5
7.585,0,0,5,7,41.282,37,40,37.447,13,0,0.0,17,27.176,38.5,0.706,27,24,1.116,3
8.601,0,0,4,6,38.783,35,38,35.345,12,0,0.0,17,26.171,37.5,0.717,26,23,1.108,3
8.677,0,0,5,6,40.362,36,39,36.371,13,0,0.0,17,25.529,37.5,0.692,26,23,1.121,3
8.699,0,0,4,5,42.279,38,41,38.153,14,0,0.0,19,27.284,39.0,0.696,27,24,1.113,3
7.194,0,0,5,8,39.365,35,38,36.142,11,0,0.0,16,24.676,38.0,0.709,27,24,1.125,3
8.604,0,0,4,5,42.279,38,41,38.153,14,0,0.0,19,27.284,39.0,0.696,27,24,1.113,3
7.149,0,0,3,4,43.196,39,42,38.934,15,0,0.0,20,28.04,39.0,0.691,27,24,1.108,3
7.699,0,0,5,6,46.777,42,46,42.254,15,0,0.0,21,30.29,45.0,0.701,31,27,1.114,3
7.796,0,0,5,8,39.365,35,38,36.142,11,0,0.0,16,24.676,38.0,0.709,27,24,1.125,3
7.699,1,0,5,6,43.777,39,42,39.254,15,0,0.0,17,27.29,38.5,0.678,27,24,1.122,3
8.22,1,0,5,7,41.571,37,40,37.698,13,0,0.0,16,25.983,38.5,0.693,27,24,1.124,3
6.336,0,0,5,8,39.076,35,38,35.891,11,0,0.0,16,25.869,38.0,0.723,27,24,1.116,3
7.745,1,0,4,6,42.488,38,41,38.48,14,0,0.0,17,26.739,38.5,0.688,27,24,1.118,3
8.509,5,1,6,11,59.958,53,57,54.494,19,3,5.7,18,37.688,49.5,0.695,38,34,1.131,4
6.583,2,0,2,4,37.907,34,36,34.16,14,0,0.0,14,23.489,30.0,0.666,22,20,1.115,2
7.886,9,1,4,9,64.622,57,60,57.825,25,3,5.3,14,38.722,43.5,0.647,35,32,1.134,6
8.143,7,1,5,11,62.499,55,58,56.487,22,3,5.5,15,37.659,45.5,0.665,36,33,1.136,3
5.022,2,0,3,5,36.99,33,35,33.378,13,0,0.0,13,22.733,30.0,0.671,22,20,1.121,3
6.426,6,0,3,5,40.82,36,38,36.145,17,0,0.0,8,23.256,26.0,0.616,21,19,1.134,3
8.268,10,1,4,9,65.622,58,62,58.825,25,3,5.2,14,39.722,45.5,0.653,37,33,1.131,4
9.0,9,1,4,9,62.207,55,59,55.942,23,3,5.5,14,37.96,44.5,0.661,36,32,1.131,4
6.699,6,1,3,8,51.878,46,49,47.073,18,3,6.5,14,32.432,39.5,0.68,31,28,1.128,3
8.086,8,1,4,9,58.792,52,56,53.058,21,3,5.8,14,36.199,43.5,0.67,35,31,1.131,3
8.585,8,1,4,9,61.207,54,57,54.942,23,3,5.6,14,36.96,42.5,0.655,34,31,1.133,4
7.854,11,1,4,9,69.037,61,65,61.709,27,3,4.9,14,41.483,46.5,0.646,38,34,1.132,4
8.602,12,2,5,10,83.027,73,77,73.77,33,2,2.7,18,47.688,55.0,0.629,44,40,1.137,6
7.658,10,1,4,9,68.037,60,63,60.709,27,3,5.0,14,40.483,44.5,0.64,36,33,1.134,6
8.046,7,1,5,11,60.084,53,57,54.603,20,3,5.7,15,36.898,46.5,0.68,37,33,1.134,3
8.745,12,1,5,9,76.272,67,70,67.374,32,1,1.5,14,42.989,47.0,0.612,38,35,1.138,6
8.689,9,1,5,11,69.33,61,64,62.254,26,3,4.9,15,41.182,47.5,0.649,38,35,1.137,5
8.745,5,1,5,10,67.29,60,65,61.16,22,3,5.0,23,43.205,57.0,0.697,43,38,1.122,4
8.638,5,1,4,9,50.961,45,48,46.291,17,3,6.7,14,31.676,39.5,0.684,31,28,1.132,3
7.387,6,1,4,9,54.377,48,51,49.174,19,3,6.3,14,33.438,40.5,0.673,32,29,1.133,3
8.481,12,1,5,9,82.687,73,77,73.258,34,1,1.4,18,47.75,54.0,0.624,43,39,1.133,6
9.155,5,1,6,11,61.958,55,59,56.494,19,3,5.5,19,39.688,53.5,0.706,40,36,1.127,4
8.244,12,1,5,9,71.857,63,66,63.49,30,1,1.6,12,40.228,44.0,0.611,36,33,1.141,5
7.921,13,1,5,9,75.272,66,69,66.374,32,1,1.5,12,41.989,45.0,0.606,37,34,1.14,4
8.509,11,1,5,9,68.442,60,63,60.607,28,1,1.7,12,38.466,43.0,0.616,35,32,1.141,4
7.824,6,1,5,11,65.499,58,62,59.487,22,3,5.2,19,40.659,51.5,0.682,40,36,1.129,5
8.42,13,1,5,9,75.272,66,69,66.374,32,1,1.5,12,41.989,45.0,0.606,37,34,1.14,5
7.62,5,2,4,10,62.131,55,59,56.571,20,4,7.3,20,39.137,50.5,0.695,39,35,1.13,4
8.444,12,2,5,10,83.027,73,77,73.77,33,2,2.7,18,47.688,55.0,0.629,44,40,1.137,6
8.377,12,2,5,10,83.027,73,77,73.77,33,2,2.7,18,47.688,55.0,0.629,44,40,1.137,6
7.886,7,1,4,10,59.001,52,55,53.385,21,3,5.8,14,35.654,42.5,0.664,34,31,1.135,5
8.678,8,1,4,10,63.416,56,59,57.269,23,3,5.4,15,38.415,45.5,0.662,36,33,1.132,4
6.509,9,0,3,5,61.896,55,58,54.563,27,0,0.0,14,36.063,39.0,0.615,31,28,1.125,5
6.886,9,0,4,7,64.189,57,61,57.109,26,0,0.0,15,37.762,44.0,0.632,35,31,1.126,2
8.398,3,2,5,9,48.081,42,45,43.491,15,2,4.8,15,28.381,40.0,0.678,30,27,1.145,4
5.37,1,0,3,4,33.365,30,33,30.167,11,0,0.0,14,21.517,31.0,0.696,22,19,1.112,0
7.796,6,1,5,8,57.987,51,54,51.629,22,1,2.0,15,33.728,42.0,0.64,32,29,1.137,4
5.553,9,0,3,6,50.86,45,48,45.24,21,0,0.0,9,29.233,33.0,0.621,27,24,1.13,1
8.0,4,0,5,7,53.232,47,49,47.232,21,0,0.0,15,31.029,38.0,0.633,28,26,1.133,6
7.699,6,0,5,7,57.647,51,54,51.116,23,0,0.0,15,33.79,41.0,0.633,31,28,1.13,6
5.886,6,0,2,5,52.072,47,51,46.887,20,0,0.0,16,33.421,41.0,0.668,31,27,1.108,2
6.377,7,0,4,6,49.734,44,47,44.131,20,0,0.0,11,29.023,34.5,0.63,27,24,1.13,3
5.495,8,0,3,5,45.235,40,43,40.029,19,0,0.0,8,26.017,29.0,0.618,24,21,1.131,1
6.18,7,0,3,5,41.82,37,40,37.145,17,0,0.0,8,24.256,28.0,0.627,23,20,1.13,1
7.699,6,0,5,7,57.647,51,54,51.116,23,0,0.0,15,33.79,41.0,0.633,31,28,1.13,5
7.523,5,0,5,8,55.441,49,52,49.56,21,0,0.0,15,32.483,41.0,0.642,31,28,1.131,5
7.658,7,0,5,7,61.062,54,57,54.0,25,0,0.0,15,35.552,42.0,0.626,32,29,1.131,5
6.638,5,0,3,5,44.82,40,43,40.145,17,0,0.0,13,27.256,34.0,0.655,26,23,1.121,2
5.337,5,0,3,5,44.82,40,43,40.145,17,0,0.0,13,27.256,34.0,0.655,26,23,1.121,2
7.187,4,0,5,7,50.817,45,48,45.349,19,0,0.0,15,30.267,39.0,0.649,29,26,1.129,5
8.301,3,3,4,8,46.128,40,42,41.458,15,3,7.5,14,26.62,36.0,0.666,27,25,1.153,4
5.284,5,0,2,3,43.528,39,42,38.6,18,0,0.0,13,26.557,31.0,0.64,24,21,1.116,2
8.398,3,0,4,6,46.318,41,43,41.247,18,0,0.0,14,27.262,34.0,0.639,25,23,1.13,5
6.26,9,0,2,4,46.152,41,44,40.811,20,0,0.0,8,26.773,29.0,0.615,24,21,1.126,1
8.097,2,1,4,6,42.034,37,39,37.549,15,1,2.7,14,24.983,33.0,0.658,24,22,1.136,4
7.699,2,1,4,6,42.034,37,39,37.549,15,1,2.7,14,24.983,33.0,0.658,24,22,1.136,4
7.602,2,2,4,7,42.373,37,39,38.062,14,2,5.4,14,24.921,34.0,0.668,25,23,1.145,4
7.268,6,0,5,8,58.857,52,55,52.443,23,0,0.0,15,34.245,42.0,0.634,32,29,1.132,6
5.231,0,0,3,5,29.894,27,30,27.607,8,1,3.7,14,20.614,31.0,0.748,22,19,1.107,0
5.238,0,0,4,5,29.033,26,29,26.502,8,0,0.0,13,19.0,30.0,0.725,21,18,1.117,0
5.386,0,0,3,4,36.365,33,37,33.167,11,0,0.0,18,24.517,37.5,0.724,26,22,1.102,0
7.611,0,0,3,4,32.365,29,31,29.167,11,0,0.0,14,20.517,29.0,0.686,20,18,1.116,2
7.745,5,0,5,7,54.232,48,51,48.232,21,0,0.0,15,32.029,40.0,0.641,30,27,1.13,5
8.0,6,0,5,7,57.647,51,54,51.116,23,0,0.0,15,33.79,41.0,0.633,31,28,1.13,4
4.828,0,0,3,5,29.894,27,30,27.607,8,1,3.7,14,20.614,31.0,0.748,22,19,1.107,0
6.699,5,0,2,5,45.579,41,44,41.156,17,1,2.4,14,29.364,35.0,0.676,27,24,1.112,2
6.237,6,0,2,5,61.192,55,59,54.905,24,0,0.0,20,37.75,46.0,0.654,35,31,1.113,5
6.268,1,0,1,2,25.369,23,25,22.964,9,0,0.0,11,16.506,22.5,0.689,16,14,1.103,0
5.569,5,0,2,6,46.866,42,45,42.331,18,0,0.0,13,29.114,36.0,0.657,27,24,1.116,3
7.444,7,0,5,10,60.986,54,58,54.847,23,0,0.0,14,36.347,46.0,0.646,35,31,1.129,6
4.918,0,0,3,5,29.792,27,30,27.513,8,1,3.7,14,21.108,31.0,0.755,22,19,1.103,0
6.387,2,0,2,3,24.867,22,23,22.065,10,0,0.0,7,14.511,17.0,0.63,13,12,1.13,0
8.222,2,2,4,7,42.373,37,39,38.062,14,2,5.4,14,24.921,34.0,0.668,25,23,1.145,4
7.301,9,0,4,7,64.189,57,61,57.109,26,0,0.0,15,37.762,44.0,0.632,35,31,1.126,2
6.187,5,0,2,5,45.681,41,44,41.251,17,1,2.4,14,28.87,35.0,0.671,27,24,1.114,2
7.432,4,0,2,5,42.266,38,41,38.367,15,1,2.6,14,27.108,34.0,0.684,26,23,1.112,1
6.444,5,0,3,5,44.82,40,43,40.145,17,0,0.0,13,27.256,34.0,0.655,26,23,1.121,2
5.538,6,0,3,6,44.74,40,43,40.222,17,0,0.0,11,27.904,33.5,0.659,26,23,1.119,2
4.0,1,0,4,6,33.658,30,33,30.713,10,0,0.0,13,21.216,32.0,0.703,23,20,1.122,1
7.921,6,2,5,9,58.327,51,54,52.141,21,2,3.9,15,33.665,43.0,0.648,33,30,1.144,4
5.921,6,0,2,5,50.362,45,48,45.138,20,0,0.0,14,30.228,36.0,0.643,28,25,1.119,3
5.77,6,0,2,5,50.362,45,48,45.138,20,0,0.0,14,30.228,36.0,0.643,28,25,1.119,3
4.0,1,0,3,4,33.365,30,33,30.167,11,0,0.0,14,21.517,31.0,0.696,22,19,1.112,0
5.456,10,0,4,6,54.564,48,51,47.898,24,0,0.0,8,30.546,32.0,0.6,27,24,1.137,2
6.387,10,0,3,5,62.896,56,60,55.563,27,0,0.0,14,37.063,41.0,0.622,33,29,1.123,3
5.553,8,0,3,6,49.86,44,46,44.24,21,0,0.0,9,28.233,31.0,0.612,25,23,1.133,3
5.301,7,0,2,6,45.156,40,42,40.582,18,0,0.0,9,25.921,30.0,0.628,24,22,1.129,4
6.161,5,0,3,5,48.235,43,46,43.029,19,0,0.0,14,29.017,35.0,0.644,27,24,1.122,2
5.854,4,0,2,5,43.531,39,42,39.371,16,0,0.0,14,26.705,34.0,0.663,26,23,1.116,2
6.886,5,0,2,5,46.946,42,45,42.254,18,0,0.0,14,28.466,35.0,0.652,27,24,1.118,3
8.301,3,1,5,8,47.741,42,45,42.978,16,1,2.4,15,28.443,39.0,0.669,29,26,1.137,4
7.42,7,0,5,7,61.062,54,57,54.0,25,0,0.0,15,35.552,42.0,0.626,32,29,1.131,6
8.0,1,0,5,7,50.402,45,48,45.465,17,0,0.0,20,31.506,44.0,0.682,31,28,1.12,5
8.222,4,1,5,8,51.156,45,48,45.862,18,1,2.2,15,30.205,40.0,0.658,30,27,1.137,4
5.959,5,0,2,5,45.681,41,44,41.251,17,1,2.4,14,28.87,35.0,0.671,27,24,1.114,2
6.046,5,0,2,5,45.681,41,44,41.251,17,1,2.4,14,28.87,35.0,0.671,27,24,1.114,2
6.796,6,0,2,5,50.362,45,48,45.138,20,0,0.0,14,30.228,36.0,0.643,28,25,1.119,3
6.071,0,0,3,4,29.95,27,30,27.284,9,0,0.0,14,19.756,30.0,0.717,21,18,1.109,0
4.0,2,0,3,4,36.78,33,36,33.051,13,0,0.0,14,23.279,32.0,0.679,23,20,1.115,0
7.523,0,0,5,7,46.986,42,45,42.582,15,0,0.0,20,29.745,43.0,0.695,30,27,1.119,4
7.658,5,0,5,7,54.232,48,51,48.232,21,0,0.0,15,32.029,40.0,0.641,30,27,1.13,3
7.398,5,0,5,7,54.232,48,51,48.232,21,0,0.0,15,32.029,40.0,0.641,30,27,1.13,3
6.076,4,0,2,4,42.322,38,41,38.043,16,0,0.0,14,26.25,33.0,0.662,25,22,1.114,1
5.796,6,0,4,6,52.734,47,51,47.131,20,0,0.0,15,32.023,41.0,0.654,31,27,1.122,3
7.77,5,0,5,7,54.232,48,51,48.232,21,0,0.0,15,32.029,40.0,0.641,30,27,1.13,4
7.699,2,0,4,6,41.638,37,39,37.36,15,1,2.7,14,25.904,33.0,0.67,24,22,1.125,4
6.745,2,0,4,6,41.638,37,39,37.36,15,1,2.7,14,25.904,33.0,0.67,24,22,1.125,4
6.638,5,0,2,4,45.737,41,44,40.927,18,0,0.0,14,28.012,34.0,0.651,26,23,1.116,2
6.456,6,0,2,4,49.152,44,47,43.811,20,0,0.0,14,29.773,35.0,0.641,27,24,1.117,3
5.959,4,0,3,5,44.82,40,43,40.145,17,0,0.0,14,27.256,34.0,0.655,26,23,1.121,1
6.268,2,0,4,6,42.903,38,40,38.363,16,0,0.0,14,25.5,33.0,0.649,24,22,1.129,4
5.48,1,0,3,4,33.365,30,33,30.167,11,0,0.0,14,21.517,31.0,0.696,22,19,1.112,0
8.398,2,1,4,6,42.034,37,39,37.549,15,1,2.7,14,24.983,33.0,0.658,24,22,1.136,4
8.301,2,0,4,6,41.638,37,39,37.36,15,1,2.7,14,25.904,33.0,0.67,24,22,1.125,4
7.921,2,0,4,6,42.903,38,40,38.363,16,0,0.0,14,25.5,33.0,0.649,24,22,1.129,4
8.569,16,1,5,9,83.103,73,77,73.141,36,1,1.4,12,46.512,49.0,0.604,41,37,1.138,5
8.854,5,1,6,11,66.373,59,64,60.378,21,3,5.1,22,42.449,57.0,0.701,43,38,1.125,4
8.301,7,1,4,9,57.792,51,54,52.058,21,3,5.9,14,35.199,41.5,0.663,33,30,1.133,3
7.721,7,1,4,10,60.001,53,56,54.385,21,3,5.7,15,36.654,44.5,0.67,35,32,1.132,3
7.276,6,0,3,5,51.651,46,49,45.912,21,0,0.0,14,30.779,36.0,0.636,28,25,1.123,4
6.408,6,0,3,5,51.651,46,49,45.912,21,0,0.0,14,30.779,36.0,0.636,28,25,1.123,4
6.503,6,0,3,5,51.651,46,49,45.912,21,0,0.0,14,30.779,36.0,0.636,28,25,1.123,3
8.585,6,1,4,9,54.377,48,51,49.174,19,3,6.3,14,33.438,40.5,0.673,32,29,1.133,3
8.62,7,1,5,13,63.629,56,59,57.891,22,3,5.4,14,38.761,47.5,0.669,37,34,1.136,5
8.602,8,1,5,11,65.915,58,61,59.371,24,3,5.2,15,39.421,46.5,0.657,37,34,1.136,5
8.569,13,1,5,9,75.272,66,69,66.374,32,1,1.5,12,41.989,45.0,0.606,37,34,1.14,5
8.62,16,1,5,9,83.103,73,77,73.141,36,1,1.4,12,46.512,49.0,0.604,41,37,1.138,7
8.292,10,1,5,11,72.745,64,67,65.138,28,3,4.7,15,42.943,48.5,0.643,39,36,1.137,5
8.745,6,1,4,7,54.489,48,51,48.527,21,1,2.1,14,31.722,38.5,0.638,30,27,1.135,3
8.328,11,1,4,7,63.734,56,59,56.178,27,1,1.8,11,36.006,39.0,0.611,32,29,1.138,3
6.382,7,0,2,4,41.737,37,39,36.927,18,0,0.0,8,24.012,26.0,0.613,21,19,1.128,2
6.796,5,0,3,5,37.405,33,35,33.262,15,0,0.0,8,21.495,25.0,0.626,20,18,1.133,2
7.387,6,0,3,5,40.82,36,38,36.145,17,0,0.0,8,23.256,26.0,0.616,21,19,1.134,2
8.046,7,1,4,12,61.131,54,57,55.789,21,3,5.6,14,37.756,46.5,0.675,36,33,1.132,5
8.42,12,1,5,9,71.857,63,66,63.49,30,1,1.6,12,40.228,44.0,0.611,36,33,1.141,4
8.886,12,1,5,9,71.857,63,66,63.49,30,1,1.6,12,40.228,44.0,0.611,36,33,1.141,4
6.854,6,0,3,5,40.82,36,38,36.145,17,0,0.0,8,23.256,26.0,0.616,21,19,1.134,2
6.416,7,0,3,5,44.235,39,41,39.029,19,0,0.0,8,25.017,27.0,0.608,22,20,1.134,3
6.785,7,0,3,5,44.235,39,41,39.029,19,0,0.0,8,25.017,27.0,0.608,22,20,1.134,3
8.553,12,1,4,9,70.568,62,65,62.716,29,1,1.6,12,39.676,44.0,0.616,36,33,1.138,4
8.585,11,1,4,7,63.734,56,59,56.178,27,1,1.8,11,36.006,39.0,0.611,32,29,1.138,3
8.409,11,1,5,9,68.442,60,63,60.607,28,1,1.7,12,38.466,43.0,0.616,35,32,1.141,4
8.347,12,1,4,7,67.149,59,62,59.061,29,1,1.7,11,37.767,40.0,0.606,33,30,1.138,3
8.013,13,1,4,7,70.565,62,65,61.945,31,1,1.6,11,39.529,41.0,0.601,34,31,1.138,4
9.0,9,1,4,10,66.832,59,62,60.152,25,3,5.1,15,40.176,46.5,0.654,37,34,1.133,4
8.432,10,1,4,10,67.832,60,64,61.152,25,3,5.0,15,41.176,48.5,0.66,39,35,1.131,4
8.62,5,1,5,11,63.084,56,60,57.603,20,3,5.4,20,39.898,52.5,0.697,40,36,1.127,4
8.409,12,1,5,9,82.687,73,77,73.258,34,1,1.4,18,47.75,54.0,0.624,43,39,1.133,6
8.495,15,1,5,9,79.687,70,74,70.258,34,1,1.4,12,44.75,48.0,0.608,40,36,1.138,7
7.489,6,0,4,6,54.149,48,51,48.014,22,0,0.0,14,31.784,37.0,0.63,29,26,1.128,3
8.509,11,1,5,9,68.442,60,63,60.607,28,1,1.7,12,38.466,43.0,0.616,35,32,1.141,4
8.398,6,1,4,9,54.377,48,51,49.174,19,3,6.3,14,33.438,40.5,0.673,32,29,1.133,3
7.229,5,1,3,9,49.672,44,47,45.516,16,3,6.8,14,31.125,39.5,0.692,31,28,1.129,3
8.796,6,1,4,9,54.377,48,51,49.174,19,3,6.3,14,33.438,40.5,0.673,32,29,1.133,3
7.854,9,1,4,9,64.622,57,60,57.825,25,3,5.3,14,38.722,43.5,0.647,35,32,1.134,5
8.432,11,1,5,9,70.857,62,64,62.49,30,1,1.6,12,39.228,42.0,0.605,34,32,1.143,5
8.444,11,1,5,9,68.442,60,63,60.607,28,1,1.7,12,38.466,43.0,0.616,35,32,1.141,5
7.745,9,1,5,10,67.12,59,62,59.927,26,3,5.1,14,39.728,44.5,0.642,36,33,1.138,6
8.208,10,1,4,9,65.622,58,62,58.825,25,3,5.2,14,39.722,45.5,0.653,37,33,1.131,3
8.201,6,1,4,10,56.586,50,53,51.502,19,3,6.0,15,34.892,43.5,0.68,34,31,1.132,3
7.854,5,1,6,11,61.958,55,59,56.494,19,3,5.5,19,39.688,53.5,0.706,40,36,1.127,4
9.0,5,1,6,11,66.373,59,64,60.378,21,3,5.1,22,42.449,57.0,0.701,43,38,1.125,4
8.509,14,1,5,9,78.687,69,72,69.258,34,1,1.4,12,43.75,46.0,0.602,38,35,1.14,6
7.456,4,0,2,5,42.266,38,41,38.367,15,1,2.6,14,27.108,34.0,0.684,26,23,1.112,1
8.638,7,1,4,9,57.792,51,54,52.058,21,3,5.9,14,35.199,41.5,0.663,33,30,1.133,4
7.921,5,1,5,10,60.875,54,58,55.276,20,3,5.6,19,38.443,49.5,0.691,38,34,1.127,4
8.509,5,1,6,12,61.167,54,58,55.822,19,3,5.6,18,38.142,51.0,0.695,39,35,1.133,4
8.699,7,1,5,12,64.709,57,60,58.814,22,3,5.3,16,39.114,48.5,0.671,38,35,1.135,4
8.553,5,1,5,10,60.875,54,58,55.276,20,3,5.6,19,38.443,49.5,0.691,38,34,1.127,4
9.0,6,1,4,8,54.433,48,51,48.851,20,2,4.2,14,32.58,39.5,0.656,31,28,1.134,3
8.337,10,1,4,7,60.319,53,56,53.294,25,1,1.9,11,34.245,38.0,0.617,31,28,1.138,3
8.149,6,1,4,9,54.377,48,51,49.174,19,3,6.3,14,33.438,40.5,0.673,32,29,1.133,3
7.523,6,0,5,7,57.647,51,54,51.116,23,0,0.0,15,33.79,41.0,0.633,31,28,1.13,4
8.0,5,0,5,7,54.232,48,51,48.232,21,0,0.0,15,32.029,40.0,0.641,30,27,1.13,5
8.495,7,1,4,10,60.001,53,56,54.385,21,3,5.7,15,36.654,44.5,0.67,35,32,1.132,4
8.553,12,1,5,9,71.857,63,66,63.49,30,1,1.6,12,40.228,44.0,0.611,36,33,1.141,4
8.745,12,1,5,9,74.272,65,67,65.374,32,1,1.5,12,40.989,43.0,0.6,35,33,1.143,5
7.602,8,0,5,7,64.478,57,60,56.883,27,0,0.0,15,37.313,43.0,0.62,33,30,1.131,5
8.569,11,1,5,9,68.442,60,63,60.607,28,1,1.7,12,38.466,43.0,0.616,35,32,1.141,4
8.456,17,1,5,9,86.518,76,80,76.025,38,1,1.3,12,48.273,50.0,0.6,42,38,1.138,7
