pXC50,SpMin3_Bh.i.,SpMin4_Bh.m.,SpMin6_Bh.v.,ATS2i,SpMin4_Bh.e.,SpMin5_Bh.i.,SpMin3_Bh.e.,SpMax5_Bh.i.,SpMin4_Bh.v.,SpMin6_Bh.m.,SpMin8_Bh.e.,SpMin4_Bh.i.,SpMin3_Bh.p.,Mp,SpMax5_Bh.p.,SpMin5_Bh.v.,SpMax5_Bh.e.,SpMax5_Bh.v.,TIC2,SpMin4_Bh.s.,TIC3,SpMax3_Bh.p.,ATS1i,SpMin3_Bh.v.,SpMin5_Bh.e.,SpMax3_Bh.v.,MDDD,SpMin8_Bh.m.,CSI,IDMT,SpMin6_Bh.e.,Chi1_EA.ed.,SpMin5_Bh.p.,Si,Eta_betaS,TIC1,AECC,nBT,SpMin8_Bh.v.,ATS2e,UNIP,ECC,Eig11_EA.bo.,ATS5i,Xu,Chi1_EA.ri.,nH,RDCHI,SpMin6_Bh.p.,ATS3e,P_VSA_m_2,SpMin4_Bh.p.,ATS3i,SpMax6_Bh.i.,VAR,ON1,SpMax4_Bh.i.,LPRS,ON0V,Chi0_EA.ed.,ISIZ,nAT,SpMin8_Bh.i.,SpMin3_Bh.s.,ATS1e,SpMin7_Bh.v.,ON1V,CIC0,Sv,SssNH
4.301,1.857,1.544,1.161,4.447,1.515,1.127,1.884,3.267,1.627,1.181,0.886,1.496,1.945,0.759,3.133,1.424,3.2,3.061,156.007,0.783,196.113,3.828,3.928,1.976,1.194,3.809,19.763,1.128,473.0,11372.6,0.976,4.827,1.358,46.171,15.25,125.511,8.6,45,1.107,4.319,73,215.0,1.5,4.692,23.724,14.295,17,3.656,1.118,4.558,171.331,1.524,4.728,3.089,94,5.403,3.539,117.729,7.817,10.105,226.477,42,0.821,1.097,3.827,1.107,2.408,3.76,29.083,3.28
4.301,1.376,1.393,1.107,4.17,1.281,0.932,1.428,2.925,1.545,1.165,0.458,1.206,1.64,0.72,2.757,1.234,2.854,2.729,131.216,0.363,138.825,3.425,3.67,1.62,0.984,3.395,14.37,0.834,334.0,4808.55,0.886,3.454,1.206,34.933,11.25,113.996,9.056,32,0.818,3.998,56,163.0,-0.805,4.241,18.384,10.128,13,3.1,1.062,4.178,139.715,1.563,4.397,2.855,58,4.111,3.267,77.614,5.676,7.361,153.58,31,0.321,0.655,3.536,0.885,1.837,3.198,20.734,5.996
4.301,1.443,1.63,1.347,4.383,1.333,1.12,1.485,3.296,1.586,1.306,0.694,1.274,1.607,0.687,3.035,1.487,3.207,3.034,155.111,0.697,181.111,3.388,3.876,1.629,1.196,3.379,13.306,1.023,349.0,7689.96,1.094,4.039,1.461,43.611,13.5,133.866,7.5,41,0.98,4.22,65,165.0,-0.159,4.807,21.131,12.02,17,3.3,1.348,4.442,185.217,1.59,4.617,3.222,54,4.806,3.451,98.985,7.617,8.585,206.131,39,0.638,0.706,3.752,1.152,2.218,3.828,25.467,3.267
4.301,1.448,1.567,1.3,4.405,1.441,1.305,1.47,3.227,1.589,1.249,0.886,1.389,1.64,0.751,3.13,1.497,3.177,3.063,179.716,0.731,195.367,3.668,3.912,1.662,1.313,3.655,24.485,0.995,665.0,15120.6,1.091,4.997,1.518,44.328,16.75,157.616,11.615,43,1.107,4.295,106,302.0,1.007,4.502,25.443,15.272,14,3.912,1.272,4.425,178.139,1.56,4.568,3.122,106,5.611,3.5,128.72,7.683,10.369,212.877,40,0.821,0.765,3.827,1.176,2.241,3.509,28.523,0.0
4.301,1.633,1.72,1.534,4.732,1.578,1.352,1.662,3.562,1.753,1.505,0.997,1.564,1.838,0.74,3.331,1.616,3.527,3.344,226.509,0.78,259.039,3.726,4.173,1.822,1.388,3.704,30.654,1.181,813.0,28478.0,1.337,5.934,1.637,57.577,22.5,192.08,10.941,56,1.231,4.602,134,372.0,1.97,5.179,30.547,19.469,18,4.12,1.533,4.8,161.353,1.773,4.926,3.281,140,7.306,3.619,177.417,10.8,12.747,296.423,52,0.933,0.95,4.085,1.379,3.03,3.906,37.007,0.0
4.318,1.542,1.573,1.513,4.6,1.329,1.258,1.561,3.315,1.583,1.366,1.088,1.289,1.699,0.704,3.016,1.537,3.249,2.989,211.819,0.639,237.819,3.668,4.051,1.719,1.308,3.644,26.485,1.125,675.0,18107.9,1.197,5.177,1.572,51.448,18.25,173.555,11.107,49,1.285,4.461,113,311.0,1.361,4.873,26.754,16.043,18,3.954,1.51,4.628,178.09,1.617,4.775,3.237,104,6.167,3.716,140.819,9.017,11.091,254.084,46,1.036,1.073,3.952,1.421,2.607,3.788,31.105,0.0
4.301,1.424,1.509,1.217,4.412,1.32,1.225,1.485,3.193,1.593,1.181,0.677,1.238,1.724,0.68,2.954,1.479,3.148,2.959,163.63,0.701,173.24,3.309,3.854,1.744,1.271,3.318,18.712,0.957,478.0,7973.55,0.986,3.976,1.48,41.823,13.75,137.001,10.619,39,1.025,4.253,76,223.0,0.0,4.42,21.217,12.053,16,3.45,1.248,4.385,140.698,1.628,4.589,2.995,77,4.639,3.443,96.705,7.15,8.433,192.75,37,0.564,0.868,3.737,1.107,2.222,3.441,23.863,6.653
4.88,1.262,1.463,1.066,4.283,1.121,0.919,1.352,3.126,1.421,0.92,0.311,1.029,1.652,0.633,2.791,1.307,3.033,2.78,122.942,0.556,128.942,3.151,3.656,1.653,1.012,3.175,9.931,0.678,234.0,3336.82,0.802,2.92,1.289,34.571,12.0,93.101,6.765,31,0.655,4.065,41,115.0,-1.062,4.24,16.555,9.19,13,2.748,1.136,4.206,103.44,1.393,4.409,2.986,47,3.806,3.242,68.358,6.583,6.384,147.207,30,0.23,0.697,3.522,0.908,1.923,3.164,18.644,0.0
4.301,1.614,1.802,1.537,4.955,1.577,1.337,1.677,3.51,1.822,1.519,1.153,1.523,1.866,0.662,3.228,1.595,3.46,3.24,278.439,1.01,295.659,3.589,4.349,1.864,1.38,3.612,40.514,1.39,1016.0,33477.3,1.305,6.366,1.605,68.482,24.5,233.317,13.314,64,1.429,4.774,150,466.0,1.615,5.453,31.807,20.232,25,4.345,1.563,5.019,260.254,1.83,5.214,3.426,190,7.722,3.712,186.839,11.176,13.772,354.413,60,1.064,1.056,4.222,1.449,3.5,4.202,38.725,0.0
4.301,1.34,1.375,0.935,4.169,1.188,0.745,1.413,2.927,1.364,0.909,0.251,1.14,1.601,0.698,2.824,1.004,2.872,2.727,104.881,0.556,118.881,3.244,3.544,1.643,0.785,3.22,7.644,0.698,190.0,2283.81,0.648,2.895,0.998,32.408,8.75,87.862,6.133,30,0.645,3.984,35,92.0,-1.4,4.506,14.847,8.078,14,2.689,0.891,4.336,99.38,1.352,4.583,2.739,30,3.472,3.271,57.395,5.183,6.242,140.881,29,0.128,1.004,3.428,0.791,2.054,3.39,18.391,0.0
4.301,1.474,1.665,1.429,4.654,1.469,1.208,1.511,3.347,1.642,1.497,0.788,1.408,1.751,0.647,3.127,1.481,3.285,3.12,203.064,0.844,216.574,3.413,4.021,1.763,1.266,3.413,19.04,1.111,497.0,9891.4,1.153,4.369,1.474,51.694,14.25,153.064,10.13,48,1.074,4.476,81,233.0,0.426,5.031,22.608,12.722,23,3.528,1.376,4.768,100.308,1.627,4.982,3.206,92,5.194,3.524,107.903,8.317,9.416,254.084,46,0.728,0.939,3.907,1.25,3.024,4.12,27.961,0.0
4.301,1.037,1.299,0.991,3.936,0.934,0.759,1.094,3.009,1.308,0.865,0.0,0.804,1.511,0.642,2.618,1.157,2.874,2.57,80.532,0.163,84.532,2.887,3.422,1.414,0.812,2.908,5.278,0.124,129.0,1376.06,0.676,2.257,1.225,26.448,9.0,74.532,4.769,24,0.055,3.73,26,62.0,-2.007,4.168,12.689,7.161,10,2.439,0.992,3.796,120.762,1.239,3.967,2.499,19,2.861,3.153,45.867,4.767,4.905,104.042,23,0.0,0.469,3.287,0.551,1.165,2.836,14.381,0.0
4.301,1.536,1.346,1.311,4.431,1.323,1.133,1.599,3.365,1.561,1.194,0.832,1.331,1.827,0.73,3.09,1.383,3.341,3.168,189.267,0.506,202.877,3.452,3.941,1.832,1.146,3.447,24.335,0.998,586.0,15225.5,1.054,5.292,1.437,44.83,18.0,163.393,10.0,43,1.051,4.325,95,270.0,1.094,4.588,25.598,15.989,13,3.851,1.37,4.497,145.923,1.653,4.666,3.297,112,6.0,3.583,132.239,7.25,11.198,212.877,40,0.806,1.093,3.863,1.248,2.317,3.343,28.448,2.989
5.046,1.546,1.411,1.107,4.179,1.302,1.075,1.556,3.117,1.492,1.181,0.646,1.299,1.672,0.746,2.938,1.254,3.121,2.964,111.571,0.402,134.855,3.606,3.692,1.655,1.072,3.613,15.947,0.837,427.0,8508.61,0.892,4.289,1.308,35.914,14.25,83.597,8.391,36,0.874,4.112,67,193.0,0.959,4.352,21.886,12.625,10,3.413,1.068,4.358,133.803,1.536,4.464,2.925,71,5.0,3.347,104.347,6.25,9.14,166.465,33,0.61,0.754,3.639,1.08,1.979,3.695,24.493,0.0
4.301,1.229,1.283,1.037,4.136,1.253,0.824,1.314,2.921,1.463,0.94,0.075,1.212,1.628,0.733,2.777,1.07,2.878,2.759,119.851,0.506,129.851,3.229,3.611,1.588,0.868,3.193,11.679,0.567,332.0,4543.74,0.778,3.32,1.052,31.858,12.0,106.606,8.5,30,0.577,3.996,54,153.0,-0.763,4.028,18.136,10.767,10,3.111,1.007,4.156,120.049,1.458,4.344,2.838,48,3.806,3.122,76.68,5.269,6.856,134.606,28,0.0,0.686,3.499,0.938,1.516,2.831,19.591,6.455
4.301,1.62,1.513,1.376,4.606,1.216,1.064,1.679,3.31,1.467,1.258,0.795,1.18,1.853,0.677,2.954,1.429,3.257,3.017,177.678,0.825,201.329,3.572,3.997,1.861,1.153,3.561,24.902,1.075,616.0,13870.5,1.087,4.896,1.381,49.124,17.0,149.149,11.6,45,1.033,4.433,102,290.0,1.0,4.915,24.762,14.695,18,3.811,1.376,4.617,145.634,1.545,4.832,3.206,92,5.556,3.424,122.935,7.469,10.22,233.329,43,0.735,0.916,3.878,1.138,2.448,3.594,27.969,3.078
4.614,1.7,1.644,1.363,4.702,1.442,1.173,1.725,3.32,1.65,1.327,0.894,1.38,1.862,0.711,3.133,1.484,3.292,3.144,220.568,0.876,242.568,3.706,4.092,1.86,1.201,3.701,30.416,1.202,741.0,19346.3,1.159,5.556,1.518,53.365,19.5,176.024,11.345,52,1.168,4.567,115,329.0,1.366,5.028,27.442,17.102,19,4.089,1.387,4.783,169.028,1.643,4.938,3.297,122,6.333,3.565,146.254,8.767,11.83,268.078,48,0.834,1.008,4.004,1.274,2.793,3.923,32.61,0.0
4.301,1.178,1.32,1.107,4.121,1.162,1.062,1.21,3.057,1.469,1.181,0.57,1.137,1.641,0.696,2.753,1.352,3.0,2.776,112.8,0.324,130.452,3.19,3.635,1.534,1.103,3.259,14.2,0.871,351.0,6140.7,0.886,3.905,1.366,33.495,13.25,95.555,8.1,32,0.848,4.032,58,162.0,-0.488,4.207,19.843,11.282,10,3.3,1.062,4.14,123.673,1.514,4.286,2.925,60,4.417,3.364,88.144,5.483,8.192,147.207,30,0.509,0.579,3.564,0.97,1.636,3.217,21.009,0.0
5.267,1.478,1.723,1.414,4.602,1.463,1.231,1.52,3.299,1.691,1.282,0.886,1.393,1.743,0.674,2.963,1.517,3.247,3.009,206.504,0.83,220.114,3.548,4.031,1.757,1.294,3.566,20.598,1.145,497.0,12676.8,1.125,4.711,1.527,50.887,17.0,174.895,9.154,47,1.11,4.439,82,238.0,1.012,4.989,24.388,14.47,19,3.534,1.437,4.635,162.091,1.674,4.81,3.192,90,5.806,3.57,123.871,9.043,10.165,247.133,45,0.821,0.937,3.917,1.272,2.733,3.745,29.272,5.357
4.301,1.238,1.523,1.239,4.227,1.218,0.962,1.315,3.172,1.462,1.181,0.554,1.147,1.603,0.682,2.859,1.331,3.068,2.862,116.98,0.601,132.49,3.254,3.716,1.574,1.043,3.28,11.556,0.894,302.0,4296.27,0.886,3.296,1.328,36.069,11.0,101.471,7.778,34,0.851,4.048,50,140.0,-0.711,4.393,17.879,10.06,14,3.048,1.244,4.202,158.558,1.425,4.388,2.925,50,3.833,3.222,75.599,6.433,6.861,160.0,32,0.453,0.628,3.578,1.107,1.827,3.581,20.72,0.0
4.301,1.421,1.636,1.107,4.323,1.448,1.126,1.474,3.279,1.609,1.181,0.688,1.386,1.705,0.697,3.063,1.371,3.217,3.069,153.466,0.652,177.995,3.36,3.805,1.733,1.181,3.357,16.19,0.987,460.0,7818.88,0.886,4.218,1.372,41.112,13.0,114.557,10.143,39,0.922,4.17,74,213.0,-0.093,4.455,21.145,11.799,16,3.487,1.062,4.364,166.273,1.591,4.563,2.952,82,4.806,3.5,96.291,6.983,9.046,192.75,37,0.636,0.926,3.698,1.069,2.317,3.812,24.445,0.0
4.301,1.341,1.552,1.242,4.333,1.169,1.06,1.399,3.255,1.5,1.181,0.75,1.096,1.684,0.705,2.919,1.337,3.178,2.92,146.201,0.566,163.853,3.308,3.813,1.666,1.099,3.326,17.0,0.94,478.0,8850.81,1.021,4.049,1.338,40.408,14.5,125.305,10.045,38,0.966,4.179,77,221.0,0.456,4.614,21.939,12.268,14,3.497,1.215,4.306,156.021,1.477,4.465,3.047,82,4.917,3.339,102.177,7.183,8.728,186.117,36,0.701,0.689,3.712,1.107,1.904,3.386,24.336,2.843
6.151,1.85,1.277,1.357,4.45,1.44,1.155,1.867,3.307,1.633,1.23,0.863,1.476,1.93,0.748,3.147,1.362,3.286,3.134,172.7,0.6,213.72,3.822,3.96,1.948,1.171,3.812,25.122,1.075,652.0,19125.9,1.119,5.233,1.429,47.375,18.0,139.29,10.379,46,1.042,4.381,112,301.0,1.555,4.755,27.243,16.309,14,3.924,1.389,4.626,152.239,1.597,4.746,3.267,94,6.208,3.587,146.045,7.65,11.122,233.329,43,0.806,1.071,3.904,1.075,2.315,3.613,31.152,2.312
4.0,1.608,1.486,1.133,4.292,1.363,0.988,1.658,3.17,1.548,1.15,0.766,1.32,1.834,0.689,2.871,1.276,3.091,2.892,152.75,0.491,180.75,3.455,3.832,1.833,1.051,3.446,16.314,1.044,404.0,8096.22,0.895,4.174,1.29,41.405,13.75,120.696,8.636,39,1.009,4.154,67,190.0,0.119,4.514,21.432,12.224,15,3.391,1.149,4.403,148.615,1.559,4.586,2.977,66,5.0,3.433,100.08,6.5,9.079,192.75,37,0.704,0.942,3.727,1.089,2.023,3.644,24.655,0.0
4.3,1.196,1.19,0.765,3.843,1.069,0.821,1.256,2.82,1.303,0.73,0.0,0.983,1.538,0.713,2.71,1.107,2.767,2.639,87.287,0.238,91.287,2.976,3.377,1.544,0.886,2.974,7.837,0.342,200.0,1995.21,0.517,2.602,1.062,25.87,9.0,83.287,6.857,24,0.23,3.699,33,96.0,-1.619,3.89,14.252,7.889,9,2.68,0.739,3.726,110.35,1.318,3.882,2.479,34,3.194,2.925,53.133,4.35,5.632,104.042,23,0.0,0.281,3.274,0.468,1.139,2.688,15.547,0.0
4.839,1.149,1.054,0.418,3.6,0.872,0.567,1.199,2.634,1.049,0.342,0.0,0.83,1.379,0.818,2.446,0.887,2.555,2.335,72.711,0.053,80.711,2.904,3.19,1.369,0.642,2.806,5.669,0.0,152.0,1490.69,0.032,2.482,0.843,21.087,8.0,64.711,5.615,20,0.0,3.487,27,73.0,-2.067,3.505,13.045,7.611,6,2.551,0.26,3.584,97.278,0.999,3.744,2.149,24,2.861,2.871,46.966,3.326,5.17,80.711,19,0.0,0.178,3.096,0.19,0.966,2.33,14.33,0.0
4.573,1.056,0.992,0.713,3.523,0.885,0.673,1.098,2.605,1.063,0.358,0.0,0.866,1.271,0.891,2.459,0.776,2.525,2.338,72.711,0.08,80.711,3.033,3.14,1.254,0.654,3.05,7.84,0.0,201.0,2494.68,0.459,2.838,0.742,20.694,9.25,64.711,6.467,20,0.0,3.459,37,97.0,-1.542,3.338,15.211,8.481,4,2.785,0.635,3.552,127.667,1.04,3.68,2.404,34,3.444,2.952,58.781,3.66,6.134,80.711,19,0.0,0.189,3.098,0.186,1.019,2.278,15.793,0.0
4.301,1.609,1.757,1.606,4.816,1.543,1.441,1.634,3.583,1.759,1.604,1.182,1.512,1.836,0.663,3.292,1.677,3.528,3.298,261.445,0.94,290.465,3.703,4.223,1.822,1.495,3.717,30.152,1.381,588.0,21631.1,1.437,6.087,1.679,61.983,20.75,203.304,8.903,58,1.428,4.652,106,276.0,1.159,5.077,28.321,17.343,24,4.035,1.591,4.859,185.036,1.757,5.075,3.373,129,7.056,3.733,156.74,10.6,13.043,317.975,55,1.113,0.976,4.113,1.557,3.761,4.183,35.213,2.841
5.479,1.514,1.482,1.326,4.416,1.406,1.2,1.523,3.453,1.624,1.181,0.886,1.427,1.674,0.744,3.345,1.553,3.439,3.337,168.831,0.571,196.05,3.593,3.939,1.684,1.298,3.593,21.923,1.102,549.0,14683.9,1.135,5.149,1.525,45.537,17.0,142.387,9.333,44,1.107,4.324,90,252.0,1.465,4.734,25.444,15.77,14,3.805,1.358,4.527,181.595,1.65,4.657,3.093,94,5.819,3.62,131.281,7.183,10.798,219.66,41,0.821,0.726,3.863,1.197,2.163,3.491,29.238,2.624
5.847,1.319,1.334,1.107,4.221,1.25,0.972,1.355,2.974,1.482,1.181,0.599,1.193,1.584,0.733,2.74,1.251,2.882,2.733,125.216,0.486,136.825,3.489,3.7,1.569,1.036,3.455,11.806,0.875,326.0,4792.07,0.886,3.698,1.235,34.574,12.5,114.461,7.579,34,0.869,4.08,51,144.0,-0.544,4.341,18.554,11.578,12,3.197,1.062,4.261,142.935,1.503,4.452,2.925,48,4.056,3.338,80.382,5.6,7.749,153.58,31,0.518,0.57,3.585,1.054,1.855,3.365,21.38,0.0
4.754,1.097,1.181,0.698,3.756,0.886,0.821,1.168,2.873,1.107,0.381,0.0,0.834,1.408,0.814,2.654,0.991,2.811,2.636,81.353,0.218,85.353,2.974,3.29,1.41,0.832,2.982,8.747,0.0,223.0,2576.27,0.582,2.817,0.972,24.236,9.5,77.353,7.133,23,0.0,3.656,39,107.0,-1.5,3.773,15.369,8.635,7,2.809,0.605,3.655,92.947,1.062,3.775,2.375,39,3.444,2.925,59.285,4.376,6.096,98.107,22,0.0,0.362,3.238,0.23,1.115,2.372,16.54,0.0
4.301,1.283,1.204,1.075,4.158,1.076,0.901,1.31,2.989,1.309,0.927,0.43,1.042,1.535,0.714,2.776,1.092,2.947,2.772,128.842,0.261,142.452,3.263,3.668,1.495,0.913,3.248,15.545,0.642,413.0,8367.33,0.846,3.859,1.14,34.514,14.75,113.233,8.864,32,0.769,4.07,74,195.0,-0.438,4.199,21.537,13.174,8,3.347,1.09,4.192,115.627,1.373,4.317,2.942,59,4.556,3.315,100.953,5.312,8.022,147.207,30,0.361,0.421,3.595,0.895,1.525,2.787,21.938,2.727
5.227,1.25,1.229,1.032,4.042,1.06,0.845,1.291,2.925,1.285,1.059,0.358,1.013,1.501,0.747,2.811,1.107,2.865,2.761,99.851,0.286,119.851,3.208,3.532,1.511,0.886,3.198,9.702,0.619,262.0,3448.78,0.871,3.216,1.062,30.704,10.25,81.851,7.059,30,0.633,3.919,42,120.0,-1.116,4.056,16.824,9.593,11,2.959,0.99,4.103,101.537,1.289,4.253,2.915,45,3.694,3.151,69.011,5.45,6.772,134.606,28,0.296,0.631,3.445,0.908,1.647,3.263,19.557,0.0
4.627,1.433,1.513,1.24,4.538,1.266,1.064,1.494,3.206,1.525,1.182,0.676,1.198,1.747,0.646,2.989,1.429,3.111,2.938,181.722,0.825,200.477,3.427,3.967,1.746,1.153,3.388,19.504,1.028,511.0,10199.2,1.024,4.346,1.376,47.863,14.25,152.703,11.182,43,1.043,4.354,92,246.0,-0.083,4.805,22.637,12.246,20,3.61,1.231,4.597,114.24,1.539,4.816,3.124,76,5.056,3.416,105.422,6.967,9.144,226.477,42,0.58,0.97,3.842,1.148,2.322,3.631,25.632,5.724
4.301,1.846,1.801,1.423,4.68,1.623,1.28,1.871,3.454,1.823,1.481,0.91,1.562,1.968,0.682,3.18,1.605,3.381,3.182,205.723,0.988,245.828,3.809,4.12,1.978,1.351,3.806,27.709,1.181,666.0,16864.5,1.17,5.494,1.588,55.856,17.25,157.452,11.296,53,1.117,4.51,103,305.0,1.461,4.981,26.229,15.46,23,4.082,1.392,4.733,195.318,1.827,4.949,3.256,117,6.0,3.606,135.052,9.15,11.447,282.193,50,0.837,1.049,4.0,1.188,2.967,4.257,32.047,3.473
5.124,1.676,1.86,1.472,4.85,1.577,1.402,1.712,3.457,1.793,1.513,1.13,1.507,1.915,0.693,3.325,1.662,3.471,3.286,231.928,1.075,259.58,3.71,4.188,1.918,1.428,3.689,25.276,1.125,635.0,19501.5,1.253,5.635,1.641,59.325,20.0,184.277,9.5,57,1.336,4.703,101,285.0,1.206,5.099,27.581,17.759,23,4.013,1.472,4.948,111.677,1.751,5.134,3.291,114,6.417,3.74,150.095,9.433,11.931,303.58,53,1.064,1.144,4.099,1.429,3.346,3.982,34.566,0.0
4.301,1.242,1.227,1.0,3.948,1.106,0.809,1.274,2.936,1.345,1.022,0.257,1.066,1.684,0.718,2.721,1.079,2.906,2.73,96.56,0.199,116.211,3.151,3.499,1.573,0.856,3.216,11.012,0.602,275.0,4090.38,0.806,3.408,1.071,28.87,11.75,74.56,7.056,28,0.548,3.866,49,127.0,-1.016,4.035,17.668,10.248,8,3.017,0.976,4.139,117.023,1.353,4.268,2.856,40,3.917,3.243,74.687,4.817,7.186,122.211,26,0.185,0.371,3.426,0.853,1.469,3.033,18.768,0.0
5.28,1.568,1.417,1.308,4.357,1.208,1.067,1.583,3.22,1.421,1.131,0.833,1.18,1.787,0.729,2.995,1.323,3.193,2.959,137.853,0.469,161.853,3.578,3.778,1.808,1.094,3.529,14.686,1.018,372.0,7770.14,0.934,3.76,1.297,39.956,13.75,118.608,8.0,38,1.032,4.23,66,176.0,-0.454,4.395,21.182,12.324,14,3.257,1.239,4.405,109.388,1.429,4.509,3.009,54,4.694,3.341,99.24,7.15,8.098,186.117,36,0.775,0.874,3.705,1.044,1.928,3.352,24.722,0.0
5.219,1.51,1.466,1.308,4.404,1.389,1.058,1.569,3.206,1.603,1.181,0.886,1.449,1.741,0.681,2.951,1.397,3.123,2.931,161.501,0.539,171.111,3.512,3.825,1.774,1.136,3.434,15.041,1.088,394.0,8263.4,0.934,3.79,1.356,43.578,13.0,133.65,8.773,40,1.107,4.269,71,193.0,-0.712,4.643,21.503,11.531,17,3.255,1.239,4.474,128.021,1.577,4.631,3.051,64,4.792,3.558,100.597,7.95,8.095,206.131,39,0.804,0.946,3.747,1.117,2.319,3.628,25.282,0.0
4.301,1.465,1.593,1.273,4.373,1.44,1.326,1.501,3.221,1.582,1.259,0.697,1.408,1.673,0.709,3.001,1.478,3.176,3.005,172.471,0.665,198.122,3.463,3.882,1.657,1.324,3.459,19.722,0.926,522.0,11569.4,1.084,4.625,1.449,44.451,14.25,141.716,10.25,42,0.941,4.252,89,246.0,0.844,4.592,23.574,13.34,16,3.668,1.269,4.511,127.84,1.577,4.693,3.174,91,5.361,3.519,114.94,7.05,9.788,212.877,40,0.661,0.749,3.795,1.13,2.351,3.645,27.062,0.0
4.403,1.311,1.185,1.09,4.021,1.183,0.823,1.35,2.971,1.459,1.109,0.476,1.159,1.673,0.745,2.75,1.107,2.912,2.767,99.096,0.218,119.096,3.346,3.571,1.579,0.886,3.376,12.931,0.672,308.0,4901.81,0.877,3.545,1.072,31.079,12.5,82.606,7.579,30,0.75,3.923,52,144.0,-0.84,4.178,18.609,10.859,9,3.089,1.062,4.131,110.66,1.493,4.295,2.925,47,4.139,3.19,80.755,5.05,7.492,134.606,28,0.437,0.48,3.486,0.88,1.535,2.978,20.261,0.0
4.301,1.679,1.654,1.443,4.607,1.395,1.212,1.725,3.379,1.647,1.492,0.891,1.349,1.882,0.667,3.116,1.532,3.345,3.135,205.64,0.722,223.291,3.531,4.035,1.888,1.258,3.538,23.28,1.181,551.0,12290.2,1.188,4.258,1.503,52.486,15.25,163.865,10.48,49,1.128,4.442,87,262.0,0.282,5.074,24.094,13.527,22,3.551,1.417,4.656,146.377,1.655,4.811,3.28,101,5.444,3.443,119.747,9.783,9.231,261.066,47,0.821,1.03,3.928,1.308,2.703,4.151,29.697,0.0
4.301,1.521,1.654,1.513,4.49,1.459,1.336,1.568,3.433,1.616,1.509,0.842,1.413,1.766,0.682,3.238,1.565,3.393,3.251,194.176,0.706,222.705,3.49,3.991,1.76,1.372,3.512,24.96,1.141,678.0,15196.5,1.269,5.036,1.583,49.235,15.25,151.056,12.56,46,1.166,4.336,114,314.0,0.927,4.713,25.302,13.498,19,3.984,1.506,4.541,200.284,1.598,4.743,3.133,94,5.611,3.61,125.344,8.033,10.456,240.215,44,0.768,0.857,3.875,1.247,2.454,3.952,28.708,5.625
4.589,1.641,1.583,1.263,4.537,1.45,1.144,1.657,3.316,1.617,1.23,0.886,1.42,1.786,0.757,3.171,1.514,3.258,3.105,188.574,0.726,210.574,3.715,3.98,1.777,1.195,3.691,23.18,1.027,632.0,14457.4,1.131,4.956,1.489,47.162,17.5,159.678,10.37,47,1.061,4.421,94,280.0,1.374,4.88,25.362,16.078,16,3.797,1.229,4.641,140.917,1.591,4.779,3.189,114,5.833,3.471,130.891,8.283,10.663,233.329,43,0.821,0.927,3.897,1.107,2.581,3.773,30.534,3.279
5.189,1.591,1.595,1.429,4.726,1.379,1.259,1.57,3.415,1.595,1.513,1.118,1.375,1.761,0.728,3.193,1.528,3.4,3.185,231.403,0.825,239.403,3.738,4.132,1.724,1.29,3.695,26.778,1.366,620.0,20767.9,1.242,5.157,1.536,57.457,19.5,192.181,9.419,55,1.393,4.594,106,292.0,1.479,5.064,28.019,17.603,21,3.83,1.376,4.76,117.974,1.614,4.881,3.347,108,6.778,3.667,155.651,10.95,11.41,296.423,52,1.037,0.837,4.059,1.395,3.067,3.975,35.425,0.0
4.301,1.667,1.657,1.474,4.72,1.468,1.224,1.705,3.403,1.652,1.516,0.934,1.434,1.879,0.684,3.128,1.567,3.319,3.128,213.572,0.707,240.101,3.513,4.109,1.874,1.299,3.521,20.469,1.378,561.0,13720.2,1.187,4.634,1.536,54.567,17.75,162.353,9.259,53,1.308,4.564,90,250.0,1.168,5.295,25.034,15.799,22,3.66,1.451,4.82,175.505,1.648,4.96,3.294,98,5.701,3.52,129.513,10.317,10.119,275.121,49,0.835,1.029,4.004,1.358,2.889,4.207,31.74,0.0
4.301,1.546,1.723,1.489,4.66,1.47,1.224,1.578,3.563,1.731,1.417,0.899,1.402,1.801,0.645,3.122,1.56,3.516,3.187,234.568,0.969,242.568,3.497,4.083,1.796,1.244,3.477,32.582,1.098,670.0,18933.4,1.151,5.24,1.634,54.701,18.25,177.02,11.929,49,1.254,4.51,110,334.0,0.921,4.899,26.955,15.066,20,3.884,1.47,4.665,132.995,1.736,4.846,3.322,142,6.556,3.614,141.77,9.267,11.433,268.078,48,0.846,1.062,3.99,1.397,2.929,3.71,30.491,2.891
4.744,1.257,1.461,1.148,4.165,1.189,0.949,1.326,3.076,1.428,1.09,0.581,1.119,1.526,0.674,2.855,1.264,2.999,2.836,129.445,0.496,148.955,3.177,3.679,1.565,1.02,3.175,10.84,0.871,297.0,4577.54,0.88,3.226,1.23,36.824,10.5,105.794,8.0,34,0.899,4.007,54,144.0,-0.699,4.358,18.139,9.54,15,3.012,1.177,4.222,112.654,1.408,4.377,3.0,46,4.0,3.269,76.805,6.433,6.872,166.465,33,0.501,0.719,3.576,0.919,1.821,3.612,21.139,0.0
