pXC50,CATS2D_03_DN,CATS2D_04_DD,SsOH,ATSC3s,MATS6e,GATS6e,CATS2D_05_DN,ATSC4s,Eta_C_A,MATS6s,CATS2D_02_NN,MAXDN,GATS4e,nO,X5Av,CATS2D_03_AN,Eta_sh_x,P_VSA_s_1,MATS4e,MCD,GATS2p,ATSC1s,CATS2D_04_DA,O.056,nPO4,P.117,D.Dtr05,SpMax7_Bh.s.,ATSC2e,MATS2p,MATS3e,CATS2D_04_NN,P_VSA_e_5,P_VSA_m_3,ATSC2s,nROH,X2Av,MATS4s,ATS4s,ATSC5e,O.059,MATS1p,SpMax8_Bh.s.,NssO,SssO,ATSC6s,CATS2D_01_AN,CATS2D_07_DN,SpMax6_Bh.s.,CATS2D_08_DD,BAC,P_VSA_LogP_3,Eig05_EA,SM13_AEA.bo.,Eig05_AEA.ri.,Eig05_EA.ed.,SM14_AEA.dm.,P_VSA_i_1,DBI,MATS5p,ATSC8s,ATS6s,Eig03_AEA.ri.,Eig03_EA,SM11_AEA.bo.,ATSC3m,Eig02_EA.ri.
5.726,6,4,86.772,484.801,0.161,0.905,6,660.53,1.145,0.157,3,6.98,0.797,22,0.05,12,0.209,39.414,0.236,0.381,0.682,197.405,16,9,4,4,308.586,6.524,3.101,0.229,-0.214,2,537.66,537.66,319.224,9,0.211,0.229,7.292,4.254,7,-0.384,6.493,7,29.478,595.758,12,4,7.402,3,226.0,371.42,2.99,2.99,3.981,10.136,10.136,39.414,6.042,-0.024,532.367,7.153,4.159,3.231,3.231,50.064,3.277
5.451,6,4,87.53,486.332,0.157,0.924,6,686.761,1.176,0.159,3,6.985,0.773,22,0.05,12,0.204,39.414,0.26,0.395,0.698,194.786,17,9,4,4,153.159,6.503,3.161,0.217,-0.238,2,537.66,537.66,324.483,9,0.213,0.24,7.326,4.482,7,-0.376,6.49,7,29.789,619.412,12,4,7.402,3,226.0,371.42,2.965,2.965,3.93,9.563,9.563,39.414,6.042,-0.027,555.325,7.173,4.159,3.231,3.231,54.626,3.277
5.642,6,3,58.652,355.137,0.218,0.885,5,517.556,0.991,0.2,3,6.865,0.692,18,0.051,12,0.219,39.414,0.4,0.436,0.658,151.227,15,6,4,4,136.513,6.494,2.617,0.24,-0.293,2,398.61,398.61,246.974,6,0.215,0.379,7.191,3.385,5,-0.433,6.4,6,25.408,498.696,12,3,7.402,2,145.0,290.752,2.774,2.774,3.736,9.173,9.173,39.414,5.831,-0.062,406.254,7.067,4.159,3.232,3.232,38.343,3.281
5.232,6,3,58.878,380.83,0.175,0.995,5,581.951,1.158,0.154,3,6.826,0.676,18,0.06,12,0.219,39.414,0.403,0.436,0.691,149.902,15,6,4,4,136.513,6.494,2.838,0.201,-0.182,2,398.61,398.61,281.841,6,0.23,0.377,7.212,3.585,6,-0.404,6.4,6,25.902,548.267,12,3,7.402,2,145.0,243.37,2.774,2.774,3.736,9.173,9.173,39.414,5.831,-0.055,451.041,7.089,4.159,3.232,3.232,56.347,3.281
5.11,6,3,81.315,568.883,0.156,0.888,6,735.982,1.286,0.124,3,7.219,0.916,22,0.056,10,0.189,35.623,0.111,0.431,0.736,205.195,16,8,2,2,372.716,7.411,3.129,0.3,-0.087,2,542.423,542.423,345.338,8,0.235,0.152,7.367,5.112,6,-0.278,7.402,6,27.251,720.338,10,4,7.411,3,325.0,354.129,3.123,3.123,4.096,10.921,10.921,35.623,6.557,-0.082,627.356,7.33,4.173,3.243,3.243,56.235,3.277
6.041,5,3,55.789,256.524,0.186,0.785,4,372.278,1.073,0.245,2,6.486,0.674,13,0.048,7,0.203,22.85,0.332,0.367,0.767,121.041,11,6,3,3,98.998,6.351,1.985,0.132,-0.259,1,318.292,318.292,223.222,6,0.233,0.367,6.836,2.273,4,-0.342,6.34,4,16.897,330.821,8,1,6.4,1,132.0,243.37,2.728,2.728,3.677,8.902,8.902,100.262,5.148,-0.017,229.766,6.615,4.099,3.109,3.109,28.235,3.104
6.222,7,4,64.819,358.113,0.331,0.665,6,474.572,1.041,0.317,3,6.811,0.572,17,0.054,11,0.253,32.703,0.426,0.333,0.649,163.927,16,7,4,4,112.445,6.437,2.369,0.216,-0.343,2,403.675,403.675,255.38,7,0.23,0.416,7.104,2.978,5,-0.427,6.4,5,19.977,440.173,11,4,6.495,3,179.0,280.502,2.769,2.769,3.699,8.92,8.92,77.895,5.701,-0.075,373.941,6.941,4.149,3.226,3.226,30.54,3.255
6.244,9,5,74.267,413.733,0.435,0.574,8,552.073,1.082,0.396,4,7.064,0.503,20,0.063,15,0.281,42.557,0.502,0.297,0.612,193.059,20,8,5,5,130.377,6.495,2.729,0.257,-0.393,3,463.914,463.914,287.831,8,0.238,0.472,7.307,3.535,6,-0.459,6.437,6,23.214,522.83,14,6,7.402,4,237.0,317.634,2.86,2.86,3.855,9.576,9.576,87.749,6.285,-0.111,457.558,7.177,4.158,3.236,3.236,33.225,3.345
5.728,6,3,75.515,429.937,0.152,0.926,6,589.953,1.086,0.134,3,6.916,0.762,20,0.055,12,0.229,39.414,0.289,0.289,0.657,181.426,16,8,4,4,134.987,6.502,2.816,0.257,-0.257,2,483.977,483.977,290.573,8,0.222,0.259,7.213,3.659,6,-0.412,6.491,6,24.496,577.728,12,4,7.402,3,210.0,328.737,2.772,2.772,3.732,9.122,9.122,39.414,6.205,-0.127,486.658,7.129,4.159,3.231,3.231,45.611,3.276
5.496,7,4,64.558,386.852,0.295,0.704,6,513.086,1.001,0.275,3,6.838,0.597,18,0.052,11,0.261,32.703,0.405,0.333,0.649,172.605,16,7,4,4,112.445,6.495,2.387,0.25,-0.359,2,428.82,428.82,260.677,7,0.222,0.382,7.146,3.197,5,-0.45,6.437,5,19.718,477.374,11,4,7.405,3,179.0,280.502,2.769,2.769,3.728,8.92,8.92,32.703,5.701,-0.071,385.318,6.974,4.158,3.226,3.226,31.054,3.255
5.379,6,3,56.93,379.907,0.261,0.753,5,497.704,1.034,0.249,3,6.727,0.643,17,0.055,11,0.259,37.518,0.384,0.333,0.79,154.44,14,6,3,3,112.445,6.494,2.42,0.194,-0.393,2,391.688,391.688,250.308,6,0.24,0.365,7.096,3.198,5,-0.403,6.4,5,20.482,458.138,11,3,7.402,2,179.0,251.328,2.769,2.769,3.728,8.92,8.92,37.518,5.701,-0.032,364.884,6.914,4.158,3.226,3.226,34.967,3.255
5.77,6,3,57.841,388.323,0.246,0.823,5,544.448,1.025,0.229,3,6.867,0.738,18,0.055,12,0.233,39.414,0.342,0.297,0.637,163.323,15,6,4,4,130.465,6.818,2.629,0.265,-0.32,2,398.61,398.61,258.1,6,0.223,0.281,7.188,3.398,6,-0.458,6.494,6,24.655,525.096,12,3,7.402,2,183.0,243.37,2.772,2.772,3.731,9.12,9.12,39.414,6.042,-0.09,431.957,7.085,4.159,3.231,3.231,39.779,3.276
5.788,5,3,55.377,524.565,0.143,0.764,4,488.916,1.07,0.126,2,7.543,0.878,13,0.049,6,0.241,19.059,0.081,0.355,1.057,166.736,11,6,1,1,103.33,6.495,2.188,0.002,0.111,1,340.594,370.514,312.653,6,0.227,0.115,6.873,2.985,3,-0.239,6.433,3,12.766,404.808,6,1,7.406,1,177.0,252.576,2.729,2.729,3.685,8.902,8.902,64.251,5.523,-0.002,343.994,6.673,4.14,3.196,3.196,28.601,3.184
5.759,5,3,45.914,327.145,0.082,0.865,4,452.552,0.979,0.117,2,6.577,0.677,15,0.039,7,0.205,22.85,0.295,0.344,0.725,139.697,12,5,3,3,106.04,6.449,2.069,0.194,-0.342,1,351.043,351.043,226.079,5,0.204,0.291,6.946,2.828,4,-0.396,6.437,4,16.733,444.556,8,1,7.41,1,158.0,200.687,2.729,2.729,3.719,8.942,8.942,22.85,5.431,-0.021,357.713,6.82,4.104,3.11,3.11,31.219,3.105
6.854,5,3,55.421,300.252,0.178,0.793,4,390.459,0.996,0.198,2,6.507,0.667,14,0.044,7,0.217,22.85,0.317,0.379,0.703,133.779,12,6,3,3,94.82,6.4,1.983,0.157,-0.281,1,343.437,343.437,219.905,6,0.218,0.333,6.848,2.41,4,-0.383,6.351,4,16.662,350.888,8,1,6.437,1,129.0,243.37,2.725,2.725,3.684,8.882,8.882,68.042,5.05,-0.024,273.621,6.631,4.1,3.109,3.109,28.432,3.104
5.854,5,3,56.498,286.879,0.273,0.723,4,379.854,0.948,0.243,2,6.456,0.611,12,0.043,7,0.214,20.955,0.376,0.467,0.863,126.767,12,6,2,2,159.755,6.35,1.848,0.145,-0.322,1,311.37,311.37,222.594,6,0.214,0.382,6.836,2.464,3,-0.326,6.34,3,12.756,345.619,7,1,6.4,2,107.0,274.749,2.73,2.73,3.725,9.003,9.003,20.955,5.0,-0.091,263.406,6.658,4.118,3.134,3.134,28.653,3.144
5.066,5,3,55.63,352.789,0.224,0.755,4,440.297,0.973,0.155,2,6.49,0.624,14,0.052,7,0.231,20.955,0.36,0.393,0.907,141.312,11,6,2,2,89.877,6.437,1.866,0.114,-0.356,1,361.66,361.66,232.063,6,0.225,0.324,6.883,2.682,3,-0.33,6.4,3,12.336,410.726,7,2,6.494,2,128.0,251.328,2.691,2.691,3.669,8.711,8.711,20.955,4.95,-0.073,314.494,6.694,4.074,3.096,3.096,29.18,3.142
5.334,1,1,19.013,97.955,-0.056,1.082,0,161.599,0.69,-0.028,0,5.692,0.964,6,0.022,0,0.061,1.339,-0.021,0.69,0.936,50.338,4,1,0,0,0.0,5.067,0.507,-0.027,-0.103,0,176.382,176.382,106.623,1,0.16,-0.017,6.353,1.09,0,0.076,4.708,0,0.0,197.638,2,0,6.312,0,51.0,158.619,2.468,2.468,3.481,7.264,7.264,1.339,3.536,0.08,158.726,6.32,3.732,2.751,2.751,15.722,3.032
4.917,1,1,9.75,98.019,-0.087,1.069,0,164.269,0.774,-0.019,0,5.744,0.853,5,0.021,0,0.047,1.339,0.092,0.703,0.901,49.381,5,1,0,0,0.0,5.067,0.741,-0.071,-0.108,0,133.699,133.699,114.958,1,0.159,0.041,6.513,1.357,0,-0.007,4.786,0,0.0,203.591,2,0,5.254,0,66.0,158.619,2.589,2.589,3.552,8.172,8.172,1.339,3.873,0.087,167.508,6.458,3.754,2.825,2.825,12.019,3.032
5.176,1,1,9.749,67.896,0.029,1.055,0,127.724,0.719,0.036,0,5.688,0.953,5,0.022,0,0.054,1.339,0.037,0.75,0.901,35.581,4,1,0,0,0.0,4.909,0.431,-0.022,-0.037,0,133.699,133.699,93.737,1,0.16,0.029,6.408,0.992,0,0.043,4.683,0,0.0,181.359,2,0,5.069,0,38.0,187.047,2.5,2.5,3.517,8.536,8.536,1.339,3.606,0.046,109.95,6.366,4.029,3.039,3.039,18.545,3.034
6.523,6,5,97.261,521.413,0.169,0.91,6,718.264,1.196,0.133,3,7.09,0.773,23,0.046,13,0.2,39.414,0.267,0.386,0.705,208.6,18,10,4,4,156.908,6.521,3.217,0.217,-0.195,2,580.343,580.343,341.748,10,0.208,0.239,7.393,4.803,7,-0.363,6.493,7,29.616,686.149,12,4,7.402,3,258.0,414.463,2.979,2.979,3.964,10.192,10.192,39.414,6.083,-0.052,572.006,7.27,4.161,3.234,3.234,53.688,3.298
5.485,1,2,19.472,132.591,-0.117,1.074,0,230.23,0.826,-0.082,0,5.878,0.883,7,0.021,0,0.044,1.339,0.034,0.65,0.885,69.116,5,1,0,0,0.0,6.312,0.896,-0.041,-0.123,0,201.527,201.527,150.623,2,0.155,-0.022,6.622,1.632,0,0.028,5.254,0,0.0,282.38,3,0,6.351,0,105.0,149.142,2.692,2.692,3.623,8.53,8.53,1.339,4.301,0.05,241.25,6.612,3.917,2.939,2.939,10.253,3.032
5.478,6,4,88.635,492.141,0.181,0.884,6,700.306,1.224,0.176,3,6.993,0.841,22,0.049,12,0.224,39.414,0.205,0.364,0.71,190.353,16,9,4,4,324.173,6.522,3.198,0.209,-0.207,2,537.66,537.66,329.176,9,0.209,0.209,7.345,4.546,7,-0.368,6.493,7,30.042,644.269,12,4,7.402,3,258.0,371.42,2.998,2.998,3.991,10.313,10.313,39.414,6.325,-0.036,556.031,7.196,4.287,3.294,3.294,57.478,3.442
5.644,6,3,79.627,726.989,0.112,0.908,6,813.022,1.218,0.063,3,8.083,0.937,22,0.047,10,0.196,35.623,0.062,0.431,0.953,230.522,16,8,2,2,372.716,7.411,3.395,0.11,0.012,2,542.423,572.343,415.758,8,0.205,0.083,7.385,5.741,6,-0.28,7.411,6,25.654,786.725,10,4,7.442,3,325.0,354.129,3.123,3.123,4.102,10.921,10.921,35.623,6.557,-0.017,707.88,7.355,4.174,3.243,3.243,53.12,3.277
5.001,4,2,51.091,363.924,0.042,1.036,3,565.926,1.24,0.053,2,6.795,0.836,20,0.035,8,0.116,29.56,0.213,0.574,0.642,135.48,12,5,3,3,492.331,7.406,3.017,0.133,-0.166,1,421.661,421.661,263.284,5,0.195,0.23,7.239,4.175,8,-0.24,6.494,8,40.747,538.248,9,1,7.411,1,170.0,253.979,2.875,2.875,3.813,9.402,9.402,86.342,5.788,-0.019,462.982,7.146,4.181,3.251,3.251,63.079,3.141
7.523,6,3,80.054,453.841,0.156,0.938,6,647.6,1.184,0.161,3,7.012,0.831,21,0.044,12,0.172,39.414,0.239,0.449,0.647,181.004,18,8,4,4,355.698,6.5,3.107,0.198,-0.205,2,494.977,494.977,309.885,8,0.209,0.231,7.353,4.456,7,-0.346,6.489,7,30.786,657.808,12,4,7.402,3,257.0,338.213,2.997,2.997,3.989,10.312,10.312,129.798,6.164,-0.017,519.771,7.286,4.162,3.237,3.237,54.148,3.277
6.854,6,4,79.98,428.537,0.201,0.879,6,629.485,1.124,0.185,3,7.006,0.738,21,0.039,12,0.172,39.414,0.308,0.49,0.669,183.997,20,7,4,4,506.581,6.496,3.17,0.233,-0.251,2,494.977,494.977,307.699,7,0.194,0.294,7.364,4.339,7,-0.383,6.476,7,31.23,635.244,12,4,7.402,5,226.0,318.951,3.005,3.005,3.995,10.315,10.315,39.414,6.205,-0.052,561.861,7.301,4.169,3.244,3.244,52.402,3.276
5.469,3,2,46.303,289.457,0.107,0.862,1,345.235,0.919,-0.024,1,6.079,0.75,11,0.039,3,0.182,11.101,0.205,0.458,1.072,109.222,6,5,1,1,72.935,6.4,1.429,0.005,-0.292,0,301.422,301.422,189.163,5,0.211,0.2,6.545,2.099,2,-0.245,6.344,2,8.859,293.691,4,2,6.437,3,86.0,214.197,2.188,2.188,3.176,6.455,6.455,11.101,4.183,-0.072,260.809,6.298,3.864,2.876,2.876,26.176,2.993
6.658,6,3,69.584,436.37,0.2,0.899,6,650.14,1.145,0.19,3,6.995,0.753,21,0.044,12,0.182,39.414,0.302,0.458,0.681,179.826,19,7,4,4,348.071,7.402,3.133,0.224,-0.252,2,477.438,477.438,305.721,7,0.202,0.273,7.352,4.322,7,-0.391,6.495,7,30.849,640.398,12,4,7.411,4,226.0,295.53,2.995,2.995,3.983,10.216,10.216,39.414,6.124,-0.033,536.386,7.278,4.159,3.231,3.231,53.495,3.276
5.0,6,5,96.971,529.542,0.157,0.909,6,730.796,1.186,0.144,3,7.02,0.811,23,0.048,12,0.2,39.414,0.219,0.386,0.705,209.017,17,10,4,4,157.754,6.536,3.217,0.217,-0.193,2,580.343,580.343,339.926,10,0.209,0.207,7.371,4.703,7,-0.363,6.493,7,29.527,639.899,12,5,7.402,4,257.0,414.104,2.993,2.993,3.985,10.275,10.275,39.414,6.083,-0.022,580.877,7.196,4.159,3.231,3.231,53.979,3.277
7.097,6,3,69.839,410.925,0.222,0.882,6,610.844,1.175,0.215,3,6.967,0.745,20,0.045,12,0.178,39.414,0.31,0.458,0.676,172.115,19,7,4,4,348.071,6.495,3.082,0.196,-0.244,2,452.293,452.293,301.321,7,0.207,0.288,7.317,4.077,7,-0.369,6.449,7,31.131,605.538,12,4,7.402,4,226.0,295.53,2.995,2.995,3.982,10.216,10.216,84.606,6.124,-0.035,523.079,7.253,4.151,3.231,3.231,53.575,3.276
4.616,2,2,19.738,150.019,-0.127,1.093,0,224.728,0.825,-0.073,0,5.913,0.881,9,0.023,0,0.084,2.678,0.014,0.619,0.797,82.663,8,2,0,0,0.0,6.313,1.199,0.096,-0.133,0,228.108,228.108,200.632,2,0.165,-0.033,6.729,1.909,0,-0.075,6.311,1,4.897,301.034,4,0,6.999,0,131.0,189.577,2.733,2.733,3.684,8.583,8.583,2.678,4.743,0.0,295.998,6.762,4.2,3.244,3.244,15.179,3.084
5.6,5,3,57.194,361.765,0.192,0.78,4,416.354,1.156,0.199,2,6.679,0.822,13,0.058,6,0.227,19.059,0.166,0.355,0.772,141.173,11,6,1,1,103.33,6.4,1.92,0.257,-0.036,1,340.594,340.594,245.203,6,0.277,0.244,6.842,2.637,3,-0.246,6.351,3,13.565,363.164,6,1,6.435,1,177.0,252.576,2.729,2.729,3.685,8.902,8.902,64.251,5.523,-0.051,291.018,6.648,4.14,3.196,3.196,31.441,3.159
5.401,6,3,57.14,355.81,0.189,0.848,5,526.409,1.021,0.163,3,6.793,0.734,18,0.055,12,0.253,39.414,0.308,0.324,0.585,156.43,15,6,4,4,116.902,6.494,2.566,0.31,-0.33,2,398.61,398.61,247.532,6,0.227,0.283,7.154,3.203,6,-0.467,6.4,6,24.174,487.272,12,3,7.402,2,180.0,243.37,2.771,2.771,3.731,9.094,9.094,39.414,5.788,-0.122,394.203,6.984,4.159,3.23,3.23,36.438,3.274
7.155,7,4,64.725,357.002,0.308,0.704,6,487.716,1.024,0.312,3,6.819,0.606,17,0.054,11,0.253,32.703,0.414,0.333,0.628,163.927,16,7,4,4,112.445,6.437,2.362,0.238,-0.339,2,403.675,403.675,255.38,7,0.231,0.402,7.119,3.112,5,-0.427,6.4,5,19.873,459.794,11,4,6.495,3,179.0,280.502,2.769,2.769,3.713,8.92,8.92,77.895,5.701,-0.05,347.745,6.956,4.156,3.226,3.226,31.728,3.255
5.839,5,3,56.057,332.344,0.109,0.852,4,474.694,1.03,0.132,2,6.548,0.728,15,0.041,7,0.254,22.85,0.251,0.367,0.704,138.455,12,6,3,3,98.12,6.437,2.091,0.206,-0.296,1,368.582,368.582,232.402,6,0.21,0.278,6.954,2.709,4,-0.399,6.399,4,16.61,430.694,8,1,6.493,1,152.0,243.37,2.736,2.736,3.733,8.975,8.975,22.85,5.292,-0.062,339.087,6.745,4.109,3.113,3.113,29.511,3.386
5.544,0,0,37.308,222.472,0.036,0.965,1,217.362,0.895,0.027,0,5.067,1.025,8,0.032,0,0.106,1.248,-0.102,0.524,1.409,72.558,2,4,0,0,60.995,6.23,0.928,-0.203,-0.143,0,241.183,241.183,138.12,4,0.197,-0.068,6.014,1.389,1,-0.085,4.58,1,5.286,232.867,1,0,6.4,0,53.0,170.355,1.864,1.864,2.838,5.455,5.455,1.248,3.391,0.02,133.763,6.12,3.724,2.767,2.767,25.807,2.975
6.0,5,3,55.447,326.214,0.145,0.803,4,407.308,0.924,0.176,2,6.46,0.669,14,0.045,6,0.223,20.955,0.299,0.379,0.837,138.046,10,6,2,2,94.82,6.437,1.837,0.131,-0.311,1,361.66,361.66,219.145,6,0.216,0.328,6.849,2.418,3,-0.329,6.4,3,12.342,383.439,7,1,6.495,1,129.0,260.805,2.725,2.725,3.709,8.882,8.882,20.955,5.05,-0.012,273.683,6.629,4.103,3.109,3.109,27.08,3.117
4.524,2,2,18.988,169.342,-0.107,1.015,0,226.69,0.744,-0.086,0,5.855,0.926,7,0.021,0,0.056,1.339,-0.056,0.625,0.913,75.192,5,1,0,0,0.0,6.351,0.737,0.001,-0.121,0,201.527,216.487,154.64,2,0.153,-0.067,6.522,1.678,0,0.074,6.312,0,0.0,277.641,3,0,6.999,0,86.0,149.142,2.496,2.496,3.514,8.519,8.519,1.339,4.0,0.093,282.001,6.45,3.993,3.008,3.008,13.779,3.033
5.699,3,2,45.777,320.982,-0.085,1.028,1,376.076,0.92,-0.094,1,6.17,0.857,12,0.028,3,0.173,12.997,0.079,0.423,0.816,128.268,8,5,2,2,80.611,6.437,1.675,0.104,-0.154,0,308.343,323.304,205.096,5,0.187,0.114,6.612,2.363,3,-0.355,6.4,3,12.805,338.101,5,1,6.494,2,106.0,196.762,2.395,2.395,3.355,7.603,7.603,12.997,4.359,0.061,270.855,6.309,3.859,2.887,2.887,23.778,2.999
4.222,0,0,0.0,34.627,-0.033,1.07,0,127.65,0.809,-0.056,0,4.785,1.733,4,0.044,0,0.113,11.615,-0.286,0.6,0.741,23.532,0,0,0,0,0.0,4.693,0.547,0.241,-0.031,0,88.626,88.626,75.578,0,0.229,-0.194,6.392,0.744,0,-0.146,4.02,0,0.0,99.721,0,0,4.693,0,65.0,125.33,2.38,2.38,3.377,6.333,6.333,11.615,4.583,0.11,27.589,6.209,3.765,2.81,2.81,35.511,3.194
5.699,5,3,55.534,316.948,0.157,0.807,4,437.58,0.997,0.184,2,6.557,0.712,16,0.039,7,0.212,22.85,0.261,0.355,0.681,141.029,12,6,3,3,101.026,6.437,2.21,0.229,-0.245,1,379.582,379.582,236.681,6,0.204,0.289,6.943,2.926,5,-0.417,6.4,5,21.239,404.578,8,1,6.495,1,155.0,233.894,2.734,2.734,3.731,8.97,8.97,22.85,5.196,0.006,319.933,6.747,4.105,3.111,3.111,29.526,3.104
5.523,5,3,55.628,321.145,0.025,0.952,4,427.778,1.005,0.077,2,6.561,0.63,16,0.038,7,0.212,22.85,0.352,0.355,0.683,140.918,13,6,3,3,99.401,6.437,2.209,0.227,-0.328,1,379.582,379.582,236.354,6,0.204,0.342,6.976,2.941,5,-0.417,6.4,5,21.381,445.988,8,1,6.495,1,155.0,243.37,2.732,2.732,3.728,8.97,8.97,22.85,5.196,-0.055,332.248,6.809,4.107,3.113,3.113,29.788,3.105
4.222,0,0,0.0,48.031,-0.129,1.301,0,122.652,0.866,-0.163,0,4.922,1.731,4,0.043,0,0.099,11.615,-0.225,0.529,0.863,28.482,0,0,0,0,0.0,4.699,0.505,0.121,-0.004,0,88.626,88.626,78.858,0,0.221,-0.113,6.494,0.758,0,-0.131,4.69,0,0.0,139.049,0,0,4.705,0,73.0,144.282,2.38,2.38,3.378,6.355,6.355,11.615,5.0,0.068,105.952,6.499,3.773,2.82,2.82,40.372,3.21
4.222,0,0,0.0,23.962,0.063,1.132,0,84.857,0.732,0.128,0,4.667,1.755,3,0.038,0,0.066,5.807,-0.214,0.68,0.856,13.579,0,0,0,0,66.974,4.009,0.293,0.098,-0.034,0,69.458,69.458,41.32,0,0.215,-0.183,6.084,0.348,0,-0.056,3.813,0,0.0,114.065,0,0,4.605,0,26.0,106.392,1.885,1.885,2.838,5.502,5.502,37.085,3.808,0.009,47.896,6.078,3.53,2.557,2.557,22.738,3.025
7.799,5,3,56.346,331.674,0.068,0.931,4,485.509,1.039,0.083,2,6.502,0.661,14,0.042,7,0.251,22.85,0.301,0.4,0.706,139.486,11,6,3,3,90.967,6.437,2.002,0.193,-0.25,1,357.582,357.582,239.294,6,0.213,0.284,6.931,2.598,3,-0.361,6.4,3,11.736,447.175,8,1,6.494,1,129.0,243.37,2.732,2.732,3.73,8.972,8.972,22.85,5.339,-0.094,320.311,6.741,4.107,3.11,3.11,29.923,3.432
5.0,1,1,9.82,58.203,0.038,1.082,0,122.984,0.742,0.047,0,5.704,0.897,5,0.022,0,0.048,1.339,0.073,0.778,0.881,32.423,4,1,0,0,0.0,4.969,0.414,-0.015,-0.036,0,133.699,133.699,91.833,1,0.159,0.048,6.474,0.957,0,0.047,4.686,0,0.0,170.712,2,0,5.07,0,38.0,206.0,2.606,2.606,3.601,8.596,8.596,1.339,3.742,0.05,113.317,6.426,4.068,3.07,3.07,20.614,3.065
6.092,3,2,35.981,228.104,-0.266,1.167,0,300.712,0.876,-0.272,1,6.045,0.76,11,0.033,3,0.182,12.997,0.198,0.458,0.799,96.985,6,4,2,2,74.311,6.346,1.558,0.108,-0.268,0,265.66,265.66,170.964,4,0.201,0.272,6.491,1.848,3,-0.382,6.23,3,13.275,235.716,5,0,6.437,0,70.0,163.555,2.153,2.153,3.138,6.211,6.211,12.997,4.243,0.029,183.648,5.819,3.845,2.851,2.851,25.935,2.9
5.721,5,3,57.268,276.575,0.077,0.923,4,429.477,1.059,0.135,2,6.491,0.638,12,0.036,7,0.223,22.85,0.33,0.455,0.673,131.101,13,6,3,3,171.736,6.351,2.006,0.199,-0.224,1,307.292,307.292,235.812,6,0.205,0.345,6.916,2.502,3,-0.355,6.34,3,11.974,383.169,8,1,6.4,2,129.0,266.791,2.736,2.736,3.732,9.288,9.288,22.85,5.431,-0.089,306.689,6.712,4.132,3.195,3.195,25.895,3.432
6.706,5,3,57.389,250.743,0.111,0.874,4,412.49,1.035,0.179,2,6.471,0.66,12,0.037,7,0.226,22.85,0.319,0.455,0.653,114.617,13,6,3,3,171.008,6.351,2.063,0.236,-0.201,1,307.292,307.292,233.904,6,0.204,0.347,6.903,2.307,3,-0.369,6.34,3,12.039,368.352,8,1,6.4,2,111.0,233.894,2.736,2.736,3.732,9.39,9.39,22.85,5.477,-0.108,269.83,6.725,4.126,3.182,3.182,32.885,3.432
5.0,0,0,46.123,208.963,0.243,0.737,2,294.511,0.79,0.279,0,5.978,1.135,12,0.031,1,0.179,5.821,-0.266,0.375,0.88,131.948,2,4,1,1,0.0,6.468,1.467,0.058,-0.219,1,336.095,336.095,259.471,4,0.196,-0.22,6.477,1.669,1,-0.235,6.437,1,4.301,322.108,6,0,6.999,0,163.0,183.563,2.454,2.454,3.419,7.724,7.724,5.821,5.196,-0.012,227.053,6.805,4.16,3.2,3.2,15.442,3.111
5.432,0,0,37.451,148.339,0.039,0.959,1,149.596,0.811,0.084,0,5.525,1.061,7,0.022,0,0.097,3.143,-0.154,0.609,0.939,67.627,4,4,1,1,107.771,4.856,1.114,0.008,-0.03,0,197.815,197.815,134.835,4,0.162,-0.165,5.908,1.403,2,-0.257,4.572,2,9.731,166.123,2,0,5.271,1,40.0,192.528,1.899,1.899,2.826,5.867,5.867,3.143,3.464,0.05,102.845,6.024,3.931,2.988,2.988,20.436,3.035
