pXC50,CATS2D_08_AL,CATS2D_07_AL,CATS2D_05_AA,Eig02_EA.dm.,CATS2D_06_AL,P_VSA_e_3,SpAD_EA.dm.,SM02_EA.dm.,ATS6m,ATSC7p,ATS7v,C.008,ATS7p,Eig03_EA.dm.,C.040,P_VSA_s_6,SsOH,X5sol,MAXDP,P_VSA_s_5,SssNH,CATS2D_05_DA,Eig04_EA.dm.,ATSC6s,CATS2D_07_DD,Hy,nHAcc,P_VSA_m_3,P_VSA_v_2,SAacc,SAdon,SdssC,NssNH,NsOH,MATS5s,CATS2D_09_DD,GATS2p,CATS2D_05_DL,H.050,MLOGP,nHDon,nO,PHI,Uindex,X3v,CATS2D_07_DL,ATSC8i,SpMin4_Bh.p.,SpMax2_Bh.v.,C.005,CATS2D_02_PL,ATSC1i,ATSC8s,CATS2D_02_DA,CATS2D_03_DA,CATS2D_03_DD,CATS2D_03_DL,CATS2D_04_DL,CATS2D_06_DA,CATS2D_06_DD,CATS2D_08_DA,CATS2D_08_DL,CATS2D_09_DA,CATS2D_09_DL,CATS2D_09_DP,DLS_01
5.999,17,25,12,2.341,19,247.801,58.931,4.541,5.613,50.686,5.581,12,5.643,2.341,13,683.222,49.306,19.926,8.041,178.882,22.742,13,2.024,684.864,3,14.181,30,540.301,788.102,771.316,458.093,-13.818,9,5,0.156,11,1.246,19,21,-5.945,19,18,33.593,267.032,16.731,18,7.442,1.987,3.902,0,2,2.671,996.509,12,12,10,23,17,15,12,13,23,15,27,2,0.25
8.9,24,25,8,2.341,16,208.655,40.355,4.171,5.561,53.778,5.598,8,5.685,2.009,9,420.149,29.81,18.566,8.004,142.861,19.102,9,1.997,443.026,3,9.47,21,354.354,563.01,546.224,336.705,-8.992,7,3,0.145,9,1.088,17,15,-3.245,15,12,23.797,183.361,17.399,22,8.2,1.973,3.898,0,2,2.205,793.152,9,8,8,22,19,8,9,12,21,12,29,2,0.25
8.9,24,25,8,2.341,16,208.655,40.355,4.171,5.561,53.778,5.598,8,5.685,2.009,9,420.149,29.81,18.566,8.004,142.861,19.102,9,1.997,443.026,3,9.47,21,354.354,563.01,546.224,336.705,-8.992,7,3,0.145,9,1.088,17,15,-3.245,15,12,23.797,183.361,17.399,22,8.2,1.973,3.898,0,2,2.205,793.152,9,8,8,22,19,8,9,12,21,12,29,2,0.25
8.602,17,25,12,2.341,19,247.801,58.931,4.541,5.613,50.686,5.581,12,5.643,2.341,13,683.222,49.306,19.926,8.041,178.882,22.742,13,2.024,684.864,3,14.181,30,540.301,788.102,771.316,458.093,-13.818,9,5,0.156,11,1.246,19,21,-5.945,19,18,33.593,267.032,16.731,18,7.442,1.987,3.902,0,2,2.671,996.509,12,12,10,23,17,15,12,13,23,15,27,2,0.25
7.9,20,21,8,2.341,16,208.655,40.355,4.171,5.496,47.289,5.506,8,5.579,2.009,9,420.149,29.602,17.338,7.849,142.861,18.863,9,1.997,425.767,3,9.539,21,354.354,563.01,546.224,336.705,-8.933,7,3,0.16,9,1.152,17,15,-3.55,15,12,23.823,175.652,15.887,18,7.473,1.973,3.895,0,2,2.128,735.257,9,8,8,20,17,8,9,12,19,12,27,2,0.25
8.569,16,24,11,2.341,19,247.801,54.249,4.445,5.563,49.436,5.536,12,5.608,2.024,12,615.394,39.316,19.164,8.006,178.882,23.357,11,2.009,584.988,3,13.378,28,472.472,720.273,703.488,415.41,-11.128,9,4,0.142,11,1.232,19,20,-5.534,18,16,32.406,253.395,16.471,17,7.18,1.985,3.901,0,2,2.637,865.66,11,12,10,23,17,14,12,11,22,14,27,2,0.25
5.6,8,5,2,1.891,5,42.27,13.972,2.867,3.913,13.06,4.053,2,4.22,0.916,2,61.29,0.0,5.579,5.657,36.022,5.918,1,0.86,83.081,0,0.193,7,61.29,103.56,103.56,36.022,-0.245,2,0,0.142,0,1.043,5,2,1.636,2,3,10.788,73.579,5.368,2,1.558,1.811,3.713,2,0,0.986,52.321,2,2,1,2,3,1,0,0,1,1,2,0,1.0
7.9,20,21,8,2.341,16,208.655,40.355,4.171,5.496,47.289,5.506,8,5.579,2.009,9,420.149,29.602,17.338,7.849,142.861,18.863,9,1.997,425.767,3,9.539,21,354.354,563.01,546.224,336.705,-8.933,7,3,0.16,9,1.152,17,15,-3.55,15,12,23.823,175.652,15.887,18,7.473,1.973,3.895,0,2,2.128,735.257,9,8,8,20,17,8,9,12,19,12,27,2,0.25
8.481,18,24,12,2.341,20,247.801,58.931,4.541,5.563,48.237,5.537,11,5.596,2.341,13,640.539,38.66,19.41,8.024,178.882,22.942,12,2.024,631.297,2,13.353,29,497.617,745.418,728.633,415.41,-13.188,9,4,0.158,10,1.238,20,20,-5.436,18,17,32.761,257.742,16.414,16,7.166,1.98,3.901,0,2,2.625,927.737,12,12,9,22,17,15,11,13,24,14,26,2,0.25
8.0,16,17,8,2.341,16,241.552,40.355,4.171,5.435,43.293,5.407,8,5.481,2.009,9,410.363,19.339,17.042,7.789,142.861,18.729,9,1.997,377.482,3,10.491,21,311.671,553.223,536.438,326.919,-8.75,7,2,0.193,9,1.218,17,16,-3.86,16,11,23.887,168.081,14.482,14,6.722,1.97,3.895,0,4,2.087,645.484,9,8,8,18,15,8,9,12,19,12,23,2,0.25
5.5,6,10,1,0.8,10,6.249,6.592,2.157,4.25,20.11,4.355,1,4.535,0.555,1,25.145,0.0,8.858,6.568,0.0,0.0,0,0.0,46.114,0,-0.867,3,25.145,31.394,31.394,0.0,0.335,0,0,0.001,0,0.963,0,0,4.66,0,1,6.825,45.488,8.401,0,2.232,1.771,3.913,0,0,0.913,53.372,0,0,0,0,0,0,0,0,0,0,0,0,0.75
7.276,13,20,11,2.341,14,229.79,54.557,4.468,5.486,44.204,5.437,11,5.503,2.341,12,658.077,49.038,17.298,7.724,160.872,19.836,12,2.024,648.973,3,13.686,28,515.156,744.946,728.161,440.083,-12.848,8,5,0.144,10,1.254,14,20,-6.107,18,17,30.443,255.922,14.815,14,6.32,1.974,3.882,0,2,2.371,929.692,11,11,9,21,14,14,11,12,17,14,21,2,0.25
6.633,18,27,12,2.341,20,247.801,58.931,4.541,5.571,47.767,5.557,12,5.61,2.341,13,644.659,49.224,19.494,8.005,178.882,22.735,13,2.024,670.474,3,13.318,30,540.301,788.102,771.316,458.093,-13.659,9,5,0.154,11,1.26,20,20,-5.945,19,18,32.542,262.464,16.302,19,7.208,1.988,3.902,0,2,2.643,975.406,12,12,10,24,17,15,12,13,23,15,28,2,0.25
9.04,16,18,8,2.009,16,193.769,39.706,4.132,5.437,43.774,5.412,8,5.487,1.998,9,344.568,20.028,17.623,7.81,160.872,21.704,8,1.981,350.124,3,7.878,20,311.671,505.44,488.654,279.135,-7.162,8,2,0.184,9,1.21,17,13,-1.222,13,11,22.384,147.781,15.02,15,6.752,1.966,3.893,0,1,2.072,625.367,9,8,8,18,16,8,9,11,19,12,23,1,0.25
5.85,5,5,0,0.86,8,21.135,8.26,2.306,3.874,12.117,4.021,1,4.152,0.8,1,36.145,0.0,6.399,5.682,18.011,3.256,0,0.561,55.231,0,-0.439,4,36.145,57.28,57.28,18.011,0.081,1,0,0.104,0,0.895,4,1,3.833,1,2,7.537,52.4,5.176,1,1.61,1.778,3.862,3,0,0.797,62.987,1,0,0,3,3,0,0,1,0,0,0,0,1.0
8.523,16,17,8,2.341,16,208.655,40.355,4.171,5.295,37.875,5.279,8,5.346,2.009,9,497.276,28.761,15.055,7.756,142.861,18.187,9,1.997,403.192,2,11.386,21,354.354,563.01,546.224,336.705,-8.641,7,3,0.184,8,1.224,17,17,-3.468,15,12,25.564,197.576,12.56,14,5.646,1.966,3.89,0,2,2.043,658.808,9,8,8,18,15,8,9,10,19,8,23,2,0.25
8.745,17,23,12,2.341,19,247.801,54.249,4.445,5.574,49.394,5.55,12,5.614,2.024,12,615.394,40.109,19.213,8.019,178.882,22.909,12,2.009,587.689,3,13.415,28,472.472,720.273,703.488,415.41,-12.049,9,4,0.173,10,1.228,19,20,-3.461,18,16,31.718,248.44,16.139,17,7.202,1.982,3.901,0,2,2.598,939.252,11,12,10,21,16,13,11,13,23,12,26,2,0.25
5.6,8,4,1,0.916,5,24.259,7.614,1.972,3.813,10.119,3.863,1,3.991,0.86,1,45.652,0.0,6.832,5.578,18.011,3.12,0,0.8,53.086,0,-0.393,6,45.652,69.912,69.912,18.011,-0.14,1,0,-0.021,0,0.952,3,1,2.225,1,3,7.28,49.976,5.605,2,1.27,1.868,3.868,2,0,0.881,31.021,1,2,0,1,1,0,0,0,0,1,0,0,1.0
6.714,14,22,12,2.341,15,247.801,58.931,4.541,5.526,46.046,5.476,12,5.544,2.341,13,640.539,38.986,17.784,7.801,178.882,22.418,13,2.024,655.288,2,13.538,29,497.617,745.418,728.633,415.41,-13.518,9,4,0.154,11,1.251,14,20,-6.239,18,17,32.381,276.692,15.474,15,6.532,1.987,3.88,0,2,2.507,949.089,12,12,10,20,13,15,12,12,19,14,24,2,0.25
5.0,18,16,6,2.341,17,193.769,37.775,4.086,5.486,47.8,5.447,8,5.548,2.006,8,352.32,19.522,17.732,8.055,124.85,17.077,9,1.986,344.827,2,7.96,19,286.526,480.295,463.509,276.011,-6.68,6,2,0.15,5,1.212,14,13,-2.671,13,10,21.504,138.207,15.88,15,7.163,1.974,3.904,0,2,2.089,536.915,9,7,6,15,15,6,6,10,17,7,25,1,0.25
6.88,15,14,8,2.341,14,208.655,40.355,4.171,5.398,42.341,5.376,8,5.457,2.009,9,420.149,29.238,15.948,7.642,142.861,18.551,9,1.997,407.143,3,9.722,21,354.354,563.01,546.224,336.705,-8.727,7,3,0.174,9,1.227,15,15,-4.138,15,12,24.297,183.494,13.864,13,6.534,1.963,3.877,0,2,2.02,662.095,9,8,8,18,15,8,9,12,17,12,20,2,0.25
6.81,20,21,8,2.341,16,208.655,40.355,4.171,5.502,48.076,5.516,8,5.598,2.009,9,420.149,29.597,17.326,7.946,142.861,19.143,9,1.997,424.251,3,9.539,21,354.354,563.01,546.224,336.705,-8.615,7,3,0.162,9,1.185,17,15,-3.354,15,12,24.584,175.635,16.898,18,7.605,1.971,3.884,0,2,2.206,740.069,9,8,8,20,17,8,9,12,21,12,25,2,0.25
6.93,4,0,0,1.659,5,39.146,13.962,3.301,3.886,9.457,3.803,1,3.898,0.8,0,109.174,0.0,4.951,5.306,36.022,5.422,0,0.564,82.014,0,0.304,7,70.025,109.171,109.171,36.022,-0.492,2,0,-0.078,0,0.83,4,2,4.185,2,1,7.397,58.387,4.165,0,1.206,1.686,3.845,2,0,0.878,174.766,2,0,0,4,7,1,0,0,1,0,0,0,0.75
9.6,16,17,8,2.341,16,208.655,40.355,4.171,5.435,43.212,5.405,8,5.477,2.009,9,420.149,29.357,17.042,7.778,142.861,18.618,9,1.997,390.933,3,9.61,21,354.354,563.01,546.224,336.705,-8.875,7,3,0.183,9,1.221,17,15,-3.86,15,12,23.887,168.081,14.439,14,6.681,1.966,3.891,0,2,2.051,666.412,9,8,8,18,15,8,9,12,19,12,23,2,0.25
8.62,17,21,10,2.341,17,229.79,49.872,4.365,5.494,46.087,5.472,11,5.538,2.018,11,590.249,39.492,18.1,7.972,160.872,20.578,11,2.008,537.06,3,12.687,26,447.328,677.118,660.332,397.399,-10.948,8,4,0.15,9,1.226,19,19,-2.927,17,15,29.665,226.114,15.484,17,6.694,1.971,3.898,0,1,2.453,856.514,10,11,9,20,16,11,10,12,21,11,25,2,0.25
7.13,17,18,8,2.341,17,208.655,43.228,4.233,5.445,43.588,5.417,8,5.487,2.009,10,445.294,28.904,17.227,7.808,142.861,18.49,9,1.997,402.826,2,9.552,22,379.499,588.154,571.369,336.705,-10.329,7,3,0.153,10,1.209,17,15,-3.627,15,13,24.428,175.692,14.704,15,6.764,1.971,3.907,0,2,2.077,672.02,10,8,8,18,16,8,9,12,19,13,24,2,0.25
4.83,15,24,12,2.341,18,214.904,58.931,4.541,5.556,47.634,5.503,12,5.564,2.341,13,650.325,49.052,19.165,7.783,178.882,22.341,13,2.024,657.597,2,12.54,29,540.301,755.205,738.419,425.196,-13.831,9,5,0.158,10,1.226,18,19,-5.723,17,18,30.894,248.964,15.903,16,6.767,1.987,3.899,0,1,2.515,941.552,12,12,10,21,14,15,11,12,22,15,23,1,0.25
8.721,16,22,11,2.341,18,262.687,58.158,4.534,5.573,47.535,5.53,12,5.589,2.341,13,683.222,48.83,18.801,7.999,196.893,24.594,14,2.011,680.895,4,15.156,30,540.301,802.988,786.203,476.104,-14.288,10,5,0.171,13,1.258,19,22,-5.837,20,18,34.511,303.105,15.661,18,7.069,1.996,3.897,0,2,2.598,975.38,13,11,12,23,17,14,14,13,21,15,27,2,0.25
8.495,15,25,12,2.341,19,247.801,58.931,4.541,5.594,49.419,5.552,12,5.61,2.341,13,683.222,48.879,19.578,7.993,178.882,22.518,13,2.024,662.278,3,14.255,30,540.301,788.102,771.316,458.093,-13.871,9,5,0.182,11,1.251,19,21,-6.229,19,18,32.721,257.777,16.23,18,7.169,1.987,3.9,0,2,2.594,996.885,12,12,10,21,15,15,12,13,23,15,25,2,0.25
6.58,16,17,7,2.009,16,208.655,35.673,4.03,5.419,43.375,5.399,8,5.484,1.997,8,352.32,19.979,16.573,7.775,142.861,19.305,7,1.978,347.929,3,8.819,19,286.526,495.181,478.396,294.022,-6.437,7,2,0.175,9,1.234,17,14,-1.0,14,10,23.493,157.015,15.132,14,6.751,1.969,3.881,0,2,2.095,584.683,8,8,8,18,15,8,9,10,19,12,23,2,0.25
6.8,11,11,1,0.835,12,9.373,8.332,2.318,4.249,20.077,4.42,1,4.587,0.8,1,25.145,0.0,8.372,6.672,0.0,0.0,0,0.543,49.004,0,-0.871,4,25.145,34.518,34.518,0.0,0.246,0,0,-0.046,0,0.98,0,0,4.24,0,1,6.87,47.605,7.517,0,2.423,1.79,3.913,1,0,0.968,62.454,0,0,0,0,0,0,0,0,0,0,0,0,0.75
9.1,17,25,12,2.341,19,247.801,58.931,4.541,5.718,56.076,5.676,12,5.742,2.341,13,606.095,50.204,21.912,8.132,178.882,23.192,13,2.024,675.54,4,12.416,30,540.301,788.102,771.316,458.093,-14.279,9,5,0.155,12,1.243,19,19,-5.945,19,18,31.911,232.141,18.61,18,8.496,1.987,3.903,0,2,2.683,1000.31,12,12,10,23,17,15,12,15,23,19,27,2,0.25
5.5,7,9,1,0.835,11,9.373,8.332,2.318,4.144,17.849,4.305,1,4.475,0.8,1,25.145,0.0,6.715,6.409,0.0,0.0,0,0.543,48.753,0,-0.853,4,25.145,34.518,34.518,0.0,0.251,0,0,-0.052,0,1.024,0,0,3.594,0,1,6.76,44.301,6.54,0,2.105,1.751,3.827,1,0,0.894,51.752,0,0,0,0,0,0,0,0,0,0,0,0,1.0
6.4,19,21,8,2.341,15,208.655,40.355,4.171,5.487,46.564,5.481,8,5.558,2.009,9,420.149,29.516,17.259,7.835,142.861,18.741,9,1.997,434.846,2,9.574,21,354.354,563.01,546.224,336.705,-8.995,7,3,0.159,9,1.145,16,15,-3.704,15,12,23.171,171.861,15.637,17,7.298,1.964,3.894,0,2,2.09,711.997,9,8,8,20,15,9,9,11,22,13,25,2,0.25
5.885,12,21,12,2.341,17,231.015,58.931,4.541,5.502,45.294,5.452,12,5.523,2.341,13,683.222,48.811,16.798,7.22,162.097,22.075,13,2.024,673.488,3,13.617,30,540.301,771.316,771.316,441.308,-13.708,9,5,0.148,10,1.275,17,20,-6.203,18,18,33.669,326.459,14.751,13,6.305,1.968,3.85,0,2,2.424,977.747,12,12,10,19,14,14,11,13,18,14,21,2,0.25
5.76,6,5,0,0.8,6,21.135,7.145,2.249,3.771,11.26,3.953,1,4.089,0.586,1,25.145,0.0,5.853,5.58,18.011,3.236,0,0.198,48.17,0,-0.446,3,25.145,46.28,46.28,18.011,0.063,1,0,0.04,0,0.928,4,1,3.954,1,1,6.165,44.073,4.584,1,1.461,1.738,3.852,2,0,0.703,48.778,1,0,0,3,4,0,0,0,0,0,0,0,1.0
5.7,9,6,3,1.058,7,59.056,12.022,2.623,4.134,15.184,4.281,2,4.411,0.916,2,78.075,0.0,7.005,6.076,36.022,6.083,2,0.86,84.87,0,0.148,8,61.29,120.345,120.345,36.022,-0.37,2,0,0.133,0,1.012,5,2,1.727,2,3,11.179,74.2,6.238,2,2.037,1.903,3.8,2,0,1.106,75.386,2,2,1,4,3,1,0,1,1,1,2,0,1.0
5.1,2,1,0,0.4,2,84.479,4.572,1.953,3.136,4.417,3.016,0,3.139,0.0,1,74.828,0.0,4.911,3.771,34.796,3.165,0,0.0,25.291,0,1.986,4,25.145,109.624,92.838,67.693,-0.321,1,0,-0.099,0,1.063,2,4,1.097,4,1,3.093,27.756,3.081,1,0.463,1.466,3.585,0,1,0.526,25.641,2,0,0,3,3,1,0,1,2,0,2,0,1.0
5.9,4,6,1,0.86,4,6.249,8.821,2.403,3.902,13.635,3.948,1,4.121,0.8,1,75.293,0.0,7.724,6.101,0.0,0.0,0,0.625,33.416,0,-0.76,4,36.145,42.393,42.393,0.0,0.252,0,0,-0.027,0,0.861,0,0,2.904,0,2,6.016,37.96,6.725,0,1.37,1.677,3.753,0,0,0.726,48.187,0,0,0,0,0,0,0,0,0,0,0,0,1.0
5.8,0,0,0,0.0,1,51.582,0.8,0.278,2.686,3.969,2.493,0,2.78,0.0,0,16.786,0.0,4.623,1.388,34.796,3.298,0,0.0,13.634,0,0.39,2,0.0,51.582,34.796,34.796,0.0,1,0,-0.277,0,0.965,2,2,2.102,2,0,2.205,21.592,2.761,0,0.244,1.349,3.577,0,0,0.448,7.48,1,0,0,3,3,0,0,0,0,0,0,0,1.0
8.78,17,21,7,2.009,15,208.655,35.673,4.03,5.466,45.872,5.451,8,5.536,1.997,8,352.32,20.03,16.781,7.779,142.861,19.141,7,1.978,388.884,2,8.784,19,286.526,495.181,478.396,294.022,-6.851,7,2,0.15,9,1.128,16,14,-1.042,14,10,22.018,160.687,15.319,17,7.116,1.964,3.893,0,2,2.055,628.665,8,8,8,20,15,9,9,9,20,13,25,2,0.25
8.523,16,15,3,1.975,14,27.384,20.109,3.281,4.452,20.108,4.514,1,4.627,1.907,3,97.435,0.0,10.643,6.79,18.011,2.79,0,0.939,90.392,0,-0.408,9,97.435,124.818,124.818,18.011,-0.485,1,0,0.107,0,0.875,1,1,2.32,1,5,9.392,68.676,8.041,2,2.527,1.896,3.909,1,0,1.141,118.943,1,0,0,2,1,0,0,0,1,0,0,0,0.75
5.1,2,2,1,0.8,3,36.695,3.32,1.235,3.197,6.361,3.103,0,3.305,0.0,0,27.785,0.0,5.234,1.638,16.786,0.0,0,0.0,19.17,0,-0.301,3,11.0,47.695,30.91,16.786,0.0,0,0,-0.025,0,0.722,0,1,1.814,1,1,3.299,27.622,3.389,0,0.475,1.555,3.59,2,0,0.539,15.081,0,0,0,2,1,0,0,0,0,0,0,0,1.0
6.201,12,10,1,0.86,9,9.373,10.589,2.499,4.294,18.199,4.319,1,4.461,0.858,1,114.442,0.0,8.459,6.405,0.0,0.0,0,0.8,60.951,0,-0.794,5,36.145,45.518,45.518,0.0,0.031,0,0,0.017,0,0.754,0,0,4.107,0,2,8.955,59.178,7.254,0,2.061,1.872,3.859,2,0,0.904,83.333,0,0,0,0,0,0,0,0,0,0,0,0,0.75
8.19,22,24,7,2.009,18,208.655,35.673,4.03,5.55,51.32,5.56,8,5.642,1.997,8,352.32,20.276,20.175,8.241,142.861,19.637,7,1.978,390.108,3,8.442,19,286.526,495.181,478.396,294.022,-6.841,7,2,0.156,9,1.111,21,14,0.289,14,10,23.646,159.792,17.762,23,8.081,2.015,4.032,0,2,2.312,650.929,8,8,8,21,20,8,9,10,24,12,28,2,0.25
6.201,14,12,3,1.975,10,9.373,15.997,3.023,4.488,17.938,4.387,1,4.494,0.939,2,150.587,0.0,10.433,6.652,0.0,0.0,0,0.86,96.46,0,-0.758,7,72.29,81.663,81.663,0.0,-0.503,0,0,0.162,0,0.788,0,0,3.368,0,4,8.559,58.747,7.759,0,2.152,1.873,3.886,1,0,0.921,106.134,0,0,0,0,0,0,0,0,0,0,0,0,0.75
8.523,16,13,1,0.98,10,42.27,12.548,2.646,4.511,21.5,4.531,1,4.664,0.86,2,172.484,0.0,8.95,6.734,0.0,0.0,0,0.858,82.674,0,0.124,7,61.29,103.56,103.56,32.897,-0.447,0,0,-0.008,0,0.797,1,2,3.741,2,3,10.875,72.935,8.188,2,2.503,1.792,3.864,2,1,1.061,114.962,1,0,0,2,2,0,0,0,2,0,1,0,0.75
7.886,14,12,3,1.975,10,9.373,15.997,3.023,4.488,17.938,4.387,1,4.494,0.939,2,150.587,0.0,10.433,6.652,0.0,0.0,0,0.86,96.46,0,-0.758,7,72.29,81.663,81.663,0.0,-0.503,0,0,0.162,0,0.788,0,0,3.368,0,4,8.559,58.747,7.759,0,2.152,1.873,3.886,1,0,0.921,106.134,0,0,0,0,0,0,0,0,0,0,0,0,0.75
7.796,14,12,3,1.975,10,9.373,15.997,3.023,4.488,17.938,4.387,1,4.494,0.939,2,150.587,0.0,10.433,6.652,0.0,0.0,0,0.86,96.46,0,-0.758,7,72.29,81.663,81.663,0.0,-0.503,0,0,0.162,0,0.788,0,0,3.368,0,4,8.559,58.747,7.759,0,2.152,1.873,3.886,1,0,0.921,106.134,0,0,0,0,0,0,0,0,0,0,0,0,0.75
8.301,13,13,3,1.975,12,9.373,17.717,3.092,4.546,18.991,4.447,1,4.554,0.939,2,161.587,0.0,10.89,6.709,0.0,0.0,0,0.86,101.241,0,-0.745,8,83.29,92.662,92.662,0.0,-0.526,0,0,0.161,0,0.746,0,0,2.807,0,5,9.306,63.574,8.055,0,2.275,1.879,3.886,2,0,0.973,111.504,0,0,0,0,0,0,0,0,0,0,0,0,0.75
9.523,15,13,1,1.99,11,73.329,15.652,3.197,4.486,19.133,4.439,1,4.569,0.98,3,192.544,0.0,8.992,6.585,16.602,0.0,0,0.839,108.213,0,0.136,7,50.29,123.619,123.619,32.897,-0.579,0,0,0.023,0,0.837,2,2,3.484,2,2,9.878,70.074,7.862,2,2.247,1.785,3.864,1,1,0.994,116.791,1,0,0,2,2,0,0,0,1,0,0,0,0.75
8.523,9,4,2,1.058,7,103.111,11.222,2.575,4.649,21.16,4.408,3,4.583,0.916,2,61.29,0.0,10.685,6.319,99.986,9.611,1,0.86,88.413,0,0.731,7,61.29,118.446,118.446,54.032,-0.287,3,0,0.118,0,0.897,6,3,3.527,3,3,10.296,64.221,9.314,5,2.212,1.947,3.894,0,0,1.138,61.612,2,2,1,4,4,1,0,0,5,1,4,0,0.75
5.523,4,6,2,0.916,5,24.259,7.614,1.972,3.93,11.359,3.915,1,4.061,0.86,1,114.442,0.0,6.317,5.49,18.011,3.101,0,0.8,54.474,0,-0.349,5,36.145,60.404,60.404,18.011,-0.117,1,0,0.021,0,0.804,2,1,3.61,1,2,8.69,55.713,5.851,1,1.237,1.781,3.849,2,0,0.817,38.577,1,1,0,2,1,0,0,1,1,0,0,0,1.0
5.0,3,4,1,0.916,7,24.259,7.614,1.972,3.981,12.397,3.978,1,4.138,0.86,1,114.442,0.0,6.445,5.523,18.011,3.106,0,0.8,59.632,0,-0.349,5,36.145,60.404,60.404,18.011,-0.12,1,0,0.034,0,0.804,2,1,3.61,1,2,8.69,55.55,5.902,2,1.385,1.781,3.85,2,0,0.817,37.792,1,1,0,2,1,0,0,0,1,0,1,0,1.0
6.638,9,7,1,0.916,5,70.213,8.192,2.045,4.512,19.075,4.199,2,4.4,0.916,1,114.442,0.0,9.862,5.621,63.965,3.125,0,0.86,60.733,0,-0.4,5,36.145,60.404,60.404,18.011,-0.12,1,0,0.011,0,0.831,2,1,5.03,1,2,9.549,59.697,8.628,1,1.456,1.914,3.861,0,0,0.947,46.547,1,1,0,2,1,0,0,0,1,1,0,0,0.5
8.0,2,2,1,0.86,4,85.1,6.237,1.792,4.327,14.297,4.001,2,4.193,0.8,1,114.442,0.0,8.07,5.51,81.976,6.478,0,0.4,50.967,0,0.208,5,36.145,75.291,75.291,36.022,-0.108,2,0,0.029,0,0.84,2,2,4.115,2,2,8.625,52.374,7.441,5,1.209,1.783,3.863,0,0,0.829,39.527,1,1,0,2,1,0,0,0,2,0,2,0,0.75
7.377,2,2,1,0.86,3,39.146,6.237,1.792,3.944,12.59,3.927,2,4.104,0.8,1,114.442,0.0,7.279,5.478,36.022,6.474,0,0.4,48.894,0,0.193,5,36.145,75.291,75.291,36.022,-0.102,2,0,0.055,0,0.973,2,2,3.814,2,2,7.992,49.968,6.757,4,1.197,1.785,3.855,0,0,0.84,37.147,1,1,0,2,1,0,0,0,3,0,1,0,1.0
6.456,5,5,1,0.916,5,70.213,7.614,1.972,4.003,10.815,3.815,1,3.979,0.86,1,36.145,0.0,6.111,5.398,63.965,3.157,0,0.8,43.825,0,-0.371,5,36.145,60.404,60.404,18.011,0.0,1,0,-0.11,0,0.8,1,1,3.239,1,2,8.397,53.021,5.591,2,1.178,1.784,3.845,2,0,0.829,29.725,1,1,0,2,2,0,0,0,0,1,0,0,1.0
7.215,6,5,1,0.916,4,70.213,7.614,1.972,4.24,13.011,3.94,1,4.119,0.86,1,114.442,0.0,6.956,5.503,63.965,3.1,0,0.8,58.186,0,-0.329,5,36.145,60.404,60.404,18.011,-0.121,1,0,0.01,0,0.693,2,1,3.915,1,2,9.346,58.744,6.558,1,1.132,1.781,3.858,2,0,0.808,38.328,1,1,0,2,1,0,0,0,1,1,0,0,0.75
6.0,4,3,1,0.916,6,70.213,7.614,1.972,4.281,13.253,4.011,1,4.184,0.86,1,114.442,0.0,7.329,5.527,63.965,3.109,0,0.8,53.779,0,-0.341,5,36.145,60.404,60.404,18.011,-0.117,1,0,-0.015,0,0.781,2,1,4.115,1,2,8.625,52.34,7.414,1,1.215,1.781,3.858,0,0,0.831,40.298,1,1,0,2,1,0,0,0,1,1,0,0,0.75
6.967,5,3,1,0.916,6,24.259,7.614,1.972,4.003,13.459,3.979,2,4.16,0.86,1,114.442,0.0,7.162,5.525,18.011,3.116,0,0.8,52.105,0,-0.361,5,36.145,60.404,60.404,18.011,-0.111,1,0,-0.003,0,0.828,2,1,3.814,1,2,7.32,49.863,6.816,2,1.289,1.782,3.863,1,0,0.842,41.908,1,1,0,2,1,0,0,0,1,1,0,0,1.0
6.301,6,4,0,0.916,4,24.259,7.614,1.972,3.915,12.143,3.912,1,4.083,0.86,1,114.442,0.0,6.86,5.468,18.011,3.118,0,0.8,65.151,0,-0.361,5,36.145,60.404,60.404,18.011,-0.099,1,0,0.057,0,0.833,1,1,3.814,1,2,9.326,58.898,6.192,2,1.234,1.885,3.85,2,0,0.855,41.119,1,0,0,2,1,0,0,0,2,0,0,0,1.0
5.0,5,4,0,0.916,4,24.259,7.614,1.972,3.799,10.652,3.787,0,3.949,0.86,1,114.442,0.0,5.681,5.163,18.011,2.917,0,0.8,63.634,0,-0.349,5,36.145,60.404,60.404,18.011,-0.141,1,0,0.085,0,0.765,1,1,4.002,1,2,10.791,70.068,5.317,2,1.157,1.849,3.849,3,0,0.827,47.546,1,0,0,2,1,0,0,0,2,0,0,0,1.0
7.208,2,2,1,0.86,3,39.146,6.237,1.792,4.045,12.693,3.955,2,4.1,0.8,1,129.402,0.0,7.279,6.506,36.022,6.344,0,0.4,79.849,0,0.208,6,51.105,90.251,90.251,36.022,-0.151,2,0,-0.054,0,0.973,2,2,3.915,2,2,8.163,52.374,6.821,4,1.376,1.786,3.858,0,0,0.906,66.75,1,1,0,2,1,0,0,0,2,0,1,0,1.0
