pXC50,IDE,MSD,AECC,IAC,TIC0,HVcpx,SAdon,VAR,SpMax5_Bh.e.,nROH,NsOH,SsOH,SpMax5_Bh.i.,P_VSA_v_2,ATS8e,TIC4,TIC5,TIC3,RBN,TPSA.Tot.,X1v,Sp,ATS3e,SpMax5_Bh.v.,ATS2i,CATS2D_07_NL,CATS2D_01_AN,CATS2D_01_DN,SAacc,SAtot,ECC,SpMin3_Bh.s.,X1Per,ATS2s,P_VSA_e_5,ATS7p,P_VSA_m_3,P_VSA_p_2,VvdwMG,Vx,Eta_epsi,X1MulPer,SpMax8_Bh.i.,SpMax4_Bh.p.,S1K,P_VSA_p_1,SpMin3_Bh.i.,SpMax6_Bh.e.,SpMax6_Bh.v.,ATS8i,TIC1,VvdwZAZ,nFuranes,LLS_01,Sv,CSI,ATS1m,MATS2s,UNIP,ATSC2e,ATS5e,nCsp3,ATS6i,SpMax6_Bh.i.,ATS8p
6.658,3.828,7.486,12.966,77.587,77.587,3.638,42.683,132.0,3.531,1,1,8.859,3.561,109.888,4.413,268.158,270.158,264.158,7,98.56,10.314,36.392,4.764,3.376,4.67,0,1,1,109.888,548.884,376.0,1.036,7.569,5.67,78.828,3.864,78.828,109.888,216.519,520.066,30.167,9.057,3.026,3.411,21.082,258.964,1.534,3.186,3.045,4.574,185.12,380.82,0,0.17,34.148,780.0,3.658,0.196,131.0,0.172,4.805,6,5.05,3.254,3.838
5.495,3.828,7.486,12.966,77.587,77.587,3.638,42.683,132.0,3.528,1,1,8.859,3.558,109.888,4.394,270.158,270.158,268.158,7,98.56,10.365,36.392,4.763,3.375,4.67,0,1,1,109.888,548.884,376.0,1.04,7.557,5.67,78.828,3.855,78.828,109.888,216.519,520.066,30.167,9.037,3.026,3.411,21.082,258.964,1.542,3.186,3.043,4.557,188.714,380.82,0,0.17,34.148,780.0,3.658,0.199,131.0,0.176,4.82,6,5.04,3.254,3.818
7.523,4.052,8.646,15.161,87.926,87.926,3.859,60.694,156.0,3.562,1,1,8.866,3.606,131.955,4.6,310.904,310.904,298.904,8,88.25,10.989,39.279,5.022,3.392,4.904,2,1,1,131.955,576.908,470.0,1.231,8.83,5.784,77.562,3.869,77.562,131.955,227.03,545.714,33.9,10.584,3.018,3.526,21.578,317.82,1.663,3.484,3.289,4.814,212.948,394.53,0,0.17,37.057,1006.0,3.685,0.247,160.0,0.262,4.971,10,5.101,3.522,3.806
7.244,4.057,8.695,15.219,89.172,89.172,3.868,60.694,158.0,3.567,1,1,9.0,3.6,131.955,4.637,317.775,317.775,304.265,6,88.25,11.651,40.279,5.108,3.386,4.947,2,1,1,131.955,566.433,487.0,1.165,9.363,5.807,77.562,3.872,77.562,131.955,229.229,551.08,34.6,11.348,3.17,3.644,21.21,317.82,1.724,3.395,3.17,4.839,213.555,399.47,0,0.17,38.057,1078.0,3.734,0.231,167.0,0.262,5.044,11,5.064,3.417,3.797
6.409,3.956,8.262,14.125,93.108,93.108,3.719,60.694,158.0,3.424,1,1,8.942,3.444,141.719,4.495,282.009,282.009,279.254,7,86.8,11.043,36.966,4.903,3.203,4.793,2,1,1,141.719,541.135,452.0,1.127,8.115,6.247,78.828,3.781,123.708,96.839,218.575,525.083,35.31,9.916,2.952,3.643,22.817,280.302,1.648,3.319,3.069,4.678,202.351,391.95,0,0.17,35.824,971.0,3.799,0.407,162.0,0.938,4.921,7,5.097,3.361,3.662
6.886,3.882,7.909,13.419,89.303,89.303,3.657,60.694,140.0,3.341,1,1,9.115,3.376,141.719,4.387,262.539,262.539,259.784,6,86.8,10.569,35.205,4.839,3.105,4.73,0,1,1,141.719,515.058,416.0,1.098,7.73,6.226,78.828,3.683,123.708,96.839,208.983,501.678,34.01,9.461,2.946,3.614,21.853,256.76,1.589,3.23,2.983,4.568,190.1,374.65,0,0.17,34.298,897.0,3.772,0.399,150.0,0.947,4.817,6,5.003,3.241,3.562
7.824,3.88,7.732,13.6,82.741,82.741,3.701,42.683,142.0,3.524,1,1,8.837,3.55,156.004,4.5,283.315,283.315,281.315,8,109.24,9.775,35.449,4.793,3.331,4.721,0,1,1,156.004,551.936,408.0,1.075,7.816,5.752,88.562,3.811,88.562,156.004,213.381,512.409,32.167,9.336,3.216,3.452,21.551,258.964,1.598,3.186,3.034,4.695,200.56,375.8,0,0.17,34.191,845.0,3.633,0.206,139.0,0.298,4.839,7,4.97,3.254,3.699
6.854,3.985,8.289,14.467,84.544,84.544,3.798,60.694,142.0,3.533,1,1,8.975,3.577,131.955,4.517,290.965,290.965,282.965,7,88.25,10.462,37.517,4.963,3.356,4.849,2,1,1,131.955,550.403,434.0,1.164,8.397,5.753,77.562,3.778,77.562,131.955,217.438,522.309,32.6,10.055,3.009,3.525,20.616,294.278,1.649,3.392,3.165,4.708,204.988,377.23,0,0.17,35.53,932.0,3.656,0.24,149.0,0.257,4.906,9,4.993,3.416,3.707
6.523,3.985,8.289,14.467,84.544,84.544,3.798,60.694,142.0,3.533,1,1,8.975,3.577,131.955,4.517,290.965,290.965,282.965,7,88.25,10.462,37.517,4.963,3.356,4.849,2,1,1,131.955,550.403,434.0,1.164,8.397,5.753,77.562,3.778,77.562,131.955,217.438,522.309,32.6,10.055,3.009,3.525,20.616,294.278,1.649,3.392,3.165,4.708,204.988,377.23,0,0.17,35.53,932.0,3.656,0.24,149.0,0.257,4.906,9,4.993,3.416,3.707
8.509,3.939,8.097,13.875,91.517,91.517,3.72,42.683,162.0,3.523,1,1,8.81,3.548,200.884,4.383,263.928,263.928,261.928,7,109.24,9.515,33.5,4.765,3.326,4.689,0,1,1,200.884,534.36,444.0,0.984,7.515,6.252,88.562,3.675,133.443,156.004,207.383,497.774,35.41,9.117,3.103,3.405,23.315,244.989,1.51,3.186,3.034,4.539,202.365,376.71,0,0.17,33.815,915.0,3.718,0.384,155.0,1.091,4.775,6,4.956,3.254,3.608
7.357,3.923,8.0,13.774,87.317,87.317,3.704,42.683,152.0,3.512,1,1,8.797,3.542,200.884,4.345,245.556,245.556,243.556,7,109.24,9.055,31.739,4.68,3.279,4.62,0,1,1,200.884,506.585,427.0,0.984,7.155,6.236,88.562,3.586,133.443,156.004,197.79,474.369,34.11,8.702,3.022,3.313,22.337,221.447,1.508,3.186,3.034,4.505,190.762,359.41,0,0.17,32.288,882.0,3.689,0.385,148.0,1.111,4.725,5,4.85,3.254,3.558
5.0,3.828,7.486,12.966,80.324,80.324,3.638,59.346,132.0,3.527,1,1,8.834,3.569,159.999,4.414,263.029,263.029,261.029,7,111.89,9.323,34.239,4.743,3.341,4.682,0,1,1,143.336,527.162,376.0,1.026,7.434,5.722,78.828,3.726,78.828,159.999,206.586,495.831,30.8,8.884,3.021,3.41,20.575,235.422,1.523,3.186,3.04,4.607,196.971,360.71,0,0.17,32.971,780.0,3.595,0.202,131.0,0.262,4.787,6,5.026,3.254,3.66
6.699,3.828,7.486,12.966,80.389,80.389,3.638,42.683,132.0,3.517,1,1,8.85,3.548,126.673,4.401,263.029,263.029,261.029,7,111.45,10.174,35.637,4.735,3.362,4.658,0,1,1,126.673,543.564,376.0,1.032,7.451,5.679,78.828,3.815,78.828,126.673,213.721,513.239,30.267,8.914,3.02,3.411,21.018,247.193,1.531,3.186,3.045,4.569,192.829,374.52,0,0.17,33.642,780.0,3.665,0.192,131.0,0.195,4.768,6,5.009,3.254,3.787
5.495,3.828,7.486,12.966,77.587,77.587,3.638,42.683,132.0,3.527,1,1,8.858,3.553,109.888,4.434,270.158,270.158,268.158,7,98.56,10.365,36.392,4.763,3.374,4.67,1,1,1,109.888,548.884,376.0,1.039,7.557,5.67,78.828,3.838,78.828,109.888,216.519,520.066,30.167,9.037,3.017,3.41,21.082,258.964,1.545,3.186,3.045,4.604,188.714,380.82,0,0.17,34.148,780.0,3.658,0.199,131.0,0.176,4.819,6,5.068,3.254,3.845
6.824,3.828,7.486,12.966,81.351,81.351,3.638,42.683,132.0,3.51,1,1,8.825,3.556,161.408,4.359,255.928,255.928,255.928,7,113.92,9.2,33.483,4.724,3.313,4.668,0,1,1,159.754,525.814,376.0,1.026,7.336,5.726,78.828,3.668,78.828,161.408,203.788,489.003,30.9,8.76,3.023,3.406,20.512,235.422,1.522,3.186,3.028,4.544,191.87,354.41,0,0.17,32.466,780.0,3.607,0.216,131.0,0.305,4.746,6,4.945,3.254,3.613
6.276,3.815,7.411,12.893,80.643,80.643,3.625,42.683,124.0,3.503,1,1,8.8,3.536,139.905,4.361,248.856,248.856,246.856,7,85.45,8.952,32.381,4.718,3.303,4.652,0,1,1,139.905,499.093,361.0,1.018,7.11,5.76,88.562,3.604,103.522,124.944,194.455,466.229,30.881,8.524,3.009,3.408,20.031,250.382,1.523,3.183,3.002,4.526,182.798,341.55,0,0.17,31.553,751.0,3.586,0.175,124.0,0.366,4.734,6,4.898,3.254,3.558
9.523,4.09,8.893,15.29,90.483,90.483,3.851,42.683,158.0,3.53,1,1,8.94,3.571,161.949,4.403,252.539,252.539,244.539,7,79.46,9.809,33.807,4.803,3.322,4.752,2,1,1,161.949,501.556,474.0,1.133,7.757,6.226,77.562,3.65,122.443,117.069,201.848,484.269,34.543,9.496,2.962,3.454,21.39,268.531,1.745,3.225,2.998,4.574,192.485,360.84,0,0.17,33.627,1015.0,3.714,0.416,164.0,1.02,4.692,7,4.788,3.241,3.587
8.7,3.934,8.031,13.84,85.806,85.806,3.689,107.161,137.0,3.5,2,2,17.495,3.527,145.346,4.568,290.965,290.965,281.455,13,111.82,10.455,35.142,4.941,3.32,4.851,2,2,2,145.346,568.991,346.0,1.113,7.216,5.972,112.448,3.813,112.448,145.346,207.961,499.186,31.133,8.537,2.95,3.544,22.301,329.591,1.667,3.227,3.04,4.838,180.926,363.56,0,0.0,31.948,673.0,3.681,0.582,119.0,0.797,4.902,12,5.139,3.296,3.656
5.0,3.44,5.957,10.115,67.231,67.231,3.287,0.0,96.0,3.201,0,0,0.0,3.243,90.997,3.919,163.995,169.995,150.485,3,67.16,8.498,27.495,4.369,2.937,4.355,0,0,0,90.997,383.376,263.0,0.714,6.135,6.04,9.734,3.406,54.614,46.116,166.488,397.99,26.676,7.459,2.882,3.323,16.836,174.362,1.504,2.854,2.753,4.078,107.133,285.33,0,0.5,27.255,574.0,3.622,0.478,92.0,0.784,4.358,1,4.451,2.925,3.285
7.481,3.844,7.561,13.04,86.573,86.573,3.637,125.172,134.0,3.505,2,2,17.697,3.545,170.58,4.671,292.457,296.457,278.457,12,122.46,10.813,34.932,4.96,3.331,4.818,2,1,2,170.58,555.53,326.0,1.243,7.348,5.874,119.672,3.872,119.672,170.58,207.832,498.87,30.467,8.725,3.012,3.44,22.016,306.049,1.703,3.245,3.062,4.944,182.698,363.13,0,0.0,31.728,633.0,3.649,0.36,110.0,0.472,4.879,11,5.102,3.331,3.819
7.387,3.946,8.178,14.031,91.786,91.786,3.698,42.683,164.0,3.349,1,1,8.914,3.385,141.793,4.468,262.539,262.539,259.784,7,78.01,10.638,35.142,4.786,3.12,4.728,1,1,1,141.793,516.454,449.0,1.101,7.741,6.259,78.828,3.738,138.669,81.952,210.181,504.601,35.524,9.492,2.967,3.666,22.754,271.72,1.737,3.237,2.991,4.638,192.951,380.72,0,0.17,34.681,966.0,3.809,0.336,159.0,1.067,4.766,6,4.999,3.259,3.584
7.46,3.841,7.572,13.033,80.258,80.258,3.653,42.683,129.0,3.529,1,1,9.135,3.575,156.004,4.393,265.029,265.029,263.029,6,109.24,9.757,34.688,4.748,3.347,4.681,0,1,1,156.004,523.324,391.0,1.025,7.744,5.735,88.562,3.725,88.562,156.004,205.987,494.369,31.567,9.321,3.078,3.429,20.131,235.422,1.522,3.181,3.031,4.556,196.971,363.44,0,0.17,33.665,839.0,3.655,0.205,137.0,0.305,4.789,7,4.946,3.244,3.65
8.409,3.852,7.686,13.156,95.136,95.136,3.635,42.683,148.0,3.532,1,1,8.977,3.569,169.825,4.482,284.2,284.2,282.2,7,85.45,10.001,35.779,4.847,3.332,4.811,0,1,1,169.825,560.67,421.0,1.034,7.899,6.281,88.562,3.793,133.443,124.944,216.036,518.887,36.51,9.489,3.194,3.42,23.811,303.845,1.569,3.288,3.051,4.652,206.691,388.29,0,0.17,35.373,867.0,3.724,0.444,149.0,1.054,4.989,8,5.17,3.331,3.682
8.292,3.853,7.683,13.156,92.544,92.544,3.636,42.683,147.0,3.544,1,1,9.117,3.591,169.825,4.432,274.56,274.56,272.56,6,85.45,10.1,35.017,4.802,3.348,4.775,0,1,1,169.825,528.303,421.0,1.031,7.956,6.267,88.562,3.756,133.443,124.944,208.642,500.847,35.91,9.655,3.078,3.429,22.353,280.302,1.522,3.284,3.044,4.591,203.747,375.93,0,0.17,34.847,897.0,3.744,0.436,149.0,1.056,4.889,8,5.099,3.33,3.658
7.991,3.907,7.855,13.778,90.753,90.753,3.682,134.958,159.0,3.516,3,3,27.361,3.567,162.143,4.803,321.02,325.02,303.02,12,108.83,11.615,37.904,5.076,3.351,4.951,2,2,2,162.143,596.389,372.0,1.219,8.156,6.007,144.132,3.977,144.132,162.143,219.753,527.957,33.133,9.766,3.077,3.605,22.548,353.133,1.59,3.279,3.074,5.053,191.157,385.8,0,0.0,34.475,751.0,3.754,0.457,123.0,0.815,5.112,14,5.321,3.326,3.891
7.284,3.931,7.993,13.8,86.786,86.786,3.707,125.172,137.0,3.493,2,2,17.203,3.503,177.501,4.515,272.009,276.009,258.009,12,131.69,10.201,33.625,4.877,3.302,4.78,2,2,2,177.501,542.862,345.0,1.069,7.063,5.978,126.593,3.74,126.593,177.501,202.236,485.216,30.633,8.376,2.942,3.445,21.977,282.506,1.59,3.249,3.065,4.779,184.061,354.62,0,0.0,30.916,671.0,3.675,0.463,118.0,0.801,4.813,10,5.024,3.334,3.655
5.794,4.134,9.216,15.72,93.314,93.314,3.901,125.172,144.0,3.52,2,2,17.098,3.545,177.501,4.8,266.896,291.386,239.967,17,131.69,11.129,36.671,5.055,3.325,4.967,1,2,2,177.501,607.962,393.0,1.228,7.889,5.993,126.593,3.831,126.593,177.501,218.412,524.684,33.033,9.303,3.132,3.494,24.714,376.675,1.612,3.397,3.211,5.103,157.386,385.8,0,0.0,33.023,742.0,3.667,0.458,139.0,0.859,4.982,16,5.275,3.461,3.765
5.398,3.815,7.42,12.929,75.587,75.587,3.635,42.683,116.0,3.438,1,1,8.936,3.457,113.945,4.417,259.668,259.668,248.648,5,76.22,9.857,34.75,4.866,3.237,4.746,0,1,1,113.945,499.232,362.0,1.108,7.921,5.676,77.562,3.656,77.562,113.945,201.051,482.326,29.9,9.531,3.165,3.398,18.739,270.735,1.724,3.142,2.964,4.609,174.755,348.93,0,0.17,32.982,786.0,3.586,0.256,125.0,0.225,4.858,8,4.886,3.216,3.63
7.638,3.957,8.252,14.129,89.303,89.303,3.711,42.683,159.0,3.349,1,1,8.93,3.385,126.833,4.444,254.539,254.539,251.784,7,78.01,10.533,35.205,4.768,3.119,4.722,2,1,1,126.833,513.62,438.0,1.11,7.68,6.214,78.828,3.745,123.708,81.952,208.983,501.678,34.01,9.391,2.951,3.667,21.853,268.531,1.739,3.233,2.989,4.624,183.571,374.65,0,0.17,34.298,945.0,3.776,0.409,155.0,0.974,4.736,6,4.99,3.255,3.589
7.301,4.09,8.895,15.313,94.35,94.35,3.855,60.694,158.0,3.53,1,1,8.953,3.569,176.836,4.501,280.009,280.009,272.009,7,88.25,10.319,35.569,4.933,3.324,4.821,2,1,1,176.836,529.071,490.0,1.164,8.192,6.259,77.562,3.708,122.443,131.955,211.44,507.674,35.843,10.021,2.961,3.448,22.353,280.302,1.649,3.393,3.162,4.689,206.989,378.14,0,0.17,35.153,1045.0,3.738,0.414,170.0,0.988,4.885,8,4.917,3.416,3.657
7.481,3.931,8.106,13.939,98.683,98.683,3.674,42.683,170.0,3.349,1,1,8.976,3.385,126.833,4.474,254.539,254.539,251.784,7,78.01,11.5,36.921,4.791,3.123,4.72,0,1,1,126.833,556.424,460.0,1.109,7.803,6.248,78.828,3.927,123.708,81.952,225.648,542.342,36.181,9.593,2.949,3.675,24.336,244.989,1.739,3.237,3.0,4.62,198.009,405.07,0,0.17,35.953,987.0,3.899,0.389,162.0,1.083,4.774,6,4.987,3.255,3.738
7.523,4.009,8.461,14.625,91.945,91.945,3.814,60.694,158.0,3.561,1,1,8.972,3.593,146.915,4.583,305.763,305.763,300.253,6,88.25,11.283,38.455,5.059,3.378,4.898,2,1,1,146.915,543.618,468.0,1.211,9.029,5.852,77.562,3.791,92.523,131.955,220.835,530.598,34.814,10.997,2.979,3.632,21.148,297.467,1.62,3.41,3.199,4.768,211.463,388.24,0,0.17,36.913,1036.0,3.742,0.164,163.0,0.274,4.991,10,5.027,3.431,3.74
6.745,3.922,7.953,13.759,81.116,81.116,3.73,60.694,133.0,3.522,1,1,9.131,3.566,131.955,4.411,271.254,271.254,259.254,6,88.25,10.016,35.756,4.906,3.343,4.789,1,1,1,131.955,524.755,399.0,1.11,8.042,5.721,77.562,3.68,77.562,131.955,207.846,498.904,31.3,9.636,3.009,3.521,19.658,270.735,1.593,3.253,3.032,4.602,194.161,359.93,0,0.17,34.003,860.0,3.625,0.23,138.0,0.235,4.811,8,4.899,3.257,3.612
6.432,3.816,7.396,13.0,90.192,90.192,3.599,123.946,144.0,3.492,2,2,17.715,3.514,167.917,4.572,289.702,293.702,275.702,11,131.27,10.722,35.177,4.936,3.317,4.85,2,2,2,151.131,543.553,338.0,1.114,7.435,5.991,101.449,3.88,101.449,167.917,207.233,497.409,31.267,8.818,2.995,3.527,21.238,294.278,1.676,3.311,3.128,4.836,191.33,350.87,0,0.0,32.222,680.0,3.726,0.594,113.0,0.771,4.898,11,5.133,3.389,3.749
8.456,4.189,9.563,16.344,101.547,101.547,3.928,123.946,182.0,3.616,2,2,17.759,3.626,178.917,4.8,330.405,330.405,327.65,12,140.5,12.079,40.631,5.001,3.427,4.9,1,2,2,162.131,615.519,523.0,1.108,8.47,6.115,112.448,3.99,112.448,178.917,240.088,577.575,36.233,10.156,2.993,3.64,24.499,294.278,1.673,3.417,3.233,5.058,233.298,412.34,0,0.0,37.937,1093.0,3.896,0.54,184.0,0.816,5.0,8,5.213,3.457,3.911
8.538,4.133,9.256,15.667,96.446,96.446,3.868,125.172,156.0,3.544,2,2,17.483,3.525,188.501,4.656,308.321,308.321,305.566,12,140.92,11.259,38.08,4.961,3.344,4.837,2,2,2,188.501,603.476,470.0,1.099,7.818,6.098,137.593,3.912,137.593,188.501,228.426,549.12,34.9,9.354,2.964,3.535,24.387,282.506,1.657,3.313,3.13,4.914,215.904,401.43,0,0.17,35.63,955.0,3.831,0.439,170.0,0.85,4.895,8,5.161,3.377,3.756
7.152,4.263,10.104,17.235,102.081,102.081,4.005,125.172,184.0,3.553,2,2,17.556,3.569,188.501,4.673,333.814,333.814,325.059,11,140.92,12.33,42.08,5.012,3.365,4.876,2,2,2,188.501,642.683,586.0,1.102,8.655,6.165,137.593,4.002,137.593,188.501,250.62,603.272,37.7,10.389,3.052,3.718,25.951,282.506,1.763,3.499,3.334,4.903,229.549,439.45,0,0.0,39.63,1224.0,3.934,0.424,210.0,0.839,4.984,6,5.239,3.519,3.914
8.959,4.045,8.586,15.167,105.392,105.392,3.809,123.946,194.0,3.556,2,2,17.685,3.614,193.877,4.783,326.265,330.265,312.265,13,140.5,11.628,38.33,5.01,3.385,4.924,1,2,2,177.091,605.222,455.0,1.109,8.13,6.12,112.448,3.912,127.409,178.917,228.685,549.751,36.248,9.685,3.021,3.631,24.837,321.009,1.673,3.415,3.229,5.037,222.648,397.69,0,0.0,35.847,916.0,3.847,0.401,151.0,0.881,4.999,11,5.215,3.456,3.838
7.582,4.056,8.797,14.862,98.747,98.747,3.796,125.172,144.0,3.542,2,2,17.483,3.524,188.501,4.667,312.896,318.405,298.141,11,140.92,11.719,38.603,5.103,3.343,4.954,2,2,2,188.501,610.132,431.0,1.105,8.198,6.093,137.593,3.904,137.593,188.501,227.616,547.143,35.4,9.825,3.177,3.52,24.168,329.591,1.655,3.267,3.072,4.929,208.366,402.95,0,0.17,35.684,876.0,3.816,0.446,155.0,0.85,4.99,13,5.233,3.335,3.757
6.983,4.117,9.147,15.594,94.827,94.827,3.868,125.172,158.0,3.546,2,2,17.539,3.525,188.501,4.584,293.72,293.72,284.965,9,140.92,11.33,38.557,4.893,3.344,4.759,2,2,2,188.501,590.529,499.0,1.045,7.842,6.126,137.593,3.925,137.593,188.501,231.435,556.462,35.1,9.403,2.948,3.695,23.989,235.422,1.739,3.248,3.077,4.826,205.857,404.85,0,0.17,36.577,1042.0,3.887,0.419,179.0,0.845,4.857,4,5.064,3.291,3.733
6.684,4.25,9.963,17.114,103.387,103.387,3.999,123.946,193.0,3.633,2,2,17.817,3.635,178.917,4.801,335.814,335.814,321.549,10,140.5,12.651,42.87,4.995,3.434,4.884,1,2,2,162.131,628.649,599.0,1.103,8.892,6.162,112.448,4.048,112.448,178.917,252.689,608.322,37.733,10.702,2.971,3.713,25.179,270.735,1.754,3.432,3.255,5.037,231.121,433.06,0,0.0,40.41,1281.0,3.971,0.521,214.0,0.811,5.043,5,5.205,3.467,4.002
8.495,3.985,8.286,14.571,99.988,99.988,3.748,125.172,172.0,3.538,2,2,17.395,3.524,203.461,4.625,304.253,308.253,290.253,13,140.92,10.807,35.779,4.97,3.342,4.862,1,2,2,203.461,593.179,408.0,1.1,7.477,6.103,137.593,3.826,152.553,188.501,217.023,521.296,34.914,8.883,2.992,3.519,24.868,309.238,1.653,3.279,3.065,4.883,203.881,386.78,0,0.0,33.541,794.0,3.779,0.352,136.0,0.925,4.887,11,5.163,3.356,3.672
8.854,4.06,8.682,15.31,98.972,98.972,3.827,123.946,186.0,3.555,2,2,17.707,3.612,178.917,4.757,318.265,322.265,304.265,13,140.5,11.522,38.392,4.995,3.385,4.919,1,2,2,162.131,602.388,444.0,1.109,8.069,6.068,112.448,3.916,112.448,178.917,227.487,546.827,34.733,9.584,3.02,3.631,23.911,317.82,1.673,3.413,3.228,5.022,215.793,391.62,0,0.0,35.464,895.0,3.815,0.561,148.0,0.827,4.978,11,5.202,3.456,3.844
7.001,4.33,10.582,18.057,105.629,105.629,4.069,125.172,197.0,3.591,2,2,17.565,3.642,188.501,4.759,354.175,354.175,345.42,12,140.92,12.83,43.841,5.066,3.444,4.93,2,2,2,188.501,668.76,632.0,1.104,9.072,6.184,137.593,4.057,137.593,188.501,260.212,626.678,39.0,10.88,3.145,3.722,26.934,306.049,1.769,3.539,3.343,5.006,239.858,456.75,0,0.0,41.157,1320.0,3.957,0.426,227.0,0.836,5.041,7,5.28,3.523,3.943
6.914,4.192,9.626,16.424,98.483,98.483,3.939,125.172,171.0,3.548,2,2,17.548,3.528,188.501,4.657,313.659,313.659,304.904,10,140.92,11.83,40.318,4.955,3.346,4.819,2,2,2,188.501,616.606,542.0,1.077,8.24,6.145,137.593,3.974,137.593,188.501,241.028,579.867,36.4,9.899,2.955,3.71,24.97,258.964,1.754,3.393,3.23,4.889,216.918,422.15,0,0.0,38.104,1132.0,3.911,0.421,194.0,0.842,4.942,5,5.153,3.444,3.862
8.056,4.003,8.394,14.667,93.614,93.614,3.766,125.172,162.0,3.537,2,2,17.427,3.524,188.501,4.606,296.253,300.253,282.253,13,140.92,10.702,35.841,4.955,3.342,4.857,2,2,2,188.501,590.345,396.0,1.104,7.418,6.05,137.593,3.832,137.593,188.501,215.825,518.372,33.4,8.781,2.99,3.519,23.935,306.049,1.653,3.278,3.064,4.872,197.391,380.71,0,0.0,33.157,771.0,3.744,0.457,134.0,0.863,4.87,11,5.15,3.355,3.678
8.018,4.177,9.485,16.294,99.741,99.741,3.933,123.946,178.0,3.63,2,2,17.808,3.631,178.917,4.739,315.659,315.659,301.394,9,140.5,12.151,41.108,4.935,3.431,4.827,1,2,2,162.131,602.572,554.0,1.096,8.494,6.143,112.448,4.002,112.448,178.917,243.097,584.917,36.433,10.205,2.951,3.701,24.21,247.193,1.739,3.417,3.233,4.985,219.843,415.76,0,0.0,38.883,1186.0,3.948,0.52,199.0,0.813,4.966,4,5.121,3.456,3.893
7.361,4.056,8.797,14.862,92.882,92.882,3.796,125.172,144.0,3.54,2,2,17.466,3.524,188.501,4.542,288.457,288.457,285.702,11,140.92,10.759,36.318,4.901,3.343,4.777,2,2,2,188.501,577.399,431.0,1.063,7.402,6.077,137.593,3.835,137.593,188.501,218.834,525.714,33.6,8.864,2.948,3.52,23.396,258.964,1.655,3.213,3.017,4.792,207.293,384.13,0,0.17,34.104,876.0,3.805,0.438,155.0,0.854,4.83,7,5.09,3.272,3.681
6.342,4.036,8.669,14.774,91.105,91.105,3.796,125.172,145.0,3.544,2,2,17.53,3.524,188.501,4.389,274.009,274.009,259.254,8,140.92,10.892,36.796,4.846,3.344,4.691,2,2,2,188.501,564.453,458.0,1.038,7.501,6.106,137.593,3.805,137.593,188.501,221.843,533.056,33.8,8.995,2.946,3.662,23.01,211.88,1.708,3.151,2.957,4.603,190.188,387.55,0,0.17,35.05,957.0,3.863,0.439,165.0,0.808,4.779,3,5.053,3.205,3.616
7.893,4.116,9.105,15.516,97.998,97.998,3.858,123.946,168.0,3.584,2,2,17.743,3.616,178.917,4.702,310.321,310.321,307.566,11,140.5,11.579,38.87,4.943,3.416,4.844,1,2,2,162.131,589.442,481.0,1.1,8.053,6.095,112.448,3.919,112.448,178.917,230.496,554.169,34.933,9.666,2.951,3.639,23.519,270.735,1.673,3.412,3.228,4.953,224.467,395.04,0,0.17,36.41,1006.0,3.872,0.54,169.0,0.82,4.943,7,5.146,3.455,3.847
8.161,3.988,8.291,14.536,99.988,99.988,3.746,125.172,170.0,3.538,2,2,17.4,3.525,203.461,4.66,304.253,308.253,290.253,13,140.92,10.807,35.779,4.971,3.342,4.862,2,2,2,203.461,593.179,407.0,1.101,7.478,6.102,137.593,3.826,152.553,188.501,217.023,521.296,34.914,8.882,2.99,3.519,24.868,309.238,1.653,3.278,3.065,4.905,203.881,386.78,0,0.0,33.541,792.0,3.779,0.35,137.0,0.925,4.893,11,5.161,3.355,3.67
5.174,3.836,7.52,13.16,78.438,78.438,3.633,135.049,137.0,3.476,2,2,18.721,3.546,151.835,4.681,278.457,282.457,264.457,11,95.16,9.285,34.586,4.934,3.29,4.83,0,0,0,135.049,542.859,329.0,1.102,7.546,5.519,85.367,3.794,85.367,151.835,201.569,483.588,29.533,8.964,3.006,3.411,19.801,306.049,1.653,3.221,3.031,4.961,187.099,345.42,0,0.0,31.869,667.0,3.44,-0.065,111.0,0.184,4.921,11,4.987,3.309,3.74
7.77,3.986,8.277,14.621,98.972,98.972,3.761,166.63,182.0,3.526,3,3,27.323,3.583,210.6,4.811,321.02,325.02,307.02,13,151.5,11.553,38.392,5.013,3.36,4.912,1,2,2,193.815,609.36,424.0,1.121,8.115,6.062,144.132,3.97,144.132,210.6,227.487,546.827,34.733,9.667,3.013,3.622,23.911,306.049,1.671,3.427,3.234,5.081,220.907,391.62,0,0.0,35.464,853.0,3.808,0.441,141.0,0.818,5.043,11,5.217,3.461,3.901
7.796,3.986,8.277,14.621,102.582,102.582,3.761,166.63,182.0,3.52,3,3,28.131,3.576,190.337,4.807,321.02,325.02,307.02,13,166.52,12.648,39.586,5.008,3.374,4.904,0,0,0,173.551,627.112,424.0,1.122,8.115,5.934,123.869,4.031,123.869,190.337,234.621,564.236,34.233,9.667,3.012,3.628,24.323,306.049,1.675,3.416,3.254,5.077,220.907,401.34,0,0.17,35.936,853.0,3.882,0.347,141.0,0.568,5.038,11,5.204,3.437,3.934
