pXC50,P_VSA_e_5,P_VSA_m_3,MATS1e,CATS2D_04_AP,CATS2D_06_AN,P_VSA_p_2,SAacc,O.,CATS2D_02_DA,CATS2D_05_DP,CATS2D_05_PP,nPO4,O.056,P.117,P_VSA_MR_3,SdsssP,ATSC1e,CATS2D_01_AN,CATS2D_08_DD,Eig03_AEA.ri.,nO,CATS2D_08_AN,NsOH,SpMax7_Bh.s.,SpMax6_Bh.s.,P_VSA_v_2,Eta_epsi_A,IC1,ATSC2e,CATS2D_01_DN,CATS2D_02_DD,CATS2D_06_DN,NdsssP,nP,CATS2D_08_PN,nROH,SsssCH,nOHs,CATS2D_08_DP,nC..N.N2,ATSC1s,SaasN,nN.,nCconj,TPSA.NO.,CATS2D_02_AP,Eig03_EA.ri.,ATSC3e,CATS2D_09_DP,CATS2D_03_AP,Eta_betaS_A,Psi_i_s,TPSA.Tot.,P_VSA_s_6,SpMax5_Bh.s.,GATS1e,CATS2D_09_AP,CATS2D_09_DA,nHet,P_VSA_p_4,SAdon,IC3,P_VSA_LogP_3,Eig03_EA,SM11_AEA.bo.,CATS2D_07_DD,H.050,Hy,nHDon
4.194,45.879,45.879,0.094,0,0,85.385,85.385,6.4,0,0,0,0,0,0,0.0,0.0,0.068,0,0,3.462,3,0,0,3.847,4.229,85.385,0.596,3.289,0.253,0,0,0,0,0,0,0,-0.019,0,0,0,8.446,0.0,0,0,68.46,0,2.38,0.528,0,0,0.644,58.667,68.46,82.261,4.322,0.683,0,0,6,0.0,0.0,4.469,94.762,2.515,2.515,0,0,-0.76,0
4.194,0.0,0.0,0.134,0,0,6.249,6.249,0.0,0,0,0,0,0,0,0.0,0.0,0.041,0,0,3.037,0,0,0,3.565,3.674,6.249,0.522,2.626,0.14,0,0,0,0,0,0,0,0.0,0,0,0,8.296,0.0,0,0,6.48,0,2.022,0.138,0,0,0.639,34.25,6.48,0.0,3.727,1.014,0,0,2,0.0,0.0,3.785,85.286,2.049,2.049,0,0,-0.873,0
4.194,0.0,0.0,0.074,0,0,23.034,23.034,0.0,0,0,0,0,0,0,0.0,0.0,0.029,0,0,3.361,0,0,0,3.63,3.674,23.034,0.556,2.959,0.177,0,0,0,0,0,0,0,0.0,0,0,0,7.304,0.0,0,1,20.53,0,2.272,0.1,0,0,0.65,39.167,48.77,16.786,3.856,0.936,0,0,4,0.0,0.0,4.263,75.81,2.42,2.42,0,0,-0.787,0
4.194,97.435,97.435,-0.054,0,0,118.57,118.57,11.4,3,0,0,0,0,0,0.0,0.0,0.104,0,0,3.582,5,0,0,4.226,4.577,118.57,0.642,3.43,0.479,0,0,0,0,0,0,0,-1.032,0,0,0,9.106,0.0,0,0,84.94,0,2.549,0.446,0,0,0.654,67.0,84.94,97.435,4.748,0.73,0,0,7,0.0,18.011,4.772,75.81,2.595,2.595,0,1,-0.294,1
4.194,25.145,25.145,-0.082,0,0,76.727,76.727,3.2,1,0,0,0,0,0,0.0,0.0,0.118,0,0,3.361,1,0,0,4.01,4.11,76.727,0.709,3.462,0.396,0,0,0,0,0,0,0,-0.787,0,0,0,10.259,0.0,0,1,54.88,0,2.1,0.431,0,0,0.643,53.25,80.18,176.162,4.11,0.665,0,0,8,0.0,18.011,4.454,56.857,2.496,2.496,0,1,-0.151,1
4.194,67.828,67.828,-0.098,0,0,104.524,87.738,5.3,2,0,0,0,1,0,42.683,0.0,0.049,0,0,3.611,2,0,1,3.674,3.938,104.524,0.614,3.564,0.182,0,0,0,0,0,0,1,0.0,0,0,0,10.438,0.0,0,1,69.22,0,2.59,0.274,0,0,0.663,53.75,69.22,84.614,4.664,0.841,0,0,5,0.0,59.469,4.787,127.541,2.621,2.621,0,2,0.278,2
4.194,0.0,0.0,-0.041,0,0,66.223,66.223,0.0,1,0,0,0,0,0,0.0,0.0,0.07,0,0,2.707,0,0,0,3.145,3.449,66.223,0.666,3.567,0.113,0,0,0,0,0,0,0,0.0,0,0,0,7.385,0.0,0,0,51.8,1,1.548,0.143,0,1,0.6,33.944,105.34,105.372,3.801,0.737,0,0,6,0.0,32.897,4.263,70.802,1.887,1.887,0,2,0.626,2
4.194,25.145,25.145,-0.024,0,0,43.156,43.156,2.5,1,0,0,0,0,0,0.0,0.0,0.028,0,0,3.348,1,0,0,3.719,3.737,43.156,0.566,2.557,0.099,0,0,0,0,0,0,0,0.0,0,0,0,5.384,0.0,0,0,29.1,0,2.295,0.182,0,0,0.576,49.167,54.4,25.145,3.96,0.659,0,0,3,0.0,18.011,4.184,132.667,2.364,2.364,0,1,-0.412,1
4.194,42.683,42.683,-0.029,0,0,65.718,65.718,1.9,0,0,0,0,0,0,0.0,0.0,0.044,0,0,3.758,1,0,1,3.874,4.241,65.718,0.566,3.341,0.139,0,0,0,0,0,0,0,0.041,0,0,0,9.851,0.0,0,0,39.6,0,2.663,0.291,0,0,0.647,58.167,67.84,59.469,4.344,0.944,0,0,5,0.0,42.683,5.071,111.888,2.812,2.812,0,1,-0.405,1
4.301,77.336,77.336,-0.068,0,0,112.132,112.132,6.7,1,0,0,0,1,0,42.683,0.0,0.039,0,0,3.609,3,0,1,3.898,4.257,112.132,0.591,3.606,0.132,0,0,0,0,0,0,1,-0.129,1,0,0,10.61,0.0,0,1,75.36,0,2.566,0.352,0,0,0.64,56.667,75.36,94.121,4.32,0.821,0,0,5,0.0,60.694,5.003,120.757,2.632,2.632,0,2,0.233,2
4.194,31.734,31.734,0.058,0,0,68.116,68.116,8.6,0,0,0,0,0,0,0.0,0.0,0.113,0,0,3.368,3,0,0,3.674,3.867,68.116,0.642,3.335,0.33,0,0,0,0,0,0,0,0.0,0,0,0,6.63,0.0,0,0,57.38,0,2.274,0.235,0,0,0.648,48.917,57.38,68.116,4.186,0.76,0,0,6,0.0,0.0,4.322,66.334,2.434,2.434,0,0,-0.717,0
4.194,36.145,36.145,-0.001,0,0,54.156,54.156,5.1,1,0,0,0,0,0,11.0,0.0,0.042,0,0,3.11,2,0,0,3.474,3.483,54.156,0.514,2.266,0.192,0,0,0,0,0,0,0,0.911,0,0,0,3.385,0.0,0,0,38.33,0,2.1,0.337,0,0,0.609,32.333,38.33,36.145,3.591,0.756,0,0,3,0.0,18.011,4.324,0.0,2.107,2.107,0,1,-0.291,1
4.301,42.683,42.683,-0.047,0,0,79.134,79.134,4.3,1,0,0,0,0,0,0.0,0.0,0.088,0,0,2.651,1,0,1,3.158,3.209,79.134,0.641,3.219,0.19,0,0,0,0,0,0,0,0.0,0,0,0,8.409,0.0,0,0,49.25,0,1.615,0.412,0,0,0.673,31.111,49.25,115.158,3.602,0.8,0,0,5,0.0,42.683,3.654,0.0,1.696,1.696,0,1,-0.053,1
4.194,67.828,67.828,-0.093,0,0,87.738,87.738,6.9,0,0,0,0,0,0,0.0,0.0,0.051,0,0,2.983,2,0,1,3.436,3.722,87.738,0.624,3.629,0.168,0,0,0,0,0,0,0,0.0,0,0,0,10.418,0.0,0,1,52.9,0,1.912,0.238,0,0,0.632,42.5,78.2,100.381,4.326,0.819,0,0,5,0.0,42.683,4.651,47.381,2.038,2.038,0,1,-0.198,1
4.194,25.145,25.145,0.139,0,0,46.709,44.932,2.2,0,0,0,0,0,0,0.0,0.0,0.069,0,0,3.268,1,0,0,3.63,3.654,46.709,0.521,2.7,0.198,0,0,0,0,0,0,0,0.751,0,0,0,5.135,1.871,0,0,38.13,0,2.233,0.329,0,0,0.638,39.333,38.13,41.808,3.716,0.624,0,0,4,0.0,0.0,4.542,9.047,2.293,2.293,0,0,-0.787,0
4.301,34.879,34.879,0.141,0,0,57.6,57.6,5.6,0,0,0,0,0,0,0.0,0.0,0.06,0,0,3.678,2,0,0,3.628,3.755,57.6,0.609,3.398,0.074,0,0,0,0,0,0,0,0.0,0,0,0,5.549,0.0,0,1,46.34,0,2.664,0.146,0,0,0.67,46.833,46.34,54.476,4.165,0.549,0,0,4,0.0,0.0,4.448,56.857,2.685,2.685,0,0,-0.807,0
4.272,64.683,64.683,-0.002,0,0,99.908,98.132,5.8,0,0,0,0,0,0,0.0,0.0,0.062,0,0,3.746,3,0,1,4.321,4.495,99.908,0.606,3.428,0.206,0,0,0,0,0,0,0,0.0,0,0,0,9.748,1.866,0,0,69.4,0,2.68,0.312,0,0,0.645,67.333,69.4,98.132,4.614,0.856,0,2,6,0.0,42.683,4.796,104.239,2.783,2.783,0,1,-0.393,1
4.194,33.0,33.0,0.049,0,0,84.153,82.989,6.7,0,0,0,0,0,0,0.0,0.0,0.104,0,0,3.469,3,0,0,4.196,4.294,84.153,0.633,3.29,0.328,0,0,0,0,0,0,0,0.0,0,0,0,7.474,0.0,0,0,70.77,0,2.379,0.671,0,0,0.657,57.833,99.01,82.989,4.373,0.803,0,0,8,0.0,0.0,4.55,85.286,2.529,2.529,0,0,-0.696,0
4.194,25.145,25.145,0.019,0,0,60.031,60.031,3.0,0,0,0,0,0,0,0.0,0.0,0.032,0,0,3.358,1,0,0,3.636,3.702,60.031,0.626,3.634,0.207,0,0,0,0,0,0,0,0.0,0,0,0,3.367,0.0,0,0,46.09,0,2.243,0.199,0,0,0.638,43.333,124.93,56.906,3.856,0.641,0,0,7,0.0,0.0,4.658,37.905,2.372,2.372,0,0,-0.64,0
4.301,59.797,59.797,-0.037,0,0,94.593,94.593,7.5,1,0,0,0,0,0,0.0,0.0,0.038,0,0,3.643,3,0,0,3.846,3.937,94.593,0.618,3.358,0.167,0,0,0,0,0,0,0,0.0,0,0,0,6.143,0.0,0,2,72.2,0,2.637,0.319,0,0,0.625,58.333,72.2,76.583,4.683,0.69,0,0,5,0.0,18.011,4.665,85.286,2.642,2.642,0,1,-0.342,1
4.194,45.879,45.879,0.1,0,0,116.812,116.812,6.5,2,0,0,0,0,0,0.0,0.0,0.121,0,0,3.584,3,0,0,3.924,4.021,116.812,0.617,3.771,0.265,0,0,0,0,0,0,0,0.0,0,0,0,9.584,0.0,0,0,90.14,0,2.396,0.403,0,0,0.635,59.167,118.38,98.802,4.303,0.676,0,0,8,0.0,18.011,4.909,37.905,2.659,2.659,0,1,-0.256,1
4.194,69.305,69.305,-0.049,0,0,120.886,120.886,8.2,1,0,0,0,0,0,0.0,0.0,0.081,0,0,3.784,4,0,0,4.257,4.72,120.886,0.648,3.433,0.222,0,0,0,0,0,0,0,0.0,0,0,0,7.385,0.0,0,2,98.23,0,2.806,0.49,0,0,0.656,75.833,98.23,102.876,4.901,0.74,0,1,7,0.0,18.011,4.89,127.718,2.772,2.772,0,1,-0.372,1
4.301,55.16,55.16,-0.091,0,0,124.752,124.752,8.7,2,0,0,0,0,0,11.0,0.0,0.117,0,0,3.536,4,0,0,4.09,4.357,124.752,0.645,3.745,0.443,0,1,0,0,0,0,0,0.0,0,0,0,8.333,0.0,0,0,102.42,0,2.526,0.599,0,0,0.688,64.833,102.42,88.731,4.639,0.883,0,1,8,0.0,36.022,4.898,89.813,2.542,2.542,0,2,0.282,2
4.194,135.657,135.657,-0.078,0,0,135.657,135.657,8.9,0,0,0,0,0,0,0.0,0.0,0.048,0,0,3.518,4,0,2,4.11,4.506,135.657,0.59,3.418,0.039,0,0,0,0,0,0,2,-0.874,0,0,0,16.968,0.0,0,6,74.6,0,2.519,0.256,0,0,0.58,63.0,74.6,135.657,4.885,0.743,0,0,4,0.0,85.367,4.32,47.381,2.518,2.518,0,2,0.194,2
4.194,78.828,78.828,-0.104,1,0,142.785,142.785,7.3,1,0,0,0,0,0,11.0,0.0,0.066,0,1,3.485,3,0,1,4.382,4.613,142.785,0.62,3.722,0.108,0,0,0,0,0,0,0,-0.646,0,1,0,16.227,0.0,0,3,96.34,1,2.427,0.233,0,0,0.6,63.667,96.34,142.785,4.774,0.843,0,0,5,0.0,75.581,4.735,85.286,2.519,2.519,0,3,0.926,3
4.301,64.683,64.683,-0.108,0,0,129.314,112.528,7.7,1,0,0,0,0,0,0.0,0.0,0.086,0,1,3.564,3,0,1,4.228,4.396,129.314,0.636,3.762,0.258,0,0,0,0,0,0,0,0.0,0,0,0,11.36,0.0,0,2,91.16,0,2.53,0.376,0,0,0.646,58.333,91.16,112.528,4.58,0.952,0,0,6,0.0,59.469,4.58,66.334,2.581,2.581,0,2,0.296,2
4.301,143.72,143.72,0.065,0,0,201.952,196.282,10.2,2,0,0,0,0,0,50.747,0.0,0.26,0,0,3.834,5,0,1,4.752,4.904,201.952,0.686,3.762,0.425,0,0,0,0,0,0,0,0.0,0,0,0,20.245,0.0,0,3,136.61,0,2.838,0.57,0,0,0.617,88.778,136.61,199.532,6.467,0.569,0,0,10,0.0,78.582,5.339,94.762,2.828,2.828,0,3,0.915,3
4.194,69.458,69.458,0.078,0,0,117.421,117.421,7.7,1,0,0,0,0,0,0.0,0.0,0.127,0,0,3.726,3,0,0,4.283,4.347,117.421,0.677,3.726,0.352,0,0,0,0,0,0,0,0.0,0,0,0,20.875,0.0,0,0,89.02,0,2.578,0.523,0,0,0.62,64.861,125.64,138.559,4.931,0.486,0,0,9,0.0,18.011,4.958,72.38,2.783,2.783,0,1,-0.198,1
4.451,67.828,67.828,-0.102,0,0,85.839,85.839,6.3,1,0,0,0,1,0,42.683,0.0,0.038,0,0,3.386,2,0,1,3.674,3.79,85.839,0.606,3.154,0.089,0,0,0,0,0,0,1,-1.343,1,0,0,9.733,0.0,0,0,49.33,0,2.356,0.329,0,0,0.605,44.667,74.63,67.828,3.945,0.805,0,0,4,0.0,60.694,4.45,127.97,2.398,2.398,0,2,0.341,2
4.194,116.603,116.603,-0.003,0,0,136.132,136.132,14.3,2,0,0,0,0,0,0.0,0.0,0.191,0,0,3.43,6,0,0,4.462,4.672,136.132,0.689,3.924,0.756,0,0,0,0,0,0,0,0.0,0,0,0,24.697,0.0,0,0,107.61,0,2.292,0.742,0,0,0.654,70.75,144.23,116.603,4.799,0.656,0,2,10,0.0,16.405,5.089,77.243,2.526,2.526,0,1,-0.18,1
4.194,34.879,34.879,0.08,0,0,72.486,72.486,6.5,1,0,0,0,0,0,0.0,0.0,0.093,0,0,3.414,2,0,0,3.519,3.881,72.486,0.63,3.507,0.146,0,0,0,0,0,0,0,0.199,0,0,0,6.877,0.0,0,1,55.13,0,2.359,0.321,0,0,0.625,43.778,55.13,93.624,4.133,0.601,0,0,5,0.0,18.011,4.389,47.381,2.437,2.437,0,1,-0.225,1
4.194,61.29,61.29,-0.007,0,0,67.538,67.538,7.3,0,0,0,0,0,0,0.0,0.0,0.012,0,0,3.301,3,0,0,3.895,4.066,67.538,0.58,3.143,0.342,0,0,0,0,0,0,0,0.0,0,0,0,5.494,0.0,0,4,49.85,0,2.247,0.243,0,0,0.643,50.167,49.85,61.29,4.282,0.704,0,0,5,0.0,0.0,4.394,56.857,2.323,2.323,0,0,-0.75,0
4.301,50.29,65.25,-0.011,0,0,77.674,92.634,2.8,1,0,0,0,0,0,0.0,0.0,0.016,0,0,3.737,2,0,0,4.411,4.634,92.634,0.579,3.457,0.306,0,0,0,0,0,0,0,0.0,0,0,0,7.599,0.0,0,4,57.58,0,2.665,0.333,0,0,0.641,87.333,85.82,65.25,4.696,0.634,0,2,8,0.0,18.011,5.326,123.191,2.772,2.772,0,1,-0.409,1
4.194,50.29,65.25,0.047,0,0,122.945,136.129,4.7,1,0,0,0,0,0,0.0,0.0,0.168,0,0,3.741,2,0,0,4.482,4.694,137.906,0.678,3.842,0.35,0,0,0,0,0,0,0,0.0,0,0,0,10.218,1.39,0,1,94.7,0,2.683,0.615,0,0,0.652,72.333,94.7,115.116,4.757,0.556,0,0,9,0.0,18.011,4.973,75.81,2.767,2.767,0,1,-0.252,1
4.301,75.892,75.892,0.192,0,0,99.573,93.903,9.7,1,0,0,0,0,0,50.747,0.0,0.139,0,0,3.428,3,0,0,3.827,3.923,99.573,0.654,3.576,0.246,0,0,0,0,0,0,0,0.0,0,0,0,5.226,0.0,0,0,74.92,0,2.359,0.271,0,0,0.605,51.167,103.16,75.892,4.653,0.39,0,0,6,0.0,18.011,4.672,55.03,2.473,2.473,0,1,-0.198,1
4.194,0.0,0.0,-0.179,0,0,68.919,68.919,0.0,0,0,0,0,0,0,0.0,0.0,0.054,0,0,3.396,0,0,0,3.674,3.734,68.919,0.553,2.147,0.049,0,0,0,0,0,0,0,0.0,0,0,0,10.648,0.0,0,0,55.28,0,2.37,0.141,0,0,0.607,44.333,55.28,65.794,4.407,1.314,0,0,3,0.0,65.794,3.281,188.986,2.414,2.414,0,4,1.781,4
4.301,25.145,25.145,0.018,0,0,97.065,61.718,1.9,0,0,0,0,0,0,0.0,0.0,0.045,0,0,3.902,1,0,0,3.969,4.321,97.065,0.596,3.825,0.154,0,0,0,0,0,0,0,-0.29,0,0,0,8.275,1.985,0,1,82.6,0,2.827,0.299,0,0,0.68,67.333,82.6,58.593,4.695,0.773,0,1,7,0.0,33.449,5.505,103.81,2.937,2.937,0,2,0.177,2
4.194,81.797,81.797,-0.041,0,0,101.707,101.707,10.6,0,0,0,0,0,0,11.0,0.0,0.094,0,0,3.591,5,0,0,4.36,4.474,101.707,0.634,3.675,0.546,0,0,0,0,0,0,0,-0.177,0,0,0,8.233,0.0,0,3,83.56,0,2.503,0.612,0,0,0.657,65.333,108.86,98.583,4.631,0.775,0,0,8,0.0,0.0,5.123,56.857,2.637,2.637,0,0,-0.696,0
4.194,52.191,52.191,-0.126,0,0,120.313,120.313,8.0,3,0,0,0,0,0,0.0,0.0,0.127,0,0,2.991,2,0,1,3.62,3.7,120.313,0.665,3.829,0.282,0,0,0,0,0,0,0,0.0,0,0,0,9.722,0.0,0,0,84.07,0,1.87,0.389,0,0,0.683,37.167,84.07,102.302,3.87,0.976,0,0,6,0.0,60.694,4.374,30.692,2.093,2.093,0,2,0.626,2
4.301,42.683,42.683,0.112,0,0,94.449,92.672,2.6,1,0,0,0,0,0,0.0,0.0,0.072,0,0,3.502,1,0,1,3.766,3.894,94.449,0.594,3.18,0.077,0,0,0,0,0,0,0,0.0,0,0,0,9.22,1.46,0,0,62.77,0,2.459,0.249,0,0,0.614,49.0,62.77,92.672,4.45,0.762,0,0,5,0.0,42.683,4.534,85.286,2.529,2.529,0,1,-0.31,1
4.194,85.367,85.367,-0.105,0,0,104.051,102.152,5.1,0,0,0,0,2,0,85.367,0.0,0.042,0,0,3.466,2,0,2,3.784,3.941,104.051,0.575,3.216,0.099,0,0,0,0,0,0,2,-1.047,1,0,0,14.119,1.821,0,0,58.28,0,2.441,0.343,0,0,0.631,48.25,58.28,102.152,4.322,0.985,0,0,4,0.0,85.367,4.59,170.653,2.48,2.48,0,2,0.284,2
4.301,22.0,22.0,-0.066,0,0,43.135,43.135,5.4,1,0,0,0,0,0,22.0,0.0,0.078,0,0,3.564,2,0,0,3.89,4.001,43.135,0.634,3.465,0.401,0,0,0,0,0,0,0,0.0,0,0,0,5.701,0.0,0,0,33.73,0,2.349,0.646,0,0,0.679,46.306,65.82,145.489,4.269,0.813,0,0,7,0.0,18.011,4.345,28.429,2.683,2.683,0,1,-0.197,1
4.301,92.973,92.973,-0.089,0,0,114.108,114.108,7.7,0,0,0,0,0,0,0.0,0.0,0.091,0,0,3.506,3,0,1,4.029,4.618,114.108,0.643,3.603,0.221,0,0,0,0,0,0,0,0.0,0,0,0,11.404,0.0,0,4,71.33,0,2.488,0.44,0,0,0.635,61.444,71.33,132.122,4.739,0.732,0,0,6,0.0,60.694,4.766,75.81,2.519,2.519,0,2,0.296,2
4.194,69.458,69.458,0.1,0,0,88.987,88.987,7.5,2,0,0,0,0,0,0.0,0.0,0.083,0,0,2.969,3,0,0,3.663,4.055,88.987,0.591,3.184,0.388,0,0,0,0,0,0,0,0.0,0,0,0,14.575,0.0,0,0,66.48,0,1.887,0.4,0,0,0.613,49.583,103.1,69.458,4.278,0.499,0,0,7,0.0,16.405,4.422,48.814,2.056,2.056,0,1,-0.173,1
4.194,11.0,11.0,0.0,0,0,32.135,32.135,1.9,0,0,0,0,0,0,0.0,0.0,0.037,0,0,3.611,1,0,0,3.911,4.211,32.135,0.561,3.33,0.178,0,0,0,0,0,0,0,0.051,0,0,0,8.568,0.0,0,0,24.5,0,2.542,0.265,0,0,0.621,57.444,49.8,50.149,4.294,0.816,0,0,5,0.0,18.011,5.06,104.239,2.649,2.649,0,1,-0.405,1
4.194,34.652,34.652,-0.083,0,0,86.234,86.234,5.9,2,0,0,0,0,0,0.0,0.0,0.068,0,0,3.555,2,0,0,3.714,3.892,86.234,0.667,3.737,0.197,0,0,0,0,0,0,0,0.0,0,0,0,4.798,0.0,0,1,68.02,0,2.403,0.412,0,0,0.663,52.0,124.5,68.223,4.243,0.789,0,0,7,0.0,18.011,4.83,56.857,2.664,2.664,0,1,-0.241,1
4.45,0.0,0.0,0.068,0,0,31.965,31.965,0.0,0,0,0,0,0,0,0.0,0.0,0.034,0,0,3.024,0,0,0,2.961,3.641,31.965,0.663,3.404,0.101,0,0,0,0,0,0,0,0.0,0,0,0,2.188,0.0,0,2,25.25,0,1.974,0.154,0,0,0.607,30.444,81.73,71.114,3.674,0.55,0,0,5,0.0,0.0,3.785,37.905,2.055,2.055,0,0,-0.626,0
4.194,105.603,105.603,0.046,0,0,143.143,143.143,8.2,3,0,0,0,0,0,11.0,0.0,0.103,0,0,3.503,5,0,0,4.299,4.641,143.143,0.584,3.347,0.535,0,0,0,0,0,0,0,0.001,0,0,0,18.326,0.0,0,0,104.81,0,2.411,0.764,0,0,0.633,73.75,113.19,105.603,4.707,0.604,0,1,9,0.0,34.416,5.164,60.117,2.563,2.563,0,2,0.276,2
4.194,25.145,25.145,-0.134,1,0,95.963,95.963,2.7,2,0,0,0,0,0,0.0,0.0,0.052,0,0,3.469,1,0,0,3.801,4.091,95.963,0.627,3.671,0.173,0,0,0,0,0,0,0,0.0,0,0,0,8.652,0.0,0,3,72.94,1,2.438,0.188,0,0,0.641,53.5,133.27,120.02,4.645,0.884,0,0,7,0.0,50.908,4.811,66.334,2.488,2.488,0,3,1.075,3
4.301,77.336,77.336,-0.02,0,0,95.775,93.999,8.6,1,0,0,0,0,0,0.0,0.0,0.083,1,0,3.568,3,0,1,3.782,3.941,95.775,0.629,3.567,0.216,1,0,0,0,0,0,1,0.0,0,0,0,8.318,1.439,0,1,68.26,0,2.547,0.314,0,0,0.631,51.167,68.26,93.999,4.594,0.776,0,0,5,0.0,42.683,4.686,68.597,2.575,2.575,0,1,-0.291,1
4.194,61.29,106.17,-0.097,0,0,114.097,158.977,8.8,2,0,0,0,0,0,0.0,0.0,0.368,0,0,3.515,3,0,0,4.557,5.022,158.977,0.792,4.175,1.155,0,0,0,0,0,0,0,0.0,0,0,0,49.093,0.0,0,3,80.32,0,2.357,0.931,0,0,0.674,76.111,80.32,162.104,7.425,0.694,0,0,10,0.0,36.022,4.668,18.952,2.6,2.6,0,2,0.493,2
4.194,108.892,108.892,0.09,1,0,116.461,108.892,12.5,0,0,0,0,0,0,72.747,0.0,0.189,0,0,3.837,6,0,0,4.257,4.631,116.461,0.638,3.635,0.659,0,0,0,0,0,0,0,0.0,0,0,0,10.152,1.86,1,1,94.46,0,2.809,0.623,0,1,0.657,69.417,94.46,108.892,4.689,0.621,1,0,8,0.0,0.0,4.605,37.905,2.85,2.85,0,0,-0.696,0
4.194,64.683,64.683,0.094,0,0,136.114,134.337,4.4,1,0,0,0,0,0,0.0,0.0,0.099,0,0,3.805,3,0,1,4.234,4.341,136.114,0.569,3.246,0.362,0,0,0,0,0,0,0,0.392,0,0,0,15.634,1.995,0,0,98.42,0,2.717,0.442,0,0,0.654,70.167,98.42,131.213,4.498,0.789,0,0,9,0.0,42.683,4.713,28.429,2.853,2.853,0,1,-0.334,1
4.301,52.191,52.191,-0.06,0,0,85.762,85.762,5.3,1,0,0,0,0,0,0.0,0.0,0.022,0,0,3.548,2,0,1,3.787,3.819,85.762,0.593,3.352,0.193,0,0,0,0,0,0,0,0.0,0,0,0,7.533,0.0,0,1,58.62,0,2.522,0.144,0,0,0.625,49.167,58.62,85.762,4.367,0.902,0,0,4,0.0,42.683,4.208,75.81,2.562,2.562,0,1,-0.354,1
4.301,0.0,14.96,-0.022,0,0,21.135,36.095,0.0,0,0,0,0,0,0,0.0,0.0,0.01,0,0,3.383,0,0,0,3.674,4.001,36.095,0.582,3.272,0.073,0,0,0,0,0,0,0,0.0,0,0,0,4.098,0.0,0,0,15.27,0,2.316,0.178,0,0,0.631,46.444,15.27,54.109,4.248,0.608,0,0,4,0.0,18.011,4.414,66.334,2.426,2.426,0,1,-0.338,1
4.301,25.145,40.105,-0.023,0,0,59.941,74.901,2.4,1,0,0,0,0,0,0.0,0.0,0.016,0,0,3.539,1,0,0,3.919,4.025,74.901,0.6,3.504,0.097,0,0,0,0,0,0,0,0.0,0,0,0,6.173,0.0,0,1,41.99,0,2.527,0.175,0,0,0.625,55.833,41.99,56.891,4.409,0.558,0,0,4,0.0,18.011,4.919,75.81,2.547,2.547,0,1,-0.383,1
4.194,25.145,25.145,-0.066,0,0,78.013,76.727,3.2,2,0,0,0,0,0,0.0,0.0,0.032,0,0,3.24,1,0,0,3.674,3.805,78.013,0.622,3.462,0.198,0,0,0,0,0,0,0,0.0,0,0,0,4.368,0.0,0,0,59.29,0,2.212,0.228,0,0,0.684,43.833,59.29,58.716,4.03,0.775,0,0,5,0.0,18.011,4.454,65.905,2.255,2.255,0,1,-0.249,1
4.194,50.29,50.29,-0.038,0,0,73.324,73.324,5.3,0,0,0,0,0,0,0.0,0.0,0.086,0,0,3.547,2,0,0,4.155,4.273,73.324,0.657,3.424,0.324,0,0,0,0,0,0,0,0.0,0,0,0,7.862,0.0,0,6,53.51,0,2.352,0.503,0,0,0.674,56.389,81.75,145.373,4.655,0.614,0,0,8,0.0,0.0,4.261,0.0,2.642,2.642,0,0,-0.643,0
4.301,112.141,112.141,-0.021,0,0,131.671,131.671,13.3,1,0,0,0,0,0,0.0,0.0,0.154,0,0,3.545,4,0,1,3.922,4.213,131.671,0.687,3.974,0.451,0,0,0,0,0,0,1,0.0,0,0,0,25.902,0.0,0,3,86.71,0,2.504,0.416,0,0,0.639,52.083,123.33,112.141,4.632,0.662,0,0,8,0.0,60.694,4.457,22.933,2.567,2.567,0,2,0.592,2
4.301,78.828,78.828,-0.04,0,0,95.614,95.614,6.7,1,0,0,0,0,0,0.0,0.0,0.024,0,0,3.573,3,0,1,4.102,4.161,95.614,0.573,3.563,0.148,0,0,0,0,0,0,0,0.0,0,0,0,7.929,0.0,0,3,59.42,0,2.577,0.135,0,0,0.604,54.833,59.42,95.614,4.399,0.78,0,0,4,0.0,42.683,4.836,56.857,2.568,2.568,0,1,-0.383,1
4.194,78.828,78.828,-0.062,0,0,119.873,119.873,5.1,3,0,0,0,0,0,0.0,0.0,0.056,0,0,3.633,3,0,1,4.341,4.363,119.873,0.595,3.722,0.403,0,0,0,0,0,0,0,0.0,0,0,0,9.205,0.0,0,0,77.93,0,2.515,0.387,0,0,0.664,71.944,77.93,134.762,4.581,0.83,0,1,8,0.0,60.694,5.327,75.81,2.694,2.694,0,2,0.208,2
4.673,80.304,80.304,-0.05,0,0,135.011,135.011,8.6,2,0,0,0,0,0,0.0,0.0,0.099,0,0,3.768,5,0,0,4.36,4.476,135.011,0.628,3.798,0.504,0,0,0,0,0,0,0,-0.15,0,0,0,9.805,0.0,0,0,110.7,0,2.735,0.691,0,0,0.684,78.833,110.7,113.875,4.912,0.79,0,0,9,0.0,18.011,5.052,89.813,2.783,2.783,0,1,-0.334,1
