pXC50,N.,X.,nN,nF,nX,nCL,nC,Me,nHet,H.,nBM,AMW,RBN,C.,nDB,Sp,nCsp2,Mv,nS,RBF,Mi,MW,nCsp3,nAB,Sv,nBO,Si,Se,nAT,nSK
8.31,1.6,6.6,1,4,4,0,27,1.03,9,41.0,20,8.255,9,44.3,2,40.233,20,0.652,0,0.143,1.139,503.53,7,18,39.789,38,69.508,62.832,61,36
4.296,0.0,0.0,0,0,0,0,11,0.994,2,51.9,7,6.602,4,40.7,1,17.239,8,0.597,0,0.148,1.123,178.25,3,6,16.117,13,30.325,26.84,27,13
4.602,3.8,1.9,2,0,1,1,22,1.026,9,40.4,19,8.556,9,42.3,2,35.21,17,0.662,0,0.167,1.122,444.9,5,17,34.427,33,58.349,53.327,52,31
4.301,0.0,3.3,0,1,2,1,27,1.019,8,42.6,19,8.213,10,44.3,1,41.182,19,0.654,0,0.156,1.121,500.98,8,18,39.875,38,68.353,62.171,61,35
4.824,0.0,1.7,0,0,1,1,26,1.013,7,43.1,19,8.086,9,44.8,1,39.483,19,0.655,0,0.148,1.114,468.96,7,18,37.965,36,64.598,58.774,58,33
4.824,0.0,0.0,0,0,0,0,28,1.003,6,46.9,19,7.228,11,43.8,1,42.148,19,0.628,0,0.164,1.117,462.58,9,18,40.191,37,71.484,64.218,64,34
5.301,0.0,0.0,0,0,0,0,32,0.997,6,50.0,19,6.825,13,42.1,1,49.194,19,0.609,0,0.165,1.12,518.7,13,18,46.298,41,85.145,75.752,76,38
4.824,0.0,0.0,0,0,0,0,29,1.002,6,47.8,19,7.114,12,43.3,1,43.909,19,0.623,0,0.171,1.118,476.61,10,18,41.718,38,74.9,67.101,67,35
4.301,0.0,0.0,0,0,0,0,30,1.0,6,48.6,19,7.009,12,42.9,1,45.671,19,0.618,0,0.164,1.119,490.64,11,18,43.244,39,78.315,69.985,70,36
4.301,0.0,0.0,0,0,0,0,30,1.0,6,48.6,19,7.009,12,42.9,1,45.671,19,0.618,0,0.164,1.119,490.64,11,18,43.244,39,78.315,69.985,70,36
4.301,0.0,1.4,0,0,1,1,30,1.004,7,47.1,19,7.501,12,42.9,1,46.529,19,0.63,0,0.164,1.118,525.08,11,18,44.072,40,78.259,70.309,70,37
4.301,0.0,1.4,0,1,1,0,30,1.007,7,47.1,19,7.266,12,42.9,1,45.608,19,0.623,0,0.164,1.124,508.63,11,18,43.628,40,78.655,70.498,70,37
4.824,0.0,1.7,0,0,1,1,26,1.013,7,43.1,19,8.086,9,44.8,1,39.483,19,0.655,0,0.148,1.114,468.96,7,18,37.965,36,64.598,58.774,58,33
4.824,0.0,3.3,0,1,2,1,27,1.019,8,42.6,19,8.213,10,44.3,1,41.182,19,0.654,0,0.156,1.121,500.98,8,18,39.875,38,68.353,62.171,61,35
4.824,0.0,1.7,0,0,1,1,26,1.013,7,43.1,19,8.086,9,44.8,1,39.483,19,0.655,0,0.148,1.114,468.96,7,18,37.965,36,64.598,58.774,58,33
4.301,0.0,1.6,0,1,1,0,27,1.014,7,44.3,19,7.648,10,44.3,1,40.324,19,0.64,0,0.156,1.121,466.54,8,18,39.047,37,68.409,61.847,61,34
4.301,0.0,0.0,0,0,0,0,31,1.008,9,47.4,21,7.483,13,40.8,3,49.989,19,0.624,1,0.165,1.119,568.74,12,18,47.388,43,85.069,76.6,76,40
4.301,0.0,0.0,0,0,0,0,29,1.002,6,47.8,19,7.114,11,43.3,1,43.909,19,0.623,0,0.157,1.118,476.61,10,18,41.718,38,74.9,67.101,67,35
5.33,0.0,0.0,0,0,0,0,22,1.011,6,46.2,14,7.393,9,42.3,2,33.864,14,0.627,0,0.167,1.12,384.46,8,12,32.61,30,58.239,52.567,52,28
6.046,1.9,5.8,1,3,3,0,21,1.036,9,42.3,14,8.182,9,40.4,2,33.228,14,0.636,0,0.17,1.145,425.44,7,12,33.067,31,59.547,53.88,52,30
4.301,1.5,0.0,1,0,0,0,27,1.003,7,49.3,14,6.979,10,40.3,2,42.915,14,0.608,0,0.143,1.125,467.61,13,12,40.739,37,75.398,67.203,67,34
9.046,2.1,6.3,1,3,3,0,21,1.034,9,37.5,18,10.426,7,43.8,1,34.585,16,0.691,1,0.14,1.127,500.43,5,17,33.167,32,54.084,49.629,48,30
5.415,1.6,0.0,1,0,0,0,26,1.0,6,49.2,14,6.946,10,41.3,2,40.699,14,0.611,0,0.152,1.123,437.58,12,12,38.497,35,70.773,62.992,63,32
5.58,2.0,0.0,1,0,0,0,22,1.012,6,42.9,19,7.744,9,44.9,2,32.892,18,0.65,0,0.176,1.116,379.44,4,17,31.863,30,54.697,49.574,49,28
4.301,1.6,1.6,1,0,1,1,28,1.01,8,41.9,21,8.453,11,45.2,3,43.682,21,0.669,1,0.169,1.11,524.07,7,18,41.458,39,68.807,62.625,62,36
4.301,1.5,0.0,1,0,0,0,28,0.994,6,49.3,15,7.16,10,41.8,3,44.654,16,0.619,1,0.143,1.118,479.69,12,12,41.496,37,74.899,66.625,67,34
5.5,1.8,0.0,1,0,0,0,23,1.01,7,47.4,14,7.255,11,40.4,2,36.631,14,0.617,0,0.186,1.125,413.51,9,12,35.159,32,64.152,57.552,57,30
4.301,1.6,0.0,1,0,0,0,26,1.005,7,48.4,14,7.087,10,40.6,2,41.154,14,0.613,0,0.149,1.125,453.58,12,12,39.212,36,71.983,64.32,64,33
6.036,1.6,0.0,1,0,0,0,26,1.001,7,48.4,14,7.338,11,40.6,2,42.347,14,0.62,1,0.164,1.12,469.65,12,12,39.684,36,71.693,64.069,64,33
4.301,1.4,0.0,1,0,0,0,28,0.997,6,50.7,14,6.748,10,40.6,2,44.222,14,0.602,0,0.139,1.125,465.64,14,12,41.551,37,77.604,68.76,69,34
5.429,0.0,2.0,0,0,1,0,16,0.98,3,62.0,1,6.707,14,32.0,1,30.444,1,0.538,0,0.286,1.138,335.37,15,0,26.884,18,56.904,49.021,50,19
5.51,1.9,0.0,1,0,0,0,22,1.012,7,46.3,14,7.398,10,40.7,2,34.87,14,0.623,0,0.179,1.125,399.48,8,12,33.632,31,60.737,54.669,54,29
4.301,1.4,0.0,1,0,0,0,28,0.998,7,50.0,14,7.11,11,40.0,2,45.87,14,0.611,1,0.151,1.122,497.71,14,12,42.738,38,78.524,69.836,70,35
4.301,1.5,0.0,1,0,0,0,27,0.998,6,50.0,14,6.843,10,40.9,2,42.461,14,0.606,0,0.145,1.124,451.61,13,12,40.024,36,74.189,65.876,66,33
5.441,3.8,0.0,2,0,0,0,21,1.011,7,46.2,14,7.394,9,40.4,2,33.659,14,0.623,0,0.167,1.127,384.47,7,12,32.412,30,58.611,52.56,52,28
6.903,3.7,5.6,2,3,3,0,23,1.039,10,38.9,21,8.564,9,42.6,1,35.472,16,0.659,0,0.158,1.141,462.46,7,20,35.561,36,61.63,56.098,54,33
6.886,2.0,5.9,1,3,3,0,21,1.03,8,43.1,14,8.028,8,41.2,2,32.773,14,0.634,0,0.154,1.144,409.44,7,12,32.352,30,58.337,52.552,51,29
5.097,1.9,5.8,1,3,3,0,21,1.021,7,46.2,13,7.605,9,40.4,1,33.08,13,0.619,0,0.17,1.145,395.46,8,12,32.164,29,59.543,53.109,52,28
4.301,1.4,0.0,1,0,0,0,29,0.995,6,51.4,14,6.662,10,40.3,2,45.983,14,0.598,0,0.133,1.125,479.67,15,12,43.078,38,81.019,71.643,72,35
4.301,1.5,0.0,1,0,0,0,28,0.999,7,48.5,15,7.29,11,41.2,3,45.108,15,0.621,1,0.155,1.119,495.69,13,12,42.211,38,76.109,67.952,68,35
5.611,0.0,0.0,0,0,0,0,23,1.008,6,47.3,14,7.245,10,41.8,2,35.625,14,0.621,0,0.175,1.121,398.49,9,12,34.137,31,61.654,55.451,55,29
5.444,2.0,5.9,1,3,3,0,21,1.03,8,43.1,14,8.028,8,41.2,2,32.773,14,0.634,0,0.154,1.144,409.44,7,12,32.352,30,58.337,52.552,51,29
5.553,2.1,6.3,1,3,3,0,20,1.035,8,41.7,14,8.238,7,41.7,2,31.012,14,0.642,0,0.143,1.144,395.41,6,12,30.825,29,54.922,49.669,48,28
4.301,1.5,0.0,1,0,0,0,27,0.999,7,49.3,14,7.219,11,40.3,2,44.108,14,0.615,1,0.157,1.121,483.68,13,12,41.211,37,75.109,66.952,67,34
5.824,1.9,5.6,1,3,3,0,22,1.027,8,44.4,14,7.842,9,40.7,2,34.534,14,0.627,0,0.164,1.144,423.47,8,12,33.879,31,61.753,55.436,54,30
5.18,1.9,0.0,1,0,0,0,21,1.007,6,48.1,14,7.144,9,40.4,2,33.415,14,0.614,0,0.17,1.126,371.47,7,12,31.917,28,58.528,52.342,52,27
5.523,1.9,5.8,1,3,3,0,21,1.036,9,42.3,14,8.182,9,40.4,2,33.228,14,0.636,0,0.17,1.145,425.44,7,12,33.067,31,59.547,53.88,52,30
6.398,0.0,5.9,0,3,3,0,21,1.026,7,45.1,13,7.773,9,41.2,1,32.529,13,0.625,0,0.173,1.142,396.44,8,12,31.858,29,58.254,52.334,51,28
5.0,4.7,7.8,3,3,5,2,28,1.036,12,37.5,24,9.288,9,43.8,1,44.262,21,0.681,0,0.134,1.135,594.45,7,23,43.577,43,72.637,66.287,64,40
5.0,4.8,8.1,3,3,5,2,28,1.039,12,35.5,24,9.555,9,45.2,1,43.5,21,0.694,0,0.136,1.133,592.43,7,23,43.05,44,70.222,64.403,62,40
5.0,4.8,8.1,3,3,5,2,28,1.039,12,35.5,24,9.555,9,45.2,1,43.5,21,0.694,0,0.136,1.133,592.43,7,23,43.05,44,70.222,64.403,62,40
5.221,6.8,0.0,3,0,0,0,18,1.01,7,43.2,14,8.124,7,40.9,2,30.12,13,0.65,1,0.152,1.122,357.47,5,12,28.61,27,49.365,44.433,44,25
6.215,3.5,5.3,2,3,3,0,24,1.035,10,40.4,21,8.359,10,42.1,1,37.233,16,0.651,0,0.167,1.141,476.49,8,20,37.088,37,65.045,58.981,57,34
5.523,1.7,0.0,1,0,0,0,26,1.004,6,45.8,20,7.348,10,44.1,2,39.176,20,0.635,0,0.164,1.118,433.54,6,18,37.444,34,65.943,59.225,59,32
6.921,1.7,0.0,1,0,0,0,26,1.004,6,45.8,20,7.348,10,44.1,2,39.176,20,0.635,0,0.164,1.118,433.54,6,18,37.444,34,65.943,59.225,59,32
5.412,2.0,0.0,1,0,0,0,21,1.009,6,46.0,14,7.389,9,42.0,2,32.654,14,0.628,0,0.173,1.122,369.45,7,12,31.39,29,56.113,50.458,50,27
4.301,1.4,0.0,1,0,0,0,28,0.993,6,50.7,14,6.981,11,40.6,2,45.415,14,0.609,1,0.153,1.12,481.71,14,12,42.023,37,77.314,68.509,69,34
6.102,3.0,3.0,2,2,2,0,26,1.01,8,48.5,14,7.191,8,39.4,2,41.887,14,0.608,0,0.118,1.139,474.6,12,12,40.097,36,75.157,66.676,66,34
8.244,1.7,10.3,1,6,6,0,26,1.051,11,36.2,20,9.06,9,44.8,2,38.347,20,0.673,0,0.15,1.151,525.48,6,18,39.029,39,66.772,60.974,58,37
6.658,3.5,7.0,2,4,4,0,25,1.038,10,38.6,20,8.605,9,43.9,2,37.716,19,0.662,0,0.153,1.143,490.49,6,18,37.757,37,65.175,59.167,57,35
7.119,3.2,6.3,2,4,4,0,27,1.031,10,41.3,20,8.231,9,42.9,2,41.239,19,0.648,0,0.138,1.143,518.55,8,18,40.81,39,72.006,64.934,63,37
5.682,0.0,0.0,0,0,0,0,42,0.999,8,47.9,28,7.072,19,43.8,4,63.148,30,0.623,0,0.192,1.117,678.88,12,24,59.835,53,107.225,95.941,96,50
5.019,0.0,0.0,0,0,0,0,27,0.995,4,47.5,20,7.06,10,45.8,2,39.478,21,0.631,0,0.164,1.113,416.55,6,18,37.234,33,65.65,58.68,59,31
5.664,0.0,0.0,0,0,0,0,38,1.005,8,45.2,24,7.414,16,45.2,4,56.103,24,0.64,0,0.186,1.114,622.76,10,18,53.728,48,93.564,84.407,84,46
5.672,0.0,0.0,0,0,0,0,21,0.989,4,57.6,3,5.942,10,35.6,3,35.762,5,0.556,0,0.167,1.134,350.55,16,0,32.815,26,66.896,58.33,59,25
5.77,4.3,0.0,3,0,0,0,27,0.996,7,50.7,15,6.749,10,39.1,3,44.017,15,0.599,0,0.141,1.13,465.65,12,12,41.352,36,77.976,68.752,69,34
5.387,4.7,0.0,3,0,0,0,25,1.005,8,48.4,15,7.087,11,39.1,3,40.949,15,0.61,0,0.167,1.131,453.59,10,12,39.013,35,72.355,64.312,64,33
6.056,4.3,0.0,3,0,0,0,25,0.995,7,53.6,9,6.43,11,36.2,3,42.779,9,0.578,0,0.155,1.136,443.65,16,6,39.879,34,78.391,68.636,69,32
5.921,4.5,0.0,3,0,0,0,26,0.998,7,50.0,15,6.843,11,39.4,3,42.256,15,0.603,0,0.162,1.13,451.62,11,12,39.825,35,74.561,65.869,66,33
6.235,0.0,0.0,0,0,0,0,22,1.014,7,47.3,14,7.318,12,40.0,2,35.08,14,0.615,0,0.214,1.125,402.48,8,12,33.852,30,61.863,55.778,55,29
8.347,1.9,5.6,1,3,3,0,23,1.026,9,40.7,18,9.787,7,42.6,1,38.108,16,0.671,1,0.125,1.128,528.49,7,17,36.22,34,60.914,55.396,54,32
8.208,1.9,5.6,1,3,3,0,23,1.026,9,40.7,18,9.787,8,42.6,1,38.108,16,0.671,1,0.143,1.128,528.49,7,17,36.22,34,60.914,55.396,54,32
7.959,2.0,5.9,1,3,3,0,22,1.03,9,39.2,18,10.087,7,43.1,1,36.347,16,0.68,1,0.132,1.127,514.46,6,17,34.694,33,57.499,52.512,51,31
9.0,2.1,8.3,1,4,4,0,21,1.045,10,35.4,18,10.8,7,43.8,1,34.523,16,0.699,1,0.14,1.134,518.42,5,17,33.55,33,54.423,50.141,48,31
8.745,1.9,7.4,1,4,4,0,23,1.035,10,38.9,18,10.12,7,42.6,1,38.046,16,0.678,1,0.125,1.134,546.48,7,17,36.604,35,61.254,55.909,54,33
8.155,1.9,7.4,1,4,4,0,23,1.035,10,38.9,18,10.12,8,42.6,1,38.046,16,0.678,1,0.143,1.134,546.48,7,17,36.604,35,61.254,55.909,54,33
8.071,2.0,7.8,1,4,4,0,22,1.04,10,37.3,18,10.44,7,43.1,1,36.284,16,0.688,1,0.132,1.134,532.45,6,17,35.077,34,57.839,53.025,51,32
5.796,3.9,3.9,2,0,2,2,21,1.017,8,43.1,14,8.575,7,41.2,2,34.921,14,0.654,0,0.132,1.123,437.35,7,12,33.352,31,57.289,51.88,51,29
6.0,3.9,3.9,2,0,2,2,21,1.017,8,43.1,14,8.575,7,41.2,2,34.921,14,0.654,0,0.132,1.123,437.35,7,12,33.352,31,57.289,51.88,51,29
7.602,3.6,3.6,2,0,2,2,25,1.016,8,40.0,20,8.825,7,45.5,2,38.921,20,0.679,0,0.121,1.114,485.39,5,18,37.352,36,61.289,55.88,55,33
6.495,3.6,3.6,2,0,2,2,25,1.016,8,40.0,20,8.825,7,45.5,2,38.921,20,0.679,0,0.121,1.114,485.39,5,18,37.352,36,61.289,55.88,55,33
5.602,3.6,1.8,2,0,1,1,25,1.01,7,41.8,20,8.199,7,45.5,2,38.063,20,0.664,0,0.121,1.115,450.95,5,18,36.524,35,61.345,55.556,55,32
4.222,3.6,0.0,2,0,0,0,25,1.004,6,43.6,20,7.573,7,45.5,2,37.205,20,0.649,0,0.121,1.116,416.51,5,18,35.697,34,61.401,55.232,55,31
4.699,2.3,0.0,1,0,0,0,19,1.016,6,43.2,14,7.759,6,43.2,2,29.131,14,0.644,0,0.13,1.12,341.39,5,12,28.337,27,49.282,44.691,44,25
7.155,3.4,3.4,2,0,2,2,26,1.013,8,41.4,20,8.611,7,44.8,2,40.682,20,0.67,0,0.115,1.116,499.42,6,18,38.879,37,64.705,58.763,58,34
7.824,3.4,3.4,2,0,2,2,26,1.013,8,41.4,20,8.611,7,44.8,2,40.682,20,0.67,0,0.115,1.116,499.42,6,18,38.879,37,64.705,58.763,58,34
9.301,3.4,3.4,2,0,2,2,26,1.013,8,41.4,20,8.611,7,44.8,2,40.682,20,0.67,0,0.115,1.116,499.42,6,18,38.879,37,64.705,58.763,58,34
6.301,5.3,3.5,3,0,2,2,25,1.017,9,40.4,20,8.779,7,43.9,2,39.926,19,0.673,0,0.117,1.119,500.41,6,18,38.373,37,63.788,57.982,57,34
5.699,5.3,3.5,3,0,2,2,25,1.017,9,40.4,20,8.779,7,43.9,2,39.926,19,0.673,0,0.117,1.119,500.41,6,18,38.373,37,63.788,57.982,57,34
8.0,3.7,5.6,2,3,3,0,23,1.034,10,38.9,19,8.862,8,42.6,2,36.665,17,0.667,1,0.143,1.136,478.53,6,17,36.034,35,61.341,55.847,54,33
6.097,3.5,5.3,2,3,3,0,24,1.03,10,40.4,19,8.641,9,42.1,2,38.426,17,0.659,1,0.153,1.136,492.56,7,17,37.561,36,64.756,58.731,57,34
6.155,3.0,4.5,2,3,3,0,28,1.021,10,43.3,19,8.159,9,41.8,2,44.711,17,0.644,1,0.129,1.134,546.66,11,17,43.141,41,76.001,68.381,67,38
6.097,3.9,0.0,2,0,0,0,22,1.013,7,43.1,19,7.735,8,43.1,2,33.898,17,0.645,0,0.151,1.121,394.46,5,17,32.885,31,57.196,51.676,51,29
6.523,3.7,0.0,2,0,0,0,23,1.01,7,44.4,19,7.565,8,42.6,2,35.659,17,0.637,0,0.143,1.122,408.49,6,17,34.412,32,60.611,54.56,54,30
7.602,3.6,3.6,2,0,2,2,24,1.022,9,40.0,22,8.898,8,43.6,1,38.375,17,0.674,0,0.138,1.118,489.38,7,21,37.067,36,61.499,56.207,55,33
4.824,5.0,7.5,2,3,3,0,19,1.061,10,27.5,16,10.51,4,47.5,3,28.858,16,0.735,1,0.095,1.132,420.39,2,12,29.4,31,45.265,42.429,40,29
7.886,1.6,0.0,1,0,0,0,28,1.007,7,45.3,23,7.431,12,43.8,1,42.392,20,0.636,0,0.179,1.118,475.58,8,22,40.685,38,71.568,64.436,64,35
6.386,1.6,0.0,1,0,0,0,29,1.002,6,45.3,24,7.369,12,45.3,2,42.938,22,0.64,0,0.179,1.115,471.59,7,22,40.971,38,71.358,64.109,64,35
7.585,1.7,0.0,1,0,0,0,27,1.004,6,45.0,23,7.426,11,45.0,1,40.176,20,0.641,0,0.175,1.116,445.55,7,22,38.444,36,66.943,60.225,60,33
7.426,1.5,0.0,1,0,0,0,29,1.0,6,47.0,23,7.176,13,43.9,1,43.699,20,0.629,0,0.188,1.118,473.61,9,22,41.497,38,73.773,65.992,66,35
6.83,1.6,0.0,1,0,0,0,28,1.004,6,44.3,24,7.501,11,45.9,2,41.176,22,0.647,0,0.172,1.114,457.56,6,22,39.444,37,67.943,61.225,61,34
6.283,1.4,0.0,1,0,0,0,31,0.997,6,48.6,23,6.968,13,43.1,1,47.222,20,0.619,0,0.173,1.119,501.67,11,22,44.551,40,80.604,71.76,72,37
6.807,1.6,0.0,1,0,0,0,28,1.002,6,46.0,23,7.295,12,44.4,1,41.938,20,0.634,0,0.182,1.117,459.58,8,22,39.971,37,70.358,63.109,63,34
6.833,1.7,0.0,1,0,0,0,27,1.004,6,45.0,23,7.426,11,45.0,1,40.176,20,0.641,0,0.175,1.116,445.55,7,22,38.444,36,66.943,60.225,60,33
6.277,1.4,0.0,1,0,0,0,31,0.997,6,48.6,23,6.968,13,43.1,1,47.222,20,0.619,0,0.173,1.119,501.67,11,22,44.551,40,80.604,71.76,72,37
7.328,1.6,0.0,1,0,0,0,28,1.007,7,45.3,23,7.431,13,43.8,1,42.392,20,0.636,0,0.194,1.118,475.58,8,22,40.685,38,71.568,64.436,64,35
7.796,1.6,0.0,1,0,0,0,27,1.009,7,44.3,23,7.566,12,44.3,1,40.631,20,0.642,0,0.188,1.117,461.55,7,22,39.159,37,68.152,61.552,61,34
5.0,3.3,5.0,2,3,3,0,25,1.031,10,41.7,21,8.175,11,41.7,1,38.995,16,0.644,0,0.175,1.141,490.52,9,20,38.615,38,68.46,61.865,60,35
6.959,1.4,0.0,1,0,0,0,30,1.003,7,47.1,23,7.195,13,42.9,1,45.915,20,0.625,0,0.178,1.12,503.64,10,22,43.739,40,78.398,70.203,70,37
7.208,1.7,0.0,1,0,0,0,27,1.004,6,45.0,23,7.426,11,45.0,1,40.176,20,0.641,0,0.175,1.116,445.55,7,22,38.444,36,66.943,60.225,60,33
7.097,3.5,5.3,2,3,3,0,24,1.035,10,40.4,21,8.359,10,42.1,1,37.233,16,0.651,0,0.167,1.141,476.49,8,20,37.088,37,65.045,58.981,57,34
6.738,1.5,0.0,1,0,0,0,29,1.0,6,47.0,23,7.176,13,43.9,1,43.699,20,0.629,0,0.188,1.118,473.61,9,22,41.497,38,73.773,65.992,66,35
7.7,1.4,5.8,1,3,4,1,28,1.031,12,42.0,21,8.697,11,40.6,3,46.233,19,0.651,1,0.155,1.135,600.1,9,18,44.903,42,78.281,71.141,69,40
5.9,1.5,4.6,1,3,3,0,27,1.025,10,43.1,21,8.24,10,41.5,3,43.159,19,0.644,1,0.149,1.134,535.63,8,18,41.834,39,73.712,66.607,65,37
7.45,1.5,1.5,1,0,1,1,28,1.004,8,47.1,21,7.796,10,41.2,3,45.966,19,0.633,1,0.143,1.118,530.13,9,18,43.039,38,76.053,68.276,68,36
7.9,1.5,1.5,1,0,1,1,27,1.006,8,46.2,21,7.94,10,41.5,3,44.205,19,0.639,1,0.149,1.117,516.1,8,18,41.512,37,72.637,65.392,65,35
6.9,1.4,1.4,1,0,1,1,29,1.002,8,47.9,21,7.664,11,40.8,3,47.728,19,0.628,1,0.151,1.119,544.16,10,18,44.566,39,79.468,71.16,71,37
5.0,1.4,1.4,1,0,1,1,30,1.001,8,48.6,21,7.543,12,40.5,3,49.489,19,0.623,1,0.158,1.12,558.19,11,18,46.092,40,82.883,74.043,74,38
5.0,1.3,1.3,1,0,1,1,31,0.999,8,49.4,21,7.431,13,40.3,3,51.25,19,0.618,1,0.165,1.121,572.22,12,18,47.619,41,86.298,76.927,77,39
6.35,1.5,1.5,1,0,1,1,28,1.004,8,47.1,21,7.796,10,41.2,3,45.966,19,0.633,1,0.143,1.118,530.13,9,18,43.039,38,76.053,68.276,68,36
7.75,1.5,1.5,1,0,1,1,28,1.004,8,47.1,21,7.796,10,41.2,3,45.966,19,0.633,1,0.143,1.118,530.13,9,18,43.039,38,76.053,68.276,68,36
7.8,1.3,1.3,1,0,1,1,32,0.999,8,48.7,21,7.49,11,41.0,3,52.25,19,0.623,1,0.136,1.119,584.23,13,18,48.619,43,87.298,77.927,78,40
7.15,1.6,4.8,1,0,3,3,26,1.019,10,41.9,21,9.209,10,41.9,3,44.159,19,0.672,1,0.156,1.115,570.95,7,18,41.64,38,69.11,63.156,62,36
6.65,1.5,3.0,1,0,2,2,27,1.016,10,43.9,21,8.584,11,40.9,3,45.517,19,0.652,1,0.162,1.118,566.54,8,18,43.054,39,73.791,67.043,66,37
6.5,1.6,4.8,1,1,3,2,26,1.022,10,41.9,21,8.944,10,41.9,3,43.239,19,0.664,1,0.156,1.121,554.5,7,18,41.196,38,69.506,63.345,62,36
6.3,1.5,3.0,1,1,2,1,27,1.019,10,43.9,21,8.335,11,40.9,3,44.597,19,0.646,1,0.162,1.124,550.09,8,18,42.61,39,74.186,67.232,66,37
6.35,1.6,4.8,1,2,3,1,26,1.025,10,41.9,21,8.678,10,41.9,3,42.318,19,0.657,1,0.156,1.127,538.05,7,18,40.752,38,69.902,63.534,62,36
5.15,1.4,1.4,1,0,1,1,28,1.013,10,45.7,21,8.03,12,40.0,3,46.875,19,0.635,1,0.167,1.121,562.13,9,18,44.468,40,78.471,70.931,70,38
6.9,1.5,1.5,1,0,1,1,27,1.006,8,46.2,21,7.94,9,41.5,3,44.205,19,0.639,1,0.134,1.117,516.1,8,18,41.512,37,72.637,65.392,65,35
6.25,1.4,1.4,1,0,1,1,29,1.002,8,47.9,21,7.664,11,40.8,3,47.728,19,0.628,1,0.151,1.119,544.16,10,18,44.566,39,79.468,71.16,71,37
6.15,1.4,1.4,1,0,1,1,29,1.004,8,46.4,21,7.857,9,42.0,3,46.966,19,0.638,1,0.125,1.117,542.14,10,18,44.039,40,77.053,69.276,69,37
6.1,1.5,1.5,1,0,1,1,28,1.006,8,45.5,21,8.002,9,42.4,3,45.205,19,0.644,1,0.13,1.116,528.11,9,18,42.512,39,73.637,66.392,66,36
6.3,1.5,1.5,1,0,1,1,27,1.011,9,45.5,21,8.062,10,40.9,3,44.659,19,0.64,1,0.147,1.119,532.1,8,18,42.227,38,73.847,66.72,66,36
5.8,1.5,5.9,1,3,4,1,28,1.027,11,42.6,21,8.59,10,41.2,3,45.779,19,0.65,1,0.143,1.133,584.1,9,18,44.189,41,77.072,69.814,68,39
8.05,1.5,3.1,1,0,2,2,27,1.011,9,44.6,21,8.47,10,41.5,3,45.063,19,0.651,1,0.149,1.117,550.54,8,18,42.339,38,72.581,65.716,65,36
7.65,1.4,1.4,1,0,1,1,28,1.009,9,46.4,21,7.915,11,40.6,3,46.421,19,0.634,1,0.155,1.12,546.13,9,18,43.754,39,77.262,69.603,69,37
7.1,1.5,5.9,1,3,4,1,28,1.027,11,42.6,21,8.59,10,41.2,3,45.779,19,0.65,1,0.143,1.133,584.1,9,18,44.189,41,77.072,69.814,68,39
6.7,1.5,3.1,1,1,2,1,27,1.014,9,44.6,21,8.217,10,41.5,3,44.142,19,0.645,1,0.149,1.123,534.09,8,18,41.895,38,72.977,65.905,65,36
6.65,1.5,1.5,1,0,1,1,28,1.004,8,47.1,21,7.796,10,41.2,3,45.966,19,0.633,1,0.143,1.118,530.13,9,18,43.039,38,76.053,68.276,68,36
5.5,1.4,5.8,1,3,4,1,28,1.031,12,42.0,21,8.697,11,40.6,3,46.233,19,0.651,1,0.155,1.135,600.1,9,18,44.903,42,78.281,71.141,69,40
5.8,1.5,1.5,1,0,1,1,28,1.004,8,47.1,21,7.796,10,41.2,3,45.966,19,0.633,1,0.143,1.118,530.13,9,18,43.039,38,76.053,68.276,68,36
5.7,1.5,4.6,1,2,3,1,27,1.022,10,43.1,21,8.494,10,41.5,3,44.08,19,0.65,1,0.149,1.128,552.08,8,18,42.279,39,73.317,66.418,65,37
5.4,1.5,2.9,1,1,2,1,28,1.012,9,45.6,21,8.061,10,41.2,3,45.904,19,0.639,1,0.143,1.123,548.12,9,18,43.422,39,76.392,68.789,68,37
5.0,1.4,1.4,1,0,1,1,30,1.001,8,48.6,21,7.543,10,40.5,3,49.489,19,0.623,1,0.132,1.12,558.19,11,18,46.092,40,82.883,74.043,74,38
6.25,1.5,1.5,1,0,1,1,28,1.004,8,47.1,21,7.796,10,41.2,3,45.966,19,0.633,1,0.143,1.118,530.13,9,18,43.039,38,76.053,68.276,68,36
6.9,1.5,2.9,1,0,2,2,28,1.009,9,45.6,21,8.302,10,41.2,3,46.824,19,0.645,1,0.143,1.118,564.57,9,18,43.866,39,75.997,68.6,68,37
5.75,1.5,1.5,1,0,1,1,28,1.004,8,47.1,21,7.796,10,41.2,3,45.966,19,0.633,1,0.143,1.118,530.13,9,18,43.039,38,76.053,68.276,68,36
7.8,1.4,4.2,1,3,3,0,29,1.019,10,45.1,21,7.939,10,40.8,3,46.682,19,0.632,1,0.137,1.134,563.69,10,18,44.888,41,80.543,72.374,71,39
7.25,1.4,4.2,1,3,3,0,29,1.024,11,44.4,21,8.051,11,40.3,3,47.137,19,0.633,1,0.149,1.135,579.69,10,18,45.603,42,81.752,73.701,72,40
7.3,1.4,0.0,1,0,0,0,29,0.998,7,49.3,21,7.179,10,40.8,3,46.87,19,0.616,1,0.137,1.12,509.72,10,18,43.738,38,79.524,70.836,71,36
