pXC50,Chi0_EA.dm.,Eig08_AEA.dm.,Eig09_EA,SM03_AEA.dm.,Chi1_EA.dm.,Eig09_AEA.ed.,Eig09_AEA.dm.,Eig09_EA.ed.,SM04_AEA.ri.,Eig08_AEA.ri.,Eig09_AEA.ri.,Eig08_EA.ed.,SM03_AEA.ri.,Eig10_EA.ed.,SM05_AEA.ri.,Eig08_EA.ri.,Eig10_AEA.dm.,Eig08_EA,SM02_AEA.dm.,Eig07_AEA.dm.,Eig10_AEA.ed.,Eig08_AEA.bo.,Eig09_EA.ri.,Eig09_AEA.bo.,Eig15_AEA.dm.,Eta_betaS,ZM2Mad,Eig08_AEA.ed.,Eig15_AEA.bo.,SpMax7_Bh.i.,ATS2m,X3,SpMax8_Bh.v.,Sv,SpMax8_Bh.m.,IVDM,X1,Eig07_EA.bo.,MW,Psi_i_0,Eig15_EA.bo.,Eig07_EA,SM15_AEA.bo.,Eta_FL,Eig13_AEA.bo.,Eig15_EA.ed.,SM10_AEA.ri.,Eig07_AEA.bo.,ATS1m,Chi0_AEA.bo.,Chi0_AEA.dm.,Chi0_AEA.ed.,Chi0_AEA.ri.,Chi0_EA,Chi1_EA.ri.,SpMax8_Bh.p.,X4,Eig15_EA,SM09_AEA.dm.,Eig14_AEA.bo.,Psi_e_0,Eig13_EA.bo.,Chi0_EA.ri.,SpMaxA_AEA.bo.,SpMax7_Bh.m.,X0sol,CID,SMTIV
7.45,23.489,2.021,1.414,1.414,28.517,4.116,1.627,3.494,3.494,2.425,2.364,4.026,4.026,3.212,3.212,1.354,1.564,1.518,1.518,2.103,4.032,2.889,1.34,2.657,0.676,19.75,233.7,4.349,1.427,3.157,4.164,11.471,2.829,34.128,2.927,4.828,14.436,2.251,450.38,21.013,0.224,1.869,1.869,7.035,2.0,0.427,0.427,3.117,3.755,20.068,20.068,20.068,20.068,20.068,17.389,2.811,9.315,0.188,0.188,1.459,11.117,0.949,20.687,0.136,3.11,21.38,4.132,20405.0
5.8,22.487,1.729,1.395,1.395,31.302,4.102,1.655,3.592,3.592,2.533,2.392,3.703,3.703,3.202,3.202,1.525,1.37,1.544,1.544,2.138,4.009,2.92,1.388,2.816,0.316,17.5,186.316,4.183,0.988,3.233,3.941,10.34,2.851,32.235,2.861,4.736,13.508,2.325,371.47,19.701,-0.528,1.697,1.697,7.982,1.517,-0.998,-0.998,3.134,3.569,18.809,18.809,18.809,18.809,18.809,15.475,2.855,8.92,-0.419,-0.419,1.186,10.344,0.299,18.934,0.147,2.954,19.673,4.07,16183.0
5.8,22.751,1.729,1.414,1.414,32.701,4.041,1.634,3.522,3.522,2.532,2.414,3.703,3.703,3.212,3.212,1.525,1.383,1.544,1.544,2.187,4.027,2.919,1.414,2.82,0.361,17.5,186.15,4.161,0.972,3.206,3.941,10.536,2.825,32.235,2.869,4.736,13.508,2.3,371.47,19.701,-0.411,1.666,1.666,7.982,1.536,-0.858,-0.858,3.118,3.569,18.809,18.809,18.809,18.809,18.809,15.453,2.812,8.684,-0.337,-0.337,1.336,10.341,0.346,18.937,0.147,2.925,19.673,4.07,16739.0
5.8,21.893,1.729,1.192,1.192,32.092,4.028,1.383,3.211,3.211,2.532,2.188,3.703,3.703,2.587,2.587,1.525,1.24,1.543,1.543,2.132,3.479,2.919,1.185,2.661,0.235,17.0,178.15,4.16,0.972,3.05,3.899,9.874,2.715,30.708,2.72,4.694,13.097,2.274,357.44,18.926,-0.528,1.649,1.649,7.926,1.349,-0.996,-0.996,3.098,3.535,18.309,18.309,18.309,18.309,18.309,15.002,2.735,8.584,-0.426,-0.426,1.184,9.964,0.103,18.437,0.151,2.9,18.803,4.038,15388.0
5.0,30.255,2.269,1.719,1.719,48.345,4.376,1.869,4.299,4.299,2.861,2.667,5.438,5.438,3.631,3.631,1.785,1.795,1.928,1.928,2.334,4.126,3.128,1.624,3.033,1.0,23.75,253.356,4.806,2.169,3.334,4.255,13.209,2.91,42.352,2.911,5.118,17.53,2.55,498.71,25.904,1.007,2.123,2.123,9.517,2.5,2.136,2.136,3.434,3.903,24.549,24.549,24.549,24.549,24.549,20.793,2.941,10.592,1.0,1.0,2.5,13.307,1.5,25.183,0.108,3.081,25.261,4.323,34149.0
7.137,26.138,2.27,1.732,1.732,36.272,4.77,1.915,4.998,4.998,2.777,2.698,5.119,5.119,3.765,3.765,1.724,1.566,1.822,1.822,2.365,4.279,3.205,1.659,3.016,1.0,23.75,243.115,4.795,2.064,3.348,4.193,13.522,2.934,42.385,2.998,5.109,17.491,2.537,481.65,25.778,1.0,2.109,2.109,9.805,2.5,2.136,2.136,3.347,3.839,24.499,24.499,24.499,24.499,24.499,20.467,2.941,11.163,1.0,1.0,2.5,13.343,1.5,24.952,0.118,3.122,25.07,4.321,29678.0
7.432,42.521,2.606,1.989,1.989,55.757,5.063,2.406,5.845,5.845,3.073,2.932,6.095,6.095,4.758,4.758,1.989,2.35,2.134,2.134,2.883,4.848,3.409,1.867,3.3,1.501,30.75,326.08,5.181,2.581,3.489,4.456,17.005,3.009,52.097,3.193,5.459,22.341,2.757,634.74,32.375,1.587,2.299,2.299,10.944,2.786,3.127,3.127,3.521,4.112,31.349,31.349,31.349,31.349,31.349,26.493,2.971,13.747,1.386,1.386,2.746,17.28,1.805,32.28,0.093,3.3,30.357,4.557,71800.0
5.0,33.041,2.37,1.894,1.894,41.717,4.799,2.151,5.413,5.413,2.9,2.821,5.529,5.529,4.546,4.546,1.819,1.983,1.96,1.96,2.627,4.636,3.294,1.746,3.084,1.109,25.5,300.972,4.984,2.256,3.362,4.445,13.964,3.028,42.722,3.21,5.156,18.096,2.547,543.67,26.503,1.128,2.198,2.198,9.07,2.583,2.275,2.275,3.462,3.979,25.004,25.004,25.004,25.004,25.004,22.329,3.0,11.905,0.985,0.985,2.384,14.647,1.617,25.903,0.111,3.257,24.88,4.366,37959.0
6.921,30.676,2.393,1.55,1.55,33.548,4.157,2.238,3.658,3.658,2.579,2.544,4.362,4.362,3.038,3.038,1.565,1.685,1.592,1.592,2.514,3.894,3.094,1.539,2.821,1.056,22.25,220.948,4.438,2.052,3.268,4.12,12.113,2.935,40.406,2.952,5.016,16.44,2.16,460.64,24.414,1.0,2.076,2.076,7.5,2.343,1.665,1.665,3.154,3.774,22.955,22.955,22.955,22.955,22.955,18.738,2.945,9.955,0.682,0.682,2.161,12.638,1.033,23.298,0.12,3.114,24.079,4.253,25792.0
5.0,29.158,1.967,1.588,1.588,39.065,4.354,1.932,4.164,4.164,2.581,2.532,4.379,4.379,3.582,3.582,1.511,1.827,1.663,1.663,2.228,4.074,2.999,1.495,2.956,0.94,22.75,248.567,4.488,1.771,3.312,4.21,12.349,2.969,38.115,3.058,5.016,16.516,2.63,480.59,23.479,0.639,1.908,1.908,9.515,2.118,1.01,1.01,3.327,3.865,23.281,23.281,23.281,23.281,23.281,19.529,2.958,10.392,0.542,0.542,1.909,12.504,0.927,24.349,0.124,3.065,24.432,4.254,29673.0
5.959,10.372,1.546,1.0,1.0,13.198,3.414,1.203,2.275,2.275,2.197,2.0,2.815,2.815,2.136,2.136,1.194,1.146,1.205,1.205,1.667,3.377,2.66,1.0,2.5,-0.405,16.0,165.624,3.593,0.7,3.126,3.812,9.456,2.725,29.015,2.733,4.606,12.31,1.81,332.44,17.912,-0.814,1.497,1.497,6.78,1.958,-1.61,-1.61,2.775,3.483,17.413,17.413,17.413,17.413,17.413,14.164,2.735,7.713,-0.745,-0.745,1.027,9.239,0.595,17.65,0.162,2.866,17.062,3.97,12265.0
5.0,22.758,1.607,1.258,1.258,34.444,4.028,1.356,3.163,3.163,2.477,2.232,4.416,4.416,2.275,2.275,1.451,1.238,1.512,1.512,1.973,3.51,2.962,1.219,2.706,-0.098,17.75,233.021,4.534,1.0,2.985,4.067,9.695,2.681,27.334,2.687,4.637,12.664,2.355,394.4,17.526,-0.756,1.723,1.723,7.94,1.171,-1.495,-1.495,3.146,3.765,17.264,17.264,17.264,17.264,17.264,15.122,2.658,8.104,-0.62,-0.62,1.0,10.298,-0.249,17.762,0.166,2.831,18.277,4.01,18059.0
4.523,34.116,2.394,1.583,1.583,44.007,4.58,2.317,4.455,4.455,2.733,2.564,5.15,5.15,3.967,3.967,1.597,2.169,1.809,1.809,2.605,4.37,3.177,1.54,2.866,1.168,23.5,286.92,4.663,1.54,3.376,4.388,12.499,3.048,42.995,3.297,5.05,16.862,2.374,554.6,25.374,0.403,2.173,2.173,7.355,2.204,0.847,0.847,3.21,3.955,22.902,22.902,22.902,22.902,22.902,20.017,3.04,9.356,0.361,0.361,1.825,13.44,0.968,23.659,0.121,3.346,27.974,4.287,30974.0
5.8,14.183,1.0,1.0,1.0,21.147,3.247,1.0,2.136,2.136,2.0,1.984,2.136,2.136,0.0,0.0,1.0,0.718,1.0,1.0,1.151,2.87,2.43,0.983,2.0,-1.0,13.25,124.988,3.247,0.215,2.926,3.592,6.785,2.656,23.488,2.687,4.283,9.81,1.5,270.37,14.38,-1.348,1.068,1.068,4.397,0.5,-2.347,-2.347,2.5,3.266,13.792,13.792,13.792,13.792,13.792,11.291,2.61,5.88,-1.0,-1.0,0.377,7.402,-0.947,14.015,0.197,2.722,13.786,3.743,5878.0
6.0,17.311,1.539,1.182,1.182,24.218,3.81,1.24,2.689,2.689,2.442,2.179,4.009,4.009,2.585,2.585,1.409,1.088,1.493,1.493,2.058,3.479,2.977,1.178,2.658,-0.131,17.5,198.864,4.38,1.042,3.107,3.997,9.814,2.715,30.17,2.751,4.694,13.097,2.381,375.49,18.786,-0.442,1.743,1.743,7.929,1.322,-0.77,-0.77,3.165,3.629,18.309,18.309,18.309,18.309,18.309,15.516,2.735,8.669,-0.335,-0.335,1.182,9.912,0.085,18.738,0.156,2.929,19.156,4.038,15989.0
5.8,9.269,1.318,0.965,0.965,6.931,3.548,1.046,2.475,2.475,2.189,1.919,3.035,3.035,2.02,2.02,1.178,1.009,1.222,1.222,1.518,3.467,2.69,0.918,2.433,-0.697,14.75,154.349,3.837,0.498,3.127,3.747,8.519,2.545,25.983,2.577,4.428,10.969,2.028,307.39,15.793,-1.232,1.414,1.414,6.64,0.908,-2.029,-2.029,2.866,3.373,15.137,15.137,15.137,15.137,15.137,12.625,2.559,6.925,-1.0,-1.0,0.691,8.433,-0.615,15.329,0.184,2.847,16.56,3.863,8360.0
5.8,16.902,1.0,0.551,0.551,24.954,3.026,1.0,1.268,1.268,1.525,1.474,1.611,1.611,-0.939,-0.939,0.552,0.748,0.662,0.662,1.064,2.454,2.176,0.509,1.784,-1.0,12.5,137.938,3.247,0.097,2.663,3.702,6.053,2.126,19.998,2.358,4.178,9.148,1.5,278.32,12.579,-1.877,1.0,1.0,5.592,0.5,-3.557,-3.557,2.5,3.326,12.637,12.637,12.637,12.637,12.637,10.566,2.196,4.616,-1.259,-1.259,0.198,6.956,-1.581,13.042,0.215,2.596,14.018,3.664,7240.0
5.8,25.444,2.129,1.733,1.733,33.935,4.618,1.971,4.861,4.861,2.805,2.7,4.963,4.963,4.567,4.567,1.747,1.906,1.865,1.865,2.147,4.499,3.232,1.672,3.1,0.277,19.5,235.205,4.722,1.187,3.181,4.166,11.33,2.853,34.223,2.948,4.837,14.474,2.538,415.56,21.328,-0.275,1.879,1.879,7.981,1.861,-0.553,-0.553,3.258,3.738,20.204,20.204,20.204,20.204,20.204,17.546,2.872,10.732,-0.214,-0.214,1.311,11.073,0.719,20.624,0.14,3.067,21.181,4.151,19299.0
6.6,22.502,1.844,1.477,1.477,31.901,4.411,1.789,4.187,4.187,2.667,2.431,4.832,4.832,3.26,3.26,1.637,1.241,1.703,1.703,2.09,4.14,3.122,1.382,2.87,0.51,20.5,221.461,4.682,1.179,3.256,4.156,11.171,2.756,32.681,2.788,4.859,14.719,2.649,426.44,20.709,-0.284,1.943,1.943,8.971,2.467,-0.547,-0.547,3.361,3.704,20.281,20.281,20.281,20.281,20.281,17.699,2.764,9.646,-0.218,-0.218,1.36,11.871,1.453,20.8,0.139,3.007,19.673,4.162,25851.0
5.8,6.915,1.371,1.094,1.094,6.587,3.476,1.11,2.517,2.517,2.243,2.042,2.913,2.913,1.534,1.534,1.224,1.028,1.294,1.294,1.564,3.163,2.596,1.033,2.49,-0.618,15.25,187.313,3.604,0.82,2.914,3.841,7.859,2.529,27.083,2.623,4.512,11.511,1.99,343.44,16.699,-1.12,1.437,1.437,6.779,1.0,-2.107,-2.107,2.839,3.659,15.947,15.947,15.947,15.947,15.947,13.486,2.513,6.449,-0.835,-0.835,0.882,8.961,-0.55,16.318,0.178,2.718,17.243,3.911,12158.0
5.8,14.444,1.543,1.119,1.119,17.412,3.563,1.388,2.604,2.604,2.273,2.095,3.174,3.174,2.411,2.411,1.257,1.348,1.3,1.3,1.589,3.46,2.66,1.086,2.53,0.191,17.75,180.037,3.91,0.807,3.131,3.899,10.131,2.715,31.256,2.744,4.706,13.258,2.259,362.47,19.186,-0.466,1.545,1.545,7.13,1.947,-1.012,-1.012,3.043,3.557,18.784,18.784,18.784,18.784,18.784,15.213,2.735,8.474,-0.422,-0.422,1.359,10.004,0.718,19.072,0.153,2.814,18.64,4.04,14714.0
5.8,14.937,1.875,1.0,1.0,17.631,3.637,1.344,2.275,2.275,2.155,2.0,3.015,3.015,2.169,2.169,1.112,1.0,1.164,1.164,2.037,3.414,2.689,1.0,2.5,-0.251,14.75,215.165,4.006,0.5,2.925,4.053,9.027,2.68,26.475,2.822,4.478,11.38,1.958,379.28,16.309,-1.253,1.465,1.465,6.303,1.11,-2.226,-2.226,2.873,3.596,15.637,15.637,15.637,15.637,15.637,13.53,2.676,7.14,-1.0,-1.0,0.624,8.863,-0.431,16.004,0.183,2.887,18.784,3.901,10836.0
5.9,25.518,1.688,1.254,1.254,31.733,3.516,1.544,2.726,2.726,2.519,2.237,3.227,3.227,2.626,2.626,1.503,1.411,1.54,1.54,2.178,3.491,2.898,1.232,2.755,0.289,20.75,194.192,3.677,1.323,3.207,4.001,10.475,2.91,35.826,2.866,4.922,15.259,2.106,418.55,22.043,0.0,1.75,1.75,8.48,2.18,0.0,0.0,2.941,3.707,21.499,21.499,21.499,21.499,21.499,17.945,2.936,8.766,0.0,0.0,2.0,11.41,1.144,22.166,0.126,2.936,21.305,4.175,21467.0
5.8,7.489,1.67,1.414,1.414,4.198,4.521,1.475,4.226,4.226,2.575,2.349,4.646,4.646,3.963,3.963,1.535,1.403,1.632,1.632,1.987,4.406,3.011,1.314,2.903,0.256,19.5,234.106,4.602,1.221,3.037,4.146,11.28,2.715,32.892,2.764,4.786,14.008,2.389,405.54,20.593,-0.109,1.92,1.92,7.441,2.189,-0.224,-0.224,3.162,3.725,19.602,19.602,19.602,19.602,19.602,17.389,2.735,10.103,-0.085,-0.085,1.723,10.71,1.077,20.211,0.144,2.852,19.604,4.116,15853.0
5.8,24.83,2.087,1.425,1.425,34.91,4.205,1.757,3.575,3.575,2.705,2.38,4.602,4.602,2.593,2.593,1.689,1.24,1.705,1.705,2.133,3.757,3.135,1.349,2.936,0.512,19.75,217.856,4.494,1.188,3.171,4.094,10.72,2.749,32.906,2.859,4.839,14.491,2.625,418.52,20.571,-0.204,1.975,1.975,8.856,2.154,-0.419,-0.419,3.352,3.724,20.17,20.17,20.17,20.17,20.17,17.032,2.749,9.334,-0.163,-0.163,1.492,11.043,0.988,20.632,0.141,2.964,21.441,4.135,22707.0
6.8,14.841,1.875,1.414,1.414,18.707,4.119,1.694,3.575,3.575,2.627,2.393,4.464,4.464,3.095,3.095,1.581,1.497,1.666,1.666,2.043,4.054,3.123,1.383,2.875,0.673,20.75,244.615,4.535,2.118,3.106,4.17,12.217,2.737,34.773,2.839,4.943,15.597,2.685,444.52,22.06,0.927,1.976,1.976,9.554,2.477,1.372,1.372,3.416,3.797,21.93,21.93,21.93,21.93,21.93,18.433,2.735,10.591,0.618,0.618,2.173,11.796,1.466,22.318,0.132,2.991,21.562,4.21,26307.0
5.8,15.053,1.894,1.435,1.435,17.95,4.17,1.491,3.571,3.571,2.615,2.375,4.817,4.817,3.168,3.168,1.544,1.331,1.695,1.695,2.049,4.04,3.115,1.341,2.889,0.41,21.0,228.744,4.748,1.225,3.224,4.076,11.436,2.735,32.297,2.866,4.829,14.433,2.438,408.45,20.736,0.063,1.799,1.799,8.044,1.916,0.124,0.124,3.185,3.694,20.154,20.154,20.154,20.154,20.154,17.748,2.733,9.431,0.05,0.05,1.361,11.175,0.875,20.702,0.14,2.972,19.14,4.14,18620.0
5.8,9.189,1.308,0.948,0.948,6.774,3.543,1.021,2.454,2.454,2.15,1.896,2.849,2.849,2.016,2.016,1.131,0.982,1.189,1.189,1.627,3.467,2.672,0.888,2.431,-0.692,15.25,174.818,3.905,0.51,2.887,3.905,8.247,2.365,24.584,2.56,4.428,10.952,1.981,348.21,15.366,-1.173,1.406,1.406,6.688,0.796,-2.022,-2.022,2.841,3.483,15.085,15.085,15.085,15.085,15.085,13.147,2.343,7.023,-1.0,-1.0,0.692,8.403,-0.621,15.524,0.183,2.859,17.56,3.863,10013.0
5.8,16.206,2.004,1.507,1.507,16.1,4.353,1.598,4.15,4.15,2.768,2.466,5.065,5.065,3.176,3.176,1.715,1.291,1.812,1.812,2.091,4.01,3.082,1.441,2.941,0.51,20.5,217.561,4.667,1.145,3.13,4.182,10.898,2.79,34.933,2.838,4.918,15.265,2.581,442.48,21.785,-0.116,1.884,1.884,8.516,2.111,-0.278,-0.278,3.307,3.739,21.066,21.066,21.066,21.066,21.066,18.612,2.793,9.374,-0.099,-0.099,1.715,12.343,0.939,21.781,0.13,2.931,20.217,4.195,28546.0
5.8,19.002,1.588,1.235,1.235,23.993,3.748,1.543,2.832,2.832,2.402,2.218,3.503,3.503,2.564,2.564,1.377,1.388,1.445,1.445,1.621,3.561,2.783,1.207,2.642,0.31,18.5,188.144,4.041,0.845,3.219,3.945,10.564,2.845,32.783,2.812,4.748,13.652,2.29,376.5,19.978,-0.404,1.546,1.546,7.302,1.946,-0.936,-0.936,3.044,3.598,19.231,19.231,19.231,19.231,19.231,15.831,2.873,8.698,-0.376,-0.376,1.583,10.349,0.711,19.685,0.148,2.991,19.51,4.072,16295.0
5.8,6.8,0.76,0.61,0.61,3.971,3.216,0.632,1.487,1.487,1.72,1.594,1.732,1.732,-0.763,-0.763,0.722,-0.112,0.732,0.732,1.183,2.613,2.202,0.599,2.081,-1.339,12.0,130.925,3.276,0.0,2.866,3.584,6.866,2.364,21.961,2.468,4.171,9.131,1.622,256.34,13.394,-1.671,1.143,1.143,4.639,0.235,-3.689,-3.689,2.587,3.231,12.671,12.671,12.671,12.671,12.671,10.578,2.347,5.899,-1.381,-1.381,0.026,6.965,-1.141,12.805,0.217,2.499,13.405,3.685,5199.0
6.0,12.649,1.207,1.0,1.0,20.0,3.477,1.0,2.429,2.429,2.15,2.0,2.703,2.703,2.275,2.275,1.138,1.0,1.198,1.198,1.504,3.414,2.668,1.0,2.5,-0.837,15.75,156.491,3.571,0.656,2.98,3.778,8.62,2.607,26.816,2.684,4.483,11.293,1.979,308.43,16.611,-1.0,1.482,1.482,5.52,0.853,-2.054,-2.054,2.898,3.42,15.947,15.947,15.947,15.947,15.947,13.426,2.593,7.336,-0.84,-0.84,0.729,8.485,-0.456,16.271,0.177,2.801,15.648,3.892,8679.0
5.8,19.011,1.628,1.166,1.166,24.686,3.738,1.305,2.897,2.897,2.381,2.153,3.221,3.221,2.036,2.036,1.353,0.994,1.414,1.414,1.939,3.593,2.859,1.149,2.595,-0.293,15.0,180.758,4.067,0.527,3.033,3.896,9.252,2.683,27.904,2.7,4.481,11.372,2.028,325.42,17.089,-0.759,1.639,1.639,5.271,0.929,-1.735,-1.735,2.937,3.455,15.723,15.723,15.723,15.723,15.723,13.709,2.694,8.764,-0.664,-0.664,0.642,8.966,-0.412,15.94,0.175,2.791,16.19,3.92,8062.0
5.8,18.538,1.38,1.0,1.0,21.476,3.43,1.271,2.275,2.275,2.317,2.0,2.901,2.901,2.2,2.2,1.317,1.102,1.317,1.317,1.904,3.414,2.781,1.0,2.5,0.318,16.75,194.863,3.669,0.719,2.925,4.029,9.995,2.715,31.723,2.687,4.731,13.497,2.136,411.94,19.141,-0.798,1.571,1.571,7.851,1.704,-1.571,-1.571,3.007,3.635,18.747,18.747,18.747,18.747,18.747,15.432,2.735,7.684,-0.656,-0.656,1.394,10.359,0.459,19.11,0.16,2.889,20.985,4.053,16842.0
5.8,15.889,1.407,1.044,1.044,20.315,3.615,1.24,2.62,2.62,2.327,1.986,2.96,2.96,2.178,2.178,1.317,1.033,1.341,1.341,1.67,3.5,2.5,0.983,2.476,-0.612,16.0,203.45,3.775,0.5,2.925,3.993,9.528,2.489,25.116,2.614,4.481,11.31,1.876,323.41,16.479,-0.908,1.474,1.474,5.703,1.107,-2.062,-2.062,2.795,3.545,16.085,16.085,16.085,16.085,16.085,14.111,2.482,8.736,-0.756,-0.756,0.754,8.516,-0.307,16.512,0.175,2.687,15.742,3.909,8606.0
5.8,9.346,1.267,1.0,1.0,10.29,3.493,1.252,2.487,2.487,2.163,2.0,3.096,3.096,2.275,2.275,1.125,1.008,1.227,1.227,1.603,3.414,2.698,1.0,2.5,-0.201,15.5,200.325,3.971,0.728,2.925,4.016,9.432,2.715,27.954,2.687,4.592,12.204,2.041,367.88,17.536,-0.988,1.414,1.414,6.949,1.674,-1.647,-1.647,2.892,3.607,17.154,17.154,17.154,17.154,17.154,14.556,2.735,7.643,-0.709,-0.709,1.096,9.201,0.294,17.555,0.166,2.732,18.079,3.966,13333.0
5.8,17.176,1.794,1.527,1.527,20.104,4.243,1.583,3.821,3.821,2.518,2.508,4.409,4.409,3.7,3.7,1.501,1.546,1.546,1.546,1.977,4.145,3.045,1.496,2.882,0.657,19.5,205.921,4.463,1.643,3.076,4.031,11.335,2.801,34.256,2.811,4.859,14.653,2.319,398.5,21.32,0.489,1.83,1.83,8.317,2.086,1.072,1.072,3.132,3.665,20.618,20.618,20.618,20.618,20.618,17.289,2.808,9.848,0.409,0.409,1.688,11.077,0.922,20.896,0.133,2.9,20.501,4.153,20778.0
6.4,14.885,1.519,1.064,1.064,20.83,3.569,1.088,2.684,2.684,2.371,2.0,2.992,2.992,2.275,2.275,1.361,1.0,1.381,1.381,1.539,3.414,2.846,1.0,2.553,-0.18,17.0,191.864,3.811,1.042,2.942,3.958,9.494,2.715,28.643,2.687,4.65,12.704,2.212,361.46,18.011,-0.448,1.513,1.513,7.889,1.322,-0.775,-0.775,2.989,3.597,17.861,17.861,17.861,17.861,17.861,15.034,2.735,8.318,-0.338,-0.338,1.174,9.534,0.085,18.29,0.161,2.762,18.286,4.004,14717.0
5.8,16.804,1.618,1.618,1.618,24.466,4.374,1.618,4.069,4.069,2.618,2.614,4.419,4.419,3.688,3.688,1.614,1.562,1.618,1.618,1.848,4.198,3.118,1.612,3.076,1.008,23.0,301.232,4.495,2.18,3.427,4.307,13.683,3.183,41.518,3.225,5.093,17.396,2.427,497.67,25.494,1.069,1.703,1.703,10.411,2.6,1.926,1.926,3.118,3.986,24.402,24.402,24.402,24.402,24.402,20.427,3.193,12.001,0.801,0.801,2.488,13.637,1.644,24.841,0.125,3.267,25.536,4.321,28008.0
5.8,45.066,2.306,1.97,1.97,77.376,4.893,2.172,5.676,5.676,2.977,2.922,5.761,5.761,4.065,4.065,1.907,1.938,2.038,2.038,2.463,4.347,3.096,1.86,3.081,1.077,26.5,273.346,5.09,1.992,3.422,4.312,14.634,2.983,45.218,3.054,5.171,18.389,2.588,522.73,27.473,0.786,2.167,2.167,8.04,2.177,1.372,1.372,3.437,3.93,25.825,25.825,25.825,25.825,25.825,21.611,2.978,12.164,0.66,0.66,2.0,14.167,1.169,26.57,0.108,3.175,26.811,4.37,33098.0
5.8,8.052,1.116,0.457,0.457,10.484,2.973,0.666,1.071,1.071,2.016,1.432,1.722,1.722,-0.516,-0.516,1.011,0.306,1.011,1.011,1.353,2.662,2.129,0.444,1.917,-1.152,12.25,128.126,3.182,0.028,2.765,3.563,6.853,2.234,21.434,2.266,4.189,9.275,1.672,254.32,13.321,-1.827,1.116,1.116,5.045,0.605,-3.502,-3.502,2.615,3.215,13.093,13.093,13.093,13.093,13.093,10.608,2.236,5.982,-1.397,-1.397,0.453,6.995,-1.159,13.244,0.221,2.442,13.242,3.693,5210.0
7.2,24.903,2.326,1.815,1.815,35.532,4.901,2.272,5.106,5.106,2.985,2.757,5.71,5.71,4.65,4.65,1.922,2.019,2.048,2.048,2.549,4.564,3.462,1.69,3.231,1.0,24.5,290.295,4.994,2.423,3.307,4.357,14.617,2.838,41.891,2.999,5.156,18.129,2.852,529.65,26.064,1.351,2.097,2.097,10.4,2.563,2.275,2.275,3.487,3.949,25.081,25.081,25.081,25.081,25.081,21.479,2.851,11.841,1.0,1.0,2.5,14.036,1.586,25.554,0.113,3.373,26.51,4.366,41476.0
7.1,36.662,2.274,1.722,1.722,58.849,4.731,2.013,4.921,4.921,2.881,2.679,5.782,5.782,4.015,4.015,1.822,1.957,1.92,1.92,2.286,4.349,3.074,1.642,2.963,0.72,22.75,237.987,4.977,1.613,3.274,4.187,12.651,2.91,38.569,2.954,4.969,15.885,2.42,451.61,23.691,0.446,2.031,2.031,7.372,2.048,0.927,0.927,3.302,3.784,22.118,22.118,22.118,22.118,22.118,19.1,2.941,10.879,0.378,0.378,2.0,12.314,1.0,22.605,0.118,2.975,22.242,4.235,24411.0
5.8,7.63,1.101,0.652,0.652,7.082,3.221,0.731,1.547,1.547,2.036,1.641,2.42,2.42,0.439,0.439,1.029,0.704,1.082,1.082,1.257,2.632,2.432,0.644,2.11,-1.073,12.75,131.511,3.379,0.192,2.888,3.582,7.268,2.461,22.961,2.536,4.266,9.775,1.608,268.35,14.052,-1.448,1.211,1.211,5.55,0.652,-2.664,-2.664,2.573,3.267,13.801,13.801,13.801,13.801,13.801,11.305,2.448,5.992,-1.168,-1.168,0.586,7.325,-1.015,14.096,0.207,2.568,13.949,3.741,6111.0
5.8,14.469,1.524,1.414,1.414,21.18,4.404,1.451,3.97,3.97,2.423,2.353,4.265,4.265,2.618,2.618,1.403,1.159,1.459,1.459,2.204,3.543,2.912,1.322,2.897,0.2,20.75,210.664,4.539,1.148,3.174,4.064,10.505,2.715,34.494,2.721,4.82,14.321,2.113,408.53,21.102,-0.23,2.006,2.006,7.726,1.768,-0.409,-0.409,3.021,3.681,19.809,19.809,19.809,19.809,19.809,17.183,2.735,9.355,-0.181,-0.181,1.697,11.063,0.705,20.303,0.144,2.927,20.433,4.132,17971.0
5.8,10.18,1.038,0.767,0.767,14.401,3.386,1.0,2.107,2.107,1.984,1.726,2.136,2.136,1.767,1.767,0.983,0.646,1.0,1.0,1.213,3.247,2.5,0.722,2.3,-1.0,13.5,164.439,3.469,0.194,2.541,3.776,7.69,2.115,19.536,2.385,4.203,9.326,1.606,269.31,13.078,-1.789,1.118,1.118,5.692,0.5,-3.283,-3.283,2.58,3.372,13.223,13.223,13.223,13.223,13.223,11.63,2.193,6.856,-1.244,-1.244,0.354,6.974,-1.126,13.688,0.21,2.461,13.173,3.713,5752.0
5.8,41.796,2.306,1.97,1.97,69.22,4.893,2.176,5.676,5.676,2.976,2.92,5.761,5.761,4.065,4.065,1.904,1.938,2.038,2.038,2.464,4.347,3.096,1.857,3.081,1.077,26.25,269.849,5.09,1.992,3.423,4.303,14.634,2.983,45.723,3.054,5.171,18.389,2.588,521.74,27.632,0.786,2.167,2.167,7.813,2.177,1.372,1.372,3.437,3.921,25.825,25.825,25.825,25.825,25.825,21.543,2.978,12.164,0.66,0.66,2.0,14.194,1.169,26.489,0.108,3.181,26.811,4.37,32586.0
