pXC50,ATSC3i,IC5,TIC5,ATSC4i,TIC4,ATSC4m,CATS2D_08_LL,ATS2e,ATS4e,ATSC2p,ATS3e,ATS2i,ATS2v,SpMin4_Bh.e.,SpMin8_Bh.p.,SpMin4_Bh.v.,SpMin4_Bh.i.,ATS3v,TIC3,ATSC5i,ATSC2i,SpMin3_Bh.p.,ATS8v,X2v,ATSC4p,ATS1i,ATS1v,X1Kup,BLTA96,BLTD48,BLTF96,MLOGP,MLOGP2,IC4,X1v,CATS2D_09_LL,X1MulPer,ATS1e,ATSC1i,ATS3p,SpMax6_Bh.m.,X1Per,CATS2D_07_LL,ATS5e,Chi1_EA.bo.,Psi_i_1,ATS5i,SpMin4_Bh.p.,ATS2p,Sv,ATSC8i,ATS4i,SpMin2_Bh.v.,SpMax8_Bh.i.,ATSC3v,ATSC2m,ATS1p,SpMin4_Bh.s.,Si,ATSC4v,nBT,SpMin3_Bh.v.,SpMax6_Bh.e.,SpMax7_Bh.i.,H.046
7.0,2.047,5.269,284.499,2.466,284.499,53.185,0,4.731,5.457,10.461,5.165,4.932,4.042,1.434,1.229,1.657,1.371,4.336,270.989,2.342,1.406,1.832,3.316,9.123,19.884,4.196,3.528,9.489,-4.22,-4.17,-3.94,2.995,8.97,5.269,9.569,0,9.152,4.058,0.781,4.474,3.034,7.531,2,5.504,12.482,17.019,5.815,1.627,4.136,30.848,0.915,5.728,1.941,3.073,23.383,26.479,3.592,1.011,61.228,29.515,57,1.843,3.226,3.197,17
6.337,0.826,4.522,126.606,0.786,126.606,15.985,0,4.008,4.258,4.798,4.31,4.155,3.475,0.992,0.508,1.195,0.962,3.586,126.606,0.704,0.63,1.558,1.397,4.743,6.332,3.549,3.064,5.545,-4.11,-4.05,-3.84,2.878,8.283,4.522,5.923,0,5.395,3.446,0.367,3.689,2.736,4.392,1,4.203,6.992,10.009,4.446,1.212,3.55,18.725,0.045,4.461,1.828,2.246,8.4,10.035,3.108,0.412,31.143,8.243,30,1.595,2.675,2.686,4
6.0,1.203,4.684,168.608,1.388,166.608,28.571,0,4.275,4.828,6.541,4.626,4.471,3.629,1.304,0.896,1.572,1.232,3.865,162.608,1.301,0.881,1.601,1.377,5.634,11.056,3.785,3.178,6.423,-4.18,-4.12,-3.9,2.952,8.715,4.628,6.468,0,6.175,3.656,0.499,3.979,2.606,5.1,0,4.836,7.971,11.284,5.135,1.543,3.715,21.477,0.134,5.069,1.871,2.727,13.227,16.279,3.241,0.727,40.445,15.779,38,1.64,2.821,2.82,7
8.48,2.749,5.675,453.98,3.275,441.98,70.97,18,5.104,5.755,15.219,5.514,5.329,4.318,1.664,1.566,1.879,1.601,4.599,412.47,3.39,1.962,1.903,4.364,12.162,26.243,4.566,3.842,13.741,-6.0,-5.85,-5.45,4.771,22.762,5.525,13.826,15,13.232,4.417,1.117,4.747,3.237,11.001,23,5.863,16.542,22.595,6.162,1.846,4.44,43.589,2.572,6.023,2.0,3.377,32.106,39.017,3.931,1.239,90.965,39.037,83,1.923,3.423,3.446,31
8.252,2.633,5.59,357.735,3.152,357.735,61.344,12,4.91,5.568,12.824,5.314,5.079,4.264,1.636,1.434,1.816,1.588,4.515,346.226,2.924,2.318,1.907,4.099,10.922,22.321,4.374,3.771,11.868,-6.08,-5.93,-5.51,4.853,23.548,5.59,12.007,10,11.597,4.251,1.13,4.615,3.24,9.463,17,5.619,16.373,21.92,5.909,1.797,4.322,39.051,2.336,5.818,2.016,3.308,25.205,29.632,3.804,1.098,73.078,31.27,68,1.918,3.319,3.335,19
7.46,1.21,4.658,153.71,1.206,153.71,23.725,0,4.209,4.637,5.977,4.555,4.392,3.562,1.228,0.819,1.524,1.137,3.742,153.71,1.094,0.919,1.597,1.596,5.099,9.086,3.712,3.129,6.135,-4.32,-4.26,-4.02,3.093,9.566,4.658,6.206,0,5.986,3.593,0.533,3.835,2.641,4.894,0,4.605,7.907,10.951,4.895,1.49,3.624,20.334,0.258,4.868,1.86,2.636,11.176,14.371,3.167,0.674,37.369,12.311,35,1.631,2.781,2.777,4
7.46,1.068,4.658,153.71,1.125,153.71,27.692,0,4.2,4.629,6.117,4.543,4.379,3.597,1.23,0.797,1.52,1.141,3.78,153.71,1.036,0.798,1.59,1.88,6.015,9.928,3.7,3.157,6.209,-4.58,-4.5,-4.23,3.346,11.193,4.658,6.999,0,5.986,3.585,0.442,3.916,2.873,4.894,1,4.594,7.907,11.144,4.879,1.481,3.697,20.976,0.136,4.856,1.852,2.634,11.89,13.899,3.225,0.677,36.871,12.884,35,1.628,2.781,2.737,4
8.1,1.052,4.658,153.71,1.106,153.71,25.076,0,4.203,4.632,5.931,4.547,4.382,3.587,1.229,0.804,1.521,1.14,3.769,153.71,1.003,0.795,1.591,1.801,5.535,9.429,3.703,3.148,6.191,-4.45,-4.38,-4.13,3.22,10.369,4.658,6.584,0,5.986,3.587,0.447,3.888,2.86,4.894,1,4.598,7.907,11.059,4.882,1.483,3.672,20.778,0.116,4.858,1.854,2.635,11.671,14.532,3.205,0.676,36.973,12.712,35,1.629,2.781,2.743,4
8.453,2.428,5.238,356.173,2.916,356.173,64.178,4,4.956,5.641,12.997,5.368,5.177,4.201,1.566,1.45,1.784,1.493,4.508,338.663,2.929,1.711,1.89,3.882,10.665,23.936,4.412,3.702,11.732,-5.19,-5.08,-4.76,3.959,15.677,5.238,11.819,4,11.268,4.267,0.964,4.643,3.101,9.297,7,5.755,14.485,19.932,6.062,1.749,4.309,37.482,1.654,5.896,1.972,3.248,28.209,33.698,3.782,1.104,77.304,35.165,71,1.903,3.306,3.382,21
7.602,1.876,5.525,375.683,2.045,375.683,42.675,14,4.86,5.235,11.452,5.138,5.008,4.253,1.698,1.398,1.871,1.65,4.376,367.683,1.905,1.474,1.977,4.159,10.186,16.453,4.407,3.858,12.567,-5.69,-5.56,-5.18,4.462,19.906,5.525,12.692,11,12.17,4.308,0.87,4.442,3.385,10.117,17,5.154,15.885,22.191,5.348,1.86,4.29,43.497,1.593,5.447,2.043,3.247,18.968,26.438,3.885,1.087,75.773,21.522,72,1.972,3.472,3.426,9
7.595,1.179,4.684,168.608,1.374,168.608,30.519,0,4.284,4.835,6.569,4.638,4.47,3.672,1.302,0.855,1.563,1.232,3.908,168.608,1.29,0.864,1.598,1.801,6.214,11.469,3.784,3.212,6.553,-4.7,-4.62,-4.34,3.47,12.038,4.684,6.946,0,6.269,3.664,0.487,4.022,2.909,5.15,1,4.846,8.381,11.761,5.134,1.534,3.756,22.305,0.113,5.067,1.857,2.724,13.076,16.283,3.274,0.725,40.389,15.79,38,1.637,2.824,2.819,7
7.49,1.002,4.572,155.464,1.062,155.464,21.061,0,4.19,4.538,5.934,4.442,4.383,3.567,1.229,0.773,1.528,1.138,3.732,155.464,1.018,0.8,1.605,2.032,5.039,8.42,3.728,3.156,6.207,-4.1,-4.04,-3.83,2.866,8.215,4.572,6.251,0,5.957,3.606,0.462,3.83,2.762,4.934,1,4.539,7.458,10.79,4.814,1.488,3.645,20.951,0.281,4.751,1.885,2.595,10.618,14.483,3.211,0.675,38.029,11.654,36,1.64,2.921,2.82,7
8.097,1.766,5.506,363.42,1.839,363.42,37.298,17,4.79,5.111,10.903,5.068,4.951,4.167,1.708,1.377,1.886,1.659,4.279,357.42,1.833,1.396,1.987,4.03,8.856,14.716,4.364,3.805,12.059,-5.99,-5.84,-5.44,4.761,22.671,5.506,12.159,14,11.727,4.257,0.837,4.363,3.343,9.769,22,5.11,14.362,20.454,5.328,1.874,4.229,41.783,1.477,5.317,2.036,3.232,18.681,25.24,3.845,1.118,73.564,19.506,69,2.0,3.472,3.432,7
8.752,2.826,5.727,475.354,3.352,457.354,72.571,23,5.137,5.781,15.786,5.547,5.363,4.346,1.696,1.579,1.908,1.63,4.622,427.844,3.462,2.025,1.905,4.455,12.516,26.941,4.601,3.874,14.241,-6.2,-6.04,-5.61,4.966,24.665,5.51,14.326,18,13.722,4.451,1.156,4.773,3.253,11.418,26,5.886,17.042,23.262,6.187,1.869,4.471,45.116,2.767,6.051,2.003,3.378,33.143,40.324,3.965,1.265,94.38,40.051,86,1.924,3.428,3.477,33
6.62,2.238,5.414,330.265,2.65,330.265,55.062,10,4.826,5.48,11.965,5.256,5.007,4.195,1.642,1.375,1.821,1.595,4.438,323.51,2.598,1.548,1.91,3.899,10.229,20.678,4.317,3.708,11.2,-4.9,-4.81,-4.51,3.674,13.495,5.414,11.265,6,10.867,4.186,0.864,4.565,3.196,8.916,20,5.534,14.328,20.136,5.834,1.798,4.285,36.374,1.601,5.738,2.007,3.19,24.843,28.003,3.768,1.058,68.643,30.15,65,1.928,3.293,3.305,18
6.873,3.073,5.676,488.129,3.827,484.129,77.511,34,5.162,5.872,17.585,5.587,5.375,4.448,1.758,1.57,1.937,1.705,4.733,441.136,4.11,2.117,1.96,4.633,14.1,32.734,4.632,3.959,14.926,-8.0,-7.75,-7.15,6.773,45.875,5.629,14.971,21,14.279,4.487,1.172,4.898,3.284,11.901,43,5.981,17.871,25.296,6.285,1.912,4.576,47.906,3.448,6.148,2.03,3.378,37.294,41.074,4.056,1.277,97.088,47.078,90,1.976,3.444,3.469,38
6.241,1.868,5.438,375.224,2.003,375.224,41.804,16,4.836,5.205,11.528,5.121,5.001,4.207,1.703,1.397,1.884,1.654,4.327,369.224,1.905,1.466,1.986,4.052,9.704,16.254,4.407,3.839,12.415,-6.18,-6.02,-5.6,4.952,24.518,5.438,12.515,11,12.002,4.297,0.878,4.419,3.371,10.034,19,5.145,14.907,21.142,5.358,1.871,4.272,43.309,1.527,5.433,2.043,3.262,20.013,26.855,3.882,1.123,76.979,22.01,72,1.99,3.455,3.438,9
7.824,1.052,4.658,153.71,1.106,153.71,25.076,0,4.203,4.632,5.931,4.547,4.382,3.587,1.229,0.804,1.521,1.14,3.769,153.71,1.003,0.795,1.591,1.801,5.535,9.429,3.703,3.148,6.191,-4.45,-4.38,-4.13,3.22,10.369,4.658,6.584,0,5.986,3.587,0.447,3.888,2.86,4.894,1,4.598,7.907,11.059,4.882,1.483,3.672,20.778,0.116,4.858,1.854,2.635,11.671,14.532,3.205,0.676,36.973,12.712,35,1.629,2.781,2.743,4
9.699,3.01,5.573,373.408,3.447,373.408,67.511,13,4.99,5.625,13.635,5.353,5.148,4.348,1.644,1.436,1.823,1.597,4.599,361.408,3.062,3.023,1.91,4.274,12.085,23.837,4.428,3.849,12.651,-6.62,-6.44,-5.97,5.392,29.072,5.573,13.216,6,12.385,4.316,1.405,4.664,3.325,10.013,19,5.674,18.561,24.101,5.946,1.803,4.373,42.555,2.717,5.857,2.023,3.307,24.192,28.861,3.857,1.13,77.456,30.607,71,1.925,3.381,3.349,18
9.523,2.791,5.536,426.278,3.281,426.278,70.886,19,5.075,5.694,15.366,5.493,5.264,4.427,1.659,1.58,1.827,1.615,4.666,422.278,3.449,1.954,1.918,4.46,13.332,25.815,4.542,3.933,14.267,-6.54,-6.37,-5.9,5.312,28.213,5.536,14.687,12,13.793,4.413,1.073,4.795,3.336,11.301,35,5.788,18.096,25.408,6.058,1.806,4.525,45.836,2.771,5.941,2.015,3.316,31.538,36.943,4.003,1.213,86.663,37.018,82,1.936,3.39,3.378,25
8.62,3.056,5.603,375.408,3.499,375.408,65.175,12,4.987,5.632,13.621,5.357,5.148,4.328,1.637,1.439,1.817,1.589,4.576,357.899,3.096,3.045,1.91,4.22,11.634,23.432,4.428,3.831,12.52,-6.84,-6.65,-6.16,5.608,31.445,5.603,12.734,10,12.297,4.312,1.418,4.65,3.255,9.974,17,5.668,18.321,23.657,5.951,1.8,4.354,41.728,2.713,5.875,2.023,3.308,24.989,30.165,3.838,1.131,77.512,31.375,71,1.92,3.414,3.346,19
9.222,2.682,5.513,407.99,3.096,407.99,73.398,19,5.044,5.657,14.775,5.474,5.223,4.417,1.655,1.531,1.824,1.611,4.654,403.99,3.193,1.871,1.901,4.438,13.399,25.858,4.504,3.919,13.986,-6.54,-6.37,-5.9,5.312,28.213,5.513,14.754,12,13.547,4.381,1.022,4.782,3.37,11.054,32,5.735,18.096,25.243,5.996,1.802,4.513,45.137,2.618,5.9,2.013,3.299,30.531,35.024,3.986,1.213,83.192,36.082,79,1.92,3.381,3.331,22
7.719,2.512,5.421,384.858,3.0,380.858,61.321,19,4.977,5.66,14.8,5.406,5.193,4.242,1.671,1.434,1.861,1.613,4.511,349.374,2.97,1.748,1.901,4.038,11.726,25.675,4.443,3.749,12.229,-6.84,-6.65,-6.16,5.609,31.461,5.364,12.259,12,11.696,4.294,0.975,4.685,3.215,9.756,21,5.721,14.555,20.435,6.043,1.832,4.376,38.799,1.897,5.949,2.025,3.262,30.594,34.1,3.849,1.259,80.427,37.205,74,1.926,3.392,3.317,39
6.008,2.335,5.081,325.206,2.779,325.206,82.893,9,4.885,5.598,13.564,5.321,5.085,4.219,1.617,1.343,1.807,1.561,4.507,317.206,2.618,1.59,1.885,3.878,12.255,26.354,4.342,3.705,11.22,-5.8,-5.67,-5.28,4.575,20.928,5.081,12.009,6,10.641,4.208,0.871,4.66,3.221,8.792,11,5.599,14.22,19.879,5.882,1.775,4.333,36.959,1.689,5.868,1.975,3.181,27.688,32.836,3.794,1.149,72.232,35.685,67,1.909,3.257,3.258,23
8.536,2.428,5.238,356.173,2.916,356.173,64.178,4,4.956,5.641,12.997,5.368,5.177,4.201,1.566,1.45,1.784,1.493,4.508,338.663,2.929,1.711,1.89,3.882,10.665,23.936,4.412,3.702,11.732,-5.19,-5.08,-4.76,3.959,15.677,5.238,11.819,4,11.268,4.267,0.964,4.643,3.101,9.297,7,5.755,14.485,19.932,6.062,1.749,4.309,37.482,1.654,5.896,1.972,3.248,28.209,33.698,3.782,1.104,77.304,35.165,71,1.903,3.306,3.382,21
5.277,1.179,4.684,168.608,1.374,168.608,30.519,0,4.284,4.835,6.569,4.638,4.47,3.672,1.302,0.855,1.563,1.232,3.908,168.608,1.29,0.864,1.598,1.801,6.214,11.469,3.784,3.212,6.553,-4.7,-4.62,-4.34,3.47,12.038,4.684,6.946,0,6.269,3.664,0.487,4.022,2.909,5.15,1,4.846,8.381,11.761,5.134,1.534,3.756,22.305,0.113,5.067,1.857,2.724,13.076,16.283,3.274,0.725,40.389,15.79,38,1.637,2.824,2.819,7
8.0,1.746,5.306,350.175,1.904,350.175,37.412,18,4.83,5.203,10.075,5.105,4.938,4.333,1.816,1.342,1.902,1.795,4.471,346.175,1.998,1.331,1.985,4.332,10.824,15.251,4.383,3.931,13.087,-6.22,-6.06,-5.63,4.992,24.923,5.306,13.907,17,12.731,4.306,0.779,4.51,3.524,10.444,22,5.234,17.133,24.29,5.388,1.882,4.357,46.099,1.787,5.346,2.03,3.22,15.605,19.096,3.948,1.052,72.831,16.297,71,1.981,3.497,3.333,0
8.092,2.481,5.745,384.918,2.982,380.918,60.152,24,4.917,5.574,13.138,5.351,5.088,4.324,1.643,1.432,1.824,1.596,4.572,361.899,2.953,1.683,1.916,4.166,11.405,23.585,4.411,3.835,12.621,-5.95,-5.81,-5.4,4.722,22.293,5.685,12.684,20,12.266,4.285,0.932,4.695,3.236,10.068,26,5.624,16.07,22.974,5.916,1.808,4.411,40.901,1.951,5.827,2.139,3.308,27.498,29.98,3.893,1.22,75.059,33.733,72,1.927,3.412,3.332,19
5.461,2.373,5.184,342.136,2.815,342.136,62.114,9,4.897,5.617,13.298,5.322,5.092,4.221,1.62,1.338,1.807,1.565,4.5,338.136,2.627,1.619,1.897,3.913,11.578,23.997,4.376,3.72,11.361,-5.62,-5.49,-5.12,4.386,19.237,5.184,11.421,6,10.832,4.243,0.902,4.64,3.197,8.985,14,5.6,14.487,20.049,5.888,1.776,4.319,37.648,1.798,5.889,1.978,3.194,27.592,31.147,3.792,1.148,74.6,34.658,69,1.919,3.326,3.249,23
8.023,1.179,4.684,168.608,1.374,168.608,30.519,0,4.284,4.835,6.569,4.638,4.47,3.672,1.302,0.855,1.563,1.232,3.908,168.608,1.29,0.864,1.598,1.801,6.214,11.469,3.784,3.212,6.553,-4.7,-4.62,-4.34,3.47,12.038,4.684,6.946,0,6.269,3.664,0.487,4.022,2.909,5.15,1,4.846,8.381,11.761,5.134,1.534,3.756,22.305,0.113,5.067,1.857,2.724,13.076,16.283,3.274,0.725,40.389,15.79,38,1.637,2.824,2.819,7
5.772,0.79,4.211,122.127,0.781,122.127,20.76,0,4.012,4.348,4.76,4.302,4.198,3.364,1.121,0.484,1.343,1.076,3.475,122.127,0.673,0.648,1.505,1.801,4.498,7.01,3.559,2.984,5.143,-3.93,-3.89,-3.69,2.7,7.292,4.211,5.538,0,4.945,3.442,0.387,3.607,2.687,4.092,1,4.174,6.5,8.875,4.473,1.32,3.451,18.251,0.112,4.594,1.87,2.203,9.084,12.208,3.04,0.614,32.558,9.349,30,1.544,2.721,2.722,2
6.824,1.927,5.195,275.315,2.304,275.315,50.97,0,4.717,5.397,10.705,5.127,4.905,4.032,1.371,1.266,1.608,1.315,4.311,271.315,2.195,1.328,1.818,3.306,8.897,18.751,4.171,3.525,9.377,-4.22,-4.17,-3.94,2.995,8.97,5.195,9.467,0,9.045,4.045,0.736,4.435,3.043,7.415,6,5.456,12.251,16.853,5.757,1.595,4.119,30.541,0.872,5.648,1.938,3.111,22.23,25.902,3.583,0.948,59.939,27.28,56,1.832,3.235,3.195,18
7.638,1.567,5.134,256.683,1.815,254.683,36.014,13,4.556,5.069,8.822,4.895,4.736,3.967,1.449,1.062,1.65,1.395,4.169,247.173,1.765,1.146,1.864,3.39,7.637,14.708,4.099,3.543,9.155,-5.7,-5.57,-5.19,4.473,20.008,5.094,9.2,11,8.829,3.977,0.649,4.287,3.058,7.321,15,5.071,11.158,16.07,5.353,1.614,4.054,31.058,0.822,5.308,2.011,2.925,17.43,20.813,3.607,0.962,55.69,20.566,53,1.872,3.194,3.227,7
6.833,1.04,4.631,157.464,1.205,157.464,24.814,0,4.202,4.675,5.935,4.512,4.376,3.637,1.302,0.779,1.541,1.231,3.854,157.464,1.169,0.789,1.562,1.801,5.816,9.647,3.727,3.19,6.269,-4.61,-4.53,-4.27,3.384,11.449,4.631,6.661,0,5.983,3.615,0.45,3.951,2.883,4.928,1,4.706,8.029,11.366,4.975,1.513,3.71,21.778,0.123,4.882,1.847,2.679,11.015,14.196,3.245,0.714,37.973,12.932,36,1.597,2.814,2.8,7
6.553,2.226,5.191,332.226,2.677,332.226,57.244,5,4.863,5.51,11.968,5.247,5.073,4.162,1.562,1.427,1.779,1.489,4.448,328.226,2.702,1.586,1.875,3.836,9.877,20.956,4.352,3.68,11.131,-4.6,-4.52,-4.25,3.366,11.332,5.191,11.206,2,10.661,4.215,0.9,4.564,3.097,8.823,12,5.607,13.706,19.157,5.898,1.744,4.257,36.428,1.6,5.751,1.963,3.185,25.011,30.24,3.75,1.098,72.474,30.808,67,1.892,3.306,3.361,19
8.347,3.052,5.248,393.613,3.439,393.613,94.364,24,5.108,5.791,16.613,5.583,5.293,4.473,1.65,1.445,1.831,1.603,4.73,383.122,3.055,2.047,1.915,4.349,14.942,29.958,4.531,3.92,14.184,-5.98,-5.83,-5.43,4.752,22.58,5.248,14.994,12,13.733,4.399,1.075,4.884,3.253,11.155,29,5.724,18.72,26.243,6.013,1.812,4.58,44.034,2.403,6.073,2.149,3.304,35.316,39.237,3.998,1.247,84.561,41.943,81,1.93,3.372,3.313,27
5.081,2.313,5.203,332.98,2.783,332.98,58.974,2,4.881,5.543,12.048,5.293,5.089,4.178,1.563,1.403,1.781,1.49,4.475,328.98,2.838,1.628,1.879,3.833,10.186,21.554,4.353,3.688,11.418,-4.62,-4.54,-4.27,3.391,11.497,5.203,11.508,2,11.004,4.216,0.924,4.594,3.084,9.065,10,5.653,14.377,19.742,5.945,1.748,4.271,36.923,1.631,5.787,1.967,3.244,25.768,30.436,3.752,1.099,72.557,31.864,67,1.897,3.306,3.337,18
8.959,3.132,5.282,411.958,3.552,411.958,76.482,24,5.138,5.826,16.903,5.602,5.332,4.478,1.654,1.445,1.835,1.607,4.736,401.467,3.224,2.124,1.933,4.365,14.46,28.068,4.569,3.93,14.447,-5.89,-5.74,-5.35,4.656,21.682,5.282,14.512,12,13.979,4.431,1.127,4.884,3.216,11.403,32,5.78,18.72,26.324,6.077,1.818,4.582,44.535,2.512,6.109,2.157,3.304,36.044,39.879,4.005,1.249,88.135,41.78,84,1.948,3.375,3.372,30
5.854,2.318,5.101,326.451,2.764,326.451,59.873,3,4.871,5.581,12.077,5.28,5.079,4.183,1.615,1.362,1.802,1.559,4.464,322.451,2.623,1.608,1.881,3.827,11.219,22.421,4.353,3.68,10.864,-4.6,-4.52,-4.25,3.366,11.332,5.101,10.941,3,10.293,4.212,0.906,4.596,3.103,8.579,12,5.578,14.158,19.284,5.86,1.772,4.273,36.428,1.701,5.86,1.974,3.178,25.925,30.51,3.752,1.148,72.474,33.188,67,1.901,3.249,3.265,16
8.194,2.728,5.406,416.278,3.365,416.278,67.596,31,5.038,5.688,14.592,5.443,5.221,4.419,1.795,1.506,1.926,1.76,4.666,406.768,3.519,1.902,1.922,4.461,12.608,26.063,4.538,3.945,14.096,-5.96,-5.81,-5.41,4.728,22.355,5.406,14.175,22,13.633,4.41,1.059,4.791,3.294,11.234,40,5.774,17.807,25.25,6.055,1.905,4.509,46.482,2.685,5.939,2.07,3.339,30.505,34.593,4.009,1.222,86.304,37.581,82,1.938,3.446,3.418,18
7.699,2.943,5.378,397.99,3.321,397.99,65.494,26,5.012,5.649,14.359,5.435,5.181,4.41,1.793,1.491,1.912,1.758,4.645,393.99,3.222,2.061,1.92,4.457,12.419,24.734,4.509,3.934,13.874,-6.49,-6.32,-5.86,5.264,27.711,5.378,13.991,14,13.518,4.387,1.167,4.749,3.276,11.054,34,5.713,18.114,25.37,5.998,1.907,4.479,45.721,2.829,5.897,2.064,3.314,28.287,31.766,3.979,1.219,83.568,34.784,79,1.935,3.381,3.423,18
7.409,2.495,5.349,315.566,2.97,315.566,56.596,6,4.814,5.485,12.117,5.252,4.985,4.208,1.618,1.313,1.796,1.568,4.466,311.566,2.732,1.714,1.898,3.811,10.335,21.469,4.283,3.709,11.128,-6.05,-5.89,-5.48,4.816,23.191,5.349,11.226,5,10.83,4.164,0.955,4.561,3.128,8.824,15,5.535,14.661,20.504,5.822,1.769,4.275,36.12,1.674,5.725,2.002,3.176,23.667,26.15,3.754,1.029,66.825,29.447,63,1.914,3.249,3.23,18
7.319,2.517,5.371,386.725,3.066,386.725,60.664,31,4.953,5.583,13.445,5.361,5.121,4.373,1.786,1.469,1.917,1.754,4.602,377.215,3.125,1.735,1.905,4.403,11.725,23.5,4.473,3.908,13.386,-5.7,-5.57,-5.19,4.469,19.969,5.371,13.451,22,12.993,4.352,0.971,4.721,3.243,10.697,40,5.636,16.964,24.218,5.915,1.904,4.457,44.428,2.399,5.83,2.07,3.294,27.658,30.742,3.966,1.187,80.474,33.568,77,1.926,3.364,3.407,16
7.013,2.246,5.167,325.549,2.67,325.549,74.655,5,4.873,5.525,12.495,5.285,5.079,4.178,1.563,1.401,1.781,1.489,4.469,321.549,2.682,1.586,1.872,3.837,10.765,23.41,4.338,3.68,11.208,-4.79,-4.7,-4.42,3.561,12.68,5.167,12.029,2,10.753,4.201,0.888,4.6,3.194,8.835,9,5.63,14.047,19.49,5.922,1.746,4.286,36.453,1.534,5.767,1.963,3.208,25.842,32.437,3.76,1.099,71.315,32.269,66,1.891,3.306,3.315,18
8.208,3.221,5.314,430.469,3.718,430.469,79.542,24,5.173,5.867,17.203,5.623,5.373,4.503,1.655,1.445,1.836,1.608,4.772,419.979,3.489,2.195,1.934,4.409,14.933,29.499,4.603,3.956,14.818,-6.08,-5.92,-5.51,4.847,23.49,5.314,14.895,12,14.281,4.465,1.168,4.918,3.26,11.679,32,5.841,19.226,26.943,6.128,1.819,4.606,46.062,2.693,6.148,2.161,3.304,37.108,41.475,4.033,1.249,91.55,43.818,87,1.95,3.381,3.376,30
5.638,2.056,5.289,306.743,2.458,306.743,54.138,0,4.798,5.458,10.99,5.194,4.997,4.085,1.388,1.391,1.688,1.322,4.369,302.743,2.377,1.449,1.844,3.563,9.392,19.516,4.268,3.586,9.999,-4.07,-4.01,-3.8,2.836,8.044,5.289,10.116,0,9.611,4.134,0.825,4.485,3.054,7.911,6,5.552,13.25,17.865,5.857,1.681,4.165,33.089,1.16,5.708,1.944,3.191,23.125,28.278,3.643,0.949,65.853,28.942,61,1.85,3.24,3.22,18
9.0,2.493,5.611,409.593,2.859,405.593,61.013,13,5.002,5.614,14.876,5.426,5.214,4.262,1.683,1.505,1.868,1.633,4.505,387.593,2.79,1.779,1.916,3.997,11.358,23.849,4.469,3.789,12.867,-6.61,-6.43,-5.97,5.384,28.985,5.556,12.915,15,12.453,4.326,0.999,4.666,3.204,10.321,18,5.671,15.311,21.271,5.98,1.842,4.389,40.514,1.733,5.887,2.004,3.314,30.088,34.808,3.879,1.263,82.636,34.758,76,1.939,3.381,3.39,33
6.553,3.053,5.27,400.539,3.489,400.539,73.933,21,5.108,5.792,16.03,5.566,5.299,4.462,1.648,1.445,1.825,1.602,4.718,390.049,3.169,2.067,1.915,4.327,14.167,28.01,4.543,3.916,14.099,-5.8,-5.66,-5.27,4.566,20.849,5.27,14.176,12,13.636,4.409,1.096,4.865,3.235,11.143,30,5.737,18.658,25.941,6.026,1.807,4.558,44.008,2.501,6.077,2.151,3.304,34.861,38.435,3.987,1.198,85.719,41.346,82,1.926,3.366,3.329,25
8.086,2.973,5.204,437.141,3.711,437.141,71.93,48,5.11,5.759,15.872,5.529,5.278,4.537,1.824,1.554,1.926,1.794,4.787,424.876,4.056,2.013,1.92,4.753,13.711,28.318,4.625,4.067,15.771,-6.64,-6.46,-5.99,5.406,29.224,5.204,15.836,33,15.321,4.501,1.122,4.902,3.452,12.608,63,5.878,19.82,28.481,6.142,1.905,4.623,52.008,3.45,5.995,2.106,3.398,32.814,35.979,4.129,1.24,93.719,40.225,90,1.936,3.547,3.464,18
5.886,2.411,5.271,363.714,2.9,355.449,61.888,2,4.956,5.596,12.898,5.352,5.175,4.211,1.57,1.444,1.798,1.495,4.503,343.184,3.04,1.72,1.88,3.971,10.514,23.321,4.424,3.726,11.999,-4.89,-4.8,-4.5,3.664,13.427,5.151,12.084,2,11.529,4.281,0.975,4.632,3.092,9.521,14,5.739,14.641,20.192,6.033,1.769,4.314,38.482,1.914,5.843,1.969,3.288,27.541,33.522,3.804,1.1,78.304,34.264,72,1.898,3.306,3.378,18
5.921,0.965,4.771,162.219,1.139,162.219,24.095,1,4.171,4.67,6.039,4.501,4.309,3.673,1.329,0.744,1.55,1.275,3.874,162.219,1.099,0.697,1.549,2.151,5.908,10.203,3.712,3.235,6.441,-5.18,-5.07,-4.75,3.95,15.605,4.771,6.818,0,6.195,3.62,0.399,3.981,2.801,5.086,2,4.644,8.222,11.782,4.904,1.512,3.746,22.472,0.185,4.869,1.856,2.568,11.234,12.334,3.283,0.734,37.684,13.177,36,1.551,2.889,2.837,9
5.886,2.25,5.191,332.226,2.725,332.226,57.703,2,4.874,5.526,11.786,5.261,5.087,4.163,1.563,1.394,1.78,1.49,4.453,328.226,2.799,1.601,1.868,3.8,9.99,21.783,4.352,3.675,11.122,-4.6,-4.52,-4.25,3.366,11.332,5.191,11.212,2,10.656,4.212,0.908,4.575,3.056,8.823,10,5.645,13.985,19.188,5.936,1.746,4.256,36.428,1.618,5.772,1.963,3.23,25.419,30.656,3.746,1.099,72.474,31.906,67,1.884,3.306,3.329,16
