pXC50,SaaNH,NaaNH,C.035,Eig02_EA.ed.,SM11_AEA.dm.,Eig02_AEA.ed.,SpMax1_Bh.s.,Eig02_EA.ri.,nN.CO.2,PCR,PCD,Eig01_AEA.dm.,SpMax_AEA.dm.,Eig02_AEA.ri.,nCONN,piID,H.049,MPC09,SpMax2_Bh.s.,N.072,Eig02_EA.bo.,SM12_AEA.ri.,Eig02_EA,SM10_AEA.bo.,TWC,MPC06,Rperim,MWC09,X4A,MWC08,SsssN,MWC10,SM08_EA,SdO,nCIC,TRS,O.058,SM14_EA,SM15_EA,MPC08,SM06_EA,MWC07,SM04_EA.ed.,SM05_AEA.ed.,Eig03_AEA.ed.,SM06_AEA.ed.,SM08_EA.bo.,SaaN,SM13_EA,X5A,SM03_EA.ed.,SM07_AEA.ed.,MPC07,nCIR,SM11_EA,SM12_EA,MATS2e,NdssC,X3A,SM04_AEA.ed.,D.Dtr05,MPC10,SM10_EA,SM08_EA.ed.,SM07_EA,N.075,NaaN,nAB
8.187,3.068,1,1,9.886,9.886,6.443,7.444,2.887,1,1.33,2.244,3.968,3.968,3.924,1,9.044,0,4.595,7.411,2,3.803,3.803,2.944,2.944,12.521,4.477,15,11.091,0.106,10.173,2.455,12.013,10.08,23.992,3,17,2,17.009,18.185,4.635,7.901,9.253,10.752,10.782,5.929,12.598,12.1,4.358,15.827,0.065,7.597,14.435,4.564,4,13.482,14.665,0.285,2,0.177,8.999,36.168,4.477,12.348,19.966,8.832,1,1,11
6.351,0.0,0,0,10.044,10.044,6.487,7.428,2.847,0,1.451,3.576,3.928,3.928,3.9,0,11.508,0,5.489,4.966,1,3.816,3.816,2.924,2.924,12.864,4.963,24,11.429,0.104,10.495,3.703,12.366,10.273,13.158,5,28,1,17.355,18.562,5.398,8.082,9.562,10.984,10.925,5.857,12.739,12.158,0.0,16.141,0.065,7.781,14.583,5.198,8,13.735,14.951,0.201,3,0.165,9.157,93.904,5.549,12.58,20.516,8.967,0,0,17
6.338,0.0,0,0,10.004,10.004,6.477,7.428,2.888,0,1.423,3.187,3.921,3.921,3.942,0,10.718,0,5.153,6.53,1,3.949,3.949,2.966,2.966,12.772,4.787,19,11.338,0.103,10.406,3.281,12.272,10.277,12.855,4,23,1,17.334,18.534,5.1,8.072,9.475,10.968,10.939,5.941,12.76,12.199,0.0,16.129,0.065,7.794,14.606,4.956,7,13.738,14.943,0.079,3,0.168,9.154,33.846,5.231,12.583,20.442,9.0,0,0,12
6.463,0.0,0,0,10.046,10.046,6.487,7.428,2.869,0,1.474,3.856,3.928,3.928,3.911,0,11.987,0,5.561,6.471,1,3.84,3.84,2.929,2.929,12.902,5.017,25,11.467,0.104,10.536,3.604,12.402,10.306,13.278,5,29,1,17.363,18.568,5.451,8.133,9.606,11.013,10.976,5.859,12.781,12.23,0.0,16.149,0.066,7.825,14.618,5.252,8,13.748,14.963,0.152,3,0.168,9.215,44.256,5.666,12.601,20.519,9.0,0,0,18
8.155,2.989,1,0,9.987,9.987,6.463,7.444,2.907,1,1.322,2.283,3.983,3.983,3.954,1,9.373,0,4.913,7.411,2,3.873,3.873,2.978,2.978,12.641,4.644,15,11.21,0.108,10.291,2.445,12.135,10.159,24.725,3,17,2,17.084,18.261,4.86,7.991,9.367,10.846,10.868,6.014,12.677,12.18,4.384,15.9,0.066,7.695,14.51,4.727,4,13.555,14.738,0.284,2,0.172,9.092,45.68,4.852,12.423,20.072,8.91,1,1,11
9.097,3.04,1,1,9.998,9.998,6.465,7.444,2.884,1,1.312,2.216,3.986,3.986,3.949,1,9.308,0,4.913,7.411,2,3.875,3.875,2.98,2.98,12.668,4.682,15,11.235,0.11,10.314,2.657,12.164,10.18,24.806,3,17,2,17.121,18.302,4.875,8.007,9.387,10.882,10.886,6.015,12.7,12.183,4.36,15.936,0.063,7.738,14.535,4.762,4,13.585,14.77,0.235,2,0.17,9.107,44.741,4.868,12.449,20.154,8.931,1,1,11
8.097,2.967,1,1,9.93,9.93,6.454,7.444,2.897,1,1.326,2.252,3.968,3.968,3.946,1,9.161,0,4.745,7.411,2,3.871,3.871,2.971,2.971,12.576,4.554,15,11.144,0.107,10.228,2.347,12.068,10.125,23.998,3,17,2,17.037,18.211,4.71,7.957,9.306,10.793,10.837,5.933,12.646,12.172,4.266,15.857,0.064,7.65,14.476,4.605,4,13.517,14.697,0.227,2,0.176,9.059,39.258,4.644,12.386,19.981,8.885,1,1,11
10.301,3.089,1,1,11.881,11.881,7.001,7.717,3.067,1,1.299,2.322,4.683,4.683,4.282,1,10.098,0,5.226,7.444,2,4.234,4.234,3.341,3.341,12.85,4.898,15,11.418,0.11,10.508,4.647,12.34,10.619,50.594,3,17,4,17.717,18.917,5.112,8.376,9.589,11.238,11.191,6.229,13.039,12.893,4.451,16.512,0.067,8.165,14.915,5.024,4,14.116,15.322,0.267,2,0.174,9.385,76.332,5.347,12.949,20.803,9.357,1,1,11
9.041,2.98,1,1,11.658,11.658,6.998,7.726,3.005,1,1.326,2.37,4.661,4.661,4.227,1,9.644,0,4.997,7.444,2,4.233,4.233,3.31,3.31,12.727,4.727,15,11.294,0.11,10.381,2.565,12.219,10.531,47.474,3,17,4,17.587,18.778,4.883,8.282,9.456,11.126,11.099,6.226,12.949,12.852,4.303,16.392,0.063,8.074,14.823,4.836,4,14.014,15.21,0.329,2,0.171,9.282,52.757,5.1,12.853,20.563,9.283,1,1,11
8.0,2.999,1,1,9.215,9.215,6.21,7.444,2.769,1,1.325,2.213,3.968,3.968,3.821,1,9.012,0,4.615,7.411,2,3.709,3.709,2.85,2.85,12.493,4.466,15,11.064,0.106,10.149,2.395,11.983,10.025,23.917,3,17,2,16.934,18.11,4.635,7.867,9.232,10.688,10.74,5.851,12.543,12.04,4.282,15.752,0.066,7.542,14.369,4.533,4,13.409,14.591,0.242,2,0.178,8.97,36.796,4.522,12.28,19.859,8.779,1,1,11
10.097,3.096,1,1,11.881,11.881,7.001,7.717,3.067,1,1.296,2.319,4.683,4.683,4.282,1,10.153,0,5.236,7.444,2,4.234,4.234,3.341,3.341,12.854,4.89,15,11.423,0.111,10.514,4.757,12.343,10.62,50.767,3,17,4,17.716,18.917,5.124,8.38,9.598,11.239,11.195,6.229,13.041,12.893,4.46,16.512,0.069,8.165,14.916,5.05,4,14.116,15.322,0.272,2,0.176,9.391,80.113,5.347,12.949,20.803,9.357,1,1,11
8.602,2.867,1,1,9.972,9.972,6.465,7.815,2.925,1,1.342,2.429,3.968,3.968,3.976,1,9.529,0,4.875,7.444,2,4.013,4.013,3.001,3.001,12.647,4.635,15,11.218,0.106,10.301,2.209,12.138,10.206,45.536,3,17,2,17.087,18.257,4.779,8.043,9.382,10.872,10.928,5.971,12.738,12.363,4.182,15.912,0.065,7.743,14.567,4.736,4,13.582,14.757,0.214,2,0.177,9.149,45.72,4.913,12.456,20.024,8.972,1,1,11
7.301,2.929,1,1,9.172,9.172,6.204,7.475,2.825,1,1.331,2.323,3.968,3.968,3.854,1,9.329,0,4.796,7.444,2,3.775,3.775,2.871,2.871,12.558,4.564,15,11.13,0.107,10.217,2.291,12.046,10.108,34.809,3,17,3,16.974,18.144,4.691,7.96,9.304,10.765,10.839,5.926,12.642,12.12,4.224,15.797,0.065,7.644,14.466,4.635,4,13.469,14.644,0.243,3,0.179,9.067,44.043,4.82,12.349,19.892,8.872,1,1,11
8.187,3.064,1,1,11.86,11.86,6.998,7.715,3.169,1,1.291,2.324,4.725,4.725,4.292,1,10.306,0,5.236,7.444,2,4.235,4.235,3.342,3.342,12.958,4.949,21,11.527,0.11,10.611,6.223,12.45,10.779,51.038,4,23,4,18.034,19.264,5.124,8.491,9.689,11.413,11.325,6.229,13.197,12.96,4.417,16.803,0.065,8.308,15.099,5.05,5,14.354,15.584,0.234,2,0.173,9.497,70.852,5.394,13.158,21.258,9.502,1,1,11
8.222,2.944,1,1,9.215,9.215,6.21,7.444,2.761,1,1.325,2.213,3.968,3.968,3.819,1,9.012,0,4.615,7.411,2,3.709,3.709,2.85,2.85,12.493,4.466,15,11.064,0.106,10.149,2.339,11.983,10.025,23.872,3,17,2,16.934,18.11,4.635,7.867,9.232,10.688,10.74,5.851,12.543,12.04,4.227,15.752,0.066,7.542,14.369,4.533,4,13.409,14.591,0.177,2,0.178,8.97,36.796,4.522,12.28,19.859,8.779,1,1,11
8.398,3.059,1,1,9.154,9.154,6.198,7.444,2.749,1,1.312,2.237,3.968,3.968,3.808,1,9.419,0,4.844,7.411,2,3.697,3.697,2.84,2.84,12.547,4.585,15,11.12,0.109,10.21,2.438,12.033,10.05,24.174,3,17,2,16.935,18.109,4.762,7.913,9.301,10.713,10.78,5.845,12.575,12.047,4.361,15.753,0.067,7.57,14.395,4.654,4,13.414,14.596,0.175,2,0.183,9.021,51.175,4.836,12.293,19.858,8.794,1,1,11
6.686,0.0,0,0,9.939,9.939,6.463,7.428,2.855,0,1.425,3.159,3.92,3.92,3.896,0,10.591,0,5.075,6.471,1,3.836,3.836,2.914,2.914,12.714,4.736,19,11.28,0.103,10.349,3.398,12.214,10.201,12.826,4,23,1,17.286,18.491,5.043,7.995,9.417,10.898,10.854,5.79,12.674,12.078,0.0,16.075,0.066,7.716,14.522,4.913,7,13.673,14.885,0.131,3,0.167,9.073,31.647,5.136,12.515,20.413,8.912,0,0,12
9.125,3.116,1,1,9.963,9.963,6.456,7.444,2.875,1,1.304,2.172,3.987,3.987,3.928,1,9.323,0,4.949,7.411,2,3.808,3.808,2.955,2.955,12.663,4.7,15,11.231,0.107,10.307,2.846,12.158,10.15,25.311,3,17,2,17.106,18.288,4.949,7.973,9.382,10.859,10.846,6.019,12.663,12.113,4.442,15.917,0.067,7.689,14.503,4.844,4,13.561,14.751,0.301,2,0.169,9.066,47.596,4.898,12.424,20.157,8.883,1,1,11
8.26,2.988,1,1,9.886,9.886,6.443,7.444,2.867,1,1.33,2.244,3.968,3.968,3.918,1,9.044,0,4.595,7.411,2,3.803,3.803,2.944,2.944,12.521,4.477,15,11.091,0.106,10.173,2.383,12.013,10.08,23.936,3,17,2,17.009,18.185,4.635,7.901,9.253,10.752,10.782,5.929,12.598,12.1,4.278,15.827,0.065,7.597,14.435,4.564,4,13.482,14.665,0.242,2,0.177,8.999,36.168,4.477,12.348,19.966,8.832,1,1,11
9.097,3.065,1,1,9.153,9.153,6.198,7.444,2.766,1,1.321,2.215,3.968,3.968,3.812,1,9.123,0,4.727,7.411,2,3.696,3.696,2.839,2.839,12.512,4.522,15,11.085,0.107,10.17,2.459,12.001,10.038,24.024,3,17,2,16.932,18.107,4.654,7.889,9.256,10.701,10.763,5.845,12.564,12.044,4.352,15.75,0.065,7.57,14.387,4.575,4,13.411,14.592,0.294,2,0.181,8.995,40.813,4.682,12.286,19.856,8.792,1,1,11
6.122,2.949,1,1,11.658,11.658,6.998,7.762,3.005,1,1.326,2.37,5.164,5.164,4.227,1,9.644,0,4.997,7.444,2,4.233,4.233,3.31,3.31,12.727,4.727,15,11.294,0.11,10.381,2.529,12.219,10.531,46.999,3,17,4,17.587,18.778,4.883,8.282,9.456,11.126,11.099,6.226,12.949,12.852,4.272,16.392,0.063,8.074,14.823,4.836,4,14.014,15.21,0.371,2,0.171,9.282,52.757,5.1,12.853,20.563,9.283,1,1,11
5.602,2.859,1,1,10.496,10.496,6.621,7.475,2.993,1,1.348,2.44,3.968,3.968,4.025,1,9.446,0,4.779,7.444,2,3.903,3.903,3.038,3.038,12.616,4.564,15,11.187,0.105,10.266,2.215,12.109,10.179,35.314,3,17,3,17.109,18.284,4.796,7.997,9.345,10.863,10.881,5.978,12.701,12.195,4.176,15.928,0.066,7.711,14.542,4.682,4,13.584,14.766,0.243,3,0.174,9.094,40.018,4.682,12.449,20.105,8.933,1,1,11
5.074,2.905,1,1,11.693,11.693,6.998,7.762,3.017,1,1.331,2.407,5.164,5.164,4.232,1,9.681,0,5.017,7.444,2,4.23,4.23,3.31,3.31,12.74,4.718,15,11.308,0.108,10.391,2.481,12.234,10.535,47.408,3,17,4,17.601,18.794,4.942,8.284,9.466,11.133,11.099,6.226,12.951,12.856,4.239,16.404,0.064,8.074,14.825,4.828,4,14.023,15.221,0.371,2,0.17,9.283,49.822,5.043,12.86,20.576,9.286,1,1,11
8.699,3.058,1,1,9.153,9.153,6.198,7.444,2.742,1,1.321,2.215,4.327,4.327,3.805,1,9.123,0,4.727,7.411,2,3.696,3.696,2.839,2.839,12.512,4.522,15,11.085,0.107,10.17,2.452,12.001,10.038,24.018,3,17,2,16.932,18.107,4.654,7.889,9.256,10.701,10.763,5.845,12.564,12.044,4.345,15.75,0.065,7.57,14.387,4.575,4,13.411,14.592,0.254,2,0.181,8.995,40.813,4.682,12.286,19.856,8.792,1,1,11
9.62,3.067,1,1,11.881,11.881,7.001,7.717,3.067,1,1.297,2.358,4.683,4.683,4.282,1,10.301,0,5.263,7.445,2,4.234,4.234,3.341,3.341,12.873,4.905,15,11.443,0.113,10.537,2.716,12.36,10.632,62.208,3,17,5,17.719,18.918,5.147,8.399,9.624,11.251,11.213,6.229,13.057,12.902,4.436,16.514,0.069,8.176,14.929,5.063,4,14.121,15.326,0.287,3,0.178,9.413,87.72,5.366,12.956,20.804,9.367,1,1,11
5.942,2.927,1,1,11.658,11.658,7.001,7.762,3.005,1,1.33,2.455,5.164,5.164,4.228,1,9.883,0,5.124,7.444,2,4.234,4.234,3.31,3.31,12.767,4.804,15,11.334,0.107,10.419,2.348,12.26,10.539,47.483,3,17,4,17.594,18.785,5.011,8.295,9.495,11.138,11.108,6.228,12.956,12.854,4.272,16.398,0.066,8.074,14.828,4.942,4,14.02,15.217,0.367,2,0.17,9.296,58.702,5.215,12.859,20.573,9.286,1,1,11
8.377,3.003,1,1,11.86,11.86,6.998,7.717,3.069,1,1.31,2.348,4.683,4.683,4.282,1,9.916,0,5.112,7.444,2,4.234,4.234,3.339,3.339,12.809,4.796,15,11.379,0.11,10.466,2.565,12.3,10.609,49.495,3,17,4,17.713,18.914,4.984,8.359,9.547,11.226,11.18,6.227,13.032,12.892,4.345,16.509,0.067,8.165,14.91,4.913,4,14.113,15.318,0.252,2,0.174,9.367,66.67,5.236,12.943,20.796,9.355,1,1,11
8.398,2.888,1,1,9.215,9.215,6.21,8.201,2.754,1,1.325,2.213,3.968,3.968,3.817,1,9.012,0,4.615,7.444,2,3.709,3.709,2.85,2.85,12.493,4.466,15,11.064,0.106,10.149,2.283,11.983,10.025,23.827,3,17,2,16.934,18.11,4.635,7.867,9.232,10.688,10.74,5.851,12.543,12.04,4.171,15.752,0.066,7.542,14.369,4.533,4,13.409,14.591,0.132,2,0.178,8.97,36.796,4.522,12.28,19.859,8.779,1,1,11
7.097,2.818,1,1,10.496,10.496,6.621,7.815,2.953,1,1.363,2.544,3.968,3.968,4.011,1,9.551,0,4.779,7.444,2,4.012,4.012,3.038,3.038,12.616,4.564,15,11.187,0.105,10.266,2.175,12.109,10.179,46.183,3,17,2,17.109,18.284,4.796,7.997,9.345,10.863,10.881,5.978,12.701,12.32,4.135,15.928,0.066,7.711,14.542,4.682,4,13.584,14.766,0.221,2,0.174,9.094,40.018,4.682,12.449,20.105,8.933,1,1,11
8.886,3.045,1,1,9.148,9.148,6.197,7.444,2.724,1,1.324,2.202,3.968,3.968,3.795,1,9.001,0,4.654,7.411,2,3.684,3.684,2.833,2.833,12.486,4.477,15,11.058,0.106,10.142,2.445,11.976,10.019,23.937,3,17,2,16.925,18.101,4.615,7.865,9.227,10.679,10.739,5.845,12.541,12.033,4.324,15.742,0.065,7.542,14.366,4.511,4,13.4,14.582,0.256,2,0.18,8.969,37.582,4.522,12.272,19.849,8.775,1,1,11
7.607,0.0,0,0,10.274,10.274,6.56,7.428,2.887,0,1.483,3.857,3.937,3.937,3.93,0,11.843,0,5.529,4.981,1,3.818,3.818,2.949,2.949,12.915,5.024,25,11.477,0.102,10.536,3.593,12.422,10.328,13.235,5,29,1,17.474,18.69,5.468,8.113,9.596,11.06,10.963,6.071,12.79,12.205,0.0,16.25,0.065,7.842,14.648,5.268,8,13.824,15.05,0.27,3,0.163,9.181,38.068,5.606,12.659,20.69,9.009,0,0,18
8.301,2.973,1,1,9.304,9.304,6.238,7.444,2.75,1,1.322,2.224,3.968,3.968,3.856,1,9.133,0,4.762,7.411,2,3.866,3.866,2.915,2.915,12.557,4.533,15,11.129,0.105,10.212,2.354,12.047,10.11,23.974,3,17,2,16.992,18.163,4.71,7.953,9.296,10.765,10.834,5.932,12.639,12.159,4.266,15.815,0.065,7.633,14.464,4.585,4,13.484,14.66,0.142,2,0.18,9.058,39.886,4.682,12.359,19.9,8.876,1,1,11
4.538,0.0,0,0,8.508,8.508,6.129,7.444,2.436,1,1.213,1.221,3.975,3.975,3.538,1,6.958,1,2.89,7.411,2,3.177,3.177,2.598,2.598,12.173,3.85,9,10.744,0.107,9.828,2.431,11.664,9.855,23.161,2,11,2,16.915,18.11,3.434,7.626,8.908,10.531,10.523,5.863,12.36,11.716,3.993,15.717,0.066,7.368,14.218,3.664,3,13.335,14.532,0.156,2,0.178,8.717,24.769,1.609,12.172,19.942,8.616,1,1,5
8.745,3.063,1,1,9.172,9.172,6.204,7.444,2.78,1,1.318,2.225,3.968,3.968,3.839,1,9.231,0,4.796,7.411,2,3.723,3.723,2.871,2.871,12.558,4.564,15,11.13,0.107,10.217,4.45,12.046,10.108,24.091,3,17,2,16.974,18.144,4.691,7.96,9.304,10.765,10.839,5.926,12.642,12.072,4.358,15.797,0.065,7.644,14.466,4.635,4,13.469,14.644,0.186,2,0.179,9.067,44.043,4.82,12.349,19.892,8.872,1,1,11
9.0,3.107,1,1,9.283,9.283,6.229,7.444,2.736,1,1.31,2.163,3.986,3.986,3.808,1,9.15,0,4.82,7.411,2,3.689,3.689,2.846,2.846,12.587,4.615,15,11.156,0.109,10.236,2.744,12.08,10.081,24.735,3,17,2,17.019,18.201,4.787,7.92,9.315,10.778,10.793,5.967,12.6,12.045,4.407,15.83,0.065,7.639,14.431,4.682,4,13.476,14.664,0.279,2,0.172,9.021,43.064,4.754,12.343,20.045,8.825,1,1,11
7.108,0.0,0,0,9.937,9.937,6.463,7.428,2.83,0,1.398,2.868,3.92,3.92,3.884,0,10.07,0,4.956,4.964,1,3.812,3.812,2.908,2.908,12.669,4.663,18,11.234,0.103,10.299,3.496,12.171,10.164,12.706,4,22,1,17.278,18.485,4.963,7.937,9.364,10.865,10.796,5.787,12.626,11.994,0.0,16.066,0.064,7.667,14.484,4.836,7,13.659,14.872,0.171,3,0.163,9.005,66.873,4.927,12.493,20.409,8.876,0,0,11
8.523,3.103,1,1,9.273,9.273,6.227,7.444,2.731,1,1.312,2.143,3.986,3.986,3.793,1,9.014,0,4.682,7.411,2,3.609,3.609,2.828,2.828,12.542,4.554,15,11.111,0.11,10.19,2.751,12.035,10.04,24.65,3,17,2,17.004,18.189,4.718,7.865,9.268,10.743,10.737,5.967,12.552,11.972,4.392,15.812,0.065,7.585,14.391,4.644,4,13.451,14.643,0.311,2,0.171,8.958,39.975,4.585,12.314,20.039,8.773,1,1,11
6.004,0.0,0,0,10.044,10.044,6.487,7.428,2.867,0,1.451,3.576,3.928,3.928,3.907,0,11.508,0,5.489,5.115,1,3.816,3.816,2.924,2.924,12.864,4.963,24,11.429,0.104,10.495,3.605,12.366,10.273,13.094,5,28,1,17.355,18.562,5.398,8.082,9.562,10.984,10.925,5.857,12.739,12.158,0.0,16.141,0.065,7.781,14.583,5.198,8,13.735,14.951,0.103,3,0.165,9.157,93.904,5.549,12.58,20.516,8.967,0,0,17
7.301,2.871,1,1,9.324,9.324,6.239,7.815,2.826,1,1.349,2.445,3.968,3.968,3.877,1,9.452,0,4.796,7.444,2,3.958,3.958,2.904,2.904,12.57,4.554,15,11.142,0.106,10.227,2.227,12.059,10.114,45.622,3,17,2,16.988,18.159,4.745,7.962,9.313,10.775,10.84,5.946,12.644,12.255,4.175,15.811,0.066,7.644,14.469,4.635,4,13.481,14.657,0.221,2,0.178,9.067,41.825,4.754,12.358,19.908,8.876,1,1,11
9.097,3.018,1,1,10.004,10.004,6.466,7.444,2.885,1,1.317,2.301,3.992,3.992,3.95,1,9.553,0,5.056,7.411,2,3.876,3.876,2.981,2.981,12.71,4.762,15,11.277,0.107,10.355,2.477,12.206,10.192,25.202,3,17,2,17.132,18.312,5.004,8.025,9.429,10.897,10.898,6.022,12.708,12.188,4.36,15.945,0.066,7.738,14.542,4.875,4,13.593,14.78,0.221,2,0.169,9.123,50.686,5.024,12.459,20.169,8.934,1,1,11
7.699,3.023,1,1,9.239,9.239,6.214,7.444,2.767,1,1.323,2.233,3.968,3.968,3.827,1,9.141,0,4.71,7.411,2,3.723,3.723,2.859,2.859,12.522,4.511,15,11.093,0.107,10.178,2.409,12.011,10.044,24.019,3,17,2,16.943,18.118,4.691,7.891,9.263,10.71,10.764,5.857,12.566,12.052,4.317,15.761,0.066,7.57,14.39,4.585,4,13.421,14.603,0.106,2,0.179,8.995,39.31,4.644,12.295,19.868,8.796,1,1,11
8.824,3.024,1,1,9.153,9.153,6.198,7.444,2.748,1,1.321,2.215,3.968,3.968,3.807,1,9.123,0,4.727,7.411,2,3.696,3.696,2.839,2.839,12.512,4.522,15,11.085,0.107,10.17,2.414,12.001,10.038,23.988,3,17,2,16.932,18.107,4.654,7.889,9.256,10.701,10.763,5.845,12.564,12.044,4.311,15.75,0.065,7.57,14.387,4.575,4,13.411,14.592,0.106,2,0.181,8.995,40.813,4.682,12.286,19.856,8.792,1,1,11
7.648,3.02,1,1,9.515,9.515,6.288,7.444,2.834,1,1.316,2.246,3.968,3.968,3.914,1,9.347,0,4.913,7.411,2,3.898,3.898,2.954,2.954,12.621,4.615,15,11.193,0.107,10.277,2.384,12.111,10.155,24.167,3,17,2,17.029,18.198,4.812,7.999,9.361,10.828,10.88,6.057,12.686,12.186,4.331,15.854,0.066,7.7,14.513,4.691,4,13.525,14.7,0.007,2,0.178,9.105,45.631,4.913,12.402,19.959,8.914,1,1,11
7.319,0.0,0,0,9.572,9.572,6.335,7.428,2.739,0,1.423,3.148,3.954,3.954,3.809,1,10.593,0,5.153,5.178,2,3.717,3.717,2.845,2.845,12.694,4.762,19,11.26,0.103,10.331,2.757,12.193,10.133,12.729,4,23,1,17.138,18.332,5.063,7.96,9.402,10.834,10.814,5.895,12.621,12.018,0.0,15.937,0.066,7.662,14.456,4.913,7,13.558,14.76,0.307,3,0.167,9.047,32.345,5.118,12.416,20.24,8.852,0,0,12
8.06,0.0,0,0,9.572,9.572,6.335,7.435,2.745,0,1.369,2.748,3.991,3.991,3.811,1,10.192,0,5.153,7.423,3,3.711,3.711,2.845,2.845,12.694,4.762,19,11.26,0.103,10.331,2.501,12.193,10.133,24.792,4,23,2,17.138,18.332,5.063,7.96,9.402,10.834,10.814,5.895,12.621,11.953,0.0,15.937,0.066,7.662,14.456,4.913,7,13.558,14.76,0.259,3,0.167,9.047,32.345,5.118,12.416,20.24,8.852,0,0,12
7.701,0.0,0,0,10.497,10.497,6.629,7.429,2.889,0,1.413,3.251,3.863,3.863,4.005,0,11.116,2,5.159,6.494,1,3.649,3.649,3.059,3.059,12.781,4.771,20,11.353,0.109,10.445,0.0,12.268,10.275,11.878,4,22,1,17.127,18.292,5.056,8.135,9.534,10.946,10.986,6.09,12.781,12.543,12.841,15.954,0.069,7.806,14.602,4.913,5,13.629,14.805,-0.052,1,0.176,9.23,134.697,5.242,12.514,20.168,9.014,3,3,16
7.041,0.0,0,0,10.326,10.326,6.568,7.818,2.882,0,1.392,3.103,4.0,4.0,3.957,1,11.016,0,5.476,7.812,3,3.98,3.98,2.992,2.992,12.903,4.984,19,11.468,0.103,10.536,1.856,12.404,10.378,68.972,4,23,2,17.358,18.548,5.333,8.199,9.603,11.084,11.071,6.17,12.887,12.484,0.0,16.162,0.064,7.932,14.727,5.176,7,13.795,14.989,0.224,3,0.165,9.291,44.774,5.557,12.655,20.471,9.116,0,0,12
5.0,0.0,0,0,9.575,9.575,6.336,7.435,2.744,0,1.364,2.778,3.991,3.991,3.814,1,10.414,0,5.231,7.423,3,3.722,3.722,2.85,2.85,12.728,4.812,19,11.295,0.105,10.369,2.539,12.226,10.155,25.003,4,23,2,17.146,18.338,5.136,7.991,9.442,10.859,10.842,5.895,12.647,11.968,0.0,15.946,0.067,7.687,14.479,4.984,7,13.57,14.771,0.158,3,0.168,9.078,37.906,5.252,12.432,20.246,8.87,0,0,12
6.27,0.0,0,0,9.575,9.575,6.336,7.428,2.739,0,1.417,3.181,3.954,3.954,3.812,1,10.816,0,5.231,5.174,2,3.728,3.728,2.85,2.85,12.728,4.812,19,11.295,0.105,10.369,2.795,12.226,10.155,12.855,4,23,1,17.146,18.338,5.136,7.991,9.442,10.859,10.842,5.895,12.647,12.032,0.0,15.946,0.067,7.687,14.479,4.984,7,13.57,14.771,0.179,3,0.168,9.078,37.906,5.252,12.432,20.246,8.87,0,0,12
6.936,0.0,0,0,9.572,9.572,6.335,7.428,2.736,0,1.423,3.148,3.954,3.954,3.808,1,10.593,0,5.153,6.471,2,3.717,3.717,2.845,2.845,12.694,4.762,19,11.26,0.103,10.331,2.67,12.193,10.133,12.698,4,23,1,17.138,18.332,5.063,7.96,9.402,10.834,10.814,5.895,12.621,12.018,0.0,15.937,0.066,7.662,14.456,4.913,7,13.558,14.76,0.217,3,0.167,9.047,32.345,5.118,12.416,20.24,8.852,0,0,12
7.585,0.0,0,0,9.575,9.575,6.336,7.437,2.746,0,1.373,2.876,3.991,3.991,3.817,1,10.595,0,5.263,7.431,3,3.727,3.727,2.853,2.853,12.753,4.828,19,11.319,0.105,10.396,2.405,12.249,10.182,35.97,4,23,3,17.154,18.345,5.17,8.028,9.47,10.881,10.878,5.895,12.676,11.991,0.0,15.956,0.067,7.719,14.503,5.011,7,13.585,14.783,0.258,4,0.167,9.12,40.749,5.293,12.45,20.25,8.904,0,0,12
10.0,3.142,1,1,9.302,9.302,6.232,7.445,2.758,1,1.354,3.017,3.987,3.987,3.82,1,11.544,0,5.298,7.43,4,3.87,3.87,2.855,2.855,12.943,5.011,21,11.52,0.115,10.628,2.8,12.418,10.38,50.186,4,23,4,17.139,18.303,5.226,8.316,9.737,11.05,11.166,5.976,12.929,12.403,4.513,15.965,0.074,7.936,14.719,5.112,5,13.654,14.826,0.17,4,0.186,9.442,118.639,5.318,12.564,20.131,9.121,1,1,17
9.412,0.0,0,0,10.23,10.23,6.552,6.498,2.825,0,1.399,3.074,3.586,3.586,3.96,0,10.783,2,5.037,6.453,0,3.457,3.457,3.022,3.022,12.717,4.691,20,11.289,0.111,10.384,0.0,12.201,10.194,0.0,4,22,0,17.026,18.187,4.99,8.062,9.476,10.862,10.904,5.957,12.693,12.472,12.939,15.855,0.071,7.714,14.51,4.836,5,13.536,14.711,-0.053,0,0.176,9.156,128.506,5.112,12.426,20.062,8.925,3,3,16
6.222,0.0,0,0,9.406,9.406,6.291,5.226,2.748,0,1.482,3.846,3.557,3.557,3.814,0,11.832,2,5.537,4.907,0,3.818,3.818,2.852,2.852,12.897,5.037,25,11.459,0.102,10.521,0.0,12.403,10.282,0.0,5,29,0,17.398,18.612,5.464,8.086,9.581,11.006,10.928,6.135,12.743,12.939,13.626,16.177,0.065,7.794,14.591,5.278,8,13.757,14.98,0.232,0,0.163,9.157,38.275,5.613,12.599,20.593,8.964,3,3,22
