pXC50,H.050,nHDon,CATS2D_08_DA,ATSC8s,Hy,CATS2D_08_AP,Eig10_EA.bo.,Eig11_EA.bo.,DLS_07,P_VSA_MR_5,ATS8s,DBI,PHI,Eig13_EA.bo.,GGI9,CATS2D_09_DL,CATS2D_02_DP,GGI8,S2K,Uindex,CATS2D_09_DA,CATS2D_03_DA,Eig04_EA.dm.,RBN,Eig04_AEA.dm.,Eig06_AEA.dm.,S3K,BAC,SAdon,Eig05_EA.dm.,Eig09_EA.dm.,CATS2D_02_DA,IC3,GGI10,DLS_02,TPSA.NO.,TPSA.Tot.,TIE,IAC,IDDE,TIC0,LLS_02,Eig08_EA.dm.,ON0V,SpMax6_Bh.v.,SpMin6_Bh.i.,SpMin6_Bh.p.,SpMin6_Bh.v.,SsNH2,Eig07_EA.dm.,S1K,SpMax7_Bh.e.,SpMax7_Bh.i.,SpMax8_Bh.e.,SpMax8_Bh.i.,SpMin7_Bh.p.,SpMin8_Bh.e.,SpMin8_Bh.i.,SpMin8_Bh.v.,TIC2,VvdwZAZ,ATSC5s,SpMin6_Bh.e.,Chi1_EA.ed.,Eig09_EA.bo.,Eig10_EA.dm.,Eig11_EA.dm.,Eta_F,Eta_FL
4.281,2,2,0,138.763,0.414,0,0.998,0.761,1.0,17.155,5.916,3.937,5.409,-0.197,0.241,1,0,0.484,7.319,46.627,0,2,0.86,4,3.197,2.464,3.648,81.0,60.694,0.657,0.0,2,4.767,0.111,1.0,85.61,85.61,80.614,86.364,4.06,86.364,1.0,0.0,8.088,2.913,1.015,1.423,1.347,0.0,0.0,19.955,3.074,3.107,2.78,2.857,1.256,0.798,0.728,1.029,193.458,312.22,157.883,1.056,4.375,1.477,0.0,0.0,28.326,6.587
5.207,0,0,0,76.403,-0.767,0,1.935,1.522,1.0,19.787,6.055,2.915,4.837,1.5,0.144,0,0,0.295,7.678,43.085,0,0,0.483,4,3.207,2.548,3.132,17.0,0.0,0.253,0.0,0,4.629,0.078,1.0,70.05,70.05,71.718,77.517,4.389,77.517,0.88,0.0,8.576,2.89,1.143,1.427,1.368,0.0,0.0,19.53,2.926,2.925,2.879,2.925,1.113,0.886,0.824,1.107,175.008,369.52,105.956,1.166,5.898,2.017,0.0,0.0,37.784,9.059
4.463,1,1,0,28.239,-0.371,0,1.522,1.5,1.0,31.31,5.614,3.24,5.089,0.957,0.11,2,0,0.27,7.871,39.409,0,1,0.0,5,2.579,2.018,3.461,9.0,18.011,0.0,0.0,1,4.824,0.119,1.0,53.94,82.18,35.075,79.016,4.306,79.016,0.88,0.0,10.467,3.045,1.143,1.498,1.525,0.0,0.0,18.749,3.123,3.194,2.954,3.009,1.334,0.934,0.896,1.308,246.89,350.81,29.849,1.237,5.757,1.808,0.0,0.0,25.599,6.881
5.207,1,1,0,46.126,-0.283,0,1.064,0.901,1.0,48.017,5.79,3.606,7.177,0.618,0.292,2,0,0.379,9.639,55.144,0,0,0.86,7,3.109,2.65,4.558,67.0,18.011,0.86,0.0,2,4.878,0.19,1.0,89.7,121.79,71.688,90.935,4.165,90.935,1.0,0.0,10.9,3.084,1.203,1.548,1.556,0.0,0.113,22.337,3.206,3.274,3.124,3.155,1.466,1.149,1.071,1.428,242.951,384.68,86.442,1.24,5.078,1.687,0.0,0.0,32.681,7.789
4.792,1,1,0,25.9,-0.396,0,1.133,0.659,1.0,53.576,5.378,3.606,5.344,-0.172,0.158,0,0,0.141,7.663,42.01,0,0,0.0,5,2.302,1.837,3.666,23.0,16.786,0.0,0.0,0,4.915,0.127,1.0,39.98,39.98,37.725,68.088,4.244,68.088,1.0,0.0,9.7,3.089,1.182,1.464,1.49,0.0,0.0,17.434,3.193,3.282,2.994,3.045,1.412,0.995,0.95,1.201,221.346,321.43,47.959,1.24,4.474,1.387,0.0,0.0,23.227,6.451
4.508,0,0,0,14.324,-0.729,0,1.0,0.49,1.0,40.048,5.016,2.915,5.498,-0.606,0.089,0,0,0.182,7.78,37.048,0,0,0.0,6,2.204,1.619,4.444,8.0,0.0,0.0,0.0,0,4.507,0.056,1.0,50.08,50.08,29.232,67.913,4.089,67.913,1.0,0.0,9.2,2.91,1.064,1.376,1.429,0.0,0.0,16.255,3.025,3.131,2.874,3.009,1.249,0.888,0.816,1.185,198.027,296.58,26.555,1.153,4.592,1.403,0.0,0.0,15.456,4.81
4.252,2,2,1,33.024,0.213,1,1.5,1.403,1.0,3.074,5.387,2.828,4.435,0.497,0.141,1,0,0.298,6.889,38.111,0,0,0.0,4,2.761,1.969,3.119,11.0,32.897,0.0,0.0,0,4.69,0.049,1.0,65.21,93.45,40.935,66.239,4.239,66.239,1.0,0.0,7.95,2.817,1.012,1.222,1.217,6.247,0.0,16.738,2.854,2.925,2.854,2.925,1.062,0.886,0.821,1.107,166.914,307.87,44.708,1.038,4.852,1.5,0.0,0.0,27.495,7.67
4.252,2,2,0,29.214,0.235,0,1.186,0.286,1.0,21.31,5.06,2.0,3.566,-0.136,0.025,0,0,0.092,5.729,31.695,0,0,0.0,1,2.415,1.839,2.405,5.0,32.897,0.0,0.0,0,4.755,0.015,1.0,60.91,60.91,35.121,60.301,4.143,60.301,1.0,0.0,7.483,2.887,0.901,1.189,1.166,6.404,0.0,14.316,2.88,2.968,2.854,2.925,1.079,0.778,0.687,1.082,180.603,286.69,48.932,0.947,4.461,1.5,0.0,0.0,20.946,5.67
4.452,1,1,0,34.903,-0.405,0,1.494,1.341,0.5,65.873,5.68,4.0,8.122,0.712,0.135,2,0,0.276,11.014,52.859,0,0,0.0,11,2.44,1.833,5.832,19.0,18.011,0.0,0.0,1,5.236,0.082,0.83,56.15,56.15,53.887,84.039,4.444,84.039,0.75,0.0,11.15,3.209,1.268,1.603,1.617,0.0,0.0,21.386,3.245,3.329,3.055,3.126,1.531,1.067,1.018,1.278,270.149,383.44,46.312,1.345,5.903,1.5,0.0,0.0,23.712,6.258
4.659,2,2,0,27.913,0.267,0,1.5,1.478,1.0,70.657,5.489,3.536,6.342,-0.175,0.142,2,0,0.202,9.106,47.21,0,0,0.0,5,2.606,1.908,5.499,10.0,35.899,0.0,0.0,2,5.184,0.082,1.0,83.45,83.45,50.044,71.435,4.607,71.435,1.0,0.0,7.46,2.939,0.997,1.229,1.222,0.0,0.0,18.806,2.871,2.915,2.841,2.897,1.027,0.844,0.792,1.024,180.503,333.96,53.762,1.033,5.335,1.661,0.0,0.0,28.241,8.049
4.684,1,1,0,69.18,-0.268,0,1.207,1.174,1.0,42.086,5.721,2.55,4.564,0.749,0.257,2,0,0.331,7.243,39.579,0,0,0.941,3,3.285,2.492,3.301,10.0,18.011,0.8,0.0,3,5.002,0.091,0.83,106.77,106.77,56.61,77.894,4.582,77.894,0.88,0.0,8.4,2.944,1.128,1.519,1.484,0.0,0.113,18.274,3.019,3.037,2.869,2.979,1.343,0.881,0.873,1.132,214.474,332.94,73.572,1.161,5.424,1.894,0.0,0.0,31.102,7.729
4.262,2,2,1,55.513,0.289,0,0.875,0.496,1.0,57.895,5.62,3.808,6.644,-0.297,0.192,1,0,0.259,8.725,54.973,0,2,0.86,5,3.122,2.41,4.776,59.0,60.694,0.0,0.0,1,4.908,0.169,1.0,91.58,91.58,70.869,73.132,4.239,73.132,1.0,0.0,8.793,2.901,0.996,1.356,1.389,0.0,0.0,19.801,3.009,3.086,2.942,2.975,1.211,0.883,0.84,1.131,197.455,336.71,66.736,1.088,4.382,0.967,0.0,0.0,28.884,7.485
4.262,1,1,0,18.904,-0.171,0,-0.276,-0.571,1.0,48.066,4.707,3.082,5.358,-1.399,0.045,0,0,0.056,7.027,31.243,0,2,0.0,6,2.184,1.355,4.179,9.0,18.011,0.0,0.0,2,4.703,0.02,1.0,64.11,92.35,31.808,62.265,3.725,62.265,1.0,0.0,6.733,2.515,0.911,1.242,1.279,0.0,0.0,13.724,2.702,2.806,2.487,2.591,1.01,0.563,0.452,0.874,150.776,241.71,37.86,0.999,3.695,0.618,0.0,0.0,8.841,2.745
4.262,0,0,0,74.381,-0.726,0,1.46,1.257,1.0,25.724,5.962,4.243,7.258,1.117,0.196,0,0,0.341,10.097,46.851,0,0,0.8,9,2.925,2.581,5.538,14.0,0.0,0.555,0.0,0,5.013,0.203,1.0,54.9,108.44,48.512,92.261,4.148,92.261,1.0,0.0,10.517,3.118,1.179,1.522,1.491,0.0,0.0,21.565,3.053,3.107,2.888,3.009,1.347,0.934,0.901,1.308,254.059,382.29,31.727,1.223,5.922,1.5,0.0,0.0,25.817,6.978
4.526,1,1,2,47.332,-0.294,0,1.158,0.635,1.0,16.542,5.571,2.915,5.665,0.0,0.167,0,0,0.303,7.954,44.439,1,1,0.86,5,3.122,2.446,3.957,31.0,42.683,0.54,0.0,0,4.908,0.091,1.0,77.76,106.0,58.67,71.522,4.393,71.522,1.0,0.0,8.4,2.915,1.111,1.383,1.369,0.0,0.0,18.516,2.854,2.925,2.848,2.848,1.069,0.831,0.81,1.045,195.413,328.08,59.669,1.174,4.678,1.5,0.0,0.0,26.86,7.039
4.262,1,1,0,20.366,-0.31,0,0.927,0.564,1.0,5.23,4.691,2.345,2.809,-0.72,0.053,1,0,0.113,4.716,29.673,1,0,0.0,2,2.742,1.84,1.883,10.0,42.683,0.0,0.0,0,4.741,0.02,1.0,72.44,72.44,42.817,50.924,3.607,50.924,1.0,0.0,6.067,2.728,0.776,1.083,1.038,0.0,0.0,13.105,2.715,2.764,2.584,2.608,1.02,0.673,0.62,0.897,136.814,242.92,52.981,0.769,4.045,1.187,0.0,0.0,23.652,6.572
5.098,1,1,2,58.051,-0.297,0,1.862,1.555,1.0,17.953,5.867,2.915,6.011,0.639,0.262,0,0,0.434,8.571,49.361,0,1,0.86,4,3.294,2.859,3.817,51.0,42.683,0.657,0.0,0,5.143,0.202,0.83,78.39,138.72,69.198,88.62,4.478,88.62,1.0,0.0,10.133,2.932,1.121,1.468,1.478,0.0,0.0,21.74,3.109,3.17,3.041,3.074,1.323,0.997,0.92,1.213,235.173,394.06,116.064,1.184,5.425,2.022,0.0,0.0,34.302,8.194
4.262,1,1,0,19.037,-0.301,0,0.306,-0.45,1.0,30.255,5.038,2.739,5.34,-0.962,0.074,0,0,0.121,7.01,33.601,0,0,0.657,6,2.471,1.413,3.542,19.0,18.011,0.0,0.0,0,3.886,0.02,1.0,39.72,39.72,27.356,59.077,3.326,59.077,1.0,0.0,8.25,2.816,1.077,1.491,1.517,0.0,0.0,14.474,2.869,2.979,2.771,2.866,1.256,0.727,0.661,0.951,152.438,261.89,34.064,1.164,3.442,0.452,0.0,0.0,12.546,3.86
4.252,0,0,0,105.762,-0.671,0,1.112,0.514,1.0,0.0,5.98,3.937,5.767,0.044,0.231,0,0,0.314,7.932,49.662,0,0,0.86,6,2.889,2.581,4.391,67.0,0.0,0.86,0.0,0,4.566,0.193,1.0,101.27,109.65,68.185,74.315,4.495,74.315,1.0,0.0,9.75,2.961,1.109,1.518,1.532,0.0,0.0,20.36,3.127,3.206,2.918,2.956,1.381,0.892,0.866,1.097,193.68,346.09,78.354,1.185,4.68,1.394,0.0,0.0,32.583,7.94
4.678,1,1,0,20.793,-0.249,0,-0.562,-0.812,1.0,8.825,4.817,2.828,4.528,-1.43,0.119,1,0,0.171,5.97,33.772,0,0,0.0,3,2.619,1.669,3.512,26.0,42.683,0.0,0.0,0,4.694,0.012,1.0,50.44,50.44,37.327,47.604,3.932,47.604,1.0,0.0,5.569,2.674,0.766,1.056,1.045,0.0,0.0,14.41,2.534,2.575,2.215,2.221,0.879,0.217,0.198,0.596,124.127,250.69,30.013,0.818,3.343,0.261,0.0,0.0,13.939,4.64
4.262,0,0,0,19.317,-0.74,0,0.942,0.436,1.0,45.08,5.331,3.873,5.811,-0.601,0.17,0,0,0.193,7.694,39.344,0,0,0.286,8,2.772,2.254,4.704,23.0,0.0,0.172,0.0,0,4.629,0.119,1.0,45.67,73.91,45.172,80.885,3.689,80.885,1.0,0.0,10.267,3.028,1.064,1.376,1.429,0.0,0.0,18.126,3.111,3.206,2.889,3.009,1.376,1.026,0.968,1.308,230.096,333.15,43.77,1.153,4.305,0.967,0.0,0.0,12.719,3.533
4.262,3,3,0,65.839,0.898,0,1.571,1.03,1.0,31.672,5.74,2.915,3.979,-0.108,0.102,2,0,0.34,6.32,37.478,4,0,0.0,3,2.752,2.145,2.781,19.0,64.569,0.0,0.0,0,5.023,0.0,1.0,89.31,89.31,42.439,63.484,3.661,63.484,1.0,0.0,7.917,2.929,0.999,1.222,1.228,5.915,0.0,16.369,2.979,3.039,2.901,2.996,1.193,0.873,0.803,1.153,188.561,319.95,35.435,1.034,4.785,1.836,0.0,0.0,29.89,7.645
4.262,1,1,1,102.941,-0.334,0,1.849,1.346,1.0,16.997,6.025,4.0,7.44,1.0,0.308,0,0,0.458,10.491,57.275,0,0,0.86,7,3.118,2.652,5.395,46.0,42.683,0.86,0.0,1,5.077,0.184,0.67,115.51,115.51,87.387,90.883,4.852,90.883,0.88,0.0,11.233,3.025,1.152,1.543,1.548,0.0,0.51,24.11,3.209,3.258,3.165,3.208,1.436,1.146,1.064,1.429,282.056,424.74,123.476,1.216,6.06,1.995,0.0,0.0,36.594,8.694
4.262,0,0,0,17.632,-0.716,0,-1.198,-1.553,1.0,13.418,4.24,3.464,3.844,-2.045,0.0,0,0,0.0,4.741,31.032,0,0,0.0,4,1.808,1.106,3.3,32.0,0.0,0.0,0.0,0,4.098,0.0,1.0,43.37,53.18,39.964,45.795,3.457,45.795,1.0,0.0,6.283,2.57,0.714,0.966,1.012,0.0,0.0,12.162,2.57,2.644,2.331,2.428,0.848,0.289,0.192,0.668,114.942,211.24,44.732,0.781,2.533,-1.0,0.0,0.0,11.386,3.173
5.011,0,0,0,30.948,-0.709,0,-0.527,-0.995,1.0,33.605,4.933,2.449,3.874,-1.493,0.0,0,0,0.081,5.095,30.95,0,0,0.0,2,3.221,1.924,2.392,38.0,0.0,0.0,0.0,0,4.293,0.0,1.0,26.93,87.26,29.349,56.868,4.059,56.868,1.0,0.0,7.567,2.777,0.953,1.227,1.264,0.0,0.0,13.686,2.797,2.799,2.604,2.643,1.018,0.47,0.395,0.758,143.954,252.45,33.707,1.072,2.872,-0.224,0.0,0.0,11.992,3.658
4.479,0,0,0,53.249,-0.722,0,0.991,0.881,1.0,34.518,5.762,3.937,6.467,0.206,0.294,0,0,0.416,8.448,43.943,0,0,0.0,6,2.704,2.267,4.54,41.0,0.0,0.0,0.0,0,4.772,0.13,0.83,36.44,92.92,45.744,82.505,4.47,82.505,1.0,0.0,10.076,3.001,1.217,1.398,1.457,0.0,0.0,19.905,3.111,3.161,2.907,3.009,1.385,1.063,0.996,1.308,215.059,347.09,39.481,1.278,4.672,1.284,0.0,0.0,18.432,5.362
4.252,1,1,0,38.529,-0.371,0,1.433,1.384,1.0,66.0,5.577,3.606,5.681,0.551,0.206,2,0,0.332,8.381,44.933,1,1,0.546,5,2.9,2.578,4.06,17.0,18.011,0.0,0.0,1,5.02,0.12,1.0,81.43,81.43,56.393,79.499,4.513,79.499,1.0,0.0,10.2,3.023,1.133,1.457,1.479,0.0,0.0,19.658,3.182,3.257,3.024,3.111,1.406,1.058,0.976,1.318,258.07,368.62,57.546,1.194,5.471,1.5,0.0,0.0,26.96,6.874
5.054,0,0,0,30.115,-0.787,0,0.062,-0.811,1.0,28.581,5.358,3.742,4.584,-1.303,0.099,0,0,0.135,6.209,36.317,0,0,0.765,4,3.155,1.72,3.111,38.0,0.0,0.0,0.0,0,4.391,0.0,1.0,39.07,67.31,38.526,57.263,3.584,57.263,1.0,0.0,7.7,2.786,0.855,1.112,1.146,0.0,0.0,14.766,2.848,2.908,2.609,2.678,0.975,0.737,0.663,0.962,152.485,278.35,46.062,0.913,3.476,0.263,0.0,0.0,16.683,4.898
4.262,1,1,0,77.792,-0.272,0,1.168,0.618,1.0,65.61,5.755,4.301,8.803,-0.173,0.186,1,0,0.208,10.838,58.803,0,1,0.293,10,2.96,2.332,6.63,49.0,18.011,0.0,0.0,1,4.93,0.12,0.83,75.44,94.65,76.2,91.148,4.459,91.148,1.0,0.0,10.293,3.089,1.256,1.553,1.592,0.0,0.0,21.931,3.095,3.165,3.045,3.106,1.432,0.995,0.94,1.245,237.315,367.99,71.639,1.34,4.919,1.521,0.0,0.0,21.915,5.859
4.262,6,6,1,283.97,3.025,0,1.934,1.879,0.5,58.151,6.753,4.0,6.627,1.615,0.583,6,0,0.96,9.414,58.54,1,2,0.811,4,3.407,2.95,4.073,126.0,203.631,0.28,0.0,0,5.614,0.305,0.5,185.84,185.84,151.488,103.945,4.985,103.945,0.63,0.0,12.55,3.116,1.235,1.548,1.561,6.015,0.0,26.751,3.273,3.32,3.228,3.26,1.501,1.153,1.11,1.406,356.654,467.2,317.052,1.304,6.158,2.293,0.0,0.0,44.747,8.264
4.262,2,2,3,97.73,0.424,0,1.435,1.0,0.5,42.457,5.777,3.674,6.987,0.223,0.181,0,0,0.257,9.45,50.073,1,0,0.916,7,3.101,2.766,5.505,27.0,60.694,0.86,0.0,1,4.903,0.129,0.83,138.33,163.63,68.306,90.52,4.236,90.52,0.88,0.0,8.783,2.91,1.075,1.465,1.443,0.0,0.146,20.702,3.105,3.193,2.958,3.055,1.376,0.883,0.839,1.171,230.568,336.46,134.074,1.153,5.225,1.592,0.0,0.0,27.411,7.068
5.88,2,2,0,18.942,0.445,0,0.105,-0.467,1.0,27.632,4.821,2.236,2.879,-1.453,0.077,2,0,0.16,4.69,27.892,0,1,0.0,2,2.31,1.251,2.271,5.0,59.346,0.0,0.0,1,4.482,0.032,1.0,86.52,86.52,24.182,49.438,3.682,49.438,1.0,0.0,5.75,2.715,0.821,1.122,1.107,0.0,0.0,11.662,2.668,2.744,2.449,2.525,1.062,0.52,0.439,0.846,120.942,206.35,28.407,0.886,3.608,0.715,0.0,0.0,17.955,5.817
5.484,3,3,0,2.961,1.463,0,-1.553,-2.031,1.0,2.144,1.099,1.581,1.739,-3.0,0.0,0,0,0.0,2.779,18.983,0,1,0.0,0,1.458,0.97,1.172,10.0,128.05,0.0,0.0,1,4.122,0.0,0.67,73.58,73.58,21.241,33.503,3.239,33.503,1.0,0.0,3.383,1.85,0.074,0.774,0.729,0.0,0.0,8.133,1.923,2.04,1.729,1.846,0.305,0.0,0.0,0.172,69.684,141.91,45.521,0.134,2.297,-1.387,0.0,0.0,11.9,4.054
4.797,3,3,2,94.484,0.677,0,2.099,2.059,1.0,37.767,6.307,4.062,9.264,1.566,0.479,5,0,0.69,13.071,68.509,1,3,0.86,9,3.074,2.775,7.031,38.0,103.377,0.532,0.0,1,5.278,0.441,0.83,106.48,106.48,99.288,110.392,4.69,110.392,0.75,0.0,14.233,3.249,1.339,1.632,1.637,0.0,0.0,29.767,3.392,3.449,3.278,3.335,1.589,1.205,1.138,1.544,344.162,529.57,119.413,1.39,7.809,2.187,0.0,0.0,49.134,10.766
4.262,3,3,4,158.34,0.9,0,1.518,1.055,1.0,0.0,6.404,3.082,5.233,0.436,0.249,0,0,0.628,7.717,46.358,4,1,0.86,4,2.966,2.441,3.361,59.0,128.05,0.0,0.0,0,4.683,0.058,1.0,118.59,118.59,73.419,70.912,3.965,70.912,1.0,0.0,9.683,2.956,1.084,1.429,1.459,0.0,0.0,20.342,3.127,3.15,3.048,3.095,1.298,1.022,0.972,1.213,203.284,361.84,68.042,1.153,5.081,2.122,0.0,0.0,36.912,8.581
5.018,2,2,1,113.719,0.225,0,1.979,1.909,1.0,57.523,6.008,4.0,5.35,0.249,0.214,1,0,0.385,7.788,43.707,0,1,0.0,6,3.203,2.76,3.789,28.0,60.694,0.0,0.0,1,5.2,0.124,0.83,84.22,84.22,74.739,93.564,4.389,93.564,0.63,0.0,9.802,3.073,1.192,1.445,1.489,0.0,0.0,21.296,3.158,3.222,3.108,3.145,1.354,1.025,0.987,1.307,260.192,405.07,135.464,1.262,5.498,2.0,0.0,0.0,23.314,5.486
4.898,2,2,1,33.548,0.312,0,1.189,0.495,1.0,30.203,5.17,2.828,5.837,-0.2,0.153,2,0,0.191,8.084,41.787,0,1,0.507,5,3.042,2.537,4.455,19.0,60.694,0.0,0.0,1,4.884,0.099,1.0,71.45,99.69,46.035,72.46,4.404,72.46,1.0,0.0,7.46,2.815,0.843,1.095,1.107,0.0,0.0,18.05,2.907,2.942,2.854,2.925,1.083,0.838,0.81,1.07,179.716,323.48,38.216,0.886,4.787,1.5,0.0,0.0,22.291,6.392
4.262,2,2,1,55.488,0.257,0,1.5,1.247,1.0,72.807,5.707,3.536,6.899,0.713,0.243,0,0,0.266,9.638,49.874,0,2,0.881,5,2.976,2.797,5.252,17.0,36.022,0.815,0.0,3,4.652,0.144,1.0,84.99,84.99,79.832,100.096,4.414,100.096,1.0,0.064,10.576,3.097,1.256,1.592,1.554,0.0,0.163,22.191,3.177,3.258,3.111,3.206,1.376,1.017,0.955,1.314,258.755,400.42,115.688,1.301,5.828,1.669,0.0,0.0,25.679,6.081
4.431,1,1,0,37.31,-0.352,0,1.654,1.576,1.0,76.123,5.732,2.915,5.543,1.468,0.182,2,0,0.368,8.825,43.103,0,2,0.779,5,2.893,2.398,3.802,2.0,18.011,0.721,0.0,1,4.814,0.141,0.67,71.76,100.0,47.251,91.464,4.681,91.464,0.88,0.0,10.133,3.154,1.33,1.39,1.429,0.0,0.0,20.729,3.111,3.206,3.07,3.13,1.376,1.126,1.064,1.32,239.073,396.25,48.014,1.333,6.612,1.858,0.0,0.0,33.394,8.486
4.855,2,2,0,52.17,0.445,0,-0.631,-1.124,1.0,18.011,4.942,3.0,3.779,-1.5,0.124,0,0,0.177,5.502,33.724,1,0,0.0,4,2.415,1.451,3.086,21.0,60.694,0.0,0.0,1,4.182,0.025,1.0,95.15,95.15,39.852,49.556,3.471,49.556,1.0,0.0,5.067,2.715,0.821,1.062,1.107,0.0,0.0,13.052,2.692,2.756,2.463,2.509,0.924,0.389,0.351,0.69,101.272,222.98,93.065,0.886,3.477,0.155,0.0,0.0,20.147,6.024
4.262,4,4,4,139.131,2.109,2,0.0,-0.487,0.5,51.892,5.92,2.739,2.829,-1.144,0.0,0,0,0.127,4.446,31.891,0,3,0.139,1,3.066,2.255,1.995,38.0,68.919,0.0,0.0,4,4.556,0.0,0.83,163.34,163.34,50.344,55.318,3.785,55.318,0.88,0.0,5.683,2.638,0.74,1.211,1.135,5.704,0.0,13.364,2.832,2.893,2.504,2.578,1.027,0.378,0.318,0.673,130.127,220.02,110.412,0.83,3.551,0.336,0.0,0.0,24.59,6.393
4.311,1,1,0,21.159,-0.342,0,0.806,0.536,1.0,32.418,5.183,3.24,5.071,-0.417,0.186,0,0,0.204,7.241,39.461,0,0,0.0,6,2.455,1.96,3.426,26.0,18.011,0.0,0.0,0,4.767,0.143,1.0,48.31,48.31,31.338,69.558,4.335,69.558,1.0,0.0,9.65,2.988,1.123,1.454,1.463,0.0,0.0,16.806,3.097,3.177,2.874,3.009,1.433,0.934,0.812,1.308,206.536,299.58,39.94,1.199,4.251,1.125,0.0,0.0,21.812,6.321
4.262,2,2,0,21.043,0.348,0,0.629,0.416,1.0,48.564,4.963,3.082,5.057,-0.852,0.092,1,0,0.109,7.205,34.905,0,0,0.0,5,2.882,1.911,4.062,5.0,34.796,0.0,0.0,2,4.837,0.095,1.0,57.78,83.08,30.576,64.059,4.096,64.059,1.0,0.0,6.343,2.784,0.827,1.062,1.107,0.0,0.0,15.441,2.854,2.925,2.784,2.816,1.05,0.794,0.742,0.956,158.466,274.04,33.966,0.886,4.309,1.37,0.0,0.0,17.313,5.545
4.262,1,1,1,33.852,-0.346,0,1.248,1.0,1.0,28.78,5.689,2.915,5.922,0.474,0.179,0,0,0.174,8.74,40.106,0,0,0.657,7,2.61,2.162,4.434,3.0,18.011,0.0,0.0,2,4.959,0.074,1.0,51.55,51.55,31.55,79.13,4.31,79.13,1.0,0.0,9.6,2.984,1.081,1.454,1.473,0.0,0.0,18.293,3.111,3.206,3.043,3.129,1.376,1.004,0.927,1.253,230.825,332.82,29.763,1.161,5.407,1.5,0.0,0.0,23.545,6.901
4.741,2,2,1,121.237,0.239,0,1.979,1.91,1.0,57.523,6.061,4.062,5.546,0.311,0.244,1,0,0.451,8.0,45.844,0,1,0.0,6,3.263,2.788,3.985,39.0,60.694,0.0,0.0,1,5.236,0.137,0.67,84.22,84.22,86.474,99.621,4.539,99.621,0.63,0.0,9.862,3.073,1.192,1.445,1.489,0.0,0.0,22.183,3.166,3.227,3.109,3.145,1.354,1.024,0.987,1.306,265.437,411.14,164.696,1.262,5.57,2.0,0.0,0.0,24.971,5.69
4.763,2,2,0,25.845,0.304,0,1.725,1.433,1.0,11.192,5.314,3.464,4.171,0.082,0.274,5,0,0.304,6.527,40.206,0,1,0.0,3,2.607,2.002,3.178,18.0,81.779,0.0,0.0,2,5.003,0.198,1.0,112.21,120.59,52.397,71.306,4.505,71.306,1.0,0.0,7.167,3.01,1.029,1.343,1.294,0.0,0.0,17.255,2.936,2.973,2.676,2.734,1.081,0.689,0.639,0.897,164.903,301.85,79.755,1.07,4.884,1.921,0.0,0.0,32.939,8.376
4.262,1,1,0,108.849,-0.116,0,-1.116,-1.17,1.0,34.601,5.147,2.915,3.299,-1.62,0.0,0,0,0.0,4.744,30.618,0,1,0.555,1,2.903,1.91,2.514,30.0,18.011,0.149,0.0,1,4.418,0.0,1.0,95.23,95.23,44.527,52.019,3.837,52.019,1.0,0.0,5.567,2.613,0.688,1.011,1.03,0.0,0.0,12.52,2.614,2.677,2.403,2.435,0.781,0.332,0.272,0.678,121.372,215.56,93.844,0.743,3.128,0.0,0.0,0.0,18.046,5.036
4.858,0,0,0,44.588,-0.743,0,1.598,1.5,1.0,21.077,5.84,3.24,6.011,1.437,0.335,0,0,0.527,8.601,51.808,0,0,0.8,4,2.983,2.748,3.814,66.0,0.0,0.657,0.0,0,4.876,0.145,1.0,57.1,89.19,64.865,92.73,4.438,92.73,1.0,0.0,12.083,2.942,1.278,1.621,1.609,0.0,0.064,22.366,3.116,3.202,3.098,3.154,1.439,1.019,0.926,1.308,237.416,414.57,119.678,1.351,5.55,2.019,0.0,0.0,36.814,8.574
4.262,3,3,1,50.553,0.974,0,1.305,0.829,1.0,36.94,5.472,3.082,4.404,-0.172,0.198,2,0,0.236,6.722,38.028,1,0,0.0,3,2.598,2.206,3.108,18.0,77.48,0.0,0.0,3,5.053,0.155,1.0,87.24,87.24,41.25,69.354,4.393,69.354,1.0,0.0,7.543,2.892,1.028,1.299,1.292,0.0,0.0,17.033,2.995,3.044,2.885,2.943,1.139,0.854,0.805,1.075,180.122,296.47,49.906,1.086,4.725,2.055,0.0,0.0,26.805,7.485
4.726,2,2,1,98.314,0.193,0,1.948,1.909,1.0,55.057,5.964,3.937,4.984,0.207,0.254,1,0,0.283,7.348,43.679,0,1,0.0,5,3.076,2.78,3.599,39.0,60.694,0.0,0.0,1,5.077,0.169,1.0,84.22,84.22,72.87,92.921,4.454,92.921,0.75,0.0,11.076,3.073,1.192,1.445,1.489,0.0,0.0,21.025,3.17,3.246,3.147,3.234,1.42,1.179,1.098,1.404,269.792,407.16,119.469,1.262,5.362,2.0,0.0,0.0,23.661,5.435
4.262,3,3,0,25.109,0.957,0,0.903,0.452,1.0,0.0,5.349,2.55,3.804,-0.08,0.163,3,0,0.263,5.98,33.697,0,2,0.247,3,2.555,2.106,2.525,14.0,78.705,0.0,0.0,0,4.356,0.074,1.0,62.75,62.75,32.139,63.953,3.752,63.953,1.0,0.0,8.033,2.91,1.042,1.406,1.433,0.0,0.0,15.266,2.91,2.939,2.704,2.776,1.084,0.727,0.661,0.951,166.968,282.37,49.466,1.125,4.329,1.596,0.0,0.0,24.898,7.025
