pXC50,MSD,Yindex,IDE,Eig07_EA,SM15_AEA.bo.,DECC,AECC,Eig07_AEA.ri.,UNIP,Eig08_EA.ri.,HVcpx,Eig07_EA.ed.,SM02_AEA.ri.,Vindex,Chi0_EA.dm.,Eig07_EA.ri.,SpMax3_Bh.i.,Eig08_EA.ed.,SM03_AEA.ri.,RDCHI,Eig08_AEA.ri.,X4sol,Eig06_EA,SM14_AEA.bo.,SpMax8_Bh.e.,Eig08_AEA.ed.,CSI,Xindex,ICR,Eig09_EA.ri.,X0v,ECC,IDMT,Eig11_AEA.ri.,Eig07_AEA.ed.,GMTI,X4v,SpMax5_Bh.m.,CATS2D_08_DP,SMTI,AMR,MDDD,SpMax3_Bh.v.,IDET,SpMax8_Bh.v.,SpMin3_Bh.v.,Eta_alpha,Xu,Eig06_AEA.ed.,SpMax8_Bh.m.,X2sol,SpAD_AEA.ed.,SpMax3_Bh.p.,SpMax8_Bh.p.,SpMax7_Bh.p.,Eig11_EA.ri.,Eig10_EA.ri.,MW,Eig11_EA.ed.,SM06_AEA.ri.,SpMin3_Bh.p.,CATS2D_04_DL,Psi_i_1,SMTIV,X1sol,X3sol,Eig09_AEA.ed.,ATSC5m,Eig12_EA.ed.
7.398,8.388,0.344,3.993,1.775,1.775,2.433,14.581,2.706,160.0,1.406,3.81,4.781,4.781,0.134,32.235,1.65,3.881,3.842,3.842,4.501,2.432,9.886,1.926,1.926,3.111,4.236,1012.0,0.219,3.268,1.353,17.652,452.0,28073.5,2.0,4.573,16254.0,4.709,3.492,0,14805.0,123.018,38.271,3.698,1856.65,2.91,1.971,14.633,29.964,4.775,2.866,13.466,52.876,3.697,2.941,2.941,1.0,1.0,419.59,2.282,2.282,1.972,2,19.112,22355.0,15.259,11.655,4.0,39.88,2.275
6.0,7.041,0.466,3.707,1.697,1.697,2.0,11.75,2.707,121.0,1.525,3.502,4.782,4.782,0.174,22.487,1.705,3.88,3.703,3.703,4.008,2.533,8.92,1.824,1.824,2.988,4.183,720.0,0.278,2.942,1.388,15.797,329.0,18829.6,2.168,4.594,10620.0,3.503,3.277,0,10012.0,109.742,27.378,3.771,1401.38,2.851,1.889,13.367,27.006,4.94,2.861,12.502,48.49,3.769,2.855,2.984,1.164,1.184,371.47,2.586,2.586,1.881,10,16.257,16183.0,13.508,10.34,4.102,26.385,1.781
5.7,7.377,0.432,3.776,1.666,1.666,2.031,12.536,2.675,127.0,1.525,3.585,4.762,4.762,0.165,22.751,1.672,3.863,3.703,3.703,4.048,2.532,8.684,1.873,1.873,2.98,4.161,768.0,0.267,3.04,1.414,15.797,351.0,19576.9,2.0,4.597,11068.0,3.37,3.272,0,10424.0,109.742,27.857,3.745,1427.29,2.825,1.872,13.367,27.2,4.979,2.869,12.468,48.447,3.743,2.812,2.974,1.0,1.171,371.47,2.275,2.275,1.868,10,16.257,16739.0,13.508,10.536,4.041,28.223,1.771
5.7,7.123,0.443,3.719,1.649,1.649,1.953,11.852,2.658,119.0,1.525,3.515,4.574,4.574,0.169,21.893,1.654,3.86,3.703,3.703,3.994,2.532,8.584,1.813,1.813,2.854,4.16,703.0,0.271,2.94,1.185,14.874,320.0,17363.5,2.0,4.499,10045.0,3.274,3.268,0,9419.0,104.701,26.052,3.744,1305.2,2.715,1.871,12.867,26.358,4.864,2.72,11.972,46.373,3.742,2.735,2.877,1.0,1.164,357.44,2.275,2.275,1.865,10,15.609,15388.0,13.097,9.874,4.028,22.973,1.769
5.0,9.392,0.326,4.174,2.123,2.123,2.722,16.667,3.08,202.0,1.785,3.996,6.247,6.247,0.127,30.255,2.002,3.928,5.438,5.438,4.888,2.861,11.326,2.311,2.311,3.111,4.806,1323.0,0.209,3.51,1.624,21.386,600.0,45020.9,2.282,5.127,23949.0,4.889,3.683,0,22116.0,146.666,51.028,3.816,2629.52,2.91,1.962,17.567,33.937,5.205,2.911,16.422,60.336,3.821,2.941,3.036,1.276,1.352,498.71,3.363,3.363,1.963,5,21.283,34149.0,17.984,13.848,4.376,44.21,2.587
7.921,8.169,0.396,3.925,2.109,2.109,2.179,14.139,3.045,177.0,1.724,3.681,5.9,5.9,0.148,26.138,1.977,3.916,5.119,5.119,4.645,2.777,11.163,2.14,2.14,3.128,4.795,1121.0,0.236,3.155,1.659,20.685,509.0,39940.0,2.339,5.01,20863.0,4.555,3.462,0,19451.0,143.007,40.701,3.791,2473.04,2.934,1.995,17.167,33.139,5.322,2.998,15.775,61.936,3.796,2.941,3.014,1.329,1.492,481.65,2.934,2.934,1.991,5,21.313,29678.0,17.491,13.522,4.77,41.823,2.583
10.032,11.185,0.279,4.441,2.299,2.299,3.28,20.217,3.248,309.0,1.989,4.232,6.956,6.956,0.109,42.521,2.17,3.913,6.095,6.095,5.607,3.073,13.212,2.519,2.519,3.246,5.181,2039.0,0.179,3.754,1.867,25.522,930.0,94747.1,2.645,5.34,46200.0,5.31,3.696,0,42766.0,168.034,81.323,3.794,4596.73,3.009,1.991,21.171,41.253,5.387,3.193,18.936,78.836,3.789,2.971,3.278,1.587,1.664,634.74,4.565,4.565,1.992,0,27.057,71800.0,21.536,16.135,5.063,48.211,3.9
5.0,8.21,0.415,3.944,2.198,2.198,2.316,14.0,3.146,186.0,1.819,3.737,6.312,6.312,0.153,33.041,2.077,3.918,5.529,5.529,4.667,2.9,12.072,2.388,2.388,3.26,4.984,1148.0,0.241,3.249,1.746,21.85,532.0,45852.4,2.366,5.128,22818.0,5.622,3.376,0,21602.0,142.371,45.186,3.786,2772.43,3.028,1.963,17.857,34.394,5.539,3.21,16.36,66.344,3.834,3.0,3.01,1.331,1.63,543.67,4.055,4.055,1.961,1,22.211,37959.0,17.293,14.135,4.799,49.52,3.021
8.276,7.819,0.474,3.878,2.076,2.076,2.176,13.5,3.013,153.0,1.565,3.695,5.341,5.341,0.174,30.676,1.924,3.904,4.362,4.362,4.449,2.579,9.955,2.146,2.146,3.111,4.438,976.0,0.275,3.257,1.539,19.933,459.0,33647.9,2.068,4.754,16678.0,4.783,3.465,0,16131.0,132.718,42.291,3.721,2175.75,2.935,1.895,16.067,31.59,5.144,2.952,14.737,56.936,3.726,2.945,3.009,1.057,1.17,460.64,2.816,2.816,1.892,3,20.272,25792.0,16.44,12.113,4.157,41.722,2.474
6.854,8.16,0.437,3.941,1.908,1.908,2.256,13.882,2.859,168.0,1.511,3.74,5.701,5.701,0.165,29.158,1.809,3.869,4.379,4.379,4.459,2.581,11.002,2.15,2.15,3.225,4.488,1012.0,0.264,3.282,1.495,19.934,472.0,34684.5,2.256,4.97,17564.0,4.013,3.447,0,16807.0,127.926,39.27,3.755,2211.08,2.969,1.836,16.1,31.799,5.092,3.058,14.948,56.598,3.804,2.958,2.961,1.214,1.392,480.59,3.079,3.079,1.834,2,18.432,29673.0,16.97,13.065,4.354,33.575,1.833
6.745,6.868,0.439,3.671,1.497,1.497,1.904,11.68,2.45,105.0,1.194,3.504,3.319,3.319,0.168,10.372,1.423,3.838,2.815,2.815,3.92,2.197,7.713,1.546,1.546,2.866,3.593,649.0,0.271,2.919,1.0,13.905,292.0,13891.0,1.868,3.899,8527.0,3.073,3.197,0,7883.0,100.285,23.357,3.591,1101.36,2.725,1.942,11.933,24.812,4.186,2.733,10.661,42.43,3.58,2.735,2.832,0.863,0.965,332.44,2.07,2.07,1.932,3,14.845,12265.0,12.31,9.456,3.414,21.099,1.681
5.585,7.819,0.474,3.878,2.076,2.076,2.176,13.5,3.013,153.0,1.565,3.695,5.341,5.341,0.174,30.676,1.924,3.904,4.362,4.362,4.449,2.579,9.955,2.146,2.146,3.111,4.438,976.0,0.275,3.257,1.539,19.933,459.0,33647.9,2.068,4.754,16678.0,4.783,3.465,0,16131.0,132.718,42.291,3.721,2175.75,2.935,1.895,16.067,31.59,5.144,2.952,14.737,56.936,3.726,2.945,3.009,1.057,1.17,460.64,2.816,2.816,1.892,3,20.272,25792.0,16.44,12.113,4.157,41.722,2.474
5.658,6.705,0.578,3.624,1.723,1.723,1.786,11.074,2.687,110.0,1.451,3.394,4.781,4.781,0.214,22.758,1.654,3.861,4.416,4.416,3.742,2.477,7.601,1.879,1.879,2.854,4.534,626.0,0.338,2.908,1.219,14.243,299.0,16517.3,1.726,4.713,8604.0,2.707,3.103,0,8515.0,95.039,24.735,3.623,1272.16,2.681,1.716,12.305,26.005,4.841,2.687,12.942,46.439,3.608,2.658,2.73,0.715,1.0,394.4,1.888,1.888,1.737,3,14.26,18059.0,12.737,9.605,4.028,15.43,0.078
4.66,6.785,0.619,3.652,1.829,1.829,2.112,11.414,2.811,115.0,1.562,3.438,5.144,5.144,0.224,13.304,1.792,3.832,4.032,4.032,3.887,2.563,8.445,2.097,2.097,3.165,4.284,687.0,0.349,2.935,1.342,19.195,331.0,20008.5,1.798,4.661,9898.0,6.515,3.258,0,9907.0,123.917,31.655,3.663,1482.87,2.969,1.973,14.167,27.491,4.919,2.95,13.011,49.821,3.679,2.991,3.033,0.798,1.082,398.69,1.798,1.798,1.945,5,19.365,12925.0,13.719,10.492,4.229,54.966,1.357
4.695,6.924,0.615,3.677,1.829,1.829,2.133,11.5,2.847,122.0,1.564,3.462,5.172,5.172,0.222,19.208,1.857,3.86,4.032,4.032,3.93,2.564,8.456,2.097,2.097,3.201,4.295,714.0,0.347,2.927,1.383,19.838,345.0,22153.1,1.937,4.919,10789.0,6.565,3.261,0,10811.0,126.202,33.164,3.704,1599.31,3.012,1.98,14.667,28.252,4.984,2.976,13.485,52.042,3.719,3.028,3.051,0.937,1.157,410.7,2.386,2.386,1.957,2,19.878,14425.0,14.13,11.267,4.241,58.713,1.422
4.523,7.815,0.583,3.851,2.173,2.173,1.991,13.083,3.094,162.0,1.597,3.628,5.205,5.205,0.212,34.116,1.997,3.89,5.15,5.15,4.371,2.733,10.766,2.229,2.229,3.266,4.663,971.0,0.333,3.093,1.54,23.611,471.0,38885.2,2.359,4.831,17684.0,5.117,3.494,0,17665.0,145.678,43.327,3.667,2425.87,3.048,1.941,17.762,32.878,5.218,3.297,17.875,59.962,3.654,3.04,3.102,1.283,1.362,554.6,3.852,3.852,1.919,6,20.542,30974.0,17.848,14.428,4.58,51.753,3.179
4.712,6.503,0.459,3.59,1.787,1.787,1.784,11.258,2.733,119.0,1.66,3.454,5.366,5.366,0.162,25.872,1.687,3.908,4.457,4.457,4.216,2.693,11.067,2.112,2.112,3.023,4.494,796.0,0.249,2.934,1.497,17.534,349.0,22664.1,2.146,4.936,13395.0,5.886,3.481,0,12102.0,119.274,30.31,3.7,1669.15,2.812,1.985,14.719,28.678,5.189,2.834,13.581,57.291,3.701,2.814,2.911,1.138,1.269,418.56,2.868,2.868,1.975,0,20.499,18355.0,14.734,12.493,4.4,39.909,2.62
5.28,6.284,0.472,3.532,1.75,1.75,1.633,10.7,2.694,111.0,1.636,3.39,5.367,5.367,0.165,25.872,1.658,3.907,4.491,4.491,4.137,2.683,10.891,2.112,2.112,2.947,4.507,736.0,0.254,2.874,1.484,16.827,321.0,20305.0,2.097,4.936,12255.0,5.688,3.472,0,11032.0,114.63,27.982,3.695,1536.59,2.781,1.869,14.219,27.843,5.189,2.829,13.228,55.452,3.693,2.782,2.814,1.091,1.246,404.53,2.866,2.866,1.869,1,19.832,16933.0,14.234,12.243,4.4,36.65,2.168
4.735,6.547,0.456,3.603,1.804,1.804,1.867,11.29,2.77,121.0,1.502,3.455,5.562,5.562,0.161,25.826,1.739,3.925,4.312,4.312,4.224,2.514,11.219,2.211,2.211,3.051,4.414,798.0,0.248,2.971,1.414,18.103,350.0,22779.1,2.207,5.035,13469.0,6.006,3.449,0,12167.0,123.475,31.082,3.723,1675.25,2.807,1.986,14.933,28.715,5.169,2.817,14.203,57.411,3.725,2.82,3.005,1.201,1.393,414.6,2.856,2.856,1.975,1,20.814,17008.0,15.128,12.903,4.381,42.675,2.737
4.623,6.759,0.445,3.656,2.105,2.105,1.906,11.906,3.057,128.0,1.658,3.519,5.966,5.966,0.158,27.454,1.978,3.925,5.36,5.36,4.277,2.692,11.219,2.231,2.231,3.051,4.935,864.0,0.244,3.043,1.484,18.404,381.0,25297.0,2.219,5.037,14596.0,6.032,3.483,0,13267.0,123.692,33.035,3.723,1813.31,2.811,1.986,15.219,29.51,5.192,2.844,14.203,59.547,3.725,2.82,3.005,1.212,1.396,432.59,2.894,2.894,1.975,1,21.183,19902.0,15.128,12.903,4.402,43.484,2.856
5.0,4.511,0.851,2.961,1.57,1.57,1.083,7.583,2.503,65.0,1.146,2.877,3.769,3.769,0.269,24.352,1.448,3.591,3.185,3.185,3.291,2.211,9.781,1.731,1.731,2.841,4.09,396.0,0.39,2.37,0.983,14.631,182.0,8855.32,1.04,4.469,5069.0,4.625,3.276,0,4948.0,93.426,15.181,3.424,817.118,2.634,1.808,11.862,22.14,5.058,2.866,11.492,45.713,3.423,2.667,2.888,0.139,0.891,363.27,0.501,0.501,1.814,2,14.981,9058.0,12.076,11.001,3.732,32.687,0.068
4.301,6.59,0.696,3.615,1.44,1.44,1.798,11.32,2.421,95.0,1.0,3.471,3.683,3.683,0.258,11.925,1.399,3.722,2.275,2.275,3.694,2.0,5.992,1.6,1.6,2.854,3.414,574.0,0.408,2.953,0.724,14.533,283.0,13660.4,1.366,4.144,6830.0,2.269,3.272,0,6989.0,98.513,25.238,3.48,1084.53,2.715,1.842,11.948,24.628,4.42,2.687,10.681,39.422,3.466,2.735,2.739,0.409,0.585,361.85,0.759,0.759,1.847,2,13.251,13145.0,12.317,8.691,3.246,21.36,0.114
4.301,6.59,0.696,3.615,1.44,1.44,1.798,11.32,2.421,95.0,1.0,3.471,3.683,3.683,0.258,11.925,1.399,3.722,2.275,2.275,3.694,2.0,5.992,1.6,1.6,2.854,3.414,574.0,0.408,2.953,0.724,14.533,283.0,13660.4,1.366,4.144,6830.0,2.269,3.272,0,6989.0,98.513,25.238,3.48,1084.53,2.715,1.842,11.948,24.628,4.42,2.687,10.681,39.422,3.466,2.735,2.739,0.409,0.585,361.85,0.759,0.759,1.847,2,13.251,13145.0,12.317,8.691,3.246,21.36,0.114
8.2,7.122,0.444,3.718,1.743,1.743,1.953,11.852,2.738,119.0,1.409,3.514,4.688,4.688,0.169,17.311,1.703,3.864,4.009,4.009,3.994,2.442,9.53,1.99,1.99,2.866,4.38,703.0,0.272,2.94,1.178,15.378,320.0,17354.7,1.994,4.542,10041.0,3.784,3.38,1,9415.0,109.616,26.123,3.748,1304.95,2.715,1.886,13.167,26.359,4.901,2.751,12.533,46.346,3.759,2.735,2.812,0.979,1.0,375.49,2.275,2.275,1.903,9,15.322,15989.0,13.551,10.488,3.81,25.098,1.81
5.7,6.807,0.501,3.643,1.602,1.602,1.696,11.172,2.534,120.0,1.452,3.421,4.772,4.772,0.184,15.723,1.507,3.87,4.268,4.268,3.956,2.517,7.429,2.12,2.12,2.834,4.41,700.0,0.29,2.867,1.265,14.383,324.0,20026.2,1.993,4.623,10910.0,2.939,3.272,0,10410.0,95.845,27.201,3.615,1479.15,2.586,1.694,12.714,27.511,5.198,2.714,10.355,49.775,3.573,2.557,2.791,0.989,1.093,411.34,2.364,2.364,1.734,1,15.722,22152.0,11.187,8.824,4.226,19.883,1.698
5.7,5.721,0.668,3.394,1.0,1.0,1.557,9.421,2.0,65.0,0.552,3.241,2.136,2.136,0.254,16.902,1.0,3.599,1.611,1.611,3.259,1.525,5.392,1.107,1.107,2.346,3.247,371.0,0.407,2.721,0.509,10.515,179.0,6000.06,0.396,3.253,3519.0,1.954,2.921,0,3543.0,70.53,14.576,3.276,580.443,2.126,1.709,8.933,19.568,3.6,2.358,8.774,29.784,3.227,2.196,2.33,-0.631,-0.319,278.32,-1.375,-1.375,1.749,4,9.636,7240.0,9.556,6.894,3.026,11.426,-2.0
8.5,7.162,0.424,3.724,1.879,1.879,1.951,11.867,2.879,133.0,1.747,3.511,5.693,5.693,0.158,25.444,1.879,3.873,4.963,4.963,4.152,2.805,11.693,2.065,2.065,3.029,4.722,795.0,0.25,2.966,1.672,17.56,356.0,22553.6,2.286,4.972,12924.0,5.333,3.397,1,11942.0,122.763,30.009,3.758,1619.88,2.853,1.896,14.667,28.408,5.117,2.948,14.501,53.722,3.77,2.872,3.002,1.261,1.607,415.56,3.411,3.411,1.915,11,18.099,19299.0,14.883,12.109,4.618,28.859,2.222
5.7,6.56,0.544,3.611,1.437,1.437,1.885,10.875,2.372,93.0,1.224,3.407,3.059,3.059,0.205,6.915,1.338,3.855,2.913,2.913,3.7,2.243,6.777,1.618,1.618,2.724,3.604,554.0,0.327,2.928,1.033,13.954,261.0,12121.5,1.311,3.653,6786.0,2.769,3.232,0,6640.0,91.16,23.403,3.725,996.73,2.529,1.904,11.533,23.847,4.272,2.623,12.382,38.479,3.721,2.513,2.651,0.375,0.641,343.44,0.981,0.981,1.884,0,13.532,12158.0,12.438,8.323,3.476,20.876,-0.846
6.6,6.863,0.467,3.667,1.545,1.545,1.877,11.667,2.509,113.0,1.257,3.5,3.614,3.614,0.175,14.444,1.485,3.854,3.174,3.174,3.987,2.273,8.474,1.612,1.612,2.866,3.91,693.0,0.279,2.911,1.086,14.929,315.0,16867.7,1.984,4.104,9785.0,3.48,3.262,0,9160.0,104.771,25.654,3.659,1287.2,2.715,1.945,12.767,26.222,4.505,2.744,11.404,45.982,3.652,2.735,2.873,0.983,1.0,362.47,2.275,2.275,1.954,9,15.952,14714.0,13.258,10.131,3.563,30.642,2.136
5.7,5.303,0.755,3.237,1.465,1.465,1.208,8.833,2.414,73.0,1.112,3.085,3.971,3.971,0.259,14.937,1.366,3.567,3.015,3.015,3.424,2.155,8.628,1.898,1.898,2.854,4.006,448.0,0.392,2.48,1.0,14.85,212.0,10210.3,0.917,4.403,5529.0,3.8,3.329,0,5513.0,97.706,17.271,3.433,893.309,2.68,1.71,12.229,22.899,4.997,2.822,12.111,42.058,3.454,2.676,2.735,0.11,0.681,379.28,0.423,0.423,1.723,5,13.395,10836.0,12.366,10.907,3.637,20.498,-0.275
5.7,5.953,0.55,3.422,1.92,1.92,1.379,10.0,2.869,101.0,1.535,3.287,5.202,5.202,0.19,7.489,1.815,3.875,4.646,4.646,3.949,2.575,10.659,2.165,2.165,2.874,4.602,641.0,0.288,2.715,1.314,16.95,290.0,17994.0,2.0,4.822,10126.0,4.43,3.398,0,9509.0,115.15,24.644,3.766,1389.41,2.715,1.911,14.119,26.851,5.041,2.764,13.317,52.92,3.786,2.735,2.78,1.0,1.235,405.54,2.275,2.275,1.899,3,17.526,15853.0,14.068,11.493,4.521,23.171,2.253
7.0,8.03,0.401,3.902,1.975,1.975,2.24,13.4,2.856,148.0,1.689,3.679,5.636,5.636,0.155,24.83,1.721,3.919,4.602,4.602,4.266,2.705,10.22,2.022,2.022,2.971,4.494,876.0,0.254,3.083,1.349,16.787,402.0,25039.3,2.0,4.873,13774.0,3.812,3.428,0,12955.0,117.735,32.8,3.815,1697.25,2.749,1.928,14.4,29.033,5.033,2.859,13.852,50.902,3.818,2.749,2.946,1.0,1.178,418.52,2.569,2.569,1.948,8,16.595,22707.0,14.945,11.393,4.205,25.207,2.275
7.2,7.856,0.388,3.876,1.976,1.976,2.125,13.313,2.915,152.0,1.581,3.664,5.415,5.415,0.147,14.841,1.841,3.902,4.464,4.464,4.402,2.627,11.291,2.017,2.017,2.907,4.535,948.0,0.236,3.102,1.383,17.449,426.0,28705.4,2.077,4.816,16020.0,4.603,3.429,1,14789.0,123.635,36.559,3.802,1922.4,2.737,1.93,15.386,30.272,5.09,2.839,14.131,55.53,3.801,2.735,2.875,1.064,1.323,444.52,2.952,2.952,1.926,8,18.296,26307.0,15.641,12.387,4.119,30.382,2.4
5.7,6.142,0.539,3.459,1.799,1.799,1.413,10.067,2.738,104.0,1.544,3.248,5.317,5.317,0.186,15.053,1.684,3.894,4.817,4.817,4.064,2.615,8.715,2.144,2.144,2.904,4.748,669.0,0.283,2.689,1.341,16.102,302.0,20159.9,2.055,4.941,11318.0,3.213,3.267,0,10551.0,106.995,27.88,3.773,1504.72,2.735,1.897,13.805,27.771,5.179,2.866,12.753,53.798,3.761,2.733,2.907,1.046,1.197,408.45,2.663,2.663,1.921,1,17.658,18620.0,13.629,10.644,4.17,19.553,2.029
5.7,7.11,0.469,3.744,1.665,1.665,2.031,12.214,2.643,118.0,1.476,3.574,4.195,4.195,0.175,18.24,1.611,3.839,3.902,3.902,4.085,2.483,8.669,1.986,1.986,2.874,4.233,739.0,0.278,3.084,1.279,15.755,342.0,19082.7,2.0,4.349,10537.0,3.009,3.294,0,10039.0,109.563,31.362,3.612,1415.29,2.721,1.886,13.133,27.064,4.973,2.752,12.484,46.992,3.574,2.735,2.884,1.0,1.102,375.48,2.136,2.136,1.898,4,15.817,16368.0,13.581,9.821,3.997,22.913,1.758
6.1,8.314,0.397,3.953,1.884,1.884,2.148,13.625,2.852,163.0,1.715,3.725,5.414,5.414,0.154,16.206,1.82,3.878,5.065,5.065,4.392,2.768,8.694,2.209,2.209,2.978,4.667,943.0,0.25,3.093,1.441,17.187,436.0,30438.7,2.179,4.951,16036.0,3.408,3.401,0,15224.0,114.669,35.055,3.732,1960.66,2.79,1.865,14.624,30.548,5.095,2.838,12.57,53.384,3.716,2.793,2.892,1.174,1.187,442.48,2.63,2.63,1.872,4,17.71,28546.0,14.119,10.575,4.353,28.326,2.544
8.5,7.917,0.431,3.905,1.834,1.834,2.219,13.742,2.778,148.0,1.612,3.71,4.972,4.972,0.164,22.195,1.741,3.877,4.594,4.594,4.291,2.669,10.542,2.089,2.089,3.083,4.505,917.0,0.264,3.272,1.401,17.716,426.0,26788.1,2.035,4.718,14125.0,4.318,3.385,3,13492.0,127.847,36.73,3.78,1815.71,2.876,1.928,15.167,29.614,4.903,2.947,13.959,52.313,3.787,2.887,2.986,1.021,1.179,427.57,2.585,2.585,1.927,11,17.429,22546.0,15.5,11.739,4.193,28.432,2.275
5.7,4.969,0.707,3.164,1.143,1.143,1.368,8.0,2.126,56.0,0.722,3.016,3.066,3.066,0.251,6.8,1.122,3.656,1.732,1.732,3.172,1.72,5.899,1.353,1.353,2.693,3.276,327.0,0.387,2.465,0.599,10.974,152.0,5271.87,0.501,3.974,3289.0,2.15,2.884,0,3240.0,75.911,13.269,3.435,541.05,2.364,1.645,8.933,18.928,4.185,2.468,8.62,32.943,3.434,2.347,2.5,-0.45,-0.286,256.34,-1.152,-1.152,1.7,3,11.01,5199.0,9.131,6.866,3.216,14.763,-2.0
7.4,7.926,0.384,3.893,1.992,1.992,2.156,13.344,2.915,153.0,1.683,3.682,5.699,5.699,0.146,16.513,1.842,3.902,4.73,4.73,4.416,2.734,11.291,2.094,2.094,2.907,4.583,950.0,0.234,3.114,1.56,17.449,427.0,28914.8,2.077,4.902,16136.0,4.616,3.43,1,14896.0,123.635,37.156,3.802,1930.7,2.737,1.93,15.386,30.319,5.09,2.841,14.131,55.347,3.801,2.735,2.875,1.064,1.167,444.52,2.586,2.586,1.926,9,18.292,26604.0,15.641,12.387,4.466,30.371,2.4
5.7,4.518,0.837,2.913,1.639,1.639,0.861,7.083,2.594,63.0,1.353,2.758,4.828,4.828,0.265,19.011,1.56,3.857,3.221,3.221,3.33,2.381,8.424,1.776,1.776,2.895,4.067,369.0,0.384,2.147,1.149,14.021,170.0,8944.34,0.975,4.802,5142.0,3.907,3.043,0,4997.0,93.552,14.743,3.666,803.944,2.683,1.785,11.319,22.177,4.937,2.7,10.99,43.981,3.656,2.694,2.733,0.0,0.744,325.42,0.0,0.0,1.782,7,14.933,8062.0,10.961,8.773,3.738,27.706,-0.107
6.4,6.612,0.597,3.598,1.571,1.571,1.571,11.214,2.555,108.0,1.317,3.414,3.646,3.646,0.218,18.538,1.514,3.841,2.901,2.901,3.907,2.317,8.101,1.896,1.896,2.854,3.669,666.0,0.341,2.843,1.0,16.297,314.0,18069.2,2.0,4.13,9500.0,2.982,3.411,0,9257.0,114.116,26.306,3.743,1360.0,2.715,1.926,13.914,26.797,4.696,2.687,12.798,45.993,3.753,2.735,2.735,1.0,1.0,411.94,2.136,2.136,1.905,12,15.264,16842.0,14.074,10.546,3.43,27.248,2.136
5.9,6.577,0.48,3.625,1.414,1.414,1.821,11.48,2.374,98.0,1.125,3.491,3.78,3.78,0.179,9.346,1.344,3.845,3.096,3.096,3.861,2.163,8.664,1.714,1.714,2.854,3.971,634.0,0.285,2.953,1.0,14.695,287.0,13404.7,1.927,4.185,8032.0,3.657,3.363,0,7525.0,102.768,24.256,3.76,1087.46,2.715,1.723,12.581,24.608,4.629,2.687,12.026,43.091,3.786,2.735,2.735,0.917,1.0,367.88,2.136,2.136,1.732,5,14.542,13333.0,12.9,10.562,3.493,18.16,1.137
5.7,7.735,0.367,3.855,1.83,1.83,2.033,13.233,2.814,141.0,1.501,3.684,5.187,5.187,0.141,17.176,1.796,3.852,4.409,4.409,4.35,2.518,9.848,1.924,1.924,2.937,4.463,895.0,0.229,3.111,1.496,16.391,397.0,24318.1,2.144,4.79,14372.0,3.91,3.327,0,13037.0,115.32,30.009,3.702,1677.08,2.801,1.899,14.267,28.881,4.819,2.811,13.427,52.195,3.688,2.808,2.85,1.14,1.371,398.5,2.748,2.748,1.898,3,18.046,20778.0,14.653,11.335,4.243,26.614,2.551
6.4,6.901,0.454,3.677,1.513,1.513,1.926,11.731,2.461,112.0,1.361,3.491,4.034,4.034,0.172,14.885,1.431,3.86,2.992,2.992,3.942,2.371,9.18,1.925,1.925,2.854,3.811,674.0,0.276,2.922,1.0,14.456,305.0,15364.4,1.993,4.397,9118.0,3.583,3.365,1,8507.0,104.575,24.769,3.745,1195.11,2.715,1.885,12.667,25.535,4.671,2.687,11.899,44.221,3.757,2.735,2.735,0.979,1.0,361.46,2.136,2.136,1.901,8,14.679,14717.0,13.158,10.168,3.569,22.705,1.81
5.7,7.208,0.476,3.735,1.703,1.703,1.852,12.333,2.655,152.0,1.614,3.583,4.795,4.795,0.169,16.804,1.618,3.929,4.419,4.419,4.409,2.618,13.393,2.199,2.199,3.359,4.495,972.0,0.263,3.063,1.612,20.982,444.0,35871.4,2.355,4.89,18522.0,6.155,3.402,0,17379.0,145.007,36.093,3.793,2353.02,3.183,1.975,17.5,32.443,5.578,3.225,17.266,63.167,3.822,3.193,3.223,1.332,1.428,497.67,3.158,3.158,1.972,0,21.386,28008.0,18.185,15.008,4.374,46.237,2.909
5.7,8.367,0.402,3.97,2.167,2.167,2.488,14.237,3.1,193.0,1.907,3.72,6.625,6.625,0.15,45.066,2.018,3.904,5.761,5.761,4.677,2.977,12.164,2.453,2.453,3.241,5.09,1181.0,0.238,3.242,1.86,22.736,541.0,46312.4,2.278,5.302,23285.0,5.599,3.485,0,21931.0,147.504,45.526,3.69,2790.61,2.983,1.97,17.7,34.488,5.392,3.054,16.495,66.159,3.689,2.978,3.074,1.269,1.428,522.73,3.349,3.349,1.974,2,22.958,33098.0,18.389,14.634,4.893,52.78,3.124
5.7,4.825,0.751,3.141,1.116,1.116,1.385,8.316,2.098,54.0,1.011,3.049,2.851,2.851,0.262,8.052,1.094,3.712,1.722,1.722,3.177,2.016,5.982,1.393,1.393,2.463,3.182,340.0,0.398,2.55,0.444,10.604,158.0,5150.03,0.486,3.617,3190.0,2.068,2.956,0,3156.0,69.818,14.022,3.494,537.149,2.234,1.701,8.933,18.844,3.907,2.266,8.167,32.21,3.5,2.236,2.374,-0.476,-0.217,254.32,-0.995,-0.995,1.715,4,10.837,5210.0,9.275,6.853,2.973,13.159,-1.37
