pXC50,ATSC1i,Eig12_EA.bo.,Eig12_EA.ri.,ATS7e,ATSC6i,ATSC2i,ATSC7i,Eig06_AEA.dm.,Eig15_AEA.bo.,ATS8i,Eta_betaS,Chi1_EA.ed.,ATSC8i,Eig06_EA,SM14_AEA.bo.,SpMaxA_AEA.bo.,Chi0_EA.bo.,S1K,Chi0_EA.ed.,Uindex,ATS7i,GMTI,RDCHI,Eig15_EA.ri.,ATS6v,CENT,S2K,Eig12_EA,Eig12_EA.ed.,SM06_AEA.dm.,SM07_AEA.ri.,SpMaxA_EA.bo.,Eig14_EA.ri.,ATS6e,Chi0_AEA.bo.,Chi0_AEA.dm.,Chi0_AEA.ed.,Chi0_AEA.ri.,Chi0_EA,Chi0_EA.ri.,ATS5m,ATS8v,LPRS,ATS1s,IDMT,SMTI,ATS7v,ATSC8m,Xu,X1,ATS6i,SpMaxA_EA.ri.,Eta_epsi,ATS4m,ATS8p,SpMax8_Bh.s.,X0,Dz,IDDM,XMOD,TIC1,SpMin3_Bh.v.,Se,ATS1i,CID,GMTIV,SMTIV,ATS3s
4.0,0.67,0.464,0.391,4.257,1.002,1.129,0.877,1.605,0.549,4.381,14.75,4.844,0.81,1.545,1.545,0.172,14.927,15.829,10.087,34.015,4.431,7169.0,3.797,-0.69,3.591,806.0,7.059,0.4,0.913,0.4,0.913,0.171,-0.598,4.408,16.706,16.706,16.706,16.706,16.706,16.971,3.733,3.358,115.093,4.906,11629.6,6679.0,3.475,19.19,23.708,11.81,4.615,0.114,25.333,3.716,3.499,3.662,16.355,50.5,4.554,76.88,154.398,1.748,44.662,4.024,3.93,15420.0,10012.0,5.604
6.3,0.862,1.5,1.0,4.605,1.518,1.337,1.277,2.42,1.491,4.793,20.5,5.735,1.251,2.119,2.119,0.135,18.456,22.028,12.309,52.211,4.804,14948.0,4.261,0.256,3.893,1706.0,9.128,1.0,2.275,1.0,2.275,0.135,0.262,4.739,21.386,21.386,21.386,21.386,21.386,21.831,4.162,3.708,170.226,5.306,28900.1,14337.0,3.789,22.118,30.228,15.367,4.949,0.091,33.314,4.325,3.792,4.252,22.828,70.0,4.972,100.883,210.368,1.936,52.822,4.179,4.193,47666.0,25747.0,6.034
5.7,0.681,1.053,0.721,4.251,0.951,1.036,0.851,2.24,1.042,4.435,18.0,5.13,0.786,1.992,1.992,0.156,15.515,17.218,10.757,40.577,4.472,10133.0,4.006,-0.301,3.536,1048.0,7.193,0.745,1.811,0.745,1.811,0.154,-0.084,4.371,18.309,18.309,18.309,18.309,18.309,18.56,3.697,3.354,136.301,5.137,17509.3,9501.0,3.452,14.456,26.416,13.097,4.583,0.106,27.533,3.864,3.436,3.872,18.803,58.5,4.726,82.083,162.241,1.898,44.465,4.029,4.038,28508.0,16109.0,5.712
4.0,0.901,1.46,1.076,5.032,1.745,1.451,1.728,2.668,2.0,5.195,23.0,6.459,1.575,2.115,2.115,0.122,20.683,23.085,13.555,49.958,5.254,17419.0,4.467,0.636,4.177,2214.0,9.899,1.142,2.71,1.142,2.71,0.12,0.946,5.051,23.085,23.085,23.085,23.085,23.085,23.721,4.234,4.047,182.048,5.311,32615.5,16234.0,4.142,33.691,31.454,16.491,5.274,0.083,36.586,4.278,4.128,4.293,23.656,73.833,5.056,106.577,248.091,1.946,60.534,4.329,4.267,48569.0,27261.0,6.083
5.2,0.645,-0.055,-0.041,4.213,0.852,0.944,0.81,1.945,0.623,4.259,16.25,4.493,0.68,1.68,1.68,0.165,13.604,16.58,9.359,39.281,4.431,6411.0,3.638,-0.73,3.537,858.0,7.091,-0.045,-0.129,-0.045,-0.129,0.151,-0.674,4.241,15.894,15.894,15.894,15.894,15.894,16.331,4.016,3.32,114.779,5.02,11486.7,6272.0,3.458,28.923,23.54,11.508,4.428,0.109,24.633,3.889,3.399,3.744,17.104,52.25,4.557,81.116,151.015,1.781,38.803,3.906,3.906,21949.0,11743.0,5.621
4.0,0.6,-0.937,-0.7,3.778,0.726,1.327,0.7,1.896,0.0,3.78,12.75,3.351,0.632,1.513,1.513,0.211,11.718,13.079,7.133,29.831,3.953,3258.0,3.038,-1.112,3.019,380.0,4.29,-0.741,-2.104,-0.741,-2.104,0.192,-0.726,3.788,12.834,12.834,12.834,12.834,12.834,13.137,3.475,2.304,85.99,4.819,5518.51,3273.0,2.772,9.559,19.221,9.376,3.931,0.148,22.343,3.784,2.188,3.921,14.491,47.5,4.296,60.477,107.107,1.462,30.822,3.593,3.73,14450.0,6999.0,5.795
4.0,1.176,2.091,1.371,5.127,2.371,1.943,2.422,2.707,2.67,5.263,30.0,8.347,2.207,2.451,2.451,0.095,26.044,28.116,17.602,60.164,5.322,36901.0,5.26,1.157,4.445,4602.0,11.779,1.426,4.205,1.426,4.205,0.094,1.2,5.125,30.17,30.17,30.17,30.17,30.17,30.936,4.553,4.308,255.632,5.569,72120.8,33575.0,4.381,33.69,38.795,21.441,5.308,0.063,44.529,4.576,4.356,4.696,30.208,96.5,5.429,139.234,265.786,1.961,68.421,4.448,4.53,113709.0,59235.0,6.325
4.0,0.746,1.599,1.092,4.851,1.493,1.199,1.536,2.828,2.327,5.009,22.25,5.902,1.43,2.354,2.354,0.127,19.53,21.542,12.813,49.961,5.04,15943.0,4.247,0.657,4.129,1960.0,7.93,1.111,2.804,1.111,2.804,0.123,0.917,4.823,22.784,22.784,22.784,22.784,22.784,23.06,4.224,3.942,179.713,5.388,30451.4,15044.0,4.05,25.383,30.983,16.312,4.976,0.087,33.967,4.323,3.981,4.579,24.146,74.5,5.057,102.388,211.255,1.946,52.12,4.161,4.261,52012.0,27315.0,6.118
4.0,0.621,0.777,0.53,4.456,1.042,0.952,1.035,1.983,1.152,4.654,17.0,5.075,0.977,1.546,1.546,0.154,15.838,17.28,10.857,40.182,4.634,8985.0,3.899,-0.219,3.753,1130.0,7.232,0.557,1.353,0.557,1.353,0.152,-0.101,4.492,18.524,18.524,18.524,18.524,18.524,18.83,3.775,3.565,133.595,5.14,15937.9,8537.0,3.698,18.233,25.87,13.152,4.676,0.105,27.5,3.878,3.631,3.926,18.803,58.5,4.725,82.5,153.353,1.88,44.473,4.01,4.038,25938.0,14627.0,5.824
4.0,0.571,-0.27,-0.225,4.467,1.075,0.913,0.912,1.974,0.474,4.587,14.25,4.166,0.815,1.695,1.695,0.183,13.215,15.566,8.785,36.797,4.654,5259.0,3.44,-0.949,3.658,696.0,6.051,-0.227,-0.529,-0.227,-0.529,0.171,-0.832,4.611,15.137,15.137,15.137,15.137,15.137,15.232,3.667,3.301,106.838,4.983,9467.38,5232.0,3.514,18.06,22.357,10.969,4.853,0.127,24.6,3.664,3.446,3.85,16.56,50.0,4.493,68.364,156.831,1.825,41.254,3.922,3.863,15846.0,9156.0,5.655
4.0,0.65,0.0,0.0,4.612,1.113,0.924,0.99,2.422,0.913,4.683,16.75,4.576,0.865,1.943,1.943,0.165,15.819,19.672,10.396,54.953,4.837,7115.0,3.647,-0.4,3.685,984.0,9.16,0.0,0.0,0.0,0.0,0.153,-0.265,4.671,17.566,17.566,17.566,17.566,17.566,18.242,3.812,3.486,127.796,5.173,14631.7,7327.0,3.574,20.084,25.097,12.515,4.897,0.108,28.867,3.946,3.548,4.149,19.104,58.0,4.674,80.266,176.468,1.736,46.785,4.033,3.966,23368.0,13403.0,5.788
4.0,0.721,0.391,0.29,4.872,1.304,1.038,1.193,2.431,1.0,4.935,18.75,4.836,1.014,2.01,2.01,0.162,16.659,23.383,10.753,65.537,5.092,9330.0,3.765,-0.327,3.903,1312.0,9.737,0.354,0.502,0.354,0.502,0.157,-0.255,4.897,18.668,18.668,18.668,18.668,18.668,19.653,4.195,3.64,147.602,5.21,20177.7,9645.0,3.772,31.997,27.427,13.599,5.087,0.1,33.652,4.284,3.723,4.49,21.767,65.833,4.833,99.535,200.274,1.798,52.505,4.123,4.064,36293.0,19169.0,6.061
5.0,1.088,1.52,1.165,4.929,1.666,1.651,1.581,2.709,2.103,5.039,24.5,7.238,1.523,2.266,2.266,0.113,22.558,26.642,15.396,65.309,5.166,24809.0,4.954,0.714,4.06,3142.0,13.221,1.18,2.587,1.18,2.587,0.112,0.904,5.077,25.342,25.342,25.342,25.342,25.342,26.028,4.134,3.96,210.706,5.458,51192.2,23907.0,3.995,26.96,34.912,18.034,5.331,0.074,41.114,4.193,4.027,4.275,26.037,82.0,5.172,114.505,266.902,1.959,67.81,4.435,4.338,71439.0,40870.0,6.134
5.7,0.714,1.031,0.706,4.385,1.136,1.086,0.944,2.136,0.889,4.446,17.0,5.143,0.798,1.913,1.913,0.155,15.515,17.28,10.791,40.529,4.632,9969.0,3.984,-0.428,3.648,1030.0,7.232,0.721,1.751,0.721,1.751,0.154,-0.22,4.566,18.309,18.309,18.309,18.309,18.309,18.502,3.746,3.364,135.876,5.124,17230.3,9347.0,3.47,14.632,26.316,13.097,4.812,0.106,27.367,3.861,3.464,3.876,18.803,57.5,4.729,81.175,155.612,1.897,46.022,4.071,4.038,25854.0,15187.0,5.724
5.0,0.693,-0.135,-0.123,4.681,1.307,1.085,1.106,2.038,0.5,4.769,16.0,4.2,0.837,1.543,1.543,0.182,14.091,15.766,9.16,36.646,4.945,5072.0,3.412,-0.78,3.789,709.0,6.557,-0.127,-0.278,-0.127,-0.278,0.179,-0.594,4.827,15.56,15.56,15.56,15.56,15.56,15.944,3.72,3.305,105.892,4.964,9094.07,5032.0,3.62,21.112,22.155,11.113,5.104,0.122,25.267,3.837,3.443,3.731,16.397,50.0,4.496,70.171,158.574,1.73,43.123,3.998,3.866,14465.0,8585.0,5.691
7.131,0.782,1.031,0.706,4.397,1.257,1.204,1.008,2.347,1.0,4.463,17.75,5.201,0.927,1.963,1.963,0.15,15.963,18.169,10.95,42.749,4.639,10812.0,4.019,-0.324,3.668,1148.0,7.428,0.721,1.751,0.721,1.751,0.149,0.009,4.591,18.809,18.809,18.809,18.809,18.809,19.05,3.863,3.397,142.488,5.182,19134.4,10184.0,3.493,15.067,27.066,13.508,4.828,0.103,28.881,3.93,3.458,4.023,19.673,61.0,4.783,84.505,165.281,1.896,46.534,4.077,4.07,31589.0,17540.0,5.876
5.0,0.65,0.116,0.081,4.559,1.188,0.992,1.202,2.164,0.92,4.771,17.5,4.859,1.095,2.03,2.03,0.16,14.631,16.21,10.119,37.551,4.734,6983.0,3.637,-0.382,3.878,968.0,6.224,0.087,0.245,0.087,0.245,0.158,-0.37,4.514,17.394,17.394,17.394,17.394,17.394,17.75,3.931,3.619,123.35,5.164,12426.2,6705.0,3.837,18.861,24.278,12.508,4.684,0.107,26.333,3.942,3.667,4.15,18.259,57.0,4.672,78.413,136.877,1.923,40.8,3.954,4.001,22132.0,12062.0,5.801
5.0,0.784,1.922,1.376,5.32,2.417,1.418,2.258,2.622,2.062,5.343,23.25,5.793,1.704,2.392,2.392,0.129,20.109,18.522,12.437,36.592,5.527,12383.0,3.91,0.637,4.604,1301.0,5.594,1.381,3.037,1.381,3.037,0.132,0.923,5.343,22.786,22.786,22.786,22.786,22.786,23.145,4.675,3.844,162.632,5.256,20584.4,11023.0,4.363,40.317,28.323,15.983,5.511,0.093,33.667,4.66,4.018,4.082,22.275,71.5,5.021,99.877,207.545,2.024,54.567,4.257,4.275,30965.0,17519.0,6.247
5.143,1.045,2.1,1.508,5.803,3.793,1.864,3.759,2.781,2.677,5.887,29.75,7.85,3.236,2.503,2.503,0.101,26.304,25.494,16.787,49.806,6.024,26543.0,4.618,1.269,4.989,2814.0,8.774,1.575,4.576,1.575,4.576,0.104,1.378,5.784,29.799,29.799,29.799,29.799,29.799,30.356,4.973,4.71,234.301,5.496,49138.1,23670.0,4.902,64.383,35.915,20.936,5.982,0.071,43.767,4.914,4.828,4.409,29.198,92.0,5.395,130.7,265.646,2.005,73.203,4.533,4.529,63347.0,36698.0,6.359
4.0,0.643,0.36,0.287,4.639,1.299,0.985,1.159,2.189,0.935,4.676,16.5,4.266,0.898,1.902,1.902,0.174,14.504,15.878,9.468,35.573,4.889,5938.0,3.441,-0.4,3.837,819.0,5.724,0.308,0.52,0.308,0.52,0.179,-0.292,4.681,16.964,16.964,16.964,16.964,16.964,17.453,3.936,3.343,116.049,5.079,10614.9,5796.0,3.634,19.614,23.211,12.045,4.894,0.119,26.033,4.041,3.461,3.942,17.715,54.0,4.616,75.942,157.19,1.718,43.247,4.002,3.964,16149.0,9657.0,5.71
7.3,0.573,0.0,0.0,4.215,0.858,0.87,0.807,1.922,0.673,4.331,15.75,4.664,0.677,1.739,1.739,0.167,13.759,15.929,9.745,39.296,4.412,6448.0,3.654,-0.713,3.507,808.0,7.085,0.0,0.0,0.0,0.0,0.152,-0.561,4.272,16.154,16.154,16.154,16.154,16.154,16.447,3.606,3.198,114.807,5.077,11479.2,6283.0,3.399,13.201,23.538,11.614,4.464,0.113,24.9,3.711,3.254,3.962,16.941,53.0,4.56,73.096,125.673,1.851,38.807,3.873,3.911,21420.0,11571.0,5.656
7.1,0.642,0.049,0.037,4.271,1.079,0.978,1.026,2.021,0.729,4.361,16.5,4.724,0.843,1.797,1.797,0.162,14.206,16.831,9.904,41.697,4.443,6941.0,3.68,-0.65,3.558,930.0,7.258,0.04,0.109,0.04,0.109,0.148,-0.401,4.313,16.654,16.654,16.654,16.654,16.654,16.985,3.727,3.245,120.686,5.138,12706.9,6800.0,3.461,13.368,24.242,12.025,4.488,0.109,26.414,3.785,3.246,4.093,17.811,56.5,4.618,76.426,134.892,1.84,39.32,3.88,3.947,25319.0,13121.0,5.861
4.0,0.598,0.085,0.065,4.246,0.923,0.923,0.848,1.606,0.622,4.372,15.5,4.82,0.746,1.502,1.502,0.167,14.043,15.967,10.074,39.359,4.455,6752.0,3.733,-0.816,3.517,838.0,7.575,0.069,0.178,0.069,0.178,0.152,-0.58,4.33,16.413,16.413,16.413,16.413,16.413,16.664,3.577,3.267,115.603,5.028,11865.8,6530.0,3.437,13.551,23.757,11.72,4.551,0.113,24.733,3.65,3.347,3.71,16.778,52.0,4.558,73.202,135.604,1.875,40.363,3.912,3.914,19836.0,11331.0,5.582
5.0,0.853,0.877,0.678,4.877,1.441,1.361,1.604,2.419,1.121,5.035,20.0,5.597,1.394,2.096,2.096,0.139,18.245,21.29,11.895,47.065,5.093,12191.0,4.147,-0.078,3.985,1484.0,9.461,0.754,1.833,0.754,1.833,0.137,0.25,4.725,20.334,20.334,20.334,20.334,20.334,21.132,4.082,3.888,154.829,5.183,22764.7,11623.0,3.991,30.973,28.486,14.529,4.904,0.092,32.514,4.249,4.001,4.03,21.087,65.25,4.873,100.45,204.158,1.941,54.523,4.21,4.138,34433.0,19846.0,5.942
5.0,0.587,-0.87,-0.703,4.271,0.914,0.905,0.74,1.614,-0.011,4.442,13.0,3.61,0.509,1.515,1.515,0.228,11.187,12.24,7.685,27.561,4.552,2834.0,3.051,-1.233,3.415,358.0,4.704,-0.737,-1.65,-0.737,-1.65,0.232,-1.116,4.36,12.939,12.939,12.939,12.939,12.939,13.229,3.465,2.65,79.957,4.767,4721.0,2858.0,3.119,14.76,18.391,9.203,4.611,0.148,20.4,3.586,2.933,3.539,13.405,40.5,4.213,57.386,129.388,1.745,35.811,3.839,3.69,6570.0,4446.0,5.395
4.0,0.978,1.022,0.72,4.762,1.404,1.504,1.567,2.71,1.348,4.903,20.75,6.019,1.354,1.944,1.944,0.132,19.387,25.123,12.693,61.51,4.981,15582.0,4.403,0.113,3.847,2106.0,12.096,0.771,1.871,0.771,1.871,0.123,0.6,4.756,21.19,21.19,21.19,21.19,21.19,21.919,4.062,3.782,172.531,5.295,31187.9,15165.0,3.852,30.762,30.806,15.346,4.964,0.088,36.462,4.574,3.837,4.361,23.087,72.25,4.965,111.003,216.153,1.793,57.541,4.25,4.179,51922.0,28255.0,6.059
5.0,1.169,1.806,1.209,5.048,2.306,2.17,2.324,2.59,2.5,5.068,26.25,7.232,1.98,2.389,2.389,0.105,22.293,26.09,15.035,61.503,5.25,25702.0,4.832,0.958,4.24,3094.0,10.683,1.24,3.324,1.24,3.324,0.095,1.062,4.99,25.814,25.814,25.814,25.814,25.814,26.516,4.393,4.141,219.503,5.478,51240.4,24093.0,4.208,23.789,35.356,18.652,5.176,0.07,40.81,4.309,4.165,4.687,27.57,87.0,5.259,117.947,232.168,1.982,62.53,4.35,4.393,83160.0,43633.0,6.178
5.0,0.819,1.633,1.046,4.792,1.966,1.332,1.667,2.6,1.744,4.797,22.25,6.247,1.414,2.159,2.159,0.122,19.557,21.998,13.193,49.916,4.977,16087.0,4.306,0.494,4.165,2032.0,8.847,1.104,2.874,1.104,2.874,0.114,1.0,4.846,22.878,22.878,22.878,22.878,22.878,23.346,4.353,3.858,179.981,5.347,30760.9,15175.0,4.054,22.3,31.06,16.402,5.019,0.085,34.348,4.381,3.902,4.608,23.819,75.333,5.053,106.198,187.848,1.951,50.596,4.122,4.268,58975.0,29191.0,6.131
4.0,0.789,1.5,1.0,4.708,1.344,1.224,1.386,2.116,2.118,4.848,21.25,6.061,1.216,2.031,2.031,0.133,18.103,19.127,12.722,43.648,4.914,14015.0,4.313,0.609,3.969,1621.0,8.11,1.0,2.314,1.0,2.314,0.132,0.71,4.635,21.43,21.43,21.43,21.43,21.43,21.771,4.025,3.699,161.245,5.261,24713.6,12898.0,3.885,21.662,29.194,15.187,4.811,0.088,31.133,4.052,3.739,3.956,21.209,67.5,4.924,95.868,181.774,1.882,48.785,4.133,4.182,41171.0,22307.0,5.832
5.0,0.705,0.473,0.369,4.618,1.141,1.035,1.072,2.168,0.802,4.751,17.5,4.976,0.961,1.993,1.993,0.149,16.066,19.109,10.789,47.231,4.854,9435.0,3.953,-0.464,3.746,1177.0,8.819,0.415,0.799,0.415,0.799,0.136,-0.147,4.633,18.342,18.342,18.342,18.342,18.342,18.986,3.693,3.56,136.523,5.177,17729.0,9211.0,3.681,21.488,26.462,13.084,4.857,0.098,29.4,3.786,3.647,4.186,19.225,59.0,4.722,83.083,169.985,1.883,49.342,4.11,4.022,26932.0,15682.0,5.724
4.0,0.52,-1.014,-0.729,3.95,0.752,0.792,0.557,1.398,-0.125,3.755,12.25,3.584,0.332,1.304,1.304,0.221,10.783,11.026,7.554,25.583,4.261,2695.0,3.055,-1.292,3.187,308.0,4.649,-0.742,-1.687,-0.742,-1.687,0.204,-1.167,4.18,12.483,12.483,12.483,12.483,12.483,12.751,3.293,2.315,74.598,4.717,4070.7,2607.0,2.839,7.557,17.682,8.843,4.449,0.146,18.5,3.4,2.476,3.518,12.372,38.5,4.147,55.119,109.706,1.754,31.043,3.698,3.647,7032.0,4311.0,5.374
4.0,0.666,1.032,0.715,4.34,1.083,1.006,0.876,2.327,1.138,4.429,19.0,5.327,0.774,1.915,1.915,0.146,16.885,19.422,11.442,45.116,4.557,12131.0,4.126,-0.154,3.667,1317.0,8.228,0.724,1.754,0.724,1.754,0.144,0.077,4.571,19.679,19.679,19.679,19.679,19.679,20.122,3.873,3.425,150.133,5.211,21911.6,11464.0,3.493,14.59,28.028,14.046,4.791,0.1,29.986,4.068,3.491,4.338,20.38,63.333,4.832,91.612,168.89,1.879,46.898,4.064,4.104,39432.0,20810.0,5.839
5.0,0.605,1.171,0.732,4.432,1.097,0.963,1.122,1.832,0.755,4.72,16.0,4.905,1.15,1.764,1.764,0.163,14.445,15.401,10.202,35.604,4.607,6899.0,3.72,-0.62,3.782,925.0,6.404,0.795,2.136,0.795,2.136,0.154,-0.21,4.394,17.154,17.154,17.154,17.154,17.154,17.429,3.757,3.604,118.685,5.047,11822.0,6547.0,3.768,18.786,23.908,12.204,4.568,0.111,24.781,3.758,3.718,3.674,17.225,54.0,4.611,75.981,121.137,1.925,39.447,3.892,3.967,21419.0,11639.0,5.686
5.0,0.928,1.289,0.965,5.082,1.697,1.455,1.649,2.869,1.819,5.165,24.25,6.518,1.526,2.199,2.199,0.119,22.307,26.743,14.273,62.202,5.292,19781.0,4.563,0.545,4.251,2640.0,12.286,1.0,2.275,1.0,2.275,0.117,0.6,5.067,24.488,24.488,24.488,24.488,24.488,25.536,4.323,4.143,197.773,5.376,40531.6,19083.0,4.216,34.875,33.236,17.427,5.27,0.08,39.571,4.438,4.22,4.387,25.656,78.167,5.133,116.575,236.683,1.936,65.625,4.384,4.31,56853.0,32774.0,6.1
4.0,0.409,-1.326,-0.911,3.683,0.518,0.647,0.473,1.269,-0.118,3.728,11.0,3.549,0.359,1.267,1.267,0.237,9.945,9.943,7.411,23.677,3.915,2471.0,3.064,-1.537,3.052,305.0,4.321,-0.928,-2.19,-0.928,-2.19,0.233,-1.181,3.743,11.983,11.983,11.983,11.983,11.983,12.168,3.042,2.415,69.584,4.612,3559.88,2367.0,2.879,7.197,16.999,8.433,3.954,0.155,16.4,3.186,2.62,3.317,11.502,35.5,4.064,51.912,70.857,1.549,27.84,3.566,3.596,6167.0,3828.0,5.114
6.022,0.759,0.545,0.352,4.388,0.985,1.247,1.03,2.279,0.372,4.299,16.25,4.651,0.81,1.672,1.672,0.166,15.14,18.869,9.68,42.16,4.617,8015.0,3.82,-0.78,3.56,932.0,8.191,0.447,1.109,0.447,1.109,0.145,-0.688,4.288,16.419,16.419,16.419,16.419,16.419,17.048,3.825,3.378,124.003,4.99,14422.1,7787.0,3.493,20.114,24.931,11.915,4.455,0.123,28.367,3.92,3.559,3.605,17.864,54.0,4.617,83.323,171.927,1.66,49.051,4.1,3.941,19920.0,12486.0,5.719
5.0,1.003,1.923,1.367,5.332,2.432,1.73,2.42,2.655,2.528,5.487,26.25,7.522,2.205,2.217,2.217,0.107,23.554,24.081,15.774,50.379,5.549,25302.0,4.812,1.041,4.535,3072.0,9.639,1.394,3.557,1.394,3.557,0.105,1.163,5.321,26.999,26.999,26.999,26.999,26.999,27.369,4.491,4.338,215.456,5.403,46468.6,22801.0,4.469,43.594,34.804,19.081,5.528,0.076,39.533,4.438,4.439,4.214,26.509,82.5,5.251,118.309,249.288,1.999,67.767,4.449,4.42,59288.0,35103.0,6.128
4.0,0.637,-1.0,-0.743,4.587,1.073,0.996,1.08,1.534,0.0,4.781,13.5,3.634,0.763,1.509,1.509,0.209,11.672,13.872,7.664,31.846,4.869,3626.0,3.128,-1.0,3.646,516.0,4.728,-0.796,-2.273,-0.796,-2.273,0.207,-1.0,4.41,13.541,13.541,13.541,13.541,13.541,13.793,3.597,3.057,91.739,4.881,6362.19,3654.0,3.486,20.505,20.052,9.876,4.606,0.145,22.4,3.758,3.346,3.652,15.198,44.5,4.363,61.376,141.493,1.847,39.694,3.925,3.775,8245.0,5641.0,5.555
5.0,0.934,1.296,1.064,4.953,1.615,1.442,1.625,2.464,1.723,5.09,23.0,6.598,1.61,2.174,2.174,0.124,20.866,24.361,13.905,56.733,5.157,17155.0,4.516,0.363,4.111,2324.0,11.581,1.154,2.637,1.154,2.637,0.122,0.527,4.966,23.162,23.162,23.162,23.162,23.162,23.947,4.15,4.065,183.346,5.339,34026.1,16431.0,4.106,30.95,31.727,16.529,5.177,0.082,37.4,4.153,4.122,4.368,23.916,75.333,5.051,108.039,236.124,1.948,60.047,4.302,4.258,54173.0,29467.0,6.14
4.7,0.661,-0.973,-0.7,3.842,0.722,1.316,0.636,1.845,0.16,3.944,14.0,3.839,0.632,1.536,1.536,0.194,12.181,16.461,8.024,42.344,3.979,4651.0,3.315,-0.74,3.138,608.0,6.464,-0.741,-1.965,-0.741,-1.965,0.169,-0.707,4.024,13.85,13.85,13.85,13.85,13.85,14.365,3.714,3.064,101.962,4.975,8756.63,4762.0,3.082,7.552,21.768,10.253,4.197,0.126,24.762,3.747,3.089,4.23,16.328,51.833,4.437,68.915,109.942,1.544,34.022,3.699,3.798,23076.0,10723.0,5.777
4.0,0.765,1.139,0.731,4.551,1.438,1.207,1.119,2.164,1.098,4.549,18.5,5.354,0.918,2.049,2.049,0.148,16.385,19.496,11.196,45.047,4.805,11717.0,4.064,-0.244,3.794,1242.0,7.897,0.824,2.133,0.824,2.133,0.147,-0.206,4.79,19.256,19.256,19.256,19.256,19.256,19.706,3.95,3.514,149.232,5.172,21255.0,11097.0,3.595,17.49,27.85,13.902,5.056,0.099,29.633,4.136,3.633,3.966,20.543,61.5,4.832,90.085,187.257,1.886,49.982,4.134,4.101,31154.0,18285.0,5.77
5.7,0.782,1.031,0.707,4.4,1.177,1.204,1.002,2.326,0.96,4.454,17.75,5.182,0.856,1.914,1.914,0.15,15.963,18.169,10.924,42.798,4.64,10988.0,4.038,-0.336,3.66,1168.0,7.428,0.721,1.753,0.721,1.753,0.149,0.009,4.576,18.809,18.809,18.809,18.809,18.809,19.053,3.786,3.381,142.921,5.182,19433.7,10348.0,3.487,14.786,27.159,13.508,4.818,0.103,28.881,3.905,3.461,3.988,19.673,61.0,4.782,84.505,165.281,1.896,46.534,4.077,4.07,32773.0,17992.0,5.866
5.0,0.756,0.596,0.463,4.648,1.336,1.172,1.316,2.206,0.876,4.767,18.25,4.912,1.072,1.961,1.961,0.157,15.51,17.922,10.319,40.178,4.862,8592.0,3.805,-0.342,3.786,1105.0,6.926,0.536,1.269,0.536,1.269,0.155,-0.251,4.608,17.947,17.947,17.947,17.947,17.947,18.49,3.866,3.565,132.838,5.155,15509.0,8254.0,3.727,22.034,25.677,12.936,4.805,0.103,29.614,3.971,3.611,4.058,19.129,60.5,4.724,82.673,188.7,1.854,46.971,4.075,4.033,25146.0,14278.0,5.958
5.886,0.719,0.939,0.645,4.59,1.23,1.123,1.148,2.012,1.01,4.66,16.75,5.322,0.97,1.878,1.878,0.152,15.922,17.564,11.088,40.45,4.847,10189.0,4.061,-0.345,3.748,1140.0,7.808,0.654,1.552,0.654,1.552,0.15,-0.182,4.661,18.516,18.516,18.516,18.516,18.516,18.793,3.705,3.548,136.221,5.096,17472.8,9503.0,3.64,18.622,26.422,13.187,4.897,0.102,27.867,3.741,3.656,3.753,18.64,57.0,4.728,81.725,175.783,1.866,48.687,4.113,4.04,24084.0,14739.0,5.728
5.0,0.925,0.674,0.509,4.649,1.518,1.413,1.329,2.587,1.0,4.811,20.0,5.013,1.003,2.128,2.128,0.148,17.325,22.35,10.889,55.609,4.869,11502.0,3.95,-0.222,3.798,1404.0,8.803,0.595,1.014,0.595,1.014,0.141,0.031,4.789,19.342,19.342,19.342,19.342,19.342,19.929,4.081,3.48,155.478,5.251,23148.3,11404.0,3.657,23.773,28.5,14.112,5.011,0.1,34.862,4.23,3.553,4.721,22.052,69.5,4.877,100.154,205.181,1.887,52.872,4.16,4.112,44179.0,22526.0,6.262
5.0,0.634,0.504,0.358,4.534,1.253,1.063,1.032,2.623,1.219,4.512,19.0,5.237,0.934,1.988,1.988,0.144,17.033,20.081,11.236,44.793,4.731,10610.0,3.948,-0.091,3.877,1246.0,8.267,0.432,0.889,0.432,0.889,0.133,0.232,4.617,19.524,19.524,19.524,19.524,19.524,20.289,4.251,3.54,146.72,5.109,19614.2,10153.0,3.748,15.167,27.412,13.974,4.812,0.099,29.105,4.382,3.654,4.045,20.543,61.667,4.826,98.239,175.443,1.885,45.644,4.019,4.103,35161.0,18655.0,5.827
4.0,0.845,1.43,0.946,4.715,1.319,1.377,1.243,2.418,1.889,4.885,20.5,6.208,1.171,1.982,1.982,0.133,19.765,20.056,13.094,44.044,4.951,15952.0,4.517,0.484,3.862,1800.0,9.095,1.0,2.275,1.0,2.275,0.125,0.737,4.768,21.8,21.8,21.8,21.8,21.8,22.345,3.86,3.715,165.259,5.201,28122.8,14696.0,3.801,24.074,29.986,15.314,5.01,0.093,32.733,3.937,3.806,3.82,21.045,66.5,4.916,96.121,207.524,1.956,56.0,4.254,4.187,39438.0,23308.0,5.862
