pXC50,N.,nCsp,nTB,Mp,AMW,Mv,nH,Si,nHM,X.,H.,Se,nAT,nBR,nBT,Sp,Mi,Sv,C.
5.2,16.0,1,1,0.727,9.308,0.7,18,56.366,2,4.0,36.0,50.763,50,0,53,36.33,1.127,34.987,44.0
5.2,10.0,1,1,0.665,8.678,0.654,20,56.804,1,2.0,40.0,51.538,50,0,52,33.25,1.136,32.723,38.0
5.2,13.6,0,0,0.652,8.191,0.643,18,50.785,0,4.5,40.9,45.149,44,0,46,28.694,1.154,28.297,38.6
5.2,2.1,0,0,0.682,8.372,0.66,20,53.641,1,2.1,41.7,48.898,48,0,51,32.75,1.118,31.691,43.8
5.2,9.1,1,1,0.678,8.51,0.655,18,49.657,1,0.0,40.9,44.978,44,0,45,29.818,1.129,28.82,38.6
5.0,2.1,0,0,0.682,8.372,0.66,20,53.641,1,2.1,41.7,48.898,48,0,51,32.75,1.118,31.691,43.8
5.2,8.7,0,0,0.669,7.443,0.619,34,78.106,2,2.9,49.3,68.512,69,0,73,46.171,1.132,42.685,39.1
8.097,14.9,1,1,0.667,7.393,0.635,21,53.395,0,0.0,44.7,46.898,47,0,50,31.37,1.136,29.837,40.4
5.0,8.9,0,0,0.71,8.543,0.698,16,50.113,0,0.0,35.6,45.691,45,0,49,31.955,1.114,31.391,48.9
5.5,10.7,0,0,0.745,10.863,0.711,10,31.207,1,3.6,35.7,28.396,28,1,30,20.87,1.115,19.911,46.4
5.0,11.9,0,0,0.69,9.102,0.664,17,47.705,2,4.8,40.5,42.996,42,0,44,28.983,1.136,27.879,38.1
5.0,5.2,0,0,0.693,8.333,0.652,34,86.282,3,2.6,44.2,77.578,77,0,82,53.387,1.121,50.216,41.6
5.034,14.3,0,0,0.913,22.798,0.831,5,23.316,4,19.0,23.8,22.2,21,4,22,19.165,1.11,17.46,38.1
5.2,14.3,0,0,0.676,9.123,0.683,12,40.587,0,8.6,34.3,36.465,35,0,38,23.648,1.16,23.891,42.9
4.032,3.1,0,0,0.675,7.572,0.648,28,71.441,0,0.0,43.8,64.327,64,0,68,43.182,1.116,41.465,45.3
6.268,8.0,0,0,0.867,19.672,0.78,8,27.648,4,16.0,32.0,25.865,25,4,26,21.682,1.106,19.492,40.0
6.495,12.5,0,0,0.872,20.533,0.791,7,26.732,4,16.7,29.2,25.084,24,4,25,20.926,1.114,18.987,37.5
7.0,10.3,0,0,0.67,8.086,0.644,25,65.714,1,1.7,43.1,58.752,58,0,61,38.87,1.133,37.368,39.7
5.658,10.3,0,0,0.853,19.751,0.779,8,32.499,5,13.8,27.6,30.924,29,4,30,24.733,1.121,22.582,31.0
4.951,12.5,0,0,0.763,14.374,0.686,17,45.18,4,10.0,42.5,40.494,40,4,42,30.529,1.129,27.422,35.0
6.469,12.5,0,0,0.872,20.533,0.791,7,26.732,4,16.7,29.2,25.084,24,4,25,20.926,1.114,18.987,37.5
5.762,11.1,0,0,0.84,18.771,0.76,9,30.147,4,14.8,33.3,27.967,27,4,28,22.688,1.117,20.514,37.0
6.2,12.3,0,0,0.661,7.979,0.646,27,74.106,0,1.5,41.5,66.145,65,0,69,42.961,1.14,41.967,40.0
5.2,6.7,0,0,0.738,9.024,0.707,11,33.226,1,3.3,36.7,30.273,30,0,32,22.131,1.108,21.219,50.0
5.553,11.8,0,0,0.658,7.833,0.64,29,77.522,0,1.5,42.6,69.029,68,0,72,44.722,1.14,43.494,39.7
5.3,7.4,0,0,0.712,10.469,0.722,8,30.569,1,7.4,29.6,28.556,27,0,29,19.216,1.132,19.505,44.4
6.8,4.0,0,0,0.692,9.57,0.694,17,56.72,1,6.0,34.0,52.407,50,0,53,34.597,1.134,34.695,44.0
7.297,10.5,0,0,0.651,8.255,0.646,23,65.113,0,1.8,40.4,58.712,57,0,60,37.097,1.142,36.827,38.6
5.0,13.0,0,0,0.679,8.103,0.648,23,61.149,1,0.0,42.6,54.512,54,0,57,36.688,1.132,34.981,38.9
5.2,7.0,0,0,0.714,9.708,0.71,14,48.759,1,7.0,32.6,44.76,43,0,46,30.716,1.134,30.518,46.5
5.2,14.0,0,0,0.755,10.023,0.713,15,48.059,3,2.3,34.9,43.833,43,0,46,32.449,1.118,30.679,41.9
6.9,13.0,0,0,0.684,8.011,0.646,20,52.026,1,0.0,43.5,46.2,46,0,49,31.466,1.131,29.718,39.1
5.7,7.0,0,0,0.71,9.105,0.7,20,63.851,1,3.5,35.1,58.505,57,0,61,40.489,1.12,39.897,47.4
5.0,8.1,0,0,0.674,7.574,0.646,27,69.687,0,0.0,43.5,62.211,62,0,65,41.767,1.124,40.046,43.5
5.2,7.7,1,1,0.659,7.04,0.621,31,73.308,0,0.0,47.7,64.65,65,0,68,42.836,1.128,40.385,41.5
5.2,9.5,1,1,0.663,7.502,0.636,28,71.185,0,0.0,44.4,63.312,63,0,66,41.773,1.13,40.068,41.3
4.0,12.0,0,0,0.654,8.049,0.64,21,57.746,0,6.0,42.0,51.101,50,0,53,32.699,1.155,32.02,40.0
5.1,6.7,0,0,0.658,7.509,0.632,27,67.944,0,1.7,45.0,60.505,60,0,64,39.461,1.132,37.935,41.7
5.2,11.8,0,0,0.699,8.245,0.679,13,38.409,0,2.9,38.2,34.338,34,0,36,23.767,1.13,23.103,47.1
6.178,8.5,0,0,0.655,7.201,0.622,22,53.149,0,0.0,46.8,47.014,47,0,49,30.784,1.131,29.256,40.4
5.0,12.1,2,1,0.638,7.337,0.613,27,66.268,0,0.0,46.6,58.531,58,0,61,37.017,1.143,35.562,36.2
4.398,0.0,0,0,0.715,9.128,0.719,8,27.498,0,0.0,32.0,25.844,25,0,27,17.864,1.1,17.966,52.0
7.0,9.7,0,0,0.838,14.104,0.784,8,34.009,2,3.2,25.8,32.084,31,0,34,25.972,1.097,24.293,48.4
5.928,0.0,0,0,0.687,9.445,0.707,10,35.542,0,0.0,31.3,33.709,32,0,34,21.989,1.111,22.638,46.9
5.538,8.3,0,0,0.92,21.26,0.817,7,26.383,5,20.8,29.2,24.862,24,4,25,22.086,1.099,19.605,41.7
5.2,15.4,0,0,0.729,8.858,0.687,10,29.159,1,0.0,38.5,26.134,26,0,28,18.955,1.121,17.853,42.3
5.387,5.0,0,0,0.731,11.778,0.698,30,89.263,4,5.0,37.5,82.196,80,4,83,58.489,1.116,55.807,42.5
6.1,10.6,0,0,0.698,7.861,0.67,19,52.607,0,0.0,40.4,47.022,47,0,50,32.813,1.119,31.509,46.8
5.2,14.5,0,0,0.688,7.973,0.665,22,62.102,0,0.0,40.0,55.327,55,0,59,37.83,1.129,36.574,43.6
6.4,9.1,0,0,0.71,8.888,0.707,11,36.784,0,0.0,33.3,33.822,33,0,36,23.426,1.115,23.316,48.5
5.3,8.5,0,0,0.657,7.491,0.613,40,93.039,2,1.2,48.8,82.116,82,0,86,53.853,1.135,50.264,36.6
5.137,12.5,0,0,0.763,14.374,0.686,17,45.18,4,10.0,42.5,40.494,40,4,42,30.529,1.129,27.422,35.0
6.4,10.8,0,0,0.728,8.714,0.692,14,41.199,1,0.0,37.8,37.229,37,0,40,26.932,1.113,25.622,45.9
5.0,9.1,0,0,0.631,6.776,0.594,39,87.76,0,0.0,50.6,76.832,77,0,81,48.586,1.14,45.723,36.4
5.2,8.9,1,1,0.671,7.42,0.639,25,63.062,0,0.0,44.6,56.0,56,0,59,37.551,1.126,35.805,42.9
5.0,11.3,0,0,0.682,8.286,0.644,27,70.108,2,0.0,43.5,62.683,62,0,67,42.313,1.131,39.936,37.1
5.585,12.0,0,0,0.67,7.85,0.649,21,56.861,0,2.0,42.0,50.52,50,0,54,33.517,1.137,32.441,42.0
6.0,7.1,0,0,0.705,10.024,0.708,9,31.439,1,3.6,32.1,29.371,28,0,30,19.733,1.123,19.837,42.9
5.2,11.5,0,0,0.637,6.817,0.598,26,59.351,0,0.0,50.0,51.774,52,0,54,33.103,1.141,31.111,36.5
4.0,6.4,0,0,0.672,7.137,0.632,22,52.987,0,2.1,46.8,46.654,47,0,50,31.569,1.127,29.716,44.7
5.0,9.3,0,0,0.681,7.777,0.656,18,48.318,0,0.0,41.9,43.247,43,0,46,29.262,1.124,28.203,44.2
7.6,11.8,0,0,0.721,8.48,0.703,12,37.863,0,0.0,35.3,34.269,34,0,37,24.523,1.114,23.908,50.0
4.398,0.0,0,0,0.726,9.239,0.729,8,28.498,0,0.0,30.8,26.844,26,0,28,18.864,1.096,18.966,53.8
6.046,7.1,0,0,0.643,7.117,0.611,27,63.734,0,1.8,48.2,56.178,56,0,58,36.006,1.138,34.22,39.3
5.2,14.7,0,0,0.708,8.098,0.683,13,38.152,0,0.0,38.2,34.043,34,0,37,24.074,1.122,23.214,47.1
7.1,8.3,0,0,0.68,7.815,0.657,15,40.405,0,0.0,41.7,36.262,36,0,39,24.495,1.122,23.655,44.4
5.1,5.8,2,1,0.662,7.567,0.638,23,58.485,0,0.0,44.2,52.451,52,0,54,34.449,1.125,33.191,42.3
5.1,6.1,0,0,0.703,8.805,0.677,26,74.017,2,3.0,39.4,67.232,66,0,70,46.421,1.121,44.664,43.9
5.0,11.3,0,0,0.683,9.782,0.705,16,61.559,0,11.3,30.2,56.083,53,0,57,36.205,1.161,37.357,45.3
6.9,13.9,1,1,0.713,9.259,0.718,11,40.365,0,0.0,30.6,37.142,36,0,38,25.676,1.121,25.832,47.2
5.2,10.9,0,0,0.692,7.973,0.669,22,61.73,0,0.0,40.0,55.334,55,0,60,38.034,1.122,36.772,45.5
5.1,13.1,0,0,0.668,7.617,0.629,28,69.268,1,0.0,45.9,61.054,61,0,65,40.762,1.136,38.341,37.7
6.456,6.7,0,0,0.696,9.009,0.7,10,33.495,0,0.0,33.3,31.047,30,0,32,20.875,1.117,21.009,46.7
5.0,9.8,0,0,0.673,7.324,0.638,23,57.438,0,0.0,45.1,50.789,51,0,54,34.336,1.126,32.563,43.1
5.134,9.5,0,0,0.689,8.295,0.676,16,47.113,0,0.0,38.1,42.691,42,0,46,28.955,1.122,28.391,45.2
6.108,3.6,0,0,0.715,10.186,0.746,7,31.0,0,0.0,25.0,29.716,28,0,30,20.017,1.107,20.891,50.0
5.444,10.0,0,0,0.651,8.749,0.656,19,58.006,0,8.0,38.0,52.167,50,0,52,32.54,1.16,32.811,40.0
5.495,15.2,0,0,0.706,8.52,0.677,18,51.923,1,2.2,39.1,46.338,46,0,49,32.466,1.129,31.138,43.5
5.0,10.3,0,0,0.642,7.789,0.626,30,78.324,0,4.4,44.1,69.392,68,0,71,43.66,1.152,42.578,38.2
5.0,8.3,0,0,0.672,7.788,0.639,32,81.145,1,0.0,44.4,72.483,72,0,77,48.398,1.127,46.023,40.3
4.8,11.8,0,0,0.701,7.716,0.668,14,38.069,0,0.0,41.2,33.825,34,0,36,23.83,1.12,22.72,47.1
6.9,10.0,0,0,0.868,13.557,0.833,4,21.844,3,10.0,20.0,21.022,20,0,22,17.352,1.092,16.653,50.0
5.018,14.6,0,0,0.694,8.313,0.661,17,46.425,1,2.4,41.5,41.236,41,0,43,28.461,1.132,27.117,41.5
5.2,14.0,0,0,0.725,8.511,0.69,19,55.899,1,0.0,38.0,50.091,50,0,55,36.256,1.118,34.498,46.0
7.0,13.2,0,0,0.717,8.294,0.68,21,59.315,1,0.0,39.6,52.974,53,0,58,38.017,1.119,36.024,45.3
6.503,9.5,0,0,1.183,32.369,0.92,4,22.543,4,19.0,19.0,21.785,21,0,22,24.841,1.073,19.32,42.9
6.136,9.5,0,0,0.934,23.417,0.864,4,23.027,4,19.0,19.0,22.425,21,4,22,19.614,1.097,18.154,42.9
6.575,13.3,0,0,1.411,41.447,1.024,2,15.709,4,26.7,13.3,15.247,15,0,16,21.171,1.047,15.364,46.7
5.0,9.6,0,0,0.688,8.661,0.656,22,59.081,2,5.8,42.3,52.832,52,0,55,35.75,1.136,34.128,40.4
5.0,8.9,1,1,0.685,8.357,0.661,23,63.346,1,3.6,41.1,56.836,56,0,58,38.347,1.131,37.015,42.9
5.0,9.8,0,0,0.716,8.947,0.695,15,45.847,1,2.4,36.6,41.687,41,0,44,29.358,1.118,28.504,46.3
6.959,9.1,0,0,1.204,32.355,0.932,4,23.463,5,18.2,18.2,22.862,22,0,23,26.489,1.067,20.507,40.9
7.398,0.0,0,0,0.711,10.793,0.761,6,30.921,0,0.0,21.4,30.269,28,0,31,19.92,1.104,21.299,50.0
6.3,8.0,0,0,0.75,8.81,0.734,8,27.452,0,0.0,32.0,25.182,25,0,28,18.75,1.098,18.338,56.0
4.0,8.1,0,0,0.67,7.226,0.634,17,41.611,0,0.0,45.9,36.818,37,0,39,24.801,1.125,23.467,43.2
5.222,6.3,0,0,0.675,7.438,0.644,28,70.604,0,0.0,44.4,62.992,63,0,68,42.523,1.121,40.552,44.4
6.59,5.9,0,0,0.711,8.597,0.701,12,37.701,0,0.0,35.3,34.604,34,0,37,24.182,1.109,23.821,50.0
5.2,7.3,0,0,0.665,8.126,0.641,24,62.472,1,3.6,43.6,55.945,55,0,58,36.557,1.136,35.236,40.0
5.2,10.3,0,0,0.671,7.26,0.635,31,76.68,0,0.0,45.6,67.643,68,0,72,45.631,1.128,43.186,42.6
5.2,10.9,0,0,0.663,7.683,0.64,20,52.362,0,2.2,43.5,46.418,46,0,49,30.512,1.138,29.42,41.3
