pXC50,nCIR,LLS_02,TRS,nCIC,SssNH,ATSC5e,nR.Cs,Eig04_AEA.dm.,DELS,SpMax3_Bh.i.,X1A,CATS2D_04_DL,Eig02_AEA.bo.,C.003,nCrt,ATSC5s,Eig09_EA.bo.,Eig09_AEA.bo.,nHDon,MATS4e,N.067,nRNHR,Hy,MATS4s,ATS8e,CATS2D_03_DL,MATS1v,Eig09_EA.ed.,SM04_AEA.ri.,ATSC8v,H.050,SpMax3_Bh.m.,Eig08_AEA.bo.,Eig11_AEA.ri.,DLS_02,Eig10_EA,SM04_AEA.dm.,ATSC7p,Eig10_AEA.ri.,ATS7s,Eig10_EA.ri.,Eig10_EA.ed.,SM05_AEA.ri.,nCt,ATSC8p,CATS2D_05_DL,ATS4s,NssNH,ATSC7i,ATSC7e,Xindex,MPC10,Eig14_AEA.ed.,Eig11_EA.bo.,Eig01_EA.ri.,SpDiam_EA.ri.,SpMax_EA.ri.,CATS2D_04_DA,CATS2D_07_DD,Vindex,ATS5s,CATS2D_02_DL,Eig12_AEA.ed.,SM02_AEA.bo.,ATS6v
7.824,3,0.88,18,3,0.0,0.225,0,2.58,25.476,3.842,0.445,2,4.11,0,0,56.611,1.5,2.5,1,-0.09,0,0,-0.435,-0.064,4.038,2,0.059,2.275,2.275,6.564,1,3.754,2.5,1.863,0.83,1.0,1.0,7.16,2.0,5.611,1.0,2.275,2.275,0,5.174,1,5.851,0,0.825,0.328,0.316,4.443,2.0,1.225,3.047,5.047,3.047,0,0,0.196,5.585,1,2.915,4.871,3.558
9.722,10,0.88,23,4,3.245,0.657,2,3.392,31.987,3.806,0.42,6,4.595,4,4,105.765,1.61,2.634,2,0.005,0,0,0.125,0.013,5.316,4,0.071,3.088,3.088,23.414,2,3.622,2.755,1.946,1.0,1.149,1.149,17.851,2.154,6.178,1.15,2.954,2.954,5,15.634,4,6.396,1,2.094,0.46,0.33,5.82,3.0,0.984,3.722,5.722,3.722,0,0,0.216,6.385,5,3.519,5.004,4.314
6.0,6,1.0,18,3,0.0,0.216,0,2.492,14.772,3.467,0.426,0,4.053,0,0,37.08,0.0,1.127,0,-0.15,0,0,-0.818,-0.136,2.884,0,0.021,0.0,0.0,1.966,0,3.415,1.615,0.22,0.83,-0.199,-0.199,3.869,0.68,4.761,-0.141,-0.478,-0.478,0,1.694,0,5.685,0,0.303,0.19,0.469,4.331,1.821,-0.859,3.618,5.618,3.618,0,0,0.325,5.614,0,2.191,4.538,3.185
5.0,2,0.88,12,2,0.0,0.754,0,2.812,38.124,3.792,0.452,2,4.129,0,0,118.338,1.706,2.716,1,0.109,0,0,-0.323,0.073,4.458,2,-0.006,2.908,2.908,9.717,1,3.727,2.732,1.541,1.0,1.0,1.0,6.117,2.0,5.621,1.0,2.275,2.275,0,8.105,1,6.15,0,0.711,0.363,0.408,4.489,2.488,0.714,2.979,4.979,2.979,0,0,0.256,6.143,1,2.961,4.89,3.714
5.0,2,1.0,12,2,0.0,1.432,0,2.883,52.768,3.798,0.452,0,4.127,0,0,245.111,1.649,2.676,1,0.035,0,0,-0.323,0.078,4.434,2,-0.007,2.864,2.864,9.579,1,3.693,2.732,1.573,1.0,1.0,1.0,5.99,2.0,5.592,1.0,2.275,2.275,0,7.62,1,6.322,0,0.82,0.462,0.399,4.533,2.528,0.75,3.071,5.071,3.071,0,0,0.248,6.543,1,2.943,4.89,3.62
6.456,2,1.0,12,2,0.0,0.503,0,2.78,29.937,3.825,0.457,2,4.149,0,0,97.149,1.612,2.636,1,-0.074,0,0,-0.394,-0.012,4.751,2,-0.007,2.75,2.75,14.086,1,3.703,2.732,1.652,1.0,1.0,1.0,8.853,2.0,5.722,1.0,2.275,2.275,0,10.333,1,6.094,0,1.128,0.209,0.404,4.564,2.431,0.84,2.968,4.968,2.968,0,0,0.254,6.144,1,2.864,4.875,3.856
8.495,10,1.0,23,4,3.603,0.609,2,3.349,26.979,3.589,0.422,4,4.583,4,4,74.122,1.039,2.085,1,-0.029,1,1,-0.383,-0.033,4.603,4,0.057,2.623,2.623,11.15,1,3.46,2.277,1.177,1.0,0.644,0.644,10.82,1.629,5.687,0.631,1.541,1.541,4,7.592,4,6.184,1,1.229,0.43,0.366,5.509,2.664,0.253,3.712,5.712,3.712,1,0,0.246,6.17,3,2.981,4.812,3.934
7.387,10,1.0,23,4,3.328,0.698,0,3.364,28.263,3.826,0.425,2,4.549,4,4,91.188,1.598,2.601,1,-0.036,0,0,-0.439,0.014,5.464,4,0.039,4.0,4.0,25.383,1,3.642,2.732,1.926,1.0,1.141,1.141,20.134,2.143,6.159,1.141,2.916,2.916,4,16.562,2,6.437,1,2.355,0.39,0.339,5.765,2.986,0.961,3.718,5.718,3.718,0,0,0.224,6.507,3,3.532,4.949,4.433
7.036,5,0.63,30,5,3.065,0.977,0,3.551,66.924,3.869,0.442,8,4.539,0,0,159.256,2.497,3.225,2,0.021,0,0,0.091,-0.016,5.135,8,0.052,4.501,4.501,17.168,2,3.816,3.6,2.317,0.5,1.625,1.625,18.644,2.617,6.729,1.6,4.097,4.097,1,14.861,4,6.519,1,2.462,1.406,0.244,5.342,3.669,1.981,3.653,5.653,3.653,0,0,0.155,6.741,4,3.743,5.436,4.619
6.745,7,0.88,24,4,0.0,0.209,2,2.526,14.157,3.788,0.431,0,4.098,0,0,36.857,1.5,2.5,0,-0.186,0,0,-0.909,-0.156,4.301,0,0.036,2.166,2.166,9.803,0,3.676,2.68,1.649,1.0,0.9,0.9,8.038,1.887,5.295,0.887,2.136,2.136,0,6.989,0,5.896,0,0.926,0.102,0.308,5.094,2.817,0.97,3.619,5.619,3.619,0,0,0.197,5.828,0,3.2,4.883,3.744
5.0,2,1.0,12,2,0.0,0.362,0,2.871,30.007,3.809,0.452,2,4.127,0,0,88.257,1.649,2.676,1,-0.04,0,0,-0.394,-0.008,4.51,2,-0.007,2.864,2.864,10.424,1,3.694,2.732,1.581,1.0,1.0,1.0,7.79,2.0,5.538,1.0,2.275,2.275,0,7.936,3,6.088,0,0.949,0.138,0.399,4.533,2.528,0.75,3.155,5.155,3.155,0,0,0.248,6.239,1,2.943,4.89,3.827
8.092,10,1.0,23,4,0.0,0.588,3,2.913,27.123,3.765,0.428,1,4.634,4,4,79.191,1.354,2.451,1,-0.069,0,0,-0.429,-0.049,5.179,2,0.04,3.03,3.03,20.915,1,3.582,2.724,1.646,1.0,0.896,0.896,17.146,1.898,6.007,0.89,2.119,2.119,4,13.936,2,6.362,0,1.97,0.42,0.345,5.771,3.045,0.716,3.723,5.723,3.723,1,0,0.228,6.352,2,3.366,4.956,4.281
10.0,17,0.63,41,7,7.484,0.76,2,3.488,33.077,3.916,0.405,11,4.63,7,8,81.343,2.0,3.0,2,0.034,1,1,0.089,0.025,5.477,10,0.092,6.076,6.076,31.324,2,3.938,3.161,2.617,0.5,1.878,1.878,21.537,2.864,6.164,1.829,5.532,5.532,8,22.696,6,6.478,2,2.361,0.507,0.227,6.194,3.561,1.649,3.717,5.717,3.717,1,1,0.146,6.471,6,4.279,5.204,4.441
7.377,10,1.0,23,4,0.0,0.654,2,3.468,32.046,3.763,0.431,0,4.611,4,4,105.121,1.503,2.619,0,-0.04,0,0,-0.819,-0.034,5.205,0,0.015,3.168,3.168,20.834,0,3.578,2.795,1.712,1.0,1.028,1.028,17.214,2.027,6.172,1.021,2.459,2.459,4,13.373,0,6.392,0,2.1,0.477,0.349,5.835,2.796,0.833,3.724,5.724,3.724,0,0,0.232,6.47,0,3.521,5.011,4.367
10.0,17,0.63,41,7,7.537,0.692,1,3.478,31.678,3.929,0.405,11,4.63,7,8,76.718,2.0,3.0,2,0.002,1,1,0.06,0.001,5.529,10,0.099,6.076,6.076,31.802,2,3.813,3.161,2.627,0.5,1.878,1.878,21.228,2.871,6.191,1.856,5.532,5.532,8,21.809,6,6.523,2,2.484,0.492,0.227,6.194,3.561,1.649,3.724,5.724,3.724,1,1,0.146,6.502,7,4.279,5.204,4.469
8.174,10,1.0,23,4,3.251,0.612,4,3.33,26.71,3.802,0.418,4,4.611,4,4,89.712,1.442,2.563,1,0.059,0,0,-0.429,0.046,5.293,2,0.038,3.094,3.094,22.718,1,3.613,2.694,1.739,1.0,1.061,1.061,17.84,2.048,6.061,1.044,3.0,3.0,5,14.96,2,6.326,1,2.058,0.402,0.346,5.756,2.977,0.784,3.722,5.722,3.722,0,0,0.229,6.379,4,3.523,4.984,4.312
9.699,12,0.63,35,6,3.492,0.607,2,3.419,30.719,3.92,0.424,8,4.6,4,4,90.711,2.261,3.086,1,-0.006,0,0,-0.499,-0.006,5.519,6,0.055,4.797,4.797,32.943,1,3.801,3.297,2.317,0.5,1.632,1.632,24.002,2.632,6.374,1.63,3.99,3.99,4,23.103,4,6.471,1,2.81,0.505,0.239,6.023,3.555,1.653,3.722,5.722,3.722,0,0,0.154,6.569,3,3.965,5.273,4.638
9.796,12,0.63,35,6,6.9,0.67,2,3.418,51.87,3.915,0.423,12,4.585,4,4,128.979,2.315,3.239,2,-0.029,1,1,0.071,-0.014,5.445,10,0.073,5.382,5.382,28.631,2,3.798,3.281,2.589,0.5,1.857,1.857,21.513,2.815,6.443,1.759,5.326,5.326,4,21.25,6,6.517,2,2.792,0.536,0.233,6.028,3.742,1.629,3.714,5.714,3.714,1,1,0.15,6.529,6,4.318,5.298,4.561
10.0,11,0.75,29,5,3.55,0.678,2,3.4,50.817,3.875,0.419,4,4.617,4,4,147.538,1.8,2.736,1,0.171,1,1,-0.415,0.186,4.988,4,0.076,4.515,4.515,17.267,1,3.762,3.101,2.087,0.83,1.353,1.353,15.843,2.352,6.238,1.351,3.543,3.543,4,12.75,4,6.608,1,2.275,0.724,0.294,5.9,3.175,1.172,3.722,5.722,3.722,1,0,0.193,6.37,3,3.632,5.072,4.266
10.0,12,0.63,35,6,3.466,0.566,4,3.243,30.743,3.906,0.424,9,4.6,4,4,90.741,2.253,3.085,2,0.003,0,0,0.038,-0.001,5.378,7,0.074,4.515,4.515,28.913,2,3.799,3.287,2.317,0.67,1.591,1.591,20.366,2.583,6.283,1.575,3.987,3.987,4,20.554,6,6.415,1,2.423,0.458,0.238,5.958,3.532,1.675,3.713,5.713,3.713,1,0,0.153,6.471,5,3.947,5.263,4.517
8.678,10,1.0,23,4,3.677,0.701,2,3.375,29.018,3.763,0.428,4,4.629,4,4,83.404,1.246,2.273,1,-0.045,1,1,-0.394,-0.024,5.155,5,0.035,3.03,3.03,21.103,1,3.773,2.629,1.63,0.83,0.896,0.896,18.629,1.877,5.998,0.849,2.119,2.119,4,15.292,4,6.338,1,1.931,0.455,0.345,5.771,3.045,0.671,3.718,5.718,3.718,1,0,0.228,6.363,2,3.366,4.934,4.285
9.398,17,0.63,41,7,3.775,0.692,1,3.485,31.109,3.934,0.405,7,4.638,7,8,78.449,2.0,3.0,1,0.006,0,0,-0.486,0.004,5.621,5,0.08,6.076,6.076,34.374,1,3.817,3.253,2.643,0.5,2.0,2.0,23.679,3.0,6.274,2.0,6.076,6.076,8,23.477,2,6.549,1,2.75,0.52,0.228,6.25,3.847,1.652,3.734,5.734,3.734,0,0,0.148,6.573,4,4.401,5.231,4.577
8.62,10,1.0,23,4,3.619,0.663,2,3.443,28.507,3.65,0.424,4,4.59,4,4,80.325,1.143,2.194,1,-0.028,1,1,-0.37,-0.032,4.924,4,0.036,2.766,2.766,15.139,1,3.516,2.588,1.595,1.0,0.8,0.8,13.157,1.798,5.864,0.788,1.862,1.862,4,9.853,4,6.252,1,1.524,0.457,0.352,5.624,2.784,0.62,3.716,5.716,3.716,1,0,0.234,6.278,3,3.174,4.875,4.102
10.0,10,0.88,23,4,3.679,0.503,2,3.331,26.945,3.844,0.436,4,4.583,4,4,60.64,1.46,2.461,1,0.005,1,1,-0.481,-0.01,5.216,4,0.059,3.304,3.304,21.867,1,3.62,2.635,1.988,0.83,1.169,1.169,17.021,2.178,6.003,1.178,2.742,2.742,4,15.06,4,6.313,1,1.942,0.381,0.297,5.656,2.982,1.034,3.716,5.716,3.716,1,0,0.188,6.331,3,3.353,4.949,4.272
9.523,17,0.63,41,7,3.756,0.667,4,3.346,29.804,3.918,0.405,7,4.617,7,8,80.938,2.0,3.0,1,0.053,0,0,-0.48,0.026,5.527,5,0.08,6.076,6.076,31.763,1,3.81,3.254,2.639,0.5,2.0,2.0,21.495,3.0,6.213,2.0,5.883,5.883,8,21.749,2,6.467,1,2.518,0.49,0.229,6.188,3.827,1.672,3.723,5.723,3.723,0,0,0.148,6.497,4,4.279,5.22,4.488
10.023,13,0.63,41,7,7.416,0.658,2,3.452,35.01,3.916,0.424,14,4.746,4,4,108.149,2.301,3.207,2,-0.002,1,1,-0.017,0.013,5.734,12,0.074,5.327,5.327,41.876,2,3.797,3.312,2.586,0.5,1.792,1.792,30.021,2.789,6.627,1.785,4.516,4.516,5,29.773,9,6.6,2,3.52,0.571,0.224,6.163,3.669,1.908,3.721,5.721,3.721,1,1,0.146,6.744,7,4.122,5.423,4.9
8.456,10,1.0,23,4,0.0,0.622,2,3.376,26.815,3.764,0.431,0,4.608,4,4,73.69,1.335,2.441,0,-0.031,0,0,-0.853,-0.026,5.413,0,0.018,3.168,3.168,25.369,0,3.578,2.653,1.717,1.0,1.028,1.028,21.635,2.032,6.222,1.028,2.459,2.459,4,16.774,0,6.369,0,2.45,0.519,0.349,5.835,2.796,0.76,3.724,5.724,3.724,0,0,0.232,6.439,0,3.521,4.956,4.48
6.585,6,1.0,18,3,0.0,0.222,2,2.537,19.247,3.436,0.429,2,4.125,0,0,52.607,0.0,1.24,1,-0.083,0,0,-0.353,-0.112,3.129,2,0.074,0.0,0.0,2.219,1,3.477,1.916,0.358,1.0,-0.162,-0.162,4.636,0.75,5.222,-0.125,-0.407,-0.407,0,2.118,2,5.652,0,0.425,0.319,0.44,4.564,1.932,-0.698,3.616,5.616,3.616,0,0,0.298,5.536,1,2.359,4.63,3.217
8.244,10,1.0,23,4,0.0,0.599,4,3.328,25.757,3.761,0.428,0,4.616,4,4,82.178,1.442,2.561,0,-0.02,0,0,-0.848,-0.022,5.224,0,0.017,3.06,3.06,21.285,0,3.578,2.677,1.676,1.0,0.958,0.958,18.184,1.96,6.056,0.955,2.332,2.332,4,14.03,0,6.325,0,2.079,0.432,0.349,5.762,2.789,0.728,3.724,5.724,3.724,0,0,0.232,6.392,0,3.518,4.956,4.34
8.886,12,0.63,35,6,3.501,0.595,4,3.341,31.814,3.921,0.428,8,4.611,4,4,88.632,2.261,3.086,1,-0.004,0,0,-0.511,-0.004,5.688,6,0.052,4.846,4.846,39.052,1,3.812,3.299,2.317,0.5,1.642,1.642,27.758,2.643,6.529,1.642,3.991,3.991,4,27.483,4,6.484,1,3.244,0.564,0.238,6.122,3.555,1.676,3.723,5.723,3.723,0,0,0.154,6.6,3,3.979,5.318,4.761
8.456,10,1.0,23,4,0.0,0.584,4,2.625,26.15,3.76,0.428,1,4.606,4,4,78.098,1.229,2.376,1,-0.023,0,0,-0.419,-0.02,5.097,1,0.041,2.778,2.778,19.185,1,3.574,2.681,1.591,1.0,0.815,0.815,15.927,1.824,5.954,0.815,1.959,1.959,4,12.72,2,6.287,0,1.835,0.407,0.346,5.673,2.784,0.697,3.715,5.715,3.715,1,0,0.229,6.29,2,3.174,4.92,4.208
7.481,11,0.88,29,5,7.031,0.666,2,3.373,28.597,3.85,0.42,4,4.591,4,4,76.426,1.351,2.353,2,-0.026,2,2,0.176,-0.032,5.141,4,0.058,3.182,3.182,19.234,2,3.662,2.629,1.967,1.0,1.069,1.069,15.974,2.054,5.971,1.051,2.739,2.739,4,12.266,5,6.303,2,1.905,0.447,0.297,5.796,3.173,1.0,3.716,5.716,3.716,1,0,0.196,6.308,3,3.376,4.956,4.25
10.0,17,0.63,41,7,3.767,0.684,2,3.445,30.0,3.922,0.405,7,4.608,7,8,76.243,2.0,3.0,1,0.042,0,0,-0.48,0.02,5.57,5,0.082,6.076,6.076,32.634,1,3.802,3.253,2.639,0.5,2.0,2.0,22.435,3.0,6.233,2.0,5.883,5.883,8,22.262,2,6.489,1,2.612,0.507,0.229,6.188,3.827,1.651,3.723,5.723,3.723,0,0,0.148,6.511,4,4.279,5.204,4.514
5.796,6,1.0,18,3,0.0,0.242,3,2.175,18.982,3.412,0.434,4,4.159,0,0,45.013,0.514,1.652,2,-0.104,0,0,0.311,-0.135,3.928,4,0.078,0.763,0.763,6.348,2,3.523,2.002,0.627,1.0,-0.019,-0.019,7.273,0.971,5.321,-0.018,-0.044,-0.044,0,5.609,4,5.738,0,0.721,0.309,0.437,4.625,2.162,-0.416,3.623,5.623,3.623,0,0,0.296,5.658,0,2.527,4.63,3.452
9.398,10,1.0,23,4,3.674,0.6,2,3.337,28.611,3.768,0.423,4,4.621,5,4,77.477,1.266,2.291,1,0.012,1,1,-0.419,0.019,5.096,5,0.06,3.069,3.069,20.217,1,3.771,2.649,1.662,1.0,1.006,1.006,17.231,1.986,5.91,0.956,2.63,2.63,5,14.974,4,6.279,1,1.767,0.362,0.347,5.72,3.046,0.701,3.718,5.718,3.718,1,0,0.23,6.295,2,3.366,4.913,4.207
9.523,10,1.0,23,4,3.646,0.487,2,3.33,25.339,3.711,0.425,4,4.583,4,4,64.884,1.104,2.137,1,-0.009,1,1,-0.435,-0.008,4.906,4,0.07,2.692,2.692,15.572,1,3.527,2.335,1.602,1.0,0.787,0.787,13.555,1.802,5.787,0.794,1.612,1.612,4,10.544,4,6.201,1,1.541,0.323,0.356,5.565,2.784,0.62,3.716,5.716,3.716,1,0,0.237,6.21,3,3.014,4.836,4.08
5.824,10,1.0,23,4,0.0,0.764,2,3.469,40.998,3.764,0.431,0,4.609,4,4,121.616,1.629,2.637,1,-0.016,0,0,-0.393,-0.007,5.454,0,0.026,4.644,4.644,25.274,1,3.578,2.795,1.962,1.0,1.123,1.123,21.026,2.117,6.561,1.114,3.073,3.073,4,16.57,3,6.425,0,2.431,0.958,0.344,5.945,3.067,1.066,3.725,5.725,3.725,0,0,0.229,6.539,0,3.754,5.03,4.53
6.77,10,1.0,23,4,3.802,0.684,1,3.375,29.54,3.777,0.431,4,4.634,4,4,84.277,1.615,2.624,1,0.021,1,1,-0.425,-0.01,5.524,4,0.014,4.583,4.583,28.03,1,3.595,2.796,1.9,1.0,1.199,1.199,22.352,2.182,6.25,1.176,3.048,3.048,4,18.276,4,6.472,1,2.563,0.515,0.332,5.93,3.174,0.981,3.726,5.726,3.726,2,0,0.218,6.511,3,3.57,5.011,4.524
8.357,15,0.88,26,5,6.962,0.644,2,3.385,28.815,3.815,0.408,9,4.643,6,6,85.086,1.463,2.489,2,0.035,1,1,0.141,0.032,5.249,6,0.081,3.72,3.72,22.177,2,3.63,2.829,1.816,1.0,1.073,1.073,17.113,2.075,6.006,1.069,2.978,2.978,7,14.728,6,6.345,2,1.981,0.398,0.304,6.021,3.148,0.87,3.803,5.803,3.803,1,1,0.201,6.341,7,3.566,5.011,4.265
8.77,10,1.0,23,4,3.262,0.628,2,3.379,27.022,3.803,0.418,4,4.602,4,4,84.531,1.253,2.36,1,0.046,0,0,-0.429,0.039,5.346,2,0.039,3.094,3.094,23.326,1,3.613,2.654,1.739,1.0,1.061,1.061,18.628,2.048,6.085,1.044,3.0,3.0,5,15.322,2,6.351,1,2.133,0.42,0.346,5.756,2.977,0.764,3.722,5.722,3.722,0,0,0.229,6.395,4,3.523,4.963,4.343
9.638,12,0.63,35,6,6.983,0.643,2,3.345,29.823,3.915,0.424,12,4.585,4,4,92.264,2.119,3.084,2,-0.021,1,1,0.066,0.001,5.4,10,0.062,4.515,4.515,28.794,2,3.796,3.103,2.31,0.5,1.591,1.591,20.085,2.583,6.287,1.574,3.987,3.987,4,20.241,8,6.419,2,2.454,0.487,0.238,5.958,3.532,1.627,3.714,5.714,3.714,1,1,0.153,6.5,4,3.947,5.247,4.519
9.301,12,0.63,35,6,6.592,1.019,2,3.539,64.038,3.925,0.419,11,4.589,4,4,167.725,2.322,3.28,2,-0.005,1,1,0.045,0.004,5.538,9,0.066,6.248,6.248,29.672,2,3.815,3.505,2.635,0.5,1.863,1.863,21.434,2.841,6.703,1.816,5.325,5.325,4,22.879,8,6.728,2,2.999,0.884,0.223,6.182,4.231,2.11,3.714,5.714,3.714,1,1,0.142,6.725,6,4.653,5.425,4.6
10.0,12,0.63,34,6,7.402,0.679,2,3.531,34.869,3.92,0.418,10,4.628,4,5,93.197,2.119,3.101,2,0.015,1,1,0.018,-0.002,5.664,10,0.073,5.325,5.325,36.989,2,3.802,3.261,2.533,0.5,1.598,1.598,23.213,2.588,6.289,1.58,4.515,4.515,5,25.385,7,6.591,2,2.781,0.468,0.231,6.023,3.618,1.625,3.716,5.716,3.716,1,1,0.148,6.622,7,4.281,5.291,4.59
10.0,11,0.63,29,5,7.026,0.672,2,3.454,32.53,3.912,0.419,13,4.593,4,4,88.878,2.118,3.1,2,0.046,1,1,0.089,0.027,5.304,8,0.061,5.32,5.32,26.997,2,3.863,3.15,2.29,0.67,1.593,1.593,20.897,2.583,6.216,1.557,4.515,4.515,4,20.017,6,6.459,2,2.128,0.591,0.271,5.903,3.531,1.622,3.714,5.714,3.714,1,1,0.174,6.481,6,4.018,5.179,4.448
10.0,12,0.63,34,6,7.299,0.677,2,3.449,34.887,3.914,0.419,10,4.622,4,5,92.406,2.118,3.047,2,-0.015,1,1,0.077,-0.011,5.48,10,0.076,5.024,5.024,31.395,2,3.813,3.101,2.275,0.5,1.597,1.597,22.444,2.588,6.258,1.579,4.515,4.515,5,22.218,6,6.461,2,2.468,0.52,0.242,5.964,3.599,1.5,3.716,5.716,3.716,1,1,0.156,6.521,7,3.986,5.212,4.523
10.0,11,0.63,29,5,7.022,0.693,2,3.454,32.393,3.912,0.419,11,4.594,4,4,90.909,2.118,3.1,2,0.024,1,1,0.089,0.017,5.3,9,0.061,5.323,5.323,26.586,2,3.862,3.21,2.183,0.67,1.593,1.593,18.577,2.584,6.204,1.569,4.515,4.515,4,19.24,7,6.453,2,2.133,0.576,0.269,5.897,3.531,1.614,3.714,5.714,3.714,1,1,0.173,6.494,6,4.019,5.179,4.435
7.599,12,0.63,35,6,3.253,0.617,2,3.365,28.704,3.899,0.423,2,4.576,4,4,98.942,1.972,2.958,1,-0.035,0,0,-0.486,0.018,5.47,4,0.057,4.515,4.515,30.921,1,3.773,2.979,2.31,0.5,1.55,1.55,22.872,2.545,6.311,1.541,3.809,3.809,4,21.483,2,6.423,1,2.743,0.387,0.252,6.047,3.531,1.658,3.719,5.719,3.719,0,0,0.164,6.521,3,3.738,5.231,4.609
9.699,11,0.75,29,5,6.237,0.685,2,3.31,36.612,3.894,0.421,6,4.558,4,4,113.832,1.659,2.685,2,-0.031,0,0,0.144,-0.006,5.054,8,0.075,4.515,4.515,18.62,2,3.777,2.974,2.0,1.0,1.157,1.157,14.513,2.158,6.073,1.154,3.033,3.033,4,12.826,4,6.309,2,1.818,0.461,0.277,5.796,3.175,1.261,3.715,5.715,3.715,0,0,0.179,6.334,6,3.531,5.059,4.208
9.398,13,0.88,34,6,3.24,0.573,2,3.351,27.358,3.903,0.414,2,4.616,4,4,85.142,1.972,2.97,1,-0.046,0,0,-0.457,-0.012,5.104,4,0.065,4.514,4.514,20.517,1,3.779,2.999,2.179,0.83,1.543,1.543,16.619,2.538,6.013,1.533,3.742,3.742,4,14.18,2,6.333,1,2.025,0.333,0.258,6.028,3.518,1.578,3.718,5.718,3.718,0,0,0.168,6.346,3,3.776,5.15,4.325
8.102,11,0.75,29,5,3.242,0.614,2,3.356,27.401,3.892,0.425,2,4.568,4,4,90.24,1.66,2.685,1,-0.056,0,0,-0.457,-0.015,5.293,4,0.051,4.225,4.225,24.377,1,3.768,2.931,2.045,1.0,1.185,1.185,19.433,2.179,6.134,1.176,2.856,2.856,4,16.479,2,6.367,1,2.317,0.38,0.285,5.861,3.247,1.382,3.718,5.718,3.718,0,0,0.186,6.435,3,3.531,5.078,4.418
10.0,11,0.75,29,5,6.431,0.566,2,3.31,27.432,3.9,0.421,7,4.558,4,4,83.977,1.659,2.685,2,-0.031,0,0,0.111,-0.007,5.087,8,0.073,4.515,4.515,19.349,2,3.777,2.974,2.0,1.0,1.157,1.157,14.983,2.159,5.971,1.156,3.033,3.033,4,13.236,5,6.301,2,1.842,0.311,0.277,5.796,3.175,1.261,3.715,5.715,3.715,0,0,0.179,6.327,6,3.531,5.059,4.223
10.0,12,0.63,35,6,6.526,0.583,2,3.31,29.226,3.916,0.422,8,4.558,4,4,90.761,1.973,2.974,2,-0.028,0,0,0.049,0.0,5.202,8,0.075,4.515,4.515,22.321,2,3.796,3.148,2.292,0.5,1.592,1.592,17.278,2.589,6.13,1.587,4.371,4.371,4,15.691,6,6.387,2,2.159,0.363,0.228,5.932,3.527,1.658,3.715,5.715,3.715,0,0,0.144,6.433,6,3.976,5.231,4.388
9.0,12,0.63,35,6,6.393,0.711,2,3.416,39.618,3.919,0.424,7,4.558,4,4,122.864,2.09,2.975,2,-0.042,0,0,0.055,-0.001,5.251,8,0.072,5.321,5.321,23.34,2,3.803,3.247,2.481,0.5,1.596,1.596,17.917,2.594,6.26,1.591,4.515,4.515,4,16.368,5,6.499,2,2.256,0.48,0.221,5.948,3.532,1.744,3.715,5.715,3.715,0,0,0.139,6.521,6,3.981,5.288,4.437
9.398,11,0.63,29,5,6.054,1.052,2,3.416,54.699,3.904,0.419,7,4.558,4,4,193.072,1.972,2.903,2,-0.026,0,0,0.162,0.01,5.109,8,0.071,4.691,4.691,19.22,2,3.786,2.975,2.15,0.67,1.563,1.563,15.038,2.504,6.091,1.421,4.514,4.514,4,13.252,4,6.505,2,1.935,0.535,0.259,5.866,3.414,1.5,3.715,5.715,3.715,0,0,0.165,6.453,6,3.977,5.15,4.236
9.699,11,0.75,29,5,6.174,0.662,2,3.311,37.121,3.894,0.421,7,4.558,4,4,114.51,1.737,2.687,2,0.016,0,0,0.144,0.023,5.063,7,0.075,4.514,4.514,18.286,2,3.777,2.974,2.13,1.0,1.216,1.216,14.54,2.205,5.992,1.197,3.034,3.034,4,12.887,4,6.331,2,1.862,0.348,0.279,5.802,3.175,1.256,3.715,5.715,3.715,0,0,0.181,6.345,6,3.531,5.059,4.21
10.0,12,0.63,35,6,7.158,0.606,2,3.414,31.335,3.915,0.424,12,4.585,4,4,90.585,2.119,3.084,2,-0.01,1,1,0.038,-0.005,5.417,10,0.074,4.515,4.515,29.788,2,3.796,3.103,2.317,0.5,1.591,1.591,21.372,2.583,6.3,1.575,3.987,3.987,4,21.062,8,6.44,2,2.525,0.476,0.238,5.958,3.532,1.627,3.714,5.714,3.714,1,1,0.153,6.507,6,3.947,5.247,4.544
9.699,11,0.88,29,5,6.4,0.565,2,3.309,26.794,3.89,0.422,7,4.558,4,4,85.072,1.658,2.684,2,-0.033,0,0,0.125,-0.002,5.044,8,0.075,3.331,3.331,18.822,2,3.767,2.866,2.0,1.0,1.139,1.139,14.5,2.141,5.932,1.139,2.833,2.833,4,12.796,4,6.262,2,1.786,0.315,0.284,5.771,3.175,1.255,3.715,5.715,3.715,0,0,0.185,6.304,6,3.525,5.027,4.2
9.0,11,0.88,29,5,6.302,0.653,2,3.31,33.478,3.89,0.421,6,4.558,4,4,103.54,1.659,2.685,3,-0.034,0,0,0.801,-0.007,5.065,10,0.086,4.515,4.515,18.787,3,3.774,2.974,2.0,1.0,1.157,1.157,14.559,2.158,6.04,1.155,3.033,3.033,4,12.774,4,6.306,2,1.794,0.422,0.277,5.796,3.175,1.261,3.715,5.715,3.715,0,0,0.179,6.332,8,3.531,5.059,4.212
