pXC50,S.107,C.044,NaaS,nR05,SRW05,CATS2D_04_PL,NaaN,CATS2D_05_AA,TPSA.Tot.,CATS2D_04_AP,nS,CATS2D_01_AA,P_VSA_i_1,CATS2D_02_AL,D.Dtr05,SM13_EA.bo.,MATS2m,SM12_EA.bo.,Eig01_AEA.bo.,SpMax_AEA.bo.,CATS2D_03_AP,SpMax4_Bh.m.,CATS2D_04_AA,CATS2D_03_DA,CATS2D_07_AA,SpDiam_EA.bo.,nThiazoles,SaaN,SpDiam_AEA.dm.,P_VSA_m_4,Eig02_EA.bo.,SM12_AEA.ri.,Eig01_AEA.dm.,SpMax_AEA.dm.,C.034,SaaS,Eig01_EA.bo.,SM11_AEA.ri.,SpMax_EA.bo.,NaaaC,JGI5,SpMax1_Bh.m.,Eig01_EA,SM09_AEA.bo.,SpMax_EA,nHM,SpMax2_Bh.m.,D.Dtr09,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,P_VSA_MR_8,Eig01_AEA.ed.,SpMax_AEA.ed.,CATS2D_07_DA,TRS,P_VSA_MR_7,SM15_EA.bo.,Rperim,CATS2D_04_DL,SRW09,SpDiam_EA.ed.,X2sol,SpMin1_Bh.v.,DLS_06,X5v,SRW07
7.187,1,2,1,1,2.398,0,2,1,151.66,1,2,1,37.085,3,60.326,20.11,0.154,18.59,4.811,4.811,1,3.351,3,2,2,7.32,0,7.255,6.663,37.085,3.719,3.719,4.663,4.663,0,0.805,4.673,4.673,4.673,0,0.025,4.776,3.552,3.552,3.552,2,4.043,0.0,14.076,14.076,14.076,31.278,7.653,7.653,1,23,39.133,23.169,11,3,6.605,21.504,13.25,2.199,0.83,4.934,4.595
8.222,1,2,1,1,2.398,0,2,2,177.11,1,3,1,42.893,2,61.847,20.542,-0.026,19.028,4.815,4.815,1,3.782,4,2,4,7.676,0,6.736,6.663,42.893,4.498,4.498,4.663,4.663,0,0.552,4.676,4.676,4.676,0,0.028,4.793,3.338,3.338,3.338,3,4.708,0.0,11.707,11.707,11.707,31.278,7.119,7.119,2,11,61.346,23.591,11,2,6.605,18.751,13.196,2.057,0.83,2.669,4.595
7.071,0,0,0,0,0.0,1,0,0,97.64,0,1,0,62.589,1,0.0,20.095,0.024,18.577,4.809,4.809,0,3.586,0,0,0,7.671,0,0.0,6.662,5.807,3.755,3.755,4.662,4.662,0,0.0,4.671,4.671,4.671,0,0.029,10.695,3.327,3.327,3.327,2,4.727,0.0,11.698,11.698,11.698,56.782,7.118,7.118,0,6,5.807,23.158,6,3,0.0,18.718,11.663,2.057,1.0,2.509,0.0
7.921,1,2,1,1,2.398,0,2,1,206.21,1,3,1,42.893,2,75.369,20.796,0.131,19.263,4.855,4.855,1,3.728,5,2,4,7.704,0,6.648,6.689,42.893,4.673,4.673,4.689,4.689,0,0.49,4.704,4.704,4.704,0,0.04,4.779,3.39,3.39,3.39,3,4.733,0.0,12.498,12.498,12.498,31.278,7.307,7.307,3,11,44.941,23.88,11,3,6.605,19.827,14.624,2.074,0.83,2.4,4.595
6.131,0,0,0,0,0.0,1,0,0,97.64,0,1,0,5.807,1,0.0,20.043,0.045,18.52,4.805,4.805,0,3.279,0,0,2,7.665,0,0.0,6.662,5.807,3.469,3.469,4.662,4.662,0,0.0,4.665,4.665,4.665,0,0.024,4.728,3.32,3.32,3.32,1,3.791,0.0,11.69,11.69,11.69,0.0,7.116,7.116,1,6,5.807,23.114,6,4,0.0,18.672,10.033,2.071,1.0,1.669,0.0
6.201,0,0,0,0,0.0,2,0,0,97.64,0,1,0,5.807,1,0.0,20.03,0.045,18.509,4.801,4.801,0,3.279,0,0,0,7.66,0,0.0,6.661,5.807,3.474,3.474,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.03,4.728,3.314,3.314,3.314,1,3.795,0.0,11.657,11.657,11.657,0.0,7.111,7.111,0,6,5.807,23.099,6,4,0.0,18.537,10.021,2.07,1.0,1.584,0.0
8.398,1,2,1,3,3.434,0,2,3,243.51,1,3,1,42.893,4,293.958,20.814,0.065,19.285,4.864,4.864,1,3.975,4,2,4,7.717,0,6.762,6.687,42.893,4.661,4.661,4.687,4.687,0,0.459,4.717,4.717,4.717,0,0.031,4.796,3.403,3.403,3.403,3,4.717,0.0,12.511,12.511,12.511,31.278,7.309,7.309,2,21,80.298,23.893,17,8,7.874,19.874,18.989,2.067,0.67,4.363,5.778
6.699,0,0,0,0,0.0,2,0,0,97.64,0,1,0,5.807,1,0.0,20.028,0.021,18.507,4.801,4.801,0,3.321,0,0,0,7.66,0,0.0,6.661,5.807,3.429,3.429,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.029,4.728,3.313,3.313,3.313,1,3.785,0.0,11.657,11.657,11.657,0.0,7.111,7.111,0,6,5.807,23.097,6,6,0.0,18.533,10.716,2.08,1.0,1.837,0.0
7.292,1,2,1,1,2.398,0,2,3,179.35,1,2,1,37.085,5,75.555,20.255,0.247,18.753,4.811,4.811,1,3.325,4,2,4,7.673,0,6.958,6.663,37.085,4.142,4.142,4.663,4.663,0,0.636,4.673,4.673,4.673,0,0.029,4.776,3.328,3.328,3.328,2,4.033,0.0,11.699,11.699,11.699,31.278,7.118,7.118,1,11,39.133,23.292,11,0,6.605,18.729,12.686,1.989,0.83,1.989,4.595
7.31,0,0,0,0,0.0,1,0,0,97.64,0,1,0,5.807,1,0.0,20.095,0.04,18.577,4.809,4.809,0,3.571,0,0,0,7.671,0,0.0,6.662,5.807,3.755,3.755,4.662,4.662,0,0.0,4.671,4.671,4.671,0,0.029,6.88,3.327,3.327,3.327,2,4.726,0.0,11.698,11.698,11.698,45.954,7.118,7.118,0,6,5.807,23.158,6,3,0.0,18.718,11.292,2.059,1.0,2.282,0.0
7.119,1,2,1,1,2.398,0,2,1,180.76,1,2,1,37.085,4,84.735,20.07,0.215,18.541,4.81,4.81,1,3.507,3,2,2,7.32,0,6.917,6.465,37.085,3.478,3.478,4.663,4.663,0,0.672,4.673,4.673,4.673,0,0.022,4.776,3.327,3.327,3.327,2,4.024,0.0,11.699,11.699,11.699,31.278,7.118,7.118,2,5,39.133,23.142,5,2,6.605,18.726,12.42,2.004,0.83,2.085,4.595
6.538,0,0,0,1,2.398,2,1,0,86.36,0,1,1,5.807,5,76.74,20.345,0.078,18.855,4.803,4.803,0,3.617,0,0,2,7.663,0,3.653,6.661,5.807,4.287,4.287,4.661,4.661,1,0.0,4.663,4.663,4.663,0,0.041,4.728,3.383,3.383,3.383,1,4.036,0.0,11.915,11.915,11.915,0.0,7.148,7.148,1,17,22.47,23.369,17,2,6.88,19.189,12.289,2.082,1.0,2.017,4.727
7.721,0,0,0,0,0.0,0,0,2,103.88,0,1,0,5.807,0,0.0,20.595,0.125,19.046,4.962,4.962,0,3.352,0,2,0,7.835,0,0.0,6.754,5.807,4.087,4.087,4.754,4.754,0,0.0,4.835,4.835,4.835,0,0.031,4.741,3.539,3.539,3.539,1,3.847,0.0,13.556,13.556,13.556,0.0,7.556,7.556,0,6,5.807,23.716,6,4,0.0,21.638,9.603,2.055,1.0,2.075,0.0
7.699,0,0,0,0,0.0,4,0,0,178.21,0,2,0,11.615,0,0.0,20.782,-0.04,19.253,4.858,4.858,0,3.669,0,0,0,7.709,0,0.0,6.686,11.615,4.657,4.657,4.686,4.686,0,0.0,4.709,4.709,4.709,0,0.038,4.749,3.394,3.394,3.394,2,4.715,0.0,12.508,12.508,12.508,0.0,7.308,7.308,0,12,28.02,23.865,12,6,0.0,19.853,14.311,2.102,0.67,2.223,0.0
7.347,0,0,0,0,0.0,0,0,0,74.78,0,1,0,62.589,0,0.0,20.116,-0.029,18.583,4.841,4.841,0,2.687,0,2,0,7.695,0,0.0,6.726,5.807,3.393,3.393,4.726,4.726,0,0.0,4.695,4.695,4.695,0,0.064,10.695,3.368,3.368,3.368,2,4.731,0.0,12.334,12.334,12.334,56.782,7.285,7.285,0,6,5.807,23.203,6,4,0.0,19.398,7.899,2.041,1.0,1.406,0.0
7.155,1,0,0,1,2.398,0,0,3,170.05,1,2,1,38.027,3,45.05,19.95,0.272,18.427,4.817,4.817,3,2.949,3,3,2,7.27,0,0.0,6.657,38.027,3.445,3.445,5.232,5.232,0,0.0,4.632,4.632,4.632,0,0.025,4.748,3.349,3.349,3.349,2,3.898,0.0,11.767,11.767,11.767,32.22,7.13,7.13,1,5,5.807,23.006,5,0,6.823,18.98,9.085,1.876,0.83,1.605,4.727
7.161,1,1,1,1,2.398,0,1,1,159.0,0,2,0,37.085,2,36.908,20.535,0.189,19.003,4.883,4.883,1,3.4,2,2,0,7.779,1,3.877,6.693,37.085,4.257,4.257,4.693,4.693,1,0.856,4.779,4.779,4.779,2,0.022,4.79,3.419,3.419,3.419,2,4.156,71.629,12.57,12.57,12.57,31.278,7.32,7.32,2,11,22.593,23.626,9,1,6.862,20.105,10.291,1.971,0.83,2.556,4.727
7.886,0,0,0,0,0.0,0,0,4,120.6,0,1,2,5.807,1,0.0,20.336,-0.054,18.796,4.893,4.893,0,2.657,2,2,0,7.758,0,0.0,6.752,5.807,3.833,3.833,4.752,4.752,0,0.0,4.758,4.758,4.758,0,0.032,4.735,3.436,3.436,3.436,1,3.84,0.0,12.898,12.898,12.898,0.0,7.411,7.411,0,6,11.477,23.436,6,3,0.0,20.671,7.497,2.093,1.0,0.958,0.0
6.896,0,0,0,0,0.0,0,0,0,74.78,0,1,0,5.807,0,0.0,20.116,0.094,18.583,4.841,4.841,0,2.687,0,2,0,7.695,0,0.0,6.726,5.807,3.393,3.393,4.726,4.726,0,0.0,4.695,4.695,4.695,0,0.064,4.732,3.368,3.368,3.368,1,3.726,0.0,12.334,12.334,12.334,0.0,7.285,7.285,0,6,5.807,23.203,6,4,0.0,19.398,6.674,2.068,1.0,0.945,0.0
7.62,0,0,0,0,0.0,0,0,2,120.6,0,1,2,5.807,2,0.0,20.207,-0.054,18.682,4.847,4.847,0,2.656,0,2,0,7.704,0,0.0,6.728,5.807,3.885,3.885,4.728,4.728,0,0.0,4.704,4.704,4.704,0,0.056,4.733,3.376,3.376,3.376,1,3.869,0.0,12.362,12.362,12.362,0.0,7.29,7.29,2,6,11.477,23.279,6,3,0.0,19.538,7.585,2.088,1.0,0.936,0.0
7.26,0,0,0,0,0.0,1,0,0,178.21,0,2,0,11.615,0,0.0,20.938,-0.029,19.391,4.944,4.944,0,3.557,0,1,0,7.836,0,0.0,6.75,89.912,4.598,4.598,4.75,4.75,0,0.0,4.836,4.836,4.836,0,0.051,4.781,3.505,3.505,3.505,4,4.681,0.0,12.81,12.81,12.81,0.0,7.379,7.379,2,6,89.912,24.046,6,2,0.0,20.871,14.096,2.087,0.67,2.793,0.0
7.398,0,0,0,0,0.0,2,2,2,188.56,0,1,0,5.807,2,0.0,20.074,0.043,18.572,4.801,4.801,0,3.6,2,1,0,7.66,0,8.068,6.661,5.807,3.714,3.714,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.026,4.728,3.314,3.314,3.314,1,3.866,0.0,11.657,11.657,11.657,0.0,7.111,7.111,5,12,39.378,23.128,12,3,0.0,18.536,13.403,2.071,0.5,1.43,0.0
7.194,0,0,0,0,0.0,1,0,0,109.67,0,1,0,5.807,0,0.0,20.092,0.009,18.573,4.809,4.809,0,3.453,0,1,0,7.671,0,0.0,6.662,5.807,3.751,3.751,4.662,4.662,0,0.0,4.671,4.671,4.671,0,0.031,6.88,3.327,3.327,3.327,2,4.726,0.0,11.698,11.698,11.698,45.954,7.118,7.118,0,6,5.807,23.156,6,1,0.0,18.711,9.872,2.053,1.0,1.667,0.0
7.155,0,0,0,0,0.0,0,0,0,120.6,0,1,2,5.807,2,0.0,20.192,-0.054,18.67,4.842,4.842,0,2.687,0,2,4,7.697,0,0.0,6.726,5.807,3.895,3.895,4.726,4.726,0,0.0,4.697,4.697,4.697,0,0.063,4.732,3.369,3.369,3.369,1,3.877,0.0,12.335,12.335,12.335,0.0,7.286,7.286,3,6,11.477,23.261,6,4,0.0,19.411,7.573,2.087,1.0,0.84,0.0
6.91,0,0,0,0,0.0,0,0,0,103.88,0,1,0,5.807,0,0.0,20.144,0.031,18.61,4.854,4.854,0,3.009,2,1,0,7.704,0,0.0,6.69,5.807,3.437,3.437,4.69,4.69,0,0.0,4.704,4.704,4.704,0,0.044,4.736,3.389,3.389,3.389,1,3.741,0.0,12.497,12.497,12.497,0.0,7.307,7.307,2,6,5.807,23.234,6,4,0.0,19.816,8.513,2.073,1.0,1.368,0.0
7.215,0,0,0,0,0.0,1,0,0,164.22,0,2,0,11.615,0,0.0,20.789,-0.006,19.259,4.861,4.861,0,3.672,0,1,4,7.713,0,0.0,6.687,11.615,4.657,4.657,4.687,4.687,0,0.0,4.713,4.713,4.713,0,0.031,4.752,3.399,3.399,3.399,2,4.711,0.0,12.51,12.51,12.51,0.0,7.308,7.308,2,12,28.02,23.872,12,4,0.0,19.876,14.823,2.103,0.83,2.471,0.0
7.222,0,0,0,0,0.0,2,2,0,147.48,0,1,0,5.807,2,0.0,20.071,0.001,18.567,4.801,4.801,0,3.503,2,1,0,7.66,0,8.08,6.661,5.807,3.714,3.714,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.027,4.728,3.314,3.314,3.314,1,3.863,0.0,11.657,11.657,11.657,0.0,7.111,7.111,0,12,39.378,23.126,12,3,0.0,18.536,11.735,2.071,0.83,1.342,0.0
7.42,0,0,0,0,0.0,0,0,2,113.11,0,1,0,5.807,2,0.0,20.14,0.099,18.609,4.855,4.855,0,3.223,0,2,0,7.701,0,0.0,6.687,5.807,3.437,3.437,4.687,4.687,0,0.0,4.701,4.701,4.701,0,0.034,4.736,3.405,3.405,3.405,1,3.728,0.0,12.55,12.55,12.55,0.0,7.316,7.316,0,6,5.807,23.227,6,5,0.0,19.953,9.912,2.074,1.0,1.945,0.0
6.752,0,0,0,0,0.0,1,0,0,150.75,0,1,0,5.807,0,0.0,20.043,0.046,18.521,4.805,4.805,0,3.269,0,1,2,7.665,0,0.0,6.662,5.807,3.457,3.457,4.662,4.662,0,0.0,4.665,4.665,4.665,0,0.029,4.728,3.32,3.32,3.32,1,3.769,0.0,11.69,11.69,11.69,0.0,7.116,7.116,1,6,5.807,23.113,6,2,0.0,18.668,10.281,2.066,0.67,1.12,0.0
6.688,0,0,0,0,0.0,2,0,0,150.75,0,1,0,5.807,0,0.0,20.148,0.046,18.616,4.843,4.843,0,3.283,0,1,2,7.704,0,0.0,6.684,5.807,3.437,3.437,4.684,4.684,0,0.0,4.704,4.704,4.704,0,0.033,4.729,3.377,3.377,3.377,1,3.753,0.0,12.24,12.24,12.24,0.0,7.248,7.248,1,6,5.807,23.237,6,3,0.0,19.753,10.183,2.068,0.67,1.155,0.0
7.268,0,0,0,0,0.0,3,0,1,221.3,0,2,0,11.615,0,0.0,20.864,-0.042,19.32,4.916,4.916,1,3.631,0,2,0,7.804,0,0.0,6.743,50.764,4.598,4.598,4.743,4.743,0,0.0,4.804,4.804,4.804,0,0.055,4.777,3.464,3.464,3.464,3,4.681,0.0,12.54,12.54,12.54,0.0,7.322,7.322,2,6,50.764,23.966,6,4,0.0,20.196,14.693,2.096,0.5,2.373,0.0
7.678,0,0,0,0,0.0,0,0,0,74.78,0,1,0,5.807,0,0.0,20.535,-0.185,19.013,5.319,5.319,0,3.404,0,2,0,6.753,0,0.0,7.362,5.807,4.238,4.238,5.438,5.438,0,0.0,4.753,4.753,4.753,0,0.034,4.742,4.29,4.29,4.29,1,3.938,0.0,19.747,19.747,19.747,0.0,9.351,9.351,0,0,5.807,23.592,0,0,0.0,31.365,6.419,1.954,0.83,0.879,0.0
7.125,0,0,0,0,0.0,2,2,0,161.47,0,1,0,5.807,2,0.0,20.071,-0.023,18.567,4.801,4.801,1,3.469,2,1,0,7.66,0,7.955,6.661,5.807,3.714,3.714,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.028,4.728,3.314,3.314,3.314,1,3.862,0.0,11.657,11.657,11.657,0.0,7.111,7.111,0,12,39.378,23.126,12,3,0.0,18.536,11.354,2.071,0.67,1.304,0.0
7.086,0,0,0,0,0.0,2,0,0,123.66,0,1,0,5.807,0,0.0,20.025,-0.031,18.502,4.801,4.801,1,2.953,0,1,0,7.66,0,0.0,6.661,5.807,3.432,3.432,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.046,4.728,3.313,3.313,3.313,1,3.764,0.0,11.657,11.657,11.657,0.0,7.111,7.111,2,6,5.807,23.096,6,4,0.0,18.533,8.562,2.074,1.0,1.049,0.0
6.523,0,0,0,0,0.0,2,0,1,164.79,0,1,0,5.807,0,0.0,20.026,-0.038,18.504,4.801,4.801,1,3.37,0,3,0,7.66,0,0.0,6.661,5.807,3.432,3.432,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.037,4.728,3.313,3.313,3.313,1,3.755,0.0,11.657,11.657,11.657,0.0,7.111,7.111,2,6,23.696,23.096,6,4,0.0,18.533,10.244,2.064,0.67,1.053,0.0
6.745,0,0,0,0,0.0,0,0,0,117.87,0,1,0,5.807,0,0.0,20.144,0.012,18.61,4.854,4.854,1,2.99,2,1,0,7.704,0,0.0,6.69,5.807,3.436,3.436,4.69,4.69,0,0.0,4.704,4.704,4.704,0,0.04,4.736,3.389,3.389,3.389,1,3.741,0.0,12.497,12.497,12.497,0.0,7.306,7.306,2,6,5.807,23.234,6,4,0.0,19.81,8.132,2.073,1.0,1.282,0.0
7.456,1,2,1,1,2.398,0,2,2,204.77,1,2,1,37.085,2,58.272,20.069,0.262,18.54,4.81,4.81,1,3.265,3,3,2,7.32,0,6.764,6.451,37.085,3.48,3.48,4.663,4.663,0,0.633,4.673,4.673,4.673,0,0.027,4.776,3.327,3.327,3.327,2,4.024,0.0,11.699,11.699,11.699,31.278,7.118,7.118,3,5,39.133,23.141,5,0,6.605,18.726,10.631,1.883,0.67,1.279,4.595
7.638,1,1,1,1,2.398,0,1,2,168.23,0,2,0,37.085,4,46.803,20.538,0.167,19.006,4.883,4.883,1,3.424,2,3,2,7.779,1,3.963,6.693,37.085,4.26,4.26,4.693,4.693,1,0.907,4.779,4.779,4.779,2,0.02,4.79,3.419,3.419,3.419,2,4.158,88.174,12.57,12.57,12.57,31.278,7.32,7.32,1,11,22.593,23.628,9,0,6.862,20.105,11.194,1.98,0.83,2.759,4.727
6.824,0,0,0,0,0.0,0,0,1,146.97,0,1,0,5.807,0,0.0,20.145,0.011,18.612,4.854,4.854,1,3.297,2,2,2,7.704,0,0.0,6.69,5.807,3.437,3.437,4.69,4.69,0,0.0,4.704,4.704,4.704,0,0.036,4.736,3.389,3.389,3.389,1,3.742,0.0,12.497,12.497,12.497,0.0,7.307,7.307,2,6,5.807,23.234,6,4,0.0,19.817,9.815,2.073,0.83,1.44,0.0
7.119,0,0,0,0,0.0,2,0,0,123.66,0,1,0,5.807,0,0.0,20.025,-0.024,18.502,4.801,4.801,1,3.122,0,1,0,7.66,0,0.0,6.661,5.807,3.429,3.429,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.046,4.728,3.313,3.313,3.313,1,3.766,0.0,11.657,11.657,11.657,0.0,7.111,7.111,0,6,5.807,23.096,6,4,0.0,18.533,8.915,2.079,1.0,1.141,0.0
7.367,1,0,0,1,2.398,0,0,3,156.06,1,2,1,38.027,3,49.133,19.95,0.281,18.427,4.817,4.817,1,3.004,3,3,2,7.27,0,0.0,6.665,38.027,3.446,3.446,5.232,5.232,0,0.0,4.632,4.632,4.632,0,0.024,4.748,3.349,3.349,3.349,2,3.899,0.0,11.767,11.767,11.767,32.22,7.13,7.13,1,5,5.807,23.006,5,0,6.823,18.98,9.466,1.876,0.83,1.634,4.727
6.757,0,0,0,0,0.0,2,0,0,123.66,0,1,0,5.807,0,0.0,20.027,-0.031,18.504,4.801,4.801,1,2.774,0,1,0,7.66,0,0.0,6.661,5.807,3.459,3.459,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.043,4.728,3.313,3.313,3.313,1,3.761,0.0,11.657,11.657,11.657,0.0,7.111,7.111,0,6,5.807,23.097,6,2,0.0,18.535,8.22,2.065,1.0,0.913,0.0
7.155,0,0,0,0,0.0,1,0,0,109.67,0,1,0,62.589,0,0.0,20.092,0.003,18.573,4.809,4.809,0,3.459,0,1,0,7.671,0,0.0,6.662,5.807,3.751,3.751,4.662,4.662,0,0.0,4.671,4.671,4.671,0,0.031,10.695,3.327,3.327,3.327,2,4.727,0.0,11.698,11.698,11.698,56.782,7.118,7.118,0,6,5.807,23.156,6,1,0.0,18.711,10.242,2.051,1.0,1.898,0.0
6.854,0,0,0,0,0.0,0,0,4,150.14,0,1,2,5.807,5,0.0,20.426,0.076,18.904,4.934,4.934,0,3.505,1,2,5,7.76,0,0.0,6.727,5.807,4.092,4.092,4.727,4.727,0,0.0,4.76,4.76,4.76,0,0.034,4.742,3.518,3.518,3.518,1,3.953,0.0,13.636,13.636,13.636,0.0,7.669,7.669,1,12,11.477,23.509,12,0,0.0,21.676,12.9,2.102,0.83,2.596,0.0
7.31,0,0,0,0,0.0,0,0,4,140.91,0,1,2,5.807,3,0.0,20.791,0.048,19.249,5.019,5.019,0,3.506,1,2,5,7.876,0,0.0,6.789,5.807,4.127,4.127,4.789,4.789,0,0.0,4.876,4.876,4.876,0,0.03,4.747,3.616,3.616,3.616,1,3.953,0.0,14.335,14.335,14.335,0.0,7.806,7.806,1,12,11.477,23.906,12,0,0.0,22.874,12.109,2.094,0.83,2.637,0.0
6.921,0,0,0,0,0.0,0,0,4,140.91,0,1,2,5.807,3,0.0,20.601,0.189,19.069,5.278,5.278,0,3.512,1,2,5,7.809,0,0.0,7.441,5.807,4.094,4.094,5.441,5.441,0,0.0,4.809,4.809,4.809,0,0.036,4.752,4.175,4.175,4.175,1,3.953,0.0,18.849,18.849,18.849,0.0,9.162,9.162,1,6,11.477,23.69,6,0,0.0,29.876,11.05,2.084,0.67,2.251,0.0
7.824,1,1,1,1,2.398,0,1,3,186.09,0,2,0,37.085,2,50.074,20.537,0.242,19.006,4.883,4.883,0,3.438,2,2,0,7.779,1,3.917,6.693,37.085,4.257,4.257,4.693,4.693,1,0.831,4.779,4.779,4.779,2,0.025,4.79,3.42,3.42,3.42,2,4.157,97.139,12.571,12.571,12.571,31.278,7.32,7.32,6,11,22.593,23.627,9,1,6.862,20.116,12.34,1.971,0.83,2.741,4.727
7.149,0,0,0,0,0.0,2,0,0,150.75,0,1,0,5.807,0,0.0,20.029,0.035,18.508,4.801,4.801,0,3.322,0,1,0,7.66,0,0.0,6.661,5.807,3.432,3.432,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.034,4.728,3.313,3.313,3.313,1,3.773,0.0,11.657,11.657,11.657,0.0,7.111,7.111,2,6,5.807,23.097,6,4,0.0,18.533,10.61,2.074,0.67,1.202,0.0
7.222,0,0,0,0,0.0,3,0,0,192.2,0,2,0,11.615,0,0.0,20.863,-0.066,19.319,4.916,4.916,1,3.529,0,1,0,7.804,0,0.0,6.743,50.764,4.598,4.598,4.743,4.743,0,0.0,4.804,4.804,4.804,0,0.066,4.777,3.464,3.464,3.464,3,4.681,0.0,12.54,12.54,12.54,0.0,7.322,7.322,2,6,50.764,23.966,6,4,0.0,20.196,13.011,2.096,0.67,2.232,0.0
7.26,1,2,1,1,2.398,0,2,1,177.68,1,2,1,37.085,2,41.75,20.065,0.199,18.534,4.81,4.81,2,2.72,3,3,2,7.32,0,6.667,6.449,37.085,3.477,3.477,4.663,4.663,0,0.661,4.673,4.673,4.673,0,0.033,4.776,3.327,3.327,3.327,2,4.023,0.0,11.699,11.699,11.699,31.278,7.118,7.118,1,5,39.133,23.139,5,0,6.605,18.726,8.582,1.87,0.83,1.161,4.595
6.523,0,0,0,0,0.0,2,0,0,135.69,0,1,0,5.807,0,0.0,20.025,-0.046,18.502,4.801,4.801,1,2.899,0,2,0,7.66,0,0.0,6.661,5.807,3.432,3.432,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.046,4.728,3.313,3.313,3.313,1,3.748,0.0,11.657,11.657,11.657,0.0,7.111,7.111,2,6,23.696,23.096,6,4,0.0,18.533,8.562,2.064,0.83,0.909,0.0
6.629,0,0,0,0,0.0,1,0,1,152.76,0,1,0,5.807,0,0.0,20.041,-0.024,18.518,4.805,4.805,1,3.327,0,2,2,7.665,0,0.0,6.662,5.807,3.455,3.455,4.662,4.662,0,0.0,4.665,4.665,4.665,0,0.026,4.728,3.32,3.32,3.32,1,3.765,0.0,11.69,11.69,11.69,0.0,7.116,7.116,1,6,5.807,23.112,6,2,0.0,18.667,9.914,2.066,0.67,1.137,0.0
7.347,1,2,1,1,2.398,0,2,2,206.78,1,2,1,37.085,2,58.443,20.067,0.195,18.537,4.81,4.81,2,3.33,3,4,3,7.32,0,6.695,6.45,37.085,3.478,3.478,4.663,4.663,0,0.604,4.673,4.673,4.673,0,0.024,4.776,3.327,3.327,3.327,2,4.024,0.0,11.699,11.699,11.699,31.278,7.118,7.118,1,5,39.133,23.14,5,0,6.605,18.726,10.265,1.873,0.67,1.298,4.595
8.222,1,2,1,1,2.398,0,2,2,218.24,1,3,1,42.893,2,83.223,20.801,0.124,19.268,4.864,4.864,1,3.76,4,3,4,7.717,0,6.731,6.687,42.893,4.661,4.661,4.687,4.687,0,0.489,4.717,4.717,4.717,0,0.03,4.796,3.402,3.402,3.402,3,4.717,0.0,12.511,12.511,12.511,31.278,7.309,7.309,2,11,61.346,23.885,11,2,6.605,19.873,15.174,2.066,0.67,2.825,4.595
7.222,0,0,0,0,0.0,1,0,1,207.31,0,2,0,11.615,0,0.0,20.789,-0.021,19.26,4.861,4.861,1,3.676,0,2,4,7.713,0,0.0,6.687,11.615,4.657,4.657,4.687,4.687,0,0.0,4.713,4.713,4.713,0,0.028,4.752,3.399,3.399,3.399,2,4.711,0.0,12.51,12.51,12.51,0.0,7.308,7.308,2,12,28.02,23.872,12,4,0.0,19.876,16.125,2.103,0.5,2.574,0.0
7.301,0,0,0,0,0.0,3,0,0,178.21,0,2,0,11.615,0,0.0,20.863,-0.027,19.319,4.916,4.916,0,3.557,0,1,0,7.804,0,0.0,6.743,50.764,4.598,4.598,4.743,4.743,0,0.0,4.804,4.804,4.804,0,0.063,4.777,3.464,3.464,3.464,3,4.681,0.0,12.54,12.54,12.54,0.0,7.322,7.322,2,6,50.764,23.966,6,4,0.0,20.196,13.391,2.096,0.67,2.269,0.0
7.194,0,0,0,0,0.0,2,0,0,150.75,0,1,0,5.807,0,0.0,20.028,0.033,18.507,4.801,4.801,0,3.37,0,1,0,7.66,0,0.0,6.661,5.807,3.429,3.429,4.661,4.661,0,0.0,4.66,4.66,4.66,0,0.037,4.728,3.313,3.313,3.313,1,3.772,0.0,11.657,11.657,11.657,0.0,7.111,7.111,0,6,5.807,23.097,6,4,0.0,18.533,10.964,2.079,0.67,1.291,0.0
6.699,0,0,0,0,0.0,0,0,2,95.09,0,1,0,5.807,2,0.0,20.545,0.19,19.006,5.282,5.282,0,3.571,0,2,0,7.814,0,0.0,7.442,44.956,3.948,3.948,5.442,5.442,0,0.0,4.814,4.814,4.814,0,0.037,4.752,4.177,4.177,4.177,2,4.001,0.0,18.866,18.866,18.866,0.0,9.164,9.164,0,6,44.956,23.649,6,1,0.0,29.914,10.876,2.055,0.83,2.485,0.0
6.699,0,0,0,0,0.0,0,0,2,140.91,0,1,2,5.807,4,0.0,20.58,0.242,19.047,5.282,5.282,0,3.585,0,2,2,7.814,0,0.0,7.442,5.807,3.957,3.957,5.442,5.442,0,0.0,4.814,4.814,4.814,0,0.038,4.752,4.177,4.177,4.177,1,3.945,0.0,18.866,18.866,18.866,0.0,9.164,9.164,0,6,11.477,23.674,6,1,0.0,29.914,11.508,2.083,0.67,2.396,0.0
