pXC50,N.,nH,Si,nAT,Se,nN,nBT,H.,Sp,AMW,nCsp3,Sv,Mp,nAB,RBN,RBF,Mv,Me,nDB,nBM,nHet,nC
6.863,4.3,18,52.156,47,47.582,2,50,38.3,32.921,8.222,2,32.116,0.7,22,6,0.12,0.683,1.012,2,24,6,23
5.128,0.0,42,78.347,69,67.538,0,69,60.9,41.353,5.488,19,37.207,0.599,0,17,0.246,0.539,0.979,3,3,3,24
4.301,3.6,28,61.813,55,54.345,2,57,50.9,35.819,6.628,8,33.321,0.651,16,9,0.158,0.606,0.988,1,17,4,23
4.0,3.1,38,73.68,65,63.436,2,66,58.5,40.171,5.702,16,36.24,0.618,10,16,0.242,0.558,0.976,1,11,3,24
5.432,1.5,37,74.391,66,64.661,1,66,56.1,41.62,5.995,11,37.933,0.631,6,15,0.227,0.575,0.98,5,11,3,26
4.301,6.1,21,54.651,49,48.912,3,52,42.9,33.779,7.581,2,32.235,0.689,22,5,0.096,0.658,0.998,1,23,5,23
4.301,5.4,25,62.69,56,56.007,3,59,44.6,37.756,7.42,4,36.003,0.674,22,8,0.136,0.643,1.0,1,23,6,25
4.301,2.6,44,88.344,78,76.741,2,79,56.4,48.364,6.01,16,44.25,0.62,10,19,0.241,0.567,0.984,3,13,5,29
5.699,1.5,39,76.806,68,66.545,1,69,57.4,42.381,5.848,16,38.46,0.623,10,16,0.232,0.566,0.979,2,12,3,26
7.328,3.2,35,70.057,62,60.61,2,62,56.5,39.029,5.929,11,35.45,0.629,6,14,0.226,0.572,0.978,5,11,3,24
4.301,15.8,14,42.86,38,38.473,6,40,36.8,26.534,8.378,2,25.95,0.698,17,5,0.125,0.683,1.012,1,19,7,17
7.301,7.4,12,30.491,27,27.276,2,28,44.4,17.727,7.565,4,17.106,0.657,10,4,0.143,0.634,1.01,1,11,4,11
5.432,6.6,36,69.846,61,59.872,4,61,59.0,36.66,5.715,16,33.229,0.601,5,16,0.262,0.545,0.982,2,7,5,20
4.301,10.5,16,42.694,38,38.036,4,40,42.1,26.046,7.694,3,24.961,0.685,17,5,0.125,0.657,1.001,1,18,5,17
4.301,11.9,17,47.402,42,42.465,5,44,40.5,28.506,7.986,3,27.697,0.679,17,6,0.136,0.659,1.011,2,19,7,18
4.0,1.7,35,66.686,59,57.527,1,59,59.3,37.052,5.926,15,32.879,0.628,5,16,0.271,0.557,0.975,2,7,3,21
4.301,10.5,16,42.694,38,38.036,4,40,42.1,26.046,7.694,3,24.961,0.685,17,5,0.125,0.657,1.001,1,18,5,17
4.301,11.6,19,48.607,43,43.022,5,45,44.2,28.813,7.475,4,27.509,0.67,17,5,0.111,0.64,1.001,1,18,6,18
4.301,14.7,13,38.152,34,34.043,5,36,38.2,24.074,8.098,2,23.214,0.708,17,4,0.111,0.683,1.001,0,18,5,16
6.886,3.3,36,69.264,61,59.552,2,61,59.0,37.41,5.649,15,33.713,0.613,6,16,0.262,0.553,0.976,2,8,3,22
9.097,2.3,16,48.882,43,44.574,1,45,37.2,29.034,8.73,4,29.057,0.675,17,7,0.156,0.676,1.037,1,18,7,20
7.959,4.5,18,49.156,44,44.582,2,46,40.9,29.921,7.964,3,29.116,0.68,17,7,0.152,0.662,1.013,2,19,6,20
8.444,4.3,20,52.571,47,47.465,2,49,42.6,31.682,7.754,4,30.643,0.674,17,8,0.163,0.652,1.01,2,19,6,21
9.252,6.0,19,55.445,50,50.356,3,53,38.0,35.472,8.189,3,34.423,0.709,23,8,0.151,0.688,1.007,1,25,6,25
7.301,12.0,18,55.9,50,50.567,6,54,36.0,35.512,8.45,2,34.719,0.71,28,7,0.13,0.694,1.011,1,29,8,24
8.824,2.4,17,46.658,42,42.48,1,44,40.5,28.915,7.985,3,28.095,0.688,17,7,0.159,0.669,1.011,2,19,5,20
8.398,2.8,14,39.544,36,36.011,1,38,38.9,27.904,11.201,2,25.455,0.775,17,5,0.132,0.707,1.0,1,18,4,18
7.854,4.2,18,53.156,48,48.582,2,51,37.5,33.921,8.301,2,33.116,0.707,23,7,0.137,0.69,1.012,2,25,6,24
8.097,2.4,14,46.467,41,42.691,1,43,34.1,28.273,9.106,3,28.53,0.69,17,6,0.14,0.696,1.041,2,19,7,20
5.0,1.6,31,68.355,61,60.338,1,63,50.8,39.79,6.649,10,37.068,0.652,16,13,0.206,0.608,0.989,2,18,4,26
5.921,5.9,30,76.228,68,68.203,4,72,44.1,45.739,7.509,8,43.793,0.673,23,9,0.125,0.644,1.003,2,25,8,30
9.42,4.4,18,49.946,45,45.254,2,48,40.0,31.466,7.965,3,30.402,0.699,22,7,0.146,0.676,1.006,1,23,5,22
7.553,4.7,27,71.235,64,64.294,3,68,42.2,44.62,8.026,7,42.432,0.697,23,9,0.132,0.663,1.005,2,25,8,29
7.886,3.8,20,57.78,52,52.793,2,55,38.5,36.136,8.24,3,35.358,0.695,23,9,0.164,0.68,1.015,2,25,7,25
8.538,6.5,17,50.82,46,46.145,3,49,37.0,33.256,8.249,2,32.181,0.723,23,6,0.122,0.7,1.003,1,25,5,24
7.481,4.1,18,54.365,49,49.909,2,52,36.7,34.375,8.458,2,33.831,0.702,23,8,0.154,0.69,1.019,2,25,7,24
7.495,4.2,33,81.189,72,72.851,3,75,45.8,46.62,7.44,12,44.97,0.647,17,11,0.147,0.625,1.012,3,20,10,29
8.046,4.3,31,77.145,69,68.985,3,73,44.9,46.495,7.386,9,44.299,0.674,23,10,0.137,0.642,1.0,2,25,7,31
4.62,1.5,39,76.806,68,66.545,1,68,57.4,42.381,5.848,13,38.46,0.623,5,16,0.235,0.566,0.979,5,10,3,26
6.423,0.0,15,36.965,32,32.818,0,32,46.9,20.12,7.634,6,19.606,0.629,6,6,0.188,0.613,1.026,1,7,4,13
8.0,2.7,14,40.754,37,37.338,1,39,37.8,28.358,11.331,2,26.17,0.766,17,6,0.154,0.707,1.009,1,18,5,18
5.3,1.7,37,66.391,58,56.661,1,57,63.8,33.62,5.165,17,29.933,0.58,0,16,0.281,0.516,0.977,1,1,3,18
4.431,1.4,41,80.221,71,69.428,1,72,57.7,44.143,5.798,17,39.987,0.622,10,16,0.222,0.563,0.978,2,12,3,27
5.467,0.0,29,60.291,52,52.658,0,52,55.8,30.358,6.509,16,28.723,0.584,0,11,0.212,0.552,1.013,1,1,6,17
5.266,2.8,19,40.654,36,35.709,1,37,52.8,22.767,6.482,7,21.192,0.632,6,3,0.081,0.589,0.992,1,7,3,14
7.092,0.0,33,64.702,56,55.77,0,55,58.9,32.972,5.974,16,30.347,0.589,0,15,0.273,0.542,0.996,2,2,4,19
6.921,5.3,16,42.322,38,38.043,2,40,42.1,26.25,7.694,3,25.16,0.691,17,6,0.15,0.662,1.001,1,18,4,18
4.679,0.0,46,88.387,78,76.632,0,78,59.0,47.33,5.727,19,42.976,0.607,0,18,0.231,0.551,0.982,5,5,4,28
7.745,2.9,38,76.889,68,66.763,2,69,55.9,42.626,6.039,15,38.955,0.627,11,17,0.246,0.573,0.982,2,13,4,26
7.959,4.5,22,49.567,44,43.694,2,45,50.0,28.534,6.782,7,26.74,0.649,11,10,0.222,0.608,0.993,2,13,4,18
6.495,1.4,39,77.806,69,67.545,1,70,56.5,43.381,5.937,15,39.46,0.629,11,17,0.243,0.572,0.979,2,13,3,27
4.602,1.4,43,82.846,73,71.639,1,74,58.9,44.359,5.722,19,40.229,0.608,6,18,0.243,0.551,0.981,1,7,4,26
9.126,4.5,20,49.362,44,44.138,2,46,45.5,29.228,7.373,6,27.928,0.664,16,9,0.196,0.635,1.003,1,17,5,19
5.097,1.5,37,74.52,66,65.065,1,67,56.1,41.722,6.359,15,37.835,0.632,10,17,0.254,0.573,0.986,2,12,5,24
7.721,3.8,24,59.321,53,53.309,2,55,45.3,35.853,7.784,7,33.884,0.676,17,10,0.182,0.639,1.006,3,20,7,22
6.553,7.1,17,46.82,42,42.145,3,44,40.5,29.256,7.89,4,28.181,0.697,17,6,0.136,0.671,1.003,1,19,5,20
8.886,4.1,20,54.362,49,49.138,2,52,40.8,34.228,7.846,3,32.928,0.699,23,8,0.154,0.672,1.003,1,24,5,24
7.796,4.3,17,52.171,46,47.349,2,48,37.0,31.586,8.661,5,31.364,0.687,17,6,0.125,0.682,1.029,1,19,7,22
7.523,4.1,20,54.571,49,49.465,2,51,40.8,33.682,7.928,5,32.643,0.687,17,8,0.157,0.666,1.009,2,20,6,23
7.201,2.3,21,48.069,43,42.592,1,45,48.8,28.529,6.87,6,26.719,0.663,12,4,0.089,0.621,0.991,1,13,3,19
4.523,1.5,37,73.391,65,63.661,1,65,56.9,40.62,5.902,12,36.933,0.625,5,16,0.246,0.568,0.979,5,10,3,25
7.398,6.1,23,55.066,49,48.796,3,51,46.9,32.54,7.132,6,30.762,0.664,17,9,0.176,0.628,0.996,1,18,5,21
8.585,3.8,24,58.983,53,52.578,2,56,45.3,36.296,7.255,6,34.267,0.685,22,9,0.161,0.647,0.992,1,23,4,25
6.222,4.0,22,55.986,50,50.349,2,52,44.0,33.443,7.569,6,32.17,0.669,17,10,0.192,0.643,1.007,2,19,6,22
6.489,2.8,36,80.102,71,70.861,2,73,50.7,45.228,6.77,12,42.572,0.637,12,15,0.205,0.6,0.998,3,15,7,28
4.301,7.8,25,57.714,51,50.778,4,53,49.0,33.711,7.313,8,31.423,0.661,12,3,0.057,0.616,0.996,1,13,6,20
6.301,2.7,15,41.033,37,37.269,1,39,40.5,25.699,7.928,2,24.853,0.695,17,6,0.154,0.672,1.007,1,18,4,18
7.444,4.7,17,48.077,43,43.44,2,45,39.5,29.949,8.102,4,29.07,0.696,17,6,0.133,0.676,1.01,1,19,5,21
8.569,4.3,21,52.511,47,47.018,2,49,44.7,32.392,7.849,6,30.568,0.689,17,9,0.184,0.65,1.0,1,18,5,21
4.523,2.6,19,43.365,39,38.458,1,41,48.7,26.961,7.319,6,24.665,0.691,11,3,0.073,0.632,0.986,1,12,3,17
4.301,1.0,57,116.38,103,101.806,1,105,55.3,64.052,6.174,24,59.061,0.622,12,26,0.248,0.573,0.988,3,15,7,39
7.569,4.5,20,48.783,44,43.636,2,46,45.5,31.614,8.103,6,28.873,0.718,16,9,0.196,0.656,0.992,1,17,5,19
7.041,7.3,22,61.198,55,55.494,4,59,40.0,39.534,8.703,5,37.345,0.719,22,5,0.085,0.679,1.009,3,25,9,24
6.949,2.6,19,43.654,39,38.709,1,40,48.7,25.767,6.907,4,24.192,0.661,12,6,0.15,0.62,0.993,1,13,3,17
5.602,0.0,35,71.117,62,61.654,0,62,56.5,37.734,6.203,16,34.874,0.609,6,15,0.242,0.562,0.994,1,7,4,23
5.177,1.7,36,66.902,59,57.403,1,58,61.0,37.824,7.347,15,32.535,0.641,0,15,0.259,0.551,0.973,3,3,3,20
8.523,2.6,18,42.496,38,37.938,1,39,47.4,26.12,8.849,6,24.217,0.687,11,8,0.205,0.637,0.998,1,12,4,16
7.47,2.5,19,44.654,40,39.709,1,42,47.5,26.767,7.034,5,25.192,0.669,12,4,0.095,0.63,0.993,1,13,3,18
8.398,5.4,18,41.737,37,36.927,2,38,48.6,24.012,6.982,6,22.687,0.649,11,8,0.211,0.613,0.998,1,12,4,15
6.759,2.7,15,41.033,37,37.269,1,39,40.5,25.699,7.928,1,24.853,0.695,17,5,0.128,0.672,1.007,1,18,4,18
9.0,4.7,20,48.282,43,43.214,2,44,46.5,28.875,7.732,7,27.116,0.672,11,10,0.227,0.631,1.005,2,13,6,17
6.159,2.9,15,37.824,34,33.942,1,35,44.1,23.245,7.451,1,22.139,0.684,12,5,0.143,0.651,0.998,2,14,3,16
4.301,1.0,59,115.796,102,100.69,1,103,57.8,61.813,5.902,27,56.587,0.606,6,26,0.252,0.555,0.987,3,9,7,36
7.269,2.7,17,41.239,37,36.825,1,39,45.9,25.006,7.226,4,23.665,0.676,12,4,0.103,0.64,0.995,1,13,3,17
5.51,2.1,19,51.654,47,46.709,1,50,40.4,33.767,7.776,0,32.192,0.718,24,5,0.1,0.685,0.994,1,25,3,25
7.745,10.0,20,45.524,40,39.803,4,41,50.0,25.569,6.81,7,24.015,0.639,11,8,0.195,0.6,0.995,1,12,5,15
7.602,25.0,12,41.455,36,37.407,9,37,33.3,26.142,12.256,3,24.993,0.726,11,4,0.108,0.694,1.039,4,15,12,12
8.432,11.5,26,59.561,52,52.101,6,53,50.0,32.557,6.894,9,30.826,0.626,11,9,0.17,0.593,1.002,2,13,8,18
4.301,1.0,59,115.796,102,100.69,1,103,57.8,61.813,5.902,27,56.587,0.606,6,26,0.252,0.555,0.987,3,9,7,36
7.854,0.0,13,32.855,30,29.727,0,31,43.3,21.58,7.469,0,31.873,0.719,12,3,0.097,0.638,0.991,1,13,3,14
5.523,5.0,20,44.943,40,39.483,2,41,50.0,26.319,6.71,6,24.499,0.658,12,8,0.195,0.612,0.987,1,13,3,17
6.111,10.8,18,42.109,37,36.92,4,38,48.6,23.807,6.983,6,22.488,0.643,11,8,0.211,0.608,0.998,1,12,5,14
4.301,1.2,51,96.925,85,83.828,1,85,60.0,50.313,5.668,25,45.765,0.592,0,22,0.259,0.538,0.986,3,3,6,28
4.301,1.2,53,98.131,86,84.385,1,86,61.6,50.62,5.44,26,45.577,0.589,0,22,0.256,0.53,0.981,2,2,5,28
6.284,5.4,18,41.657,37,37.003,2,38,48.6,24.659,7.525,6,22.874,0.666,6,6,0.158,0.618,1.0,2,8,5,14
4.301,1.1,51,102.135,90,89.156,1,91,56.7,54.768,6.065,23,50.48,0.609,6,24,0.264,0.561,0.991,3,9,7,32
4.983,0.0,52,95.633,84,82.283,0,84,61.9,49.614,5.39,26,44.556,0.591,0,22,0.262,0.53,0.98,2,2,4,28
4.301,1.1,53,100.341,88,86.712,1,88,60.2,52.075,5.634,26,47.292,0.592,0,23,0.261,0.537,0.985,3,3,6,29
4.301,1.0,61,115.211,101,99.574,1,101,60.4,59.575,5.623,30,54.114,0.59,0,25,0.248,0.536,0.986,3,3,7,33
5.523,1.3,45,86.68,76,75.178,1,76,59.2,45.029,5.786,22,41.185,0.592,0,21,0.276,0.542,0.989,3,3,6,25
4.301,1.3,47,90.095,79,78.061,1,79,59.5,46.79,5.744,23,42.712,0.592,0,21,0.266,0.541,0.988,3,3,6,26
4.301,0.0,42,76.347,67,65.538,0,67,62.7,39.353,5.293,21,35.207,0.587,0,17,0.254,0.525,0.978,1,1,3,22
8.26,12.8,18,52.82,47,47.643,6,51,38.3,33.159,8.649,4,31.906,0.706,21,3,0.059,0.679,1.014,1,22,9,20
7.149,5.3,23,63.245,57,57.68,3,61,40.4,41.392,9.012,6,38.753,0.726,21,6,0.098,0.68,1.012,3,24,10,24
8.77,5.3,23,63.245,57,57.68,3,61,40.4,41.392,9.012,6,38.753,0.726,21,6,0.098,0.68,1.012,3,24,10,24
7.796,5.3,25,63.241,57,56.909,3,61,43.9,41.245,8.486,7,37.85,0.724,21,6,0.098,0.664,0.998,2,23,8,24
7.678,5.4,23,62.115,56,56.276,3,60,41.1,40.29,8.529,5,37.851,0.719,22,5,0.083,0.676,1.005,3,25,8,25
7.721,4.9,25,67.66,61,61.563,3,65,41.0,44.154,8.848,6,41.279,0.724,22,7,0.108,0.677,1.009,3,25,10,26
7.469,11.1,19,50.527,45,45.098,5,48,42.2,31.461,8.122,4,29.697,0.699,17,3,0.063,0.66,1.002,1,18,7,19
7.187,2.1,23,53.484,48,47.476,1,50,47.9,32.29,6.947,6,30.246,0.673,17,9,0.18,0.63,0.989,1,18,3,22
6.301,2.4,19,46.073,41,41.363,1,42,46.3,26.676,7.35,6,25.622,0.651,11,9,0.214,0.625,1.009,2,13,5,17
7.745,5.4,23,62.035,56,56.353,3,60,41.1,40.938,8.888,6,38.038,0.731,21,5,0.083,0.679,1.006,3,24,9,24
8.796,4.8,20,47.362,42,42.138,2,43,47.6,27.228,7.152,6,25.928,0.648,11,9,0.209,0.617,1.003,2,13,5,17
8.745,4.4,22,50.777,45,45.022,2,46,48.9,28.989,6.987,7,27.455,0.644,11,9,0.196,0.61,1.0,2,13,5,18
7.187,5.7,21,58.62,53,53.469,3,57,39.6,39.176,9.126,5,36.511,0.739,21,5,0.088,0.689,1.009,3,24,9,23
5.0,5.1,25,65.45,59,59.236,3,63,42.4,42.699,8.674,7,39.565,0.724,21,6,0.095,0.671,1.004,3,24,9,25
7.854,5.7,20,58.564,53,53.793,3,57,37.7,40.034,9.776,5,37.339,0.755,21,5,0.088,0.705,1.015,3,24,10,23
7.854,6.1,21,55.069,49,49.567,3,51,42.9,32.688,7.744,6,31.665,0.667,17,10,0.196,0.646,1.012,2,19,7,21
7.26,2.5,19,44.863,40,40.036,1,41,47.5,26.222,7.134,6,24.907,0.656,11,9,0.22,0.623,1.001,2,13,4,17
7.538,2.4,21,46.989,42,41.669,1,43,50.0,28.176,7.225,7,25.906,0.671,11,9,0.209,0.617,0.992,1,12,4,17
6.328,2.3,18,49.298,43,44.458,1,44,41.9,27.796,8.218,7,27.584,0.646,11,9,0.205,0.641,1.034,2,13,7,18
7.328,10.2,21,55.152,49,49.309,5,52,42.9,33.676,8.072,5,31.938,0.687,17,4,0.077,0.652,1.006,1,18,8,20
7.824,5.7,21,58.62,53,53.469,3,57,39.6,39.176,9.126,5,36.511,0.739,21,5,0.088,0.689,1.009,3,24,9,23
5.0,5.4,23,62.035,56,56.353,3,60,41.1,40.938,8.888,6,38.038,0.731,21,5,0.083,0.679,1.006,3,24,9,24
8.469,2.3,21,49.488,44,44.247,1,45,47.7,28.438,7.168,7,27.149,0.646,11,10,0.222,0.617,1.006,2,13,5,18
7.523,4.3,22,52.567,47,46.694,2,49,46.8,31.534,7.116,6,29.74,0.671,17,9,0.184,0.633,0.993,1,18,4,21
8.699,2.3,21,48.279,43,42.92,1,44,48.8,27.983,6.963,7,26.434,0.651,11,9,0.205,0.615,0.998,2,13,4,18
6.398,2.4,18,47.088,41,42.131,1,42,43.9,26.341,7.936,7,25.869,0.642,11,8,0.19,0.631,1.028,1,12,6,17
5.896,10.4,21,53.943,48,47.982,5,51,43.8,33.222,7.907,5,31.223,0.692,17,3,0.059,0.65,1.0,1,18,7,20
6.456,11.1,18,50.471,45,45.422,5,48,40.0,32.318,8.888,4,30.524,0.718,17,3,0.063,0.678,1.009,1,18,8,19
6.788,11.1,18,50.471,45,45.422,5,48,40.0,32.318,8.888,4,30.524,0.718,17,3,0.063,0.678,1.009,1,18,8,19
7.738,11.1,18,50.471,45,45.422,5,48,40.0,32.318,8.888,4,30.524,0.718,17,3,0.063,0.678,1.009,1,18,8,19
7.076,10.2,21,55.152,49,49.309,5,52,42.9,33.676,8.072,5,31.938,0.687,17,4,0.077,0.652,1.006,1,18,8,20
8.187,2.6,18,42.375,38,37.778,1,39,47.4,27.426,10.086,6,24.509,0.722,11,8,0.205,0.645,0.994,1,12,4,16
6.284,2.4,21,46.069,41,40.592,1,42,51.2,26.529,6.619,7,24.719,0.647,11,8,0.19,0.603,0.99,1,12,3,17
7.745,4.3,22,52.567,47,46.694,2,49,46.8,31.534,7.116,6,29.74,0.671,17,9,0.184,0.633,0.993,1,18,4,21
7.699,5.1,18,43.737,39,38.927,2,40,46.2,26.012,7.24,6,24.687,0.667,11,8,0.2,0.633,0.998,1,13,4,17
8.398,2.6,18,42.598,38,38.033,1,39,47.4,25.625,7.679,6,24.02,0.674,11,8,0.205,0.632,1.001,1,12,4,16
7.357,5.3,22,62.979,57,57.676,3,61,38.6,42.796,9.547,5,39.865,0.751,22,6,0.098,0.699,1.012,3,25,10,25
6.963,5.5,25,61.53,55,55.16,3,58,45.5,38.051,8.066,8,35.378,0.692,16,5,0.086,0.643,1.003,3,19,8,22
6.629,5.4,23,62.325,56,56.603,3,60,41.1,39.744,8.601,6,37.566,0.71,21,5,0.083,0.671,1.011,3,24,9,24
7.456,4.2,24,54.192,48,47.905,2,49,50.0,30.75,6.843,8,28.982,0.641,11,9,0.184,0.604,0.998,2,13,5,19
5.0,7.0,24,63.613,57,57.378,4,61,42.1,40.296,8.433,6,37.872,0.707,21,5,0.082,0.664,1.007,3,24,9,24
5.602,6.1,19,54.654,49,49.683,3,52,38.8,33.926,8.193,3,33.138,0.692,23,7,0.135,0.676,1.014,1,24,7,23
8.796,4.5,20,49.072,44,43.887,2,46,45.5,30.421,7.738,6,28.401,0.691,16,9,0.196,0.645,0.997,1,17,5,19
7.642,6.1,21,55.069,49,49.567,3,51,42.9,32.688,7.744,6,31.665,0.667,17,10,0.196,0.646,1.012,2,19,7,21
4.523,8.0,24,56.355,50,49.571,4,52,48.0,33.091,6.97,7,31.068,0.662,17,9,0.173,0.621,0.991,1,18,5,21
4.523,8.0,24,56.355,50,49.571,4,52,48.0,33.091,6.97,7,31.068,0.662,17,9,0.173,0.621,0.991,1,18,5,21
7.796,8.5,22,52.939,47,46.687,4,49,46.8,31.33,7.116,6,29.542,0.667,17,9,0.184,0.629,0.993,1,18,5,20
8.0,10.0,20,45.524,40,39.803,4,41,50.0,25.569,6.81,7,24.015,0.639,11,8,0.195,0.6,0.995,1,12,5,15
8.301,3.1,36,73.683,65,64.207,2,66,55.4,40.319,6.163,15,37.143,0.62,10,17,0.258,0.571,0.988,2,12,5,24
7.432,6.5,20,51.203,46,45.891,3,48,43.5,33.324,9.357,6,30.733,0.724,17,9,0.188,0.668,0.998,1,18,6,20
6.409,8.0,22,55.939,50,49.687,4,52,44.0,34.33,7.41,6,32.542,0.687,18,9,0.173,0.651,0.994,1,20,5,23
8.097,3.1,36,73.394,65,63.956,2,66,55.4,41.512,6.411,15,37.615,0.639,10,17,0.258,0.579,0.984,2,12,5,24
6.77,3.4,34,65.769,58,56.745,2,58,58.6,36.296,6.045,15,32.374,0.626,5,16,0.276,0.558,0.978,2,7,4,20
7.699,4.5,37,75.683,67,65.73,3,68,55.2,43.063,6.384,15,38.922,0.643,11,17,0.25,0.581,0.981,2,13,5,25
8.741,10.9,21,52.023,46,45.905,5,48,45.7,30.574,7.292,6,29.036,0.665,17,9,0.188,0.631,0.998,1,18,6,19
4.222,6.4,23,52.856,47,46.469,3,49,48.9,31.086,6.84,7,29.047,0.661,17,9,0.184,0.618,0.989,0,17,4,20
4.658,4.3,22,52.567,47,46.694,2,49,46.8,31.534,7.116,6,29.74,0.671,17,9,0.184,0.633,0.993,1,18,4,21
7.886,5.1,25,65.53,59,59.16,3,63,42.4,42.051,8.334,6,39.378,0.713,22,5,0.079,0.667,1.003,3,25,8,26
5.0,5.1,24,65.474,59,59.483,3,63,40.7,42.909,8.917,6,40.205,0.727,22,5,0.079,0.681,1.008,3,25,9,26
5.625,5.5,23,60.906,55,54.949,3,59,41.8,39.835,8.394,6,37.136,0.724,21,4,0.068,0.675,0.999,2,23,7,25
5.602,5.8,21,58.069,52,52.567,3,55,40.4,35.688,7.99,4,34.665,0.686,23,8,0.145,0.667,1.011,1,24,7,24
9.0,5.4,18,41.737,37,36.927,2,38,48.6,24.012,6.982,6,22.687,0.649,11,8,0.211,0.613,0.998,1,12,4,15
5.602,6.4,17,52.239,47,47.8,3,50,36.2,33.165,8.499,2,32.611,0.706,23,7,0.14,0.694,1.017,2,25,7,23
5.602,4.5,20,49.072,44,43.887,2,46,45.5,30.421,7.738,6,28.401,0.691,16,9,0.196,0.645,0.997,1,17,5,19
8.31,5.8,23,58.485,52,52.451,3,54,44.2,34.449,7.567,7,33.191,0.662,17,11,0.204,0.638,1.009,2,19,7,22
5.523,4.7,20,48.571,43,43.465,2,44,46.5,27.682,7.358,7,26.643,0.644,11,10,0.227,0.62,1.011,2,13,6,17
8.155,4.7,20,48.571,43,43.465,2,44,46.5,27.682,7.358,7,26.643,0.644,11,10,0.227,0.62,1.011,2,13,6,17
7.276,6.1,21,55.069,49,49.567,3,51,42.9,32.688,7.744,6,31.665,0.667,17,10,0.196,0.646,1.012,2,19,7,21
4.0,2.6,19,42.365,38,37.458,1,39,50.0,25.961,7.196,6,23.665,0.683,11,8,0.205,0.623,0.986,1,12,3,16
5.699,4.3,22,52.278,47,46.443,2,49,46.8,32.728,7.458,6,30.213,0.696,17,9,0.184,0.643,0.988,1,18,4,21
9.523,6.8,17,48.82,44,44.145,3,47,38.6,31.256,8.078,2,30.181,0.71,23,6,0.128,0.686,1.003,1,24,5,22
6.58,5.1,24,65.474,59,59.483,3,63,40.7,42.909,8.917,6,40.205,0.727,22,5,0.079,0.681,1.008,3,25,9,26
6.0,6.8,21,49.86,44,44.24,3,45,47.7,28.233,7.168,7,26.95,0.642,11,10,0.222,0.612,1.005,2,13,6,17
9.097,6.5,20,51.492,46,46.142,3,48,43.5,32.131,9.007,6,30.26,0.699,17,9,0.188,0.658,1.003,1,18,6,20
8.301,9.1,20,49.734,44,44.131,4,46,45.5,29.023,7.373,6,27.73,0.66,16,9,0.196,0.63,1.003,1,17,6,18
4.745,4.4,22,50.567,45,44.694,2,47,48.9,29.534,6.898,7,27.74,0.656,16,9,0.191,0.616,0.993,0,16,4,19
5.602,5.7,25,59.69,53,53.007,3,55,47.2,34.756,7.16,8,33.003,0.656,17,11,0.2,0.623,1.0,1,18,6,22
5.602,6.0,23,56.275,50,50.123,3,52,46.0,32.995,7.309,7,31.477,0.66,17,10,0.192,0.63,1.002,1,18,6,21
6.301,5.4,18,41.737,37,36.927,2,38,48.6,24.012,6.982,6,22.687,0.649,11,8,0.211,0.613,0.998,1,12,4,15
8.959,6.5,21,51.651,46,45.912,3,48,45.7,30.779,7.292,6,29.235,0.669,17,9,0.188,0.636,0.998,1,18,5,20
7.357,4.5,20,49.072,44,43.887,2,46,45.5,30.421,7.738,6,28.401,0.691,16,9,0.196,0.645,0.997,1,17,5,19
4.523,3.8,11,28.993,26,26.174,1,27,42.3,17.722,7.74,1,17.085,0.682,11,2,0.074,0.657,1.007,1,12,3,12
9.469,6.5,21,51.651,46,45.912,3,48,45.7,30.779,7.292,6,29.235,0.669,17,9,0.188,0.636,0.998,1,18,5,20
9.0,4.5,20,49.362,44,44.138,2,46,45.5,29.228,7.373,6,27.928,0.664,16,9,0.196,0.635,1.003,1,17,5,19
9.42,8.5,20,52.734,47,47.131,4,49,42.6,32.023,7.669,6,30.73,0.681,17,9,0.184,0.654,1.003,1,19,6,21
5.824,2.2,21,49.989,45,44.669,1,47,46.7,31.176,7.544,6,28.906,0.693,16,9,0.191,0.642,0.993,1,17,4,20
6.0,6.7,21,50.651,45,44.912,3,47,46.7,29.779,7.187,6,28.235,0.662,16,9,0.191,0.627,0.998,1,17,5,19
6.0,6.7,21,50.361,45,44.662,3,47,46.7,30.972,7.544,6,28.707,0.688,16,9,0.191,0.638,0.992,1,17,5,19
7.319,6.4,17,52.239,47,47.8,3,50,36.2,33.165,8.499,2,32.611,0.706,23,7,0.14,0.694,1.017,2,25,7,23
5.079,10.2,18,56.171,49,50.847,5,52,36.7,33.489,9.173,5,33.088,0.683,17,4,0.077,0.675,1.038,1,18,11,20
5.0,10.2,18,55.882,49,50.596,5,52,36.7,34.682,9.501,5,33.56,0.708,17,4,0.077,0.685,1.033,1,18,11,20
5.0,12.8,18,53.029,47,47.971,6,50,38.3,32.614,8.734,4,31.621,0.694,17,4,0.08,0.673,1.021,3,20,10,19
5.0,10.4,18,54.962,48,49.52,5,51,37.5,33.034,9.031,5,32.373,0.688,17,3,0.059,0.674,1.032,1,18,10,20
5.0,10.2,18,56.171,49,50.847,5,52,36.7,33.489,9.173,5,33.088,0.683,17,4,0.077,0.675,1.038,1,18,11,20
6.833,10.4,21,53.943,48,47.982,5,51,43.8,33.222,7.907,5,31.223,0.692,17,3,0.059,0.65,1.0,1,18,7,20
6.914,10.4,21,53.943,48,47.982,5,51,43.8,33.222,7.907,5,31.223,0.692,17,3,0.059,0.65,1.0,1,18,7,20
