pXC50,SpMax4_Bh.p.,SpMin3_Bh.s.,SpMax4_Bh.v.,SpMin4_Bh.s.,nCrs,NssNH,SsssN,MATS6m,SssNH,ATSC5v,SM11_EA.dm.,ON1V,Eig04_EA.ri.,ATSC2v,C.008,SpMin4_Bh.i.,ATSC5p,X1Kup,ATSC1p,SM09_EA.dm.,nCONN,X1MulPer,Eig04_AEA.ri.,CATS2D_04_DA,SM15_EA.dm.,X1Per,ATSC4v,Eig04_EA,SM12_AEA.bo.,ATSC3v,ATSC4p,SpMin8_Bh.s.,ATSC2p,ATS1v,Hy,ATSC3i,SM07_EA.dm.,CATS2D_07_AL,SpMax3_Bh.m.,ATS2v,Sp,C.041,ATS2p,P_VSA_p_1,CATS2D_02_DD,CATS2D_05_LL,P_VSA_e_1,P_VSA_m_1,P_VSA_s_2,P_VSA_v_1,Psi_i_1,NRS,C.031,ATSC3p,nBT,X1v,ATS3e,ATSC5i,ATS3p,SpMin5_Bh.s.,SpMin1_Bh.e.,ISIZ,nAT,P_VSA_LogP_7,ATSC4i,P_VSA_e_3,SpMin7_Bh.i.,SpMin8_Bh.m.
4.35,2.465,0.502,2.463,0.314,2,0,0.0,-0.058,0.0,3.849,5.726,1.228,0.891,4.293,2,1.007,2.279,3.843,1.702,4.619,0,3.807,1.891,1,7.895,3.139,4.331,0.938,0.938,5.267,2.71,0.0,2.965,2.703,1.555,0.473,3.491,0,3.061,3.041,14.517,0,3.056,94.169,0,0,94.169,94.169,94.169,94.169,6.734,2,0,3.427,24,3.924,3.931,0.351,2.995,0.038,1.644,104.042,23,70.627,0.416,66.468,0.0,0.33
6.7,3.549,1.037,3.527,0.915,1,0,2.607,-0.147,0.0,15.134,0.082,3.274,2.354,11.196,0,1.393,11.463,9.958,5.044,0.125,0,9.535,3.461,0,0.035,7.84,16.334,2.524,2.524,15.011,12.626,0.407,8.597,3.621,-0.717,1.531,0.188,1,3.849,4.001,36.603,0,4.073,282.506,0,6,282.506,282.506,282.506,282.506,18.374,4,0,11.588,57,11.341,4.822,1.543,4.2,0.843,1.899,303.58,53,302.955,1.667,55.135,1.155,1.303
7.75,3.548,1.037,3.527,0.915,1,0,2.554,-0.014,0.0,14.975,0.082,3.274,2.398,11.066,0,1.393,10.99,9.903,5.165,0.125,0,9.536,3.462,0,0.035,7.839,15.896,2.503,2.503,14.51,12.131,0.407,8.497,3.609,-0.717,1.689,0.188,1,3.8,3.985,35.682,0,4.041,297.467,0,2,282.506,282.506,282.506,282.506,18.266,4,0,11.359,57,10.963,4.828,1.574,4.161,0.832,1.896,303.58,53,302.955,1.729,55.135,1.155,1.3
7.3,3.547,1.038,3.518,0.942,1,0,2.44,0.064,0.0,15.038,14.758,3.315,2.245,10.592,0,1.421,11.911,10.43,5.282,12.074,0,10.134,3.369,0,20.124,8.289,16.107,2.453,2.453,14.956,13.058,0.408,8.783,3.665,-0.681,1.956,9.389,0,3.78,4.047,37.108,0,4.085,315.616,0,4,270.735,270.735,278.495,270.735,19.567,4,0,12.036,59,11.529,4.874,1.786,4.227,0.878,1.919,317.975,55,267.642,2.072,71.92,1.003,1.181
7.2,3.582,1.037,3.565,0.945,1,0,2.441,0.05,0.0,15.64,14.758,3.532,2.338,11.553,0,1.452,11.994,10.863,5.628,12.074,0,10.502,3.463,0,20.124,8.612,16.901,2.542,2.542,15.431,13.462,0.516,9.254,3.703,-0.691,2.033,9.389,2,3.79,4.082,38.87,0,4.122,339.158,0,4,294.278,294.278,302.037,294.278,20.192,4,0,12.28,62,11.96,4.926,1.834,4.262,0.879,1.919,339.763,58,302.955,2.141,71.92,1.13,1.305
7.4,3.55,1.037,3.528,0.916,1,0,2.437,0.011,0.0,15.057,14.758,3.408,2.416,11.17,0,1.396,11.853,10.48,5.575,12.074,0,10.142,3.571,0,20.124,8.3,16.264,2.653,2.653,14.914,13.281,0.408,9.204,3.669,-0.681,1.92,9.389,1,3.804,4.055,37.319,0,4.087,327.387,0,4,282.506,282.506,290.266,282.506,19.633,4,0,12.028,60,11.591,4.882,1.797,4.219,0.877,1.919,325.212,56,302.955,2.07,55.135,1.156,1.305
6.85,3.549,1.037,3.527,0.915,1,0,2.59,-0.089,0.0,17.238,0.082,3.434,2.416,11.754,0,1.394,12.999,10.445,5.486,0.125,0,9.979,3.571,0,0.035,8.226,17.418,2.653,2.653,15.326,13.448,0.562,9.146,3.672,-0.703,1.594,0.188,1,3.86,4.049,38.818,0,4.108,306.049,0,4,306.049,306.049,306.049,306.049,19.266,4,0,11.988,61,11.87,4.873,1.653,4.25,0.842,1.893,332.475,57,326.497,1.76,55.135,1.156,1.333
7.7,3.669,1.187,3.663,1.035,1,0,2.657,0.053,0.0,19.107,0.082,3.89,2.331,13.556,0,1.528,14.215,11.938,5.83,0.125,0,11.428,3.436,0,0.035,9.406,20.086,2.504,2.504,18.385,15.675,0.605,10.39,3.811,-0.788,1.899,0.188,4,4.017,4.202,44.165,0,4.293,329.591,0,8,329.591,329.591,329.591,329.591,21.997,4,0,14.374,67,13.686,5.006,1.994,4.446,0.866,2.05,369.16,62,361.81,2.09,101.089,1.251,1.425
7.2,3.241,1.211,3.248,1.007,8,1,2.367,-0.284,3.328,14.957,0.082,3.138,1.967,11.606,1,1.39,8.91,8.214,4.013,0.125,0,8.02,3.057,1,0.035,6.599,15.734,2.132,2.132,15.388,9.573,0.325,7.516,3.366,1.062,1.44,0.188,0,3.545,3.787,28.643,0,3.875,258.964,0,2,258.964,258.964,258.964,258.964,14.337,2,0,9.617,49,8.309,4.836,1.422,4.055,0.7,1.976,254.084,46,258.964,1.476,87.603,0.821,1.079
7.538,3.278,0.991,3.264,0.665,0,1,0.0,-0.1,2.825,8.292,8.539,2.804,1.467,8.724,1,1.305,5.143,6.529,3.536,6.93,0,6.342,2.494,0,11.71,5.387,9.502,1.532,1.532,10.241,5.887,0.129,5.629,3.119,0.429,0.825,5.289,2,3.448,3.398,24.54,1,3.5,247.193,0,1,247.193,247.193,247.193,247.193,9.674,1,0,6.386,41,6.63,4.547,0.68,3.55,0.599,1.772,219.66,41,223.651,0.763,51.582,0.897,1.052
7.721,3.278,0.991,3.264,0.665,0,1,0.0,-0.1,2.825,8.292,8.539,2.804,1.467,8.724,1,1.305,5.143,6.529,3.536,6.93,0,6.342,2.494,0,11.71,5.387,9.502,1.532,1.532,10.241,5.887,0.129,5.629,3.119,0.429,0.825,5.289,2,3.448,3.398,24.54,1,3.5,247.193,0,1,247.193,247.193,247.193,247.193,9.674,1,0,6.386,41,6.63,4.547,0.68,3.55,0.599,1.772,219.66,41,223.651,0.763,51.582,0.897,1.052
7.377,3.278,0.991,3.264,0.665,0,1,0.0,-0.1,2.825,8.292,8.539,2.804,1.467,8.724,1,1.305,5.143,6.529,3.536,6.93,0,6.342,2.494,0,11.71,5.387,9.502,1.532,1.532,10.241,5.887,0.129,5.629,3.119,0.429,0.825,5.289,2,3.448,3.398,24.54,1,3.5,247.193,0,1,247.193,247.193,247.193,247.193,9.674,1,0,6.386,41,6.63,4.547,0.68,3.55,0.599,1.772,219.66,41,223.651,0.763,51.582,0.897,1.052
7.3,3.669,1.187,3.665,1.035,1,0,2.611,0.014,0.0,19.168,0.082,3.966,2.534,13.48,0,1.529,14.024,12.167,5.855,0.125,0,11.7,3.545,0,0.035,9.656,19.953,2.554,2.554,18.11,14.897,0.605,10.099,3.821,-0.794,1.965,0.188,5,3.951,4.205,44.057,0,4.282,329.591,0,9,329.591,329.591,329.591,329.591,22.278,4,0,13.6,68,13.178,5.017,2.045,4.437,0.867,2.05,376.569,63,361.81,2.168,86.194,1.29,1.425
7.45,3.663,1.184,3.662,1.035,1,0,2.645,0.038,0.0,21.239,0.082,4.062,2.449,14.412,0,1.529,15.267,12.271,6.438,0.125,0,11.77,3.513,0,0.035,9.732,21.065,2.554,2.554,18.766,15.464,0.608,10.746,3.831,-0.794,1.979,0.188,3,3.951,4.212,45.029,0,4.285,364.904,0,7,364.904,364.904,364.904,364.904,22.322,4,0,14.038,71,13.317,5.042,2.123,4.441,0.865,2.05,398.93,66,397.124,2.188,55.135,1.274,1.488
7.1,3.599,1.037,3.575,0.968,1,0,2.445,-0.012,0.0,15.379,14.758,3.486,2.449,11.782,0,1.446,12.104,10.636,5.846,12.074,0,10.283,3.585,0,20.124,8.423,16.908,2.653,2.653,15.764,13.682,0.408,9.732,3.688,-0.712,1.942,9.389,1,3.82,4.076,38.074,0,4.117,339.158,0,5,294.278,294.278,302.037,294.278,19.826,4,0,12.706,61,11.731,4.908,1.842,4.246,0.88,1.919,332.475,57,314.726,2.121,38.349,1.209,1.305
7.1,3.611,1.063,3.59,1.031,1,0,2.451,0.039,0.0,16.811,14.758,3.61,2.371,12.234,0,1.453,12.994,11.019,5.893,12.074,0,10.643,3.479,0,20.124,8.733,17.81,2.542,2.542,16.295,14.157,0.591,9.805,3.721,-0.721,2.061,9.389,1,3.802,4.104,39.625,0,4.154,350.929,0,5,306.049,306.049,313.808,306.049,20.385,4,0,12.863,63,12.1,4.946,1.9,4.297,0.88,1.919,347.076,59,326.497,2.211,55.135,1.145,1.305
6.8,3.548,1.037,3.527,0.915,1,0,2.641,-0.065,0.0,15.166,0.082,3.294,2.304,11.486,0,1.393,10.983,9.828,5.133,0.125,0,9.442,3.353,0,0.035,7.79,16.325,2.399,2.399,15.151,12.097,0.407,8.456,3.598,-0.742,1.554,0.188,1,3.8,3.97,35.745,0,4.044,294.278,0,4,294.278,294.278,294.278,294.278,17.897,4,0,11.282,57,10.863,4.812,1.563,4.164,0.849,1.904,303.58,53,314.726,1.678,55.135,1.155,1.304
7.125,3.325,1.132,3.329,0.773,0,1,0.0,0.021,2.864,10.356,8.539,3.138,1.91,10.371,1,1.311,6.523,7.385,4.217,6.93,0,7.109,2.968,0,11.71,6.062,12.28,2.007,2.007,12.564,7.685,0.392,6.778,3.246,0.361,1.008,5.289,2,3.524,3.546,28.063,1,3.659,294.278,0,1,294.278,294.278,294.278,294.278,11.029,1,0,8.009,47,7.486,4.712,0.832,3.748,0.664,1.813,261.066,47,270.735,0.949,51.582,0.93,1.243
7.432,3.334,1.124,3.335,0.782,0,1,0.0,-0.027,2.853,11.475,8.539,3.346,1.477,10.384,0,1.325,7.132,7.538,4.217,6.93,0,7.335,2.507,0,11.71,6.232,11.919,1.551,1.551,12.524,7.43,0.265,6.813,3.246,0.361,0.99,5.289,2,3.49,3.536,28.063,1,3.655,294.278,0,2,294.278,294.278,294.278,294.278,11.022,1,0,8.015,47,7.641,4.706,0.912,3.734,0.668,1.822,261.066,47,270.735,0.972,51.582,1.023,1.146
7.041,3.327,1.158,3.331,0.853,0,1,0.0,-0.025,2.868,10.356,8.539,3.304,1.672,10.344,1,1.315,6.523,7.529,4.217,6.93,0,7.322,2.683,0,11.71,6.22,11.544,1.694,1.694,12.282,7.264,0.262,6.744,3.246,0.361,0.977,5.289,2,3.506,3.531,28.063,1,3.649,294.278,0,2,294.278,294.278,294.278,294.278,11.008,1,0,7.766,47,7.63,4.709,0.832,3.714,0.664,1.801,261.066,47,270.735,0.916,51.582,0.936,1.201
7.553,3.327,1.158,3.331,0.853,0,1,0.0,-0.025,2.868,10.356,8.539,3.304,1.672,10.344,1,1.315,6.523,7.529,4.217,6.93,0,7.322,2.683,0,11.71,6.22,11.544,1.694,1.694,12.282,7.264,0.262,6.744,3.246,0.361,0.977,5.289,2,3.506,3.531,28.063,1,3.649,294.278,0,2,294.278,294.278,294.278,294.278,11.008,1,0,7.766,47,7.63,4.709,0.832,3.714,0.664,1.801,261.066,47,270.735,0.916,51.582,0.936,1.201
6.0,3.55,1.037,3.528,0.918,1,0,2.45,-0.012,0.0,17.57,14.758,3.61,2.438,12.15,0,1.396,13.632,10.897,5.92,12.074,0,10.488,3.572,0,20.124,8.612,17.957,2.654,2.654,15.856,14.401,0.608,9.766,3.707,-0.691,2.016,9.389,1,3.807,4.097,39.08,0,4.133,350.929,0,4,306.049,306.049,313.808,306.049,20.281,4,0,12.675,63,12.008,4.926,2.103,4.281,0.895,1.943,347.076,59,326.497,2.232,55.135,1.159,1.333
5.6,3.555,1.101,3.532,1.036,1,0,2.659,0.029,0.0,21.173,0.082,4.051,2.416,15.214,0,1.56,14.835,11.489,6.512,0.125,0,10.872,3.571,0,0.035,9.068,23.806,2.653,2.653,20.131,16.906,0.6,10.757,3.753,-0.774,1.948,0.188,2,3.805,4.151,42.79,0,4.234,388.446,0,8,388.446,388.446,388.446,388.446,20.582,4,0,14.6,69,12.524,5.041,1.961,4.411,0.914,1.964,391.454,65,408.895,2.186,55.135,1.191,1.417
6.6,3.555,1.101,3.532,1.036,1,0,2.659,0.029,0.0,21.173,0.082,4.051,2.416,15.214,0,1.56,14.835,11.489,6.512,0.125,0,10.872,3.571,0,0.035,9.068,23.806,2.653,2.653,20.131,16.906,0.6,10.757,3.753,-0.774,1.948,0.188,2,3.805,4.151,42.79,0,4.234,388.446,0,8,388.446,388.446,388.446,388.446,20.582,4,0,14.6,69,12.524,5.041,1.961,4.411,0.914,1.964,391.454,65,408.895,2.186,55.135,1.191,1.417
6.3,3.555,1.101,3.532,1.036,1,0,2.659,0.029,0.0,21.173,0.082,4.051,2.416,15.214,0,1.56,14.835,11.489,6.512,0.125,0,10.872,3.571,0,0.035,9.068,23.806,2.653,2.653,20.131,16.906,0.6,10.757,3.753,-0.774,1.948,0.188,2,3.805,4.151,42.79,0,4.234,388.446,0,8,388.446,388.446,388.446,388.446,20.582,4,0,14.6,69,12.524,5.041,1.961,4.411,0.914,1.964,391.454,65,408.895,2.186,55.135,1.191,1.417
6.0,3.548,1.037,3.527,0.915,1,0,2.624,0.002,0.0,17.106,0.082,3.447,2.416,12.017,0,1.394,12.224,10.31,5.546,0.125,0,9.878,3.512,0,0.035,8.165,17.419,2.554,2.554,15.519,12.855,0.563,8.948,3.651,-0.726,1.617,0.188,1,3.8,4.02,37.961,0,4.08,317.82,0,2,317.82,317.82,317.82,317.82,18.784,4,0,11.689,61,11.386,4.862,1.686,4.215,0.848,1.899,332.475,57,338.268,1.779,55.135,1.156,1.333
7.387,3.317,1.087,3.313,0.739,0,1,0.0,-0.033,2.849,9.329,8.539,3.054,1.56,9.536,1,1.309,5.833,7.029,3.877,6.93,0,6.832,2.574,0,11.71,5.804,10.527,1.594,1.594,11.265,6.576,0.152,6.186,3.184,0.393,0.901,5.289,2,3.478,3.466,26.302,1,3.577,270.735,0,1,270.735,270.735,270.735,270.735,10.341,1,0,7.077,44,7.13,4.632,0.756,3.636,0.664,1.788,240.215,44,247.193,0.839,51.582,0.929,1.161
6.5,3.55,1.037,3.528,0.915,1,0,2.231,-0.071,0.0,13.884,14.758,3.402,2.416,10.742,0,1.394,12.067,10.566,5.607,12.074,0,10.252,3.571,0,20.124,8.369,15.373,2.654,2.654,14.243,13.445,0.407,9.246,3.679,-0.661,2.131,9.389,1,3.807,4.068,37.256,0,4.084,330.576,0,4,270.735,270.735,278.495,270.735,20.012,4,0,12.113,60,11.703,4.898,2.116,4.215,0.866,1.911,325.212,56,291.184,2.679,55.135,1.156,1.304
6.4,3.548,1.037,3.527,0.915,1,0,2.527,-0.122,0.0,14.579,0.082,3.274,2.414,11.066,0,1.393,11.049,9.903,5.165,0.125,0,9.535,3.483,0,0.035,7.84,15.899,2.524,2.524,14.51,12.133,0.407,8.497,3.609,-0.717,1.689,0.188,1,3.8,3.985,35.682,0,4.041,297.467,0,4,282.506,282.506,282.506,282.506,18.266,4,0,11.359,57,10.963,4.828,1.69,4.161,0.836,1.896,303.58,53,302.955,1.75,55.135,1.155,1.303
7.921,3.006,0.697,3.026,0.663,0,1,0.0,-0.241,2.74,6.207,8.539,2.304,1.448,7.088,1,1.213,3.843,5.529,2.854,6.93,0,5.363,2.475,0,11.71,4.547,7.435,1.512,1.512,8.161,4.54,0.0,4.512,2.974,0.512,0.673,5.289,0,3.391,3.245,21.017,1,3.324,200.109,0,0,200.109,200.109,200.109,200.109,8.341,1,0,5.0,35,5.63,4.353,0.495,3.354,0.452,1.72,179.525,35,176.567,0.602,51.582,0.505,0.951
7.509,3.006,0.697,3.026,0.663,0,1,0.0,-0.241,2.74,6.207,8.539,2.304,1.448,7.088,1,1.213,3.843,5.529,2.854,6.93,0,5.363,2.475,0,11.71,4.547,7.435,1.512,1.512,8.161,4.54,0.0,4.512,2.974,0.512,0.673,5.289,0,3.391,3.245,21.017,1,3.324,200.109,0,0,200.109,200.109,200.109,200.109,8.341,1,0,5.0,35,5.63,4.353,0.495,3.354,0.452,1.72,179.525,35,176.567,0.602,51.582,0.505,0.951
6.15,3.667,1.183,3.662,1.035,1,0,2.635,0.047,0.0,19.084,0.082,3.89,2.344,13.513,0,1.528,14.045,11.919,5.821,0.125,0,11.428,3.442,0,0.035,9.406,19.903,2.504,2.504,18.177,15.097,0.604,10.175,3.807,-0.788,1.888,0.188,4,3.953,4.196,43.671,0,4.279,329.591,0,8,329.591,329.591,329.591,329.591,21.912,4,0,13.817,67,13.271,5.009,1.985,4.43,0.864,2.05,369.16,62,361.81,2.072,55.135,1.249,1.425
5.8,3.55,1.037,3.528,0.915,1,0,2.324,-0.054,0.0,14.433,14.758,3.395,2.416,10.742,0,1.395,11.917,10.56,5.607,12.074,0,10.244,3.571,0,20.124,8.36,15.789,2.653,2.653,14.23,13.383,0.407,9.246,3.679,-0.661,2.098,9.389,1,3.81,4.068,37.256,0,4.084,330.576,0,4,270.735,270.735,278.495,270.735,20.007,4,0,12.11,60,11.697,4.898,1.928,4.216,0.865,1.911,325.212,56,291.184,2.548,55.135,1.156,1.304
7.0,3.669,1.187,3.663,1.035,1,0,2.657,0.053,0.0,19.107,0.082,3.89,2.331,13.556,0,1.528,14.215,11.938,5.83,0.125,0,11.428,3.436,0,0.035,9.406,20.086,2.504,2.504,18.385,15.675,0.605,10.39,3.811,-0.788,1.899,0.188,4,4.017,4.202,44.165,0,4.293,329.591,0,8,329.591,329.591,329.591,329.591,21.997,4,0,14.374,67,13.686,5.006,1.994,4.446,0.866,2.05,369.16,62,361.81,2.09,101.089,1.251,1.425
6.6,3.669,1.187,3.663,1.035,1,0,2.657,0.053,0.0,19.107,0.082,3.89,2.331,13.556,0,1.528,14.215,11.938,5.83,0.125,0,11.428,3.436,0,0.035,9.406,20.086,2.504,2.504,18.385,15.675,0.605,10.39,3.811,-0.788,1.899,0.188,4,4.017,4.202,44.165,0,4.293,329.591,0,8,329.591,329.591,329.591,329.591,21.997,4,0,14.374,67,13.686,5.006,1.994,4.446,0.866,2.05,369.16,62,361.81,2.09,101.089,1.251,1.425
6.1,3.549,1.037,3.527,0.915,1,0,2.307,-0.187,0.0,15.022,14.758,3.415,2.416,11.17,0,1.393,12.982,10.486,5.575,12.074,0,10.151,3.571,0,20.124,8.308,16.241,2.653,2.653,14.914,13.379,0.407,9.204,3.669,-0.681,1.928,9.389,1,3.802,4.055,37.319,0,4.087,327.387,0,4,282.506,282.506,290.266,282.506,19.638,4,0,12.031,60,11.597,4.882,2.369,4.224,0.86,1.921,325.212,56,302.955,2.21,55.135,1.155,1.304
7.678,3.173,0.865,3.163,0.664,0,1,0.0,0.016,2.792,7.258,8.539,2.554,1.453,7.909,1,1.284,4.487,6.029,3.195,6.93,0,5.852,2.481,0,11.71,4.97,8.468,1.519,1.519,9.207,5.197,0.093,5.071,3.049,0.468,0.749,5.289,0,3.42,3.324,22.779,1,3.416,223.651,0,0,223.651,223.651,223.651,223.651,9.008,1,0,5.694,38,6.13,4.455,0.596,3.457,0.452,1.749,199.421,38,200.109,0.686,51.582,0.684,1.021
7.824,3.173,0.865,3.163,0.664,0,1,0.0,0.016,2.792,7.258,8.539,2.554,1.453,7.909,1,1.284,4.487,6.029,3.195,6.93,0,5.852,2.481,0,11.71,4.97,8.468,1.519,1.519,9.207,5.197,0.093,5.071,3.049,0.468,0.749,5.289,0,3.42,3.324,22.779,1,3.416,223.651,0,0,223.651,223.651,223.651,223.651,9.008,1,0,5.694,38,6.13,4.455,0.596,3.457,0.452,1.749,199.421,38,200.109,0.686,51.582,0.684,1.021
6.8,3.669,1.197,3.665,1.036,1,0,2.458,0.039,0.0,19.089,14.758,4.024,2.645,13.503,0,1.529,14.893,12.441,6.444,12.074,0,12.034,3.794,0,20.124,9.867,19.839,2.868,2.868,18.094,15.942,0.608,10.964,3.847,-0.751,2.298,9.389,3,3.951,4.241,44.387,0,4.29,374.471,0,9,329.591,329.591,337.35,329.591,23.171,4,0,14.35,70,13.521,5.059,2.279,4.444,0.882,2.05,391.454,65,361.81,2.538,55.135,1.289,1.425
6.45,3.548,1.037,3.527,0.915,1,0,2.619,-0.111,0.0,16.814,0.082,3.447,2.416,12.017,0,1.393,12.17,10.31,5.546,0.125,0,9.877,3.533,0,0.035,8.167,17.414,2.574,2.574,15.519,12.851,0.568,8.948,3.651,-0.726,1.617,0.188,1,3.8,4.02,37.961,0,4.08,317.82,0,4,317.82,317.82,317.82,317.82,18.784,4,0,11.689,61,11.386,4.862,1.694,4.215,0.849,1.899,332.475,57,338.268,1.779,55.135,1.156,1.333
6.4,3.549,1.037,3.527,0.915,1,0,2.614,0.023,0.0,15.06,0.082,3.274,2.344,11.196,0,1.393,11.242,9.958,5.044,0.125,0,9.536,3.442,0,0.035,7.839,16.335,2.503,2.503,15.011,12.626,0.407,8.597,3.621,-0.717,1.531,0.188,2,3.861,4.001,36.603,0,4.073,282.506,0,3,282.506,282.506,282.506,282.506,18.374,4,0,11.588,57,11.341,4.822,1.561,4.2,0.842,1.899,303.58,53,302.955,1.669,55.135,1.155,1.299
7.5,3.55,1.037,3.527,0.915,1,0,2.581,-0.074,0.0,14.963,0.082,3.261,2.414,10.865,0,1.393,11.662,10.094,4.919,0.125,0,9.637,3.571,0,0.035,7.9,16.272,2.653,2.653,14.774,13.097,0.407,8.688,3.643,-0.693,1.512,0.188,2,3.913,4.031,37.46,0,4.102,270.735,0,5,270.735,270.735,270.735,270.735,18.856,4,0,11.843,57,11.825,4.833,1.542,4.246,0.836,1.893,303.58,53,291.184,1.658,55.135,1.155,1.298
5.6,3.55,1.037,3.528,0.915,1,0,2.284,-0.006,0.0,13.919,14.758,3.395,2.416,10.742,0,1.396,12.032,10.56,5.607,12.074,0,10.244,3.571,0,20.124,8.36,15.387,2.654,2.654,14.23,13.38,0.408,9.246,3.679,-0.661,2.098,9.389,1,3.807,4.068,37.256,0,4.084,330.576,0,4,270.735,270.735,278.495,270.735,20.007,4,0,12.11,60,11.697,4.898,2.367,4.216,0.873,1.911,325.212,56,291.184,2.301,55.135,1.156,1.304
7.25,3.662,1.183,3.659,1.035,1,0,2.662,-0.017,0.0,19.241,0.082,3.909,2.304,13.854,0,1.528,13.919,11.79,5.974,0.125,0,11.334,3.355,0,0.035,9.357,19.985,2.402,2.402,18.41,14.689,0.605,10.152,3.788,-0.811,1.913,0.188,3,3.951,4.171,42.813,0,4.255,341.362,0,9,341.362,341.362,341.362,341.362,21.434,4,0,13.611,67,12.794,5.0,1.988,4.401,0.866,2.05,369.16,62,373.581,2.085,55.135,1.248,1.425
7.3,3.669,1.184,3.664,1.035,1,0,2.602,-0.04,0.0,18.926,0.082,3.877,2.417,13.138,0,1.528,14.309,12.055,5.642,0.125,0,11.529,3.645,0,0.035,9.467,19.759,2.759,2.759,17.862,15.448,0.603,10.158,3.825,-0.765,1.866,0.188,4,3.955,4.221,44.529,0,4.303,317.82,0,10,317.82,317.82,317.82,317.82,22.394,4,0,13.979,67,13.755,5.018,1.963,4.466,0.864,2.05,369.16,62,350.039,2.058,55.135,1.249,1.425
5.18,3.286,0.995,3.295,0.588,0,2,0.0,0.041,6.279,9.795,3.477,2.503,1.61,8.339,0,1.31,6.015,7.245,3.185,2.631,0,7.118,2.618,3,5.198,5.97,10.127,1.632,1.632,10.716,6.368,0.148,5.646,3.274,1.069,1.038,1.844,3,3.624,3.558,27.364,1,3.638,200.109,1,1,200.109,200.109,200.109,200.109,11.741,2,0,6.751,43,7.344,4.535,0.963,3.689,0.535,1.925,226.477,42,176.567,1.004,117.437,0.932,1.181
5.8,3.674,1.25,3.667,1.1,1,0,2.68,0.062,0.0,25.464,0.082,4.666,2.645,17.703,0,1.57,18.004,13.45,7.421,0.125,0,12.764,3.794,0,0.035,10.635,27.75,2.868,2.868,23.463,19.718,0.769,12.57,3.917,-0.832,2.305,0.188,4,3.951,4.321,49.859,0,4.412,435.531,0,13,435.531,435.531,435.531,435.531,24.12,4,0,16.927,79,14.454,5.194,2.408,4.6,1.035,2.05,459.5,74,467.75,2.617,55.135,1.304,1.495
7.2,3.55,1.037,3.528,0.915,1,0,2.367,-0.082,0.0,17.059,14.758,3.568,2.416,11.724,0,1.395,13.585,10.967,5.98,12.074,0,10.586,3.571,0,20.124,8.686,17.332,2.653,2.653,15.265,14.0,0.564,9.674,3.718,-0.671,1.992,9.389,1,3.808,4.1,39.534,0,4.121,350.929,0,2,306.049,306.049,313.808,306.049,20.525,4,0,12.456,64,12.12,4.929,2.234,4.268,0.871,1.914,354.413,60,326.497,2.202,55.135,1.157,1.333
7.5,3.55,1.037,3.528,0.916,1,0,2.437,0.011,0.0,15.057,14.758,3.408,2.416,11.17,0,1.396,11.853,10.48,5.575,12.074,0,10.142,3.571,0,20.124,8.3,16.264,2.653,2.653,14.914,13.281,0.408,9.204,3.669,-0.681,1.92,9.389,1,3.804,4.055,37.319,0,4.087,327.387,0,4,282.506,282.506,290.266,282.506,19.633,4,0,12.028,60,11.591,4.882,1.797,4.219,0.877,1.919,325.212,56,302.955,2.07,55.135,1.156,1.305
8.081,3.231,0.955,3.216,0.665,0,1,0.0,-0.007,2.778,8.615,8.539,2.762,1.468,8.761,0,1.302,5.305,6.5,3.536,6.93,0,6.306,2.5,0,11.71,5.364,9.61,1.545,1.545,10.461,5.845,0.126,5.698,3.119,0.429,0.831,5.289,2,3.467,3.404,24.54,1,3.507,247.193,0,0,247.193,247.193,247.193,247.193,9.684,1,0,6.602,41,6.603,4.543,0.685,3.563,0.532,1.786,219.66,41,223.651,0.78,51.582,0.71,1.072
7.5,3.55,1.037,3.528,0.916,1,0,2.437,0.011,0.0,15.057,14.758,3.408,2.416,11.17,0,1.396,11.853,10.48,5.575,12.074,0,10.142,3.571,0,20.124,8.3,16.264,2.653,2.653,14.914,13.281,0.408,9.204,3.669,-0.681,1.92,9.389,1,3.804,4.055,37.319,0,4.087,327.387,0,4,282.506,282.506,290.266,282.506,19.633,4,0,12.028,60,11.591,4.882,1.797,4.219,0.877,1.919,325.212,56,302.955,2.07,55.135,1.156,1.305
6.4,3.55,1.037,3.528,0.915,1,0,2.297,-0.015,0.0,14.813,14.758,3.395,2.416,10.742,0,1.394,11.957,10.56,5.607,12.074,0,10.244,3.571,0,20.124,8.36,15.777,2.653,2.653,14.23,13.382,0.407,9.246,3.679,-0.661,2.098,9.389,1,3.809,4.068,37.256,0,4.084,330.576,0,2,270.735,270.735,278.495,270.735,20.007,4,0,12.11,60,11.697,4.898,1.957,4.216,0.856,1.912,325.212,56,291.184,2.524,55.135,1.156,1.301
6.53,3.245,1.178,3.25,1.039,9,0,2.329,-0.297,0.0,14.892,0.082,3.165,1.968,12.128,1,1.492,9.0,8.274,4.063,0.125,0,8.123,3.06,1,0.035,6.654,15.967,2.134,2.134,16.253,9.579,0.094,7.964,3.373,1.874,1.513,0.188,0,3.548,3.834,28.643,0,3.922,247.193,0,3,247.193,247.193,247.193,247.193,14.442,2,0,10.051,49,8.353,4.904,1.45,4.094,0.962,1.961,254.084,46,247.193,1.497,102.49,0.814,1.093
