pXC50,CATS2D_09_LL,IC3,Eig04_EA.bo.,SM14_AEA.ri.,P_VSA_e_2,X1A,P_VSA_p_3,P_VSA_v_3,LOC,SpMin2_Bh.p.,nBnz,SpMin2_Bh.e.,Eig04_AEA.bo.,SpMax1_Bh.m.,D.Dtr06,SpMaxA_AEA.dm.,SpMax7_Bh.s.,GGI10,Eig06_AEA.bo.,SpMax2_Bh.p.,C.024,SpMin6_Bh.i.,ATSC5m,Eig08_EA.ed.,SM03_AEA.ri.,SpDiam_EA.bo.,ATSC6p,SpMin5_Bh.v.,ATSC5p,Eig01_EA.bo.,SM11_AEA.ri.,SpMax_EA.bo.,GGI9,NaaCH,ZM1V,SpMin6_Bh.e.,CATS2D_06_AP,RBN,NRS,SpMin5_Bh.p.,SpMax2_Bh.m.,ATSC5i,SpMin2_Bh.v.,ZM1MulPer,D.Dtr09,IC2,ATSC6v,ATS8m,ZM1Kup,ATSC4i,ATSC3i,ATSC7p,SpMax3_Bh.m.,ATSC6i,D.Dtr05,SpMin2_Bh.i.,SpMAD_AEA.ri.,ATS3p,X3v,RBF,Eig04_EA,SM12_AEA.bo.,C.034,nH,MSD,ATS4p,SaaaC,RDCHI,SpMax4_Bh.p.,SpMax6_Bh.s.,IC5,Eig12_EA.bo.,IDE,GGI8,Eig12_EA,SM06_AEA.dm.,SpMax4_Bh.v.,P_VSA_m_2,CATS2D_04_AP,SpMax2_Bh.v.,GMTI,ATSC4p,IC4,HVcpx,ATSC7v,P_VSA_p_1,ATS7i,Eig10_AEA.ri.,ATS5p,NsOH,SpMin4_Bh.e.,NaaaC,piPC02,SM02_EA.bo.,CSI,Hypnotic.80,GMTIV,SpMax4_Bh.m.,SpMin4_Bh.p.,SpMax2_Bh.i.,SMTI,PJI2,Depressant.80,ATSC1m,SpMin6_Bh.s.,Eig12_EA.ed.,SM07_AEA.ri.,ATS3v,SpMax1_Bh.p.,SpMaxA_EA,ATS4v,nPyrroles,CATS2D_08_LL,SpMin6_Bh.p.,Eig03_EA.bo.,SM13_AEA.ri.,SpMax4_Bh.i.,C.019,MW,SpMin4_Bh.v.,Chi0_EA.ri.,XMOD,P_VSA_LogP_7,UNIP,CIC0,SpMaxA_AEA.ri.,ECC,Eig13_EA.ed.,SM08_AEA.ri.,Chi0_EA.ed.,ATSC3v,CID,S2K,ATS6e,X1,Eig13_AEA.ri.,P_VSA_s_4,Chi1_AEA.bo.,Chi1_AEA.dm.,Chi1_AEA.ed.
6.635,7,4.662,2.853,2.853,111.258,0.445,150.407,150.407,0.596,2.01,2,1.914,3.58,4.019,296.135,0.136,4.217,0.186,2.957,3.858,8,1.064,36.465,2.372,2.372,6.867,11.106,1.429,12.968,3.867,3.867,3.867,0.188,8,362.0,1.153,0,6,3,1.43,3.881,1.469,2.018,390.841,0.0,4.02,15.56,3.406,398.259,1.591,1.593,9.382,3.738,1.308,0.0,1.889,1.49,4.165,5.523,0.113,2.36,2.36,0,25,7.412,4.129,0.0,3.893,3.433,4.341,4.849,0.177,3.802,0.164,0.171,0.171,3.422,114.382,0,3.856,9030.0,13.585,4.849,3.649,12.327,285.695,4.934,1.984,4.026,2,1.567,0,4.078,4.762,721.0,0,26744.0,3.472,1.733,3.953,8734.0,0.889,1,10.98,0.679,0.393,0.393,4.054,3.923,0.123,3.968,0,8,1.376,3.177,3.177,3.619,0,377.92,1.758,17.614,80.492,270.735,117.0,4.124,0.157,339.0,-0.429,-0.429,10.059,16.424,3.983,8.49,4.838,12.46,0.708,78.934,13.749,13.749,13.749
6.032,1,4.918,2.62,2.62,99.06,0.442,99.06,99.06,0.659,2.011,1,1.842,3.572,3.925,333.203,0.137,4.277,0.141,3.188,3.842,4,1.178,44.778,3.332,3.332,6.862,10.66,1.748,12.895,3.862,3.862,3.862,0.153,4,388.0,1.225,0,7,3,1.729,3.878,1.697,2.001,412.004,0.0,4.308,16.12,3.539,445.877,1.866,1.854,8.824,3.651,1.406,97.159,1.808,1.472,4.319,6.807,0.106,2.517,2.517,0,33,8.23,4.315,0.0,4.281,3.394,4.303,4.949,0.852,3.925,0.179,0.784,0.784,3.414,111.047,0,3.845,14166.0,14.825,4.949,3.676,13.823,388.446,5.141,2.121,4.183,0,1.577,0,4.103,4.787,893.0,0,31327.0,3.517,1.751,3.992,13276.0,0.889,0,15.253,0.825,1.881,1.881,4.218,3.889,0.104,4.185,0,4,1.513,3.027,3.027,3.663,0,415.59,1.793,21.027,92.504,388.446,154.0,4.496,0.134,409.0,1.464,1.464,12.117,19.849,4.136,9.672,5.064,14.6,1.618,60.775,16.205,16.205,16.205
6.921,8,4.303,2.451,2.451,101.757,0.446,101.757,101.757,0.432,1.981,2,1.889,3.349,3.908,202.242,0.144,3.674,0.049,2.601,3.821,9,0.821,22.492,2.275,2.275,6.675,7.489,1.414,8.63,3.675,3.675,3.675,0.02,9,224.0,0.886,0,3,3,1.376,3.822,1.079,1.994,237.799,0.0,3.59,11.01,2.709,239.44,1.162,1.169,6.061,3.585,0.948,0.0,1.861,1.461,3.852,3.836,0.071,2.149,2.149,0,20,5.753,3.809,0.0,3.421,3.018,3.674,4.372,-0.722,3.42,0.115,-0.626,-0.626,3.017,108.006,0,3.819,4316.0,9.209,4.372,3.293,8.779,223.651,4.591,1.112,3.724,1,1.173,0,3.871,4.554,430.0,1,9778.0,3.075,1.399,3.92,4126.0,0.857,1,9.219,0.284,-1.398,-1.398,3.726,3.881,0.131,3.627,0,6,1.117,2.892,2.892,3.271,0,268.39,1.429,14.053,60.623,223.651,72.0,3.948,0.174,198.0,-2.347,-2.347,8.394,11.838,3.743,6.184,4.458,9.81,0.0,91.535,10.887,10.887,10.887
6.618,9,4.043,2.099,2.099,111.995,0.469,111.995,111.995,0.0,1.971,2,1.872,2.929,3.853,123.793,0.16,3.59,0.016,2.5,3.808,10,0.821,13.87,1.63,1.63,6.446,4.744,1.107,5.126,3.446,3.446,3.446,0.009,10,186.0,0.886,0,6,2,1.062,3.808,0.657,1.982,195.58,0.0,3.36,6.878,2.56,200.068,0.731,0.81,4.347,3.403,0.608,0.0,1.847,1.38,3.493,2.463,0.171,1.524,1.524,0,17,5.775,3.317,0.0,3.25,2.986,3.674,4.44,-1.5,3.388,0.066,-1.0,-1.0,2.979,130.006,0,3.804,2954.0,5.767,4.382,3.265,6.155,188.338,4.2,0.419,3.212,0,1.149,0,3.664,4.344,342.0,1,6632.0,3.012,1.383,3.905,2894.0,1.0,1,7.619,0.218,-2.347,-2.347,3.357,3.858,0.141,3.15,0,6,1.062,2.136,2.136,3.23,0,227.33,1.404,12.155,52.105,188.338,60.0,3.767,0.195,162.0,-2.347,-2.347,7.805,8.948,3.572,6.841,4.006,8.449,0.0,94.762,8.949,8.949,8.949
7.31,1,4.725,2.105,2.105,71.858,0.437,71.858,71.858,1.085,1.856,1,1.665,2.945,3.993,57.903,0.184,3.317,0.0,2.451,3.609,3,0.723,24.222,1.444,1.444,7.058,7.18,1.36,9.543,4.058,4.058,4.058,0.016,3,176.0,0.783,0,2,1,1.332,3.645,1.111,1.868,187.03,43.114,4.538,10.477,1.894,187.795,1.185,1.133,4.206,3.327,0.828,25.018,1.602,1.504,3.873,4.302,0.053,1.65,1.65,0,19,4.054,3.886,0.0,2.91,3.206,3.535,4.837,-1.07,2.849,0.057,-0.933,-0.933,3.183,74.982,0,3.61,2176.0,9.664,4.837,2.78,6.132,211.88,4.248,0.592,3.746,1,1.419,0,3.676,4.357,251.0,1,4428.0,3.153,1.595,3.787,2175.0,0.8,1,8.71,0.26,-2.111,-2.111,3.743,3.987,0.171,3.723,0,2,1.084,2.509,2.509,3.413,0,229.35,1.635,11.924,51.005,211.88,42.0,3.87,0.223,116.0,-3.44,-3.44,6.949,12.573,3.589,4.282,4.436,8.309,-0.408,41.029,9.335,9.335,9.335
6.461,0,5.012,2.756,2.756,92.775,0.43,92.775,92.775,1.004,1.953,2,1.867,3.588,4.051,142.628,0.136,3.893,0.0,3.021,3.81,5,1.149,38.211,3.258,3.258,7.179,14.665,1.49,15.275,4.179,4.179,4.179,0.051,5,272.0,1.22,0,2,1,1.452,3.817,1.867,1.962,290.291,0.0,4.653,20.568,3.104,291.944,1.786,1.55,13.202,3.534,1.72,0.0,1.846,1.516,4.244,5.788,0.038,2.404,2.404,0,25,4.715,4.33,0.0,3.395,3.345,3.94,5.176,0.0,3.023,0.225,0.0,0.0,3.331,95.899,0,3.808,5301.0,14.216,5.135,2.932,18.599,270.735,5.245,1.948,4.335,2,1.483,0,4.143,4.828,399.0,0,11189.0,3.325,1.664,3.892,5153.0,1.0,1,11.551,0.656,0.0,0.0,4.142,4.045,0.125,4.192,0,2,1.421,3.199,3.199,3.54,0,323.47,1.681,16.466,71.309,270.735,66.0,4.293,0.161,184.0,-0.381,-0.381,9.4,16.841,3.928,5.998,5.073,11.597,0.839,68.156,13.281,13.281,13.281
7.0,7,4.961,2.608,2.608,134.88,0.444,134.88,134.88,0.805,2.038,2,1.904,3.528,3.947,457.823,0.109,3.821,0.103,3.183,3.838,8,1.218,39.955,3.308,3.308,6.867,15.267,1.801,14.5,3.867,3.867,3.867,0.121,8,350.0,1.261,0,6,4,1.769,3.871,1.881,2.041,369.991,0.0,4.286,22.347,3.521,384.406,1.933,1.922,14.593,3.687,1.916,0.0,1.876,1.48,4.346,6.191,0.087,2.388,2.388,0,35,8.284,4.345,0.0,4.37,3.537,4.261,4.991,1.0,3.959,0.283,1.0,1.0,3.541,144.253,0,3.841,14958.0,14.937,4.991,3.761,21.763,411.989,5.447,2.112,4.346,0,1.68,0,4.22,4.905,944.0,0,29609.0,3.585,1.864,3.96,14149.0,1.0,0,15.953,0.825,2.275,2.275,4.231,3.914,0.089,4.21,0,5,1.479,3.174,3.174,3.762,0,421.64,1.877,21.594,93.74,411.989,157.0,4.674,0.117,437.0,2.136,2.136,12.727,20.459,4.17,10.517,5.167,15.097,1.967,102.833,16.809,16.809,16.809
7.119,0,4.783,2.465,2.465,110.268,0.453,110.268,110.268,0.681,1.921,1,1.733,3.259,3.91,172.333,0.137,3.696,0.108,2.917,3.742,6,1.124,31.045,2.463,2.463,6.862,8.981,1.533,9.321,3.862,3.862,3.862,0.086,7,326.0,1.197,0,6,3,1.551,3.86,1.283,1.923,345.102,0.0,4.022,13.532,3.209,370.83,1.259,1.231,7.511,3.641,1.15,78.811,1.669,1.447,3.892,4.257,0.122,2.056,2.056,1,23,6.89,3.915,0.0,3.786,3.265,4.066,4.943,0.548,3.661,0.087,0.484,0.484,3.272,134.527,0,3.768,7275.0,9.248,4.943,3.452,11.509,258.964,4.894,1.695,3.888,0,1.425,0,3.984,4.668,575.0,0,19128.0,3.354,1.587,3.916,6996.0,1.0,1,10.621,0.574,0.759,0.759,3.808,3.856,0.116,3.806,0,0,1.512,2.624,2.624,3.556,0,329.44,1.606,17.068,74.893,247.193,101.0,4.013,0.152,269.0,-0.102,-0.102,10.062,12.159,3.911,8.33,4.754,11.775,0.917,85.729,12.77,12.77,12.77
8.485,3,4.959,2.619,2.619,122.597,0.452,122.597,122.597,0.721,2.011,2,1.906,3.554,3.915,290.838,0.117,3.953,0.153,2.917,3.838,8,1.088,35.887,2.829,2.829,6.862,11.337,1.533,12.254,3.862,3.862,3.862,0.128,8,334.0,1.153,0,7,3,1.513,3.865,1.526,2.016,355.121,0.0,4.219,16.736,3.311,399.287,1.577,1.591,9.454,3.647,1.435,0.0,1.877,1.452,4.092,5.005,0.127,2.284,2.284,0,27,7.446,4.107,0.0,3.938,3.399,4.32,4.997,0.549,3.795,0.094,0.487,0.487,3.391,128.846,0,3.84,9090.0,12.202,4.997,3.601,13.997,321.009,5.111,1.967,4.073,1,1.548,0,4.043,4.727,698.0,0,23536.0,3.411,1.733,3.951,8785.0,1.0,1,12.277,0.659,0.765,0.765,3.994,3.882,0.108,3.966,0,3,1.411,2.853,2.853,3.612,0,358.5,1.756,18.277,79.76,306.049,118.0,4.238,0.141,328.0,0.0,0.0,10.648,15.4,3.988,9.243,4.936,12.669,0.947,92.942,13.736,13.736,13.736
7.036,0,4.474,2.579,2.579,117.688,0.451,117.688,117.688,0.49,1.999,2,1.895,3.513,3.904,269.014,0.137,3.7,0.136,2.865,3.833,9,1.051,27.996,2.275,2.275,6.756,7.959,1.429,9.077,3.756,3.756,3.756,0.128,9,320.0,1.086,0,5,3,1.376,3.858,1.218,1.997,341.97,0.0,3.588,12.021,3.199,379.47,1.334,1.436,6.582,3.636,1.096,0.0,1.872,1.455,3.945,4.314,0.104,2.28,2.28,0,22,7.156,3.891,0.0,3.833,3.284,4.062,4.654,0.0,3.748,0.069,0.0,0.0,3.297,141.948,0,3.834,7588.0,9.683,4.654,3.591,9.435,262.153,4.693,1.967,3.796,0,1.453,0,4.007,4.691,638.0,0,20173.0,3.399,1.697,3.945,7258.0,1.0,1,9.87,0.389,0.0,0.0,3.848,3.868,0.11,3.752,0,0,1.355,3.013,3.013,3.574,0,327.44,1.704,16.746,73.407,247.193,105.0,3.991,0.147,297.0,-0.571,-0.571,9.968,12.82,3.913,8.158,4.614,11.72,0.673,91.535,12.831,12.831,12.831
5.959,0,4.472,2.27,2.27,82.952,0.462,82.952,82.952,1.607,1.922,1,1.732,3.178,3.9,137.803,0.167,3.611,0.087,2.522,3.592,4,1.064,28.164,2.209,2.209,6.862,7.551,1.532,8.39,3.862,3.862,3.862,0.066,4,248.0,1.153,0,5,2,1.511,3.663,1.117,1.925,263.047,0.0,3.815,11.868,2.742,281.094,1.12,1.09,6.321,3.501,0.966,0.0,1.666,1.427,3.787,3.6,0.114,2.031,2.031,0,23,5.778,3.834,0.0,3.289,3.098,3.765,4.647,-0.89,3.406,0.098,-0.777,-0.777,3.092,107.212,0,3.6,3781.0,8.691,4.647,3.209,9.84,258.964,4.755,0.947,3.788,0,1.29,0,3.676,4.357,387.0,1,9657.0,3.132,1.533,3.828,3884.0,1.0,0,10.475,0.574,-1.661,-1.661,3.686,3.854,0.144,3.685,0,0,1.376,2.607,2.607,3.377,0,277.41,1.562,13.988,61.55,258.964,69.0,3.94,0.189,189.0,-2.0,-2.0,8.271,11.267,3.719,7.503,4.658,9.703,0.097,63.862,10.309,10.309,10.309
6.619,0,4.711,2.546,2.546,114.36,0.455,114.36,114.36,0.663,1.987,1,1.847,3.292,3.907,276.53,0.132,3.753,0.12,2.917,3.78,6,1.064,32.259,2.743,2.743,6.862,9.426,1.532,9.898,3.862,3.862,3.862,0.088,8,324.0,1.153,0,6,3,1.512,3.839,1.359,1.978,343.183,0.0,4.022,14.272,3.247,360.739,1.352,1.341,7.919,3.64,1.218,0.0,1.815,1.443,3.98,4.454,0.118,2.056,2.056,0,24,7.154,3.982,0.0,3.875,3.265,4.082,4.865,0.55,3.725,0.078,0.486,0.486,3.274,155.405,0,3.789,8161.0,9.938,4.865,3.532,12.21,270.735,4.956,1.967,3.937,0,1.443,0,4.025,4.71,636.0,0,20886.0,3.367,1.692,3.925,7855.0,0.875,1,11.001,0.574,0.762,0.762,3.893,3.858,0.112,3.863,0,0,1.376,2.627,2.627,3.565,0,340.47,1.699,17.848,77.485,247.193,109.0,4.097,0.147,298.0,-0.069,-0.069,10.562,13.015,3.953,8.835,4.787,12.275,0.926,92.084,13.27,13.27,13.27
8.394,4,4.869,2.619,2.619,139.015,0.454,139.015,139.015,0.663,1.999,2,1.906,3.49,3.914,276.771,0.122,3.768,0.103,2.917,3.839,8,1.064,30.823,2.747,2.747,6.862,10.387,1.532,11.214,3.862,3.862,3.862,0.108,8,314.0,1.153,0,6,3,1.512,3.863,1.41,2.007,332.726,0.0,4.164,15.051,3.224,371.137,1.462,1.501,8.822,3.646,1.311,0.0,1.877,1.441,4.026,4.59,0.115,2.121,2.121,0,25,7.457,4.025,0.0,3.918,3.398,4.17,4.909,0.524,3.798,0.074,0.46,0.46,3.389,145.264,0,3.841,8453.0,11.234,4.909,3.599,13.133,309.238,4.97,1.967,3.984,0,1.53,0,4.043,4.727,675.0,0,21290.0,3.397,1.694,3.947,8132.0,1.0,1,11.262,0.574,0.737,0.737,3.92,3.887,0.112,3.873,0,3,1.376,2.814,2.814,3.584,0,340.48,1.72,17.744,76.719,294.278,113.0,4.207,0.147,316.0,-0.122,-0.122,10.509,14.071,3.954,8.909,4.795,12.258,0.885,111.894,13.275,13.275,13.275
5.07,8,4.668,2.264,2.264,62.674,0.447,140.972,140.972,0.517,1.965,1,1.872,3.261,4.117,150.97,0.138,3.524,0.111,2.596,3.801,3,1.052,35.972,2.374,2.374,6.869,12.129,1.672,11.743,3.869,3.869,3.869,0.146,3,272.0,1.131,0,5,3,1.649,3.839,1.371,1.985,291.012,0.0,3.933,17.276,3.404,234.385,1.375,1.417,10.665,3.574,1.275,55.19,1.823,1.472,4.115,5.882,0.1,2.194,2.194,0,26,5.917,4.038,0.0,3.548,3.305,3.949,4.918,-0.099,3.415,0.161,-0.092,-0.092,3.291,83.809,0,3.796,5361.0,11.918,4.835,3.268,14.982,294.278,5.039,1.591,4.011,0,1.447,0,3.773,4.454,459.0,0,12138.0,3.454,1.664,3.932,5169.0,1.0,0,11.396,0.779,-0.213,-0.213,3.927,3.901,0.126,3.835,0,7,1.342,2.822,2.822,3.534,0,341.36,1.676,15.455,71.803,294.278,79.0,4.193,0.165,213.0,-1.328,-1.328,9.095,17.356,3.828,8.004,4.892,10.737,0.367,31.553,11.849,11.849,11.849
8.222,8,4.831,2.87,2.87,114.262,0.419,114.262,114.262,0.721,1.998,2,1.923,3.707,4.063,133.454,0.124,3.762,0.05,3.146,3.804,7,1.242,48.059,3.418,3.418,7.18,15.838,1.569,19.714,4.18,4.18,4.18,0.149,7,262.0,1.305,0,1,1,1.531,3.802,2.388,2.017,276.605,0.0,4.365,22.868,3.196,273.795,2.288,1.929,13.933,3.691,1.984,0.0,1.896,1.548,4.479,7.343,0.017,2.545,2.545,0,29,4.978,4.57,0.0,3.572,3.387,3.938,5.245,0.689,3.147,0.277,0.599,0.599,3.379,117.386,0,3.799,7012.0,19.08,5.099,3.028,19.594,329.591,5.226,2.183,4.524,1,1.523,0,4.205,4.89,482.0,0,12179.0,3.394,1.717,3.923,6545.0,0.833,1,13.352,0.803,1.47,1.47,4.363,4.064,0.116,4.405,0,11,1.482,3.425,3.425,3.613,0,347.54,1.746,17.795,76.473,329.591,81.0,4.562,0.148,215.0,0.195,0.195,9.97,21.745,4.021,5.937,5.183,12.566,1.035,87.108,14.79,14.79,14.79
5.155,1,4.594,2.008,2.008,63.836,0.459,63.836,63.836,1.125,1.906,1,1.749,2.859,3.909,98.013,0.192,3.457,0.0,2.163,3.622,4,0.84,21.518,-0.339,-0.339,6.839,7.203,1.364,8.038,3.839,3.839,3.839,0.016,4,152.0,0.883,0,3,2,1.327,3.644,0.959,1.92,162.042,0.0,3.918,10.672,2.001,163.795,1.03,1.032,5.415,3.325,0.847,0.0,1.692,1.438,3.746,3.422,0.079,1.414,1.414,0,21,4.202,3.716,0.0,2.844,2.99,3.54,4.757,-1.271,2.898,0.033,-1.0,-1.0,2.968,66.961,0,3.618,1829.0,8.303,4.757,2.843,7.868,235.422,4.513,0.257,3.646,1,1.156,0,3.481,4.159,231.0,1,3376.0,2.942,1.353,3.814,1899.0,0.8,1,9.271,0.378,-2.632,-2.632,3.589,3.903,0.177,3.535,0,3,1.146,2.205,2.205,3.201,0,219.36,1.399,11.132,48.043,235.422,39.0,3.934,0.235,112.0,-3.459,-3.459,6.8,11.997,3.507,5.465,4.49,7.809,-0.483,49.855,8.37,8.37,8.37
6.229,0,4.733,2.816,2.816,109.02,0.433,109.02,109.02,1.038,2.024,2,1.878,3.695,4.045,243.908,0.139,4.566,0.19,3.332,3.781,7,1.12,41.801,4.449,4.449,7.117,13.118,1.589,14.991,4.117,4.117,4.117,0.35,7,476.0,1.155,0,4,3,1.567,3.807,2.086,2.031,512.644,115.755,4.226,17.594,3.993,643.884,2.209,2.068,12.511,3.709,2.157,62.295,1.846,1.538,4.238,6.144,0.071,2.534,2.534,0,24,6.207,4.299,0.0,3.913,3.37,4.746,4.997,1.0,3.494,0.438,1.0,1.0,3.38,115.268,0,3.781,9767.0,14.905,4.997,3.321,15.018,330.576,5.215,2.0,4.276,1,1.502,0,4.22,4.905,657.0,0,32605.0,3.495,1.712,3.902,9510.0,1.0,0,10.398,0.825,2.108,2.108,4.161,4.034,0.106,4.191,0,0,1.441,3.422,3.422,3.597,0,408.48,1.72,19.87,88.192,270.735,104.0,4.116,0.135,307.0,1.696,1.696,11.164,16.294,4.102,8.063,5.071,13.864,1.687,72.582,15.769,15.769,15.769
8.491,4,4.878,2.619,2.619,125.132,0.454,125.132,125.132,0.663,2.011,2,1.907,3.424,3.911,276.771,0.122,3.714,0.103,2.917,3.839,8,1.083,33.198,2.747,2.747,6.862,11.139,1.533,11.895,3.862,3.862,3.862,0.108,8,304.0,1.158,0,7,3,1.512,3.859,1.485,2.022,321.961,0.0,4.124,16.25,3.232,361.137,1.544,1.57,9.409,3.646,1.404,0.0,1.877,1.441,4.072,4.901,0.13,2.121,2.121,0,27,7.457,4.078,0.0,3.918,3.399,3.999,4.917,0.506,3.798,0.074,0.46,0.46,3.386,131.381,0,3.84,8453.0,11.999,4.917,3.599,14.13,332.78,5.085,1.967,4.039,0,1.552,0,4.007,4.691,675.0,0,20401.0,3.386,1.73,3.951,8132.0,1.0,0,12.181,0.705,0.737,0.737,3.952,3.883,0.112,3.912,0,3,1.389,2.71,2.71,3.611,0,342.5,1.759,17.744,76.719,317.82,113.0,4.281,0.147,316.0,-0.122,-0.122,10.509,15.445,3.954,9.095,4.885,12.258,0.885,92.942,13.275,13.275,13.275
4.699,2,4.816,2.813,2.813,145.945,0.433,145.945,145.945,0.424,1.959,2,1.887,3.541,4.309,275.125,0.133,4.237,0.077,3.414,3.915,8,1.154,36.557,3.543,3.543,7.49,10.306,1.526,11.792,4.49,4.49,4.49,0.146,8,456.0,1.188,0,6,3,1.588,3.979,1.498,1.968,485.572,269.826,4.139,12.593,3.575,488.647,1.618,1.606,8.534,3.707,1.285,141.746,1.868,1.511,4.157,6.443,0.107,2.281,2.281,1,22,8.126,4.119,2.45,4.362,3.37,4.395,4.931,1.387,3.899,0.257,1.0,1.0,3.372,141.856,0,3.923,14990.0,11.638,4.931,3.673,11.477,258.964,4.914,2.279,4.01,0,1.546,2,4.379,5.066,918.0,0,40545.0,3.446,1.79,4.019,13575.0,0.889,0,10.207,0.552,2.275,2.275,4.091,4.052,0.097,4.016,0,1,1.376,2.969,2.969,3.62,0,422.55,1.785,21.294,97.105,290.016,152.0,4.019,0.126,407.0,2.21,2.21,12.289,13.729,4.153,8.421,4.738,14.72,1.942,87.797,16.771,16.771,16.771
6.0,1,4.908,2.225,2.225,80.821,0.441,80.821,80.821,1.21,1.908,1,1.71,3.103,4.005,67.603,0.17,3.484,0.0,2.596,3.64,3,1.034,32.621,1.458,1.458,7.087,11.655,1.529,12.946,4.087,4.087,4.087,0.016,3,186.0,1.124,0,3,1,1.506,3.671,1.501,1.927,194.343,49.816,4.402,17.084,2.226,201.381,1.461,1.343,8.376,3.316,1.346,28.591,1.641,1.493,4.036,4.99,0.065,1.951,1.951,0,25,4.204,4.12,0.0,3.015,3.263,3.576,4.908,-0.726,2.878,0.057,-0.615,-0.615,3.245,83.945,0,3.639,2764.0,11.987,4.908,2.804,12.402,294.278,5.04,0.875,4.101,0,1.486,0,3.726,4.407,281.0,0,4589.0,3.235,1.675,3.816,2797.0,0.8,1,11.212,0.571,-1.287,-1.287,3.904,3.995,0.159,3.957,0,3,1.359,2.613,2.613,3.474,0,259.43,1.701,13.435,57.198,294.278,48.0,4.218,0.205,132.0,-1.805,-1.805,7.702,15.081,3.691,5.26,4.931,9.258,0.113,60.087,10.263,10.263,10.263
7.49,1,4.753,2.105,2.105,87.985,0.442,87.985,87.985,1.168,1.857,1,1.665,2.945,3.997,62.625,0.175,3.37,0.0,2.483,3.611,3,0.998,26.609,1.483,1.483,7.071,8.71,1.52,10.686,4.071,4.071,4.071,0.036,3,188.0,1.084,0,3,1,1.493,3.652,1.244,1.869,197.009,46.819,4.58,12.681,2.119,203.381,1.263,1.173,5.646,3.332,0.999,27.421,1.602,1.487,3.922,4.503,0.073,1.652,1.652,0,21,4.275,3.972,0.0,2.998,3.206,3.543,4.856,-0.845,2.939,0.057,-0.665,-0.665,3.184,91.109,0,3.613,2527.0,10.318,4.856,2.873,8.264,247.193,4.538,0.675,3.887,0,1.419,0,3.701,4.382,285.0,1,4881.0,3.156,1.595,3.792,2536.0,1.0,1,9.568,0.567,-1.52,-1.52,3.796,3.989,0.163,3.815,0,2,1.312,2.545,2.545,3.413,0,243.38,1.635,12.932,54.771,247.193,47.0,4.006,0.212,133.0,-2.225,-2.225,7.47,13.086,3.643,4.868,4.617,8.847,-0.005,51.912,9.773,9.773,9.773
8.491,1,4.774,2.619,2.619,126.713,0.454,126.713,126.713,0.663,1.982,2,1.865,3.424,3.907,276.771,0.122,3.823,0.103,2.917,3.808,8,1.064,31.388,2.747,2.747,6.862,10.28,1.532,10.969,3.862,3.862,3.862,0.108,8,336.0,1.153,0,7,3,1.512,3.846,1.35,1.979,355.225,0.0,4.069,15.186,3.236,404.872,1.401,1.444,8.301,3.645,1.261,0.0,1.844,1.44,3.977,4.499,0.135,2.121,2.121,0,25,7.457,3.986,0.0,3.918,3.334,4.214,4.869,0.506,3.798,0.074,0.46,0.46,3.326,132.962,0,3.812,8453.0,10.647,4.869,3.599,12.4,309.238,4.986,1.967,3.972,0,1.501,0,4.007,4.691,675.0,0,22221.0,3.352,1.706,3.921,8132.0,1.0,1,11.367,0.574,0.737,0.737,3.893,3.86,0.112,3.852,0,2,1.376,2.71,2.71,3.573,0,344.47,1.731,17.881,77.627,294.278,113.0,4.131,0.147,316.0,-0.122,-0.122,10.509,13.389,3.954,9.067,4.85,12.258,0.862,92.942,13.275,13.275,13.275
6.206,0,4.349,1.741,1.741,72.523,0.453,72.523,72.523,0.945,1.673,0,1.476,2.731,4.219,42.852,0.21,3.291,0.0,2.085,3.6,0,0.691,19.43,-1.337,-1.337,6.563,4.268,1.235,6.051,3.878,3.878,3.878,0.0,1,178.0,0.787,1,2,2,1.188,3.723,0.698,1.705,189.244,0.0,4.211,5.56,1.353,169.463,0.756,0.768,3.648,3.223,0.529,35.058,1.408,1.467,3.428,3.202,0.067,1.369,1.369,0,15,3.809,3.422,0.0,2.656,2.889,3.38,4.349,-1.79,2.74,0.0,-1.655,-1.655,2.856,94.052,0,3.553,1276.0,6.081,4.349,2.719,4.506,153.024,3.949,0.037,3.288,0,1.277,0,3.474,4.151,180.0,1,2994.0,2.892,1.414,3.743,1334.0,1.0,0,7.384,0.14,-4.219,-4.219,3.272,3.893,0.196,3.22,0,0,1.02,2.328,2.328,3.134,0,209.35,1.468,9.98,46.603,172.531,31.0,3.33,0.259,87.0,-4.85,-4.85,5.672,7.759,3.376,4.301,3.834,6.792,-0.87,29.075,7.348,7.348,7.348
