pXC50,GATS5s,GATS6s,nDB,SRW07,SRW09,SdO,GATS4p,SaaN,PW5,MATS4p,nImidazoles,GATS5e,SpMAD_EA.dm.,SM06_EA.dm.,SM04_EA.dm.,SpMaxA_EA.dm.,SM08_EA.dm.,SM12_EA.dm.,SM10_EA.dm.,SM02_EA.dm.,Eig01_EA.dm.,SM14_EA.dm.,SpMax_EA.dm.,X4A,SpAD_EA.dm.,GATS4v,NdssC,SpDiam_EA.dm.,Eig01_AEA.dm.,SpDiam_AEA.dm.,SpMax_AEA.dm.,Eig02_EA.dm.,Eig03_EA.dm.,C.032,SpMin1_Bh.i.,MATS7p,MATS4v,C.034,O.058,GATS6e,X3A,SdssC,NdO,D.Dtr05,nR05,C.028,GATS4i,GATS7v,SRW05,SpMin1_Bh.e.,Eig02_AEA.dm.,X5A,F.084,SM07_EA.dm.,nPyrimidines,Eig04_EA.dm.,SM05_EA.dm.,SM09_EA.dm.,SM11_EA.dm.,SM13_EA.dm.,SM15_EA.dm.,SM03_EA.dm.,MATS7v,P_VSA_LogP_6,Eig03_AEA.dm.,JGI6,N.075,NaaN,GATS7p
5.1,1.16,1.593,0,5.283,7.273,0.0,0.899,8.255,0.092,0.071,0,1.072,0.091,0.533,0.671,0.038,0.438,0.309,0.366,0.918,0.916,0.262,0.916,0.118,2.178,0.899,0,1.605,3.086,5.086,3.086,0.172,0.0,0,1.931,0.059,0.087,2,0,1.683,0.181,0.0,0,99.611,2,1,0.905,0.945,3.045,1.95,2.948,0.076,0,0.384,0,0.0,0.393,0.351,0.312,0.273,0.236,0.325,-0.035,7.593,2.688,0.016,2,2,0.859
6.0,0.89,0.906,0,5.352,7.413,0.0,0.968,12.724,0.1,0.015,1,0.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,1.033,0,0.0,3.091,5.091,3.091,0.0,0.0,0,1.93,-0.133,-0.033,1,0,0.937,0.173,0.0,0,63.585,2,1,0.94,1.156,3.045,1.951,2.882,0.072,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.177,25.686,2.438,0.011,3,3,1.097
5.1,0.962,1.045,0,5.283,7.273,0.0,0.864,8.686,0.092,0.121,0,1.125,0.033,0.008,0.05,0.017,0.001,0.0,0.0,0.278,0.4,0.0,0.4,0.118,0.8,0.954,0,0.8,3.043,5.043,3.043,0.0,0.0,0,1.929,-0.172,0.036,1,0,1.159,0.181,0.0,0,99.611,2,1,0.947,1.066,3.045,1.949,2.859,0.076,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,13.915,2.608,0.016,2,2,1.254
5.1,0.824,0.958,0,5.283,7.273,0.0,1.016,8.713,0.089,-0.004,0,0.962,0.053,0.149,0.317,0.026,0.067,0.013,0.03,0.623,0.657,0.006,0.657,0.119,1.315,1.033,0,1.315,3.038,5.038,3.038,0.0,0.0,0,1.929,-0.242,-0.047,1,0,1.215,0.184,0.0,0,108.456,2,1,1.001,1.143,3.045,1.949,2.849,0.078,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.177,13.915,2.697,0.009,2,2,1.418
6.1,1.0,1.165,0,5.416,7.535,0.0,0.843,13.341,0.109,0.109,1,1.286,0.028,0.008,0.05,0.014,0.001,0.0,0.0,0.278,0.4,0.0,0.4,0.108,0.8,0.849,0,0.8,3.31,5.31,3.31,0.0,0.0,0,1.933,-0.178,0.118,1,0,1.185,0.171,0.0,0,94.047,2,1,0.947,1.198,3.045,1.956,2.922,0.069,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.226,13.915,2.614,0.009,3,3,1.168
5.9,1.042,1.174,0,5.416,7.535,0.0,0.813,13.098,0.115,0.15,1,1.408,0.032,0.008,0.05,0.016,0.001,0.0,0.0,0.278,0.4,0.0,0.4,0.106,0.8,0.803,0,0.8,3.306,5.306,3.306,0.0,0.0,0,1.932,-0.209,0.168,1,0,1.051,0.166,0.0,0,82.37,2,1,0.954,1.248,3.045,1.953,2.92,0.068,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.243,13.915,2.458,0.014,3,3,1.213
6.9,0.415,0.494,0,5.352,7.413,0.0,1.051,8.824,0.101,-0.065,1,0.669,0.101,0.732,0.938,0.026,0.57,0.334,0.438,1.235,0.86,0.252,0.86,0.112,3.32,1.048,0,1.72,3.274,5.274,3.274,0.8,0.0,0,1.955,-0.147,-0.044,2,0,0.571,0.177,0.0,0,142.621,2,1,1.014,1.108,3.045,1.976,2.926,0.072,1,0.188,0,0.0,0.268,0.125,0.082,0.054,0.035,0.325,-0.109,19.861,2.898,0.013,2,2,1.14
6.585,1.208,1.028,3,5.533,7.703,25.206,1.111,0.0,0.1,-0.119,0,1.077,0.216,2.041,2.025,0.03,2.087,2.229,2.152,2.069,1.058,2.315,1.058,0.114,7.553,1.074,3,2.117,3.668,5.668,3.668,1.058,0.86,0,1.872,-0.002,-0.071,2,2,0.972,0.178,-0.296,2,171.946,2,0,1.001,0.943,3.045,1.891,3.636,0.075,1,0.188,0,0.8,0.268,0.125,0.082,0.054,0.035,0.325,0.053,20.474,3.004,0.021,0,0,0.976
5.1,1.647,1.489,1,2.708,5.38,11.917,0.99,0.0,0.11,-0.074,0,1.523,0.162,1.34,1.27,0.059,1.423,1.599,1.51,1.27,1.058,1.69,1.058,0.116,2.917,0.996,1,2.117,3.62,5.62,3.62,0.4,0.0,0,1.888,-0.165,-0.086,0,1,1.196,0.178,-0.076,1,0.0,0,0,1.01,1.319,0.0,1.915,2.93,0.076,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.175,0.0,2.635,0.014,0,0,1.24
7.6,0.45,0.484,0,4.727,6.862,0.0,0.998,8.89,0.106,-0.132,1,0.685,0.203,7.185,5.027,0.102,9.348,13.675,11.511,2.913,2.95,15.838,2.95,0.112,5.9,1.048,0,5.9,4.327,6.327,4.327,0.0,0.0,0,1.902,-0.194,-0.151,1,0,0.5,0.181,0.0,0,70.671,1,1,1.047,1.164,2.398,1.926,3.206,0.071,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.209,17.717,2.896,0.01,2,2,1.108
4.398,1.293,1.527,2,0.0,0.0,24.406,1.128,0.0,0.126,-0.194,0,1.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104,0.0,0.978,2,0.0,3.819,5.819,3.819,0.0,0.0,0,2.021,-0.149,-0.104,0,2,1.596,0.165,-0.901,2,0.0,0,0,1.163,1.436,0.0,2.026,3.392,0.067,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.179,0.0,2.901,0.012,0,0,1.205
5.1,1.161,0.989,4,5.938,8.138,39.401,0.997,4.417,0.119,-0.019,1,0.918,0.274,3.729,2.996,0.041,4.649,6.733,5.667,2.585,1.745,7.823,1.745,0.101,11.797,0.991,5,3.033,3.839,5.839,3.839,1.2,0.86,0,1.948,0.031,-0.032,2,3,0.85,0.162,-0.175,3,208.195,3,0,1.051,0.945,3.434,1.967,3.801,0.064,0,3.796,0,0.8,2.615,4.954,6.094,7.223,8.345,1.404,0.05,32.719,3.353,0.018,1,1,0.953
5.0,0.966,1.744,0,5.638,7.609,0.0,0.799,13.183,0.101,0.167,0,0.971,0.178,5.715,4.057,0.089,7.386,10.731,9.058,2.456,2.308,12.404,2.308,0.112,4.616,0.814,0,4.616,4.046,6.046,4.046,0.0,0.0,0,1.826,0.053,0.157,0,0,1.158,0.171,0.0,0,170.596,3,1,0.81,0.983,3.434,1.858,3.197,0.071,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.542,3.047,0.016,3,3,0.927
5.0,1.136,1.059,2,0.0,0.0,12.613,0.911,8.696,0.101,0.071,0,0.94,0.307,5.023,3.77,0.047,6.395,9.219,7.802,2.861,2.035,10.639,2.035,0.117,13.185,0.891,1,4.069,4.073,6.073,4.073,1.151,1.058,0,2.024,0.026,0.091,0,1,0.996,0.184,-0.297,1,0.0,0,2,0.926,0.987,0.0,2.044,3.496,0.073,0,0.384,0,0.916,0.393,0.351,0.312,0.273,0.236,0.325,-0.058,0.0,3.298,0.016,2,2,0.945
4.409,1.111,1.304,2,4.844,7.018,12.35,1.239,4.131,0.104,-0.206,0,0.987,0.19,1.47,1.488,0.038,1.501,1.626,1.556,1.641,1.058,1.706,1.058,0.112,5.317,1.19,2,2.117,3.666,5.666,3.666,0.8,0.8,0,1.931,-0.114,-0.177,1,1,1.103,0.174,0.562,1,58.97,1,0,1.094,1.102,2.398,1.959,3.141,0.071,0,0.346,0,0.0,0.479,0.237,0.158,0.104,0.068,0.57,-0.113,5.085,2.938,0.025,1,1,1.123
5.1,0.836,1.02,0,4.595,6.605,0.0,1.072,8.774,0.097,-0.084,0,0.921,0.094,1.732,1.517,0.035,1.968,2.468,2.214,1.378,1.151,2.727,1.151,0.116,3.102,1.043,0,2.302,3.623,5.623,3.623,0.4,0.0,0,1.897,-0.128,-0.068,0,0,0.936,0.182,0.0,0,82.892,1,0,0.998,1.05,2.398,1.91,3.179,0.074,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.058,29.059,3.043,0.017,2,2,1.106
5.1,1.131,1.361,2,4.727,6.823,24.219,1.094,0.0,0.099,-0.124,0,1.202,0.223,3.362,2.64,0.053,4.212,6.102,5.137,2.15,1.656,7.088,1.656,0.116,6.914,1.064,2,2.912,3.65,5.65,3.65,1.081,0.473,0,1.986,-0.008,-0.096,0,2,1.377,0.178,-0.309,2,65.181,1,0,1.148,1.018,2.398,2.004,3.569,0.075,0,3.407,0,0.247,2.324,4.464,5.504,6.531,7.551,1.195,-0.045,4.276,3.076,0.02,0,0,0.982
5.1,1.125,1.148,2,4.727,6.823,24.103,1.226,0.0,0.096,-0.246,0,1.186,0.223,3.362,2.64,0.053,4.212,6.102,5.137,2.15,1.656,7.088,1.656,0.116,6.914,1.183,2,2.912,3.65,5.65,3.65,1.081,0.473,0,1.976,0.023,-0.209,0,2,1.234,0.182,-0.315,2,66.529,1,0,1.256,0.949,2.398,1.994,3.563,0.075,0,3.407,0,0.247,2.324,4.464,5.504,6.531,7.551,1.195,0.013,4.276,3.028,0.02,0,0,0.938
5.1,1.263,1.089,2,4.727,6.823,24.0,1.113,0.0,0.097,-0.136,0,1.338,0.23,3.362,2.64,0.055,4.212,6.102,5.137,2.15,1.656,7.088,1.656,0.118,6.914,1.065,2,2.912,3.65,5.65,3.65,1.081,0.473,0,1.976,0.056,-0.088,0,2,1.12,0.18,-0.318,2,62.779,1,0,1.172,0.964,2.398,1.994,3.563,0.076,0,3.407,0,0.247,2.324,4.464,5.504,6.531,7.551,1.195,-0.002,4.276,3.027,0.018,0,0,0.906
5.0,1.229,1.023,1,4.595,6.581,12.903,0.927,8.849,0.097,0.03,0,1.191,0.167,1.567,1.605,0.026,1.582,1.682,1.624,1.796,1.058,1.752,1.058,0.12,6.694,0.975,1,2.117,3.573,5.573,3.573,0.916,0.8,0,1.927,0.003,0.014,0,1,0.919,0.189,-0.121,1,108.605,1,1,0.962,0.973,2.398,1.953,3.081,0.079,0,0.515,0,0.4,0.581,0.441,0.373,0.314,0.264,0.57,0.026,11.771,3.044,0.015,2,2,0.989
5.886,1.506,1.583,2,4.844,7.034,12.87,1.062,0.0,0.107,-0.069,0,1.435,0.238,4.307,3.144,0.05,5.594,8.277,6.925,2.386,1.989,9.639,1.989,0.113,9.532,1.013,2,3.465,3.757,5.757,3.757,0.835,0.8,0,1.953,-0.079,-0.024,1,1,1.401,0.18,0.752,1,90.437,1,0,1.088,1.09,2.398,1.975,3.412,0.074,0,4.691,0,0.6,3.237,6.118,7.524,8.915,10.3,1.803,-0.083,2.144,2.936,0.013,0,0,1.092
5.0,0.885,0.916,4,5.938,7.917,25.921,0.958,4.438,0.094,0.01,0,0.853,0.371,5.098,3.91,0.042,6.463,9.386,7.905,3.133,2.166,10.891,2.166,0.117,18.932,1.004,3,3.858,4.332,6.332,4.332,1.722,1.013,0,2.007,-0.012,-0.042,0,2,0.983,0.181,-0.552,2,0.0,0,1,0.842,0.998,3.932,2.021,3.406,0.074,1,5.417,0,0.86,3.846,6.969,8.515,10.059,11.602,2.221,-0.026,29.92,3.365,0.015,1,1,0.983
5.0,0.963,1.136,1,5.416,7.535,12.25,1.13,4.491,0.102,-0.091,1,0.993,0.374,8.06,5.45,0.091,10.734,16.1,13.417,3.328,3.825,18.783,3.825,0.109,15.689,1.052,1,5.335,4.473,6.473,4.473,1.151,0.98,0,1.925,-0.008,-0.023,2,1,1.134,0.172,-0.715,1,194.633,2,1,1.043,0.934,3.045,1.953,3.584,0.072,0,9.389,0,0.916,6.691,12.074,14.758,17.441,20.124,3.919,0.055,3.503,3.267,0.019,1,1,1.049
5.0,1.293,0.611,3,4.595,6.581,25.175,1.046,4.019,0.095,-0.026,1,1.375,0.349,5.387,4.082,0.055,6.756,9.547,8.147,2.981,2.035,10.952,2.035,0.119,12.918,0.987,3,4.069,4.059,6.059,4.059,1.989,1.058,0,1.984,-0.042,0.026,0,2,0.818,0.184,1.089,2,110.516,1,1,1.033,1.04,2.398,2.011,3.737,0.074,0,4.689,0,0.835,3.224,6.118,7.524,8.915,10.3,1.738,-0.021,11.771,3.581,0.017,1,1,1.062
5.0,1.316,1.075,1,4.443,6.293,12.46,1.213,8.611,0.1,-0.221,0,0.994,0.313,3.378,2.765,0.045,4.209,6.117,5.142,2.506,1.659,7.11,1.659,0.118,11.591,1.135,1,2.921,3.585,5.585,3.585,0.86,0.86,0,2.006,0.058,-0.207,0,1,0.962,0.182,-0.365,1,111.91,1,1,1.216,0.978,2.398,2.02,3.329,0.074,0,3.415,0,0.86,2.324,4.478,5.522,6.554,7.577,1.195,-0.012,16.047,3.15,0.019,2,2,0.848
5.638,1.781,0.634,2,4.727,6.823,12.469,1.021,4.288,0.095,-0.049,0,1.349,0.135,1.741,1.523,0.043,1.993,2.551,2.264,1.435,1.2,2.851,1.2,0.121,3.786,1.032,1,2.293,3.693,5.693,3.693,0.4,0.293,0,1.942,0.036,-0.07,1,1,0.638,0.185,0.108,1,58.768,1,1,1.006,0.966,2.398,1.964,3.063,0.08,0,1.001,0,0.0,0.653,1.37,1.754,2.143,2.535,0.325,0.04,2.757,2.578,0.015,1,1,0.954
5.0,1.132,0.672,3,4.727,6.804,34.78,1.045,7.571,0.083,-0.148,0,1.17,0.095,1.022,1.063,0.034,0.993,0.942,0.967,1.176,0.98,0.917,0.98,0.119,2.76,1.083,1,1.96,4.661,6.661,4.661,0.4,0.0,1,1.96,-0.09,-0.18,0,3,0.766,0.18,-1.131,3,80.447,1,0,1.045,1.184,2.398,1.954,3.763,0.072,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.258,31.819,3.119,0.022,2,2,0.961
5.0,0.656,0.923,1,0.0,0.0,12.581,1.001,4.379,0.118,-0.114,0,0.756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107,0.0,0.963,0,0.0,3.552,5.552,3.552,0.0,0.0,0,2.079,-0.046,-0.112,0,0,0.969,0.168,0.0,1,0.0,0,2,0.956,1.176,0.0,2.098,3.292,0.067,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.039,14.96,3.135,0.022,1,1,1.127
4.523,0.74,1.138,1,5.9,8.1,13.565,0.944,0.0,0.117,0.01,0,0.786,0.15,1.787,1.618,0.033,2.016,2.556,2.275,1.641,1.2,2.853,1.2,0.101,5.386,0.95,1,2.293,3.92,5.92,3.92,0.8,0.4,0,1.897,0.072,0.021,2,1,1.01,0.164,-0.043,1,182.673,3,0,0.893,0.96,3.434,1.919,3.598,0.065,1,1.074,0,0.293,0.801,1.404,1.768,2.15,2.538,0.57,0.02,19.861,3.068,0.014,0,0,0.893
4.959,0.77,1.153,1,6.107,8.252,13.519,0.918,0.0,0.112,0.042,0,0.833,0.154,1.787,1.618,0.034,2.016,2.556,2.275,1.641,1.2,2.853,1.2,0.1,5.386,0.927,1,2.293,3.92,5.92,3.92,0.8,0.4,0,1.898,0.055,0.049,2,1,1.021,0.163,-0.045,1,246.722,4,0,0.832,0.981,3.714,1.919,3.598,0.063,1,1.074,0,0.293,0.801,1.404,1.768,2.15,2.538,0.57,-0.01,19.861,3.073,0.014,0,0,0.905
5.18,0.963,1.882,1,5.9,8.1,13.61,0.971,0.0,0.116,-0.009,0,1.012,0.15,1.787,1.618,0.033,2.016,2.556,2.275,1.641,1.2,2.853,1.2,0.101,5.386,0.97,1,2.293,3.92,5.92,3.92,0.8,0.4,0,1.902,0.008,-0.006,2,1,1.54,0.165,0.076,1,184.105,3,0,0.989,1.022,3.434,1.927,3.597,0.065,0,1.074,0,0.293,0.801,1.404,1.768,2.15,2.538,0.57,-0.049,4.901,3.061,0.014,0,0,0.971
5.762,0.723,1.149,1,5.9,8.1,13.601,0.967,0.0,0.116,-0.009,0,0.801,0.146,1.787,1.618,0.032,2.016,2.556,2.275,1.641,1.2,2.853,1.2,0.101,5.386,0.976,1,2.293,3.92,5.92,3.92,0.8,0.4,0,1.898,0.01,-0.002,2,1,1.06,0.165,-0.044,1,192.564,3,0,0.874,1.029,3.434,1.919,3.598,0.065,1,1.074,0,0.293,0.801,1.404,1.768,2.15,2.538,0.57,-0.048,19.861,3.075,0.015,0,0,0.966
4.523,1.109,1.056,1,4.595,6.605,12.455,1.064,0.0,0.095,-0.093,0,0.883,0.151,1.408,1.391,0.035,1.463,1.613,1.533,1.509,1.058,1.698,1.058,0.121,4.517,1.054,1,2.117,3.578,5.578,3.578,0.8,0.4,0,1.886,0.088,-0.076,2,1,0.971,0.188,-0.273,1,81.751,1,0,1.032,0.888,2.398,1.92,3.108,0.079,0,0.188,0,0.0,0.268,0.125,0.082,0.054,0.035,0.325,0.052,10.898,2.982,0.016,0,0,0.852
6.495,0.871,1.279,0,4.727,6.823,0.0,1.072,9.199,0.128,-0.035,0,0.872,0.158,0.736,0.958,0.033,0.57,0.334,0.439,1.324,0.86,0.252,0.86,0.101,4.12,1.028,0,1.72,3.478,5.478,3.478,0.8,0.4,0,2.049,-0.091,-0.023,0,0,1.14,0.165,0.0,0,37.424,1,2,1.053,1.07,2.398,2.068,3.009,0.064,0,0.188,0,0.0,0.268,0.125,0.082,0.054,0.035,0.325,-0.133,0.0,2.817,0.019,2,2,0.996
7.492,0.468,0.579,0,4.727,6.862,0.0,0.929,13.037,0.113,0.039,1,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.0,0.917,0,0.0,3.329,5.329,3.329,0.0,0.0,1,1.9,-0.223,0.06,1,0,0.725,0.175,0.0,0,65.41,1,2,0.955,1.222,2.398,1.931,2.919,0.07,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.237,19.616,2.693,0.012,3,3,1.208
6.3,1.019,1.746,3,0.0,0.0,11.775,0.926,3.98,0.101,0.02,0,1.233,0.231,2.224,1.956,0.059,2.565,3.401,2.962,1.798,1.305,3.87,1.305,0.125,5.075,0.888,3,2.416,3.549,5.549,3.549,0.964,0.268,0,1.865,-0.033,0.082,0,1,1.736,0.188,1.107,1,0.0,0,0,1.034,1.094,0.0,1.902,3.025,0.081,0,1.72,0,0.0,1.178,2.269,2.823,3.377,3.928,0.623,-0.156,1.899,2.753,0.017,1,1,0.997
5.1,1.576,1.447,1,4.727,6.862,12.173,1.108,8.33,0.098,-0.11,0,1.571,0.127,3.244,2.415,0.055,4.156,6.091,5.111,1.758,1.656,7.083,1.656,0.117,3.806,1.039,1,2.912,3.563,5.563,3.563,0.247,0.0,0,1.925,0.014,-0.047,0,1,1.425,0.178,-0.285,1,62.79,1,0,1.17,1.011,2.398,1.948,3.244,0.075,0,3.407,1,0.0,2.324,4.464,5.504,6.531,7.551,1.195,-0.079,18.375,2.744,0.015,2,2,0.836
6.8,0.73,1.058,1,4.727,6.862,11.848,1.27,8.049,0.104,-0.272,0,0.786,0.078,1.019,1.045,0.039,0.993,0.942,0.967,1.072,0.98,0.917,0.98,0.11,1.96,1.228,1,1.96,3.561,5.561,3.561,0.0,0.0,1,1.94,-0.168,-0.267,2,1,1.065,0.177,-0.495,1,60.596,1,1,1.24,1.11,2.398,1.963,3.157,0.07,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.148,7.413,2.901,0.019,2,2,1.135
5.5,1.538,1.317,1,4.727,6.823,12.293,1.093,4.085,0.099,-0.108,0,1.495,0.154,4.312,3.1,0.066,5.601,8.273,6.927,2.076,1.987,9.631,1.987,0.117,4.622,1.034,1,3.497,3.629,5.629,3.629,0.324,0.0,0,2.003,-0.003,-0.047,1,1,1.251,0.178,-0.033,1,62.779,1,0,1.139,1.057,2.398,2.021,3.24,0.076,0,4.654,0,0.0,3.168,6.091,7.5,8.894,10.279,1.593,-0.053,4.472,2.758,0.016,1,1,1.005
5.1,0.819,1.318,3,0.0,0.0,0.0,0.918,8.558,0.088,0.043,0,0.927,0.201,1.034,1.324,0.026,0.818,0.509,0.647,1.744,0.86,0.397,0.86,0.116,6.64,0.921,4,1.72,3.623,5.623,3.623,0.86,0.6,1,1.872,0.033,0.063,0,0,1.081,0.185,-0.085,0,0.0,0,0,0.931,0.937,0.0,1.899,3.299,0.075,0,0.0,1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.031,4.227,3.207,0.02,2,2,0.869
5.1,1.285,0.634,0,5.283,7.273,0.0,1.128,11.648,0.088,-0.169,0,1.261,0.511,8.751,6.112,0.12,11.427,16.793,14.11,3.719,3.825,19.476,3.825,0.11,16.344,1.158,0,5.335,4.489,6.489,4.489,3.825,0.522,0,1.935,0.289,-0.092,1,0,0.67,0.173,0.0,0,153.472,2,1,1.093,0.836,3.045,1.957,4.442,0.069,0,10.082,0,0.0,7.382,12.767,15.451,18.134,20.818,4.586,0.175,13.915,3.058,0.014,3,3,0.622
5.1,0.976,1.271,1,0.0,0.0,12.108,1.083,7.597,0.099,-0.132,0,0.942,0.424,8.065,5.464,0.142,10.736,16.1,13.417,3.244,3.825,18.783,3.825,0.117,11.457,1.058,1,5.335,4.46,6.46,4.46,1.656,0.247,0,2.019,0.121,-0.056,0,1,1.257,0.181,-0.694,1,0.0,0,2,0.965,0.898,0.0,2.043,3.57,0.078,0,9.391,0,0.0,6.701,12.075,14.758,17.441,20.124,3.949,0.104,6.604,3.068,0.024,2,2,0.819
5.5,0.658,0.978,1,4.727,6.843,13.038,1.055,8.556,0.101,-0.106,0,0.577,0.199,4.292,3.107,0.052,5.58,8.258,6.909,2.253,1.985,9.617,1.985,0.113,7.57,1.092,1,3.458,3.79,5.79,3.79,0.8,0.624,0,1.979,0.126,-0.118,0,1,0.852,0.18,0.078,1,97.928,1,1,1.108,0.832,2.398,1.999,3.555,0.074,0,4.678,1,0.375,3.217,6.104,7.507,8.895,10.276,1.738,0.119,2.328,3.367,0.021,2,2,0.813
5.1,0.61,1.408,3,4.595,6.581,32.456,0.893,3.737,0.08,-0.045,0,0.693,0.497,6.011,4.307,0.131,7.82,11.567,9.68,2.865,2.612,13.469,2.612,0.132,9.936,0.997,1,4.612,3.783,5.783,3.783,1.659,0.564,0,1.879,0.165,-0.013,0,1,1.39,0.202,-0.451,3,59.23,1,0,0.876,0.911,2.398,1.91,3.549,0.09,0,6.597,0,0.133,4.603,8.565,10.516,12.455,14.387,2.558,0.023,4.276,2.727,0.02,1,1,0.765
5.1,1.535,1.148,1,4.844,7.081,12.495,1.177,8.569,0.11,-0.134,0,1.61,0.112,3.244,2.415,0.049,4.156,6.091,5.111,1.758,1.656,7.083,1.656,0.108,3.806,1.041,1,2.912,3.566,5.566,3.566,0.247,0.0,0,1.986,0.087,-0.039,1,1,1.199,0.167,-0.255,1,46.891,1,0,1.206,0.955,2.398,2.006,3.431,0.066,0,3.407,1,0.0,2.324,4.464,5.504,6.531,7.551,1.195,-0.048,7.962,2.921,0.014,2,2,0.752
6.8,0.98,1.023,1,4.844,7.018,12.179,1.2,8.442,0.1,-0.217,0,0.966,0.337,8.065,5.464,0.113,10.736,16.1,13.417,3.244,3.825,18.783,3.825,0.113,11.457,1.151,1,5.335,4.46,6.46,4.46,1.656,0.247,0,1.968,-0.003,-0.163,1,1,1.044,0.175,-0.66,1,75.198,1,0,1.136,1.102,2.398,1.99,3.562,0.074,0,9.391,0,0.0,6.701,12.075,14.758,17.441,20.124,3.949,-0.074,8.748,3.315,0.022,2,2,0.975
5.8,0.729,0.797,1,4.727,6.862,11.207,1.138,4.044,0.102,-0.156,0,0.855,0.167,1.275,1.37,0.045,1.193,1.062,1.123,1.481,0.98,1.01,0.98,0.113,3.68,1.05,1,1.96,3.522,5.522,3.522,0.86,0.0,0,1.882,-0.013,-0.106,2,1,0.649,0.179,-0.497,1,38.467,1,0,1.008,1.153,2.398,1.897,3.231,0.073,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.085,17.064,2.949,0.018,1,1,1.076
5.1,0.742,0.526,2,0.0,0.0,22.011,1.136,8.3,0.088,-0.191,0,0.815,0.066,0.593,0.739,0.033,0.469,0.283,0.366,0.908,0.86,0.217,0.86,0.122,1.72,1.159,0,1.72,4.306,6.306,4.306,0.0,0.0,0,2.046,-0.229,-0.161,0,2,0.981,0.187,0.0,2,0.0,0,0,1.133,1.124,0.0,2.066,3.041,0.079,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.133,0.0,2.866,0.016,2,2,1.256
5.2,1.269,1.142,2,4.727,6.843,12.605,1.122,4.33,0.101,-0.155,0,1.214,0.203,3.427,2.575,0.057,4.397,6.462,5.417,2.019,1.709,7.52,1.709,0.118,6.105,1.109,2,2.988,3.706,5.706,3.706,0.748,0.522,0,1.901,0.019,-0.157,0,1,1.168,0.181,1.064,1,64.408,1,0,1.149,0.97,2.398,1.931,3.205,0.077,0,3.634,0,0.074,2.487,4.754,5.855,6.943,8.025,1.305,0.011,16.047,3.081,0.014,1,1,0.948
5.9,1.381,1.064,2,4.844,7.066,24.259,1.163,0.0,0.109,-0.115,0,1.276,0.157,1.719,1.677,0.041,1.766,1.874,1.817,1.641,1.058,1.935,1.058,0.107,4.076,1.041,2,2.117,3.662,5.662,3.662,0.98,0.0,0,1.921,-0.052,-0.08,2,2,0.935,0.177,-0.99,2,50.849,1,0,1.192,1.053,2.398,1.937,3.517,0.068,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.124,2.104,3.398,0.021,0,0,1.052
6.7,0.501,0.67,0,5.861,8.003,0.0,0.64,9.327,0.117,0.22,2,0.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101,0.0,0.753,0,0.0,3.349,5.349,3.349,0.0,0.0,0,1.952,0.008,0.194,2,0,0.706,0.163,0.0,0,180.895,3,2,0.767,0.948,3.434,1.976,3.221,0.066,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093,43.403,2.907,0.014,2,2,1.023
5.6,0.9,1.473,0,4.727,6.823,0.0,0.901,8.328,0.122,0.053,0,1.013,0.203,4.962,3.563,0.102,6.378,9.217,7.797,2.228,2.035,10.638,2.035,0.107,4.069,0.894,0,4.069,4.073,6.073,4.073,0.0,0.0,0,1.978,0.137,0.049,1,0,1.219,0.17,0.0,0,33.457,1,0,0.934,1.067,2.398,1.996,3.286,0.071,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,2.757,2.661,0.015,2,2,0.924
