pXC50,Eig11_AEA.bo.,Eig12_AEA.bo.,SpMax8_Bh.m.,Eig11_EA.bo.,nCrs,CATS2D_05_DA,ATS3m,Eig12_AEA.ri.,ZM2Per,ZM1Mad,SpMax4_Bh.e.,ATSC8s,X4sol,SM04_AEA.bo.,ATSC5m,CATS2D_05_AA,Eig10_AEA.bo.,MPC03,Eig15_AEA.bo.,MWC03,ZM2,ATS8s,MWC04,MWC05,Eig01_AEA.bo.,SpMax_AEA.bo.,Eig14_AEA.bo.,piPC02,SM02_EA.bo.,Eig12_AEA.ed.,Eig13_AEA.bo.,O.058,MAXDP,MATS4e,SM04_EA.bo.,Eta_B,ATSC7m,NdO,Eig03_AEA.dm.,Eig09_AEA.bo.,MAXDN,Eig09_EA.bo.,MWC06,Eig12_AEA.dm.,Eta_C_A,TIC1,Eig11_EA.ed.,SM06_AEA.ri.,Eig11_EA,SM05_AEA.dm.,nCs,GATS1p,Eig04_AEA.dm.,X4,X0sol,ATSC8e,X1sol,Eig01_AEA.ed.,Eig01_EA.ed.,SM10_AEA.dm.,SpDiam_EA.ed.,SpMax_AEA.ed.,SpMax_EA.ed.,SM15_EA.ed.,SM11_EA.bo.
8.697,3.252,3.232,3.525,2.481,3,5,4.848,2.7,1306.98,367.496,3.871,318.149,18.038,8.197,49.624,7,3.348,4.691,2.795,6.472,323.0,6.921,7.373,8.262,4.958,4.958,3.028,4.961,5.651,4.732,3.049,5,6.986,-0.117,7.917,1.475,57.636,5,3.83,3.521,5.236,2.781,9.167,2.378,0.978,332.881,5.104,5.104,1.819,1.819,5,1.007,3.681,15.886,36.828,1.963,25.321,7.739,14.005,14.005,22.424,7.739,14.005,39.634,17.771
9.886,3.232,3.017,3.458,2.408,3,5,4.794,2.64,1173.11,346.321,3.862,355.281,16.315,8.048,61.798,7,3.252,4.575,2.608,6.375,293.0,6.929,7.266,8.144,4.957,4.957,2.66,4.775,5.464,4.544,2.787,5,6.822,-0.049,7.656,1.372,62.795,5,3.83,3.349,5.147,2.483,9.039,2.375,1.045,332.327,4.902,4.902,1.819,1.819,5,1.108,3.681,14.162,34.967,2.341,23.838,7.738,14.004,14.004,22.423,7.738,14.004,39.611,17.44
9.796,3.252,3.232,3.51,2.481,5,5,4.843,2.7,1174.19,357.442,3.87,309.294,16.868,8.126,68.252,7,3.346,4.615,2.66,6.428,309.0,6.955,7.331,8.207,4.957,4.957,2.752,4.816,5.505,4.732,2.927,5,6.974,0.002,7.702,1.665,78.46,5,3.83,3.52,5.145,2.63,9.111,2.39,1.176,355.272,5.104,5.104,1.82,1.82,7,1.104,3.681,14.716,36.759,1.784,24.545,7.738,14.004,14.004,22.423,7.738,14.004,39.641,17.45
9.489,3.232,3.162,3.471,2.424,3,5,4.757,2.639,1200.89,341.163,3.869,315.344,16.138,8.079,47.521,7,3.252,4.564,2.654,6.361,289.0,6.792,7.255,8.134,4.957,4.957,2.665,4.826,5.515,4.554,2.816,5,6.722,-0.115,7.734,1.372,50.855,5,3.83,3.354,5.183,2.483,9.032,2.365,0.952,311.958,4.902,4.902,1.819,1.819,5,1.041,3.681,13.985,34.259,1.914,23.338,7.738,14.004,14.004,22.423,7.738,14.004,39.611,17.469
9.092,3.232,3.162,3.468,2.424,3,5,4.755,2.632,1196.29,340.885,3.869,298.267,16.138,8.079,49.287,8,3.252,4.564,2.654,6.361,289.0,6.766,7.255,8.134,4.957,4.957,2.665,4.826,5.515,4.554,2.816,5,6.727,-0.1,7.734,1.372,50.548,5,3.83,3.354,5.176,2.483,9.032,2.365,0.947,314.487,4.902,4.902,1.819,1.819,5,1.059,3.681,13.985,34.259,1.816,23.338,7.738,14.004,14.004,22.423,7.738,14.004,39.611,17.469
9.26,3.232,3.162,3.463,2.424,3,5,4.756,2.628,1220.71,342.661,3.868,306.981,16.138,8.079,46.663,8,3.252,4.564,2.654,6.361,289.0,6.77,7.255,8.134,4.957,4.957,2.665,4.826,5.515,4.554,2.816,5,6.707,-0.127,7.734,1.372,48.602,5,3.83,3.354,5.203,2.483,9.032,2.365,0.945,314.746,4.902,4.902,1.819,1.819,5,1.061,3.681,13.985,34.259,1.903,23.338,7.738,14.004,14.004,22.423,7.738,14.004,39.611,17.469
10.097,3.232,3.162,3.458,2.424,3,5,4.757,2.634,1249.25,344.438,3.867,315.277,16.138,8.079,43.893,8,3.252,4.564,2.654,6.361,289.0,6.774,7.255,8.134,4.957,4.957,2.665,4.826,5.515,4.554,2.816,5,6.686,-0.157,7.734,1.372,46.671,5,3.83,3.354,5.231,2.483,9.032,2.365,0.948,314.15,4.902,4.902,1.819,1.819,5,1.043,3.681,13.985,34.259,1.988,23.338,7.738,14.004,14.004,22.423,7.738,14.004,39.611,17.469
8.323,3.252,3.232,3.516,2.481,7,5,4.855,2.7,1271.86,367.496,3.87,339.309,18.038,8.163,56.085,7,3.345,4.691,2.755,6.472,323.0,6.931,7.373,8.262,4.957,4.957,2.766,4.903,5.593,4.732,2.954,5,7.011,-0.098,7.821,1.475,66.496,5,3.83,3.487,5.204,2.647,9.167,2.38,1.074,350.968,5.104,5.104,1.819,1.819,9,1.043,3.681,15.886,36.828,2.024,25.321,7.739,14.005,14.005,22.424,7.739,14.005,39.634,17.578
9.301,3.252,3.232,3.526,2.481,3,5,4.847,2.7,1305.3,367.551,3.871,301.195,18.038,8.197,51.379,8,3.348,4.691,2.795,6.472,323.0,6.899,7.373,8.262,4.958,4.958,3.028,4.961,5.651,4.732,3.049,5,6.991,-0.108,7.917,1.475,57.362,5,3.83,3.521,5.229,2.781,9.167,2.378,0.972,333.635,5.104,5.104,1.819,1.819,5,1.024,3.681,15.886,36.828,1.866,25.321,7.739,14.005,14.005,22.424,7.739,14.005,39.634,17.771
9.377,3.232,3.016,3.493,2.408,7,5,4.83,2.694,1152.39,347.442,3.867,338.553,16.492,8.054,68.288,7,3.252,4.585,2.648,6.389,297.0,6.931,7.277,8.153,4.957,4.957,2.662,4.783,5.472,4.539,2.794,5,6.915,-0.027,7.659,1.372,72.676,5,3.83,3.349,5.125,2.483,9.047,2.37,1.113,338.742,4.902,4.902,1.819,1.819,9,1.096,3.681,14.339,35.674,1.932,24.338,7.738,14.004,14.004,22.423,7.738,14.004,39.611,17.44
9.602,3.232,3.016,3.505,2.408,8,5,4.841,2.7,1158.15,351.442,3.867,341.301,16.668,8.06,72.874,7,3.252,4.595,2.659,6.402,301.0,6.95,7.288,8.162,4.957,4.957,2.698,4.792,5.481,4.537,2.806,5,6.97,-0.018,7.662,1.372,75.508,5,3.83,3.349,5.133,2.483,9.055,2.37,1.142,346.517,4.902,4.902,1.819,1.819,10,1.104,3.681,14.516,36.381,1.955,24.838,7.738,14.004,14.004,22.423,7.738,14.004,39.611,17.439
9.886,3.232,3.017,3.53,2.408,3,5,4.811,2.629,1173.11,362.384,3.86,328.686,16.81,8.048,62.869,7,3.252,4.575,2.608,6.375,293.0,6.887,7.266,8.144,4.957,4.957,2.66,4.775,5.464,4.544,2.787,5,6.843,-0.051,7.656,1.372,65.709,5,4.055,3.349,5.121,2.483,9.039,2.427,1.097,332.327,4.902,4.902,1.819,1.819,5,1.014,3.83,14.162,35.32,2.009,24.338,7.738,14.004,14.004,22.423,7.738,14.004,39.611,17.44
9.959,3.232,3.146,3.486,2.416,7,5,4.822,2.692,1162.14,349.775,3.868,372.537,16.719,8.072,68.76,7,3.252,4.605,2.628,6.402,301.0,6.965,7.296,8.176,4.957,4.957,2.661,4.792,5.481,4.732,2.808,5,6.928,-0.027,7.669,1.462,72.258,5,3.83,3.353,5.134,2.483,9.075,2.374,1.129,343.106,5.104,5.104,1.819,1.819,9,1.096,3.681,14.567,35.837,2.131,24.248,7.739,14.005,14.005,22.424,7.739,14.005,39.617,17.442
9.886,3.25,3.232,3.496,2.416,5,5,4.816,2.7,1158.3,349.442,3.868,320.658,16.618,8.071,65.3,7,3.253,4.595,2.66,6.399,300.0,6.921,7.292,8.169,4.957,4.957,2.73,4.792,5.481,4.732,2.876,5,6.911,-0.024,7.668,1.479,72.943,5,3.83,3.354,5.13,2.483,9.067,2.375,1.122,345.597,5.104,5.104,1.819,1.819,7,1.096,3.681,14.466,35.837,1.86,24.231,7.738,14.004,14.004,22.423,7.738,14.004,39.611,17.44
9.796,3.252,3.232,3.5,2.416,5,5,4.815,2.7,1157.7,349.442,3.869,341.372,16.466,8.071,68.356,7,3.29,4.595,2.66,6.399,300.0,6.908,7.291,8.168,4.957,4.957,2.743,4.792,5.481,4.732,2.902,5,6.899,-0.011,7.668,1.479,68.777,5,3.83,3.356,5.127,2.483,9.065,2.375,1.119,345.597,5.104,5.104,1.819,1.819,7,1.096,3.681,14.314,35.837,1.987,24.231,7.738,14.004,14.004,22.423,7.738,14.004,39.611,17.44
