pXC50,nROH,SsOH,NsOH,O.057,Eig10_AEA.dm.,ATS5s,nArNHR,nPyrimidines,IC4,C.035,Eig08_AEA.bo.,nDB,nTriazoles,SpMax8_Bh.v.,Eig12_AEA.bo.,CATS2D_02_AA,SpMin3_Bh.i.,CATS2D_04_AN,nCconj,nBnz,IC5,NdO,O.058,Eig12_EA.bo.,Eig12_EA.ri.,Eig12_AEA.ri.,Eig12_EA.ed.,SM07_AEA.ri.,SpMax3_Bh.p.,ATS1s,ATS5m,C.044,P_VSA_i_2,CATS2D_03_DA,CATS2D_01_AN,CATS2D_01_DN,CATS2D_02_NL,CATS2D_01_AA,H.051,SpAD_AEA.ed.,Eig10_AEA.ri.,ATS3v,ATS6v,P_VSA_e_5,Eig06_AEA.dm.,CATS2D_03_AA,Eig10_EA.ri.,N.075,NaaN,Eig08_AEA.dm.,SpAD_AEA.dm.,CATS2D_09_NL,SpMax7_Bh.m.,CATS2D_08_NL,Eig11_AEA.bo.,P_VSA_i_3,Eig10_EA,SM04_AEA.dm.,nCbH,RDSQ,CATS2D_03_NL,ATS5v,Pol,MPC01,MWC01,nBO
4.538,0,9.781,1,1,0.398,5.095,0,1,4.736,1,2.199,0,1,2.221,0.753,4,1.302,0,0,1,4.736,0,0,-0.655,-0.512,0.402,-1.319,-1.319,3.365,4.789,3.607,1,68.529,1,0,0,0,1,3,33.947,0.644,3.523,2.994,42.683,2.141,1,-0.232,3,3,1.231,36.148,0,2.669,0,0.939,199.543,-0.262,-0.262,4,147.867,0,3.169,28,3.135,3.135,22
4.337,0,9.792,1,1,0.428,5.074,0,1,4.514,1,2.201,0,1,2.319,0.752,4,1.349,0,0,1,4.514,0,0,-0.657,-0.521,0.403,-1.322,-1.322,3.383,4.809,3.391,1,77.039,1,0,0,0,1,3,33.957,0.803,3.562,3.053,42.683,2.132,1,-0.125,3,3,1.0,35.783,0,2.687,0,1.034,195.708,-0.135,-0.135,4,147.316,0,3.182,28,3.135,3.135,22
4.191,0,0.0,0,0,0.559,5.764,0,0,4.478,0,2.612,3,0,2.278,1.0,1,1.259,0,1,2,4.478,3,1,-0.672,-0.34,0.341,-1.345,-1.345,3.167,4.889,3.542,0,89.273,0,0,0,0,2,0,34.902,0.751,3.625,3.219,75.892,2.249,0,-0.229,0,0,1.51,35.183,0,2.897,0,1.0,260.129,-0.26,-0.26,6,154.269,0,3.357,32,3.135,3.135,22
4.854,0,0.0,0,0,0.926,6.044,0,0,4.501,0,2.127,4,0,2.781,0.971,0,1.582,0,6,0,4.803,2,2,-0.114,-0.109,0.894,-0.195,-0.195,3.491,4.973,3.607,0,89.352,0,0,0,0,0,0,35.295,1.319,3.866,3.672,72.29,1.905,3,0.315,0,0,1.418,34.703,0,2.916,0,1.379,425.423,0.316,0.316,0,158.695,0,3.819,35,3.178,3.178,23
4.893,1,9.882,1,1,1.0,5.685,0,0,4.866,0,2.5,3,0,2.715,1.401,1,1.614,0,4,2,5.056,1,1,0.107,0.083,1.063,0.187,0.187,3.553,5.085,3.706,0,141.693,0,0,0,0,0,0,38.788,1.865,3.762,3.721,89.828,1.815,0,0.854,0,0,1.452,38.71,0,2.818,0,2.065,325.25,0.914,0.914,9,187.503,0,3.749,35,3.296,3.296,26
6.664,1,19.856,2,2,0.647,5.824,0,0,4.712,0,2.5,1,0,2.523,1.04,0,1.487,1,1,2,4.712,1,1,-0.388,-0.223,0.565,-0.691,-0.691,3.437,4.943,3.783,0,96.6,1,1,1,1,0,0,38.449,1.056,3.786,3.541,110.512,2.177,0,0.11,1,1,1.046,37.641,0,2.687,1,1.331,267.371,0.125,0.125,7,180.834,1,3.657,38,3.219,3.219,24
4.292,1,19.923,2,2,0.703,5.925,0,0,4.712,0,2.5,1,0,2.501,0.948,0,1.45,1,1,2,4.712,1,1,-0.534,-0.382,0.542,-1.011,-1.011,3.4,4.944,3.834,0,96.6,1,1,1,1,0,0,38.658,1.135,3.798,3.521,110.512,2.069,0,0.183,1,1,1.231,37.734,0,2.687,1,1.255,267.371,0.204,0.204,7,182.083,1,3.704,39,3.219,3.219,24
4.293,0,0.0,0,0,0.679,5.406,0,0,4.822,0,2.704,1,0,2.436,0.882,0,1.504,0,1,3,4.936,1,1,-0.624,-0.452,0.425,-1.242,-1.242,3.457,4.78,3.585,0,171.575,0,0,0,0,0,0,35.347,1.195,3.747,3.302,25.145,1.653,0,0.211,0,0,1.379,35.662,0,2.889,0,1.031,178.169,0.253,0.253,10,159.101,0,3.426,32,3.178,3.178,23
4.77,1,19.813,2,2,0.714,5.842,0,0,4.712,0,2.5,1,0,2.551,1.003,0,1.496,1,1,2,4.712,1,1,-0.487,-0.344,0.575,-0.983,-0.983,3.446,4.943,3.759,0,96.6,1,1,1,1,0,0,38.5,1.128,3.786,3.52,110.512,2.117,0,0.172,1,1,1.037,37.725,0,2.767,1,1.242,267.371,0.19,0.19,7,180.842,1,3.637,38,3.219,3.219,24
4.387,1,20.007,2,2,0.673,5.866,0,0,4.712,0,2.594,1,0,2.49,1.051,0,1.472,1,1,2,4.712,1,1,-0.37,-0.192,0.556,-0.672,-0.672,3.446,4.953,4.198,0,136.133,1,1,1,1,0,0,40.644,1.139,3.851,3.66,110.512,2.331,0,0.191,1,1,1.429,39.596,0,2.899,1,1.363,255.6,0.237,0.237,6,194.535,1,3.774,41,3.258,3.258,25
5.398,1,19.795,2,2,1.0,6.166,0,0,4.765,0,2.964,1,0,2.657,1.348,0,1.444,1,1,2,4.765,1,1,0.0,0.0,0.935,0.0,0.0,3.393,5.142,4.04,0,99.65,1,1,1,1,0,0,44.49,1.866,3.822,3.653,121.512,2.396,0,0.856,1,1,1.671,43.209,0,2.785,1,1.49,243.058,0.909,0.909,7,225.448,1,3.769,43,3.367,3.367,28
8.222,1,29.499,3,3,1.0,5.999,0,0,5.011,0,2.908,1,0,2.715,2.309,0,1.726,1,1,3,5.011,1,1,1.201,0.803,1.804,2.179,2.179,3.688,5.167,3.9,0,134.841,1,1,1,1,0,0,47.25,2.0,3.998,3.72,153.195,2.231,0,1.0,1,1,1.445,46.451,2,2.785,1,2.5,294.448,1.0,1.0,12,239.727,1,3.883,47,3.434,3.434,30
8.222,1,20.013,2,2,1.036,6.061,0,0,5.011,0,2.975,1,0,2.715,2.368,0,1.795,1,1,3,5.011,1,1,1.291,0.865,1.869,2.136,2.136,3.76,5.202,4.003,0,148.078,1,1,1,1,0,0,48.074,2.0,3.958,3.791,121.512,2.357,0,1.0,1,1,1.674,47.882,0,2.821,0,2.5,262.765,1.0,1.0,12,249.223,1,3.894,47,3.466,3.466,31
7.745,1,20.056,2,2,1.114,6.05,0,0,5.011,0,2.975,1,0,2.715,2.368,0,1.795,1,1,3,5.011,1,1,1.291,0.863,1.867,2.136,2.136,3.76,5.171,4.03,0,140.692,1,1,1,1,0,0,48.074,2.0,4.003,3.81,110.512,2.498,0,1.0,1,1,1.761,49.879,0,2.832,1,2.5,251.765,1.0,1.0,12,249.223,1,3.906,47,3.466,3.466,31
8.155,1,20.076,2,2,1.0,5.969,0,0,5.011,0,2.892,1,0,2.715,2.325,0,1.795,1,1,3,5.011,1,1,1.226,0.825,1.827,2.136,2.136,3.76,5.146,3.913,0,148.433,1,1,1,1,0,0,46.174,2.0,3.939,3.764,121.512,2.165,0,1.0,1,1,1.499,46.058,0,2.785,0,2.5,274.536,1.0,1.0,13,236.322,1,3.872,45,3.434,3.434,30
7.921,1,9.588,1,1,1.0,6.057,0,0,4.964,0,2.974,1,0,2.715,2.344,0,1.727,1,1,3,4.964,1,1,1.255,0.835,1.836,2.136,2.136,3.69,5.144,3.963,0,146.719,1,1,1,1,0,0,47.015,2.0,3.998,3.756,67.828,2.16,0,1.0,1,1,1.601,46.692,2,2.814,1,2.5,209.081,1.0,1.0,12,241.107,1,3.921,47,3.434,3.434,30
6.506,1,19.611,2,2,0.647,5.896,0,0,4.696,0,2.5,1,0,2.477,1.04,0,1.428,1,1,2,4.696,1,1,-0.388,-0.216,0.543,-0.691,-0.691,3.383,4.971,3.813,0,93.71,1,1,1,1,0,0,38.449,1.035,3.728,3.441,110.512,2.207,0,0.107,1,1,1.058,37.843,0,2.687,1,1.331,232.058,0.125,0.125,7,180.834,1,3.583,38,3.219,3.219,24
4.529,1,9.931,1,1,1.372,5.65,0,0,5.058,0,2.699,3,0,2.719,1.874,1,1.629,0,4,2,5.192,1,1,0.597,0.386,1.352,1.004,1.004,3.547,5.082,3.755,0,123.007,0,0,0,0,0,0,43.252,1.867,3.865,3.698,89.828,1.858,0,0.856,0,0,1.743,42.731,0,2.92,0,2.066,301.708,0.914,0.914,7,212.314,0,3.731,40,3.367,3.367,28
4.585,1,20.397,2,2,1.002,6.021,0,0,4.967,0,2.977,1,0,2.715,2.368,0,1.782,1,1,3,4.967,1,1,1.287,0.852,1.861,2.136,2.136,3.752,5.114,4.078,0,138.342,1,1,1,1,0,0,47.262,2.0,4.013,3.97,110.512,2.179,0,1.0,1,1,1.553,46.818,0,2.872,2,2.5,290.913,1.0,1.0,12,248.743,1,4.006,48,3.434,3.434,30
6.676,1,19.825,2,2,0.647,5.8,0,0,4.696,0,2.5,1,0,2.485,1.04,0,1.437,1,1,2,4.696,1,1,-0.388,-0.193,0.519,-0.691,-0.691,3.425,4.909,4.116,0,133.598,1,1,1,1,0,0,38.449,1.021,3.766,3.504,110.512,2.207,0,0.098,1,1,1.058,37.827,0,2.739,1,1.331,232.058,0.125,0.125,7,180.834,1,3.631,38,3.219,3.219,24
4.219,1,9.676,1,1,1.146,5.654,0,0,5.152,0,2.713,2,0,2.717,1.547,0,1.61,0,3,2,5.152,0,0,0.309,0.241,1.222,0.397,0.397,3.536,5.065,3.666,0,132.728,0,0,0,0,0,0,42.147,1.827,3.877,3.669,53.683,2.178,0,0.827,0,0,1.458,43.237,0,2.854,0,2.173,265.563,0.888,0.888,7,204.628,0,3.829,41,3.332,3.332,27
4.495,1,19.944,2,2,1.0,6.119,0,0,4.765,0,2.863,1,0,2.715,1.4,0,1.526,1,1,2,4.765,1,1,0.113,0.085,1.033,0.241,0.241,3.477,5.145,3.916,0,106.579,1,1,1,1,0,0,45.808,1.975,3.952,3.719,110.512,2.192,0,0.965,1,1,1.744,43.853,0,2.849,0,1.601,251.765,1.0,1.0,6,229.545,1,3.839,48,3.367,3.367,28
4.921,1,19.615,2,2,0.603,5.776,0,0,4.696,0,2.5,1,0,2.45,0.677,0,1.434,1,1,2,4.696,1,1,-1.118,-0.781,0.203,-1.814,-1.814,3.379,4.873,3.629,0,100.041,1,1,1,1,0,0,34.395,0.953,3.651,3.352,110.512,1.44,0,0.014,1,1,1.0,34.16,0,2.687,0,1.163,216.452,0.015,0.015,9,158.12,1,3.529,34,3.135,3.135,22
5.678,1,28.862,3,3,0.638,5.914,0,0,4.75,0,2.5,1,0,2.473,1.04,0,1.428,1,1,2,4.75,1,1,-0.388,-0.275,0.615,-0.691,-0.691,3.378,5.033,3.778,0,90.21,1,1,1,1,0,0,38.449,1.056,3.718,3.428,153.195,2.177,0,0.115,1,1,1.037,37.658,0,2.687,0,1.331,235.593,0.125,0.125,7,180.834,1,3.584,38,3.219,3.219,24
4.367,1,19.919,2,2,0.979,5.888,0,0,4.765,0,2.5,1,0,2.636,1.208,0,1.448,1,1,2,4.765,1,1,-0.192,-0.123,0.763,-0.355,-0.355,3.393,5.009,3.852,0,100.716,1,1,1,1,0,0,39.983,1.39,3.797,3.583,121.512,2.208,0,0.445,1,1,1.153,39.096,0,2.727,1,1.38,278.371,0.518,0.518,7,191.409,1,3.7,40,3.258,3.258,25
8.0,1,20.094,2,2,1.0,5.972,0,0,4.967,0,2.887,1,0,2.715,2.3,0,1.728,1,1,3,4.967,1,1,1.187,0.79,1.79,2.136,2.136,3.69,5.092,3.872,0,144.317,1,1,1,1,0,0,45.123,2.0,3.967,3.691,110.512,1.887,0,1.0,1,1,1.439,44.957,2,2.785,1,2.5,263.536,1.0,1.0,13,228.313,1,3.866,45,3.401,3.401,29
4.747,1,9.693,1,1,0.246,5.433,0,0,4.458,0,2.066,3,0,2.54,0.5,1,1.404,0,4,1,4.612,1,1,-0.738,-0.613,0.365,-1.047,-1.047,3.27,4.908,3.382,0,99.952,0,0,0,0,0,0,29.923,0.67,3.472,3.39,89.828,1.781,0,-0.299,0,0,1.0,29.583,0,2.687,0,0.661,301.708,-0.308,-0.308,4,129.305,0,3.383,26,3.045,3.045,20
8.155,1,9.668,1,1,1.0,6.051,0,0,4.944,0,2.974,1,0,2.715,2.344,0,1.729,1,1,3,4.944,1,1,1.255,0.838,1.839,2.136,2.136,3.692,5.113,3.96,0,155.973,0,1,1,2,0,0,47.015,2.0,4.024,3.805,67.828,2.204,0,1.0,1,1,1.611,46.803,2,2.828,1,2.5,244.395,1.0,1.0,12,241.107,2,3.972,47,3.434,3.434,30
4.907,0,18.749,2,2,0.48,5.32,0,0,4.789,0,2.475,2,0,2.186,0.698,0,1.386,0,3,2,4.858,1,1,-0.872,-0.639,0.28,-1.762,-1.762,3.328,4.837,3.254,0,97.801,0,0,0,0,0,0,32.845,0.801,3.566,3.069,121.512,1.702,0,-0.177,0,0,1.305,33.181,0,2.48,0,0.812,215.68,-0.184,-0.184,7,143.841,0,3.223,31,3.091,3.091,21
4.046,1,9.243,1,1,1.135,5.951,0,0,4.946,0,2.798,2,0,2.657,2.5,0,1.697,0,2,3,4.993,2,2,1.462,0.996,2.0,2.275,2.275,3.662,5.209,3.914,0,139.912,0,1,1,2,0,0,47.317,2.018,3.967,3.794,92.973,2.203,0,1.008,0,0,1.58,47.171,2,2.72,2,2.51,222.455,1.0,1.0,11,240.75,2,3.873,45,3.434,3.434,30
4.143,1,19.994,2,2,0.74,5.916,0,0,4.736,0,2.5,1,0,2.589,1.06,0,1.518,1,1,2,4.736,1,1,-0.327,-0.206,0.67,-0.632,-0.632,3.47,4.986,3.841,0,99.135,1,1,1,1,0,0,40.783,1.297,3.88,3.675,110.512,2.117,0,0.302,1,1,1.31,39.576,0,2.828,1,1.444,290.913,0.307,0.307,6,194.781,1,3.775,42,3.258,3.258,25
6.301,1,9.635,1,1,1.0,6.029,0,0,5.003,0,2.961,1,0,2.675,2.118,1,1.512,1,1,2,5.003,1,1,0.927,0.577,1.553,1.372,1.372,3.582,5.1,3.927,0,131.691,0,1,1,2,0,0,45.306,1.934,3.926,3.699,67.828,2.207,0,0.931,2,2,1.593,45.167,0,2.731,0,2.28,220.853,0.975,0.975,7,230.51,2,3.898,44,3.401,3.401,29
6.301,0,0.0,0,0,1.183,5.928,0,0,5.053,0,3.052,1,0,2.795,2.457,1,1.729,0,0,3,5.053,1,1,1.434,1.0,2.0,2.136,2.136,3.692,5.155,4.023,0,175.672,0,0,0,0,0,3,49.504,2.018,4.085,4.029,36.145,2.342,0,1.013,1,1,1.748,49.448,0,2.884,0,2.5,271.567,1.036,1.036,12,261.551,0,4.09,48,3.497,3.497,32
6.409,1,9.662,1,1,1.0,5.976,0,0,5.003,0,2.944,1,0,2.715,2.155,0,1.582,1,1,2,5.003,1,1,0.984,0.563,1.539,1.624,1.624,3.697,5.06,4.061,0,133.366,0,1,1,2,0,0,45.606,2.0,3.953,3.751,67.828,2.197,0,1.0,1,1,1.542,45.375,2,2.727,2,2.282,220.853,1.0,1.0,8,231.833,2,3.922,44,3.401,3.401,29
8.097,1,9.668,1,1,1.0,6.051,0,0,4.944,0,2.974,1,0,2.715,2.344,0,1.729,1,1,3,4.944,1,1,1.255,0.838,1.839,2.136,2.136,3.692,5.113,3.96,0,155.973,0,1,1,2,0,0,47.015,2.0,4.024,3.805,67.828,2.204,0,1.0,1,1,1.611,46.803,2,2.828,1,2.5,244.395,1.0,1.0,12,241.107,2,3.972,47,3.434,3.434,30
6.301,1,9.479,1,1,1.0,5.704,0,0,4.803,0,2.693,1,0,2.715,2.202,2,1.673,2,1,2,4.803,1,1,1.033,0.678,1.67,1.805,1.805,3.674,5.034,3.756,0,132.046,0,1,1,1,0,0,43.853,2.0,3.883,3.624,67.828,1.905,1,1.0,2,2,1.318,43.753,2,2.694,1,2.5,232.624,1.0,1.0,9,214.846,0,3.746,41,3.367,3.367,28
6.678,1,9.661,1,1,1.163,6.101,0,0,5.089,0,2.887,1,0,2.733,2.303,1,1.718,2,1,2,5.089,1,1,1.192,0.785,1.782,2.147,2.147,3.682,5.123,3.947,0,145.639,0,1,1,2,0,0,47.435,2.13,4.0,3.742,67.828,2.14,0,1.128,2,2,1.569,46.763,1,2.831,1,2.5,232.624,1.136,1.136,8,241.541,2,3.935,48,3.434,3.434,30
7.77,1,9.82,1,1,1.189,6.086,0,0,5.187,0,3.046,1,0,2.715,2.389,0,1.769,1,1,3,5.187,1,1,1.335,0.924,1.925,2.136,2.136,3.734,5.117,4.08,0,145.926,0,1,1,2,0,0,50.198,2.165,4.13,3.928,67.828,2.329,0,1.165,1,1,1.818,50.418,2,2.815,1,2.5,244.395,1.166,1.166,11,268.802,2,4.073,52,3.497,3.497,32
6.523,1,9.647,1,1,1.008,5.977,0,0,5.01,0,2.99,1,0,2.659,1.414,0,1.562,1,1,3,5.112,1,1,0.081,0.061,1.04,0.158,0.158,3.523,5.038,3.891,0,135.795,0,1,1,2,0,0,44.378,1.892,3.965,3.731,67.828,2.152,0,0.89,1,1,1.618,44.064,1,2.909,2,2.15,220.853,0.913,0.913,10,223.346,2,3.866,45,3.367,3.367,28
6.301,1,9.649,1,1,1.163,6.043,0,0,5.089,0,2.887,1,0,2.733,2.303,0,1.716,1,1,2,5.089,1,1,1.192,0.785,1.783,2.147,2.147,3.679,5.123,3.93,0,145.639,0,1,1,1,0,0,47.435,2.13,3.996,3.766,67.828,2.14,1,1.128,2,2,1.569,46.763,1,2.826,1,2.5,232.624,1.136,1.136,8,241.541,1,3.944,48,3.434,3.434,30
7.201,1,9.7,1,1,1.22,6.072,0,0,5.107,0,2.975,1,0,2.715,2.334,0,1.795,1,1,3,5.17,1,1,1.24,0.824,1.825,2.136,2.136,3.76,5.165,4.042,0,160.088,0,1,1,2,0,0,47.995,2.171,3.998,3.932,78.828,2.334,0,1.169,1,1,1.666,47.775,2,2.908,0,2.5,255.395,1.176,1.176,12,252.562,2,4.0,47,3.466,3.466,31
8.0,1,9.791,1,1,1.0,5.99,0,0,4.969,0,2.974,1,0,2.715,2.344,0,1.737,1,1,3,4.969,1,1,1.255,0.843,1.844,2.136,2.136,3.699,5.088,3.935,0,158.863,0,1,1,2,0,0,47.015,2.0,4.067,3.878,67.828,2.165,0,1.0,1,1,1.61,46.385,2,2.836,1,2.5,279.708,1.0,1.0,12,241.107,2,4.023,47,3.434,3.434,30
6.301,0,0.0,0,0,1.0,6.009,0,0,4.942,0,2.974,1,0,2.715,2.344,0,1.729,0,1,3,4.942,1,1,1.255,0.841,1.842,2.136,2.136,3.692,5.105,3.952,0,159.768,0,0,0,0,0,0,47.015,2.0,4.034,3.837,25.145,2.203,0,1.0,1,1,1.611,46.812,0,2.834,0,2.5,201.711,1.0,1.0,12,241.107,0,3.995,47,3.434,3.434,30
7.495,1,9.919,1,1,1.64,6.304,0,0,5.491,0,3.337,1,0,2.879,2.665,0,1.758,1,1,3,5.491,1,1,1.742,1.173,2.177,2.735,2.735,3.779,5.318,4.347,0,175.308,0,1,1,2,0,0,60.041,2.464,4.269,4.294,78.828,2.535,0,1.448,1,1,2.099,58.572,2,3.075,2,2.698,314.25,1.474,1.474,10,338.513,2,4.351,62,3.638,3.638,37
6.409,1,9.809,1,1,1.393,6.341,0,0,5.239,0,3.14,2,0,2.835,2.5,2,1.732,2,1,3,5.294,2,2,1.5,1.0,2.0,2.386,2.386,3.69,5.27,4.298,0,168.645,0,1,1,2,0,3,53.985,2.276,4.146,4.201,92.973,2.562,0,1.274,1,1,1.989,53.42,2,2.91,2,2.5,304.853,1.275,1.275,12,297.856,2,4.245,55,3.555,3.555,34
7.921,1,9.657,1,1,1.17,6.157,0,0,5.13,0,2.975,1,0,2.734,2.347,0,1.726,1,1,3,5.13,1,1,1.259,0.842,1.844,2.275,2.275,3.691,5.172,4.023,0,155.618,0,1,1,2,0,0,49.359,2.135,4.046,3.818,67.828,2.352,0,1.134,1,1,1.688,48.61,1,2.859,1,2.5,232.624,1.137,1.137,11,254.496,2,3.992,50,3.466,3.466,31
4.301,0,0.0,0,0,1.0,5.879,0,0,4.565,0,2.5,1,0,2.715,1.469,0,1.524,0,1,1,4.565,0,0,0.219,0.157,1.067,0.457,0.457,3.596,5.026,3.913,0,86.79,0,0,0,0,1,1,40.787,1.764,3.81,3.574,20.734,2.124,0,0.768,1,1,1.079,40.746,0,2.845,0,2.0,209.072,0.807,0.807,4,198.479,0,3.718,34,3.332,3.332,27
5.523,0,0.0,0,0,0.51,5.408,0,0,4.325,0,2.271,1,0,2.205,0.5,0,1.339,0,1,1,4.325,0,0,-1.0,-0.7,0.0,-2.102,-2.102,3.267,4.845,3.408,0,81.362,0,0,0,0,1,2,32.526,0.82,3.482,3.057,9.734,1.526,0,-0.087,1,1,1.0,31.676,0,2.595,0,0.598,127.445,-0.097,-0.097,4,141.275,0,3.232,28,3.091,3.091,21
4.301,0,0.0,0,0,0.588,5.624,0,0,3.965,0,2.306,1,0,2.57,0.5,0,1.435,0,1,1,3.965,0,0,-1.0,-0.7,0.0,-2.548,-2.548,3.438,4.943,3.663,0,96.478,0,0,0,0,1,0,36.357,0.825,3.712,3.282,9.734,1.94,0,-0.083,1,1,1.0,36.354,0,2.595,0,0.601,174.53,-0.092,-0.092,4,164.978,0,3.495,32,3.178,3.178,23
4.301,0,0.0,0,0,1.0,5.544,0,0,4.491,0,2.464,1,0,2.715,1.249,0,1.531,0,1,1,4.491,0,0,-0.138,-0.098,0.812,-0.261,-0.261,3.599,4.908,3.734,0,91.279,0,0,0,0,1,1,38.304,1.758,3.881,3.581,9.734,1.524,0,0.762,1,1,1.072,38.544,0,2.845,0,2.0,268.698,0.795,0.795,4,178.077,0,3.734,33,3.258,3.258,25
5.032,0,0.0,0,0,0.678,5.116,0,0,4.307,0,2.387,1,0,2.124,0.641,0,1.195,0,1,1,4.307,0,0,-1.0,-0.763,0.068,-1.908,-1.908,3.538,4.749,3.397,0,83.913,0,0,0,0,1,1,32.221,0.756,3.46,3.086,9.734,2.156,0,-0.151,1,1,1.056,35.207,0,2.519,0,0.75,127.445,-0.167,-0.167,4,136.426,0,3.253,26,3.091,3.091,21
4.301,0,0.0,0,0,0.54,5.487,0,0,3.992,0,2.302,1,0,2.57,0.5,0,1.443,0,1,1,3.992,0,0,-1.0,-0.9,0.0,-2.038,-2.038,3.439,4.878,3.613,0,105.082,0,0,0,0,1,0,34.67,0.81,3.776,3.36,9.734,1.479,0,-0.099,1,1,1.0,35.036,0,2.658,0,0.593,245.156,-0.11,-0.11,4,153.133,0,3.606,30,3.135,3.135,22
4.456,0,0.0,0,0,0.032,4.902,0,0,4.21,0,2.272,1,0,1.792,0.5,0,1.213,0,1,1,4.21,0,0,-1.5,-1.0,0.0,-3.0,-3.0,3.178,4.691,3.075,0,87.669,0,0,0,0,1,3,27.619,0.3,3.321,2.874,9.734,1.345,0,-0.629,1,1,1.0,30.048,0,2.519,0,0.578,103.903,-0.663,-0.663,4,110.442,0,2.981,22,2.944,2.944,18
6.155,0,0.0,0,0,0.51,5.668,0,0,4.39,0,2.276,1,0,2.205,0.5,0,1.334,0,1,1,4.39,0,0,-1.0,-0.7,0.0,-2.09,-2.09,3.257,4.907,3.598,0,85.477,0,0,0,0,1,2,33.605,1.061,3.461,3.143,20.734,1.526,0,0.151,1,1,1.0,32.71,0,2.687,0,0.852,138.445,0.174,0.174,4,148.843,0,3.352,27,3.135,3.135,22
4.301,0,0.0,0,0,0.916,5.629,0,0,4.787,0,2.5,1,0,2.683,1.218,0,1.574,0,1,1,4.787,0,0,-0.121,-0.085,0.824,-0.231,-0.231,3.571,4.998,3.66,0,91.5,0,0,0,0,1,2,37.644,1.725,3.734,3.505,9.734,1.803,0,0.727,1,1,1.073,37.146,0,2.687,0,1.275,221.614,0.769,0.769,4,176.34,0,3.579,32,3.258,3.258,25
4.301,0,0.0,0,0,0.54,5.268,0,0,4.25,0,2.385,1,0,2.523,0.575,0,1.323,0,1,1,4.25,0,0,-1.0,-0.748,0.069,-2.0,-2.0,3.537,4.784,3.47,0,83.675,0,0,0,0,1,1,34.336,0.821,3.607,3.216,9.734,1.479,0,-0.093,1,1,1.054,34.58,0,2.658,0,0.748,198.072,-0.103,-0.103,4,146.749,0,3.452,28,3.135,3.135,22
6.097,0,0.0,0,0,0.823,5.689,0,0,4.355,0,2.387,1,0,2.124,0.741,0,1.185,0,1,1,4.355,0,0,-0.555,-0.419,0.413,-1.256,-1.256,3.533,4.916,3.698,0,79.187,0,0,0,0,1,1,36.929,1.069,3.512,3.206,20.734,2.158,0,0.158,1,1,1.057,36.892,0,2.687,0,0.854,138.445,0.182,0.182,4,166.267,0,3.432,29,3.219,3.219,24
6.69,1,9.74,1,1,1.204,6.034,0,0,5.154,0,3.046,1,0,2.715,2.389,0,1.754,1,1,3,5.154,1,1,1.335,0.901,1.904,2.136,2.136,3.717,5.137,4.084,0,147.507,0,1,1,1,0,0,50.198,2.159,4.077,3.852,78.828,2.389,1,1.157,1,1,1.839,50.501,2,2.81,1,2.5,231.852,1.166,1.166,11,268.802,1,3.996,52,3.497,3.497,32
7.469,1,9.809,1,1,1.576,6.184,0,0,5.369,0,3.046,1,0,2.734,2.392,0,1.766,1,1,3,5.369,1,1,1.339,0.927,1.928,2.474,2.474,3.733,5.176,4.135,0,145.571,0,1,1,2,0,0,52.672,2.382,4.15,3.945,67.828,2.388,0,1.354,1,1,2.044,52.301,1,2.85,1,2.616,232.624,1.414,1.414,10,282.765,2,4.091,55,3.526,3.526,33
6.77,1,9.807,1,1,1.399,5.992,0,0,5.154,0,3.046,1,0,2.715,2.389,0,1.757,1,1,3,5.154,1,1,1.335,0.887,1.895,2.136,2.136,3.732,5.105,4.176,0,140.122,0,1,1,1,0,0,50.198,2.157,4.114,3.893,67.828,2.699,0,1.151,1,1,1.903,53.225,2,2.825,1,2.5,220.853,1.166,1.166,11,268.802,2,4.037,52,3.497,3.497,32
8.0,1,9.851,1,1,1.495,6.15,0,0,5.368,0,3.046,1,0,2.784,2.392,0,1.784,1,1,3,5.368,1,1,1.339,0.927,1.928,2.474,2.474,3.75,5.153,4.127,0,148.461,0,1,1,2,0,0,52.672,2.414,4.192,4.001,67.828,2.359,0,1.414,1,1,2.016,51.994,2,2.964,1,2.616,267.937,1.414,1.414,10,282.765,2,4.152,55,3.526,3.526,33
7.569,1,9.842,1,1,1.506,6.118,0,0,5.342,0,3.046,1,0,2.783,2.392,0,1.76,1,1,3,5.342,1,1,1.339,0.905,1.911,2.474,2.474,3.748,5.142,4.282,0,142.656,0,1,1,2,0,0,52.672,2.414,4.176,3.966,67.828,2.833,0,1.393,1,1,2.132,54.567,2,2.964,1,2.616,244.395,1.414,1.414,10,282.765,1,4.127,55,3.526,3.526,33
6.42,1,9.789,1,1,1.189,6.068,0,1,5.107,0,3.046,1,0,2.715,2.389,1,1.741,1,1,2,5.107,1,1,1.335,0.892,1.892,2.136,2.136,3.704,5.135,4.087,0,125.258,0,1,1,2,0,2,50.198,2.137,4.06,3.847,67.828,2.329,0,1.13,3,3,1.818,50.418,2,2.803,1,2.5,220.853,1.166,1.166,8,268.802,2,3.988,52,3.497,3.497,32
