pXC50,Eig10_AEA.ri.,Eig10_EA.ri.,Eig10_EA.ed.,SM05_AEA.ri.,Eig08_AEA.bo.,Eig08_EA.bo.,Eig04_EA.bo.,SM14_AEA.ri.,Wap,Eig12_EA.ri.,Eig08_EA.ri.,Eig12_AEA.ri.,Eig08_EA,SM02_AEA.dm.,Eig08_AEA.ri.,GGI9,Eig08_AEA.ed.,Eig10_AEA.bo.,Eig08_EA.ed.,SM03_AEA.ri.,Eig09_EA.bo.,Eig10_EA,SM04_AEA.dm.,Eig07_EA.bo.,Eig10_AEA.ed.,Eig08_AEA.dm.,Eig12_EA.ed.,SM07_AEA.ri.,SpMin3_Bh.e.,Eig12_EA.bo.,Eig13_AEA.ed.,SpMaxA_AEA.bo.,Eig10_EA.bo.,Eig12_AEA.bo.,SpMax3_Bh.p.,Xindex,IC5,D.Dtr06,Eig07_AEA.bo.,nAB,Eta_beta,Eig06_EA.ed.,SM15_AEA.dm.,Eig04_AEA.bo.,SpMin3_Bh.i.,Eig11_AEA.ri.,Ui,Eig04_EA.ri.,Eig11_EA.ri.,Eig09_AEA.ri.,Eig09_AEA.bo.,nCsp2,Eig05_AEA.bo.,PCD,MDDD,X2sol,Eta_betaP,HVcpx,Eig05_AEA.ri.,Eig06_EA,SM14_AEA.bo.,SpMax3_Bh.v.,Eig09_EA.ed.,SM04_AEA.ri.,TPC
7.491,2.108,1.097,2.931,2.931,2.909,2.02,3.191,3.191,29583.0,1.0,1.537,2.0,1.554,1.554,2.551,0.207,4.316,2.5,4.139,4.139,1.867,1.105,1.105,2.287,3.578,2.0,2.275,2.275,1.811,1.454,3.277,0.125,1.5,2.496,3.724,0.241,5.093,354.491,3.176,17,38.25,5.406,5.406,3.829,1.773,2.0,3.524,2.495,1.0,2.369,2.801,16,3.677,3.07,41.388,14.278,19.5,3.867,3.359,1.974,1.974,3.711,3.133,3.133,7.777
6.493,2.117,1.106,3.05,3.05,3.117,2.251,3.196,3.196,37589.0,1.0,1.681,2.0,1.795,1.795,2.734,0.243,4.527,2.5,4.756,4.756,1.894,1.113,1.113,2.375,3.953,2.059,2.275,2.275,1.811,1.456,3.414,0.118,1.5,2.497,3.724,0.234,5.161,382.647,3.262,17,40.25,6.404,6.404,3.897,1.773,2.0,3.524,2.496,1.0,2.507,2.858,16,3.679,3.136,47.418,15.069,20.0,3.978,3.45,2.19,2.19,3.711,4.134,4.134,7.961
6.553,2.116,1.105,3.048,3.048,3.108,2.247,3.195,3.195,33466.0,1.0,1.669,2.0,1.778,1.778,2.719,0.218,4.526,2.5,4.753,4.753,1.893,1.111,1.111,2.37,3.953,2.058,2.275,2.275,1.811,1.455,3.414,0.122,1.5,2.497,3.724,0.238,5.093,368.353,3.259,17,39.0,5.927,5.927,3.891,1.773,2.0,3.524,2.496,1.0,2.503,2.857,16,3.678,3.107,44.281,14.278,19.5,3.925,3.427,2.126,2.126,3.711,4.133,4.133,7.873
7.43,2.181,1.175,3.048,3.048,3.085,2.235,3.195,3.195,33466.0,1.0,1.648,2.0,1.741,1.741,2.691,0.227,4.522,2.656,4.734,4.734,1.896,1.189,1.189,2.352,3.952,2.054,2.275,2.275,1.811,1.454,3.414,0.122,1.727,2.496,3.724,0.239,5.236,367.134,3.249,17,39.0,5.83,5.83,3.893,1.773,2.105,3.524,2.496,1.093,2.498,2.857,16,3.678,3.117,43.648,14.278,19.5,3.883,3.432,2.063,2.063,3.711,4.129,4.129,7.873
7.402,2.346,1.316,3.046,3.046,2.909,2.047,3.194,3.194,33466.0,1.0,1.545,2.0,1.562,1.562,2.559,0.247,4.32,2.775,4.159,4.159,1.964,1.382,1.382,2.289,3.941,2.04,2.275,2.275,1.811,1.454,3.414,0.122,1.85,2.496,3.724,0.241,5.236,366.047,3.188,17,39.0,5.685,5.685,3.895,1.773,2.107,3.524,2.496,1.095,2.388,2.861,16,3.678,3.149,43.016,14.278,19.5,3.867,3.442,1.988,1.988,3.711,3.652,3.652,7.873
5.277,2.115,1.103,3.048,3.048,3.108,2.247,3.195,3.195,33466.0,1.0,1.639,2.0,1.778,1.778,2.711,0.218,4.526,2.5,4.753,4.753,1.893,1.111,1.111,2.37,3.953,2.058,2.275,2.275,1.811,1.455,3.414,0.122,1.5,2.497,3.726,0.238,5.093,368.353,3.259,17,39.0,5.927,5.927,3.891,1.773,2.0,3.524,2.495,1.0,2.501,2.857,16,3.678,3.107,44.281,15.308,19.5,3.925,3.416,2.126,2.126,3.711,4.133,4.133,7.873
7.384,2.173,1.148,3.048,3.048,3.085,2.235,3.195,3.195,33466.0,1.0,1.608,2.0,1.741,1.741,2.678,0.227,4.522,2.656,4.734,4.734,1.896,1.189,1.189,2.352,3.952,2.054,2.275,2.275,1.811,1.454,3.414,0.122,1.727,2.496,3.726,0.239,5.236,367.134,3.249,17,39.0,5.83,5.83,3.893,1.773,2.104,3.524,2.496,1.093,2.494,2.857,16,3.678,3.117,43.648,15.32,19.5,3.883,3.423,2.063,2.063,3.711,4.129,4.129,7.873
7.086,2.321,1.225,3.046,3.046,2.909,2.047,3.194,3.194,33466.0,1.0,1.541,2.0,1.562,1.562,2.558,0.247,4.32,2.775,4.159,4.159,1.964,1.382,1.382,2.289,3.941,2.04,2.275,2.275,1.811,1.454,3.414,0.122,1.85,2.496,3.725,0.241,5.236,366.047,3.188,17,39.0,5.685,5.685,3.895,1.773,2.107,3.524,2.496,1.095,2.378,2.861,16,3.678,3.149,43.016,15.167,19.5,3.867,3.437,1.988,1.988,3.711,3.652,3.652,7.873
6.523,2.362,1.342,3.39,3.39,3.063,2.242,3.412,3.412,44107.0,1.0,1.717,2.0,1.732,1.732,2.738,0.246,4.445,2.827,4.405,4.405,1.983,1.385,1.385,2.427,4.088,2.074,2.275,2.275,1.799,1.5,3.414,0.113,1.956,2.5,3.743,0.231,5.217,412.334,3.202,23,46.75,6.496,6.496,3.932,1.768,2.202,3.858,2.587,1.192,2.603,2.969,22,3.865,4.257,51.298,16.036,25.5,3.942,3.477,2.291,2.291,3.737,4.0,4.0,8.094
5.0,2.0,1.0,2.275,2.275,2.83,1.967,2.951,2.951,26577.0,1.0,1.412,2.0,1.425,1.425,2.418,0.101,4.244,2.5,3.896,3.896,1.616,1.0,1.0,2.241,3.414,1.504,2.136,2.136,1.8,1.077,3.247,0.131,1.5,2.211,3.723,0.245,5.014,322.605,3.112,17,35.5,5.112,5.112,3.727,1.759,2.0,3.392,2.381,1.0,2.324,2.608,15,3.609,3.117,37.015,13.407,18.0,3.804,3.243,1.943,1.943,3.703,3.013,3.013,7.704
5.0,2.156,1.137,2.981,2.981,2.934,2.064,3.223,3.223,30314.0,1.0,1.538,2.0,1.566,1.566,2.554,0.232,4.402,2.524,4.221,4.221,1.872,1.188,1.188,2.289,3.589,2.026,2.275,2.275,1.813,1.5,3.318,0.124,1.51,2.5,3.729,0.248,5.124,368.268,3.211,17,39.0,5.921,5.921,3.831,1.775,2.0,3.524,2.511,1.0,2.401,2.802,16,3.681,3.043,43.195,14.651,19.5,3.863,3.385,2.075,2.075,3.716,3.518,3.518,7.813
6.284,2.0,1.0,2.631,2.631,2.839,1.959,3.015,3.015,21148.0,0.946,1.341,1.952,1.414,1.414,2.376,0.171,3.907,2.5,3.068,3.068,1.557,1.054,1.054,2.018,3.496,1.61,2.136,2.136,1.638,1.0,3.247,0.139,1.5,2.165,3.516,0.258,4.915,309.125,2.892,17,38.25,4.525,4.525,3.726,1.584,1.996,3.392,2.312,0.978,2.122,2.585,15,3.477,3.065,31.878,11.571,19.0,3.663,3.095,1.798,1.798,3.578,2.916,2.916,7.52
6.337,2.111,1.094,2.902,2.902,2.841,1.967,3.039,3.039,22353.0,0.946,1.342,1.952,1.455,1.455,2.397,0.171,4.034,2.585,3.515,3.515,1.851,1.162,1.162,2.065,3.595,1.927,2.136,2.136,1.637,1.0,3.247,0.136,1.557,2.166,3.516,0.262,5.089,319.812,2.897,17,39.0,5.403,5.403,3.728,1.584,1.997,3.392,2.314,0.981,2.376,2.771,15,3.483,3.065,32.178,11.571,19.0,3.662,3.128,1.926,1.926,3.578,3.055,3.055,7.58
6.456,2.112,1.094,2.902,2.902,2.841,1.967,3.039,3.039,22353.0,0.946,1.395,1.952,1.455,1.455,2.429,0.171,4.034,2.585,3.515,3.515,1.851,1.162,1.162,2.065,3.595,1.924,2.136,2.136,1.64,1.0,3.247,0.136,1.557,2.166,3.516,0.262,5.11,319.812,2.897,17,38.75,5.403,5.403,3.728,1.586,1.997,3.392,2.315,0.981,2.376,2.771,15,3.483,3.065,32.178,12.11,19.0,3.662,3.135,1.926,1.926,3.579,3.055,3.055,7.58
4.523,2.113,1.093,2.875,2.875,2.855,1.992,3.08,3.08,22353.0,0.946,1.356,1.952,1.414,1.414,2.385,0.191,4.127,2.582,3.643,3.643,1.937,1.189,1.189,2.019,3.595,1.867,2.136,2.136,1.635,1.0,3.247,0.135,1.554,2.166,3.516,0.263,5.089,320.169,2.906,17,39.0,4.63,4.63,3.807,1.583,1.996,3.392,2.406,0.978,2.361,2.816,15,3.534,3.077,32.661,11.571,19.0,3.651,3.143,1.803,1.803,3.578,3.012,3.012,7.58
6.886,1.994,0.979,2.631,2.631,2.839,1.959,3.015,3.015,21148.0,0.946,1.341,1.952,1.414,1.414,2.376,0.171,3.907,2.5,3.068,3.068,1.557,1.054,1.054,2.018,3.496,1.61,2.136,2.136,1.633,1.0,3.247,0.139,1.5,2.165,3.516,0.258,5.047,309.125,2.892,17,38.75,4.525,4.525,3.726,1.58,1.953,3.392,2.307,0.947,2.119,2.585,14,3.477,3.065,31.878,11.571,19.0,3.663,3.093,1.798,1.798,3.576,2.916,2.916,7.52
4.959,1.993,0.975,2.631,2.631,2.839,1.959,3.015,3.015,21148.0,0.946,1.341,1.952,1.414,1.414,2.376,0.171,3.907,2.5,3.068,3.068,1.557,1.054,1.054,2.018,3.496,1.61,2.136,2.136,1.619,1.0,3.247,0.139,1.5,2.165,3.514,0.258,5.047,309.125,2.892,17,38.75,4.525,4.525,3.726,1.567,1.958,3.392,2.274,0.955,2.12,2.585,14,3.477,3.065,31.878,11.571,19.0,3.663,3.088,1.798,1.798,3.578,2.916,2.916,7.52
6.721,2.035,1.026,2.631,2.631,2.839,1.959,3.015,3.015,21148.0,0.983,1.342,1.984,1.414,1.414,2.376,0.171,3.907,2.5,3.068,3.068,1.557,1.054,1.054,2.018,3.496,1.61,2.136,2.136,1.751,1.0,3.247,0.139,1.5,2.165,3.621,0.258,4.96,309.125,2.892,17,37.75,4.525,4.525,3.726,1.695,2.0,3.392,2.321,1.0,2.167,2.585,15,3.477,3.065,31.878,11.571,19.0,3.663,3.099,1.798,1.798,3.62,2.916,2.916,7.52
7.638,1.972,0.96,2.631,2.631,2.839,1.959,3.015,3.015,21148.0,0.914,1.341,1.938,1.414,1.414,2.376,0.171,3.907,2.5,3.068,3.068,1.557,1.054,1.054,2.018,3.496,1.929,2.136,2.136,1.647,1.0,3.247,0.139,1.5,2.165,3.598,0.258,5.047,309.125,2.892,17,38.25,4.525,4.525,3.726,1.601,1.942,3.392,2.304,0.924,2.106,2.585,14,3.477,3.065,31.878,12.101,19.0,3.663,3.092,1.798,1.798,3.584,2.916,2.916,7.52
5.432,2.066,1.054,2.87,2.87,2.844,1.97,3.037,3.037,23987.0,0.924,1.346,1.938,1.414,1.414,2.38,0.182,4.168,2.563,3.737,3.737,1.737,1.088,1.088,2.068,3.595,1.929,2.275,2.275,1.709,1.0,3.272,0.134,1.521,2.168,3.706,0.253,5.089,322.856,2.902,17,40.5,6.028,6.028,3.77,1.685,1.958,3.524,2.313,0.955,2.346,2.712,14,3.609,3.163,34.288,13.034,20.5,3.727,3.157,2.089,2.089,3.65,3.028,3.028,7.62
6.337,2.066,1.054,2.87,2.87,2.843,1.969,3.019,3.019,23987.0,0.955,1.35,1.958,1.414,1.414,2.381,0.182,4.168,2.546,3.737,3.737,1.674,1.088,1.088,2.067,3.595,1.632,2.275,2.275,1.7,1.0,3.272,0.134,1.508,2.167,3.563,0.253,5.11,322.856,2.9,17,39.5,6.028,6.028,3.738,1.634,1.967,3.392,2.339,0.965,2.351,2.654,14,3.499,3.069,34.288,12.193,19.0,3.727,3.205,2.089,2.089,3.593,3.028,3.028,7.62
6.268,2.135,1.12,2.909,2.909,2.879,1.978,3.072,3.072,30055.0,1.0,1.425,2.0,1.452,1.452,2.435,0.234,4.173,2.586,3.76,3.76,1.921,1.157,1.157,2.07,3.718,1.928,2.275,2.275,1.719,1.276,3.414,0.126,1.554,2.36,3.585,0.246,5.071,351.284,2.921,17,41.75,6.217,6.217,3.889,1.659,2.031,3.524,2.554,1.02,2.376,2.836,16,3.702,3.153,39.047,13.092,20.5,3.807,3.36,2.114,2.114,3.609,3.055,3.055,7.795
6.208,2.0,1.0,2.275,2.275,2.593,1.573,2.929,2.929,11639.0,0.379,1.34,1.38,1.41,1.41,2.374,0.172,3.595,2.467,2.917,2.917,1.5,1.0,1.0,1.967,3.414,1.432,0.67,0.67,1.642,0.421,2.668,0.153,1.456,1.549,3.519,0.307,5.075,193.218,2.841,17,35.0,3.778,3.778,3.624,1.577,1.666,3.392,2.215,0.668,2.083,2.5,15,3.384,3.026,29.118,10.421,18.5,3.634,3.022,1.474,1.474,3.577,2.602,2.602,7.074
6.509,2.045,1.036,2.631,2.631,2.839,1.959,3.015,3.015,21148.0,1.0,1.342,2.0,1.414,1.414,2.376,0.171,3.907,2.5,3.068,3.068,1.557,1.054,1.054,2.018,3.496,1.61,2.136,2.136,1.766,1.0,3.247,0.139,1.5,2.165,3.652,0.258,5.002,309.125,2.892,17,36.5,4.525,4.525,3.726,1.717,2.0,3.392,2.353,1.0,2.187,2.585,15,3.477,3.065,31.878,11.571,18.5,3.663,3.103,1.798,1.798,3.648,2.916,2.916,7.52
6.921,2.045,1.036,2.631,2.631,2.842,1.969,3.314,3.314,21148.0,1.0,1.342,2.0,1.414,1.414,2.376,0.171,3.907,2.557,3.068,3.068,1.724,1.054,1.054,2.067,3.496,1.61,2.136,2.136,1.762,1.5,3.247,0.139,1.521,2.5,3.689,0.258,5.054,309.125,2.899,23,42.5,4.525,4.525,3.813,1.73,2.0,3.755,2.353,1.0,2.187,2.659,21,3.525,4.028,31.878,11.571,24.5,3.663,3.103,1.798,1.798,3.69,2.916,2.916,7.52
5.097,1.667,0.671,1.665,1.665,2.587,1.558,2.925,2.925,9105.0,0.115,1.076,1.047,1.116,1.116,2.089,0.152,3.595,2.169,2.898,2.898,1.5,0.688,0.688,1.967,3.273,1.389,0.298,0.298,1.392,0.155,2.46,0.165,1.0,1.397,3.488,0.323,5.038,174.106,2.841,17,35.5,3.775,3.775,3.619,1.386,1.417,3.392,2.132,0.47,1.959,2.5,14,3.374,3.005,22.931,9.687,19.0,3.479,2.976,1.46,1.46,3.559,2.275,2.275,6.9
7.222,1.959,0.957,2.275,2.275,2.648,1.652,2.929,2.929,13048.0,0.652,1.341,1.648,1.414,1.414,2.376,0.172,3.609,2.5,3.012,3.012,1.547,1.0,1.0,1.967,3.414,1.61,1.331,1.331,1.667,0.801,2.812,0.148,1.5,1.846,3.513,0.299,5.253,203.082,2.841,17,37.0,3.779,3.779,3.624,1.601,1.7,3.392,2.14,0.708,2.088,2.578,14,3.385,3.033,32.815,10.774,19.0,3.709,2.998,1.605,1.605,3.562,2.878,2.878,7.152
8.174,2.082,1.07,2.882,2.882,2.864,2.021,3.411,3.411,23225.0,0.956,1.376,1.959,1.414,1.414,2.391,0.217,3.913,2.584,3.099,3.099,1.965,1.106,1.106,2.068,3.587,1.61,2.136,2.136,1.794,1.5,3.247,0.134,1.554,2.5,3.721,0.249,5.24,327.191,2.901,23,44.5,5.791,5.791,3.859,1.759,2.0,3.755,2.357,1.0,2.374,2.838,20,3.591,3.995,35.501,12.018,25.0,3.74,3.168,1.983,1.983,3.73,3.005,3.005,7.574
6.387,2.082,1.069,2.882,2.882,2.864,2.021,3.411,3.411,23225.0,0.953,1.343,1.956,1.414,1.414,2.377,0.217,3.913,2.584,3.099,3.099,1.965,1.106,1.106,2.068,3.587,1.61,2.136,2.136,1.762,1.5,3.247,0.134,1.554,2.5,3.681,0.249,5.392,327.191,2.901,23,45.0,5.791,5.791,3.859,1.724,1.959,3.755,2.337,0.956,2.357,2.838,19,3.591,3.995,35.501,12.018,25.0,3.74,3.165,1.983,1.983,3.692,3.005,3.005,7.574
7.222,2.083,1.071,2.882,2.882,2.864,2.021,3.411,3.411,23225.0,0.956,1.392,1.959,1.414,1.414,2.399,0.217,3.913,2.584,3.099,3.099,1.965,1.106,1.106,2.068,3.587,1.61,2.136,2.136,1.795,1.5,3.247,0.134,1.554,2.5,3.722,0.249,5.278,327.191,2.901,23,44.5,5.791,5.791,3.859,1.76,2.0,3.755,2.384,1.0,2.375,2.838,20,3.591,3.995,35.501,12.018,25.0,3.74,3.172,1.983,1.983,3.73,3.005,3.005,7.574
7.796,2.0,1.0,2.275,2.275,2.648,1.652,2.929,2.929,13048.0,0.64,1.341,1.636,1.414,1.414,2.376,0.172,3.609,2.5,3.012,3.012,1.547,1.0,1.0,1.967,3.414,1.61,1.331,1.331,1.672,0.801,2.812,0.148,1.5,1.846,3.545,0.299,5.116,203.082,2.841,17,36.0,3.779,3.779,3.624,1.607,1.683,3.392,2.134,0.687,2.087,2.578,15,3.385,3.033,32.815,11.384,19.0,3.709,2.992,1.605,1.605,3.572,2.878,2.878,7.152
6.208,1.994,0.979,2.275,2.275,2.588,1.558,3.007,3.007,18597.0,0.946,1.101,1.952,1.205,1.205,2.123,0.131,3.57,2.5,2.888,2.888,1.5,1.0,1.0,2.003,3.414,1.553,2.136,2.136,1.633,1.0,3.247,0.143,1.5,2.165,3.516,0.258,4.87,297.57,2.889,17,38.0,4.516,4.516,3.704,1.58,1.953,3.392,2.284,0.947,2.0,2.5,14,3.455,2.99,30.617,11.571,19.0,3.665,3.047,1.794,1.794,3.575,2.627,2.627,7.419
6.824,1.994,0.979,2.565,2.565,2.684,1.754,3.022,3.022,21148.0,0.946,1.192,1.952,1.242,1.242,2.205,0.131,3.937,2.5,3.092,3.092,1.556,1.054,1.054,2.018,3.478,1.616,2.136,2.136,1.633,1.0,3.247,0.138,1.5,2.165,3.516,0.256,5.047,310.213,2.962,17,38.75,5.052,5.052,3.731,1.58,1.953,3.392,2.306,0.947,2.112,2.582,14,3.506,3.033,32.449,11.571,19.0,3.683,3.132,1.861,1.861,3.576,2.653,2.653,7.52
6.076,1.999,0.982,2.275,2.275,2.611,1.583,3.027,3.027,21148.0,0.946,1.122,1.952,1.222,1.222,2.146,0.171,3.94,2.5,3.094,3.094,1.5,1.0,1.0,2.018,3.414,1.617,2.136,2.136,1.633,1.0,3.247,0.138,1.5,2.166,3.516,0.254,4.87,311.432,2.962,17,38.75,5.396,5.396,3.734,1.58,1.953,3.392,2.305,0.948,2.0,2.5,14,3.531,3.023,33.02,11.571,19.0,3.726,3.157,1.925,1.925,3.576,2.642,2.642,7.52
6.469,1.999,0.982,2.642,2.642,2.82,1.948,3.046,3.046,23709.0,0.946,1.311,1.952,1.414,1.414,2.353,0.171,4.043,2.5,3.525,3.525,1.583,1.071,1.071,2.018,3.496,2.091,2.136,2.136,1.633,1.0,3.247,0.134,1.5,2.166,3.516,0.253,5.047,324.075,2.962,17,39.5,5.627,5.627,3.758,1.58,1.953,3.392,2.333,0.948,2.146,2.611,14,3.576,3.057,34.271,11.571,19.0,3.739,3.223,1.95,1.95,3.577,3.095,3.095,7.612
5.886,1.994,0.979,2.631,2.631,2.839,1.959,3.015,3.015,21148.0,0.946,1.233,1.952,1.414,1.414,2.34,0.171,3.907,2.5,3.068,3.068,1.557,1.054,1.054,2.018,3.496,1.614,2.136,2.136,1.633,1.0,3.247,0.139,1.5,2.165,3.516,0.258,5.047,309.125,2.892,17,38.75,4.525,4.525,3.726,1.58,1.953,3.392,2.299,0.947,2.119,2.585,14,3.477,3.065,31.878,12.459,19.0,3.663,3.089,1.798,1.798,3.576,2.916,2.916,7.52
7.036,1.994,0.979,2.565,2.565,2.684,1.754,3.022,3.022,21148.0,0.946,1.162,1.952,1.242,1.242,2.197,0.131,3.937,2.5,3.092,3.092,1.556,1.054,1.054,2.018,3.478,1.618,2.136,2.136,1.633,1.0,3.247,0.138,1.5,2.165,3.517,0.256,5.047,310.213,2.962,17,38.75,5.052,5.052,3.731,1.58,1.953,3.392,2.295,0.947,2.111,2.582,14,3.506,3.033,32.449,12.613,19.0,3.683,3.119,1.861,1.861,3.577,2.653,2.653,7.52
6.721,1.999,0.982,2.275,2.275,2.611,1.583,3.027,3.027,21148.0,0.946,1.118,1.952,1.222,1.222,2.145,0.171,3.94,2.5,3.094,3.094,1.5,1.0,1.0,2.018,3.414,1.618,2.136,2.136,1.633,1.0,3.247,0.138,1.5,2.166,3.517,0.254,4.87,311.432,2.962,17,38.75,5.396,5.396,3.734,1.58,1.953,3.392,2.293,0.948,2.0,2.5,14,3.531,3.023,33.02,12.601,19.0,3.726,3.139,1.925,1.925,3.577,2.642,2.642,7.52
6.137,1.994,0.979,2.587,2.587,2.699,1.774,3.024,3.024,23875.0,0.946,1.218,1.952,1.259,1.259,2.229,0.151,3.94,2.5,3.102,3.102,1.556,1.054,1.054,2.019,3.49,1.629,2.136,2.136,1.633,1.0,3.247,0.134,1.5,2.165,3.516,0.252,5.11,323.348,2.962,17,40.0,5.378,5.378,3.736,1.58,1.953,3.392,2.315,0.947,2.114,2.582,14,3.52,3.067,34.576,12.374,19.5,3.743,3.162,1.908,1.908,3.577,2.664,2.664,7.611
7.495,1.994,0.979,2.605,2.605,2.707,1.783,3.024,3.024,26779.0,0.946,1.239,1.952,1.289,1.289,2.254,0.176,3.941,2.5,3.109,3.109,1.556,1.054,1.054,2.019,3.493,1.667,2.136,2.136,1.633,1.106,3.247,0.13,1.5,2.165,3.517,0.248,5.186,336.871,2.962,17,40.5,5.441,5.441,3.736,1.58,1.953,3.392,2.316,0.947,2.116,2.583,14,3.524,3.094,36.902,12.754,19.5,3.806,3.17,1.925,1.925,3.577,2.681,2.681,7.696
8.18,2.199,1.19,3.015,3.015,2.963,2.032,3.407,3.407,56515.0,1.0,1.628,2.0,1.775,1.775,2.698,0.165,4.45,2.676,4.51,4.51,2.01,1.234,1.234,2.502,3.595,2.115,2.572,2.572,1.829,1.5,3.414,0.113,1.745,2.5,3.762,0.207,5.307,506.558,3.251,23,49.0,6.207,6.207,3.866,1.8,2.112,3.755,2.385,1.094,2.399,2.866,20,3.724,4.167,45.841,14.705,25.5,3.95,3.354,2.158,2.158,3.758,3.124,3.124,8.247
7.886,2.224,1.214,3.086,3.086,2.963,2.085,3.44,3.44,61219.0,1.0,1.629,2.0,1.78,1.78,2.7,0.177,4.45,2.696,4.511,4.511,2.018,1.253,1.253,2.516,3.639,2.211,2.595,2.595,1.859,1.5,3.414,0.11,1.771,2.5,3.781,0.202,5.374,529.803,3.273,23,49.5,6.457,6.457,3.89,1.817,2.114,3.755,2.482,1.094,2.483,2.915,20,3.734,4.139,50.309,15.047,25.5,4.006,3.387,2.203,2.203,3.791,3.167,3.167,8.295
7.456,2.146,1.131,2.909,2.909,2.879,1.978,3.072,3.072,30055.0,1.0,1.425,2.0,1.452,1.452,2.435,0.234,4.173,2.586,3.76,3.76,1.921,1.157,1.157,2.07,3.718,1.928,2.275,2.275,1.783,1.276,3.414,0.126,1.554,2.36,3.684,0.246,5.162,351.284,2.921,17,40.0,6.217,6.217,3.889,1.744,2.043,3.524,2.634,1.031,2.376,2.836,16,3.702,3.153,39.047,13.092,20.0,3.807,3.374,2.114,2.114,3.684,3.055,3.055,7.795
9.262,2.353,1.311,3.524,3.524,3.196,2.26,3.051,3.051,37367.0,1.0,1.844,2.0,1.894,1.894,2.879,0.218,4.501,2.671,4.718,4.718,1.949,1.414,1.414,2.609,4.043,2.273,2.275,2.275,1.801,1.5,3.414,0.119,1.681,2.5,3.702,0.237,5.236,381.195,3.343,17,41.25,6.698,6.698,3.782,1.761,2.097,3.524,2.54,1.084,2.421,2.82,16,3.68,3.145,45.849,13.583,20.0,3.94,3.405,2.254,2.254,3.698,3.979,3.979,7.961
6.268,2.224,1.213,3.086,3.086,2.963,2.085,3.44,3.44,61219.0,0.979,1.629,1.994,1.78,1.78,2.7,0.177,4.45,2.696,4.511,4.511,2.018,1.253,1.253,2.516,3.639,2.211,2.595,2.595,1.822,1.5,3.414,0.11,1.771,2.5,3.744,0.202,5.479,529.803,3.273,23,50.0,6.457,6.457,3.89,1.785,2.114,3.755,2.408,1.094,2.474,2.915,19,3.734,4.139,50.309,15.047,25.5,4.006,3.384,2.203,2.203,3.748,3.167,3.167,8.295
5.678,2.223,1.213,3.086,3.086,2.963,2.085,3.44,3.44,61219.0,0.979,1.629,1.994,1.78,1.78,2.7,0.177,4.45,2.696,4.511,4.511,2.018,1.253,1.253,2.516,3.639,2.211,2.595,2.595,1.825,1.5,3.414,0.11,1.771,2.5,3.749,0.202,5.479,529.803,3.273,23,50.0,6.457,6.457,3.89,1.789,2.114,3.755,2.458,1.094,2.448,2.915,19,3.734,4.139,50.309,15.047,25.5,4.006,3.386,2.203,2.203,3.753,3.167,3.167,8.295
6.77,1.994,0.979,2.565,2.565,2.684,1.754,3.022,3.022,21148.0,0.946,1.207,1.952,1.242,1.242,2.214,0.131,3.937,2.5,3.092,3.092,1.556,1.054,1.054,2.018,3.478,1.596,2.136,2.136,1.633,1.0,3.247,0.138,1.5,2.165,3.518,0.256,5.069,310.213,2.962,17,38.5,5.052,5.052,3.731,1.58,1.953,3.392,2.319,0.947,2.113,2.582,14,3.506,3.033,32.449,12.205,19.0,3.683,3.148,1.861,1.861,3.58,2.653,2.653,7.52
8.244,2.119,1.098,2.783,2.783,2.963,2.02,3.28,3.28,51998.0,1.0,1.628,2.0,1.72,1.72,2.688,0.212,4.373,2.586,4.302,4.302,1.869,1.197,1.197,2.449,3.539,1.821,2.386,2.386,1.758,1.5,3.414,0.116,1.557,2.5,3.688,0.213,5.272,483.02,3.178,23,47.5,5.86,5.86,3.823,1.726,2.0,3.755,2.412,1.0,2.292,2.762,20,3.685,4.196,41.813,14.258,25.0,3.89,3.313,2.063,2.063,3.689,3.108,3.108,8.197
4.523,2.005,0.994,2.632,2.632,2.833,1.922,3.058,3.058,26604.0,0.947,1.338,1.953,1.359,1.359,2.351,0.191,3.955,2.53,3.194,3.194,1.557,1.055,1.055,2.024,3.496,1.858,2.275,2.275,1.633,1.233,3.271,0.13,1.5,2.255,3.518,0.25,5.168,336.482,2.966,17,41.5,5.69,5.69,3.771,1.58,1.994,3.524,2.37,0.979,2.121,2.589,15,3.621,3.194,35.996,13.103,20.5,3.759,3.27,2.003,2.003,3.58,2.908,2.908,7.696
6.432,2.0,1.0,2.599,2.599,2.819,1.858,3.075,3.075,24266.0,0.958,1.283,1.977,1.359,1.359,2.333,0.21,4.115,2.5,3.556,3.556,1.5,1.011,1.011,2.026,3.495,1.974,2.275,2.275,1.638,1.231,3.269,0.13,1.5,2.255,3.529,0.248,4.835,342.897,2.968,17,41.0,5.901,5.901,3.757,1.584,2.0,3.524,2.326,1.0,2.083,2.56,16,3.644,2.98,36.733,13.472,20.5,3.802,3.217,2.088,2.088,3.598,2.85,2.85,7.619
