pXC50,CATS2D_03_DD,CATS2D_01_DD,nN.N,P_VSA_v_2,SAacc,P_VSA_p_2,O.057,CATS2D_03_DA,Eig08_AEA.dm.,SaasC,Psi_e_A,Psi_i_A,SpMax3_Bh.s.,SpMax4_Bh.s.,P_VSA_LogP_4,SpMax2_Bh.s.,nBeta.Lactams,TPSA.NO.,SsssCH,P_VSA_e_5,SdssC,ATS5s,Hy,P_VSA_e_3,CATS2D_04_DA,nDB,P_VSA_s_6,P_VSA_m_3,D.Dtr04,Eig07_AEA.dm.,ATSC1e,SsOH,O.,MATS1s,CATS2D_05_DL,NsOH,TPSA.Tot.,MAXDN,SAdon,nR04,nHDon,CATS2D_07_DL,H.050,MATS1i,CATS2D_02_DL,CATS2D_03_DL,P_VSA_s_5,CATS2D_04_DL,NssNH,Eig09_AEA.dm.,Eig05_AEA.dm.,ALOGP2,Eig10_AEA.dm.,GGI3,Me,CATS2D_06_DL,MATS1p,SpMax5_Bh.s.,C.009,N.072,ATS4s,CATS2D_09_DL,ATS4m,Eig06_AEA.dm.,ATSC1s,NdssC,nArOH,nN.CO.2,CATS2D_02_DA,ATSC3e,SM03_EA.ri.,CATS2D_05_DA,MATS1m,GGI4,SpAD_EA.dm.,ATSC5s,P_VSA_MR_2,Eig06_AEA.ed.,MATS1v,nHAcc,C.008,Eig04_EA.dm.,SpMax1_Bh.s.,Eig07_EA.dm.,JGI2,ATSC4e,ATS5e,nHet,AAC,IC0,MAXDP,Eig11_AEA.dm.,PDI,Ram,BIC3,Eta_epsi_A,ATS6s,ATSC3s,SssNH,Eig03_AEA.dm.,Eta_sh_p,P_VSA_i_4,CATS2D_08_DL,BAC,BIC0,SdS,BIC4,Eig05_EA.ed.,SM14_AEA.dm.,DELS,SM05_EA,Eig12_AEA.dm.,CATS2D_05_DN,ATSC4s,H.054,SIC0,GGI5,ATS3m,SssCH2,SM05_EA.ri.,BIC5,CATS2D_06_DA,Eig06_EA.ed.,SM15_AEA.dm.,SIC4,SM06_EA.ri.,Eig03_EA.dm.,SpMax7_Bh.s.,ATS4v,P_VSA_MR_8,H.047,Eig13_AEA.dm.,SpDiam_EA.ed.,MLOGP2,Eig05_EA.dm.,ALOGP,SM03_EA,CATS2D_02_AN,BLTA96,BLTD48,BLTF96,MLOGP
7.222,0,0,0,316.012,316.012,316.012,0,9,2.843,0.0,7.803,2.303,6.446,6.445,120.335,6.457,0,196.33,-12.394,294.877,-0.64,7.342,1.922,21.135,0,1,294.877,294.877,0.0,3.153,0.123,47.955,10.3,-0.15,8,4,196.33,2.888,188.744,0,5,10,5,-0.202,5,11,18.011,4,1,2.778,3.426,3.495,2.685,7.438,1.003,10,-0.135,6.444,3,0,7.186,7,5.129,3.168,39.021,1,0,0,1,2.383,5.087,4,0.05,5.742,22.689,310.811,318.651,6.488,-0.031,16,10,1.068,7.432,0.86,0.109,2.78,6.401,16,1.411,1.411,7.506,2.494,0.818,25,0.849,0.555,7.466,221.591,3.585,3.737,0.327,21.135,8,382.0,0.198,0.0,0.903,10.264,10.264,113.628,7.775,2.426,0,249.822,2,0.199,4.021,5.041,2.104,7.534,0.903,4,9.872,9.872,0.908,8.861,1.392,4.744,5.186,0.0,28,2.382,22.386,0.027,0.86,1.869,5.231,0,-1.07,-1.16,-1.25,-0.164
5.073,0,0,0,84.908,68.245,84.908,0,0,0.825,2.75,7.681,2.181,4.607,4.109,75.492,4.772,0,66.49,0.0,0.0,0.0,4.717,0.526,130.862,3,0,50.234,0.0,0.0,1.0,0.08,0.0,0.0,-0.102,1,0,66.49,0.945,34.674,0,2,2,2,-0.051,4,2,80.628,0,1,0.472,1.548,6.719,-0.08,0.688,1.02,2,0.028,3.733,0,0,4.995,1,3.406,1.0,4.598,0,0,0,2,0.183,3.175,0,-0.006,0.716,0.8,14.322,0.0,3.415,0.033,4,0,0.0,5.197,0.0,0.068,0.269,3.703,6,1.697,1.697,1.203,-0.661,1.051,5,0.843,0.655,4.655,12.617,3.228,2.515,0.151,84.908,0,2.0,0.331,0.0,0.843,3.657,3.657,9.814,5.832,-1.0,0,17.007,0,0.365,0.212,3.711,0.0,5.51,0.843,0,2.275,2.275,0.931,7.022,0.0,3.335,3.105,45.954,4,-1.0,17.097,10.654,0.0,2.592,3.434,0,-4.49,-4.42,-4.16,3.264
5.215,0,0,0,70.953,70.953,70.953,1,0,1.348,1.086,7.896,2.396,4.757,4.605,72.962,6.468,0,40.54,-0.33,67.828,0.591,5.692,-0.222,49.078,1,2,113.02,67.828,0.0,1.715,0.026,9.796,5.3,-0.093,3,1,97.93,1.789,42.683,0,1,0,1,-0.08,2,2,45.954,0,0,0.744,2.51,22.143,0.698,1.813,1.002,0,0.026,4.131,0,1,5.752,2,4.119,2.374,7.904,2,1,0,0,0.223,3.466,0,0.002,1.213,14.475,63.303,173.768,4.003,0.001,3,1,0.168,7.426,0.0,0.115,0.317,4.485,6,1.765,1.765,5.373,0.304,0.885,7,0.811,0.577,5.321,29.395,0.0,3.227,0.392,3.124,0,59.0,0.325,5.343,0.811,4.148,4.148,22.989,6.111,-0.048,0,66.246,0,0.336,0.625,4.121,1.65,5.751,0.811,0,3.069,3.069,0.838,7.114,0.713,3.892,3.714,123.366,8,-0.19,17.266,11.95,0.0,4.706,3.761,0,-4.69,-4.6,-4.33,3.457
5.142,0,0,0,5.023,3.124,5.023,0,0,1.0,3.613,7.424,1.924,4.425,4.215,1.899,4.764,0,7.12,0.0,0.0,0.0,5.366,-0.896,5.023,0,1,0.0,0.0,0.0,1.414,0.047,0.0,0.0,-0.108,0,0,7.12,0.476,0.0,0,0,0,0,-0.202,0,0,0.0,0,0,0.95,1.792,22.048,0.792,1.25,0.979,0,-0.067,4.003,0,0,5.5,0,3.504,1.489,9.379,0,0,0,0,0.115,3.636,0,0.069,1.169,1.6,23.563,0.0,3.808,-0.014,1,0,0.0,4.939,0.0,0.088,0.132,4.632,2,1.224,1.224,0.222,0.146,1.0,7,0.803,0.523,5.115,18.259,0.0,2.483,0.139,5.023,0,11.0,0.212,0.0,0.819,4.885,4.885,4.43,6.155,-0.335,0,24.459,0,0.226,0.618,3.701,0.0,5.959,0.819,0,3.115,3.115,0.87,7.447,0.0,3.674,3.794,0.0,21,-0.547,17.692,15.958,0.0,4.696,3.761,0,-5.22,-5.12,-4.79,3.995
5.311,0,0,0,158.948,158.948,158.948,0,3,0.874,0.0,8.198,2.698,5.844,4.864,13.328,6.439,0,100.59,-2.557,107.366,0.359,5.21,1.433,51.582,3,3,155.824,107.366,0.0,1.292,0.217,18.791,14.8,-0.242,0,2,100.59,2.217,117.039,0,3,1,3,-0.312,1,0,0.0,0,0,0.297,2.138,0.367,0.064,1.896,1.043,1,-0.087,4.395,1,0,5.534,0,3.344,1.697,26.418,2,0,0,1,0.962,3.492,3,0.004,0.943,8.238,56.121,11.0,4.136,0.031,7,3,0.55,6.466,0.0,0.082,0.821,4.003,7,1.816,1.816,3.803,-0.612,0.869,7,0.936,0.695,4.899,78.095,0.0,2.631,0.152,51.582,0,11.0,0.363,0.0,0.936,5.113,5.113,27.733,6.256,-0.742,0,80.053,0,0.382,0.542,3.618,-0.253,5.79,0.936,1,3.249,3.249,0.984,7.138,0.688,3.692,3.168,0.0,6,-0.964,19.228,0.0,0.081,-0.606,3.761,0,-1.21,-1.3,-1.37,-0.021
7.222,0,0,0,176.062,159.277,176.062,1,1,2.214,1.609,7.792,2.292,6.351,5.189,160.833,7.426,0,126.68,-0.217,124.48,-1.021,6.531,0.764,51.582,3,2,141.266,124.48,0.0,2.528,0.063,9.764,8.0,-0.067,2,1,126.68,2.728,77.48,0,3,2,3,-0.077,5,2,34.796,2,1,2.103,2.931,23.763,2.006,4.035,1.004,4,-0.021,4.83,0,0,6.578,6,4.528,2.753,15.634,2,0,0,1,0.604,4.655,3,0.051,3.484,10.074,118.222,161.336,5.873,0.028,8,2,0.532,7.475,0.0,0.092,1.397,5.547,9,1.51,1.51,6.148,1.659,0.934,16,0.86,0.58,6.507,74.124,2.914,3.65,0.198,51.582,4,69.0,0.234,0.0,0.885,8.269,8.269,53.751,7.231,1.638,0,141.07,0,0.242,2.112,4.485,2.949,7.165,0.898,0,8.062,8.062,0.919,8.557,1.277,4.476,4.552,0.0,9,1.467,21.6,7.126,0.4,4.875,4.691,0,-3.9,-3.86,-3.66,2.669
5.222,0,0,0,111.509,111.509,96.549,0,1,1.504,0.566,8.09,2.59,7.429,4.704,65.994,7.434,0,71.11,-0.441,72.29,-0.728,5.971,-0.219,24.259,1,2,87.25,87.25,0.0,2.155,0.138,0.0,9.1,-0.022,0,0,71.11,2.205,18.011,0,1,1,1,-0.309,1,0,18.011,0,1,1.29,2.602,0.8,1.256,1.819,1.025,2,-0.192,4.582,0,2,5.845,0,3.814,2.512,12.656,2,0,0,1,0.866,3.719,1,0.057,1.299,13.418,104.719,61.29,4.574,-0.059,8,1,0.8,8.201,0.13,0.074,0.656,4.753,8,1.75,1.75,6.448,1.187,0.948,8,0.839,0.64,6.012,69.675,2.608,3.329,0.134,39.219,0,20.0,0.309,0.0,0.847,5.164,5.164,37.839,6.275,0.651,0,67.013,0,0.321,0.757,3.853,2.942,5.957,0.847,0,4.733,4.733,0.88,7.352,0.86,4.014,3.789,0.0,16,0.394,17.277,0.795,0.655,0.895,3.892,0,-2.12,-2.17,-2.15,0.892
6.896,0,0,0,185.061,185.061,185.061,1,3,2.238,0.0,8.141,2.641,7.425,6.45,132.745,7.429,1,110.18,-2.008,160.801,-0.727,6.242,1.05,24.259,2,4,160.801,160.801,53.754,2.463,0.123,19.527,9.8,-0.073,4,2,135.48,2.786,103.377,1,3,2,3,-0.167,3,1,18.011,3,1,1.938,3.243,1.802,1.911,3.792,1.014,3,0.036,6.351,0,2,6.202,1,4.237,2.639,20.774,5,0,0,1,0.633,4.247,1,0.043,2.679,20.38,146.366,188.745,5.311,0.029,8,4,1.437,7.475,0.375,0.081,0.854,4.959,9,1.713,1.713,5.341,1.318,0.866,13,0.868,0.608,6.05,75.471,3.192,3.815,0.301,24.259,1,92.0,0.294,0.0,0.868,6.873,6.873,46.937,6.899,1.026,0,131.432,0,0.302,1.241,4.213,1.222,6.703,0.868,1,5.837,5.837,0.893,8.056,1.94,4.33,4.058,32.22,12,0.752,21.603,0.526,0.624,-1.342,4.369,1,-1.96,-2.01,-2.01,0.725
5.465,0,0,0,115.254,113.355,115.254,0,1,2.102,1.922,7.962,2.462,7.411,4.841,102.058,7.426,0,89.75,0.0,75.435,-0.958,5.795,-0.256,39.82,1,3,92.22,75.435,0.0,2.187,0.057,0.0,6.5,-0.028,2,0,115.05,2.167,18.011,0,1,1,1,-0.254,0,0,18.011,0,1,1.504,2.913,12.786,1.323,2.417,1.012,1,-0.04,4.724,0,2,6.048,2,4.099,2.505,8.13,3,0,1,3,0.397,3.89,0,0.062,1.802,15.373,51.429,98.977,4.538,-0.018,6,0,1.001,7.448,0.0,0.085,0.682,4.661,8,1.735,1.735,5.366,1.139,0.966,9,0.843,0.617,5.715,45.087,2.317,3.599,0.161,39.82,1,29.0,0.298,0.0,0.854,5.837,5.837,34.069,6.479,1.0,0,93.326,0,0.314,0.952,4.12,2.645,6.254,0.854,0,4.466,4.466,0.9,7.652,1.133,4.017,3.875,32.22,12,0.853,19.574,8.423,0.514,3.576,4.007,0,-4.13,-4.08,-3.86,2.902
6.951,0,0,0,129.541,127.764,129.541,0,0,2.391,3.008,7.928,2.428,5.144,5.046,81.844,6.82,0,107.07,-0.875,47.145,-0.202,6.216,0.225,82.396,1,3,166.913,47.145,0.0,2.431,0.13,0.0,6.5,-0.07,1,0,107.07,2.29,32.897,0,2,1,2,0.075,1,1,16.602,3,0,2.251,3.009,11.41,1.67,3.229,1.022,4,0.023,4.831,0,0,6.213,2,4.455,2.726,13.442,5,0,0,1,0.41,4.227,0,0.015,2.934,12.483,69.477,36.145,5.32,0.042,6,0,1.041,7.433,0.0,0.073,0.772,4.848,8,1.711,1.711,6.039,1.617,1.027,13,0.834,0.669,6.473,44.515,0.0,3.552,0.158,82.396,2,27.0,0.286,0.0,0.869,7.921,7.921,41.02,6.899,1.372,0,76.76,0,0.31,2.136,4.365,0.0,6.687,0.869,4,6.446,6.446,0.942,8.128,1.248,4.396,4.227,39.149,9,1.158,20.7,9.763,0.0,3.378,4.369,0,-4.35,-4.29,-4.05,3.125
4.86,0,0,0,144.88,139.21,144.88,0,1,1.427,1.839,8.199,2.699,6.999,5.149,46.635,7.429,0,127.23,0.0,104.414,-0.649,5.618,-0.18,40.466,0,3,121.199,104.414,0.0,1.767,0.302,0.0,17.1,-0.047,2,0,155.47,2.718,18.011,0,1,0,1,-0.008,1,1,18.011,1,1,1.347,2.405,12.767,1.0,1.403,1.057,2,0.023,5.044,0,1,5.718,0,4.092,2.289,16.055,1,0,0,2,0.864,3.898,3,0.035,1.605,7.342,54.674,53.667,4.636,0.009,8,0,0.0,7.815,0.0,0.07,0.583,4.219,10,1.907,1.907,5.236,0.82,1.008,9,0.83,0.77,5.841,66.433,2.564,3.173,0.083,40.466,0,11.0,0.336,0.0,0.874,6.655,6.655,38.346,6.479,0.704,0,59.085,0,0.372,0.556,3.965,0.0,6.3,0.894,2,4.686,4.686,0.967,7.705,0.0,4.668,3.655,31.278,6,0.618,18.16,3.022,0.0,3.573,4.007,0,-2.97,-2.97,-2.87,1.738
4.596,0,0,0,81.2,81.2,81.2,0,0,1.948,3.475,7.816,2.316,4.994,4.911,88.256,7.408,0,61.19,0.0,61.29,-0.734,5.968,-0.819,19.91,0,2,78.075,61.29,0.0,2.186,0.027,0.0,6.7,-0.062,0,0,61.19,2.044,0.0,0,0,0,0,-0.118,0,0,0.0,0,0,1.618,2.613,21.825,1.334,2.861,1.008,0,-0.037,4.628,0,1,6.022,0,4.042,2.384,5.653,2,0,1,0,0.222,4.139,0,0.056,1.836,6.018,63.027,61.29,5.139,0.008,5,0,0.0,7.447,0.0,0.069,0.381,4.607,5,1.474,1.474,6.122,1.272,1.048,11,0.84,0.627,5.832,26.82,0.0,3.094,0.085,19.91,0,10.0,0.247,0.0,0.866,6.576,6.576,31.687,6.686,1.22,0,65.408,0,0.268,1.035,4.116,0.0,6.571,0.873,0,6.19,6.19,0.94,8.036,0.8,4.173,3.982,0.0,12,1.0,20.168,14.135,0.0,4.672,4.205,0,-4.99,-4.89,-4.59,3.76
4.692,0,0,0,107.146,105.37,107.146,0,3,2.125,3.748,7.936,2.436,5.041,4.855,71.617,5.099,0,81.07,0.0,36.145,-0.5,5.833,1.055,71.002,0,1,186.332,36.145,0.0,2.305,0.169,0.0,4.8,-0.084,5,0,119.87,2.167,35.899,0,2,3,3,-0.001,2,2,35.899,4,2,1.409,2.778,18.623,1.159,1.854,1.028,4,-0.058,4.492,0,2,5.724,0,3.963,2.4,9.736,1,0,0,2,0.601,3.712,2,-0.051,1.511,6.622,64.891,36.145,4.788,-0.018,6,0,0.142,7.431,0.0,0.078,0.534,4.52,10,1.971,1.971,5.291,1.0,0.972,9,0.87,0.68,5.687,42.373,5.31,3.304,0.23,71.002,2,27.0,0.343,0.0,0.878,6.415,6.415,27.654,6.347,0.907,0,39.542,0,0.365,0.785,4.24,0.449,5.913,0.878,0,5.301,5.301,0.935,7.373,0.68,4.337,3.743,38.564,10,0.856,16.755,18.292,0.0,4.315,4.007,0,-5.51,-5.38,-5.03,4.277
4.878,0,0,0,52.93,52.93,52.93,0,0,1.278,3.105,7.642,2.142,4.73,4.561,39.908,4.936,0,43.1,0.0,36.145,1.604,5.977,-0.864,16.786,0,3,52.93,36.145,0.0,1.512,0.017,0.0,4.7,-0.041,0,0,43.1,1.933,0.0,0,0,0,0,-0.036,0,0,0.0,0,0,1.185,2.344,22.927,1.005,2.438,0.993,0,0.0,4.224,0,0,5.91,0,4.018,2.007,5.439,4,0,0,0,0.076,4.166,0,0.061,2.004,5.354,68.396,36.145,4.515,0.03,3,0,0.0,7.433,0.0,0.083,0.232,4.851,3,1.358,1.358,5.836,1.0,0.993,9,0.791,0.568,5.731,19.068,0.0,3.115,0.115,16.786,0,11.0,0.235,0.0,0.841,5.525,5.525,20.335,6.792,0.524,0,37.29,0,0.25,1.292,3.982,1.704,6.734,0.852,0,4.468,4.468,0.896,8.176,0.0,3.775,4.036,0.0,9,0.124,22.408,26.523,0.0,4.788,4.205,0,-6.38,-6.21,-5.77,5.15
4.774,0,0,0,61.166,61.166,61.166,0,0,0.636,2.194,7.975,2.475,4.769,4.632,25.145,5.023,0,41.13,0.0,25.145,-0.348,5.21,0.429,36.022,0,1,103.442,25.145,0.0,1.0,0.07,0.0,3.6,-0.103,2,0,41.13,2.014,36.022,0,2,0,2,0.005,4,2,36.022,8,2,0.3,2.248,14.836,0.201,1.5,1.021,4,0.053,4.225,0,2,5.323,0,3.729,1.519,4.828,1,0,0,2,0.308,3.11,0,-0.011,0.684,3.806,39.974,25.145,3.569,0.046,3,0,0.0,7.431,0.0,0.036,0.312,3.848,5,1.76,1.76,4.696,0.173,0.98,5,0.773,0.662,5.235,32.022,5.346,2.623,0.194,36.022,0,10.0,0.34,0.0,0.806,4.711,4.711,16.991,5.602,-0.566,0,24.106,0,0.366,0.458,3.583,0.0,5.176,0.819,0,2.985,2.985,0.866,6.747,0.0,3.674,3.195,0.0,8,-0.916,14.1,13.974,0.0,3.852,3.434,0,-4.97,-4.87,-4.57,3.738
4.49,0,0,0,96.646,94.869,51.766,0,0,1.334,0.222,8.207,2.707,7.999,5.131,67.291,7.999,0,43.07,0.224,0.0,0.0,5.953,-0.219,51.766,0,1,133.433,44.88,0.0,1.418,0.14,0.0,0.0,-0.05,0,0,81.87,5.675,0.0,0,0,0,1,-0.01,0,0,0.0,0,0,1.217,2.139,27.838,1.0,2.132,1.027,0,-0.065,4.745,0,0,5.931,0,3.921,1.779,24.69,0,0,0,0,0.469,3.761,0,-0.039,1.046,7.651,113.073,44.88,4.199,-0.026,6,0,0.0,8.513,0.0,0.09,0.653,4.581,8,1.791,1.791,5.055,0.827,0.968,8,0.803,0.661,5.524,55.27,0.0,3.069,0.15,96.646,0,18.0,0.318,0.0,0.836,4.164,4.164,38.76,6.635,0.51,0,66.682,0,0.334,0.733,3.96,5.391,6.128,0.836,0,3.76,3.76,0.878,7.576,0.0,4.237,3.718,38.564,4,0.51,19.719,29.14,0.0,5.276,4.111,0,-6.63,-6.45,-5.98,5.398
5.298,0,0,0,116.151,116.151,116.151,0,0,1.234,4.228,7.85,2.35,4.992,4.885,62.128,5.009,0,90.71,0.0,0.0,0.0,5.549,1.865,116.151,2,0,194.448,0.0,0.0,1.771,0.084,0.0,0.0,-0.284,4,0,90.71,1.357,65.794,0,4,2,4,0.04,2,2,0.0,2,0,1.0,2.035,14.727,0.937,1.5,1.016,8,0.108,4.627,0,0,5.678,0,3.971,2.026,12.325,0,0,0,2,0.268,3.632,2,-0.016,1.609,1.36,41.048,0.0,4.532,0.087,5,0,0.0,5.264,0.0,0.083,0.418,4.372,7,1.678,1.678,2.083,0.51,1.015,8,0.851,0.649,5.642,29.224,0.0,2.777,0.195,116.151,2,17.0,0.302,0.0,0.851,5.225,5.225,23.597,6.256,0.256,0,50.058,0,0.325,0.986,3.974,0.427,5.915,0.851,0,4.634,4.634,0.914,7.385,0.0,4.117,3.666,0.0,6,-0.209,16.95,15.616,0.0,3.838,3.892,0,-5.18,-5.07,-4.75,3.952
6.012,2,0,0,184.939,179.269,184.939,0,0,1.015,0.169,8.711,3.211,6.999,6.466,29.85,7.429,0,115.38,-3.603,161.259,-0.756,5.893,1.3,23.681,0,3,239.556,161.259,0.0,1.312,0.305,19.172,15.6,-0.11,4,2,115.38,2.659,103.377,0,3,0,3,0.148,1,5,18.011,5,1,1.0,2.323,1.04,1.0,1.5,1.056,6,0.153,6.439,1,1,5.881,0,3.668,1.966,41.892,1,0,0,1,0.861,3.568,2,-0.025,1.022,14.106,184.252,25.145,3.632,0.064,6,2,0.765,7.815,0.0,0.115,1.083,4.408,9,1.979,1.979,4.305,0.2,0.824,7,0.869,0.738,5.802,110.55,2.265,3.271,0.329,23.681,0,63.0,0.377,0.0,0.869,3.14,3.14,41.949,6.089,0.125,0,166.898,0,0.396,0.75,3.879,-0.551,5.812,0.869,1,2.465,2.465,0.913,7.161,1.124,4.664,3.485,78.297,8,-0.135,16.529,1.508,0.082,1.02,3.761,0,-2.46,-2.49,-2.43,1.228
5.366,0,0,0,57.28,57.28,57.28,0,0,1.697,3.967,7.727,2.227,4.797,4.716,31.4,4.881,0,45.33,0.0,36.145,0.992,5.546,-0.317,21.135,0,3,81.337,36.145,0.0,2.068,0.015,0.0,4.7,-0.084,2,0,105.66,1.8,18.011,0,1,0,1,-0.093,1,1,18.011,1,1,1.527,2.848,24.303,1.056,1.917,1.002,2,0.0,4.378,0,1,5.578,0,3.815,2.479,5.453,3,0,1,1,0.237,3.696,0,0.041,1.084,15.492,26.42,71.458,4.749,0.007,4,0,0.8,7.429,0.0,0.078,0.16,4.611,6,1.664,1.664,4.717,1.0,0.977,8,0.807,0.599,5.513,25.885,2.62,3.217,0.172,21.135,0,19.0,0.289,4.999,0.832,5.921,5.921,16.731,6.256,1.0,0,30.552,0,0.307,0.729,3.933,0.66,5.949,0.832,0,5.068,5.068,0.882,7.389,0.86,3.884,3.805,77.412,14,0.83,16.434,8.653,0.524,4.93,3.892,0,-4.17,-4.11,-3.89,2.942
6.733,0,0,0,117.166,115.39,117.166,0,0,1.808,4.192,7.809,2.309,4.873,4.75,94.341,5.075,0,91.16,0.0,47.145,-0.492,5.749,-0.272,70.021,4,1,97.379,47.145,0.0,1.93,0.085,0.0,6.3,-0.078,0,0,91.16,2.159,18.011,0,1,1,1,-0.24,3,2,18.011,0,1,1.439,2.428,12.277,1.108,2.132,1.012,3,-0.162,4.449,0,0,5.922,0,3.939,2.202,7.435,1,0,0,1,0.385,3.868,2,0.065,1.406,5.869,44.394,82.458,4.856,-0.056,7,0,0.0,7.433,0.0,0.078,0.678,4.629,8,1.641,1.641,5.29,1.005,0.953,9,0.845,0.615,5.757,30.979,3.151,2.918,0.187,70.021,0,32.0,0.278,0.0,0.845,6.365,6.365,26.81,6.399,1.0,0,59.943,0,0.294,0.962,3.945,0.264,6.159,0.845,0,5.265,5.265,0.892,7.559,0.4,4.007,3.826,0.0,10,0.4,17.299,9.751,0.0,3.504,4.007,0,-4.35,-4.29,-4.04,3.123
5.667,0,0,0,120.819,119.043,120.819,1,1,1.614,3.453,7.84,2.34,4.912,4.728,91.953,6.471,0,79.51,0.0,67.828,0.166,5.868,0.251,52.991,1,2,101.154,67.828,0.0,1.883,0.086,10.553,4.3,-0.107,4,1,79.51,1.975,60.572,0,2,3,2,0.101,2,4,17.888,6,1,1.088,2.379,12.364,1.0,2.479,1.003,2,0.037,4.68,0,1,5.885,3,3.862,2.074,10.088,2,1,0,2,0.248,3.929,2,0.032,1.393,3.524,68.036,67.828,4.864,0.025,5,0,0.0,7.429,0.0,0.091,0.328,4.678,6,1.548,1.548,5.187,1.0,0.956,9,0.819,0.594,5.67,36.381,2.521,2.884,0.177,52.991,4,26.0,0.264,0.0,0.829,5.52,5.52,24.512,6.431,0.866,0,43.28,0,0.28,0.934,3.917,0.0,6.296,0.829,0,4.951,4.951,0.881,7.725,0.0,3.865,3.81,0.0,9,0.294,18.832,12.714,0.0,3.516,4.007,0,-4.8,-4.71,-4.42,3.566
4.797,0,0,0,69.449,69.449,69.449,0,1,1.231,5.183,7.727,2.227,4.851,4.711,58.406,5.025,0,55.13,0.0,34.652,-0.274,5.322,-0.31,34.796,0,1,51.438,34.652,0.0,1.668,0.018,0.0,5.3,-0.066,2,0,83.37,1.94,18.011,0,1,2,1,-0.053,1,1,18.011,2,1,0.823,2.315,12.134,0.727,1.667,1.003,2,0.024,3.921,0,1,5.467,0,3.673,1.885,4.818,1,0,0,2,0.326,3.666,0,0.062,0.912,3.477,22.275,34.652,4.589,0.025,4,0,0.0,7.43,0.0,0.054,0.233,4.217,5,1.63,1.63,5.001,0.389,0.993,7,0.871,0.6,5.25,32.406,2.764,2.693,0.123,34.796,2,10.0,0.29,0.0,0.881,5.521,5.521,17.535,6.066,0.1,0,30.99,0,0.311,0.469,3.656,0.815,5.908,0.881,0,4.805,4.805,0.942,7.33,0.0,3.731,3.548,31.278,6,-0.133,15.244,7.972,0.0,3.483,3.761,0,-4.05,-4.0,-3.79,2.823
5.366,0,0,0,91.42,90.256,91.42,0,1,1.616,5.596,7.583,2.083,4.848,4.742,35.164,5.127,0,62.89,-0.321,53.683,0.0,5.838,-0.382,37.737,0,0,87.132,53.683,0.0,1.822,0.052,10.233,3.7,-0.087,1,1,62.89,1.654,42.683,0,1,2,1,-0.107,1,1,0.0,0,0,1.428,2.522,21.133,1.228,1.507,0.998,0,-0.036,4.409,0,0,5.852,4,4.042,2.291,10.994,0,0,0,0,0.371,3.958,1,0.07,1.565,3.32,37.239,58.084,5.057,0.008,5,1,0.0,6.449,0.0,0.065,0.298,4.899,6,1.494,1.494,4.233,1.145,0.993,10,0.834,0.58,5.872,39.945,0.0,2.845,0.058,37.737,3,6.0,0.245,0.0,0.855,6.722,6.722,20.445,6.553,1.0,0,36.451,0,0.26,1.313,4.1,3.29,6.31,0.855,1,6.005,6.005,0.907,7.805,0.0,4.199,4.087,0.0,19,1.0,18.442,16.22,0.0,4.597,4.111,0,-5.26,-5.15,-4.81,4.027
6.108,0,0,0,107.989,107.989,107.989,0,1,1.334,1.517,7.964,2.464,4.821,4.719,95.439,5.278,0,86.48,0.0,56.652,0.005,5.294,-0.151,97.291,0,2,89.978,56.652,0.0,1.745,0.2,0.0,12.9,-0.06,0,0,86.48,2.007,18.011,0,1,0,1,-0.112,1,2,63.965,2,1,1.0,2.115,0.555,0.724,1.035,1.044,1,-0.095,4.146,0,1,5.518,0,3.687,1.96,9.808,2,0,0,3,0.725,3.412,1,-0.001,0.823,5.557,38.768,34.652,3.971,-0.034,7,0,0.0,7.429,0.0,0.072,0.65,3.936,8,1.919,1.919,4.986,0.482,0.976,6,0.831,0.711,5.124,36.892,2.519,2.871,0.161,51.337,0,5.0,0.359,0.0,0.855,4.29,4.29,24.586,5.969,0.274,0,44.367,0,0.387,0.573,3.897,0.888,5.719,0.855,1,3.229,3.229,0.922,7.189,0.86,3.828,3.271,45.954,8,-0.037,15.582,6.393,0.0,0.745,3.611,0,-3.76,-3.72,-3.54,2.528
6.28,0,0,0,121.806,105.02,121.806,1,3,1.402,1.898,7.806,2.306,4.872,4.816,42.683,5.1,0,82.0,0.0,53.683,0.198,5.505,1.039,68.122,2,2,132.201,53.683,0.0,1.523,0.097,9.931,5.0,-0.156,3,1,114.09,1.705,77.48,0,3,3,3,0.03,4,5,34.796,3,1,1.27,2.316,28.746,1.0,1.764,1.011,1,0.029,4.43,0,1,5.546,4,3.74,1.889,10.722,1,1,0,1,0.392,3.576,1,0.005,0.964,5.479,34.262,88.997,4.725,0.035,5,0,0.0,6.474,0.0,0.07,0.286,4.318,7,1.735,1.735,3.931,0.797,0.966,7,0.86,0.625,5.418,37.68,2.965,2.897,0.144,68.122,5,12.0,0.304,5.165,0.869,5.341,5.341,20.275,6.155,0.509,0,29.024,0,0.326,0.601,3.838,0.619,5.897,0.869,0,4.943,4.943,0.931,7.393,0.142,4.104,3.599,45.192,10,0.082,17.8,8.574,0.0,5.362,3.761,0,-4.16,-4.1,-3.88,2.928
