pXC50,NNRS,RCI,Eig02_AEA.bo.,RFD,Eig02_AEA.dm.,SM03_AEA.bo.,SM04_AEA.bo.,Eig02_AEA.ri.,Eig04_AEA.bo.,Eig02_EA,SM10_AEA.bo.,piPC02,SM02_EA.bo.,P_VSA_LogP_4,P_VSA_e_2,SM02_AEA.bo.,Eig02_EA.bo.,SM12_AEA.ri.,X2sol,TIE,Eig02_EA.ri.,Eig04_EA.bo.,SM14_AEA.ri.,ATS7m,SpAD_EA.bo.,Rperim,SpMax2_Bh.m.,SM02_EA.ri.,X0sol,SpMax3_Bh.m.,MW,Eta_alpha,SpMax8_Bh.s.,Eig04_AEA.ri.,IDDM,Eig09_AEA.dm.,XMOD,SM05_AEA.bo.,SpMax2_Bh.e.,P_VSA_p_3,P_VSA_v_3,HDcpx,SpAD_EA.ri.,SpMax4_Bh.m.,X2v,Eig09_AEA.ed.,X2,P_VSA_i_2,NRS,Eig11_AEA.bo.,nC..N.N2,Eig08_AEA.ed.,Eig08_AEA.bo.,SpAD_AEA.ri.,SpMax6_Bh.v.,piPC01,SCBO,SMTIV,Eig14_AEA.ed.,SpMaxA_EA.bo.,Eig14_AEA.bo.,ATS1m,Eta_betaP,SpMin2_Bh.i.,Eig04_EA,SM12_AEA.bo.,Eig08_EA.ri.,SpAD_AEA.bo.
4.034,1.0,1.0,4.131,0.0,3.278,5.727,7.0,3.793,3.357,2.797,2.797,3.866,4.549,29.85,103.89,4.551,3.6,3.6,9.343,34.365,2.782,2.495,2.495,3.382,39.402,11,3.892,3.96,15.535,3.784,337.24,10.3,3.621,3.054,4.297,0.618,68.508,8.308,3.893,149.844,149.844,1.617,29.102,3.442,5.627,3.0,8.527,149.844,2,1.112,0,3.242,2.118,30.876,2.715,3.35,27.5,6732.0,1.638,0.179,0.0,3.432,11.5,1.662,2.096,2.096,0.774,31.255
4.034,0.75,1.1,4.316,0.1,3.915,6.046,7.396,3.926,3.672,2.973,2.973,4.143,4.828,0.0,143.798,4.812,3.844,3.844,11.014,32.303,2.845,2.991,2.991,3.391,50.351,20,3.839,4.258,16.38,3.789,325.49,11.467,3.674,3.276,4.493,1.492,72.653,8.786,3.898,143.798,143.798,1.664,37.832,3.352,7.542,3.503,10.457,111.578,3,1.651,0,3.623,2.556,40.012,2.967,3.526,33.0,7259.0,2.319,0.16,0.622,3.511,13.5,1.893,2.325,2.325,1.123,40.398
4.034,0.8,1.074,4.27,0.074,3.533,6.445,7.741,3.886,3.957,2.908,2.908,4.593,5.281,77.71,201.752,5.251,3.907,3.907,16.112,67.77,2.844,3.491,3.491,4.303,79.616,27,3.873,4.688,25.777,3.82,497.59,17.367,4.323,3.606,5.175,2.075,113.515,9.069,3.926,201.752,201.752,1.784,59.116,3.808,8.67,4.42,16.112,201.752,4,2.868,0,4.793,3.268,60.823,3.298,4.016,54.5,33780.0,3.414,0.098,2.437,3.874,27.0,1.874,2.628,2.628,1.837,61.684
4.034,0.714,1.152,4.357,0.182,3.513,6.458,7.794,4.234,3.909,3.25,3.25,4.554,5.242,80.655,190.88,5.252,3.68,3.68,15.345,44.884,3.201,3.447,3.447,4.309,77.928,32,3.842,4.766,22.589,3.788,443.63,16.7,3.792,3.568,5.053,1.588,102.382,9.174,3.908,190.88,190.88,1.772,60.245,3.768,10.583,4.309,15.345,190.88,5,2.583,0,5.028,3.077,61.252,3.219,3.97,52.0,20304.0,3.523,0.104,2.5,3.798,24.0,1.898,2.59,2.59,1.77,62.234
5.0,0.333,1.308,3.883,0.308,2.875,5.669,6.992,3.533,3.099,2.572,2.572,3.855,4.538,0.0,65.353,4.46,3.338,3.338,7.59,19.591,2.471,2.199,2.199,2.531,36.702,13,3.584,3.945,11.828,3.421,230.34,8.133,3.205,2.814,4.059,0.044,51.175,8.359,3.699,65.353,65.353,1.576,27.759,3.137,4.912,2.582,7.59,65.353,1,0.481,0,3.212,1.938,28.74,2.602,3.219,24.0,3148.0,1.263,0.244,-0.077,3.123,8.5,1.641,1.836,1.836,0.67,29.01
4.034,0.75,1.105,4.663,0.105,3.762,6.265,7.633,4.133,3.892,3.217,3.217,4.401,5.088,74.163,141.736,5.002,4.486,4.486,14.596,61.333,2.888,3.428,3.428,4.25,61.426,19,4.22,4.409,19.785,4.089,403.56,13.4,3.977,3.435,4.728,1.628,93.037,9.04,4.068,141.736,141.736,1.709,43.951,3.577,10.386,3.795,12.677,104.413,3,2.118,0,4.547,2.762,46.278,2.886,3.726,40.5,13338.0,2.657,0.154,1.028,3.83,16.5,1.807,2.489,2.489,1.404,46.523
5.482,1.0,1.0,4.229,0.0,3.563,6.3,7.618,3.837,3.875,2.866,2.866,4.413,5.1,83.551,144.913,5.072,3.823,3.823,12.882,91.208,2.785,3.161,3.161,3.977,65.683,18,3.912,4.44,21.303,3.792,464.86,14.671,4.739,3.519,4.974,1.789,100.132,8.965,3.924,184.062,184.062,1.738,46.9,3.491,6.761,4.063,14.506,144.913,3,2.568,0,4.578,3.175,50.72,3.031,3.829,45.0,31467.0,2.898,0.119,1.471,3.755,22.5,1.867,2.58,2.58,1.597,51.216
5.0,0.333,1.308,3.883,0.308,2.875,5.669,6.992,3.533,3.099,2.572,2.572,3.855,4.538,0.0,65.353,4.46,3.338,3.338,7.59,19.591,2.471,2.199,2.199,2.531,36.702,13,3.584,3.945,11.828,3.421,230.34,8.133,3.205,2.814,4.059,0.044,51.175,8.359,3.699,65.353,65.353,1.576,27.759,3.137,4.912,2.582,7.59,65.353,1,0.481,0,3.212,1.938,28.74,2.602,3.219,24.0,3148.0,1.263,0.244,-0.077,3.123,8.5,1.641,1.836,1.836,0.67,29.01
4.034,1.0,1.0,4.342,0.0,3.254,6.139,7.435,4.02,3.811,3.053,3.053,4.266,4.952,28.434,138.085,4.958,3.464,3.464,11.828,53.038,2.951,3.313,3.313,3.874,59.092,23,3.867,4.429,19.236,3.75,393.55,13.819,3.713,3.398,4.829,1.173,88.25,8.768,3.949,138.085,138.085,1.719,45.443,3.661,8.144,3.764,12.462,138.085,4,2.118,0,3.802,2.816,46.989,3.02,3.726,40.5,17067.0,3.0,0.128,1.622,3.629,16.0,1.892,2.456,2.456,1.404,47.336
4.034,1.0,1.0,3.899,0.0,3.282,5.851,7.099,3.482,3.622,2.533,2.533,3.989,4.673,29.85,140.572,4.71,3.445,3.445,10.214,49.385,2.409,2.807,2.807,3.535,46.557,12,3.82,4.124,18.071,3.595,342.48,11.8,3.674,3.318,4.614,1.136,76.378,8.379,3.889,140.572,140.572,1.676,35.454,3.427,5.968,3.261,10.214,140.572,2,1.688,0,3.414,2.5,36.957,2.939,3.526,33.0,12160.0,2.0,0.142,0.691,3.456,14.5,1.849,2.319,2.319,1.0,37.193
4.034,1.0,1.0,4.099,0.0,3.051,5.989,7.28,3.635,3.461,2.748,2.748,4.073,4.758,61.822,143.185,4.826,3.647,3.647,12.167,53.554,2.434,2.541,2.541,3.829,51.145,17,3.862,4.246,19.468,3.784,388.58,13.133,3.682,3.251,4.72,1.305,86.204,8.608,3.876,143.185,143.185,1.702,39.537,3.405,8.353,3.569,11.412,111.907,3,2.059,0,3.802,2.5,42.246,2.994,3.597,35.5,14105.0,2.762,0.128,1.017,3.643,12.0,1.829,2.353,2.353,1.042,42.731
4.034,0.667,1.125,4.026,0.125,2.924,5.722,7.006,3.593,3.309,2.641,2.641,3.912,4.595,20.339,94.961,4.533,3.622,3.622,8.662,17.645,2.507,2.572,2.572,3.339,39.427,16,3.941,3.909,13.372,3.736,301.2,9.633,3.322,2.823,4.144,0.666,62.046,8.32,3.874,140.915,140.915,1.581,27.788,3.364,5.235,2.938,7.845,140.915,2,0.796,0,3.188,1.983,29.605,2.715,3.332,27.0,4953.0,1.677,0.195,0.179,3.347,14.5,1.847,1.91,1.91,0.695,29.717
4.034,1.0,1.0,3.872,0.0,3.54,5.788,7.12,3.596,3.489,2.648,2.648,3.795,4.477,32.336,102.339,4.58,3.266,3.266,9.215,46.036,2.531,2.602,2.602,3.269,38.37,12,3.691,4.115,15.621,3.494,289.46,10.067,3.744,3.198,4.362,0.975,61.314,8.487,3.791,102.339,102.339,1.645,32.055,3.211,6.48,3.143,9.215,102.339,2,0.855,0,3.483,1.795,32.998,2.938,3.296,26.0,4938.0,1.683,0.18,0.228,3.287,7.5,1.735,2.199,2.199,0.714,33.282
4.034,1.0,1.0,4.397,0.0,3.239,6.148,7.448,3.956,3.717,3.045,3.045,4.263,4.949,60.893,164.328,4.97,3.709,3.709,12.922,48.961,2.786,3.216,3.216,3.851,59.638,22,3.916,4.385,20.46,3.798,409.6,14.2,3.674,3.355,4.828,1.475,92.827,8.79,3.955,164.328,164.328,1.721,44.711,3.695,8.497,3.704,12.339,133.05,4,2.118,0,3.802,2.724,47.18,3.133,3.738,41.0,16558.0,3.157,0.127,2.0,3.712,15.5,1.771,2.422,2.422,1.233,48.045
4.034,0.75,1.095,4.405,0.095,3.779,6.153,7.463,3.904,3.586,2.953,2.953,4.327,5.014,16.786,129.953,4.949,4.145,4.145,12.477,42.187,2.811,2.904,2.904,3.869,59.176,21,3.961,4.316,19.156,3.714,383.52,13.0,3.852,3.303,4.724,1.514,86.797,8.809,3.988,129.953,129.953,1.703,42.058,3.562,7.522,3.689,11.808,97.733,3,2.0,0,4.295,2.862,44.849,3.059,3.714,40.0,14025.0,2.837,0.147,1.341,3.665,18.0,1.881,2.376,2.376,1.397,44.814
4.034,1.0,1.0,4.281,0.0,3.173,6.191,7.489,3.917,3.806,2.942,2.942,4.334,5.021,29.85,141.918,4.992,3.917,3.917,13.305,45.124,2.867,3.091,3.091,3.736,61.63,23,3.925,4.439,20.88,3.816,409.95,14.081,3.866,3.517,4.827,1.59,90.197,8.818,3.954,181.067,181.067,1.714,46.15,3.634,7.851,4.131,12.897,141.918,4,2.426,0,4.331,2.82,48.281,3.003,3.75,41.5,18659.0,2.877,0.126,1.5,3.672,18.5,1.883,2.545,2.545,1.386,48.756
4.034,1.0,1.0,4.169,0.0,3.183,6.145,7.434,3.842,3.698,2.892,2.892,4.294,4.98,29.85,145.004,4.958,3.717,3.717,11.745,49.327,2.763,2.985,2.985,3.562,59.58,23,3.883,4.405,18.64,3.711,379.47,13.152,3.684,3.388,4.778,1.537,85.524,8.757,3.944,145.004,145.004,1.703,44.767,3.611,6.935,3.735,12.273,145.004,4,2.368,0,4.093,2.815,46.327,2.91,3.726,40.5,17244.0,2.771,0.132,1.325,3.605,18.5,1.877,2.429,2.429,1.352,46.867
4.034,0.6,1.16,4.55,0.16,4.095,6.615,7.977,4.186,4.241,3.222,3.222,4.623,5.311,66.239,193.105,5.36,4.18,4.18,17.813,104.209,3.14,3.502,3.502,4.726,80.413,25,4.0,4.794,28.413,3.817,544.73,18.767,4.465,3.945,5.256,2.555,121.628,9.37,3.96,193.105,193.105,1.805,62.079,3.596,12.026,5.19,17.197,161.827,3,3.128,0,5.293,3.462,64.813,3.154,4.034,55.5,30115.0,3.688,0.101,2.414,3.978,22.0,1.825,2.993,2.993,1.933,68.206
4.034,1.0,1.0,4.206,0.0,3.19,6.144,7.413,3.842,3.688,2.879,2.879,4.277,4.963,52.072,151.602,4.99,3.805,3.805,13.874,46.086,2.773,2.785,2.785,3.968,61.524,22,3.915,4.419,21.985,3.846,440.68,15.067,3.767,3.367,4.924,1.502,99.639,8.717,3.925,151.602,151.602,1.739,47.154,3.63,9.576,3.689,13.264,120.324,4,2.449,0,4.302,2.837,49.965,3.036,3.761,42.0,19444.0,3.0,0.116,1.873,3.79,14.5,1.776,2.45,2.45,1.435,50.69
4.034,0.75,1.095,4.231,0.095,3.211,6.241,7.533,3.813,3.76,2.858,2.858,4.434,5.121,48.963,156.103,5.04,3.879,3.879,13.518,50.045,2.723,3.078,3.078,3.967,65.924,21,4.004,4.43,21.424,3.832,419.94,14.581,3.954,3.397,4.879,1.532,93.369,8.86,3.933,195.252,195.252,1.732,46.568,3.582,7.584,4.122,13.11,156.103,3,2.5,0,4.213,2.978,48.775,3.024,3.829,45.0,19525.0,3.0,0.134,1.847,3.685,22.0,1.88,2.405,2.405,1.474,49.371
4.034,1.0,1.0,4.132,0.0,3.284,5.874,7.145,3.853,3.407,2.883,2.883,4.007,4.691,29.85,122.973,4.7,3.57,3.57,10.642,47.288,2.792,2.671,2.671,3.411,46.171,12,3.869,4.125,18.027,3.581,345.91,11.748,3.674,3.055,4.563,1.0,74.22,8.447,3.919,162.121,162.121,1.666,34.774,3.444,6.465,3.247,10.233,122.973,2,1.516,0,3.526,2.5,36.549,2.969,3.497,32.0,10574.0,1.951,0.156,0.518,3.45,14.0,1.886,2.094,2.094,1.182,36.766
4.034,1.0,1.0,3.902,0.0,2.933,5.945,7.169,3.497,3.356,2.559,2.559,4.135,4.82,0.0,165.097,4.824,3.445,3.445,10.931,44.97,2.398,2.39,2.39,3.564,53.849,18,3.823,4.241,18.736,3.729,361.52,13.067,3.674,3.249,4.728,1.075,81.945,8.428,3.893,165.097,165.097,1.698,40.265,3.554,6.645,3.294,10.931,165.097,3,2.5,0,3.555,2.577,41.323,2.938,3.664,38.0,14553.0,2.555,0.129,1.183,3.516,18.5,1.849,2.278,2.278,1.317,41.655
4.034,1.0,1.0,4.012,0.0,3.503,5.762,7.023,3.611,3.418,2.622,2.622,3.927,4.61,50.668,162.645,4.593,3.614,3.614,9.81,34.139,2.595,2.7,2.7,3.47,41.546,11,3.972,3.946,15.786,3.732,318.5,10.8,3.674,3.082,4.368,1.074,71.96,8.319,3.897,162.645,162.645,1.621,29.64,3.359,6.673,3.146,8.761,99.147,2,1.167,0,3.408,2.388,31.277,2.817,3.418,29.5,8555.0,1.576,0.175,0.5,3.473,13.0,1.624,2.095,2.095,0.927,31.9
4.034,0.667,1.133,4.16,0.133,3.399,6.168,7.453,3.757,3.589,2.792,2.792,4.341,5.027,36.563,155.66,5.004,3.774,3.774,13.356,67.877,2.694,2.925,2.925,4.025,63.438,15,3.847,4.429,23.468,3.649,451.69,15.8,4.029,3.17,5.001,1.522,100.234,8.787,3.912,155.66,155.66,1.752,48.098,3.538,8.928,3.679,13.356,155.66,2,2.369,0,3.787,2.86,50.026,3.284,3.807,44.0,22496.0,2.959,0.135,1.879,3.736,15.0,1.88,2.211,2.211,1.483,49.997
7.796,0.4,1.35,4.327,0.4,3.52,6.152,7.494,4.172,3.568,3.211,3.211,4.238,4.924,29.85,99.152,4.931,3.57,3.57,11.669,36.439,3.085,2.83,2.83,3.543,55.366,19,3.864,4.462,17.292,3.67,335.49,12.033,3.715,3.393,4.619,1.524,74.441,8.869,3.944,99.152,99.152,1.685,44.29,3.345,8.109,4.414,11.669,99.152,2,2.241,0,4.437,2.668,45.416,3.021,3.611,36.0,8840.0,2.778,0.16,0.945,3.52,11.0,1.831,2.394,2.394,1.377,46.234
4.034,1.0,1.0,3.915,0.0,3.48,5.77,7.024,3.564,3.415,2.564,2.564,3.932,4.615,29.85,158.49,4.605,3.448,3.448,9.309,34.46,2.562,2.62,2.62,3.268,41.992,12,3.837,3.995,15.579,3.77,298.44,10.467,3.674,3.037,4.367,1.0,65.067,8.304,3.906,158.49,158.49,1.625,30.626,3.416,5.266,3.062,8.901,113.298,2,1.0,0,3.247,2.5,31.485,2.809,3.434,30.0,7796.0,1.555,0.166,0.5,3.304,15.0,1.884,2.059,2.059,1.0,31.793
4.034,0.75,1.1,4.163,0.1,3.039,6.148,7.436,3.917,3.614,2.962,2.962,4.301,4.987,44.258,125.073,4.97,3.694,3.694,12.666,47.195,2.828,2.865,2.865,3.874,60.43,20,3.898,4.432,20.217,3.763,390.58,13.933,3.852,3.375,4.828,1.409,86.924,8.759,3.966,125.073,125.073,1.721,46.327,3.472,8.289,3.738,12.666,125.073,3,2.416,0,3.977,2.866,47.532,3.153,3.738,41.0,15549.0,3.0,0.138,1.618,3.621,16.0,1.881,2.399,2.399,1.413,47.609
4.034,1.0,1.0,3.905,0.0,3.557,5.962,7.194,3.64,3.557,2.691,2.691,4.094,4.779,29.85,160.476,4.852,3.445,3.445,12.238,53.554,2.562,2.609,2.609,3.694,53.51,18,3.841,4.292,20.667,3.832,412.65,14.3,3.785,3.312,4.82,1.592,93.945,8.456,3.91,160.476,160.476,1.71,42.155,3.69,8.507,3.414,11.811,128.256,3,2.045,0,3.636,2.67,43.932,3.145,3.664,38.0,19270.0,2.805,0.122,1.324,3.686,14.0,1.883,2.365,2.365,1.304,44.163
4.034,1.0,1.0,4.133,0.0,3.279,5.854,7.13,3.856,3.412,2.879,2.879,3.989,4.673,0.0,170.149,4.673,3.571,3.571,10.288,35.418,2.819,2.678,2.678,3.392,44.733,12,3.854,4.098,17.32,3.778,327.54,11.533,3.674,3.064,4.501,1.0,70.309,8.436,3.922,170.149,170.149,1.657,33.565,3.436,6.452,3.247,9.88,124.957,2,1.278,0,3.443,2.5,35.042,2.919,3.466,31.0,8255.0,1.807,0.162,0.5,3.4,13.5,1.895,2.091,2.091,1.0,35.288
6.101,0.4,1.318,4.017,0.364,3.521,6.201,7.499,3.841,3.643,2.874,2.874,4.341,5.027,25.145,128.163,5.017,3.448,3.448,12.912,40.847,2.782,2.838,2.838,3.624,62.766,21,3.84,4.501,19.794,3.729,389.54,13.867,3.856,3.343,4.828,1.548,88.173,8.832,3.914,128.163,128.163,1.716,48.44,3.473,8.446,3.861,12.912,128.163,2,2.5,0,4.629,2.913,49.788,3.109,3.761,42.0,16702.0,3.08,0.14,1.685,3.65,15.5,1.876,2.371,2.371,1.477,50.306
4.034,1.0,1.0,4.265,0.0,3.202,6.232,7.531,3.864,3.895,2.896,2.896,4.428,5.115,56.991,168.968,5.029,3.91,3.91,12.205,47.874,2.809,3.444,3.444,3.963,65.56,23,3.842,4.44,20.054,3.813,402.51,14.219,3.895,3.502,4.873,1.497,91.878,8.87,3.892,168.968,168.968,1.734,46.71,3.65,7.048,3.858,12.735,168.968,4,2.5,0,4.024,2.86,48.597,3.001,3.818,44.5,18472.0,2.945,0.129,1.761,3.656,22.5,1.885,2.518,2.518,1.414,49.15
4.034,1.0,1.0,4.392,0.0,3.236,6.203,7.492,3.982,3.704,3.041,3.041,4.321,5.007,72.664,162.307,5.039,3.648,3.648,13.38,57.918,2.861,3.199,3.199,3.969,64.305,23,3.852,4.468,22.228,3.784,433.6,15.2,3.818,3.391,4.968,1.583,98.24,8.822,3.928,162.307,162.307,1.746,48.997,3.641,8.269,3.8,13.38,162.307,4,2.5,0,3.802,2.9,51.262,3.223,3.818,44.5,22182.0,3.247,0.116,2.059,3.728,18.0,1.836,2.455,2.455,1.413,51.794
4.034,1.0,1.0,3.905,0.0,3.557,6.058,7.299,3.64,3.639,2.692,2.692,4.174,4.86,62.186,140.775,4.934,3.445,3.445,12.76,66.416,2.562,2.81,2.81,3.735,57.503,18,3.84,4.381,21.891,3.692,424.59,14.633,4.081,3.334,4.917,1.585,94.965,8.567,3.91,140.775,140.775,1.728,45.53,3.604,7.854,3.454,12.76,140.775,3,2.427,0,3.639,2.851,46.909,3.18,3.738,41.0,24743.0,2.904,0.114,1.572,3.677,15.5,1.883,2.37,2.37,1.483,47.321
4.034,0.333,1.308,3.96,0.308,2.847,5.749,7.093,3.663,3.381,2.69,2.69,3.897,4.58,0.0,75.382,4.505,3.362,3.362,7.868,20.474,2.622,2.556,2.556,2.159,37.588,13,3.631,4.041,12.154,3.244,230.34,8.133,3.217,3.115,4.063,-0.077,50.217,8.474,3.732,75.382,75.382,1.579,29.06,3.155,5.152,2.72,7.868,75.382,1,0.481,0,3.252,1.586,29.688,2.756,3.219,24.0,2967.0,1.516,0.243,-0.337,3.13,8.5,1.769,2.136,2.136,0.386,29.941
4.034,1.0,1.0,4.132,0.0,3.289,5.833,7.118,3.847,3.374,2.897,2.897,3.97,4.654,58.406,102.452,4.644,3.571,3.571,10.13,44.158,2.784,2.552,2.552,3.416,43.385,12,3.869,4.018,17.113,3.562,338.26,10.962,3.674,3.053,4.435,1.0,71.497,8.436,3.882,180.749,180.749,1.645,31.265,3.409,5.862,3.247,9.388,102.452,2,1.269,0,3.402,2.5,33.959,2.715,3.434,30.0,8980.0,1.725,0.171,0.5,3.429,13.5,1.809,2.09,2.09,1.0,34.065
7.886,0.4,1.35,4.327,0.4,3.52,6.152,7.494,4.172,3.568,3.211,3.211,4.238,4.924,29.85,99.152,4.931,3.57,3.57,11.669,36.439,3.085,2.83,2.83,3.543,55.366,19,3.864,4.462,17.292,3.67,335.49,12.033,3.715,3.393,4.619,1.524,74.441,8.869,3.944,99.152,99.152,1.685,44.29,3.345,8.109,4.414,11.669,99.152,2,2.241,0,4.437,2.668,45.416,3.021,3.611,36.0,8840.0,2.778,0.16,0.945,3.52,11.0,1.831,2.394,2.394,1.377,46.234
4.034,1.0,1.0,4.167,0.0,3.724,6.154,7.461,3.962,3.704,2.972,2.972,4.22,4.905,60.128,125.932,4.949,3.653,3.653,11.436,83.991,2.806,2.93,2.93,3.754,57.507,18,3.873,4.416,18.518,3.696,404.47,13.324,4.282,3.468,4.827,1.604,86.742,8.796,3.927,125.932,125.932,1.716,44.997,3.445,7.395,3.693,13.393,125.932,3,2.345,0,4.389,2.79,46.954,3.024,3.689,39.0,20211.0,2.73,0.127,0.926,3.616,15.5,1.889,2.511,2.511,1.447,47.574
4.034,1.0,1.0,4.046,0.0,3.438,6.005,7.269,3.827,3.723,2.84,2.84,4.111,4.796,54.995,138.197,4.844,3.472,3.472,11.781,72.87,2.797,2.974,2.974,3.872,52.428,12,3.846,4.289,20.518,3.631,384.53,13.1,4.089,3.389,4.779,1.491,84.572,8.56,3.915,138.197,138.197,1.714,40.63,3.474,6.749,3.472,11.781,138.197,2,2.127,0,3.616,2.5,41.776,3.009,3.638,37.0,15293.0,2.524,0.128,1.138,3.557,15.5,1.89,2.409,2.409,1.229,42.396
4.034,1.0,1.0,4.499,0.0,3.345,6.193,7.503,4.123,3.548,3.145,3.145,4.259,4.945,71.77,123.213,5.016,3.657,3.657,13.865,63.668,3.078,2.81,2.81,3.977,61.239,23,3.85,4.526,22.554,3.691,439.66,15.2,3.802,3.386,4.973,1.799,97.059,8.85,3.937,123.213,123.213,1.748,50.031,3.623,9.5,3.802,13.865,123.213,4,2.118,0,4.561,2.956,51.953,3.209,3.75,41.5,18999.0,3.196,0.12,2.0,3.741,11.5,1.861,2.445,2.445,1.621,52.457
4.034,1.0,1.0,3.759,0.0,3.273,5.596,6.823,3.587,3.289,2.618,2.618,3.676,4.357,65.473,76.08,4.494,2.906,2.906,8.728,38.361,2.53,2.327,2.327,3.166,36.802,12,3.742,3.975,15.079,3.501,290.46,9.933,3.571,3.017,4.367,1.0,63.672,8.076,3.865,76.08,76.08,1.631,30.524,3.342,5.955,3.247,8.728,76.08,2,1.0,0,3.247,2.148,31.561,2.91,3.296,26.0,6387.0,1.555,0.162,0.19,3.298,7.5,1.811,2.063,2.063,0.964,31.782
4.034,0.5,1.222,4.54,0.222,4.085,6.333,7.662,4.071,3.699,3.107,3.107,4.44,5.127,138.098,160.838,5.106,4.16,4.16,13.108,78.227,2.992,2.933,2.933,4.278,66.146,18,3.987,4.491,21.604,3.836,418.51,14.433,4.116,3.373,4.88,2.154,96.81,9.03,4.014,160.838,160.838,1.737,47.786,3.628,7.783,3.682,12.681,128.619,2,2.633,0,4.414,3.032,49.488,3.064,3.85,46.0,17740.0,3.0,0.135,1.847,3.719,21.5,1.868,2.401,2.401,1.474,51.15
4.034,0.667,1.125,4.049,0.125,3.561,6.017,7.341,3.791,3.682,2.8,2.8,4.094,4.779,29.85,123.813,4.796,3.628,3.628,11.873,41.887,2.772,2.926,2.926,3.747,48.817,16,3.975,4.272,18.32,3.766,387.35,12.467,3.659,3.341,4.558,1.0,78.147,8.694,3.9,169.768,169.768,1.671,37.516,3.533,7.99,3.527,11.056,169.768,2,1.4,0,3.848,2.532,39.226,2.843,3.526,33.0,9455.0,2.244,0.152,0.665,3.577,14.0,1.858,2.373,2.373,1.16,39.684
4.034,1.0,1.0,4.124,0.0,2.952,6.187,7.474,3.717,3.867,2.748,2.748,4.391,5.078,56.991,166.434,4.996,3.734,3.734,11.678,42.773,2.657,3.427,3.427,3.866,63.795,23,3.824,4.391,19.184,3.812,388.48,13.719,3.808,3.42,4.823,1.338,89.313,8.798,3.881,166.434,166.434,1.724,45.124,3.642,6.621,3.664,12.311,166.434,4,2.5,0,3.956,2.779,47.04,2.971,3.795,43.5,17716.0,2.805,0.132,1.645,3.626,22.5,1.869,2.463,2.463,1.331,47.467
4.034,0.75,1.095,4.58,0.095,3.731,6.493,7.836,4.099,3.903,3.179,3.179,4.637,5.325,90.948,209.979,5.255,4.519,4.519,17.961,104.446,2.955,3.446,3.446,4.431,80.396,21,4.328,4.631,26.312,3.824,540.74,18.052,4.341,3.521,5.178,2.001,122.753,9.226,4.043,209.979,209.979,1.783,57.086,3.786,12.022,4.53,16.485,172.894,3,2.706,0,4.663,3.217,60.512,3.291,4.007,54.0,34646.0,3.414,0.119,2.47,4.065,25.0,1.875,2.536,2.536,1.704,61.058
4.035,1.0,1.0,4.151,0.0,3.379,6.11,7.439,4.055,3.77,3.096,3.096,4.159,4.844,11.0,147.444,4.905,3.681,3.681,12.162,61.798,2.956,3.051,3.051,3.774,54.41,18,3.869,4.421,20.037,3.688,398.62,13.919,3.767,3.363,4.827,1.425,86.104,8.803,3.933,147.444,147.444,1.72,44.015,3.443,8.854,3.776,12.784,147.444,3,2.246,0,3.885,2.5,45.833,3.136,3.638,37.0,15341.0,3.049,0.126,1.111,3.612,12.5,1.892,2.409,2.409,1.189,46.097
4.034,1.0,1.0,4.068,0.0,3.279,5.788,7.047,3.636,3.368,2.701,2.701,3.932,4.615,0.0,159.104,4.625,3.571,3.571,10.178,33.154,2.519,2.548,2.548,3.383,42.789,12,3.893,3.986,16.949,3.823,333.92,11.248,3.674,3.039,4.435,1.0,71.02,8.335,3.895,198.253,198.253,1.644,31.005,3.437,6.08,3.247,9.362,113.912,2,1.179,0,3.432,2.5,33.543,2.771,3.434,30.0,8477.0,1.726,0.159,0.5,3.418,13.5,1.856,2.085,2.085,1.0,33.472
4.034,0.75,1.095,4.243,0.095,3.143,6.071,7.383,3.883,3.543,2.894,2.894,4.245,4.931,33.203,108.86,4.86,3.884,3.884,10.622,36.579,2.867,2.782,2.782,3.356,54.52,21,3.902,4.329,16.518,3.664,338.47,11.886,3.654,3.268,4.616,1.246,75.508,8.73,3.967,108.86,108.86,1.675,40.841,3.325,7.104,4.01,11.255,108.86,3,2.0,0,4.176,2.807,42.344,2.957,3.611,36.0,11552.0,2.373,0.161,0.94,3.504,14.0,1.896,2.332,2.332,1.404,42.592
4.034,0.75,1.095,4.089,0.095,3.576,6.174,7.47,3.673,3.778,2.699,2.699,4.385,5.072,48.963,169.149,4.966,3.711,3.711,12.847,37.623,2.634,3.122,3.122,3.522,61.576,21,4.062,4.318,19.493,3.825,393.92,13.581,3.851,3.424,4.726,1.532,88.538,8.8,3.9,208.297,208.297,1.692,41.971,3.729,7.456,3.591,11.861,136.929,3,2.5,0,4.274,3.007,44.481,2.846,3.761,42.0,17768.0,2.69,0.148,1.306,3.663,22.5,1.877,2.448,2.448,1.474,44.857
4.034,0.75,1.095,4.01,0.095,2.942,6.165,7.446,3.618,3.6,2.629,2.629,4.311,4.997,0.0,159.847,4.987,3.612,3.612,12.583,46.485,2.607,2.907,2.907,3.81,61.448,21,3.826,4.403,20.217,3.819,387.52,13.867,3.876,3.306,4.823,1.454,87.534,8.76,3.894,159.847,159.847,1.721,45.573,3.491,7.273,3.668,12.583,159.847,3,2.5,1,3.764,2.891,47.576,3.045,3.761,42.0,16377.0,2.969,0.126,1.601,3.619,21.0,1.851,2.355,2.355,1.427,48.174
