pXC50,Mi,C.,nHet,nAT,nN,nCsp3,Mp,nBM,Mv,nC,nBO,Sp,Sv,Se,Si,nSK,nCsp2,nBT,nAB,MW,RBN,nH
5.847,1.141,37.9,6,29,5,2,0.687,12,0.657,11,18,19.932,19.042,29.367,33.096,17,9,30,12,249.73,2,12
5.331,1.136,34.5,9,58,3,11,0.635,14,0.598,20,30,36.836,34.674,58.505,65.86,29,9,59,11,423.59,9,29
4.956,1.13,42.9,9,35,4,1,0.715,18,0.712,15,26,25.017,24.908,36.513,39.542,24,14,37,17,346.37,5,11
5.8,1.118,42.9,7,35,4,2,0.737,17,0.699,15,24,25.79,24.449,35.553,39.143,22,13,37,17,332.84,4,13
5.675,1.13,37.8,3,37,1,7,0.647,7,0.59,14,17,23.932,21.832,36.589,41.804,17,7,37,6,253.8,6,20
5.609,1.123,41.5,4,53,1,9,0.647,13,0.604,22,28,34.267,32.014,52.571,59.524,26,13,55,12,353.5,8,27
4.863,1.148,48.3,6,29,2,1,0.693,16,0.708,14,22,20.085,20.542,30.487,33.301,20,13,31,15,278.25,1,9
5.176,1.132,40.0,11,60,5,4,0.656,21,0.644,24,37,39.369,38.664,61.309,67.9,35,20,62,17,479.54,8,25
5.369,1.121,45.8,5,48,5,5,0.69,22,0.653,22,31,33.12,31.321,47.578,53.813,27,17,52,22,355.48,4,21
5.788,1.114,45.7,3,35,1,3,0.697,13,0.651,16,20,24.409,22.778,34.822,38.973,19,13,36,12,273.78,3,16
5.442,1.115,44.7,6,47,0,4,0.667,15,0.65,21,29,31.341,30.557,47.8,52.408,27,17,49,12,368.41,4,20
4.8,1.11,43.3,7,30,2,2,0.77,14,0.732,13,22,23.091,21.949,31.0,33.299,20,11,32,12,329.22,2,10
4.943,1.127,40.0,7,35,3,4,0.725,12,0.684,14,22,25.375,23.949,35.789,39.443,21,10,36,11,346.66,3,14
4.448,1.121,44.2,6,52,3,7,0.673,15,0.644,23,33,34.995,33.477,52.123,58.275,29,16,56,12,389.49,3,23
5.9,1.134,37.3,11,59,7,8,0.679,18,0.642,22,36,40.068,37.862,59.603,66.923,33,14,62,17,488.07,7,26
5.6,1.097,46.4,5,28,2,1,0.779,16,0.723,13,20,21.807,20.239,28.218,30.707,18,12,30,15,274.39,3,10
5.601,1.114,45.2,5,42,1,4,0.692,14,0.66,19,26,29.08,27.735,42.36,46.807,24,15,44,12,343.83,4,18
5.966,1.128,43.8,6,32,5,1,0.717,17,0.689,14,22,22.932,22.042,32.367,36.096,20,13,34,17,285.76,2,12
5.058,1.117,45.9,4,37,2,2,0.682,17,0.653,17,23,25.25,24.16,37.043,41.322,21,15,39,17,280.35,3,16
5.754,1.165,40.0,9,30,3,3,0.68,9,0.704,12,22,20.404,21.105,32.24,34.953,21,9,31,6,319.69,4,9
5.767,1.126,42.2,5,45,3,7,0.662,15,0.627,19,27,29.779,28.235,44.912,50.651,24,12,48,12,323.43,3,21
5.435,1.115,45.7,7,35,3,2,0.73,19,0.711,16,25,25.54,24.868,35.934,39.041,23,14,37,16,374.21,4,12
5.487,1.119,40.0,9,30,2,1,0.728,16,0.725,12,22,21.835,21.739,31.775,33.568,21,11,31,12,328.75,4,9
5.646,1.113,38.5,8,26,3,1,0.783,13,0.741,10,19,20.364,19.276,27.087,28.943,18,9,27,11,301.8,3,8
5.088,1.138,37.3,7,51,5,8,0.638,13,0.604,19,28,32.552,30.805,51.0,58.062,26,11,53,11,355.49,6,25
5.641,1.162,38.5,9,26,2,2,0.688,13,0.717,10,20,17.881,18.631,28.334,30.225,19,8,27,11,292.26,2,7
5.684,1.141,37.5,6,32,5,3,0.678,12,0.643,12,19,21.693,20.569,32.251,36.512,18,9,33,12,263.76,2,14
4.0,1.117,44.8,8,29,2,0,0.745,15,0.747,13,22,21.591,21.664,30.695,32.383,21,13,30,12,327.13,3,8
5.273,1.126,39.0,9,59,3,8,0.662,20,0.63,23,34,39.074,37.147,59.622,66.444,32,15,61,17,457.6,9,27
5.322,1.142,37.2,7,43,6,11,0.647,5,0.617,16,23,27.819,26.531,43.123,49.106,23,1,43,0,312.42,4,20
4.905,1.115,38.5,7,39,1,3,0.698,14,0.653,15,23,27.21,25.469,39.633,43.498,22,12,40,12,339.47,6,17
5.824,1.121,42.6,6,54,1,6,0.656,15,0.628,23,31,35.415,33.917,54.342,60.528,29,17,56,12,395.49,5,25
5.716,1.143,36.4,7,33,5,3,0.671,12,0.645,12,20,22.148,21.283,33.578,37.721,19,9,34,12,279.76,4,14
5.375,1.15,35.7,10,42,4,5,0.632,11,0.636,15,26,26.563,26.731,43.742,48.286,25,10,43,6,352.36,5,17
4.398,1.118,42.3,8,52,2,3,0.684,21,0.655,22,32,35.546,34.072,52.753,58.116,30,19,54,18,426.53,7,22
5.438,1.126,39.0,9,59,3,8,0.662,20,0.63,23,34,39.074,37.147,59.622,66.444,32,15,61,17,457.6,9,27
5.415,1.111,48.6,2,37,2,3,0.695,20,0.648,18,23,25.722,23.994,36.331,41.111,20,15,40,20,261.37,0,17
5.078,1.121,42.9,6,28,2,2,0.73,12,0.706,12,19,20.443,19.761,28.924,31.379,18,10,29,11,285.14,3,10
6.1,1.134,36.5,2,74,2,18,0.613,11,0.546,27,30,45.381,40.369,71.701,83.923,29,9,75,11,397.74,17,45
5.456,1.12,41.2,6,51,3,9,0.693,16,0.639,21,30,35.353,32.588,50.752,57.136,27,12,54,15,402.0,5,24
5.0,1.141,36.5,7,52,6,8,0.637,16,0.598,19,28,33.103,31.111,51.774,59.351,26,11,54,16,354.51,8,26
5.183,1.118,44.8,5,29,2,1,0.71,13,0.687,13,19,20.585,19.934,29.6,32.435,18,12,30,11,262.71,3,11
5.246,1.117,46.2,5,52,3,5,0.683,19,0.649,24,33,35.54,33.762,51.796,58.066,29,19,56,18,385.5,3,23
5.899,1.125,44.4,6,36,5,1,0.714,18,0.682,16,24,25.693,24.569,36.251,40.512,22,15,38,18,311.8,3,14
5.02,1.121,42.4,5,33,1,4,0.684,9,0.657,14,20,22.557,21.681,33.593,36.977,19,10,34,6,279.74,2,14
5.685,1.111,50.0,4,34,3,4,0.714,14,0.689,17,23,24.279,23.413,34.051,37.78,21,11,36,12,275.33,2,13
5.955,1.11,42.9,6,28,2,2,0.773,9,0.723,12,19,21.636,20.234,28.673,31.09,18,10,29,6,301.21,3,10
5.476,1.128,43.8,8,48,2,4,0.668,16,0.661,21,31,32.074,31.741,49.305,54.12,29,17,50,12,398.42,8,19
4.974,1.146,31.4,5,35,2,9,0.618,2,0.573,11,16,21.631,20.041,35.134,40.096,16,2,35,0,246.77,1,19
5.48,1.119,45.9,5,37,3,2,0.689,19,0.666,17,24,25.495,24.655,37.262,41.405,22,15,39,17,293.35,3,15
5.441,1.123,43.9,6,41,3,3,0.676,15,0.656,18,26,27.71,26.896,41.473,46.03,24,15,43,12,323.38,4,17
4.971,1.103,52.9,4,34,2,0,0.727,18,0.709,18,23,24.727,24.106,34.276,37.491,22,16,35,12,288.32,5,12
5.342,1.144,36.0,7,25,4,3,0.683,8,0.677,9,17,17.074,16.923,26.036,28.602,16,6,26,6,240.67,0,9
5.125,1.118,41.2,7,51,1,6,0.673,16,0.639,21,30,34.301,32.577,51.534,57.033,28,15,53,12,401.52,5,23
5.8,1.111,50.0,4,34,3,1,0.714,18,0.689,17,24,24.279,23.413,34.051,37.78,21,16,37,16,275.33,1,13
5.52,1.114,48.8,4,43,4,2,0.706,23,0.669,21,28,30.353,28.773,42.592,47.9,25,19,46,23,326.43,5,18
5.074,1.122,40.7,8,27,3,2,0.779,13,0.751,11,20,21.04,20.281,28.371,30.304,19,9,28,11,365.02,3,8
5.576,1.144,36.7,7,30,5,2,0.68,12,0.659,11,19,20.387,19.757,30.694,34.306,18,9,31,12,265.73,3,12
4.97,1.128,40.5,2,37,2,7,0.645,10,0.589,15,19,23.864,21.784,36.156,41.733,17,8,39,10,228.37,2,20
5.08,1.123,42.3,6,52,2,7,0.658,17,0.629,22,31,34.205,32.697,52.232,58.401,28,15,55,17,380.48,5,24
5.425,1.131,39.5,5,38,3,5,0.669,12,0.627,15,21,25.421,23.821,38.025,42.97,20,10,39,11,291.81,3,18
5.147,1.116,44.0,6,50,0,4,0.662,18,0.642,22,30,33.102,32.084,50.683,55.824,28,18,52,18,382.44,10,22
5.157,1.096,48.6,5,37,2,2,0.766,21,0.711,18,26,28.33,26.293,36.985,40.537,23,16,40,21,338.48,3,14
4.981,1.099,45.9,3,37,1,5,0.74,12,0.665,17,23,27.392,24.61,36.323,40.66,20,12,40,11,299.49,0,17
5.921,1.115,44.4,8,27,2,1,0.778,10,0.77,12,21,20.994,20.777,28.691,30.118,20,11,28,6,333.56,4,7
5.427,1.132,39.3,10,56,3,7,0.665,20,0.643,22,34,37.25,36.003,57.251,63.369,32,15,58,17,461.56,9,24
5.537,1.11,44.8,9,29,6,0,0.826,21,0.788,13,25,23.949,22.857,29.971,32.189,22,13,32,21,346.85,3,7
5.247,1.118,37.8,7,37,2,4,0.703,13,0.655,14,23,26.0,24.249,37.524,41.371,21,10,39,11,324.46,3,16
4.972,1.115,41.5,7,41,2,3,0.719,14,0.674,17,25,29.466,27.614,41.56,45.708,24,14,42,12,409.33,5,17
5.528,1.111,48.7,6,39,2,1,0.703,19,0.694,19,28,27.398,27.063,39.814,43.325,25,18,42,17,334.35,2,14
5.124,1.129,38.3,7,47,4,9,0.669,12,0.626,18,28,31.432,29.444,47.091,53.069,25,9,50,11,358.51,4,22
5.358,1.12,41.2,6,51,3,9,0.693,16,0.639,21,30,35.353,32.588,50.752,57.136,27,12,54,15,402.0,5,24
5.505,1.103,51.4,3,37,1,1,0.709,19,0.679,19,24,26.245,25.139,36.942,40.824,22,18,39,17,289.35,3,15
5.944,1.13,44.4,8,27,2,1,0.743,10,0.753,12,21,20.074,20.333,28.88,30.513,20,11,28,6,317.11,4,7
5.229,1.132,35.9,8,39,3,5,0.662,15,0.636,14,23,25.813,24.798,39.876,44.159,22,9,40,11,323.41,6,17
4.959,1.101,45.7,7,35,2,0,0.756,15,0.72,16,25,26.477,25.195,35.756,38.541,23,16,37,12,344.44,3,12
5.332,1.139,36.4,11,33,6,2,0.698,18,0.704,12,25,23.023,23.228,34.764,37.578,23,10,35,16,334.35,5,10
5.619,1.122,42.0,4,50,1,8,0.65,13,0.61,21,27,32.506,30.487,49.687,56.109,25,13,52,12,339.47,7,25
4.97,1.127,38.9,8,36,0,3,0.638,10,0.65,14,22,22.966,23.406,37.804,40.582,22,11,36,6,310.28,9,14
5.186,1.097,53.1,3,32,0,0,0.717,18,0.697,17,22,22.932,22.305,32.284,35.119,20,17,34,17,264.29,3,12
5.139,1.108,44.4,4,36,1,3,0.724,13,0.666,16,21,26.057,23.965,35.898,39.893,20,13,37,12,305.85,3,16
5.548,1.076,47.6,5,21,2,2,0.88,8,0.793,10,15,18.477,16.658,21.2,22.587,15,3,21,5,250.39,4,6
5.285,1.122,46.3,4,41,1,5,0.676,14,0.648,19,25,27.705,26.576,41.222,45.994,23,14,43,12,311.38,3,18
5.432,1.115,44.4,9,36,3,0,0.722,20,0.72,16,27,25.983,25.933,37.553,40.123,25,16,38,16,357.37,5,11
4.398,1.12,43.2,4,37,1,3,0.661,13,0.632,16,21,24.46,23.38,37.153,41.448,20,13,38,12,271.34,4,17
5.0,1.135,40.5,10,42,4,3,0.711,17,0.694,17,29,29.864,29.154,43.64,47.653,27,14,44,16,457.71,6,15
5.8,1.136,41.7,9,48,5,6,0.684,18,0.666,20,32,32.824,31.962,49.069,54.516,29,14,51,17,415.89,4,19
8.745,1.15,39.0,12,59,8,7,0.656,22,0.646,23,39,38.682,38.109,60.447,67.821,35,16,63,21,482.55,6,24
8.169,1.118,45.9,7,61,4,9,0.685,25,0.656,28,42,41.762,40.025,61.109,68.189,35,19,68,24,466.58,2,26
6.102,1.165,32.6,11,46,5,9,0.636,12,0.622,15,28,29.25,28.615,47.731,53.586,26,6,48,10,391.47,4,20
6.292,1.139,36.0,9,50,7,8,0.665,16,0.625,18,30,33.233,31.266,50.185,56.939,27,10,53,15,385.55,3,23
5.842,1.146,40.0,7,50,5,8,0.65,16,0.623,20,30,32.518,31.142,50.37,57.323,27,12,53,16,371.48,4,23
6.319,1.145,34.9,7,43,5,8,0.629,11,0.599,15,24,27.029,25.751,43.232,49.232,22,7,45,10,303.41,3,21
7.0,1.14,35.7,10,56,8,8,0.661,20,0.622,20,33,37.0,34.814,56.171,63.853,30,12,59,20,426.61,8,26
7.0,1.151,38.3,11,47,8,6,0.684,20,0.666,18,33,32.137,31.286,48.218,54.077,29,12,51,20,416.51,5,18
7.0,1.151,38.3,11,47,8,6,0.684,20,0.666,18,33,32.137,31.286,48.218,54.077,29,12,51,20,416.51,5,18
8.412,1.166,36.8,10,38,8,3,0.657,17,0.659,14,26,24.966,25.045,39.374,44.327,24,11,40,17,332.36,5,14
8.523,1.161,38.1,10,42,8,5,0.66,17,0.656,16,29,27.728,27.572,43.258,48.742,26,11,45,17,358.4,6,16
6.967,1.157,35.9,11,39,8,3,0.675,17,0.672,14,27,26.341,26.204,40.513,45.14,25,11,41,17,364.81,6,14
8.523,1.151,38.1,10,42,8,5,0.682,17,0.667,16,29,28.648,28.016,43.069,48.346,26,11,45,17,374.85,6,16
8.461,1.156,36.6,9,41,8,4,0.653,17,0.639,15,26,26.79,26.189,41.745,47.402,24,11,43,17,328.4,5,17
7.678,1.152,37.8,10,37,7,3,0.685,17,0.681,14,26,25.335,25.183,38.411,42.642,24,11,39,17,349.79,5,13
5.886,1.152,37.8,10,37,7,3,0.685,17,0.681,14,26,25.335,25.183,38.411,42.642,24,11,39,17,349.79,5,13
6.967,1.155,35.9,11,39,8,3,0.688,17,0.677,14,27,26.836,26.402,40.418,45.038,25,11,41,17,409.26,6,14
8.262,1.153,36.8,10,38,8,3,0.694,17,0.676,14,26,26.381,25.687,39.091,43.829,24,11,40,17,393.26,5,14
6.312,1.159,34.9,11,43,9,4,0.666,17,0.652,15,28,28.654,28.037,44.171,49.844,26,11,45,17,377.86,6,17
6.089,1.168,34.9,11,43,9,4,0.645,17,0.642,15,28,27.733,27.593,44.36,50.24,26,11,45,17,361.41,6,17
8.523,1.156,35.3,11,51,9,7,0.643,17,0.627,18,32,32.773,31.978,51.941,58.94,29,11,54,17,399.49,6,22
8.523,1.162,35.3,12,51,9,7,0.641,17,0.635,18,33,32.711,32.362,52.454,59.28,30,11,54,17,417.48,6,21
8.285,1.155,35.3,12,51,9,7,0.659,17,0.643,18,33,33.631,32.806,52.265,58.884,30,11,54,17,433.93,6,21
7.523,1.157,34.6,12,52,9,7,0.639,17,0.629,18,33,33.228,32.693,53.269,60.15,30,11,55,17,415.49,7,22
8.248,1.163,34.6,13,52,9,7,0.638,17,0.636,18,34,33.165,33.076,53.781,60.489,31,11,55,17,433.48,7,21
7.046,1.156,34.6,13,52,9,7,0.655,17,0.645,18,34,34.086,33.521,53.592,60.094,31,11,55,17,449.93,7,21
7.509,1.156,36.8,10,38,8,3,0.681,17,0.671,14,26,25.887,25.489,39.185,43.931,24,11,40,17,348.81,5,14
5.593,1.14,42.9,11,63,4,8,0.663,20,0.657,27,42,41.79,41.416,64.858,71.832,38,19,67,16,526.56,4,25
5.0,1.142,51.4,8,37,2,1,0.709,19,0.734,19,30,26.239,27.166,39.211,42.265,27,18,40,16,374.31,2,10
5.328,1.141,45.1,9,51,4,5,0.678,19,0.675,23,36,34.597,34.406,52.552,58.168,32,18,55,16,440.46,3,19
5.039,1.139,46.7,8,45,3,3,0.685,19,0.686,21,32,30.83,30.858,46.567,51.254,29,18,48,16,399.4,3,16
5.84,1.139,45.3,10,53,4,5,0.68,20,0.682,24,38,36.051,36.121,54.88,60.377,34,19,57,16,468.47,3,19
5.0,1.138,46.0,9,50,3,5,0.681,19,0.682,23,36,34.046,34.1,51.778,56.879,32,18,54,16,441.44,3,18
5.0,1.127,38.8,6,49,0,9,0.63,9,0.604,19,26,30.864,29.61,49.567,55.239,25,10,50,6,348.43,1,24
6.121,1.138,40.0,5,30,5,3,0.669,15,0.64,12,19,20.074,19.214,30.043,34.152,17,9,32,15,227.3,3,13
5.839,1.141,39.3,6,28,5,2,0.67,15,0.657,11,19,18.767,18.402,28.487,31.947,17,9,30,15,229.27,3,11
5.838,1.141,38.7,6,31,5,3,0.662,15,0.643,12,20,20.529,19.929,31.371,35.362,18,9,33,15,243.3,4,13
5.838,1.133,42.9,5,28,5,3,0.69,15,0.667,12,20,19.313,18.687,28.16,31.737,17,9,31,15,225.28,2,11
6.102,1.134,41.2,5,34,5,5,0.672,15,0.639,14,22,22.836,21.741,33.927,38.568,19,9,37,15,253.34,2,15
6.551,1.135,40.0,5,40,5,7,0.659,15,0.62,16,24,26.358,24.795,39.694,45.398,21,9,43,15,281.4,3,19
5.892,1.122,47.1,5,34,5,1,0.708,21,0.683,16,24,24.074,23.214,34.043,38.152,21,15,37,21,275.34,3,13
6.047,1.123,45.9,5,37,5,2,0.698,21,0.669,17,25,25.836,24.741,36.927,41.568,22,15,40,21,289.37,4,15
6.191,1.125,45.0,5,40,5,3,0.69,21,0.657,18,26,27.597,26.268,39.811,44.983,23,15,43,21,303.4,5,17
5.838,1.138,42.9,5,21,5,0,0.704,15,0.697,9,16,14.79,14.634,21.393,23.907,14,9,23,15,185.21,1,7
6.524,1.122,47.1,5,34,5,1,0.708,21,0.683,16,24,24.074,23.214,34.043,38.152,21,15,37,21,275.34,3,13
7.171,1.129,44.4,6,36,6,1,0.697,21,0.673,16,25,25.08,24.236,36.145,40.651,22,15,39,21,290.36,3,14
5.838,1.12,47.1,6,34,5,1,0.733,21,0.707,16,25,24.932,24.042,34.367,38.096,22,15,37,21,309.78,3,12
5.839,1.12,47.1,6,34,5,1,0.733,21,0.707,16,25,24.932,24.042,34.367,38.096,22,15,37,21,309.78,3,12
6.478,1.111,50.0,4,34,3,1,0.714,21,0.689,17,24,24.279,23.413,34.051,37.78,21,16,37,21,275.33,3,13
7.796,1.119,47.2,5,36,4,1,0.702,21,0.679,17,25,25.284,24.434,36.153,40.279,22,16,39,21,290.35,3,14
5.8,1.126,43.3,4,30,3,3,0.676,15,0.647,13,19,20.279,19.413,30.051,33.78,17,10,32,15,227.29,3,13
5.838,1.131,41.0,5,39,4,6,0.662,15,0.628,16,24,25.807,24.488,38.92,44.109,21,10,42,15,282.38,3,18
4.854,1.132,39.6,10,53,8,6,0.688,22,0.656,21,35,36.478,34.761,53.403,60.022,31,15,57,21,434.58,5,22
5.569,1.137,39.7,11,63,9,8,0.664,23,0.641,25,41,41.813,40.363,63.523,71.64,36,17,68,21,485.61,7,27
6.721,1.13,42.6,8,54,7,5,0.678,23,0.65,23,35,36.586,35.079,54.109,61.019,31,18,58,22,413.53,5,23
6.959,1.137,39.3,9,61,8,8,0.658,22,0.625,24,37,40.114,38.154,60.978,69.348,33,16,65,21,444.6,6,28
7.229,1.128,41.2,9,51,7,5,0.696,22,0.662,21,34,35.472,33.739,51.302,57.524,30,16,55,21,419.56,5,21
7.658,1.135,40.3,9,62,8,9,0.663,22,0.632,25,39,41.114,39.154,61.978,70.348,34,16,67,21,456.61,6,28
8.553,1.137,40.0,9,55,8,6,0.665,22,0.638,22,35,36.591,35.1,55.211,62.517,31,16,59,21,416.54,5,24
7.509,1.152,35.0,8,40,8,5,0.646,15,0.62,14,25,25.853,24.805,40.232,46.062,22,9,43,15,298.4,3,18
7.658,1.148,35.4,9,48,8,7,0.642,16,0.616,17,29,30.83,29.574,48.327,55.102,26,10,51,15,354.47,4,22
8.032,1.152,34.0,10,50,9,7,0.637,16,0.612,17,30,31.836,30.595,50.429,57.601,27,10,53,15,369.49,3,23
8.658,1.137,40.4,9,52,8,5,0.67,22,0.646,21,34,34.83,33.574,52.327,59.102,30,16,56,21,402.51,4,22
8.699,1.137,39.7,9,58,8,7,0.661,22,0.632,23,36,38.353,36.627,58.094,65.933,32,16,62,21,430.57,6,26
8.523,1.137,40.0,9,55,8,6,0.665,22,0.638,22,35,36.591,35.1,55.211,62.517,31,16,59,21,416.54,4,24
8.347,1.137,40.0,9,55,8,6,0.665,22,0.638,22,35,36.591,35.1,55.211,62.517,31,16,59,21,416.54,4,24
8.222,1.136,41.5,10,53,9,5,0.681,23,0.662,22,36,36.074,35.068,53.545,60.185,32,16,57,21,427.52,4,21
8.319,1.136,41.5,10,53,9,5,0.681,23,0.662,22,36,36.074,35.068,53.545,60.185,32,16,57,21,427.52,4,21
8.456,1.138,39.3,10,56,8,6,0.662,22,0.64,22,36,37.046,35.815,56.538,63.727,32,16,60,21,432.54,5,24
8.137,1.136,40.4,10,52,8,5,0.686,22,0.662,21,35,35.688,34.401,52.651,59.046,31,16,56,21,436.95,4,21
8.678,1.134,40.4,10,52,8,5,0.696,22,0.665,21,35,36.182,34.599,52.556,58.944,31,16,56,21,481.4,4,21
8.959,1.135,37.9,12,58,8,6,0.675,24,0.65,22,38,39.148,37.717,58.942,65.856,34,16,62,21,480.61,5,24
8.276,1.137,39.7,9,58,8,7,0.661,22,0.632,23,36,38.353,36.627,58.094,65.933,32,16,62,21,430.57,5,26
8.959,1.137,39.7,9,58,8,7,0.661,22,0.632,23,36,38.353,36.627,58.094,65.933,32,16,62,21,430.57,5,26
8.337,1.143,40.0,10,55,8,6,0.664,22,0.645,22,36,36.529,35.484,55.723,62.857,32,16,59,21,434.53,5,23
9.046,1.143,40.0,10,55,8,6,0.664,22,0.645,22,36,36.529,35.484,55.723,62.857,32,16,59,21,434.53,5,23
8.921,1.138,39.0,10,59,8,7,0.658,22,0.633,23,37,38.807,37.342,59.421,67.142,33,16,63,21,446.57,6,26
9.222,1.136,40.0,10,55,8,6,0.681,22,0.653,22,36,37.449,35.928,55.534,62.461,32,16,59,21,450.98,5,23
8.62,1.149,40.0,11,55,8,6,0.663,22,0.652,22,37,36.466,35.867,56.236,63.197,33,16,59,21,452.52,5,22
9.0,1.148,40.0,12,55,8,6,0.679,22,0.667,22,38,37.324,36.694,56.56,63.141,34,16,59,21,486.96,5,21
5.8,1.123,48.1,5,27,5,0,0.724,20,0.71,13,21,19.551,19.161,27.276,30.322,18,13,30,20,235.27,1,9
5.8,1.108,48.5,5,33,4,0,0.749,21,0.708,16,24,24.716,23.38,33.018,36.574,21,16,36,21,292.39,3,12
5.82,1.111,47.2,5,36,4,1,0.735,21,0.692,17,25,26.478,24.907,35.902,39.989,22,16,39,21,306.42,4,14
5.8,1.131,42.2,6,45,6,6,0.675,20,0.64,19,29,30.364,28.816,44.796,50.896,25,13,49,20,332.45,3,20
5.8,1.133,42.1,6,38,6,3,0.68,20,0.652,16,25,25.841,24.762,38.029,43.066,22,13,41,20,292.38,3,16
5.839,1.134,43.5,6,46,5,4,0.675,21,0.646,20,29,31.057,29.705,46.091,52.153,26,16,49,21,349.45,5,20
5.82,1.133,43.1,7,51,5,6,0.672,21,0.646,22,33,34.273,32.946,51.301,57.777,29,16,55,21,391.49,5,22
5.839,1.133,42.6,7,54,5,7,0.667,21,0.638,23,34,36.035,34.473,54.185,61.193,30,16,58,21,405.52,6,24
5.839,1.123,47.4,6,57,5,5,0.694,27,0.662,27,38,39.58,37.758,56.858,63.983,33,22,62,27,437.56,5,24
5.796,1.138,39.0,9,59,4,9,0.643,14,0.621,23,35,37.915,36.65,59.832,67.153,32,14,62,11,442.54,6,27
5.1,1.11,50.0,3,26,2,0,0.712,13,0.687,13,18,18.512,17.865,26.065,28.867,16,13,28,12,210.25,0,10
5.8,1.111,50.0,5,42,3,1,0.736,23,0.698,21,29,30.932,29.322,42.08,46.661,26,20,45,23,361.47,4,16
6.432,1.135,39.4,9,66,7,10,0.653,16,0.62,26,39,43.086,40.901,65.97,74.889,35,16,70,12,473.64,7,31
8.523,1.143,41.5,9,41,7,3,0.699,18,0.683,17,28,28.642,27.995,41.967,46.848,26,13,43,17,371.84,5,15
8.523,1.143,43.5,8,46,6,5,0.679,18,0.665,20,31,31.239,30.583,46.821,52.576,28,14,49,17,380.44,6,18
6.162,1.147,40.8,9,49,6,5,0.662,18,0.649,20,31,32.455,31.824,50.032,56.2,29,14,51,17,398.46,7,20
8.523,1.147,42.9,8,42,6,3,0.678,18,0.668,18,28,28.478,28.056,42.938,48.16,26,14,44,17,354.4,5,16
8.523,1.152,41.5,9,41,7,3,0.676,18,0.672,17,28,27.722,27.55,42.156,47.244,26,13,43,17,355.39,5,15
6.271,1.145,40.0,12,75,6,11,0.648,20,0.631,30,45,48.631,47.325,76.385,85.865,42,17,78,17,582.69,7,33
8.523,1.134,41.5,6,41,6,7,0.673,16,0.641,17,26,27.603,26.289,40.912,46.481,23,9,44,15,306.41,4,18
7.553,1.134,41.5,6,41,6,7,0.673,16,0.641,17,26,27.603,26.289,40.912,46.481,23,9,44,15,306.41,4,18
5.0,1.124,43.5,10,69,6,6,0.687,26,0.658,30,43,47.392,45.422,69.52,77.544,40,23,72,23,557.1,11,29
8.796,1.131,39.1,10,64,7,7,0.671,24,0.634,25,39,42.972,40.561,64.163,72.394,35,18,68,22,491.68,6,29
9.699,1.124,43.8,7,48,4,3,0.677,22,0.655,21,31,32.478,31.444,48.458,53.943,28,18,51,22,376.45,6,20
9.746,1.129,42.1,7,57,6,6,0.668,22,0.634,24,35,38.103,36.111,56.774,64.351,31,18,61,22,414.56,5,26
6.421,1.134,37.3,12,75,7,10,0.656,24,0.621,28,44,49.165,46.571,75.469,85.059,40,18,79,22,565.77,9,35
6.638,1.127,40.0,11,60,5,7,0.676,21,0.652,24,39,40.563,39.136,61.058,67.611,35,17,64,17,495.61,6,25
7.0,1.136,40.4,9,52,5,7,0.688,17,0.656,21,33,35.75,34.128,52.832,59.081,30,14,55,17,450.38,5,22
7.538,1.13,42.6,8,54,7,7,0.678,22,0.65,23,36,36.586,35.079,54.109,61.019,31,16,59,21,413.53,6,23
5.398,1.142,37.5,9,48,7,5,0.652,17,0.631,18,30,31.279,30.267,48.552,54.813,27,13,51,17,367.46,5,21
5.27,1.136,37.7,12,69,7,9,0.667,19,0.635,26,41,46.017,43.798,69.829,78.402,38,17,72,18,560.54,8,31
7.921,1.131,41.1,7,56,6,6,0.663,22,0.627,23,33,37.103,35.111,55.774,63.351,30,17,59,21,402.55,5,26
5.959,1.113,53.1,4,32,2,0,0.725,18,0.712,17,24,23.21,22.775,32.462,35.622,21,17,35,16,278.3,1,11
6.638,1.14,42.4,6,33,4,2,0.673,16,0.661,14,22,22.222,21.818,33.665,37.618,20,12,35,15,272.31,3,13
6.678,1.14,43.3,6,30,4,1,0.682,16,0.676,13,21,20.46,20.291,30.782,34.203,19,12,32,15,258.28,2,11
7.167,1.14,41.7,6,36,4,3,0.666,16,0.648,15,23,23.983,23.345,36.549,41.034,21,12,38,15,286.34,4,15
7.31,1.14,41.0,6,39,4,4,0.66,16,0.638,16,24,25.745,24.871,39.432,44.449,22,12,41,15,300.37,5,17
7.0,1.14,41.7,6,36,4,3,0.666,16,0.648,15,23,23.983,23.345,36.549,41.034,21,12,38,15,286.34,3,15
7.131,1.14,41.0,6,39,4,4,0.66,16,0.638,16,24,25.745,24.871,39.432,44.449,22,12,41,15,300.37,4,17
7.284,1.14,40.0,6,45,4,6,0.65,16,0.621,18,26,29.267,27.925,45.2,51.279,24,12,47,15,328.43,4,21
6.678,1.14,40.0,6,45,4,6,0.65,16,0.621,18,26,29.267,27.925,45.2,51.279,24,12,47,15,328.43,4,21
7.081,1.136,43.2,6,37,4,4,0.675,16,0.658,16,25,24.983,24.345,37.549,42.034,22,12,40,15,298.35,3,15
7.292,1.136,42.5,6,40,4,5,0.669,16,0.647,17,26,26.745,25.871,40.432,45.449,23,12,43,15,312.38,3,17
