pXC50,nC,O.,RBN,nH,nAT,Se,RBF,nBT,AMW,nO,MW,N.,Sv,Si,Sp,SCBO,nCsp2
4.143,33,7.7,16,44,91,91.767,0.172,93,7.351,7,668.9,6.6,55.328,103.264,58.33,63.5,18
4.57,19,9.8,6,16,41,41.531,0.14,43,9.085,4,372.49,0.0,28.448,44.999,30.205,37.0,16
5.0,18,2.0,8,25,50,49.749,0.157,51,7.191,1,359.55,10.0,30.277,56.773,32.745,34.0,7
5.0,23,1.7,8,31,60,59.323,0.129,62,6.56,1,393.59,8.3,35.67,68.099,38.381,39.5,9
4.051,21,11.9,4,12,42,43.789,0.089,45,10.554,5,443.25,4.8,31.433,46.423,31.568,45.5,21
4.234,14,6.1,4,15,33,33.018,0.118,34,7.92,2,261.37,3.0,21.326,36.744,22.892,25.5,11
4.141,18,12.8,4,11,39,40.629,0.095,42,10.602,5,413.46,7.7,29.12,43.043,29.631,43.0,18
5.264,20,11.8,8,21,51,52.298,0.151,53,8.461,6,431.51,5.9,33.281,57.408,34.244,44.0,14
4.089,21,11.9,4,13,42,43.465,0.089,45,9.734,5,408.81,4.8,30.605,46.479,30.71,44.5,21
5.0,20,1.9,8,27,53,52.556,0.148,54,6.67,1,353.52,9.4,31.617,60.268,33.858,35.5,9
5.0,21,1.8,8,29,57,56.516,0.136,59,7.011,1,399.62,8.8,34.331,64.603,37.267,38.0,7
4.824,14,7.1,4,9,28,29.494,0.138,29,9.508,2,266.23,0.0,19.74,31.929,19.29,27.0,13
5.757,15,13.5,5,13,37,38.436,0.128,39,9.389,5,347.38,8.1,25.459,41.538,25.744,37.0,14
5.62,14,11.8,5,11,34,35.302,0.139,36,10.277,4,349.42,8.8,24.405,37.833,25.176,36.0,14
9.0,14,8.6,2,17,35,35.153,0.054,37,7.066,3,247.32,2.9,21.38,39.448,22.46,24.0,7
8.699,13,9.4,3,15,32,32.269,0.088,34,7.29,3,233.29,3.1,19.853,36.033,20.699,23.0,7
6.357,14,11.8,5,10,34,35.815,0.139,36,10.806,4,367.41,8.8,24.788,38.173,25.114,37.0,14
6.285,12,6.9,2,13,29,29.134,0.065,31,8.115,2,235.33,3.4,18.799,32.328,20.131,22.0,7
4.824,17,5.4,6,16,37,37.632,0.158,38,7.847,2,290.33,0.0,23.937,41.835,24.637,29.0,13
4.824,18,5.0,6,18,40,40.516,0.146,41,7.609,2,304.36,0.0,25.464,45.25,26.398,30.0,13
6.218,30,6.1,17,39,82,83.152,0.202,84,7.559,5,619.81,6.1,50.117,93.612,52.529,57.5,17
6.029,31,7.9,20,44,89,90.356,0.222,90,7.358,7,654.86,4.5,53.106,101.778,55.716,57.0,15
6.394,37,5.2,19,49,97,97.25,0.192,99,7.072,5,685.96,3.1,58.235,110.106,62.086,63.0,20
7.886,27,6.7,15,36,75,75.578,0.195,77,7.423,5,556.76,8.0,45.791,85.185,48.375,53.5,15
7.143,29,6.3,15,36,79,80.781,0.185,81,7.896,5,623.77,6.3,48.974,90.536,50.705,57.5,16
6.767,28,7.6,17,39,79,80.159,0.213,80,7.389,6,583.77,3.8,47.316,90.24,49.733,51.0,14
6.801,36,6.2,21,48,97,97.796,0.212,99,7.247,6,702.95,4.1,58.444,110.399,61.785,64.0,19
5.9,32,6.0,17,40,84,84.934,0.198,86,7.51,5,630.83,4.8,51.622,95.528,54.285,59.0,19
5.658,37,7.7,7,42,91,91.563,0.072,97,7.548,7,686.9,4.4,57.285,102.268,60.319,69.5,20
6.801,6,11.1,0,8,18,18.52,0.0,19,11.447,2,206.05,5.6,11.583,20.42,12.313,12.0,1
4.0,13,8.8,3,17,34,34.153,0.086,35,6.921,3,235.31,2.9,20.38,38.448,21.46,22.0,7
4.523,19,0.0,4,20,45,44.796,0.083,48,7.388,0,332.45,13.3,28.816,50.896,30.364,38.0,11
4.523,19,0.0,5,14,41,41.571,0.114,44,9.167,0,375.85,17.1,29.085,46.093,29.943,43.0,16
4.523,17,2.4,7,17,42,42.563,0.159,44,8.496,1,356.85,14.3,27.832,47.634,28.915,37.0,11
4.523,20,0.0,5,21,48,48.003,0.098,51,7.936,0,380.92,12.5,31.17,54.255,32.983,40.0,11
5.734,22,5.6,9,20,54,56.647,0.161,56,9.287,3,501.52,5.6,36.107,62.309,36.091,47.0,13
4.523,18,0.0,7,20,44,43.796,0.152,46,7.283,0,320.44,13.6,27.816,49.896,29.364,36.0,11
5.814,29,7.3,18,41,82,83.043,0.217,83,7.29,6,597.8,3.7,48.843,93.655,51.495,52.0,14
5.0,29,4.1,11,31,73,75.461,0.145,76,8.434,3,615.7,4.1,46.651,84.14,47.597,56.0,13
4.523,21,2.2,6,18,46,46.24,0.122,49,8.053,1,370.45,13.0,31.004,51.69,32.057,44.0,17
4.523,17,0.0,6,17,41,41.425,0.14,43,7.912,0,324.4,14.6,26.673,46.821,27.54,36.0,11
6.472,19,5.7,9,23,53,55.018,0.167,54,8.482,3,449.52,5.7,33.251,61.384,33.915,39.0,7
4.752,19,0.0,4,20,45,44.796,0.083,48,7.388,0,332.45,13.3,28.816,50.896,30.364,38.0,11
4.523,19,0.0,8,28,53,52.33,0.145,55,6.425,0,340.53,11.3,30.923,60.557,33.41,34.0,5
4.0,30,5.3,12,34,75,76.25,0.156,77,7.863,4,589.74,4.0,47.216,85.33,49.239,56.0,20
6.405,30,4.2,11,32,72,73.039,0.149,74,7.941,3,571.72,4.2,45.974,81.705,48.023,56.0,19
4.523,21,0.0,5,18,45,44.912,0.104,48,7.877,0,354.45,13.3,30.289,50.481,31.603,43.0,17
7.0,28,4.3,11,30,70,72.065,0.151,73,8.338,3,583.68,4.3,44.741,80.385,45.898,54.0,13
4.523,18,2.2,7,20,45,45.123,0.149,47,7.476,1,336.44,13.3,28.531,51.106,29.819,37.0,11
4.523,18,0.0,6,20,44,43.796,0.13,46,7.283,0,320.44,13.6,27.816,49.896,29.364,36.0,11
4.523,16,2.6,6,16,39,39.356,0.146,41,7.907,1,308.38,15.4,25.477,44.275,26.296,35.0,11
4.523,21,0.0,5,18,45,44.912,0.104,48,7.877,0,354.45,13.3,30.289,50.481,31.603,43.0,17
6.552,16,6.8,7,17,44,46.083,0.156,45,10.644,3,468.33,6.8,29.312,50.641,30.046,36.0,7
4.523,18,0.0,4,18,42,41.912,0.089,45,7.581,0,318.42,14.3,27.289,47.481,28.603,37.0,11
4.523,20,0.0,5,16,42,42.029,0.111,45,8.105,0,340.42,14.3,28.762,47.066,29.841,42.0,17
4.523,21,0.0,5,14,45,46.774,0.104,48,9.841,0,442.86,13.3,32.267,51.444,32.273,47.0,17
4.523,18,2.2,8,18,45,45.771,0.17,47,9.007,1,405.32,13.3,30.186,50.994,31.534,39.0,11
4.523,17,4.7,8,16,43,44.214,0.178,45,9.472,2,407.29,14.0,29.374,48.788,30.227,39.0,11
4.523,15,2.8,5,12,36,37.12,0.132,38,10.09,1,363.23,16.7,25.605,40.748,26.25,36.0,11
4.523,20,0.0,5,14,42,42.676,0.111,45,9.745,0,409.3,14.3,30.417,46.954,31.557,44.0,17
5.556,22,5.6,9,21,54,56.134,0.161,56,8.954,3,483.53,5.6,35.724,61.969,36.154,46.0,13
5.88,22,5.6,9,19,54,57.16,0.161,56,9.621,3,519.51,5.6,36.49,62.649,36.029,48.0,13
5.442,18,6.4,8,17,47,49.149,0.163,49,9.756,3,458.53,8.5,31.969,53.802,32.585,42.5,10
4.0,23,6.5,10,28,62,63.6,0.159,63,8.058,4,499.61,4.8,38.636,71.084,39.955,45.0,14
4.0,26,5.6,13,34,72,73.327,0.178,73,7.969,4,573.77,4.2,44.403,82.25,46.887,49.0,14
4.72,15,0.0,4,20,41,40.796,0.093,43,6.937,0,284.41,14.6,24.816,46.896,26.364,30.0,5
5.509,43,6.4,14,36,94,96.214,0.141,99,8.823,6,829.35,4.3,64.021,105.606,65.773,85.0,36
4.886,15,0.0,3,15,34,33.683,0.086,35,7.924,0,269.4,8.8,22.412,37.906,24.233,28.0,14
5.357,39,6.7,14,36,90,92.214,0.149,94,8.681,6,781.31,4.4,60.021,101.606,61.773,77.0,30
5.77,17,0.0,4,14,38,39.105,0.103,39,9.195,0,349.41,7.9,26.089,43.34,26.807,34.0,16
7.009,24,7.7,10,29,65,66.952,0.149,67,7.855,5,510.57,6.2,40.185,74.872,40.767,46.5,11
5.481,44,7.1,15,38,98,100.425,0.146,103,8.769,7,859.38,4.1,66.263,110.231,67.989,87.0,36
5.31,16,0.0,5,15,37,37.214,0.132,38,9.522,0,352.31,8.1,25.594,41.209,27.71,31.0,14
6.678,16,0.0,3,14,37,38.105,0.079,38,9.119,0,337.4,8.1,25.089,42.34,25.807,32.0,14
4.959,30,8.5,10,26,71,73.796,0.135,74,9.34,6,663.12,5.6,48.387,80.53,48.966,64.0,24
6.714,29,8.8,8,28,68,69.051,0.111,72,8.245,6,560.68,5.9,44.883,76.152,46.534,60.0,22
5.495,25,6.9,7,25,58,58.411,0.115,61,7.993,4,463.6,5.2,37.905,64.82,39.858,48.0,18
5.337,35,7.7,11,28,78,80.68,0.134,82,9.297,6,725.19,5.1,53.914,87.946,54.727,73.0,30
6.469,32,8.5,13,35,82,83.152,0.153,85,10.824,7,887.59,6.1,54.36,91.962,59.358,65.0,23
6.876,31,6.0,17,39,83,84.152,0.2,85,7.612,5,631.82,6.0,51.117,94.612,53.529,59.0,18
6.467,31,5.9,17,41,85,86.036,0.195,87,7.457,5,633.84,5.9,51.644,97.027,54.29,58.5,17
6.361,31,6.9,18,43,87,88.003,0.202,89,7.539,6,655.91,3.4,52.557,98.99,55.904,56.0,14
6.353,33,6.8,19,42,88,89.145,0.211,90,7.51,6,660.86,4.5,53.864,100.153,56.5,61.0,19
6.417,33,6.8,19,42,88,89.145,0.211,90,7.51,6,660.86,4.5,53.864,100.153,56.5,61.0,19
5.523,18,0.0,5,15,43,45.41,0.114,44,9.754,0,419.43,7.0,29.292,50.19,29.142,37.0,14
4.469,20,10.2,10,21,49,49.894,0.196,51,7.825,5,383.44,6.1,31.379,55.279,32.142,40.0,14
6.402,37,5.2,19,49,97,97.25,0.192,99,7.072,5,685.96,3.1,58.235,110.106,62.086,63.0,20
6.9,31,6.8,19,45,88,88.81,0.213,89,7.112,6,625.86,3.4,51.896,100.485,55.018,54.0,14
6.051,25,2.9,7,33,68,67.93,0.099,71,7.29,2,495.72,10.3,41.615,77.225,44.495,47.5,11
6.433,36,6.2,21,48,97,97.796,0.212,99,7.247,6,702.95,4.1,58.444,110.399,61.785,64.0,19
4.398,35,6.1,13,49,99,100.141,0.126,103,7.09,6,701.91,7.1,58.795,113.558,61.393,63.0,10
5.387,50,4.1,24,58,122,121.617,0.19,126,7.24,5,883.23,6.6,76.102,137.333,81.001,89.0,36
6.523,32,6.5,15,37,77,76.963,0.19,79,7.061,5,543.72,3.9,47.594,86.6,50.233,55.0,22
5.0,14,7.7,0,9,26,26.291,0.0,28,8.586,2,223.24,3.8,18.558,28.578,18.96,27.0,14
7.752,23,8.6,11,28,58,58.327,0.186,59,7.113,5,412.53,3.4,35.465,65.441,37.182,40.0,15
8.474,15,10.4,9,26,48,48.443,0.188,48,6.551,5,314.43,4.2,26.938,55.026,28.421,25.0,3
8.337,31,6.8,14,35,74,74.08,0.184,76,7.158,5,529.69,4.1,46.067,83.185,48.472,54.0,22
4.879,29,7.6,10,29,66,66.429,0.145,69,7.57,5,499.61,4.5,42.487,73.94,44.188,53.0,22
4.523,18,10.2,7,23,49,49.778,0.137,51,7.376,5,361.44,6.1,29.906,55.694,30.904,34.0,9
8.222,26,7.5,13,33,67,67.196,0.191,68,6.979,5,467.62,4.5,40.54,75.77,42.711,45.0,16
4.301,22,7.5,8,23,53,53.527,0.143,56,8.029,4,425.55,5.7,34.379,59.405,36.097,42.0,15
5.0,24,3.4,7,29,58,57.447,0.117,60,6.751,2,391.56,5.2,35.342,65.311,37.824,40.0,13
9.523,29,6.9,13,34,72,72.298,0.176,74,7.204,5,518.67,5.6,44.562,81.268,46.716,52.5,19
7.611,22,7.4,10,26,54,54.116,0.182,55,7.083,4,382.5,3.7,33.224,60.817,34.966,38.0,15
8.553,31,5.3,13,36,75,74.854,0.169,77,7.049,4,528.71,5.3,46.374,84.474,49.023,54.0,21
6.866,27,3.4,9,27,59,58.563,0.148,61,7.213,2,425.57,5.1,37.815,65.896,40.063,47.0,20
5.585,34,7.7,15,46,91,91.254,0.161,93,6.844,7,622.84,4.4,54.152,103.178,57.194,58.0,17
8.222,24,9.4,13,31,64,64.64,0.2,65,7.15,6,457.58,4.7,38.728,72.564,40.404,43.5,14
4.301,16,11.6,6,19,43,44.011,0.133,45,7.753,5,333.38,7.0,26.853,48.864,27.381,32.0,9
4.917,29,9.9,12,30,71,72.262,0.162,74,8.151,7,578.7,5.6,46.125,79.777,47.75,60.0,21
5.745,28,4.2,10,36,71,70.527,0.135,74,6.714,3,476.68,5.6,42.659,80.265,45.569,47.0,15
5.0,23,3.6,9,24,55,56.101,0.161,56,7.845,2,431.5,5.5,34.965,62.915,35.875,42.0,14
5.301,26,6.1,12,34,66,65.65,0.179,67,6.646,4,438.62,3.0,39.331,74.477,42.012,42.0,15
5.208,27,8.0,13,36,75,76.123,0.169,77,7.276,6,545.68,6.7,45.208,85.731,46.875,50.5,12
5.969,24,3.2,6,30,63,62.945,0.091,66,7.407,2,466.67,9.5,39.067,71.311,41.728,45.5,11
5.0,22,5.6,9,19,54,57.16,0.161,56,9.621,3,519.51,5.6,36.49,62.649,36.029,48.0,13
5.0,25,4.6,9,30,65,66.156,0.136,66,7.841,3,509.65,4.6,40.448,74.29,42.262,47.0,13
4.523,19,2.2,5,20,46,46.123,0.102,49,7.575,1,348.45,13.0,29.531,52.106,30.819,39.0,11
4.602,16,0.0,5,17,37,36.567,0.132,38,7.66,0,283.43,8.1,23.939,41.321,25.995,29.0,14
7.346,20,10.2,9,22,49,49.676,0.18,50,7.56,5,370.44,4.1,30.885,55.196,31.898,37.0,15
6.0,25,5.6,12,39,71,70.519,0.167,72,6.277,4,445.67,4.2,40.406,80.806,43.54,39.0,9
4.125,20,6.5,6,20,46,46.214,0.125,48,8.011,3,368.49,4.3,30.116,51.282,31.875,37.0,15
6.131,27,7.2,8,31,69,69.709,0.111,72,7.793,5,537.7,7.2,43.716,77.856,45.847,54.5,17
6.06,28,4.3,7,34,69,68.643,0.097,72,6.879,3,474.66,5.8,42.132,77.849,44.807,48.0,14
5.319,27,5.6,14,37,72,71.712,0.192,73,6.941,4,499.74,4.2,43.066,81.311,46.427,45.0,14
6.511,19,4.7,6,18,43,43.353,0.136,44,8.276,2,355.85,7.0,28.536,48.179,29.875,36.0,14
5.095,16,4.7,7,17,43,44.756,0.159,44,10.519,2,452.33,7.0,28.597,49.431,29.591,34.0,7
4.523,20,0.0,5,15,42,42.258,0.111,45,9.984,0,419.31,14.3,29.788,46.907,31.194,43.0,17
8.276,30,7.5,11,29,67,67.429,0.157,70,7.636,5,511.62,4.5,43.487,74.94,45.188,55.0,21
5.3,23,5.1,9,26,59,60.389,0.15,60,8.163,3,481.59,5.1,37.394,67.46,38.739,45.0,13
5.0,24,5.0,9,24,60,62.414,0.145,62,8.826,3,529.58,5.0,39.161,69.139,39.614,49.0,13
5.854,23,1.8,9,26,57,57.734,0.155,58,7.888,1,449.59,5.3,35.964,65.041,37.83,41.0,13
4.292,34,7.8,20,55,103,103.294,0.194,103,6.738,8,694.01,4.9,59.182,117.467,63.347,59.0,13
7.222,24,3.3,11,33,61,59.97,0.177,62,6.552,2,399.65,1.6,36.067,68.48,39.745,36.5,12
8.921,25,7.6,13,32,66,66.414,0.194,67,7.1,5,468.61,6.1,40.035,74.853,41.955,45.0,15
5.569,21,3.5,5,29,57,56.767,0.085,59,6.729,2,383.55,8.8,33.858,64.893,36.074,37.0,8
5.523,17,4.4,8,23,45,44.796,0.178,45,6.698,2,301.43,6.7,26.762,51.066,28.54,29.0,8
5.561,20,8.2,7,22,49,49.425,0.137,51,7.888,4,386.51,4.1,31.357,54.906,33.091,39.0,14
5.377,12,3.4,2,13,29,29.051,0.067,30,7.423,1,215.28,10.3,18.413,32.78,19.279,23.0,7
4.0,13,5.7,2,19,35,34.709,0.056,36,6.324,2,221.33,2.9,20.192,39.654,21.767,20.0,6
5.07,21,5.9,8,18,51,53.385,0.151,53,10.204,3,520.39,5.9,35.469,58.102,36.171,46.0,13
5.297,33,6.4,14,37,78,77.963,0.173,81,7.125,5,555.73,3.8,48.594,87.6,51.233,57.0,22
4.917,21,7.7,7,24,52,52.309,0.13,54,7.703,4,400.54,3.8,32.884,58.321,34.853,40.0,14
4.387,35,7.2,19,50,97,97.098,0.194,98,6.917,7,670.96,4.1,57.393,109.929,61.364,61.0,18
7.046,29,7.7,12,37,78,78.687,0.148,81,7.484,6,583.78,6.4,48.012,88.311,50.586,57.0,16
4.523,12,6.3,6,14,32,32.48,0.188,32,7.697,2,246.3,12.5,20.149,36.488,20.739,25.0,9
5.0,13,2.5,4,20,40,40.123,0.098,41,6.91,1,276.39,15.0,23.531,46.106,24.819,26.0,4
6.071,32,6.7,10,29,75,77.378,0.128,78,8.748,5,656.11,6.7,50.034,85.314,50.631,64.0,25
5.076,39,5.8,13,34,86,87.927,0.144,90,8.503,5,731.22,4.7,57.593,97.062,58.909,74.0,31
5.532,12,6.3,6,13,32,32.549,0.188,32,11.631,2,372.19,12.5,21.466,36.209,23.398,26.0,9
5.678,38,6.4,11,50,94,93.054,0.115,96,6.414,6,602.88,0.0,55.459,105.636,59.762,57.0,19
4.863,39,6.9,14,34,87,89.254,0.154,91,8.589,6,747.22,4.6,58.307,98.271,59.364,75.0,31
5.194,40,5.5,13,37,91,92.912,0.137,95,8.355,5,760.27,5.5,60.141,102.975,61.677,76.0,31
4.523,28,2.9,7,32,70,70.661,0.095,74,7.467,2,522.66,8.6,43.7,79.901,45.478,53.0,13
4.133,32,5.3,7,40,76,74.981,0.09,78,6.431,4,488.72,0.0,45.395,85.142,49.046,48.0,17
5.785,17,5.7,3,11,35,35.847,0.081,37,14.714,2,515.0,5.7,26.709,38.431,28.546,35.5,16
6.056,24,5.3,9,28,57,56.672,0.153,59,6.887,3,392.54,3.5,35.036,64.022,37.273,40.0,15
5.0,14,2.3,4,22,43,43.007,0.091,44,6.754,1,290.42,14.0,25.058,49.521,26.58,27.0,4
5.41,17,5.7,3,10,35,36.455,0.081,37,11.888,2,416.09,5.7,26.943,38.683,27.92,36.5,16
5.215,13,0.0,4,21,41,40.898,0.095,42,6.717,0,275.41,17.1,23.837,47.395,25.37,26.0,4
7.398,27,3.4,8,27,59,58.563,0.131,61,7.213,2,425.57,5.1,37.815,65.896,40.063,47.0,20
4.301,17,2.6,5,17,39,38.894,0.122,41,7.986,1,311.44,7.7,25.654,43.531,27.449,32.5,11
5.982,25,4.8,9,27,63,64.785,0.138,65,8.343,3,525.62,4.8,40.304,72.215,41.438,49.0,13
7.194,28,6.8,11,37,74,74.04,0.145,76,7.132,5,527.75,4.1,44.781,83.52,47.881,50.0,16
5.121,18,10.7,9,29,56,56.756,0.158,57,6.848,6,383.5,5.4,32.201,64.149,33.642,32.0,4
4.897,17,10.8,4,10,37,39.004,0.103,39,11.531,4,426.65,8.1,28.04,41.241,28.216,40.5,16
6.167,27,6.6,11,27,61,61.512,0.175,63,7.583,4,462.56,3.3,39.134,68.572,40.665,48.0,21
7.848,17,10.8,4,11,37,38.68,0.103,39,10.6,4,392.21,8.1,27.212,41.297,27.358,39.5,16
7.276,16,2.3,4,22,43,42.687,0.091,44,6.661,1,286.42,9.3,25.542,48.939,27.33,28.0,7
7.495,16,2.3,4,21,43,43.011,0.091,44,7.462,1,320.86,9.3,26.369,48.883,28.188,29.0,7
7.42,15,6.3,5,26,48,48.109,0.104,48,6.468,3,310.45,8.3,27.025,55.189,28.762,26.0,2
7.495,17,2.2,4,24,46,45.571,0.085,47,6.532,1,300.45,8.7,27.068,52.355,29.091,29.0,7
7.959,18,6.1,6,24,49,49.225,0.12,50,7.03,3,344.46,8.2,29.498,55.773,31.0,33.0,8
4.301,22,2.0,7,18,49,49.771,0.135,52,9.252,1,453.36,12.2,34.186,54.994,35.534,47.0,17
4.301,22,2.0,7,18,49,49.771,0.135,52,9.252,1,453.36,12.2,34.186,54.994,35.534,47.0,17
4.824,24,1.8,8,25,57,56.992,0.133,60,7.501,1,427.56,12.3,36.606,64.434,38.347,48.0,17
4.824,24,5.5,9,22,55,55.662,0.155,58,8.046,3,442.52,10.9,36.487,61.94,37.489,50.0,18
4.301,24,1.9,8,22,53,53.007,0.143,56,7.746,1,410.52,11.3,35.058,59.521,36.58,48.0,19
4.301,24,1.9,8,22,53,53.007,0.143,56,7.746,1,410.52,11.3,35.058,59.521,36.58,48.0,19
4.301,26,1.8,7,22,55,55.007,0.119,59,7.901,1,434.54,10.9,37.058,61.521,38.58,52.5,21
5.328,20,4.3,7,18,46,46.567,0.143,49,8.14,2,374.44,13.0,30.719,51.9,31.512,43.5,15
5.398,20,2.2,7,18,46,46.316,0.143,49,8.489,1,390.51,13.0,31.191,51.61,32.705,43.5,15
5.066,20,4.3,7,18,46,46.567,0.143,49,8.14,2,374.44,13.0,30.719,51.9,31.512,43.5,15
4.301,25,3.4,9,25,59,59.331,0.145,62,8.838,2,521.46,10.2,38.851,66.402,40.909,50.0,17
5.137,31,8.5,11,26,71,73.72,0.149,74,9.057,6,643.06,5.6,48.2,80.61,48.318,63.0,25
7.398,17,2.3,4,21,44,43.905,0.089,45,7.078,1,311.43,11.4,27.036,50.023,28.574,32.0,7
5.0,23,9.6,9,23,52,52.458,0.167,54,7.567,5,393.47,1.9,33.39,58.113,34.654,41.0,16
5.004,30,6.1,9,23,66,68.4,0.13,69,9.243,4,610.03,7.6,45.738,74.859,45.892,62.0,24
5.0,13,8.7,0,7,23,23.407,0.0,25,9.096,2,209.21,4.3,17.031,25.163,17.199,26.0,13
5.0,21,7.9,2,12,38,38.898,0.049,41,9.088,3,345.34,2.6,27.71,41.957,27.875,41.0,21
5.222,31,7.1,10,26,70,72.392,0.137,73,8.958,5,627.06,5.7,47.485,79.401,47.864,62.0,25
5.815,17,5.7,3,11,35,36.036,0.081,37,12.174,2,426.1,5.7,26.313,38.636,27.557,35.5,16
5.536,24,5.1,11,30,59,58.556,0.183,60,6.687,3,394.56,3.4,35.562,66.438,38.034,39.0,15
5.0,19,7.5,2,17,40,40.153,0.048,42,7.684,3,307.37,2.5,26.38,44.448,27.46,34.0,15
5.959,22,5.4,10,28,56,55.749,0.175,57,7.153,3,400.59,3.6,34.223,62.942,36.921,39.0,15
4.301,17,2.6,5,16,39,39.407,0.122,41,8.447,1,329.43,7.7,26.037,43.87,27.387,33.5,11
5.0,19,12.5,5,15,40,40.924,0.119,42,8.434,5,337.35,2.5,27.283,44.452,27.608,37.0,16
4.301,17,2.6,5,17,39,38.894,0.122,41,7.986,1,311.44,7.7,25.654,43.531,27.449,32.5,11
5.0,24,14.3,10,22,56,57.658,0.172,58,8.33,8,466.48,3.6,37.029,62.824,37.261,48.0,18
7.187,25,4.8,11,29,62,61.945,0.175,63,9.04,3,560.48,6.5,39.395,69.74,42.944,45.0,16
8.507,21,8.2,5,20,49,49.891,0.098,51,8.447,4,413.89,6.1,32.492,55.013,33.546,42.5,16
6.401,18,10.0,4,13,40,41.564,0.095,42,10.156,4,406.24,7.5,28.739,44.712,29.119,40.5,16
4.824,23,1.9,7,22,52,52.007,0.127,55,7.664,1,398.51,11.5,34.058,58.521,35.58,46.0,17
7.638,17,2.2,4,21,46,47.109,0.085,47,7.705,1,354.42,8.7,28.218,53.374,28.904,32.0,7
6.959,16,2.3,4,21,43,43.011,0.091,44,7.462,1,320.86,9.3,26.369,48.883,28.188,29.0,7
4.824,22,2.0,7,19,49,49.447,0.135,52,8.549,1,418.92,12.2,33.358,55.05,34.676,46.0,17
5.757,18,5.3,3,13,38,38.825,0.075,40,12.752,2,484.58,5.3,28.038,41.949,29.813,36.5,16
4.301,23,3.8,8,22,53,53.334,0.143,56,7.821,2,414.51,11.3,34.772,59.73,36.034,47.0,17
5.076,22,2.0,7,20,49,49.123,0.135,52,7.847,1,384.48,12.2,32.531,55.106,33.819,45.0,17
5.409,21,2.1,7,19,48,48.342,0.137,51,8.031,1,385.47,14.6,32.025,54.189,33.063,45.0,16
5.602,20,2.2,7,18,46,46.316,0.143,49,8.489,1,390.51,13.0,31.191,51.61,32.705,43.5,15
4.027,29,10.4,16,36,77,78.163,0.203,79,7.386,8,568.69,5.2,47.233,87.312,48.841,54.0,17
6.509,26,7.1,12,30,70,72.13,0.167,72,8.31,5,581.68,7.1,44.393,80.29,45.421,54.5,16
5.0,24,3.8,6,22,52,52.12,0.111,54,8.076,2,419.94,5.8,34.589,58.01,36.398,44.5,18
5.0,22,3.5,8,25,57,57.396,0.136,59,7.923,2,451.61,12.3,36.508,64.564,38.449,46.0,13
5.0,23,6.6,9,27,61,61.858,0.143,63,7.632,4,465.57,11.5,38.277,69.478,39.472,48.0,13
5.1,23,4.1,7,20,49,49.131,0.137,51,7.846,2,384.47,8.2,32.73,54.734,34.023,44.0,19
5.3,18,5.0,6,16,40,40.469,0.146,41,8.545,2,341.82,7.5,27.009,44.764,28.114,35.0,14
5.0,19,4.1,6,24,49,49.003,0.12,50,7.386,2,361.91,6.1,30.116,55.425,32.159,33.0,8
5.0,23,5.0,8,27,60,60.531,0.129,62,7.493,3,449.57,11.7,37.562,68.268,39.017,47.0,13
5.0,17,4.7,6,18,43,43.673,0.136,44,8.369,2,359.85,11.6,28.052,48.761,29.125,35.5,11
5.0,17,4.8,6,17,42,42.647,0.14,43,8.974,2,376.9,9.5,28.217,47.182,29.767,35.5,11
5.0,22,4.3,6,18,46,46.353,0.125,48,8.519,2,391.88,6.5,31.536,51.179,32.875,42.5,18
5.0,22,4.2,7,19,48,48.349,0.14,50,8.03,2,385.46,10.4,32.224,53.817,33.267,44.0,18
5.4,18,5.0,6,15,40,40.793,0.146,41,9.406,2,376.26,7.5,27.836,44.708,28.972,36.0,14
5.0,21,4.4,6,17,45,45.571,0.128,47,8.73,2,392.87,8.9,31.03,50.262,32.12,42.5,17
5.0,24,6.3,10,29,64,64.741,0.152,66,7.494,4,479.6,10.9,39.804,72.893,41.233,49.0,13
5.2,24,4.6,10,30,65,65.516,0.149,67,7.363,3,478.62,12.3,40.11,74.182,41.784,49.0,13
5.0,22,4.0,6,22,50,50.12,0.115,52,7.918,2,395.92,6.0,32.589,56.01,34.398,40.0,14
5.0,17,4.7,6,18,43,43.673,0.136,44,8.369,2,359.85,11.6,28.052,48.761,29.125,35.5,11
5.2,23,4.1,7,20,49,49.131,0.137,51,7.846,2,384.47,8.2,32.73,54.734,34.023,44.0,19
5.2,22,4.2,7,19,48,48.349,0.14,50,8.03,2,385.46,10.4,32.224,53.817,33.267,44.0,18
5.0,23,4.1,7,20,49,49.131,0.137,51,7.846,2,384.47,8.2,32.73,54.734,34.023,44.0,19
5.4,23,4.8,9,28,62,62.632,0.141,64,7.493,3,464.59,12.9,38.584,70.767,40.023,48.0,13
5.0,18,4.3,6,22,46,46.12,0.128,47,7.563,2,347.88,6.5,28.589,52.01,30.398,32.0,8
5.1,20,4.3,6,20,46,46.236,0.128,47,8.041,2,369.88,6.5,30.063,51.595,31.637,37.0,14
5.1,22,4.0,7,21,50,50.232,0.135,52,7.75,2,387.48,10.0,32.751,56.232,34.029,43.5,17
5.0,20,4.4,7,17,45,45.542,0.149,47,8.7,2,391.49,11.1,30.885,50.322,32.154,42.5,16
5.2,22,4.0,7,21,50,50.232,0.135,52,7.75,2,387.48,10.0,32.751,56.232,34.029,43.5,17
5.6,19,4.7,6,18,43,43.353,0.136,44,8.276,2,355.85,7.0,28.536,48.179,29.875,36.0,14
