pXC50,SpMAD_EA.ed.,Hy,GATS2v,SpMax3_Bh.p.,SpMin1_Bh.s.,JGI3,P_VSA_LogP_2,Eta_epsi_A,MATS1p,Eta_B_A,MATS2p,CATS2D_03_AA,SpMAD_AEA.ri.,SpMAD_EA,X3A,H.050,nHDon,CATS2D_04_DL,P_VSA_i_4,Me,P_VSA_MR_5,P_VSA_e_3,MATS2v,CATS2D_02_AA,H.052,H.,CATS2D_07_AA,GATS7e,Eig01_AEA.ri.,SpMax_AEA.ri.,GATS1e,Eta_L_A,C.003,nCt,GATS2p,O.,Eig01_EA.ri.,SpDiam_EA.ri.,SpMax_EA.ri.,MATS1m,CATS2D_05_DL,SpMAD_AEA.ed.,Eig01_EA,SM09_AEA.bo.,SpMax_EA,X4A,MATS4s,ATSC2e,SpDiam_AEA.ri.,Psi_e_A,Psi_i_A,CATS2D_03_AL,NssO,SssO,AAC,IC0,NddssS,S.110,SddssS,CATS2D_03_DL,SM13_EA.ed.,GATS1m,MATS1i,MAXDN,Eig01_AEA.ed.,Eig01_EA.ed.
4.381,4.774,0.043,0.934,3.089,1.17,0.079,4.64,0.674,-0.194,0.046,0.022,2,1.527,1.523,0.181,1,1,0,1.519,1.041,6.159,1.519,0.08,4,0,48.1,0,1.119,4.36,4.36,0.688,0.268,0,0,1.101,18.5,3.205,5.1,3.205,0.254,0,1.665,3.418,3.418,3.418,0.109,-0.308,0.618,5.333,8.696,3.196,2,1,4.452,1.815,1.815,1,1,-3.467,0,32.796,0.857,-0.429,4.384,7.29,12.457
5.0,4.041,3.613,1.082,3.782,1.316,0.047,101.708,0.577,0.083,0.028,-0.051,0,1.462,1.461,0.193,7,7,13,86.929,1.002,128.183,86.929,-0.03,0,4,48.8,2,1.058,3.986,3.986,0.803,0.251,1,1,1.153,7.0,2.97,4.97,2.97,-0.009,14,1.531,2.991,2.991,2.991,0.123,-0.077,0.371,5.023,8.019,2.519,6,0,0.0,1.508,1.508,0,0,0.0,14,30.216,0.897,0.067,2.761,6.405,9.743
4.0,4.075,2.979,1.049,3.778,1.323,0.044,45.731,0.583,0.109,0.027,-0.031,0,1.461,1.46,0.192,6,6,12,68.919,1.003,63.381,68.919,-0.02,0,1,47.1,0,1.13,4.009,4.009,0.823,0.231,1,1,1.11,7.1,2.987,4.987,2.987,-0.013,10,1.539,3.017,3.017,3.017,0.123,-0.046,0.295,5.042,8.023,2.523,4,0,0.0,1.505,1.505,0,0,0.0,12,30.19,0.874,0.108,2.615,6.421,9.79
4.481,4.108,3.013,1.031,3.779,1.262,0.044,76.093,0.59,0.114,0.029,-0.022,0,1.473,1.472,0.194,6,6,11,68.919,1.005,93.744,68.919,-0.012,0,1,46.3,1,1.018,3.97,3.97,0.826,0.223,1,1,1.094,7.5,2.957,4.957,2.957,-0.015,9,1.536,2.975,2.975,2.975,0.123,-0.052,0.303,4.991,8.051,2.551,4,0,0.0,1.521,1.521,0,0,0.0,12,29.749,0.861,0.114,2.615,6.225,9.201
4.133,4.09,-0.521,0.907,3.123,1.19,0.061,61.8255,0.667,-0.27,0.027,0.089,3,1.445,1.448,0.188,0,0,0,66.652,1.034,77.922,66.652,0.112,2,0,44.4,0,0.919,4.087,4.087,0.636,0.25,0,0,1.008,11.1,2.99,4.878,2.99,0.055,0,1.607,3.129,3.129,3.129,0.116,-0.326,0.444,5.07,8.467,2.967,2,1,4.573,1.8,1.8,0,0,0.0,0,30.712,0.702,-0.158,2.138,6.647,10.617
4.332,4.334,-0.636,0.807,3.671,1.191,0.056,7.765,0.653,-0.244,0.032,0.1,4,1.47,1.471,0.186,0,0,0,3.124,1.03,7.765,3.124,0.151,5,0,45.1,8,0.732,4.146,4.146,0.685,0.226,0,0,0.919,15.7,3.02,5.02,3.02,0.219,0,1.575,3.203,3.203,3.203,0.118,-0.221,1.002,5.173,8.247,2.747,8,4,20.04,1.69,1.69,1,1,-3.716,0,31.345,0.779,-0.326,4.633,6.679,10.775
4.475,4.317,1.055,0.781,3.23,1.219,0.056,40.248,0.647,-0.135,0.027,0.2,3,1.463,1.468,0.182,3,3,1,35.608,1.029,49.073,35.608,0.212,1,0,46.0,2,0.886,4.107,4.107,0.811,0.231,0,0,0.858,14.0,3.027,5.027,3.027,0.031,2,1.621,3.143,3.143,3.143,0.114,-0.17,0.72,5.152,8.235,2.735,7,3,15.691,1.685,1.685,0,0,0.0,3,31.283,0.778,-0.222,2.366,6.649,10.627
4.526,4.187,1.203,1.017,3.219,1.217,0.055,40.248,0.653,-0.008,0.027,-0.038,1,1.481,1.48,0.188,3,3,2,52.393,1.028,67.168,52.393,-0.028,1,0,43.2,3,0.792,4.099,4.099,0.716,0.229,0,0,1.103,10.8,3.017,4.957,3.017,0.008,2,1.571,3.136,3.136,3.136,0.118,-0.167,0.392,5.139,8.325,2.825,3,0,0.0,1.747,1.747,0,0,0.0,2,30.788,0.756,-0.172,2.33,6.648,10.625
4.083,4.187,-0.151,0.89,3.218,1.213,0.055,25.775,0.653,-0.222,0.027,0.041,4,1.476,1.48,0.188,1,1,0,54.706,1.028,64.5,54.706,0.068,2,0,43.2,4,0.69,4.094,4.094,0.735,0.226,0,0,0.967,10.8,2.998,4.89,2.998,0.042,1,1.571,3.136,3.136,3.136,0.118,-0.215,0.512,5.163,8.23,2.73,2,1,4.685,1.747,1.747,0,0,0.0,0,30.788,0.715,-0.445,2.151,6.648,10.625
4.141,4.335,-0.177,0.933,3.244,1.217,0.055,25.775,0.676,-0.072,0.032,0.05,2,1.495,1.498,0.188,1,1,2,26.805,1.035,34.601,26.805,0.058,3,0,41.5,5,0.465,4.095,4.095,0.556,0.216,0,0,1.014,14.6,3.001,5.001,3.001,0.044,1,1.609,3.136,3.136,3.136,0.118,-0.227,0.64,5.136,8.458,2.958,10,1,4.679,1.739,1.739,0,0,0.0,2,30.822,0.675,-0.143,2.551,6.648,10.625
4.106,4.187,-0.197,0.912,3.219,1.215,0.055,25.775,0.633,-0.163,0.027,0.057,2,1.476,1.48,0.188,1,1,1,37.921,1.021,52.695,37.921,0.057,2,0,44.7,4,0.645,4.095,4.095,0.709,0.23,0,0,0.962,10.5,3.0,4.939,3.0,0.04,1,1.571,3.136,3.136,3.136,0.118,-0.216,0.461,5.135,8.183,2.683,4,1,4.697,1.681,1.681,0,0,0.0,1,30.788,0.741,-0.332,2.136,6.648,10.625
4.251,4.026,1.075,1.078,3.394,1.216,0.05,40.248,0.621,0.037,0.025,-0.084,1,1.462,1.461,0.193,3,3,2,35.608,1.016,49.073,35.608,-0.082,1,0,45.2,2,1.017,4.096,4.096,0.684,0.23,0,0,1.144,9.5,3.013,5.013,3.013,0.007,4,1.539,3.133,3.133,3.133,0.121,-0.155,0.318,5.131,8.21,2.71,2,0,0.0,1.643,1.643,0,0,0.0,2,30.726,0.796,-0.04,2.322,6.648,10.623
4.015,4.018,0.84,0.981,3.734,1.248,0.042,45.317,0.608,-0.022,0.021,0.031,2,1.448,1.449,0.192,3,3,2,35.608,1.012,45.317,35.608,0.009,1,0,46.0,4,0.883,4.109,4.109,0.745,0.23,0,0,1.017,9.5,3.027,5.027,3.027,0.031,4,1.531,3.146,3.146,3.146,0.122,-0.159,0.479,5.144,8.01,2.51,8,2,10.528,1.577,1.577,0,0,0.0,2,30.967,0.801,-0.066,2.351,6.671,10.726
4.087,4.157,-0.26,0.811,3.349,1.165,0.05,7.765,0.624,-0.156,0.025,0.183,3,1.453,1.455,0.189,1,1,0,3.124,1.02,7.765,3.124,0.159,2,0,46.7,2,0.819,4.091,4.091,0.834,0.232,0,0,0.843,13.3,2.992,4.992,2.992,0.039,1,1.583,3.134,3.134,3.134,0.119,-0.239,0.585,5.112,8.104,2.604,8,3,15.054,1.553,1.553,0,0,0.0,0,30.915,0.785,-0.257,2.195,6.664,10.685
4.517,4.547,-0.643,0.833,3.556,1.212,0.063,7.765,0.644,-0.198,0.037,0.152,3,1.504,1.504,0.184,0,0,0,3.124,1.026,25.415,3.124,0.128,5,0,45.2,6,1.024,4.315,4.315,0.585,0.234,0,0,0.818,14.3,3.093,5.093,3.093,0.241,0,1.62,3.398,3.398,3.398,0.114,-0.233,0.76,5.403,8.293,2.793,8,2,9.854,1.706,1.706,1,1,-3.956,0,32.957,0.784,-0.27,4.872,7.309,12.512
4.147,4.051,-0.646,0.805,3.355,1.19,0.046,61.8255,0.644,-0.19,0.021,0.205,4,1.435,1.438,0.189,0,0,0,66.652,1.024,77.922,66.652,0.169,2,0,43.5,2,0.749,4.101,4.101,0.724,0.222,0,0,0.836,10.9,3.007,5.007,3.007,0.062,0,1.565,3.142,3.142,3.142,0.119,-0.293,0.621,5.122,8.135,2.635,8,3,15.133,1.708,1.708,0,0,0.0,0,30.956,0.716,-0.108,2.2,6.67,10.721
4.165,4.157,0.337,0.868,3.351,1.248,0.05,45.731,0.597,-0.145,0.025,0.16,3,1.452,1.455,0.189,2,2,0,36.022,1.012,45.731,36.022,0.139,2,0,50.0,2,0.8,4.093,4.093,0.819,0.254,0,0,0.9,10.4,2.998,4.998,2.998,0.044,1,1.583,3.134,3.134,3.134,0.119,-0.209,0.515,5.114,7.979,2.479,8,3,15.222,1.561,1.561,0,0,0.0,0,30.915,0.842,-0.205,2.081,6.664,10.685
4.161,4.188,3.126,1.055,3.657,1.317,0.051,73.988,0.576,0.089,0.033,-0.018,0,1.475,1.474,0.198,6,6,9,68.919,1.003,109.289,68.919,0.018,0,2,50.0,1,0.929,4.005,4.005,0.833,0.257,2,2,1.147,7.6,2.983,4.983,2.983,-0.02,8,1.579,3.014,3.014,3.014,0.123,-0.082,0.302,5.024,8.096,2.596,4,0,0.0,1.515,1.515,0,0,0.0,12,29.994,0.922,0.079,2.769,6.377,9.622
4.0,4.039,2.391,1.029,3.774,1.254,0.041,25.186,0.603,0.157,0.027,-0.046,0,1.466,1.465,0.19,5,5,9,50.908,1.007,25.186,50.908,-0.054,0,0,43.1,0,1.13,3.938,3.938,0.857,0.197,0,0,1.075,7.8,2.933,4.933,2.933,-0.025,7,1.513,2.938,2.938,2.938,0.124,-0.026,0.222,4.947,8.052,2.552,3,0,0.0,1.513,1.513,0,0,0.0,9,29.399,0.825,0.179,2.585,6.167,9.148
4.58,4.774,1.662,1.083,3.051,1.174,0.079,19.113,0.704,-0.034,0.046,-0.065,1,1.536,1.523,0.181,3,3,1,15.991,1.051,20.631,15.991,-0.021,3,0,46.2,0,1.283,4.362,4.362,0.709,0.266,0,0,1.269,19.2,3.212,5.113,3.212,0.217,0,1.665,3.418,3.418,3.418,0.109,-0.249,0.536,5.32,8.911,3.411,1,0,0.0,1.926,1.926,1,1,-3.538,1,32.796,0.877,-0.201,4.455,7.29,12.457
4.606,4.482,-0.707,0.885,3.71,1.231,0.057,4.64,0.636,-0.131,0.03,0.125,3,1.505,1.505,0.183,0,0,0,1.519,1.02,14.984,1.519,0.057,5,0,42.9,4,1.21,4.498,4.498,0.586,0.22,0,0,0.874,12.2,3.295,5.295,3.295,0.205,0,1.583,3.57,3.57,3.57,0.113,-0.293,0.669,5.582,8.14,2.64,12,2,10.217,1.652,1.652,1,1,-3.952,0,34.305,0.781,-0.202,4.869,7.736,13.99
4.291,4.536,-0.683,0.831,3.71,1.231,0.056,4.64,0.658,-0.13,0.033,0.153,3,1.513,1.507,0.184,0,0,0,1.519,1.027,14.984,1.519,0.085,5,0,40.8,4,1.145,4.498,4.498,0.587,0.224,0,0,0.806,12.2,3.295,5.295,3.295,0.141,0,1.603,3.57,3.57,3.57,0.112,-0.317,0.722,5.585,8.179,2.679,12,2,10.212,1.77,1.77,1,1,-3.975,0,34.306,0.675,-0.204,4.892,7.736,13.99
4.439,4.483,-0.671,0.875,3.687,1.208,0.057,4.64,0.673,-0.138,0.03,0.113,3,1.513,1.505,0.183,0,0,0,1.519,1.031,6.159,1.519,0.02,5,0,39.1,4,0.926,4.497,4.497,0.593,0.219,0,0,0.836,13.0,3.294,5.294,3.294,0.139,0,1.582,3.569,3.569,3.569,0.113,-0.358,0.725,5.584,8.215,2.715,12,2,10.174,1.8,1.8,1,1,-3.958,0,34.305,0.666,-0.214,4.875,7.736,13.989
4.213,4.689,-0.649,0.857,3.694,1.213,0.064,4.64,0.658,-0.184,0.035,0.154,3,1.521,1.52,0.18,0,0,0,1.519,1.028,14.984,1.519,0.067,7,0,42.0,8,1.149,4.5,4.5,0.508,0.218,0,0,0.806,14.0,3.297,5.297,3.297,0.29,0,1.598,3.571,3.571,3.571,0.111,-0.286,0.911,5.587,8.264,2.764,14,2,9.991,1.752,1.752,2,2,-8.168,0,34.512,0.806,-0.225,5.04,7.736,13.99
4.403,4.745,-0.558,0.894,3.663,1.208,0.073,4.64,0.688,-0.233,0.041,0.065,3,1.527,1.523,0.177,0,0,0,1.519,1.04,6.159,1.519,0.048,7,0,42.5,8,0.975,4.498,4.498,0.531,0.227,0,0,0.939,17.5,3.296,5.296,3.296,0.309,0,1.591,3.57,3.57,3.57,0.11,-0.301,0.946,5.553,8.493,2.993,8,2,9.467,1.841,1.841,2,2,-7.744,0,34.319,0.821,-0.32,4.89,7.736,13.99
4.135,4.661,0.391,0.954,3.56,1.252,0.057,33.367,0.633,-0.069,0.032,0.088,3,1.5,1.5,0.177,2,2,1,15.991,1.023,43.711,15.991,0.04,4,4,46.8,0,1.768,4.579,4.579,0.653,0.27,0,0,0.962,12.8,3.46,5.46,3.46,0.206,0,1.621,3.631,3.631,3.631,0.105,-0.2,0.696,5.641,8.14,2.64,9,2,11.533,1.733,1.733,1,1,-3.946,1,34.684,0.824,-0.116,4.862,7.759,14.177
4.127,4.69,-0.649,0.857,3.71,1.231,0.064,4.64,0.658,-0.184,0.035,0.154,3,1.522,1.52,0.18,0,0,0,1.519,1.028,14.984,1.519,0.067,7,0,42.0,8,1.081,4.501,4.501,0.508,0.218,0,0,0.806,14.0,3.298,5.298,3.298,0.29,0,1.594,3.572,3.572,3.572,0.111,-0.286,0.911,5.585,8.264,2.764,14,2,9.976,1.752,1.752,2,2,-8.168,0,34.512,0.806,-0.225,5.029,7.736,13.991
4.383,4.801,-0.576,0.847,3.69,1.231,0.071,4.64,0.67,-0.218,0.044,0.104,3,1.527,1.525,0.178,0,0,0,1.519,1.035,14.984,1.519,0.112,7,0,44.2,8,1.197,4.499,4.499,0.524,0.233,0,0,0.906,16.3,3.297,5.297,3.297,0.31,0,1.618,3.571,3.571,3.571,0.109,-0.262,0.952,5.56,8.438,2.938,8,2,9.505,1.806,1.806,2,2,-7.767,0,34.32,0.826,-0.302,4.907,7.736,13.99
4.238,4.8,0.483,0.937,3.47,1.209,0.068,28.298,0.681,-0.083,0.031,0.085,3,1.526,1.526,0.173,2,2,1,15.991,1.038,29.816,15.991,0.004,4,0,42.1,0,1.515,4.581,4.581,0.676,0.245,0,0,0.938,15.8,3.463,5.463,3.463,0.205,0,1.609,3.633,3.633,3.633,0.104,-0.269,0.734,5.647,8.288,2.788,7,2,10.995,1.837,1.837,1,1,-3.905,1,34.685,0.789,-0.135,4.822,7.759,14.178
4.082,4.698,0.45,0.972,3.498,1.223,0.061,30.832,0.663,-0.078,0.03,0.064,3,1.515,1.512,0.175,2,2,1,15.991,1.032,32.351,15.991,-0.011,4,0,43.9,0,1.524,4.579,4.579,0.666,0.256,0,0,0.97,14.6,3.46,5.46,3.46,0.206,0,1.606,3.631,3.631,3.631,0.105,-0.247,0.72,5.649,8.232,2.732,7,2,11.245,1.8,1.8,1,1,-3.917,1,34.684,0.8,-0.128,4.834,7.759,14.177
4.162,4.802,-0.576,0.847,3.611,1.212,0.068,4.64,0.67,-0.218,0.044,0.104,3,1.528,1.526,0.181,0,0,0,1.519,1.035,14.984,1.519,0.112,7,0,44.2,8,1.032,4.379,4.379,0.524,0.233,0,0,0.906,16.3,3.215,5.215,3.215,0.31,0,1.624,3.443,3.443,3.443,0.111,-0.266,0.952,5.467,8.438,2.938,8,2,9.719,1.806,1.806,2,2,-7.767,0,33.519,0.826,-0.302,4.976,7.317,12.562
4.26,4.68,-0.64,0.801,3.469,1.231,0.066,4.64,0.657,-0.156,0.036,0.207,3,1.514,1.517,0.181,0,0,0,1.519,1.029,14.984,1.519,0.152,4,0,42.9,0,1.656,4.498,4.498,0.536,0.222,0,0,0.796,14.3,3.303,5.303,3.303,0.235,0,1.64,3.568,3.568,3.568,0.109,-0.311,0.559,5.559,8.371,2.871,8,1,4.566,1.749,1.749,1,1,-3.881,0,34.3,0.791,-0.26,4.798,7.736,13.987
4.413,4.3,-0.053,0.924,3.088,1.164,0.072,7.765,0.633,-0.208,0.034,0.055,2,1.481,1.482,0.188,1,1,0,3.124,1.027,16.59,3.124,0.092,2,0,50.0,0,0.956,4.076,4.076,0.805,0.272,0,0,1.023,15.4,2.974,4.856,2.974,0.013,1,1.651,3.12,3.12,3.12,0.115,-0.252,0.419,5.048,8.462,2.962,2,1,4.519,1.619,1.619,0,0,0.0,0,30.661,0.818,-0.404,2.133,6.64,10.578
4.77,4.05,3.613,1.082,3.782,1.323,0.048,101.708,0.577,0.083,0.026,-0.051,0,1.455,1.454,0.195,7,7,13,86.929,1.002,128.183,86.929,-0.03,0,3,48.8,2,0.955,4.019,4.019,0.803,0.252,1,1,1.153,7.0,2.997,4.997,2.997,-0.009,13,1.544,3.028,3.028,3.028,0.123,-0.084,0.371,5.057,8.019,2.519,6,0,0.0,1.508,1.508,0,0,0.0,15,30.529,0.897,0.067,2.761,6.428,9.819
4.699,4.181,3.645,1.038,3.783,1.323,0.049,94.104,0.582,0.086,0.03,-0.013,0,1.477,1.476,0.194,7,7,13,86.929,1.003,129.405,86.929,0.008,0,2,48.2,2,0.859,4.021,4.021,0.805,0.244,2,2,1.11,7.2,2.999,4.999,2.999,-0.01,11,1.567,3.03,3.03,3.03,0.122,-0.079,0.383,5.059,8.05,2.55,6,0,0.0,1.521,1.521,0,0,0.0,16,30.599,0.886,0.07,2.763,6.429,9.819
4.26,4.293,2.875,1.023,3.79,1.261,0.049,83.858,0.595,0.078,0.029,-0.019,1,1.499,1.498,0.187,6,6,10,72.043,1.007,101.508,72.043,-0.009,1,5,46.2,3,0.811,4.136,4.136,0.791,0.238,1,1,1.086,7.7,3.078,5.078,3.078,0.001,7,1.567,3.163,3.163,3.163,0.119,-0.11,0.413,5.174,8.044,2.544,8,0,0.0,1.547,1.547,0,0,0.0,12,31.349,0.838,0.031,2.748,6.732,10.878
4.77,4.159,2.847,1.069,3.79,1.312,0.047,91.462,0.589,0.074,0.026,-0.058,1,1.477,1.475,0.188,6,6,10,72.043,1.005,100.287,72.043,-0.047,1,6,46.9,3,0.909,4.136,4.136,0.788,0.246,0,0,1.13,7.4,3.078,5.078,3.078,0.002,9,1.548,3.162,3.162,3.162,0.119,-0.114,0.4,5.174,8.012,2.512,8,0,0.0,1.532,1.532,0,0,0.0,11,31.317,0.85,0.029,2.746,6.732,10.878
4.475,4.606,1.303,1.026,3.429,1.209,0.069,19.113,0.679,0.016,0.033,0.064,1,1.522,1.514,0.18,3,3,1,15.991,1.037,20.631,15.991,-0.057,3,0,42.4,0,0.935,4.496,4.496,0.664,0.234,0,0,0.988,15.2,3.297,5.297,3.297,0.194,0,1.611,3.567,3.567,3.567,0.11,-0.282,0.495,5.55,8.522,3.022,7,0,0.0,1.864,1.864,1,1,-3.875,1,34.3,0.84,-0.028,4.791,7.736,13.986
4.151,4.157,0.337,0.817,3.352,1.184,0.05,40.662,0.609,-0.143,0.025,0.192,3,1.452,1.455,0.189,2,2,0,36.022,1.015,40.662,36.022,0.163,2,0,47.8,2,0.715,4.093,4.093,0.825,0.233,0,0,0.843,10.9,2.998,4.998,2.998,0.042,1,1.583,3.134,3.134,3.134,0.119,-0.227,0.527,5.114,8.021,2.521,8,3,15.14,1.584,1.584,0,0,0.0,0,30.915,0.809,-0.2,2.115,6.664,10.685
5.301,4.215,4.853,1.08,3.789,1.324,0.047,125.377,0.588,0.04,0.028,-0.062,1,1.483,1.484,0.19,9,9,13,141.636,1.005,188.839,141.636,-0.04,1,8,47.9,1,1.239,4.134,4.134,0.79,0.254,2,2,1.159,6.8,3.061,5.061,3.061,0.009,15,1.552,3.166,3.166,3.166,0.119,-0.127,0.623,5.192,8.008,2.508,8,0,0.0,1.568,1.568,0,0,0.0,16,31.454,0.862,-0.041,2.879,6.736,10.893
4.033,4.774,-0.487,0.844,3.086,1.144,0.079,4.64,0.704,-0.251,0.046,0.046,3,1.521,1.523,0.181,0,0,0,1.519,1.049,6.159,1.519,0.14,4,0,44.0,0,1.427,4.363,4.363,0.579,0.239,0,0,1.043,20.0,3.219,5.116,3.219,0.265,0,1.665,3.418,3.418,3.418,0.109,-0.365,0.604,5.335,8.792,3.292,2,1,4.411,1.871,1.871,1,1,-3.528,0,32.796,0.811,-0.477,4.445,7.29,12.457
4.269,4.606,-0.146,0.914,3.428,1.208,0.069,4.64,0.656,-0.119,0.033,0.14,2,1.517,1.514,0.18,1,1,0,1.519,1.029,6.159,1.519,0.039,4,0,44.1,0,1.182,4.496,4.496,0.652,0.236,0,0,0.877,14.7,3.293,5.293,3.293,0.225,0,1.611,3.567,3.567,3.567,0.11,-0.33,0.569,5.55,8.364,2.864,8,1,4.588,1.757,1.757,1,1,-3.803,0,34.3,0.822,-0.233,4.72,7.736,13.986
4.323,4.55,-0.601,0.859,3.549,1.186,0.059,4.64,0.689,-0.179,0.038,0.052,3,1.517,1.508,0.185,0,0,0,1.519,1.039,6.159,1.519,0.074,5,0,41.0,4,0.722,4.363,4.363,0.616,0.235,0,0,0.961,15.4,3.208,5.208,3.208,0.146,0,1.603,3.422,3.422,3.422,0.113,-0.339,0.774,5.45,8.385,2.885,6,2,9.902,1.88,1.88,1,1,-3.622,0,32.817,0.675,-0.303,4.539,7.292,12.467
4.416,4.68,-0.173,0.859,3.47,1.231,0.066,4.64,0.638,-0.11,0.036,0.187,2,1.518,1.517,0.181,1,1,0,1.519,1.024,14.984,1.519,0.116,4,0,45.9,0,1.502,4.496,4.496,0.645,0.242,0,0,0.839,13.5,3.294,5.294,3.294,0.224,0,1.64,3.568,3.568,3.568,0.109,-0.285,0.566,5.557,8.304,2.804,8,1,4.607,1.718,1.718,1,1,-3.82,0,34.3,0.834,-0.218,4.737,7.736,13.987
4.007,4.317,-0.236,0.716,3.23,1.217,0.056,25.775,0.633,-0.241,0.027,0.253,4,1.46,1.468,0.182,1,1,0,21.135,1.024,34.601,21.135,0.257,2,0,47.1,3,0.811,4.103,4.103,0.807,0.232,0,0,0.766,13.7,3.014,5.014,3.014,0.054,1,1.621,3.143,3.143,3.143,0.114,-0.211,0.775,5.149,8.123,2.623,8,4,20.493,1.619,1.619,0,0,0.0,2,31.283,0.769,-0.356,2.172,6.649,10.627
4.206,4.122,0.915,0.933,3.703,1.248,0.045,45.317,0.628,-0.054,0.022,0.072,2,1.459,1.461,0.189,3,3,2,52.393,1.019,63.412,52.393,0.052,1,0,44.8,5,0.753,4.112,4.112,0.762,0.229,0,0,0.978,10.3,3.031,5.031,3.031,0.033,2,1.551,3.148,3.148,3.148,0.12,-0.158,0.562,5.152,8.073,2.573,9,2,10.508,1.654,1.654,0,0,0.0,2,31.016,0.774,-0.141,2.359,6.671,10.728
4.289,4.385,0.365,0.77,3.23,1.215,0.059,25.775,0.645,-0.171,0.03,0.193,3,1.482,1.489,0.179,2,2,0,21.135,1.028,34.601,21.135,0.214,1,0,45.8,2,0.748,4.096,4.096,0.837,0.229,0,0,0.848,14.6,3.01,5.01,3.01,0.031,2,1.623,3.135,3.135,3.135,0.115,-0.178,0.72,5.141,8.244,2.744,7,3,15.658,1.642,1.642,0,0,0.0,3,31.213,0.771,-0.292,2.76,6.626,10.527
4.547,4.748,-0.558,0.894,3.58,1.201,0.07,4.64,0.688,-0.233,0.041,0.065,3,1.528,1.525,0.18,0,0,0,1.519,1.04,6.159,1.519,0.048,7,0,42.5,8,0.687,4.379,4.379,0.531,0.228,0,0,0.939,17.5,3.215,5.215,3.215,0.309,0,1.592,3.443,3.443,3.443,0.112,-0.306,0.946,5.463,8.493,2.993,8,2,9.666,1.841,1.841,2,2,-7.744,0,33.518,0.821,-0.32,4.959,7.317,12.561
4.325,4.641,-0.636,0.9,3.688,1.209,0.065,4.64,0.672,-0.195,0.033,0.119,3,1.521,1.518,0.179,0,0,0,1.519,1.032,6.159,1.519,0.004,7,0,40.4,8,0.874,4.5,4.5,0.512,0.213,0,0,0.831,14.9,3.297,5.297,3.297,0.29,0,1.575,3.571,3.571,3.571,0.112,-0.322,0.908,5.584,8.304,2.804,14,2,9.938,1.78,1.78,2,2,-8.145,0,34.512,0.801,-0.237,5.023,7.736,13.99
4.271,4.48,-0.627,0.932,3.548,1.186,0.061,4.64,0.661,-0.185,0.035,0.006,3,1.507,1.505,0.184,0,0,0,1.519,1.031,6.159,1.519,0.031,5,0,43.6,4,0.745,4.363,4.363,0.609,0.231,0,0,1.06,15.4,3.208,5.208,3.208,0.226,0,1.572,3.422,3.422,3.422,0.114,-0.311,0.717,5.447,8.345,2.845,6,2,9.907,1.739,1.739,1,1,-3.599,0,32.816,0.789,-0.301,4.516,7.292,12.467
4.12,4.606,-0.621,0.857,3.427,1.207,0.069,4.64,0.678,-0.17,0.033,0.158,3,1.512,1.514,0.18,0,0,0,1.519,1.035,6.159,1.519,0.071,4,0,40.6,0,1.324,4.497,4.497,0.544,0.215,0,0,0.834,15.6,3.302,5.302,3.302,0.237,0,1.611,3.567,3.567,3.567,0.11,-0.372,0.56,5.551,8.434,2.934,8,1,4.546,1.79,1.79,1,1,-3.864,0,34.3,0.78,-0.279,4.781,7.736,13.986
4.314,4.853,0.45,0.884,3.512,1.232,0.066,28.298,0.663,-0.078,0.035,0.131,3,1.527,1.528,0.175,2,2,1,15.991,1.032,38.641,15.991,0.08,4,0,43.9,0,1.75,4.582,4.582,0.666,0.25,0,0,0.901,14.6,3.463,5.463,3.463,0.206,0,1.636,3.633,3.633,3.633,0.103,-0.236,0.728,5.648,8.239,2.739,7,2,11.033,1.8,1.8,1,1,-3.922,1,34.685,0.8,-0.128,4.838,7.759,14.178
4.359,4.425,-0.696,0.931,3.686,1.208,0.058,4.64,0.649,-0.139,0.027,0.082,3,1.504,1.502,0.183,0,0,0,1.519,1.024,6.159,1.519,-0.009,5,0,41.3,4,0.972,4.497,4.497,0.59,0.215,0,0,0.908,13.0,3.294,5.294,3.294,0.207,0,1.56,3.569,3.569,3.569,0.114,-0.331,0.671,5.581,8.176,2.676,12,2,10.179,1.677,1.677,1,1,-3.935,0,34.305,0.769,-0.212,4.852,7.736,13.989
4.664,4.68,1.251,0.955,3.471,1.232,0.066,19.113,0.658,0.015,0.036,0.122,1,1.524,1.517,0.181,3,3,1,15.991,1.031,29.457,15.991,0.041,3,0,44.4,0,1.293,4.497,4.497,0.653,0.24,0,0,0.94,13.9,3.298,5.298,3.298,0.196,0,1.64,3.568,3.568,3.568,0.109,-0.239,0.495,5.558,8.454,2.954,7,0,0.0,1.819,1.819,1,1,-3.891,1,34.3,0.849,-0.027,4.808,7.736,13.987
4.5,4.922,-0.436,0.898,3.517,1.192,0.083,4.64,0.709,-0.291,0.053,-0.026,3,1.536,1.533,0.176,0,0,0,1.519,1.052,6.159,1.519,0.085,7,0,45.5,8,0.875,4.367,4.367,0.561,0.25,0,0,1.09,21.2,3.211,5.109,3.211,0.333,0,1.63,3.425,3.425,3.425,0.109,-0.28,0.973,5.394,8.787,3.287,2,2,9.195,1.885,1.885,2,2,-7.344,0,32.879,0.849,-0.479,4.623,7.292,12.469
