pXC50,Eta_betaS_A,N.,Hy,Eig11_EA.dm.,GATS8v,ATSC7m,ATSC7v,JGI8,Eig12_EA.ed.,SM07_AEA.ri.,BIC0,SpMin5_Bh.i.,CATS2D_03_LL,ATSC5p,SpMax3_Bh.m.,Eig07_EA.bo.,GATS8p,ATSC1v,ATSC6p,Eta_FL,ATSC5v,P_VSA_i_4,P_VSA_LogP_7,ATS7i,SpMax5_Bh.v.,piPC04,SM04_EA.bo.,CATS2D_08_LL,X1Per,X1MulPer,piID,SpMax2_Bh.i.,Eig06_EA.bo.,ATS5p,Chi1_EA.bo.,Eig07_AEA.bo.,ATSC5i,Eta_beta,ATSC3p,ATS6s,SpMax6_Bh.v.,ATSC6v,P_VSA_s_3,Eig04_AEA.bo.,Eig05_EA.bo.,SM15_AEA.ri.,piPC02,SM02_EA.bo.,Eig06_AEA.bo.,GATS8m,ATS5m,SpMax4_Bh.m.,ATS6e,ATS6v,piPC03,ATS1v,nCt,SpMax6_Bh.p.,X5Av,Eta_betaP,Psi_i_s,ICR,Eig08_AEA.bo.,SpMax6_Bh.m.,Eig12_EA.dm.,piPC01,SCBO,X1Kup
6.427,0.591,2.0,-0.851,0.0,1.15,24.092,11.94,0.008,-0.688,-0.688,0.226,1.274,10,10.474,3.542,1.5,1.098,7.02,9.116,4.135,14.885,3.124,317.82,4.867,3.148,4.66,6.396,10,6.785,8.075,7.8,3.818,1.645,3.935,9.66,2.5,1.26,22.0,10.221,5.791,2.984,12.984,32.076,3.201,1.762,1.762,3.773,4.454,2.646,1.141,3.694,3.339,4.8,3.724,4.216,3.385,1,2.994,0.033,9.0,45.333,2.681,2.313,2.981,0.0,3.367,28.0,8.324
6.607,0.625,4.9,-0.399,0.0,0.751,32.317,16.746,0.011,-0.243,-0.243,0.242,1.116,21,10.567,3.653,1.882,0.771,5.249,11.261,5.049,14.694,34.796,200.109,5.099,3.059,5.312,6.967,1,6.369,7.767,10.258,3.831,2.07,4.151,9.753,2.769,1.37,27.25,10.018,5.635,2.91,15.597,36.535,3.405,2.153,2.153,4.094,4.779,2.906,1.433,3.925,3.383,4.797,3.946,4.7,3.403,0,2.941,0.031,13.5,42.278,2.131,2.548,2.932,0.0,3.497,32.0,7.976
6.01,0.611,2.7,-0.818,0.0,1.016,17.236,8.158,0.013,-2.347,-2.347,0.256,0.986,9,8.407,3.374,1.147,0.969,4.968,7.132,4.172,11.795,3.124,223.651,4.541,2.829,4.669,6.451,2,5.051,6.03,7.515,3.808,1.5,3.716,7.526,2.175,1.017,20.0,7.35,5.565,2.743,10.028,25.6,3.164,1.672,1.672,3.701,4.382,2.5,0.935,3.484,3.136,4.554,3.424,4.216,3.154,0,2.758,0.032,9.0,39.167,2.261,1.548,2.735,0.0,3.219,24.0,6.253
7.606,0.596,1.9,-0.874,0.0,1.002,26.95,13.242,0.01,0.775,0.775,0.218,1.347,16,12.108,3.667,1.702,0.96,7.303,10.149,6.127,16.567,3.124,317.82,4.978,3.235,5.088,6.891,14,7.511,9.002,9.131,3.961,2.297,4.037,10.965,2.687,1.446,30.5,11.338,5.852,3.026,13.624,39.098,3.438,2.47,2.47,4.127,4.812,3.169,1.044,3.808,3.412,4.825,3.836,4.625,3.542,0,3.023,0.032,15.0,53.5,2.83,2.5,3.063,0.0,3.611,36.0,9.316
6.22,0.611,1.9,-0.843,0.0,1.069,26.748,12.7,0.009,0.844,0.844,0.227,1.334,13,12.576,3.667,1.703,1.062,7.195,10.528,6.571,17.297,3.124,317.82,4.946,3.221,5.115,6.905,13,7.579,9.1,9.239,3.945,2.297,4.078,11.388,2.687,1.499,32.0,11.117,5.894,3.017,14.183,41.156,3.488,2.47,2.47,4.143,4.828,3.17,0.983,3.846,3.413,4.882,3.857,4.654,3.554,0,3.009,0.031,15.5,57.0,2.904,2.5,3.084,0.0,3.638,37.0,9.387
6.397,0.58,1.7,-0.869,0.0,1.076,29.673,14.836,0.007,0.635,0.635,0.21,1.37,13,12.585,3.605,1.544,1.05,8.53,11.201,4.135,18.059,3.124,388.446,5.113,3.256,4.688,6.425,11,8.035,9.545,7.974,3.849,1.676,4.102,11.16,2.559,1.495,23.5,12.392,5.903,3.112,16.185,39.679,3.201,1.883,1.883,3.839,4.522,2.658,1.092,3.791,3.429,4.987,3.875,4.259,3.53,1,3.113,0.038,9.0,49.833,2.919,2.5,3.139,0.0,3.466,31.0,9.824
6.102,0.625,3.8,-0.672,0.0,0.0,6.664,2.651,0.0,0.0,0.0,0.299,0.804,0,2.015,2.93,-1.228,0.0,3.184,1.664,1.891,3.558,0.0,188.338,3.58,2.57,2.079,5.153,0,2.799,3.188,4.174,3.574,-1.0,2.501,4.124,0.0,0.239,7.75,4.107,4.388,2.156,2.658,13.889,0.926,-1.0,-1.0,2.708,3.367,0.0,0.0,2.145,2.499,3.221,2.254,2.197,2.517,0,2.135,0.045,1.5,24.667,1.761,-0.294,2.247,0.0,2.398,10.0,3.441
4.96,0.596,1.7,-0.874,0.0,1.08,29.607,14.432,0.007,0.791,0.791,0.209,1.364,16,13.396,3.67,1.607,1.04,8.77,11.437,4.135,19.147,3.124,388.446,5.088,3.249,4.759,6.494,13,8.399,10.099,8.25,3.948,1.695,4.139,12.178,2.62,1.584,24.5,13.995,5.925,3.073,16.317,42.214,3.435,2.308,2.308,3.922,4.605,2.672,1.151,3.825,3.441,5.012,3.89,4.341,3.587,2,3.063,0.044,9.0,50.667,2.83,2.5,3.117,0.0,3.526,33.0,10.341
5.935,0.7,2.6,-0.419,0.0,1.126,15.581,9.449,0.009,0.369,0.369,0.231,1.324,11,8.074,3.314,1.656,1.102,5.702,6.741,2.672,11.364,3.124,211.88,4.495,2.945,5.191,6.723,6,6.514,8.187,9.924,3.931,2.089,3.619,11.894,2.656,0.981,20.0,12.094,5.062,2.877,9.273,7.826,3.597,2.567,2.567,4.016,4.7,2.932,1.05,3.233,3.082,4.257,3.451,4.613,3.431,8,2.893,0.033,6.0,35.917,2.126,2.5,2.855,0.0,3.401,29.0,8.304
6.572,0.592,2.5,-0.879,0.0,1.221,21.048,12.299,0.01,-2.0,-2.0,0.23,1.006,10,7.761,3.522,1.5,1.2,5.507,8.076,5.011,10.659,3.124,247.193,4.834,2.871,4.73,6.435,1,5.327,6.3,7.821,3.841,1.5,3.701,7.899,2.5,0.946,23.25,8.024,5.261,2.715,11.528,13.069,3.117,1.908,1.908,3.761,4.443,2.5,1.162,3.403,3.163,4.45,3.599,4.227,3.228,0,2.735,0.031,12.0,37.167,2.249,2.405,2.687,0.0,3.296,26.0,6.558
7.123,0.607,4.9,-0.338,0.0,0.948,25.216,12.967,0.004,-0.973,-0.973,0.259,1.001,5,8.783,3.547,1.5,0.934,5.183,9.28,5.455,12.12,19.91,200.109,4.944,2.882,4.794,6.565,6,5.701,6.822,7.923,3.912,1.566,3.829,8.444,2.5,1.16,26.25,7.775,5.778,2.715,12.707,15.287,3.085,2.032,2.032,3.871,4.554,2.574,0.895,3.65,3.243,4.698,3.702,4.35,3.274,1,2.735,0.031,13.5,48.833,2.506,2.5,2.775,0.0,3.401,29.0,7.012
5.515,0.645,0.0,0.572,0.532,1.08,139.828,68.99,0.012,6.178,6.178,0.187,1.712,19,42.034,3.822,2.942,1.071,19.13,44.73,7.912,59.854,0.0,812.206,6.626,3.631,5.485,7.31,28,18.066,22.016,12.32,3.979,2.967,5.332,31.507,3.861,4.95,46.5,32.118,7.214,3.617,63.761,41.617,4.062,3.082,3.082,4.754,5.442,3.921,1.072,5.132,3.746,6.342,5.272,5.124,4.4,5,3.611,0.033,6.5,136.667,3.444,3.769,3.639,0.532,4.304,73.0,22.76
7.237,0.58,1.7,-0.869,0.0,1.076,29.673,14.836,0.007,0.635,0.635,0.21,1.37,13,12.458,3.605,1.5,1.05,8.53,11.084,4.104,17.833,3.124,388.446,5.113,3.262,4.75,6.515,11,8.053,9.563,7.974,3.848,1.705,4.096,11.087,2.519,1.485,23.5,12.311,5.895,3.095,16.001,45.399,3.175,1.887,1.887,3.861,4.543,2.691,1.092,3.794,3.429,4.975,3.873,4.314,3.53,0,3.101,0.038,9.0,49.667,2.919,2.5,3.115,0.0,3.466,31.0,9.848
9.423,0.674,2.1,-0.326,0.0,1.066,20.905,10.102,0.018,-0.094,-0.094,0.251,1.282,5,9.657,3.505,1.963,1.031,6.318,6.944,4.385,13.752,0.0,270.735,4.703,3.142,4.789,6.611,2,6.694,8.203,8.115,3.961,2.0,3.752,11.512,2.869,1.127,23.0,11.574,5.578,2.892,9.352,15.446,3.639,2.302,2.302,3.942,4.625,3.0,1.069,3.584,3.276,4.513,3.52,4.353,3.42,1,2.917,0.037,7.5,51.333,2.525,2.5,2.86,0.0,3.434,30.0,8.388
9.699,0.63,2.0,-0.369,0.0,1.092,30.81,16.518,0.013,-0.848,-0.848,0.233,1.497,7,10.279,3.67,1.5,1.044,7.254,10.558,3.885,14.029,0.0,317.82,5.16,3.027,4.697,6.57,1,7.114,8.557,7.378,3.986,1.911,3.971,11.087,2.5,1.261,22.0,12.675,5.863,2.715,14.716,27.261,3.403,2.121,2.121,3.882,4.564,2.846,1.046,3.863,3.376,4.851,3.886,4.287,3.44,2,2.735,0.037,7.5,49.75,2.414,2.405,2.758,0.0,3.401,29.0,8.791
7.754,0.67,2.3,-0.31,0.0,1.048,19.677,9.442,0.016,-0.122,-0.122,0.262,1.144,5,8.185,3.503,1.904,1.03,5.623,6.57,4.244,11.172,3.124,235.422,4.649,2.932,4.737,6.494,2,6.207,7.66,8.01,3.958,2.0,3.625,11.017,2.844,0.967,22.25,9.795,5.529,2.892,8.666,15.446,3.358,2.111,2.111,3.882,4.564,3.0,0.985,3.523,3.256,4.429,3.467,4.301,3.368,1,2.917,0.033,7.5,49.833,2.517,2.5,2.857,0.0,3.401,29.0,7.795
6.01,0.611,2.7,-0.818,0.0,1.016,17.236,8.158,0.013,-2.347,-2.347,0.256,0.986,9,8.407,3.374,1.147,0.969,4.968,7.132,4.172,11.795,3.124,223.651,4.541,2.829,4.669,6.451,2,5.051,6.03,7.515,3.808,1.5,3.716,7.526,2.175,1.017,20.0,7.35,5.565,2.743,10.028,25.6,3.164,1.672,1.672,3.701,4.382,2.5,0.935,3.484,3.136,4.554,3.424,4.216,3.154,0,2.758,0.032,9.0,39.167,2.261,1.548,2.735,0.0,3.219,24.0,6.253
7.606,0.596,1.9,-0.874,0.0,1.002,26.95,13.242,0.01,0.775,0.775,0.218,1.347,16,12.108,3.667,1.702,0.96,7.303,10.149,6.127,16.567,3.124,317.82,4.978,3.235,5.088,6.891,14,7.511,9.002,9.131,3.961,2.297,4.037,10.965,2.687,1.446,30.5,11.338,5.852,3.026,13.624,39.098,3.438,2.47,2.47,4.127,4.812,3.169,1.044,3.808,3.412,4.825,3.836,4.625,3.542,0,3.023,0.032,15.0,53.5,2.83,2.5,3.063,0.0,3.611,36.0,9.316
8.767,0.62,2.1,-0.901,0.0,1.091,28.396,17.749,0.008,0.0,0.0,0.213,1.199,12,11.743,3.729,1.879,1.084,6.911,10.782,4.888,16.329,3.124,294.278,5.111,2.981,4.951,6.63,9,7.012,8.499,8.434,3.973,1.908,4.01,10.86,2.781,1.346,26.25,11.729,5.502,2.926,15.039,16.509,3.286,2.132,2.132,3.989,4.673,2.879,1.036,3.658,3.255,4.714,3.942,4.472,3.475,0,2.951,0.038,12.0,42.167,2.353,2.5,2.89,0.0,3.497,32.0,8.719
5.177,0.625,0.0,1.632,0.0,0.989,61.486,21.153,0.018,1.693,1.693,0.263,1.372,25,25.402,3.844,2.286,0.858,8.07,23.083,4.21,33.028,14.96,306.049,5.534,3.285,5.088,7.13,2,8.448,10.405,9.186,3.935,2.526,4.692,15.624,3.267,2.982,27.5,19.252,6.821,3.129,28.785,28.183,4.092,2.865,2.865,4.29,4.977,3.434,1.209,4.531,3.515,5.596,4.365,4.718,3.719,5,3.159,0.036,7.5,92.139,2.894,3.133,3.245,0.0,3.714,40.0,10.855
5.724,0.609,1.9,-0.858,0.0,1.154,29.925,15.397,0.004,-0.379,-0.379,0.22,1.214,11,11.807,3.641,1.5,1.121,7.707,10.73,3.546,16.782,3.124,341.362,5.125,3.106,4.586,6.323,14,7.429,8.977,7.751,3.904,1.552,4.05,11.041,2.5,1.415,21.5,12.425,5.866,2.91,15.381,31.901,3.306,2.212,2.212,3.795,4.477,2.555,1.083,3.785,3.336,4.922,3.875,4.186,3.468,2,2.941,0.043,7.5,45.333,2.475,2.408,2.875,0.0,3.401,29.0,9.179
5.982,0.605,5.3,-0.828,0.0,1.125,23.852,10.812,0.021,-2.0,-2.0,0.253,0.855,11,8.23,3.528,1.5,1.153,5.019,8.327,4.73,11.856,19.91,211.88,4.717,2.738,4.779,6.536,1,5.187,6.157,7.923,3.829,1.5,3.774,7.803,2.5,1.059,23.5,7.903,5.391,2.715,11.921,14.083,3.202,2.068,2.068,3.807,4.489,2.5,1.21,3.499,3.346,4.535,3.623,4.277,3.214,1,2.735,0.035,12.0,38.444,2.268,2.278,2.687,0.0,3.296,26.0,6.45
6.22,0.6,2.3,-0.836,0.0,1.119,21.734,10.864,0.01,-1.8,-1.8,0.239,1.131,9,9.143,3.463,1.394,1.07,6.001,8.193,4.104,12.802,3.124,270.735,4.781,3.019,4.706,6.47,7,5.969,7.112,7.667,3.81,1.5,3.83,8.587,2.425,1.113,21.0,8.661,5.7,2.752,11.541,32.727,3.173,1.723,1.723,3.75,4.431,2.5,1.053,3.621,3.268,4.679,3.625,4.245,3.276,0,2.764,0.032,9.0,42.167,2.423,2.144,2.75,0.0,3.296,26.0,7.348
7.25,0.6,1.8,-0.869,0.0,1.156,27.782,13.411,0.008,0.774,0.774,0.214,1.346,14,12.366,3.663,1.529,1.125,8.261,10.272,4.104,17.52,3.124,364.904,4.998,3.227,4.809,6.57,14,8.0,9.626,8.207,3.941,1.712,4.064,11.605,2.541,1.477,24.0,13.182,5.87,3.013,14.516,45.399,3.4,2.296,2.296,3.922,4.605,2.695,1.158,3.796,3.402,4.901,3.838,4.379,3.543,1,3.012,0.042,9.0,49.0,2.699,2.5,3.047,0.0,3.497,32.0,9.866
5.38,0.605,2.5,-0.828,0.0,1.234,19.884,9.581,0.009,-1.929,-1.929,0.247,1.103,9,8.982,3.416,1.325,1.196,5.487,7.856,4.157,12.63,3.124,247.193,4.692,2.999,4.631,6.365,5,5.515,6.609,7.593,3.812,1.5,3.792,8.16,2.368,1.085,20.5,8.024,5.623,2.754,11.134,24.472,3.201,1.671,1.671,3.701,4.382,2.5,1.102,3.552,3.204,4.632,3.545,4.171,3.217,1,2.767,0.032,9.0,40.833,2.234,2.015,2.752,0.0,3.258,25.0,6.824
6.39,0.595,2.2,-0.844,0.0,1.07,23.054,11.827,0.014,-1.929,-1.929,0.232,1.142,9,9.447,3.533,1.5,1.011,6.512,8.643,4.095,13.256,3.124,294.278,4.831,3.032,4.715,6.5,9,6.238,7.386,7.735,3.813,1.656,3.873,9.105,2.5,1.151,21.5,9.555,5.789,2.754,12.162,30.192,3.224,2.147,2.147,3.795,4.477,2.662,1.05,3.683,3.307,4.74,3.697,4.259,3.332,1,2.765,0.032,9.0,44.0,2.453,2.173,2.753,0.0,3.332,27.0,7.704
6.798,0.6,1.8,-0.869,0.0,1.145,27.811,13.445,0.008,0.774,0.774,0.214,1.346,14,12.496,3.666,1.557,1.114,8.261,10.397,4.135,17.764,3.124,364.904,4.996,3.226,4.75,6.485,14,7.983,9.608,8.207,3.941,1.678,4.07,11.678,2.568,1.487,24.0,13.271,5.877,3.04,14.713,39.679,3.426,2.308,2.308,3.902,4.585,2.659,1.144,3.793,3.401,4.914,3.841,4.327,3.543,2,3.034,0.043,9.0,49.167,2.699,2.5,3.076,0.0,3.497,32.0,9.841
5.507,0.597,1.7,-0.895,0.0,1.023,35.186,17.653,0.009,2.136,2.136,0.206,1.395,23,15.661,3.729,2.29,1.006,7.993,14.643,8.007,20.788,3.124,341.362,5.241,3.303,5.389,7.108,24,8.86,10.655,9.682,3.992,2.348,4.348,13.054,3.111,1.865,39.5,13.368,6.179,3.206,19.1,36.563,3.736,2.486,2.486,4.35,5.037,3.184,1.026,4.151,3.666,5.13,4.205,4.885,3.715,1,3.22,0.03,21.0,63.333,2.647,2.781,3.197,0.0,3.829,45.0,10.948
6.483,0.577,1.6,-0.874,0.0,1.069,31.35,15.898,0.007,0.772,0.772,0.206,1.378,14,13.286,3.618,1.607,1.045,9.029,11.904,4.135,19.099,3.124,411.989,5.181,3.265,4.697,6.435,11,8.452,10.035,8.026,3.86,1.69,4.152,11.66,2.62,1.573,24.0,13.112,5.936,3.17,17.24,42.214,3.201,1.905,1.905,3.861,4.543,2.67,1.081,3.822,3.457,5.042,3.923,4.273,3.573,1,3.185,0.039,9.0,51.333,3.042,2.5,3.166,0.0,3.497,32.0,10.324
7.071,0.622,4.0,0.111,0.0,0.931,51.409,24.894,0.012,3.188,3.188,0.242,1.661,14,21.059,3.921,2.548,0.977,9.882,19.056,8.598,28.245,39.146,400.217,5.54,3.585,5.592,7.545,11,10.912,13.246,11.647,4.026,2.852,4.58,17.203,3.395,2.456,47.25,19.52,6.149,3.384,26.25,44.716,3.918,3.122,3.122,4.62,5.308,3.764,0.976,4.368,3.829,5.334,4.325,5.137,3.942,1,3.447,0.045,23.0,87.528,3.491,3.175,3.558,0.0,4.025,55.0,13.753
7.069,0.577,1.6,-0.874,0.0,1.069,31.35,15.898,0.007,0.772,0.772,0.206,1.379,14,13.159,3.618,1.57,1.045,9.029,11.789,4.104,18.877,3.124,411.989,5.181,3.272,4.759,6.524,11,8.469,10.053,8.026,3.859,1.725,4.147,11.587,2.588,1.563,24.0,13.032,5.928,3.162,17.059,47.934,3.175,1.907,1.907,3.882,4.564,2.707,1.081,3.824,3.457,5.031,3.92,4.327,3.573,0,3.181,0.039,9.0,51.167,3.042,2.5,3.154,0.0,3.497,32.0,10.348
5.301,0.593,1.8,-0.879,0.0,1.029,29.555,14.456,0.008,1.41,1.41,0.214,1.369,17,12.949,3.675,1.702,1.017,7.832,11.633,6.117,17.938,3.124,341.362,5.076,3.257,5.012,6.763,12,8.019,9.627,9.055,3.953,2.118,4.116,11.634,2.675,1.537,31.0,12.383,5.916,3.094,15.928,35.261,3.437,2.308,2.308,4.094,4.779,2.957,1.026,3.834,3.484,4.95,3.902,4.559,3.585,1,3.084,0.035,15.0,55.0,2.88,2.613,3.135,0.0,3.638,37.0,9.881
6.301,0.611,1.9,-0.843,0.0,1.078,26.497,12.594,0.009,0.844,0.844,0.227,1.334,13,12.711,3.671,1.672,1.071,7.195,10.676,6.602,17.602,3.124,317.82,4.933,3.221,5.072,6.845,13,7.562,9.083,9.239,3.946,2.308,4.083,11.461,2.656,1.51,32.0,11.225,5.901,3.041,14.425,35.436,3.49,2.575,2.575,4.127,4.812,3.2,0.99,3.843,3.412,4.895,3.86,4.615,3.554,1,3.029,0.031,15.5,57.167,2.904,2.5,3.109,0.0,3.638,37.0,9.362
5.899,0.596,1.7,-0.874,0.0,1.063,29.607,14.432,0.007,0.791,0.791,0.209,1.364,16,13.268,3.667,1.575,1.023,8.77,11.314,4.104,18.909,3.124,388.446,5.088,3.255,4.817,6.578,13,8.416,10.116,8.25,3.948,1.737,4.134,12.105,2.59,1.574,24.5,13.909,5.917,3.047,16.123,47.934,3.406,2.297,2.297,3.942,4.625,2.713,1.136,3.828,3.44,5.0,3.887,4.391,3.587,1,3.042,0.044,9.0,50.5,2.83,2.5,3.087,0.0,3.526,33.0,10.366
6.27,0.583,1.8,-0.864,0.0,1.07,27.973,13.762,0.008,0.134,0.134,0.215,1.362,12,11.881,3.589,1.5,1.024,8.029,10.495,4.135,17.012,3.124,364.904,5.04,3.245,4.679,6.416,11,7.619,9.055,7.919,3.837,1.668,4.049,10.66,2.5,1.417,23.0,11.669,5.869,3.071,15.121,37.145,3.201,1.855,1.855,3.818,4.5,2.654,1.116,3.76,3.399,4.929,3.826,4.245,3.484,1,3.062,0.037,9.0,48.333,2.872,2.474,3.112,0.0,3.434,30.0,9.324
6.938,0.604,1.9,-0.864,0.0,1.116,26.454,13.194,0.007,0.765,0.765,0.219,1.267,12,11.32,3.657,1.5,1.071,7.75,9.647,4.095,15.92,3.124,341.362,4.94,3.145,4.801,6.561,14,7.595,9.132,8.163,3.928,1.69,4.0,11.105,2.5,1.362,23.5,12.429,5.865,2.972,13.471,42.865,3.379,2.291,2.291,3.902,4.585,2.681,1.108,3.781,3.367,4.832,3.819,4.366,3.498,1,2.981,0.04,9.0,47.5,2.642,2.492,2.978,0.0,3.466,31.0,9.366
6.253,0.595,2.2,-0.844,0.0,1.06,23.606,12.1,0.014,-1.929,-1.929,0.232,1.152,9,9.576,3.534,1.5,1.0,6.512,8.798,4.125,13.507,3.124,294.278,4.867,3.063,4.65,6.409,9,6.221,7.368,7.735,3.817,1.658,3.88,9.178,2.5,1.161,21.5,9.644,5.799,2.759,12.396,24.472,3.214,2.158,2.158,3.773,4.454,2.65,1.046,3.68,3.298,4.755,3.706,4.201,3.332,2,2.77,0.032,9.0,44.167,2.453,2.287,2.759,0.0,3.332,27.0,7.68
5.656,0.625,5.1,-0.74,0.0,1.019,24.666,10.786,0.009,-0.115,-0.115,0.299,1.176,10,10.092,3.878,1.776,0.886,3.864,8.256,5.67,11.097,18.685,173.473,4.746,2.981,5.129,6.957,8,5.86,7.131,8.744,3.924,2.166,3.912,9.699,2.701,1.056,31.0,8.67,5.483,2.772,9.857,52.098,3.575,2.702,2.702,4.147,4.832,3.037,0.977,3.946,3.735,4.453,3.812,4.643,3.414,0,2.802,0.049,16.0,51.833,2.584,2.5,3.288,0.0,3.57,34.5,7.52
5.948,0.6,2.3,-0.836,0.0,1.132,21.723,10.836,0.01,-1.8,-1.8,0.239,1.141,9,9.274,3.464,1.482,1.082,6.001,8.322,4.135,13.062,3.124,270.735,4.783,3.048,4.641,6.375,7,5.951,7.094,7.667,3.813,1.5,3.837,8.66,2.5,1.123,21.0,8.752,5.711,2.757,11.751,27.007,3.201,1.682,1.682,3.726,4.407,2.509,1.068,3.618,3.26,4.696,3.628,4.186,3.276,1,2.77,0.032,9.0,42.333,2.423,2.204,2.757,0.0,3.296,26.0,7.324
6.857,0.587,1.9,-0.858,0.0,1.154,26.222,12.708,0.007,-0.448,-0.448,0.22,1.343,11,11.05,3.568,1.5,1.124,7.525,9.672,4.104,15.717,3.124,341.362,4.962,3.214,4.733,6.497,11,7.219,8.582,7.861,3.821,1.66,3.988,10.087,2.5,1.329,22.5,10.861,5.828,3.011,13.852,40.33,3.175,1.829,1.829,3.818,4.5,2.664,1.123,3.731,3.372,4.853,3.771,4.287,3.436,0,3.011,0.035,9.0,46.667,2.736,2.294,3.041,0.0,3.401,29.0,8.848
6.1,0.688,6.3,-0.301,0.0,0.922,25.301,11.232,0.01,0.103,0.103,0.275,1.118,2,11.493,3.568,1.788,0.925,6.258,9.875,4.55,17.081,39.219,270.735,4.931,2.91,4.962,6.694,2,6.963,8.547,8.716,3.934,2.147,4.048,11.858,2.783,1.519,25.0,10.099,5.84,2.91,14.97,45.63,3.439,2.341,2.341,3.98,4.663,3.028,1.046,3.769,3.37,4.896,3.698,4.457,3.438,0,2.941,0.033,8.5,54.0,2.757,2.226,2.866,0.0,3.466,31.0,8.706
7.9,0.655,4.8,-0.371,0.0,0.911,37.916,18.09,0.011,2.275,2.275,0.24,1.266,6,17.094,3.623,2.169,0.932,8.844,15.085,4.502,25.657,39.219,388.446,5.396,3.252,5.036,6.841,4,8.84,10.716,9.103,3.978,2.347,4.41,14.241,3.037,2.138,27.5,13.809,6.084,3.097,23.015,48.641,3.499,2.45,2.45,4.119,4.804,3.24,0.966,4.001,3.436,5.285,4.055,4.567,3.657,1,3.108,0.037,8.5,62.25,3.129,2.674,3.105,0.0,3.611,36.0,11.037
7.7,0.634,3.1,-0.848,0.0,0.898,37.245,19.012,0.011,1.654,1.654,0.213,1.375,9,18.381,3.613,2.013,0.903,9.502,16.301,4.055,26.975,6.249,423.76,5.442,3.321,4.976,6.75,10,8.932,10.81,9.002,3.979,2.29,4.45,13.855,2.917,2.162,25.75,14.46,5.945,3.109,24.252,42.913,3.471,2.447,2.447,4.069,4.754,3.202,0.923,3.932,3.429,5.305,4.073,4.503,3.668,1,3.122,0.041,8.0,53.583,3.058,2.623,3.11,0.0,3.584,35.0,11.18
7.7,0.639,3.3,-0.843,0.0,0.979,33.94,16.962,0.012,1.64,1.64,0.217,1.364,9,18.03,3.61,2.013,0.974,8.996,15.414,4.077,26.526,6.249,400.217,5.334,3.269,4.969,6.743,9,8.496,10.325,8.927,3.979,2.289,4.419,13.355,2.916,2.117,25.25,13.74,5.901,3.059,23.034,40.378,3.468,2.442,2.442,4.052,4.736,3.201,1.021,3.889,3.4,5.261,4.002,4.491,3.628,1,3.081,0.04,8.0,52.083,2.972,2.614,3.038,0.0,3.555,34.0,10.68
6.9,0.644,3.4,-0.836,0.0,0.93,31.275,15.406,0.013,0.993,0.993,0.222,1.284,9,17.149,3.605,2.011,0.94,8.487,14.05,4.123,25.305,6.249,376.675,5.23,3.166,4.955,6.736,9,8.015,9.728,8.846,3.978,2.285,4.358,12.817,2.914,2.012,24.75,13.218,5.832,2.91,21.008,35.786,3.458,2.423,2.423,4.034,4.718,3.2,0.938,3.832,3.39,5.171,3.927,4.48,3.587,1,2.941,0.04,8.0,50.583,2.936,2.607,2.893,0.0,3.526,33.0,10.085
6.4,0.663,3.6,-0.798,0.0,0.931,28.671,13.864,0.013,0.993,0.993,0.236,1.147,6,15.774,3.605,2.011,0.973,7.869,12.632,4.379,23.376,6.249,353.133,5.096,3.132,4.955,6.736,3,7.784,9.439,8.846,3.963,2.285,4.284,12.817,2.914,1.866,25.75,12.482,5.832,2.91,18.916,37.367,3.458,2.423,2.423,4.034,4.718,3.2,0.894,3.844,3.36,5.111,3.869,4.48,3.556,1,2.941,0.037,8.5,52.583,2.936,2.607,2.882,0.0,3.526,33.0,9.758
6.0,0.663,3.6,-0.798,0.0,0.948,28.751,14.096,0.011,1.45,1.45,0.236,1.222,5,16.154,3.599,1.97,0.965,7.869,13.251,4.293,23.722,6.249,353.133,5.132,3.138,4.904,6.654,3,7.956,9.699,8.816,3.955,2.017,4.299,12.944,2.839,1.873,25.75,12.306,5.821,3.025,20.043,38.774,3.444,2.345,2.345,3.998,4.682,2.921,0.993,3.824,3.351,5.152,3.86,4.44,3.556,1,3.02,0.038,8.5,52.417,2.955,2.612,3.025,0.0,3.526,33.0,9.943
7.3,0.661,3.4,-0.778,0.0,0.986,32.972,15.283,0.011,1.946,1.946,0.249,1.221,6,16.649,3.619,2.168,1.008,8.149,13.997,4.553,24.613,21.209,364.904,5.221,3.199,5.03,6.834,3,8.32,10.137,9.029,3.967,2.346,4.348,13.741,3.036,1.995,27.0,13.098,6.046,3.046,21.045,51.08,3.497,2.445,2.445,4.103,4.787,3.239,1.048,3.964,3.397,5.213,3.96,4.557,3.609,1,3.065,0.036,8.5,61.75,3.098,2.666,3.03,0.0,3.584,35.0,10.434
6.8,0.661,3.4,-0.778,0.0,1.007,33.762,15.035,0.012,1.945,1.945,0.249,1.221,4,16.72,3.616,2.281,1.002,8.149,14.025,4.552,24.292,21.209,364.904,5.228,3.196,5.054,6.834,3,8.326,10.136,9.043,3.967,2.314,4.347,13.748,3.134,2.06,27.0,13.085,5.969,3.047,20.888,51.08,3.481,2.453,2.453,4.103,4.787,3.236,1.048,3.978,3.382,5.214,3.964,4.557,3.609,1,3.065,0.035,8.5,61.75,2.972,2.674,3.039,0.0,3.584,35.0,10.434
