pXC50,CATS2D_08_PP,SsssN,SpMin3_Bh.e.,SM05_EA.dm.,SdO,SpMax7_Bh.p.,SpMin1_Bh.s.,ATSC6p,Yindex,Vindex,ATS6p,SM13_EA.dm.,ATS8i,SM11_EA.dm.,ATSC6m,ATSC7p,ATSC7v,ATSC8m,ATSC6i,ATS8e,ATS6v,ATSC7m,ATS6i,Infective.50,ATS5p,ATS7e,ATS5i,ATS2i,Eta_C,ON1V,SM15_EA.dm.,ATSC6v,Eta_L,ATSC5i,ATS7p,ATS5e,DLS_04,SpMin8_Bh.v.,ATSC8i,Inflammat.80,ATS5v,SM03_EA.dm.,ATSC5v,ATSC5p,ATSC7i,MATS1i,ATS2e,ATS3e,ATS7i,ATS7v,ATS4e,ATSC4v,ATSC5m,Se,ATS4v,ATSC8v,ATSC3i,SpMax8_Bh.s.,ATS4p,Si,ATS6e,SM07_EA.dm.,SpMin8_Bh.p.,ATS4i,ATSC8p,ON0V,ATS1i,ATS8p,CATS2D_08_DP
7.4,0,0.0,1.544,3.522,12.34,2.839,1.067,9.896,0.48,0.177,3.992,13.65,4.707,11.074,25.296,9.643,8.956,17.131,1.33,4.54,3.904,31.669,4.792,0,3.968,4.574,4.818,4.582,24.496,2.529,16.206,9.211,6.322,1.314,3.871,4.644,0.4,1.257,1.158,1,3.913,1.593,8.624,8.385,1.171,-0.083,4.462,4.615,4.732,3.79,4.635,8.485,22.888,47.487,3.878,7.486,1.305,3.825,3.935,51.732,4.633,5.91,1.294,4.815,7.452,8.719,4.06,3.752,0
6.0,0,0.0,1.544,3.522,12.281,2.816,1.073,9.731,0.507,0.184,3.97,13.65,4.697,11.074,27.183,9.162,9.494,18.907,1.28,4.52,3.865,27.75,4.787,0,3.94,4.551,4.816,4.576,20.992,2.562,16.206,9.985,5.808,1.292,3.829,4.629,0.6,1.258,1.049,1,3.881,1.593,9.161,8.172,1.135,-0.092,4.442,4.581,4.727,3.742,4.611,9.415,23.546,46.651,3.83,8.427,1.209,3.751,3.903,51.448,4.616,5.91,1.294,4.807,7.214,8.6,4.055,3.735,0
7.4,0,0.0,1.545,3.522,12.366,2.879,1.133,9.778,0.488,0.179,3.999,13.65,4.762,11.074,28.39,9.675,10.494,20.113,1.33,4.591,3.896,29.309,4.821,0,3.986,4.609,4.91,4.651,23.085,2.757,16.206,10.232,6.162,1.371,3.881,4.707,0.6,1.291,1.114,1,3.917,1.593,10.714,9.046,1.194,-0.091,4.506,4.639,4.791,3.794,4.716,11.288,26.861,49.534,3.895,8.953,1.285,3.754,3.985,54.863,4.649,5.91,1.325,4.925,7.673,9.517,4.112,3.807,0
7.3,0,0.0,1.545,3.522,12.392,2.88,1.134,10.597,0.494,0.181,4.024,13.65,4.8,11.074,30.31,9.593,10.002,25.115,1.363,4.608,3.915,28.675,4.881,0,4.004,4.62,4.909,4.651,23.207,2.757,16.206,11.52,6.162,1.397,3.895,4.713,0.6,1.304,1.15,1,3.936,1.593,10.268,8.805,1.199,-0.091,4.506,4.639,4.789,3.802,4.716,11.309,26.288,49.534,3.903,10.16,1.285,3.756,3.988,54.863,4.695,5.91,1.345,4.925,8.671,9.517,4.112,3.812,0
4.8,0,0.0,1.545,3.522,12.433,2.88,1.139,10.515,0.501,0.182,4.036,13.65,4.725,11.074,29.676,10.591,11.209,19.631,1.369,4.552,3.922,33.677,4.88,0,4.028,4.636,4.964,4.651,23.371,2.764,16.206,11.029,6.163,1.43,3.9,4.756,0.6,1.311,1.09,1,3.954,1.593,11.556,9.623,1.235,-0.091,4.506,4.639,4.827,3.791,4.722,10.863,28.208,49.534,3.922,8.972,1.287,3.756,4.006,54.863,4.705,5.91,1.358,4.924,7.461,9.517,4.112,3.78,0
6.8,0,0.0,1.544,3.522,12.272,2.814,1.068,9.767,0.488,0.179,3.969,13.65,4.708,11.074,26.327,9.184,9.251,18.722,1.34,4.536,3.875,27.617,4.793,0,3.939,4.564,4.82,4.583,22.215,2.542,16.206,9.552,5.999,1.326,3.827,4.635,0.6,1.258,1.162,1,3.887,1.593,8.986,8.175,1.189,-0.084,4.454,4.601,4.733,3.758,4.625,8.832,22.556,47.163,3.842,7.784,1.346,3.756,3.9,51.788,4.626,5.91,1.294,4.816,7.306,8.66,4.061,3.731,0
6.3,0,0.0,1.544,3.522,12.27,2.816,1.068,9.763,0.494,0.181,3.968,13.65,4.7,11.074,26.314,9.249,8.868,18.204,1.341,4.526,3.878,28.034,4.793,0,3.938,4.567,4.826,4.583,22.286,2.542,16.206,9.702,5.999,1.368,3.826,4.644,0.6,1.258,1.079,1,3.893,1.593,8.571,8.229,1.244,-0.084,4.454,4.601,4.737,3.758,4.626,8.965,22.756,47.163,3.846,8.179,1.346,3.756,3.9,51.788,4.628,5.91,1.294,4.817,7.225,8.66,4.061,3.733,0
5.7,0,0.0,1.544,3.522,12.266,2.816,1.067,9.828,0.501,0.182,3.967,13.65,4.705,11.074,26.731,9.168,9.263,18.306,1.395,4.533,3.878,27.516,4.796,0,3.938,4.557,4.826,4.583,22.381,2.549,16.206,9.319,6.001,1.369,3.827,4.646,0.6,1.258,1.149,1,3.896,1.593,8.721,8.224,1.161,-0.084,4.454,4.602,4.73,3.751,4.635,8.55,22.743,47.163,3.853,8.243,1.375,3.756,3.899,51.788,4.631,5.91,1.294,4.822,7.216,8.66,4.061,3.733,0
7.0,0,0.0,1.544,3.522,12.333,2.858,1.072,9.87,0.488,0.179,3.992,13.65,4.696,11.074,26.604,9.431,9.244,22.33,1.27,4.53,3.886,28.374,4.785,0,3.951,4.559,4.816,4.575,22.988,2.542,16.206,9.635,6.13,1.286,3.856,4.633,0.6,1.257,1.03,1,3.894,1.593,8.845,8.23,1.126,-0.091,4.45,4.594,4.726,3.775,4.62,9.075,22.12,46.974,3.857,8.106,1.186,3.755,3.933,51.392,4.622,5.91,1.294,4.805,7.59,8.66,4.054,3.783,0
7.2,0,0.0,1.544,3.522,12.349,2.84,1.072,9.858,0.494,0.181,3.993,13.65,4.697,11.074,26.401,9.617,9.209,17.8,1.27,4.524,3.894,32.08,4.785,0,3.969,4.561,4.815,4.575,23.105,2.542,16.206,9.649,6.13,1.279,3.873,4.638,0.6,1.258,1.044,1,3.907,1.593,8.807,8.381,1.117,-0.091,4.45,4.594,4.725,3.775,4.621,9.087,23.927,46.974,3.865,8.142,1.186,3.756,3.937,51.392,4.623,5.91,1.294,4.805,7.357,8.66,4.054,3.755,0
6.3,0,0.0,1.545,3.522,12.493,2.88,1.074,11.302,0.492,0.18,4.071,13.65,4.81,11.074,32.452,10.312,10.891,25.154,1.442,4.626,3.964,31.632,4.968,0,4.063,4.676,4.98,4.672,23.733,2.722,16.206,12.214,6.258,1.473,3.924,4.789,0.6,1.311,1.156,1,3.999,1.593,11.079,9.498,1.25,-0.131,4.534,4.644,4.857,3.827,4.72,10.096,27.624,50.862,3.95,10.22,1.269,3.756,4.008,56.072,4.78,5.91,1.358,4.899,8.705,9.683,4.135,3.823,0
6.7,0,0.0,1.545,3.522,12.404,2.88,1.074,10.551,0.468,0.174,4.021,13.65,4.786,11.074,30.418,9.263,9.838,21.058,1.373,4.613,3.916,28.94,4.894,0,4.032,4.614,4.962,4.672,23.445,2.715,16.206,11.302,6.256,1.426,3.876,4.76,0.6,1.303,1.124,1,3.958,1.593,11.458,9.593,1.197,-0.131,4.534,4.644,4.786,3.803,4.711,10.462,27.658,50.862,3.929,9.113,1.269,3.756,4.002,56.072,4.711,5.91,1.351,4.898,7.778,9.683,4.135,3.809,0
6.6,0,0.0,1.722,3.522,12.845,3.041,1.191,12.948,0.327,0.124,4.276,13.65,5.049,11.074,34.263,12.312,12.754,27.824,1.732,4.874,4.193,34.171,5.115,0,4.278,4.896,5.154,4.849,29.925,3.326,16.206,13.609,7.603,1.773,4.167,4.964,0.3,1.485,1.483,0,4.213,1.593,13.656,11.857,1.573,-0.092,4.733,4.858,5.064,4.096,4.922,12.824,31.073,60.073,4.191,11.964,1.559,3.98,4.258,65.697,4.942,5.91,1.519,5.099,10.856,11.1,4.309,4.087,0
7.5,0,0.0,1.546,3.522,23.806,2.88,1.11,10.641,0.455,0.17,4.039,13.65,4.803,11.074,30.238,9.506,9.875,20.391,1.4,4.634,3.934,29.139,4.903,0,4.052,4.632,4.989,4.683,24.796,2.861,16.206,11.415,6.475,1.467,3.905,4.789,0.6,1.303,1.159,1,3.982,1.593,11.437,9.851,1.229,-0.087,4.546,4.692,4.804,3.833,4.748,10.711,28.292,51.862,3.972,9.398,1.327,3.759,4.042,57.072,4.719,5.91,1.351,4.932,8.045,9.933,4.148,3.852,0
6.5,0,0.0,1.545,3.522,24.014,2.88,1.111,10.881,0.47,0.174,4.073,13.65,4.827,11.074,30.9,10.271,10.965,23.466,1.449,4.657,3.973,30.399,4.939,0,4.071,4.687,4.987,4.683,24.978,2.861,16.206,11.436,6.475,1.488,3.944,4.794,0.6,1.308,1.186,1,4.008,1.593,11.229,9.705,1.268,-0.087,4.546,4.692,4.864,3.863,4.748,10.738,27.761,51.862,3.979,9.384,1.327,3.785,4.044,57.072,4.76,5.91,1.355,4.932,8.56,9.933,4.148,3.864,0
6.8,0,2.007,1.546,3.531,12.489,2.88,1.115,11.251,0.455,0.17,4.071,13.65,4.87,11.074,33.983,9.335,10.469,23.367,1.472,4.683,3.956,30.328,4.993,0,4.118,4.661,5.09,4.774,25.357,2.957,16.206,12.92,6.535,1.562,3.923,4.871,0.8,1.308,1.223,0,4.023,1.668,13.794,10.967,1.27,-0.192,4.608,4.734,4.843,3.845,4.854,13.519,32.298,54.52,4.019,10.432,1.427,3.756,4.117,60.777,4.789,5.911,1.352,5.069,8.186,10.717,4.213,3.882,0
6.0,0,0.0,1.513,3.522,12.145,2.75,1.063,8.421,0.526,0.189,3.901,13.65,4.596,11.074,19.516,8.648,8.402,14.993,1.185,4.436,3.8,26.921,4.674,0,3.893,4.48,4.72,4.498,21.215,2.276,16.206,8.006,5.946,1.244,3.752,4.543,0.4,1.269,0.993,1,3.826,1.593,7.826,8.169,1.092,-0.133,4.373,4.44,4.654,3.674,4.478,6.991,24.477,43.062,3.76,7.291,1.088,3.746,3.824,47.036,4.517,5.91,1.295,4.648,6.864,7.967,3.979,3.682,0
7.0,0,0.0,1.532,3.522,12.257,2.879,1.063,9.038,0.508,0.184,3.95,13.65,4.709,11.074,22.133,9.007,8.841,22.456,1.245,4.531,3.849,27.274,4.742,0,3.925,4.554,4.757,4.578,23.451,2.482,16.206,9.166,6.291,1.292,3.824,4.578,0.6,1.269,1.093,1,3.859,1.593,8.054,8.191,1.155,-0.13,4.441,4.512,4.722,3.738,4.571,8.804,25.676,45.945,3.816,9.141,1.176,3.751,3.904,50.451,4.577,5.91,1.295,4.748,8.441,8.883,4.041,3.763,0
6.4,0,0.0,1.522,3.522,12.229,2.848,1.063,8.547,0.508,0.184,3.921,13.65,4.705,11.074,21.408,8.406,8.128,22.059,1.239,4.525,3.83,24.674,4.727,0,3.903,4.526,4.739,4.559,23.395,2.424,16.206,8.617,6.235,1.268,3.795,4.563,0.4,1.269,1.085,1,3.843,1.593,7.58,7.875,1.116,-0.07,4.423,4.484,4.688,3.722,4.537,7.435,24.532,45.164,3.793,8.934,1.16,3.754,3.856,49.534,4.559,5.91,1.296,4.714,8.304,8.75,4.032,3.744,0
5.8,0,0.0,1.567,3.522,12.302,2.88,1.229,10.643,0.444,0.167,4.045,13.65,4.877,11.074,31.318,9.787,10.753,26.096,1.422,4.688,3.942,29.658,4.932,0,4.04,4.687,5.014,4.72,24.498,3.0,16.206,12.101,6.723,1.493,3.946,4.796,0.8,1.292,1.222,1,3.955,1.593,12.311,10.067,1.273,-0.089,4.569,4.73,4.867,3.859,4.766,12.212,31.688,52.418,3.927,11.011,1.371,3.754,4.027,58.278,4.738,5.91,1.336,4.975,9.378,9.6,4.167,3.893,0
6.0,0,1.909,1.556,3.49,12.635,2.88,1.174,11.5,0.421,0.155,4.094,13.632,4.834,11.056,33.07,10.525,11.108,23.657,1.481,4.651,3.978,32.513,4.97,0,4.094,4.685,5.052,4.758,26.202,3.026,16.188,12.396,7.006,1.548,3.949,4.842,0.8,1.314,1.224,0,4.017,1.593,12.377,10.256,1.299,-0.05,4.61,4.771,4.866,3.854,4.803,11.489,30.296,52.636,4.006,9.656,1.476,3.756,4.08,58.361,4.78,5.885,1.357,5.004,8.257,9.717,4.194,3.858,0
4.8,0,0.0,1.543,3.522,12.081,2.879,1.22,10.342,0.643,0.229,3.957,13.65,4.759,11.074,33.348,8.751,10.319,20.727,1.281,4.567,3.828,29.45,4.849,0,3.96,4.569,4.959,4.676,23.789,2.972,16.206,11.653,6.602,1.324,3.797,4.741,0.8,1.295,1.057,1,3.869,1.593,11.73,9.387,1.108,-0.149,4.501,4.652,4.76,3.705,4.715,11.722,31.065,48.418,3.835,9.175,1.231,3.751,3.932,54.278,4.658,5.91,1.339,4.939,6.77,9.517,4.086,3.726,0
4.8,0,0.0,1.48,3.49,11.001,2.574,1.062,6.863,0.763,0.259,3.701,13.632,4.444,11.056,18.805,6.938,7.379,14.502,0.989,4.257,3.619,21.356,4.538,1,3.664,4.322,4.557,4.343,16.387,1.909,16.188,7.238,4.787,0.991,3.536,4.369,0.6,1.076,0.704,1,3.63,1.593,6.686,5.715,0.833,-0.057,4.206,4.292,4.5,3.451,4.338,6.882,17.066,36.884,3.567,6.975,0.897,3.655,3.631,40.617,4.368,5.885,1.045,4.528,5.777,6.767,3.827,3.36,0
8.889,0,1.823,1.841,0.653,26.528,3.061,1.43,12.957,0.43,0.157,4.276,2.143,5.289,1.754,37.381,14.13,16.578,37.505,1.892,5.067,4.191,37.57,5.206,0,4.25,5.015,5.225,4.868,32.469,3.651,2.535,14.403,8.234,1.826,4.311,5.028,0.8,1.349,1.939,0,4.18,0.325,14.932,12.592,1.916,-0.075,4.719,4.984,5.202,4.201,5.027,15.381,35.949,58.596,4.221,19.501,1.893,4.301,4.289,64.95,5.014,1.001,1.324,5.215,15.094,10.793,4.271,4.315,0
6.4,0,1.654,1.724,3.583,13.632,3.125,1.198,16.684,0.453,0.163,4.48,13.673,5.29,11.099,44.868,15.109,16.604,42.548,2.101,5.075,4.364,43.659,5.325,0,4.414,5.095,5.227,4.879,32.166,3.509,16.229,19.129,7.491,2.012,4.385,5.051,0.6,1.557,1.918,0,4.347,1.668,14.158,12.206,1.994,-0.166,4.725,4.875,5.281,4.275,4.994,14.846,35.056,61.403,4.249,17.812,1.663,3.937,4.318,68.192,5.132,5.95,1.507,5.192,14.658,12.167,4.326,4.29,0
5.7,0,1.703,1.724,3.583,13.644,3.125,1.201,16.851,0.453,0.163,4.482,13.673,5.343,11.099,47.531,14.858,16.416,45.541,2.15,5.109,4.365,40.774,5.351,0,4.429,5.074,5.236,4.878,32.191,3.498,16.229,19.483,7.49,2.012,4.379,5.062,0.6,1.557,1.994,0,4.354,1.668,14.736,12.76,1.937,-0.166,4.725,4.875,5.247,4.272,5.003,15.333,35.067,61.403,4.26,17.945,1.662,3.964,4.334,68.192,5.148,5.95,1.507,5.202,14.646,12.167,4.326,4.282,0
4.177,0,1.783,1.707,1.951,25.682,3.019,1.323,9.334,0.522,0.19,3.95,5.305,4.757,4.477,25.255,8.879,12.338,20.756,1.256,4.507,3.855,24.635,4.935,0,4.023,4.673,5.024,4.751,23.344,3.453,6.129,12.317,6.847,1.373,3.845,4.821,0.8,1.127,1.006,1,3.956,1.048,12.945,9.909,1.168,-0.154,4.584,4.885,4.906,3.735,4.899,13.489,28.039,51.123,4.037,10.723,1.539,3.75,4.09,57.275,4.731,2.805,1.11,5.1,7.551,9.483,4.143,3.678,0
4.177,0,0.0,1.302,0.0,0.0,2.789,1.113,7.324,0.796,0.27,3.601,0.0,4.388,0.0,20.139,7.081,7.828,17.637,0.866,4.152,3.505,19.657,4.509,1,3.685,4.3,4.574,4.329,14.985,1.892,0.0,7.957,4.325,0.922,3.492,4.401,0.6,1.014,0.713,1,3.589,0.0,8.606,7.772,0.821,-0.148,4.197,4.223,4.498,3.373,4.337,7.652,20.807,36.345,3.668,7.648,0.797,3.491,3.752,39.953,4.335,0.0,0.974,4.461,6.35,7.617,3.779,3.283,0
4.177,0,1.633,1.494,3.942,12.593,2.63,1.116,4.601,0.918,0.286,3.289,10.577,3.799,8.94,11.248,3.729,4.9,8.368,0.63,3.481,3.188,8.456,4.217,1,3.457,3.707,4.375,4.22,10.69,1.792,12.21,5.575,3.378,0.801,2.98,4.174,0.4,0.933,0.349,1,3.408,2.178,5.281,4.556,0.456,-0.214,4.077,4.271,3.938,2.8,4.286,5.756,12.731,30.167,3.582,5.062,0.922,3.423,3.606,33.365,4.012,5.633,0.919,4.462,3.422,5.933,3.651,2.514,0
4.554,0,0.0,1.763,4.506,47.685,3.019,1.16,8.898,0.57,0.208,4.056,12.452,5.085,10.509,25.111,10.918,13.96,30.124,1.388,4.917,4.038,30.717,4.957,0,4.022,4.927,5.021,4.79,28.398,3.276,14.386,11.124,6.7,1.367,4.108,4.855,0.8,1.329,1.457,0,4.021,2.361,11.328,9.278,1.483,0.047,4.638,4.891,5.125,4.076,5.057,16.85,28.564,58.662,4.07,12.641,1.559,4.401,4.124,65.109,4.801,6.556,1.374,5.3,10.666,11.7,4.253,4.135,0
4.337,0,1.596,1.629,4.299,39.508,3.019,1.239,16.437,0.526,0.187,4.523,10.112,5.628,8.684,47.345,19.121,23.672,57.101,2.194,5.394,4.439,53.029,5.441,0,4.371,5.344,5.295,4.982,35.718,4.043,11.541,20.508,9.11,1.912,4.606,5.118,1.0,1.501,2.44,0,4.324,2.656,16.71,13.389,2.396,-0.051,4.812,5.095,5.542,4.488,5.11,17.058,40.413,65.28,4.197,27.211,1.866,4.023,4.259,73.148,5.251,5.798,1.506,5.339,20.605,11.65,4.376,4.588,0
4.177,0,1.452,1.66,3.162,25.596,2.869,1.261,9.04,0.528,0.189,3.94,8.727,4.896,7.363,25.953,9.051,10.248,26.211,1.204,4.692,3.918,26.938,4.887,0,3.959,4.698,4.932,4.712,25.695,3.034,10.083,10.184,7.091,1.247,3.965,4.752,0.8,1.073,1.189,0,3.929,1.668,11.115,9.603,1.195,-0.137,4.573,4.849,4.869,3.902,4.783,12.255,32.029,50.578,3.947,12.334,1.382,3.83,4.008,55.828,4.722,4.591,1.048,4.982,10.024,8.843,4.119,3.994,0
4.634,0,2.363,1.817,0.268,0.0,2.941,1.358,10.749,0.439,0.155,4.226,0.054,5.169,0.082,32.894,10.031,13.52,30.349,1.796,4.965,4.156,27.274,5.231,0,4.285,4.884,5.345,4.932,28.704,3.623,0.035,15.683,7.667,1.945,4.22,5.084,0.8,1.421,1.697,0,4.182,0.325,18.725,12.665,1.63,-0.168,4.779,5.008,5.065,4.164,5.025,16.123,36.696,59.109,4.213,16.264,1.772,3.89,4.296,66.189,4.989,0.188,1.376,5.228,11.899,10.967,4.313,4.267,0
4.276,0,1.563,1.577,5.193,36.531,2.777,1.233,10.498,0.584,0.214,3.937,16.678,4.716,13.842,32.595,9.306,11.552,23.111,1.294,4.498,3.834,31.666,4.97,0,4.025,4.708,4.89,4.681,25.925,2.9,19.492,11.766,7.34,1.333,3.732,4.748,1.0,1.154,0.932,1,3.946,2.457,11.076,10.643,1.114,-0.146,4.534,4.778,4.932,3.646,4.791,11.669,30.54,49.971,3.95,7.804,1.39,4.213,4.008,55.199,4.789,8.083,1.124,4.979,6.395,8.933,4.096,3.543,0
4.177,0,0.0,1.52,0.0,12.495,2.468,1.167,4.69,0.861,0.287,3.216,0.0,3.491,0.0,10.538,4.912,4.436,4.878,0.559,3.325,3.094,16.312,4.072,1,3.358,3.798,4.227,4.117,13.695,1.699,0.0,5.151,4.022,0.63,3.031,4.107,0.4,0.816,0.309,1,3.321,0.0,4.16,5.062,0.555,-0.001,4.007,4.155,4.006,2.872,4.264,6.955,11.413,30.578,3.521,3.08,0.716,3.374,3.57,33.123,3.896,0.0,0.801,4.396,2.541,6.233,3.605,2.684,0
4.523,0,0.0,1.786,3.522,12.706,3.075,1.227,12.617,0.376,0.143,4.159,13.65,4.812,11.074,35.953,10.606,13.697,24.464,1.696,4.583,4.012,32.043,5.178,0,4.275,4.794,5.149,4.823,27.162,3.596,16.206,16.183,7.249,1.828,3.941,4.95,0.8,1.304,1.195,0,4.154,1.593,14.978,12.03,1.42,-0.174,4.653,4.844,5.057,3.806,4.885,13.514,32.615,56.185,4.197,9.388,1.703,4.024,4.284,62.939,4.937,5.91,1.312,5.072,7.605,10.867,4.261,3.794,0
4.642,0,0.0,1.79,3.522,12.79,3.047,1.227,11.448,0.387,0.146,4.123,13.65,4.926,11.074,32.917,9.807,10.112,28.996,1.593,4.701,4.037,27.516,5.057,0,4.163,4.764,5.006,4.743,26.133,2.972,16.206,12.586,6.808,1.616,3.992,4.839,0.4,1.297,1.335,0,4.103,1.593,10.986,9.895,1.398,-0.147,4.608,4.762,4.95,3.909,4.835,10.789,25.523,54.854,4.124,11.822,1.51,4.128,4.171,60.444,4.864,5.91,1.359,5.007,9.877,10.25,4.223,3.914,0
4.177,0,0.0,1.532,0.0,0.0,2.713,1.13,3.648,0.652,0.229,3.156,0.0,3.81,0.0,8.171,3.374,4.419,7.853,0.527,3.572,3.081,8.135,3.974,1,3.214,3.706,4.029,4.171,10.785,1.79,0.0,4.836,3.521,0.563,3.019,3.846,0.4,0.929,0.43,1,3.15,0.0,4.46,3.634,0.484,-0.129,4.041,4.178,3.92,2.937,4.137,5.49,8.745,30.167,3.353,3.225,0.825,3.271,3.405,33.365,3.781,0.0,0.903,4.337,2.636,5.9,3.658,2.765,0
4.502,0,2.576,1.745,3.852,38.326,3.017,1.172,13.305,0.491,0.179,4.266,13.675,5.074,11.104,46.269,13.008,14.972,31.918,1.974,4.867,4.178,40.881,5.3,0,4.275,4.988,5.261,4.843,33.465,3.578,16.229,14.629,8.212,1.898,4.178,5.064,0.8,1.333,1.538,0,4.197,2.078,14.931,12.668,1.725,-0.136,4.68,4.89,5.2,4.085,4.978,13.894,36.66,58.698,4.218,13.724,1.741,4.182,4.305,65.195,5.092,6.044,1.352,5.144,11.551,11.05,4.278,4.125,0
4.177,0,3.709,1.656,4.994,12.286,2.84,1.405,10.298,0.561,0.194,3.978,16.132,4.62,13.415,24.603,9.577,11.244,21.241,1.312,4.435,3.855,26.479,4.941,0,4.03,4.634,4.912,4.573,21.805,2.549,18.825,13.457,6.238,1.358,3.881,4.718,0.8,1.073,1.004,1,3.917,2.097,11.897,9.928,1.238,-0.135,4.437,4.71,4.86,3.775,4.756,12.687,25.548,43.222,3.996,8.834,1.362,3.672,4.087,47.74,4.713,7.867,1.028,4.962,7.983,7.717,3.996,3.747,0
4.498,0,0.0,1.552,4.378,23.489,2.627,1.132,6.016,0.519,0.191,3.523,11.988,3.971,10.127,14.062,5.522,5.363,10.008,0.623,3.79,3.422,12.717,4.045,1,3.506,3.983,4.045,4.281,17.697,2.038,13.842,4.636,5.537,0.596,3.336,3.972,0.4,0.908,0.51,1,3.421,2.243,3.997,5.196,0.595,-0.053,4.211,4.354,4.122,3.254,4.159,4.588,10.74,34.982,3.512,4.527,0.927,3.713,3.592,37.252,3.973,6.347,0.901,4.267,4.359,6.283,3.733,3.061,0
4.177,0,1.714,1.875,6.74,26.702,3.014,1.488,14.708,0.484,0.177,4.294,17.441,5.258,14.759,40.137,14.361,18.969,35.91,1.97,5.055,4.207,41.984,5.36,0,4.305,5.137,5.432,4.976,37.666,3.58,20.125,18.251,8.899,2.137,4.272,5.219,0.9,1.361,1.928,0,4.253,4.057,17.981,14.38,1.864,-0.081,4.826,5.085,5.368,4.199,5.259,18.294,43.257,63.745,4.345,16.527,2.057,4.496,4.376,70.61,5.141,9.403,1.414,5.454,13.621,11.605,4.334,4.252,0
4.252,0,0.0,1.286,0.0,0.0,2.592,1.109,4.238,0.758,0.265,3.09,0.0,3.728,0.0,10.856,3.27,3.977,10.586,0.489,3.522,2.995,6.609,3.96,1,3.269,3.583,4.11,4.052,10.943,1.574,0.0,5.117,3.582,0.599,2.939,3.931,0.6,0.683,0.403,1,3.146,0.0,5.308,5.066,0.392,0.001,3.947,4.077,3.757,2.838,4.076,5.74,13.385,29.251,3.36,3.56,0.681,3.266,3.484,31.913,3.755,0.0,0.642,4.231,3.566,5.567,3.572,2.67,0
4.901,0,0.0,1.519,0.0,12.421,2.728,1.253,7.023,0.487,0.182,3.514,0.0,4.208,0.0,18.548,5.826,6.479,13.472,0.76,4.027,3.393,15.293,4.37,0,3.745,4.109,4.627,4.411,16.91,2.253,0.0,7.555,5.065,1.025,3.409,4.425,0.6,1.02,0.627,0,3.569,0.0,10.192,9.399,0.699,-0.065,4.302,4.432,4.304,3.322,4.46,8.769,25.827,39.345,3.736,5.905,0.959,3.631,3.858,42.953,4.19,0.0,0.988,4.626,5.233,7.533,3.862,3.348,0
4.177,0,2.061,1.621,0.268,0.0,2.936,1.414,8.263,0.517,0.182,3.944,0.054,4.84,0.082,26.02,8.294,10.621,27.425,1.368,4.581,3.845,29.106,4.784,0,3.977,4.644,4.932,4.758,24.344,3.046,0.035,10.073,7.058,1.434,3.854,4.701,0.8,1.233,1.125,1,3.889,0.325,10.891,7.849,1.284,-0.136,4.58,4.798,4.876,3.728,4.786,12.913,29.02,48.302,3.957,9.772,1.568,3.826,4.07,54.524,4.601,0.188,1.256,5.016,7.184,8.583,4.14,3.698,0
4.177,0,0.917,1.317,0.0,23.444,2.585,1.137,3.136,0.746,0.275,2.975,0.0,3.678,0.0,9.242,3.086,2.438,4.63,0.408,3.566,2.989,8.402,3.829,1,3.037,3.739,4.102,4.13,14.408,1.613,0.0,3.123,4.208,0.469,2.992,3.926,0.4,0.632,0.36,1,3.023,0.0,4.433,4.39,0.418,-0.085,4.013,4.187,3.882,3.0,4.202,5.289,14.641,31.251,3.267,2.62,0.663,3.818,3.283,33.589,3.702,0.0,0.651,4.355,2.76,5.852,3.604,3.006,0
4.177,0,2.05,1.437,0.268,0.0,2.61,1.124,4.023,0.653,0.238,3.102,0.054,3.923,0.082,10.732,3.284,3.48,11.054,0.537,3.731,2.96,7.748,4.022,1,3.313,3.492,4.382,4.219,12.005,1.757,0.035,5.229,3.879,0.743,3.047,4.132,0.6,0.963,0.506,1,3.202,0.325,6.51,5.171,0.437,-0.082,4.061,4.127,3.609,2.943,4.24,6.89,14.803,32.127,3.392,3.656,0.79,3.467,3.468,35.7,3.772,0.188,0.949,4.454,3.61,6.517,3.691,3.001,0
4.301,0,0.0,1.579,0.0,13.032,2.765,1.238,6.634,0.459,0.166,3.834,0.0,4.509,0.0,16.49,6.886,6.482,16.236,1.093,4.334,3.801,17.208,4.599,0,3.879,4.421,4.652,4.456,18.879,2.483,0.0,5.924,5.393,1.137,3.772,4.501,0.4,1.123,0.947,0,3.86,0.0,6.343,6.532,1.055,0.039,4.358,4.537,4.578,3.73,4.531,6.854,14.713,43.556,3.885,6.051,1.161,3.908,3.904,47.408,4.449,0.0,1.08,4.682,6.246,7.933,3.991,3.637,0
4.052,0,0.0,1.55,0.0,12.497,2.754,1.242,6.385,0.651,0.234,3.529,0.0,4.263,0.0,18.075,5.94,7.771,13.321,0.838,4.027,3.422,15.732,4.538,1,3.628,4.16,4.543,4.33,14.922,2.15,0.0,7.626,4.345,0.878,3.454,4.355,0.6,1.0,0.618,1,3.547,0.0,8.143,6.525,0.705,-0.024,4.184,4.419,4.391,3.33,4.433,8.81,19.07,37.04,3.65,7.437,0.962,3.68,3.732,41.056,4.322,0.0,0.99,4.634,5.447,7.01,3.806,3.408,0
