pXC50,Eig03_AEA.dm.,P_VSA_s_5,H.051,NssNH,X2A,SM02_EA.dm.,SM04_EA.dm.,Eig02_EA.bo.,MATS4s,NaasC,SM08_EA.bo.,SM12_AEA.ri.,MCD,SM11_EA.bo.,SM12_EA.bo.,SM14_EA.bo.,SM15_EA.bo.,X1A,SM07_EA.bo.,SM09_EA.bo.,SM10_EA.bo.,C.008,Eta_beta_A,C.026,C.039,DBI,nArCO,nArOH,nCb.,CATS2D_04_DD,SM03_EA.dm.,Eig01_EA.bo.,SM06_EA.bo.,SM11_AEA.ri.,SpMax1_Bh.e.,SpMax_EA.bo.,Eig01_AEA.bo.,SpDiam_AEA.bo.,SpMax_AEA.bo.,MATS4e,SM03_EA.bo.,Mv,MPC09,nCIC,nCIR,Rperim,TRS,NsssCH,C.040,nDB,Eta_C_A,Eta_FL_A,O.057,NdssC,GNar,ATS6i,SpMax1_Bh.s.,DLS_05,GATS1v,N.072,D.Dtr10,nR10,Eig03_EA.ed.,Qindex,SM12_AEA.dm.
5.824,3.221,18.011,2,1,0.311,2.626,3.41,2.965,-0.177,0,10.456,2.965,0.316,14.007,15.28,17.747,18.974,0.473,9.082,11.54,12.843,3,0.842,0,0,3.606,0,0,0,0,1.593,3.525,8.155,3.525,3.946,3.525,4.246,5.189,4.246,-0.195,4.007,0.565,2.996,1,1,6,6,3,2,3,0.999,0.163,1,3,1.826,4.937,7.475,1.0,1.19,1,0.0,0,5.947,9,5.947
6.301,3.525,36.022,3,2,0.321,3.131,4.014,3.134,-0.128,0,10.82,3.134,0.261,14.354,15.631,18.096,19.324,0.468,9.438,11.892,13.2,3,0.978,0,0,4.359,0,0,0,1,2.272,3.581,8.521,3.581,3.937,3.581,4.323,5.258,4.323,-0.103,4.369,0.589,3.555,1,1,6,6,3,3,5,0.937,0.213,1,5,1.81,5.089,7.475,1.0,1.076,2,0.0,0,7.525,11,7.525
7.658,3.263,18.011,3,1,0.307,2.626,3.41,2.941,-0.093,0,10.482,2.941,0.55,14.013,15.284,17.748,18.975,0.451,9.116,11.556,12.855,4,0.85,0,0,3.24,0,0,0,0,1.593,3.526,8.205,3.526,3.965,3.526,4.251,5.235,4.251,-0.106,4.111,0.575,3.738,2,2,11,11,4,2,3,1.032,0.156,1,3,1.938,5.019,7.475,1.0,1.119,1,0.0,0,7.17,13,7.17
6.816,3.213,18.011,3,1,0.319,2.626,3.41,2.932,-0.119,0,10.425,2.932,0.333,13.982,15.258,17.729,18.958,0.47,9.049,11.51,12.817,3,0.861,0,0,3.464,0,0,0,0,1.593,3.525,8.121,3.525,3.943,3.525,4.245,5.187,4.245,-0.129,4.007,0.57,2.565,1,1,6,6,3,2,3,0.957,0.175,1,3,1.817,4.862,7.475,1.0,1.168,1,0.0,0,5.832,9,5.832
5.699,3.221,18.011,3,1,0.319,2.82,3.607,2.932,-0.124,0,10.425,2.932,0.333,13.982,15.258,17.729,18.958,0.47,9.049,11.51,12.817,3,0.889,0,0,3.464,0,0,0,0,1.593,3.525,8.121,3.525,3.94,3.525,4.245,5.187,4.245,-0.134,4.007,0.579,2.565,1,1,6,6,3,2,3,0.882,0.204,1,3,1.817,4.761,7.475,1.0,1.157,1,0.0,0,5.832,9,5.832
5.0,3.057,18.011,3,1,0.33,2.614,3.388,3.269,-0.088,3,11.472,3.269,0.353,15.366,16.807,19.535,20.881,0.465,9.888,12.622,14.112,0,1.309,2,0,3.536,0,0,3,0,1.755,4.013,8.923,4.013,3.963,4.013,4.356,5.095,4.356,-0.139,4.35,0.632,2.303,1,1,6,6,0,2,3,0.608,0.283,1,3,1.807,4.33,7.475,0.0,0.83,1,0.0,0,5.671,9,5.671
8.745,3.247,18.011,3,1,0.324,2.791,3.5,3.082,-0.14,0,10.643,3.082,0.286,14.156,15.435,17.891,19.112,0.469,9.246,11.697,13.013,3,0.917,0,0,4.0,0,0,0,0,1.755,3.542,8.358,3.542,3.953,3.542,4.271,5.214,4.271,-0.137,4.205,0.574,3.219,1,1,6,6,3,2,4,0.981,0.194,1,4,1.817,5.136,7.475,1.0,1.13,1,0.0,0,6.591,10,6.591
5.495,3.481,36.022,4,2,0.321,3.206,4.349,3.069,-0.116,0,10.492,3.069,0.2,13.852,15.051,17.383,18.547,0.466,9.203,11.525,12.749,3,0.86,0,0,4.95,0,0,0,0,2.897,3.366,8.31,3.366,3.983,3.366,4.252,5.228,4.252,-0.113,4.369,0.561,3.689,1,1,5,5,5,3,4,1.168,0.161,1,4,1.803,5.41,7.474,1.0,1.19,2,0.0,0,7.141,12,7.141
5.06,3.481,36.022,4,2,0.322,3.206,4.349,3.069,-0.109,0,10.494,3.069,0.192,13.852,15.051,17.383,18.547,0.467,9.203,11.525,12.75,3,0.846,0,0,5.05,0,0,0,0,2.897,3.366,8.315,3.366,3.984,3.366,4.252,5.231,4.252,-0.1,4.369,0.558,3.761,1,1,5,5,5,3,4,1.2,0.155,1,4,1.81,5.46,7.474,1.0,1.206,2,0.0,0,7.142,12,7.142
5.331,2.605,0.0,2,0,0.319,1.45,1.845,3.45,0.141,2,11.25,3.45,0.571,14.502,16.065,18.509,19.553,0.465,9.377,11.954,13.642,0,1.333,0,0,3.464,0,0,2,0,0.0,3.543,8.909,3.543,3.955,3.543,4.03,4.863,4.03,0.184,3.951,0.645,3.367,2,2,12,12,0,0,3,0.621,0.283,1,2,2.023,4.405,7.428,0.5,0.906,0,0.0,0,6.647,10,6.647
6.174,3.499,18.011,4,1,0.307,3.253,4.37,3.375,-0.161,1,11.114,3.375,0.379,14.445,15.836,18.24,19.336,0.457,9.58,12.012,13.456,2,1.043,0,0,4.899,0,0,1,0,2.918,3.494,8.836,3.494,3.999,3.494,4.292,5.27,4.292,-0.16,4.527,0.591,4.22,2,2,11,11,4,3,4,1.064,0.212,1,4,1.9,5.526,7.474,1.0,1.071,2,0.0,0,7.714,16,7.714
5.097,3.496,18.011,4,1,0.311,3.232,4.364,3.4,-0.171,1,11.098,3.4,0.379,14.412,15.803,18.197,19.281,0.456,9.564,11.988,13.432,2,1.043,0,0,4.899,0,0,1,0,2.918,3.452,8.826,3.452,3.995,3.452,4.282,5.261,4.282,-0.152,4.527,0.591,4.078,2,2,11,11,4,3,4,1.044,0.213,1,4,1.9,5.474,7.474,1.0,1.071,2,0.0,0,7.424,16,7.424
7.097,3.482,36.022,4,2,0.315,3.206,4.349,3.071,-0.141,0,10.5,3.071,0.2,13.859,15.057,17.388,18.552,0.468,9.213,11.533,12.756,3,0.86,0,0,4.95,0,0,0,0,2.897,3.367,8.319,3.367,3.984,3.367,4.252,5.228,4.252,-0.146,4.369,0.561,3.664,1,1,5,5,5,3,4,1.173,0.16,1,4,1.803,5.409,7.474,1.0,1.19,2,0.0,0,7.23,12,7.23
5.658,3.482,36.022,4,2,0.317,3.264,4.363,3.071,-0.137,0,10.504,3.071,0.192,13.861,15.059,17.39,18.553,0.469,9.214,11.535,12.758,3,0.865,0,0,5.05,0,0,0,0,2.897,3.367,8.325,3.367,3.983,3.367,4.252,5.231,4.252,-0.144,4.369,0.564,3.784,1,1,5,5,5,3,4,1.14,0.176,1,4,1.81,5.435,7.474,1.0,1.199,2,0.0,0,7.263,12,7.263
7.295,3.725,18.011,3,1,0.306,4.238,7.02,3.163,-0.066,0,10.679,3.163,0.579,14.288,15.579,18.077,19.319,0.454,9.288,11.786,13.107,1,0.803,0,0,3.391,0,0,0,0,2.591,3.592,8.331,3.592,3.954,3.592,4.257,5.257,4.257,-0.113,4.111,0.613,3.714,2,2,11,11,2,2,3,1.181,0.101,1,4,1.965,4.816,7.474,1.0,0.969,1,0.0,0,5.692,12,5.692
5.076,3.481,36.022,4,2,0.327,3.206,4.349,3.07,-0.081,0,10.511,3.07,0.192,13.863,15.059,17.389,18.552,0.462,9.228,11.541,12.762,3,0.846,0,0,5.148,0,0,0,0,2.897,3.366,8.337,3.366,3.985,3.366,4.252,5.231,4.252,-0.07,4.443,0.558,3.807,1,1,5,5,6,3,4,1.227,0.155,1,4,1.791,5.499,7.474,1.0,1.206,2,0.0,0,7.174,13,7.174
4.699,3.049,18.011,2,1,0.296,2.632,3.398,3.384,-0.116,3,11.563,3.384,0.524,15.478,16.905,19.636,20.987,0.452,10.024,12.743,14.207,1,1.202,2,0,3.317,0,0,3,0,1.819,4.033,9.012,4.033,4.008,4.033,4.458,5.374,4.458,-0.167,4.494,0.624,3.951,2,2,11,11,1,2,3,0.754,0.248,1,3,1.915,4.815,7.475,0.5,0.889,1,0.0,0,7.54,14,7.54
6.886,3.497,18.011,4,1,0.313,3.232,4.364,3.134,-0.164,0,10.587,3.134,0.2,14.006,15.215,17.579,18.76,0.468,9.292,11.647,12.879,2,0.87,0,0,4.95,0,0,0,0,2.918,3.414,8.368,3.414,3.986,3.414,4.287,5.262,4.287,-0.174,4.369,0.561,3.638,1,1,5,5,4,3,4,1.167,0.167,1,4,1.803,5.503,7.474,1.0,1.219,2,0.0,0,7.551,12,7.551
6.367,3.497,18.011,4,1,0.314,3.232,4.364,3.134,-0.151,0,10.589,3.134,0.192,14.006,15.216,17.58,18.761,0.469,9.292,11.647,12.88,2,0.856,0,0,5.05,0,0,0,0,2.918,3.414,8.372,3.414,3.987,3.414,4.287,5.265,4.287,-0.152,4.369,0.558,3.761,1,1,5,5,4,3,4,1.201,0.161,1,4,1.81,5.528,7.474,1.0,1.233,2,0.0,0,7.553,12,7.553
5.194,3.479,36.022,4,2,0.314,3.206,4.349,3.361,-0.157,1,11.034,3.361,0.393,14.31,15.714,18.097,19.162,0.458,9.48,11.895,13.356,2,1.054,0,0,4.69,0,0,1,0,2.897,3.445,8.774,3.445,3.99,3.445,4.248,5.225,4.248,-0.141,4.46,0.596,3.989,2,2,11,11,4,3,4,0.995,0.215,1,4,1.916,5.368,7.474,1.0,1.023,2,0.0,0,7.059,15,7.059
6.824,3.497,18.011,4,1,0.308,3.232,4.364,3.137,-0.152,0,10.599,3.137,0.44,14.012,15.223,17.587,18.768,0.453,9.295,11.652,12.888,2,0.89,0,0,4.359,0,0,0,0,2.918,3.415,8.386,3.415,3.993,3.415,4.288,5.288,4.288,-0.152,4.369,0.572,4.06,2,2,11,11,4,3,4,1.123,0.167,1,4,1.906,5.366,7.474,1.0,1.143,2,0.0,0,7.582,15,7.582
5.873,3.481,36.022,4,2,0.326,3.206,4.349,3.067,-0.123,0,10.479,3.067,0.217,13.845,15.043,17.377,18.541,0.461,9.192,11.515,12.739,3,0.891,0,0,4.743,0,0,0,0,2.897,3.366,8.29,3.366,3.981,3.366,4.251,5.22,4.251,-0.121,4.369,0.567,3.434,1,1,5,5,5,3,4,1.094,0.175,1,4,1.787,5.277,7.474,1.0,1.152,2,0.0,0,7.1,12,7.1
4.527,2.505,0.0,0,0,0.319,0.775,0.521,3.445,0.115,2,11.034,3.445,0.571,14.218,15.845,18.291,19.3,0.465,9.058,11.651,13.422,2,1.19,0,0,3.464,0,0,2,1,0.0,3.514,8.707,3.514,3.955,3.514,3.958,4.863,3.958,0.139,3.689,0.61,3.367,2,2,12,12,2,0,1,0.749,0.241,0,0,2.023,4.706,6.462,0.5,0.981,0,0.0,0,6.647,10,6.647
5.493,3.499,18.011,4,1,0.317,3.232,4.364,3.147,-0.156,0,10.615,3.147,0.208,14.042,15.252,17.62,18.804,0.46,9.33,11.682,12.912,3,0.885,0,0,4.95,0,0,0,0,2.918,3.422,8.391,3.422,3.985,3.422,4.295,5.268,4.295,-0.147,4.443,0.564,3.526,1,1,5,5,5,3,4,1.147,0.175,1,4,1.774,5.364,7.474,1.0,1.203,2,0.0,0,7.673,13,7.673
5.31,3.497,18.011,3,1,0.309,3.277,4.436,3.329,-0.166,0,11.006,3.329,0.185,14.666,15.933,18.446,19.706,0.465,9.688,12.17,13.447,2,0.852,0,0,5.292,0,0,0,0,2.918,3.652,8.645,3.652,3.992,3.652,4.556,5.534,4.556,-0.171,4.575,0.561,3.829,1,1,5,5,3,3,4,1.234,0.162,1,4,1.79,5.598,7.476,1.0,1.209,2,0.0,0,8.429,14,8.429
5.593,3.498,18.011,4,1,0.308,3.232,4.364,3.141,-0.129,0,10.626,3.141,0.423,14.032,15.242,17.604,18.785,0.451,9.329,11.677,12.91,2,0.875,0,0,4.416,0,0,0,0,2.918,3.418,8.421,3.418,3.997,3.418,4.291,5.291,4.291,-0.132,4.443,0.569,4.174,2,2,11,11,5,3,4,1.184,0.16,1,4,1.889,5.438,7.474,1.0,1.161,2,0.0,0,7.671,16,7.671
5.745,3.482,36.022,4,2,0.318,3.206,4.349,3.071,-0.117,0,10.506,3.071,0.185,13.861,15.059,17.39,18.553,0.47,9.214,11.535,12.759,3,0.833,0,0,5.148,0,0,0,0,2.897,3.367,8.33,3.367,3.986,3.367,4.252,5.234,4.252,-0.112,4.369,0.556,3.85,1,1,5,5,5,3,4,1.239,0.148,1,4,1.817,5.538,7.474,1.0,1.22,2,0.0,0,7.266,12,7.266
5.796,3.497,18.011,3,1,0.306,3.277,4.436,3.326,-0.185,0,11.001,3.326,0.2,14.663,15.93,18.443,19.703,0.462,9.686,12.168,13.444,2,0.88,0,0,5.099,0,0,0,0,2.918,3.652,8.636,3.652,3.99,3.652,4.556,5.528,4.556,-0.182,4.575,0.567,3.584,1,1,5,5,3,3,4,1.162,0.177,1,4,1.774,5.447,7.476,1.0,1.176,2,0.0,0,8.352,14,8.352
6.027,3.495,18.011,4,1,0.317,3.232,4.364,3.125,-0.178,0,10.568,3.125,0.208,13.982,15.19,17.55,18.729,0.465,9.276,11.627,12.858,2,0.885,0,0,4.848,0,0,0,0,2.918,3.407,8.35,3.407,3.984,3.407,4.281,5.254,4.281,-0.185,4.369,0.564,3.434,1,1,5,5,4,3,4,1.112,0.175,1,4,1.795,5.404,7.474,1.0,1.203,2,0.0,0,7.403,12,7.403
6.481,3.479,36.022,4,2,0.32,3.206,4.349,3.057,-0.176,0,10.454,3.057,0.227,13.822,15.021,17.354,18.517,0.466,9.163,11.492,12.717,2,0.909,0,0,4.528,0,0,0,0,2.897,3.362,8.26,3.362,3.979,3.362,4.248,5.212,4.248,-0.183,4.29,0.571,3.178,1,1,5,5,4,3,4,1.026,0.185,1,4,1.801,5.216,7.474,1.0,1.129,2,0.0,0,7.047,11,7.047
6.187,3.496,18.011,4,1,0.317,3.253,4.37,3.127,-0.181,0,10.576,3.127,0.208,13.985,15.194,17.555,18.733,0.465,9.278,11.63,12.863,2,0.927,0,0,4.848,0,0,0,0,2.918,3.408,8.362,3.408,3.983,3.408,4.282,5.252,4.282,-0.19,4.369,0.576,3.434,1,1,5,5,4,3,5,1.035,0.198,1,4,1.795,5.352,7.474,1.0,1.146,2,0.0,0,7.403,12,7.403
8.658,3.259,18.011,3,1,0.312,2.626,3.41,2.94,-0.113,0,10.465,2.94,0.3,14.005,15.278,17.744,18.972,0.469,9.102,11.545,12.844,4,0.825,0,0,3.873,0,0,0,0,1.593,3.526,8.181,3.526,3.951,3.526,4.25,5.199,4.25,-0.141,4.111,0.561,2.996,1,1,6,6,4,2,3,1.086,0.156,1,3,1.808,5.148,7.475,1.0,1.21,1,0.0,0,6.922,10,6.922
4.921,3.585,36.022,5,2,0.297,3.352,4.367,3.744,-0.014,5,12.312,3.744,0.592,16.03,17.479,20.134,21.427,0.443,10.677,13.35,14.866,4,1.204,0,0,5.477,0,0,3,0,2.506,4.046,9.847,4.046,4.06,4.046,4.443,5.42,4.443,-0.01,5.182,0.624,5.746,5,5,29,29,4,2,4,1.174,0.241,0,4,2.034,5.796,7.437,1.0,1.024,2,0.0,0,10.154,32,10.154
6.481,3.413,18.011,5,1,0.297,2.665,3.415,3.509,-0.076,2,11.709,3.509,0.423,15.739,17.152,19.93,21.321,0.459,10.208,12.968,14.403,3,0.971,0,0,3.937,0,0,0,0,1.593,4.118,9.118,4.118,4.029,4.118,4.501,5.431,4.501,-0.06,4.559,0.58,4.533,2,2,11,11,3,2,3,1.09,0.184,1,3,1.91,5.336,7.475,1.0,1.159,1,0.0,0,7.954,15,7.954
4.921,3.524,36.022,3,2,0.309,3.016,3.954,3.444,-0.099,1,11.136,3.444,0.48,14.557,15.96,18.415,19.553,0.457,9.564,12.062,13.529,3,1.11,0,0,3.937,0,0,1,1,2.179,3.553,8.807,3.553,3.953,3.553,4.297,5.243,4.297,-0.05,4.388,0.617,3.829,2,2,12,12,3,3,4,0.852,0.239,1,4,1.928,5.015,7.475,1.0,0.975,2,0.0,0,7.052,14,7.052
4.252,3.34,18.011,5,1,0.303,2.665,3.415,3.488,-0.102,2,11.311,3.488,0.478,15.069,16.42,19.027,20.325,0.455,9.832,12.451,13.841,3,1.033,0,0,3.606,0,0,0,0,1.593,3.814,8.867,3.814,3.973,3.814,4.35,5.281,4.35,-0.067,4.407,0.602,4.205,2,2,11,11,3,2,3,0.928,0.206,1,3,1.922,4.865,7.475,1.0,1.069,1,0.0,0,7.75,14,7.75
8.523,3.531,18.011,3,1,0.305,3.047,3.976,3.446,-0.096,1,11.206,3.446,0.429,14.651,16.043,18.502,19.651,0.46,9.654,12.154,13.606,3,1.054,0,0,4.416,0,0,1,0,2.221,3.567,8.872,3.567,3.967,3.567,4.328,5.278,4.328,-0.05,4.46,0.599,4.174,2,2,12,12,3,3,4,1.0,0.218,1,4,1.916,5.367,7.475,1.0,1.074,2,0.0,0,7.861,15,7.861
5.0,3.316,18.011,3,1,0.309,2.626,3.351,3.024,-0.097,0,10.545,3.024,0.3,14.089,15.354,17.816,19.043,0.464,9.199,11.636,12.924,5,0.863,0,0,4.0,0,0,0,2,1.593,3.534,8.251,3.534,3.924,3.534,4.287,5.218,4.287,-0.072,4.205,0.593,2.833,1,1,6,6,5,2,3,0.948,0.195,1,3,1.783,4.893,7.475,1.0,1.031,1,0.0,0,7.728,11,7.728
7.921,3.261,18.011,3,1,0.308,2.626,3.41,3.445,-0.097,1,11.041,3.445,0.462,14.428,15.852,18.303,19.428,0.459,9.438,11.932,13.426,4,1.0,0,0,4.062,0,0,1,0,1.593,3.526,8.729,3.526,3.974,3.526,4.25,5.211,4.25,-0.1,4.311,0.588,3.989,2,2,12,12,4,2,3,1.045,0.196,1,3,1.931,5.349,7.475,1.0,1.083,1,0.0,0,7.205,14,7.205
6.699,3.217,18.011,3,1,0.326,2.626,3.41,2.932,-0.089,0,10.441,2.932,0.316,13.988,15.263,17.731,18.96,0.464,9.075,11.523,12.825,3,0.842,0,0,3.742,0,0,0,0,1.593,3.525,8.152,3.525,3.946,3.525,4.246,5.192,4.246,-0.111,4.111,0.565,2.833,1,1,6,6,4,2,3,1.028,0.165,1,3,1.799,4.939,7.475,1.0,1.19,1,0.0,0,5.922,10,5.922
6.523,3.213,18.011,3,1,0.32,2.626,3.41,2.932,-0.097,0,10.427,2.932,0.316,13.982,15.259,17.729,18.958,0.471,9.049,11.51,12.818,3,0.842,0,0,3.606,0,0,0,0,1.593,3.525,8.127,3.525,3.945,3.525,4.245,5.193,4.245,-0.095,4.007,0.565,2.944,1,1,6,6,3,2,3,0.997,0.166,1,3,1.826,4.884,7.475,1.0,1.19,1,0.0,0,5.835,9,5.835
7.046,3.214,18.011,3,1,0.302,2.626,3.41,3.525,-0.099,3,11.668,3.525,0.6,15.304,16.764,19.375,20.626,0.451,10.004,12.653,14.189,3,1.15,0,0,3.808,0,0,3,0,1.593,3.889,9.231,3.889,4.02,3.889,4.246,5.205,4.246,-0.071,4.559,0.616,4.29,3,3,18,18,3,2,3,0.919,0.234,1,3,2.012,5.279,7.475,1.0,0.973,1,0.0,0,7.937,18,7.937
5.201,3.137,18.011,3,1,0.32,2.513,3.312,2.92,-0.121,0,10.396,2.92,0.4,13.956,15.23,17.698,18.926,0.461,9.029,11.487,12.79,3,0.917,0,0,3.0,0,0,0,1,1.593,3.518,8.084,3.518,3.933,3.518,4.232,5.163,4.232,-0.124,4.007,0.588,1.609,1,1,6,6,3,2,3,0.819,0.197,1,3,1.783,4.346,7.475,1.0,1.008,1,0.0,0,5.225,9,5.225
9.523,3.261,18.011,3,1,0.308,2.626,3.41,3.445,-0.097,1,11.041,3.445,0.462,14.428,15.852,18.303,19.428,0.459,9.438,11.932,13.426,4,1.0,0,0,4.062,0,0,1,0,1.593,3.526,8.729,3.526,3.974,3.526,4.25,5.211,4.25,-0.1,4.311,0.588,3.989,2,2,12,12,4,2,3,1.045,0.196,1,3,1.931,5.349,7.475,1.0,1.083,1,0.0,0,7.205,14,7.205
6.745,3.213,18.011,3,1,0.325,2.626,3.41,2.932,-0.059,0,10.435,2.932,0.261,13.982,15.259,17.729,18.958,0.476,9.049,11.51,12.82,3,0.783,0,0,4.123,0,0,0,0,1.593,3.525,8.15,3.525,3.948,3.525,4.245,5.214,4.245,-0.044,4.007,0.552,3.401,1,1,6,6,3,2,3,1.132,0.137,1,3,1.855,5.193,7.475,1.0,1.256,1,0.0,0,5.835,9,5.835
9.301,3.281,18.011,3,1,0.317,2.791,3.5,3.083,-0.131,0,10.676,3.083,0.261,14.175,15.451,17.904,19.124,0.469,9.289,11.725,13.035,4,0.88,0,0,4.359,0,0,0,0,1.755,3.544,8.406,3.544,3.96,3.544,4.276,5.226,4.276,-0.146,4.29,0.566,3.555,1,1,6,6,4,2,4,1.103,0.175,1,4,1.81,5.361,7.475,1.0,1.173,1,0.0,0,7.169,11,7.169
8.523,3.263,18.011,3,1,0.314,2.626,3.41,2.94,-0.092,0,10.477,2.94,0.286,14.008,15.281,17.746,18.973,0.471,9.105,11.548,12.851,4,0.857,0,0,4.0,0,0,0,0,1.593,3.526,8.202,3.526,3.952,3.526,4.25,5.201,4.25,-0.11,4.111,0.571,3.258,1,1,6,6,4,2,4,1.038,0.175,1,3,1.817,5.154,7.475,1.0,1.167,1,0.0,0,7.02,10,7.02
8.523,3.247,18.011,3,1,0.325,2.791,3.5,3.082,-0.117,0,10.645,3.082,0.273,14.156,15.435,17.891,19.112,0.47,9.246,11.697,13.013,3,0.898,0,0,4.123,0,0,0,0,1.755,3.542,8.363,3.542,3.955,3.542,4.272,5.219,4.272,-0.102,4.205,0.57,3.466,1,1,6,6,3,2,4,1.019,0.185,1,4,1.825,5.153,7.475,1.0,1.153,1,0.0,0,6.592,10,6.592
6.569,3.213,18.011,3,1,0.324,2.626,3.41,2.932,-0.067,0,10.433,2.932,0.273,13.982,15.259,17.729,18.958,0.475,9.049,11.51,12.82,3,0.795,0,0,4.0,0,0,0,0,1.593,3.525,8.144,3.525,3.948,3.525,4.245,5.21,4.245,-0.053,4.007,0.555,3.367,1,1,6,6,3,2,3,1.101,0.143,1,3,1.849,5.126,7.475,1.0,1.243,1,0.0,0,5.835,9,5.835
6.824,3.213,18.011,3,1,0.323,2.626,3.41,2.932,-0.077,0,10.431,2.932,0.286,13.982,15.259,17.729,18.958,0.474,9.049,11.51,12.819,3,0.81,0,0,3.873,0,0,0,0,1.593,3.525,8.138,3.525,3.947,3.525,4.245,5.205,4.245,-0.065,4.007,0.558,3.296,1,1,6,6,3,2,3,1.069,0.15,1,3,1.842,5.054,7.475,1.0,1.227,1,0.0,0,5.835,9,5.835
6.699,3.213,18.011,3,1,0.321,2.626,3.41,2.932,-0.088,0,10.429,2.932,0.3,13.982,15.259,17.729,18.958,0.473,9.049,11.51,12.818,3,0.825,0,0,3.742,0,0,0,0,1.593,3.525,8.132,3.525,3.946,3.525,4.245,5.199,4.245,-0.079,4.007,0.561,3.178,1,1,6,6,3,2,3,1.034,0.158,1,3,1.835,4.977,7.475,1.0,1.21,1,0.0,0,5.835,9,5.835
6.347,3.544,18.011,5,1,0.322,3.108,4.204,2.947,-0.05,0,10.558,2.947,0.273,14.064,15.327,17.778,19.0,0.465,9.213,11.627,12.913,4,0.886,0,0,4.243,0,0,0,0,2.591,3.526,8.298,3.526,3.952,3.526,4.251,5.206,4.251,-0.014,4.29,0.582,3.466,1,1,6,6,4,3,4,1.03,0.182,2,4,1.801,5.131,7.477,1.0,1.12,1,0.0,0,7.256,11,7.256
5.033,3.316,18.011,3,1,0.309,2.626,3.351,3.024,-0.097,0,10.545,3.024,0.3,14.089,15.354,17.816,19.043,0.464,9.199,11.636,12.924,5,0.863,0,0,4.0,0,0,0,2,1.593,3.534,8.251,3.534,3.924,3.534,4.287,5.218,4.287,-0.072,4.205,0.593,2.833,1,1,6,6,5,2,3,0.948,0.195,1,3,1.783,4.893,7.475,1.0,1.031,1,0.0,0,7.728,11,7.728
7.398,3.26,18.011,3,1,0.314,2.626,3.41,2.94,-0.076,0,10.469,2.94,0.286,14.006,15.279,17.745,18.972,0.471,9.104,11.546,12.846,4,0.821,0,0,4.0,0,0,0,0,1.593,3.526,8.188,3.526,3.952,3.526,4.25,5.203,4.25,-0.069,4.111,0.565,3.258,1,1,6,6,4,2,3,1.071,0.164,1,3,1.817,5.178,7.475,1.0,1.18,1,0.0,0,7.02,10,7.02
9.0,3.533,18.011,3,1,0.311,3.159,4.035,3.23,-0.134,0,10.909,3.23,0.25,14.464,15.738,18.208,19.439,0.467,9.537,11.997,13.3,3,0.969,0,0,4.583,0,0,0,0,2.311,3.593,8.597,3.593,3.944,3.593,4.348,5.283,4.348,-0.1,4.443,0.583,3.638,1,1,6,6,3,3,5,1.005,0.211,1,5,1.795,5.27,7.475,1.0,1.136,2,0.0,0,7.919,12,7.919
6.495,3.53,18.011,3,1,0.306,3.047,3.976,3.446,-0.118,1,11.194,3.446,0.462,14.637,16.031,18.489,19.636,0.455,9.642,12.141,13.594,3,1.096,0,0,4.183,0,0,1,0,2.221,3.565,8.858,3.565,3.96,3.565,4.323,5.27,4.323,-0.06,4.46,0.61,3.932,2,2,12,12,3,3,4,0.904,0.236,1,4,1.91,5.147,7.475,1.0,1.032,2,0.0,0,7.757,15,7.757
8.611,3.531,18.011,3,1,0.297,3.047,3.976,3.567,-0.093,3,11.771,3.567,0.529,15.409,16.849,19.451,20.702,0.453,10.151,12.778,14.284,3,1.147,0,0,4.528,0,0,3,0,2.221,3.889,9.339,3.889,4.023,3.889,4.328,5.279,4.328,-0.036,4.732,0.616,4.635,3,3,18,18,3,3,4,0.997,0.234,1,4,1.977,5.514,7.475,1.0,1.006,2,0.0,0,8.551,20,8.551
8.523,3.531,18.011,3,1,0.308,3.047,3.976,3.232,-0.115,0,10.742,3.232,0.273,14.327,15.593,18.067,19.301,0.469,9.393,11.857,13.146,3,0.909,0,0,4.243,0,0,0,0,2.221,3.566,8.417,3.566,3.936,3.566,4.327,5.261,4.327,-0.089,4.29,0.576,3.296,1,1,6,6,3,3,4,1.021,0.188,1,4,1.801,5.186,7.475,1.0,1.191,2,0.0,0,7.847,11,7.847
