pXC50,nPyrroles,SaaNH,Chi0_EA.dm.,SpMax2_Bh.i.,Chi1_EA.dm.,SpMin4_Bh.v.,P_VSA_LogP_6,NaaNH,SpMin4_Bh.p.,SpMax2_Bh.e.,SpMax1_Bh.e.,CATS2D_06_DL,Hy,D.Dtr09,H.050,nHDon,GMTI,N.073,SpMin3_Bh.v.,IC5,Eta_beta,C.025,SpMax1_Bh.p.,P_VSA_e_3,SaaaC,SpMax6_Bh.m.,Eig07_AEA.bo.,ATSC5p,SpMin3_Bh.p.,Eig07_EA.bo.,CATS2D_02_DL,XMOD,SpMax8_Bh.p.,X2sol,SpMin7_Bh.s.,SpMax8_Bh.m.,ATSC5m,Eig09_EA.ed.,SM04_AEA.ri.,SpMin7_Bh.m.,C.034,piPC09,piPC06,piPC07,ATS5i,CATS2D_04_DD,SpMAD_EA.ri.,piPC08,GATS4p,AAC,AECC,ALOGP,ALOGP2,AMR,AMW,ARR,ATS1e,ATS1i,ATS1m,ATS1p,ATS1s,ATS1v,ATS2e,ATS2i,ATS2m,ATS2p,ATS2s,ATS2v,ATS3e
5.2,0,3.002,9.487,4.072,17.5,1.612,13.915,1,1.658,4.018,4.167,0,0.273,171.152,2,2,7343.0,2,1.987,5.003,33.75,2,4.039,86.194,2.849,2.949,3.034,6.834,1.99,2.3,4,77.055,2.773,11.036,0.406,2.801,21.919,2.89,2.89,1.347,1,8.107,6.73,7.262,4.843,0,1.455,7.789,0.843,1.433,8.56,3.845,14.786,98.492,7.388,0.69,3.937,4.073,3.523,3.484,4.964,3.467,4.492,4.673,3.895,3.918,5.454,3.871,4.761
5.2,0,2.968,9.487,4.071,17.5,1.6,13.915,1,1.648,4.016,4.164,0,0.348,150.002,2,2,4785.0,2,1.862,4.787,31.75,2,4.036,86.194,2.773,2.806,3.014,4.997,1.843,2.077,4,67.084,2.57,9.926,0.211,2.499,15.872,2.396,2.396,1.139,1,8.039,6.698,7.219,4.578,0,1.46,7.737,0.813,1.471,7.409,2.713,7.362,86.645,7.694,0.8,3.772,3.91,3.387,3.298,4.887,3.296,4.276,4.461,3.761,3.692,5.337,3.673,4.457
5.2,0,2.995,13.2,4.019,13.238,1.763,19.861,1,1.774,3.972,4.144,0,-0.336,109.726,1,1,11033.0,2,1.963,5.045,37.75,3,4.042,55.135,2.046,3.106,3.034,9.961,1.96,2.301,2,90.117,2.799,12.082,0.406,2.824,29.558,3.113,3.113,1.342,2,7.946,6.617,7.128,5.126,0,1.428,7.632,1.051,1.597,10.034,3.356,11.259,111.013,7.676,0.636,4.059,4.181,3.667,3.586,5.143,3.582,4.613,4.788,4.014,3.992,5.652,3.972,4.827
5.959,1,3.144,27.43,3.971,32.432,1.823,20.474,1,1.835,3.94,4.086,5,1.601,145.076,4,4,15023.0,1,1.861,5.315,36.25,3,3.991,55.931,0.0,3.157,3.196,11.551,1.871,2.351,8,97.458,2.941,13.63,0.612,2.879,38.43,4.753,4.753,1.513,2,7.292,6.203,6.615,5.306,1,1.446,7.018,1.111,1.672,13.219,1.477,2.182,119.219,7.501,0.314,4.185,4.306,3.74,3.66,5.304,3.661,4.749,4.924,4.121,4.065,5.87,4.049,4.994
5.2,0,0.0,14.962,3.824,26.208,1.275,0.0,0,1.273,3.795,4.022,0,0.39,0.0,2,2,1856.0,1,1.432,4.624,24.75,1,3.931,36.022,0.0,2.575,2.529,4.543,1.465,1.478,5,48.454,1.613,6.962,0.0,1.793,12.03,-0.281,-0.281,0.67,0,6.692,5.656,6.024,4.218,0,1.46,6.366,0.99,1.496,5.75,2.335,5.451,61.741,8.087,0.667,3.391,3.501,3.038,3.019,4.564,3.008,3.846,3.969,3.392,3.392,5.034,3.361,4.162
5.2,0,3.425,3.956,3.894,2.018,1.552,17.717,1,1.555,3.871,4.088,1,-0.37,0.0,1,1,7722.0,1,1.924,4.708,38.75,3,3.994,50.357,0.0,2.849,2.885,7.717,1.918,2.054,2,84.208,2.735,11.037,0.218,2.687,19.303,2.275,2.275,1.181,1,7.957,6.531,7.012,4.785,0,1.425,7.479,0.998,1.559,9.923,4.996,24.957,104.37,8.606,0.793,3.846,3.947,3.591,3.535,5.026,3.488,4.306,4.44,3.914,3.897,5.471,3.832,4.491
5.2,1,0.0,24.126,4.138,28.026,1.863,32.719,0,1.867,4.093,4.211,4,-0.338,237.546,1,1,21361.0,2,1.969,5.505,48.75,3,4.116,44.23,2.553,3.357,3.429,13.601,1.986,2.724,2,114.441,2.941,16.717,0.686,3.012,36.963,5.244,5.244,1.513,2,8.553,7.138,7.68,5.396,0,1.49,8.191,0.997,1.637,12.811,1.698,2.882,134.974,8.14,0.465,4.262,4.37,3.919,3.79,5.371,3.806,4.839,4.996,4.335,4.239,5.947,4.238,5.092
5.0,1,3.103,6.822,4.016,4.471,1.697,23.542,1,1.708,3.958,4.127,0,-0.284,89.897,1,1,5727.0,2,1.793,4.821,30.5,2,3.992,99.856,1.817,2.871,2.878,7.672,1.751,1.857,2,70.932,2.544,9.78,0.259,2.583,22.816,2.201,2.201,1.287,0,7.331,6.293,6.75,4.893,0,1.443,7.161,0.799,1.454,8.217,2.741,7.514,87.719,7.473,0.577,3.83,3.964,3.419,3.379,4.917,3.361,4.393,4.579,3.766,3.812,5.342,3.761,4.662
5.0,0,0.0,36.005,3.945,48.297,1.907,0.0,0,1.901,3.92,4.107,0,0.149,0.0,2,2,26029.0,1,1.93,5.699,56.0,2,4.025,103.776,1.217,3.349,3.553,13.487,1.928,2.842,6,124.66,3.05,17.384,0.638,3.244,38.318,5.093,5.093,1.558,0,8.173,6.803,7.251,5.277,0,1.376,7.731,0.911,1.64,15.75,5.095,25.957,155.746,8.074,0.535,4.323,4.436,3.953,3.866,5.504,3.856,4.823,4.99,4.287,4.211,5.95,4.188,5.034
5.3,0,0.0,23.489,3.957,28.517,1.637,29.059,0,1.62,3.938,4.05,1,0.933,0.0,3,3,12062.0,1,1.932,5.186,36.75,3,3.928,86.133,0.0,3.258,3.117,11.066,1.934,2.251,2,96.919,2.811,13.459,0.494,2.927,39.648,3.494,3.494,1.416,0,7.172,6.163,6.458,5.122,0,1.391,6.804,1.072,1.778,11.767,3.694,13.646,118.112,8.661,0.515,4.068,4.188,3.755,3.612,5.194,3.597,4.613,4.779,4.164,4.02,5.709,3.988,4.9
5.2,0,0.0,22.487,3.963,31.302,1.63,4.276,0,1.658,3.93,4.072,7,0.847,122.249,3,3,10620.0,0,1.889,5.38,39.5,6,4.014,54.032,0.0,3.005,3.134,9.769,1.881,2.325,6,83.474,2.855,12.502,0.348,2.861,26.385,3.592,3.592,1.373,0,7.263,6.244,6.625,5.006,0,1.49,7.003,1.094,1.471,11.75,3.975,15.803,109.742,7.581,0.581,3.986,4.104,3.569,3.59,5.123,3.564,4.485,4.641,3.941,3.987,5.634,3.938,4.714
5.2,0,0.0,22.751,3.982,32.701,1.631,4.276,0,1.659,3.951,4.066,7,0.847,124.748,3,3,11068.0,0,1.872,5.217,39.5,6,4.007,54.032,0.0,3.0,3.118,10.049,1.868,2.3,6,83.474,2.812,12.468,0.335,2.869,28.223,3.522,3.522,1.32,0,7.168,6.218,6.593,5.05,0,1.487,6.929,1.226,1.471,12.536,3.975,15.803,109.742,7.581,0.581,3.986,4.104,3.569,3.59,5.123,3.564,4.485,4.641,3.941,3.987,5.634,3.938,4.714
5.2,0,0.0,21.893,3.963,32.092,1.63,4.276,0,1.658,3.929,4.065,7,0.872,117.778,3,3,10045.0,0,1.871,5.203,39.0,5,4.006,54.032,0.0,2.976,3.098,8.377,1.865,2.274,6,81.009,2.735,11.972,0.255,2.72,22.973,3.211,3.211,1.197,0,7.152,6.173,6.555,4.874,0,1.479,6.922,1.113,1.489,11.852,3.489,12.174,104.701,7.77,0.6,3.931,4.046,3.535,3.54,5.086,3.52,4.42,4.565,3.899,3.933,5.6,3.888,4.66
5.7,0,0.0,17.16,3.921,16.948,1.704,4.472,0,1.715,3.857,4.147,2,1.894,94.204,4,4,6415.0,1,1.822,5.037,32.25,1,3.994,143.582,1.286,2.948,2.875,6.273,1.804,2.014,1,77.663,2.507,11.013,0.184,2.624,19.729,2.608,2.608,1.124,1,7.752,6.571,7.06,4.804,0,1.467,7.491,0.795,1.713,8.6,-0.805,0.648,90.973,7.963,0.536,3.916,4.053,3.536,3.334,5.111,3.364,4.443,4.634,3.919,3.75,5.543,3.761,4.652
5.3,0,0.0,37.553,3.974,62.041,1.793,6.555,0,1.751,3.921,4.053,5,0.222,0.0,2,2,15946.0,1,1.866,5.156,41.0,1,3.92,92.627,0.0,3.17,3.193,11.633,1.872,2.232,1,100.604,2.937,14.583,0.711,2.921,40.342,4.117,4.117,1.56,0,7.478,6.367,6.752,5.389,0,1.453,7.186,1.037,1.558,12.697,2.661,7.081,127.466,7.219,0.324,4.232,4.367,3.78,3.73,5.269,3.715,4.817,5.018,4.168,4.153,5.818,4.113,5.095
5.0,0,0.0,30.255,3.977,48.345,1.947,11.771,0,1.937,3.942,4.027,3,0.148,0.0,2,2,23949.0,1,1.962,5.446,48.25,4,3.955,75.841,0.0,3.336,3.434,14.615,1.963,2.55,6,113.333,2.941,16.422,0.619,2.911,44.21,4.299,4.299,1.513,0,7.329,6.281,6.643,5.353,1,1.416,7.001,0.927,1.54,16.667,4.475,20.029,146.666,7.556,0.575,4.28,4.407,3.903,3.864,5.339,3.817,4.812,4.999,4.255,4.246,5.814,4.182,5.037
6.114,1,3.059,26.138,3.992,36.272,1.96,2.144,1,1.949,3.951,4.148,8,0.121,169.554,2,2,20863.0,1,1.995,5.357,48.25,3,4.064,42.944,1.757,3.352,3.347,13.987,1.991,2.537,4,108.85,2.941,15.775,0.678,2.998,41.823,4.998,4.998,1.561,1,7.991,6.687,7.187,5.436,0,1.448,7.655,1.062,1.468,14.139,4.725,22.326,143.007,7.189,0.55,4.296,4.422,3.839,3.839,5.374,3.814,4.829,5.017,4.193,4.236,5.841,4.191,5.082
5.0,0,0.0,42.521,4.033,55.757,1.966,29.92,0,1.973,4.005,4.096,4,0.127,0.0,2,2,46200.0,0,1.991,5.836,54.75,1,4.003,55.931,1.186,3.487,3.521,17.455,1.992,2.757,6,142.653,2.971,18.936,0.825,3.193,48.211,5.845,5.845,1.577,0,7.833,6.629,7.005,5.554,1,1.404,7.429,0.958,1.667,20.217,3.792,14.379,168.034,7.741,0.333,4.52,4.625,4.112,4.011,5.635,4.019,5.08,5.239,4.456,4.378,6.203,4.372,5.337
5.0,0,0.0,33.041,3.99,41.717,1.733,3.503,0,1.755,3.967,4.148,2,0.201,164.75,2,2,22818.0,1,1.963,5.465,45.5,3,4.061,57.83,1.645,3.347,3.462,16.836,1.961,2.547,0,118.894,3.0,16.36,0.687,3.21,49.52,5.413,5.413,1.513,2,8.009,6.727,7.193,5.486,0,1.428,7.658,1.13,1.781,14.0,5.126,26.275,142.371,8.237,0.5,4.305,4.42,3.979,3.839,5.432,3.824,4.882,5.053,4.445,4.25,6.339,4.225,5.081
5.208,0,2.768,30.676,3.974,33.548,1.826,11.771,1,1.827,3.92,4.056,6,0.177,0.0,2,2,16678.0,1,1.895,5.325,40.25,2,3.982,88.89,0.0,3.283,3.154,13.786,1.892,2.16,2,102.775,2.945,14.737,0.648,2.952,41.722,3.658,3.658,1.504,0,6.949,6.096,6.336,5.43,0,1.448,6.63,1.046,1.503,13.5,3.328,11.073,132.718,6.979,0.297,4.265,4.401,3.774,3.783,5.32,3.752,4.844,5.048,4.12,4.201,5.813,4.138,5.129
5.0,0,0.0,29.158,3.947,39.065,1.664,16.047,0,1.678,3.92,4.084,0,0.235,0.0,2,2,17564.0,0,1.836,5.427,46.75,1,3.997,69.593,1.461,3.12,3.327,11.797,1.834,2.63,2,110.101,2.958,14.948,0.556,3.058,33.575,4.164,4.164,1.482,0,7.728,6.548,6.921,5.2,0,1.361,7.324,1.213,1.725,13.882,3.467,12.019,127.926,8.286,0.595,4.179,4.273,3.865,3.695,5.365,3.691,4.676,4.82,4.21,4.029,5.836,4.019,4.81
5.886,0,3.053,10.372,3.984,13.198,1.712,2.757,1,1.742,3.95,4.111,4,0.233,109.851,2,2,8527.0,1,1.942,4.87,33.0,3,4.016,54.461,2.059,2.952,2.775,7.671,1.932,1.81,2,76.418,2.735,10.661,0.291,2.733,21.099,2.275,2.275,1.212,1,7.276,6.239,6.66,4.765,0,1.46,7.041,1.021,1.472,11.68,2.724,7.42,100.285,7.388,0.571,3.911,4.039,3.483,3.483,4.988,3.457,4.433,4.608,3.812,3.874,5.459,3.825,4.685
6.161,0,0.0,22.758,3.998,34.444,1.681,31.819,0,1.698,3.986,4.076,4,2.694,0.0,5,5,8604.0,2,1.716,4.721,39.25,1,4.051,117.424,0.0,2.913,3.146,4.543,1.737,2.355,2,90.536,2.658,12.942,0.072,2.687,15.43,3.163,3.163,1.118,0,7.025,6.108,6.397,4.611,1,1.438,6.7,1.045,2.109,11.074,2.35,5.521,95.039,10.113,0.586,3.831,3.929,3.765,3.35,5.175,3.377,4.294,4.403,4.067,3.692,5.973,3.726,4.516
5.0,0,0.0,24.585,3.904,32.785,1.534,6.604,0,1.586,3.857,3.964,3,0.365,0.0,2,2,8260.0,0,1.913,4.993,35.75,0,3.859,100.652,0.0,3.08,2.943,5.4,1.925,1.949,1,82.567,2.637,11.921,0.321,2.699,15.818,2.275,2.275,1.172,0,5.933,5.642,5.765,4.491,0,1.34,5.987,0.601,1.824,11.538,1.767,3.122,93.306,8.901,0.429,3.865,3.967,3.569,3.365,5.099,3.387,4.355,4.502,3.897,3.705,5.568,3.703,4.56
5.3,0,0.0,14.183,3.904,21.147,1.458,1.899,0,1.444,3.851,3.968,1,0.361,0.0,2,2,3904.0,0,1.773,4.458,23.75,1,3.849,69.593,0.0,2.863,2.5,5.069,1.801,1.5,3,61.16,2.61,8.576,0.144,2.687,18.39,2.136,2.136,1.085,0,6.088,5.387,5.668,4.63,0,1.41,5.907,0.926,1.52,8.5,1.899,3.608,77.538,7.115,0.273,3.734,3.871,3.266,3.259,4.779,3.234,4.287,4.475,3.592,3.655,5.32,3.589,4.599
5.4,0,0.0,17.311,3.966,24.218,1.585,18.375,0,1.613,3.932,4.093,6,1.698,118.128,4,4,10041.0,0,1.886,5.124,40.5,4,4.08,102.49,1.72,3.0,3.165,8.659,1.903,2.381,5,85.716,2.735,12.533,0.218,2.751,25.098,2.689,2.689,1.181,0,7.561,6.463,6.868,4.798,0,1.426,7.339,1.108,1.652,11.852,3.463,11.989,109.616,8.534,0.733,3.903,4.018,3.629,3.534,5.101,3.501,4.355,4.496,3.997,3.912,5.561,3.855,4.551
6.0,1,3.244,9.269,3.909,6.931,1.569,7.413,1,1.593,3.869,4.088,5,2.675,0.0,5,5,4908.0,1,1.706,4.984,32.75,4,4.002,116.151,0.0,2.936,2.866,8.479,1.733,2.028,4,68.241,2.559,10.266,0.0,2.577,24.021,2.475,2.475,1.246,2,7.481,6.312,6.704,4.924,1,1.482,7.116,1.27,1.557,7.957,2.942,8.656,90.446,7.685,0.68,3.793,3.928,3.373,3.34,5.01,3.33,4.249,4.42,3.747,3.715,5.482,3.685,4.427
5.9,0,2.935,16.003,3.977,20.616,1.649,4.472,1,1.697,3.942,4.135,5,1.624,117.778,4,4,9969.0,1,1.913,5.198,39.0,5,4.053,84.234,1.828,2.993,3.168,8.58,1.904,2.384,6,80.767,2.735,11.982,0.28,2.736,23.747,2.803,2.803,1.249,1,7.515,6.439,6.868,4.91,0,1.476,7.317,1.093,1.458,11.37,4.09,16.731,109.069,7.584,0.733,3.95,4.076,3.534,3.556,5.107,3.529,4.421,4.574,3.886,3.945,5.538,3.895,4.658
6.7,0,0.0,31.33,3.936,51.659,1.788,4.227,0,1.811,3.912,4.0,6,0.908,0.0,3,3,12585.0,1,1.914,4.935,39.0,0,3.866,85.153,0.0,3.051,3.175,10.175,1.919,2.245,2,93.274,2.77,13.935,0.574,2.858,33.392,4.109,4.109,1.565,0,7.326,6.179,6.549,5.198,0,1.408,6.934,0.918,1.615,12.581,3.553,12.626,118.804,7.337,0.364,4.155,4.271,3.689,3.603,5.334,3.605,4.643,4.83,4.029,3.921,5.756,3.917,4.822
5.2,0,2.794,15.723,4.031,21.746,1.595,13.915,1,1.645,3.996,4.123,0,-0.2,126.658,1,1,10910.0,2,1.694,5.034,36.75,5,4.016,68.306,1.625,3.163,3.034,6.7,1.734,2.301,2,88.631,2.557,10.355,0.158,2.714,19.883,3.718,3.718,1.112,1,7.637,6.546,6.977,4.83,0,1.447,7.39,1.128,1.816,11.172,5.071,25.718,95.845,10.283,0.656,3.873,3.977,3.672,3.376,5.212,3.441,4.431,4.56,4.202,3.766,6.472,3.842,4.52
5.2,0,0.0,18.603,3.949,25.872,1.53,6.604,0,1.575,3.909,4.081,3,0.352,0.0,2,2,7007.0,0,1.714,4.998,35.0,2,4.009,69.593,1.426,2.934,2.904,5.731,1.715,2.097,3,75.459,2.527,9.748,0.113,2.633,16.113,2.54,2.54,1.114,0,7.097,6.181,6.507,4.623,0,1.418,6.758,1.083,1.818,9.76,3.955,15.64,85.212,9.114,0.63,3.773,3.883,3.482,3.299,5.06,3.333,4.282,4.424,3.943,3.645,6.086,3.675,4.447
5.2,0,0.0,16.902,3.926,24.954,1.438,4.276,0,1.441,3.899,3.954,2,0.548,0.0,2,2,3519.0,0,1.709,4.444,27.5,1,3.862,58.477,0.0,2.687,2.5,3.622,1.749,1.5,2,62.762,2.196,8.774,0.0,2.358,11.426,1.268,1.268,0.892,0,5.076,5.079,5.041,4.07,0,1.368,5.026,0.893,1.96,9.421,1.546,2.39,70.53,9.597,0.55,3.509,3.61,3.326,3.055,4.835,3.044,3.945,4.067,3.702,3.381,5.449,3.349,4.093
5.6,0,0.0,25.444,3.985,33.935,1.707,7.962,0,1.706,3.953,4.142,9,1.598,175.597,4,4,12924.0,0,1.896,5.094,42.5,6,4.135,102.49,1.863,3.119,3.258,10.19,1.915,2.538,5,93.519,2.872,14.501,0.485,2.948,28.859,4.861,4.861,1.285,1,8.059,6.798,7.219,5.035,0,1.46,7.744,1.177,1.596,11.867,4.42,19.532,122.763,8.148,0.647,4.048,4.166,3.738,3.684,5.176,3.643,4.554,4.709,4.166,4.112,5.669,4.044,4.772
5.2,0,0.0,22.502,3.982,31.901,1.729,8.748,0,1.759,3.95,4.136,5,1.664,140.807,4,4,14109.0,1,1.896,5.179,43.5,4,4.027,104.144,1.568,3.223,3.361,7.687,1.907,2.649,5,93.816,2.764,12.521,0.233,2.788,23.457,4.187,4.187,1.205,1,7.659,6.564,7.026,4.982,0,1.45,7.406,1.2,1.794,12.839,3.475,12.077,111.37,8.884,0.647,4.012,4.133,3.704,3.525,5.288,3.556,4.513,4.66,4.156,3.905,6.208,3.929,4.685
5.2,0,0.0,10.922,3.897,12.031,1.246,17.064,0,1.235,3.875,4.078,0,0.41,73.992,2,2,3649.0,0,1.68,4.789,28.75,1,4.08,49.683,1.51,2.813,2.664,4.201,1.696,1.741,0,64.917,2.074,8.972,0.0,2.282,8.847,1.772,1.772,0.986,2,7.186,6.241,6.559,4.047,0,1.406,7.018,1.138,1.898,7.9,2.601,6.763,74.101,9.942,0.727,3.522,3.596,3.374,3.178,4.848,3.165,3.954,4.038,3.783,3.544,5.368,3.514,4.146
5.2,0,0.0,6.915,3.935,6.587,1.638,0.0,0,1.607,3.965,4.094,1,-0.26,0.0,1,1,6786.0,0,1.904,5.095,34.75,4,4.041,49.976,2.18,2.929,2.839,7.384,1.884,1.99,0,81.668,2.513,12.382,0.171,2.623,20.876,2.517,2.517,1.061,0,7.616,6.25,6.738,4.721,0,1.419,7.176,1.136,1.736,10.875,1.117,1.247,91.16,8.377,0.654,3.824,3.914,3.659,3.419,4.93,3.382,4.343,4.48,3.841,3.754,5.707,3.716,4.551
5.5,1,3.199,14.444,3.974,17.412,1.705,16.047,1,1.719,3.939,4.125,2,0.908,120.633,3,3,9785.0,1,1.945,5.288,34.75,3,4.023,54.706,1.98,3.099,3.043,10.008,1.954,2.259,3,82.726,2.735,11.404,0.36,2.744,30.642,2.604,2.604,1.28,0,6.846,6.136,6.501,5.119,0,1.445,6.827,1.122,1.526,11.667,1.937,3.752,104.771,7.397,0.533,3.997,4.12,3.557,3.539,5.1,3.522,4.522,4.691,3.899,3.946,5.588,3.898,4.789
5.3,0,0.0,33.557,4.075,45.299,1.935,4.276,0,1.917,4.04,4.107,7,0.111,0.0,2,2,23555.0,1,1.947,5.467,48.75,3,4.046,60.71,2.003,3.406,3.335,13.951,1.93,2.573,3,115.501,3.091,17.782,0.672,3.237,45.116,5.067,5.067,1.58,0,7.687,6.625,6.994,5.505,0,1.47,7.339,0.815,1.455,14.462,5.226,27.314,156.109,6.841,0.524,4.409,4.548,3.9,3.924,5.471,3.886,4.949,5.156,4.266,4.319,5.958,4.263,5.195
5.2,0,0.0,14.937,3.948,17.631,1.528,2.104,0,1.542,3.925,4.104,4,1.039,96.7,3,3,5529.0,0,1.71,4.76,32.25,3,4.125,50.908,1.237,3.267,2.873,6.719,1.723,1.958,2,80.564,2.676,12.111,0.065,2.822,20.498,2.275,2.275,1.007,2,7.269,6.474,6.769,4.482,1,1.423,7.111,1.163,1.878,8.833,4.585,21.023,97.706,10.536,0.615,3.703,3.784,3.596,3.424,4.959,3.375,4.162,4.259,4.053,3.836,5.48,3.76,4.386
5.2,0,0.0,7.489,4.085,4.198,1.691,43.403,0,1.72,4.042,4.199,0,0.228,101.724,2,2,10126.0,2,1.911,5.012,40.0,2,4.104,69.654,2.778,3.168,3.162,9.704,1.899,2.389,0,91.636,2.735,13.317,0.469,2.764,23.171,4.226,4.226,1.282,2,8.616,7.062,7.635,4.957,0,1.45,8.149,0.64,1.612,10.0,5.764,33.223,115.15,8.276,0.758,4.016,4.134,3.725,3.633,5.145,3.597,4.534,4.695,4.146,4.038,5.637,3.994,4.742
5.8,0,2.916,5.75,3.868,3.815,1.342,2.757,1,1.37,3.828,4.125,2,-0.28,61.62,1,1,2437.0,1,1.737,4.352,28.25,4,4.03,81.171,1.561,2.687,2.636,4.13,1.766,1.5,2,54.569,2.194,7.613,0.041,2.256,9.545,0.873,0.873,1.028,1,7.434,6.438,6.886,4.246,0,1.465,7.272,0.901,1.432,5.889,2.199,4.834,67.892,8.367,0.8,3.457,3.571,3.138,3.099,4.715,3.088,3.904,4.053,3.471,3.466,5.045,3.44,4.067
6.4,0,0.0,24.83,3.981,34.91,1.629,18.375,0,1.662,3.947,4.07,2,2.452,140.252,5,5,13774.0,0,1.928,5.278,44.75,3,4.046,120.5,1.206,3.285,3.352,8.41,1.948,2.625,8,95.065,2.749,13.852,0.22,2.859,25.207,3.575,3.575,1.181,0,7.055,6.329,6.629,4.859,0,1.427,7.018,1.179,1.735,13.4,2.729,7.446,117.735,8.719,0.667,3.994,4.11,3.724,3.59,5.229,3.571,4.444,4.582,4.094,3.959,5.713,3.918,4.652
5.5,0,0.0,14.841,3.959,18.707,1.6,57.623,0,1.612,3.927,4.135,6,1.57,136.998,4,4,16020.0,0,1.93,5.411,47.75,5,4.136,85.704,1.909,3.367,3.416,11.182,1.926,2.685,4,102.128,2.735,14.131,0.29,2.839,30.382,3.575,3.575,1.277,1,8.168,6.816,7.309,4.953,0,1.444,7.808,1.115,1.747,13.313,4.373,19.121,123.635,9.072,0.75,4.031,4.127,3.797,3.67,5.282,3.656,4.484,4.591,4.17,4.064,5.751,4.028,4.698
5.2,0,0.0,15.053,3.977,17.95,1.661,46.347,0,1.662,3.932,4.162,1,0.276,116.951,2,2,11318.0,1,1.897,5.236,41.5,1,4.015,86.439,0.548,3.016,3.185,7.751,1.921,2.438,2,91.548,2.733,12.753,0.356,2.866,19.553,3.571,3.571,1.269,1,8.318,6.897,7.405,4.883,0,1.434,7.928,0.735,1.735,10.067,3.218,10.356,106.995,8.509,0.647,4.02,4.134,3.694,3.547,5.231,3.569,4.518,4.679,4.076,3.898,5.763,3.915,4.738
5.2,0,2.893,18.24,4.001,26.806,1.69,11.771,1,1.728,3.949,4.128,0,0.282,118.071,2,2,10537.0,2,1.886,5.012,38.25,3,4.017,89.441,1.614,3.102,2.944,5.922,1.898,2.123,2,85.679,2.735,12.484,0.469,2.752,22.913,3.174,3.174,1.377,0,7.791,6.485,6.994,4.857,0,1.452,7.47,0.909,1.567,12.214,2.788,7.774,109.563,7.663,0.677,4.008,4.146,3.607,3.514,5.155,3.509,4.508,4.699,3.939,3.893,5.587,3.872,4.683
6.3,1,3.109,9.189,3.876,6.774,1.547,7.413,1,1.574,3.843,4.078,6,2.761,0.0,5,5,4980.0,1,1.683,4.97,33.25,2,3.989,116.151,0.0,3.054,2.841,6.042,1.711,1.981,4,74.491,2.343,11.173,0.0,2.56,15.066,2.454,2.454,1.097,2,7.487,6.324,6.689,4.54,1,1.416,7.128,1.029,1.844,8.435,3.299,10.88,89.973,10.241,0.68,3.67,3.781,3.483,3.274,4.975,3.279,4.096,4.215,3.905,3.66,5.485,3.643,4.311
6.2,0,2.966,16.206,3.973,16.1,1.761,2.757,1,1.773,3.946,4.124,3,0.884,142.383,3,3,16036.0,1,1.865,5.435,41.5,4,4.034,83.009,1.926,3.296,3.307,10.376,1.872,2.581,3,97.207,2.793,12.57,0.249,2.838,28.326,4.15,4.15,1.231,1,7.516,6.452,6.887,5.076,0,1.408,7.316,1.049,1.746,13.625,5.332,28.431,114.669,8.349,0.629,4.095,4.205,3.739,3.607,5.3,3.624,4.632,4.773,4.182,3.982,6.281,3.986,4.789
6.0,1,3.218,19.002,3.978,23.993,1.72,16.047,1,1.726,3.947,4.126,1,0.212,126.423,2,2,10932.0,1,1.945,5.402,36.0,3,4.023,54.706,2.018,3.097,3.044,10.972,1.955,2.29,4,85.497,2.873,12.016,0.57,2.812,32.991,2.832,2.832,1.433,0,6.87,6.196,6.541,5.2,0,1.445,6.836,1.176,1.505,12.393,2.809,7.889,109.69,7.24,0.516,4.049,4.173,3.598,3.579,5.125,3.56,4.587,4.766,3.945,3.976,5.622,3.932,4.808
5.7,1,0.0,26.71,3.975,30.133,1.891,14.099,0,1.905,3.92,4.166,3,0.105,141.485,2,2,20018.0,1,1.987,5.323,44.25,4,4.053,71.492,1.877,3.262,3.191,16.535,1.977,2.305,1,106.772,2.941,15.306,0.825,2.952,44.881,4.066,4.066,1.52,0,7.979,6.701,7.174,5.537,0,1.452,7.639,0.987,1.397,13.514,5.249,27.548,141.865,6.877,0.55,4.315,4.445,3.835,3.872,5.295,3.836,4.896,5.08,4.2,4.308,5.8,4.242,5.195
6.0,0,0.0,22.195,3.968,27.362,1.699,53.182,0,1.698,3.934,4.117,9,3.179,137.754,6,6,14125.0,0,1.928,5.34,44.25,5,4.126,118.601,1.87,3.358,3.431,10.391,1.927,2.593,6,97.308,2.887,13.959,0.301,2.947,28.432,3.307,3.307,1.321,1,7.97,6.741,7.188,4.947,0,1.424,7.667,1.109,1.587,13.742,3.728,13.894,127.847,8.222,0.647,4.051,4.172,3.734,3.686,5.249,3.646,4.501,4.649,4.083,4.066,5.688,3.995,4.7
5.2,0,0.0,16.158,3.917,24.622,1.613,0.0,0,1.584,3.883,3.999,6,0.304,0.0,2,2,5028.0,0,1.831,4.649,31.0,1,3.901,50.357,0.0,2.687,2.709,6.1,1.847,1.717,0,66.459,2.591,9.397,0.216,2.542,15.696,2.136,2.136,1.109,0,6.979,5.812,6.237,4.531,0,1.436,6.606,1.025,1.565,9.227,1.722,2.965,84.781,7.928,0.5,3.722,3.824,3.332,3.294,4.961,3.288,4.135,4.285,3.617,3.583,5.329,3.564,4.343
