pXC50,O.059,nROR,SpDiam_EA.ed.,ATS6s,Eig01_AEA.ed.,SpMax_AEA.ed.,nBnz,Mi,Eig01_EA.ed.,SM10_AEA.dm.,SpMax_EA.ed.,Eig01_EA,SM09_AEA.bo.,SpDiam_EA,SpMax_EA,SpDiam_EA.bo.,Chi1_EA.bo.,ATS8m,Eig01_AEA.ri.,SpMax_AEA.ri.,Eta_betaS,SpMin6_Bh.i.,Chi0_AEA.bo.,Chi0_AEA.dm.,Chi0_AEA.ed.,Chi0_AEA.ri.,Chi0_EA,Chi0_EA.bo.,Eig14_AEA.ri.,CATS2D_02_AA,Chi0_EA.ri.,SpMaxA_EA.ri.,SpMin5_Bh.m.,SpMin6_Bh.e.,Eig15_AEA.ri.,Eig01_EA.bo.,SM11_AEA.ri.,SpMax_EA.bo.,C.,X1Per,IDM,X1Kup,CID,X1,SpMin6_Bh.p.,IVDM,Psi_i_0,Eig15_EA,SM09_AEA.dm.,RDSQ,Chi1_AEA.bo.,Chi1_AEA.dm.,Chi1_AEA.ed.,Chi1_AEA.ri.,Chi1_EA,Eig15_EA.bo.,SpMaxA_AEA.ed.,S0K,HDcpx,X1Mad,MPC01,MWC01,nBO,SRW02,SM15_EA.ed.,SM14_EA.ed.,Eig14_AEA.ed.,BID,SpMaxA_AEA.bo.,nN.C.N.,SpMaxA_AEA.ri.,P_VSA_MR_5,ATS7m,GMTI,ATSC7m,SM13_EA.ed.,CATS2D_06_LL,LPRS,Psi_i_1,MPC07,Xu,IDDM,Eig06_EA.ri.,nSK,MPC08,P_VSA_e_3,Eig09_EA.ed.,SM04_AEA.ri.,ATS7v,Psi_e_0,SMTI,nRNHR,Eig11_EA.ed.,SM06_AEA.ri.,Eig02_EA.bo.,SM12_AEA.ri.,Eig11_AEA.ri.,SpAD_EA.ri.,SpDiam_AEA.ri.,X0,VvdwZAZ,CATS2D_05_LL,ATS7p,SpMin5_Bh.e.,X0sol,Psi_e_1,GGI10,GGI6,SpMax7_Bh.p.,N.067,Eig11_AEA.bo.,ATSC8s,C.027,SpMaxA_EA.bo.,CATS2D_08_AA,Eig11_AEA.ed.,IC4,S1K,SpMax7_Bh.v.,MWC10,N.074,ON0,MW,ATSC6i,TWC,ATS6v,Eig06_EA.ed.,SM15_AEA.dm.,Eig11_EA.bo.,IC5,piPC06,Eig01_AEA.dm.,SpMax_AEA.dm.,SpMin3_Bh.s.,D.Dtr06,TIC3,Eig09_AEA.dm.,SpDiam_AEA.dm.
10.301,1,1,18.95,5.99,6.942,6.942,0,1.142,11.75,11.75,11.75,3.299,3.299,5.299,3.299,7.712,13.995,4.116,4.25,4.25,22.0,1.216,21.593,21.593,21.593,21.593,21.593,19.492,1.643,3,22.279,0.09,1.739,1.289,1.0,4.712,4.712,4.712,36.1,8.666,8.732,10.764,4.197,15.457,1.537,4.925,22.698,0.072,0.072,299.343,17.27,17.27,17.27,17.27,17.27,0.089,0.198,156.0,1.753,14.65,3.584,3.584,35,4.263,36.984,34.532,3.127,3.503,0.135,0,0.121,82.681,4.22,12900.0,35.494,32.076,0,166.172,18.49,5.136,29.554,4.962,1.952,32,5.303,89.931,3.857,3.857,4.214,11.86,12577.0,0,2.699,2.699,3.659,3.659,2.131,49.416,5.328,22.665,389.27,0,4.272,1.457,22.665,5.007,0.222,1.007,3.013,0,2.587,46.168,1,0.135,2,3.628,5.271,22.591,3.042,12.272,0,16.667,439.58,1.76,12.787,4.147,6.207,6.207,1.589,5.271,6.55,3.726,3.726,1.049,279.87,321.51,1.934,5.726
7.398,0,0,20.605,6.336,7.223,7.223,3,1.107,12.809,12.809,12.809,3.454,3.454,5.454,3.454,7.594,14.442,4.21,4.421,4.421,21.5,1.161,22.775,22.775,22.775,22.775,22.775,19.876,2.0,2,23.092,0.088,1.656,1.209,1.721,4.594,4.594,4.594,49.1,8.815,8.836,11.044,4.255,16.114,1.421,4.987,23.751,0.703,0.703,351.247,18.799,18.799,18.799,18.799,18.799,0.928,0.19,162.465,1.762,15.206,3.664,3.664,38,4.344,38.343,35.815,3.515,3.533,0.124,0,0.116,29.78,4.554,14183.0,55.585,33.283,14,169.291,20.811,5.631,29.699,5.011,2.177,33,5.892,68.988,4.164,4.164,4.305,12.333,12970.0,0,3.078,3.078,3.878,3.878,2.346,56.327,5.489,22.526,396.08,9,4.409,1.492,23.526,5.565,0.082,1.401,3.006,0,2.826,70.419,0,0.121,0,3.756,5.477,20.705,3.009,12.702,0,15.833,500.42,1.986,13.193,4.446,6.934,6.934,1.915,5.527,6.689,4.064,4.064,1.149,327.546,280.814,1.974,6.064
6.495,0,0,20.599,6.144,7.223,7.223,2,1.114,12.808,12.808,12.808,3.454,3.454,5.454,3.454,7.594,12.403,3.966,4.42,4.42,18.5,1.161,19.215,19.215,19.215,19.215,19.215,17.067,1.172,2,19.576,0.104,1.558,1.209,0.844,4.594,4.594,4.594,45.8,7.549,8.385,9.487,4.086,13.597,1.421,4.733,20.148,-0.077,-0.077,282.42,15.727,15.727,15.727,15.727,15.727,-0.092,0.226,134.606,1.724,12.676,3.497,3.497,32,4.174,38.34,35.811,3.193,3.377,0.147,0,0.138,38.605,4.372,8159.0,50.716,33.279,12,134.049,17.66,5.517,25.406,4.78,1.9,28,5.749,68.988,3.111,3.111,4.072,10.473,7695.0,0,2.691,2.691,3.878,3.878,2.014,47.323,5.489,19.413,340.76,9,4.199,1.32,20.413,4.723,0.025,1.219,2.906,0,2.365,52.582,0,0.144,0,3.607,5.361,17.958,2.873,12.614,0,14.0,438.35,1.7,13.102,4.254,6.433,6.433,1.313,5.361,6.595,4.061,4.061,1.094,196.373,249.323,1.708,6.061
10.398,1,1,19.069,6.039,6.958,6.958,0,1.142,11.836,11.836,11.836,3.308,3.308,5.308,3.308,7.717,14.423,4.212,4.26,4.26,22.5,1.267,22.463,22.463,22.463,22.463,22.463,20.415,1.655,3,23.141,0.087,1.772,1.35,1.354,4.717,4.717,4.717,35.9,9.141,8.829,11.325,4.228,15.995,1.598,4.971,23.514,0.386,0.386,313.257,17.707,17.707,17.707,17.707,17.707,0.439,0.193,160.465,1.762,15.192,3.611,3.611,36,4.29,37.091,34.632,3.189,3.532,0.132,0,0.118,85.216,4.296,13739.0,40.306,32.168,0,172.679,19.152,5.193,30.233,5.006,1.966,33,5.366,89.931,4.169,4.169,4.304,12.244,13437.0,0,2.702,2.702,3.66,3.66,2.14,50.518,5.338,23.372,406.57,0,4.365,1.499,23.372,5.154,0.267,1.047,3.019,0,2.597,51.538,1,0.131,2,3.629,5.34,23.557,3.044,12.311,0,17.167,453.61,1.9,12.824,4.225,6.212,6.212,1.598,5.34,6.603,3.726,3.726,1.075,289.87,341.735,1.935,5.726
9.398,1,1,19.068,5.926,6.958,6.958,0,1.146,11.835,11.835,11.835,3.308,3.308,5.308,3.308,7.717,12.864,3.983,4.259,4.259,20.5,1.249,20.361,20.361,20.361,20.361,20.361,18.52,1.351,3,21.11,0.098,1.766,1.337,0.952,4.717,4.717,4.717,35.1,8.185,8.463,10.094,4.11,14.296,1.579,4.812,20.945,0.028,0.028,263.094,15.79,15.79,15.79,15.79,15.79,0.034,0.217,136.881,1.73,13.559,3.497,3.497,32,4.174,37.085,34.624,2.855,3.409,0.148,0,0.133,93.544,4.13,9739.0,37.223,32.157,0,144.573,16.848,5.075,27.043,4.821,1.618,29,5.247,107.942,2.981,2.981,4.181,10.721,9403.0,1,2.136,2.136,3.489,3.489,1.967,43.742,5.337,20.054,350.73,0,4.258,1.493,20.054,4.42,0.07,0.887,2.941,1,2.218,46.577,1,0.147,2,3.247,5.175,20.019,2.91,12.18,0,14.167,396.56,1.726,12.692,4.13,4.362,4.362,1.197,5.175,6.537,3.397,3.397,1.075,244.539,294.965,1.41,5.397
8.921,2,2,18.923,5.959,6.935,6.935,0,1.144,11.726,11.726,11.726,3.289,3.289,5.289,3.289,7.71,13.338,4.064,4.241,4.241,20.75,1.2,20.593,20.593,20.593,20.593,20.593,18.65,1.039,1,21.383,0.095,1.739,1.282,0.916,4.71,4.71,4.71,35.6,8.304,8.551,10.308,4.14,14.635,1.523,4.851,21.597,0.0,0.0,271.365,16.347,16.347,16.347,16.347,16.347,0.0,0.21,143.207,1.737,13.855,3.526,3.526,33,4.205,36.932,34.476,2.904,3.441,0.143,0,0.129,87.655,4.124,11082.0,32.845,32.013,0,152.429,17.418,4.977,28.04,4.87,1.859,30,5.182,104.818,3.092,3.092,4.149,11.092,10679.0,0,2.588,2.588,3.659,3.659,2.131,45.225,5.32,20.924,365.82,0,4.212,1.457,20.924,4.588,0.107,0.814,2.941,0,2.429,44.194,1,0.143,1,3.482,5.2,20.978,2.945,12.143,0,15.0,411.57,1.647,12.662,4.08,5.534,5.534,1.428,5.2,6.477,3.365,3.365,1.049,261.93,306.811,1.767,5.365
9.699,1,1,19.044,6.003,6.952,6.952,0,1.146,11.813,11.813,11.813,3.299,3.299,5.299,3.299,7.715,13.766,4.152,4.252,4.252,21.25,1.261,21.463,21.463,21.463,21.463,21.463,19.573,1.372,1,22.166,0.092,1.775,1.35,0.971,4.715,4.715,4.715,34.9,8.927,8.653,11.014,4.172,15.173,1.601,4.899,22.511,0.043,0.043,284.811,16.785,16.785,16.785,16.785,16.785,0.05,0.204,149.58,1.747,14.467,3.555,3.555,34,4.234,37.043,34.58,2.905,3.472,0.139,0,0.125,103.227,4.193,11853.0,38.357,32.111,0,158.857,18.24,5.037,28.736,4.917,1.882,31,5.252,122.828,3.093,3.093,4.244,11.477,11465.0,1,2.591,2.591,3.66,3.66,2.139,46.582,5.33,21.631,385.33,0,4.316,1.5,21.631,4.735,0.132,0.854,2.948,1,2.43,47.175,1,0.139,1,3.483,5.306,21.94,2.962,12.187,0,15.5,424.62,1.809,12.703,4.17,5.569,5.569,1.428,5.306,6.534,3.379,3.379,1.075,272.104,334.304,1.667,5.379
8.638,1,1,18.95,5.964,6.942,6.942,0,1.146,11.75,11.75,11.75,3.299,3.299,5.299,3.299,7.712,13.313,4.037,4.25,4.25,20.75,1.199,20.386,20.386,20.386,20.386,20.386,18.468,1.005,3,21.087,0.095,1.739,1.282,0.82,4.712,4.712,4.712,35.0,8.384,8.552,10.399,4.138,14.546,1.524,4.839,21.637,-0.122,-0.122,275.416,16.302,16.302,16.302,16.302,16.302,-0.131,0.21,143.207,1.737,13.843,3.526,3.526,33,4.205,36.98,34.526,2.868,3.441,0.143,0,0.129,115.578,4.135,10770.0,35.872,32.067,0,151.866,17.643,5.063,27.905,4.87,1.929,30,5.263,122.828,3.831,3.831,4.183,11.094,10441.0,0,2.588,2.588,3.659,3.659,2.13,46.012,5.328,21.087,368.03,0,4.253,1.457,21.087,4.615,0.132,0.925,2.945,0,2.497,45.407,1,0.143,2,3.482,5.202,20.978,2.96,12.216,0,15.333,410.59,1.711,12.731,4.119,5.923,5.923,1.496,5.202,6.533,3.385,3.385,1.049,256.023,312.149,1.524,5.385
8.26,1,1,19.079,5.975,6.959,6.959,0,1.146,11.838,11.838,11.838,3.31,3.31,5.31,3.31,7.718,13.248,4.076,4.261,4.261,21.0,1.249,20.861,20.861,20.861,20.861,20.861,18.967,1.364,3,21.603,0.095,1.768,1.337,1.103,4.718,4.718,4.718,35.0,8.497,8.565,10.51,4.14,14.707,1.58,4.851,21.72,0.165,0.165,277.547,16.251,16.251,16.251,16.251,16.251,0.199,0.211,139.207,1.739,13.973,3.526,3.526,33,4.205,37.098,34.639,2.865,3.441,0.144,0,0.129,102.369,4.22,10458.0,39.458,32.175,0,151.005,17.495,5.118,27.741,4.871,1.627,30,5.293,107.942,3.065,3.065,4.26,11.099,10142.0,1,2.638,2.638,3.783,3.783,2.0,45.523,5.34,20.924,368.03,0,4.331,1.494,20.924,4.572,0.099,0.976,2.993,1,2.218,49.291,1,0.143,2,3.511,5.202,20.978,2.975,12.237,0,15.0,410.59,1.83,12.749,4.187,4.51,4.51,1.197,5.202,6.573,3.4,3.4,1.075,253.518,312.149,1.514,5.4
10.155,1,1,19.068,5.91,6.958,6.958,1,1.142,11.835,11.835,11.835,3.308,3.308,5.308,3.308,7.717,12.864,3.974,4.26,4.26,20.0,1.249,20.361,20.361,20.361,20.361,20.361,18.52,1.352,3,21.042,0.098,1.767,1.337,0.96,4.717,4.717,4.717,36.2,8.309,8.463,10.25,4.11,14.296,1.579,4.812,21.075,0.028,0.028,263.094,15.79,15.79,15.79,15.79,15.79,0.034,0.217,132.881,1.73,13.628,3.497,3.497,32,4.174,37.085,34.624,2.855,3.409,0.148,0,0.133,84.496,4.127,9739.0,38.372,32.157,0,144.573,17.04,5.075,27.043,4.821,1.619,29,5.247,91.156,2.981,2.981,4.215,10.732,9403.0,1,2.136,2.136,3.489,3.489,2.0,44.031,5.337,20.054,357.03,0,4.303,1.494,20.054,4.425,0.07,0.887,2.941,1,2.218,39.985,0,0.147,1,3.247,5.073,20.081,2.91,12.18,0,14.167,395.57,1.772,12.692,4.158,4.362,4.362,1.197,5.073,6.537,3.397,3.397,1.075,244.539,291.498,1.41,5.397
4.387,0,0,20.599,6.144,7.223,7.223,2,1.114,12.808,12.808,12.808,3.454,3.454,5.454,3.454,7.594,12.403,3.966,4.42,4.42,18.5,1.161,19.215,19.215,19.215,19.215,19.215,17.067,1.172,2,19.576,0.104,1.558,1.209,0.844,4.594,4.594,4.594,45.8,7.549,8.385,9.487,4.086,13.597,1.421,4.733,20.148,-0.077,-0.077,282.42,15.727,15.727,15.727,15.727,15.727,-0.092,0.226,134.606,1.724,12.676,3.497,3.497,32,4.174,38.34,35.811,3.193,3.377,0.147,0,0.138,38.605,4.372,8159.0,50.716,33.279,12,134.049,17.66,5.517,25.406,4.78,1.9,28,5.749,68.988,3.111,3.111,4.072,10.473,7695.0,0,2.691,2.691,3.878,3.878,2.014,47.323,5.489,19.413,340.76,9,4.199,1.32,20.413,4.723,0.025,1.219,2.906,0,2.365,52.582,0,0.144,0,3.607,5.361,17.958,2.873,12.614,0,14.0,438.35,1.7,13.102,4.254,6.433,6.433,1.313,5.361,6.595,4.061,4.061,1.094,196.373,249.323,1.708,6.061
4.495,0,0,20.599,6.144,7.223,7.223,2,1.114,12.808,12.808,12.808,3.454,3.454,5.454,3.454,7.594,12.403,3.966,4.42,4.42,18.5,1.161,19.215,19.215,19.215,19.215,19.215,17.067,1.172,2,19.576,0.104,1.558,1.209,0.844,4.594,4.594,4.594,45.8,7.549,8.385,9.487,4.086,13.597,1.421,4.733,20.148,-0.077,-0.077,282.42,15.727,15.727,15.727,15.727,15.727,-0.092,0.226,134.606,1.724,12.676,3.497,3.497,32,4.174,38.34,35.811,3.193,3.377,0.147,0,0.138,38.605,4.372,8159.0,50.716,33.279,12,134.049,17.66,5.517,25.406,4.78,1.9,28,5.749,68.988,3.111,3.111,4.072,10.473,7695.0,0,2.691,2.691,3.878,3.878,2.014,47.323,5.489,19.413,340.76,9,4.199,1.32,20.413,4.723,0.025,1.219,2.906,0,2.365,52.582,0,0.144,0,3.607,5.361,17.958,2.873,12.614,0,14.0,438.35,1.7,13.102,4.254,6.433,6.433,1.313,5.361,6.595,4.061,4.061,1.094,196.373,249.323,1.708,6.061
7.301,0,0,20.599,6.144,7.223,7.223,2,1.114,12.808,12.808,12.808,3.454,3.454,5.454,3.454,7.594,12.403,3.966,4.42,4.42,18.5,1.161,19.215,19.215,19.215,19.215,19.215,17.067,1.172,2,19.576,0.104,1.558,1.209,0.844,4.594,4.594,4.594,45.8,7.549,8.385,9.487,4.086,13.597,1.421,4.733,20.148,-0.077,-0.077,282.42,15.727,15.727,15.727,15.727,15.727,-0.092,0.226,134.606,1.724,12.676,3.497,3.497,32,4.174,38.34,35.811,3.193,3.377,0.147,0,0.138,38.605,4.372,8159.0,50.716,33.279,12,134.049,17.66,5.517,25.406,4.78,1.9,28,5.749,68.988,3.111,3.111,4.072,10.473,7695.0,0,2.691,2.691,3.878,3.878,2.014,47.323,5.489,19.413,340.76,9,4.199,1.32,20.413,4.723,0.025,1.219,2.906,0,2.365,52.582,0,0.144,0,3.607,5.361,17.958,2.873,12.614,0,14.0,438.35,1.7,13.102,4.254,6.433,6.433,1.313,5.361,6.595,4.061,4.061,1.094,196.373,249.323,1.708,6.061
5.469,0,0,20.605,6.336,7.223,7.223,3,1.107,12.809,12.809,12.809,3.454,3.454,5.454,3.454,7.594,14.442,4.21,4.421,4.421,21.5,1.161,22.775,22.775,22.775,22.775,22.775,19.876,2.0,2,23.092,0.088,1.656,1.209,1.721,4.594,4.594,4.594,49.1,8.815,8.836,11.044,4.255,16.114,1.421,4.987,23.751,0.703,0.703,351.247,18.799,18.799,18.799,18.799,18.799,0.928,0.19,162.465,1.762,15.206,3.664,3.664,38,4.344,38.343,35.815,3.515,3.533,0.124,0,0.116,29.78,4.554,14183.0,55.585,33.283,14,169.291,20.811,5.631,29.699,5.011,2.177,33,5.892,68.988,4.164,4.164,4.305,12.333,12970.0,0,3.078,3.078,3.878,3.878,2.346,56.327,5.489,22.526,396.08,9,4.409,1.492,23.526,5.565,0.082,1.401,3.006,0,2.826,70.419,0,0.121,0,3.756,5.477,20.705,3.009,12.702,0,15.833,500.42,1.986,13.193,4.446,6.934,6.934,1.915,5.527,6.689,4.064,4.064,1.149,327.546,280.814,1.974,6.064
9.377,1,1,19.077,6.027,6.96,6.96,0,1.146,11.839,11.839,11.839,3.312,3.312,5.312,3.312,7.717,13.729,4.166,4.262,4.262,21.5,1.333,21.309,21.309,21.309,21.309,21.309,19.443,1.488,3,22.04,0.093,1.768,1.426,1.325,4.717,4.717,4.717,34.9,8.797,8.659,10.891,4.167,15.101,1.704,4.888,22.476,0.363,0.363,289.619,16.73,16.73,16.73,16.73,16.73,0.406,0.205,153.58,1.748,14.363,3.555,3.555,34,4.234,37.118,34.662,3.0,3.473,0.139,0,0.125,100.692,4.236,11472.0,40.638,32.2,0,158.045,18.196,5.1,28.562,4.918,1.902,31,5.288,107.942,3.172,3.172,4.286,11.471,11141.0,1,2.59,2.59,3.66,3.66,2.138,47.121,5.341,21.794,385.33,0,4.36,1.493,21.794,4.73,0.127,1.004,3.028,1,2.386,50.656,1,0.139,2,3.483,5.453,21.94,3.025,12.273,0,15.833,424.62,1.906,12.785,4.218,5.732,5.732,1.377,5.453,6.578,3.407,3.407,1.075,174.025,343.549,1.592,5.407
9.108,1,1,19.069,6.014,6.958,6.958,0,1.146,11.835,11.835,11.835,3.308,3.308,5.308,3.308,7.717,13.741,4.14,4.26,4.26,21.25,1.258,21.256,21.256,21.256,21.256,21.256,19.39,1.357,3,21.948,0.093,1.772,1.346,0.954,4.717,4.717,4.717,34.9,8.86,8.655,10.959,4.17,15.084,1.592,4.888,22.453,0.029,0.029,288.948,16.739,16.739,16.739,16.739,16.739,0.035,0.205,149.58,1.747,14.386,3.555,3.555,34,4.234,37.087,34.626,2.869,3.473,0.139,0,0.125,118.113,4.217,11529.0,40.589,32.16,0,158.295,18.305,5.124,28.603,4.917,1.944,31,5.328,122.828,3.885,3.885,4.275,11.478,11217.0,0,2.59,2.59,3.66,3.66,2.138,47.112,5.338,21.794,385.33,0,4.348,1.498,21.794,4.761,0.144,0.965,2.949,0,2.504,48.411,1,0.139,2,3.483,5.275,21.94,2.962,12.257,0,15.833,424.62,1.853,12.77,4.199,5.93,5.93,1.504,5.275,6.586,3.398,3.398,1.075,266.023,332.304,1.596,5.398
9.456,1,1,18.921,5.976,6.935,6.935,0,1.146,11.725,11.725,11.725,3.288,3.288,5.288,3.288,7.71,13.811,4.082,4.24,4.24,21.25,1.243,21.3,21.3,21.3,21.3,21.3,19.357,1.527,1,22.01,0.092,1.739,1.331,0.998,4.71,4.71,4.71,34.9,8.839,8.639,10.924,4.171,15.135,1.593,4.899,22.511,0.07,0.07,280.03,16.831,16.831,16.831,16.831,16.831,0.087,0.204,147.58,1.744,14.422,3.555,3.555,34,4.234,36.93,34.473,3.033,3.472,0.139,0,0.125,102.798,4.126,12457.0,35.018,32.01,0,160.111,18.254,4.942,28.996,4.916,1.88,31,5.13,122.828,3.158,3.158,4.16,11.47,11984.0,1,2.589,2.589,3.659,3.659,2.131,47.03,5.319,21.631,385.33,0,4.227,1.457,21.631,4.728,0.116,0.71,3.045,1,2.499,41.289,1,0.139,1,3.482,5.306,21.94,3.05,12.132,0,15.5,424.62,1.706,12.654,4.096,5.711,5.711,1.499,5.306,6.461,3.363,3.363,1.049,278.908,334.304,1.734,5.363
10.155,1,1,19.068,6.181,6.958,6.958,0,1.167,11.836,11.836,11.836,3.309,3.309,5.309,3.309,7.717,14.86,4.286,4.26,4.26,23.75,1.242,22.041,22.041,22.041,22.041,22.041,20.2,1.386,4,23.032,0.087,1.672,1.319,1.296,4.717,4.717,4.717,33.9,8.484,8.826,10.486,4.226,15.837,1.595,4.964,22.82,0.366,0.366,311.267,17.785,17.785,17.785,17.785,17.785,0.412,0.193,161.71,1.761,14.753,3.611,3.611,36,4.29,37.159,34.71,3.217,3.532,0.132,0,0.118,107.816,4.327,13987.0,36.449,32.259,0,173.048,18.45,5.147,30.32,5.007,2.12,33,5.338,124.728,3.741,3.741,4.248,12.609,13630.0,1,2.935,2.935,3.489,3.489,2.205,49.036,5.34,23.424,379.94,0,4.286,1.457,20.924,5.713,0.223,1.07,3.087,1,2.5,82.957,1,0.131,5,3.591,5.404,23.62,3.068,12.281,0,17.25,465.55,1.876,12.796,4.19,6.338,6.338,1.5,5.404,6.552,4.27,4.27,1.072,290.429,318.811,1.672,6.27
9.027,1,1,18.949,6.139,6.942,6.942,0,1.169,11.751,11.751,11.751,3.299,3.299,5.299,3.299,7.712,14.431,4.197,4.25,4.25,23.25,1.227,21.17,21.17,21.17,21.17,21.17,19.277,1.32,4,22.17,0.09,1.65,1.311,0.971,4.712,4.712,4.712,33.9,8.009,8.729,9.926,4.196,15.299,1.54,4.918,22.004,0.049,0.049,297.287,17.348,17.348,17.348,17.348,17.348,0.06,0.198,153.245,1.752,14.211,3.584,3.584,35,4.263,37.06,34.619,3.19,3.503,0.135,0,0.121,105.282,4.253,13160.0,31.462,32.175,0,166.59,17.788,5.088,29.65,4.962,2.085,32,5.273,124.728,3.737,3.737,4.153,12.222,12782.0,1,2.918,2.918,3.485,3.485,2.173,47.94,5.329,22.717,362.64,0,4.184,1.402,20.217,5.564,0.21,1.03,3.076,1,2.5,75.814,1,0.135,5,3.586,5.338,22.654,3.06,12.241,0,16.75,451.52,1.722,12.758,4.108,6.325,6.325,1.5,5.338,6.496,4.27,4.27,0.946,280.43,298.947,1.609,6.27
8.407,2,2,19.068,6.119,6.958,6.958,0,1.167,11.835,11.835,11.835,3.308,3.308,5.308,3.308,7.717,14.376,4.224,4.259,4.259,23.25,1.219,21.593,21.593,21.593,21.593,21.593,19.752,1.386,4,22.675,0.09,1.642,1.29,1.295,4.717,4.717,4.717,34.5,8.007,8.736,9.918,4.198,15.443,1.578,4.929,21.966,0.366,0.366,297.452,17.302,17.302,17.302,17.302,17.302,0.412,0.199,151.245,1.753,14.286,3.584,3.584,35,4.263,37.156,34.706,3.194,3.503,0.135,0,0.122,88.059,4.285,13012.0,34.254,32.254,0,166.2,17.606,5.112,29.589,4.962,1.928,32,5.293,106.717,3.08,3.08,4.185,12.231,12634.0,0,2.632,2.632,3.489,3.489,1.952,47.116,5.363,22.554,360.43,0,4.213,1.449,20.054,5.552,0.19,1.009,2.941,0,2.463,91.782,1,0.135,7,3.521,5.099,22.654,2.91,12.239,0,16.417,452.5,1.762,12.755,4.134,6.066,6.066,1.461,5.099,6.541,4.27,4.27,1.071,280.578,274.955,1.668,6.27
9.187,1,1,18.949,5.91,6.942,6.942,0,1.146,11.75,11.75,11.75,3.299,3.299,5.299,3.299,7.712,12.846,3.977,4.249,4.249,20.5,1.196,19.938,19.938,19.938,19.938,19.938,18.02,0.998,3,20.697,0.098,1.739,1.278,0.659,4.712,4.712,4.712,35.1,8.023,8.457,9.955,4.108,14.152,1.513,4.8,20.903,-0.262,-0.262,262.988,15.835,15.835,15.835,15.835,15.835,-0.288,0.217,134.881,1.729,13.412,3.497,3.497,32,4.174,36.979,34.525,2.862,3.409,0.148,0,0.133,93.544,4.099,9839.0,34.161,32.066,0,144.893,16.82,5.037,27.088,4.822,1.808,29,5.22,107.942,3.065,3.065,4.136,10.717,9501.0,1,2.583,2.583,3.659,3.659,1.999,44.272,5.328,20.217,350.73,0,4.207,1.456,20.217,4.426,0.091,0.847,3.012,1,2.215,44.359,0,0.147,2,3.482,5.126,20.019,2.997,12.178,0,14.5,396.56,1.659,12.692,4.086,5.209,5.209,1.194,5.126,6.521,3.385,3.385,1.016,244.716,286.21,1.478,5.385
8.735,1,1,19.069,5.962,6.958,6.958,0,1.146,11.835,11.835,11.835,3.308,3.308,5.308,3.308,7.717,13.275,4.087,4.259,4.259,21.0,1.251,20.809,20.809,20.809,20.809,20.809,18.943,1.351,3,21.559,0.095,1.769,1.339,0.953,4.717,4.717,4.717,35.0,8.499,8.563,10.515,4.14,14.69,1.582,4.851,21.72,0.028,0.028,276.308,16.273,16.273,16.273,16.273,16.273,0.034,0.211,141.207,1.739,13.954,3.526,3.526,33,4.205,37.086,34.625,2.864,3.441,0.144,0,0.129,96.078,4.184,10562.0,38.897,32.159,0,151.285,17.482,5.1,27.796,4.871,1.82,30,5.288,107.942,3.068,3.068,4.232,11.1,10239.0,1,2.587,2.587,3.66,3.66,2.0,45.374,5.338,20.924,368.03,0,4.306,1.495,20.924,4.572,0.103,0.887,3.032,1,2.218,46.838,0,0.143,2,3.482,5.202,20.978,3.017,12.221,0,15.0,410.59,1.802,12.733,4.17,5.26,5.26,1.197,5.202,6.575,3.398,3.398,1.075,254.716,312.149,1.576,5.398
8.854,1,1,18.949,5.902,6.942,6.942,0,1.146,11.75,11.75,11.75,3.299,3.299,5.299,3.299,7.712,12.846,3.977,4.249,4.249,20.5,1.19,19.938,19.938,19.938,19.938,19.938,18.02,0.998,3,20.696,0.098,1.739,1.273,0.657,4.712,4.712,4.712,35.1,8.017,8.457,9.944,4.108,14.152,1.512,4.8,20.903,-0.262,-0.262,262.988,15.835,15.835,15.835,15.835,15.835,-0.288,0.217,136.881,1.729,13.41,3.497,3.497,32,4.174,36.979,34.525,2.862,3.409,0.148,0,0.133,99.834,4.099,9839.0,34.161,32.066,0,144.893,16.829,5.037,27.088,4.822,1.796,29,5.22,107.942,3.065,3.065,4.136,10.715,9501.0,1,2.583,2.583,3.659,3.659,1.999,44.299,5.328,20.217,350.73,0,4.207,1.456,20.217,4.425,0.091,0.847,2.941,1,2.215,44.359,1,0.147,2,3.482,5.126,20.019,2.918,12.178,0,14.5,396.56,1.648,12.692,4.083,5.209,5.209,1.194,5.126,6.521,3.385,3.385,1.049,244.716,292.21,1.478,5.385
9.42,1,1,19.069,5.955,6.958,6.958,0,1.146,11.835,11.835,11.835,3.308,3.308,5.308,3.308,7.717,13.275,4.087,4.26,4.26,21.0,1.25,20.809,20.809,20.809,20.809,20.809,18.943,1.352,3,21.557,0.095,1.769,1.339,0.952,4.717,4.717,4.717,35.0,8.493,8.563,10.504,4.14,14.69,1.582,4.851,21.72,0.028,0.028,276.308,16.273,16.273,16.273,16.273,16.273,0.034,0.211,143.207,1.739,13.952,3.526,3.526,33,4.205,37.086,34.625,2.864,3.441,0.144,0,0.129,102.369,4.184,10562.0,38.897,32.159,0,151.285,17.491,5.1,27.796,4.871,1.81,30,5.288,107.942,3.068,3.068,4.232,11.098,10239.0,1,2.587,2.587,3.66,3.66,2.0,45.401,5.338,20.924,368.03,0,4.306,1.495,20.924,4.57,0.103,0.887,2.941,1,2.218,46.838,1,0.143,2,3.482,5.202,20.978,2.943,12.221,0,15.0,410.59,1.791,12.733,4.166,5.26,5.26,1.197,5.202,6.575,3.398,3.398,1.075,254.716,312.149,1.576,5.398
