pXC50,nX,nF,Mi,Si,nBT,nAT,nHet,Se,Sp,MW,X.,nC,nCsp,RBN,N.,SCBO,nTB,nCsp3,nN,nBO,nH,Sv,nSK,Mp,nS,nBM,C.,nHM
7.032,2,2,1.137,87.565,80.0,77.0,8,76.992,49.512,536.73,2.6,31,0,9,5.2,52.0,0,14,4,42,38,46.764,39,0.643,0,19,40.3,0
4.0,2,0,1.099,70.35,69.0,64.0,8,64.451,48.756,633.95,3.1,34,0,7,6.3,66.5,0,0,4,47,22,46.636,42,0.762,0,37,53.1,2
6.0,1,0,1.116,47.972,45.0,43.0,6,43.411,30.495,366.85,2.3,20,0,5,7.0,39.0,0,1,3,28,17,29.272,26,0.709,0,20,46.5,1
4.0,2,0,1.13,55.39,52.0,49.0,10,49.778,35.034,488.81,4.1,20,0,6,14.3,43.0,0,4,7,33,19,33.405,30,0.715,0,19,40.8,2
4.0,0,0,1.128,99.268,90.0,88.0,12,89.04,56.574,647.79,0.0,35,0,20,3.4,63.0,0,12,3,49,41,54.507,47,0.643,0,23,39.8,0
4.0,1,0,1.117,84.926,82.0,76.0,12,77.142,52.915,647.2,1.3,33,0,7,5.3,66.0,0,9,4,51,31,50.764,45,0.696,1,24,43.4,2
4.0,1,0,1.117,84.926,82.0,76.0,12,77.142,52.915,647.2,1.3,33,0,7,5.3,66.0,0,9,4,51,31,50.764,45,0.696,1,24,43.4,2
4.0,2,0,1.136,52.255,48.0,46.0,11,46.691,34.597,595.22,4.3,16,0,5,15.2,36.0,0,6,7,29,19,30.901,27,0.752,0,13,34.8,2
4.793,0,0,1.129,94.849,87.0,84.0,10,83.909,54.41,594.85,0.0,32,0,12,4.8,57.0,0,14,4,45,42,50.856,42,0.648,1,18,38.1,1
4.827,0,0,1.13,92.643,85.0,82.0,11,82.352,53.103,596.82,0.0,31,0,13,4.9,57.0,0,13,4,45,40,50.044,42,0.648,1,18,37.8,1
5.092,0,0,1.13,99.474,91.0,88.0,11,88.119,56.625,624.88,0.0,33,0,15,4.5,59.0,0,15,4,47,44,53.097,44,0.643,1,18,37.5,1
4.67,0,0,1.124,100.058,93.0,89.0,11,89.236,58.864,658.89,0.0,36,0,14,4.5,66.0,0,12,4,51,42,55.571,47,0.661,1,24,40.4,1
4.818,0,0,1.131,96.138,88.0,85.0,10,85.159,54.216,590.79,0.0,33,0,15,4.7,57.0,0,14,4,46,42,51.384,43,0.638,0,17,38.8,0
4.567,1,1,1.133,98.601,89.0,87.0,9,87.01,55.216,593.81,1.1,34,0,15,3.4,56.0,0,15,3,45,44,52.084,43,0.635,0,17,39.1,0
4.583,0,0,1.13,96.055,87.0,85.0,9,84.941,53.972,577.79,0.0,33,0,15,3.5,55.0,0,14,3,44,43,50.889,42,0.635,0,17,38.8,0
4.575,0,0,1.131,102.886,93.0,91.0,9,90.708,57.495,605.85,0.0,35,0,16,3.3,57.0,0,16,3,46,47,53.943,44,0.632,0,17,38.5,0
4.408,0,0,1.13,98.344,90.0,87.0,9,86.716,55.523,588.82,0.0,34,0,14,4.6,57.0,0,15,4,46,44,52.196,43,0.638,0,17,39.1,0
4.55,0,0,1.131,105.175,96.0,93.0,9,92.483,59.046,616.88,0.0,36,0,15,4.3,59.0,0,17,4,48,48,55.249,45,0.635,0,17,38.7,0
4.517,0,0,1.132,107.51,97.0,95.0,10,94.919,59.711,635.88,0.0,36,0,18,3.2,59.0,0,17,3,48,49,56.184,46,0.629,0,17,37.9,0
4.529,0,0,1.131,105.175,96.0,93.0,9,92.483,59.046,616.88,0.0,36,0,17,4.3,59.0,0,17,4,48,48,55.249,45,0.635,0,17,38.7,0
4.506,0,0,1.128,112.799,103.0,100.0,10,99.694,64.262,682.94,0.0,40,0,18,4.0,67.0,0,15,4,53,50,60.491,50,0.643,0,23,40.0,0
4.032,0,0,1.109,46.574,46.0,42.0,4,42.262,28.671,322.38,0.0,20,0,0,0.0,35.5,0,7,0,28,18,27.6,24,0.683,0,13,47.6,0
4.009,0,0,1.106,45.365,45.0,41.0,3,40.934,28.216,306.38,0.0,20,0,0,0.0,34.5,0,7,0,27,18,26.886,23,0.688,0,13,48.8,0
4.602,0,0,1.131,78.059,70.0,69.0,8,68.97,44.262,478.65,0.0,27,0,14,5.8,47.0,0,8,4,36,34,41.847,35,0.641,0,17,39.1,0
4.0,1,0,1.127,68.757,64.0,61.0,9,61.167,41.58,486.09,1.6,24,0,7,8.2,45.0,0,9,5,36,28,38.873,33,0.682,1,15,39.3,2
4.0,0,0,1.113,71.228,68.0,64.0,4,63.229,43.58,450.62,0.0,30,0,6,3.1,50.0,0,6,2,38,30,40.848,34,0.681,0,24,46.9,0
4.0,1,0,1.117,73.72,69.0,66.0,9,66.611,45.449,541.11,1.5,28,0,7,3.0,51.0,0,9,2,40,29,43.007,37,0.689,1,17,42.4,2
4.0,2,0,1.133,58.907,55.0,52.0,10,52.756,36.301,458.39,3.8,21,0,7,13.5,44.0,0,5,7,34,21,34.734,31,0.698,0,19,40.4,2
4.0,2,0,1.126,59.67,56.0,53.0,11,53.574,40.358,657.29,3.8,21,0,7,13.2,45.0,0,5,7,35,21,36.427,32,0.761,0,19,39.6,2
4.0,3,2,1.145,62.975,58.0,55.0,10,56.123,36.836,460.96,5.5,22,0,7,10.9,44.0,0,7,6,35,23,35.705,32,0.67,0,18,40.0,1
4.087,2,0,1.131,66.742,62.0,59.0,11,59.661,41.267,591.35,3.4,23,0,6,11.9,47.0,0,7,7,37,25,38.898,34,0.699,0,19,39.0,2
4.0,2,0,1.137,51.185,47.0,45.0,9,45.4,32.097,474.77,4.4,16,0,7,13.3,33.0,0,7,6,27,20,29.202,25,0.713,0,12,35.6,2
4.0,1,0,1.117,72.615,68.0,65.0,7,65.221,44.051,540.49,1.5,28,0,7,1.5,48.0,0,10,1,38,30,41.523,35,0.678,0,16,43.1,1
4.0,0,0,1.128,69.943,65.0,62.0,10,62.723,41.08,484.63,0.0,24,0,7,6.5,48.5,0,8,4,37,28,39.168,34,0.663,1,20,38.7,1
4.0,2,0,1.122,53.867,51.0,48.0,9,48.662,35.324,450.36,4.2,22,0,7,14.6,47.0,0,0,7,34,17,33.966,31,0.736,0,25,45.8,2
4.924,1,0,1.144,61.78,56.0,54.0,10,54.272,36.222,499.41,1.9,18,0,9,13.0,36.0,0,9,7,30,26,33.164,28,0.671,0,12,33.3,1
4.0,1,0,1.14,52.451,48.0,46.0,9,46.403,31.694,456.33,2.2,16,0,7,13.0,33.0,0,7,6,27,21,29.089,25,0.689,0,12,34.8,1
5.398,0,0,1.118,73.811,69.0,66.0,7,65.934,44.904,493.63,0.0,30,0,9,6.1,55.0,0,4,4,40,29,42.815,37,0.68,0,27,45.5,0
4.921,1,0,1.117,70.34,66.0,63.0,8,63.374,44.0,514.04,1.6,29,0,9,6.3,55.0,0,3,4,40,26,42.116,37,0.698,0,27,46.0,1
4.046,0,0,1.111,49.99,49.0,45.0,4,45.145,30.432,336.41,0.0,21,0,1,0.0,36.5,0,8,0,29,20,29.127,25,0.676,0,13,46.7,0
4.578,1,1,1.133,91.77,83.0,81.0,9,81.243,51.694,565.75,1.2,32,0,13,3.7,54.0,0,13,3,43,40,49.031,41,0.638,0,17,39.5,0
4.48,0,0,1.134,95.261,86.0,84.0,8,83.498,52.279,539.79,0.0,31,0,15,3.6,49.0,0,18,3,41,45,48.701,39,0.622,0,11,36.9,0
4.0,3,1,1.113,52.3,49.0,47.0,8,48.047,35.074,463.38,6.4,22,0,6,4.3,43.0,0,2,2,32,17,33.439,30,0.746,1,20,46.8,3
4.0,1,0,1.122,62.843,59.0,56.0,8,56.182,38.813,457.04,1.8,23,0,6,7.1,43.0,0,8,4,34,25,36.325,31,0.693,1,15,41.1,2
4.0,2,0,1.12,56.005,52.0,50.0,8,50.036,37.864,604.26,4.0,20,0,6,8.0,38.0,0,6,4,30,22,33.417,28,0.757,0,14,40.0,2
4.0,0,0,1.134,72.564,67.0,64.0,9,64.163,41.148,460.66,0.0,23,0,7,6.3,43.0,0,13,4,35,32,38.507,32,0.643,1,11,35.9,1
4.0,3,0,1.128,66.565,62.0,59.0,12,59.825,43.432,672.79,5.1,23,0,7,11.9,48.0,0,7,7,38,24,40.017,35,0.736,0,19,39.0,3
5.658,0,0,1.118,73.811,69.0,66.0,7,65.934,44.904,493.63,0.0,30,0,9,6.1,55.0,0,4,4,40,29,42.815,37,0.68,0,27,45.5,0
4.0,4,3,1.131,49.75,46.0,44.0,11,46.269,32.432,474.94,9.1,19,0,6,4.5,43.5,0,2,2,32,14,31.753,30,0.737,2,20,43.2,3
4.0,1,0,1.116,71.408,67.0,64.0,8,63.712,45.233,560.63,1.6,26,0,6,4.7,46.5,0,11,3,37,30,41.268,34,0.707,2,15,40.6,3
4.0,0,0,1.119,88.398,85.0,79.0,11,79.701,53.818,626.79,0.0,34,0,7,5.1,66.0,0,10,4,51,34,51.463,45,0.681,1,24,43.0,1
4.0,1,0,1.132,58.861,55.0,52.0,9,52.338,35.938,468.4,1.9,21,0,6,13.5,43.0,0,5,7,33,22,34.104,30,0.691,0,19,40.4,1
4.0,3,0,1.132,58.851,55.0,52.0,11,53.08,37.159,492.83,5.8,21,0,6,13.5,45.0,0,5,7,35,20,35.561,32,0.715,0,19,40.4,3
4.301,0,0,1.116,75.866,71.0,68.0,13,69.094,48.619,609.81,0.0,28,0,12,7.4,59.0,0,5,5,44,27,46.037,41,0.715,3,26,41.2,3
4.0,7,7,1.164,52.37,47.0,45.0,13,48.552,31.631,498.48,15.6,19,0,6,4.4,42.0,0,5,2,34,13,32.271,32,0.703,2,14,42.2,2
4.0,0,0,1.125,64.112,60.0,57.0,10,57.956,38.557,468.58,0.0,23,0,6,7.0,48.5,0,6,4,36,24,37.115,33,0.676,1,21,40.4,1
5.244,0,0,1.115,52.408,48.0,47.0,6,47.8,31.341,368.41,0.0,21,0,7,0.0,38.0,0,2,0,28,20,30.557,27,0.667,0,16,44.7,0
4.0,0,0,1.129,68.853,65.0,61.0,10,61.647,41.256,483.58,0.0,26,0,8,11.5,53.5,0,5,7,40,25,40.035,36,0.676,0,25,42.6,0
4.0,0,0,1.118,84.982,82.0,76.0,11,76.818,52.057,612.76,0.0,33,0,7,5.3,65.0,0,9,4,50,32,49.937,44,0.685,1,24,43.4,1
4.0,1,1,1.123,85.322,82.0,76.0,12,77.331,51.995,630.75,1.3,33,0,7,5.3,66.0,0,9,4,51,31,50.32,45,0.684,1,24,43.4,1
4.0,1,0,1.12,49.292,45.0,44.0,7,44.534,31.341,454.29,2.3,18,0,7,4.5,34.0,0,4,2,26,19,28.96,25,0.712,0,14,40.9,1
5.432,0,0,1.12,52.652,49.0,47.0,6,47.298,31.853,362.44,0.0,21,0,6,6.4,40.0,0,2,3,29,20,30.686,27,0.678,0,20,44.7,0
4.201,1,1,1.131,85.943,79.0,76.0,11,76.77,50.063,582.76,1.3,30,0,13,5.3,57.0,0,10,4,44,35,47.659,41,0.659,1,22,39.5,1
4.0,1,0,1.117,71.468,68.0,64.0,9,64.392,45.029,535.11,1.6,28,0,7,6.3,53.0,0,7,4,41,27,42.566,37,0.704,1,21,43.8,2
4.533,0,0,1.134,88.431,80.0,78.0,8,77.73,48.756,511.73,0.0,29,0,13,3.8,47.0,0,16,3,39,41,45.647,37,0.625,0,11,37.2,0
5.149,2,1,1.134,66.931,63.0,59.0,13,60.927,40.744,537.98,3.4,25,0,8,11.9,55.5,0,4,7,42,21,40.434,38,0.691,0,25,42.4,1
4.52,1,0,1.121,52.679,49.0,47.0,8,47.84,32.955,409.88,2.1,21,0,6,8.5,43.0,0,1,4,31,18,32.009,29,0.701,0,21,44.7,1
4.496,0,0,1.135,93.055,84.0,82.0,9,81.941,50.972,541.76,0.0,30,0,15,3.7,49.0,0,17,3,41,43,47.889,39,0.622,0,11,36.6,0
4.0,0,0,1.134,72.564,67.0,64.0,9,64.163,41.148,460.66,0.0,23,0,6,6.3,43.0,0,13,4,35,32,38.507,32,0.643,1,11,35.9,1
6.237,0,0,1.114,61.275,59.0,55.0,6,55.123,37.995,425.52,0.0,26,0,4,5.5,48.0,0,4,3,36,23,36.477,32,0.691,0,21,47.3,0
4.0,1,0,1.135,61.28,57.0,54.0,11,54.992,36.847,500.4,1.9,21,0,7,13.0,45.0,0,5,7,35,22,35.534,32,0.682,0,19,38.9,1
4.886,0,0,1.118,51.443,48.0,46.0,5,45.971,31.398,346.44,0.0,21,0,5,6.5,39.0,0,2,3,28,20,29.972,26,0.683,0,20,45.7,0
4.0,0,0,1.126,83.315,76.0,74.0,10,74.483,48.574,553.74,0.0,29,0,15,4.1,54.0,0,9,3,41,35,45.969,39,0.656,1,22,39.2,1
5.721,0,0,1.125,57.36,53.0,51.0,8,51.727,34.313,405.47,0.0,22,0,7,7.8,44.0,0,2,4,32,21,33.423,30,0.673,0,21,43.1,0
4.35,0,0,1.122,52.735,49.0,47.0,7,47.516,32.097,375.44,0.0,21,0,6,8.5,42.0,0,1,4,30,19,31.181,28,0.683,0,21,44.7,0
4.951,2,0,1.124,55.077,52.0,49.0,10,49.989,35.779,466.36,4.1,22,0,7,14.3,48.0,0,0,7,35,17,34.68,32,0.73,0,25,44.9,2
4.318,2,0,1.131,63.327,59.0,56.0,11,56.778,39.506,577.32,3.6,22,0,7,12.5,46.0,0,6,7,36,23,37.371,33,0.705,0,19,39.3,2
4.0,0,0,1.114,66.82,64.0,60.0,8,60.411,41.858,487.62,0.0,27,0,6,5.0,53.5,0,5,3,39,25,39.905,35,0.698,1,26,45.0,1
4.0,0,0,1.118,76.023,71.0,68.0,9,68.647,46.432,536.63,0.0,31,0,10,5.9,59.0,0,3,4,43,28,44.981,40,0.683,0,28,45.6,0
4.0,1,0,1.12,62.741,59.0,56.0,8,56.087,39.307,501.49,1.8,23,0,6,7.1,43.0,0,8,4,34,25,36.522,31,0.702,1,15,41.1,2
4.0,1,0,1.115,59.117,56.0,53.0,7,53.352,37.347,480.39,1.9,24,0,5,5.7,45.0,0,4,3,34,22,35.502,31,0.705,0,20,45.3,1
4.268,2,0,1.12,54.872,52.0,49.0,10,49.8,36.767,555.26,4.1,22,0,7,14.3,48.0,0,0,7,35,17,35.076,32,0.75,0,25,44.9,2
4.0,2,0,1.131,63.327,59.0,56.0,11,56.778,39.506,577.32,3.6,22,0,6,12.5,46.0,0,6,7,36,23,37.371,33,0.705,0,19,39.3,2
4.0,1,0,1.119,62.638,59.0,56.0,9,57.102,38.761,479.95,1.8,25,0,6,5.4,49.0,0,4,3,37,22,37.734,34,0.692,0,21,44.6,1
4.0,0,0,1.113,57.866,55.0,52.0,10,52.829,38.017,477.61,0.0,23,0,7,9.6,51.0,0,1,5,36,19,36.313,33,0.731,2,27,44.2,2
4.0,0,0,1.11,61.036,58.0,55.0,9,56.305,38.449,479.54,0.0,25,0,8,1.8,51.0,0,4,1,37,21,37.48,34,0.699,1,23,45.5,1
6.174,1,0,1.117,50.286,48.0,45.0,7,45.585,31.824,428.31,2.2,20,0,3,6.7,39.0,0,4,3,30,18,30.448,27,0.707,0,15,44.4,1
4.609,0,0,1.135,99.886,90.0,88.0,9,87.708,54.495,569.82,0.0,32,0,17,3.4,51.0,0,19,3,43,47,50.943,41,0.619,0,11,36.4,0
4.0,1,0,1.122,60.595,57.0,54.0,10,55.211,37.796,477.94,1.9,24,0,6,9.3,50.0,0,3,5,37,20,37.008,34,0.7,0,22,44.4,1
4.0,1,0,1.122,65.049,61.0,58.0,7,57.738,40.12,455.07,1.7,24,0,7,6.9,43.5,0,9,4,34,27,37.137,31,0.692,1,18,41.4,2
4.0,0,0,1.12,66.109,62.0,59.0,8,59.662,39.665,459.54,0.0,26,0,7,5.1,49.0,0,5,3,37,25,38.433,34,0.672,0,21,44.1,0
4.0,0,0,1.124,61.823,58.0,55.0,10,55.705,37.75,460.63,0.0,21,0,7,7.3,44.5,0,8,4,34,24,35.587,31,0.686,2,16,38.2,2
4.0,2,0,1.119,62.67,60.0,56.0,11,56.574,43.358,693.32,3.6,24,0,6,12.5,51.5,0,4,7,39,21,39.427,35,0.774,0,24,42.9,2
4.0,1,0,1.13,79.106,73.0,70.0,8,69.756,45.921,543.56,1.4,27,0,7,5.7,46.0,0,13,4,38,35,42.684,35,0.656,0,14,38.6,1
4.0,0,0,1.135,70.358,65.0,62.0,10,62.607,39.841,462.63,0.0,22,0,6,6.5,43.0,0,12,4,35,30,37.695,32,0.643,1,11,35.5,1
4.0,0,0,1.119,74.982,70.0,67.0,7,66.367,45.642,495.77,0.0,27,0,6,4.5,46.5,0,12,3,37,33,41.77,34,0.681,2,15,40.3,2
4.79,0,0,1.129,98.264,90.0,87.0,10,86.792,56.171,608.88,0.0,33,0,13,4.6,58.0,0,15,4,46,44,52.383,43,0.646,1,18,37.9,1
5.022,0,0,1.13,96.058,88.0,85.0,11,85.236,54.864,610.85,0.0,32,0,14,4.7,58.0,0,14,4,46,42,51.571,43,0.645,1,18,37.6,1
4.959,0,0,1.13,99.474,91.0,88.0,11,88.119,56.625,624.88,0.0,33,0,14,4.5,59.0,0,15,4,47,44,53.097,44,0.643,1,18,37.5,1
4.086,0,0,1.115,54.614,53.0,49.0,5,49.356,32.648,366.44,0.0,22,0,3,0.0,38.5,0,9,0,31,22,31.369,27,0.666,0,13,44.9,0
5.046,0,0,1.132,102.969,94.0,91.0,10,90.927,57.739,618.85,0.0,35,0,16,4.4,59.0,0,16,4,48,46,54.437,45,0.634,0,17,38.5,0
4.81,0,0,1.131,99.554,91.0,88.0,10,88.043,55.978,604.82,0.0,34,0,16,4.5,58.0,0,15,4,47,44,52.91,44,0.636,0,17,38.6,0
4.635,0,0,1.131,106.301,96.0,94.0,9,93.592,59.256,619.88,0.0,36,0,17,3.2,58.0,0,17,3,47,49,55.469,45,0.63,0,17,38.3,0
4.57,0,0,1.129,100.471,92.0,89.0,9,88.825,56.733,603.83,0.0,35,0,17,3.4,58.0,0,16,3,47,45,53.416,44,0.637,0,17,39.3,0
4.547,0,0,1.13,103.969,96.0,92.0,10,91.927,58.739,630.86,0.0,36,0,14,4.3,61.0,0,17,4,50,46,55.437,46,0.638,0,17,39.1,0
4.793,0,0,1.129,97.055,89.0,86.0,9,85.941,54.972,589.8,0.0,34,0,16,3.5,57.0,0,15,3,46,43,51.889,43,0.639,0,17,39.5,0
4.484,0,0,1.13,98.344,90.0,87.0,9,86.716,55.523,588.82,0.0,34,0,15,4.6,57.0,0,15,4,46,44,52.196,43,0.638,0,17,39.1,0
4.0,0,0,1.127,73.228,69.0,65.0,8,65.203,42.739,474.61,0.0,27,0,8,6.2,49.0,0,10,4,39,30,40.793,35,0.658,0,16,41.5,0
4.533,1,1,1.133,88.355,80.0,78.0,9,78.359,49.932,551.72,1.3,31,0,13,3.8,53.0,0,12,3,42,38,47.504,40,0.64,0,17,39.7,0
8.301,3,3,1.141,87.828,80.0,77.0,12,78.352,50.245,604.76,3.9,30,0,11,5.2,57.0,0,11,4,45,35,48.237,42,0.653,1,21,39.0,1
4.0,0,0,1.132,56.614,51.0,50.0,9,51.331,31.807,390.43,0.0,19,0,9,4.0,37.0,0,7,2,29,22,31.314,28,0.636,0,11,38.0,0
5.301,1,0,1.121,54.911,52.0,49.0,8,49.796,34.04,458.34,2.0,21,0,4,6.1,41.0,0,5,3,32,20,32.69,29,0.695,0,15,42.9,1
4.593,2,0,1.115,54.63,52.0,49.0,10,49.48,39.381,649.26,4.1,22,0,7,14.3,48.0,0,0,7,35,17,35.659,32,0.804,0,25,44.9,2
4.686,3,0,1.129,59.856,56.0,53.0,12,54.218,38.603,597.73,5.7,21,0,6,13.2,46.0,0,5,7,36,20,36.672,33,0.728,0,19,39.6,3
4.0,1,0,1.128,64.298,61.0,57.0,10,57.392,39.853,482.06,1.8,23,0,6,12.3,47.0,0,7,7,37,24,37.62,33,0.699,1,19,40.4,2
4.554,1,1,1.136,70.402,66.0,62.0,12,63.487,41.648,517.57,1.6,26,0,8,11.3,55.5,0,5,7,42,24,41.133,38,0.672,0,25,41.9,0
4.0,1,0,1.13,59.904,56.0,53.0,8,53.229,35.904,458.4,1.9,21,0,5,9.4,40.0,0,7,5,32,24,33.83,29,0.677,0,14,39.6,1
4.0,1,0,1.117,61.428,58.0,55.0,8,55.298,39.051,467.03,1.8,24,0,8,7.3,48.5,0,4,4,35,23,36.798,32,0.71,1,25,43.6,2
4.0,0,0,1.126,65.318,61.0,58.0,9,58.512,38.864,454.6,0.0,23,0,6,6.9,46.5,0,7,4,35,26,36.927,32,0.67,1,20,39.7,1
4.469,0,0,1.142,130.131,114.0,114.0,16,114.599,69.54,768.1,0.0,37,0,24,4.4,63.0,0,25,5,53,61,65.192,53,0.61,1,13,32.5,1
4.0,1,1,1.142,57.11,53.0,50.0,6,49.967,31.79,344.48,2.0,19,0,3,8.0,33.0,0,11,4,28,25,29.979,25,0.636,0,8,38.0,0
5.204,0,0,1.104,70.661,69.0,64.0,10,65.993,44.92,566.54,0.0,32,0,5,0.0,63.0,0,2,0,47,22,44.943,42,0.702,0,28,50.0,0
5.0,2,2,1.139,68.323,62.0,60.0,6,60.138,38.216,416.56,3.3,24,0,8,3.3,39.0,0,11,2,32,30,36.141,30,0.637,0,13,40.0,0
6.42,2,2,1.137,79.568,72.0,70.0,6,69.788,44.501,470.66,2.9,28,0,9,2.9,44.0,0,13,2,36,36,41.721,34,0.636,0,14,40.0,0
6.886,2,2,1.139,85.399,77.0,75.0,6,74.556,47.023,486.71,2.7,29,0,10,2.7,44.0,0,16,2,37,40,43.775,35,0.627,0,13,38.7,0
6.092,2,2,1.139,81.984,74.0,72.0,6,71.672,45.262,472.68,2.8,28,0,10,2.8,43.0,0,15,2,36,38,42.248,34,0.629,0,13,38.9,0
6.387,2,2,1.142,77.652,70.0,68.0,7,68.007,42.745,459.64,2.9,26,0,9,4.4,42.0,0,13,3,35,35,40.216,33,0.629,0,13,38.2,0
5.521,0,0,1.104,70.661,69.0,64.0,10,65.993,44.92,566.54,0.0,32,0,5,0.0,63.0,0,2,0,47,22,44.943,42,0.702,0,28,50.0,0
5.0,0,0,1.106,74.076,72.0,67.0,10,68.876,46.682,580.57,0.0,33,0,6,0.0,64.0,0,3,0,48,24,46.47,43,0.697,0,28,49.3,0
6.456,0,0,1.109,76.492,74.0,69.0,10,70.76,47.443,582.59,0.0,33,0,5,0.0,63.0,0,5,0,48,26,46.996,43,0.688,0,27,47.8,0
6.78,2,2,1.138,79.652,72.0,70.0,7,70.007,44.745,483.66,2.9,28,1,9,4.3,46.0,1,14,3,37,35,42.216,35,0.639,0,14,40.0,0
5.208,2,2,1.138,69.406,63.0,61.0,7,61.356,39.461,441.57,3.3,25,1,8,4.9,43.0,1,11,3,34,29,37.636,32,0.647,0,14,41.0,0
6.585,2,2,1.14,83.193,75.0,73.0,7,72.999,45.716,488.68,2.7,28,0,10,2.7,44.0,0,15,2,37,38,42.963,35,0.626,0,13,38.4,0
6.143,2,2,1.138,75.077,68.0,66.0,9,66.752,42.534,494.66,3.0,25,0,9,3.0,45.0,0,12,2,36,32,40.284,34,0.644,1,15,37.9,1
5.0,0,0,1.101,63.831,63.0,58.0,10,60.225,41.398,538.48,0.0,30,0,3,0.0,61.0,0,0,0,45,18,41.889,40,0.714,0,28,51.7,0
5.959,2,2,1.134,75.947,70.0,67.0,7,67.349,43.432,482.62,3.0,28,0,9,3.0,47.5,0,11,2,38,32,41.383,35,0.648,0,18,41.8,0
6.921,2,2,1.134,75.947,70.0,67.0,7,67.349,43.432,482.62,3.0,28,0,9,3.0,47.5,0,11,2,38,32,41.383,35,0.648,0,18,41.8,0
7.357,2,2,1.129,75.658,70.0,67.0,7,67.098,44.625,498.69,3.0,28,0,9,3.0,47.5,0,11,2,38,32,41.855,35,0.666,1,18,41.8,1
6.432,2,2,1.129,75.658,70.0,67.0,7,67.098,44.625,498.69,3.0,28,0,9,3.0,47.5,0,11,2,38,32,41.855,35,0.666,1,18,41.8,1
6.959,2,2,1.132,74.741,69.0,66.0,8,66.316,43.87,499.68,3.0,27,0,9,4.5,47.5,0,11,3,38,31,41.349,35,0.665,1,18,40.9,1
5.796,2,2,1.139,76.319,70.0,67.0,8,67.341,43.228,482.63,3.0,27,0,9,6.0,47.5,0,11,4,38,32,41.184,35,0.645,0,18,40.3,0
5.114,2,2,1.142,75.403,69.0,66.0,9,66.559,42.472,483.62,3.0,26,0,9,7.6,47.5,0,11,5,38,31,40.678,35,0.644,0,18,39.4,0
6.027,2,2,1.137,82.984,76.0,73.0,6,72.672,46.262,484.69,2.7,29,0,9,2.7,45.0,0,16,2,38,38,43.248,35,0.634,0,13,39.7,0
6.745,2,2,1.138,80.778,74.0,71.0,7,71.116,44.955,486.66,2.8,28,0,9,2.8,45.0,0,15,2,38,36,42.436,35,0.633,0,13,39.4,0
7.056,2,2,1.138,80.778,74.0,71.0,7,71.116,44.955,486.66,2.8,28,0,9,2.8,45.0,0,15,2,38,36,42.436,35,0.633,0,13,39.4,0
6.086,2,2,1.139,80.861,74.0,71.0,8,71.334,45.199,499.66,2.8,28,0,9,4.2,47.0,0,14,3,39,35,42.931,36,0.637,0,14,39.4,0
5.886,2,2,1.14,78.655,72.0,69.0,9,69.778,43.892,501.63,2.9,27,0,9,4.3,47.0,0,13,3,39,33,42.119,36,0.636,0,14,39.1,0
5.854,2,2,1.142,79.944,73.0,70.0,9,70.552,44.444,500.65,2.9,27,0,9,5.7,47.0,0,13,4,39,34,42.425,36,0.635,0,14,38.6,0
6.097,2,2,1.136,81.778,75.0,72.0,7,72.116,45.955,498.67,2.8,29,0,9,2.8,47.0,0,15,2,39,36,43.436,36,0.638,0,14,40.3,0
5.0,2,2,1.137,86.399,79.0,76.0,6,75.556,48.023,498.72,2.6,30,0,9,2.6,46.0,0,17,2,39,40,44.775,36,0.632,0,13,39.5,0
6.469,2,2,1.137,85.276,79.0,75.0,8,75.218,47.961,525.7,2.7,30,0,9,4.0,50.0,0,16,3,42,37,45.458,38,0.639,0,14,40.0,0
6.602,2,2,1.139,84.276,77.0,74.0,8,74.218,46.961,513.69,2.7,29,0,9,4.1,48.0,0,15,3,40,37,44.458,37,0.635,0,14,39.2,0
5.886,2,2,1.14,82.07,75.0,72.0,9,72.661,45.654,515.66,2.8,28,0,9,4.2,48.0,0,14,3,40,35,43.646,37,0.634,0,14,38.9,0
6.0,2,2,1.142,83.359,76.0,73.0,9,73.436,46.205,514.68,2.7,28,0,9,5.5,48.0,0,14,4,40,36,43.952,37,0.633,0,14,38.4,0
6.125,2,2,1.14,85.486,78.0,75.0,9,75.545,47.415,529.69,2.7,29,0,9,4.0,49.0,0,15,3,41,37,45.172,38,0.632,0,14,38.7,0
6.252,2,2,1.139,85.402,78.0,75.0,8,75.327,47.171,516.69,2.7,29,0,9,2.7,47.0,0,16,2,40,38,44.678,37,0.629,0,13,38.7,0
6.155,2,2,1.141,86.691,79.0,76.0,8,76.101,47.722,515.71,2.6,29,0,9,3.9,47.0,0,16,3,40,39,44.984,37,0.628,0,13,38.2,0
6.237,2,2,1.138,70.532,65.0,62.0,7,62.465,39.671,444.57,3.2,25,0,9,3.2,42.0,0,12,2,35,30,37.856,32,0.64,0,13,40.3,0
6.237,2,2,1.138,73.947,68.0,65.0,7,65.349,41.432,458.6,3.1,26,0,9,3.1,43.0,0,13,2,36,32,39.383,33,0.637,0,13,40.0,0
5.77,2,2,1.138,73.947,68.0,65.0,7,65.349,41.432,458.6,3.1,26,0,9,3.1,43.0,0,13,2,36,32,39.383,33,0.637,0,13,40.0,0
5.398,2,2,1.139,71.742,66.0,63.0,8,63.792,40.125,460.57,3.2,25,0,9,3.2,43.0,0,12,2,36,30,38.571,33,0.637,0,13,39.7,0
